>,16-S-34:0.042504
5.759610e+05,8.46063588e-03
5.759640e+05,9.86453846e-03
5.759680e+05,1.14649000e-02
5.759710e+05,1.33836999e-02
5.759750e+05,1.55361035e-02
5.759810e+05,2.08572154e-02
5.759880e+05,2.75168703e-02
5.759950e+05,3.54429635e-02
5.760020e+05,4.43466016e-02
5.760080e+05,5.28839216e-02
5.760150e+05,6.11055582e-02
5.760210e+05,6.85166592e-02
5.760270e+05,7.44746477e-02
5.760280e+05,7.54843974e-02
5.760320e+05,7.76724259e-02
5.760350e+05,7.91215482e-02
5.760400e+05,7.99616287e-02
5.760470e+05,7.84232068e-02
5.760530e+05,7.41580142e-02
5.760600e+05,6.76453234e-02
5.760670e+05,5.95761608e-02
5.760730e+05,5.07284773e-02
5.760790e+05,4.25019005e-02
5.760850e+05,3.48477908e-02
5.760910e+05,2.79579520e-02
5.760970e+05,2.20211482e-02
5.761030e+05,1.70262644e-02
5.761090e+05,1.30989850e-02
5.761150e+05,1.00456060e-02
5.761210e+05,7.72904314e-03
5.761250e+05,6.57684167e-03
5.761290e+05,5.62649513e-03
5.761330e+05,4.84552320e-03
5.761370e+05,4.22016995e-03
5.761400e+05,3.69183970e-03
5.761440e+05,3.25749245e-03
5.761480e+05,2.89901180e-03
5.761520e+05,2.60861729e-03
5.761590e+05,2.14814514e-03
5.761670e+05,1.81923779e-03
5.761740e+05,1.57193502e-03
5.761820e+05,1.37965596e-03
5.761890e+05,1.22399921e-03
5.761970e+05,1.09842879e-03
5.762120e+05,9.04138511e-04
5.762270e+05,7.62378208e-04
5.762420e+05,6.55591971e-04
5.762610e+05,5.51730729e-04
5.762810e+05,4.73718840e-04
5.763000e+05,4.13599168e-04
5.763190e+05,3.66303478e-04
5.763390e+05,3.28464978e-04
5.763580e+05,2.97727701e-04
5.763960e+05,2.51068318e-04
5.764350e+05,2.17581556e-04
5.764740e+05,1.92873698e-04
5.765120e+05,1.74202118e-04
5.765510e+05,1.59799806e-04
5.766060e+05,1.44494839e-04
5.766620e+05,1.33133292e-04
5.767730e+05,1.17960767e-04
5.768840e+05,1.08911530e-04
5.769950e+05,1.03437409e-04
5.772170e+05,9.78313695e-05
5.774380e+05,9.59459002e-05
5.778050e+05,9.70312274e-05
5.781720e+05,1.00831165e-04
5.789050e+05,1.13321625e-04
5.796380e+05,1.31803133e-04
5.803710e+05,1.57704103e-04
5.807960e+05,1.77580419e-04
5.812200e+05,2.02374869e-04
5.816450e+05,2.33716675e-04
5.820690e+05,2.74137593e-04
5.824170e+05,3.16709105e-04
5.827640e+05,3.71184066e-04
5.831110e+05,4.42294388e-04
5.832850e+05,4.86141576e-04
5.834590e+05,5.37672323e-04
5.836710e+05,6.13483614e-04
5.838830e+05,7.07720059e-04
5.840960e+05,8.27060111e-04
5.843080e+05,9.81612688e-04
5.844910e+05,1.15577345e-03
5.845830e+05,1.26217197e-03
5.846740e+05,1.38500542e-03
5.847660e+05,1.52847275e-03
5.848580e+05,1.69749495e-03
5.849490e+05,1.89793349e-03
5.850410e+05,2.14150179e-03
5.851470e+05,2.49634287e-03
5.852530e+05,2.96141186e-03
5.853590e+05,3.59467747e-03
5.854120e+05,4.00441929e-03
5.854650e+05,4.50024965e-03
5.855090e+05,4.99194763e-03
5.855520e+05,5.58213159e-03
5.855960e+05,6.30262636e-03
5.856390e+05,7.19705573e-03
5.856830e+05,8.32719784e-03
5.857260e+05,9.77742178e-03
5.857690e+05,1.16840613e-02
5.857910e+05,1.28728848e-02
5.858130e+05,1.42598773e-02
5.858300e+05,1.55009506e-02
5.858460e+05,1.68956381e-02
5.858630e+05,1.84827946e-02
5.858800e+05,2.02667900e-02
5.858970e+05,2.22913242e-02
5.859140e+05,2.45492722e-02
5.859310e+05,2.70582088e-02
5.859390e+05,2.84040666e-02
5.859470e+05,2.98064492e-02
5.859610e+05,3.20922320e-02
5.859740e+05,3.44501194e-02
5.859870e+05,3.68497117e-02
5.860000e+05,3.92275490e-02
5.860130e+05,4.15212168e-02
5.860260e+05,4.36044607e-02
5.860390e+05,4.53992862e-02
5.860520e+05,4.68146836e-02
5.860800e+05,4.82485108e-02
5.860950e+05,4.79753870e-02
5.861110e+05,4.69857771e-02
5.861260e+05,4.53723054e-02
5.861420e+05,4.32723413e-02
5.861570e+05,4.08442490e-02
5.861720e+05,3.82432575e-02
5.861880e+05,3.56042662e-02
5.862030e+05,3.30327246e-02
5.862250e+05,2.96452322e-02
5.862470e+05,2.66617727e-02
5.862900e+05,2.19246222e-02
5.863340e+05,1.86149342e-02
5.863770e+05,1.63721856e-02
5.864100e+05,1.51924815e-02
5.864420e+05,1.43351107e-02
5.865080e+05,1.32992355e-02
5.865730e+05,1.28344023e-02
5.866390e+05,1.26827824e-02
5.866990e+05,1.26680569e-02
5.867290e+05,1.26720466e-02
5.867590e+05,1.26695763e-02
5.868000e+05,1.26411710e-02
5.868400e+05,1.25691610e-02
5.868730e+05,1.24700762e-02
5.869050e+05,1.23304266e-02
5.869380e+05,1.21485972e-02
5.869710e+05,1.19247781e-02
5.870030e+05,1.16613442e-02
5.870360e+05,1.13619054e-02
5.870690e+05,1.10310218e-02
5.871010e+05,1.06739184e-02
5.871670e+05,9.90489677e-03
5.872320e+05,9.10730882e-03
5.872980e+05,8.31012936e-03
5.873630e+05,7.54523074e-03
5.874080e+05,7.04863940e-03
5.874530e+05,6.57923693e-03
5.874980e+05,6.13863830e-03
5.875430e+05,5.72724252e-03
5.875880e+05,5.34541058e-03
5.876320e+05,4.99213550e-03
5.876770e+05,4.66586877e-03
5.877220e+05,4.36500490e-03
5.877750e+05,4.03962159e-03
5.878280e+05,3.74448612e-03
5.878820e+05,3.47690999e-03
5.879350e+05,3.23532573e-03
5.879880e+05,3.01497386e-03
5.880410e+05,2.81415389e-03
5.880940e+05,2.63127933e-03
5.881470e+05,2.46483018e-03
5.882250e+05,2.24588405e-03
5.883030e+05,2.05375629e-03
5.883800e+05,1.88411492e-03
5.884580e+05,1.73415743e-03
5.885360e+05,1.60075835e-03
5.886140e+05,1.48199870e-03
5.886920e+05,1.37575999e-03
5.887700e+05,1.28038921e-03
5.888470e+05,1.19441390e-03
5.889250e+05,1.11686503e-03
5.890030e+05,1.04652662e-03
5.890810e+05,9.82714684e-04
5.891590e+05,9.24519114e-04
5.892370e+05,8.71448767e-04
5.893920e+05,7.78291665e-04
5.895130e+05,7.16286187e-04
5.896330e+05,6.61559581e-04
5.897530e+05,6.13313841e-04
5.898730e+05,5.70001425e-04
5.901140e+05,4.96484614e-04
5.903550e+05,4.36849129e-04
5.906660e+05,3.75029860e-04
5.909770e+05,3.26114372e-04
5.912890e+05,2.86733975e-04
5.916000e+05,2.54593499e-04
5.920530e+05,2.17453687e-04
5.925060e+05,1.88702330e-04
5.929580e+05,1.65919802e-04
5.934110e+05,1.47606040e-04
5.940340e+05,1.27792445e-04
5.946570e+05,1.12458076e-04
5.952790e+05,1.00347430e-04
5.959020e+05,9.06410213e-05
5.970910e+05,7.68370668e-05
5.982800e+05,6.71506756e-05
5.994680e+05,6.01277954e-05
6.000000e+05,5.77889598e-05
6.006570e+05,5.49011750e-05
6.025820e+05,4.90359560e-05
6.045060e+05,4.52459151e-05
6.064310e+05,4.27636283e-05
6.083550e+05,4.12248855e-05
6.119780e+05,4.01318869e-05
6.150000e+05,4.07987911e-05
6.160540e+05,4.10318299e-05
6.201300e+05,4.40234002e-05
6.222810e+05,4.66419109e-05
6.244320e+05,5.01652918e-05
6.265830e+05,5.49038112e-05
6.287340e+05,6.13220169e-05
6.299790e+05,6.61127272e-05
6.312250e+05,7.19374035e-05
6.324700e+05,7.90898964e-05
6.337150e+05,8.79891451e-05
6.348480e+05,9.81711895e-05
6.359800e+05,1.10889919e-04
6.365460e+05,1.18582840e-04
6.371120e+05,1.27309354e-04
6.376780e+05,1.37236663e-04
6.382440e+05,1.48597514e-04
6.388670e+05,1.63287605e-04
6.394890e+05,1.80698491e-04
6.401120e+05,2.01503700e-04
6.404230e+05,2.13487100e-04
6.407350e+05,2.26647536e-04
6.410460e+05,2.41305172e-04
6.413570e+05,2.57494200e-04
6.416690e+05,2.75529060e-04
6.419800e+05,2.95783117e-04
6.422910e+05,3.18375112e-04
6.426030e+05,3.43986182e-04
6.429140e+05,3.73010593e-04
6.432250e+05,4.05933783e-04
6.434090e+05,4.27796329e-04
6.435930e+05,4.51671914e-04
6.437770e+05,4.77355339e-04
6.439610e+05,5.05956199e-04
6.441450e+05,5.37696792e-04
6.443290e+05,5.73470115e-04
6.445130e+05,6.14761958e-04
6.446970e+05,6.64495457e-04
6.448560e+05,7.20554238e-04
6.450150e+05,8.03059931e-04
6.450950e+05,8.66754504e-04
6.451750e+05,9.70600617e-04
6.452140e+05,1.05107436e-03
6.452540e+05,1.17185637e-03
6.452740e+05,1.25779275e-03
6.452940e+05,1.37072798e-03
6.453140e+05,1.52502600e-03
6.453340e+05,1.74786615e-03
6.453480e+05,1.97654883e-03
6.453600e+05,2.26212672e-03
6.453730e+05,2.68742037e-03
6.453790e+05,2.98642174e-03
6.453850e+05,3.37333566e-03
6.453910e+05,3.88259942e-03
6.453980e+05,4.56122829e-03
6.454040e+05,5.47131395e-03
6.454100e+05,6.69140197e-03
6.454160e+05,8.31565587e-03
6.454220e+05,1.04494776e-02
6.454290e+05,1.32001880e-02
6.454350e+05,1.66621598e-02
6.454410e+05,2.08971424e-02
6.454470e+05,2.58238164e-02
6.454560e+05,3.37992144e-02
6.454640e+05,4.25039235e-02
6.454720e+05,5.12314325e-02
6.454810e+05,5.89517568e-02
6.454860e+05,6.27513567e-02
6.454930e+05,6.62480033e-02
6.455000e+05,6.74399619e-02
6.455080e+05,6.59337448e-02
6.455150e+05,6.20401902e-02
6.455230e+05,5.62193808e-02
6.455300e+05,4.91262431e-02
6.455370e+05,4.14778333e-02
6.455440e+05,3.39326879e-02
6.455520e+05,2.70032343e-02
6.455590e+05,2.10124708e-02
6.455660e+05,1.60966266e-02
6.455740e+05,1.22407868e-02
6.455770e+05,1.06569552e-02
6.455810e+05,9.32958411e-03
6.455850e+05,8.16271472e-03
6.455880e+05,7.19757677e-03
6.455920e+05,6.35834165e-03
6.455960e+05,5.67007974e-03
6.456010e+05,4.83511010e-03
6.456060e+05,4.20019039e-03
6.456120e+05,3.70570844e-03
6.456170e+05,3.31799644e-03
6.456220e+05,3.01092002e-03
6.456270e+05,2.76459577e-03
6.456380e+05,2.39869560e-03
6.456490e+05,2.14037286e-03
6.456590e+05,1.95209327e-03
6.456810e+05,1.69415044e-03
6.457020e+05,1.52742613e-03
6.457230e+05,1.41447155e-03
6.457660e+05,1.27532541e-03
6.458080e+05,1.19783395e-03
6.458930e+05,1.12890158e-03
6.459780e+05,1.11173444e-03
6.461080e+05,1.12651524e-03
6.462380e+05,1.16425741e-03
6.463680e+05,1.21435903e-03
6.464980e+05,1.27312460e-03
6.466280e+05,1.33958512e-03
6.467580e+05,1.41109962e-03
6.468880e+05,1.48799110e-03
6.470180e+05,1.57062054e-03
6.471390e+05,1.65190107e-03
6.472590e+05,1.73739008e-03
6.475000e+05,1.92003404e-03
6.477400e+05,2.11413494e-03
6.479810e+05,2.31391681e-03
6.482220e+05,2.51037369e-03
6.483420e+05,2.60343416e-03
6.484620e+05,2.69018667e-03
6.485830e+05,2.76894021e-03
6.487030e+05,2.83802281e-03
6.488240e+05,2.89583846e-03
6.489440e+05,2.94016419e-03
6.490920e+05,2.97456223e-03
6.491660e+05,2.98311155e-03
6.492400e+05,2.98505840e-03
6.493140e+05,2.98086828e-03
6.494300e+05,2.96072739e-03
6.495460e+05,2.92835055e-03
6.496610e+05,2.88208480e-03
6.497770e+05,2.82364011e-03
6.498930e+05,2.75520147e-03
6.500000e+05,2.68430881e-03
6.500090e+05,2.67834587e-03
6.501240e+05,2.59417535e-03
6.502400e+05,2.50447585e-03
6.507030e+05,2.12389447e-03
6.509340e+05,1.93756051e-03
6.511660e+05,1.75924450e-03
6.513330e+05,1.63925873e-03
6.515010e+05,1.52699641e-03
6.516680e+05,1.42224856e-03
6.518360e+05,1.32535716e-03
6.520030e+05,1.23600873e-03
6.521710e+05,1.15370925e-03
6.523380e+05,1.07817375e-03
6.525060e+05,1.00873720e-03
6.526600e+05,9.50030969e-04
6.528140e+05,8.95739363e-04
6.529680e+05,8.45563134e-04
6.531220e+05,7.99248635e-04
6.532760e+05,7.56317069e-04
6.534300e+05,7.16608835e-04
6.535840e+05,6.79820886e-04
6.537380e+05,6.45693873e-04
6.538850e+05,6.15611048e-04
6.540320e+05,5.87415862e-04
6.543260e+05,5.36383463e-04
6.546200e+05,4.91992479e-04
6.547670e+05,4.71633803e-04
6.549140e+05,4.52819818e-04
6.552080e+05,4.18287882e-04
6.555010e+05,3.87971082e-04
6.557950e+05,3.60948857e-04
6.560890e+05,3.36827916e-04
6.563970e+05,3.14467199e-04
6.567050e+05,2.94446319e-04
6.570130e+05,2.76533478e-04
6.573210e+05,2.60552927e-04
6.575000e+05,2.52148349e-04
6.576290e+05,2.46091488e-04
6.579370e+05,2.33119740e-04
6.582450e+05,2.21402936e-04
6.585530e+05,2.10755825e-04
6.589170e+05,1.99513579e-04
6.592810e+05,1.89459776e-04
6.596450e+05,1.80491817e-04
6.600080e+05,1.72523262e-04
6.607360e+05,1.59209070e-04
6.614640e+05,1.48742964e-04
6.623600e+05,1.40071030e-04
6.632560e+05,1.37296665e-04
6.637320e+05,1.40132466e-04
6.642080e+05,1.49932680e-04
6.644460e+05,1.59741411e-04
6.646840e+05,1.76915453e-04
6.648030e+05,1.90091901e-04
6.649220e+05,2.08278621e-04
6.650410e+05,2.34196401e-04
6.651590e+05,2.72048026e-04
6.652220e+05,2.99690486e-04
6.652850e+05,3.35815452e-04
6.653480e+05,3.83532257e-04
6.654110e+05,4.48323321e-04
6.654740e+05,5.39364648e-04
6.655060e+05,5.99138082e-04
6.655370e+05,6.71569258e-04
6.655690e+05,7.61098435e-04
6.656000e+05,8.75052942e-04
6.656320e+05,1.02286241e-03
6.656630e+05,1.21782964e-03
6.656880e+05,1.41694840e-03
6.657120e+05,1.67463435e-03
6.657370e+05,2.01647086e-03
6.657610e+05,2.48573970e-03
6.657740e+05,2.79126749e-03
6.657860e+05,3.15808897e-03
6.657980e+05,3.61169248e-03
6.658100e+05,4.17169544e-03
6.658230e+05,4.88638608e-03
6.658350e+05,5.80057567e-03
6.658470e+05,7.01299720e-03
6.658590e+05,8.62381812e-03
6.658680e+05,1.01293511e-02
6.658770e+05,1.19844063e-02
6.658860e+05,1.43159789e-02
6.658940e+05,1.71528540e-02
6.659030e+05,2.06254656e-02
6.659120e+05,2.46785242e-02
6.659210e+05,2.93600045e-02
6.659290e+05,3.44255678e-02
6.659350e+05,3.79277243e-02
6.659410e+05,4.14181959e-02
6.659470e+05,4.47818431e-02
6.659520e+05,4.78416820e-02
6.659640e+05,5.27770009e-02
6.659750e+05,5.53484473e-02
6.659800e+05,5.55865160e-02
6.659870e+05,5.50610737e-02
6.659940e+05,5.35164768e-02
6.660010e+05,5.10624496e-02
6.660080e+05,4.78661914e-02
6.660130e+05,4.48102474e-02
6.660190e+05,4.15681995e-02
6.660250e+05,3.81426124e-02
6.660300e+05,3.47593952e-02
6.660360e+05,3.13909029e-02
6.660420e+05,2.82281795e-02
6.660530e+05,2.24872646e-02
6.660640e+05,1.77579044e-02
6.660750e+05,1.40372489e-02
6.660870e+05,1.11939138e-02
6.660980e+05,9.06693192e-03
6.661090e+05,7.52387395e-03
6.661190e+05,6.33557263e-03
6.661300e+05,5.40889992e-03
6.661410e+05,4.67524719e-03
6.661510e+05,4.08525272e-03
6.661620e+05,3.60369067e-03
6.661730e+05,3.20530068e-03
6.661840e+05,2.87183335e-03
6.662050e+05,2.34919344e-03
6.662260e+05,1.96304880e-03
6.662480e+05,1.66996567e-03
6.662690e+05,1.44324920e-03
6.663030e+05,1.17364036e-03
6.663370e+05,9.77361622e-04
6.663700e+05,8.30173888e-04
6.664040e+05,7.17599213e-04
6.664380e+05,6.29124962e-04
6.664720e+05,5.58587567e-04
6.665060e+05,5.01754799e-04
6.665390e+05,4.55589533e-04
6.666070e+05,3.83325730e-04
6.666740e+05,3.30809481e-04
6.667420e+05,2.91674854e-04
6.668090e+05,2.61799835e-04
6.669040e+05,2.30459705e-04
6.669990e+05,2.07517530e-04
6.671880e+05,1.76835959e-04
6.673770e+05,1.57507778e-04
6.675660e+05,1.44504664e-04
6.677550e+05,1.35409829e-04
6.679440e+05,1.28870480e-04
6.683220e+05,1.20257710e-04
6.687550e+05,1.14657893e-04
6.691870e+05,1.11417871e-04
6.700510e+05,1.09585202e-04
6.709520e+05,1.12706467e-04
6.714020e+05,1.16032669e-04
6.718520e+05,1.21623659e-04
6.723030e+05,1.30266025e-04
6.727530e+05,1.44291071e-04
6.729780e+05,1.54246203e-04
6.732030e+05,1.67460768e-04
6.734280e+05,1.86300254e-04
6.736530e+05,2.11190258e-04
6.737970e+05,2.33719210e-04
6.739420e+05,2.63337966e-04
6.740860e+05,3.02943078e-04
6.742300e+05,3.58187007e-04
6.742970e+05,3.92153553e-04
6.743650e+05,4.33010404e-04
6.744320e+05,4.82905516e-04
6.745000e+05,5.44150210e-04
6.745670e+05,6.20587232e-04
6.746010e+05,6.66705423e-04
6.746350e+05,7.18997631e-04
6.746690e+05,7.78917349e-04
6.747020e+05,8.47574178e-04
6.747360e+05,9.27223392e-04
6.747700e+05,1.01971274e-03
6.747990e+05,1.11290702e-03
6.748290e+05,1.22037022e-03
6.748580e+05,1.34528483e-03
6.748870e+05,1.49147934e-03
6.749160e+05,1.66521420e-03
6.749310e+05,1.76455506e-03
6.749460e+05,1.87258837e-03
6.749600e+05,1.99194563e-03
6.749750e+05,2.12237033e-03
6.749900e+05,2.26617095e-03
6.750040e+05,2.42514301e-03
6.750210e+05,2.63081679e-03
6.750380e+05,2.86334693e-03
6.750550e+05,3.12720791e-03
6.750720e+05,3.42594320e-03
6.750890e+05,3.76970826e-03
6.750970e+05,3.96142669e-03
6.751050e+05,4.16471606e-03
6.751140e+05,4.38562782e-03
6.751220e+05,4.62023853e-03
6.751310e+05,4.87242413e-03
6.751390e+05,5.14363814e-03
6.751520e+05,5.58207973e-03
6.751640e+05,6.07067156e-03
6.751760e+05,6.61497110e-03
6.751890e+05,7.21539634e-03
6.751950e+05,7.54253657e-03
6.752010e+05,7.88689071e-03
6.752070e+05,8.24895276e-03
6.752130e+05,8.62911221e-03
6.752200e+05,9.02760656e-03
6.752260e+05,9.44452132e-03
6.752320e+05,9.87971398e-03
6.752380e+05,1.03253566e-02
6.752440e+05,1.07952241e-02
6.752510e+05,1.12812415e-02
6.752630e+05,1.22951710e-02
6.752750e+05,1.33495704e-02
6.752880e+05,1.44100497e-02
6.753120e+05,1.64487388e-02
6.753250e+05,1.73295740e-02
6.753370e+05,1.80491952e-02
6.753450e+05,1.84261531e-02
6.753540e+05,1.86997516e-02
6.753620e+05,1.88671407e-02
6.753700e+05,1.89230953e-02
6.753780e+05,1.88646705e-02
6.753870e+05,1.86950014e-02
6.753930e+05,1.84772625e-02
6.754000e+05,1.81929289e-02
6.754070e+05,1.78475107e-02
6.754130e+05,1.74474677e-02
6.754200e+05,1.69997350e-02
6.754270e+05,1.65120075e-02
6.754400e+05,1.54467780e-02
6.754540e+05,1.43108689e-02
6.754670e+05,1.31566249e-02
6.754940e+05,1.09481713e-02
6.755100e+05,9.75060748e-03
6.755260e+05,8.67974449e-03
6.755340e+05,8.19011700e-03
6.755420e+05,7.73045236e-03
6.755500e+05,7.29984806e-03
6.755580e+05,6.89711662e-03
6.755660e+05,6.51636806e-03
6.755740e+05,6.16554434e-03
6.755820e+05,5.83828050e-03
6.755900e+05,5.53307555e-03
6.755980e+05,5.24843798e-03
6.756060e+05,4.98295232e-03
6.756140e+05,4.73524106e-03
6.756220e+05,4.50402171e-03
6.756300e+05,4.28025033e-03
6.756380e+05,4.07408235e-03
6.756550e+05,3.69956569e-03
6.756710e+05,3.37223529e-03
6.756880e+05,3.08513716e-03
6.757040e+05,2.83240987e-03
6.757210e+05,2.60912291e-03
6.757370e+05,2.41117233e-03
6.757540e+05,2.23506212e-03
6.757700e+05,2.08410779e-03
6.757850e+05,1.94898038e-03
6.758010e+05,1.82603191e-03
6.758170e+05,1.71522436e-03
6.758330e+05,1.61383127e-03
6.758480e+05,1.52201414e-03
6.758640e+05,1.43760696e-03
6.758800e+05,1.36083773e-03
6.759110e+05,1.22517821e-03
6.759430e+05,1.11001956e-03
6.759740e+05,1.01149534e-03
6.760060e+05,9.26591182e-04
6.760310e+05,8.66189354e-04
6.760570e+05,8.12143934e-04
6.760820e+05,7.63636044e-04
6.761080e+05,7.20006369e-04
6.761590e+05,6.44863265e-04
6.762100e+05,5.82337044e-04
6.762610e+05,5.29921619e-04
6.763120e+05,4.85646702e-04
6.763630e+05,4.47926751e-04
6.764140e+05,4.15539121e-04
6.764590e+05,3.90626099e-04
6.765040e+05,3.68602012e-04
6.765940e+05,3.31592351e-04
6.766840e+05,3.01929001e-04
6.767740e+05,2.78034971e-04
6.768640e+05,2.58172719e-04
6.769540e+05,2.41602200e-04
6.770440e+05,2.27691667e-04
6.771340e+05,2.15927173e-04
6.773140e+05,1.97264059e-04
6.774940e+05,1.83368970e-04
6.776740e+05,1.72827364e-04
6.778540e+05,1.64835543e-04
6.780340e+05,1.58493865e-04
6.782140e+05,1.53542979e-04
6.785740e+05,1.46666940e-04
6.788620e+05,1.43249449e-04
6.791500e+05,1.41053651e-04
6.797260e+05,1.39431291e-04
6.803980e+05,1.40673362e-04
6.810690e+05,1.44184029e-04
6.824130e+05,1.56445521e-04
6.837570e+05,1.75515626e-04
6.851010e+05,2.02268341e-04
6.856770e+05,2.17746841e-04
6.862530e+05,2.37385368e-04
6.865410e+05,2.51287236e-04
6.868290e+05,2.69997028e-04
6.869730e+05,2.84715120e-04
6.871170e+05,3.05582531e-04
6.872610e+05,3.42858255e-04
6.873330e+05,3.72819582e-04
6.874050e+05,4.20833665e-04
6.874360e+05,4.51327311e-04
6.874680e+05,4.90677753e-04
6.874990e+05,5.42770485e-04
6.875310e+05,6.15071504e-04
6.875620e+05,7.20687905e-04
6.875780e+05,7.93002349e-04
6.875940e+05,8.83780895e-04
6.876090e+05,1.00207510e-03
6.876250e+05,1.15930865e-03
6.876410e+05,1.38068586e-03
6.876490e+05,1.52803002e-03
6.876570e+05,1.70917501e-03
6.876680e+05,2.06550854e-03
6.876730e+05,2.30274126e-03
6.876790e+05,2.59783816e-03
6.876850e+05,2.97722811e-03
6.876900e+05,3.45303307e-03
6.876960e+05,4.06349981e-03
6.877020e+05,4.84913613e-03
6.877070e+05,5.87932016e-03
6.877130e+05,7.17551229e-03
6.877180e+05,8.81588762e-03
6.877240e+05,1.08639058e-02
6.877300e+05,1.34274673e-02
6.877350e+05,1.64617512e-02
6.877410e+05,2.00279374e-02
6.877470e+05,2.41118709e-02
6.877560e+05,3.15945064e-02
6.877650e+05,3.97290285e-02
6.877740e+05,4.76745016e-02
6.877830e+05,5.43862162e-02
6.877910e+05,5.87699681e-02
6.878000e+05,6.02918600e-02
6.878020e+05,6.02457852e-02
6.878080e+05,5.91550009e-02
6.878130e+05,5.67456236e-02
6.878190e+05,5.31901723e-02
6.878250e+05,4.87413456e-02
6.878360e+05,3.97249430e-02
6.878460e+05,3.05415313e-02
6.878560e+05,2.23001346e-02
6.878610e+05,1.87588382e-02
6.878660e+05,1.56552045e-02
6.878730e+05,1.21524778e-02
6.878800e+05,9.43079911e-03
6.878870e+05,7.33873907e-03
6.878930e+05,5.76416031e-03
6.879000e+05,4.58138798e-03
6.879070e+05,3.72485343e-03
6.879140e+05,3.09353420e-03
6.879210e+05,2.62436962e-03
6.879280e+05,2.26605045e-03
6.879340e+05,1.99507383e-03
6.879410e+05,1.78214189e-03
6.879480e+05,1.61115224e-03
6.879620e+05,1.35267749e-03
6.879750e+05,1.16948035e-03
6.879930e+05,9.97540616e-04
6.880110e+05,8.73998375e-04
6.880280e+05,7.81397479e-04
6.880460e+05,7.09970064e-04
6.880810e+05,6.07654378e-04
6.881160e+05,5.39501462e-04
6.881520e+05,4.92140129e-04
6.881870e+05,4.58610731e-04
6.882570e+05,4.13975617e-04
6.883280e+05,3.86977152e-04
6.883980e+05,3.70624339e-04
6.885390e+05,3.53213624e-04
6.886850e+05,3.46066616e-04
6.888300e+05,3.44601536e-04
6.890490e+05,3.47860201e-04
6.892670e+05,3.54520806e-04
6.894680e+05,3.62550487e-04
6.896700e+05,3.71736303e-04
6.898710e+05,3.81828423e-04
6.899720e+05,3.87165653e-04
6.900720e+05,3.92675789e-04
6.901730e+05,3.98344567e-04
6.902740e+05,4.04171044e-04
6.903740e+05,4.10129578e-04
6.904750e+05,4.16215404e-04
6.906760e+05,4.28785111e-04
6.907770e+05,4.35250934e-04
6.908780e+05,4.41841207e-04
6.910040e+05,4.50310374e-04
6.911310e+05,4.58951482e-04
6.912580e+05,4.67756940e-04
6.913850e+05,4.76711546e-04
6.915110e+05,4.85819110e-04
6.916380e+05,4.95056815e-04
6.917650e+05,5.04426569e-04
6.918920e+05,5.13901773e-04
6.920180e+05,5.23487184e-04
6.921450e+05,5.33158086e-04
6.922720e+05,5.42900239e-04
6.923990e+05,5.52689891e-04
6.925260e+05,5.62523243e-04
6.926520e+05,5.72366102e-04
6.927790e+05,5.82212754e-04
6.929060e+05,5.92022356e-04
6.930330e+05,6.01783509e-04
6.931590e+05,6.11469619e-04
6.932860e+05,6.21068322e-04
6.934130e+05,6.30512176e-04
6.935400e+05,6.39797381e-04
6.936660e+05,6.48914444e-04
6.937930e+05,6.57796851e-04
6.939200e+05,6.66399010e-04
6.940470e+05,6.74762719e-04
6.941730e+05,6.82791088e-04
6.944270e+05,6.97726817e-04
6.946800e+05,7.10994362e-04
6.949340e+05,7.22365710e-04
6.954870e+05,7.37600241e-04
6.960400e+05,7.44607816e-04
6.965470e+05,7.38224622e-04
6.968010e+05,7.31806363e-04
6.970540e+05,7.22393727e-04
6.973080e+05,7.10977545e-04
6.975610e+05,6.97984378e-04
6.978150e+05,6.82939215e-04
6.980680e+05,6.66433917e-04
6.983220e+05,6.48981466e-04
6.985750e+05,6.30486878e-04
6.988290e+05,6.11250337e-04
6.990820e+05,5.91680355e-04
6.993360e+05,5.71823467e-04
6.995890e+05,5.51924787e-04
7.000000e+05,5.20003405e-04
7.000960e+05,5.12547389e-04
7.006490e+05,4.71365933e-04
7.012030e+05,4.32522409e-04
7.016970e+05,4.00512624e-04
7.021920e+05,3.70858819e-04
7.031810e+05,3.19134077e-04
7.041700e+05,2.76595787e-04
7.051590e+05,2.41950055e-04
7.060440e+05,2.16513363e-04
7.069290e+05,1.95439997e-04
7.086990e+05,1.63599761e-04
7.104700e+05,1.42397563e-04
7.113550e+05,1.34942375e-04
7.122400e+05,1.29366278e-04
7.132060e+05,1.25378948e-04
7.141710e+05,1.23636463e-04
7.154590e+05,1.25281270e-04
7.161030e+05,1.28170387e-04
7.167460e+05,1.32800852e-04
7.174300e+05,1.40123313e-04
7.181140e+05,1.50668156e-04
7.187980e+05,1.65424328e-04
7.191400e+05,1.74949402e-04
7.194820e+05,1.86252867e-04
7.199250e+05,2.04121031e-04
7.203670e+05,2.26561528e-04
7.205890e+05,2.39855134e-04
7.208100e+05,2.54855887e-04
7.210310e+05,2.71743331e-04
7.212530e+05,2.90708407e-04
7.214660e+05,3.11409187e-04
7.216800e+05,3.34603697e-04
7.218940e+05,3.60561743e-04
7.221070e+05,3.89721279e-04
7.223210e+05,4.22218140e-04
7.225350e+05,4.58191033e-04
7.227480e+05,4.97916413e-04
7.229620e+05,5.41053218e-04
7.231910e+05,5.90938682e-04
