Fe-57(n,g) ENDFB-8.0
Energy(eV) XS(b)
14668.4 0.00310545
14668.4 0.00310538
14668.5 0.00310520
14668.6 0.00310502
14668.7 0.00310468
14668.9 0.00310400
14669.2 0.00310335
14669.4 0.00310270
14669.9 0.00310142
14670.4 0.00310015
14671.3 0.00309765
14672.3 0.00309520
14674.2 0.00309034
14676.1 0.00308554
14679.9 0.00307608
14683.7 0.00306683
14687.6 0.00305773
14691.4 0.00304881
14699.0 0.00303138
14706.7 0.00301455
14714.4 0.00299823
14722.0 0.00298246
14729.7 0.00296715
14737.3 0.00295234
14745.0 0.00293798
14752.6 0.00292405
14767.9 0.00289740
14783.2 0.00287230
14798.5 0.00284863
14813.8 0.00282630
14829.2 0.00280518
14844.5 0.00278522
14875.1 0.00274847
14905.7 0.00271547
14936.3 0.00268580
14966.9 0.00265903
14997.5 0.00263487
15058.8 0.00259323
15120.0 0.00255904
15181.2 0.00253089
15242.4 0.00250773
15364.9 0.00247325
15487.4 0.00245083
15609.8 0.00243746
15732.3 0.00243112
15854.7 0.00243049
16099.6 0.00244306
16344.6 0.00247128
16589.5 0.00251457
16711.9 0.00254256
16834.4 0.00257570
16956.9 0.00261522
17079.3 0.00266318
17201.8 0.00272295
17324.2 0.00280043
17385.5 0.00284893
17446.7 0.00290662
17507.9 0.00297670
17569.1 0.00306390
17630.4 0.00317572
17691.6 0.00332438
17752.8 0.00353129
17814.1 0.00383752
17844.7 0.00405247
17875.3 0.00433369
17905.9 0.00471822
17936.5 0.00527957
17951.8 0.00567435
17967.1 0.00619929
17982.4 0.00694361
17990.1 0.00745217
17997.7 0.00810804
18005.4 0.00899301
18013.1 0.0102543
18016.9 0.0111125
18020.7 0.0121988
18024.5 0.0136211
18028.4 0.0155387
18032.2 0.0182508
18034.1 0.0200603
18036.0 0.0222899
18037.9 0.0251181
18039.8 0.0287454
18041.8 0.0335395
18043.7 0.0400722
18045.6 0.0493718
18046.5 0.0555561
18047.5 0.0631069
18048.5 0.0726750
18049.4 0.0847703
18050.4 0.100732
18051.3 0.121900
18051.8 0.135430
18052.3 0.151492
18052.8 0.170757
18053.2 0.194131
18053.7 0.222860
18054.2 0.258694
18054.7 0.304154
18054.9 0.331591
18055.1 0.361564
18055.4 0.397422
18055.6 0.438908
18055.9 0.487237
18056.1 0.543960
18056.3 0.611077
18056.6 0.691199
18056.8 0.787772
18057.1 0.900002
18057.2 0.967974
18057.3 1.04361
18057.4 1.12804
18057.5 1.22258
18057.7 1.32877
18057.8 1.44844
18057.9 1.58373
18058.0 1.73716
18058.1 1.91168
18058.3 2.11070
18058.4 2.33816
18058.5 2.59851
18058.6 2.89658
18058.7 3.23742
18058.9 3.62580
18059.0 4.02673
18059.0 4.30486
18059.1 4.55728
18059.2 4.86730
18059.2 5.14507
18059.4 5.77566
18059.5 6.41964
18059.6 6.75602
18059.6 7.02946
18059.7 7.32173
18059.7 7.54133
18059.8 7.75182
18059.9 7.88604
18059.9 7.98185
18060.0 8.00830
18060.1 7.97274
18060.1 7.86760
18060.2 7.69829
18060.3 7.50831
18060.3 7.24326
18060.4 6.98679
18060.5 6.66320
18060.5 6.37244
18060.7 5.72809
18060.8 5.09991
18060.9 4.77888
18060.9 4.51606
18061.0 4.22524
18061.1 3.99006
18061.1 3.66194
18061.2 3.36279
18061.3 3.09120
18061.4 2.87142
18061.5 2.64660
18061.6 2.46504
18061.7 2.27944
18061.7 2.12951
18061.8 1.97606
18061.9 1.85187
18062.0 1.72448
18062.1 1.62112
18062.3 1.42826
18062.4 1.26606
18062.6 1.12136
18062.8 1.00547
18062.9 0.906082
18063.1 0.820339
18063.3 0.745941
18063.5 0.681035
18063.6 0.624120
18063.8 0.573969
18064.0 0.527127
18064.1 0.487932
18064.5 0.421584
18064.8 0.367936
18065.2 0.323986
18065.5 0.286581
18065.9 0.256221
18066.2 0.230543
18066.5 0.208641
18066.9 0.189302
18067.2 0.173074
18067.9 0.146541
18068.6 0.125683
18069.3 0.109448
18070.0 0.0962161
18070.6 0.0855902
18071.3 0.0766912
18072.0 0.0693727
18073.4 0.0578687
18074.8 0.0494280
18076.1 0.0430637
18077.5 0.0381563
18078.9 0.0343016
18080.2 0.0312265
18083.0 0.0267243
18085.7 0.0236559
18088.4 0.0215163
18091.2 0.0200006
18093.9 0.0189251
18099.4 0.0176397
18104.9 0.0171125
18110.3 0.0170797
18115.8 0.0174113
18121.3 0.0180452
18126.8 0.0189543
18132.2 0.0201431
18137.7 0.0216285
18143.2 0.0234569
18148.7 0.0256836
18154.1 0.0284056
18156.9 0.0299881
18159.6 0.0317369
18162.4 0.0336883
18165.1 0.0358641
18167.8 0.0382976
18170.6 0.0410186
18173.3 0.0440954
18176.0 0.0475775
18178.8 0.0515376
18181.5 0.0560475
18184.3 0.0612518
18187.0 0.0672760
18188.4 0.0706499
18189.7 0.0742997
18191.1 0.0782563
18192.5 0.0825219
18193.8 0.0871994
18195.2 0.0923048
18196.6 0.0978919
18197.9 0.104023
18199.3 0.110770
18200.7 0.118218
18202.1 0.126468
18203.4 0.135567
18204.8 0.145789
18206.2 0.157242
18207.5 0.170127
18208.9 0.184695
18209.6 0.192763
18210.3 0.201249
18211.0 0.210454
18211.6 0.220165
18212.3 0.230730
18213.0 0.241912
18213.7 0.253933
18214.4 0.266881
18215.1 0.281065
18215.7 0.296186
18216.4 0.312817
18217.1 0.330621
18217.8 0.350291
18218.5 0.371446
18219.2 0.394932
18219.8 0.420324
18220.5 0.448670
18221.2 0.479494
18221.9 0.514117
18222.6 0.552015
18222.9 0.573163
18223.3 0.594881
18223.6 0.617846
18224.0 0.642151
18224.3 0.667903
18224.6 0.695215
18225.0 0.724215
18225.3 0.755040
18225.7 0.788842
18226.0 0.823861
18226.3 0.861222
18226.7 0.901132
18227.0 0.945125
18227.4 0.990948
18227.7 1.04011
18228.1 1.09292
18228.4 1.15148
18228.7 1.21286
18229.1 1.27913
18229.4 1.35079
18229.8 1.43080
18230.1 1.51525
18230.5 1.60709
18230.8 1.70716
18231.1 1.81976
18231.5 1.93957
18231.8 2.07093
18232.2 2.21523
18232.5 2.37901
18232.9 2.55481
18233.2 2.74920
18233.4 2.85410
18233.5 2.96458
18233.7 3.08802
18233.9 3.21112
18234.1 3.34094
18234.2 3.47792
18234.4 3.62250
18234.6 3.77516
18234.7 3.93639
18234.9 4.10673
18235.1 4.28672
18235.2 4.47693
18235.4 4.67793
18235.6 4.89034
18235.8 5.11474
18235.9 5.35173
18236.1 5.60190
18236.3 5.86581
18236.5 6.26273
18236.7 6.67081
18237.0 7.12626
18237.2 7.59122
18237.4 8.10539
18237.7 8.62416
18237.9 9.16537
18238.1 9.72442
18238.4 10.3198
18238.6 10.8929
18238.7 11.1893
18238.8 11.4816
18239.0 11.7679
18239.1 12.0232
18239.2 12.2921
18239.3 12.5485
18239.4 12.7902
18239.5 12.9968
18239.7 13.2038
18239.8 13.3748
18239.8 13.4598
18239.9 13.5388
18240.0 13.6671
18240.1 13.7276
18240.1 13.7812
18240.2 13.8278
18240.2 13.8672
18240.3 13.8992
18240.4 13.9237
18240.4 13.9408
18240.5 13.9492
18240.5 13.9523
18240.6 13.9479
18240.7 13.9358
18240.7 13.9161
18240.8 13.8890
18240.8 13.8544
18240.9 13.8126
18240.9 13.7722
18241.0 13.7174
18241.1 13.6556
18241.1 13.5872
18241.2 13.5123
18241.2 13.4312
18241.3 13.3441
18241.4 13.1696
18241.5 12.9592
18241.6 12.7497
18241.8 12.5053
18241.9 12.2686
18242.1 11.7190
18242.3 11.1629
18242.6 10.5674
18242.8 9.99437
18243.1 9.40464
18243.3 8.85500
18243.5 8.32603
18243.7 7.82139
18244.0 7.34331
18244.2 6.89290
18244.4 6.47042
18244.7 6.09207
18244.9 5.72266
18245.1 5.37882
18245.3 5.05923
18245.6 4.77488
18245.8 4.49850
18246.0 4.24202
18246.3 4.00399
18246.5 3.79230
18246.7 3.58644
18246.9 3.39516
18247.2 3.21730
18247.4 3.05877
18247.6 2.90418
18247.8 2.76010
18248.1 2.62568
18248.3 2.50545
18248.5 2.38780
18248.8 2.27773
18249.0 2.17466
18249.2 2.08211
18249.4 1.99120
18249.7 1.90583
18249.9 1.82557
18250.1 1.75324
18250.3 1.68192
18250.6 1.61469
18250.8 1.55126
18251.0 1.49389
18251.3 1.43713
18251.5 1.38344
18251.9 1.28647
18252.4 1.19723
18252.8 1.11839
18253.3 1.04540
18253.8 0.980547
18254.2 0.920176
18254.7 0.866258
18255.1 0.815814
18255.6 0.770548
18256.0 0.728007
18256.5 0.689666
18256.9 0.653485
18257.4 0.620746
18257.9 0.589735
18258.3 0.561572
18258.8 0.534803
18259.2 0.510412
18259.7 0.487153
18260.1 0.465897
18260.6 0.445567
18261.0 0.426935
18261.5 0.409068
18261.9 0.392649
18262.4 0.376865
18262.9 0.362326
18263.3 0.348315
18263.8 0.335381
18264.2 0.322891
18264.7 0.311336
18265.6 0.289791
18266.5 0.270414
18267.4 0.252924
18268.3 0.237086
18269.2 0.222699
18270.1 0.209592
18271.0 0.197618
18272.0 0.186651
18272.9 0.176582
18273.8 0.167315
18274.7 0.158767
18275.6 0.150868
18276.5 0.143552
18277.4 0.136763
18278.3 0.130454
18279.2 0.124578
18280.1 0.119099
18281.1 0.113980
18282.0 0.109192
18283.8 0.100498
18285.6 0.0928256
18287.4 0.0860224
18289.2 0.0799617
18291.1 0.0745394
18292.9 0.0696690
18294.7 0.0652783
18296.5 0.0613062
18298.3 0.0577013
18300.2 0.0544198
18302.0 0.0514240
18303.8 0.0486819
18305.6 0.0461655
18307.4 0.0438509
18309.3 0.0417169
18311.1 0.0397454
18312.9 0.0379201
18316.5 0.0346539
18320.2 0.0318238
18323.8 0.0293555
18327.5 0.0271900
18331.1 0.0252797
18334.7 0.0235860
18338.4 0.0220775
18342.0 0.0207280
18345.7 0.0195160
18349.3 0.0184235
18352.9 0.0174352
18356.6 0.0165384
18360.2 0.0157242
18367.5 0.0142965
18374.8 0.0130947
18382.1 0.0120735
18389.3 0.0111986
18396.6 0.0104433
18403.9 0.00978687
18411.2 0.00921283
18418.4 0.00870864
18425.7 0.00826231
18433.0 0.00786589
18440.3 0.00751228
18447.6 0.00719559
18454.8 0.00691090
18462.1 0.00665410
18476.7 0.00621114
18491.2 0.00584415
18505.8 0.00553743
18520.4 0.00527907
18534.9 0.00506028
18549.5 0.00487405
18564.0 0.00471556
18578.6 0.00458131
18593.1 0.00446930
18607.7 0.00437905
18622.3 0.00431307
18651.4 0.00429945
18665.9 0.00443998
18673.2 0.00461774
18680.5 0.00497074
18684.1 0.00527978
18687.8 0.00576069
18691.4 0.00656013
18693.2 0.00717200
18695.0 0.00802300
18696.9 0.00925424
18697.8 0.0100868
18698.7 0.0111286
18699.6 0.0124557
18700.5 0.0141823
18701.4 0.0164857
18702.3 0.0196539
18703.2 0.0241791
18703.7 0.0272429
18704.1 0.0309609
18704.6 0.0357557
18705.1 0.0417870
18705.5 0.0499010
18706.0 0.0606332
18706.2 0.0676224
18706.4 0.0759790
18706.7 0.0860823
18706.9 0.0978583
18707.1 0.113073
18707.3 0.132269
18707.6 0.156951
18707.8 0.187784
18708.0 0.230984
18708.1 0.259730
18708.2 0.291063
18708.4 0.332137
18708.5 0.377846
18708.6 0.433517
18708.7 0.502157
18708.8 0.596779
18708.9 0.708079
18709.0 0.851822
18709.1 1.04075
18709.3 1.32054
18709.4 1.67432
18709.4 1.92033
18709.5 2.16077
18709.5 2.49844
18709.6 2.86023
18709.7 3.27420
18709.7 3.69260
18709.8 4.59654
18709.9 5.02736
18709.9 5.38808
18710.0 5.63044
18710.0 5.71604
18710.1 5.63013
18710.1 5.38751
18710.2 5.02662
18710.2 4.59572
18710.3 3.69182
18710.4 3.27349
18710.4 2.85960
18710.5 2.37903
18710.6 1.96528
18710.6 1.63703
18710.7 1.37665
18710.8 1.16903
18710.9 1.00215
18711.0 0.866787
18711.0 0.768650
18711.1 0.674862
18711.2 0.596721
18711.4 0.475424
18711.5 0.387125
18711.7 0.324695
18711.8 0.273299
18712.0 0.233180
18712.1 0.201303
18712.3 0.177034
18712.5 0.155727
18712.6 0.138094
18712.9 0.111599
18713.2 0.0916648
18713.6 0.0771743
18713.9 0.0656640
18714.2 0.0569068
18714.5 0.0496771
18714.8 0.0439909
18715.1 0.0391595
18715.4 0.0352624
18716.1 0.0290910
18716.7 0.0245680
18717.3 0.0211551
18718.0 0.0185167
18718.6 0.0164351
18719.2 0.0147640
18720.5 0.0122775
18721.7 0.0105452
18723.0 0.00929009
18724.3 0.00835144
18725.5 0.00763092
18728.0 0.00661381
18730.6 0.00594680
18733.1 0.00548176
18735.6 0.00514531
18740.6 0.00469980
18745.7 0.00442453
18750.7 0.00424121
18760.8 0.00401504
18770.9 0.00388244
18791.0 0.00373187
18811.2 0.00364534
18831.3 0.00358650
18871.6 0.00350775
18911.9 0.00345568
18952.2 0.00341875
18992.5 0.00339198
19032.8 0.00337268
19113.4 0.00335023
19194.0 0.00334314
19274.6 0.00334689
19355.2 0.00335877
19516.4 0.00340063
19677.6 0.00346105
19838.8 0.00353732
20000.0 0.00362991
20130.7 0.00371948
20261.5 0.00382685
20326.9 0.00388985
20392.2 0.00396144
20457.6 0.00404456
20523.0 0.00414377
20588.3 0.00426664
20621.0 0.00434073
20653.7 0.00442637
20686.4 0.00452721
20719.1 0.00464840
20751.8 0.00479790
20768.1 0.00488687
20784.4 0.00498813
20800.8 0.00510466
20817.1 0.00524022
20833.5 0.00540020
20849.8 0.00559204
20866.2 0.00582661
20882.5 0.00611957
20890.7 0.00629523
20898.8 0.00649574
20907.0 0.00672662
20915.2 0.00699507
20923.4 0.00731105
20931.5 0.00768668
20939.7 0.00814005
20947.9 0.00869619
20956.0 0.00939128
20960.1 0.00980740
20964.2 0.0102794
20968.3 0.0108210
20972.4 0.0114440
20976.5 0.0121703
20980.5 0.0130202
20984.6 0.0140301
20988.7 0.0152376
20992.8 0.0167072
20994.8 0.0175614
20996.9 0.0185130
20998.9 0.0195830
21001.0 0.0207802
21003.0 0.0221324
21005.1 0.0236681
21007.1 0.0254314
21009.1 0.0274494
21011.2 0.0297856
21013.2 0.0325110
21015.3 0.0357347
21016.3 0.0375564
21017.3 0.0395465
21018.3 0.0417266
21019.4 0.0441217
21020.4 0.0467608
21021.4 0.0496784
21022.4 0.0529482
21023.4 0.0565553
21024.5 0.0605871
21025.5 0.0651127
21026.5 0.0702154
21027.5 0.0759967
21028.5 0.0825813
21029.6 0.0901234
21030.6 0.0989068
21031.1 0.103764
21031.6 0.109006
21032.1 0.114671
21032.6 0.120808
21033.1 0.127467
21033.7 0.134710
21034.2 0.142605
21034.7 0.151230
21035.2 0.160675
21035.7 0.171046
21036.2 0.182463
21036.7 0.195066
21037.2 0.209020
21037.7 0.224516
21038.3 0.242137
21038.8 0.261477
21039.3 0.283170
21039.5 0.295252
21039.8 0.307590
21040.0 0.321229
21040.3 0.335181
21040.6 0.350633
21040.8 0.366471
21041.1 0.384045
21041.3 0.402092
21041.6 0.422154
21041.8 0.442794
21042.1 0.465782
21042.3 0.489473
21042.6 0.515904
21042.8 0.543187
21043.1 0.573670
21043.4 0.605178
21043.6 0.640420
21043.9 0.676878
21044.1 0.717681
21044.4 0.759899
21044.6 0.807134
21044.9 0.855964
21045.1 0.910512
21045.4 0.966769
21045.7 1.02940
21045.9 1.09369
21046.2 1.16483
21046.4 1.24027
21046.7 1.31980
21046.9 1.39975
21047.4 1.57090
21048.0 1.74578
21048.2 1.83242
21048.5 1.91456
21048.7 1.98977
21049.0 2.05316
21049.2 2.10738
21049.5 2.14618
21049.8 2.17094
21050.0 2.17869
21050.3 2.16968
21050.5 2.14370
21050.8 2.10196
21051.0 2.04866
21051.3 1.98176
21051.5 1.90873
21051.8 1.82619
21052.1 1.74272
21052.6 1.56442
21053.1 1.39364
21053.3 1.31083
21053.6 1.23474
21053.9 1.15963
21054.1 1.09147
21054.3 1.03233
21054.6 0.976568
21054.8 0.924112
21055.0 0.876927
21055.2 0.830595
21055.5 0.787178
21055.7 0.746519
21055.9 0.710060
21056.2 0.674333
21056.4 0.640893
21056.6 0.609589
21056.8 0.581510
21057.1 0.553973
21057.3 0.528164
21057.5 0.503964
21057.7 0.482215
21058.0 0.460838
21058.2 0.440755
21058.4 0.421873
21058.7 0.404859
21058.9 0.388089
21059.1 0.372288
21059.3 0.357388
21059.6 0.343922
21059.8 0.330610
21060.0 0.318029
21060.5 0.295344
21060.9 0.274513
21061.4 0.256156
21061.8 0.239204
21062.3 0.224183
21062.8 0.210237
21063.2 0.197815
21063.7 0.186226
21064.1 0.175855
21064.6 0.166134
21065.0 0.157396
21065.5 0.149172
21065.9 0.141750
21066.4 0.134737
21066.8 0.128384
21067.3 0.122360
21067.8 0.116885
21068.7 0.107028
21069.6 0.0983377
21070.5 0.0907237
21071.4 0.0840180
21072.3 0.0780836
21073.2 0.0728082
21074.1 0.0680993
21075.0 0.0638795
21075.9 0.0601241
21076.8 0.0566956
21077.7 0.0535920
21078.7 0.0507741
21079.6 0.0482085
21080.5 0.0458664
21081.4 0.0437231
21083.2 0.0399690
21085.0 0.0367650
21086.8 0.0340258
21088.7 0.0316682
21090.5 0.0296369
21092.3 0.0278578
21094.1 0.0263012
21095.9 0.0249334
21097.7 0.0237330
21099.6 0.0226642
21101.4 0.0217154
21103.2 0.0208710
21105.0 0.0201217
21108.6 0.0188457
21112.3 0.0178252
21115.9 0.0170036
21119.5 0.0163478
21123.2 0.0158258
21126.8 0.0154191
21130.5 0.0151090
21134.1 0.0148847
21137.7 0.0147354
21141.4 0.0146547
21145.0 0.0146370
21148.6 0.0146784
21152.3 0.0147769
21155.9 0.0149308
21159.5 0.0151405
21163.2 0.0154060
21166.8 0.0157305
21170.4 0.0161151
21174.1 0.0165659
21177.7 0.0170856
21181.3 0.0176836
21185.0 0.0183645
21188.6 0.0191420
21192.2 0.0200239
21195.9 0.0210297
21199.5 0.0221716
21203.2 0.0234778
21206.8 0.0249681
21210.4 0.0266839
21214.1 0.0286573
21217.7 0.0309514
21221.3 0.0336199
21225.0 0.0367628
21226.8 0.0385431
21228.6 0.0404735
21230.4 0.0425948
21232.2 0.0449193
21234.1 0.0474735
21235.9 0.0502718
21237.7 0.0533810
21239.5 0.0568292
21241.3 0.0606667
21243.1 0.0649289
21245.0 0.0697352
21246.8 0.0751507
21248.6 0.0812823
21250.4 0.0882202
21252.2 0.0962031
21254.0 0.105398
21255.0 0.110528
21255.9 0.116063
21256.8 0.122046
21257.7 0.128452
21258.6 0.135480
21259.5 0.143126
21260.4 0.151465
21261.3 0.160582
21262.2 0.170576
21263.1 0.181564
21264.0 0.193681
21264.9 0.206932
21265.9 0.221796
21266.8 0.238357
21267.7 0.256883
21268.6 0.277694
21269.5 0.301179
21270.4 0.327813
21270.9 0.342654
21271.3 0.358179
21271.8 0.374791
21272.2 0.392592
21272.7 0.412139
21273.1 0.432714
21273.6 0.455384
21274.0 0.479332
21274.5 0.505817
21274.9 0.533906
21275.4 0.565101
21275.9 0.598328
21276.3 0.635398
21276.8 0.675072
21277.2 0.719558
21277.7 0.767424
21278.1 0.821398
21278.6 0.879815
21279.0 0.944582
21279.5 1.01663
21279.7 1.05661
21279.9 1.09894
21280.2 1.14380
21280.4 1.18927
21280.6 1.23968
21280.9 1.29328
21281.1 1.35032
21281.3 1.40837
21281.5 1.47301
21281.8 1.54203
21282.0 1.61583
21282.2 1.69129
21282.4 1.77571
21282.7 1.86631
21282.9 1.96366
21283.1 2.06370
21283.4 2.17620
21283.6 2.29758
21283.8 2.42871
21284.0 2.56418
21284.3 2.71734
21284.5 2.88348
21284.7 3.06395
21284.9 3.25133
21285.2 3.46425
21285.4 3.69633
21285.6 3.94954
21285.9 4.21348
21286.1 4.51436
21286.3 4.82822
21286.5 5.18603
21286.8 5.55901
21287.0 5.94509
21287.2 6.34170
21287.4 6.78990
21287.6 7.24790
21287.8 7.76179
21288.0 8.28203
21288.2 8.83058
21288.4 9.40426
21288.6 10.0282
21288.8 10.6353
21289.0 11.2453
21289.1 11.5476
21289.2 11.8457
21289.3 12.1666
21289.4 12.4496
21289.5 12.7220
21289.6 12.9815
21289.7 13.2259
21289.8 13.4528
21289.9 13.6598
21290.0 13.8448
21290.1 14.0205
21290.2 14.1529
21290.3 14.2575
21290.4 14.3332
21290.5 14.3643
21290.5 14.3818
21290.6 14.3940
21290.7 14.3755
21290.8 14.3265
21290.9 14.2382
21291.0 14.1277
21291.1 13.9898
21291.2 13.8261
21291.3 13.6386
21291.4 13.4294
21291.5 13.2005
21291.6 12.9544
21291.8 12.3917
21292.0 11.8140
21292.4 10.6026
21292.7 9.96577
21292.9 9.37286
21293.1 8.80041
21293.3 8.25329
21293.4 7.86151
21293.6 7.48652
21293.7 7.12871
21293.9 6.78816
21294.0 6.46472
21294.2 6.15805
21294.3 5.86768
21294.5 5.59303
21294.6 5.33347
21294.8 5.08830
21294.9 4.85683
21295.1 4.63835
21295.2 4.43213
21295.4 4.23751
21295.5 4.05379
21295.6 3.89159
21295.8 3.72716
21295.9 3.57183
21296.1 3.42503
21296.2 3.28624
21296.4 3.15495
21296.5 3.03071
21296.7 2.91308
21296.8 2.80163
21297.0 2.69599
21297.1 2.59580
21297.3 2.50072
21297.4 2.41044
21297.6 2.32467
21297.7 2.24313
21298.0 2.09655
21298.3 1.95882
21298.6 1.83364
21298.9 1.71960
21299.2 1.61547
21299.5 1.52021
21299.8 1.43285
21300.1 1.35260
21300.4 1.28108
21300.7 1.21276
21301.0 1.14963
21301.3 1.09119
21301.6 1.03875
21301.9 0.988314
21302.2 0.941397
21302.5 0.897691
21302.8 0.858229
21303.1 0.820046
21303.4 0.784325
21303.7 0.750863
21304.0 0.719475
21304.6 0.662281
21305.2 0.612398
21305.8 0.567207
21306.4 0.526824
21307.0 0.490599
21307.6 0.458502
21308.2 0.428991
21308.8 0.402249
21309.4 0.377944
21310.0 0.356142
21310.6 0.335865
21311.2 0.317583
21311.8 0.300497
21312.4 0.285023
21313.6 0.257070
21314.7 0.233285
21315.9 0.212554
21317.1 0.194670
21318.3 0.178887
21319.5 0.165114
21320.7 0.152927
21321.9 0.142095
21323.1 0.132349
21324.3 0.123693
21325.5 0.115908
21326.7 0.108885
21329.1 0.0967165
21331.4 0.0866966
21333.8 0.0783068
21336.2 0.0712721
21338.6 0.0653553
21341.0 0.0604023
21343.4 0.0562514
21345.8 0.0528528
21350.5 0.0482997
21352.9 0.0473318
21355.3 0.0476400
21357.7 0.0500066
21358.9 0.0524568
21360.1 0.0562853
21361.3 0.0623206
21362.5 0.0718932
21363.1 0.0788875
21363.7 0.0879197
21364.3 0.100244
21364.9 0.116937
21365.5 0.141135
21365.8 0.157291
21366.1 0.177280
21366.4 0.202396
21366.7 0.234522
21367.0 0.276495
21367.3 0.330561
21367.6 0.407360
21367.7 0.457151
21367.9 0.517340
21368.0 0.590995
21368.2 0.682380
21368.3 0.797565
21368.4 0.934286
21368.6 1.12440
21368.7 1.37917
21368.8 1.55171
21368.9 1.73019
21369.0 1.97356
21369.0 2.22966
21369.1 2.58533
21369.2 2.96684
21369.3 3.50734
21369.3 4.09853
21369.4 4.49818
21369.4 4.95132
21369.5 5.89695
21369.5 6.53944
21369.6 7.07683
21369.6 7.87373
21369.6 8.53490
21369.7 9.75968
21369.7 11.1259
21369.8 13.7753
21369.9 15.1576
21369.9 16.0735
21369.9 16.5861
21370.0 16.8246
21370.0 17.0203
21370.0 16.9096
21370.1 16.7163
21370.1 16.2632
21370.1 15.8663
21370.2 14.6269
21370.2 13.4815
21370.3 10.8424
21370.3 9.50222
21370.4 8.51149
21370.4 7.66508
21370.4 7.07632
21370.5 6.37062
21370.5 5.89639
21370.6 4.95071
21370.6 4.29146
21370.7 3.66291
21370.8 3.15413
21370.9 2.73891
21370.9 2.44208
21371.0 2.15079
21371.1 1.90717
21371.2 1.55049
21371.3 1.26645
21371.5 1.06685
21371.6 0.900469
21371.7 0.778745
21371.9 0.673668
21372.0 0.594379
21372.1 0.524050
21372.3 0.469679
21372.5 0.381563
21372.8 0.317064
21373.1 0.268462
21373.3 0.230943
21373.6 0.201380
21373.9 0.177672
21374.2 0.158368
21374.7 0.129137
21375.2 0.108355
21375.8 0.0930382
21376.3 0.0814108
21376.9 0.0723641
21377.4 0.0651764
21377.9 0.0593621
21379.0 0.0506041
21380.1 0.0443848
21381.2 0.0397787
21382.3 0.0362479
21383.3 0.0334628
21385.5 0.0293545
21387.6 0.0264741
21392.0 0.0226202
21396.3 0.0201131
21400.6 0.0182942
21404.9 0.0168900
21413.5 0.0148021
21422.2 0.0132933
21430.8 0.0121349
21439.4 0.0112127
21448.1 0.0104597
21456.7 0.00983534
21465.3 0.00930967
21474.0 0.00886216
21491.2 0.00814451
21508.5 0.00759903
21525.8 0.00717444
21543.0 0.00683813
21560.3 0.00656749
21577.5 0.00634695
21594.8 0.00616524
21612.1 0.00601439
21629.3 0.00588815
21646.6 0.00578187
21681.1 0.00561559
21715.6 0.00549513
21750.2 0.00540743
21784.7 0.00534384
21819.2 0.00529840
21853.7 0.00526697
21922.8 0.00523484
21991.9 0.00523161
22060.9 0.00524814
22130.0 0.00527892
22199.0 0.00532043
22337.1 0.00542717
22475.2 0.00555741
22613.3 0.00570587
22751.4 0.00586987
22889.5 0.00604818
23027.6 0.00624033
23165.7 0.00644636
23303.8 0.00666662
23441.9 0.00690171
23580.0 0.00715245
23718.1 0.00741983
23856.2 0.00770495
23994.3 0.00800913
24132.4 0.00833383
24270.5 0.00868071
24408.6 0.00905154
24546.7 0.00944836
24684.8 0.00987340
24823.0 0.0103292
24892.0 0.0105694
24961.1 0.0108183
25030.1 0.0110764
25099.2 0.0113440
25168.2 0.0116215
25237.3 0.0119094
25306.3 0.0122083
25375.4 0.0125186
25444.4 0.0128410
25513.5 0.0131762
25582.5 0.0135257
25651.6 0.0138931
25720.6 0.0143048
25737.9 0.0144389
25755.1 0.0146439
25772.4 0.0153137
25776.7 0.0159186
25778.9 0.0165050
25781.0 0.0175477
25782.1 0.0184160
25783.2 0.0197251
25784.3 0.0218352
25784.8 0.0234129
25785.4 0.0255667
25785.9 0.0286157
25786.4 0.0331334
25786.7 0.0362560
25787.0 0.0402366
25787.2 0.0454191
25787.5 0.0523378
25787.8 0.0618578
25788.1 0.0754516
25788.2 0.0849090
25788.3 0.0957851
25788.5 0.110531
25788.6 0.128066
25788.7 0.152779
25788.9 0.183498
25789.0 0.229105
25789.1 0.258847
25789.1 0.289296
25789.2 0.332146
25789.3 0.385098
25789.3 0.451249
25789.4 0.521584
25789.5 0.624352
25789.5 0.735143
25789.6 0.898081
25789.7 1.10168
25789.8 1.39947
25789.8 1.73616
25789.9 2.07096
25790.0 2.15996
25790.0 2.19137
25790.1 2.14270
25790.1 2.04119
25790.2 1.73617
25790.3 1.39948
25790.3 1.10170
25790.4 0.872302
25790.5 0.695567
25790.6 0.562583
25790.7 0.462022
25790.7 0.385116
25790.8 0.325486
25790.9 0.278589
25791.0 0.245434
25791.0 0.214429
25791.1 0.189115
25791.3 0.152799
25791.4 0.125097
25791.6 0.105962
25791.7 0.0905010
25791.9 0.0786258
25792.1 0.0693158
25792.2 0.0623059
25792.5 0.0514926
25792.8 0.0439701
25793.2 0.0383817
25793.5 0.0343609
25793.8 0.0312808
25794.1 0.0288700
25794.7 0.0253917
25795.3 0.0230519
25796.0 0.0213812
25796.6 0.0201830
25797.8 0.0185759
25800.3 0.0169426
25802.8 0.0161700
25805.3 0.0157513
25810.3 0.0153427
25820.3 0.0150823
25830.2 0.0150280
25850.2 0.0150647
25870.1 0.0151554
25949.9 0.0156189
26029.7 0.0161277
26109.5 0.0166640
26189.3 0.0172265
26269.1 0.0178158
