Fe-57(n,g) ENDFB-8.0
Energy(eV) XS(b)
59930.0 0.0154878
60040.1 0.0160228
60150.3 0.0165408
60260.4 0.0170311
60370.5 0.0174822
60480.6 0.0178820
60590.8 0.0182188
60700.9 0.0184815
60811.0 0.0186607
60930.5 0.0187525
61050.0 0.0187324
61168.7 0.0186007
61287.4 0.0183614
61406.1 0.0180224
61524.8 0.0175950
61643.5 0.0170936
61762.2 0.0165359
61881.0 0.0159535
61910.6 0.0158191
61940.3 0.0157200
61955.1 0.0157197
61970.0 0.0158596
61977.4 0.0161211
61984.8 0.0169243
61988.5 0.0180563
61990.4 0.0191849
61992.2 0.0212111
61993.2 0.0229058
61994.1 0.0254625
61995.0 0.0295790
61995.5 0.0326119
61996.0 0.0367267
61996.4 0.0426549
61996.9 0.0511988
61997.1 0.0570507
61997.3 0.0644521
61997.6 0.0739979
61997.8 0.0865960
61998.0 0.104561
61998.3 0.128897
61998.4 0.145687
61998.5 0.164512
61998.6 0.189993
61998.7 0.219392
61998.9 0.260503
61999.0 0.309697
61999.1 0.381414
61999.2 0.471294
61999.3 0.533918
61999.3 0.609208
61999.4 0.700378
61999.4 0.791383
61999.5 0.922912
61999.5 1.08432
61999.6 1.28202
61999.7 1.50005
61999.7 1.90917
61999.8 2.40464
61999.9 2.83324
62000.0 2.94536
62000.0 2.98474
62000.1 2.92364
62000.1 2.79551
62000.2 2.40457
62000.3 1.90911
62000.3 1.50000
62000.4 1.24624
62000.5 1.05504
62000.5 0.899055
62000.6 0.771921
62000.7 0.667971
62000.7 0.582504
62000.8 0.511757
62000.8 0.452768
62000.9 0.395745
62001.0 0.354946
62001.1 0.290264
62001.2 0.242011
62001.3 0.205181
62001.5 0.174403
62001.6 0.152089
62001.7 0.134103
62001.8 0.119407
62002.1 0.0970894
62002.3 0.0812044
62002.5 0.0690923
62002.8 0.0603393
62003.0 0.0533037
62003.3 0.0479878
62003.8 0.0400868
62004.2 0.0348238
62004.7 0.0310047
62005.2 0.0282028
62006.2 0.0244791
62007.2 0.0221567
62008.1 0.0206112
62010.1 0.0187382
62012.0 0.0176983
62015.9 0.0166302
62023.7 0.0158257
62031.5 0.0155148
62047.0 0.0152433
62062.6 0.0151021
62093.7 0.0149229
62124.8 0.0148130
62140.4 0.0147906
62156.0 0.0148069
62171.5 0.0148938
62187.1 0.0151284
62202.7 0.0157334
62210.4 0.0163803
62218.2 0.0175947
62222.1 0.0186312
62226.0 0.0202226
62229.9 0.0228367
62231.8 0.0248266
62233.8 0.0275625
62235.7 0.0315130
62237.7 0.0374432
62238.6 0.0416546
62239.6 0.0470459
62240.6 0.0541780
62241.6 0.0638865
62242.5 0.0777444
62243.0 0.0869360
62243.5 0.0980025
62244.0 0.112100
62244.5 0.129632
62245.0 0.152825
62245.4 0.182971
62245.9 0.225010
62246.2 0.252708
62246.4 0.284698
62246.7 0.325269
62246.9 0.373294
62247.2 0.433119
62247.4 0.508851
62247.6 0.611152
62247.9 0.741242
62248.1 0.916842
62248.2 1.02827
62248.4 1.16042
62248.5 1.33290
62248.6 1.52623
62248.7 1.76114
62248.9 2.04867
62249.0 2.40282
62249.1 2.84063
62249.2 3.38144
62249.3 4.07394
62249.5 5.20137
62249.7 6.52938
62249.8 7.19799
62249.8 7.68925
62249.9 8.01755
62250.0 8.13319
62250.1 7.98692
62250.2 7.63475
62250.3 7.12729
62250.3 6.52831
62250.5 5.20035
62250.7 4.07311
62250.8 3.14170
62250.9 2.76052
62251.0 2.43540
62251.2 1.92132
62251.4 1.54384
62251.6 1.26231
62251.7 1.04859
62251.9 0.883483
62252.1 0.760246
62252.3 0.655555
62252.5 0.570962
62252.6 0.501739
62252.8 0.447362
62253.2 0.358164
62253.5 0.295181
62253.9 0.246704
62254.2 0.209669
62254.6 0.180761
62254.9 0.158350
62255.3 0.139677
62255.7 0.124774
62256.4 0.101636
62257.1 0.0848295
62257.8 0.0725618
62258.5 0.0632118
62259.2 0.0559237
62259.9 0.0501335
62260.6 0.0454574
62262.1 0.0384503
62263.5 0.0335010
62264.9 0.0299219
62266.3 0.0272151
62267.8 0.0251452
62270.6 0.0222009
62273.4 0.0202623
62279.1 0.0179265
62284.8 0.0166268
62296.2 0.0152844
62319.0 0.0142303
62341.8 0.0137752
62364.6 0.0134959
62387.3 0.0132865
62432.9 0.0129532
62524.0 0.0124014
62615.1 0.0119018
62706.3 0.0114308
62797.4 0.0109910
62842.9 0.0107936
62865.7 0.0107089
62888.5 0.0106456
62911.3 0.0106351
62934.1 0.0108029
62945.5 0.0111302
62951.2 0.0114836
62956.8 0.0121492
62959.7 0.0127202
62962.5 0.0136000
62965.4 0.0150513
62966.8 0.0161527
62968.2 0.0176783
62969.7 0.0198944
62971.1 0.0232328
62971.8 0.0255871
62972.5 0.0286397
62973.2 0.0326963
62973.9 0.0382492
62974.6 0.0462676
62975.0 0.0516265
62975.4 0.0580641
62975.7 0.0663798
62976.1 0.0767193
62976.4 0.0906255
62976.8 0.108760
62977.1 0.134593
62977.3 0.151464
62977.5 0.170728
62977.7 0.195712
62977.8 0.226942
62978.0 0.266657
62978.2 0.314927
62978.4 0.382213
62978.6 0.473870
62978.6 0.532577
62978.7 0.602799
62978.8 0.687628
62978.9 0.778615
62979.0 0.903530
62979.1 1.05956
62979.2 1.25701
62979.3 1.51022
62979.4 1.83904
62979.4 2.27031
62979.5 2.83793
62979.6 3.53118
62979.7 4.50304
62979.8 5.67303
62979.9 6.68731
62980.0 6.97697
62980.0 7.05215
62980.1 6.93532
62980.1 6.60703
62980.2 5.67290
62980.3 4.50291
62980.4 3.53107
62980.5 2.98620
62980.5 2.50349
62980.6 2.11315
62980.7 1.79796
62980.7 1.54256
62980.8 1.33434
62980.9 1.16331
62980.9 1.02170
62981.0 0.903513
62981.1 0.804088
62981.2 0.647873
62981.4 0.532565
62981.5 0.450830
62981.6 0.382200
62981.8 0.328217
62981.9 0.285044
62982.0 0.252284
62982.2 0.223086
62982.3 0.198823
62982.6 0.162329
62982.9 0.134571
62983.2 0.113734
62983.4 0.0977033
62983.7 0.0855130
62984.0 0.0753667
62984.3 0.0673994
62984.8 0.0550930
62985.4 0.0462215
62985.9 0.0398315
62986.5 0.0349946
62987.0 0.0312458
62987.6 0.0282816
62988.1 0.0258975
62989.2 0.0223422
62990.3 0.0198402
62991.4 0.0180426
62993.6 0.0156521
62995.8 0.0141858
62998.0 0.0132241
63002.5 0.0120669
63006.9 0.0114240
63015.7 0.0107587
63033.4 0.0102280
63051.0 0.00999105
63079.1 0.00976878
63107.2 0.00960725
63163.3 0.00933937
63275.6 0.00887226
63387.9 0.00844649
63500.2 0.00805339
63612.5 0.00769661
63668.6 0.00753760
63724.8 0.00740180
63752.9 0.00734935
63780.9 0.00731580
63809.0 0.00731636
63837.1 0.00738738
63865.2 0.00763446
63879.2 0.00792200
63893.2 0.00848073
63900.2 0.00896694
63907.3 0.00972222
63914.3 0.0109777
63917.8 0.0119396
63921.3 0.0132745
63924.8 0.0152137
63926.6 0.0165312
63928.3 0.0181727
63930.1 0.0202794
63931.8 0.0230101
63933.6 0.0266832
63935.3 0.0317216
63937.1 0.0389886
63938.0 0.0438710
63938.8 0.0498728
63939.7 0.0575516
63940.6 0.0674740
63941.5 0.0806051
63942.4 0.0982511
63942.8 0.109679
63943.2 0.123380
63943.7 0.139998
63944.1 0.160420
63944.6 0.185896
63945.0 0.218232
63945.4 0.260111
63945.9 0.314201
63946.3 0.389445
63946.5 0.437740
63946.7 0.495655
63947.0 0.565881
63947.2 0.652101
63947.4 0.759450
63947.6 0.888316
63947.8 1.06112
63948.1 1.28805
63948.3 1.59296
63948.5 2.01337
63948.6 2.28446
63948.7 2.60950
63948.8 3.00198
63948.9 3.47890
63949.0 4.06138
63949.2 4.77450
63949.3 5.64572
63949.4 6.59567
63949.4 7.47031
63949.5 8.44055
63949.7 10.5488
63949.8 11.5594
63949.8 12.4085
63949.9 12.9804
63950.0 13.1826
63950.1 12.9794
63950.2 12.4066
63950.2 11.5570
63950.3 10.5461
63950.5 8.43799
63950.6 7.46798
63950.6 6.59360
63950.8 5.30729
63950.9 4.36642
63951.0 3.62530
63951.2 3.04077
63951.3 2.54522
63951.4 2.17976
63951.6 1.88396
63951.7 1.64211
63951.8 1.42855
63952.0 1.26441
63952.2 1.00925
63952.5 0.823106
63952.8 0.683581
63953.0 0.572924
63953.3 0.489871
63953.5 0.423662
63953.8 0.370070
63954.1 0.324577
63954.3 0.288334
63954.9 0.232147
63955.4 0.190495
63955.9 0.159875
63956.4 0.135892
63957.0 0.117430
63957.5 0.102394
63958.0 0.0904260
63958.5 0.0803923
63959.1 0.0721995
63960.1 0.0592208
63961.2 0.0498185
63962.2 0.0427263
63963.3 0.0372452
63964.3 0.0329220
63965.4 0.0294521
63967.5 0.0242908
63969.6 0.0206822
63971.7 0.0180829
63973.8 0.0161395
63975.9 0.0146482
63980.1 0.0125442
63984.3 0.0111611
63988.5 0.0102005
63992.7 0.00950807
64001.1 0.00859296
64009.5 0.00802872
64017.9 0.00765416
64034.7 0.00719521
64051.5 0.00692776
64068.3 0.00675242
64085.1 0.00662796
64101.9 0.00653558
64118.8 0.00646712
64135.6 0.00642178
64152.4 0.00640839
64169.2 0.00646089
64186.0 0.00672316
64194.4 0.00713667
64198.6 0.00756115
64202.8 0.00834394
64204.9 0.00900974
64207.0 0.0100230
64208.1 0.0107425
64209.1 0.0116805
64210.2 0.0129351
64211.2 0.0146656
64212.3 0.0171463
64212.8 0.0188284
64213.3 0.0208810
64213.8 0.0235280
64214.4 0.0268794
64214.9 0.0313939
64215.4 0.0374142
64215.9 0.0460537
64216.2 0.0516545
64216.5 0.0585145
64216.7 0.0674079
64217.0 0.0782817
64217.3 0.0923023
64217.5 0.110800
64217.8 0.137019
64217.9 0.153253
64218.0 0.172659
64218.2 0.196106
64218.3 0.224776
64218.4 0.260305
64218.6 0.305006
64218.7 0.367261
64218.8 0.443518
64219.0 0.545396
64219.1 0.684885
64219.2 0.781841
64219.2 0.880997
64219.3 1.02007
64219.4 1.16407
64219.4 1.36818
64219.5 1.58097
64219.6 1.88255
64219.6 2.19345
64219.7 2.82318
64219.8 3.54165
64219.9 4.15954
64220.0 4.33514
64220.0 4.38064
64220.1 4.30984
64220.1 4.11067
64220.2 3.46960
64220.3 2.75426
64220.4 2.19323
64220.5 1.78981
64220.6 1.46963
64220.6 1.21797
64220.7 1.04225
64220.8 0.880930
64220.9 0.752206
64220.9 0.648464
64221.0 0.573656
64221.1 0.502505
64221.2 0.443491
64221.3 0.357249
64221.5 0.290082
64221.6 0.242911
64221.8 0.204291
64221.9 0.175964
64222.1 0.151888
64222.3 0.133638
64222.4 0.117675
64222.6 0.105264
64222.9 0.0858987
64223.2 0.0712637
64223.5 0.0602974
64223.8 0.0518724
64224.1 0.0452620
64224.4 0.0399813
64224.7 0.0356969
64225.3 0.0293279
64226.0 0.0247437
64226.6 0.0213883
64227.2 0.0188591
64227.8 0.0169334
64229.0 0.0141475
64230.3 0.0123166
64231.5 0.0110304
64232.7 0.0101059
64235.2 0.00887764
64237.7 0.00812418
64240.2 0.00762794
64245.1 0.00703307
64250.0 0.00670076
64259.9 0.00635480
64279.7 0.00607292
64299.4 0.00594209
64319.2 0.00585620
64338.9 0.00578871
64378.4 0.00567741
64457.4 0.00549079
64536.4 0.00532397
64615.4 0.00516838
64694.4 0.00502135
64773.4 0.00488158
64852.4 0.00474836
64931.4 0.00462113
65010.4 0.00449952
65089.5 0.00438317
65168.5 0.00427181
65247.5 0.00416518
65326.5 0.00406309
65405.5 0.00396530
65484.5 0.00387170
65563.5 0.00378211
65642.5 0.00369645
65721.5 0.00361466
65800.5 0.00353674
65879.5 0.00346277
65958.5 0.00339297
66037.5 0.00332778
66116.5 0.00326801
66195.5 0.00321521
66274.5 0.00317241
66353.5 0.00314607
66393.0 0.00314326
66432.5 0.00315180
66472.0 0.00317829
66511.5 0.00323511
66551.0 0.00334818
66590.5 0.00357917
66610.3 0.00378450
66630.1 0.00410663
66649.8 0.00464633
66659.7 0.00506194
66669.6 0.00564179
66679.4 0.00648548
66684.4 0.00705824
66689.3 0.00777559
66694.2 0.00869434
66699.2 0.00989457
66704.1 0.0115037
66709.1 0.0137248
66711.5 0.0151718
66714.0 0.0169265
66716.5 0.0190823
66718.9 0.0217715
66721.4 0.0251851
66723.9 0.0296086
66726.3 0.0354823
66728.8 0.0434775
66730.0 0.0486657
66731.3 0.0548554
66732.5 0.0624518
66733.7 0.0717505
66735.0 0.0835033
66736.2 0.0983866
66737.5 0.117959
66738.7 0.143932
66739.9 0.180062
66740.5 0.203519
66741.2 0.231408
66741.8 0.266091
66742.4 0.309198
66743.0 0.363650
66743.6 0.432441
66744.2 0.524162
66744.6 0.581166
66744.9 0.647784
66745.2 0.726231
66745.5 0.819369
66745.8 0.930935
66746.1 1.06108
66746.4 1.22484
66746.7 1.42703
66746.9 1.55015
66747.0 1.67947
66747.2 1.82422
66747.3 1.98664
66747.5 2.18228
66747.6 2.38980
66747.8 2.64073
66747.9 2.90762
66748.1 3.23067
66748.3 3.57383
66748.4 3.95993
66748.6 4.40719
66748.7 5.00682
66748.9 5.65438
66749.1 6.34923
66749.3 7.05891
66749.5 7.73087
66749.6 8.03113
66749.6 8.29464
66749.7 8.51175
66749.8 8.67376
66749.9 8.77375
66750.0 8.80722
66750.1 8.77265
66750.2 8.67162
66750.3 8.50865
66750.4 8.29072
66750.5 8.02655
66750.5 7.72577
66750.7 7.05324
66751.1 5.64894
66751.3 5.00186
66751.4 4.40279
66751.6 3.92889
66751.8 3.52224
66751.9 3.16384
66752.1 2.84895
66752.3 2.57259
66752.4 2.32996
66752.6 2.11668
66752.7 1.92882
66752.9 1.75325
66753.1 1.60751
66753.2 1.47808
66753.4 1.36280
66753.7 1.16754
66754.0 1.00987
66754.4 0.877492
66754.7 0.771851
66755.0 0.683770
66755.3 0.609660
66755.6 0.546779
66756.0 0.493013
66756.3 0.446712
66756.6 0.406576
66757.2 0.339981
66757.9 0.289141
66758.5 0.248331
66759.2 0.216052
66759.8 0.189329
66760.5 0.167611
66761.1 0.149456
66761.7 0.134130
66763.0 0.109704
66764.3 0.0914874
66765.6 0.0775456
66766.9 0.0667166
66768.2 0.0580145
66769.5 0.0510205
66770.8 0.0452317
66772.0 0.0404573
66774.6 0.0329879
66777.2 0.0275516
66779.8 0.0234435
66782.3 0.0202866
66784.9 0.0177906
66787.5 0.0157974
66790.1 0.0141746
66792.6 0.0128356
66797.8 0.0107719
66802.9 0.00927929
66808.1 0.00816475
66813.2 0.00731183
66818.4 0.00664203
66823.5 0.00610729
66833.8 0.00531714
66844.1 0.00476927
66854.4 0.00437394
66875.0 0.00385143
66895.6 0.00352967
66916.2 0.00331582
66936.7 0.00316494
66957.3 0.00305343
66977.9 0.00296778
66998.5 0.00289985
67039.7 0.00279811
67080.9 0.00272435
67122.0 0.00266709
67163.2 0.00262028
67204.4 0.00258049
67245.6 0.00254566
67286.7 0.00251447
67327.9 0.00248611
67369.1 0.00245999
67410.3 0.00243578
67451.4 0.00241322
67492.6 0.00239219
67533.8 0.00237266
67575.0 0.00235469
67616.2 0.00233845
67657.3 0.00232428
67698.5 0.00231276
67739.7 0.00230496
67780.9 0.00230273
67822.0 0.00230969
67863.2 0.00233342
67883.8 0.00235643
67904.4 0.00239202
67925.0 0.00244782
67945.6 0.00253816
67966.1 0.00269293
67976.4 0.00281345
67986.7 0.00298298
67997.0 0.00323131
68007.3 0.00361356
68012.5 0.00388713
68017.6 0.00424588
68022.8 0.00472890
68027.9 0.00539900
68033.1 0.00637070
68035.6 0.00702985
68038.2 0.00785241
68040.8 0.00890597
68043.4 0.0102740
68045.9 0.0121024
68048.5 0.0146236
68049.8 0.0162655
68051.1 0.0182535
68052.4 0.0206919
68053.6 0.0237014
68054.9 0.0275392
68056.2 0.0324544
68057.5 0.0390022
68058.1 0.0430653
68058.8 0.0478372
68059.4 0.0535887
68060.1 0.0603781
68060.7 0.0687422
68061.4 0.0788620
68061.7 0.0850022
68062.0 0.0916847
68062.3 0.0992050
68062.7 0.107708
68063.0 0.117373
68063.1 0.122707
68063.3 0.128418
68063.5 0.134542
68063.6 0.141119
68063.8 0.148195
68063.9 0.155820
68064.1 0.164590
68064.3 0.173542
68064.4 0.183247
68064.6 0.193792
68064.7 0.205276
68064.9 0.217811
68065.1 0.231529
68065.2 0.246581
68065.4 0.263144
68065.5 0.281423
68065.9 0.324139
68066.2 0.377239
68066.5 0.444289
68066.8 0.533547
68067.2 0.647581
68067.5 0.800725
68067.8 1.01178
68068.0 1.14785
68068.1 1.31098
68068.3 1.50798
68068.4 1.74744
68068.6 2.04009
68068.8 2.39880
68068.9 2.83788
68069.1 3.38885
68069.2 3.83584
68069.3 4.35400
68069.5 5.43241
68069.7 5.96901
68069.8 6.38060
68069.9 6.68024
68070.0 6.77441
68070.1 6.66202
68070.2 6.37956
68070.4 5.92556
68070.5 5.43090
68070.7 4.35255
68070.8 3.83452
68070.9 3.38768
68071.0 3.02506
68071.1 2.71888
68071.3 2.18738
68071.6 1.78034
68071.8 1.48082
68072.0 1.23557
68072.2 1.05150
68072.4 0.897271
68072.6 0.778732
68072.8 0.677092
68073.0 0.593603
68073.2 0.524311
68073.4 0.468795
68073.8 0.379053
68074.2 0.312565
68074.6 0.260959
68075.1 0.221946
68075.5 0.191058
68075.9 0.166204
68076.3 0.145471
68076.7 0.128781
68077.5 0.103053
68078.4 0.0842148
68079.2 0.0703294
68080.0 0.0595676
68080.8 0.0512498
68081.7 0.0445399
68082.5 0.0391729
68083.3 0.0347130
68084.1 0.0310519
68085.8 0.0253319
68087.4 0.0211526
68089.1 0.0180068
68090.7 0.0155800
68092.4 0.0136687
68094.0 0.0121367
68095.7 0.0108899
68097.3 0.00986163
68100.6 0.00828035
68103.9 0.00713691
68107.2 0.00628332
68110.5 0.00562922
68113.8 0.00511691
68117.1 0.00470811
68123.7 0.00410490
68130.3 0.00368707
68136.9 0.00338597
68150.1 0.00298986
68163.3 0.00274773
68176.5 0.00258838
68189.7 0.00247723
68202.9 0.00239622
68229.3 0.00228731
68255.7 0.00221790
68282.1 0.00216971
68308.5 0.00213392
68334.9 0.00210591
68387.7 0.00206363
68440.5 0.00203176
68493.2 0.00200565
68546.0 0.00198306
68598.8 0.00196280
68651.6 0.00194420
68704.4 0.00192684
68757.2 0.00191048
68810.0 0.00189492
68862.8 0.00188005
68915.6 0.00186579
68968.3 0.00185207
69021.1 0.00183885
69073.9 0.00182609
69126.7 0.00181376
69179.5 0.00180185
69232.3 0.00179032
69285.1 0.00177917
69337.9 0.00176839
69390.7 0.00175796
69443.5 0.00174788
69496.2 0.00173813
69549.0 0.00172872
69601.8 0.00171963
69654.6 0.00171087
69707.4 0.00170243
69760.2 0.00169430
69813.0 0.00168649
69865.8 0.00167899
69971.3 0.00166492
70076.9 0.00165209
70182.5 0.00164051
70288.1 0.00163021
70393.7 0.00162123
70499.2 0.00161363
70604.8 0.00160754
70710.4 0.00160316
70816.0 0.00160088
70921.6 0.00160148
71027.1 0.00160680
71079.9 0.00161260
71132.7 0.00162220
71185.5 0.00163863
71238.3 0.00166914
71291.1 0.00173480
71317.5 0.00180045
71343.9 0.00192061
71357.1 0.00202237
71370.3 0.00217860
71383.5 0.00243659
71390.1 0.00263388
71396.7 0.00290828
71403.3 0.00330735
71409.9 0.00391889
71413.2 0.00435488
71416.5 0.00492568
71419.8 0.00569320
71423.0 0.00675559
71424.7 0.00745085
71426.3 0.00829647
71428.0 0.00933914
71429.6 0.0106452
71431.3 0.0123114
71432.9 0.0144833
71434.6 0.0173884
71436.2 0.0213978
71437.1 0.0240175
71437.9 0.0271507
71438.7 0.0310410
71439.5 0.0358255
71440.4 0.0419600
71441.2 0.0497922
71442.0 0.0602876
71442.8 0.0744132
71443.3 0.0837058
71443.7 0.0945998
71444.1 0.107807
71444.5 0.124030
71444.9 0.144810
71445.3 0.170621
71445.7 0.204046
71446.1 0.248374
71446.6 0.310609
71446.8 0.350846
71447.0 0.396849
71447.2 0.455515
71447.4 0.524215
71447.6 0.614233
71447.8 0.722914
71448.0 0.870379
71448.2 1.05561
71448.4 1.31864
71448.6 1.66646
71448.7 1.91553
71448.8 2.18973
71448.9 2.52136
71449.0 2.92525
71449.1 3.47527
71449.2 4.09601
71449.3 4.85800
71449.4 5.78477
71449.6 7.49783
71449.7 9.31900
71449.8 10.1847
71449.9 10.9084
71449.9 11.3939
71450.0 11.5650
71450.1 11.3408
71450.2 10.8147
71450.2 10.0640
71450.3 9.18541
71450.4 7.36926
71450.6 5.78183
71450.7 5.02703
71450.7 4.38027
71450.9 3.41839
71451.0 2.71205
71451.2 2.18888
71451.3 1.77301
71451.5 1.47756
71451.6 1.24770
71451.8 1.06604
71452.0 0.911722
71452.1 0.794957
71452.3 0.698873
71452.4 0.618950
71452.7 0.491436
71453.0 0.401875
71453.3 0.332656
71453.6 0.281332
71453.9 0.239816
71454.2 0.207806
71454.5 0.181029
71454.8 0.159770
71455.2 0.141524
71455.5 0.126706
71456.1 0.102996
71456.7 0.0854251
71457.3 0.0720471
71457.9 0.0616287
71458.5 0.0533582
71459.1 0.0466841
71459.7 0.0412209
71460.3 0.0366927
71461.6 0.0296864
71462.8 0.0245850
71464.0 0.0207561
71465.2 0.0178093
71466.4 0.0154931
71467.7 0.0136398
71468.9 0.0121338
71470.1 0.0108934
71472.5 0.00898911
71475.0 0.00761494
71477.4 0.00659094
71479.9 0.00580752
71482.3 0.00519484
71484.7 0.00470668
71489.6 0.00398817
71494.5 0.00349168
71499.4 0.00313505
71504.2 0.00287032
71509.1 0.00266845
71518.9 0.00238589
71528.6 0.00220216
71548.2 0.00198548
71567.7 0.00186792
71606.7 0.00175187
71684.7 0.00167234
71762.8 0.00164891
71840.9 0.00164256
71918.9 0.00164369
71997.0 0.00164914
72075.0 0.00165773
72153.1 0.00166916
72231.1 0.00168373
72309.2 0.00170254
72387.2 0.00172852
72426.3 0.00174643
72465.3 0.00177041
72504.3 0.00180547
72543.3 0.00186350
72582.4 0.00197918
72601.9 0.00209093
72621.4 0.00229212
72631.2 0.00246111
72640.9 0.00271936
72650.7 0.00314418
72655.6 0.00346825
72660.4 0.00391791
72665.3 0.00457096
72667.8 0.00501382
72670.2 0.00556962
72672.6 0.00628037
72675.1 0.00720955
72677.5 0.00845687
72679.9 0.0101777
72681.2 0.0113029
72682.4 0.0126695
72683.6 0.0143517
72684.8 0.0164548
72686.0 0.0191319
72687.3 0.0226124
72688.5 0.0272529
72689.7 0.0336321
72690.3 0.0377582
72690.9 0.0427394
72691.5 0.0488292
72692.1 0.0563820
72692.8 0.0659058
72693.4 0.0781495
72694.0 0.0942532
72694.6 0.116021
72694.9 0.130142
72695.2 0.146444
72695.5 0.166762
72695.8 0.190765
72696.1 0.221477
72696.4 0.258858
72696.7 0.308363
72697.0 0.371071
72697.3 0.458120
72697.6 0.574699
72697.8 0.655655
72697.9 0.747790
72698.1 0.860255
72698.2 0.999265
72698.4 1.18662
72698.6 1.41205
72698.7 1.70405
72698.9 2.08907
72699.0 2.60595
72699.2 3.31108
72699.2 3.79011
72699.3 4.28204
72699.4 4.94011
72699.5 5.60864
72699.6 7.20982
72699.7 9.03721
72699.8 9.90461
72699.9 10.6201
72699.9 11.0805
72700.0 11.2115
72700.1 11.0318
72700.1 10.5276
72700.2 9.78285
72700.3 8.90161
72700.4 7.07999
72700.6 5.60461
72700.7 4.67727
72700.8 3.92059
72700.9 3.30892
72701.0 2.81495
72701.1 2.41454
72701.2 2.08792
72701.3 1.81949
72701.3 1.61756
72701.4 1.42853
72701.5 1.26955
72701.7 1.03055
72701.9 0.843579
72702.1 0.708549
72702.3 0.598156
72702.5 0.515269
72702.7 0.445165
72702.9 0.390922
72703.1 0.343814
72703.3 0.306493
72703.7 0.246666
72704.1 0.202784
72704.5 0.169671
72704.9 0.144084
72705.2 0.123910
72705.6 0.107729
72706.0 0.0945551
72706.4 0.0836880
72706.8 0.0746202
72707.6 0.0603193
72708.4 0.0499599
72709.2 0.0421222
72709.9 0.0360503
72710.7 0.0312514
72711.5 0.0273933
72712.3 0.0242453
72713.1 0.0216434
72714.6 0.0176100
72716.2 0.0147062
72717.7 0.0125333
72719.3 0.0108652
72720.9 0.00955685
72722.4 0.00851187
72725.5 0.00696676
72728.7 0.00589533
72731.8 0.00512662
72734.9 0.00455478
72738.0 0.00411799
72744.3 0.00350471
72750.5 0.00310565
72756.8 0.00283097
72763.0 0.00263437
72775.5 0.00237878
72788.0 0.00222548
72800.5 0.00212698
72825.5 0.00201387
72850.5 0.00195580
72900.4 0.00190601
72950.4 0.00189206
73000.4 0.00189274
73050.3 0.00190079
73100.3 0.00191320
73200.3 0.00194605
73300.2 0.00198625
73400.1 0.00203229
73500.1 0.00208379
73600.0 0.00214082
73700.0 0.00220370
73799.9 0.00227298
73899.8 0.00234955
73999.8 0.00243515
74049.7 0.00248264
74099.7 0.00253522
74149.7 0.00259770
74174.7 0.00263710
74199.7 0.00268925
74224.6 0.00277292
74249.6 0.00296328
74262.1 0.00320453
74268.4 0.00343885
74274.6 0.00386038
74277.7 0.00421473
74280.9 0.00475287
74282.4 0.00513470
74284.0 0.00563281
74285.5 0.00629994
74287.1 0.00722250
74288.7 0.00856037
74289.5 0.00945701
74290.2 0.0105762
74291.0 0.0119980
74291.8 0.0138426
74292.6 0.0162954
74293.4 0.0196564
74293.7 0.0218243
74294.1 0.0244355
74294.5 0.0276197
74294.9 0.0315571
74295.3 0.0365048
74295.7 0.0428394
74296.1 0.0511298
74296.5 0.0622684
74296.9 0.0777169
74297.1 0.0880669
74297.3 0.100003
74297.5 0.115462
74297.6 0.133794
74297.8 0.158308
74298.0 0.188462
74298.2 0.230551
74298.4 0.284977
74298.5 0.321598
74298.6 0.365603
74298.7 0.419037
74298.8 0.477457
74298.9 0.557269
74299.0 0.657729
74299.1 0.785977
74299.2 0.933404
74299.3 1.14554
74299.4 1.42686
74299.5 1.80155
74299.6 2.23976
74299.7 2.91667
74299.8 3.61678
74299.9 4.22550
74300.0 4.41110
74300.0 4.47662
74300.1 4.38276
74300.1 4.17612
74300.2 3.54673
74300.3 2.84918
74300.4 2.23958
74300.5 1.84504
74300.6 1.52815
74300.7 1.27607
74300.7 1.09819
74300.8 0.933350
74300.9 0.815741
74301.0 0.705173
74301.0 0.625019
74301.1 0.548436
74301.2 0.484651
74301.3 0.390979
74301.5 0.321593
74301.6 0.268938
74301.8 0.225741
74301.9 0.194005
74302.1 0.168515
74302.2 0.147751
74302.4 0.129589
74302.6 0.115468
74302.9 0.0934385
74303.2 0.0767942
74303.5 0.0646774
74303.8 0.0550227
74304.1 0.0476724
74304.4 0.0415892
74304.7 0.0368037
74305.0 0.0327292
74305.3 0.0294431
74305.9 0.0242305
74306.5 0.0204058
74307.1 0.0175171
74307.7 0.0152825
74308.3 0.0135186
74309.0 0.0121020
74310.2 0.00999375
74311.4 0.00852514
74312.6 0.00746156
74313.8 0.00666684
74315.1 0.00605756
74317.5 0.00519962
74319.9 0.00463968
74322.4 0.00425169
74324.8 0.00397321
74329.7 0.00360993
74334.6 0.00339156
74339.4 0.00325130
74349.2 0.00308982
74358.9 0.00300700
74378.5 0.00293603
74417.5 0.00291623
74456.5 0.00294207
74495.5 0.00298245
74534.5 0.00302971
74612.6 0.00313609
74690.6 0.00325393
74768.6 0.00338188
74846.7 0.00351989
74924.7 0.00366831
75002.8 0.00382770
75080.8 0.00399864
75158.8 0.00418173
75236.9 0.00437753
75275.9 0.00448037
75314.9 0.00458659
75353.9 0.00469622
75392.9 0.00480928
75432.0 0.00492585
75471.0 0.00504591
75510.0 0.00516946
75549.0 0.00529645
75591.2 0.00543774
