Ru-102(n,g) ENDFB-8.0
0.000515625 8.89564
0.000531250 8.76385
0.000546875 8.63774
0.000562500 8.51693
0.000578125 8.40105
0.000593750 8.28977
0.000609375 8.18280
0.000625000 8.07987
0.000640625 7.98073
0.000656250 7.88515
0.000671875 7.79292
0.000687500 7.70386
0.000718750 7.53452
0.000750000 7.37588
0.000781250 7.22686
0.000812500 7.08652
0.000843750 6.95405
0.000875000 6.82874
0.000906250 6.70997
0.000937500 6.59719
0.000968750 6.48992
0.00100000 6.38771
0.00103125 6.29018
0.00106250 6.19699
0.00109375 6.10782
0.00112500 6.02239
0.00115625 5.94045
0.00118750 5.86176
0.00121875 5.78613
0.00125000 5.71334
0.00128125 5.64324
0.00131250 5.57565
0.00134375 5.51044
0.00137500 5.44746
0.00143750 5.32772
0.00150000 5.21554
0.00156250 5.11017
0.00162500 5.01093
0.00168750 4.91726
0.00175000 4.82865
0.00181250 4.74467
0.00187500 4.66492
0.00193750 4.58906
0.00200000 4.51678
0.00209375 4.41450
0.00218750 4.31887
0.00228125 4.22919
0.00237500 4.14488
0.00246875 4.06541
0.00256250 3.99035
0.00265625 3.91930
0.00275000 3.85191
0.00284375 3.78788
0.00293750 3.72694
0.00303125 3.66885
0.00312500 3.61340
0.00321875 3.56039
0.00331250 3.50964
0.00340625 3.46100
0.00350000 3.41433
0.00359375 3.36950
0.00368750 3.32639
0.00378125 3.28490
0.00387500 3.24492
0.00396875 3.20636
0.00406250 3.16915
0.00425000 3.09845
0.00443750 3.03228
0.00462500 2.97018
0.00481250 2.91174
0.00500000 2.85662
0.00515625 2.81300
0.00531250 2.77133
0.00546875 2.73145
0.00562500 2.69324
0.00578125 2.65660
0.00593750 2.62141
0.00609375 2.58758
0.00625000 2.55503
0.00640625 2.52368
0.00656250 2.49346
0.00671875 2.46429
0.00687500 2.43613
0.00718750 2.38258
0.00750000 2.33241
0.00781250 2.28528
0.00812500 2.24090
0.00843750 2.19901
0.00875000 2.15938
0.00906250 2.12182
0.00937500 2.08615
0.00968750 2.05222
0.0100000 2.01990
0.0103125 1.98905
0.0106250 1.95958
0.0109375 1.93138
0.0112500 1.90437
0.0115625 1.87846
0.0118750 1.85358
0.0121875 1.82966
0.0125000 1.80664
0.0128125 1.78447
0.0131250 1.76310
0.0134375 1.74248
0.0137500 1.72257
0.0143750 1.68471
0.0150000 1.64924
0.0156250 1.61591
0.0162500 1.58453
0.0168750 1.55491
0.0175000 1.52688
0.0181250 1.50032
0.0187500 1.47510
0.0193750 1.45110
0.0200000 1.42824
0.0206625 1.40515
0.0213250 1.38315
0.0219875 1.36215
0.0226500 1.34207
0.0233125 1.32286
0.0239750 1.30445
0.0246375 1.28679
0.0253000 1.26983
0.0264578 1.24173
0.0276156 1.21542
0.0287734 1.19071
0.0299313 1.16746
0.0310891 1.14551
0.0322469 1.12477
0.0334047 1.10510
0.0345625 1.08644
0.0355274 1.07159
0.0364922 1.05732
0.0374570 1.04362
0.0384219 1.03042
0.0393867 1.01772
0.0403516 1.00548
0.0413164 0.993660
0.0422813 0.982252
0.0442109 0.960565
0.0461406 0.940254
0.0480703 0.921178
0.0500000 0.903218
0.0515625 0.889421
0.0531250 0.876237
0.0546875 0.863623
0.0562500 0.851538
0.0578125 0.839947
0.0593750 0.828818
0.0609375 0.818120
0.0625000 0.807828
0.0640625 0.797915
0.0656250 0.788360
0.0671875 0.779141
0.0687500 0.770238
0.0718750 0.753310
0.0750000 0.737447
0.0781250 0.722542
0.0812500 0.708502
0.0843750 0.695248
0.0875000 0.682710
0.0906250 0.670826
0.0937500 0.659542
0.0968750 0.648808
0.100000 0.638582
0.103125 0.628824
0.106250 0.619500
0.109375 0.610579
0.112500 0.602032
0.115625 0.593834
0.118750 0.585963
0.121875 0.578396
0.125000 0.571116
0.128125 0.564106
0.131250 0.557349
0.134375 0.550831
0.137500 0.544536
0.143750 0.532568
0.150000 0.521349
0.156250 0.510805
0.162500 0.500874
0.168750 0.491499
0.175000 0.482632
0.181250 0.474227
0.187500 0.466249
0.193750 0.458663
0.200000 0.451437
0.209375 0.441210
0.218750 0.431641
0.228125 0.422665
0.237500 0.414225
0.246875 0.406271
0.256250 0.398757
0.265625 0.391645
0.275000 0.384900
0.284375 0.378491
0.293750 0.372391
0.303125 0.366577
0.312500 0.361026
0.321875 0.355720
0.331250 0.350640
0.340625 0.345772
0.350000 0.341100
0.359375 0.336613
0.368750 0.332297
0.378125 0.328144
0.387500 0.324144
0.396875 0.320289
0.406250 0.316571
0.425000 0.309504
0.443750 0.302880
0.462500 0.296661
0.500000 0.285309
0.531250 0.276784
0.562500 0.268959
0.593750 0.261761
0.625000 0.255109
0.687500 0.243195
0.750000 0.232803
0.812500 0.223635
0.875000 0.215491
0.937500 0.208173
1.00000 0.201531
1.06250 0.195485
1.12500 0.189950
1.18750 0.184859
1.25000 0.180156
1.37500 0.171732
1.50000 0.164386
1.62500 0.157908
1.75000 0.152153
1.87500 0.146985
2.00000 0.142296
2.18750 0.136039
2.37500 0.130553
2.56250 0.125689
2.75000 0.121350
2.93750 0.117444
3.12500 0.113900
3.31250 0.110674
3.50000 0.107726
3.68750 0.105021
3.87500 0.102534
4.25000 0.0981245
4.62500 0.0943607
5.00000 0.0911584
5.44419 0.0880340
5.66628 0.0867122
5.88838 0.0855648
6.11047 0.0846219
6.33256 0.0838863
6.55466 0.0833671
6.77675 0.0831032
6.94332 0.0831303
7.10989 0.0833955
7.27646 0.0839407
7.44303 0.0848376
7.60960 0.0861881
7.77617 0.0881269
7.85946 0.0893647
7.94274 0.0908538
8.02603 0.0926317
8.10931 0.0947492
8.18335 0.0969736
8.25738 0.0995862
8.33141 0.102667
8.40544 0.106312
8.47947 0.110645
8.51649 0.113123
8.55350 0.115849
8.59052 0.118853
8.62753 0.122171
8.66455 0.125842
8.70156 0.129916
8.74552 0.135357
8.78948 0.141564
8.83343 0.148683
8.87739 0.156895
8.89937 0.161478
8.92134 0.166423
8.94332 0.171769
8.96530 0.177558
8.98728 0.183843
9.00926 0.190681
9.03123 0.198140
9.05321 0.206298
9.07866 0.216737
9.10411 0.228397
9.12956 0.241475
9.15501 0.256208
9.18045 0.272887
9.19318 0.282065
9.20590 0.291869
9.21863 0.302358
9.23135 0.313597
9.24407 0.325660
9.25680 0.338631
9.27531 0.359312
9.29381 0.382455
9.31232 0.408469
9.32158 0.422707
9.33083 0.437860
9.34008 0.454012
9.34934 0.471253
9.35859 0.489686
9.36785 0.509426
9.37710 0.530602
9.38635 0.553359
9.39561 0.577864
9.40486 0.604302
9.41759 0.644220
9.43031 0.688862
9.43667 0.713198
9.44303 0.739027
9.44940 0.766477
9.45576 0.795689
9.46212 0.826820
9.46848 0.860045
9.47484 0.895556
9.48121 0.933569
9.48757 0.974326
9.49393 1.01809
9.50029 1.06517
9.50665 1.11588
9.51186 1.16034
9.51706 1.20770
9.52227 1.25821
9.52748 1.31211
9.53268 1.36972
9.53789 1.43131
9.54309 1.49722
9.54830 1.56781
9.55350 1.64348
9.55871 1.72459
9.56391 1.81160
9.56912 1.90495
9.57432 2.00514
9.57953 2.11263
9.58473 2.22795
9.58994 2.35163
9.59630 2.51495
9.60266 2.69253
9.60903 2.88534
9.61539 3.09433
9.62175 3.32037
9.62811 3.56423
9.63447 3.82656
9.64084 4.10785
9.64720 4.40837
9.65356 4.72815
9.65992 5.06694
9.66628 5.42415
9.67265 5.79883
9.67901 6.18965
9.69173 7.01224
9.71687 8.72346
9.72943 9.56605
9.74200 10.3550
9.75000 10.8127
9.76000 11.3195
9.76500 11.5408
9.77000 11.7382
9.77500 11.9098
9.78000 12.0543
9.78500 12.1703
9.79000 12.2568
9.79600 12.3205
9.80200 12.3398
9.81000 12.2961
9.81500 12.2289
9.82000 12.1318
9.82500 12.0057
9.83000 11.8517
9.83500 11.6713
9.84000 11.4660
9.85000 10.9885
9.86133 10.3567
9.87266 9.65348
9.88399 8.90505
9.89531 8.13674
9.90683 7.35886
9.91834 6.60447
9.92986 5.88941
9.93562 5.55041
9.94138 5.22526
9.94713 4.91461
9.95289 4.61904
9.95865 4.33882
9.96441 4.07407
9.97017 3.82469
9.97592 3.59046
9.98168 3.37102
9.98744 3.16593
9.99372 2.95787
10.0000 2.76539
10.0054 2.61091
10.0109 2.46712
10.0163 2.33314
10.0217 2.20839
10.0271 2.09208
10.0325 1.98406
10.0380 1.88358
10.0434 1.79010
10.0488 1.70295
10.0542 1.62198
10.0597 1.54657
10.0651 1.47630
10.0705 1.41077
10.0759 1.34961
10.0813 1.29248
10.0868 1.23906
10.0927 1.18417
10.0987 1.13315
10.1047 1.08552
10.1106 1.04113
10.1166 0.999572
10.1225 0.960740
10.1285 0.924283
10.1345 0.890126
10.1404 0.857972
10.1464 0.827768
10.1524 0.799263
10.1583 0.772418
10.1703 0.723051
10.1822 0.678851
10.1914 0.647730
10.2006 0.618977
10.2098 0.592352
10.2191 0.567672
10.2283 0.544697
10.2375 0.523293
10.2467 0.503316
10.2559 0.484659
10.2651 0.467168
10.2744 0.450763
10.2836 0.435354
10.2928 0.420876
10.3112 0.394361
10.3297 0.370722
10.3416 0.356757
10.3535 0.343730
10.3654 0.331557
10.3774 0.320165
10.3893 0.309487
10.4012 0.299463
10.4251 0.281179
10.4489 0.264934
10.4728 0.250443
10.4967 0.237450
10.5205 0.225762
10.5400 0.217044
10.5595 0.209003
10.5791 0.201569
10.5986 0.194681
10.6181 0.188285
10.6376 0.182335
10.6571 0.176789
10.6767 0.171612
10.7157 0.162229
10.7547 0.153973
10.7938 0.146665
10.8328 0.140167
10.8632 0.135595
10.8935 0.131396
10.9239 0.127528
10.9542 0.123957
11.0150 0.117590
11.0757 0.112098
11.1364 0.107322
11.1971 0.103133
11.2579 0.0994309
11.3186 0.0961427
11.3837 0.0930106
11.4487 0.0902238
11.5138 0.0877304
11.5788 0.0854886
11.6439 0.0834641
11.7090 0.0816298
11.8391 0.0784465
11.9692 0.0757569
12.0993 0.0734546
12.2294 0.0714697
12.3596 0.0697414
12.5244 0.0678479
12.6892 0.0662221
12.8540 0.0648299
13.0188 0.0635836
13.3485 0.0614926
13.6781 0.0598153
14.0078 0.0584448
14.3374 0.0573166
14.6671 0.0563942
14.9967 0.0556615
15.4131 0.0550104
15.8295 0.0547030
16.0377 0.0547150
16.2459 0.0548686
16.4541 0.0551778
16.6623 0.0557365
16.8705 0.0566216
16.9746 0.0572261
17.0787 0.0579695
17.1828 0.0588830
17.2869 0.0600028
17.3910 0.0613808
17.4950 0.0631051
17.5644 0.0644998
17.6338 0.0661353
17.7032 0.0680623
17.7726 0.0703463
17.8420 0.0730757
17.8767 0.0746440
17.9114 0.0763726
17.9461 0.0782836
17.9808 0.0804024
18.0155 0.0827590
18.0502 0.0853881
18.0893 0.0887267
18.1283 0.0925386
18.1674 0.0969157
18.2064 0.101972
18.2259 0.104801
18.2454 0.107858
18.2649 0.111168
18.2845 0.114760
18.3040 0.118669
18.3235 0.122932
18.3430 0.127593
18.3625 0.132700
18.3864 0.139644
18.4102 0.147476
18.4341 0.156356
18.4460 0.161248
18.4580 0.166473
18.4699 0.172071
18.4818 0.178074
18.4937 0.184520
18.5057 0.191448
18.5176 0.198919
18.5295 0.206981
18.5415 0.215697
18.5534 0.225129
18.5696 0.239309
18.5859 0.255194
18.5940 0.263870
18.6022 0.273065
18.6103 0.282828
18.6184 0.293200
18.6266 0.304240
18.6347 0.315967
18.6428 0.328444
18.6510 0.341722
18.6591 0.355875
18.6672 0.370925
18.6754 0.386946
18.6835 0.404000
18.6954 0.431022
18.7074 0.460592
18.7193 0.492899
18.7312 0.528092
18.7431 0.566388
18.7551 0.607887
18.7670 0.652677
18.7789 0.700749
18.7908 0.752154
18.8028 0.806740
18.8147 0.864306
18.8266 0.924493
18.8505 1.05121
18.8743 1.18210
18.9003 1.32190
18.9133 1.38771
18.9263 1.44901
18.9393 1.50447
18.9523 1.55279
18.9653 1.59280
18.9783 1.62352
18.9862 1.63736
18.9941 1.64730
19.0021 1.65323
19.0100 1.65510
19.0229 1.64946
19.0358 1.63322
19.0487 1.60683
19.0616 1.57097
19.0745 1.52654
19.0874 1.47464
19.1003 1.41647
19.1132 1.35338
19.1326 1.25173
19.1521 1.14610
19.1715 1.04041
19.1909 0.937944
19.2095 0.845372
19.2188 0.801532
19.2280 0.759488
19.2373 0.719329
19.2466 0.681113
19.2558 0.644868
19.2651 0.610598
19.2731 0.582560
19.2811 0.555959
19.2891 0.530759
19.2971 0.506951
19.3052 0.484429
19.3132 0.463200
19.3212 0.443155
19.3292 0.424291
19.3372 0.406504
19.3452 0.389759
19.3532 0.374001
19.3612 0.359191
19.3692 0.345238
19.3772 0.332124
19.3852 0.319765
19.3932 0.308143
19.4025 0.295504
19.4118 0.283718
19.4210 0.272708
19.4303 0.262413
19.4396 0.252780
19.4488 0.243757
19.4581 0.235298
19.4674 0.227360
19.4767 0.219903
19.4859 0.212891
19.5045 0.200071
19.5230 0.188665
19.5415 0.178477
19.5567 0.170930
19.5719 0.164010
19.5871 0.157649
19.6022 0.151788
19.6174 0.146376
19.6326 0.141369
19.6477 0.136726
19.6629 0.132412
19.6781 0.128397
19.6932 0.124654
19.7236 0.117887
19.7539 0.111949
19.7843 0.106709
19.8112 0.102549
19.8382 0.0987940
19.8652 0.0953932
19.8921 0.0923030
19.9191 0.0894862
19.9461 0.0869110
19.9730 0.0845503
20.0000 0.0823811
20.0377 0.0796264
20.0755 0.0771581
20.1132 0.0749369
20.1510 0.0729303
20.1887 0.0711113
20.2264 0.0694571
20.3019 0.0665685
20.3774 0.0641368
20.4529 0.0620649
20.5284 0.0602812
20.6038 0.0587335
20.6955 0.0571137
20.7871 0.0557258
20.8788 0.0545262
20.9704 0.0534831
21.1537 0.0517595
21.3370 0.0503811
21.5203 0.0492607
21.7036 0.0483341
21.8869 0.0475549
22.0702 0.0468963
22.4153 0.0458791
22.7603 0.0450706
23.1053 0.0444163
23.4504 0.0438801
24.3129 0.0428818
25.1755 0.0422156
26.0381 0.0417902
26.9007 0.0415787
27.5045 0.0415580
28.1083 0.0416446
28.7121 0.0418451
29.3159 0.0421708
29.9197 0.0426378
30.5236 0.0432688
31.1274 0.0440954
31.7312 0.0451542
32.1840 0.0461376
32.6369 0.0473205
33.0898 0.0487338
33.5426 0.0504274
33.9955 0.0524610
34.2219 0.0536287
34.4483 0.0549130
34.6748 0.0563305
34.9012 0.0578923
35.1276 0.0596121
35.3540 0.0615106
35.5913 0.0637440
35.8285 0.0662493
36.0657 0.0690674
36.3029 0.0722497
36.5401 0.0758586
36.7773 0.0799707
37.0145 0.0846806
37.1331 0.0872957
37.2517 0.0901066
37.4242 0.0945863
37.5968 0.0995933
37.7693 0.105212
37.9418 0.111538
38.1143 0.118683
38.2006 0.122613
38.2868 0.126816
38.3731 0.131318
38.4594 0.136145
38.5456 0.141328
38.6319 0.146898
38.7505 0.155268
38.8691 0.164570
38.9877 0.174947
39.1063 0.186569
39.1656 0.192912
39.2249 0.199647
39.2842 0.206809
39.3435 0.214433
39.4028 0.222563
39.4621 0.231240
39.5214 0.240518
39.5807 0.250451
39.6670 0.266203
39.7532 0.283698
39.8395 0.303200
39.8826 0.313803
39.9258 0.325036
39.9851 0.341609
40.0444 0.359626
40.1037 0.379265
40.1630 0.400729
40.2223 0.424252
40.2816 0.450097
40.3409 0.478586
40.4002 0.510094
40.4433 0.535158
40.4864 0.562252
40.5457 0.603250
40.5754 0.625560
40.6050 0.649210
40.6347 0.674311
40.6643 0.700985
40.6940 0.729367
40.7236 0.759609
40.7533 0.791888
40.7830 0.826369
40.8126 0.863275
40.8423 0.902839
40.8719 0.945328
40.9016 0.991044
40.9312 1.04033
40.9609 1.09357
40.9932 1.15671
41.0256 1.22576
41.0579 1.30152
41.0902 1.38487
41.1226 1.47697
41.1549 1.57907
41.1873 1.69274
41.2035 1.75446
41.2196 1.81981
41.2493 1.95011
41.2641 2.02089
41.2789 2.09576
41.2938 2.17519
41.3086 2.25945
41.3234 2.34908
41.3382 2.44446
41.3531 2.54626
41.3679 2.65496
41.3827 2.77140
41.3975 2.89623
41.4124 3.03054
41.4272 3.17520
41.4420 3.33161
41.4568 3.50099
41.4676 3.63347
41.4784 3.77433
41.4892 3.92452
41.5000 4.08496
41.5108 4.25683
41.5215 4.44101
41.5323 4.63895
41.5431 4.85217
41.5539 5.08256
41.5647 5.33161
41.5755 5.60168
41.5862 5.89521
41.5970 6.21524
41.6078 6.56426
41.6186 6.94600
41.6294 7.36434
41.6368 7.67578
41.6442 8.00764
41.6516 8.36199
41.6590 8.74057
41.6664 9.14582
41.6738 9.57864
41.6813 10.0417
41.6887 10.5372
41.6961 11.0682
41.7035 11.6359
41.7109 12.2436
41.7183 12.8938
41.7257 13.5906
41.7331 14.3349
41.7406 15.1307
41.7480 15.9811
41.7554 16.8905
41.7628 17.8598
41.7702 18.8933
41.7776 19.9943
41.7850 21.1677
41.7924 22.4134
41.7999 23.7361
41.8073 25.1387
41.8147 26.6260
41.8221 28.1967
41.8295 29.8550
41.8369 31.6029
41.8443 33.4447
41.8517 35.3768
41.8592 37.4023
41.8666 39.5217
41.8747 41.9427
41.8827 44.4744
41.8908 47.1149
41.8989 49.8580
41.9151 55.6523
41.9313 61.8063
41.9461 67.7172
41.9609 73.8163
41.9757 80.0381
41.9906 86.2887
42.0054 92.4810
42.0202 98.5033
42.0350 104.255
42.0499 109.619
42.0660 114.905
42.0786 118.510
42.0911 121.626
42.1036 124.205
42.1161 126.201
42.1246 127.207
42.1331 127.924
42.1415 128.346
42.1500 128.470
42.1617 128.154
42.1733 127.277
42.1850 125.853
42.1966 123.905
42.2093 121.213
42.2200 118.530
42.2307 115.493
42.2413 112.137
42.2520 108.504
42.2729 100.716
42.2938 92.3041
42.3204 81.1731
42.3470 70.0920
42.3679 61.7327
42.3784 57.7319
42.3888 53.8744
42.3993 50.1742
42.4097 46.6425
42.4202 43.2872
42.4306 40.1138
42.4411 37.1251
42.4515 34.3215
42.4620 31.7016
42.4724 29.2619
42.4829 26.9977
42.4933 24.9029
42.5038 22.9703
42.5142 21.1921
42.5223 19.9177
42.5304 18.7279
42.5384 17.6158
42.5465 16.5798
42.5546 15.6134
42.5627 14.7148
42.5707 13.8777
42.5788 13.1003
42.5869 12.3769
42.5950 11.7056
42.6030 11.0812
42.6111 10.5019
42.6192 9.96309
42.6273 9.46308
42.6353 8.99778
42.6434 8.56568
42.6539 8.05051
42.6643 7.58081
42.6748 7.15200
42.6852 6.75996
42.6957 6.40095
42.7061 6.07159
42.7166 5.76887
42.7270 5.49009
42.7375 5.23283
42.7479 4.99494
42.7584 4.77450
42.7688 4.56981
42.7793 4.37934
42.7897 4.20176
42.8002 4.03586
42.8106 3.88073
42.8210 3.73512
42.8315 3.59833
42.8419 3.46962
42.8524 3.34832
42.8733 3.12558
42.8942 2.92601
42.9151 2.74628
42.9360 2.58367
42.9569 2.43593
42.9778 2.30121
42.9987 2.17794
43.0196 2.06479
43.0405 1.96063
43.0614 1.86450
43.0823 1.77556
43.1032 1.69309
43.1241 1.61645
43.1450 1.54509
43.1659 1.47852
43.1868 1.41632
43.2077 1.35809
43.2286 1.30350
43.2495 1.25225
43.2704 1.20406
43.2913 1.15869
43.3122 1.11594
43.3350 1.07202
43.3578 1.03072
43.3806 0.991843
43.4034 0.955198
43.4262 0.920614
43.4490 0.887939
43.4946 0.827767
43.5326 0.782332
43.5706 0.740668
43.6086 0.702364
43.6466 0.667068
43.6846 0.634470
43.7226 0.604300
43.7606 0.576320
43.7986 0.550328
43.8366 0.526124
43.8746 0.503552
43.9126 0.482466
43.9506 0.462735
43.9886 0.444246
44.0266 0.426896
44.0646 0.410593
44.1026 0.395258
44.1444 0.379410
44.1862 0.364550
44.2280 0.350598
44.2698 0.337480
44.3116 0.325133
44.3534 0.313496
44.3952 0.302516
44.4370 0.292146
44.5206 0.273054
44.6042 0.255912
44.6878 0.240464
44.7713 0.226494
44.8245 0.218287
44.8777 0.210562
44.9309 0.203283
44.9841 0.196417
45.0905 0.183803
45.1969 0.172513
45.3033 0.162362
45.4097 0.153194
45.5161 0.144881
45.6225 0.137322
45.7061 0.131854
45.7897 0.126762
45.8733 0.122011
45.9569 0.117572
46.0405 0.113418
46.1241 0.109525
46.2077 0.105871
46.2913 0.102438
46.4585 0.0961633
46.6257 0.0905815
46.7929 0.0855928
46.9601 0.0811161
47.0893 0.0779636
47.2185 0.0750490
47.3477 0.0723504
47.4769 0.0698501
47.6061 0.0675290
47.7353 0.0653641
47.8645 0.0633376
47.9937 0.0614402
48.2521 0.0579960
48.5105 0.0549589
48.7688 0.0522660
49.0272 0.0498663
49.2704 0.0478377
49.5136 0.0460025
49.7568 0.0443367
50.0000 0.0428252
50.2686 0.0413068
50.5371 0.0399187
50.8057 0.0386517
51.0742 0.0374934
51.3428 0.0364299
51.6113 0.0354503
52.1484 0.0337100
52.6856 0.0322110
53.2227 0.0309083
53.7598 0.0297663
54.2969 0.0287569
54.6875 0.0280974
55.6641 0.0266578
56.1524 0.0260273
56.6406 0.0254543
57.6172 0.0244300
58.5938 0.0235482
59.5703 0.0227810
60.5469 0.0221030
62.5000 0.0209510
64.0625 0.0201749
65.6250 0.0194958
67.1875 0.0188923
68.7500 0.0183488
70.3125 0.0178541
71.8750 0.0174004
75.0000 0.0165883
78.1250 0.0158749
81.2500 0.0152376
84.3750 0.0146608
87.5000 0.0141334
90.6250 0.0136474
93.7500 0.0131967
96.8750 0.0127769
100.000 0.0123845
105.352 0.0117705
110.703 0.0112146
116.055 0.0107099
121.407 0.0102591
126.758 0.00985625
132.110 0.00950290
137.461 0.00921932
140.137 0.00910987
142.813 0.00903059
144.852 0.00900426
146.890 0.00901734
148.929 0.00908748
150.012 0.00915846
151.095 0.00926377
152.178 0.00941378
153.261 0.00962513
154.345 0.00992326
154.886 0.0101122
155.428 0.0103368
155.969 0.0106130
156.511 0.0109485
157.052 0.0113593
157.594 0.0118676
158.040 0.0123808
158.486 0.0130045
158.932 0.0137672
159.378 0.0147096
159.601 0.0152726
159.824 0.0159101
160.047 0.0166340
160.269 0.0174595
160.492 0.0184071
160.715 0.0195013
160.938 0.0207736
161.161 0.0222631
161.368 0.0238856
161.576 0.0257922
161.783 0.0280566
161.990 0.0307791
162.093 0.0323546
162.197 0.0340971
162.300 0.0360328
162.404 0.0381909
162.507 0.0406092
162.611 0.0433258
162.714 0.0463951
162.818 0.0498816
162.921 0.0538704
163.025 0.0584563
163.128 0.0637744
163.232 0.0699951
163.284 0.0735148
163.336 0.0773500
163.387 0.0815409
163.439 0.0861252
163.491 0.0911762
163.543 0.0967401
163.594 0.102918
163.646 0.109781
163.710 0.119391
163.774 0.130516
163.805 0.136778
163.837 0.143561
163.869 0.150984
163.901 0.159091
163.933 0.168048
163.965 0.177942
163.997 0.189014
164.028 0.201422
164.060 0.215536
164.092 0.231640
164.124 0.250315
164.156 0.272060
164.178 0.289336
164.200 0.308704
164.222 0.330608
164.243 0.355485
164.265 0.383843
164.287 0.416277
164.309 0.453475
164.331 0.496229
164.342 0.520081
164.353 0.545448
164.364 0.572928
164.375 0.602164
164.386 0.633841
164.397 0.667544
164.408 0.704058
164.419 0.742897
164.430 0.784959
164.441 0.829676
164.452 0.878074
164.462 0.929486
164.473 0.985080
164.484 1.04408
164.495 1.10780
164.506 1.17534
164.517 1.24819
164.528 1.32529
164.539 1.40832
164.550 1.49606
164.561 1.59039
164.572 1.68987
164.583 1.79662
164.594 1.90899
164.605 2.02932
164.616 2.15571
164.627 2.29075
164.638 2.43227
164.649 2.58312
164.660 2.74083
164.671 2.90853
164.681 3.08340
164.692 3.26887
164.703 3.46175
164.714 3.66577
164.725 3.87735
164.736 4.10052
164.747 4.33129
164.758 4.57398
164.769 4.82419
164.791 5.35612
164.813 5.92652
164.835 6.53413
164.857 7.17393
164.879 7.85213
164.900 8.55603
164.922 9.28414
164.944 10.0311
165.032 13.0701
165.068 14.2619
165.103 15.3624
165.125 15.9759
165.147 16.5337
165.169 17.0280
165.191 17.4517
165.213 17.7985
165.235 18.0633
165.256 18.2377
165.277 18.3289
165.290 18.3431
165.297 18.3385
165.317 18.2704
165.338 18.1218
165.361 17.8690
165.384 17.5263
165.396 17.2983
165.420 16.8160
165.443 16.2599
165.466 15.6343
165.490 14.9513
165.530 13.6683
165.570 12.2997
165.616 10.6795
165.663 9.08945
165.688 8.25599
165.714 7.45771
165.739 6.70092
165.765 5.99040
165.788 5.38220
165.800 5.09307
165.811 4.81732
165.823 4.55024
165.834 4.29640
165.846 4.05344
165.858 3.82128
165.869 3.59793
165.881 3.38705
165.893 3.18649
165.904 2.99605
165.916 2.81396
165.927 2.64307
165.939 2.48149
165.951 2.32894
165.966 2.14572
165.980 1.97727
