Ru-102(n,g) ENDFB-8.0
Energy(eV) XS(b)
1.00000E-05 63.8771
1.03125E-05 62.9018
1.06250E-05 61.9699
1.09375E-05 61.0782
1.12500E-05 60.2239
1.15625E-05 59.4045
1.18750E-05 58.6176
1.21875E-05 57.8612
1.25000E-05 57.1334
1.28125E-05 56.4323
1.31250E-05 55.7565
1.34375E-05 55.1043
1.37500E-05 54.4745
1.43750E-05 53.2772
1.50000E-05 52.1554
1.56250E-05 51.1017
1.62500E-05 50.1093
1.68750E-05 49.1726
1.75000E-05 48.2865
1.81250E-05 47.4467
1.87500E-05 46.6492
1.93750E-05 45.8906
2.00000E-05 45.1679
2.09375E-05 44.1451
2.18750E-05 43.1888
2.28125E-05 42.2920
2.37500E-05 41.4489
2.46875E-05 40.6543
2.56250E-05 39.9037
2.65625E-05 39.1932
2.75000E-05 38.5193
2.84375E-05 37.8791
2.93750E-05 37.2697
3.03125E-05 36.6888
3.12500E-05 36.1343
3.21875E-05 35.6042
3.31250E-05 35.0968
3.40625E-05 34.6104
3.50000E-05 34.1437
3.59375E-05 33.6954
3.68750E-05 33.2643
3.78125E-05 32.8494
3.87500E-05 32.4496
3.96875E-05 32.0640
4.06250E-05 31.6919
4.25000E-05 30.9849
4.43750E-05 30.3232
4.62500E-05 29.7022
4.81250E-05 29.1179
5.00000E-05 28.5667
5.15625E-05 28.1305
5.31250E-05 27.7138
5.46875E-05 27.3150
5.62500E-05 26.9329
5.78125E-05 26.5665
5.93750E-05 26.2146
6.09375E-05 25.8763
6.25000E-05 25.5508
6.40625E-05 25.2373
6.56250E-05 24.9350
6.71875E-05 24.6434
6.87500E-05 24.3618
7.18750E-05 23.8263
7.50000E-05 23.3246
7.81250E-05 22.8533
8.12500E-05 22.4096
8.43750E-05 21.9906
8.75000E-05 21.5944
9.06250E-05 21.2188
9.37500E-05 20.8622
9.68750E-05 20.5229
0.000100000 20.1997
0.000103125 19.8913
0.000106250 19.5966
0.000109375 19.3146
0.000112500 19.0445
0.000115625 18.7853
0.000118750 18.5365
0.000121875 18.2973
0.000125000 18.0672
0.000128125 17.8455
0.000131250 17.6317
0.000134375 17.4255
0.000137500 17.2264
0.000143750 16.8477
0.000150000 16.4930
0.000156250 16.1598
0.000162500 15.8459
0.000168750 15.5497
0.000175000 15.2695
0.000181250 15.0040
0.000187500 14.7518
0.000193750 14.5119
0.000200000 14.2833
0.000209375 13.9599
0.000218750 13.6575
0.000228125 13.3739
0.000237500 13.1073
0.000246875 12.8560
0.000256250 12.6186
0.000265625 12.3940
0.000275000 12.1809
0.000284375 11.9784
0.000293750 11.7857
0.000303125 11.6020
0.000312500 11.4267
0.000321875 11.2590
0.000331250 11.0986
0.000340625 10.9448
0.000350000 10.7972
0.000359375 10.6554
0.000368750 10.5191
0.000378125 10.3879
0.000387500 10.2614
0.000396875 10.1395
0.000406250 10.0218
0.000425000 9.79828
0.000443750 9.58904
0.000462500 9.39266
0.000481250 9.20787
0.000500000 9.03357
