Mn-55(n,tot) ENDFB-8.0
18832.4 2.17948
18832.7 2.07328
18833.0 1.98132
18833.6 1.82571
18834.1 1.70112
18834.7 1.60477
18835.3 1.53123
18835.8 1.47655
18836.4 1.43475
18837.0 1.40361
18837.6 1.38044
18838.1 1.36339
18838.7 1.35090
18839.2 1.34140
18840.2 1.32789
18841.3 1.31885
18842.4 1.31229
18844.5 1.30307
18846.6 1.29659
18850.8 1.28768
18855.1 1.28163
18863.6 1.27342
18872.0 1.26777
18886.6 1.26087
18901.1 1.25596
18930.2 1.25025
18959.3 1.24910
19001.1 1.25457
19042.9 1.26911
19063.8 1.27867
19084.7 1.29103
19105.6 1.30551
19116.0 1.31378
19118.6 1.31613
19120.0 1.31752
19121.3 1.31927
19122.6 1.32175
19123.2 1.32341
19123.9 1.32545
19124.5 1.32802
19125.2 1.33113
19125.8 1.33488
19126.5 1.33934
19127.2 1.34496
19127.9 1.35138
19129.3 1.36608
19130.7 1.38140
19132.1 1.39429
19133.3 1.40107
19133.8 1.40235
19133.9 1.40253
19134.0 1.40257
19134.1 1.40264
19134.3 1.40262
19134.6 1.40227
19135.0 1.40151
19135.8 1.39782
19136.7 1.39206
19139.2 1.36935
19140.5 1.35906
19141.1 1.35479
19141.7 1.35126
19142.4 1.34837
19143.0 1.34615
19143.7 1.34451
19144.3 1.34341
19144.9 1.34271
19145.6 1.34236
19146.8 1.34240
19148.1 1.34305
19149.4 1.34402
19151.9 1.34634
19157.0 1.35143
19168.5 1.36357
19198.5 1.39933
19228.5 1.44041
19258.5 1.48747
19288.5 1.54046
19318.5 1.59998
19348.5 1.66677
19378.5 1.74081
19408.5 1.82274
19431.4 1.89105
19454.3 1.96462
19477.1 2.04382
19500.0 2.12903
19521.5 2.21552
19543.0 2.30732
19564.5 2.40444
19585.9 2.50944
19607.4 2.62149
19628.9 2.73962
19650.4 2.86678
19671.9 3.00299
19693.4 3.14661
19714.9 3.30018
19736.3 3.46561
19757.8 3.64005
19779.3 3.82575
19800.8 4.02636
19822.3 4.23851
19843.8 4.46332
19863.3 4.68454
19882.8 4.91638
19902.4 5.16195
19921.9 5.42615
19941.4 5.70189
19960.9 5.99826
19980.5 6.30883
20000.0 6.64258
20024.0 7.08342
20048.1 7.55899
20060.1 7.80651
20072.1 8.07066
20096.1 8.62069
20120.1 9.21236
20144.2 9.85535
20168.2 10.5501
20180.2 10.9190
20192.2 11.3028
20200.5 11.5781
20208.8 11.8619
20213.0 12.0079
20217.2 12.1578
20219.2 12.2357
20220.3 12.2764
20221.3 12.3194
20222.4 12.3664
20222.9 12.3922
20223.4 12.4202
20223.9 12.4509
20224.4 12.4852
20225.0 12.5239
20225.5 12.5671
20225.9 12.6125
20226.4 12.6629
20226.9 12.7201
20227.3 12.7851
20227.8 12.8604
20228.3 12.9435
20228.7 13.0367
20229.2 13.1403
20229.6 13.2571
20230.1 13.3819
20230.6 13.5165
20231.0 13.6600
20231.9 13.9673
20232.9 14.2867
20233.5 14.5039
20234.1 14.7041
20234.8 14.8847
20235.4 15.0318
20235.9 15.1207
20236.4 15.1847
20237.0 15.2261
20237.5 15.2293
20238.0 15.2068
20238.4 15.1640
20238.8 15.1104
20239.2 15.0455
20239.6 14.9696
20240.0 14.8845
20240.6 14.7307
20241.2 14.5683
20242.4 14.2401
20243.0 14.0845
20243.6 13.9450
20244.2 13.8222
20244.9 13.7174
20245.3 13.6574
20245.7 13.6057
20246.5 13.5256
20246.9 13.4963
20247.3 13.4733
20247.7 13.4562
20248.1 13.4441
20248.5 13.4366
20249.0 13.4331
20249.4 13.4329
20249.8 13.4356
20250.2 13.4407
20250.6 13.4479
20251.4 13.4669
20252.2 13.4906
20253.1 13.5172
20254.7 13.5757
20256.3 13.6378
20258.0 13.7012
20261.2 13.8315
20264.5 13.9645
20271.1 14.2359
20282.3 14.7175
20301.0 15.5651
20319.8 16.4654
20338.5 17.4223
20357.2 18.4401
20375.9 19.5230
20394.6 20.6739
20413.4 21.8955
20432.1 23.1924
20460.1 25.2822
20474.1 26.3973
20488.1 27.5669
20516.1 30.0356
20544.1 32.7049
20572.1 35.5843
20600.2 38.6600
20628.2 41.9153
20656.2 45.3368
20737.4 55.7791
20778.0 60.9280
20788.1 62.1667
20798.3 63.3777
20808.4 64.5548
20813.5 65.1302
20816.0 65.4160
20818.6 65.7010
20820.2 65.8929
20821.1 65.9913
20821.9 66.0936
20822.7 66.2018
20823.5 66.3186
20824.4 66.4475
20825.2 66.5930
20826.0 66.7616
20826.9 66.9542
20827.7 67.1762
20828.5 67.4294
20829.4 67.7129
20830.2 68.0216
20831.9 68.6742
20832.5 68.9111
20833.1 69.1295
20833.7 69.3264
20834.3 69.4953
20834.8 69.6049
20835.3 69.6919
20835.8 69.7581
20835.8 69.7611
20835.9 69.7697
20836.0 69.7774
20836.2 69.7896
20836.5 69.8049
20836.9 69.8072
20837.4 69.7906
20837.8 69.7635
20838.1 69.7257
20838.9 69.6234
20839.6 69.4959
20840.3 69.3557
20841.4 69.1529
20842.0 69.0606
20842.5 68.9795
20843.0 68.9084
20843.6 68.8501
20844.1 68.8051
20844.6 68.7736
20845.2 68.7539
20845.7 68.7457
20846.3 68.7479
20846.8 68.7590
20847.3 68.7780
20847.9 68.8030
20848.4 68.8339
20848.9 68.8684
20850.0 68.9484
20851.1 69.0359
20852.2 69.1288
20853.2 69.2231
20855.4 69.4149
20857.5 69.6055
20861.8 69.9783
20866.0 70.3414
20874.5 71.0330
20891.5 72.2738
20908.5 73.3050
20925.5 74.0935
20942.4 74.7291
20959.4 75.0972
20976.4 75.2439
20993.4 75.2092
21013.7 74.8360
21034.1 74.1848
21054.4 73.2982
21074.8 72.1777
21095.1 70.8327
21115.5 69.3269
21156.1 65.9559
21237.5 58.4220
21278.2 54.6180
21318.9 50.9297
21342.3 48.8924
21365.7 46.9362
21412.5 43.2185
21459.3 39.8344
21482.7 38.2502
21506.1 36.7609
21553.0 33.9702
21599.8 31.4724
21623.2 30.3077
21646.6 29.2169
21693.4 27.1779
21741.2 25.3171
21765.1 24.4480
21788.9 23.6321
21836.7 22.1075
21860.6 21.4032
21884.5 20.7318
21887.7 20.6432
21889.4 20.5998
21891.0 20.5578
21891.8 20.5372
21892.6 20.5175
21893.4 20.4982
21894.2 20.4800
21895.9 20.4455
21897.5 20.4133
21899.1 20.3809
21900.8 20.3454
21901.6 20.3247
21902.0 20.3142
21902.0 20.3136
21902.1 20.3120
21902.2 20.3104
21902.3 20.3072
21902.5 20.3009
21903.3 20.2781
21904.5 20.2420
21905.7 20.2041
21907.3 20.1490
21909.0 20.0950
21909.8 20.0690
21910.6 20.0438
21911.5 20.0195
21912.3 19.9958
21913.1 19.9727
21914.0 19.9502
21915.6 19.9061
21918.9 19.8203
21932.2 19.4860
21958.8 18.8434
22011.9 17.6522
22046.1 16.9460
22080.4 16.2835
22114.6 15.6599
22148.9 15.0738
22183.1 14.5234
22217.4 14.0050
22251.7 13.5150
22285.9 13.0523
22309.0 12.7555
22314.8 12.6833
22320.6 12.6121
22323.5 12.5774
22324.9 12.5607
22325.7 12.5527
22326.4 12.5452
22327.1 12.5382
22327.8 12.5321
22328.5 12.5272
22329.3 12.5236
22330.0 12.5220
22330.7 12.5228
22331.4 12.5263
22332.2 12.5330
22332.9 12.5438
22333.7 12.5584
22334.4 12.5768
22335.2 12.5985
22336.7 12.6472
22338.2 12.6927
22339.1 12.7124
22340.0 12.7222
22340.7 12.7212
22341.0 12.7183
22341.1 12.7178
22341.2 12.7163
22341.3 12.7148
22341.5 12.7111
22341.9 12.7020
22342.6 12.6816
22343.2 12.6557
22344.2 12.6102
22345.1 12.5591
22347.0 12.4532
22348.0 12.4041
22348.9 12.3610
22349.5 12.3370
22350.1 12.3154
22350.7 12.2962
22351.3 12.2791
22351.8 12.2639
22352.4 12.2504
22353.0 12.2383
22353.6 12.2274
22354.2 12.2174
22354.8 12.2082
22355.4 12.1995
22356.0 12.1914
22357.2 12.1760
22358.3 12.1615
22360.7 12.1333
22363.0 12.1057
22367.8 12.0513
22386.6 11.8389
22434.4 11.3311
22482.1 10.8620
22534.9 10.3875
22561.3 10.1684
22587.7 9.96455
22597.2 9.89709
22606.6 9.83428
22616.0 9.77905
22620.7 9.75618
22625.4 9.73876
22630.5 9.72986
22633.0 9.73137
22635.5 9.73898
22638.0 9.75568
22640.5 9.78644
22643.0 9.84128
22644.3 9.88417
22645.6 9.94346
22646.6 10.0112
22647.6 10.1034
22648.6 10.2327
22649.6 10.4167
22650.2 10.5368
22650.7 10.6806
22651.2 10.8526
22651.7 11.0578
22652.2 11.3018
22652.7 11.5905
22653.2 11.9301
22653.7 12.3269
22654.2 12.7966
22654.8 13.3267
22655.3 13.9301
22655.8 14.6100
22656.3 15.3677
22656.8 16.2022
22657.3 17.1097
22657.8 18.0834
22658.4 19.1960
22658.9 20.3566
22660.0 22.7315
22660.8 24.4610
22661.3 25.2589
22661.7 26.0018
22662.1 26.7079
22662.5 27.3254
22663.0 27.8631
22663.4 28.2700
22664.0 28.6075
22664.5 28.7196
22664.6 28.7189
22664.7 28.7073
22664.9 28.6818
22665.1 28.5937
22665.7 28.2668
22666.2 27.7378
22666.8 27.0433
22667.3 26.1473
22667.9 25.1338
22668.4 24.1642
22668.9 23.1411
22669.9 21.0216
22670.6 19.3734
22671.4 17.8105
22671.8 17.0671
22672.2 16.3797
22672.6 15.7154
22672.9 15.1104
22673.3 14.6052
22673.6 14.1479
22674.0 13.7104
22674.3 13.3180
22674.6 12.9459
22675.0 12.6149
22675.3 12.3121
22675.6 12.0363
22676.3 11.5521
22676.9 11.1632
22677.6 10.8440
22678.3 10.5914
22679.0 10.3590
22679.8 10.1790
22680.6 10.0389
22681.4 9.92869
22682.1 9.84083
22682.9 9.76961
22684.4 9.66145
22686.0 9.58260
22687.5 9.52166
22689.1 9.47242
22690.6 9.43131
22694.1 9.35781
22697.6 9.30139
22701.1 9.25520
22704.6 9.21555
22711.5 9.14834
22718.5 9.09083
22726.7 9.03037
22734.9 8.97479
22751.4 8.87261
22767.8 8.77868
22784.2 8.69103
22817.1 8.53143
22849.9 8.39162
22889.4 8.25111
22928.8 8.14020
22968.2 8.06612
23007.6 8.03058
23037.2 8.03573
23066.8 8.07193
23096.3 8.14379
23125.9 8.25701
23140.7 8.32935
23155.5 8.41892
23170.3 8.52015
23185.1 8.63872
23199.8 8.77124
23214.6 8.92614
23229.4 9.10240
23244.2 9.30225
23262.3 9.58252
23280.3 9.90688
23298.4 10.2818
23316.5 10.7146
23334.5 11.2130
23352.6 11.7874
23370.7 12.4487
23379.7 12.8156
23388.7 13.2089
23397.6 13.6238
23406.5 14.0680
23415.3 14.5432
23424.2 15.0531
23433.1 15.5990
23442.0 16.1827
23450.8 16.8085
23459.7 17.4772
23468.6 18.1922
23477.4 18.9574
23486.3 19.7748
23495.2 20.6456
23504.0 21.5745
23512.9 22.5620
23521.8 23.6121
23530.6 24.7246
23539.5 25.9021
23548.4 27.1443
23557.2 28.4501
23566.1 29.8180
23583.8 32.7260
23601.5 35.8181
23619.2 39.0109
23637.0 42.1736
23654.7 45.1509
23663.5 46.5119
23672.4 47.7546
23681.3 48.8599
23690.1 49.8018
23699.0 50.5664
23707.9 51.1375
23719.8 51.5842
23731.6 51.6628
23740.5 51.4849
23749.5 51.1157
23758.4 50.5703
23767.3 49.8653
23776.2 49.0176
23785.1 48.0517
23802.9 45.8437
23820.7 43.3900
23838.5 40.8470
23856.3 38.3049
23874.1 35.8373
23887.4 34.0838
23900.6 32.4094
23913.9 30.8152
23927.1 29.3189
23940.4 27.9124
23953.6 26.5957
23966.8 25.3646
23980.1 24.2150
23991.3 23.3054
24002.5 22.4451
24025.0 20.8644
24036.2 20.1413
24047.4 19.4597
24058.7 18.8130
24069.9 18.2050
24092.3 17.0833
24114.8 16.0793
24137.2 15.1751
24159.7 14.3583
24182.1 13.6194
24204.6 12.9477
24227.0 12.3344
24249.5 11.7739
24271.9 11.2593
24294.4 10.7847
24316.8 10.3465
24339.3 9.93953
24356.4 9.64975
24382.1 9.24337
24394.9 9.05260
24401.3 8.96046
24404.5 8.91539
24407.7 8.87134
24409.9 8.84256
24412.0 8.81466
24414.1 8.78851
24415.2 8.77683
24416.3 8.76709
24416.8 8.76321
24417.3 8.76043
24417.9 8.75896
24418.4 8.75923
24418.9 8.76176
24419.5 8.76704
24420.0 8.77598
24420.5 8.78909
24421.1 8.80782
24421.6 8.83254
24422.2 8.86536
24422.7 8.90626
24423.2 8.95804
24423.8 9.01994
24424.3 9.09386
24424.8 9.18062
24425.5 9.30320
24426.1 9.44538
24426.7 9.60621
24427.4 9.78066
24428.0 9.97077
24428.6 10.1659
24429.9 10.5585
24430.5 10.7222
24431.0 10.8702
24431.6 10.9971
24432.2 11.0966
24432.7 11.1609
24433.2 11.2000
24433.8 11.2120
24434.2 11.1955
24434.7 11.1583
24435.1 11.1011
24435.7 11.0012
24436.2 10.8768
24436.8 10.7303
24437.3 10.5665
24437.9 10.3607
24438.6 10.1494
24439.8 9.72898
24440.5 9.52838
24441.1 9.34530
24441.7 9.17922
24442.4 9.03166
24442.8 8.93588
24443.3 8.85180
24443.7 8.77534
24444.2 8.70932
24444.6 8.65015
24445.1 8.59973
24445.6 8.55505
24446.0 8.51732
24446.5 8.48411
24446.9 8.45616
24447.4 8.43157
24447.8 8.41082
24448.3 8.39244
24448.7 8.37677
24449.2 8.36297
24449.6 8.35072
24450.5 8.32951
24451.5 8.31165
24452.4 8.29591
24453.3 8.28152
24455.1 8.25499
24456.9 8.23017
24460.2 8.18644
24463.6 8.14423
24470.2 8.06232
24476.8 7.98273
24483.5 7.90494
24496.8 7.75386
24510.0 7.60810
24536.0 7.33702
24561.9 7.08254
24613.8 6.61388
24665.6 6.19416
24717.5 5.80993
24768.1 5.46818
24818.7 5.15188
24869.3 4.85661
24919.9 4.57992
24970.5 4.32003
25021.1 4.07359
25071.7 3.83832
25122.3 3.61306
25175.4 3.38630
25228.5 3.16732
25281.6 2.95488
25334.8 2.74857
25441.0 2.34914
25547.3 1.96319
25588.4 1.81672
25629.5 1.67182
25670.6 1.52885
25691.2 1.45842
25701.4 1.42368
25706.6 1.40664
25709.1 1.39838
25710.4 1.39448
25711.7 1.39091
25712.5 1.38890
25713.4 1.38734
25714.2 1.38643
25715.0 1.38647
25715.9 1.38787
25716.7 1.39114
25717.1 1.39371
25717.5 1.39692
25718.4 1.40593
25719.2 1.41891
25720.0 1.43659
25720.8 1.45950
25721.7 1.48790
25722.5 1.52164
25723.3 1.55999
25725.0 1.64463
25726.3 1.71061
25727.0 1.73890
25727.7 1.76215
25728.3 1.77743
25728.9 1.78714
25729.4 1.79078
25729.7 1.79057
25730.2 1.78628
25731.0 1.76939
25732.2 1.72913
25733.3 1.67419
25735.1 1.57237
25736.0 1.52174
25736.9 1.47476
25737.7 1.43306
25738.6 1.39749
25739.5 1.36820
25740.4 1.34500
25741.2 1.32830
25742.0 1.31512
25742.8 1.30476
25743.6 1.29672
25744.4 1.29023
25745.2 1.28502
25746.0 1.28060
25746.8 1.27683
25748.4 1.27032
25750.0 1.26454
25753.1 1.25377
25765.9 1.21308
25783.8 1.15874
25801.8 1.10919
25810.8 1.08703
25819.8 1.06744
25828.7 1.05136
25837.7 1.04022
25842.2 1.03712
25846.7 1.03622
25850.7 1.03768
25854.6 1.04175
25858.5 1.04900
25862.4 1.06023
25866.4 1.07651
25870.3 1.09924
25872.3 1.11366
25874.2 1.13041
25876.2 1.15006
25878.2 1.17287
25880.2 1.20099
25882.3 1.23416
25884.3 1.27338
25886.4 1.31993
25888.5 1.37542
25889.5 1.40716
25890.5 1.44196
25891.6 1.48019
25892.6 1.52229
25893.6 1.56874
25894.6 1.61959
25895.9 1.68769
25897.1 1.76498
25898.3 1.85312
25899.5 1.95323
25900.7 2.06945
25901.3 2.13426
25901.9 2.20293
25902.5 2.27828
25903.2 2.35977
25903.8 2.44806
25904.4 2.54223
25904.9 2.62682
25905.4 2.71563
25905.8 2.81082
25906.3 2.91294
25906.8 3.02493
25907.3 3.14302
25907.8 3.27009
25908.3 3.40695
25908.8 3.55758
25909.3 3.71691
25909.8 3.88882
25910.3 4.07437
25910.8 4.27467
25911.3 4.49085
25911.7 4.72411
25912.2 4.97566
25912.8 5.26393
25913.3 5.56933
25913.8 5.90512
25914.3 6.25956
25914.8 6.64755
25915.3 7.05494
25915.8 7.48940
25916.3 7.95106
25916.9 8.44949
25917.4 8.96472
25917.9 9.51560
25918.4 10.0790
25919.4 11.2754
25920.5 12.5244
25921.7 14.0632
25922.4 14.8102
25923.0 15.5247
25923.6 16.1931
25924.2 16.8016
25924.9 17.3370
25925.5 17.7807
25926.1 18.1169
25926.7 18.3586
25927.3 18.5088
25927.8 18.5593
25928.0 18.5541
25928.7 18.4645
25929.3 18.2700
25929.9 17.9745
25930.5 17.5847
25931.1 17.1095
25931.7 16.5590
25932.3 15.9449
25932.9 15.2794
25934.2 13.8196
25935.4 12.2995
25936.6 10.8062
25937.3 10.0910
25937.9 9.41611
25938.5 8.73324
25939.2 8.09131
25939.8 7.49244
25940.5 6.93743
25941.1 6.42598
25941.8 5.95696
25942.4 5.52854
25943.1 5.13845
25943.7 4.78410
25944.4 4.46275
25945.0 4.17163
25945.7 3.90799
25946.3 3.66921
25947.0 3.45281
25947.6 3.25650
25948.3 3.08078
25948.9 2.91827
25949.6 2.77015
25950.2 2.63485
25950.9 2.51103
25951.5 2.39745
25952.2 2.29304
25952.8 2.19686
25953.5 2.10806
25954.1 2.02590
25954.8 1.94973
25955.4 1.87898
25956.1 1.81312
25957.4 1.69433
25958.7 1.59106
25959.6 1.52290
25960.5 1.46116
25961.5 1.40387
25962.4 1.35167
25963.4 1.30295
25964.3 1.25831
25966.2 1.17787
25968.1 1.10789
25970.0 1.04648
25971.9 0.992149
25973.8 0.943989
25975.3 0.908259
25976.8 0.875632
25978.4 0.845333
25979.9 0.817459
25983.0 0.767252
25986.0 0.723371
25989.1 0.684579
25992.2 0.649915
25995.3 0.618620
25998.3 0.590197
26000.9 0.567889
26003.5 0.547043
26006.1 0.527477
26008.7 0.509106
26013.9 0.475086
26019.1 0.444273
26024.3 0.415933
26029.5 0.389718
26034.7 0.365240
26039.9 0.342255
26044.6 0.322404
26049.3 0.303479
26054.0 0.285363
26058.8 0.267997
26063.5 0.251292
26068.2 0.235272
26072.9 0.219866
26077.6 0.205048
26082.6 0.190089
26087.6 0.175745
26092.5 0.162008
26097.5 0.148879
26102.4 0.136361
26107.4 0.124465
26112.4 0.113206
26117.3 0.102624
26122.3 0.0926995
26127.2 0.0834840
26132.2 0.0750100
26137.1 0.0673297
26142.1 0.0604529
26147.1 0.0544328
26152.0 0.0493004
26157.0 0.0451389
26160.8 0.0426745
26164.5 0.0408606
26168.3 0.0397204
26172.1 0.0392852
26177.3 0.0399042
26182.5 0.0420293
26187.7 0.0457866
26192.9 0.0512915
26198.1 0.0587084
26203.3 0.0681660
26208.4 0.0798500
26213.6 0.0939511
26218.8 0.110715
26224.0 0.130311
26229.2 0.153074
26234.4 0.179201
26239.6 0.209112
26242.2 0.225578
26244.8 0.243044
26247.4 0.261696
26250.0 0.281443
26252.6 0.302493
26255.2 0.324743
26257.8 0.348428
26260.4 0.373531
26263.0 0.400121
26265.6 0.428162
26268.2 0.457949
26270.8 0.489458
26273.4 0.522778
26276.0 0.557863
26278.6 0.595083
26281.2 0.634409
26283.8 0.675954
26286.4 0.719662
26289.0 0.765995
26291.5 0.814728
26294.1 0.866378
26296.7 0.920697
26299.3 0.978264
26301.9 1.03904
26304.5 1.10322
26307.1 1.17071
26309.7 1.24224
26312.3 1.31779
26314.9 1.39757
26317.5 1.48151
26320.1 1.57052
26322.7 1.66456
26325.3 1.76394
26327.9 1.86857
26330.5 1.97959
26333.1 2.09698
26335.7 2.22113
26338.3 2.35194
26340.9 2.49087
26343.5 2.63791
26346.1 2.79358
26348.7 2.95777
26351.3 3.13233
26353.9 3.31728
26356.5 3.51328
26359.1 3.72025
26361.7 3.94053
26364.3 4.17418
26366.9 4.42206
26369.5 4.68408
26372.1 4.96325
26374.7 5.25849
26377.3 5.57318
26379.8 5.90611
26382.5 6.26393
26385.1 6.64278
26387.7 7.04701
26390.3 7.47507
26392.9 7.93183
26395.5 8.41547
26398.1 8.92941
26400.8 9.47543
26403.4 10.0577
26406.0 10.6735
26408.6 11.3270
26411.2 12.0201
26413.8 12.7575
26416.4 13.5352
26419.0 14.3576
26421.7 15.2260
26424.4 16.2064
26427.2 17.2377
26430.0 18.3277
26432.8 19.4685
26435.6 20.6669
26438.4 21.9124
26443.9 24.5474
26449.5 27.3302
26455.1 30.1928
26460.6 33.0414
26466.2 35.7552
26470.3 37.5772
26474.3 39.2131
26478.4 40.6175
26482.4 41.7531
26485.4 42.4126
26488.5 42.8991
26491.5 43.2106
26494.6 43.3493
26497.6 43.3222
26500.6 43.1383
26503.7 42.8102
26506.7 42.3542
26509.7 41.7832
26512.8 41.1151
26518.9 39.5551
26524.9 37.7922
26531.0 35.9409
26537.1 34.0747
26543.2 32.2553
26549.0 30.5724
26554.9 28.9922
26560.8 27.5206
26566.7 26.1666
26572.5 24.9250
26578.4 23.7962
26584.3 22.7722
26590.1 21.8465
26596.6 20.9346
26603.0 20.1252
26609.5 19.4085
26615.9 18.7764
26622.4 18.2220
26628.8 17.7397
26635.2 17.3248
26641.7 16.9688
26647.0 16.7134
26652.4 16.4946
26657.8 16.3105
26663.1 16.1597
26673.9 15.9509
26684.6 15.8581
26693.2 15.8625
26705.0 15.9778
26716.8 16.2155
26728.6 16.5736
26740.4 17.0516
26752.2 17.6523
26764.0 18.3785
26775.9 19.2349
26787.7 20.2260
26795.0 20.9166
26802.4 21.6640
26809.8 22.4701
26817.1 23.3370
26824.5 24.2689
26831.9 25.2614
26839.2 26.3169
26846.6 27.4364
26854.0 28.6220
26861.4 29.8725
26868.7 31.1872
26876.1 32.5656
26890.8 35.4997
26905.6 38.6428
26932.4 44.7192
26945.9 47.7936
26959.3 50.7792
26972.7 53.5774
26986.2 56.0858
26999.6 58.2078
27006.3 59.0958
27013.0 59.8609
27022.0 60.6747
27030.9 61.2444
27039.9 61.5696
27048.8 61.6513
27057.8 61.4972
27066.7 61.1233
27075.7 60.5477
27084.6 59.7913
27093.6 58.8747
27102.6 57.8247
27120.5 55.4145
27138.4 52.7218
27156.3 49.9190
27174.2 47.0984
27192.1 44.3425
27218.2 40.5424
27231.2 38.7652
27244.3 37.0781
27257.4 35.4798
27270.4 33.9720
27283.5 32.5513
27296.5 31.2143
27312.7 29.6665
27328.9 28.2337
27345.1 26.9075
27361.3 25.6806
27377.4 24.5502
27393.6 23.4944
27409.8 22.5142
27426.0 21.6042
27444.5 20.6411
27463.0 19.7524
27481.5 18.9308
27500.0 18.1690
27527.0 17.1547
27554.0 16.2466
27581.0 15.4229
27608.0 14.6752
27635.0 13.9936
27662.0 13.3708
27689.0 12.7996
27716.0 12.2749
27749.0 11.6893
27782.0 11.1554
27815.0 10.6673
27848.0 10.2208
27881.0 9.80839
27913.9 9.42837
27946.9 9.07614
27979.9 8.74823
28033.9 8.25948
28087.9 7.82077
28141.9 7.42412
28195.9 7.06344
28226.6 6.87263
28234.3 6.82646
28242.0 6.78119
28245.9 6.75901
28247.8 6.74825
28249.7 6.73803
28250.7 6.73332
28251.6 6.72908
28252.6 6.72554
28253.5 6.72305
28254.0 6.72232
28254.5 6.72203
28255.0 6.72225
28255.5 6.72305
28255.9 6.72452
28256.4 6.72673
28256.9 6.72979
28257.4 6.73377
28258.2 6.74329
28259.1 6.75607
28259.9 6.77257
28260.8 6.79226
28262.5 6.83994
28264.1 6.89096
28265.5 6.92568
28266.8 6.94851
28267.9 6.95497
28268.3 6.95364
28268.4 6.95330
28268.5 6.95232
28268.7 6.95113
28269.0 6.94808
28269.5 6.93941
28270.5 6.91706
28271.4 6.88671
28272.7 6.83849
28274.0 6.78600
28275.2 6.73453
28276.5 6.68839
28277.4 6.65771
28278.4 6.63156
28279.4 6.60978
28279.8 6.60041
28280.3 6.59211
28281.1 6.58006
28281.9 6.56984
28282.6 6.56110
28283.4 6.55352
28284.2 6.54684
28285.0 6.54081
28285.8 6.53527
28286.5 6.53015
28288.1 6.52044
28289.7 6.51123
28292.8 6.49353
28299.0 6.45905
28305.2 6.42525
28330.1 6.29371
28391.4 5.99008
28452.7 5.71083
28514.0 5.45263
28575.3 5.21294
28621.3 5.04373
28676.9 4.85056
28704.7 4.75829
28718.6 4.71348
28725.5 4.69160
28729.0 4.68092
28732.5 4.67053
28735.8 4.66101
28737.5 4.65670
28739.2 4.65316
28740.0 4.65193
28740.8 4.65133
28741.7 4.65168
28742.5 4.65343
28742.9 4.65504
28743.4 4.65727
28743.8 4.66024
28744.2 4.66409
28744.6 4.66898
28745.0 4.67508
28745.5 4.68259
28745.9 4.69148
28746.4 4.70502
28746.9 4.72173
28747.4 4.74206
28747.9 4.76650
28748.4 4.79551
28748.9 4.82953
28749.4 4.86894
28749.9 4.91312
28751.0 5.02088
28752.0 5.15188
28753.0 5.30289
28754.0 5.46552
28754.8 5.60366
28755.7 5.73691
28756.5 5.85749
28757.4 5.95656
28758.0 6.01886
28758.7 6.05960
28759.4 6.07608
28759.6 6.07712
28760.1 6.07003
28760.5 6.05214
28761.0 6.02377
28761.5 5.98175
28762.0 5.92908
28763.0 5.79715
28764.0 5.64670
28764.9 5.48479
28766.1 5.29286
28766.8 5.17072
28767.6 5.06005
28768.2 4.98353
28768.7 4.91563
28769.3 4.85413
28769.9 4.80107
28770.5 4.75429
28771.0 4.71494
28771.6 4.68158
28772.2 4.65358
28772.7 4.63367
28773.1 4.61671
28773.6 4.60232
28774.1 4.59015
28774.6 4.57988
28775.1 4.57120
28775.5 4.56386
28776.0 4.55776
28776.5 4.55243
28777.0 4.54784
28777.5 4.54386
28777.9 4.54036
28778.9 4.53446
28779.8 4.52959
28780.8 4.52528
28781.8 4.52136
28783.7 4.51421
28787.5 4.50107
28791.3 4.48856
28795.1 4.47644
28802.8 4.45275
28815.4 4.41464
28828.1 4.37725
28853.3 4.30409
28903.8 4.16300
29004.8 3.89837
29084.4 3.70437
29164.0 3.52130
29243.6 3.34721
29323.2 3.18262
29402.8 3.02503
29482.3 2.87373
29641.5 2.58740
29751.7 2.40004
29861.9 2.21820
29972.1 2.03763
30027.2 1.94535
30082.3 1.84896
30111.4 1.79488
30140.4 1.73709
30169.5 1.67350
30198.6 1.60049
30214.7 1.55354
30230.7 1.49939
30238.8 1.46858
30246.8 1.43454
30254.8 1.39640
30262.9 1.35324
30271.3 1.30085
30275.5 1.27130
30279.7 1.23916
30283.9 1.20420
30288.1 1.16636
30292.3 1.12597
30296.5 1.08463
30300.0 1.05288
30301.7 1.03965
30303.4 1.03006
30305.2 1.02676
30306.9 1.03435
30307.7 1.04458
30308.6 1.06101
30309.5 1.08570
30310.3 1.12135
30310.9 1.15150
30311.4 1.18873
30312.0 1.23439
30312.5 1.29006
30313.1 1.35759
30313.6 1.43905
30314.2 1.53684
30314.7 1.65361
30315.3 1.79232
30315.8 1.95615
30316.4 2.14856
30316.9 2.37313
30317.5 2.63356
30318.0 2.93352
30318.6 3.27657
30318.8 3.46882
30319.1 3.66594
30319.6 4.08761
30320.2 4.55682
30320.4 4.81456
30320.7 5.07480
30321.2 5.63070
30321.8 6.24521
30322.3 6.89331
30322.8 7.59679
30323.3 8.32472
30323.9 9.17371
30324.5 10.0370
30325.6 11.8035
30326.7 13.4151
30327.2 14.1788
30327.7 14.8981
30328.3 15.6201
30328.9 16.2598
30329.5 16.8041
30330.1 17.2421
30330.4 17.4726
30330.8 17.6494
30331.2 17.7535
30331.5 17.8188
30331.8 17.8495
