Yb-170(n,g) ENDFB-8.0
0.000247792 39184.1
0.000254619 38654.4
0.000264810 37902.1
0.000275000 37192.1
0.000284358 36573.9
0.000293716 35985.6
0.000294336 35947.6
0.000294922 35911.8
0.000296489 35816.6
0.000298057 35722.1
0.000301192 35535.4
0.000307461 35170.5
0.000320000 34473.2
0.000334481 33717.2
0.000348962 33008.8
0.000350000 32959.7
0.000352344 32849.6
0.000354688 32740.7
0.000359375 32526.0
0.000368750 32108.9
0.000378125 31707.5
0.000387500 31320.7
0.000396875 30947.6
0.000406250 30587.6
0.000425000 29903.5
0.000443750 29263.3
0.000462500 28662.3
0.000481250 28096.8
0.000500000 27563.3
0.000515625 27141.2
0.000531250 26737.8
0.000546875 26351.8
0.000562500 25982.0
0.000578125 25627.2
0.000593750 25286.6
0.000609375 24959.1
0.000625000 24643.9
0.000640000 24352.3
0.000667500 23843.4
0.000695000 23364.9
0.000722500 22914.0
0.000750000 22488.1
0.000781250 22031.6
0.000812500 21601.7
0.000843750 21195.9
0.000875000 20811.9
0.000906250 20448.0
0.000937500 20102.4
0.000968750 19773.6
0.00100000 19460.3
0.00103125 19161.3
0.00106250 18875.6
0.00109375 18602.2
0.00112500 18340.3
0.00115625 18089.0
0.00118750 17847.7
0.00121875 17615.7
0.00125000 17392.4
0.00128000 17185.8
0.00133500 16825.3
0.00139000 16486.2
0.00144500 16166.7
0.00150000 15864.9
0.00156250 15541.4
0.00162500 15236.6
0.00168750 14948.9
0.00175000 14676.8
0.00181250 14418.7
0.00187500 14173.7
0.00193750 13940.5
0.00200000 13718.3
0.00207000 13481.5
0.00214000 13256.3
0.00221000 13041.9
0.00228000 12837.4
0.00235000 12642.0
0.00242000 12455.2
0.00249000 12276.2
0.00256000 12104.6
0.00256250 12098.6
0.00256836 12084.6
0.00257422 12070.6
0.00259619 12018.6
0.00261817 11967.3
0.00266211 11866.5
0.00275000 11672.2
0.00284375 11474.9
0.00293750 11287.1
0.00303125 11108.0
0.00312500 10936.9
0.00321875 10773.4
0.00331250 10616.8
0.00340625 10466.7
0.00350000 10322.6
0.00359375 10184.2
0.00368750 10051.0
0.00378125 9922.78
0.00387500 9799.21
0.00396875 9680.01
0.00406250 9564.94
0.00425000 9346.23
0.00443750 9141.43
0.00462500 8949.11
0.00481250 8768.05
0.00500000 8597.18
0.00512000 8492.74
0.00526125 8374.37
0.00540250 8260.62
0.00554375 8151.21
0.00568500 8045.87
0.00582625 7944.33
0.00596750 7846.39
0.00610875 7751.82
0.00625000 7660.44
0.00640625 7562.86
0.00656250 7468.75
0.00671875 7377.90
0.00687500 7290.13
0.00718750 7123.14
0.00750000 6966.58
0.00781250 6819.38
0.00812500 6680.64
0.00843750 6549.57
0.00875000 6425.49
0.00906250 6307.79
0.00937500 6195.93
0.00968750 6089.45
0.0100000 5987.91
0.0102400 5913.06
0.0106250 5798.23
0.0109803 5697.57
0.0113357 5601.59
0.0116910 5509.94
0.0120463 5422.30
0.0125000 5315.77
0.0128725 5232.46
0.0131250 5177.98
0.0136418 5071.13
0.0140084 4998.86
0.0143750 4929.32
0.0150000 4816.56
0.0156250 4710.48
0.0162500 4610.43
0.0168750 4515.87
0.0172539 4461.00
0.0175000 4426.29
0.0181250 4341.27
0.0187500 4260.43
0.0193989 4180.56
0.0200000 4109.97
0.0206625 4035.67
0.0213250 3964.76
0.0215912 3937.16
0.0225184 3844.79
0.0234456 3757.79
0.0243728 3675.64
0.0253000 3597.92
0.0264157 3509.70
0.0275314 3426.73
0.0286471 3348.50
0.0297628 3274.57
0.0299313 3263.76
0.0303172 3239.31
0.0307031 3215.31
0.0314750 3168.59
0.0318042 3149.17
0.0324922 3109.50
0.0331802 3071.03
0.0345563 2997.44
0.0359324 2927.97
0.0373084 2862.25
0.0376500 2846.47
0.0388078 2794.50
0.0399656 2744.73
0.0411234 2697.00
0.0422813 2651.17
0.0426292 2637.75
0.0435506 2602.96
0.0444719 2569.22
0.0463146 2504.66
0.0481573 2443.72
0.0500000 2386.05
0.0506000 2367.93
0.0516969 2335.59
0.0527938 2304.23
0.0549875 2244.24
0.0571813 2187.62
0.0593750 2134.05
0.0595257 2130.47
0.0598975 2121.71
0.0602693 2113.03
0.0613846 2087.44
0.0625000 2062.51
0.0640146 2029.68
0.0655292 1997.96
0.0670438 1967.29
0.0685584 1937.61
0.0700730 1908.86
0.0715876 1881.01
0.0731022 1854.00
0.0746168 1827.79
0.0750000 1821.28
0.0765625 1795.24
0.0781250 1769.96
0.0812500 1721.55
0.0843750 1675.81
0.0875000 1632.50
0.0906250 1591.42
0.0937500 1552.37
0.0968750 1515.20
0.100000 1479.76
0.102344 1454.24
0.104688 1429.58
0.107031 1405.74
0.109375 1382.68
0.111719 1360.34
0.114063 1338.71
0.116406 1317.73
0.118750 1297.39
0.119051 1294.82
0.119795 1288.52
0.120539 1282.27
0.122026 1269.96
0.125000 1246.02
0.128125 1221.78
0.131250 1198.44
0.134375 1175.93
0.137500 1154.22
0.140625 1133.27
0.143750 1113.03
0.146875 1093.47
0.150000 1074.56
0.153125 1056.27
0.156250 1038.56
0.159375 1021.41
0.162500 1004.79
0.165625 988.679
0.168750 973.055
0.171875 957.899
0.175000 943.189
0.178125 928.905
0.181250 915.027
0.184375 901.540
0.187500 888.428
0.193750 863.269
0.200000 839.441
0.204688 822.392
0.209375 806.011
0.214063 790.264
0.218750 775.116
0.223438 760.538
0.228125 746.501
0.232813 732.982
0.237500 719.956
0.238103 718.316
0.240409 712.112
0.242715 706.020
0.247327 694.156
0.251939 682.703
0.256551 671.644
0.261164 660.964
0.265776 650.653
0.270388 640.697
0.275000 631.082
0.282031 617.052
0.289063 603.746
0.296094 591.129
0.303125 579.162
0.310156 567.812
0.317188 557.053
0.324219 546.866
0.331250 537.232
0.335938 531.106
0.340625 525.209
0.345313 519.534
0.350000 514.075
0.357617 505.659
0.365234 497.799
0.372852 490.484
0.380469 483.696
0.388086 477.421
0.395703 471.648
0.403320 466.376
0.410938 461.606
0.417969 457.653
0.425000 454.133
0.430544 451.661
0.436088 449.458
0.441632 447.528
0.447176 445.875
0.452721 444.506
0.458265 443.429
0.463809 442.649
0.469353 442.172
0.477015 442.031
0.484676 442.519
0.500000 445.519
0.512117 449.968
0.524234 456.451
0.536351 465.232
0.548467 476.633
0.560584 491.065
0.572701 509.108
0.578760 519.696
0.584818 531.458
0.590876 544.510
0.596935 558.986
0.605659 582.639
0.614382 610.088
0.623106 641.979
0.627468 659.839
0.631830 679.133
0.636192 700.001
0.640554 722.595
0.644916 747.089
0.649278 773.677
0.653639 802.574
0.658001 834.027
0.662363 868.318
0.666725 905.764
0.672456 960.391
0.678187 1022.08
0.681053 1055.93
0.683919 1092.00
0.686784 1130.46
0.689650 1171.53
0.692515 1215.42
0.695381 1262.38
0.698247 1312.66
0.701112 1366.57
0.703978 1424.42
0.706843 1486.58
0.709709 1553.44
0.712574 1625.42
0.715180 1695.71
0.717785 1771.01
0.720390 1851.75
0.722995 1938.38
0.725600 2031.39
0.728205 2131.28
0.730810 2238.62
0.733415 2353.96
0.735837 2468.90
0.738259 2591.75
0.740681 2722.99
0.743103 2863.09
0.745136 2987.86
0.747169 3119.40
0.749202 3257.93
0.751235 3403.59
0.753268 3556.49
0.755301 3716.65
0.757334 3884.04
0.759367 4058.50
0.761234 4224.76
0.763102 4396.46
0.764969 4573.25
0.766836 4754.59
0.768703 4939.89
0.770571 5128.39
0.772438 5319.25
0.774305 5511.47
0.775877 5673.54
0.777449 5835.07
0.779021 5995.28
0.780593 6153.33
0.783736 6459.45
0.786880 6746.06
0.789395 6956.21
0.791910 7145.17
0.794425 7309.29
0.796940 7445.25
0.799455 7550.18
0.801970 7621.83
0.804485 7658.59
0.807000 7659.62
0.809600 7623.08
0.811953 7557.74
0.814305 7462.98
0.816658 7340.55
0.819010 7192.66
0.821363 7021.89
0.823715 6831.10
0.826068 6623.37
0.828420 6401.83
0.831608 6085.22
0.834795 5756.59
0.837983 5422.90
0.841171 5090.29
0.844359 4763.93
0.847546 4447.98
0.850734 4145.59
0.853922 3858.97
0.856984 3599.78
0.860046 3357.05
0.863109 3130.91
0.866171 2921.11
0.869234 2727.12
0.872296 2548.19
0.875358 2383.45
0.878421 2231.98
0.881684 2084.07
0.884947 1948.97
0.888210 1825.53
0.891473 1712.69
0.894736 1609.47
0.897999 1514.95
0.901262 1428.30
0.904525 1348.75
0.906912 1294.67
0.909299 1243.77
0.911686 1195.84
0.914073 1150.66
0.916762 1102.81
0.919452 1057.95
0.922142 1015.86
0.924832 976.323
0.927522 939.148
0.930212 904.159
0.932902 871.195
0.935592 840.110
0.940971 783.044
0.946351 732.015
0.951731 686.224
0.957111 644.996
0.962472 607.880
0.967833 574.241
0.973194 543.667
0.978555 515.804
0.983917 490.347
0.989278 467.034
0.994639 445.637
1.00000 425.958
1.00793 399.624
1.01587 376.202
1.02380 355.289
1.03173 336.560
1.03967 319.737
1.04760 304.595
1.05553 290.941
1.06347 278.614
1.07000 269.363
1.07875 258.125
1.08750 248.089
1.09625 239.148
1.10500 231.219
1.11375 224.238
1.12250 218.159
1.13125 212.954
1.14000 208.616
1.14842 205.271
1.15684 202.771
1.16525 201.172
1.17367 200.556
1.18275 201.134
1.18729 201.969
1.19184 203.213
1.19638 204.905
1.20092 207.095
1.20546 209.839
1.21000 213.203
1.21602 218.752
1.22203 225.745
1.22504 229.862
1.22805 234.442
1.23106 239.524
1.23406 245.149
1.23707 251.367
1.24008 258.222
1.24309 265.763
1.24609 274.036
1.24910 283.095
1.25211 292.981
1.25512 303.732
1.25813 315.375
1.26250 333.946
1.26688 354.441
1.27125 376.756
1.27563 400.663
1.28000 425.792
1.28419 450.502
1.28919 479.987
1.29419 508.272
1.29919 533.950
1.30169 545.356
1.30419 555.569
1.30814 568.887
1.31209 578.247
1.31605 583.225
1.31802 583.985
1.32000 583.572
1.32250 581.368
1.32500 577.315
1.32750 571.472
1.33000 563.927
1.33250 554.795
1.33500 544.213
1.33750 532.335
1.34000 519.330
1.34500 490.652
1.35000 459.615
1.35250 443.643
1.36000 395.731
1.36413 370.218
1.36739 350.911
1.37065 332.476
1.37391 315.013
1.37717 298.581
1.38043 283.206
1.38369 268.888
1.38695 255.606
1.39021 243.321
1.39377 230.999
1.39733 219.732
1.39999 211.923
1.40266 204.632
1.40533 197.822
1.40800 191.460
1.41066 185.515
1.41333 179.955
1.41866 169.882
1.42400 161.033
1.42933 153.232
1.43467 146.324
1.44000 140.180
1.44447 135.539
1.44894 131.305
1.45342 127.430
1.45789 123.873
1.46236 120.600
1.46683 117.580
1.47578 112.195
1.48472 107.544
1.49366 103.493
1.50261 99.9361
1.51155 96.7935
1.52000 94.1467
1.53000 91.3574
1.54000 88.8865
1.55000 86.6890
1.56000 84.7288
1.57000 82.9766
1.58000 81.4076
1.60000 78.7396
1.62000 76.6030
1.64000 74.9266
1.66000 73.6663
1.68000 72.7918
1.70000 72.2853
1.72000 72.1437
1.74000 72.3792
1.76000 73.0190
1.78000 74.1061
1.80000 75.6975
1.81000 76.7052
1.82000 77.8694
1.83000 79.2043
1.84000 80.7261
1.85000 82.4538
1.86000 84.4103
1.87000 86.6225
1.88000 89.1226
1.89000 91.9485
1.90000 95.1441
1.91000 98.7610
1.92000 102.859
1.93000 107.511
1.94000 112.804
1.95000 118.844
1.96000 125.763
1.96500 129.602
1.97000 133.725
1.97500 138.161
1.98000 142.939
1.98500 148.093
1.99000 153.663
1.99500 159.692
2.00000 166.231
2.00443 172.500
2.00887 179.258
2.01330 186.555
2.01773 194.449
2.02217 203.007
2.02660 212.299
2.03103 222.412
2.03547 233.442
2.03935 243.951
2.04324 255.333
2.04712 267.691
2.05100 281.132
2.05489 295.788
2.05877 311.796
2.06266 329.331
2.06654 348.573
2.06964 365.291
2.07274 383.351
2.07583 402.895
2.07893 424.074
2.08203 447.051
2.08513 472.010
2.08822 499.148
2.09132 528.679
2.09462 563.091
2.09793 600.774
2.10123 642.063
2.10454 687.252
2.10784 736.693
2.11115 790.672
2.11445 849.498
2.11775 913.432
2.12106 982.705
2.12436 1057.41
2.12767 1137.60
2.13097 1223.21
2.13428 1314.03
2.13758 1409.62
2.14088 1509.45
2.14419 1612.75
2.14735 1713.81
2.15050 1816.13
2.15682 2019.74
2.16313 2212.60
2.16629 2301.19
2.16944 2382.46
2.17201 2442.18
2.17458 2495.26
2.17715 2541.04
2.17972 2578.88
2.18229 2608.28
2.18486 2628.81
2.18743 2640.20
2.19000 2642.27
2.19339 2630.72
2.19679 2603.20
2.20018 2560.38
2.20358 2503.35
2.20708 2430.91
2.21059 2346.52
2.21409 2252.11
2.21760 2149.82
2.22110 2041.71
2.22461 1929.93
2.23162 1702.87
2.23534 1584.02
2.23907 1468.58
2.24279 1357.82
2.24652 1252.73
2.25024 1153.92
2.25397 1061.83
2.25769 976.589
2.26142 898.213
2.26514 826.479
2.26887 761.120
2.27259 701.766
2.27631 648.010
2.28004 599.380
2.28376 555.454
2.28749 515.770
2.29121 479.929
2.29392 456.039
2.29663 433.828
2.29934 413.165
2.30205 393.932
2.30476 376.002
2.30747 359.277
2.31017 343.660
2.31288 329.068
2.31610 312.944
2.31932 298.021
2.32253 284.185
2.32575 271.342
2.32897 259.394
2.33218 248.268
2.33540 237.886
2.33862 228.189
2.34183 219.114
2.34505 210.614
2.34827 202.637
2.35148 195.146
2.35470 188.097
2.35791 181.461
2.36113 175.202
2.36435 169.295
2.37020 159.369
2.37604 150.383
2.38189 142.220
2.38774 134.781
2.39531 126.090
2.40289 118.320
2.41046 111.345
2.41803 105.058
2.42560 99.3701
2.43318 94.2074
2.44075 89.5056
2.44832 85.2111
2.45543 81.5064
2.46254 78.0860
2.46965 74.9198
2.47676 71.9832
2.48388 69.2530
2.49099 66.7104
2.49810 64.3375
2.50521 62.1197
2.51232 60.0428
2.51943 58.0953
2.53365 54.5454
2.54787 51.3959
2.56209 48.5870
2.57293 46.6451
2.57675 45.9959
2.58870 44.0823
2.60065 42.3245
2.61261 40.7043
2.62456 39.2066
2.63651 37.8179
2.64846 36.5276
2.66041 35.3259
2.67236 34.2045
2.69626 32.1735
2.72016 30.3844
2.74406 28.7973
2.76796 27.3800
2.78451 26.4841
2.80105 25.6498
2.81760 24.8708
2.83415 24.1420
2.86724 22.8162
2.90034 21.6410
2.93343 20.5918
2.96652 19.6483
2.99962 18.7944
3.03271 18.0174
3.05815 17.4659
3.08359 16.9500
3.13447 16.0110
3.18535 15.1765
3.23623 14.4295
3.28710 13.7574
3.33798 13.1479
3.38886 12.5921
3.43974 12.0836
3.48850 11.6352
3.53726 11.2221
3.58601 10.8385
3.63477 10.4799
3.68353 10.1451
3.73229 9.83209
3.78105 9.53776
3.82980 9.26261
3.92732 8.76257
4.02484 8.32136
4.12235 7.92329
4.21987 7.57179
4.30655 7.28962
4.31422 7.26590
4.33565 7.20088
4.35708 7.13776
4.39994 7.01687
4.48567 6.79225
4.57139 6.58900
4.65711 6.40696
4.74283 6.24411
4.82856 6.09756
4.91428 5.97079
5.00000 5.86099
5.11414 5.74185
5.22827 5.65501
5.34240 5.60182
5.45654 5.58352
5.46495 5.58361
5.49834 5.58671
5.53173 5.59432
5.59852 5.62253
5.66530 5.66941
5.73208 5.73817
5.79886 5.83285
5.86565 5.95875
5.93243 6.12298
5.96582 6.22278
5.99921 6.33628
6.04140 6.50174
6.08359 6.69671
6.12578 6.92841
6.16797 7.20498
6.18907 7.36320
6.21016 7.53679
6.23126 7.72766
6.25235 7.93800
6.27345 8.17039
6.29454 8.42785
6.31564 8.71404
6.33673 9.03345
6.35424 9.32771
6.37175 9.65232
6.38926 10.0116
6.40677 10.4105
6.42428 10.8550
6.44178 11.3522
6.45929 11.9108
6.47680 12.5417
6.49233 13.1725
6.50786 13.8820
6.52338 14.6845
6.53891 15.5970
6.54668 16.1010
6.55444 16.6411
6.56220 17.2207
6.56997 17.8438
6.57773 18.5152
6.58550 19.2400
6.59326 20.0241
6.60102 20.8745
6.61091 22.0653
6.62079 23.3957
6.63067 24.8894
6.63561 25.7062
6.64055 26.5751
6.64549 27.5009
6.65043 28.4889
6.65537 29.5449
6.66031 30.6753
6.66525 31.8881
6.67020 33.1913
6.67514 34.5947
6.68008 36.1086
6.68396 37.3839
6.68784 38.7420
6.69172 40.1901
6.69560 41.7365
6.69949 43.3902
6.70337 45.1613
6.70725 47.0609
6.71113 49.1015
6.71501 51.2965
6.71890 53.6610
6.72278 56.2116
6.72666 58.9664
6.73054 61.9452
6.73442 65.1698
6.73831 68.6635
6.74219 72.4519
6.74484 75.2177
6.74748 78.1423
6.75013 81.2350
6.75278 84.5056
6.75542 87.9644
6.75807 91.6218
6.76072 95.4883
6.76336 99.5734
6.76601 103.891
6.76866 108.450
6.77130 113.263
6.77395 118.337
6.77660 123.687
6.77924 129.322
6.78189 135.250
6.78454 141.479
6.78842 151.182
6.79230 161.574
6.79618 172.673
6.80007 184.485
6.80395 197.012
6.80783 210.244
6.81171 224.161
6.81559 238.727
6.82265 266.738
6.82971 296.357
6.83723 329.087
6.84476 362.176
6.85228 394.605
6.85980 425.224
6.86671 450.732
6.87017 462.246
6.87362 472.784
6.87707 482.251
6.88053 490.549
6.88398 497.594
6.88744 503.315
6.89058 507.317
6.89372 510.142
6.89686 511.765
6.90000 512.172
6.90314 511.360
6.90628 509.337
6.90942 506.121
6.91256 501.742
6.91570 496.235
6.91884 489.652
6.92513 473.483
6.92934 460.614
6.93355 446.333
6.93776 430.839
6.94198 414.344
6.95040 379.171
6.95883 342.469
6.96737 305.246
6.97590 269.300
6.98017 252.127
6.98444 235.621
6.98871 219.853
6.99298 204.884
6.99725 190.740
7.00152 177.446
7.00578 165.006
7.01005 153.416
7.01432 142.653
7.01859 132.695
7.02286 123.504
7.02713 115.046
7.02984 110.024
7.03256 105.271
7.03528 100.772
7.03799 96.5205
7.04071 92.5005
7.04343 88.7036
7.04614 85.1158
7.04886 81.7285
7.05158 78.5286
7.05429 75.5079
7.05701 72.6540
7.05972 69.9593
7.06244 67.4125
7.06516 65.0065
7.07059 60.5811
7.07486 57.4314
7.07913 54.5407
7.08340 51.8839
7.08766 49.4391
7.09193 47.1847
7.09620 45.1029
7.10047 43.1773
7.10474 41.3936
7.10901 39.7377
7.11328 38.1983
7.11755 36.7647
7.12181 35.4278
7.12608 34.1785
7.13035 33.0098
7.13462 31.9145
7.13889 30.8869
7.14432 29.6678
7.14975 28.5391
7.15519 27.4921
7.16062 26.5190
7.16605 25.6130
7.17149 24.7680
7.17692 23.9787
7.18235 23.2404
7.19322 21.8995
7.20408 20.7165
7.21495 19.6677
7.22581 18.7341
7.23422 18.0804
7.24263 17.4800
7.25104 16.9273
7.25945 16.4179
7.26786 15.9474
7.27627 15.5124
7.29308 14.7363
7.30990 14.0679
7.32672 13.4904
7.34353 12.9901
7.36035 12.5556
7.37536 12.2162
7.39037 11.9167
7.40537 11.6524
7.42038 11.4197
7.43539 11.2153
7.45040 11.0364
7.48041 10.7464
7.51043 10.5345
7.54044 10.3894
7.57046 10.3027
7.60047 10.2684
7.63323 10.2854
7.66599 10.3560
7.69875 10.4781
7.73151 10.6512
7.76427 10.8765
7.79703 11.1563
7.82979 11.4947
7.86255 11.8972
7.88913 12.2761
7.91572 12.7076
7.94230 13.1981
7.96888 13.7560
7.99546 14.3915
8.02205 15.1175
8.04863 15.9504
8.06192 16.4133
8.07521 16.9114
8.09291 17.6356
8.11061 18.4390
8.12831 19.3340
8.14601 20.3358
8.16371 21.4630
8.18141 22.7389
8.19026 23.4415
8.19911 24.1930
8.20796 24.9982
8.21681 25.8627
8.23039 27.3199
8.24397 28.9608
8.25076 29.8607
8.25755 30.8205
8.26434 31.8460
8.27112 32.9439
8.27791 34.1221
8.28470 35.3891
8.29149 36.7552
8.29828 38.2320
8.30507 39.8328
8.31186 41.5736
8.31865 43.4726
8.32544 45.5513
8.33373 48.3737
8.34203 51.5587
8.34618 53.3082
8.35033 55.1752
8.35448 57.1711
8.35863 59.3080
8.36278 61.5996
8.36693 64.0610
8.37108 66.7089
8.37522 69.5618
8.37937 72.6398
8.38352 75.9652
8.38767 79.5621
8.39182 83.4560
8.39521 86.8844
8.39861 90.5470
8.40200 94.4635
8.40540 98.6502
8.40879 103.129
8.41219 107.918
8.41558 113.040
8.41898 118.514
8.42237 124.366
8.42576 130.614
8.42916 137.284
8.43255 144.393
8.43595 151.969
8.43934 160.025
8.44274 168.585
8.44613 177.664
8.45028 189.492
8.45443 202.142
8.45858 215.630
8.46273 229.962
8.46688 245.135
8.47102 261.133
8.47517 277.930
8.47932 295.484
8.48309 312.052
8.48687 329.141
8.49064 346.695
8.49441 364.630
8.49743 379.202
8.50044 393.913
8.50346 408.711
8.50648 423.540
8.51251 453.049
8.51855 481.903
8.52601 515.867
8.53348 546.871
8.54041 572.049
8.54733 592.953
8.55300 606.395
8.55867 616.212
8.56433 622.183
8.57000 624.174
8.57567 622.147
8.58134 616.165
8.58700 606.379
8.59267 593.032
8.59923 573.555
8.60579 550.337
8.61235 524.059
8.61891 495.451
8.62483 468.256
8.63075 440.302
8.63667 412.092
8.64259 384.085
8.65066 346.936
8.65873 311.748
8.66277 295.085
8.66680 279.126
8.67084 263.905
8.67487 249.459
8.68079 229.701
8.68671 211.657
8.68967 203.271
8.69263 195.305
8.69559 187.746
8.69855 180.590
8.70151 173.822
8.70447 167.434
8.70743 161.410
8.71039 155.740
8.71335 150.407
8.71630 145.400
8.71926 140.702
8.72222 136.303
8.72653 130.402
8.73083 125.056
8.73514 120.223
8.73944 115.866
8.74375 111.943
8.74805 108.422
8.75236 105.270
8.75666 102.456
8.76097 99.9526
8.76527 97.7339
8.76958 95.7773
8.77388 94.0624
8.77819 92.5695
8.78249 91.2828
8.79110 89.2684
8.79971 87.9193
8.80832 87.1586
8.81424 86.9461
8.82015 86.9695
8.82607 87.2177
8.83199 87.6822
8.83791 88.3571
8.84383 89.2388
8.84975 90.3257
8.85567 91.6185
8.86159 93.1197
8.86751 94.8337
8.87343 96.7669
8.87934 98.9277
8.88526 101.327
8.89118 103.977
8.89710 106.893
8.90302 110.092
8.90840 113.266
8.91378 116.709
8.91916 120.444
8.92454 124.493
8.92992 128.885
8.93531 133.650
8.94069 138.823
8.94607 144.445
8.95010 148.985
8.95414 153.826
8.95817 158.992
8.96221 164.510
8.96625 170.413
8.97028 176.732
8.97432 183.505
8.97835 190.771
8.98239 198.580
8.98642 206.980
8.99046 216.028
8.99450 225.782
8.99853 236.316
9.00257 247.699
9.00660 260.019
9.01064 273.359
9.01360 283.852
9.01656 294.986
9.01952 306.811
9.02248 319.365
9.02544 332.706
9.02839 346.875
9.03135 361.935
9.03431 377.932
9.03727 394.932
9.04023 412.984
9.04319 432.162
9.04615 452.513
9.04911 474.115
9.05207 497.016
9.05503 521.288
9.05799 546.993
9.06041 569.142
9.06283 592.317
9.06525 616.568
9.06767 641.905
9.07010 668.378
9.07252 695.993
9.07494 724.784
9.07736 754.774
9.07978 785.995
9.08220 818.434
9.08462 852.132
9.08705 887.068
9.09189 960.713
9.09673 1039.31
9.09969 1089.75
9.10265 1141.95
9.10561 1195.85
9.10857 1251.34
9.11449 1366.77
9.12041 1487.26
9.12633 1611.55
9.13225 1738.09
9.14408 1990.54
9.15020 2116.27
9.15632 2235.46
9.16244 2345.53
9.16856 2443.95
9.17219 2495.84
9.17581 2542.35
9.17944 2583.05
9.18307 2617.59
9.18670 2645.65
9.19033 2666.97
9.19395 2681.35
9.19758 2688.65
9.20000 2689.56
9.20555 2679.65
9.20884 2665.96
9.21213 2646.58
9.21542 2621.65
9.21871 2591.38
9.22529 2515.75
9.23187 2421.94
9.23570 2360.05
9.23953 2293.51
9.24718 2148.87
9.25484 1992.97
9.26249 1830.80
9.27885 1483.80
9.28703 1319.04
9.29112 1240.36
9.29520 1164.58
9.29929 1091.92
9.30338 1022.57
9.30747 956.649
9.31156 894.232
9.31565 835.345
9.31974 779.977
9.32383 728.080
9.32792 679.575
9.33052 650.418
9.33312 622.573
9.33572 595.995
9.33833 570.648
9.34093 546.494
9.34353 523.492
9.34613 501.601
9.34873 480.781
9.35134 460.989
9.35394 442.183
9.35654 424.319
9.35914 407.358
9.36174 391.256
9.36435 375.975
9.36695 361.472
9.36955 347.711
9.37364 327.493
9.37773 308.873
9.38182 291.718
9.38591 275.905
9.38999 261.319
9.39408 247.853
9.39817 235.408
9.40226 223.895
9.40635 213.230
9.41044 203.338
9.41453 194.150
9.41862 185.604
9.42271 177.643
9.42680 170.217
9.43088 163.278
9.43497 156.786
9.43906 150.700
9.44315 144.991
9.44724 139.625
9.45133 134.575
9.45542 129.817
9.45951 125.326
9.46769 117.070
9.47586 109.665
9.48404 102.994
9.49222 96.9598
9.50040 91.4803
9.50783 86.9224
9.51527 82.7234
9.52270 78.8442
9.53014 75.2531
9.53757 71.9206
9.54501 68.8224
9.55244 65.9358
9.55987 63.2421
9.56731 60.7235
9.57474 58.3654
9.58218 56.1536
9.58961 54.0765
9.59705 52.1227
9.60448 50.2830
9.61935 46.9103
9.62753 45.2121
9.63571 43.6142
9.64389 42.1087
9.65206 40.6884
9.66842 38.0788
