Xe-134(n,g) ENDFB-8.0
3.20000 12.2624
3.21714 12.2259
3.23427 12.1326
3.26854 11.8738
3.30282 11.6560
3.33709 11.5245
3.37136 11.4524
3.40563 11.4116
3.47418 11.3719
3.58316 11.3543
3.73302 11.3649
3.88288 11.3985
4.03274 11.4494
4.18259 11.5160
4.33245 11.5972
4.48231 11.6930
4.63217 11.8030
4.78203 11.9274
4.89101 12.0269
5.00000 12.1345
5.15625 12.3024
5.31250 12.4867
5.46875 12.6882
5.62500 12.9076
5.78125 13.1457
5.93750 13.4033
6.09375 13.6814
6.25000 13.9813
6.40625 14.3042
6.56250 14.6516
6.71875 15.0251
6.87500 15.4266
7.03125 15.8580
7.18750 16.3218
7.34375 16.8204
7.50000 17.3567
7.65625 17.9341
7.81250 18.5560
7.96875 19.2265
8.12500 19.9504
8.28125 20.7327
8.43750 21.5771
8.51563 22.0247
8.59375 22.4925
8.67188 22.9801
8.75000 23.4884
8.85742 24.2232
8.96484 25.0025
9.07227 25.8298
9.17969 26.7088
9.28711 27.6440
9.39453 28.6400
9.50195 29.7021
9.60938 30.8362
9.70703 31.9350
9.80469 33.1042
9.90234 34.3495
10.0000 35.6774
10.0915 37.0033
10.1830 38.4157
10.2745 39.9220
10.3659 41.5306
10.4574 43.2509
10.5489 45.0935
10.6404 47.0701
10.7319 49.1941
10.8233 51.4806
10.9148 53.9466
11.0063 56.6113
11.0978 59.4967
11.1893 62.6281
11.2807 66.0342
11.3722 69.7483
11.4637 73.8088
11.5552 78.2609
11.6009 80.6493
11.6467 83.1557
11.6924 85.7880
11.7381 88.5548
11.7839 91.4655
11.8296 94.5303
11.8754 97.7603
11.9211 101.168
11.9668 104.766
12.0126 108.569
12.0583 112.593
12.1041 116.857
12.1498 121.378
12.1955 126.179
12.2538 132.730
12.3120 139.822
12.3702 147.513
12.4284 155.878
12.4866 165.011
12.5448 175.009
12.6030 185.980
12.6613 198.051
12.7070 208.410
12.7527 219.625
12.7985 231.797
12.8442 245.039
12.8900 259.479
12.9357 275.268
12.9814 292.579
13.0272 311.615
13.0729 332.614
13.0958 343.935
13.1187 355.856
13.1415 368.420
13.1644 381.673
13.1873 395.668
13.2101 410.461
13.2330 426.114
13.2559 442.694
13.2788 460.278
13.3016 478.946
13.3245 498.789
13.3474 519.908
13.3702 542.413
13.3931 566.427
13.4222 599.392
13.4513 635.347
13.4804 674.669
13.5095 717.782
13.5386 765.231
13.5678 817.604
13.5969 875.604
13.6114 906.956
13.6260 940.037
13.6488 995.864
13.6717 1056.82
13.6946 1123.57
13.7175 1196.87
13.7403 1277.60
13.7632 1366.78
13.7861 1465.63
13.7975 1519.14
13.8089 1575.57
13.8204 1635.25
13.8318 1698.30
13.8432 1765.11
13.8547 1835.84
13.8661 1910.93
13.8775 1990.60
13.8890 2075.36
13.9004 2165.50
13.9119 2261.61
13.9233 2364.06
13.9347 2473.57
13.9462 2590.57
13.9576 2715.95
13.9690 2850.25
13.9805 2994.40
13.9919 3149.34
14.0044 3332.01
14.0168 3530.05
14.0293 3745.39
14.0418 3979.47
14.0543 4234.65
14.0667 4512.66
14.0792 4816.27
14.0917 5147.49
14.1000 5385.27
14.1114 5735.85
14.1229 6115.38
14.1343 6526.67
14.1457 6971.01
14.1572 7451.07
14.1686 7967.61
14.1800 8522.21
14.1915 9115.51
14.2034 9773.08
14.2152 10471.2
14.2271 11207.6
14.2390 11978.3
14.2628 13599.0
14.2865 15267.2
14.3019 16334.4
14.3174 17352.2
14.3328 18287.3
14.3483 19105.2
14.3560 19460.5
14.3637 19774.9
14.3714 20045.0
14.3791 20267.9
14.3869 20441.1
14.3946 20562.7
14.4023 20631.3
14.4100 20646.1
14.4177 20607.1
14.4254 20514.5
14.4332 20369.5
14.4409 20173.7
14.4486 19929.3
14.4563 19639.0
14.4640 19305.9
14.4718 18933.9
14.4872 18086.6
14.5026 17130.0
14.5181 16097.9
14.5335 15024.0
14.5619 13035.4
14.5761 12071.8
14.5902 11148.4
14.6044 10273.1
14.6186 9453.62
14.6328 8692.59
14.6470 7991.04
14.6543 7652.41
14.6616 7329.55
14.6689 7021.65
14.6762 6728.30
14.6835 6448.67
14.6908 6183.03
14.6981 5930.47
14.7054 5690.44
14.7127 5462.10
14.7200 5245.50
14.7273 5039.80
14.7346 4844.44
14.7492 4482.41
14.7638 4155.90
14.7784 3860.71
14.7930 3593.84
14.8076 3351.85
14.8222 3132.33
14.8368 2932.54
14.8514 2750.59
14.8660 2584.43
14.8806 2432.39
14.8913 2329.71
14.9019 2233.29
14.9125 2142.58
14.9231 2057.15
14.9338 1976.60
14.9444 1900.59
14.9550 1828.78
14.9656 1760.89
14.9869 1635.69
15.0081 1523.20
15.0293 1421.73
15.0506 1329.91
15.0652 1271.73
15.0798 1217.27
15.0944 1166.14
15.1090 1118.16
15.1236 1073.00
15.1382 1030.52
15.1528 990.472
15.1674 952.688
15.1820 916.975
15.1966 883.230
15.2258 821.015
15.2550 765.076
15.2842 714.620
15.3135 668.926
15.3427 627.432
15.3719 589.641
15.4011 555.129
15.4303 523.529
15.4595 494.527
15.4887 467.848
15.5179 443.262
15.5431 423.534
15.5684 405.091
15.5936 387.809
15.6188 371.603
15.6440 356.372
15.6693 342.049
15.6945 328.554
15.7197 315.834
15.7449 303.822
15.7702 292.478
15.7954 281.744
15.8206 271.586
15.8711 252.829
15.9215 235.930
15.9507 226.897
15.9799 218.367
16.0091 210.302
16.0383 202.670
16.0968 188.586
16.1552 175.904
16.2136 164.441
16.2720 154.048
16.3304 144.596
16.3888 135.978
16.4579 126.735
16.5269 118.390
16.5960 110.832
16.6650 103.968
16.7340 97.7189
16.8031 92.0142
16.8721 86.7830
16.9411 81.9727
16.9996 78.1999
17.0580 74.6768
17.1164 71.3824
17.1748 68.2981
17.2332 65.4055
17.2916 62.6901
17.3501 60.1369
17.4085 57.7343
17.4669 55.4698
17.5253 53.3335
17.5837 51.3161
17.6421 49.4092
17.7006 47.6043
17.7590 45.8950
17.8758 42.7363
17.9926 39.8866
18.1095 37.3078
18.2263 34.9666
18.3431 32.8350
18.4600 30.8888
18.5768 29.1074
18.6936 27.4727
18.8104 25.9693
18.9591 24.2246
19.1078 22.6497
19.2565 21.2242
19.4052 19.9215
19.5539 18.7318
19.7026 17.6435
19.8513 16.6454
20.0000 15.7260
20.1267 15.0013
20.2533 14.3292
20.3800 13.6985
20.5066 13.1064
20.6333 12.5508
20.7599 12.0293
20.8866 11.5390
21.0132 11.0775
21.1398 10.6427
21.2665 10.2324
21.3931 9.84496
21.5198 9.47885
21.6464 9.13227
21.7731 8.80413
22.0264 8.19784
22.1657 7.89031
22.3050 7.59947
22.5836 7.06333
22.8623 6.58118
23.1409 6.14618
23.4195 5.75237
23.6981 5.39484
23.9768 5.06932
24.2554 4.77214
24.5847 4.45321
24.9139 4.16507
25.2432 3.90393
25.5725 3.66660
25.9018 3.45032
26.2311 3.25445
26.5604 3.07299
26.8896 2.90662
27.1683 2.77683
27.4469 2.65540
27.7255 2.54158
28.0041 2.43566
28.2828 2.33639
28.5614 2.24293
28.8400 2.15552
29.1186 2.07351
29.3973 1.99604
29.6759 1.92327
30.2331 1.79020
30.5118 1.72919
30.7904 1.67180
31.3476 1.56602
31.9049 1.47175
32.4621 1.38736
33.0194 1.31192
33.5766 1.24469
34.1339 1.18473
34.6911 1.13174
35.2484 1.08525
35.8056 1.04492
36.1602 1.02252
36.5148 1.00264
36.8695 0.985320
37.2241 0.970650
37.5787 0.958754
37.9333 0.949828
38.2879 0.944143
38.6425 0.942064
38.9718 0.943792
39.3011 0.949508
39.6304 0.959330
39.9597 0.974956
40.2889 0.997082
40.4536 1.01100
40.6182 1.02711
40.7829 1.04566
40.9475 1.06696
41.1121 1.09135
41.2768 1.11925
41.4541 1.15378
41.6314 1.19368
41.8087 1.23970
41.9860 1.29287
42.1633 1.35495
42.2520 1.38983
42.3406 1.42756
42.4293 1.46844
42.5179 1.51277
42.6066 1.56092
42.6952 1.61330
42.8156 1.69202
42.9359 1.78081
43.0562 1.88134
43.1765 1.99565
43.2367 2.05874
43.2968 2.12623
43.3570 2.19853
43.4171 2.27605
43.4773 2.35935
43.5375 2.44901
43.5976 2.54573
43.6578 2.65027
43.7274 2.78225
43.7971 2.92737
43.8667 3.08738
43.9364 3.26430
44.0061 3.46065
44.0757 3.67927
44.1454 3.92372
44.2150 4.19815
44.2783 4.47799
44.3417 4.79143
44.3733 4.96247
44.4050 5.14411
44.4366 5.33723
44.4683 5.54284
44.5000 5.76208
44.5316 5.99605
44.5633 6.24620
44.5950 6.51405
44.6266 6.80135
44.6583 7.11006
44.6899 7.44241
44.7216 7.80092
44.7564 8.22898
44.7913 8.69656
44.8261 9.20876
44.8609 9.77152
44.8957 10.3918
44.9306 11.0779
44.9654 11.8396
45.0002 12.6884
45.0176 13.1501
45.0351 13.6390
45.0525 14.1579
45.0699 14.7086
45.0873 15.2946
45.1047 15.9184
45.1221 16.5837
45.1395 17.2945
45.1570 18.0557
45.1744 18.8713
45.1918 19.7480
45.2092 20.6912
45.2266 21.7094
45.2440 22.8099
45.2614 24.0033
45.2788 25.3009
45.2994 26.9888
45.3200 28.8674
45.3303 29.8886
45.3406 30.9706
45.3509 32.1188
45.3612 33.3394
45.3715 34.6391
45.3818 36.0255
45.3920 37.5073
45.4023 39.0944
45.4126 40.7977
45.4229 42.6298
45.4332 44.6050
45.4435 46.7394
45.4522 48.6841
45.4609 50.7684
45.4696 53.0064
45.4783 55.4105
45.4870 58.0035
45.4957 60.7983
45.5044 63.8224
45.5131 67.0921
45.5219 70.6403
45.5306 74.4916
45.5349 76.5429
45.5393 78.6768
45.5436 80.9023
45.5480 83.2240
45.5523 85.6520
45.5567 88.1801
45.5610 90.8187
45.5654 93.5732
45.5697 96.4557
45.5741 99.4584
45.5784 102.594
45.5828 105.868
45.5883 110.256
45.5939 114.885
45.5994 119.776
45.6050 124.942
45.6105 130.400
45.6160 136.162
45.6216 142.246
45.6271 148.666
45.6315 153.966
45.6358 159.480
45.6402 165.239
45.6445 171.227
45.6489 177.479
45.6533 183.973
45.6576 190.732
45.6620 197.764
45.6663 205.093
45.6707 212.694
45.6750 220.608
45.6794 228.808
45.6837 237.337
45.6881 246.163
45.6924 255.312
45.6968 264.790
45.7011 274.626
45.7055 284.779
45.7099 295.302
45.7142 306.149
45.7186 317.375
45.7229 328.931
45.7273 340.845
45.7316 353.118
45.7403 378.773
45.7490 405.868
45.7577 434.381
45.7664 464.245
45.7752 495.474
45.7839 527.965
45.7926 561.628
45.8013 596.311
45.8100 631.966
45.8187 668.359
45.8274 705.404
45.8361 742.827
45.8535 818.175
45.8709 892.513
45.8883 963.761
45.9058 1029.82
45.9147 1060.90
45.9235 1089.75
45.9324 1116.16
45.9413 1139.87
45.9521 1164.65
45.9628 1184.81
45.9736 1200.05
45.9844 1210.15
45.9922 1214.20
46.0000 1215.42
46.0117 1211.93
46.0235 1202.13
46.0352 1186.20
46.0470 1164.40
46.0587 1137.15
46.0693 1108.19
46.0799 1075.55
46.0905 1039.64
46.1011 1000.92
46.1116 959.884
46.1222 917.036
46.1434 827.643
46.1645 736.416
46.1857 646.677
46.1962 603.179
46.2068 561.049
46.2174 520.440
46.2280 481.619
46.2385 444.660
46.2491 409.739
46.2597 376.889
46.2702 346.144
46.2808 317.480
46.2914 290.927
46.3020 266.385
46.3125 243.835
46.3231 223.148
46.3284 213.483
46.3337 204.270
46.3390 195.461
46.3443 187.061
46.3496 179.055
46.3548 171.443
46.3616 162.269
46.3683 153.659
46.3750 145.585
46.3818 138.017
46.3885 130.929
46.3952 124.291
46.4020 118.079
46.4087 112.275
46.4154 106.836
46.4221 101.748
46.4289 96.9882
46.4356 92.5347
46.4423 88.3671
46.4491 84.4658
46.4558 80.8125
46.4625 77.3949
46.4731 72.4415
46.4837 67.9644
46.4942 63.9029
46.5048 60.2182
46.5154 56.8616
46.5260 53.8028
46.5365 51.0033
46.5471 48.4396
46.5577 46.0815
46.5683 43.9111
46.5788 41.9049
46.5894 40.0492
46.6000 38.3256
46.6106 36.7238
46.6211 35.2307
46.6317 33.8358
46.6423 32.5289
46.6528 31.3044
46.6634 30.1529
46.6740 29.0702
46.6846 28.0487
46.6951 27.0853
46.7163 25.3122
46.7374 23.7185
46.7586 22.2800
46.7797 20.9762
46.8009 19.7904
46.8201 18.8017
46.8393 17.8891
46.8586 17.0447
46.8778 16.2620
46.8970 15.5342
46.9162 14.8568
46.9355 14.2245
46.9547 13.6339
46.9739 13.0807
46.9931 12.5623
47.0124 12.0752
47.0316 11.6174
47.0508 11.1861
47.0700 10.7797
47.0893 10.3959
47.1085 10.0333
47.1296 9.65688
47.1508 9.30223
47.1719 8.96771
47.1931 8.65179
47.2354 8.07043
47.2777 7.54871
47.3200 7.07845
47.3623 6.65324
47.4046 6.26727
47.4469 5.91599
47.4795 5.66558
47.5122 5.43186
47.5449 5.21323
47.5776 5.00852
47.6103 4.81645
47.6430 4.63608
47.6756 4.46641
47.7083 4.30659
47.7410 4.15582
47.7737 4.01350
47.8391 3.75164
47.9044 3.51667
47.9698 3.30507
48.0121 3.17915
48.0544 3.06103
48.0967 2.95008
48.1390 2.84575
48.1813 2.74748
48.2236 2.65482
48.3082 2.48470
48.3928 2.33242
48.4774 2.19558
48.5619 2.07212
48.6465 1.96034
48.7081 1.88554
48.7696 1.81568
48.8311 1.75035
48.8926 1.68916
48.9542 1.63176
49.0157 1.57784
49.1387 1.47928
49.2618 1.39144
49.3848 1.31281
49.5078 1.24218
49.6309 1.17849
49.7232 1.13474
49.8154 1.09405
49.9077 1.05613
50.0000 1.02072
50.1121 0.980795
50.2243 0.943954
50.3364 0.909910
50.4485 0.878365
50.5606 0.848990
50.6728 0.821554
50.7849 0.795905
50.8970 0.771909
51.1213 0.728324
51.3455 0.689816
51.5698 0.655587
51.7940 0.624995
51.9809 0.601894
52.1677 0.580697
52.3546 0.561186
52.5415 0.543174
52.7284 0.526499
52.9152 0.511028
53.1021 0.496679
53.2890 0.483392
53.6627 0.459106
54.0365 0.437688
54.4102 0.418706
54.7840 0.401777
55.0830 0.389510
55.3820 0.378227
55.6810 0.367812
55.9799 0.358185
56.5779 0.340991
57.1759 0.326107
57.7739 0.313176
58.3719 0.301892
58.9699 0.292188
59.5679 0.283573
60.1161 0.276813
60.6642 0.270907
61.2124 0.265793
61.7606 0.261641
62.3087 0.258335
62.8569 0.255788
63.4050 0.254215
63.9532 0.253505
64.4764 0.253913
64.9997 0.255402
65.5229 0.258125
66.0462 0.262294
66.5694 0.268179
66.8310 0.271872
67.0927 0.276141
67.3543 0.281060
67.6159 0.286690
67.8775 0.293090
68.1392 0.300369
68.4132 0.309188
68.6873 0.319346
68.9614 0.331049
69.2355 0.344560
69.5096 0.360207
69.7836 0.378394
69.9207 0.388595
70.0577 0.399631
70.1948 0.411588
70.3318 0.424563
70.5062 0.442724
70.6806 0.462960
70.8550 0.485550
71.0295 0.510870
71.2039 0.539452
71.3783 0.571844
71.4655 0.589663
71.5527 0.608689
71.6399 0.629029
71.7271 0.650802
71.8642 0.688252
72.0012 0.730192
72.1382 0.777362
72.2068 0.803180
72.2753 0.830655
72.3438 0.859931
72.4123 0.891167
72.4808 0.924539
72.5494 0.960247
72.6179 0.998509
72.6864 1.03957
72.7549 1.08371
72.8234 1.13122
72.9044 1.19222
72.9854 1.25910
73.0664 1.33268
73.1474 1.41390
73.2283 1.50390
73.3093 1.60398
73.3903 1.71568
73.4308 1.77646
73.4713 1.84086
73.5398 1.95900
73.6083 2.09007
73.6768 2.23604
73.7111 2.31533
73.7453 2.39927
73.7796 2.48823
73.8139 2.58262
73.8481 2.68290
73.8824 2.78957
73.9166 2.90319
73.9509 3.02438
73.9852 3.15385
74.0194 3.29236
74.0661 3.49743
74.1129 3.72354
74.1596 3.97373
74.2063 4.25165
74.2530 4.56165
74.2764 4.73029
74.2997 4.90902
74.3231 5.09867
74.3465 5.30019
74.3698 5.51461
74.3932 5.74309
74.4274 6.10637
74.4617 6.50745
74.4960 6.95197
74.5302 7.44675
74.5474 7.71549
74.5645 8.00004
74.5816 8.30172
74.5987 8.62203
74.6159 8.96263
74.6330 9.32540
74.6501 9.71246
74.6673 10.1260
74.6836 10.5485
74.7000 11.0004
74.7163 11.4849
74.7327 12.0057
74.7490 12.5668
74.7654 13.1731
74.7817 13.8302
74.7981 14.5446
74.8144 15.3247
74.8308 16.1784
74.8471 17.1171
74.8635 18.1536
74.8798 19.3028
74.8962 20.5829
74.9125 22.0149
74.9207 22.7961
74.9289 23.6240
74.9374 24.5479
74.9460 25.5320
74.9546 26.5840
74.9631 27.7069
74.9717 28.9095
74.9803 30.1956
74.9888 31.5753
74.9974 33.0531
75.0060 34.6406
75.0145 36.3429
75.0231 38.1735
75.0317 40.1380
75.0402 42.2518
75.0488 44.5212
75.0574 46.9635
75.0659 49.5856
75.0745 52.4066
75.0831 55.4376
75.0916 58.6927
75.1002 62.1827
75.1088 65.9310
75.1173 69.9444
75.1259 74.2484
75.1344 78.8490
75.1430 83.7732
75.1516 89.0258
75.1601 94.6351
75.1687 100.604
75.1773 106.961
75.1858 113.707
75.1944 120.870
75.2030 128.447
75.2115 136.467
75.2201 144.921
75.2287 153.837
75.2372 163.200
75.2458 173.036
75.2544 183.324
75.2629 194.073
75.2715 205.279
75.2785 214.792
75.2855 224.602
75.2925 234.700
75.2995 245.064
75.3065 255.712
75.3135 266.618
75.3275 289.128
75.3361 303.321
75.3447 317.793
75.3618 347.394
75.3789 377.586
75.3961 407.951
75.4303 467.292
75.4475 495.235
75.4646 521.297
75.4817 544.994
75.4988 565.780
75.5089 576.430
75.5189 585.846
75.5290 593.952
75.5390 600.685
75.5493 606.085
75.5595 609.952
75.5698 612.253
75.5800 612.968
75.5923 611.726
75.6046 608.210
75.6169 602.462
75.6292 594.553
75.6415 584.579
75.6584 567.708
75.6753 547.532
75.6858 533.663
75.6962 518.831
75.7170 486.688
75.7333 459.620
75.7497 431.495
75.7660 402.751
75.7824 373.820
75.8151 316.944
75.8314 289.665
75.8478 263.519
75.8582 247.560
75.8686 232.201
75.8790 217.448
75.8894 203.354
75.8998 189.910
75.9102 177.155
75.9206 165.067
75.9310 153.668
75.9392 145.175
75.9474 137.092
75.9556 129.411
75.9637 122.134
75.9719 115.233
75.9801 108.713
75.9883 102.548
75.9964 96.7401
76.0046 91.2617
76.0128 86.1132
76.0210 81.2681
76.0291 76.7244
76.0373 72.4570
76.0455 68.4622
76.0537 64.7165
76.0618 61.2154
76.0700 57.9368
76.0782 54.8722
76.0864 52.0089
76.0945 49.3376
76.1027 46.8400
76.1109 44.5110
76.1191 42.3340
76.1272 40.3040
76.1354 38.4062
76.1436 36.6360
76.1518 34.9803
76.1599 33.4349
76.1681 31.9883
76.1763 30.6367
76.1845 29.3700
76.1926 28.1850
76.2001 27.1705
76.2075 26.2146
76.2224 24.4592
76.2372 22.8884
76.2521 21.4800
76.2670 20.2110
76.2818 19.0652
76.2967 18.0255
76.3116 17.0798
76.3264 16.2154
76.3413 15.4238
76.3562 14.6953
76.3710 14.0238
76.3859 13.4021
76.4007 12.8257
76.4156 12.2893
76.4305 11.7893
76.4468 11.2767
76.4632 10.7999
76.4795 10.3552
76.4959 9.93947
76.5122 9.55010
76.5286 9.18473
76.5449 8.84129
76.5613 8.51795
76.5776 8.21291
76.5940 7.92506
76.6267 7.39531
76.6594 6.91952
76.6921 6.49033
76.7129 6.23852
76.7337 6.00185
76.7545 5.77902
76.7753 5.56891
76.7962 5.37056
76.8170 5.18309
76.8586 4.83762
76.9002 4.52695
76.9418 4.24644
76.9834 3.99224
77.0251 3.76110
77.0578 3.59380
77.0905 3.43793
77.1232 3.29239
77.1559 3.15629
77.1886 3.02878
77.2213 2.90921
77.2540 2.79691
77.2867 2.69128
77.3194 2.59177
77.3521 2.49798
77.3848 2.40944
