Fe-54(n,tot) ENDFB-8.0
206206 11.2705
206249 11.2438
206293 11.2159
206337 11.1866
206380 11.1552
206424 11.1213
206446 11.1030
206468 11.0835
206490 11.0626
206511 11.0400
206533 11.0152
206555 10.9875
206577 10.9561
206599 10.9193
206610 10.8982
206621 10.8749
206631 10.8489
206642 10.8195
206653 10.7857
206664 10.7461
206675 10.6990
206686 10.6415
206691 10.6072
206697 10.5684
206702 10.5241
206708 10.4738
206713 10.4138
206719 10.3439
206724 10.2577
206730 10.1531
206732 10.0886
206735 10.0179
206738 9.93701
206741 9.84365
206743 9.73027
206746 9.60055
206749 9.44479
206751 9.25446
206753 9.13825
206754 9.00713
206756 8.85817
206757 8.70063
206758 8.50580
206760 8.29633
206761 8.03254
206762 7.74325
206764 7.37097
206765 6.91768
206766 6.65324
206767 6.35873
206767 6.02987
206768 5.71708
206769 5.31167
206769 4.85793
206770 4.35170
206771 3.87438
206771 3.26888
206772 2.62109
206773 1.40921
206774 1.15943
206774 1.00707
206774 0.869280
206774 0.749155
206774 0.696740
206774 0.649993
206774 0.609354
206775 0.575265
206775 0.548177
206775 0.537397
206775 0.528535
206775 0.521645
206775 0.516783
206775 0.514003
206775 0.513358
206775 0.514901
206775 0.518682
206775 0.524754
206775 0.533163
206775 0.543958
206775 0.557185
206775 0.572886
206775 0.591105
206775 0.611881
206775 0.635251
206776 0.689910
206776 0.755329
206776 0.831708
206776 0.919193
206776 1.01788
206776 1.12779
206776 1.38110
206776 1.67808
206777 2.01661
206777 2.59513
206777 3.02163
206778 3.94877
206778 5.93370
206779 7.13636
206779 8.02524
206780 8.82893
206780 9.53936
206781 10.2960
206781 10.8023
206781 11.2291
206782 11.5857
206782 11.9466
206783 12.1779
206783 12.5196
206784 12.7613
206785 12.8890
206786 12.9670
206787 12.9968
206788 12.9931
206790 12.9532
206791 12.8908
206792 12.8247
206794 12.7509
206795 12.6829
206796 12.6121
206798 12.5494
206800 12.4297
206803 12.3241
206806 12.2314
206808 12.1527
206811 12.0802
206814 12.0160
206816 11.9586
206819 11.9090
206824 11.8202
206830 11.7480
206835 11.6860
206841 11.6331
206846 11.5873
206851 11.5480
206862 11.4816
206873 11.4281
206883 11.3834
206894 11.3459
206905 11.3136
206916 11.2853
206926 11.2599
206937 11.2374
206958 11.1983
206980 11.1649
207001 11.1359
207023 11.1099
207044 11.0864
207066 11.0648
207087 11.0447
207109 11.0258
207130 11.0080
207176 10.9727
207222 10.9405
207267 10.9111
207290 10.8976
207313 10.8851
207336 10.8739
207359 10.8647
207382 10.8588
207393 10.8578
207405 10.8588
207416 10.8629
207428 10.8715
207434 10.8786
207439 10.8882
207445 10.9012
207451 10.9192
207456 10.9450
207462 10.9820
207465 11.0075
207468 11.0383
207471 11.0787
207474 11.1295
207476 11.1998
207479 11.2972
207481 11.3634
207482 11.4386
207484 11.5309
207485 11.6461
207487 11.8045
207488 11.9984
207489 12.2567
207490 12.4193
207491 12.6112
207492 12.8758
207492 13.1575
207493 13.4993
207494 13.9178
207494 14.4346
207495 15.0768
207496 15.8768
207496 16.4181
207496 16.9475
207497 17.7081
207497 18.4580
207498 20.3291
207499 21.3705
207499 22.1080
207500 22.7841
207500 23.0386
207500 23.0298
207501 22.9256
207501 22.4942
207501 21.6128
207502 20.7312
207503 18.5991
207503 17.7108
207504 16.8042
207504 16.1744
207504 15.5351
207505 14.6057
207506 13.8800
207506 13.3139
207507 12.8703
207508 12.5198
207509 12.2403
207509 12.0153
207510 11.8091
207511 11.6631
207512 11.4413
207514 11.2845
207515 11.1708
207516 11.0814
207518 11.0192
207519 10.9716
207521 10.9348
207524 10.8824
207526 10.8520
207529 10.8338
207532 10.8252
207535 10.8230
207538 10.8263
207543 10.8469
207549 10.8867
207555 10.9508
207558 10.9962
207561 11.0511
207563 11.1228
207566 11.2111
207569 11.3294
207572 11.4798
207573 11.5800
207575 11.6895
207576 11.8177
207578 11.9692
207579 12.1636
207581 12.3832
207582 12.6499
207583 12.9776
207585 13.4183
207586 13.6643
207586 13.9419
207587 14.2563
207588 14.6139
207588 15.0223
207589 15.4907
207590 16.1141
207591 16.7519
207591 17.4931
207592 18.3574
207593 19.3674
207593 20.5489
207594 21.9284
207595 23.5551
207595 25.3712
207596 27.4462
207597 29.7143
207597 31.7394
207598 34.0507
207599 35.8236
207599 36.8136
207599 37.4229
207600 37.9007
207600 38.2359
207600 38.4231
207601 38.4657
207601 38.4102
207601 38.2981
207602 37.7864
207602 37.1846
207602 36.2719
207603 35.2689
207603 34.2580
207604 33.3215
207605 32.1432
207605 31.5958
207605 31.2447
207606 30.6932
207607 30.3265
207607 30.1090
207608 29.9892
207609 29.7843
207610 29.5654
207610 29.2702
207610 28.9474
207611 28.5450
207611 28.0661
207612 27.5190
207612 26.2680
207613 25.0746
207614 23.6921
207615 22.5258
207615 21.2874
207616 20.2911
207617 19.5403
207617 18.8469
207618 18.2201
207619 17.6550
207619 17.1458
207620 16.6869
207621 15.9591
207622 15.3040
207623 14.8052
207624 14.3492
207625 13.9962
207627 13.6682
207628 13.4102
207629 13.1669
207630 12.9727
207631 12.7872
207632 12.6374
207635 12.3744
207637 12.1640
207639 11.9927
207642 11.8513
207644 11.7330
207646 11.6329
207648 11.5472
207651 11.4733
207653 11.4090
207658 11.3008
207662 11.2175
207667 11.1504
207672 11.0953
207676 11.0493
207681 11.0104
207690 10.9481
207699 10.8999
207708 10.8621
207718 10.8313
207727 10.8056
207736 10.7833
207745 10.7642
207764 10.7322
207782 10.7058
207801 10.6833
207819 10.6634
207838 10.6456
207874 10.6137
207911 10.5853
207948 10.5591
207985 10.5343
208022 10.5106
208059 10.4875
208133 10.4430
208207 10.3997
208280 10.3572
208354 10.3152
208502 10.2322
208797 10.0671
208944 9.98430
209092 9.90116
209240 9.81775
209313 9.77612
209387 9.73485
209461 9.69433
209498 9.67466
209535 9.65565
209572 9.63766
209609 9.62122
209645 9.60722
209664 9.60156
209682 9.59717
209701 9.59437
209719 9.59371
209738 9.59589
209756 9.60187
209775 9.61318
209793 9.63184
209802 9.64507
209812 9.66138
209821 9.68163
209830 9.70674
209839 9.73827
209848 9.77717
209858 9.82584
209867 9.88719
209872 9.92466
209876 9.96618
209881 10.0133
209885 10.0669
209890 10.1281
209895 10.1983
209899 10.2792
209904 10.3730
209908 10.4847
209913 10.6132
209918 10.7648
209922 10.9454
209925 11.0487
209927 11.1623
209929 11.2873
209931 11.4254
209934 11.5785
209936 11.7486
209938 11.9383
209941 12.1508
209943 12.3896
209945 12.6591
209948 12.9649
209950 13.3135
209952 13.7131
209954 14.1738
209956 14.4426
209957 14.7085
209958 15.0221
209959 15.3333
209960 15.7017
209961 16.0687
209963 16.5049
209964 16.9411
209965 17.4615
209966 17.9842
209967 18.6101
209968 19.2411
209969 19.9994
209971 20.7664
209972 21.6906
209973 22.6270
209974 23.7564
209975 24.8998
209976 26.2751
209977 27.6601
209978 28.7445
209979 29.8938
209980 31.1063
209981 32.3779
209982 35.0672
209984 37.6875
209985 40.4343
209986 41.7243
209987 42.9190
209988 43.9897
209989 44.9109
209989 45.6633
209990 46.1741
209990 46.4032
209991 46.7271
209992 46.8822
209993 46.8875
209994 46.7888
209995 46.3430
209997 45.7277
209998 45.0540
210000 44.5075
210001 44.0840
210003 43.7773
210006 43.2309
210008 42.8339
210010 42.2443
210011 41.6528
210013 40.9739
210014 40.1698
210015 39.2510
210016 38.1450
210017 37.0438
210020 34.6997
210022 32.2050
210025 29.8930
210026 28.7057
210027 27.6597
210028 26.6654
210030 25.7245
210031 24.9816
210032 24.3448
210032 23.7374
210033 23.1588
210034 22.5486
210035 22.0278
210036 21.5326
210037 21.0621
210038 20.5667
210039 20.1444
210041 19.3620
210043 18.6554
210044 18.0167
210046 17.4080
210048 16.8866
210050 16.4130
210052 15.9819
210054 15.5680
210055 15.2105
210057 14.8832
210059 14.5828
210061 14.2919
210063 14.0387
210065 13.7924
210066 13.5771
210068 13.3669
210070 13.1824
210074 12.8511
210077 12.5553
210081 12.3036
210085 12.0762
210088 11.8806
210092 11.7019
210096 11.5425
210099 11.3998
210103 11.2747
210107 11.1585
210110 11.0558
210114 10.9597
210118 10.8742
210121 10.7937
210125 10.7217
210132 10.5922
210139 10.4810
210147 10.3846
210154 10.2994
210161 10.2255
210169 10.1599
210176 10.1014
210183 10.0489
210191 10.0015
210198 9.95853
210205 9.91934
210213 9.88299
210220 9.85004
210235 9.79143
210249 9.74077
210264 9.69642
210278 9.65689
210293 9.62176
210308 9.59004
210322 9.56114
210337 9.53443
210352 9.50993
210366 9.48713
210381 9.46580
210410 9.42665
210439 9.39152
210469 9.35928
210498 9.32953
210527 9.30156
210556 9.27523
210586 9.25008
210615 9.22606
210644 9.20283
210673 9.18042
210732 9.13734
210790 9.09613
210849 9.05636
210907 9.01769
210966 8.97990
211024 8.94274
211083 8.90621
211141 8.87015
211200 8.83447
211317 8.76406
211434 8.69462
211551 8.62594
211668 8.55786
211785 8.49031
211902 8.42327
212019 8.35668
212136 8.29071
212253 8.22542
212370 8.16097
212487 8.09765
212545 8.06653
212604 8.03588
212662 8.00577
212721 7.97634
212779 7.94773
212838 7.92014
212897 7.89379
212955 7.86913
213014 7.84658
213043 7.83627
213072 7.82680
213101 7.81822
213131 7.81075
213160 7.80451
213189 7.79978
213218 7.79679
213248 7.79593
213277 7.79762
213306 7.80239
213335 7.81098
213365 7.82425
213379 7.83307
213394 7.84349
213408 7.85577
213423 7.87016
213438 7.88708
213452 7.90663
213467 7.92933
213482 7.95564
213496 7.98637
213511 8.02177
213525 8.06287
213540 8.11065
213555 8.16676
213569 8.23193
213577 8.26862
213584 8.30839
213591 8.35156
213599 8.39847
213606 8.45024
213613 8.50591
213621 8.56664
213628 8.63300
213635 8.70562
213642 8.78522
213650 8.87262
213657 8.96875
213664 9.07622
213672 9.19336
213679 9.32296
213686 9.46662
213694 9.62621
213701 9.80383
213708 10.0019
213712 10.1110
213716 10.2232
213719 10.3453
213723 10.4745
213727 10.6115
213730 10.7526
213734 10.9062
213738 11.0645
213741 11.2370
213745 11.4147
213749 11.6083
213752 11.8079
213756 12.0250
213759 12.2486
213763 12.4917
213767 12.7416
213770 13.0127
213774 13.2907
213779 13.6836
213784 14.0929
213788 14.5355
213793 14.9916
213803 15.9708
213812 16.9928
213822 17.9917
213826 18.4585
213831 18.8730
213836 19.2383
213841 19.5257
213845 19.7354
213850 19.8497
213855 19.8684
213860 19.7899
213864 19.6148
213869 19.3581
213874 19.0200
213879 18.6276
213883 18.1785
213888 17.7051
213907 15.6887
213912 15.1976
213917 14.7349
213921 14.2840
213926 13.8654
213931 13.4784
213935 13.1218
213940 12.7867
213944 12.4723
213949 12.1717
213953 11.8968
213958 11.6399
213962 11.3999
213967 11.1709
213971 10.9619
213976 10.7667
213980 10.5842
213985 10.4136
213989 10.2540
213994 10.1046
213998 9.96456
214003 9.83047
214007 9.70746
214012 9.59192
214016 9.48331
214021 9.38111
214025 9.28485
214030 9.19411
214034 9.10850
214044 8.94954
214053 8.80889
214062 8.68250
214071 8.56852
214080 8.46429
214089 8.37075
214098 8.28553
214107 8.20766
214116 8.13551
214125 8.06995
214134 8.00950
214143 7.95362
214152 7.90126
214161 7.85316
214170 7.80834
214179 7.76649
214188 7.72690
214197 7.69018
214215 7.62313
214233 7.56308
214251 7.50920
214269 7.46051
214287 7.41644
214305 7.37585
214323 7.33866
214341 7.30403
214359 7.27196
214378 7.24179
214396 7.21360
214414 7.18684
214432 7.16163
214468 7.11465
214504 7.07163
214540 7.03165
214576 6.99435
214612 6.95915
214648 6.92568
214684 6.89365
214721 6.86283
214757 6.83304
214793 6.80412
214829 6.77595
214865 6.74841
214937 6.69494
215009 6.64316
215082 6.59267
215154 6.54313
215226 6.49446
215298 6.44641
215370 6.39887
215515 6.30484
215659 6.21193
215804 6.11962
215948 6.02776
216237 5.84453
216526 5.66108
216815 5.47681
217104 5.29124
217393 5.10399
217681 4.91453
217970 4.72248
218259 4.52737
218548 4.32869
218837 4.12565
219126 3.91750
219415 3.70327
219704 3.48181
219992 3.25143
220137 3.13230
220281 3.01028
220426 2.88488
220570 2.75590
220715 2.62283
220859 2.48521
221004 2.34240
221148 2.19402
221292 2.03918
221365 1.95922
221437 1.87741
221509 1.79353
221581 1.70773
221654 1.61980
221726 1.52966
221798 1.43725
221870 1.34252
221942 1.24546
222015 1.14609
222087 1.04438
222159 0.940819
222231 0.835599
222303 0.729266
222376 0.622499
222448 0.516824
222484 0.464879
222520 0.413906
222556 0.364262
222592 0.316377
222629 0.270646
222665 0.227944
222701 0.188888
222719 0.170952
222737 0.154374
222755 0.139110
222773 0.125481
222791 0.113505
222809 0.103499
222827 0.0955533
222845 0.0899768
222863 0.0869499
222881 0.0867693
222899 0.0897231
222917 0.0960929
222935 0.106295
222953 0.120591
222972 0.139550
222990 0.163406
223008 0.192909
223026 0.228255
223044 0.270406
223062 0.319507
223080 0.376766
223098 0.442256
223116 0.517464
223125 0.558602
223134 0.602365
223143 0.649391
223152 0.698759
223161 0.751083
223170 0.806479
223184 0.899725
223198 1.00127
223212 1.11158
223226 1.23026
223240 1.35948
223254 1.49790
223269 1.64797
223283 1.80800
223297 1.98074
223311 2.16548
223325 2.36259
223339 2.57087
223353 2.79354
223367 3.02761
223381 3.27651
223395 3.53669
223409 3.81172
223423 4.09952
223437 4.39965
223451 4.70927
223479 5.36247
223508 6.05093
223536 6.76620
223564 7.48953
223592 8.20783
223620 8.90448
223648 9.56524
223676 10.1703
223704 10.7093
223733 11.1732
223761 11.5576
223789 11.8582
223817 12.0783
223845 12.2226
223873 12.2977
223901 12.3113
223929 12.2722
223958 12.1890
223986 12.0694
224014 11.9219
224042 11.7527
224070 11.5678
224102 11.3443
224134 11.1136
224166 10.8792
224198 10.6464
224230 10.4168
224262 10.1941
224294 9.97952
224326 9.77433
224358 9.57900
224389 9.39561
224421 9.22369
224453 9.06492
224485 8.91887
224517 8.78705
224549 8.66963
224581 8.56738
224613 8.48098
224645 8.41212
224677 8.36178
224709 8.33203
224741 8.32488
224773 8.34306
224805 8.38986
224821 8.42536
224837 8.46938
224853 8.52314
224869 8.58712
224885 8.66215
224900 8.74854
224916 8.84837
224932 8.96221
224948 9.09126
224964 9.23581
224980 9.39907
224996 9.58164
225012 9.78505
225028 10.0094
225044 10.2591
225060 10.5325
225076 10.8344
225092 11.1623
225107 11.4952
225122 11.8532
225137 12.2357
225152 12.6386
225181 13.5079
225211 14.4188
225241 15.3133
225256 15.7255
225271 16.0944
225285 16.4112
225300 16.6603
225315 16.8303
225330 16.9124
225345 16.9032
225360 16.8012
225375 16.6103
225390 16.3402
225404 15.9978
225419 15.5971
225434 15.1517
225449 14.6780
225479 13.6774
225494 13.1737
225509 12.6815
225523 12.1999
225538 11.7365
225546 11.5111
225553 11.2944
225561 11.0834
225568 10.8784
225577 10.6452
225585 10.4207
225594 10.2051
225603 10.0008
225611 9.80354
225620 9.61597
225629 9.43870
225637 9.27447
225646 9.12095
225655 8.98276
225659 8.92014
225664 8.86493
225668 8.81712
225672 8.77904
225677 8.75413
225681 8.75034
225683 8.76002
225685 8.78095
225687 8.81729
225690 8.87219
225692 8.96069
225694 9.09776
225695 9.19318
225696 9.31383
225697 9.46793
225698 9.64691
225699 9.90237
225700 10.2439
225702 10.7105
225703 11.2948
225703 11.7487
225704 12.2052
225704 12.8721
225705 13.5523
225705 14.5584
225706 15.5938
225706 16.8482
225707 18.5584
225707 19.7689
225708 21.3584
225708 23.1005
225708 24.9292
225709 26.7259
225709 28.3178
225709 28.9733
225710 29.5014
225710 29.8807
225710 30.0950
225710 30.1357
225710 30.0023
225711 29.7026
225711 29.2517
225711 27.9821
225712 26.3880
225712 22.9382
225713 21.3209
225713 20.0282
225714 18.8626
225714 17.6852
225714 16.6622
225715 15.7775
225715 15.0136
225716 14.3537
225716 13.7826
225716 13.2872
225717 12.4794
225718 11.8591
225719 11.3762
225719 11.0383
225720 10.7259
225721 10.4745
225722 10.2705
225723 10.1039
225724 9.85500
225726 9.69603
225727 9.58280
225729 9.51312
225731 9.47768
225732 9.47040
225734 9.48700
225735 9.52696
225737 9.58970
225738 9.66960
225740 9.77864
225742 9.91454
225743 10.0807
225745 10.2679
225746 10.5068
225748 10.7744
225749 11.1158
225751 11.4998
225752 11.9937
225753 12.2798
225754 12.5965
225755 12.9477
225756 13.3380
225756 13.7726
225757 14.1940
225758 14.7287
225759 15.3273
225760 15.9987
225760 16.6531
225761 17.4867
225762 18.4212
225763 19.4660
225763 20.5971
225764 21.9071
225765 23.2955
225767 26.4588
225768 28.0670
225768 28.7084
225768 29.2770
225769 29.7512
225769 30.1088
225770 30.3288
225770 30.3926
225771 30.2318
225771 29.9017
225771 29.3930
225772 28.7144
225772 27.8817
225773 26.9168
225773 25.8459
225773 24.6977
225774 21.9762
225775 19.5773
225776 17.3434
225776 16.3144
225777 15.3048
225777 14.0340
225778 13.0527
225778 12.1731
225779 11.3897
225779 10.5672
225780 9.97159
225780 9.45037
225781 8.99714
225781 8.53491
225782 8.21179
225782 7.94048
225783 7.71738
225784 7.40482
225785 7.25883
225786 7.24871
225786 7.28504
225787 7.48501
225788 7.69227
225788 7.91972
225789 8.20123
225789 8.54163
225790 9.03578
225790 9.52648
225791 10.0965
225791 10.7533
225792 11.5047
225792 12.3581
225793 13.3199
225793 14.4854
225794 15.5832
225794 16.6141
225795 17.7111
225795 18.8664
225796 21.6107
225797 24.0738
225797 25.5300
225798 26.6031
225798 27.5640
225798 28.3876
225799 29.1943
225799 29.6463
225800 29.9213
225800 30.0229
225801 29.9215
225801 29.6767
225801 29.3072
225802 28.8337
225802 28.1275
225803 27.4950
225803 26.1233
225804 24.5219
225805 23.1296
225806 21.8122
225807 20.5043
225807 19.7448
225808 18.9570
225809 18.2264
225809 17.6593
225810 16.5351
225811 15.5623
225812 14.6481
225814 13.9240
225815 13.2914
225816 12.7362
225817 12.2050
225818 11.7758
225819 11.3935
225820 11.0514
225821 10.7440
225822 10.4666
225824 10.2153
225825 9.98674
225827 9.57056
225829 9.23585
225831 8.94990
225834 8.70298
225836 8.47858
225838 8.29032
225840 8.12337
225842 7.97424
225845 7.83436
225847 7.71357
225851 7.50309
225856 7.32159
225860 7.16931
225865 7.03360
225869 6.91642
225874 6.80934
225878 6.71485
225883 6.62682
225887 6.54607
225896 6.40359
225905 6.27892
225914 6.16777
225923 6.06717
225932 5.97501
225940 5.88977
225949 5.81030
225958 5.73489
225967 5.66454
225976 5.59785
225985 5.53438
225994 5.47377
226003 5.41574
226021 5.30645
226039 5.20441
226056 5.10959
226074 5.02053
226092 4.93652
226110 4.85656
226128 4.78108
226145 4.70922
226163 4.64066
226181 4.57475
226199 4.51197
226217 4.45172
226235 4.39381
226252 4.33777
226270 4.28406
226306 4.18213
226342 4.08650
226377 3.99690
226413 3.91216
226448 3.83219
226484 3.75607
226520 3.68380
226555 3.61464
226591 3.54865
226627 3.48520
226662 3.42440
226734 3.30926
226805 3.20183
226876 3.10101
226947 3.00602
227019 2.91588
227090 2.83010
227161 2.74821
227233 2.66976
227304 2.59440
227375 2.52181
227447 2.45174
227518 2.38402
227589 2.31824
227660 2.25428
227732 2.19191
227803 2.13093
227874 2.07077
227910 2.04078
227928 2.02582
227945 2.01082
227963 1.99570
227981 1.98064
227990 1.97314
227999 1.96569
228008 1.95837
228017 1.95130
228026 1.94475
228030 1.94180
228035 1.93928
228039 1.93727
228043 1.93613
228048 1.93630
228052 1.93854
228055 1.94095
228057 1.94439
228059 1.94931
228061 1.95623
228064 1.96645
228066 1.98025
228068 1.99982
228070 2.02801
228071 2.04863
228072 2.07198
228074 2.10083
228075 2.13687
228076 2.18245
228077 2.24091
228078 2.31719
228079 2.41871
228080 2.57203
228081 2.77238
228082 2.91720
228082 3.06418
228083 3.28175
228084 3.50782
228084 3.85146
228085 4.21893
228085 4.79567
228086 5.43365
228086 5.90865
228086 6.47143
228087 7.65862
228087 8.56052
228087 9.63974
228088 10.9266
228088 12.2297
228088 13.5946
228089 15.5051
228089 18.9750
228089 20.9268
228090 22.0005
228090 22.7848
228090 23.0438
228090 23.2640
228090 23.0768
228090 22.8372
228091 22.1018
228091 20.5130
228091 19.2608
228092 16.0060
228092 14.2045
228092 12.9087
228092 11.6618
228093 10.4182
228093 9.36312
228093 8.47062
228094 7.71535
228094 7.07453
228094 6.06157
228095 5.31247
228096 4.74697
228096 4.31149
228097 3.96990
228097 3.69743
228098 3.47681
228099 3.29574
228099 3.14531
228100 3.01897
228100 2.91181
228102 2.75342
228103 2.62158
228104 2.51965
228105 2.43907
228106 2.37905
228107 2.32498
228109 2.28009
228111 2.21270
228113 2.16053
228116 2.12217
228118 2.09058
228120 2.06610
228123 2.04503
228125 2.02807
228127 2.01297
228130 2.00047
228135 1.97896
228139 1.96221
228144 1.94837
228149 1.93663
228153 1.92642
228158 1.91738
228167 1.90180
228177 1.88838
228186 1.87663
228196 1.86594
228205 1.85602
228224 1.83776
228243 1.82092
228280 1.78963
228318 1.76038
228356 1.73223
228393 1.70496
228469 1.65201
228544 1.60083
228619 1.55100
228695 1.50229
228770 1.45450
228845 1.40762
228921 1.36143
228996 1.31574
229034 1.29295
229071 1.27014
229109 1.24724
229128 1.23578
229147 1.22429
229166 1.21275
229184 1.20140
229194 1.19588
229203 1.19055
229213 1.18557
229222 1.18123
229231 1.17802
229236 1.17717
229241 1.17708
229246 1.17809
229250 1.18071
229255 1.18577
229260 1.19464
229262 1.20136
229264 1.20974
229267 1.22117
229269 1.23556
229271 1.25549
229274 1.28115
229276 1.31778
229278 1.36679
229281 1.44030
229282 1.48961
229283 1.54502
229284 1.62002
229286 1.71525
229287 1.83813
229288 1.98442
229289 2.19619
229290 2.48768
229291 2.67558
229291 2.90117
229292 3.17446
229293 3.44817
229293 3.84693
229294 4.34454
229294 4.97258
229295 5.77414
229296 6.80744
229296 7.43407
229296 8.14862
229296 8.96309
229297 9.88964
229297 11.7115
229298 13.4326
229298 14.8674
229299 18.4906
229299 20.4572
229299 21.6840
229300 22.3145
229300 22.7571
229300 23.0218
229300 22.9207
229300 22.6058
229301 21.7805
229301 20.1899
229301 18.7847
229302 15.3969
229303 13.6238
229303 12.4234
229303 10.6837
229304 9.51389
229304 8.29322
229305 7.48031
229305 6.63163
229306 6.06298
229306 5.46364
229306 5.05748
229307 4.62422
229307 4.32694
229308 3.78310
229309 3.36891
229310 3.07898
229311 2.81748
229312 2.60733
229313 2.43595
229314 2.29432
229314 2.17592
229315 2.07587
229317 1.92476
229319 1.80370
229321 1.71038
229322 1.63675
229324 1.58047
229326 1.53144
229328 1.49073
229331 1.42883
229335 1.38161
229338 1.34637
229342 1.31770
229345 1.29513
229349 1.27592
229353 1.26019
229360 1.23466
229367 1.21500
229374 1.19920
229381 1.18605
229388 1.17482
229402 1.15623
229416 1.14100
229431 1.12789
229445 1.11619
229473 1.09551
229502 1.07710
229530 1.06015
229587 1.02873
229643 0.999616
229700 0.972069
229757 0.945922
229814 0.921003
229870 0.897416
229927 0.875169
229984 0.854492
230041 0.835535
230097 0.818666
230154 0.804231
230183 0.798100
230211 0.792819
230239 0.788448
230268 0.785118
230296 0.782963
230325 0.782136
230353 0.782820
230381 0.785229
230410 0.789618
230438 0.796262
230466 0.805570
230495 0.817962
230523 0.833968
230552 0.854156
230580 0.879464
230594 0.894312
230608 0.910812
230623 0.929124
230637 0.949431
230651 0.971936
230665 0.996686
230679 1.02429
230693 1.05488
230708 1.08878
230722 1.12638
230736 1.16812
230750 1.21449
230764 1.26607
230779 1.32310
230793 1.38715
230807 1.45874
230821 1.53891
230835 1.62888
230850 1.73009
230864 1.84426
230871 1.90682
230878 1.97341
230885 2.04433
230892 2.11885
230899 2.19946
230906 2.28555
230913 2.37757
230920 2.47602
230928 2.58148
230935 2.69454
230942 2.81588
230949 2.94626
230956 3.08652
230963 3.23757
230970 3.40045
230977 3.57630
230984 3.76642
230991 3.97221
230999 4.19530
231006 4.43391
231013 4.69684
231020 4.98307
231027 5.29513
231034 5.63585
231041 6.00842
231048 6.41642
231055 6.86384
231062 7.35521
231069 7.89553
231077 8.49041
231084 9.14606
231091 9.86929
231098 10.6675
231105 11.5487
231112 12.5213
231119 13.5778
231124 14.4472
231130 15.3616
231135 16.3589
231140 17.4032
231145 18.4695
231150 19.5961
231155 20.7808
231160 22.0193
231170 24.6262
231180 27.3205
231190 29.9427
231195 31.1597
231200 32.2724
231205 33.2485
231210 34.0573
231215 34.6724
231220 35.0738
231225 35.2495
231230 35.1975
231234 34.9686
231239 34.5789
231243 34.0431
231248 33.3952
231252 32.6241
231256 31.7638
231265 29.8761
231283 25.7831
231291 23.7661
231300 21.8746
231305 20.8048
231310 19.8035
231315 18.8512
231321 17.9482
231326 17.0774
231331 16.2714
231336 15.5111
231341 14.7949
231346 14.1848
231350 13.6072
231355 13.0606
231359 12.5541
231364 12.0638
231368 11.6095
231373 11.1696
231378 10.7618
231382 10.3666
231387 10.0001
231391 9.64464
231396 9.31464
231400 8.99434
231405 8.69667
231414 8.13841
231423 7.63301
231432 7.17445
231441 6.75745
231450 6.37738
231459 6.03020
231469 5.71235
231478 5.42072
231487 5.15258
231496 4.90292
231505 4.67503
231514 4.46421
231523 4.26882
231532 4.08739
231541 3.91863
231551 3.76137
231560 3.61460
231569 3.47739
231578 3.34892
231587 3.22845
231596 3.11532
231605 3.00893
231614 2.90874
231623 2.81428
231632 2.72510
231642 2.63989
231651 2.56016
231669 2.41295
231687 2.28023
231705 2.16007
231724 2.05086
231742 1.95125
231760 1.86009
231778 1.77638
231796 1.69928
231815 1.62806
231833 1.56211
231851 1.50086
231869 1.44385
231887 1.39065
231906 1.34091
231924 1.29430
231942 1.25031
231960 1.20915
231978 1.17036
231997 1.13374
232033 1.06631
232069 1.00564
232106 0.950587
232142 0.900656
232179 0.855019
232215 0.813121
232252 0.774399
232288 0.738672
232324 0.705501
232361 0.674603
232397 0.645738
232434 0.618696
232470 0.593297
232506 0.569384
232543 0.546758
232579 0.525423
232616 0.505208
232652 0.486016
232725 0.450326
232798 0.417863
232871 0.388048
232944 0.360541
233016 0.334919
233089 0.310820
233162 0.287843
233235 0.265654
233308 0.243798
233344 0.232878
233380 0.221949
233417 0.211078
233453 0.200677
233472 0.195916
233490 0.191761
233508 0.188666
233526 0.187442
233544 0.189589
233553 0.192753
233563 0.198047
233572 0.206352
233581 0.218998
233590 0.238056
233599 0.266861
233608 0.311039
233613 0.342127
233617 0.380590
233622 0.430868
233626 0.494568
233631 0.580255
233635 0.692623
233638 0.764900
233640 0.850232
233642 0.951732
233644 1.06768
233647 1.21378
233649 1.39238
233651 1.61319
233654 1.87632
233655 2.04698
233656 2.22388
233657 2.44307
233658 2.67217
233659 2.95850
233660 3.26050
233662 3.60745
233663 4.00780
233664 4.51753
233665 5.06515
233666 5.76855
233667 6.52998
233668 7.00000
233668 7.51337
233670 8.58010
233670 9.23754
233671 9.82963
233671 10.5959
233672 11.2824
233672 12.1646
233673 12.9478
233674 14.6353
233675 16.6339
233676 18.4918
233677 19.5709
233677 20.4184
233678 21.1943
233678 21.8751
233679 22.4382
233679 22.8638
233680 23.1370
233680 23.2487
233681 23.1672
233681 22.9265
233682 22.5420
233682 22.0316
233683 21.2830
233683 20.5724
233684 19.0080
233685 17.2190
233686 15.6531
233687 14.2157
233688 12.9405
233689 11.8387
233690 10.9940
233691 10.2113
233692 9.63924
233693 9.14214
233694 8.81357
233695 8.59426
233696 8.48358
233697 8.49084
233698 8.62070
233699 8.87690
233700 9.27245
233700 9.55848
233701 9.89604
233701 10.6454
233702 11.5962
233703 12.2196
233703 12.8129
233704 14.1789
233705 15.6248
233706 17.4324
233707 19.1288
233708 20.9954
233708 21.7573
233708 22.4472
