Er-170(n,tot) ENDFB-8.0
Energy(eV) XS(b)
0.390380 3511.25
0.390961 3549.33
0.391542 3587.98
0.392123 3627.20
0.392704 3666.98
0.393285 3707.35
0.393866 3748.32
0.394447 3789.88
0.395028 3832.04
0.395609 3874.82
0.396190 3918.22
0.396771 3962.25
0.397351 4006.91
0.397932 4052.21
0.398513 4098.15
0.399094 4144.75
0.399675 4192.01
0.400256 4239.94
0.400837 4288.55
0.401418 4337.83
0.401999 4387.79
0.402580 4438.44
0.403161 4489.78
0.403741 4541.82
0.404322 4594.56
0.404903 4648.00
0.405484 4702.15
0.406065 4757.01
0.406646 4812.59
0.407227 4868.87
0.407808 4925.88
0.408389 4983.60
0.408970 5042.03
0.409550 5101.18
0.410101 5157.89
0.410651 5215.23
0.411202 5273.22
0.411752 5331.83
0.412303 5391.08
0.412853 5450.94
0.413404 5511.43
0.413954 5572.51
0.414505 5634.21
0.415055 5696.51
0.415606 5759.40
0.416156 5822.85
0.416707 5886.88
0.417257 5951.47
0.418358 6082.25
0.419297 6195.39
0.420235 6309.94
0.421174 6425.83
0.422113 6542.94
0.423051 6661.18
0.423990 6780.40
0.424929 6900.50
0.425867 7021.32
0.426806 7142.73
0.427745 7264.55
0.428683 7386.61
0.429622 7508.72
0.430561 7630.69
0.431499 7752.30
0.432438 7873.36
0.433377 7993.62
0.434998 8198.80
0.436619 8399.68
0.438240 8594.94
0.439862 8783.22
0.441483 8963.15
0.443104 9133.35
0.444726 9292.45
0.446347 9439.15
0.447712 9552.14
0.449078 9654.75
0.450443 9746.33
0.451808 9826.32
0.453174 9894.22
0.454539 9949.62
0.455904 9992.17
0.457269 10021.7
0.458635 10037.9
0.460000 10041.0
0.461250 10032.2
0.462188 10018.5
0.463125 9998.66
0.464063 9972.88
0.465000 9941.25
0.466250 9890.23
0.467500 9829.45
0.468750 9759.35
0.470000 9680.41
0.471250 9593.15
0.472500 9498.15
0.473750 9396.00
0.475000 9287.32
0.476250 9172.75
0.477188 9083.34
0.478125 8991.27
0.479063 8896.80
0.480000 8800.21
0.481250 8668.60
0.482500 8534.35
0.483750 8398.08
0.485000 8260.39
0.486250 8121.87
0.487500 7983.05
0.488750 7844.48
0.490000 7706.65
0.492500 7435.00
0.495000 7171.44
0.500000 6679.21
0.503359 6381.22
0.506718 6113.47
0.510077 5878.05
0.513436 5676.13
0.516795 5508.19
0.520154 5374.20
0.523512 5273.73
0.526871 5206.01
0.529189 5177.86
0.531508 5164.40
0.533826 5165.16
0.536144 5179.53
0.538462 5206.85
0.540780 5246.31
0.545507 5360.35
0.550234 5510.88
0.559689 5866.41
0.564416 6036.95
0.569143 6176.95
0.571507 6229.54
0.573870 6267.64
0.576234 6289.41
0.578598 6293.36
0.581299 6274.62
0.584000 6230.18
0.586364 6170.03
0.588727 6090.37
0.591091 5991.99
0.593454 5876.05
0.595818 5744.07
0.598182 5597.83
0.602909 5270.62
0.621818 3797.91
0.625769 3508.79
0.629721 3236.83
0.633673 2983.88
0.637624 2750.69
0.641576 2537.16
0.645528 2342.58
0.649480 2165.87
0.653431 2005.72
0.657436 1858.89
0.661440 1726.17
0.665445 1606.15
0.669449 1497.51
0.673454 1399.04
0.677458 1309.65
0.681463 1228.34
0.685467 1154.25
0.689836 1080.74
0.694204 1014.01
0.698573 953.281
0.702941 897.889
0.707310 847.240
0.711678 800.818
0.716047 758.171
0.720415 718.903
0.724420 685.578
0.728424 654.564
0.732429 625.653
0.736433 598.660
0.740437 573.417
0.744442 549.779
0.748446 527.613
0.752451 506.801
0.756455 487.233
0.760460 468.812
0.764464 451.452
0.768469 435.071
0.772473 419.597
0.776478 404.964
0.784487 377.986
0.792496 353.714
0.800505 331.798
0.808514 311.939
0.816522 293.887
0.824531 277.429
0.832540 262.381
0.840549 248.587
0.848558 235.913
0.855111 226.294
0.861664 217.290
0.868217 208.849
0.874769 200.923
0.881322 193.470
0.887875 186.450
0.894428 179.829
0.900980 173.579
0.914086 162.086
0.927192 151.785
0.940297 142.520
0.953403 134.156
0.965052 127.387
0.976701 121.175
0.988351 115.461
1.00000 110.195
1.01074 105.693
1.02149 101.500
1.03223 97.5863
1.04297 93.9290
1.05371 90.5068
1.06445 87.3011
1.07520 84.2939
1.08594 81.4695
1.09668 78.8134
1.10742 76.3130
1.12891 71.7328
1.15039 67.6472
1.17188 63.9887
1.19141 60.9855
1.21094 58.2528
1.23047 55.7595
1.25000 53.4793
1.26563 51.7930
1.28125 50.2186
1.29688 48.7484
1.31250 47.3744
1.34375 44.8739
1.37500 42.6583
1.40625 40.6932
1.43750 38.9450
1.46875 37.3843
1.50000 35.9870
1.53125 34.7325
1.56250 33.6035
1.59375 32.5852
1.62500 31.6650
1.65625 30.8322
1.68750 30.0773
1.71875 29.3924
1.75000 28.7704
1.78125 28.2058
1.81250 27.6965
1.87500 26.8094
1.93750 26.0732
2.00000 25.4676
2.05859 25.0032
2.11719 24.6276
2.17578 24.3309
2.23438 24.1094
2.29297 23.9371
2.35156 23.8251
2.41016 23.7645
2.46875 23.7502
2.53906 23.7966
2.60938 23.9053
2.67969 24.0724
2.75000 24.2985
2.84375 24.6917
2.93750 25.1895
3.03125 25.7955
3.12500 26.5155
3.21875 27.3578
3.31250 28.3335
3.40625 29.4567
3.50000 30.7450
3.58203 32.0250
3.66406 33.4664
3.74609 35.0884
3.82813 36.9033
3.91016 38.9710
3.99219 41.3168
4.03320 42.6078
4.07422 43.9864
4.11524 45.4599
4.15625 47.0369
4.20313 48.9777
4.25000 51.0815
4.31445 54.2739
4.37891 57.8635
4.41113 59.8276
4.44336 61.9170
4.47559 64.1425
4.50781 66.5158
4.54004 69.0502
4.57227 71.7602
4.60449 74.6623
4.63672 77.7748
4.66895 81.1181
4.70117 84.7140
4.73340 88.5849
4.76563 92.7577
4.79492 96.8472
4.82422 101.254
4.85352 106.010
4.88281 111.150
4.91211 116.713
4.94141 122.749
4.97070 129.313
5.00000 136.468
5.03095 144.748
5.06190 153.865
5.09286 163.935
5.12381 175.092
5.13928 181.126
5.15476 187.494
5.17024 194.223
5.18571 201.341
5.20119 208.881
5.21666 216.880
5.23214 225.375
5.24762 234.406
5.26764 246.966
5.28767 260.613
5.30770 275.475
5.32773 291.700
5.34776 309.461
5.36778 328.959
5.38781 350.428
5.40784 374.144
5.42787 400.433
5.43788 414.661
5.44789 429.683
5.45791 445.559
5.46792 462.356
5.47794 480.147
5.48795 499.008
5.49796 519.033
5.50798 540.316
5.51799 562.966
5.52801 587.100
5.53802 612.852
5.54803 640.370
5.55805 669.819
5.56806 701.381
5.57990 741.705
5.59173 785.676
5.60357 833.752
5.61540 886.464
5.62723 944.440
5.63907 1008.40
5.65090 1079.21
5.66274 1157.87
5.67275 1231.46
5.68277 1312.41
5.69278 1401.72
5.70279 1500.58
5.71281 1610.42
5.71781 1669.97
5.72282 1732.91
5.72783 1799.52
5.73284 1870.07
5.73784 1944.88
5.74285 2024.29
5.74763 2104.76
5.75241 2190.13
5.75719 2280.83
5.76197 2377.27
5.76675 2479.97
5.77153 2589.43
5.77630 2706.25
5.78108 2831.08
5.78586 2964.67
5.79064 3107.74
5.79542 3261.19
5.80020 3425.96
5.80498 3603.14
5.80976 3793.78
5.81454 3999.15
5.81932 4220.60
5.82432 4471.44
5.82933 4743.30
5.83434 5038.08
5.83935 5357.81
5.84435 5704.57
5.84936 6080.53
5.85437 6487.87
5.85937 6928.75
5.86438 7405.21
5.86939 7919.14
5.87439 8472.19
5.87940 9065.60
5.88441 9700.17
5.88942 10376.1
5.89442 11092.8
5.89943 11848.7
5.90449 12650.9
5.90955 13487.2
5.91968 15241.8
5.93993 18863.9
5.94620 19938.1
5.95248 20949.7
5.95876 21874.4
5.96503 22688.7
5.97131 23370.8
5.97759 23901.6
5.98386 24265.8
5.99014 24452.6
5.99400 24476.9
6.00028 24368.1
6.00655 24079.2
6.01283 23619.1
6.01911 23001.4
6.02538 22243.7
6.03166 21366.9
6.03794 20393.8
6.04421 19348.4
6.05424 17586.9
6.06426 15790.7
6.07429 14035.2
6.07930 13191.6
6.08431 12378.3
6.08921 11616.3
6.09411 10890.2
6.09901 10201.6
6.10391 9551.98
6.10881 8941.33
6.11371 8369.62
6.11861 7835.92
6.12351 7339.02
6.12842 6877.33
6.13332 6449.27
6.13822 6052.80
6.14312 5686.11
6.14802 5347.04
6.15292 5033.77
6.15782 4744.29
6.16272 4476.74
6.16762 4229.33
6.17252 4000.48
6.17742 3788.58
6.18232 3592.25
6.18722 3410.11
6.19212 3241.01
6.19702 3083.81
6.20192 2937.49
6.20682 2801.10
6.21172 2673.85
6.21662 2554.97
6.22152 2443.77
6.22642 2339.58
6.23132 2241.90
6.23622 2150.19
6.24112 2063.98
6.24602 1982.82
6.25092 1906.37
6.25582 1834.25
6.26072 1766.17
6.26563 1701.80
6.27053 1640.91
6.28033 1528.58
6.29013 1427.44
6.29993 1336.08
6.30973 1253.26
6.31953 1177.97
6.32621 1130.48
6.33289 1085.83
6.33957 1043.80
6.34626 1004.19
6.35294 966.804
6.35962 931.492
6.36630 898.099
6.37299 866.487
6.38635 808.111
6.39971 755.496
6.41308 707.898
6.42644 664.703
6.43624 635.512
6.44605 608.222
6.45585 582.672
6.46565 558.719
6.47545 536.230
6.48525 515.092
6.49505 495.195
6.50485 476.449
6.51465 458.762
6.52445 442.058
6.53425 426.267
6.54405 411.323
6.56365 383.743
6.58325 358.900
6.60286 336.445
6.62246 316.082
6.64206 297.561
6.66166 280.667
6.68126 265.215
6.70086 251.049
6.72046 238.033
6.74006 226.047
6.75788 215.955
6.77570 206.558
6.79352 197.790
6.81134 189.596
6.82916 181.926
6.84698 174.738
6.86480 167.994
6.88262 161.658
6.90044 155.701
6.91826 150.093
6.93608 144.809
6.95390 139.825
6.98953 130.675
7.02517 122.492
7.04477 118.357
7.06438 114.460
7.10358 107.311
7.14278 100.932
7.18198 95.2293
7.22119 90.1263
7.26039 85.5599
7.29959 81.4791
7.33879 77.8446
7.37087 75.1827
7.40294 72.7907
7.43502 70.6652
7.46709 68.8099
7.49917 67.2382
7.53124 65.9770
7.56332 65.0736
7.57935 64.7799
7.59539 64.6104
7.61321 64.5921
7.63103 64.7882
7.64885 65.2490
7.66667 66.0453
7.67558 66.5995
7.68449 67.2790
7.69340 68.1041
7.70231 69.0998
7.71122 70.2965
7.72013 71.7316
7.72904 73.4508
7.73795 75.5091
7.74730 78.1089
7.75198 79.6046
7.75666 81.2475
7.76134 83.0520
7.76601 85.0322
7.77069 87.2044
7.77537 89.5840
7.78005 92.1888
7.78472 95.0353
7.78940 98.1405
7.79408 101.520
7.79876 105.191
7.80343 109.166
7.80811 113.459
7.81279 118.077
7.81769 123.273
7.82259 128.834
7.82749 134.757
7.83239 141.032
7.83729 147.641
7.84219 154.554
7.85199 169.142
7.85989 181.409
7.86779 193.827
7.87569 206.060
7.88359 217.726
7.88862 224.672
7.89365 231.120
7.89868 236.970
7.90370 242.125
7.90873 246.498
7.91376 250.013
7.91879 252.607
7.92381 254.234
7.93000 254.863
7.93464 254.332
7.93928 252.947
7.94392 250.730
7.94856 247.715
7.95320 243.947
7.95784 239.481
7.96249 234.380
7.96713 228.719
7.97487 218.221
7.98262 206.745
7.99812 182.345
8.00809 166.637
8.01807 151.614
8.02306 144.494
8.02804 137.687
8.03303 131.219
8.03802 125.108
8.04533 116.811
8.05265 109.311
8.05996 102.586
8.06727 96.5990
8.07459 91.2968
8.08190 86.6219
8.08922 82.5114
8.09653 78.9031
8.10385 75.7374
8.11116 72.9596
8.11847 70.5190
8.12579 68.3715
8.13310 66.4772
8.14042 64.8025
8.14773 63.3179
8.15505 61.9981
8.16236 60.8218
8.16967 59.7709
8.18430 57.9857
8.19893 56.5448
8.21356 55.3771
8.22420 54.6690
8.23484 54.0620
8.25612 53.1033
8.27739 52.4254
8.29867 51.9771
8.32793 51.6731
8.35719 51.6784
8.38645 51.9577
8.41570 52.4920
8.44496 53.2741
8.47422 54.3061
8.50348 55.5981
8.53273 57.1674
8.56199 59.0390
8.59125 61.2455
8.62051 63.8291
8.64976 66.8424
8.67902 70.3511
8.69365 72.3161
8.70828 74.4369
8.72291 76.7271
8.73753 79.2014
8.75216 81.8772
8.76679 84.7729
8.78408 88.5092
8.80137 92.6246
8.81866 97.1675
8.83595 102.194
8.85323 107.770
8.86188 110.788
8.87052 113.973
8.87917 117.338
8.88781 120.895
8.89646 124.659
8.90510 128.644
8.91241 132.203
8.91973 135.945
8.92704 139.881
8.93436 144.025
8.94167 148.393
8.94899 152.998
8.95630 157.859
8.96361 162.995
8.97093 168.427
8.97824 174.177
8.98556 180.271
8.99287 186.735
9.00019 193.601
9.00750 200.902
9.01482 208.676
9.02213 216.964
9.02944 225.815
9.03676 235.278
9.04407 245.414
9.05139 256.285
9.05870 267.970
9.06602 280.547
9.07333 294.114
9.08064 308.778
9.08796 324.666
9.09527 341.914
9.10259 360.689
9.10624 370.707
9.10990 381.180
9.11356 392.139
9.11722 403.608
9.12087 415.625
9.12453 428.224
9.12819 441.445
9.13184 455.329
9.13550 469.922
9.13916 485.274
9.14282 501.441
9.14647 518.474
9.15013 536.438
9.15379 555.403
9.15745 575.448
9.16110 596.642
9.16476 619.077
9.16842 642.847
9.17207 668.060
9.17573 694.813
9.17939 723.230
9.18305 753.440
9.18670 785.587
9.19036 819.801
9.19402 856.249
9.19767 895.097
9.20067 928.802
9.20366 964.324
9.20665 1001.78
9.20964 1041.29
9.21264 1082.98
9.21563 1126.94
9.21862 1173.31
9.22161 1222.21
9.22461 1273.81
9.22760 1328.19
9.23059 1385.50
9.23358 1445.89
9.23657 1509.49
9.23957 1576.43
9.24256 1646.84
9.24555 1720.86
9.24921 1816.42
9.25286 1917.74
9.25652 2025.02
9.26018 2138.44
9.26384 2258.16
9.26749 2384.22
9.27115 2516.71
9.27481 2655.64
9.27847 2801.02
9.28212 2952.67
9.28578 3110.45
9.28944 3274.16
9.29309 3443.46
9.29675 3618.00
9.30406 3980.82
9.31138 4357.99
9.31869 4743.43
9.33332 5509.37
9.34217 5945.66
9.34659 6149.72
9.35101 6341.55
9.35543 6519.19
9.35985 6680.63
9.36427 6824.11
9.36869 6947.90
9.37402 7068.94
9.37935 7157.26
9.38467 7211.37
9.39000 7230.33
9.39305 7225.22
9.39801 7192.24
9.40296 7129.23
9.40792 7037.21
9.41288 6917.63
9.41783 6772.30
9.42279 6603.45
9.42774 6413.52
9.43270 6205.19
9.43916 5910.78
9.44562 5596.38
9.45207 5268.41
9.45853 4933.11
9.47497 4083.92
9.48319 3679.69
9.49141 3298.60
9.49744 3036.50
9.50347 2790.54
9.50950 2561.32
9.51553 2349.13
9.52156 2153.79
9.52457 2062.33
9.52758 1974.91
9.53060 1891.41
9.53361 1811.78
9.53663 1735.88
9.53964 1663.60
9.54266 1594.79
9.54567 1529.37
9.54868 1467.18
9.55170 1408.09
9.55471 1351.96
9.55773 1298.68
9.56074 1248.10
9.56376 1200.11
9.56677 1154.55
9.56978 1111.33
9.57280 1070.31
9.57581 1031.39
9.58184 959.354
9.58787 894.407
9.59225 851.163
9.59664 810.990
9.60102 773.617
9.60541 738.829
9.60979 706.397
9.61418 676.140
9.61856 647.871
9.62294 621.426
9.62733 596.652
9.63171 573.423
9.63610 551.607
9.64048 531.099
9.64487 511.789
9.64925 493.593
9.65364 476.421
9.65802 460.198
9.66405 439.309
9.67008 419.921
9.67611 401.885
9.68213 385.080
9.68816 369.389
9.69419 354.716
9.70022 340.969
9.70625 328.073
9.71228 315.954
9.71830 304.552
9.72433 293.806
9.73036 283.669
9.73639 274.092
9.74242 265.035
9.75448 248.331
9.76653 233.291
9.77859 219.698
9.79065 207.367
9.80270 196.145
9.81476 185.898
9.82682 176.514
9.83888 167.897
9.85093 159.964
9.86025 154.256
9.86957 148.884
9.87888 143.820
9.88820 139.042
9.89752 134.527
9.90683 130.256
9.92547 122.377
9.94410 115.281
9.96273 108.865
9.98137 103.044
10.0000 97.7453
10.0134 94.2146
10.0269 90.9023
10.0403 87.7905
10.0537 84.8628
10.0672 82.1046
10.0806 79.5027
10.0940 77.0452
10.1074 74.7230
10.1343 70.4376
10.1611 66.5818
10.1880 63.0958
10.2149 59.9348
10.2466 56.5609
10.2783 53.5282
10.3101 50.7909
10.3418 48.3119
10.3735 46.0572
10.4053 43.9998
10.4370 42.1154
10.4688 40.3842
10.4956 39.0253
10.5225 37.7549
10.5493 36.5653
10.5762 35.4501
10.6030 34.4021
10.6299 33.4164
10.6568 32.4873
10.6836 31.6108
10.7373 29.9988
10.7910 28.5519
10.8447 27.2471
10.8984 26.0652
10.9351 25.3213
10.9717 24.6230
11.0083 23.9660
11.0449 23.3471
11.0816 22.7633
11.1182 22.2120
11.1914 21.1975
11.2647 20.2827
11.3379 19.4533
11.4111 18.6993
11.4844 18.0113
11.5381 17.5437
11.5918 17.1046
11.6455 16.6913
11.6992 16.3016
11.8067 15.5855
11.9141 14.9431
12.0215 14.3635
12.1289 13.8380
12.2363 13.3595
12.3438 12.9217
12.4219 12.6262
12.5000 12.3479
12.5977 12.0225
12.6953 11.7209
12.7930 11.4377
12.8906 11.1722
12.9883 10.9227
13.0859 10.6885
13.1836 10.4679
13.2813 10.2597
13.4766 9.87715
13.6719 9.53391
13.8672 9.22438
14.0625 8.94416
14.2969 8.64164
14.5313 8.37112
14.7656 8.12881
15.0000 7.91157
15.2344 7.71716
15.4688 7.54380
15.6836 7.40245
15.8984 7.27736
16.1133 7.16846
16.3281 7.07613
16.5430 7.00120
16.7578 6.94522
16.9727 6.91049
17.0801 6.90214
17.1875 6.90051
17.3438 6.91165
17.5000 6.94127
17.6172 6.97732
17.7344 7.02711
17.8516 7.09451
17.9688 7.18218
18.0859 7.29407
18.2031 7.43559
18.2617 7.51960
18.3203 7.61387
18.3789 7.71968
18.4375 7.83853
18.5059 7.99605
18.5742 8.17693
18.6426 8.38496
18.7109 8.62539
18.7793 8.90522
18.8477 9.23265
18.8818 9.41724
18.9160 9.61772
18.9502 9.83583
18.9844 10.0736
19.0332 10.4520
19.0820 10.8834
19.1309 11.3776
