Er-167(n,tot) ENDFB-8.0
Energy(eV) XS(b)
1.00000E-05 5670.33
1.03125E-05 5583.78
1.06250E-05 5501.08
1.09375E-05 5421.94
1.12500E-05 5346.13
1.15625E-05 5273.41
1.18750E-05 5203.58
1.21875E-05 5136.45
1.25000E-05 5071.86
1.28125E-05 5009.65
1.31250E-05 4949.67
1.34375E-05 4891.80
1.37500E-05 4835.91
1.43750E-05 4729.65
1.50000E-05 4630.10
1.54624E-05 4560.37
1.59248E-05 4493.71
1.63871E-05 4429.88
1.68495E-05 4368.70
1.68750E-05 4365.40
1.69531E-05 4355.34
1.70313E-05 4345.34
1.71875E-05 4325.55
1.75000E-05 4286.77
1.81250E-05 4212.25
1.87500E-05 4141.48
1.93750E-05 4074.17
2.00000E-05 4010.04
2.09051E-05 3922.31
2.18102E-05 3840.11
2.18750E-05 3834.42
2.20240E-05 3821.43
2.21731E-05 3808.57
2.24712E-05 3783.24
2.30673E-05 3734.06
2.36635E-05 3686.75
2.42596E-05 3641.20
2.48558E-05 3597.29
2.54519E-05 3554.94
2.66442E-05 3474.54
2.75000E-05 3420.09
2.84375E-05 3363.28
2.93750E-05 3309.21
3.03125E-05 3257.67
3.12500E-05 3208.47
3.21875E-05 3161.44
3.31250E-05 3116.42
3.40625E-05 3073.27
3.50000E-05 3031.86
3.62500E-05 2979.18
3.75000E-05 2929.15
3.87500E-05 2881.56
4.00000E-05 2836.22
4.12500E-05 2792.96
4.25000E-05 2751.62
4.43750E-05 2692.92
4.62500E-05 2637.83
4.81250E-05 2585.99
5.00000E-05 2537.10
5.22464E-05 2482.02
5.44928E-05 2430.39
5.67392E-05 2381.86
5.89856E-05 2336.13
6.07428E-05 2302.14
6.25000E-05 2269.59
6.40625E-05 2241.78
6.56250E-05 2214.97
6.71875E-05 2189.11
6.87500E-05 2164.13
7.18750E-05 2116.64
7.50000E-05 2072.15
7.75000E-05 2038.51
8.00000E-05 2006.46
8.36203E-05 1962.63
8.72406E-05 1921.56
8.75000E-05 1918.71
8.82813E-05 1910.22
8.90625E-05 1901.84
9.06250E-05 1885.41
9.37500E-05 1853.79
9.68750E-05 1823.71
0.000100000 1795.05
0.000104493 1756.12
0.000108986 1719.63
0.000113478 1685.33
0.000117971 1653.01
0.000121486 1628.99
0.000125000 1605.99
0.000128125 1586.34
0.000131250 1567.39
0.000134375 1549.11
0.000137500 1531.46
0.000143750 1497.90
0.000150000 1466.46
0.000155000 1442.69
0.000160000 1420.04
0.000167241 1389.07
0.000174481 1360.05
0.000175000 1358.04
0.000176563 1352.04
0.000178125 1346.12
0.000181250 1334.50
0.000187500 1312.16
0.000193750 1290.90
0.000200000 1270.66
0.000206827 1249.59
0.000213655 1229.55
0.000220482 1210.45
0.000227310 1192.21
0.000234137 1174.78
0.000240964 1158.10
0.000247792 1142.11
0.000254619 1126.76
0.000264810 1104.98
0.000275000 1084.42
0.000284358 1066.52
0.000293716 1049.49
0.000294336 1048.39
0.000294922 1047.35
0.000296489 1044.59
0.000298057 1041.86
0.000301192 1036.45
0.000307461 1025.89
0.000320000 1005.71
0.000334481 983.824
0.000348962 963.320
0.000350000 961.900
0.000352344 958.715
0.000354688 955.562
0.000359375 949.349
0.000368750 937.281
0.000378125 925.665
0.000387500 914.474
0.000396875 903.681
0.000406250 893.265
0.000425000 873.478
0.000443750 854.959
0.000462500 837.579
0.000481250 821.226
0.000500000 805.802
0.000515625 793.597
0.000531250 781.936
0.000546875 770.778
0.000562500 760.089
0.000578125 749.836
0.000593750 739.992
0.000609375 730.528
0.000625000 721.422
0.000640000 712.996
0.000667500 698.294
0.000695000 684.474
0.000722500 671.450
0.000750000 659.151
0.000781250 645.971
0.000812500 633.559
0.000843750 621.844
0.000875000 610.763
0.000906250 600.260
0.000937500 590.287
0.000968750 580.801
0.00100000 571.764
0.00103125 563.140
0.00106250 554.901
0.00109375 547.017
0.00112500 539.464
0.00115625 532.220
0.00118750 525.263
0.00121875 518.576
0.00125000 512.142
0.00128000 506.188
0.00133500 495.799
0.00139000 486.032
0.00144500 476.830
0.00150000 468.138
0.00156250 458.824
0.00162500 450.052
0.00168750 441.773
0.00175000 433.942
0.00181250 426.519
0.00187500 419.471
0.00193750 412.767
0.00200000 406.379
0.00207000 399.572
0.00214000 393.102
0.00221000 386.941
0.00228000 381.066
0.00235000 375.456
0.00242000 370.092
0.00249000 364.955
0.00256000 360.030
0.00256250 359.858
0.00256836 359.456
0.00257422 359.055
0.00259619 357.563
0.00261817 356.090
0.00266211 353.198
0.00275000 347.625
0.00284375 341.967
0.00293750 336.583
0.00303125 331.450
0.00312500 326.550
0.00321875 321.866
0.00331250 317.382
0.00340625 313.084
0.00350000 308.961
0.00359375 305.000
0.00368750 301.191
0.00378125 297.524
0.00387500 293.992
0.00396875 290.585
0.00406250 287.297
0.00425000 281.050
0.00443750 275.204
0.00462500 269.717
0.00481250 264.554
0.00500000 259.684
0.00512000 256.709
0.00526125 253.338
0.00540250 250.100
0.00554375 246.987
0.00568500 243.990
0.00582625 241.103
0.00596750 238.319
0.00610875 235.632
0.00625000 233.037
0.00640625 230.267
0.00656250 227.596
0.00671875 225.019
0.00687500 222.531
0.00718750 217.799
0.00750000 213.367
0.00781250 209.203
0.00812500 205.281
0.00843750 201.580
0.00875000 198.078
0.00906250 194.760
0.00937500 191.609
0.00968750 188.611
0.0100000 185.755
0.0103125 183.031
0.0106250 180.427
0.0109375 177.935
0.0112500 175.549
0.0115625 173.259
0.0118750 171.061
0.0121875 168.948
0.0125000 166.914
0.0128125 164.956
0.0131250 163.068
0.0134375 161.246
0.0137500 159.487
0.0143750 156.142
0.0150000 153.008
0.0156250 150.064
0.0162500 147.292
0.0168750 144.676
0.0175000 142.201
0.0181250 139.856
0.0187500 137.629
0.0193750 135.511
0.0200000 133.494
0.0206625 131.456
0.0213250 129.514
0.0219875 127.661
0.0226500 125.889
0.0233125 124.195
0.0239750 122.571
0.0246375 121.013
0.0253000 119.517
0.0261130 117.760
0.0269260 116.083
0.0277391 114.481
0.0285521 112.948
0.0293651 111.480
0.0301781 110.072
0.0309911 108.721
0.0318042 107.421
0.0331138 105.431
0.0344234 103.556
0.0357331 101.785
0.0370427 100.111
0.0383524 98.5230
0.0396620 97.0157
0.0409716 95.5822
0.0422813 94.2167
0.0442109 92.3182
0.0461406 90.5418
0.0480703 88.8755
0.0500000 87.3084
0.0506000 86.8398
0.0527938 85.1969
0.0549875 83.6554
0.0571813 82.2058
0.0593750 80.8397
0.0595257 80.7488
0.0598975 80.5259
0.0602693 80.3051
0.0610129 79.8699
0.0625000 79.0238
0.0640625 78.1680
0.0656250 77.3443
0.0671875 76.5506
0.0687500 75.7852
0.0718750 74.3328
0.0750000 72.9758
0.0781250 71.7053
0.0812500 70.5135
0.0843750 69.3932
0.0875000 68.3381
0.0906250 67.3423
0.0937500 66.4008
0.0968750 65.5093
0.100000 64.6640
0.102344 64.0583
0.104688 63.4754
0.109375 62.3730
0.114063 61.3480
0.118750 60.3931
0.119051 60.3339
0.119795 60.1891
0.120539 60.0459
0.122026 59.7642
0.125000 59.2186
0.128125 58.6701
0.131250 58.1452
0.134375 57.6428
0.137500 57.1614
0.143750 56.2569
0.150000 55.4235
0.156250 54.6556
0.162500 53.9479
0.168750 53.2952
0.175000 52.6931
0.181250 52.1372
0.187500 51.6242
0.193750 51.1510
0.200000 50.7150
0.202400 50.5570
0.209375 50.1257
0.215047 49.8047
0.220719 49.5090
0.229109 49.1149
0.237500 48.7684
0.238103 48.7453
0.240296 48.6631
0.242489 48.5841
0.246875 48.4350
0.254433 48.2058
0.264717 47.9473
0.275000 47.7480
