Dy-161(n,g) ENDFB-8.0
0.289844 477.386
0.290234 495.901
0.290625 515.127
0.291016 535.065
0.291406 555.695
0.291797 577.013
0.292188 599.005
0.292578 621.660
0.292969 644.950
0.293359 668.859
0.293750 693.363
0.294141 718.444
0.294531 744.060
0.294922 770.186
0.295313 796.791
0.295703 823.846
0.296094 851.300
0.296875 907.273
0.297656 964.396
0.298438 1022.31
0.300000 1139.06
0.300000 2078.80
0.310938 2041.62
0.321875 2006.35
0.332813 1972.84
0.343750 1940.94
0.354688 1910.54
0.365625 1881.52
0.376563 1853.77
0.387500 1827.21
0.398438 1801.75
0.409375 1777.32
0.420313 1753.86
0.431250 1731.29
0.442188 1709.58
0.453125 1688.65
0.464063 1668.47
0.475000 1648.99
0.518750 1577.36
0.562500 1514.28
0.606250 1458.18
0.650000 1407.85
0.693750 1362.38
0.737500 1321.03
0.781250 1283.20
0.825000 1248.44
0.912500 1186.59
1.00000 1133.07
1.07031 1094.31
1.14063 1059.22
1.21094 1027.25
1.28125 997.977
1.35156 971.035
1.42188 946.133
1.56250 901.511
1.70313 862.579
1.84375 828.226
1.98438 797.622
2.12500 770.131
2.26563 745.262
2.40625 722.624
2.54688 701.902
2.68750 682.842
2.96875 648.900
3.25000 619.499
3.53125 593.713
3.81250 570.858
4.09375 550.419
4.37500 531.999
4.65625 515.288
4.93750 500.038
5.21875 486.047
5.50000 473.152
6.06250 450.130
6.62500 430.129
7.18750 412.542
7.75000 396.922
8.31250 382.929
8.87500 370.298
9.43750 358.822
10.0000 348.337
10.6250 337.447
11.2500 327.492
11.8750 318.345
12.5000 309.904
13.7500 294.809
15.0000 281.671
16.0000 272.307
17.0000 263.794
18.5000 252.362
20.0000 242.262
21.2500 234.688
22.5000 227.765
23.7500 221.403
25.0000 215.533
27.5000 205.034
30.0000 195.898
32.5000 187.852
35.0000 180.698
37.5000 174.284
40.0000 168.489
42.5000 163.015
45.0000 158.017
47.5000 153.431
50.0000 149.203
55.0000 141.653
60.0000 135.095
65.0000 129.331
70.0000 124.213
72.0000 122.276
78.5000 116.518
85.0000 111.458
92.5000 106.321
100.000 101.794
106.250 98.4095
112.500 95.3217
118.750 92.4900
125.000 89.8815
137.500 85.2282
150.000 81.1907
160.000 78.3201
170.000 75.7161
185.000 72.2281
200.000 69.1546
212.500 66.8554
225.000 64.7576
237.500 62.8339
250.000 61.0618
275.000 57.9005
300.000 55.1576
325.000 52.7493
350.000 50.6134
375.000 48.7028
400.000 46.9808
425.000 45.2914
450.000 43.7543
475.000 42.3483
500.000 41.0563
525.000 39.8639
550.000 38.7592
600.000 36.7746
650.000 35.0388
700.000 33.5048
720.000 32.9142
785.000 31.1661
850.000 29.6394
925.000 28.0986
1000.00 26.7490
1062.50 25.7615
1125.00 24.8639
1187.50 24.0437
1250.00 23.2905
1312.50 22.5961
1375.00 21.9532
1500.00 20.7994
1600.00 19.9830
1700.00 19.2453
1850.00 18.2617
2000.00 17.3993
2125.00 16.7570
2250.00 16.1732
2375.00 15.6396
2500.00 15.1497
2625.00 14.6980
2750.00 14.2798
3000.00 13.5293
3250.00 12.8739
3500.00 12.2953
3750.00 11.7801
4000.00 11.3177
4250.00 10.8958
4500.00 10.5124
4750.00 10.1621
5000.00 9.84062
5250.00 9.54427
5500.00 9.27002
6000.00 8.77805
6500.00 8.34856
7000.00 7.96968
7200.00 7.83477
7850.00 7.43492
8500.00 7.08496
9250.00 6.73102
10000.0 6.42038
10625.0 6.20952
11250.0 6.01706
11875.0 5.84050
12500.0 5.67779
13750.0 5.38739
15000.0 5.13527
16000.0 4.95592
17000.0 4.79315
18500.0 4.57502
20000.0 4.38271
21250.0 4.25184
22500.0 4.13204
23750.0 4.02182
25000.0 3.91997
27500.0 3.73753
30000.0 3.57840
32500.0 3.45316
35000.0 3.34112
37500.0 3.24008
40000.0 3.14833
42500.0 3.06921
45000.0 2.99643
50000.0 2.86677
53492.5 2.79181
56985.0 2.72338
56985.4 2.72337
60000.0 2.58645
65000.0 2.47989
70000.0 2.38515
75000.0 2.31035
80000.0 2.24250
85000.0 2.18305
90000.0 2.12845
99999.9 2.03497
100000 2.03497
105000 1.99243
110000 1.95270
115000 1.91693
120000 1.88329
125000 1.85265
130000 1.82368
137301 1.78376
140000 1.76465
145000 1.73601
150000 1.70879
155000 1.68335
160000 1.65908
165000 1.63657
170000 1.61503
174371 1.59730
178741 1.58020
178741 1.58019
180000 1.54932
185000 1.51269
190000 1.47787
195000 1.45438
200000 1.43184
205157 1.41106
210314 1.39109
210314 1.39109
210314 1.39109
210315 1.39109
213986 1.37285
217657 1.35516
221329 1.33798
225000 1.32130
225000 1.32130
225000 1.32130
231176 1.30080
237351 1.28115
240944 1.26795
245472 1.25392
250000 1.24029
250000 1.24029
250000 1.24029
256250 1.22407
262500 1.20845
268750 1.19339
275000 1.17885
281250 1.16629
287500 1.15413
293750 1.14235
300000 1.13094
300000 1.13094
300000 1.13094
305779 1.12164
311558 1.11258
311558 1.11258
311558 1.11258
316214 1.09919
320870 1.08616
325526 1.07346
330182 1.06109
330183 1.06109
336389 1.05039
342596 1.03999
348802 1.02988
355009 1.02004
355009 1.02004
359201 1.01406
363392 1.00819
367628 1.00258
367629 1.00258
371397 0.998023
375166 0.993533
378934 0.989108
382702 0.984746
386470 0.980446
390239 0.976206
394007 0.972025
397775 0.967901
400000 0.963026
404912 0.957413
409824 0.951899
414735 0.946483
419647 0.941160
426314 0.930571
432981 0.920263
439648 0.910223
446315 0.900442
452982 0.890909
459649 0.881614
466316 0.872548
472983 0.863701
472983 0.863701
472983 0.863701
479737 0.856325
486492 0.849114
493246 0.842062
500000 0.835163
500758 0.834605
500758 0.834605
508182 0.829040
508182 0.829040
513462 0.824592
518742 0.820214
523152 0.817442
527563 0.814703
531973 0.811996
536383 0.809320
536383 0.809320
536383 0.809320
541586 0.802367
546788 0.795540
546789 0.795540
552484 0.791101
552485 0.791100
559026 0.781326
565567 0.771784
572446 0.762333
579324 0.753108
584522 0.748529
589719 0.744017
589719 0.744017
600000 0.727243
605426 0.722241
610852 0.717317
610853 0.717316
617897 0.710814
624941 0.704443
624942 0.704442
630979 0.695878
630980 0.695877
639030 0.683056
639030 0.683056
646652 0.677516
654273 0.672085
661894 0.666759
669515 0.661536
677136 0.656413
684758 0.651386
692379 0.646452
700000 0.641609
706250 0.638439
712500 0.635312
718750 0.632228
725000 0.629185
731250 0.626182
737500 0.623220
743750 0.620296
750000 0.617410
756250 0.614561
762500 0.611749
768750 0.608973
775000 0.606231
781250 0.603524
787500 0.600850
793750 0.598209
800000 0.595600
806250 0.592418
812500 0.589277
818750 0.586177
825000 0.583116
831250 0.580094
837500 0.577111
843750 0.574165
850000 0.571255
856250 0.568381
862500 0.565543
868750 0.562739
875000 0.559969
881250 0.557232
887500 0.554527
893750 0.551855
900000 0.549214
906250 0.546538
912500 0.543893
918750 0.541280
925000 0.538696
931250 0.536142
937500 0.533617
943750 0.531120
950000 0.528652
956250 0.526211
962500 0.523797
968750 0.521409
975000 0.519048
987500 0.514403
1.00000E+06 0.509856
1.01250E+06 0.505356
1.02500E+06 0.500951
1.03750E+06 0.496637
1.05000E+06 0.492411
1.06250E+06 0.488270
1.07500E+06 0.484212
1.08750E+06 0.480234
1.10000E+06 0.476333
1.11250E+06 0.472593
1.12500E+06 0.468924
1.13750E+06 0.465324
1.15000E+06 0.461790
1.16250E+06 0.458321
1.17500E+06 0.454914
1.18750E+06 0.451568
1.20000E+06 0.448282
1.21250E+06 0.444903
1.22500E+06 0.441583
1.23750E+06 0.438322
1.25000E+06 0.435117
1.26250E+06 0.431967
1.27500E+06 0.428871
1.28750E+06 0.425827
1.30000E+06 0.422833
1.31250E+06 0.419966
1.32500E+06 0.417146
1.33750E+06 0.414371
1.35000E+06 0.411640
1.36250E+06 0.408952
1.37500E+06 0.406305
1.38750E+06 0.403700
1.40000E+06 0.401134
1.41250E+06 0.398668
1.42500E+06 0.396238
1.43750E+06 0.393844
1.45000E+06 0.391485
1.46250E+06 0.389160
1.47500E+06 0.386869
1.48750E+06 0.384610
1.50000E+06 0.382383
1.51250E+06 0.379933
1.52500E+06 0.377519
1.53750E+06 0.375140
1.55000E+06 0.372795
1.56250E+06 0.370483
1.57500E+06 0.368204
1.58750E+06 0.365956
1.60000E+06 0.363740
1.61250E+06 0.361593
1.62500E+06 0.359476
1.63750E+06 0.357387
1.65000E+06 0.355326
1.66250E+06 0.353292
1.67500E+06 0.351285
1.68750E+06 0.349304
1.70000E+06 0.347349
1.71250E+06 0.345435
1.72500E+06 0.343546
1.73750E+06 0.341681
1.75000E+06 0.339839
1.76250E+06 0.338020
1.77500E+06 0.336223
1.78750E+06 0.334449
1.80000E+06 0.332696
1.81250E+06 0.330970
1.82500E+06 0.329264
1.83750E+06 0.327579
1.85000E+06 0.325913
1.86250E+06 0.324267
1.87500E+06 0.322641
1.88750E+06 0.321033
1.90000E+06 0.319444
1.91250E+06 0.317853
1.92500E+06 0.316280
1.93750E+06 0.314726
1.95000E+06 0.313188
1.96250E+06 0.311668
1.97500E+06 0.310165
2.00000E+06 0.307209
2.01563E+06 0.304813
2.03125E+06 0.302455
2.04688E+06 0.300132
2.06250E+06 0.297844
2.07813E+06 0.295592
2.09375E+06 0.293372
2.10938E+06 0.291186
2.12500E+06 0.289032
2.14063E+06 0.286910
2.14844E+06 0.285860
2.15625E+06 0.284818
2.16406E+06 0.283784
2.17188E+06 0.282757
2.17969E+06 0.281737
2.18750E+06 0.280725
2.19531E+06 0.279720
2.20313E+06 0.278722
2.20703E+06 0.278226
2.21094E+06 0.277732
2.21484E+06 0.277239
2.21875E+06 0.276748
2.22266E+06 0.276258
2.22656E+06 0.275771
2.23047E+06 0.275285
2.23438E+06 0.274801
2.23828E+06 0.274318
2.24219E+06 0.273838
2.24609E+06 0.273358
2.25000E+06 0.272881
2.25391E+06 0.272515
2.25781E+06 0.272150
2.26172E+06 0.271787
2.26563E+06 0.271424
2.26953E+06 0.271062
2.27344E+06 0.270702
2.27734E+06 0.270343
2.28125E+06 0.269985
2.28516E+06 0.269627
2.28906E+06 0.269271
2.29297E+06 0.268916
2.29688E+06 0.268562
2.30078E+06 0.268210
2.30469E+06 0.267858
2.30859E+06 0.267507
2.31250E+06 0.267158
2.31641E+06 0.266809
2.32031E+06 0.266461
2.32422E+06 0.266115
2.32813E+06 0.265769
2.33203E+06 0.265425
2.33594E+06 0.265081
2.33984E+06 0.264739
2.34375E+06 0.264397
2.34766E+06 0.264057
2.35156E+06 0.263718
2.35547E+06 0.263379
2.35938E+06 0.263042
2.36328E+06 0.262705
2.36719E+06 0.262370
2.37109E+06 0.262035
2.37500E+06 0.261702
2.37891E+06 0.261369
2.38281E+06 0.261038
2.38672E+06 0.260707
2.39063E+06 0.260378
2.39453E+06 0.260049
2.39844E+06 0.259721
2.40234E+06 0.259394
2.40625E+06 0.259069
2.41016E+06 0.258744
2.41406E+06 0.258420
2.41797E+06 0.258097
2.42188E+06 0.257775
2.42578E+06 0.257453
2.42969E+06 0.257133
2.43359E+06 0.256814
2.43750E+06 0.256495
2.44141E+06 0.256178
2.44531E+06 0.255861
2.44922E+06 0.255545
2.45313E+06 0.255230
2.45703E+06 0.254916
2.46094E+06 0.254603
2.46484E+06 0.254291
2.46875E+06 0.253980
2.47266E+06 0.253669
2.47656E+06 0.253360
2.48047E+06 0.253051
2.48438E+06 0.252743
2.48828E+06 0.252436
2.49219E+06 0.252130
2.49609E+06 0.251825
2.50000E+06 0.251520
2.50391E+06 0.251145
2.50781E+06 0.250772
2.51172E+06 0.250400
2.51563E+06 0.250029
2.51953E+06 0.249659
2.52344E+06 0.249290
2.52734E+06 0.248922
2.53125E+06 0.248555
2.53516E+06 0.248190
2.53906E+06 0.247825
2.54297E+06 0.247462
2.54688E+06 0.247100
2.55078E+06 0.246739
2.55469E+06 0.246378
2.55859E+06 0.246019
2.56250E+06 0.245661
2.56641E+06 0.245304
2.57031E+06 0.244949
2.57422E+06 0.244594
2.57813E+06 0.244240
2.58203E+06 0.243887
2.58594E+06 0.243536
2.58984E+06 0.243185
2.59375E+06 0.242836
2.59766E+06 0.242487
2.60156E+06 0.242140
2.60547E+06 0.241793
2.60938E+06 0.241448
2.61328E+06 0.241103
2.61719E+06 0.240760
2.62109E+06 0.240417
2.62500E+06 0.240076
2.62891E+06 0.239735
2.63281E+06 0.239396
2.63672E+06 0.239057
2.64063E+06 0.238720
2.64453E+06 0.238383
2.64844E+06 0.238047
2.65234E+06 0.237713
2.65625E+06 0.237379
2.66016E+06 0.237046
2.66406E+06 0.236715
2.66797E+06 0.236384
2.67188E+06 0.236054
2.67578E+06 0.235725
2.67969E+06 0.235397
2.68359E+06 0.235070
2.68750E+06 0.234744
2.69141E+06 0.234419
2.69531E+06 0.234094
2.69922E+06 0.233771
2.70313E+06 0.233449
2.70703E+06 0.233127
2.71094E+06 0.232806
2.71484E+06 0.232487
2.71875E+06 0.232168
2.72266E+06 0.231850
2.72656E+06 0.231533
2.73047E+06 0.231217
2.73438E+06 0.230901
2.73828E+06 0.230587
2.74219E+06 0.230273
2.74609E+06 0.229961
2.75000E+06 0.229649
2.75391E+06 0.229177
2.75781E+06 0.228707
2.76172E+06 0.228239
2.76563E+06 0.227772
2.76953E+06 0.227307
2.77344E+06 0.226843
2.77734E+06 0.226381
2.78125E+06 0.225921
2.78516E+06 0.225462
2.78906E+06 0.225005
2.79297E+06 0.224549
2.79688E+06 0.224095
2.80078E+06 0.223642
2.80469E+06 0.223191
2.80859E+06 0.222742
2.81250E+06 0.222294
2.81641E+06 0.221847
2.82031E+06 0.221402
2.82422E+06 0.220959
2.82813E+06 0.220517
2.83203E+06 0.220076
2.83594E+06 0.219637
2.83984E+06 0.219200
2.84375E+06 0.218764
2.84766E+06 0.218329
2.85156E+06 0.217896
2.85547E+06 0.217465
2.85938E+06 0.217034
2.86328E+06 0.216606
2.86719E+06 0.216178
2.87109E+06 0.215752
2.87500E+06 0.215328
2.87891E+06 0.214905
2.88281E+06 0.214483
2.88672E+06 0.214063
2.89063E+06 0.213644
2.89453E+06 0.213226
2.89844E+06 0.212810
2.90234E+06 0.212396
2.90625E+06 0.211982
2.91016E+06 0.211570
2.91406E+06 0.211159
2.91797E+06 0.210750
2.92188E+06 0.210342
2.92578E+06 0.209935
2.92969E+06 0.209530
2.93359E+06 0.209126
2.93750E+06 0.208723
2.94141E+06 0.208322
2.94531E+06 0.207922
2.94922E+06 0.207523
2.95313E+06 0.207126
2.95703E+06 0.206729
2.96094E+06 0.206334
2.96484E+06 0.205941
2.96875E+06 0.205548
2.97266E+06 0.205157
2.97656E+06 0.204767
2.98047E+06 0.204379
2.98438E+06 0.203991
2.98828E+06 0.203605
2.99219E+06 0.203220
2.99609E+06 0.202836
3.00000E+06 0.202454
3.00391E+06 0.202080
3.00781E+06 0.201707
3.01172E+06 0.201335
3.01563E+06 0.200964
3.01953E+06 0.200595
3.02344E+06 0.200226
3.02734E+06 0.199859
3.03125E+06 0.199493
3.03516E+06 0.199128
3.03906E+06 0.198764
3.04297E+06 0.198402
3.04688E+06 0.198040
3.05078E+06 0.197680
3.05469E+06 0.197320
3.05859E+06 0.196962
3.06250E+06 0.196605
3.06641E+06 0.196249
3.07031E+06 0.195894
3.07422E+06 0.195540
3.07813E+06 0.195188
3.08203E+06 0.194836
3.08594E+06 0.194486
3.08984E+06 0.194136
3.09375E+06 0.193788
3.09766E+06 0.193440
3.10156E+06 0.193094
3.10547E+06 0.192749
3.10938E+06 0.192405
3.11328E+06 0.192061
3.11719E+06 0.191719
3.12109E+06 0.191378
3.12500E+06 0.191038
3.12891E+06 0.190699
3.13281E+06 0.190361
3.13672E+06 0.190024
3.14063E+06 0.189688
3.14453E+06 0.189353
3.14844E+06 0.189020
3.15234E+06 0.188687
3.15625E+06 0.188355
3.16016E+06 0.188024
3.16406E+06 0.187694
3.16797E+06 0.187365
3.17188E+06 0.187037
3.17578E+06 0.186710
3.17969E+06 0.186384
3.18359E+06 0.186059
3.18750E+06 0.185735
3.19141E+06 0.185412
3.19531E+06 0.185089
3.19922E+06 0.184768
3.20313E+06 0.184448
3.20703E+06 0.184129
3.21094E+06 0.183810
3.21484E+06 0.183493
3.21875E+06 0.183176
3.22266E+06 0.182861
3.22656E+06 0.182546
3.23047E+06 0.182232
3.23438E+06 0.181919
3.23828E+06 0.181607
3.24219E+06 0.181296
3.24609E+06 0.180986
3.25000E+06 0.180677
3.25391E+06 0.180369
3.25781E+06 0.180061
3.26172E+06 0.179755
3.26563E+06 0.179449
3.26953E+06 0.179145
3.27344E+06 0.178841
3.27734E+06 0.178538
3.28125E+06 0.178236
3.28516E+06 0.177934
3.28906E+06 0.177634
3.29297E+06 0.177335
3.29688E+06 0.177036
3.30078E+06 0.176738
3.30469E+06 0.176441
3.30859E+06 0.176145
3.31250E+06 0.175850
3.31641E+06 0.175555
3.32031E+06 0.175262
3.32422E+06 0.174969
3.32813E+06 0.174677
3.33203E+06 0.174386
3.33594E+06 0.174096
3.33984E+06 0.173806
3.34375E+06 0.173518
3.34766E+06 0.173230
3.35156E+06 0.172943
3.35547E+06 0.172657
3.35938E+06 0.172372
3.36328E+06 0.172087
3.36719E+06 0.171803
3.37109E+06 0.171520
3.37500E+06 0.171238
3.37891E+06 0.170957
3.38281E+06 0.170676
3.38672E+06 0.170396
3.39063E+06 0.170117
3.39453E+06 0.169839
3.39844E+06 0.169561
3.40234E+06 0.169285
3.40625E+06 0.169009
3.41016E+06 0.168734
3.41406E+06 0.168459
3.41797E+06 0.168186
3.42188E+06 0.167913
3.42578E+06 0.167640
3.42969E+06 0.167369
3.43359E+06 0.167098
3.43750E+06 0.166829
3.44141E+06 0.166559
3.44531E+06 0.166291
3.44922E+06 0.166023
3.45313E+06 0.165756
3.45703E+06 0.165490
3.46094E+06 0.165225
3.46484E+06 0.164960
3.46875E+06 0.164696
3.47266E+06 0.164432
3.47656E+06 0.164170
3.48047E+06 0.163908
3.48438E+06 0.163647
3.48828E+06 0.163386
3.49219E+06 0.163126
3.49609E+06 0.162867
3.50000E+06 0.162609
3.50391E+06 0.162286
3.50781E+06 0.161965
3.51172E+06 0.161644
3.51563E+06 0.161324
3.51953E+06 0.161005
3.52344E+06 0.160688
3.52734E+06 0.160371
3.53125E+06 0.160055
3.53516E+06 0.159740
3.53906E+06 0.159426
3.54297E+06 0.159113
3.54688E+06 0.158801
3.55078E+06 0.158490
3.55469E+06 0.158180
3.55859E+06 0.157871
3.56250E+06 0.157563
3.56641E+06 0.157256
3.57031E+06 0.156949
3.57422E+06 0.156644
3.57813E+06 0.156340
3.58203E+06 0.156036
3.58594E+06 0.155733
3.58984E+06 0.155432
3.59375E+06 0.155131
3.59766E+06 0.154831
3.60156E+06 0.154532
3.60547E+06 0.154234
3.60938E+06 0.153937
3.61328E+06 0.153641
3.61719E+06 0.153345
3.62109E+06 0.153051
3.62500E+06 0.152757
3.62891E+06 0.152464
3.63281E+06 0.152172
3.63672E+06 0.151882
3.64063E+06 0.151591
3.64453E+06 0.151302
3.64844E+06 0.151014
3.65234E+06 0.150726
3.65625E+06 0.150440
3.66016E+06 0.150154
3.66406E+06 0.149869
3.66797E+06 0.149585
3.67188E+06 0.149301
3.67578E+06 0.149019
3.67969E+06 0.148737
3.68359E+06 0.148456
3.68750E+06 0.148176
3.69141E+06 0.147897
3.69531E+06 0.147619
