Si-30(n,g) ENDFB-8.0
Energy(eV) XS(b)
184135 0.00880683
184271 0.00870870
184408 0.00861006
184545 0.00849341
184818 0.00824379
185092 0.00796613
185365 0.00766650
185583 0.00741501
185801 0.00715933
186019 0.00690049
186238 0.00664040
186674 0.00612698
187110 0.00563301
187546 0.00516466
187982 0.00473234
188855 0.00396742
189356 0.00359229
189858 0.00325574
190359 0.00295646
190861 0.00269278
191362 0.00245664
191864 0.00224833
192365 0.00206282
192867 0.00189632
193368 0.00174931
193870 0.00161675
194371 0.00149769
194872 0.00139127
195374 0.00129454
195875 0.00120761
196878 0.00105670
197881 0.000932041
198884 0.000827639
199887 0.000739450
200890 0.000664448
201802 0.000606176
202714 0.000555001
203625 0.000509839
204537 0.000469864
206361 0.000403638
208184 0.000350350
210190 0.000303672
212196 0.000266033
214202 0.000235306
216208 0.000209974
218213 0.000189022
220219 0.000171517
222225 0.000156922
224231 0.000144954
226602 0.000134433
228972 0.000129548
229793 0.000130517
230613 0.000134285
231434 0.000143286
231844 0.000151276
232254 0.000163663
232437 0.000171267
232779 0.000190859
233121 0.000221574
233292 0.000243169
233462 0.000271899
233633 0.000310570
233804 0.000364208
233964 0.000435643
234123 0.000539223
234203 0.000610595
234283 0.000700832
234363 0.000817146
234443 0.000970384
234517 0.00116105
234591 0.00141993
234628 0.00158752
234665 0.00178838
234702 0.00203332
234739 0.00233441
234782 0.00277874
234824 0.00336570
234846 0.00373384
234867 0.00416632
234889 0.00468354
234910 0.00530198
234936 0.00622819
234948 0.00678334
234961 0.00741614
234974 0.00814740
234987 0.00898457
235000 0.00995702
235012 0.0110955
235020 0.0118976
235028 0.0127769
235036 0.0137690
235044 0.0148639
235052 0.0161079
235060 0.0174912
235067 0.0190539
235075 0.0208265
235081 0.0223823
235087 0.0241092
235093 0.0260308
235099 0.0281374
235106 0.0305304
235112 0.0331658
235118 0.0361717
235124 0.0394931
235128 0.0419316
235132 0.0444981
235135 0.0472653
235139 0.0502471
235143 0.0534568
235147 0.0569071
235151 0.0606085
235155 0.0645692
235160 0.0699195
235165 0.0756832
235170 0.0818415
235174 0.0882182
235184 0.101867
235194 0.115790
235198 0.122135
235203 0.127971
235207 0.133278
235212 0.137894
235217 0.141744
235221 0.144528
235226 0.146238
235230 0.146813
235232 0.146708
235235 0.146150
235238 0.145164
235241 0.143695
235243 0.141865
235246 0.139571
235249 0.137002
235255 0.130958
235260 0.123827
235266 0.116033
235277 0.0998245
235283 0.0920477
235288 0.0845751
235294 0.0775177
235299 0.0710590
235305 0.0649929
235310 0.0594501
235316 0.0544172
235321 0.0499462
235327 0.0456964
235333 0.0418874
235338 0.0384758
235344 0.0354705
235350 0.0327254
235355 0.0303023
235361 0.0280827
235366 0.0261165
235373 0.0240096
235380 0.0221361
235387 0.0204651
235393 0.0189912
235400 0.0176473
235407 0.0164374
235413 0.0153450
235420 0.0143696
235431 0.0128870
235443 0.0116293
235454 0.0105449
235465 0.00960420
235477 0.00877650
235488 0.00805703
235499 0.00742249
235510 0.00686019
235528 0.00610838
235545 0.00547510
235563 0.00493662
235580 0.00447424
235615 0.00372605
235650 0.00315492
235679 0.00277895
235708 0.00246801
235766 0.00198869
235823 0.00164195
235881 0.00138095
235938 0.00118062
235996 0.00102352
236054 0.000898062
236111 0.000796305
236226 0.000643729
236342 0.000534913
236473 0.000445581
236605 0.000380539
236737 0.000331828
236868 0.000294306
237000 0.000264584
237132 0.000240748
237395 0.000205285
237691 0.000177977
237988 0.000158954
238284 0.000144784
238580 0.000133981
239173 0.000118723
239765 0.000108549
241016 9.53499E-05
242267 8.72893E-05
244768 7.72585E-05
249245 6.65882E-05
253722 5.93639E-05
258199 5.37809E-05
262676 4.92877E-05
268469 4.46402E-05
274262 4.09592E-05
280056 3.80957E-05
285849 3.61254E-05
289010 3.56600E-05
291248 3.58522E-05
293486 3.70795E-05
294606 3.81331E-05
295725 4.01585E-05
296844 4.34209E-05
297404 4.60349E-05
297963 4.96647E-05
298556 5.52948E-05
299148 6.39558E-05
299444 7.01015E-05
299741 7.80863E-05
300037 8.86241E-05
300333 0.000103289
300580 0.000120224
300827 0.000143811
300950 0.000158987
301074 0.000177627
301197 0.000200619
301321 0.000229377
301452 0.000268843
301584 0.000321213
301716 0.000392337
301782 0.000438197
301847 0.000493269
301930 0.000579209
302012 0.000691189
302053 0.000760418
302094 0.000840755
302135 0.000934667
302176 0.00104546
302222 0.00119301
302267 0.00137457
302290 0.00148162
302312 0.00160112
302335 0.00173562
302358 0.00188767
302375 0.00201940
302393 0.00216518
302410 0.00232701
302428 0.00250714
302445 0.00270823
302463 0.00293358
302480 0.00318728
302497 0.00347232
302509 0.00367935
302520 0.00390240
302531 0.00414511
302543 0.00440965
302554 0.00469845
302565 0.00501422
302577 0.00536001
302588 0.00573921
302599 0.00615942
302611 0.00661745
302622 0.00712131
302633 0.00767586
302645 0.00828618
302656 0.00895752
302667 0.00969498
302678 0.0105033
302685 0.0110333
302692 0.0115917
302706 0.0127945
302720 0.0141085
302734 0.0155208
302747 0.0170050
302761 0.0185185
302775 0.0200006
302789 0.0213645
302802 0.0224725
302808 0.0229352
302814 0.0233287
302821 0.0236456
302827 0.0238796
302834 0.0240260
302840 0.0240817
302849 0.0240122
302856 0.0238350
302863 0.0235541
302870 0.0231763
302877 0.0227176
302884 0.0221750
302890 0.0215749
302904 0.0202166
302960 0.0142763
302970 0.0133326
302979 0.0124420
302989 0.0116074
302999 0.0108372
303008 0.0101145
303018 0.00945216
303028 0.00883382
303037 0.00826921
303046 0.00776938
303056 0.00730706
303065 0.00687947
303074 0.00648807
303083 0.00612174
303092 0.00578259
303102 0.00546839
303111 0.00518014
303127 0.00470332
303144 0.00428539
303161 0.00391759
303177 0.00359279
303194 0.00330505
303211 0.00304928
303228 0.00282116
303244 0.00261817
303263 0.00241716
303281 0.00223799
303299 0.00207770
303318 0.00193455
303336 0.00180487
303354 0.00168831
303391 0.00148605
303419 0.00135348
303448 0.00123811
303476 0.00113712
303505 0.00104824
303561 0.000899038
303618 0.000780058
303691 0.000658698
303765 0.000564468
303838 0.000489695
303912 0.000429573
304052 0.000343293
304192 0.000281887
304332 0.000236786
304472 0.000202716
304593 0.000179710
304713 0.000161102
304953 0.000132673
305193 0.000112394
305434 9.74594E-05
305634 8.78420E-05
305834 8.00769E-05
306235 6.84856E-05
306635 6.02462E-05
307036 5.42409E-05
307784 4.66508E-05
308531 4.17544E-05
308959 3.97074E-05
310454 3.49431E-05
311949 3.21511E-05
314940 2.90538E-05
318144 2.72080E-05
321348 2.59602E-05
327757 2.42351E-05
340574 2.19450E-05
359373 1.97959E-05
378171 1.87381E-05
386716 1.90278E-05
390988 1.96838E-05
395261 2.10927E-05
397076 2.21545E-05
398892 2.37031E-05
400708 2.60102E-05
402524 2.96731E-05
403432 3.23524E-05
404339 3.59203E-05
405247 4.07553E-05
406155 4.76113E-05
406716 5.33784E-05
407277 6.08287E-05
407837 7.07023E-05
408398 8.41557E-05
408692 9.32615E-05
408986 0.000104279
409279 0.000117766
409573 0.000134515
409853 0.000154601
410134 0.000180062
410414 0.000212963
410554 0.000233137
410695 0.000256306
410842 0.000284760
410988 0.000318292
411135 0.000358165
411282 0.000405897
411356 0.000433373
411429 0.000463592
411502 0.000496942
411576 0.000533823
411649 0.000574747
411723 0.000620124
411796 0.000670586
411869 0.000726783
411942 0.000788633
412014 0.000857437
412087 0.000934078
412159 0.00101938
412232 0.00111424
412304 0.00121909
412376 0.00133443
412449 0.00146039
412529 0.00161178
412609 0.00177346
412770 0.00210578
412850 0.00226190
412930 0.00239644
412970 0.00245192
413011 0.00249764
413051 0.00253235
413091 0.00255507
413140 0.00256559
413189 0.00255647
413230 0.00253479
413270 0.00250109
413310 0.00245629
413350 0.00240161
413390 0.00233828
413430 0.00226813
413510 0.00211294
413671 0.00178086
413751 0.00161893
413831 0.00146731
413907 0.00133507
413983 0.00121465
414059 0.00110567
414135 0.00100769
414211 0.000919806
414286 0.000841366
414362 0.000771301
414438 0.000708704
414516 0.000651487
414593 0.000600391
414671 0.000554684
414748 0.000513769
414826 0.000476961
414903 0.000443824
414981 0.000413919
415059 0.000386900
415214 0.000340077
415369 0.000301233
415524 0.000268723
415679 0.000241305
415813 0.000220936
415947 0.000203213
416215 0.000173753
416483 0.000150590
416751 0.000132045
417062 0.000114922
417372 0.000101250
417682 9.01614E-05
417993 8.10569E-05
418500 6.93649E-05
419008 6.04710E-05
419516 5.35467E-05
420024 4.80643E-05
420645 4.28063E-05
421265 3.86804E-05
422506 3.27007E-05
423748 2.86731E-05
424989 2.58072E-05
426230 2.36914E-05
427472 2.20836E-05
430406 1.95270E-05
433340 1.79362E-05
439208 1.60851E-05
449138 1.45294E-05
459069 1.36406E-05
478930 1.25186E-05
509624 1.13909E-05
540318 1.05696E-05
571012 9.98380E-06
601706 9.75452E-06
616150 1.00612E-05
623373 1.06369E-05
626984 1.12430E-05
630595 1.23713E-05
632852 1.36531E-05
633980 1.45930E-05
635109 1.58507E-05
636237 1.76786E-05
637366 2.03390E-05
637930 2.20342E-05
638494 2.42966E-05
639058 2.71789E-05
639622 3.09454E-05
640003 3.42712E-05
640384 3.84415E-05
640765 4.37145E-05
641146 5.01984E-05
641527 5.90931E-05
641908 7.10923E-05
642098 7.87968E-05
642289 8.81174E-05
642479 9.94846E-05
642669 0.000112987
642951 0.000140073
643093 0.000157725
643234 0.000179180
643375 0.000205711
643516 0.000238905
643657 0.000281046
643798 0.000335434
643946 0.000412867
644020 0.000462250
644094 0.000521095
644168 0.000592157
644242 0.000678758
644316 0.000785931
644390 0.000919415
644429 0.00100367
644468 0.00110011
644507 0.00121095
644545 0.00133908
644584 0.00148816
644623 0.00166283
644662 0.00186901
644701 0.00211356
644724 0.00228104
644746 0.00246707
644769 0.00267535
644792 0.00290956
644815 0.00317384
644838 0.00347286
644861 0.00381203
644884 0.00419771
644903 0.00456626
644923 0.00497842
644942 0.00543963
644961 0.00595564
644981 0.00653224
645000 0.00717488
645020 0.00788800
645039 0.00866982
645059 0.00957823
645080 0.0105545
645121 0.0126497
645141 0.0136990
645162 0.0146749
645172 0.0151178
645182 0.0155197
645192 0.0158725
645202 0.0161687
645212 0.0163858
645221 0.0165448
645231 0.0166424
645240 0.0166766
645250 0.0166406
645261 0.0165300
645271 0.0163475
645281 0.0160976
645291 0.0157828
645301 0.0154160
645312 0.0150024
645322 0.0145500
645342 0.0135567
645363 0.0125081
645404 0.0104264
645423 0.00951431
645442 0.00866677
645461 0.00788975
645480 0.00718759
645499 0.00655057
645519 0.00597829
645538 0.00546550
645557 0.00500885
645577 0.00458388
645597 0.00420497
645617 0.00386671
645637 0.00356426
645656 0.00329331
645676 0.00305011
645696 0.00283140
645716 0.00263429
645735 0.00246388
645754 0.00230873
645792 0.00203743
645830 0.00180949
645868 0.00161718
645906 0.00145290
645944 0.00131197
645982 0.00119028
646020 0.00108481
646085 0.000933505
646150 0.000812197
646215 0.000712783
646280 0.000630304
646345 0.000561394
646411 0.000503266
646541 0.000411359
646664 0.000346115
646787 0.000295521
646910 0.000255924
647033 0.000223607
647156 0.000197221
647279 0.000175438
647524 0.000141859
647785 0.000116308
648045 9.77037E-05
648306 8.34485E-05
648566 7.23580E-05
648827 6.35653E-05
649087 5.64827E-05
649347 5.07035E-05
649608 4.59527E-05
650071 3.93279E-05
650534 3.43482E-05
650997 3.05202E-05
651460 2.75158E-05
652154 2.41285E-05
652848 2.15655E-05
653774 1.91116E-05
654700 1.73439E-05
656552 1.50361E-05
658404 1.36532E-05
661644 1.23323E-05
664885 1.16611E-05
671366 1.12135E-05
673218 1.12188E-05
677384 1.13983E-05
681551 1.18214E-05
685717 1.25924E-05
689884 1.40097E-05
692083 1.53191E-05
694282 1.74074E-05
695381 1.89632E-05
696481 2.11715E-05
697580 2.43352E-05
698130 2.64996E-05
698680 2.92358E-05
699114 3.19746E-05
699548 3.54026E-05
699982 3.97716E-05
700416 4.54617E-05
700850 5.28459E-05
701284 6.31554E-05
701718 7.78857E-05
701935 8.77584E-05
702152 0.000100042
702485 0.000125463
702651 0.000142639
702818 0.000163990
702984 0.000191056
703150 0.000226073
703317 0.000272314
703483 0.000334663
703628 0.000409684
703772 0.000513928
703845 0.000582058
703917 0.000664730
703989 0.000766089
704062 0.000892199
704101 0.000975703
704141 0.00107142
704181 0.00118173
704221 0.00130964
704261 0.00145896
704300 0.00163452
704340 0.00184247
704380 0.00208999
704403 0.00225925
704427 0.00244841
704450 0.00266061
704474 0.00289960
704497 0.00316965
704521 0.00347548
704544 0.00382251
704568 0.00421696
704588 0.00458720
704607 0.00499958
704627 0.00545855
704646 0.00596573
704666 0.00653013
704685 0.00715205
704705 0.00783236
704725 0.00856496
704746 0.00943315
704768 0.0103395
704811 0.0121602
704832 0.0129852
704843 0.0133518
704854 0.0136754
704865 0.0139551
704875 0.0141797
704886 0.0143481
704897 0.0144531
704910 0.0144944
704921 0.0144546
704932 0.0143495
704942 0.0141818
704953 0.0139578
704964 0.0136787
704975 0.0133525
704996 0.0125904
705018 0.0117219
705039 0.0108086
705082 0.00900330
705103 0.00818208
705125 0.00742290
705146 0.00673077
705167 0.00610861
705188 0.00554762
705209 0.00504865
705230 0.00460164
705251 0.00420535
705273 0.00383324
705295 0.00350490
705317 0.00321332
705339 0.00295389
705362 0.00272153
705384 0.00251483
705406 0.00232966
705428 0.00216341
705449 0.00201952
705470 0.00188954
705512 0.00166309
705555 0.00147333
705597 0.00131393
705639 0.00117836
705681 0.00106274
705724 0.000962968
705766 0.000876729
705838 0.000753414
705911 0.000655092
705983 0.000574731
706056 0.000508239
706200 0.000406108
706345 0.000332556
706498 0.000275250
706651 0.000232437
706804 0.000199007
706957 0.000172784
707110 0.000151772
707263 0.000134660
707568 0.000108809
707858 9.16912E-05
708148 7.85701E-05
708437 6.85719E-05
708727 6.08161E-05
709242 5.07513E-05
709757 4.37781E-05
710272 3.87814E-05
710787 3.50982E-05
711302 3.23184E-05
711817 3.01952E-05
712847 2.72821E-05
713877 2.55245E-05
714907 2.44977E-05
716966 2.38024E-05
718640 2.41212E-05
720314 2.50243E-05
721987 2.64748E-05
723661 2.84323E-05
725077 3.05932E-05
726493 3.32726E-05
727201 3.48322E-05
727910 3.65751E-05
728618 3.85100E-05
729326 4.06476E-05
730034 4.30516E-05
730742 4.57138E-05
731450 4.86822E-05
732158 5.20200E-05
732866 5.57241E-05
733574 5.99007E-05
734282 6.45790E-05
734990 6.97890E-05
735665 7.53944E-05
736002 7.83882E-05
736339 8.16112E-05
737013 8.84821E-05
737687 9.61500E-05
738024 0.000100244
738361 0.000104571
739035 0.000113737
739709 0.000123690
740383 0.000134211
742917 0.000174421
743550 0.000182656
744183 0.000189014
744500 0.000191469
744817 0.000193129
745133 0.000194253
745450 0.000194802
745911 0.000194214
746371 0.000192202
746746 0.000189521
747120 0.000186054
747494 0.000181924
747868 0.000177217
748243 0.000172015
748617 0.000166382
749365 0.000154406
750862 0.000130084
751611 0.000118618
752359 0.000107972
753332 9.55971E-05
753818 8.99919E-05
754304 8.48029E-05
754791 7.99721E-05
755277 7.54940E-05
756249 6.75133E-05
757107 6.14791E-05
757964 5.61892E-05
758821 5.15423E-05
759679 4.74609E-05
760536 4.39207E-05
761393 4.07920E-05
762251 3.80150E-05
763108 3.55479E-05
764051 3.31785E-05
764994 3.10733E-05
765937 2.92093E-05
766880 2.75672E-05
767823 2.60931E-05
768766 2.47864E-05
770652 2.25609E-05
772196 2.10733E-05
773739 1.98314E-05
775282 1.87822E-05
776825 1.79049E-05
779912 1.65998E-05
782998 1.58642E-05
784370 1.57510E-05
786256 1.58899E-05
788142 1.65573E-05
789085 1.72122E-05
790028 1.82697E-05
790971 1.99486E-05
791914 2.26449E-05
792514 2.54563E-05
793114 2.96235E-05
793415 3.25696E-05
793715 3.63476E-05
794015 4.12981E-05
794315 4.79593E-05
794508 5.36252E-05
794700 6.08403E-05
794893 7.01493E-05
795086 8.24215E-05
795279 9.90315E-05
795472 0.000122247
795569 0.000137065
795665 0.000155672
795761 0.000178795
795858 0.000207912
795928 0.000233940
795997 0.000265273
796067 0.000303209
796136 0.000350681
796206 0.000410634
796276 0.000487272
796345 0.000587335
796380 0.000648875
796415 0.000720068
796447 0.000796100
796479 0.000883662
796512 0.000985899
796544 0.00110499
796576 0.00124486
796608 0.00140837
796640 0.00160076
796656 0.00170895
796672 0.00182507
796700 0.00204506
796727 0.00229290
796754 0.00256828
796782 0.00286764
796809 0.00318282
796837 0.00350028
796864 0.00380063
796891 0.00405846
796910 0.00419571
796928 0.00429465
796946 0.00435081
796965 0.00436033
796979 0.00433406
796994 0.00428139
797008 0.00420363
797022 0.00410335
797036 0.00398370
797050 0.00384817
797064 0.00370043
797092 0.00338357
797148 0.00273847
797177 0.00244060
797205 0.00217087
797232 0.00193856
797259 0.00173388
797286 0.00155404
797313 0.00139656
797340 0.00125885
797367 0.00113840
797394 0.00103294
797421 0.000940457
797470 0.000799924
797519 0.000687318
797568 0.000595957
797617 0.000521253
797666 0.000459592
797715 0.000408210
797765 0.000365010
797814 0.000328393
797912 0.000270512
798010 0.000226931
798108 0.000193355
798207 0.000167080
798305 0.000146138
798403 0.000129222
798501 0.000115357
798599 0.000103858
798708 9.33472E-05
798816 8.47949E-05
799032 7.11119E-05
799248 6.11144E-05
799464 5.36725E-05
799680 4.79210E-05
799896 4.34591E-05
800328 3.71355E-05
800800 3.27985E-05
801271 3.00180E-05
801742 2.84580E-05
802214 2.77148E-05
802666 2.78448E-05
803118 2.86274E-05
803569 3.00289E-05
804021 3.26718E-05
804473 3.69803E-05
804699 4.00208E-05
804925 4.41624E-05
805151 4.95304E-05
805377 5.63161E-05
805602 6.62326E-05
805828 8.05373E-05
805946 9.08392E-05
806064 0.000104030
806182 0.000120344
806300 0.000142688
806418 0.000173479
806477 0.000193384
806536 0.000217419
806595 0.000246882
806653 0.000283229
806712 0.000328338
806771 0.000386767
806813 0.000439134
806855 0.000503284
806897 0.000583341
806938 0.000684262
806980 0.000813921
807022 0.000982860
807043 0.00108779
807063 0.00120945
807084 0.00135259
807105 0.00152017
807129 0.00174844
807152 0.00202435
807164 0.00218389
807176 0.00235981
807188 0.00255363
807200 0.00276686
807212 0.00300292
807223 0.00325889
807235 0.00353718
807247 0.00383750
807259 0.00415849
807271 0.00449734
807294 0.00520875
807318 0.00591505
807330 0.00623676
807341 0.00652170
807353 0.00675713
807365 0.00693153
807377 0.00703578
807389 0.00706419
807397 0.00703605
807406 0.00697059
807414 0.00686928
807422 0.00673483
807430 0.00657281
807439 0.00638324
807447 0.00617227
807463 0.00570720
807530 0.00377286
807552 0.00322833
807563 0.00298549
807575 0.00276459
807586 0.00256079
807597 0.00237651
807620 0.00205428
807642 0.00178700
807665 0.00156468
807687 0.00137895
807710 0.00122304
807731 0.00109901
807752 0.000993120
807773 0.000901768
807794 0.000822538
807836 0.000692991
807878 0.000592898
807920 0.000514311
807962 0.000451230
808004 0.000399840
808046 0.000357659
808097 0.000315951
808148 0.000282414
808250 0.000232691
808352 0.000199045
808454 0.000175030
808556 0.000158172
808658 0.000146532
808760 0.000138890
808862 0.000134494
808958 0.000132925
809126 0.000136460
809294 0.000145801
809462 0.000164713
809546 0.000178535
809630 0.000196186
809711 0.000217854
809792 0.000245407
809873 0.000280695
809954 0.000325638
810035 0.000385943
810116 0.000467598
810157 0.000519398
810197 0.000580731
810238 0.000653673
810278 0.000741278
810311 0.000826576
810344 0.000927317
810377 0.00104679
810410 0.00118917
810443 0.00135957
810460 0.00145714
810476 0.00156405
810493 0.00168118
810509 0.00180937
810526 0.00194946
810542 0.00210219
810566 0.00234922
810578 0.00248309
810590 0.00262412
810614 0.00292768
810638 0.00325217
810662 0.00359012
810686 0.00392310
810710 0.00423277
810734 0.00449153
810748 0.00460341
810761 0.00468826
810774 0.00474407
810787 0.00476886
810797 0.00476643
810807 0.00474610
810817 0.00470788
810826 0.00465331
810840 0.00455291
810853 0.00442758
810867 0.00427970
810880 0.00411598
810894 0.00393861
810907 0.00375459
810934 0.00337800
810988 0.00266359
811015 0.00235175
811041 0.00207693
811073 0.00180028
811104 0.00156695
811135 0.00137093
811166 0.00120649
811198 0.00106705
811229 0.000949142
811260 0.000848434
811291 0.000762567
811342 0.000647545
811393 0.000556303
811444 0.000482946
811495 0.000423338
811545 0.000374251
811596 0.000333587
811698 0.000270008
811799 0.000223424
811901 0.000188441
812002 0.000161522
812104 0.000140393
812206 0.000123482
812307 0.000109955
812510 8.91076E-05
812729 7.34197E-05
812948 6.21267E-05
813167 5.37112E-05
813385 4.72790E-05
813604 4.23535E-05
813823 3.82852E-05
814260 3.22911E-05
814729 2.79140E-05
815198 2.48142E-05
815667 2.25345E-05
816135 2.08354E-05
817073 1.84347E-05
818011 1.69236E-05
819261 1.56991E-05
820511 1.50194E-05
823011 1.45450E-05
825886 1.50959E-05
827324 1.57870E-05
828761 1.68016E-05
830199 1.82530E-05
831636 2.03298E-05
833074 2.32483E-05
834512 2.75807E-05
835512 3.19058E-05
836512 3.78907E-05
837137 4.28862E-05
837762 4.92078E-05
838387 5.74421E-05
839012 6.82583E-05
839356 7.57774E-05
839699 8.47400E-05
840043 9.55139E-05
840387 0.000108589
840559 0.000116198
840731 0.000124636
840903 0.000134030
841075 0.000144525
841246 0.000156251
841418 0.000169423
841590 0.000184233
841762 0.000200894
841931 0.000219443
842016 0.000229558
842101 0.000240335
842185 0.000251778
842270 0.000263905
842354 0.000276820
842439 0.000290532
842524 0.000305043
842608 0.000320463
842693 0.000336801
842777 0.000354031
842862 0.000372254
842947 0.000391458
843031 0.000411542
843116 0.000432615
843194 0.000452800
843271 0.000473654
843349 0.000495113
843427 0.000517082
843582 0.000561973
843738 0.000606420
844048 0.000687195
844204 0.000717432
844282 0.000728903
844359 0.000737555
844463 0.000744301
844566 0.000745334
844644 0.000742295
844722 0.000736095
844800 0.000726927
844877 0.000714969
844962 0.000699175
845046 0.000680864
845130 0.000660496
845214 0.000638512
845298 0.000615337
845383 0.000591383
845551 0.000542730
845888 0.000449003
846224 0.000367743
846396 0.000332361
846567 0.000300698
846739 0.000272596
846910 0.000247725
847081 0.000225672
847253 0.000206199
847424 0.000188941
847595 0.000173610
847769 0.000159778
847944 0.000147468
848118 0.000136489
848292 0.000126684
848466 0.000117873
848641 0.000109965
848989 9.63853E-05
849337 8.52362E-05
849686 7.59915E-05
850034 6.82497E-05
850383 6.17202E-05
850731 5.61847E-05
851080 5.14026E-05
851428 4.72712E-05
851776 4.37042E-05
852473 3.78171E-05
853170 3.32301E-05
853867 2.95965E-05
854564 2.66646E-05
855261 2.42639E-05
855958 2.22792E-05
857351 1.92266E-05
858745 1.70123E-05
860139 1.53641E-05
861533 1.41172E-05
863180 1.30236E-05
864827 1.22421E-05
866474 1.17036E-05
868121 1.14070E-05
868628 1.13706E-05
870275 1.14796E-05
871922 1.21513E-05
872746 1.28125E-05
873570 1.39643E-05
874393 1.58948E-05
874805 1.73652E-05
875217 1.93484E-05
875486 2.11168E-05
875755 2.33989E-05
876025 2.63957E-05
876294 3.04280E-05
876563 3.60286E-05
876832 4.37960E-05
876967 4.91330E-05
877101 5.57833E-05
877236 6.42152E-05
877371 7.51269E-05
877482 8.67216E-05
877592 0.000101653
877703 0.000121274
877814 0.000147025
877925 0.000183719
877980 0.000207779
878036 0.000237160
878091 0.000273630
878147 0.000319491
878202 0.000378228
878258 0.000454468
878299 0.000528470
878341 0.000623359
878382 0.000747186
878424 0.000912744
878466 0.00114114
878486 0.00128929
878507 0.00146839
878528 0.00168746
878549 0.00195928
878570 0.00230266
878590 0.00274354
878607 0.00320572
878624 0.00379148
878641 0.00455095
878658 0.00555298
878666 0.00618208
878674 0.00690419
878683 0.00774338
878691 0.00871837
878700 0.00984844
878708 0.0111519
878716 0.0126438
878725 0.0143329
878735 0.0167431
878746 0.0194304
878757 0.0223156
878767 0.0252682
878778 0.0281108
878788 0.0306336
878794 0.0317071
878799 0.0326211
878804 0.0333534
878810 0.0338854
878815 0.0341993
878820 0.0342992
878828 0.0340436
878836 0.0333287
878843 0.0321759
878851 0.0306754
878859 0.0288650
878867 0.0268748
878882 0.0226192
878894 0.0194548
878905 0.0165493
878917 0.0139742
878928 0.0117675
878940 0.00992144
878951 0.00840153
878963 0.00716082
878974 0.00615069
878988 0.00517459
879002 0.00441042
879016 0.00380070
879029 0.00330823
879043 0.00290277
879057 0.00256968
879085 0.00205486
879112 0.00167938
879140 0.00139936
879168 0.00118389
879195 0.00101602
879231 0.000849416
879266 0.000721322
879301 0.000619906
879337 0.000538444
879372 0.000472049
879407 0.000417550
879478 0.000333894
879549 0.000273442
879619 0.000228529
879690 0.000194607
879760 0.000167658
879822 0.000148584
879883 0.000132712
880006 0.000108115
880129 9.01265E-05
880252 7.65896E-05
880350 6.80295E-05
880448 6.10526E-05
880645 5.02556E-05
880842 4.23780E-05
881038 3.65039E-05
881235 3.20054E-05
881431 2.84827E-05
881628 2.56889E-05
882046 2.13334E-05
882463 1.83697E-05
882881 1.62627E-05
883299 1.47070E-05
884134 1.26567E-05
884970 1.12919E-05
885805 1.03742E-05
886641 9.72192E-06
888312 8.86627E-06
891064 8.09103E-06
893816 7.63526E-06
899320 7.11184E-06
910328 6.59907E-06
926055 6.25068E-06
941781 6.10363E-06
954362 6.19248E-06
960652 6.44028E-06
963798 6.71428E-06
966943 7.23230E-06
969105 7.89791E-06
970186 8.41050E-06
971268 9.14684E-06
972349 1.01980E-05
973430 1.18809E-05
973971 1.30279E-05
974511 1.46954E-05
975052 1.67325E-05
975592 1.96859E-05
975887 2.18992E-05
976182 2.46778E-05
976477 2.81379E-05
976772 3.24958E-05
976993 3.67947E-05
977214 4.22544E-05
977435 4.92837E-05
977656 5.85158E-05
977878 7.09648E-05
978099 8.82652E-05
978209 9.92564E-05
978320 0.000113017
978431 0.000130018
978541 0.000151306
978627 0.000171818
978713 0.000196886
978799 0.000227797
978885 0.000266071
978971 0.000315419
979057 0.000379538
979100 0.000418892
979143 0.000464379
979186 0.000517214
979229 0.000578804
979266 0.000639872
979303 0.000709842
979340 0.000790944
979376 0.000884599
979413 0.000993268
979450 0.00111846
979487 0.00126284
979505 0.00134241
979524 0.00142717
979556 0.00158906
979589 0.00176600
979621 0.00195471
979653 0.00214933
979718 0.00251833
979751 0.00266661
979767 0.00272532
979783 0.00277154
979802 0.00280740
979820 0.00282393
979834 0.00282321
979848 0.00281122
979862 0.00278823
979876 0.00275473
979896 0.00268997
979915 0.00260788
979935 0.00251166
979955 0.00240474
979995 0.00217213
980035 0.00193344
980114 0.00149611
980154 0.00131077
980194 0.00114974
980221 0.00105378
980247 0.000967577
980274 0.000889951
980301 0.000820088
980354 0.000700552
980408 0.000603327
980461 0.000523768
980514 0.000458185
980568 0.000403702
980621 0.000358082
980714 0.000295381
980806 0.000247892
980898 0.000210663
980990 0.000181231
981082 0.000157591
981175 0.000138376
981267 0.000122546
981359 0.000109358
981456 9.77298E-05
981553 8.81167E-05
981747 7.26539E-05
981942 6.10803E-05
982136 5.22533E-05
982330 4.53924E-05
982524 3.99395E-05
982718 3.55198E-05
982912 3.19181E-05
983165 2.81732E-05
983417 2.51553E-05
983922 2.06302E-05
984427 1.75185E-05
984932 1.53002E-05
985437 1.36303E-05
985942 1.24059E-05
986951 1.05951E-05
988117 9.30046E-06
989282 8.45173E-06
990447 7.86433E-06
991612 7.44820E-06
993942 6.88829E-06
996272 6.55072E-06
1.00000E+06 6.23655E-06
1.00560E+06 5.99935E-06
1.01120E+06 5.88492E-06
1.02241E+06 5.80652E-06
1.03781E+06 5.85115E-06
1.05321E+06 6.01563E-06
1.06862E+06 6.31872E-06
1.08402E+06 6.82737E-06
