Os-186(n,g) ENDFB-8.0
0.0162500 81.4250
0.0168750 79.9063
0.0175000 78.4698
0.0181250 77.1084
0.0187500 75.8157
0.0193750 74.5861
0.0200000 73.4147
0.0206625 72.2315
0.0213250 71.1040
0.0219875 70.0279
0.0226500 68.9993
0.0233125 68.0150
0.0239750 67.0718
0.0246375 66.1670
0.0253000 65.2980
0.0261130 64.2771
0.0269260 63.3029
0.0277391 62.3719
0.0285521 61.4811
0.0293651 60.6276
0.0301781 59.8090
0.0309911 59.0229
0.0318042 58.2673
0.0331138 57.1092
0.0344234 56.0179
0.0357331 54.9872
0.0370427 54.0116
0.0383524 53.0864
0.0396620 52.2077
0.0409716 51.3715
0.0422813 50.5747
0.0442109 49.4659
0.0461406 48.4277
0.0480703 47.4528
0.0500000 46.5350
0.0506000 46.2605
0.0527938 45.2969
0.0549875 44.3917
0.0571813 43.5393
0.0593750 42.7348
0.0595257 42.6812
0.0598975 42.5498
0.0602693 42.4196
0.0610129 42.1628
0.0625000 41.6633
0.0640625 41.1576
0.0656250 40.6701
0.0671875 40.1999
0.0687500 39.7458
0.0718750 38.8823
0.0750000 38.0732
0.0781250 37.3134
0.0812500 36.5983
0.0843750 35.9238
0.0875000 35.2863
0.0906250 34.6823
0.0937500 34.1089
0.0968750 33.5636
0.100000 33.0443
0.104688 32.3099
0.109375 31.6237
0.114063 30.9804
0.118750 30.3761
0.119051 30.3385
0.119795 30.2463
0.120539 30.1550
0.122026 29.9750
0.125000 29.6248
0.128125 29.2704
0.131250 28.9290
0.134375 28.5998
0.137500 28.2820
0.143367 27.7139
0.149234 27.1795
0.150000 27.1120
0.153125 26.8424
0.156250 26.5811
0.162500 26.0819
0.168750 25.6116
0.175000 25.1674
0.180388 24.8036
0.185776 24.4561
0.187500 24.3482
0.193750 23.9693
0.200000 23.6090
0.202400 23.4753
0.210575 23.0376
0.218750 22.6252
0.220719 22.5294
0.224914 22.3296
0.229109 22.1356
0.237500 21.7634
0.238103 21.7375
0.240296 21.6439
0.242489 21.5517
0.246875 21.3712
0.254433 21.0718
0.262036 20.7845
0.269639 20.5102
0.275000 20.3242
0.284375 20.0123
0.293750 19.7163
0.298467 19.5730
0.311351 19.1992
0.324234 18.8489
0.337117 18.5207
0.350000 18.2125
0.359375 17.9996
0.368750 17.7956
0.371551 17.7364
0.379864 17.5650
0.388176 17.4000
0.404800 17.0862
0.415625 16.8930
0.425000 16.7330
0.441438 16.4662
0.443750 16.4300
0.450781 16.3218
0.457813 16.2167
0.471875 16.0150
0.500000 15.6421
0.546875 15.0985
0.593750 14.6358
0.596935 14.6067
0.603951 14.5438
0.610967 14.4826
0.625000 14.3648
0.656250 14.1213
0.687500 13.9010
0.750000 13.5228
0.809600 13.2288
0.812500 13.2159
0.820313 13.1819
0.828125 13.1489
0.843750 13.0858
0.875000 12.9697
0.937500 12.7756
1.00000 12.6285
1.09375 12.4850
1.18750 12.4254
1.25000 12.4291
1.31250 12.4677
1.37500 12.5391
1.43750 12.6451
1.50000 12.7848
1.56250 12.9618
1.62500 13.1751
1.68750 13.4305
1.75000 13.7286
1.81250 14.0748
1.87500 14.4721
1.93750 14.9296
2.00000 15.4527
2.05832 16.0119
2.11664 16.6458
2.17496 17.3596
2.23328 18.1795
2.29160 19.1165
2.34992 20.1920
2.37908 20.7888
2.40824 21.4331
2.43740 22.1286
2.46656 22.8802
2.50447 23.9465
2.54238 25.1288
2.58029 26.4568
2.61820 27.9469
2.65611 29.6206
2.69401 31.5091
2.71297 32.5487
2.73192 33.6620
2.75088 34.8557
2.76983 36.1362
2.79976 38.3554
2.82968 40.8521
2.84465 42.2200
2.85961 43.6768
2.87458 45.2308
2.88954 46.8908
2.90450 48.6666
2.91947 50.5695
2.93443 52.6125
2.94939 54.8102
2.96436 57.1798
2.97932 59.7399
2.99428 62.5121
3.00925 65.5203
3.02491 68.9528
3.04058 72.7103
3.05625 76.8363
3.07191 81.3830
3.07975 83.8336
3.08758 86.4133
3.09542 89.1324
3.10325 92.0005
3.11108 95.0297
3.11892 98.2313
3.12675 101.620
3.13458 105.209
3.14014 107.889
3.14571 110.685
3.15127 113.603
3.15683 116.652
3.16425 120.935
3.16795 123.175
3.17166 125.484
3.17676 128.779
3.18186 132.219
3.18696 135.813
3.19205 139.571
3.19715 143.504
3.20225 147.620
3.20735 151.934
3.21245 156.458
3.21782 161.464
3.22318 166.736
3.22855 172.294
3.23392 178.157
3.23929 184.352
3.24466 190.902
3.24734 194.320
3.25003 197.836
3.25271 201.456
3.25539 205.184
3.25832 209.369
3.26124 213.692
3.26416 218.161
3.26708 222.781
3.27000 227.560
3.27292 232.505
3.27584 237.624
3.27876 242.925
3.28168 248.418
3.28460 254.112
3.28752 260.017
3.29044 266.142
3.29337 272.501
3.29629 279.106
3.29921 285.969
3.30213 293.102
3.30630 303.807
3.31048 315.143
3.31466 327.163
3.31883 339.926
3.32301 353.493
3.32718 367.937
3.33136 383.333
3.33554 399.770
3.33955 416.622
3.34356 434.614
3.34757 453.863
3.35157 474.478
3.35558 496.604
3.35959 520.382
3.36360 545.994
3.36761 573.618
3.36962 588.258
3.37162 603.487
3.37363 619.336
3.37563 635.830
3.37764 653.023
3.37964 670.943
3.38165 689.632
3.38365 709.124
3.38566 729.482
3.38766 750.748
3.38967 772.973
3.39167 796.200
3.39367 820.513
3.39568 845.961
3.39768 872.611
3.39969 900.521
3.40169 929.791
3.40370 960.487
3.40570 992.692
3.40771 1026.48
3.40971 1061.97
3.41172 1099.24
3.41372 1138.41
3.41573 1179.54
3.41773 1222.80
3.41974 1268.28
3.42174 1316.09
3.42375 1366.34
3.42575 1419.19
3.42776 1474.75
3.42976 1533.15
3.43176 1594.49
3.43377 1658.97
3.43577 1726.66
3.43778 1797.72
3.43978 1872.21
3.44179 1950.34
3.44379 2032.17
3.44580 2117.81
3.44780 2207.30
3.44981 2300.82
3.45181 2398.37
3.45382 2500.00
3.45582 2605.68
3.45783 2715.53
3.45983 2829.46
3.46184 2947.42
3.46384 3069.27
3.46785 3324.46
3.47186 3593.57
3.47587 3874.79
3.47988 4165.40
3.48436 4497.18
3.48883 4831.17
3.49331 5161.21
3.49779 5480.11
3.50138 5722.83
3.50497 5949.66
3.50856 6156.66
3.51215 6340.06
3.51574 6496.51
3.51933 6622.89
3.52292 6716.76
3.52651 6776.20
3.52930 6797.83
3.53209 6797.66
3.53388 6786.15
3.53714 6742.22
3.54041 6669.43
3.54367 6569.03
3.54694 6442.76
3.55020 6292.59
3.55347 6121.03
3.55674 5930.61
3.56000 5724.26
3.56363 5479.45
3.56727 5222.61
3.57453 4688.36
3.58179 4150.48
3.58906 3632.90
3.59290 3373.46
3.59674 3126.38
3.60058 2892.92
3.60443 2673.94
3.60827 2469.72
3.61211 2280.37
3.61595 2105.64
3.61979 1945.10
3.62363 1798.01
3.62748 1663.67
3.63132 1541.21
3.63516 1429.79
3.63900 1328.46
3.64284 1236.38
3.64669 1152.70
3.65053 1076.65
3.65315 1028.75
3.65577 983.842
3.65839 941.682
3.66100 902.107
3.66362 864.905
3.66624 829.935
3.66886 797.025
3.67148 766.028
3.67410 736.799
3.67672 709.232
3.67934 683.203
3.68196 658.602
3.68720 613.294
3.69244 572.621
3.69593 547.771
3.69942 524.564
3.70291 502.847
3.70641 482.508
3.70990 463.422
3.71339 445.500
3.71688 428.645
3.72037 412.773
3.72387 397.805
3.72736 383.683
3.73434 357.716
3.74133 334.441
3.74831 313.501
3.75598 292.843
3.76365 274.302
3.77131 257.596
3.77898 242.495
3.78665 228.798
3.79431 216.340
3.80198 204.977
3.80964 194.586
3.81974 182.206
3.82984 171.125
3.83993 161.170
3.85003 152.199
3.86013 144.091
3.87022 136.741
3.88032 130.061
3.89041 123.977
3.89776 119.888
3.90510 116.057
3.91244 112.463
3.92713 105.920
3.93611 102.296
3.94510 98.9313
3.95409 95.8049
3.96308 92.8971
3.97620 89.0094
3.98932 85.5025
4.00244 82.3353
4.01556 79.4729
4.02868 76.8848
4.04180 74.5457
4.05492 72.4331
4.06804 70.5276
4.08116 68.8117
4.09428 67.2704
4.10740 65.8901
4.12051 64.6589
4.13363 63.5662
4.14675 62.6029
4.17299 61.0343
4.19535 60.0444
4.21770 59.3481
4.24005 58.9274
4.26240 58.7693
4.29034 58.9264
4.31828 59.4688
4.34622 60.3999
4.37416 61.7343
4.40210 63.4940
4.43004 65.7108
4.45798 68.4291
4.47195 69.9936
4.48592 71.7058
4.50128 73.7718
4.51665 76.0440
4.53202 78.5407
4.54738 81.2831
4.56275 84.2962
4.57812 87.6071
4.58580 89.3842
4.59348 91.2477
4.60117 93.2026
4.60885 95.2538
4.61564 97.1516
4.62243 99.1330
4.62922 101.202
4.63601 103.364
4.64280 105.624
4.64959 107.987
4.65299 109.209
4.65638 110.458
4.65978 111.737
4.66317 113.045
4.66707 114.585
4.67097 116.166
4.67487 117.791
4.67877 119.459
4.68267 121.174
4.68657 122.935
4.69047 124.746
4.69437 126.608
4.69697 127.878
4.69957 129.173
4.70217 130.492
4.70477 131.835
4.70737 133.205
4.70997 134.601
4.71257 136.024
4.71517 137.475
4.71803 139.104
4.72089 140.768
4.72375 142.468
4.72661 144.206
4.72947 145.982
4.73232 147.798
4.73518 149.654
4.73804 151.552
4.74090 153.494
4.74376 155.480
4.74662 157.512
4.74948 159.590
4.75234 161.717
4.75520 163.894
4.75806 166.123
4.76092 168.405
4.76417 171.065
4.76742 173.797
4.77067 176.605
4.77391 179.492
4.77716 182.461
4.78041 185.515
4.78366 188.657
4.78691 191.891
4.79083 195.931
4.79476 200.115
4.79869 204.453
4.80262 208.951
4.80655 213.618
4.81048 218.461
4.81440 223.491
4.81833 228.716
4.82218 234.037
4.82603 239.564
4.82988 245.313
4.83373 251.291
4.83758 257.514
4.84143 263.993
4.84528 270.745
4.84913 277.783
4.85297 285.110
4.85681 292.758
4.86065 300.746
4.86450 309.091
4.86834 317.821
4.87218 326.956
4.87602 336.524
4.87986 346.551
4.88370 357.071
4.88755 368.115
4.89139 379.719
4.89523 391.919
4.89907 404.764
4.90291 418.293
4.90675 432.566
4.91059 447.629
4.91444 463.553
4.91828 480.401
4.92212 498.247
4.92596 517.168
4.92980 537.265
4.93365 558.634
4.93749 581.385
4.94133 605.635
4.94517 631.536
4.94901 659.234
4.95285 688.901
4.95670 720.719
4.96054 754.917
4.96438 791.718
4.96822 831.406
4.97206 874.258
4.97555 916.264
4.97905 961.433
4.98254 1010.10
4.98603 1062.56
4.98952 1119.22
4.99302 1180.45
4.99651 1246.70
5.00000 1318.43
5.00208 1364.02
5.00416 1411.85
5.00625 1462.05
5.00833 1514.72
5.01041 1570.00
5.01249 1628.02
5.01457 1688.90
5.01666 1752.75
5.01874 1819.77
5.02082 1890.05
5.02290 1963.75
5.02498 2040.99
5.02707 2121.92
5.02915 2206.65
5.03123 2295.32
5.03331 2388.01
5.03530 2480.45
5.03729 2576.74
5.03927 2677.02
5.04126 2781.35
5.04325 2889.85
5.04523 3002.47
5.04722 3119.30
5.04921 3240.34
5.05318 3495.17
5.05716 3766.59
5.06113 4054.07
5.06511 4356.64
5.06927 4688.27
5.07343 5032.65
5.07760 5386.98
5.08176 5747.76
5.09055 6512.48
5.09494 6885.45
5.09934 7243.91
5.10300 7526.64
5.10665 7791.13
5.11031 8033.84
5.11396 8251.30
5.11762 8440.34
5.12128 8597.99
5.12493 8721.86
5.12859 8810.01
5.13224 8861.03
5.13590 8874.13
5.14030 8839.34
5.14395 8769.25
5.14760 8662.95
5.15124 8522.15
5.15489 8349.05
5.15854 8146.32
5.16218 7916.99
5.16583 7664.37
5.16948 7392.07
5.17576 6887.00
5.18204 6352.74
5.19461 5265.03
5.20066 4759.39
5.20672 4279.12
5.20974 4050.64
5.21277 3830.88
5.21580 3620.16
5.21882 3418.91
5.22213 3210.27
5.22543 3013.21
5.22873 2827.58
5.23203 2653.31
5.23533 2490.04
5.23863 2337.50
5.24193 2195.19
5.24524 2062.74
5.24826 1949.47
5.25129 1843.66
5.25432 1744.83
5.25734 1652.64
5.26037 1566.61
5.26339 1486.41
5.26642 1411.60
5.26945 1341.86
5.27247 1276.78
5.27550 1216.08
5.27853 1159.39
5.28155 1106.45
5.28458 1056.95
5.28761 1010.66
5.29063 967.303
5.29366 926.693
5.29669 888.591
5.29971 852.831
5.30274 819.215
5.30577 787.601
5.30879 757.822
5.31182 729.760
5.31485 703.272
5.31787 678.261
5.32392 632.224
5.32998 590.907
5.33603 553.689
5.34208 520.042
5.34649 497.554
5.35089 476.574
5.35529 456.965
5.35969 438.610
5.36409 421.401
5.36850 405.246
5.37290 390.058
5.37730 375.761
5.38170 362.284
5.38611 349.570
5.39491 326.200
5.40371 305.256
5.41252 286.412
5.41802 275.577
5.42352 265.398
5.42903 255.824
5.43453 246.808
5.44003 238.307
5.44553 230.284
5.45654 215.532
5.46367 206.802
5.47080 198.660
5.47794 191.052
5.48507 183.936
5.49220 177.269
5.49933 171.018
5.50647 165.149
5.51360 159.632
5.52786 149.552
5.54213 140.594
5.55639 132.606
5.57066 125.463
5.58621 118.513
5.60176 112.326
5.61731 106.807
5.63286 101.876
5.64841 97.4651
5.66397 93.5182
5.67952 89.9856
5.69507 86.8258
5.70779 84.4917
5.72052 82.3652
5.73324 80.4310
5.74596 78.6760
5.75869 77.0888
5.77141 75.6595
5.79686 73.2411
5.82231 71.3638
5.84776 69.9849
5.87320 69.0740
5.89865 68.6113
5.91513 68.5459
5.93160 68.6642
5.94808 68.9679
5.96456 69.4604
5.99169 70.6984
6.00526 71.5258
6.01883 72.4998
6.03240 73.6273
6.04596 74.9165
6.05953 76.3773
6.07310 78.0205
6.08667 79.8592
6.10023 81.9079
6.11380 84.1836
6.12737 86.7054
6.14094 89.4958
6.15450 92.5802
6.16807 95.9892
6.18164 99.7573
6.19151 102.747
6.20137 105.965
6.21124 109.433
6.22111 113.171
6.23097 117.206
6.24084 121.564
6.25071 126.276
6.26058 131.377
6.27409 139.069
6.28760 147.685
6.30112 157.371
6.30788 162.668
6.31463 168.301
6.32392 176.647
6.33321 185.765
6.34251 195.751
6.35180 206.716
6.36109 218.792
6.37038 232.131
6.37967 246.915
6.38896 263.358
6.39361 272.284
6.39825 281.725
6.40290 291.725
6.40754 302.325
6.41219 313.580
6.41683 325.541
6.42148 338.275
6.42612 351.843
6.43077 366.330
6.43541 381.812
6.44006 398.394
6.44471 416.176
6.44935 435.285
6.45400 455.851
6.45864 478.030
6.46329 501.997
6.46669 520.820
6.47010 540.794
6.47350 562.016
6.47691 584.587
6.48032 608.620
6.48372 634.239
6.48713 661.579
6.49053 690.777
6.49394 722.009
6.49735 755.443
6.50075 791.264
6.50416 829.664
6.50756 870.885
6.51097 915.148
6.51437 962.704
6.51778 1013.80
6.52048 1057.10
6.52319 1102.94
6.52589 1151.51
6.52859 1202.94
6.53130 1257.41
6.53400 1315.04
6.53670 1376.05
6.53941 1440.54
6.54211 1508.73
6.54481 1580.72
6.54752 1656.72
6.55022 1736.80
6.55293 1821.17
6.55563 1909.88
6.55833 2003.07
6.56103 2100.82
6.56417 2219.84
6.56730 2345.08
6.57043 2476.60
6.57356 2614.33
6.57669 2758.18
6.57982 2907.95
6.58608 3224.13
6.59234 3559.86
6.59860 3910.62
6.61112 4632.15
6.61915 5085.27
6.62718 5507.57
6.63120 5700.69
6.63522 5878.30
6.63923 6038.04
6.64325 6177.56
6.64844 6324.67
6.65363 6431.07
6.65881 6494.12
6.66400 6512.18
6.66822 6493.38
6.67243 6444.91
6.67665 6367.61
6.68086 6262.79
6.68508 6132.22
6.68929 5978.03
6.69351 5802.68
6.69772 5608.93
6.70149 5422.52
6.70525 5225.81
6.71278 4810.05
6.72784 3945.54
6.73553 3516.69
6.73937 3310.38
6.74321 3111.02
6.74705 2919.34
6.75089 2736.08
6.75473 2561.68
6.75857 2396.43
6.76241 2240.45
6.76625 2093.85
6.77009 1956.44
6.77393 1828.11
6.77777 1708.53
6.78161 1597.41
6.78545 1494.34
6.78929 1398.91
6.79243 1326.17
6.79558 1258.02
6.79872 1194.20
6.80186 1134.45
6.80500 1078.52
6.80814 1026.19
6.81129 977.227
6.81443 931.403
6.81757 888.496
6.82071 848.333
6.82385 810.710
6.82700 775.448
6.83014 742.377
6.83328 711.342
6.83642 682.196
6.83956 654.800
6.84341 623.506
6.84725 594.434
6.85109 567.376
6.85493 542.172
6.85877 518.648
6.86261 496.674
6.86645 476.112
6.87029 456.846
6.87413 438.764
6.87797 421.781
6.88181 405.803
6.88565 390.753
6.88949 376.556
6.89333 363.154
6.90101 338.496
6.90869 316.363
6.91637 296.418
6.92405 278.377
6.93173 262.004
6.93941 247.090
6.94709 233.467
6.95478 220.987
6.96246 209.525
6.97046 198.547
6.97846 188.447
6.98646 179.131
6.99446 170.519
7.00246 162.542
7.01046 155.137
7.01846 148.250
7.02646 141.833
7.03446 135.844
7.04247 130.246
7.05047 125.004
7.05847 120.089
7.06647 115.475
7.07447 111.136
7.08247 107.051
7.09047 103.201
7.09944 99.1418
7.10840 95.3325
7.11737 91.7526
7.12634 88.3842
7.13530 85.2102
7.14427 82.2162
7.16220 76.7158
7.18014 71.7891
7.19807 67.3592
7.21600 63.3608
7.23394 59.7395
7.24522 57.6343
7.25649 55.6501
7.27905 52.0087
7.30160 48.7523
7.32416 45.8282
7.34121 43.8100
7.35827 41.9399
7.37533 40.2033
7.39238 38.5877
7.40944 37.0823
7.42650 35.6774
7.44355 34.3645
7.46061 33.1360
7.47767 31.9847
7.49472 30.9046
7.51178 29.8898
7.52884 28.9355
7.56295 27.1903
7.59706 25.6378
7.61929 24.7175
7.63951 23.9366
7.65973 23.2048
7.68986 22.1965
7.72000 21.2765
7.75013 20.4352
7.78026 19.6650
7.81040 18.9592
7.84053 18.3119
7.87066 17.7177
7.90080 17.1721
7.93093 16.6708
7.96106 16.2102
7.99120 15.7866
8.02133 15.3972
8.08160 14.7115
8.14187 14.1371
8.19415 13.7187
8.24644 13.3669
8.29872 13.0770
8.35100 12.8451
8.40329 12.6675
8.45557 12.5412
8.50786 12.4652
8.56014 12.4394
8.62797 12.4812
8.69581 12.6092
8.76364 12.8315
8.79755 12.9815
8.83147 13.1586
8.86538 13.3644
8.89930 13.6009
8.93322 13.8706
8.96713 14.1763
9.00105 14.5210
9.03496 14.9082
9.06888 15.3422
9.10279 15.8289
9.13564 16.3572
9.16848 16.9485
9.20132 17.6109
9.23417 18.3538
9.26701 19.1890
9.29985 20.1305
9.33270 21.1959
9.36554 22.4068
9.39392 23.5907
9.42230 24.9248
9.45067 26.4360
9.46486 27.2681
9.47905 28.1575
9.49324 29.1099
9.50743 30.1316
9.52162 31.2297
9.53581 32.4125
9.55000 33.6895
9.56419 35.0716
9.57838 36.5716
9.59256 38.2043
9.61029 40.4572
9.62801 42.9858
9.63687 44.3689
9.64573 45.8409
9.65459 47.4103
9.66345 49.0864
9.67231 50.8801
9.68117 52.8035
9.69004 54.8706
9.69890 57.0973
9.70776 59.5022
9.71662 62.1066
9.72548 64.9355
9.73434 68.0183
9.74562 72.3642
9.75126 74.7390
9.75690 77.2644
9.76253 79.9559
9.76817 82.8295
9.77381 85.9035
9.77945 89.1985
9.78831 94.8837
9.79717 101.288
9.80160 104.802
9.80603 108.549
9.81046 112.554
9.81489 116.841
9.81933 121.439
9.82376 126.379
9.82819 131.698
9.83262 137.435
9.83705 143.636
9.84148 150.347
9.84591 157.626
9.85034 165.533
9.85376 172.117
9.85719 179.149
9.86061 186.667
9.86403 194.705
9.86746 203.310
9.87088 212.520
9.87430 222.387
9.87773 232.952
9.88115 244.272
9.88457 256.393
9.88800 269.375
9.89142 283.266
9.89484 298.129
9.89827 314.013
9.90169 330.982
9.90511 349.082
9.90955 374.282
9.91398 401.573
9.91841 431.063
9.92284 462.821
9.92727 496.921
9.93170 533.385
9.93613 572.238
9.94056 613.439
9.94479 654.912
9.94902 698.387
9.95325 743.736
9.95747 790.795
9.96170 839.357
9.96593 889.173
9.97439 991.367
9.98325 1099.48
9.99211 1204.90
9.99712 1261.63
10.0021 1315.33
10.0071 1365.28
10.0121 1410.54
10.0157 1439.64
10.0193 1465.73
10.0228 1488.67
10.0264 1508.25
10.0300 1524.36
10.0335 1536.76
10.0371 1545.40
10.0406 1550.21
10.0430 1551.26
10.0454 1550.59
10.0492 1545.84
10.0531 1536.61
10.0570 1523.01
10.0608 1505.19
10.0647 1483.36
10.0685 1457.76
10.0724 1428.65
10.0763 1396.42
10.0814 1348.70
10.0866 1296.77
10.0917 1241.39
10.0969 1183.45
10.1035 1106.62
10.1102 1028.83
10.1234 876.187
10.1283 822.747
10.1331 771.439
10.1380 722.357
10.1428 675.935
10.1477 632.150
10.1525 591.291
10.1574 553.240
10.1622 518.161
10.1671 485.869
10.1720 456.371
10.1768 429.566
10.1817 405.382
10.1865 383.586
10.1914 364.125
10.1962 346.769
10.2011 331.443
10.2059 317.936
10.2108 306.165
10.2157 295.949
10.2205 287.204
10.2254 279.782
10.2302 273.610
10.2351 268.570
10.2399 264.600
10.2435 262.337
10.2470 260.573
10.2518 258.926
10.2567 258.141
10.2616 258.183
10.2664 259.024
10.2713 260.647
10.2761 263.039
10.2810 266.209
10.2858 270.152
10.2905 274.669
10.2951 279.926
10.2997 285.961
10.3021 289.290
10.3044 292.814
10.3067 296.570
10.3090 300.532
10.3113 304.743
10.3136 309.172
10.3159 313.869
10.3183 318.801
10.3206 324.021
10.3229 329.496
10.3251 334.926
10.3272 340.622
10.3294 346.596
10.3316 352.860
10.3338 359.425
10.3360 366.305
10.3381 373.513
10.3403 381.066
10.3425 388.978
10.3447 397.265
10.3469 405.945
10.3490 415.037
10.3512 424.559
10.3534 434.532
10.3556 444.976
10.3578 455.914
10.3600 467.423
10.3621 479.422
10.3643 491.988
10.3665 505.146
10.3687 518.923
10.3709 533.349
10.3730 548.452
10.3752 564.263
10.3774 580.890
10.3796 598.213
10.3818 616.340
10.3839 635.305
10.3861 655.141
10.3883 675.884
10.3905 697.570
10.3927 720.234
10.3949 744.023
10.3970 768.758
10.3992 794.581
10.4014 821.528
10.4036 849.635
10.4058 878.939
10.4079 909.473
10.4101 941.273
10.4123 974.371
10.4145 1008.80
10.4167 1044.59
