Hg-201(n,g) ENDFB-8.0
0.181250 1.82630
0.187500 1.79538
0.193750 1.76599
0.200000 1.73800
0.209375 1.69838
0.218750 1.66128
0.228125 1.62648
0.237500 1.59376
0.246875 1.56291
0.256250 1.53377
0.265625 1.50619
0.275000 1.48002
0.284375 1.45515
0.293750 1.43148
0.303125 1.40892
0.312500 1.38737
0.321875 1.36677
0.331250 1.34704
0.340625 1.32814
0.350000 1.30999
0.359375 1.29256
0.368750 1.27580
0.378125 1.25965
0.387500 1.24410
0.396875 1.22912
0.406250 1.21468
0.425000 1.18720
0.443750 1.16143
0.462500 1.13724
0.500000 1.09305
0.531250 1.05984
0.562500 1.02936
0.593750 1.00130
0.625000 0.975362
0.687500 0.928865
0.750000 0.888272
0.812500 0.852425
0.875000 0.820531
0.937500 0.791853
1.00000 0.765813
1.06250 0.742086
1.12500 0.720346
1.18750 0.700330
1.25000 0.681819
1.37500 0.648618
1.50000 0.619612
1.62500 0.593981
1.75000 0.571150
1.87500 0.550610
2.00000 0.531951
2.18750 0.506987
2.37500 0.485014
2.56250 0.465464
2.75000 0.447942
2.93750 0.432101
3.12500 0.417665
3.31250 0.404455
3.50000 0.392307
3.68750 0.381086
3.87500 0.370680
4.25000 0.351951
4.62500 0.335528
5.00000 0.320987
5.31250 0.310062
5.62500 0.300051
5.93750 0.290845
6.25000 0.282343
6.56250 0.274463
6.87500 0.267135
7.50000 0.253911
8.12500 0.242294
8.75000 0.232011
9.37500 0.222839
10.0000 0.214602
10.6250 0.207177
11.2500 0.200458
11.8750 0.194360
12.5000 0.188810
13.1250 0.183752
13.7500 0.179137
14.3750 0.174924
15.0000 0.171079
16.2500 0.164384
17.5000 0.158883
18.7500 0.154452
20.0000 0.151008
20.8928 0.149155
21.7856 0.147793
22.6784 0.146916
23.5713 0.146561
24.2855 0.146695
24.9998 0.147219
25.7140 0.148167
26.4283 0.149584
27.1425 0.151529
27.8568 0.154075
28.5710 0.157316
29.2853 0.161373
29.9995 0.166403
30.7138 0.172590
31.1155 0.176677
31.5173 0.181298
31.9191 0.186506
32.3208 0.192381
32.7226 0.199023
33.1244 0.206554
33.5261 0.215125
33.9279 0.224923
34.2850 0.234844
34.6421 0.246102
34.9993 0.258937
35.3564 0.273582
35.6019 0.284901
35.8474 0.297470
36.0930 0.311410
36.3385 0.326925
36.5840 0.344256
36.8295 0.363695
37.0751 0.385595
37.3206 0.410386
37.4768 0.427908
37.6331 0.446973
37.7893 0.467771
37.9455 0.490517
38.1018 0.515463
38.2580 0.542901
38.4143 0.573160
38.5705 0.606528
38.7268 0.643600
38.8830 0.685070
39.0392 0.731528
39.1174 0.756876
39.1955 0.783792
39.3182 0.829586
39.4410 0.880171
39.5638 0.936246
39.6865 0.998638
39.8093 1.06834
39.8707 1.10629
39.9321 1.14654
39.9934 1.18926
40.0548 1.23468
40.1162 1.28301
40.1776 1.33453
40.2669 1.41573
40.3561 1.50527
40.4454 1.60430
40.5347 1.71416
40.6240 1.83645
40.6686 1.90291
40.7133 1.97331
40.7579 2.04800
40.8025 2.12732
40.8472 2.21165
40.8918 2.30140
40.9532 2.43454
41.0146 2.58022
41.0760 2.74007
41.1373 2.91600
41.1987 3.11025
41.2601 3.32546
41.3215 3.56476
41.3522 3.69460
41.3829 3.83192
41.4415 4.11711
41.4708 4.27220
41.5001 4.43646
41.5294 4.61073
41.5586 4.79573
41.5879 4.99249
41.6172 5.20187
41.6465 5.42513
41.6758 5.66335
41.7051 5.91807
41.7344 6.19066
41.7637 6.48304
41.7930 6.79698
41.8223 7.13494
41.8516 7.49922
41.8823 7.91240
41.9130 8.36154
41.9437 8.85094
41.9744 9.38560
42.0050 9.97126
42.0357 10.6147
42.0664 11.3236
42.0971 12.1074
42.1278 12.9772
42.1585 13.9456
42.1739 14.4718
42.1892 15.0284
42.2045 15.6186
42.2199 16.2444
42.2352 16.9096
42.2506 17.6165
42.2659 18.3699
42.2813 19.1727
42.2966 20.0306
42.3120 20.9475
42.3273 21.9302
42.3426 22.9839
42.3636 24.5500
42.3845 26.2827
42.4054 28.2082
42.4159 29.2515
42.4263 30.3540
42.4368 31.5216
42.4473 32.7569
42.4577 34.0663
42.4682 35.4559
42.4787 36.9334
42.4891 38.5032
42.4996 40.1741
42.5100 41.9548
42.5254 44.7859
42.5407 47.9031
42.5561 51.3470
42.5714 55.1540
42.5868 59.3747
42.6021 64.0541
42.6098 66.5872
42.6175 69.2534
42.6251 72.0635
42.6328 75.0252
42.6405 78.1505
42.6482 81.4393
42.6558 84.9038
42.6635 88.5519
42.6712 92.3967
42.6788 96.4361
42.6865 100.682
42.6942 105.142
42.7019 109.829
42.7095 114.736
42.7249 125.246
42.7402 136.712
42.7556 149.124
42.7667 158.738
42.7779 168.822
42.7922 182.350
42.8064 196.490
42.8207 211.132
42.8349 226.094
42.8492 241.200
42.8635 256.200
42.8777 270.861
42.8920 284.887
42.9044 296.335
42.9168 306.900
42.9291 316.417
42.9415 324.696
42.9539 331.598
42.9663 336.976
42.9786 340.733
42.9910 342.788
43.0000 343.191
43.0124 342.233
43.0248 339.547
43.0371 335.183
43.0495 329.235
43.0619 321.812
43.0743 313.066
43.0866 303.147
43.0990 292.246
43.1203 271.699
43.1416 249.730
43.1629 227.218
43.1842 204.968
43.2026 186.411
43.2210 168.835
43.2394 152.443
43.2486 144.729
43.2578 137.362
43.2737 125.427
43.2817 119.846
43.2896 114.517
43.2976 109.436
43.3055 104.597
43.3135 99.9931
43.3214 95.6180
43.3294 91.4637
43.3373 87.5216
43.3453 83.7834
43.3532 80.2400
43.3612 76.8826
43.3691 73.7022
43.3771 70.6901
43.3850 67.8374
43.3943 64.7210
43.4035 61.7944
43.4127 59.0455
43.4219 56.4653
43.4311 54.0372
43.4403 51.7560
43.4495 49.6069
43.4587 47.5853
43.4679 45.6783
43.4771 43.8820
43.4863 42.1850
43.4955 40.5841
43.5047 39.0693
43.5139 37.6380
43.5323 34.9977
43.5508 32.6228
43.5692 30.4819
43.5876 28.5449
43.6060 26.7872
43.6244 25.1866
43.6428 23.7267
43.6612 22.3909
43.6796 21.1654
43.6964 20.1369
43.7131 19.1822
43.7299 18.2942
43.7466 17.4669
43.7633 16.6949
43.7801 15.9733
43.7968 15.2978
43.8135 14.6650
43.8303 14.0705
43.8470 13.5117
43.8638 12.9858
43.8805 12.4905
43.8972 12.0229
43.9140 11.5813
43.9307 11.1638
43.9474 10.7689
43.9659 10.3580
43.9843 9.97062
44.0027 9.60477
44.0211 9.25887
44.0579 8.62120
44.0947 8.04798
44.1316 7.53052
44.1684 7.06206
44.2052 6.63638
44.2420 6.24864
44.2672 6.00365
44.2923 5.77301
44.3174 5.55562
44.3425 5.35058
44.3676 5.15681
44.3927 4.97357
44.4429 4.63579
44.4931 4.33178
44.5433 4.05722
44.5935 3.80835
44.6438 3.58207
44.6806 3.42891
44.7174 3.28562
44.7542 3.15130
44.7911 3.02529
44.8279 2.90686
44.8647 2.79548
44.9015 2.69053
44.9384 2.59159
44.9752 2.49815
45.0120 2.40987
45.0857 2.24724
45.1593 2.10110
45.2329 1.96933
45.3066 1.85007
45.3802 1.74181
45.4539 1.64323
45.5275 1.55323
45.6012 1.47084
45.6748 1.39525
45.7485 1.32578
45.8221 1.26178
45.8958 1.20265
45.9694 1.14785
46.0431 1.09696
46.1167 1.04965
46.1904 1.00561
46.2640 0.964550
46.3377 0.926214
46.4113 0.890371
46.4850 0.856802
46.5586 0.825326
46.6323 0.795773
46.7059 0.767996
46.7796 0.741848
46.8532 0.717210
47.0005 0.672027
47.1076 0.642228
47.2148 0.614718
47.3487 0.583207
47.4826 0.554541
47.6165 0.528394
47.7504 0.504488
47.8843 0.482577
48.0182 0.462453
48.1521 0.443948
48.2860 0.426945
48.4467 0.408233
48.6074 0.391103
48.7681 0.375443
48.9288 0.361112
49.0894 0.347970
49.2501 0.335899
49.4108 0.324792
49.5715 0.314559
49.7858 0.302134
50.0000 0.290936
50.1614 0.283237
50.3229 0.276170
50.5650 0.266528
50.8072 0.257865
51.0494 0.250115
51.2915 0.243198
51.5337 0.237034
51.7758 0.231536
52.0180 0.226637
52.2601 0.222292
52.5830 0.217281
52.9059 0.213074
53.2288 0.209594
53.5516 0.206777
53.8745 0.204571
54.1974 0.202934
54.5203 0.201832
54.8431 0.201239
55.2871 0.201224
55.7310 0.202098
56.1750 0.203852
56.6189 0.206495
57.0629 0.210041
57.5069 0.214539
57.9508 0.220045
58.3948 0.226637
58.8791 0.235204
59.3634 0.245362
59.8073 0.256279
60.2513 0.268939
60.6952 0.283622
60.9172 0.291826
61.1392 0.300673
61.3612 0.310207
61.5832 0.320500
61.8051 0.331633
62.0271 0.343664
62.2491 0.356693
62.4711 0.370840
62.6930 0.386195
62.9150 0.402800
63.1975 0.426162
63.4800 0.452421
63.7626 0.481940
63.9038 0.498086
64.0451 0.515257
64.2671 0.544524
64.4890 0.576923
64.7110 0.612908
64.9330 0.653015
65.1550 0.697894
65.2660 0.722358
65.3769 0.748316
65.4879 0.775896
65.5989 0.805230
65.7099 0.836472
65.8209 0.869784
65.9823 0.922335
66.1438 0.980332
66.3052 1.04455
66.4666 1.11584
66.6281 1.19518
66.7088 1.23830
66.7895 1.28403
66.8702 1.33258
66.9510 1.38416
67.0317 1.43901
67.1124 1.49739
67.2234 1.58402
67.3344 1.67886
67.4454 1.78296
67.5563 1.89757
67.6673 2.02416
67.7783 2.16446
67.8893 2.32052
67.9448 2.40520
68.0003 2.49478
68.1012 2.67150
68.2021 2.86836
68.2525 2.97532
68.3030 3.08856
68.3534 3.20858
68.4039 3.33589
68.4543 3.47116
68.5048 3.61502
68.5552 3.76818
68.6057 3.93146
68.6561 4.10577
68.7066 4.29216
68.7570 4.49181
68.8075 4.70601
68.8630 4.96035
68.9185 5.23633
68.9740 5.53657
69.0295 5.86384
69.0850 6.22160
69.1404 6.61357
69.1959 7.04443
69.2514 7.51930
69.3069 8.04459
69.3624 8.62748
69.4179 9.27694
69.4457 9.62980
69.4734 10.0032
69.5012 10.3991
69.5289 10.8192
69.5567 11.2654
69.5844 11.7399
69.6122 12.2453
69.6399 12.7840
69.6676 13.3594
69.6954 13.9746
69.7332 14.8847
69.7711 15.8871
69.8089 16.9944
69.8467 18.2216
69.8846 19.5872
69.9035 20.3284
69.9224 21.1124
69.9413 21.9427
69.9603 22.8228
69.9792 23.7568
69.9981 24.7485
70.0258 26.3196
70.0536 28.0440
70.0813 29.9416
70.1091 32.0351
70.1368 34.3527
70.1646 36.9244
70.1784 38.3180
70.1923 39.7884
70.2062 41.3422
70.2201 42.9852
70.2453 46.2239
70.2705 49.8204
70.2831 51.7697
70.2957 53.8258
70.3083 55.9972
70.3210 58.2911
70.3336 60.7174
70.3462 63.2802
70.3588 65.9899
70.3714 68.8551
70.3840 71.8874
70.3966 75.0912
70.4092 78.4781
70.4219 82.0575
70.4446 89.0186
70.4673 96.6817
70.4900 105.096
70.5127 114.296
70.5354 124.308
70.5581 135.122
70.5808 146.718
70.6035 159.035
70.6240 170.688
70.6444 182.743
70.6649 195.076
70.6854 207.529
70.7058 219.919
70.7263 232.024
70.7468 243.619
70.7673 254.464
70.7839 262.538
70.8004 269.827
70.8170 276.220
70.8336 281.599
70.8502 285.878
70.8668 288.973
70.8834 290.832
70.9000 291.420
70.9166 290.725
70.9332 288.761
70.9498 285.562
70.9664 281.191
70.9830 275.720
70.9996 269.253
71.0162 261.895
71.0328 253.768
71.0545 242.175
71.0762 229.772
71.0979 216.844
71.1196 203.667
71.1413 190.474
71.1631 177.488
71.1848 164.875
71.2065 152.784
71.2259 142.510
71.2452 132.781
71.2646 123.625
71.2840 115.063
71.3034 107.084
71.3228 99.6839
71.3421 92.8421
71.3615 86.5361
71.3809 80.7295
71.4003 75.3930
71.4196 70.4932
71.4390 65.9963
71.4584 61.8694
71.4778 58.0811
71.4972 54.6016
71.5165 51.4033
71.5315 49.1074
71.5465 46.9546
71.5615 44.9318
71.5764 43.0321
71.5914 41.2443
71.6064 39.5626
71.6214 37.9772
71.6363 36.4833
71.6513 35.0726
71.6663 33.7409
71.6813 32.4812
71.6962 31.2900
71.7262 29.0920
71.7561 27.1149
71.7755 25.9393
71.7949 24.8376
71.8143 23.8039
71.8337 22.8327
71.8530 21.9193
71.8724 21.0592
71.8918 20.2484
71.9112 19.4837
71.9305 18.7608
71.9499 18.0773
71.9887 16.8172
72.0274 15.6840
72.0662 14.6616
72.1050 13.7356
72.1437 12.8946
72.1825 12.1285
72.2212 11.4290
72.2600 10.7882
72.2987 10.1999
72.3375 9.65864
72.3763 9.15955
72.4150 8.69813
72.4538 8.27077
72.4925 7.87416
72.5313 7.50541
72.5701 7.16197
72.6088 6.84157
72.6476 6.54223
72.6863 6.26221
72.7251 5.99977
72.7638 5.75354
72.8026 5.52223
72.8414 5.30471
72.8801 5.09981
72.9189 4.90661
72.9576 4.72425
72.9964 4.55198
73.0739 4.23464
73.1514 3.94962
73.2289 3.69261
73.3064 3.46013
73.3840 3.24910
73.4615 3.05700
73.5390 2.88161
73.6165 2.72108
73.6729 2.61271
73.7293 2.51081
73.7856 2.41484
73.8420 2.32442
73.8984 2.23908
73.9548 2.15848
74.0675 2.00999
74.1803 1.87645
74.2930 1.75594
74.4058 1.64687
74.5185 1.54787
74.5960 1.48501
74.6735 1.42601
74.7511 1.37054
74.8286 1.31835
74.9061 1.26916
74.9836 1.22277
75.0611 1.17895
75.1386 1.13753
75.2937 1.06118
75.4487 0.992547
75.6037 0.930612
75.7588 0.874536
75.9279 0.819206
76.0970 0.769215
76.2661 0.723895
76.4353 0.682689
76.6044 0.645134
76.7735 0.610882
76.9285 0.581997
77.0836 0.555186
77.2386 0.530298
77.3936 0.507178
77.5487 0.485665
77.7037 0.465613
77.8587 0.446895
78.0138 0.429394
78.1688 0.413005
78.3238 0.397640
78.4789 0.383213
78.6339 0.369650
78.7889 0.356883
78.9439 0.344852
79.2540 0.322778
79.5641 0.303044
79.8741 0.285332
80.1842 0.269376
80.4943 0.254950
80.8043 0.241865
81.1144 0.229962
81.4244 0.219101
81.7345 0.209168
81.9600 0.202503
82.2419 0.194738
82.5238 0.187468
82.8056 0.180715
83.0875 0.174444
83.3694 0.168575
83.6513 0.163111
84.2150 0.153198
84.5251 0.148277
84.8351 0.143679
85.1452 0.139374
85.4553 0.135354
86.0754 0.128041
86.6955 0.121589
87.3156 0.115858
87.9358 0.110756
88.5559 0.106193
89.1760 0.102107
89.7961 0.0984626
90.4163 0.0951249
91.0364 0.0920714
91.6565 0.0893430
92.2766 0.0868520
92.8968 0.0845508
93.5169 0.0824719
94.1370 0.0805748
95.3773 0.0772022
96.6175 0.0743673
97.8578 0.0719605
99.0980 0.0699000
100.000 0.0686042
101.758 0.0664759
103.516 0.0647845
105.274 0.0634485
107.031 0.0624100
108.789 0.0616254
110.547 0.0610612
112.305 0.0606918
114.063 0.0604997
115.430 0.0604652
116.797 0.0605622
119.531 0.0609063
122.266 0.0615624
125.000 0.0625232
128.125 0.0639996
131.250 0.0658726
134.375 0.0681642
137.500 0.0709108
140.625 0.0741605
142.188 0.0759945
143.750 0.0779862
145.313 0.0801446
146.875 0.0824835
148.438 0.0850189
150.000 0.0877688
152.149 0.0919571
154.297 0.0966304
156.445 0.101887
158.594 0.107853
159.668 0.111096
160.742 0.114563
162.891 0.122248
163.965 0.126460
165.039 0.131039
166.113 0.135906
167.188 0.141093
168.359 0.147294
169.531 0.154026
170.703 0.161289
171.875 0.169168
172.656 0.174858
173.438 0.180925
174.219 0.187382
175.000 0.194264
176.074 0.204505
177.149 0.215720
178.223 0.228061
179.297 0.241701
180.371 0.256779
181.445 0.273568
182.520 0.292305
183.594 0.313279
184.522 0.333544
185.449 0.356093
185.913 0.368285
186.377 0.381263
186.841 0.394932
187.305 0.409465
187.769 0.424910
188.233 0.441255
188.697 0.458766
189.160 0.477303
189.624 0.497151
190.088 0.518137
190.552 0.540805
191.016 0.565124
191.553 0.595549
192.090 0.628677
192.627 0.664842
193.164 0.704428
193.701 0.747882
194.238 0.795731
194.775 0.848589
195.313 0.907186
195.850 0.972401
196.118 1.00780
196.387 1.04525
196.655 1.08492
196.924 1.12698
197.193 1.17165
197.461 1.21912
197.730 1.26966
197.998 1.32351
198.267 1.38101
198.535 1.44245
198.804 1.50825
199.072 1.57877
199.341 1.65455
199.609 1.73603
200.000 1.86588
200.329 1.98710
200.657 2.12101
200.986 2.26937
201.315 2.43419
201.643 2.61790
201.808 2.71757
201.972 2.82310
202.136 2.93525
202.301 3.05444
202.465 3.18126
202.629 3.31631
202.861 3.52242
203.093 3.74870
203.325 3.99785
203.557 4.27310
203.770 4.55158
203.983 4.85845
204.195 5.19801
204.408 5.57474
204.621 5.99468
204.727 6.22276
204.833 6.46425
204.940 6.72047
205.046 6.99213
205.152 7.28075
205.258 7.58779
205.423 8.10272
205.587 8.67199
205.751 9.30385
205.916 10.0076
205.998 10.3900
206.080 10.7947
206.162 11.2237
206.244 11.6783
206.327 12.1621
206.409 12.6763
206.491 13.2248
206.573 13.8095
206.679 14.6273
206.786 15.5195
206.892 16.4965
206.998 17.5693
207.105 18.7507
207.211 20.0560
207.264 20.7613
207.317 21.5031
207.370 22.2871
207.424 23.1133
207.515 24.6562
207.561 25.4854
207.607 26.3573
207.653 27.2769
207.699 28.2433
207.745 29.2620
207.791 30.3368
207.837 31.4746
207.883 32.6749
207.929 33.9452
207.975 35.2912
208.021 36.7222
208.067 38.2388
208.112 39.8515
208.158 41.5686
208.212 43.7016
208.265 45.9990
208.318 48.4876
208.371 51.1785
208.424 54.1055
208.477 57.2844
208.530 60.7582
208.584 64.5494
208.637 68.7135
208.663 70.9475
208.690 73.2916
208.717 75.7531
208.743 78.3397
208.770 81.0599
208.796 83.9120
208.823 86.9272
208.849 90.1060
208.876 93.4600
208.903 96.9883
208.929 100.731
208.956 104.691
208.982 108.884
209.009 113.312
209.032 117.371
209.055 121.646
209.078 126.151
209.101 130.882
209.124 135.896
209.147 141.167
209.170 146.762
209.193 152.652
209.216 158.911
209.239 165.539
209.262 172.560
209.284 179.968
209.307 187.858
209.330 196.190
209.353 205.070
209.376 214.452
209.403 226.073
209.429 238.525
209.456 251.864
209.483 266.091
209.509 281.370
209.536 297.640
209.562 315.075
209.589 333.588
209.615 353.358
209.642 374.346
209.669 396.568
209.695 420.025
209.722 444.699
209.748 470.552
209.775 497.522
209.801 525.413
209.832 559.175
209.863 593.819
209.925 664.833
209.987 735.642
210.018 769.703
210.049 802.213
210.080 833.103
210.112 861.265
210.143 886.154
210.174 907.264
210.206 924.150
210.237 936.446
210.269 943.879
210.300 946.282
210.325 944.532
210.346 940.707
210.366 934.767
210.387 926.768
210.407 916.841
210.428 904.979
210.448 891.337
210.489 859.301
210.530 821.685
210.571 779.892
210.612 735.091
210.653 688.507
210.721 609.546
210.790 533.257
210.824 497.092
210.858 462.623
210.892 430.029
210.926 399.421
210.961 370.848
210.995 344.384
211.029 319.901
211.063 297.328
211.097 276.570
211.131 257.520
211.165 240.061
211.199 224.074
211.234 209.401
211.268 196.010
211.302 183.748
211.336 172.512
211.370 162.206
211.404 152.744
211.438 144.044
211.472 136.034
211.505 128.962
211.537 122.410
211.570 116.329
211.603 110.696
211.635 105.438
211.668 100.537
211.700 95.9650
211.733 91.7051
211.765 87.7066
211.798 83.9606
211.831 80.4466
211.863 77.1561
211.896 74.0521
211.928 71.1387
211.961 68.3842
211.993 65.7932
212.028 63.2214
212.062 60.8035
212.096 58.5208
212.130 56.3636
212.164 54.3171
212.198 52.3851
212.266 48.8168
212.335 45.5954
212.403 42.6858
212.471 40.0454
212.539 37.6422
212.620 35.0674
212.701 32.7507
212.781 30.6536
212.862 28.7541
212.943 27.0239
213.023 25.4471
213.104 24.0043
213.184 22.6805
213.253 21.6424
213.321 20.6750
213.389 19.7709
213.457 18.9246
213.526 18.1302
213.594 17.3858
213.662 16.6863
213.730 16.0281
213.798 15.4072
213.867 14.8225
213.935 14.2705
214.003 13.7487
214.140 12.7869
214.276 11.9231
214.412 11.1435
214.549 10.4380
214.685 9.79738
214.822 9.21446
214.958 8.68172
215.095 8.19429
215.231 7.74657
215.368 7.33505
215.486 7.00544
215.603 6.69805
215.721 6.41036
215.839 6.14103
215.957 5.88801
216.075 5.65038
216.193 5.42659
216.310 5.21600
216.428 5.01728
216.546 4.82990
216.664 4.65272
216.782 4.48529
217.018 4.17643
217.253 3.89855
217.390 3.75019
217.526 3.61018
217.663 3.47792
217.799 3.35294
218.072 3.12241
218.345 2.91504
218.618 2.72776
218.891 2.55819
219.164 2.40410
219.437 2.26368
219.610 2.18069
219.784 2.10225
220.131 1.95775
220.479 1.82783
220.826 1.71081
221.173 1.60514
221.521 1.50897
221.868 1.42118
222.215 1.34103
222.488 1.28281
222.761 1.22843
223.034 1.17754
223.307 1.12984
223.580 1.08507
223.853 1.04302
224.126 1.00346
224.399 0.966192
224.672 0.931042
