Ni-58(n,tot) ENDFB-8.0
824.995 22.4684
868.747 22.3513
912.498 22.2350
1000.00 22.0052
1071.02 21.8212
1142.04 21.6393
1213.06 21.4597
1284.08 21.2819
1355.10 21.1062
1426.11 20.9323
1568.15 20.5904
1676.11 20.3356
1784.08 20.0845
1892.04 19.8375
2000.00 19.5940
2156.47 19.2476
2312.93 18.9088
2469.40 18.5762
2625.86 18.2506
2782.33 17.9308
2938.79 17.6166
3095.26 17.3079
3251.72 17.0045
3470.26 16.5894
3688.79 16.1827
3907.33 15.7837
4125.86 15.3929
4344.40 15.0087
4562.93 14.6305
4781.47 14.2577
5000.00 13.8899
5427.94 13.1827
5855.89 12.4876
6283.83 11.8015
6497.80 11.4604
6711.78 11.1199
6751.18 11.0573
6790.59 10.9946
6810.29 10.9633
6829.99 10.9321
6849.70 10.9009
6859.55 10.8854
6869.40 10.8700
6876.22 10.8595
6883.04 10.8494
6886.45 10.8448
6888.15 10.8426
6889.86 10.8407
6891.56 10.8391
6893.27 10.8380
6894.12 10.8379
6894.97 10.8382
6895.83 10.8394
6896.25 10.8405
6896.68 10.8423
6897.03 10.8445
6897.39 10.8477
6897.74 10.8521
6898.10 10.8583
6898.46 10.8670
6898.81 10.8789
6899.17 10.8950
6899.52 10.9166
6899.88 10.9452
6900.23 10.9820
6900.59 11.0287
6900.94 11.0869
6901.30 11.1579
6901.65 11.2423
6902.01 11.3404
6902.36 11.4515
6902.64 11.5450
6902.91 11.6437
6903.45 11.8521
6904.00 12.0604
6904.27 12.1580
6904.54 12.2479
6904.74 12.3080
6904.94 12.3612
6905.15 12.4069
6905.35 12.4441
6905.54 12.4708
6905.72 12.4892
6906.00 12.5002
6906.03 12.5002
6906.08 12.4998
6906.23 12.4951
6906.37 12.4850
6906.48 12.4740
6906.56 12.4639
6906.67 12.4479
6906.88 12.4106
6907.09 12.3645
6907.29 12.3102
6907.50 12.2491
6907.76 12.1628
6908.02 12.0692
6908.54 11.8694
6909.06 11.6675
6909.32 11.5703
6909.58 11.4782
6909.93 11.3657
6910.27 11.2651
6910.61 11.1771
6910.95 11.1019
6911.30 11.0390
6911.64 10.9872
6911.98 10.9455
6912.33 10.9125
6912.67 10.8867
6913.01 10.8667
6913.35 10.8514
6913.70 10.8398
6914.04 10.8310
6914.38 10.8243
6914.73 10.8192
6915.07 10.8152
6915.37 10.8124
6915.67 10.8101
6916.28 10.8064
6916.88 10.8036
6917.48 10.8013
6918.69 10.7975
6919.90 10.7943
6921.10 10.7915
6922.31 10.7888
6924.72 10.7840
6927.14 10.7795
6929.55 10.7753
6934.38 10.7670
6940.55 10.7568
6946.71 10.7468
6959.04 10.7269
6983.70 10.6875
7008.36 10.6482
7033.02 10.6089
7082.35 10.5303
7131.67 10.4517
7328.96 10.1367
7723.53 9.50269
8091.32 8.90419
8329.90 8.51029
8568.49 8.11138
8807.07 7.70670
9045.66 7.29386
9284.25 6.87347
9522.83 6.44605
9761.42 6.00748
10000.0 5.55887
10186.0 5.20051
10372.1 4.83527
10558.1 4.46306
10744.2 4.08356
10930.2 3.69678
11116.2 3.30391
11302.3 2.90529
11488.3 2.50338
11608.3 2.24329
11728.3 1.98389
11848.4 1.72653
11968.4 1.47296
12088.4 1.22539
12148.4 1.10378
12208.4 0.985458
12268.4 0.870180
12328.4 0.758525
12388.4 0.651006
12418.4 0.599147
12448.4 0.548652
12492.4 0.477420
12514.4 0.442900
12536.4 0.409543
12558.4 0.376946
12580.4 0.345622
12602.4 0.315600
12613.4 0.301458
12618.9 0.294853
12624.4 0.289206
12625.6 0.288275
12626.9 0.287723
12628.1 0.288041
12628.8 0.288882
12629.4 0.290507
12630.0 0.293410
12630.6 0.298119
12630.9 0.301536
12631.3 0.305656
12631.6 0.310719
12631.9 0.316884
12632.2 0.324586
12632.5 0.333531
12632.8 0.344130
12633.1 0.356571
12633.4 0.371544
12633.8 0.388290
12634.4 0.428968
12634.9 0.469149
12635.4 0.515945
12635.9 0.568896
12636.4 0.626995
12637.4 0.751727
12637.9 0.813594
12638.4 0.871327
12638.7 0.907660
12639.1 0.938648
12639.4 0.965215
12639.8 0.985101
12640.1 0.997646
12640.4 1.00454
12640.6 1.00589
12640.6 1.00582
12640.7 1.00522
12640.8 1.00415
12641.0 1.00053
12641.3 0.988873
12641.7 0.971618
12642.0 0.944109
12642.4 0.909871
12643.0 0.847244
12643.6 0.776147
12644.7 0.628272
12645.2 0.575701
12645.6 0.526575
12646.0 0.481712
12646.4 0.442490
12646.9 0.407253
12647.3 0.377609
12647.7 0.351926
12648.1 0.331048
12648.6 0.313530
12649.0 0.299413
12649.4 0.288182
12649.8 0.279528
12650.3 0.272595
12650.7 0.267327
12651.1 0.263139
12651.5 0.259954
12652.0 0.257398
12652.4 0.255373
12653.3 0.252417
12654.1 0.250291
12655.0 0.248598
12656.7 0.245794
12658.4 0.243316
12664.9 0.234743
12671.5 0.226769
12684.5 0.211463
12699.6 0.194664
12714.7 0.178501
12729.7 0.163000
12744.8 0.148273
12759.8 0.134316
12774.9 0.121163
12782.4 0.114891
12789.9 0.108829
12797.5 0.102980
12805.0 0.0973587
12818.0 0.0881944
12830.9 0.0797211
12843.9 0.0719601
12856.8 0.0649410
12869.8 0.0586830
12882.8 0.0532247
12889.2 0.0508014
12895.7 0.0485934
12902.2 0.0465974
12908.7 0.0448188
12920.5 0.0421696
12932.2 0.0402903
12944.0 0.0392088
12955.8 0.0389626
12962.3 0.0392014
12968.8 0.0397086
12975.2 0.0404890
12981.7 0.0415601
12988.2 0.0429245
12994.7 0.0445840
13001.2 0.0465582
13007.6 0.0488553
13014.1 0.0514753
13020.6 0.0544385
13027.1 0.0577606
13033.6 0.0614413
13040.0 0.0655011
13046.5 0.0699641
13053.0 0.0748335
13059.5 0.0801286
13067.7 0.0875322
13076.0 0.0957158
13084.2 0.104724
13092.5 0.114552
13100.7 0.125419
13109.0 0.137331
13117.2 0.150416
13121.3 0.157422
13125.5 0.164766
13131.9 0.177066
13138.4 0.190319
13144.9 0.204647
13151.4 0.220171
13157.9 0.237040
13164.3 0.255431
13170.8 0.275561
13177.3 0.297696
13182.9 0.318695
13188.5 0.341703
13194.1 0.367046
13199.7 0.395075
13202.5 0.410293
13205.3 0.426394
13208.1 0.443459
13210.9 0.461504
13213.7 0.480743
13216.5 0.501251
13219.3 0.523212
13222.1 0.546715
13225.3 0.576263
13228.6 0.608544
13231.8 0.643962
13235.0 0.683003
13238.3 0.726255
13241.5 0.774435
13244.8 0.828421
13246.4 0.857922
13248.0 0.889302
13250.4 0.938755
13252.7 0.993214
13255.1 1.05343
13257.4 1.11997
13259.8 1.19452
13262.1 1.27782
13263.3 1.32358
13264.5 1.37228
13265.7 1.42420
13266.8 1.47914
13268.5 1.56154
13270.1 1.65219
13271.7 1.75229
13273.3 1.86324
13274.9 1.98674
13276.6 2.12481
13277.4 2.20006
13278.2 2.27992
13279.0 2.36478
13279.8 2.45507
13281.1 2.60749
13282.3 2.77493
13283.6 2.96100
13284.8 3.16861
13285.4 3.28252
13286.1 3.40332
13286.7 3.53159
13287.3 3.66575
13288.0 3.81083
13288.6 3.96300
13289.2 4.12805
13289.8 4.30168
13290.6 4.54706
13291.4 4.81593
13292.3 5.11145
13293.1 5.43730
13293.9 5.79786
13294.7 6.19831
13295.5 6.64484
13295.9 6.88458
13296.3 7.13839
13296.7 7.41432
13297.1 7.70759
13297.5 8.01968
13297.9 8.34389
13298.3 8.69824
13298.7 9.06741
13299.1 9.47210
13299.5 9.89502
13300.0 10.3601
13300.4 10.8478
13300.8 11.3859
13301.2 11.9522
13301.6 12.5793
13302.0 13.2416
13302.4 13.9779
13302.8 14.7584
13303.2 15.7184
13303.7 16.7510
13304.1 17.8881
13304.6 19.1424
13305.0 20.5283
13305.4 22.0615
13305.9 23.7593
13306.3 25.6401
13306.7 27.5750
13307.1 29.6483
13307.5 31.9803
13307.9 34.4732
13308.3 37.2674
13308.7 40.2405
13309.2 43.5535
13309.6 47.0536
13310.0 50.9212
13310.4 54.9676
13310.8 59.3891
13311.2 63.9571
13311.6 68.8787
13312.0 73.8844
13312.8 84.4730
13313.7 96.0943
13314.5 107.163
13315.0 112.411
13315.4 117.127
13315.8 121.336
13316.3 124.943
13316.7 127.922
13317.1 130.108
13317.6 131.445
13318.0 131.897
13318.4 131.566
13318.8 130.573
13319.2 128.937
13319.5 126.690
13319.9 123.875
13320.3 120.545
13320.7 116.759
13321.1 112.583
13321.5 107.843
13321.9 102.831
13322.6 92.4527
13323.4 81.9204
13324.2 71.7245
13324.7 66.4509
13325.1 61.5417
13325.5 56.8997
13325.9 52.5433
13326.3 48.4822
13326.8 44.7186
13327.2 41.2484
13327.6 38.0628
13328.0 35.0829
13328.4 32.4316
13328.9 30.0194
13329.3 27.8283
13329.7 25.7953
13330.1 23.9966
13330.6 22.3655
13331.0 20.8857
13331.2 20.0705
13331.5 19.3005
13331.7 18.5730
13332.0 17.8853
13332.2 17.2348
13332.5 16.6192
13333.0 15.4838
13333.5 14.4631
13334.0 13.5428
13334.5 12.7109
13335.0 11.9710
13335.4 11.3764
13335.8 10.8397
13336.2 10.3423
13336.7 9.88062
13337.1 9.45121
13337.5 9.05117
13337.9 8.67788
13338.3 8.32899
13338.8 7.99491
13339.2 7.68926
13339.6 7.40234
13340.0 7.13264
13340.4 6.87882
13340.9 6.63964
13341.7 6.20088
13342.6 5.80426
13343.4 5.45269
13344.2 5.13237
13345.1 4.84633
13345.9 4.58394
13346.8 4.34815
13347.6 4.13057
13348.5 3.93396
13349.2 3.77640
13349.9 3.62998
13350.7 3.49368
13351.4 3.36660
13352.1 3.24793
13352.8 3.13695
13353.6 3.03301
13354.3 2.93684
13355.8 2.75915
13357.2 2.60282
13358.7 2.46279
13360.1 2.33862
13361.8 2.21003
13363.5 2.09635
13365.2 1.99547
13366.9 1.90612
13368.6 1.82580
13370.2 1.75384
13371.9 1.68921
13373.6 1.63138
13375.2 1.58333
13376.7 1.53980
13378.2 1.49975
13379.8 1.46334
13382.8 1.39915
13385.9 1.34528
13389.0 1.29971
13392.0 1.26139
13395.1 1.22898
13398.1 1.20181
13401.5 1.17688
13404.9 1.15659
13408.3 1.14016
13411.6 1.12720
13415.0 1.11721
13418.4 1.10983
13425.1 1.10144
13431.9 1.10022
13438.6 1.10484
13445.4 1.11427
13452.1 1.12771
13458.9 1.14462
13465.6 1.16451
13472.4 1.18705
13479.1 1.21204
13493.8 1.27378
13508.6 1.34418
13524.5 1.42960
13532.5 1.47564
13540.5 1.52421
13548.5 1.57542
13556.4 1.62941
13564.4 1.68679
13572.4 1.74823
13579.7 1.80979
13583.4 1.84297
13587.1 1.87829
13590.8 1.91633
13594.5 1.95796
13598.1 2.00450
13601.8 2.05803
13603.7 2.08841
13605.5 2.12201
13607.3 2.15973
13609.2 2.20276
13611.0 2.25281
13612.9 2.31231
13614.7 2.38498
13615.6 2.42796
13616.5 2.47669
13617.5 2.53323
13618.4 2.59828
13619.3 2.67510
13620.2 2.76772
13621.1 2.88244
13621.6 2.95112
13622.1 3.02974
13622.5 3.12082
13623.0 3.22772
13623.4 3.35488
13623.9 3.50819
13624.2 3.61337
13624.4 3.73208
13624.7 3.86657
13625.0 4.01940
13625.3 4.19355
13625.5 4.39241
13625.8 4.61982
13626.1 4.86987
13626.3 5.16651
13626.6 5.50614
13626.9 5.89473
13627.0 6.11761
13627.1 6.33876
13627.3 6.59312
13627.4 6.84523
13627.5 7.13489
13627.7 7.42165
13627.8 7.75066
13627.9 8.07589
13628.1 8.42106
13628.2 8.78710
13628.4 9.33015
13628.6 9.88368
13628.7 10.4788
13628.9 11.1177
13629.1 11.8440
13629.2 12.5790
13629.4 13.3636
13629.6 14.1995
13629.8 15.1420
13629.9 16.0880
13630.1 17.0892
13630.3 18.1465
13630.5 19.3279
13630.6 20.5023
13630.8 21.7335
13631.0 23.0210
13631.2 24.7693
13631.4 26.5219
13631.6 28.3526
13631.8 30.2566
13632.2 34.2591
13632.7 38.4673
13633.7 49.4213
13634.1 53.7054
13634.6 57.7045
13634.9 60.7364
13635.3 63.4001
13635.5 64.9967
13635.8 66.3621
13636.0 67.3174
13636.2 68.0880
13636.5 68.8733
13636.8 69.2247
13636.9 69.2442
13637.2 69.0538
13637.5 68.5065
13637.8 67.6868
13638.0 66.6270
13638.3 64.9645
13638.6 63.0182
13639.0 60.3765
13639.3 57.4858
13639.6 54.3392
13640.0 51.0030
13641.2 38.9656
13641.5 35.2437
13641.9 31.6694
13642.3 28.2886
13642.5 26.6394
13642.6 25.1358
13642.8 23.6920
13643.0 22.3848
13643.2 21.1336
13643.3 19.9390
13643.5 18.8012
13643.7 17.7203
13643.8 16.6957
13644.0 15.7268
13644.2 14.8126
13644.3 13.9518
13644.5 13.1431
13644.7 12.3848
13644.9 11.6751
13645.0 11.0123
13645.2 10.3943
13645.4 9.81911
13645.5 9.34551
13645.7 8.90218
13645.8 8.48768
13646.0 8.12557
13646.1 7.76275
13646.3 7.42458
13646.4 7.10969
13646.5 6.83560
13646.7 6.56192
13646.8 6.30767
13647.0 6.07162
13647.1 5.86670
13647.3 5.66255
13647.4 5.48546
13647.7 5.15633
13648.0 4.86333
13648.3 4.61964
13648.6 4.40258
13648.9 4.22168
13649.2 4.05999
13649.5 3.92460
13649.8 3.80663
13650.1 3.70346
13650.3 3.61875
13650.6 3.54603
13651.1 3.41997
13651.7 3.31739
13652.2 3.23405
13652.7 3.16267
13653.2 3.10308
13654.3 3.00628
13655.3 2.93226
13656.4 2.87436
13657.4 2.82840
13658.5 2.79158
13660.2 2.74566
13661.9 2.71370
13663.7 2.69160
13665.4 2.67680
13668.4 2.66363
13671.3 2.66131
13674.3 2.66648
13677.3 2.67701
13680.3 2.69153
13683.2 2.70909
13689.2 2.75078
13695.6 2.80296
13702.0 2.86013
13708.5 2.92110
13714.9 2.98509
13721.3 3.05176
13727.8 3.12069
13740.6 3.26426
13750.5 3.37977
13760.4 3.49932
13780.2 3.75092
13802.0 4.04613
13823.7 4.36073
13845.5 4.69599
13867.3 5.05343
13889.0 5.43287
13910.8 5.83689
13932.6 6.26625
13954.4 6.72174
13976.1 7.20650
13997.9 7.72048
14019.7 8.26613
14041.4 8.84610
14063.2 9.46035
14085.0 10.1131
14106.7 10.8055
14128.5 11.5391
14145.3 12.1372
14162.2 12.7628
14179.0 13.4175
14195.8 14.1026
14212.6 14.8248
14229.5 15.5792
14246.3 16.3617
14263.1 17.1833
14296.7 18.9385
14330.4 20.8574
14364.0 22.9564
14397.7 25.2507
14418.2 26.7680
14438.8 28.3538
14459.3 30.0153
14479.8 31.7945
14500.4 33.6478
14520.9 35.5965
14541.4 37.6746
14562.0 39.8311
14582.5 42.1094
14603.0 44.5195
14623.6 47.0179
14644.1 49.6611
14664.6 52.4111
14685.2 55.3026
14726.2 61.4896
14752.1 65.6883
14778.0 70.0701
14803.8 74.6248
14829.7 79.4353
14881.4 89.5643
14933.1 100.358
14984.9 111.551
15036.6 122.882
15062.5 128.500
15088.3 133.976
15114.2 139.306
15140.0 144.460
15168.2 149.699
15196.5 154.549
15224.7 159.000
15252.9 162.978
15278.2 165.963
15303.4 168.548
15328.7 170.738
15354.0 172.254
15379.3 173.455
15404.6 174.139
15455.1 174.208
15486.9 173.309
15518.7 171.878
15550.5 169.995
15582.3 167.679
15645.8 161.890
15709.4 155.124
15773.0 148.010
15836.5 140.636
15868.3 136.966
15900.1 133.340
15931.9 129.768
15963.6 126.264
16016.7 120.628
16043.3 117.898
16069.8 115.259
16122.9 110.167
16176.0 105.392
16229.1 100.889
16282.1 96.6789
16335.2 92.7409
16388.3 89.0451
16440.9 85.6411
16493.5 82.4456
16546.0 79.4545
16598.6 76.6644
16651.2 74.0383
16703.7 71.5844
16756.3 69.2807
16808.9 67.1101
16856.6 65.2575
16904.4 63.5028
16952.2 61.8370
17000.0 60.2571
17045.4 58.8351
17090.8 57.4813
17136.2 56.1896
17158.9 55.5624
17181.6 54.9531
17200.7 54.4515
17210.3 54.2052
17212.7 54.1445
17213.9 54.1143
17215.1 54.0850
17216.3 54.0565
17216.9 54.0431
17217.5 54.0307
17218.1 54.0193
17218.6 54.0097
17219.2 54.0020
17219.8 53.9972
17220.3 53.9958
17220.7 53.9962
17221.1 53.9988
17221.5 54.0038
17221.9 54.0113
17222.3 54.0215
17223.1 54.0505
17224.0 54.0913
17224.8 54.1411
17226.4 54.2527
17226.9 54.2852
17227.5 54.3132
17228.0 54.3350
17228.5 54.3489
17228.9 54.3533
17229.2 54.3525
17229.7 54.3455
17229.8 54.3420
17229.9 54.3377
17230.2 54.3255
17230.5 54.3099
17231.1 54.2675
17231.8 54.2132
17232.3 54.1623
17232.7 54.1080
17233.7 53.9925
17234.7 53.8762
17235.7 53.7705
17236.6 53.6897
17237.0 53.6540
17237.4 53.6222
17237.8 53.5925
17238.3 53.5663
17238.7 53.5420
17239.1 53.5204
17239.5 53.5003
17240.0 53.4824
17240.4 53.4656
17240.8 53.4503
17241.2 53.4357
17241.7 53.4223
17242.5 53.3969
17243.2 53.3762
17244.0 53.3563
17245.5 53.3181
17248.4 53.2436
17254.3 53.0970
17266.1 52.8078
17289.7 52.2407
17336.9 51.1459
17431.2 49.0986
17523.5 47.2712
17615.7 45.5817
17708.0 44.0221
17800.2 42.5867
17892.5 41.2482
17984.7 40.0096
18077.0 38.8552
18169.3 37.7731
18261.2 36.7712
18353.1 35.8318
18445.0 34.9461
18536.8 34.1128
18628.7 33.3272
18720.6 32.5855
18812.5 31.8816
18904.4 31.2170
18946.2 30.9271
18967.0 30.7850
18977.5 30.7148
18982.7 30.6800
18987.9 30.6455
18992.8 30.6140
18995.2 30.5986
18997.7 30.5838
18998.9 30.5770
18999.5 30.5738
19000.1 30.5710
19000.7 30.5686
19001.3 30.5668
19001.9 30.5660
19002.5 30.5666
19003.1 30.5691
19003.4 30.5714
19003.7 30.5743
19004.1 30.5783
19004.4 30.5832
19004.7 30.5893
19005.0 30.5967
19005.3 30.6060
19005.6 30.6166
19006.2 30.6444
19006.8 30.6818
19007.4 30.7296
19008.0 30.7966
19008.7 30.8785
19009.3 30.9770
19010.0 31.0912
19010.7 31.2212
19011.3 31.3593
19012.6 31.6427
19013.1 31.7449
19013.6 31.8377
19014.1 31.9178
19014.6 31.9818
19015.0 32.0228
