Pr-141(n,tot) ENDFB-8.0
831.421 34.2823
831.641 35.6564
831.860 37.1043
832.080 38.6308
832.403 41.0238
832.725 43.6168
833.047 46.4315
833.370 49.4914
833.692 52.8263
834.015 56.4671
834.337 60.4503
834.659 64.8164
834.982 69.6162
835.304 74.9043
835.626 80.7454
835.788 83.8964
835.949 87.2150
836.110 90.7124
836.271 94.4012
836.432 98.2948
836.594 102.408
836.755 106.756
836.916 111.357
837.077 116.229
837.238 121.392
837.385 126.361
837.532 131.603
837.678 137.148
837.825 143.007
837.971 149.213
838.118 155.783
838.264 162.753
838.411 170.142
838.557 177.995
838.704 186.335
838.851 195.212
838.997 204.658
839.144 214.732
839.290 225.471
839.437 236.939
839.583 249.197
839.744 263.680
839.906 279.299
840.067 296.163
840.228 314.390
840.389 334.108
840.550 355.460
840.712 378.600
840.873 403.678
841.034 430.906
841.195 460.462
841.356 492.550
841.517 527.382
841.679 565.172
841.840 606.134
842.001 650.469
842.162 698.323
842.266 730.972
842.369 765.131
842.576 838.136
842.782 917.233
842.989 1001.93
843.196 1091.40
843.402 1184.16
843.816 1370.62
843.964 1434.24
844.112 1494.13
844.260 1548.95
844.408 1597.30
844.556 1638.00
844.704 1669.86
844.852 1692.07
845.000 1703.97
845.148 1705.33
845.268 1698.68
845.389 1685.28
845.509 1665.47
845.629 1639.70
845.750 1608.52
845.870 1572.54
845.990 1532.45
846.111 1488.95
846.351 1394.50
846.592 1294.49
846.832 1193.44
847.073 1094.84
847.261 1021.05
847.449 951.028
847.638 885.249
847.826 823.960
848.014 767.131
848.202 714.700
848.390 666.476
848.578 622.238
848.717 592.013
848.855 563.692
848.994 537.120
849.133 512.222
849.271 488.856
849.410 466.951
849.548 446.377
849.687 427.074
849.825 408.924
849.964 391.875
850.102 375.824
850.241 360.724
850.380 346.489
850.518 333.077
850.657 320.413
850.795 308.462
850.934 297.160
851.072 286.478
851.211 276.359
851.349 266.780
851.488 257.692
851.626 249.076
851.904 233.114
852.181 218.679
852.458 205.588
852.735 193.683
853.012 182.826
853.289 172.896
853.566 163.799
853.843 155.441
854.120 147.745
854.398 140.644
854.675 134.079
854.952 127.998
855.229 122.355
855.493 117.339
855.758 112.651
856.022 108.260
856.287 104.141
856.551 100.273
856.816 96.6355
857.080 93.2112
857.345 89.9839
857.609 86.9385
857.874 84.0616
858.138 81.3406
858.403 78.7644
858.667 76.3226
858.932 74.0059
859.461 69.7143
860.015 65.6527
860.569 61.9797
861.124 58.6458
861.678 55.6093
862.232 52.8351
862.786 50.2929
863.340 47.9569
863.895 45.8046
864.323 44.2548
864.751 42.7957
865.179 41.4201
865.608 40.1233
866.036 38.8984
866.464 37.7384
866.892 36.6368
867.321 35.5907
868.177 33.6515
869.034 31.8953
869.890 30.2989
870.747 28.8426
871.301 27.9669
871.855 27.1390
872.409 26.3552
872.963 25.6122
873.518 24.9072
874.072 24.2374
875.180 22.9940
876.289 21.8649
877.397 20.8357
878.505 19.8944
879.614 19.0305
880.722 18.2353
881.831 17.5013
882.939 16.8220
884.048 16.1917
885.156 15.6055
886.264 15.0591
887.373 14.5489
888.481 14.0715
889.690 13.5848
890.900 13.1305
892.109 12.7060
892.713 12.5042
893.318 12.3089
893.721 12.1823
894.124 12.0588
894.527 11.9383
894.930 11.8209
895.333 11.7069
895.736 11.5967
895.938 11.5434
896.139 11.4916
896.341 11.4419
896.542 11.3956
896.631 11.3771
896.719 11.3603
896.807 11.3460
896.895 11.3354
896.983 11.3301
897.071 11.3328
897.116 11.3381
897.160 11.3468
897.204 11.3594
897.248 11.3768
897.292 11.3997
897.336 11.4290
897.380 11.4659
897.424 11.5114
897.468 11.5668
897.512 11.6334
897.556 11.7128
897.600 11.8061
897.645 11.9154
897.689 12.0420
897.733 12.1876
897.755 12.2677
897.777 12.3531
897.799 12.4444
897.821 12.5409
897.843 12.6436
897.865 12.7518
897.887 12.8665
897.909 12.9868
897.931 13.1133
897.953 13.2461
897.983 13.4374
898.013 13.6397
898.043 13.8538
898.073 14.0793
898.103 14.3169
898.133 14.5646
898.163 14.8227
898.192 15.0906
898.252 15.6536
898.312 16.2444
898.432 17.4727
898.488 18.0547
898.545 18.6207
898.602 19.1582
898.658 19.6537
898.690 19.9072
898.721 20.1421
898.753 20.3566
898.784 20.5483
898.819 20.7325
898.854 20.8855
898.898 21.0334
898.932 21.1111
898.966 21.1527
898.998 21.1620
899.000 21.1615
899.008 21.1584
899.016 21.1535
899.032 21.1380
899.055 21.1023
899.077 21.0544
899.114 20.9402
899.165 20.7216
899.209 20.4817
899.252 20.1967
899.293 19.8863
899.335 19.5425
899.376 19.1696
899.417 18.7734
899.496 17.9668
899.575 17.1230
899.653 16.2737
899.732 15.4482
899.775 15.0116
899.818 14.5921
899.862 14.1921
899.905 13.8145
899.948 13.4590
899.970 13.2898
899.992 13.1275
900.013 12.9705
900.035 12.8204
900.056 12.6764
900.078 12.5384
900.100 12.4059
900.121 12.2799
900.143 12.1592
900.165 12.0448
900.186 11.9356
900.208 11.8324
900.230 11.7345
900.251 11.6418
900.294 11.4709
900.338 11.3191
900.381 11.1842
900.424 11.0654
900.458 10.9832
900.491 10.9090
900.525 10.8419
900.558 10.7816
900.591 10.7271
900.625 10.6781
900.658 10.6341
900.692 10.5944
900.725 10.5585
900.759 10.5262
900.825 10.4705
900.892 10.4245
900.959 10.3861
901.026 10.3534
901.093 10.3249
901.160 10.2998
901.227 10.2770
901.360 10.2365
901.494 10.2001
901.628 10.1662
901.762 10.1337
902.029 10.0717
902.296 10.0121
902.564 9.95435
902.847 9.89477
903.130 9.83654
903.697 9.72347
904.263 9.61430
904.829 9.50871
905.396 9.40642
905.962 9.30705
907.095 9.11674
908.480 8.89899
909.864 8.69699
911.249 8.51033
912.633 8.33893
914.018 8.18287
915.402 8.04256
916.787 7.91860
918.171 7.81197
919.682 7.71700
920.437 7.67855
921.192 7.64659
921.947 7.62156
922.703 7.60395
923.458 7.59432
924.213 7.59331
924.811 7.59897
925.409 7.61073
926.007 7.62956
926.604 7.65625
927.202 7.69149
927.501 7.71269
927.800 7.73657
928.099 7.76356
928.398 7.79428
928.548 7.81143
928.697 7.83019
928.847 7.85131
928.996 7.87623
929.079 7.89262
929.161 7.91183
929.244 7.93502
929.326 7.96380
929.409 8.00038
929.450 8.02248
929.492 8.04769
929.533 8.07652
929.574 8.10953
929.615 8.14737
929.657 8.19072
929.698 8.24035
929.739 8.29708
929.781 8.36181
929.822 8.43548
929.863 8.51907
929.905 8.61360
929.946 8.72012
929.987 8.83965
930.028 8.97323
930.070 9.12182
930.111 9.28631
930.152 9.46751
930.194 9.66607
930.235 9.88249
930.276 10.1171
930.318 10.3698
930.347 10.5614
930.377 10.7620
930.406 10.9713
930.436 11.1891
930.465 11.4148
930.495 11.6480
930.554 12.1343
930.613 12.6419
930.672 13.1632
930.790 14.2108
930.845 14.6835
930.900 15.1325
930.955 15.5501
931.010 15.9259
931.061 16.2314
931.112 16.4879
931.144 16.6192
931.175 16.7286
931.218 16.8429
931.244 16.8898
931.266 16.9183
931.298 16.9377
931.300 16.9383
931.301 16.9385
931.305 16.9389
931.309 16.9390
931.316 16.9381
931.331 16.9323
931.362 16.9041
931.393 16.8513
931.437 16.7422
931.468 16.6359
931.500 16.5084
931.531 16.3601
931.563 16.1934
931.595 16.0091
931.626 15.8086
931.690 15.3652
931.753 14.8777
931.845 14.1163
931.937 13.3327
932.029 12.5642
932.075 12.1956
932.121 11.8419
932.176 11.4442
932.203 11.2560
932.230 11.0751
932.258 10.9011
932.285 10.7356
932.312 10.5779
932.339 10.4281
932.367 10.2857
932.394 10.1519
932.421 10.0259
932.449 9.90755
932.476 9.79684
932.503 9.69352
932.531 9.59738
932.558 9.50819
932.585 9.42540
932.613 9.34935
932.640 9.27944
932.667 9.21538
932.695 9.15687
932.722 9.10361
932.749 9.05531
932.776 9.01165
932.804 8.97223
932.831 8.93703
932.886 8.87776
932.940 8.83158
932.995 8.79654
933.041 8.77438
933.087 8.75797
933.133 8.74646
933.179 8.73913
933.225 8.73534
933.271 8.73451
933.363 8.73996
933.455 8.75245
933.547 8.76987
933.639 8.79074
933.731 8.81411
933.840 8.84424
933.950 8.87633
934.168 8.94496
934.387 9.01850
934.605 9.09643
935.042 9.26492
935.479 9.45036
935.916 9.65371
936.353 9.87615
936.790 10.1193
937.227 10.3850
937.733 10.7236
938.239 11.0990
938.746 11.5155
939.252 11.9781
939.758 12.4926
940.264 13.0656
940.770 13.7052
941.276 14.4202
941.782 15.2217
942.288 16.1220
942.794 17.1365
943.047 17.6919
943.300 18.2828
943.553 18.9122
943.806 19.5828
944.059 20.2982
944.312 21.0620
944.565 21.8788
944.818 22.7525
945.071 23.6884
945.324 24.6921
945.669 26.1817
946.014 27.8260
946.359 29.6463
946.704 31.6660
947.049 33.9156
947.222 35.1369
947.394 36.4292
947.567 37.7976
947.739 39.2481
947.912 40.7866
948.084 42.4202
948.338 45.0047
948.591 47.8354
948.844 50.9438
949.097 54.3655
949.350 58.1432
949.603 62.3217
949.856 66.9584
949.982 69.4687
950.109 72.1190
950.235 74.9216
950.362 77.8830
950.488 81.0172
950.615 84.3371
950.741 87.8569
950.868 91.5917
950.994 95.5585
951.121 99.7755
951.247 104.266
951.374 109.046
951.500 114.142
951.627 119.580
951.753 125.389
951.880 131.602
952.006 138.252
952.133 145.379
952.282 154.480
952.432 164.378
952.581 175.165
952.731 186.938
952.880 199.805
953.030 213.884
953.179 229.307
953.329 246.215
953.456 261.811
953.582 278.669
953.709 296.906
953.835 316.629
953.962 337.947
954.088 360.966
954.215 385.784
954.341 412.489
954.499 448.690
954.658 488.022
954.816 530.457
954.975 575.832
955.133 623.817
955.291 673.877
955.608 776.949
955.757 824.776
955.906 870.629
956.055 913.232
956.204 951.250
956.353 983.465
956.502 1008.72
956.577 1018.43
956.651 1026.08
956.726 1031.60
956.800 1034.94
956.919 1035.71
957.016 1032.19
957.113 1025.05
957.210 1014.43
957.307 1000.54
957.404 983.634
957.501 963.994
957.598 941.943
957.694 917.847
957.888 864.789
958.082 807.576
958.470 690.267
958.661 634.545
958.852 581.861
958.947 556.852
959.043 532.835
959.139 509.790
959.234 487.779
959.330 466.755
959.425 446.752
959.521 427.710
959.616 409.641
959.712 392.476
959.807 376.217
959.903 360.793
959.998 346.196
960.109 330.211
960.220 315.206
960.331 301.119
960.442 287.892
960.553 275.469
960.664 263.796
960.775 252.823
960.886 242.501
960.997 232.786
961.107 223.636
961.218 215.013
961.329 206.879
961.440 199.202
961.551 191.950
961.662 185.094
961.773 178.614
961.884 172.473
961.995 166.654
962.105 161.135
962.216 155.899
962.438 146.198
962.660 137.422
962.882 129.461
963.104 122.217
963.325 115.609
963.547 109.568
963.789 103.546
964.031 98.0544
964.273 93.0302
964.515 88.4259
964.757 84.1927
964.999 80.2948
965.241 76.6958
965.483 73.3649
965.704 70.5235
965.926 67.8668
966.148 65.3791
966.370 63.0462
966.592 60.8556
966.813 58.7959
967.035 56.8569
967.257 55.0300
967.479 53.3050
967.700 51.6751
967.922 50.1333
968.144 48.6739
968.366 47.2897
968.588 45.9762
969.031 43.5425
969.475 41.3377
969.918 39.3336
970.362 37.5060
970.805 35.8345
971.249 34.3006
971.693 32.8894
972.136 31.5876
972.580 30.3842
972.922 29.5149
973.265 28.6943
973.608 27.9189
973.951 27.1857
974.294 26.4910
974.636 25.8319
975.322 24.6088
976.007 23.4995
976.693 22.4906
977.378 21.5698
978.064 20.7268
978.507 20.2183
978.951 19.7364
979.395 19.2791
979.838 18.8449
980.725 18.0386
981.612 17.3063
982.499 16.6385
983.387 16.0274
984.274 15.4662
985.161 14.9492
985.766 14.6195
986.371 14.3066
986.975 14.0094
987.580 13.7267
988.185 13.4575
988.790 13.2009
990.000 12.7237
991.209 12.2859
992.419 11.8832
993.629 11.5121
994.839 11.1690
996.129 10.8303
997.419 10.5166
998.710 10.2253
1000.00 9.95366
1001.55 9.65178
1003.09 9.37279
1004.63 9.11371
1006.18 8.87234
1007.72 8.64680
1009.27 8.43547
1010.81 8.23699
1011.58 8.14220
1012.35 8.05015
1012.92 7.98490
1013.48 7.92136
1013.90 7.87464
1014.32 7.82902
1014.74 7.78454
1015.16 7.74170
1015.37 7.72135
1015.58 7.70282
1015.69 7.69475
1015.79 7.68827
1015.90 7.68410
1016.00 7.68352
1016.11 7.68839
1016.16 7.69365
1016.21 7.70114
1016.27 7.71160
1016.32 7.72512
1016.37 7.74278
1016.42 7.76452
1016.48 7.79183
1016.53 7.82503
1016.58 7.86486
1016.64 7.91109
1016.69 7.96621
1016.74 8.02878
1016.79 8.10180
1016.85 8.18301
1016.88 8.24496
1016.92 8.30977
1016.95 8.37913
1016.99 8.45301
1017.02 8.53827
1017.06 8.62619
1017.10 8.71876
1017.14 8.81569
1017.17 8.91942
1017.21 9.02406
1017.28 9.24200
1017.43 9.69726
1017.51 9.92168
1017.58 10.1303
1017.64 10.2727
1017.69 10.4010
1017.75 10.5123
1017.80 10.6026
1017.85 10.6608
1017.89 10.7043
1017.94 10.7332
1017.96 10.7419
1017.99 10.7449
1018.00 10.7443
1018.00 10.7440
1018.01 10.7429
1018.02 10.7414
1018.03 10.7372
1018.06 10.7220
1018.10 10.6907
1018.14 10.6503
1018.16 10.6267
1018.17 10.6097
1018.21 10.5452
1018.25 10.4694
1018.29 10.3832
1018.33 10.2877
1018.38 10.1565
1018.43 10.0174
1018.48 9.86986
1018.53 9.71615
1018.72 9.07797
1018.77 8.92370
1018.82 8.77437
1018.87 8.62834
1018.92 8.49245
1018.97 8.36446
1019.02 8.24489
1019.07 8.13190
1019.12 8.03014
1019.17 7.93721
1019.22 7.85293
1019.27 7.77552
1019.31 7.70766
1019.36 7.64723
1019.41 7.59371
1019.46 7.54563
1019.51 7.50432
1019.56 7.46818
1019.61 7.43664
1019.66 7.40866
1019.71 7.38483
1019.76 7.36409
1019.81 7.34601
1019.91 7.31607
1020.00 7.29301
1020.10 7.27435
1020.20 7.25899
1020.30 7.24559
1020.40 7.23371
1020.62 7.20965
1020.84 7.18756
1021.28 7.14578
1021.73 7.10553
1022.17 7.06628
1023.06 6.98989
1023.94 6.91588
1024.83 6.84372
1025.72 6.77351
1027.49 6.63782
1029.07 6.52194
1030.64 6.41026
1032.22 6.30241
1033.79 6.19810
1035.37 6.09702
1036.95 5.99911
1040.10 5.81108
1043.25 5.63207
1046.40 5.46080
1049.55 5.29593
1052.70 5.13625
1055.07 5.01921
1057.43 4.90368
1059.80 4.78968
1062.16 4.67656
1064.52 4.56378
1066.89 4.45090
1069.25 4.33742
1071.61 4.22285
1073.39 4.13581
1075.16 4.04755
1076.93 3.95780
1078.71 3.86627
1080.48 3.77266
1082.25 3.67666
1083.14 3.62768
1084.03 3.57796
1084.91 3.52743
1085.80 3.47608
1086.88 3.41204
1087.96 3.34665
1089.05 3.27973
1090.13 3.21130
1091.22 3.14118
1092.30 3.06945
1093.38 2.99601
1094.46 2.92090
1095.35 2.85817
1096.24 2.79452
1097.12 2.72993
1098.01 2.66476
1098.45 2.63194
1098.90 2.59914
1099.34 2.56636
1099.78 2.53366
1100.23 2.50104
1100.67 2.46876
1101.11 2.43687
1101.56 2.40550
1102.10 2.36806
1102.64 2.33202
1103.18 2.29784
1103.72 2.26611
1104.27 2.23745
1104.81 2.21276
1105.08 2.20225
1105.35 2.19316
1105.62 2.18568
1105.89 2.18003
1106.28 2.17550
1106.68 2.17612
1107.07 2.18286
1107.47 2.19687
1107.84 2.21795
1108.20 2.24801
1108.57 2.28887
1108.94 2.34236
1109.31 2.41130
1109.50 2.45248
1109.68 2.49845
1109.87 2.55022
1110.05 2.60776
1110.24 2.67232
1110.42 2.74386
1110.69 2.86417
1110.96 3.00478
1111.10 3.08401
1111.23 3.16900
1111.37 3.26152
1111.50 3.36077
1111.64 3.46884
1111.78 3.58482
1111.91 3.71117
1112.05 3.84686
1112.18 3.99481
1112.32 4.15385
1112.45 4.32613
1112.59 4.51289
1112.74 4.73591
1112.88 4.98002
1113.03 5.24752
1113.18 5.53893
1113.33 5.86114
1113.47 6.21562
1113.62 6.60620
1113.77 7.03422
1113.91 7.47007
1114.04 7.94516
1114.18 8.47163
1114.31 9.04759
1114.45 9.68836
1114.58 10.3923
1114.65 10.7753
1114.72 11.1791
1114.79 11.6049
1114.85 12.0477
1114.92 12.5221
1114.99 13.0236
1115.06 13.5540
1115.12 14.1071
1115.19 14.7017
1115.26 15.3322
1115.33 16.0014
1115.40 16.7016
1115.46 17.4571
1115.53 18.2613
1115.60 19.1183
1115.67 20.0189
1115.73 20.9947
1115.80 22.0225
1115.87 23.1390
1115.94 24.3180
1115.99 25.2533
1116.04 26.2195
1116.08 27.2383
1116.13 28.3133
1116.18 29.4725
1116.23 30.6741
1116.28 31.9455
1116.33 33.2920
1116.38 34.7495
1116.43 36.2662
1116.48 37.8773
1116.53 39.5905
1116.58 41.4526
1116.63 43.3986
1116.68 45.4745
1116.72 47.6916
1116.79 51.0250
1116.86 54.6899
1116.93 58.7271
1117.00 63.1142
1117.06 68.0334
1117.10 70.6870
1117.13 73.4804
1117.17 76.4218
1117.20 79.5200
1117.23 82.7840
1117.27 86.1199
1117.30 89.7394
1117.33 93.5547
1117.37 97.5765
1117.40 101.816
1117.44 106.286
1117.47 110.996
1117.50 115.961
1117.54 121.035
1117.57 126.537
1117.61 132.331
1117.64 138.431
1117.67 144.849
1117.71 151.599
1117.74 158.693
1117.78 166.145
1117.81 173.731
1117.84 181.923
1117.88 190.507
1117.91 199.495
1117.94 208.895
1118.01 228.967
1118.08 250.442
1118.15 273.988
1118.22 299.292
1118.28 326.313
1118.35 354.535
1118.44 392.881
1118.52 433.253
1118.69 517.890
1118.85 595.091
1118.93 632.141
1119.01 666.757
1119.06 691.113
1119.12 713.292
1119.18 733.457
1119.23 751.358
1119.29 766.771
1119.35 779.498
1119.41 789.379
1119.46 796.292
1119.50 799.211
1119.54 800.783
1119.60 800.306
1119.66 796.210
1119.73 788.588
1119.79 777.590
1119.85 763.420
1119.91 746.328
1119.97 726.604
1120.03 704.939
1120.14 661.263
1120.25 613.345
1120.47 512.888
1120.58 462.766
1120.64 438.722
1120.69 415.372
1120.75 392.818
1120.80 371.140
1120.86 350.399
1120.91 330.639
1120.97 311.553
1121.03 293.835
1121.08 277.133
1121.14 261.434
1121.19 246.457
1121.25 232.704
1121.30 219.865
1121.36 207.897
1121.40 198.130
1121.45 188.962
1121.50 180.362
1121.55 172.462
1121.60 164.894
1121.64 157.801
1121.69 151.153
1121.74 145.048
1121.79 139.197
1121.83 133.710
1121.88 128.560
1121.93 123.822
1121.98 119.272
1122.03 114.994
1122.07 110.967
1122.12 107.251
1122.18 103.094
1122.23 99.2755
1122.29 95.6972
1122.34 92.3397
1122.40 89.1298
1122.45 86.1657
1122.51 83.3736
1122.56 80.7403
1122.62 78.2097
1122.67 75.8610
1122.73 73.6377
1122.78 71.5307
1122.84 69.4962
1122.89 67.5993
1123.00 64.0792
1123.07 62.2702
1123.13 60.5814
1123.25 57.4483
1123.37 54.5834
1123.49 51.9970
1123.61 49.6146
1123.73 47.4492
1123.85 45.4420
1123.97 43.6069
1124.08 42.0328
1124.19 40.5784
1124.30 39.2073
1124.41 37.9356
1124.52 36.7324
1124.63 35.6124
1124.74 34.5493
1124.85 33.5568
1124.96 32.6119
1125.07 31.7272
1125.18 30.8827
1125.29 30.0901
1125.41 29.3316
1125.52 28.6180
1125.63 27.9337
1125.74 27.2884
1125.96 26.0826
1126.18 24.9848
1126.40 23.9818
1126.62 23.0624
1126.84 22.2170
1127.06 21.4375
1127.28 20.7168
1127.50 20.0517
1127.68 19.5400
1127.87 19.0575
1128.05 18.6019
1128.23 18.1733
1128.41 17.7651
1128.59 17.3781
1128.77 17.0106
1128.95 16.6631
1129.13 16.3305
1129.31 16.0137
1129.67 15.4248
1130.03 14.8859
1130.40 14.3936
1130.62 14.1110
1130.84 13.8436
1131.06 13.5890
1131.28 13.3465
1131.50 13.1151
1131.72 12.8942
1132.16 12.4812
1132.61 12.1026
1133.05 11.7544
1133.49 11.4332
1133.93 11.1359
1134.46 10.8117
1134.98 10.5144
1135.50 10.2405
1136.02 9.98726
1136.54 9.75265
1137.07 9.53463
1137.59 9.33128
1138.11 9.14107
1138.55 8.98941
1138.99 8.84571
1139.44 8.70937
1139.88 8.57983
1140.32 8.45658
1140.76 8.33919
1141.65 8.12031
1142.53 7.92031
1143.41 7.73679
1144.30 7.56773
1145.18 7.41144
1146.07 7.26646
1146.95 7.13155
1147.83 7.00565
1148.72 6.88796
1149.60 6.77742
1150.48 6.67347
1151.37 6.57554
1152.25 6.48335
1153.14 6.39601
1154.02 6.31294
1155.79 6.15888
1157.56 6.01894
1159.32 5.89114
1161.09 5.77366
1162.86 5.66525
1164.63 5.56464
1166.39 5.47099
1168.64 5.36046
1170.89 5.25844
1173.14 5.16379
1175.39 5.07558
1177.64 4.99344
1179.89 4.91576
1182.14 4.84250
1184.39 4.77327
1187.93 4.67155
1191.46 4.57716
1195.00 4.48914
1198.53 4.40671
1202.07 4.32893
1205.60 4.25542
1209.14 4.18561
1212.67 4.11900
1218.78 4.01091
1224.89 3.90987
1230.99 3.81463
1237.10 3.72431
1243.21 3.63822
1249.31 3.55587
1255.42 3.47665
1261.53 3.39986
1266.19 3.34293
1268.52 3.31495
1270.85 3.28730
1273.18 3.26001
1275.51 3.23315
1276.67 3.22002
1277.84 3.20718
1279.00 3.19487
1279.58 3.18908
1280.17 3.18373
1280.73 3.17925
1281.01 3.17744
1281.29 3.17611
1281.57 3.17563
1281.71 3.17599
1281.85 3.17708
1282.00 3.17944
1282.07 3.18134
1282.14 3.18395
1282.21 3.18755
1282.28 3.19231
1282.35 3.19867
1282.42 3.20707
1282.50 3.22106
1282.59 3.24011
1282.67 3.26637
1282.76 3.30124
1282.80 3.32300
1282.84 3.34800
1282.89 3.37661
1282.93 3.40840
1282.97 3.44531
1283.02 3.48706
1283.06 3.53410
1283.10 3.58557
1283.14 3.64439
1283.19 3.70984
1283.23 3.78237
1283.27 3.86042
1283.31 3.94810
1283.36 4.04398
1283.40 4.14834
1283.44 4.25867
1283.49 4.38036
1283.53 4.51095
1283.57 4.65039
1283.61 4.79498
1283.66 4.95135
1283.70 5.11183
1283.74 5.28355
1283.78 5.45789
1283.85 5.72996
1283.91 6.01192
1284.03 6.58562
1284.10 6.87308
1284.16 7.14843
1284.22 7.41535
1284.28 7.66020
1284.33 7.83441
1284.38 7.99281
1284.43 8.13332
1284.48 8.25177
1284.52 8.35159
1284.57 8.42729
1284.62 8.48524
1284.65 8.50327
1284.68 8.51385
1284.70 8.51580
1284.73 8.51157
1284.76 8.49819
1284.79 8.47480
1284.84 8.40717
1284.89 8.31272
1284.95 8.19366
1284.99 8.06514
1285.04 7.91847
1285.09 7.75549
1285.13 7.57819
1285.18 7.40112
1285.27 7.02211
1285.35 6.61744
1285.44 6.21036
1285.53 5.80469
1285.58 5.60990
1285.62 5.42052
1285.66 5.23347
1285.71 5.05794
1285.75 4.89037
1285.80 4.73131
1285.84 4.58115
1285.88 4.44015
1285.93 4.30844
1285.97 4.18604
1286.01 4.08525
1286.05 3.99156
1286.09 3.90481
1286.13 3.82675
1286.17 3.75301
1286.20 3.68712
1286.24 3.62529
1286.28 3.57041
1286.32 3.51925
1286.36 3.47300
1286.40 3.43131
1286.44 3.39475
1286.51 3.33174
1286.59 3.28152
1286.67 3.24145
1286.75 3.21054
1286.82 3.18653
1286.90 3.16795
1286.98 3.15345
1287.05 3.14242
1287.13 3.13386
1287.21 3.12717
1287.32 3.11959
1287.44 3.11405
1287.56 3.10978
1287.67 3.10632
1287.90 3.10079
1288.14 3.09622
1288.60 3.08842
1289.06 3.08156
1289.53 3.07521
1289.99 3.06918
1290.92 3.05769
1291.85 3.04665
1292.77 3.03586
1294.63 3.01465
1296.40 2.99475
1298.16 2.97501
1301.70 2.93584
1304.61 2.90373
1307.53 2.87178
1310.44 2.83996
1313.36 2.80827
1316.27 2.77672
1319.19 2.74538
1320.65 2.72986
1322.10 2.71455
1323.56 2.69962
1324.29 2.69242
1325.02 2.68559
1325.64 2.68029
1326.26 2.67587
1326.57 2.67429
1326.88 2.67364
1327.03 2.67403
1327.18 2.67537
1327.34 2.67845
1327.42 2.68105
1327.49 2.68467
1327.59 2.69102
1327.68 2.70029
1327.78 2.71361
1327.87 2.73248
1327.92 2.74457
1327.96 2.75880
1328.01 2.77547
1328.06 2.79493
1328.10 2.81754
1328.15 2.84370
1328.20 2.87384
1328.24 2.90761
1328.29 2.94696
1328.34 2.99167
1328.39 3.04223
1328.43 3.09914
1328.48 3.16287
1328.53 3.23390
1328.57 3.31265
1328.62 3.39951
1328.67 3.49481
1328.71 3.59881
1328.76 3.71167
1328.81 3.83348
1328.86 3.96418
1328.90 4.10360
1328.95 4.25144
1329.00 4.40383
1329.03 4.53506
1329.07 4.66708
1329.14 4.94182
1329.22 5.23117
1329.29 5.52217
1329.37 5.81654
1329.44 6.09974
1329.52 6.36867
1329.59 6.61619
1329.64 6.75908
1329.68 6.88882
1329.73 7.00385
1329.78 7.10272
1329.83 7.18420
1329.87 7.24724
1329.92 7.29453
1329.95 7.31077
1329.99 7.31907
1330.00 7.31976
1330.03 7.31627
1330.05 7.30803
1330.08 7.28932
1330.13 7.23743
1330.18 7.16612
1330.23 7.07620
1330.29 6.94583
1330.35 6.79472
1330.40 6.62352
1330.46 6.43522
1330.51 6.26207
1330.56 6.08067
1330.63 5.82698
1330.76 5.30577
1330.83 5.03190
1330.90 4.76593
1330.97 4.51176
1331.04 4.27580
1331.07 4.16240
1331.11 4.05352
1331.14 3.94934
1331.18 3.84999
1331.21 3.75555
1331.25 3.66605
1331.28 3.58151
1331.32 3.50410
1331.35 3.42920
1331.39 3.35907
1331.42 3.29359
1331.46 3.23264
1331.49 3.17605
1331.53 3.12366
1331.59 3.03195
1331.66 2.95334
1331.73 2.88849
1331.80 2.83395
1331.87 2.78977
1331.96 2.74546
1332.05 2.71186
1332.13 2.68627
1332.22 2.66690
1332.30 2.65230
1332.39 2.64128
1332.48 2.63292
1332.56 2.62651
1332.65 2.62146
1332.73 2.61749
1332.91 2.61152
1333.08 2.60708
1333.25 2.60344
1333.60 2.59734
1333.94 2.59205
1334.63 2.58264
1335.32 2.57406
1336.01 2.56591
1337.38 2.55030
1338.43 2.53877
1340.34 2.51831
1342.24 2.49827
1344.14 2.47869
1346.05 2.45969
1347.95 2.44145
1348.90 2.43281
1349.85 2.42459
1350.80 2.41692
1351.76 2.40998
1352.71 2.40402
1353.66 2.39943
1354.45 2.39716
1355.23 2.39686
1355.73 2.39805
1356.22 2.40063
1356.71 2.40504
1357.20 2.41186
1357.70 2.42204
1357.94 2.42877
1358.19 2.43691
1358.43 2.44674
1358.68 2.45864
1358.93 2.47311
1359.17 2.49080
1359.40 2.51105
1359.63 2.53593
1359.86 2.56693
1360.09 2.60611
1360.21 2.63001
1360.32 2.65764
1360.44 2.69007
1360.55 2.72845
1360.66 2.77576
1360.78 2.83522
1360.84 2.87144
1360.89 2.91224
1360.95 2.95931
1361.01 3.01398
1361.07 3.08401
1361.13 3.16756
1361.19 3.26779
1361.26 3.38642
1361.32 3.53193
1361.38 3.70500
1361.41 3.80630
1361.44 3.91780
1361.47 4.04051
1361.50 4.17095
1361.53 4.31896
1361.56 4.48162
1361.59 4.66029
1361.62 4.84977
1361.66 5.06416
1361.69 5.29904
1361.72 5.55609
1361.75 5.82763
1361.78 6.13357
1361.81 6.46721
1361.84 6.83055
1361.87 7.21243
1361.90 7.64039
1361.93 8.10443
1361.96 8.60679
1361.99 9.13160
1362.03 9.79472
1362.06 10.5158
1362.10 11.2980
1362.13 12.1447
1362.17 13.0589
