Ba-135(n,tot) ENDFB-8.0
24.3077 5.02639
24.3307 5.17011
24.3588 5.36123
24.3869 5.57144
24.4150 5.80336
24.4431 6.06008
24.4711 6.34528
24.4992 6.66334
24.5133 6.83636
24.5273 7.01953
24.5414 7.21380
24.5554 7.42010
24.5688 7.62931
24.5822 7.85141
24.5956 8.08750
24.6090 8.33860
24.6224 8.60645
24.6358 8.89214
24.6493 9.19781
24.6627 9.52491
24.6761 9.87607
24.6895 10.2532
24.7029 10.6596
24.7163 11.0979
24.7297 11.5723
24.7431 12.0862
24.7565 12.6453
24.7699 13.2542
24.7839 13.9536
24.7980 14.7237
24.8120 15.5760
24.8261 16.5218
24.8401 17.5775
24.8471 18.1514
24.8542 18.7597
24.8612 19.4052
24.8682 20.0910
24.8752 20.8207
24.8822 21.5981
24.8893 22.4285
24.8963 23.3144
24.9033 24.2619
24.9103 25.2767
24.9174 26.3664
24.9244 27.5348
24.9314 28.7908
24.9384 30.1422
24.9455 31.6001
24.9525 33.1697
24.9595 34.8632
24.9665 36.6917
24.9735 38.6669
24.9806 40.8014
24.9876 43.1084
24.9946 45.6020
24.9997 47.5429
25.0048 49.5961
25.0099 51.7678
25.0150 54.0594
25.0201 56.4861
25.0252 59.0496
25.0304 61.7562
25.0355 64.6064
25.0406 67.6173
25.0457 70.7894
25.0508 74.1285
25.0559 77.6330
25.0610 81.3216
25.0661 85.1845
25.0712 89.2411
25.0763 93.4790
25.0833 99.6358
25.0904 106.153
25.0974 113.040
25.1044 120.297
25.1114 127.928
25.1184 135.901
25.1255 144.214
25.1325 152.844
25.1376 159.313
25.1427 165.912
25.1491 174.363
25.1555 182.976
25.1619 191.744
25.1682 200.605
25.1746 209.544
25.1810 218.491
25.1874 227.413
25.1938 236.261
25.2078 255.229
25.2219 272.998
25.2345 287.499
25.2471 300.152
25.2560 307.685
25.2648 314.013
25.2736 319.050
25.2824 322.717
25.2912 324.957
25.3000 325.735
25.3077 325.206
25.3154 323.556
25.3231 320.806
25.3309 316.992
25.3373 313.016
25.3437 308.369
25.3566 297.194
25.3695 283.829
25.3824 268.699
25.3906 258.369
25.3988 247.630
25.4151 225.324
25.4315 202.643
25.4478 180.348
25.4642 159.059
25.4723 148.936
25.4805 139.238
25.4887 129.974
25.4969 121.190
25.5050 112.879
25.5132 105.071
25.5214 97.7454
25.5296 90.9074
25.5377 84.5460
25.5459 78.6533
25.5541 73.1964
25.5623 68.1680
25.5704 63.5328
25.5786 59.2783
25.5849 56.2288
25.5913 53.3774
25.5976 50.7129
25.6039 48.2280
25.6102 45.9038
25.6165 43.7372
25.6228 41.7112
25.6291 39.8225
25.6355 38.0558
25.6418 36.4054
25.6481 34.8629
25.6544 33.4229
25.6607 32.0732
25.6670 30.8115
25.6734 29.6273
25.6797 28.5184
25.6879 27.1812
25.6960 25.9487
25.7042 24.8080
25.7124 23.7530
25.7206 22.7732
25.7287 21.8638
25.7369 21.0162
25.7451 20.2269
25.7533 19.4886
25.7614 18.7987
25.7696 18.1513
25.7778 17.5443
25.7860 16.9730
25.7941 16.4358
25.8023 15.9286
25.8105 15.4504
25.8268 14.5700
25.8432 13.7794
25.8595 13.0664
25.8759 12.4207
25.8922 11.8338
25.9086 11.2986
25.9249 10.8088
25.9413 10.3597
25.9576 9.94611
25.9740 9.56459
25.9903 9.21178
26.0067 8.88480
26.0230 8.58110
26.0394 8.29847
26.0557 8.03495
26.0721 7.78882
26.0884 7.55855
26.1048 7.34277
26.1211 7.14026
26.1375 6.94993
26.1538 6.77082
26.1702 6.60203
26.1865 6.44278
26.2029 6.29235
26.2356 6.01539
26.2683 5.76662
26.3010 5.54228
26.3337 5.33922
26.3664 5.15479
26.3991 4.98674
26.4318 4.83317
26.4645 4.69242
26.4912 4.58580
26.5180 4.48618
26.5447 4.39287
26.5715 4.30541
26.5982 4.22323
26.6250 4.14597
26.6517 4.07320
26.6785 4.00456
26.7320 3.87844
26.7855 3.76547
26.8390 3.66386
26.8925 3.57212
26.9252 3.52036
26.9579 3.47156
27.0233 3.38193
27.0887 3.30167
27.1541 3.22948
27.2195 3.16427
27.2849 3.10516
27.3503 3.05137
27.4157 3.00228
27.4722 2.96325
27.5287 2.92701
27.5852 2.89329
27.6417 2.86182
27.6981 2.83238
27.7546 2.80478
27.8111 2.77887
27.8676 2.75453
27.9805 2.71001
28.0935 2.67033
28.2065 2.63477
28.3194 2.60273
28.4086 2.57959
28.4978 2.55813
28.5870 2.53818
28.6761 2.51958
28.7653 2.50220
28.8545 2.48593
29.0329 2.45637
29.2112 2.43002
29.3896 2.40634
29.5679 2.38496
29.7463 2.36553
29.9247 2.34776
30.1030 2.33142
30.2814 2.31631
30.4597 2.30227
30.6381 2.28916
30.8165 2.27686
31.1732 2.25447
31.5299 2.23419
31.8866 2.21570
32.2434 2.19867
32.6001 2.18283
33.1233 2.16135
33.6465 2.14150
34.1697 2.12297
34.6928 2.10554
35.2160 2.08903
35.7392 2.07337
36.2624 2.05848
36.7856 2.04437
37.3088 2.03108
37.8320 2.01867
38.3552 2.00728
38.8784 1.99709
39.4016 1.98835
39.9248 1.98143
40.1864 1.97879
40.4480 1.97681
40.7096 1.97554
40.9711 1.97510
41.3041 1.97595
41.6370 1.97865
41.9700 1.98355
42.3029 1.99090
42.6358 2.00168
42.8023 2.00851
42.9688 2.01644
43.1353 2.02560
43.3017 2.03612
43.4682 2.04818
43.6347 2.06194
43.8725 2.08501
44.1103 2.11275
44.3481 2.14608
44.4670 2.16519
44.5859 2.18614
44.7048 2.20912
44.8237 2.23435
44.9427 2.26206
45.0616 2.29252
45.1805 2.32599
45.2994 2.36276
45.4183 2.40326
45.5372 2.44810
45.6680 2.50309
45.7988 2.56474
45.9296 2.63400
46.0604 2.71200
46.1912 2.80011
46.3220 2.89998
46.4528 3.01358
46.5182 3.07626
46.5836 3.14331
46.6965 3.27059
46.8095 3.41439
46.9225 3.57750
46.9789 3.66731
47.0354 3.76328
47.0919 3.86592
47.1484 3.97581
47.2049 4.09359
47.2613 4.21999
47.3178 4.35587
47.3743 4.50220
47.4308 4.66009
47.4873 4.83077
47.5527 5.04621
47.6181 5.28305
47.6835 5.54407
47.7489 5.83248
47.8143 6.15220
47.8797 6.50776
47.9451 6.90454
48.0104 7.34893
48.0669 7.77713
48.1234 8.25253
48.1799 8.78222
48.2364 9.37463
48.2646 9.69755
48.2929 10.0400
48.3211 10.4037
48.3493 10.7904
48.3776 11.2021
48.4058 11.6410
48.4341 12.1096
48.4623 12.6105
48.4950 13.2350
48.5114 13.5667
48.5277 13.9123
48.5441 14.2726
48.5604 14.6485
48.5768 15.0409
48.5931 15.4506
48.6095 15.8789
48.6258 16.3267
48.6422 16.7954
48.6585 17.2862
48.6749 17.8005
48.6912 18.3400
48.7076 18.9062
48.7239 19.5006
48.7402 20.1258
48.7566 20.7838
48.7729 21.4768
48.7893 22.2073
48.8056 22.9782
48.8220 23.7926
48.8383 24.6537
48.8547 25.5654
48.8710 26.5317
48.8874 27.5572
48.9037 28.6469
48.9201 29.8065
48.9364 31.0421
48.9528 32.3607
48.9691 33.7703
48.9855 35.2797
49.0018 36.8988
49.0182 38.6392
49.0264 39.5594
49.0345 40.5137
49.0427 41.5064
49.0509 42.5372
49.0591 43.6108
49.0672 44.7269
49.0754 45.8909
49.0836 47.1026
49.0918 48.3680
49.0999 49.6872
49.1081 51.0653
49.1163 52.5061
49.1245 54.0154
49.1326 55.5942
49.1408 57.2511
49.1490 58.9875
49.1572 60.8132
49.1653 62.7302
49.1735 64.7501
49.1817 66.8754
49.1899 69.1196
49.1980 71.4862
49.2062 73.9909
49.2144 76.6384
49.2226 79.4470
49.2307 82.4228
49.2389 85.5873
49.2471 88.9482
49.2553 92.5307
49.2634 96.3447
49.2716 100.420
49.2798 104.768
49.2880 109.423
49.2961 114.401
49.3043 119.741
49.3125 125.461
49.3207 131.609
49.3288 138.203
49.3370 145.299
49.3452 152.919
49.3534 161.126
49.3615 169.945
49.3697 179.446
49.3779 189.658
49.3831 196.571
49.3883 203.799
49.3935 211.370
49.3987 219.299
49.4039 227.616
49.4091 236.307
49.4143 245.401
49.4195 254.915
49.4247 264.884
49.4299 275.287
49.4351 286.156
49.4403 297.510
49.4455 309.362
49.4507 321.729
49.4559 334.626
49.4611 348.068
49.4693 370.349
49.4775 394.035
49.4856 419.231
49.4938 445.918
49.5020 474.196
49.5102 504.021
49.5183 535.484
49.5265 568.515
49.5347 603.189
49.5429 639.404
49.5510 677.216
49.5592 716.485
49.5674 757.245
49.5756 799.317
49.5919 887.192
49.6083 979.121
49.6246 1073.83
49.6573 1265.17
49.6826 1406.89
49.6952 1473.03
49.7078 1534.71
49.7224 1599.17
49.7370 1655.00
49.7516 1700.97
49.7662 1735.98
49.7747 1750.96
49.7831 1761.86
49.7916 1768.61
49.8000 1771.16
49.8048 1770.72
49.8127 1767.07
49.8205 1759.81
49.8284 1748.99
49.8362 1734.70
49.8519 1696.11
49.8676 1645.11
49.8787 1602.51
49.8897 1555.04
49.9008 1503.21
49.9118 1447.75
49.9329 1333.96
49.9540 1213.76
49.9770 1080.24
50.0000 949.211
50.0176 853.411
50.0351 762.788
50.0439 719.725
50.0527 678.356
50.0614 638.702
50.0702 600.813
50.0806 558.333
50.0909 518.385
50.1013 480.962
50.1117 446.028
50.1220 413.523
50.1324 383.371
50.1428 355.479
50.1531 329.765
50.1619 309.574
50.1707 290.794
50.1795 273.311
50.1882 257.090
50.1970 242.018
50.2058 228.058
50.2146 215.119
50.2233 203.133
50.2321 192.019
50.2409 181.738
50.2497 172.217
50.2584 163.397
50.2672 155.215
50.2760 147.638
50.2847 140.609
50.2935 134.082
50.3023 128.011
50.3111 122.370
50.3198 117.112
50.3286 112.217
50.3374 107.643
50.3462 103.373
50.3549 99.3782
50.3637 95.6353
50.3725 92.1198
50.3813 88.8209
50.3900 85.7176
50.3988 82.7943
50.4076 80.0338
50.4163 77.4296
50.4339 72.6348
50.4482 69.0740
50.4626 65.8011
50.4770 62.7838
50.4913 59.9965
50.5057 57.4111
50.5200 55.0107
50.5344 52.7737
50.5487 50.6876
50.5631 48.7356
50.5774 46.9082
50.5918 45.1921
50.6062 43.5801
50.6205 42.0614
50.6349 40.6307
50.6492 39.2789
50.6636 38.0019
50.6811 36.5326
50.6987 35.1563
50.7162 33.8652
50.7338 32.6528
50.7513 31.5112
50.7689 30.4362
50.7864 29.4212
50.8039 28.4629
50.8390 26.6972
50.8741 25.1109
50.9092 23.6796
50.9443 22.3833
50.9651 21.6735
50.9858 21.0020
51.0273 19.7629
51.0687 18.6465
51.1102 17.6368
51.1517 16.7200
51.1932 15.8852
51.2346 15.1225
51.2761 14.4235
51.3112 13.8765
51.3463 13.3664
51.3814 12.8898
51.4165 12.4439
51.4516 12.0258
51.4867 11.6334
51.5217 11.2647
51.5568 10.9176
51.5919 10.5904
51.6270 10.2818
51.6621 9.99022
51.6972 9.71449
51.7674 9.20598
51.8376 8.74827
51.9141 8.29904
51.9907 7.89521
52.0673 7.53071
52.1438 7.20065
52.2204 6.90075
52.2970 6.62751
52.3735 6.37774
52.4501 6.14870
52.5203 5.95492
52.5904 5.77510
52.6606 5.60791
52.7308 5.45227
52.8010 5.30713
52.8712 5.17162
52.9414 5.04489
53.0116 4.92624
53.0817 4.81499
53.1519 4.71058
53.2923 4.52017
53.4327 4.35138
53.5730 4.20128
53.6687 4.10837
53.7644 4.02235
53.8602 3.94264
53.9559 3.86875
54.0516 3.80024
54.1473 3.73676
54.3387 3.62356
54.5301 3.52616
54.7215 3.44259
54.9129 3.37169
55.1043 3.31233
55.3085 3.26074
55.5127 3.22050
55.7679 3.18535
56.0231 3.16659
56.2783 3.16418
56.5335 3.17861
56.7887 3.21091
56.9163 3.23423
57.0439 3.26266
57.1716 3.29650
57.2992 3.33611
57.4268 3.38190
57.5544 3.43432
57.7330 3.51992
57.9117 3.62128
58.0903 3.74017
58.2690 3.87909
58.4476 4.04194
58.6263 4.23240
58.7156 4.33931
58.8049 4.45483
58.8943 4.57976
58.9836 4.71488
59.1239 4.95013
59.2643 5.21707
59.3345 5.36396
59.4047 5.52069
59.4749 5.68811
59.5451 5.86701
59.6152 6.05841
59.6854 6.26330
59.7556 6.48289
59.8258 6.71839
59.8960 6.97124
59.9662 7.24291
60.0363 7.53519
60.1065 7.85013
60.1767 8.19012
60.2469 8.55769
60.3171 8.95586
60.3873 9.38772
60.4575 9.85703
60.5276 10.3678
60.5978 10.9247
60.6680 11.5333
60.7382 12.2000
60.8084 12.9316
60.8786 13.7370
60.9487 14.6256
60.9838 15.1048
61.0189 15.6091
61.0540 16.1405
61.0891 16.7008
61.1242 17.2921
61.1593 17.9166
61.1944 18.5769
61.2295 19.2756
61.2598 19.9123
61.2901 20.5819
61.3204 21.2866
61.3507 22.0288
61.3810 22.8114
61.4113 23.6372
61.4416 24.5092
61.4719 25.4307
61.5022 26.4059
61.5325 27.4389
61.5629 28.5340
61.5932 29.6961
61.6235 30.9315
61.6538 32.2459
61.6841 33.6461
61.7144 35.1394
61.7495 36.9971
61.7846 39.0057
61.8197 41.1823
61.8548 43.5461
61.8898 46.1191
61.9249 48.9263
61.9600 51.9971
61.9951 55.3653
62.0302 59.0716
62.0653 63.1606
62.0829 65.3663
62.1004 67.6881
62.1179 70.1370
62.1355 72.7195
62.1530 75.4489
62.1706 78.3348
62.1881 81.3896
62.2057 84.6249
62.2232 88.0596
62.2408 91.7062
62.2583 95.5874
62.2759 99.7192
62.2910 103.512
62.3062 107.524
62.3213 111.779
62.3365 116.291
62.3516 121.089
62.3668 126.190
62.3819 131.626
62.3971 137.427
62.4122 143.631
62.4274 150.268
62.4425 157.386
62.4577 165.032
62.4729 173.267
62.4880 182.141
62.5032 191.728
62.5183 202.105
62.5359 215.231
62.5534 229.683
62.5709 245.655
62.5885 263.331
62.5973 272.894
62.6060 282.964
62.6148 293.584
62.6236 304.792
62.6324 316.638
62.6411 329.135
62.6499 342.340
62.6587 356.296
62.6674 371.068
62.6762 386.671
62.6850 403.192
62.6938 420.646
62.7025 439.128
62.7113 458.653
62.7201 479.301
62.7289 501.130
62.7376 524.228
62.7464 548.605
62.7552 574.348
62.7639 601.517
62.7727 630.209
62.7815 660.416
62.7903 692.228
62.7990 725.700
62.8070 757.643
62.8150 791.040
62.8309 862.271
62.8469 939.642
62.8628 1023.28
62.8788 1113.20
62.8947 1209.31
62.9107 1311.37
62.9266 1418.99
62.9442 1543.13
62.9617 1672.23
62.9968 1940.16
63.0319 2209.50
63.0495 2339.63
63.0670 2463.61
63.0805 2553.51
63.0940 2637.37
63.1075 2714.17
63.1210 2782.94
63.1346 2842.80
63.1481 2892.96
63.1616 2932.75
63.1751 2961.62
63.1875 2978.27
63.2000 2985.10
63.2135 2981.35
63.2270 2966.08
63.2405 2939.51
63.2540 2902.03
63.2676 2854.17
63.2811 2796.61
63.2946 2730.13
63.3081 2655.66
63.3292 2525.03
63.3504 2380.93
63.3716 2227.42
63.3928 2068.47
63.4338 1758.10
63.4544 1607.70
63.4749 1463.52
63.4871 1381.92
63.4992 1303.33
63.5113 1227.97
63.5235 1156.05
63.5356 1087.53
63.5477 1022.59
63.5599 961.139
63.5720 903.245
63.5823 856.929
63.5925 813.038
63.6028 771.512
63.6131 732.279
63.6234 695.261
63.6336 660.374
63.6439 627.527
63.6542 596.629
63.6644 567.584
63.6747 540.299
63.6850 514.679
63.6952 490.629
63.7055 468.059
63.7158 446.880
63.7261 427.005
63.7363 408.351
63.7466 390.840
63.7569 374.395
63.7671 358.947
63.7774 344.426
63.7877 330.770
63.7979 317.919
63.8082 305.816
63.8185 294.411
63.8288 283.654
63.8390 273.501
63.8493 263.908
63.8596 254.839
63.8801 238.124
63.9006 223.108
63.9156 213.116
63.9305 203.829
63.9455 195.180
63.9604 187.117
63.9753 179.577
63.9903 172.519
64.0052 165.902
64.0201 159.693
64.0351 153.849
64.0500 148.346
64.0650 143.156
64.0799 138.258
64.0948 133.624
64.1098 129.238
64.1396 121.141
64.1602 116.040
64.1807 111.280
64.2013 106.829
64.2218 102.661
64.2423 98.7514
64.2629 95.0787
64.2834 91.6236
64.3039 88.3702
64.3245 85.2998
64.3450 82.3999
64.3656 79.6579
64.3861 77.0621
64.4272 72.2683
64.4683 67.9463
64.5093 64.0330
64.5504 60.4782
64.5915 57.2385
64.6326 54.2769
64.6737 51.5618
64.7147 49.0661
64.7558 46.7662
64.7969 44.6422
64.8361 42.7610
64.8753 41.0102
64.9145 39.3771
64.9537 37.8512
64.9929 36.4229
65.0322 35.0840
65.0714 33.8269
65.1106 32.6449
65.1498 31.5322
65.1890 30.4832
65.2282 29.4931
65.2674 28.5576
65.3066 27.6725
65.3458 26.8342
65.4243 25.2852
65.5064 23.8241
65.5886 22.5065
65.6707 21.3137
65.7529 20.2303
65.8350 19.2426
65.9172 18.3396
65.9994 17.5116
66.0815 16.7504
66.1487 16.1723
66.2159 15.6307
66.2832 15.1225
66.3504 14.6448
66.4176 14.1951
66.4848 13.7710
66.5520 13.3704
66.6193 12.9917
66.6865 12.6332
66.7537 12.2935
66.8881 11.6655
67.0226 11.0983
67.1570 10.5841
67.2392 10.2930
67.3213 10.0179
67.4035 9.75749
67.4856 9.51082
67.6499 9.05462
67.8143 8.64242
67.9786 8.26846
68.1429 7.92798
68.3072 7.61689
68.4715 7.33175
68.5985 7.12728
68.7254 6.93538
68.8524 6.75505
68.9794 6.58548
69.1064 6.42578
69.2333 6.27486
69.4873 5.99630
69.7412 5.74570
69.9951 5.51948
70.2491 5.31441
70.5030 5.12781
70.6823 5.00595
70.8615 4.89147
71.0408 4.78376
71.2200 4.68227
71.5785 4.49605
71.9370 4.32949
72.2955 4.17990
72.6540 4.04512
73.0125 3.92419
73.3710 3.81386
73.7295 3.71369
74.0880 3.62273
74.4465 3.54007
74.8050 3.46514
75.1336 3.40286
75.4623 3.34617
75.7909 3.29476
76.1195 3.24860
76.4481 3.20739
76.7768 3.17093
77.1054 3.13932
