Ru-98(n,g) ENDFB-8.0
Energy(eV) XS(b)
1.00000E-05 402.427
1.03125E-05 396.282
1.06250E-05 390.411
1.09375E-05 384.793
1.12500E-05 379.411
1.15625E-05 374.249
1.18750E-05 369.292
1.21875E-05 364.527
1.25000E-05 359.941
1.28125E-05 355.525
1.31250E-05 351.267
1.34375E-05 347.158
1.37500E-05 343.191
1.43750E-05 335.647
1.50000E-05 328.580
1.56250E-05 321.941
1.62500E-05 315.689
1.68750E-05 309.788
1.75000E-05 304.206
1.81250E-05 298.915
1.87500E-05 293.891
1.93750E-05 289.112
2.00000E-05 284.559
2.09375E-05 278.115
2.18750E-05 272.090
2.28125E-05 266.440
2.37500E-05 261.129
2.46875E-05 256.123
2.56250E-05 251.394
2.65625E-05 246.918
2.75000E-05 242.672
2.84375E-05 238.639
2.93750E-05 234.800
3.03125E-05 231.140
3.12500E-05 227.647
3.21875E-05 224.307
3.31250E-05 221.110
3.40625E-05 218.046
3.50000E-05 215.106
3.59375E-05 212.282
3.68750E-05 209.566
3.78125E-05 206.952
3.87500E-05 204.433
3.96875E-05 202.004
4.06250E-05 199.659
4.25000E-05 195.206
4.43750E-05 191.037
4.62500E-05 187.125
4.81250E-05 183.443
5.00000E-05 179.971
5.15625E-05 177.223
5.31250E-05 174.597
5.46875E-05 172.085
5.62500E-05 169.678
5.78125E-05 167.369
5.93750E-05 165.152
6.09375E-05 163.021
6.25000E-05 160.971
6.40625E-05 158.995
6.56250E-05 157.091
6.71875E-05 155.254
6.87500E-05 153.479
7.18750E-05 150.106
7.50000E-05 146.945
7.81250E-05 143.976
8.12500E-05 141.181
8.43750E-05 138.541
8.75000E-05 136.045
9.06250E-05 133.679
9.37500E-05 131.432
9.68750E-05 129.295
0.000100000 127.258
0.000103125 125.315
0.000106250 123.459
0.000109375 121.682
0.000112500 119.980
0.000115625 118.348
0.000118750 116.780
0.000121875 115.273
0.000125000 113.823
0.000128125 112.427
0.000131250 111.080
0.000134375 109.781
0.000137500 108.526
0.000143750 106.141
0.000150000 103.906
0.000156250 101.807
0.000162500 99.8296
0.000168750 97.9635
0.000175000 96.1982
0.000181250 94.5251
0.000187500 92.9363
0.000193750 91.4250
0.000200000 89.9852
0.000209375 87.9475
0.000218750 86.0423
0.000228125 84.2557
0.000237500 82.5761
0.000246875 80.9930
0.000256250 79.4976
0.000265625 78.0821
0.000275000 76.7396
0.000284375 75.4641
0.000293750 74.2501
0.000303125 73.0929
0.000312500 71.9881
0.000321875 70.9320
0.000331250 69.9210
0.000340625 68.9521
0.000350000 68.0224
0.000359375 67.1293
0.000368750 66.2704
0.000378125 65.4437
0.000387500 64.6472
0.000396875 63.8791
0.000406250 63.1378
0.000425000 61.7293
0.000443750 60.4111
0.000462500 59.1739
0.000481250 58.0097
0.000500000 56.9116
0.000515625 56.0427
0.000531250 55.2124
0.000546875 54.4179
0.000562500 53.6568
0.000578125 52.9267
0.000593750 52.2257
0.000609375 51.5518
0.000625000 50.9033
0.000640625 50.2787
0.000656250 49.6765
0.000671875 49.0955
0.000687500 48.5344
0.000718750 47.4676
0.000750000 46.4682
0.000781250 45.5293
0.000812500 44.6452
0.000843750 43.8106
0.000875000 43.0212
0.000906250 42.2729
0.000937500 41.5624
0.000968750 40.8866
0.00100000 40.2426
0.00103125 39.6282
0.00106250 39.0411
0.00109375 38.4793
0.00112500 37.9411
0.00115625 37.4249
0.00118750 36.9292
0.00121875 36.4527
0.00125000 35.9941
0.00128125 35.5525
0.00131250 35.1267
0.00134375 34.7158
0.00137500 34.3191
0.00143750 33.5647
0.00150000 32.8580
0.00156250 32.1941
0.00162500 31.5690
0.00168750 30.9788
0.00175000 30.4206
0.00181250 29.8915
0.00187500 29.3891
0.00193750 28.9112
0.00200000 28.4558
0.00209375 27.8115
0.00218750 27.2090
0.00228125 26.6440
0.00237500 26.1128
0.00246875 25.6122
0.00256250 25.1393
0.00265625 24.6917
0.00275000 24.2671
0.00284375 23.8638
0.00293750 23.4799
0.00303125 23.1139
0.00312500 22.7646
0.00321875 22.4306
0.00331250 22.1109
0.00340625 21.8045
0.00350000 21.5105
0.00359375 21.2280
0.00368750 20.9564
0.00378125 20.6950
0.00387500 20.4431
0.00396875 20.2002
0.00406250 19.9658
0.00425000 19.5204
0.00443750 19.1035
0.00462500 18.7123
0.00481250 18.3441
0.00500000 17.9969
0.00515625 17.7221
0.00531250 17.4596
0.00546875 17.2083
0.00562500 16.9676
0.00578125 16.7368
0.00593750 16.5151
0.00609375 16.3020
0.00625000 16.0969
0.00640625 15.8994
0.00656250 15.7090
0.00671875 15.5253
0.00687500 15.3478
0.00718750 15.0105
0.00750000 14.6944
0.00781250 14.3975
0.00812500 14.1179
0.00843750 13.8540
0.00875000 13.6044
0.00906250 13.3677
0.00937500 13.1430
0.00968750 12.9293
0.0100000 12.7257
0.0103125 12.5313
0.0106250 12.3457
0.0109375 12.1680
0.0112500 11.9978
0.0115625 11.8346
0.0118750 11.6779
0.0121875 11.5272
0.0125000 11.3822
0.0128125 11.2425
0.0131250 11.1079
0.0134375 10.9780
0.0137500 10.8525
0.0143750 10.6140
0.0150000 10.3906
0.0156250 10.1806
0.0162500 9.98293
0.0168750 9.79630
0.0175000 9.61976
0.0181250 9.45243
0.0187500 9.29353
0.0193750 9.14238
0.0200000 8.99838
0.0206625 8.85292
0.0213250 8.71430
0.0219875 8.58199
0.0226500 8.45553
0.0233125 8.33450
0.0239750 8.21853
0.0246375 8.10726
0.0253000 8.00040
0.0264578 7.82338
0.0276156 7.65763
0.0287734 7.50199
0.0299313 7.35549
0.0310891 7.21725
0.0322469 7.08653
0.0334047 6.96267
0.0345625 6.84508
0.0355274 6.75151
0.0364922 6.66166
0.0374570 6.57530
0.0384219 6.49220
0.0393867 6.41218
0.0403516 6.33503
0.0413164 6.26060
0.0422813 6.18873
0.0442109 6.05212
0.0461406 5.92416
0.0480703 5.80400
0.0500000 5.69086
0.0515625 5.60394
0.0531250 5.52089
0.0546875 5.44143
0.0562500 5.36530
0.0578125 5.29229
0.0593750 5.22218
0.0609375 5.15480
0.0625000 5.08996
0.0640625 5.02752
0.0656250 4.96733
0.0671875 4.90926
0.0687500 4.85318
0.0718750 4.74655
0.0750000 4.64663
0.0781250 4.55274
0.0812500 4.46431
0.0843750 4.38082
0.0875000 4.30185
0.0906250 4.22700
0.0937500 4.15593
0.0968750 4.08832
0.100000 4.02391
0.103125 3.96246
0.106250 3.90373
0.109375 3.84754
0.112500 3.79371
0.115625 3.74208
0.118750 3.69250
0.121875 3.64485
0.125000 3.59900
0.128125 3.55485
0.131250 3.51230
0.134375 3.47125
0.137500 3.43161
0.143750 3.35623
0.150000 3.28558
0.156250 3.21918
0.162500 3.15664
0.168750 3.09761
0.175000 3.04177
0.181250 2.98885
0.187500 2.93861
0.193750 2.89084
0.200000 2.84534
0.209375 2.78095
0.218750 2.72070
0.228125 2.66419
0.237500 2.61105
