Os-187(n,tot) ENDFB-8.0
0.000193750 982.532
0.000200000 967.274
0.000209375 945.684
0.000218750 925.502
0.000228125 906.579
0.000237500 888.792
0.000246875 872.031
0.000256250 856.200
0.000265625 841.218
0.000275000 827.010
0.000284375 813.513
0.000293750 800.669
0.000303125 788.427
0.000312500 776.742
0.000321875 765.573
0.000331250 754.882
0.000340625 744.637
0.000350000 734.808
0.000359375 725.367
0.000368750 716.289
0.000378125 707.552
0.000387500 699.135
0.000396875 691.019
0.000406250 683.185
0.000425000 668.306
0.000443750 654.383
0.000462500 641.317
0.000481250 629.024
0.000500000 617.431
0.000515625 608.258
0.000531250 599.494
0.000546875 591.109
0.000562500 583.077
0.000578125 575.373
0.000593750 567.976
0.000609375 560.866
0.000625000 554.025
0.000640625 547.436
0.000656250 541.085
0.000671875 534.956
0.000687500 529.038
0.000718750 517.788
0.000750000 507.250
0.000781250 497.351
0.000812500 488.031
0.000843750 479.233
0.000875000 470.912
0.000906250 463.026
0.000937500 455.538
0.000968750 448.415
0.00100000 441.630
0.00103125 435.155
0.00106250 428.969
0.00109375 423.050
0.00112500 417.379
0.00115625 411.940
0.00118750 406.718
0.00121875 401.698
0.00125000 396.867
0.00128125 392.214
0.00131250 387.728
0.00134375 383.400
0.00137500 379.221
0.00143750 371.274
0.00150000 363.829
0.00156250 356.836
0.00162500 350.250
0.00168750 344.033
0.00175000 338.152
0.00181250 332.578
0.00187500 327.285
0.00193750 322.249
0.00200000 317.452
0.00209375 310.662
0.00218750 304.312
0.00228125 298.358
0.00237500 292.760
0.00246875 287.483
0.00256250 282.497
0.00265625 277.778
0.00275000 273.301
0.00284375 269.048
0.00293750 264.999
0.00303125 261.139
0.00312500 257.453
0.00321875 253.930
0.00331250 250.556
0.00340625 247.323
0.00350000 244.220
0.00359375 241.239
0.00368750 238.371
0.00378125 235.611
0.00387500 232.951
0.00396875 230.386
0.00406250 227.909
0.00425000 223.203
0.00443750 218.798
0.00462500 214.662
0.00481250 210.768
0.00500000 207.095
0.00515625 204.187
0.00531250 201.408
0.00546875 198.748
0.00562500 196.199
0.00578125 193.754
0.00593750 191.405
0.00609375 189.146
0.00625000 186.973
0.00640625 184.878
0.00656250 182.858
0.00671875 180.909
0.00687500 179.026
0.00718750 175.444
0.00750000 172.086
0.00781250 168.930
0.00812500 165.956
0.00843750 163.147
0.00875000 160.489
0.00906250 157.967
0.00937500 155.571
0.00968750 153.291
0.0100000 151.117
0.0103125 149.041
0.0106250 147.057
0.0109375 145.157
0.0112500 143.336
0.0115625 141.588
0.0118750 139.909
0.0121875 138.294
0.0125000 136.739
0.0128125 135.240
0.0131250 133.794
0.0134375 132.398
0.0137500 131.049
0.0143750 128.483
0.0150000 126.075
0.0156250 123.810
0.0162500 121.674
0.0168750 119.655
0.0175000 117.744
0.0181250 115.929
0.0187500 114.204
0.0193750 112.561
0.0200000 110.993
0.0206625 109.408
0.0213250 107.896
0.0219875 106.450
0.0226500 105.067
0.0233125 103.741
0.0239750 102.469
0.0246375 101.247
0.0253000 100.071
0.0263613 98.2786
0.0274227 96.5876
0.0284840 94.9887
0.0295453 93.4736
0.0306067 92.0352
0.0316680 90.6671
0.0327293 89.3636
0.0337906 88.1195
0.0345625 87.2495
0.0355274 86.2002
0.0364922 85.1909
0.0374570 84.2189
0.0384219 83.2819
0.0393867 82.3778
0.0403516 81.5045
0.0413164 80.6605
0.0422813 79.8440
0.0432461 79.0535
0.0442109 78.2877
0.0461406 76.8248
0.0480703 75.4461
0.0500000 74.1434
0.0515625 73.1395
0.0531250 72.1775
0.0546875 71.2544
0.0562500 70.3676
0.0578125 69.5147
0.0593750 68.6934
0.0609375 67.9017
0.0625000 67.1379
0.0640625 66.4002
0.0656250 65.6872
0.0671875 64.9974
0.0687500 64.3296
0.0703125 63.6827
0.0718750 63.0554
0.0734375 62.4468
0.0750000 61.8558
0.0781250 60.7231
0.0812500 59.6507
0.0843750 58.6332
0.0875000 57.6658
0.0906250 56.7444
0.0937500 55.8655
0.0968750 55.0255
0.100000 54.2217
0.103125 53.4512
0.106250 52.7118
0.109375 52.0012
0.112500 51.3176
0.115625 50.6591
0.118750 50.0242
0.121875 49.4115
0.125000 48.8195
0.128125 48.2470
0.131250 47.6930
0.134375 47.1565
0.137500 46.6364
0.140625 46.1319
0.143750 45.6422
0.146875 45.1665
0.150000 44.7042
0.153125 44.2547
0.156250 43.8174
0.159375 43.3918
0.162500 42.9772
0.168750 42.1790
0.175000 41.4187
0.181250 40.6936
0.187500 40.0010
0.193750 39.3384
0.200000 38.7035
0.206445 38.0760
0.212891 37.4743
0.219336 36.8965
0.225781 36.3411
0.232227 35.8064
0.238672 35.2913
0.245117 34.7945
0.251563 34.3150
0.257422 33.8931
0.263281 33.4841
0.269141 33.0874
0.275000 32.7023
0.284375 32.1085
0.293750 31.5403
0.303125 30.9960
0.312500 30.4742
0.321875 29.9733
0.331250 29.4920
0.340625 29.0291
0.350000 28.5834
0.359375 28.1539
0.368750 27.7396
0.378125 27.3398
0.387500 26.9535
0.396875 26.5801
0.406250 26.2189
0.415625 25.8692
0.425000 25.5306
0.434375 25.2023
0.443750 24.8840
0.453125 24.5751
0.462500 24.2753
0.471875 23.9843
0.481250 23.7020
0.500000 23.1617
0.531250 22.3213
0.562500 21.5486
0.593750 20.8372
0.625000 20.1799
0.656250 19.5706
0.687500 19.0042
0.718750 18.4761
0.750000 17.9826
0.781250 17.5204
0.812500 17.0866
0.843750 16.6786
0.875000 16.2942
0.906250 15.9314
0.937500 15.5884
0.968750 15.2637
1.00000 14.9559
1.03125 14.6636
1.06250 14.3858
1.09375 14.1214
1.12500 13.8694
1.15625 13.6291
1.18750 13.4005
1.25000 12.9721
1.31250 12.5782
1.37500 12.2157
1.43750 11.8811
1.50000 11.5712
1.56250 11.2835
1.62500 11.0157
1.68750 10.7658
1.75000 10.5320
1.81250 10.3130
1.87500 10.1073
1.93750 9.91378
2.00000 9.73174
2.09375 9.47731
2.18750 9.24273
2.28125 9.02606
2.37500 8.82533
2.46875 8.63883
2.56250 8.46508
2.65625 8.30281
2.75000 8.15090
2.84375 8.00838
2.93750 7.87437
3.03125 7.74813
3.12500 7.62898
3.21875 7.51633
3.31250 7.40963
3.40625 7.30841
3.50000 7.21254
3.68750 7.03412
3.87500 6.87143
4.06250 6.72261
4.25000 6.58587
4.43750 6.45967
4.62500 6.34275
4.81250 6.23404
5.00000 6.13257
5.15625 6.05300
5.31250 5.97775
5.62500 5.83800
5.93750 5.71073
6.25000 5.59422
6.56250 5.48689
6.87500 5.38748
7.18750 5.29494
7.50000 5.20837
7.81250 5.12704
8.12500 5.05033
8.43750 4.97770
8.75000 4.90870
9.06250 4.84294
9.37500 4.78008
9.68750 4.71984
10.0000 4.66197
10.3125 4.60626
10.6250 4.55252
10.9375 4.50059
11.2500 4.45036
11.5625 4.40171
11.8750 4.35457
12.1875 4.30888
12.5000 4.26461
12.8125 4.22176
13.1250 4.18035
13.4375 4.14044
13.7500 4.10214
14.0625 4.06559
14.3750 4.03100
14.6875 3.99865
15.0000 3.96891
15.2344 3.94866
15.4688 3.93012
15.7031 3.91411
15.9375 3.90081
16.1719 3.89070
16.4063 3.88438
16.6406 3.88260
16.8750 3.88628
17.0313 3.89235
17.1875 3.90178
17.3438 3.91508
17.5000 3.93282
17.6660 3.95733
17.8320 3.98864
17.9981 4.02797
18.1641 4.07678
18.3301 4.13683
18.4131 4.17151
18.4961 4.20973
18.5791 4.25225
18.6621 4.29934
18.7451 4.35136
18.8281 4.40882
18.9356 4.49222
19.0430 4.58717
19.1504 4.69539
19.2578 4.81893
19.3652 4.96020
19.4727 5.12214
19.5801 5.30824
19.6338 5.41166
19.6875 5.52278
19.7656 5.69962
19.8438 5.89659
19.9219 6.11652
20.0000 6.36259
20.0548 6.55290
20.1096 6.75960
20.1644 6.98442
20.2192 7.22928
20.2740 7.49646
20.3288 7.78835
20.3836 8.10761
20.4384 8.45749
20.4886 8.80882
20.5388 9.19330
20.5891 9.61490
20.6393 10.0780
20.6895 10.5878
20.7398 11.1503
20.7900 11.7724
20.8402 12.4624
20.8642 12.8185
20.8882 13.1934
20.9122 13.5886
20.9361 14.0054
20.9601 14.4456
20.9721 14.6749
20.9841 14.9105
20.9961 15.1530
21.0081 15.4024
21.0200 15.6590
21.0320 15.9229
21.0417 16.1424
21.0514 16.3670
21.0611 16.5971
21.0708 16.8326
21.0806 17.0740
21.0903 17.3212
21.1000 17.5744
21.1097 17.8339
21.1222 18.1796
21.1348 18.5364
21.1473 18.9054
21.1599 19.2863
21.1713 19.6442
21.1827 20.0131
21.1941 20.3936
21.2055 20.7857
21.2181 21.2319
21.2307 21.6938
21.2432 22.1723
21.2558 22.6682
21.2683 23.1823
21.2809 23.7150
21.2872 23.9890
21.2935 24.2681
21.2997 24.5524
21.3060 24.8417
21.3123 25.1369
21.3186 25.4378
21.3248 25.7444
21.3311 26.0570
21.3374 26.3757
21.3437 26.7006
21.3500 27.0319
21.3562 27.3692
21.3625 27.7138
21.3688 28.0653
21.3751 28.4238
21.3814 28.7897
21.3876 29.1631
21.3939 29.5441
21.4002 29.9330
21.4065 30.3294
21.4127 30.7347
21.4190 31.1485
21.4253 31.5712
21.4316 32.0029
21.4379 32.4439
21.4441 32.8944
21.4504 33.3548
21.4567 33.8253
21.4630 34.3061
21.4693 34.7977
21.4755 35.3004
21.4818 35.8143
21.4881 36.3400
21.4944 36.8777
21.5007 37.4278
21.5069 37.9898
21.5132 38.5659
21.5195 39.1556
21.5258 39.7593
21.5321 40.3775
21.5383 41.0106
21.5446 41.6591
21.5572 43.0032
21.5697 44.4162
21.5823 45.9006
21.5948 47.4635
21.6074 49.1080
21.6199 50.8426
21.6325 52.6725
21.6451 54.6048
21.6576 56.6455
21.6702 58.8064
21.6827 61.0952
21.6953 63.5222
21.7078 66.0967
21.7204 68.8353
21.7330 71.7498
21.7455 74.8558
21.7581 78.1705
21.7706 81.7130
21.7832 85.5049
21.7958 89.5704
21.8083 93.9330
21.8146 96.2383
21.8209 98.6305
21.8272 101.114
21.8334 103.695
21.8397 106.376
21.8460 109.165
21.8523 112.066
21.8585 115.081
21.8648 118.228
21.8711 121.507
21.8774 124.927
21.8837 128.496
21.8899 132.223
21.8962 136.119
21.9025 140.193
21.9088 144.450
21.9151 148.917
21.9213 153.599
21.9276 158.512
21.9339 163.672
21.9402 169.096
21.9465 174.804
21.9527 180.817
21.9590 187.147
21.9653 193.841
21.9716 200.918
21.9778 208.408
21.9841 216.334
21.9904 224.760
21.9967 233.718
22.0030 243.257
22.0092 253.415
22.0147 262.772
22.0201 272.676
22.0255 283.214
22.0309 294.402
22.0364 306.342
22.0418 319.059
22.0472 332.651
22.0526 347.201
22.0580 362.834
22.0635 379.597
22.0689 397.671
22.0743 417.118
22.0797 438.155
22.0852 460.866
22.0906 485.465
22.0960 512.147
22.0991 528.642
22.1023 545.953
22.1054 564.128
22.1086 583.217
22.1117 603.272
22.1148 624.348
22.1180 646.504
22.1211 669.725
22.1243 694.221
22.1274 719.986
22.1305 747.090
22.1337 775.604
22.1368 805.602
22.1400 837.161
22.1431 870.361
22.1462 905.170
22.1494 941.893
22.1525 980.509
22.1556 1021.11
22.1588 1063.77
22.1619 1108.60
22.1651 1155.69
22.1682 1205.12
22.1713 1256.99
22.1745 1311.40
22.1776 1368.43
22.1808 1428.19
22.1839 1490.75
22.1870 1556.21
22.1902 1624.66
22.1933 1696.17
22.1965 1770.59
22.1996 1848.45
22.2027 1929.60
22.2090 2102.00
22.2153 2288.19
22.2216 2488.42
22.2279 2702.79
22.2341 2931.21
22.2404 3173.36
22.2467 3428.25
22.2547 3771.20
22.2627 4131.33
22.2707 4505.97
22.2787 4891.23
22.3038 6115.89
22.3163 6694.78
22.3226 6964.83
22.3289 7217.29
22.3364 7493.81
22.3439 7735.71
22.3515 7938.83
22.3590 8099.27
22.3643 8184.31
22.3695 8246.16
22.3748 8284.21
22.3800 8298.12
22.3813 8297.82
22.3826 8296.03
22.3869 8279.74
22.3912 8247.70
22.3997 8137.06
22.4082 7967.07
22.4168 7742.13
22.4242 7506.51
22.4316 7238.42
22.4390 6942.35
22.4464 6623.37
22.4538 6284.36
22.4613 5933.18
22.4762 5212.82
22.4911 4499.27
22.4985 4155.07
22.5059 3823.86
22.5124 3549.60
22.5188 3287.75
22.5252 3039.25
22.5317 2804.73
22.5381 2584.58
22.5445 2378.93
22.5510 2187.71
22.5574 2010.68
22.5611 1914.33
22.5648 1822.76
22.5686 1735.60
22.5723 1652.72
22.5760 1573.80
22.5797 1499.11
22.5834 1428.29
22.5872 1361.21
22.5909 1297.55
22.5946 1237.50
22.5983 1180.74
22.6021 1127.10
22.6058 1076.45
22.6095 1028.64
22.6132 983.522
22.6169 940.956
22.6210 897.148
22.6251 856.156
22.6291 817.703
22.6332 781.631
22.6372 747.786
22.6413 716.025
22.6454 686.211
22.6494 658.213
22.6535 631.847
22.6576 607.125
22.6616 583.874
22.6657 561.991
22.6697 541.381
22.6738 521.956
22.6779 503.633
22.6819 486.335
22.6894 457.027
22.6968 430.570
22.7043 406.547
22.7117 384.724
22.7191 364.784
22.7266 346.556
22.7340 329.798
22.7415 314.388
22.7489 300.138
22.7564 286.963
22.7638 274.718
22.7713 263.340
22.7787 252.717
22.7861 242.803
22.7936 233.509
22.8010 224.804
22.8085 216.613
22.8159 208.905
22.8234 201.640
22.8308 194.792
22.8383 188.310
22.8457 182.184
22.8606 170.866
22.8755 160.659
22.8904 151.416
22.9053 143.016
22.9202 135.354
22.9324 129.571
22.9445 124.187
22.9567 119.162
22.9689 114.463
22.9811 110.058
22.9933 105.929
23.0054 102.049
23.0176 98.3986
23.0298 94.9563
23.0420 91.7113
23.0542 88.6460
23.0664 85.7470
23.0785 83.0021
23.0907 80.4003
23.1151 75.5871
23.1300 72.8752
23.1449 70.3243
23.1598 67.9199
23.1746 65.6508
23.1895 63.5068
23.2044 61.4787
23.2193 59.5580
23.2342 57.7372
23.2640 54.3680
23.2938 51.3221
23.3235 48.5587
23.3533 46.0431
23.3777 44.1481
23.4021 42.3863
23.4264 40.7437
23.4508 39.2110
23.4752 37.7772
23.4995 36.4349
23.5239 35.1754
23.5482 33.9925
23.5780 32.6409
23.6078 31.3835
23.6376 30.2115
23.6674 29.1170
23.6971 28.0931
23.7269 27.1339
23.7567 26.2340
23.7865 25.3884
23.8163 24.5929
23.8460 23.8434
23.8758 23.1364
23.9056 22.4686
23.9354 21.8371
23.9652 21.2392
23.9949 20.6725
24.0247 20.1348
24.0843 19.1385
24.1438 18.2363
24.2034 17.4163
24.2630 16.6684
24.3225 15.9841
24.3821 15.3562
24.4416 14.7784
24.5012 14.2454
24.5499 13.8393
24.5987 13.4580
24.6474 13.0994
24.6961 12.7616
24.7449 12.4427
24.7936 12.1410
24.8423 11.8552
24.8910 11.5844
24.9398 11.3274
24.9885 11.0834
25.0860 10.6308
25.1834 10.2200
25.2809 9.84588
25.3405 9.63329
25.4000 9.43177
25.4596 9.24052
25.5191 9.05879
25.6383 8.72127
25.7574 8.41453
25.8765 8.13461
25.9956 7.87820
26.1147 7.64249
26.2339 7.42509
26.3313 7.25937
26.4288 7.10361
26.5262 6.95713
26.6237 6.81926
26.7212 6.68855
26.8186 6.56446
26.9161 6.44669
27.0136 6.33482
27.2085 6.12694
27.4034 5.93773
27.5983 5.76459
27.7932 5.60539
28.0315 5.42715
28.2697 5.26436
28.5080 5.11482
28.7462 4.97671
28.9844 4.84850
29.2227 4.72894
29.4609 4.61696
29.6992 4.51195
29.9591 4.40423
30.2190 4.30231
30.4789 4.20568
30.7388 4.11400
30.9770 4.03404
31.2152 3.95733
31.4535 3.88357
31.6917 3.81284
31.9300 3.74472
32.1682 3.67892
32.4064 3.61557
32.6447 3.55449
32.8829 3.49542
33.1212 3.43850
33.3594 3.38375
33.5976 3.33096
33.8359 3.28028
34.0741 3.23191
34.3124 3.18574
34.5506 3.14192
34.8755 3.08651
35.2004 3.03653
35.5252 2.99279
35.8501 2.95621
36.0125 2.94058
36.1750 2.92761
36.4999 2.90970
36.6623 2.90520
36.8247 2.90409
36.9872 2.90673
37.1496 2.91351
37.3662 2.92980
37.5828 2.95557
37.7993 2.99230
38.0159 3.04180
38.2325 3.10621
38.4491 3.18810
38.6657 3.29026
38.7740 3.34992
38.8822 3.41638
38.9556 3.46551
39.0289 3.51816
39.1022 3.57452
39.1755 3.63487
39.2488 3.69946
39.3221 3.76855
39.3588 3.80486
39.3954 3.84240
39.4321 3.88121
39.4687 3.92132
39.5093 3.96733
39.5499 4.01506
39.5905 4.06460
39.6311 4.11600
39.6717 4.16933
39.7122 4.22466
39.7528 4.28208
39.7934 4.34163
39.8192 4.38070
39.8451 4.42068
39.8709 4.46163
39.8967 4.50353
39.9225 4.54645
39.9484 4.59037
39.9742 4.63535
40.0000 4.68139
40.0312 4.73857
40.0625 4.79741
40.0781 4.82747
40.0937 4.85797
40.1093 4.88890
40.1250 4.92027
40.1375 4.94572
40.1499 4.97144
40.1566 4.98536
40.1571 4.98627
40.1587 4.98955
40.1602 4.99281
40.1633 4.99934
40.1745 5.02287
40.1856 5.04661
40.1981 5.07353
40.2106 5.10074
40.2231 5.12829
40.2356 5.15614
40.2606 5.21284
40.2856 5.27085
40.3052 5.31742
40.3249 5.36483
40.3445 5.41315
40.3641 5.46234
40.3838 5.51247
40.4034 5.56351
40.4230 5.61553
40.4427 5.66851
40.4623 5.72250
40.4819 5.77748
40.5016 5.83353
40.5212 5.89061
40.5409 5.94881
40.5605 6.00808
40.5801 6.06847
40.5997 6.13003
40.6212 6.19854
40.6426 6.26848
40.6640 6.33990
40.6854 6.41282
40.7068 6.48729
40.7283 6.56333
40.7497 6.64099
40.7711 6.72027
40.7907 6.79448
40.8104 6.87010
40.8300 6.94726
40.8496 7.02590
40.8693 7.10613
40.8889 7.18791
40.9085 7.27137
40.9282 7.35645
40.9478 7.44328
40.9674 7.53181
40.9871 7.62217
41.0067 7.71431
41.0264 7.80838
41.0460 7.90431
41.0852 8.10211
41.1245 8.30819
41.1638 8.52291
41.2031 8.74671
41.2423 8.97997
41.2816 9.22330
41.3209 9.47715
41.3601 9.74207
41.3994 10.0186
41.4387 10.3074
41.4779 10.6092
41.5172 10.9246
41.5565 11.2543
41.5957 11.5992
41.6350 11.9602
41.6743 12.3381
41.7135 12.7339
41.7396 13.0075
41.7657 13.2897
41.7918 13.5809
41.8179 13.8815
41.8440 14.1919
41.8701 14.5125
41.8962 14.8436
41.9223 15.1857
41.9484 15.5393
41.9744 15.9048
42.0005 16.2826
42.0266 16.6734
42.0527 17.0776
42.0788 17.4960
42.1049 17.9290
42.1310 18.3774
42.1608 18.9089
42.1905 19.4623
42.2203 20.0387
42.2501 20.6396
42.2799 21.2660
42.3097 21.9194
42.3394 22.6012
42.3692 23.3131
42.3990 24.0568
42.4288 24.8339
42.4586 25.6465
42.4883 26.4965
42.5181 27.3863
42.5479 28.3181
42.5777 29.2946
42.6075 30.3184
42.6372 31.3926
42.6670 32.5202
42.6968 33.7048
42.7266 34.9500
42.7564 36.2599
42.7861 37.6387
42.8159 39.0911
42.8457 40.6223
42.8755 42.2376
42.9053 43.9431
42.9350 45.7453
42.9648 47.6513
42.9946 49.6689
43.0244 51.8066
43.0542 54.0738
43.0839 56.4812
43.1137 59.0401
43.1435 61.7632
43.1733 64.6647
43.2031 67.7598
43.2328 71.0658
43.2626 74.6014
43.2924 78.3878
43.3222 82.4484
43.3520 86.8097
43.3817 91.5012
43.4115 96.5562
43.4413 102.012
43.4711 107.912
43.5009 114.305
43.5306 121.244
43.5604 128.792
43.5902 137.028
43.6200 146.029
43.6498 155.893
43.6795 166.734
43.6944 172.562
43.7093 178.684
43.7242 185.122
43.7391 191.897
43.7540 199.033
43.7689 206.557
43.7838 214.495
43.7987 222.881
43.8136 231.746
43.8284 241.130
43.8433 251.072
43.8582 261.618
43.8731 272.819
43.8880 284.729
43.9029 297.410
43.9178 310.931
43.9327 325.369
43.9476 340.809
43.9625 357.346
43.9773 375.091
43.9922 394.165
44.0071 414.707
44.0220 436.875
44.0369 460.852
44.0518 486.843
44.0667 515.090
44.0816 545.868
44.0965 579.503
44.1114 616.372
44.1262 656.919
44.1411 701.672
44.1560 751.254
44.1635 778.102
44.1709 806.410
44.1784 836.370
44.1858 868.029
44.1933 901.611
44.2007 937.179
44.2081 974.995
44.2156 1015.14
44.2230 1057.92
44.2305 1103.45
44.2379 1152.08
44.2454 1203.94
44.2528 1259.46
44.2603 1318.80
44.2677 1382.37
44.2751 1450.53
44.2826 1523.78
44.2900 1602.46
44.2975 1687.02
44.3049 1777.83
44.3124 1875.67
44.3198 1980.81
44.3273 2094.13
44.3347 2215.95
44.3422 2347.23
44.3496 2488.30
44.3570 2640.22
44.3645 2803.29
44.3719 2978.67
44.3794 3166.60
44.3868 3368.30
44.3943 3583.91
44.4017 3814.68
44.4092 4060.62
44.4166 4322.96
44.4240 4601.48
44.4315 4897.36
44.4389 5210.10
44.4464 5540.75
44.4538 5888.46
44.4613 6254.08
44.4687 6636.37
44.4762 7035.88
44.4836 7450.91
44.4985 8326.00
44.5134 9251.38
44.5729 13145.3
44.5865 13977.6
44.6000 14750.5
44.6081 15178.4
44.6163 15573.4
44.6244 15932.6
44.6325 16251.7
44.6406 16528.1
44.6488 16758.4
44.6569 16940.9
44.6650 17073.1
44.6725 17149.6
44.6800 17181.6
44.6900 17154.8
44.7000 17049.0
44.7081 16906.0
44.7163 16713.5
44.7244 16473.6
44.7326 16188.9
44.7407 15862.5
44.7488 15497.7
44.7570 15098.1
44.7651 14667.7
44.7792 13862.5
44.7933 12999.5
44.8214 11184.2
44.8355 10270.5
44.8496 9376.80
44.8636 8515.56
44.8777 7698.93
44.8918 6934.32
44.8988 6573.01
44.9059 6226.98
44.9129 5895.50
44.9199 5579.65
44.9270 5278.55
44.9340 4992.94
44.9410 4721.82
44.9481 4465.31
44.9551 4223.07
44.9621 3994.97
44.9692 3779.90
44.9762 3577.97
44.9833 3388.05
44.9903 3210.13
44.9973 3043.12
45.0044 2886.71
45.0114 2740.31
45.0184 2603.53
45.0255 2475.43
45.0325 2355.82
45.0395 2243.83
45.0466 2139.26
45.0536 2041.34
45.0607 1949.74
45.0677 1864.04
45.0747 1783.91
45.0818 1708.75
45.0888 1638.40
45.0958 1572.32
45.1029 1510.37
45.1099 1452.08
45.1169 1397.27
45.1240 1345.69
45.1310 1297.15
45.1381 1251.31
45.1451 1208.10
45.1521 1167.20
45.1592 1128.57
45.1688 1079.10
45.1783 1033.13
45.1879 990.246
45.1975 950.258
45.2071 912.823
45.2167 877.793
45.2263 844.888
45.2359 813.997
45.2455 784.891
45.2551 757.485
45.2647 731.589
45.2743 707.138
45.2935 662.051
45.3127 621.501
45.3267 594.249
45.3408 568.910
45.3549 545.285
45.3690 523.218
45.3830 502.553
45.3971 483.197
45.4112 465.025
45.4252 447.939
45.4393 431.839
45.4534 416.669
45.4675 402.348
45.4815 388.811
45.4956 375.991
45.5097 363.853
45.5378 341.411
45.5660 321.135
45.5941 302.760
45.6223 286.038
45.6504 270.784
45.6786 256.815
45.7067 243.998
45.7348 232.201
45.7630 221.317
45.7898 211.688
45.8167 202.732
45.8436 194.387
45.8704 186.599
45.8973 179.313
45.9242 172.490
45.9510 166.086
45.9779 160.071
46.0048 154.409
46.0316 149.077
46.0585 144.045
46.0854 139.295
46.1122 134.801
46.1391 130.548
46.1660 126.517
46.1928 122.694
46.2210 118.893
46.2491 115.291
46.3054 108.620
46.3617 102.585
46.4180 97.1059
46.4743 92.1145
46.5306 87.5530
46.5869 83.3721
46.6431 79.5300
46.6841 76.9265
46.7250 74.4701
46.7660 72.1497
46.8069 69.9559
46.8478 67.8784
46.8888 65.9096
46.9297 64.0418
46.9706 62.2681
47.0269 59.9695
47.0832 57.8200
47.1395 55.8059
47.1958 53.9158
47.2521 52.1397
47.3084 50.4686
47.3647 48.8942
47.4209 47.4092
47.4772 46.0062
47.5335 44.6793
47.5898 43.4228
47.6461 42.2316
47.7024 41.1012
47.7587 40.0272
47.8713 38.0337
47.9838 36.2236
48.0964 34.5743
48.2090 33.0664
48.3216 31.6834
48.4342 30.4113
48.5467 29.2379
48.6593 28.1528
48.7719 27.1469
48.8486 26.5022
48.9254 25.8885
49.0789 24.7464
49.2324 23.7070
49.3859 22.7546
49.5395 21.8786
49.6930 21.0719
49.8465 20.3267
50.0000 19.6361
50.1744 18.9114
50.3488 18.2440
50.5232 17.6270
50.6976 17.0550
50.8720 16.5232
51.0464 16.0278
51.2209 15.5649
51.3953 15.1320
51.5617 14.7451
51.7282 14.3798
51.8947 14.0339
52.0612 13.7066
52.2277 13.3966
52.3941 13.1024
52.5606 12.8228
52.7271 12.5569
52.8936 12.3034
53.0600 12.0614
53.2265 11.8303
53.3930 11.6091
53.5595 11.3972
53.7260 11.1940
54.0589 10.8113
54.4077 10.4406
54.7565 10.0969
55.1053 9.77668
55.4542 9.47707
55.8030 9.19550
56.1518 8.92980
56.5006 8.67803
56.8494 8.43848
57.1665 8.23006
57.4836 8.02949
57.8007 7.83587
58.1178 7.64835
58.4508 7.45721
58.7837 7.27120
59.1167 7.08961
59.4496 6.91186
59.6161 6.82425
59.7826 6.73742
59.9491 6.65131
60.1156 6.56591
60.2820 6.48120
60.4485 6.39715
60.6150 6.31376
60.7815 6.23108
