Ti-47(n,tot) ENDFB-8.0
2.37500 3.39659
2.56250 3.39017
2.75000 3.38441
2.93750 3.37920
3.12500 3.37444
3.31250 3.37008
3.50000 3.36606
3.87500 3.35889
4.25000 3.35266
4.62500 3.34716
5.00000 3.34227
5.31250 3.33858
5.62500 3.33517
5.93750 3.33202
6.25000 3.32909
6.87500 3.32379
7.50000 3.31911
8.12500 3.31492
8.75000 3.31115
9.37500 3.30771
10.0000 3.30455
10.6250 3.30163
11.2500 3.29892
11.8750 3.29639
12.5000 3.29402
13.7500 3.28967
15.0000 3.28575
16.2500 3.28219
17.5000 3.27892
18.7500 3.27588
20.0000 3.27304
21.8750 3.26910
23.7500 3.26546
25.6250 3.26208
27.5000 3.25891
29.3750 3.25590
31.2500 3.25305
33.1250 3.25032
35.0000 3.24770
38.7500 3.24273
42.5000 3.23806
46.2500 3.23363
50.0000 3.22940
53.1250 3.22599
56.2500 3.22268
59.3750 3.21945
62.5000 3.21629
68.7500 3.21017
75.0000 3.20425
81.2500 3.19850
87.5000 3.19289
93.7500 3.18739
100.000 3.18200
106.250 3.17670
112.500 3.17147
118.750 3.16631
125.000 3.16122
137.500 3.15119
150.000 3.14134
162.500 3.13166
175.000 3.12211
187.500 3.11269
200.000 3.10337
218.750 3.08959
237.500 3.07601
256.250 3.06262
275.000 3.04940
293.750 3.03634
312.500 3.02343
331.250 3.01068
350.000 2.99806
387.500 2.97323
425.000 2.94892
462.500 2.92512
500.000 2.90182
531.250 2.88278
562.500 2.86407
593.750 2.84571
625.000 2.82769
687.500 2.79268
750.000 2.75909
812.500 2.72698
875.000 2.69643
937.500 2.66753
1000.00 2.64040
1062.50 2.61520
1125.00 2.59212
1187.50 2.57137
1250.00 2.55324
1312.50 2.53806
1375.00 2.52622
1437.50 2.51823
1500.00 2.51470
1562.50 2.51637
1625.00 2.52418
1687.50 2.53926
1718.75 2.54997
1750.00 2.56309
1781.25 2.57886
1812.50 2.59756
1843.75 2.61949
1875.00 2.64502
1906.25 2.67456
1937.50 2.70858
1968.75 2.74761
2000.00 2.79229
2039.74 2.85901
2059.61 2.89616
2079.49 2.93756
2099.36 2.98124
2119.23 3.02977
2158.97 3.13826
2198.71 3.26884
2218.58 3.34171
2238.45 3.42325
2258.33 3.50951
2278.20 3.60593
2298.07 3.70888
2317.94 3.82298
2339.80 3.96231
2361.66 4.11597
2383.51 4.28664
2405.37 4.47777
2427.23 4.68957
2449.09 4.92810
2460.02 5.05700
2470.95 5.19574
2492.80 5.49532
2513.67 5.82065
2524.10 5.99606
2534.53 6.18623
2555.40 6.59769
2576.26 7.06951
2586.70 7.32709
2597.13 7.60765
2607.56 7.90332
2617.99 8.22051
2628.43 8.56664
2638.86 8.93218
2649.29 9.32773
2659.72 9.75184
2670.65 10.2373
2681.58 10.7636
2692.51 11.3366
2703.44 11.9631
2714.37 12.6459
2725.30 13.3959
2736.23 14.2198
2747.15 15.1250
2758.08 16.1285
2769.01 17.2371
2779.94 18.4690
2785.41 19.1375
2790.87 19.8458
2796.34 20.5906
2801.80 21.3802
2807.27 22.2213
2812.73 23.1082
2818.19 24.0493
2823.66 25.0560
2829.12 26.1227
2834.59 27.2549
2842.54 29.0444
2850.48 31.0142
2858.43 33.1888
2866.38 35.5957
2874.33 38.2612
2878.30 39.7015
2882.28 41.2290
2886.25 42.8436
2890.23 44.5517
2894.20 46.3602
2898.17 48.2768
2903.64 51.1044
2909.10 54.1757
2914.57 57.5182
2920.03 61.1621
2925.50 65.1427
2930.96 69.4990
2936.43 74.2772
2941.89 79.5261
2947.36 85.3071
2952.82 91.6831
2958.29 98.7324
2963.75 106.539
2966.48 110.757
2969.21 115.200
2971.95 119.885
2974.68 124.825
2977.41 130.038
2980.14 135.538
2982.88 141.342
2985.61 147.469
2988.31 153.857
2991.00 160.594
2993.70 167.701
2996.40 175.201
2999.09 183.114
3001.79 191.452
3004.49 200.242
3007.19 209.499
3009.88 219.240
3012.58 229.478
3015.28 240.225
3017.97 251.481
3023.37 275.560
3028.76 301.634
3034.92 333.677
3041.07 367.069
3047.23 401.049
3053.38 433.863
3056.46 449.169
3059.54 463.341
3062.61 476.074
3065.69 487.067
3068.77 496.046
3071.85 502.773
3074.92 507.070
3078.00 508.818
3081.08 507.978
3084.16 504.591
3087.23 498.773
3090.31 490.707
3093.39 480.619
3096.47 468.787
3099.54 455.504
3102.62 441.070
3108.77 409.882
3114.93 377.366
3121.08 345.222
3127.24 314.229
3132.77 288.233
3135.54 275.949
3138.30 264.169
3141.07 252.899
3143.83 242.126
3146.60 231.850
3149.37 222.070
3152.13 212.760
3154.90 203.911
3157.66 195.507
3160.43 187.529
3163.19 179.953
3165.96 172.767
3168.73 165.947
3171.49 159.477
3174.32 153.207
3177.14 147.263
3179.97 141.625
3182.80 136.282
3185.62 131.210
3188.45 126.397
3191.28 121.826
3194.10 117.487
3199.76 109.440
3205.41 102.160
3211.06 95.5600
3216.72 89.5636
3222.37 84.1054
3228.02 79.1256
3233.67 74.5731
3239.33 70.4032
3244.98 66.5753
3250.63 63.0550
3256.29 59.8112
3261.94 56.8163
3266.05 54.7806
3270.16 52.8560
3274.27 51.0339
3278.39 49.3081
3282.50 47.6715
3286.61 46.1252
3294.83 43.2542
3303.05 40.6493
3311.28 38.2854
3319.50 36.1333
3327.72 34.1694
3333.37 32.9207
3339.03 31.7411
3344.68 30.6246
3350.33 29.5764
3355.99 28.5851
3361.64 27.6427
3367.29 26.7540
3372.94 25.9128
3378.60 25.1105
3384.25 24.3504
3395.56 22.9419
3406.86 21.6650
3418.17 20.5013
3429.47 19.4428
3440.78 18.4728
3452.09 17.5829
3463.39 16.7662
3474.70 16.0115
3486.00 15.3154
3497.31 14.6709
3508.62 14.0719
3519.41 13.5438
3530.20 13.0477
3540.99 12.5853
3551.79 12.1452
3562.58 11.7374
3573.37 11.3544
3584.16 10.9888
3594.95 10.6492
3616.54 10.0207
3627.33 9.73446
3638.12 9.46196
3648.91 9.20112
3659.71 8.95728
3681.29 8.50038
3703.90 8.07057
3715.21 7.86916
3726.51 7.67942
3749.13 7.32369
3771.74 7.00060
3794.35 6.70323
3816.96 6.43132
3839.57 6.18088
3862.18 5.94882
3883.77 5.74451
3905.35 5.55394
3926.94 5.37571
3948.52 5.20986
3970.11 5.05458
3991.69 4.90866
4013.27 4.77224
4024.07 4.70720
4034.86 4.64409
4043.08 4.59758
4051.30 4.55227
4059.53 4.50819
4067.75 4.46536
4075.97 4.42386
4084.19 4.38371
4092.42 4.34511
4100.64 4.30832
4104.75 4.29070
4108.86 4.27368
4112.46 4.25933
4116.06 4.24557
4119.65 4.23246
4123.25 4.22011
4126.85 4.20872
4130.45 4.19845
4134.04 4.18954
4137.64 4.18234
4139.70 4.17915
4141.75 4.17678
4143.81 4.17536
4145.86 4.17506
4147.92 4.17607
4149.97 4.17865
4152.03 4.18310
4154.08 4.18987
4156.14 4.19955
4158.20 4.21283
4159.55 4.22398
4160.89 4.23743
4162.24 4.25364
4163.59 4.27315
4164.94 4.29665
4166.29 4.32500
4167.64 4.35935
4168.99 4.40121
4169.70 4.42682
4170.40 4.45536
4171.11 4.48736
4171.81 4.52324
4172.52 4.56371
4173.23 4.60940
4173.93 4.66134
4174.64 4.72049
4175.22 4.77539
4175.80 4.83692
4176.38 4.90629
4176.95 4.98487
4177.53 5.07453
4178.11 5.17709
4178.69 5.29540
4178.98 5.36151
4179.27 5.43294
4179.62 5.52858
4179.97 5.63412
4180.33 5.75173
4180.68 5.88268
4181.03 6.03008
4181.39 6.19606
4181.74 6.38477
4182.09 6.60101
4182.27 6.72168
4182.45 6.85178
4182.62 6.99239
4182.80 7.14388
4182.98 7.30942
4183.15 7.48879
4183.33 7.68594
4183.51 7.90084
4183.68 8.13847
4183.86 8.40059
4184.04 8.69056
4184.21 9.01028
4184.39 9.36773
4184.57 9.76376
4184.74 10.2084
4184.92 10.7028
4185.02 11.0000
4185.11 11.3130
4185.21 11.6496
4185.31 12.0042
4185.40 12.3856
4185.50 12.7874
4185.59 13.2150
4185.69 13.6699
4185.79 14.1591
4185.88 14.6740
4185.98 15.2274
4186.08 15.8095
4186.17 16.4343
4186.27 17.0910
4186.37 17.7875
4186.46 18.5259
4186.55 19.2494
4186.64 20.0033
4186.73 20.8060
4186.82 21.6411
4186.90 22.5288
4186.99 23.4506
4187.08 24.4175
4187.17 25.4307
4187.26 26.5037
4187.35 27.6132
4187.43 28.7721
4187.52 29.9812
4187.70 32.5672
4187.87 35.3453
4188.02 37.7893
4188.16 40.3535
4188.31 43.0704
4188.45 45.8975
4188.60 48.8670
4188.74 51.9288
4189.03 58.3663
4189.38 66.6335
4189.74 75.0320
4190.09 83.2676
4190.27 87.1959
4190.44 90.9108
4190.62 94.3668
4190.79 97.5386
4190.97 100.381
4191.14 102.841
4191.33 105.025
4191.52 106.712
4191.70 107.873
4191.89 108.486
4192.00 108.590
4192.03 108.582
4192.12 108.473
4192.21 108.237
4192.39 107.380
4192.57 106.025
4192.74 104.205
4192.89 102.435
4193.03 100.416
4193.17 98.1402
4193.31 95.6604
4193.58 90.3645
4193.85 84.5181
4194.22 75.9720
4194.59 67.2006
4194.86 60.8316
4195.13 54.6735
4195.40 48.8322
4195.54 46.0665
4195.67 43.4069
4195.81 40.8410
4195.95 38.3933
4196.08 36.0667
4196.22 33.8788
4196.35 31.7974
4196.49 29.8524
4196.62 28.0134
4196.76 26.3050
4196.86 25.0547
4196.97 23.8712
4197.07 22.7525
4197.18 21.7063
4197.28 20.7103
4197.39 19.7811
4197.49 18.8985
4197.60 18.0768
4197.70 17.2978
4197.81 16.5673
4197.91 15.8826
4198.02 15.2473
4198.12 14.6468
4198.22 14.0902
4198.33 13.5646
4198.43 13.0777
4198.57 12.4883
4198.70 11.9523
4198.84 11.4574
4198.98 11.0073
4199.11 10.5915
4199.25 10.2129
4199.38 9.86267
4199.52 9.54322
4199.65 9.24715
4199.79 8.97644
4199.92 8.72490
4200.06 8.49424
4200.20 8.27925
4200.33 8.08149
4200.47 7.89653
4200.60 7.72580
4200.76 7.53732
4200.92 7.36465
4201.08 7.20506
4201.24 7.05718
4201.40 6.91983
4201.56 6.79197
4201.88 6.56113
4202.20 6.35852
4202.52 6.17933
4202.84 6.01979
4203.16 5.87689
4203.43 5.76706
4203.70 5.66620
4203.98 5.57329
4204.25 5.48745
4204.52 5.40794
4204.79 5.33411
4205.33 5.20131
4205.87 5.08536
4206.41 4.98339
4206.96 4.89314
4207.50 4.81294
4208.14 4.72871
4208.78 4.65448
4209.42 4.58846
4210.06 4.52959
4210.70 4.47667
4211.34 4.42903
4211.98 4.38580
4212.62 4.34654
4213.71 4.28761
4214.79 4.23657
4215.87 4.19199
4216.96 4.15275
4218.04 4.11790
4219.12 4.08679
4220.21 4.05879
4221.29 4.03349
4223.06 3.99685
4224.84 3.96507
4226.61 3.93712
4228.38 3.91227
4230.16 3.88994
4231.93 3.86972
4233.70 3.85125
4235.48 3.83425
4238.43 3.80860
4241.39 3.78563
4244.35 3.76478
4247.30 3.74564
4250.26 3.72783
4253.21 3.71110
4256.17 3.69529
4259.12 3.68026
4263.46 3.65937
4267.79 3.63961
4272.13 3.62076
4276.46 3.60267
4280.80 3.58521
4285.13 3.56830
4293.80 3.53583
4299.32 3.51594
4304.84 3.49654
4315.87 3.45902
4326.91 3.42293
4337.94 3.38806
4348.97 3.35433
4360.01 3.32141
4371.04 3.28933
4382.08 3.25803
4397.05 3.21673
4412.03 3.17666
4441.98 3.09987
4471.93 3.02692
4501.88 2.95774
4531.83 2.89173
4561.78 2.82863
4591.73 2.76819
4621.68 2.71027
4645.33 2.66628
4668.97 2.62427
4692.62 2.58244
4716.26 2.54265
4763.55 2.46561
4810.84 2.39267
4858.13 2.32342
4905.42 2.25748
4952.71 2.19454
5000.00 2.13434
5042.35 2.08263
5084.70 2.03270
5127.05 1.98438
5169.40 1.93753
5254.10 1.84781
5338.80 1.76275
5423.50 1.68227
5508.20 1.60450
5592.90 1.52955
5677.60 1.45703
5750.20 1.39675
5822.80 1.33754
5895.40 1.27925
5968.00 1.22179
6052.70 1.15580
6137.40 1.09050
6222.10 1.02570
6306.80 0.961204
6391.50 0.896984
6476.20 0.832886
6560.90 0.768875
6645.60 0.704980
6709.13 0.657228
6772.65 0.609722
6836.18 0.562610
6899.70 0.516238
6963.23 0.470921
7026.75 0.427100
7090.28 0.385772
7122.04 0.366262
7153.80 0.347687
7181.03 0.332871
7208.25 0.319154
7235.48 0.306705
7262.70 0.295736
7276.31 0.290779
7289.93 0.286500
7303.54 0.282581
7317.15 0.279298
7344.38 0.274498
7357.99 0.273092
7371.60 0.272541
7383.70 0.272765
7395.80 0.273713
7407.90 0.275442
7420.00 0.278014
7436.64 0.283086
7453.28 0.290038
7469.91 0.299135
7478.23 0.304575
7486.55 0.310676
7494.87 0.317383
7503.19 0.324818
7511.51 0.333059
7519.83 0.342027
7528.14 0.351829
7536.46 0.362608
7544.78 0.374277
7553.10 0.386904
7560.66 0.399421
7568.23 0.412784
7575.79 0.427123
7583.35 0.442618
7590.91 0.459065
7598.48 0.476786
7606.04 0.495764
7613.60 0.515912
7621.16 0.537655
7628.73 0.560742
7636.29 0.585384
7643.85 0.611876
7651.41 0.639903
7658.98 0.669962
7666.54 0.701717
7674.10 0.735892
7682.42 0.776152
7690.74 0.819392
7699.06 0.865841
7707.38 0.915741
7715.69 0.969372
7724.01 1.02703
7732.33 1.08904
7740.65 1.15574
7748.97 1.22757
7757.29 1.30493
7765.61 1.38831
7773.93 1.47825
7782.24 1.57535
7790.56 1.68026
7798.88 1.79373
7807.20 1.91656
7815.52 2.04972
7823.84 2.19422
7832.16 2.35125
7840.48 2.52212
7848.79 2.70838
7857.11 2.91174
7865.43 3.13417
7873.75 3.37788
7882.07 3.64558
7890.39 3.94022
7898.71 4.26535
7902.87 4.44058
7907.03 4.62504
7911.19 4.81936
7915.34 5.02416
7919.50 5.24031
7923.66 5.46846
7927.82 5.70962
7931.98 5.96470
7936.14 6.23475
7940.30 6.52093
7946.73 6.99819
7953.16 7.52246
7959.59 8.10011
7966.01 8.73850
7969.23 9.08311
7972.44 9.44605
7975.66 9.82762
7978.87 10.2298
7982.08 10.6562
7985.30 11.1080
7988.51 11.5866
7991.73 12.0940
7995.89 12.7973
8000.04 13.5585
8004.20 14.3843
8008.36 15.2818
8012.52 16.2601
8016.68 17.3285
8020.84 18.4988
8025.00 19.7841
8029.16 21.2005
8033.32 22.7652
8037.48 24.5003
8039.56 25.4392
8041.64 26.4300
8043.72 27.4772
8045.80 28.5848
8047.88 29.7572
8049.96 30.9988
8052.04 32.3163
8054.12 33.7142
8056.20 35.2003
8058.28 36.7804
8061.30 39.2642
8064.33 41.9907
8067.35 44.9891
8070.38 48.2902
8073.40 51.9282
8074.91 53.8880
8076.43 55.9487
8077.94 58.1189
8079.45 60.4016
8080.96 62.8052
8082.48 65.3321
8084.60 69.1133
8086.73 73.1681
8088.86 77.5132
8090.99 82.1613
8093.12 87.1216
8095.24 92.3972
8097.37 97.9831
8099.50 103.862
8102.59 112.841
8105.68 122.184
8108.76 131.609
8111.85 140.714
8113.39 144.987
8114.94 148.963
8116.48 152.555
8118.03 155.673
8119.57 158.238
8121.11 160.169
8122.66 161.399
8124.20 161.873
8126.10 161.363
8128.00 159.621
8129.43 157.519
8130.85 154.771
8132.28 151.425
8133.70 147.540
8135.13 143.183
8136.55 138.429
8137.98 133.356
8139.40 128.044
8142.25 117.002
8145.10 105.842
8147.95 94.9814
8149.38 89.7656
8150.80 84.7329
8152.12 80.2450
8153.44 75.9419
8154.77 71.8299
8156.09 67.9120
8157.41 64.1888
8158.73 60.6585
8160.05 57.3179
8161.38 54.1622
8162.70 51.1855
8164.02 48.3813
8165.34 45.7426
8166.66 43.2621
8167.99 40.9322
8169.31 38.7455
8170.63 36.6945
8171.95 34.7719
8173.28 32.9589
8174.61 31.2620
8175.95 29.6747
8177.28 28.1906
8178.61 26.8037
8179.94 25.5085
8181.27 24.2995
8182.60 23.1719
8183.93 22.1210
8185.26 21.1423
8186.59 20.2318
8187.92 19.3857
8189.26 18.6004
8190.59 17.8726
8191.92 17.1994
8193.25 16.5782
8194.58 16.0055
8195.91 15.4793
8197.24 14.9975
8198.57 14.5578
8199.90 14.1583
8201.23 13.7974
8202.56 13.4732
8203.90 13.1844
8205.23 12.9294
8206.56 12.7072
8207.89 12.5164
8209.22 12.3560
8210.55 12.2251
8211.88 12.1228
8213.21 12.0482
8214.54 12.0007
8216.48 11.9786
8217.81 11.9950
8219.14 12.0366
8220.47 12.1029
8221.80 12.1937
8224.47 12.4473
8227.13 12.7960
8229.79 13.2389
8232.45 13.7759
8235.11 14.4078
8237.77 15.1356
8240.44 15.9619
8243.10 16.8892
8245.76 17.9206
8248.42 19.0602
8251.08 20.3122
8253.75 21.6819
8256.41 23.1747
8259.07 24.7961
8261.73 26.5539
8264.39 28.4546
8267.06 30.5055
8269.72 32.7146
8272.38 35.0897
8275.04 37.6390
8277.70 40.3704
8280.37 43.2918
8282.38 45.6376
8284.40 48.1003
8286.42 50.6835
8288.44 53.3905
8290.46 56.2220
8292.47 59.1758
8296.51 65.4421
8300.54 72.1840
8304.58 79.3685
8308.62 86.9395
8312.65 94.8020
8316.44 102.350
8320.24 109.912
8324.03 117.329
8327.83 124.419
8331.62 130.993
8335.41 136.861
8339.21 141.855
8343.00 145.844
8345.85 148.101
8348.69 149.672
8351.54 150.557
8354.38 150.789
8357.23 150.404
8360.07 149.432
8362.92 147.916
8365.76 145.916
8368.61 143.491
8371.46 140.706
8377.15 134.309
8382.84 127.181
8388.53 119.752
8394.22 112.305
8399.91 105.041
8404.28 99.6782
8408.65 94.5524
8413.02 89.6856
8417.39 85.0898
8421.77 80.7645
8426.14 76.7071
8430.51 72.9072
8434.88 69.3547
8439.17 66.0974
8443.45 63.0514
8447.74 60.2033
8452.03 57.5398
8456.31 55.0480
8460.60 52.7158
8464.89 50.5314
8469.17 48.4846
8472.88 46.8189
8476.58 45.2447
8480.28 43.7567
8483.98 42.3425
8487.69 40.9975
8491.39 39.7202
8495.09 38.5068
8498.79 37.3528
8502.50 36.2545
8506.20 35.2090
8509.90 34.2123
8513.60 33.2623
8521.01 31.4897
8528.41 29.8713
8532.70 28.9979
8536.99 28.1672
8541.27 27.3765
8545.56 26.6233
8554.13 25.2202
8562.71 23.9409
8571.28 22.7711
8579.86 21.6984
8588.43 20.7121
8597.00 19.8029
8607.14 18.8167
8617.27 17.9155
8627.40 17.0894
8637.53 16.3302
8647.67 15.6303
8657.80 14.9885
8667.93 14.3880
8678.07 13.8310
8686.64 13.3916
8695.21 12.9766
8703.79 12.5838
8712.36 12.2144
8720.94 11.8647
8729.51 11.5322
8738.08 11.2179
8746.66 10.9199
8763.80 10.3652
8780.95 9.86286
8798.10 9.40534
8815.25 8.98643
8832.40 8.60305
8849.54 8.24977
8866.69 7.92374
8883.84 7.62249
8900.99 7.34243
8918.13 7.08229
8935.28 6.83979
8952.43 6.61331
8969.58 6.40310
8986.73 6.20401
9003.87 6.01532
9021.02 5.84008
9055.32 5.51632
9089.61 5.22819
9123.91 4.96718
9158.20 4.73221
9192.50 4.51862
9226.79 4.32286
9261.09 4.14460
9295.38 3.98007
9329.68 3.82825
9363.98 3.68834
9398.27 3.55799
9432.57 3.43725
9466.86 3.32481
9501.16 3.21964
9538.57 3.11341
9575.98 3.01435
9610.28 2.93026
9644.58 2.85159
9678.87 2.77837
9713.17 2.71069
9747.46 2.64794
9781.76 2.59071
9816.05 2.53889
9850.35 2.49252
9887.76 2.44944
9925.17 2.41403
9962.59 2.38871
9981.29 2.37986
10000.0 2.37392
10016.0 2.37178
10035.9 2.37320
10055.8 2.37960
10075.8 2.39159
10095.7 2.41025
10115.6 2.43701
10135.6 2.47312
