Sn-124(n,g) ENDFB-8.0
Energy(eV) XS(b)
1.00000E-05 6.86695
1.03125E-05 6.76211
1.06250E-05 6.66192
1.09375E-05 6.56606
1.12500E-05 6.47422
1.15625E-05 6.38614
1.18750E-05 6.30155
1.21875E-05 6.22023
1.25000E-05 6.14199
1.28125E-05 6.06662
1.31250E-05 5.99397
1.34375E-05 5.92386
1.37500E-05 5.85616
1.43750E-05 5.72743
1.50000E-05 5.60684
1.56250E-05 5.49356
1.62500E-05 5.38688
1.68750E-05 5.28618
1.75000E-05 5.19093
1.81250E-05 5.10064
1.87500E-05 5.01491
1.93750E-05 4.93336
2.00000E-05 4.85567
2.09375E-05 4.74572
2.18750E-05 4.64291
2.28125E-05 4.54650
2.37500E-05 4.45587
2.46875E-05 4.37044
2.56250E-05 4.28975
2.65625E-05 4.21337
2.75000E-05 4.14093
2.84375E-05 4.07210
2.93750E-05 4.00659
3.03125E-05 3.94415
3.12500E-05 3.88454
3.21875E-05 3.82755
3.31250E-05 3.77300
3.40625E-05 3.72071
3.50000E-05 3.67054
3.59375E-05 3.62235
3.68750E-05 3.57601
3.78125E-05 3.53140
3.87500E-05 3.48842
3.96875E-05 3.44697
4.06250E-05 3.40696
4.25000E-05 3.33096
4.43750E-05 3.25983
4.62500E-05 3.19307
4.81250E-05 3.13025
5.00000E-05 3.07100
5.15625E-05 3.02411
5.31250E-05 2.97930
5.46875E-05 2.93643
5.62500E-05 2.89536
5.78125E-05 2.85597
5.93750E-05 2.81814
6.09375E-05 2.78178
6.25000E-05 2.74678
6.40625E-05 2.71308
6.56250E-05 2.68059
6.71875E-05 2.64923
6.87500E-05 2.61895
7.18750E-05 2.56139
7.50000E-05 2.50746
7.81250E-05 2.45680
8.12500E-05 2.40909
8.43750E-05 2.36406
8.75000E-05 2.32146
9.06250E-05 2.28108
9.37500E-05 2.24274
9.68750E-05 2.20627
0.000100000 2.17152
0.000103125 2.13837
0.000106250 2.10669
0.000109375 2.07637
0.000112500 2.04733
0.000115625 2.01948
0.000118750 1.99273
0.000121875 1.96701
0.000125000 1.94227
0.000128125 1.91844
0.000131250 1.89546
0.000134375 1.87329
0.000137500 1.85188
0.000143750 1.81118
0.000150000 1.77304
0.000156250 1.73722
0.000162500 1.70348
0.000168750 1.67164
0.000175000 1.64152
0.000181250 1.61297
0.000187500 1.58586
0.000193750 1.56007
0.000200000 1.53550
0.000209375 1.50073
0.000218750 1.46822
0.000228125 1.43774
0.000237500 1.40907
0.000246875 1.38206
0.000256250 1.35654
0.000265625 1.33239
0.000275000 1.30948
0.000284375 1.28772
0.000293750 1.26700
0.000303125 1.24725
0.000312500 1.22840
0.000321875 1.21038
0.000331250 1.19313
0.000340625 1.17660
0.000350000 1.16073
0.000359375 1.14549
0.000368750 1.13084
0.000378125 1.11673
0.000387500 1.10314
0.000396875 1.09003
0.000406250 1.07738
0.000425000 1.05335
0.000443750 1.03086
0.000462500 1.00974
0.000481250 0.989878
0.000500000 0.971141
0.000515625 0.956314
0.000531250 0.942146
0.000546875 0.928589
0.000562500 0.915602
