Ir-193(n,tot) ENDFB-8.0
6.53775 13.9661
6.57836 13.8413
6.61897 13.7300
6.65957 13.6321
6.70018 13.5484
6.74078 13.4804
6.78139 13.4287
6.82755 13.3907
6.87372 13.3773
6.91988 13.3916
6.96604 13.4379
7.01221 13.5214
7.03529 13.5793
7.05837 13.6496
7.08145 13.7338
7.10454 13.8336
7.12762 13.9509
7.15070 14.0880
7.17514 14.2576
7.19958 14.4559
7.22402 14.6877
7.24846 14.9586
7.27290 15.2754
7.29734 15.6467
7.30956 15.8560
7.32178 16.0832
7.33400 16.3300
7.34622 16.5986
7.36066 16.9473
7.37510 17.3342
7.38954 17.7647
7.40398 18.2449
7.41842 18.7822
7.43286 19.3854
7.44730 20.0650
7.46174 20.8339
7.47486 21.6231
7.48798 22.5132
7.49454 23.0014
7.50110 23.5217
7.50766 24.0769
7.51421 24.6700
7.52077 25.3048
7.52733 25.9850
7.53389 26.7151
7.54045 27.4999
7.54701 28.3453
7.55357 29.2573
7.56013 30.2434
7.56669 31.3116
7.57593 32.9741
7.58055 33.8829
7.58517 34.8494
7.58979 35.8786
7.59441 36.9759
7.59903 38.1475
7.60364 39.4001
7.60826 40.7417
7.61288 42.1801
7.61750 43.7249
7.62212 45.3866
7.62674 47.1768
7.63136 49.1084
7.63598 51.1959
7.64060 53.4552
7.64421 55.3557
7.64783 57.3817
7.65145 59.5430
7.65507 61.8504
7.65868 64.3154
7.66230 66.9504
7.66592 69.7683
7.66953 72.7821
7.67315 76.0081
7.67677 79.4607
7.68038 83.1557
7.68400 87.1084
7.68762 91.3377
7.69123 95.8593
7.69485 100.690
7.69847 105.846
7.70265 112.245
7.70684 119.127
7.71103 126.512
7.71522 134.418
7.71941 142.860
7.72359 151.846
7.72778 161.379
7.73197 171.452
7.73578 181.074
7.73958 191.115
7.74720 212.362
7.75481 234.925
7.76243 258.395
7.77085 284.771
7.77927 310.737
7.78769 335.287
7.79190 346.698
7.79611 357.353
7.80034 367.182
7.80458 375.986
7.80882 383.650
7.81305 390.069
7.81729 395.157
7.82153 398.842
7.82576 401.073
7.83000 401.820
7.83462 400.930
7.83924 398.279
7.84387 393.915
7.84849 387.914
7.85311 380.378
7.85773 371.432
7.86235 361.220
7.86698 349.905
7.87214 336.157
7.87731 321.485
7.88764 290.345
7.89797 258.349
7.90829 227.092
7.91399 210.629
7.91969 194.915
7.92538 180.060
7.93108 166.136
7.93677 153.183
7.94247 141.220
7.94816 130.233
7.95101 125.097
7.95386 120.194
7.95670 115.517
7.95955 111.060
7.96240 106.816
7.96525 102.779
7.96810 98.9388
7.97094 95.2907
7.97379 91.8240
7.97664 88.5331
7.97949 85.4077
7.98233 82.4411
7.98518 79.6257
7.98803 76.9548
7.99372 72.0132
7.99942 67.5601
8.00278 65.1365
8.00615 62.8560
8.00952 60.7077
8.01288 58.6840
8.01625 56.7754
8.01961 54.9751
8.02298 53.2753
8.02634 51.6692
8.03307 48.7128
8.03980 46.0607
8.04653 43.6740
8.05326 41.5192
8.05896 39.8550
8.06466 38.3212
8.07035 36.9042
8.07605 35.5923
8.08174 34.3750
8.08744 33.2437
8.09313 32.1902
8.09883 31.2073
8.10452 30.2886
8.11022 29.4289
8.11591 28.6228
8.12161 27.8661
8.12730 27.1544
8.13300 26.4845
8.13869 25.8529
8.14439 25.2568
8.15474 24.2552
8.16510 23.3480
8.17545 22.5237
8.18581 21.7721
8.19616 21.0847
8.20652 20.4543
8.21687 19.8747
8.22723 19.3402
8.23862 18.7989
8.25001 18.3012
8.26140 17.8424
8.27279 17.4184
8.28418 17.0256
8.29557 16.6609
8.30696 16.3217
8.31835 16.0056
8.32974 15.7104
8.34113 15.4343
8.35252 15.1756
8.36391 14.9328
8.38670 14.4900
8.40948 14.0966
8.43306 13.7337
8.45664 13.4092
8.48022 13.1179
8.50380 12.8549
8.52541 12.6356
8.54703 12.4343
8.56864 12.2491
8.59026 12.0782
8.61187 11.9200
8.63349 11.7732
8.65510 11.6368
8.67671 11.5096
8.71994 11.2798
8.76317 11.0778
8.80640 10.8990
8.84963 10.7396
8.88425 10.6240
8.91887 10.5177
8.95349 10.4198
8.98811 10.3295
9.05735 10.1678
9.12659 10.0270
9.19583 9.90367
9.26507 9.79515
9.33431 9.69919
9.40355 9.61406
9.46154 9.55008
9.51953 9.49208
9.57752 9.43953
9.63551 9.39199
9.75148 9.31061
9.86746 9.24591
9.93373 9.21595
10.0000 9.19098
10.1117 9.15990
10.2234 9.14278
10.3350 9.14047
10.3909 9.14525
10.4467 9.15427
10.5026 9.16783
10.5584 9.18623
10.6142 9.20988
10.6701 9.23923
10.7259 9.27484
10.7817 9.31732
10.8376 9.36730
10.8934 9.42546
10.9493 9.49316
11.0051 9.57192
11.0609 9.66308
11.1168 9.76827
11.1726 9.88964
11.2284 10.0297
11.2843 10.1916
11.3401 10.3792
11.3807 10.5343
11.4213 10.7077
11.4619 10.9018
11.5026 11.1198
11.5432 11.3653
11.5838 11.6424
11.6244 11.9562
11.6447 12.1288
11.6650 12.3131
11.6929 12.5876
11.7208 12.8894
11.7488 13.2220
11.7767 13.5897
11.8046 13.9972
11.8325 14.4501
11.8604 14.9552
11.8884 15.5206
11.9036 15.8578
11.9188 16.2174
11.9340 16.6018
11.9493 17.0127
11.9658 17.4935
11.9824 18.0126
11.9990 18.5740
12.0155 19.1822
12.0321 19.8430
12.0487 20.5624
12.0652 21.3473
12.0818 22.2055
12.0970 23.0658
12.1122 24.0046
12.1274 25.0320
12.1425 26.1586
12.1577 27.3993
12.1729 28.7690
12.1881 30.2863
12.2033 31.9720
12.2180 33.7957
12.2328 35.8327
12.2401 36.9419
12.2475 38.1181
12.2549 39.3668
12.2623 40.6942
12.2696 42.1073
12.2770 43.6135
12.2844 45.2215
12.2917 46.9407
12.2991 48.7820
12.3065 50.7573
12.3138 52.8803
12.3212 55.1665
12.3273 57.1877
12.3334 59.3431
12.3395 61.6450
12.3455 64.1032
12.3516 66.7414
12.3577 69.5735
12.3638 72.6193
12.3698 75.8956
12.3759 79.4388
12.3820 83.2725
12.3881 87.4295
12.3941 91.9394
12.4002 96.8591
12.4063 102.220
12.4124 108.095
12.4184 114.526
12.4248 121.957
12.4312 130.175
12.4376 139.283
12.4439 149.377
12.4503 160.612
12.4535 166.684
12.4566 173.090
12.4598 179.869
12.4630 187.000
12.4662 194.522
12.4694 202.456
12.4740 214.790
12.4786 228.110
12.4833 242.484
12.4879 257.979
12.4911 269.342
12.4943 281.252
12.4975 293.804
12.5006 306.938
12.5038 320.755
12.5070 335.184
12.5102 350.283
12.5134 366.063
12.5166 382.588
12.5197 399.760
12.5229 417.634
12.5261 436.211
12.5293 455.548
12.5325 475.517
12.5356 496.165
12.5388 517.475
12.5420 539.495
12.5452 562.061
12.5484 585.280
12.5516 608.969
12.5548 633.232
12.5579 657.867
12.5643 708.248
12.5707 759.751
12.5770 811.606
12.5834 863.286
12.5898 913.874
12.6000 990.936
12.6051 1026.60
12.6102 1059.81
12.6144 1084.96
12.6185 1107.91
12.6227 1128.55
12.6269 1146.62
12.6311 1162.01
12.6353 1174.53
12.6395 1184.10
12.6436 1190.62
12.6500 1194.58
12.6540 1193.35
12.6580 1189.29
12.6620 1182.41
12.6659 1172.82
12.6707 1157.81
12.6755 1139.22
12.6803 1117.25
12.6850 1092.15
12.6898 1064.24
12.6946 1033.82
12.6993 1001.23
12.7041 966.811
12.7127 901.739
12.7212 833.993
12.7297 765.269
12.7383 697.379
12.7468 631.561
12.7553 569.075
12.7596 539.282
12.7639 510.586
12.7681 483.044
12.7724 456.757
12.7774 427.171
12.7825 399.365
12.7875 373.225
12.7926 348.829
12.7976 326.040
12.8027 304.892
12.8077 285.273
12.8127 267.110
12.8170 252.802
12.8213 239.432
12.8256 226.948
12.8298 215.326
12.8341 204.462
12.8384 194.332
12.8426 184.889
12.8469 176.107
12.8512 167.898
12.8554 160.243
12.8597 153.101
12.8640 146.449
12.8682 140.220
12.8725 134.398
12.8768 128.951
12.8810 123.862
12.8853 119.082
12.8896 114.597
12.8938 110.385
12.8981 106.435
12.9024 102.709
12.9066 99.1979
12.9109 95.8871
12.9152 92.7684
12.9237 87.0183
12.9322 81.8664
12.9408 77.2261
12.9493 73.0306
12.9563 69.8843
12.9633 66.9761
12.9703 64.2742
12.9772 61.7660
12.9842 59.4264
12.9912 57.2463
12.9982 55.2081
13.0052 53.2995
13.0122 51.5069
13.0191 49.8254
13.0261 48.2437
13.0331 46.7538
13.0401 45.3466
13.0471 44.0196
13.0610 41.5773
13.0696 40.2086
13.0781 38.9266
13.0866 37.7213
13.0952 36.5892
13.1037 35.5220
13.1122 34.5170
13.1208 33.5672
13.1293 32.6706
13.1464 31.0181
13.1634 29.5330
13.1805 28.1931
13.1976 26.9808
13.2084 26.2671
13.2193 25.5956
13.2302 24.9625
13.2410 24.3648
13.2628 23.2652
13.2845 22.2798
13.3062 21.3925
13.3279 20.5915
13.3497 19.8655
13.3714 19.2061
13.3884 18.7295
13.4055 18.2861
13.4226 17.8730
13.4397 17.4878
13.4567 17.1282
13.4738 16.7924
13.4909 16.4785
13.5079 16.1850
13.5250 15.9105
13.5421 15.6537
13.5762 15.1890
13.6104 14.7835
13.6445 14.4318
13.6693 14.2071
13.6941 14.0075
13.7190 13.8323
13.7438 13.6812
13.7686 13.5544
13.7935 13.4527
13.8183 13.3774
13.8431 13.3307
13.8664 13.3157
13.8897 13.3322
13.9129 13.3854
13.9246 13.4279
13.9362 13.4824
13.9479 13.5503
13.9595 13.6331
13.9711 13.7328
13.9828 13.8516
13.9944 13.9923
14.0061 14.1582
14.0177 14.3534
14.0293 14.5827
14.0417 14.8726
14.0542 15.2181
14.0604 15.4157
14.0666 15.6322
14.0728 15.8697
14.0790 16.1301
14.0852 16.4170
14.0914 16.7330
14.0976 17.0816
14.1038 17.4660
14.1100 17.8918
14.1162 18.3624
14.1224 18.8848
14.1286 19.4631
14.1329 19.8978
14.1372 20.3647
14.1414 20.8663
14.1457 21.4037
14.1500 21.9819
14.1542 22.6026
14.1585 23.2683
14.1628 23.9802
14.1670 24.7443
14.1713 25.5619
14.1756 26.4356
14.1798 27.3659
14.1841 28.3595
14.1884 29.4141
14.1926 30.5366
14.1969 31.7236
14.2020 33.2191
14.2070 34.8088
14.2120 36.4991
14.2171 38.2827
14.2221 40.1643
14.2272 42.1329
14.2322 44.1869
14.2373 46.3194
14.2458 50.0862
14.2543 53.9933
14.2714 61.9559
14.2745 63.3808
14.2848 67.9411
14.2950 72.1191
14.3001 74.0117
14.3053 75.7395
14.3104 77.2889
14.3155 78.6352
14.3219 80.0081
14.3283 81.0170
14.3346 81.6454
14.3410 81.8788
14.3463 81.7700
14.3516 81.3893
14.3569 80.7420
14.3621 79.8373
14.3674 78.6877
14.3727 77.3086
14.3780 75.7183
14.3833 73.9374
14.3930 70.2237
14.4036 65.7292
14.4141 60.9393
14.4352 51.1845
14.4448 46.9500
14.4544 42.9531
14.4592 41.0602
14.4639 39.2500
14.4687 37.5221
14.4735 35.8788
14.4775 34.5761
14.4815 33.3333
14.4854 32.1503
14.4894 31.0292
14.4934 29.9635
14.4974 28.9549
14.5013 28.0019
14.5053 27.1053
14.5093 26.2586
14.5133 25.4623
14.5173 24.7144
14.5212 24.0145
14.5252 23.3571
14.5292 22.7433
14.5332 22.1679
14.5371 21.6319
14.5415 21.0820
14.5459 20.5742
14.5503 20.1036
14.5546 19.6701
14.5590 19.2693
14.5634 18.9009
14.5677 18.5619
14.5721 18.2503
14.5765 17.9637
14.5809 17.7017
14.5852 17.4614
14.5896 17.2424
14.5984 16.8603
14.6071 16.5448
14.6135 16.3507
14.6198 16.1831
14.6262 16.0381
14.6326 15.9124
14.6452 15.7078
14.6578 15.5432
14.6830 15.2499
14.6939 15.1100
14.7049 14.9506
14.7189 14.7104
14.7330 14.4284
14.7455 14.1461
14.7612 13.7616
14.7768 13.3604
14.7925 12.9621
14.8081 12.5841
14.8137 12.4573
14.8228 12.2610
14.8318 12.0786
14.8409 11.9106
14.8499 11.7570
14.8590 11.6175
14.8680 11.4918
14.8771 11.3789
14.8861 11.2780
14.8952 11.1877
14.9042 11.1074
14.9223 10.9723
14.9404 10.8653
14.9585 10.7809
14.9753 10.7195
14.9920 10.6714
15.0087 10.6352
15.0254 10.6098
15.0505 10.5909
15.0755 10.5950
15.1006 10.6234
15.1257 10.6791
15.1382 10.7188
15.1507 10.7674
15.1633 10.8263
15.1758 10.8968
15.1883 10.9808
15.2009 11.0805
15.2134 11.1990
15.2259 11.3400
15.2391 11.5186
15.2458 11.6217
15.2524 11.7353
15.2590 11.8608
15.2656 11.9996
15.2722 12.1535
15.2788 12.3242
15.2855 12.5142
15.2921 12.7253
15.2987 12.9609
15.3053 13.2233
15.3119 13.5165
15.3185 13.8430
15.3251 14.2078
15.3318 14.6136
15.3394 15.1412
15.3471 15.7367
15.3509 16.0619
15.3547 16.4063
15.3586 16.7708
15.3624 17.1561
15.3701 17.9911
15.3777 18.9153
15.3854 19.9310
15.3930 21.0370
15.3986 21.8986
15.4042 22.8056
15.4097 23.7551
15.4153 24.7434
15.4209 25.7656
15.4404 29.5163
15.4557 32.4723
15.4634 33.8792
15.4710 35.1976
15.4761 36.0106
15.4812 36.7637
15.4862 37.4489
15.4913 38.0587
15.4964 38.5862
15.5015 39.0254
15.5066 39.3713
15.5116 39.6194
15.5163 39.7603
15.5210 39.8144
15.5261 39.7751
15.5312 39.6344
15.5362 39.3942
15.5413 39.0577
15.5464 38.6291
15.5515 38.1137
15.5566 37.5178
15.5616 36.8497
15.5702 35.5768
15.5788 34.1565
15.5894 32.2438
15.6001 30.2453
15.6107 28.2340
15.6214 26.2750
15.6320 24.4152
15.6374 23.5354
15.6427 22.6953
15.6480 21.8942
15.6534 21.1355
15.6587 20.4204
15.6640 19.7504
15.6693 19.1230
15.6747 18.5389
15.6800 17.9971
15.6853 17.4962
15.6907 17.0347
15.6960 16.6107
15.7013 16.2223
15.7066 15.8683
15.7120 15.5451
15.7173 15.2514
15.7226 14.9853
15.7279 14.7452
15.7333 14.5284
15.7386 14.3335
15.7439 14.1589
15.7493 14.0034
15.7560 13.8298
15.7628 13.6819
15.7696 13.5573
15.7764 13.4537
15.7832 13.3697
15.7899 13.3036
15.7967 13.2543
15.8035 13.2210
15.8108 13.2021
15.8180 13.2001
15.8253 13.2148
15.8326 13.2459
15.8398 13.2939
15.8471 13.3592
15.8544 13.4426
15.8616 13.5452
15.8689 13.6684
15.8762 13.8138
15.8834 13.9836
15.8907 14.1800
15.8980 14.4060
15.9052 14.6642
15.9125 14.9587
15.9198 15.2923
15.9246 15.5391
15.9294 15.8060
15.9343 16.0952
15.9391 16.4068
15.9440 16.7434
15.9488 17.1046
15.9537 17.4924
15.9585 17.9076
15.9634 18.3523
15.9682 18.8252
15.9730 19.3289
15.9779 19.8618
15.9827 20.4260
15.9876 21.0192
15.9973 22.2929
16.0079 23.8211
16.0186 25.4604
16.0399 28.9348
16.0515 30.8354
16.0631 32.6441
16.0739 34.1639
16.0792 34.8504
16.0846 35.4783
16.0899 36.0410
16.0953 36.5324
16.1007 36.9476
16.1060 37.2819
16.1125 37.5758
16.1190 37.7435
16.1246 37.7861
16.1302 37.7360
16.1357 37.5955
16.1413 37.3683
16.1469 37.0591
16.1525 36.6741
16.1581 36.2201
16.1636 35.7058
16.1700 35.0536
16.1787 34.0790
16.1873 33.0357
16.2047 30.8776
16.2197 29.0926
16.2272 28.2722
16.2346 27.5184
16.2421 26.8395
16.2496 26.2444
16.2571 25.7394
16.2646 25.3290
16.2709 25.0584
16.2796 24.8004
16.2882 24.6763
16.2969 24.6876
16.3056 24.8358
16.3142 25.1231
16.3229 25.5536
16.3316 26.1334
16.3402 26.8714
16.3446 27.3040
16.3489 27.7800
16.3533 28.3037
16.3576 28.8753
16.3619 29.5001
16.3663 30.1783
16.3706 30.9147
16.3749 31.7130
16.3793 32.5794
16.3836 33.5144
16.3879 34.5272
16.3923 35.6185
16.3966 36.7990
16.4009 38.0694
16.4053 39.4388
16.4096 40.9140
16.4139 42.5062
16.4183 44.2155
16.4226 46.0579
16.4269 48.0330
16.4313 50.1584
16.4356 52.4328
16.4399 54.8753
16.4443 57.4831
16.4486 60.2768
16.4529 63.2517
16.4573 66.4290
16.4616 69.8015
16.4659 73.3910
16.4703 77.1866
16.4746 81.2102
16.4789 85.4464
16.4833 89.9166
16.4876 94.6001
16.4920 99.5167
16.4963 104.640
16.5050 115.526
16.5136 127.179
16.5223 139.480
16.5310 152.263
16.5396 165.322
16.5483 178.393
16.5515 183.114
16.5601 195.748
16.5688 207.707
16.5774 218.674
16.5861 228.338
16.5947 236.394
16.5990 239.752
16.6033 242.617
16.6076 244.980
16.6119 246.811
16.6163 248.103
16.6206 248.841
16.6237 249.028
16.6280 248.804
16.6323 248.024
16.6366 246.696
16.6409 244.835
16.6452 242.449
16.6495 239.569
16.6582 232.400
16.6613 229.365
16.6686 221.437
16.6760 212.530
16.6833 202.831
16.6907 192.531
16.7040 173.030
16.7172 153.270
16.7293 135.819
16.7353 127.457
16.7413 119.419
16.7474 111.720
16.7534 104.402
16.7594 97.4877
16.7654 90.9991
16.7721 84.3379
16.7787 78.1823
16.7853 72.5217
16.7920 67.3390
16.7986 62.6118
16.8052 58.3143
16.8118 54.4181
16.8185 50.8938
16.8227 48.8304
16.8269 46.8978
16.8311 45.0883
16.8354 43.3947
16.8396 41.8097
16.8438 40.3264
16.8480 38.9382
16.8522 37.6387
16.8565 36.4220
16.8607 35.2824
16.8649 34.2144
16.8691 33.2131
16.8733 32.2737
16.8776 31.3919
16.8818 30.5634
16.8860 29.7863
16.8928 28.6232
16.8996 27.5669
16.9064 26.6054
16.9133 25.7294
16.9201 24.9271
16.9269 24.1929
16.9337 23.5175
16.9405 22.8968
16.9473 22.3235
16.9541 21.7946
16.9610 21.3044
16.9678 20.8506
16.9746 20.4287
16.9814 20.0370
16.9950 19.3322
17.0037 18.9326
17.0124 18.5664
17.0210 18.2306
17.0297 17.9226
17.0384 17.6394
17.0470 17.3793
17.0644 16.9213
17.0817 16.5357
17.0990 16.2133
17.1164 15.9461
17.1337 15.7284
17.1526 15.5417
17.1715 15.4036
17.1905 15.3106
17.2094 15.2605
17.2314 15.2543
17.2535 15.3041
17.2756 15.4109
17.2976 15.5777
17.3197 15.8091
17.3417 16.1121
17.3528 16.2933
17.3638 16.4963
17.3748 16.7229
17.3859 16.9750
17.4032 17.4288
17.4205 17.9631
17.4292 18.2648
17.4379 18.5924
17.4466 18.9484
17.4552 19.3350
17.4639 19.7566
17.4726 20.2164
17.4812 20.7189
17.4899 21.2684
17.4986 21.8721
17.5072 22.5365
17.5159 23.2696
17.5246 24.0802
17.5348 25.1565
17.5450 26.3798
17.5502 27.0568
17.5553 27.7804
17.5604 28.5563
17.5655 29.3893
17.5707 30.2866
17.5758 31.2507
17.5809 32.2897
17.5860 33.4106
17.5911 34.6213
17.5963 35.9301
17.6014 37.3461
17.6065 38.8791
17.6108 40.2780
17.6152 41.7719
17.6195 43.3746
17.6238 45.0865
17.6282 46.9231
17.6325 48.8841
17.6368 50.9819
17.6412 53.2250
17.6455 55.6278
17.6498 58.1878
17.6542 60.9255
17.6585 63.8369
17.6629 66.9437
17.6672 70.2394
17.6715 73.7383
17.6758 77.4472
17.6814 82.4889
17.6869 87.8909
17.6924 93.6599
17.6979 99.7870
17.7034 106.293
17.7089 113.147
17.7145 120.362
17.7200 127.894
17.7286 140.351
17.7373 153.429
17.7460 166.956
17.7546 180.702
17.7610 190.722
17.7673 200.611
17.7759 213.788
17.7846 226.221
17.7932 237.595
17.8019 247.606
17.8105 255.955
17.8191 262.429
17.8234 264.903
17.8277 266.836
17.8321 268.222
17.8364 269.046
17.8395 269.290
17.8438 269.138
17.8481 268.422
17.8525 267.145
17.8568 265.325
17.8654 260.104
17.8740 252.925
17.8791 247.830
17.8843 242.177
17.8945 229.432
17.9047 215.186
17.9150 199.956
17.9266 182.159
17.9382 164.422
17.9497 147.274
17.9555 139.076
17.9613 131.182
17.9671 123.614
17.9729 116.423
17.9787 109.615
17.9845 103.202
17.9903 97.1882
17.9961 91.5745
18.0019 86.3556
18.0077 81.5224
18.0124 77.8444
18.0171 74.4087
18.0219 71.2063
18.0266 68.2274
18.0314 65.4619
18.0361 62.8993
18.0408 60.5288
18.0456 58.3398
18.0503 56.3219
18.0551 54.4646
18.0598 52.7581
18.0645 51.1928
18.0693 49.7594
18.0740 48.4493
18.0788 47.2544
18.0835 46.1693
18.0919 44.4791
18.1003 43.0726
18.1088 41.9161
18.1172 40.9866
18.1256 40.2611
18.1340 39.7244
18.1425 39.3626
18.1509 39.1674
18.1567 39.1266
18.1625 39.1608
18.1683 39.2699
18.1741 39.4542
18.1799 39.7157
18.1856 40.0553
18.1914 40.4764
18.1972 40.9824
18.2030 41.5789
18.2088 42.2689
18.2146 43.0596
18.2204 43.9580
18.2262 44.9720
18.2320 46.1108
18.2378 47.3844
18.2436 48.8037
18.2483 50.0827
18.2530 51.4746
18.2578 52.9871
18.2625 54.6283
18.2673 56.4065
18.2720 58.3304
18.2767 60.4092
18.2815 62.6519
18.2862 65.0679
18.2910 67.6665
18.2957 70.4570
18.3004 73.4483
18.3052 76.6489
18.3099 80.0669
18.3147 83.7092
18.3194 87.5738
18.3252 92.6333
18.3310 98.0422
18.3368 103.811
18.3426 109.939
18.3484 116.429
18.3541 123.247
18.3599 130.386
18.3657 137.820
18.3763 151.991
18.3868 166.784
18.3981 183.054
18.4095 199.175
18.4208 214.616
18.4322 228.801
18.4411 238.728
18.4500 247.269
18.4590 254.206
18.4679 259.364
18.4744 261.938
18.4809 263.493
18.4866 264.014
18.4923 263.763
18.4980 262.762
18.5037 261.049
18.5133 256.621
18.5230 250.539
18.5327 243.151
18.5423 234.855
18.5510 227.018
18.5596 219.127
18.5683 211.490
18.5769 204.413
18.5824 200.335
18.5879 196.675
18.5934 193.499
18.5989 190.872
18.6044 188.852
18.6099 187.495
18.6154 186.852
18.6209 186.967
18.6248 187.537
18.6288 188.530
18.6327 189.958
18.6366 191.826
18.6405 194.155
18.6445 196.947
18.6484 200.211
18.6523 203.940
18.6562 208.159
18.6602 212.859
18.6641 218.040
18.6680 223.687
18.6720 229.823
18.6759 236.429
18.6837 250.992
18.6892 262.238
18.6947 274.293
18.7002 287.097
18.7057 300.584
18.7103 312.251
18.7149 324.256
18.7240 349.120
18.7331 374.711
18.7422 400.384
18.7489 418.967
18.7556 436.961
18.7623 454.119
18.7690 470.165
18.7750 483.288
18.7810 495.123
18.7869 505.525
18.7929 514.346
18.7995 522.166
18.8061 527.707
18.8128 530.863
18.8194 531.568
18.8248 530.315
18.8302 527.436
18.8356 522.958
18.8410 516.929
18.8464 509.399
18.8518 500.475
18.8572 490.222
18.8626 478.784
18.8680 466.239
18.8734 452.759
18.8842 423.459
18.8928 398.611
18.9014 372.940
18.9099 346.925
18.9185 321.030
18.9270 295.664
18.9356 271.174
18.9441 247.835
18.9527 225.857
18.9604 207.162
18.9682 189.798
18.9760 173.746
18.9799 166.221
18.9838 159.043
18.9876 152.172
18.9915 145.620
18.9954 139.381
18.9993 133.460
19.0032 127.820
19.0071 122.478
19.0110 117.398
19.0148 112.596
19.0191 107.592
19.0234 102.893
19.0277 98.4619
19.0319 94.3050
19.0362 90.3885
19.0405 86.7168
19.0448 83.2588
19.0490 80.0175
19.0533 76.9649
19.0576 74.1030
19.0619 71.4065
19.0661 68.8770
19.0704 66.4919
19.0747 64.2523
19.0790 62.1384
19.0832 60.1511
19.0887 57.7781
19.0941 55.5776
19.0996 53.5305
19.1050 51.6235
19.1105 49.8445
19.1159 48.1826
19.1213 46.6278
19.1268 45.1710
19.1322 43.8017
19.1377 42.5174
19.1431 41.3088
19.1485 40.1699
19.1594 38.0798
19.1703 36.2090
19.1789 34.8707
19.1874 33.6374
19.1960 32.4963
19.2045 31.4381
19.2131 30.4544
19.2216 29.5379
19.2302 28.6823
19.2387 27.8822
19.2473 27.1316
19.2558 26.4281
19.2644 25.7668
19.2729 25.1443
19.2900 24.0036
19.3071 22.9851
19.3242 22.0711
19.3413 21.2489
19.3584 20.5064
19.3755 19.8342
19.3926 19.2247
19.4097 18.6717
19.4268 18.1704
19.4439 17.7171
19.4626 17.2747
19.4813 16.8859
19.4999 16.5513
19.5186 16.2736
19.5372 16.0560
19.5559 15.9023
19.5745 15.8141
19.5932 15.7892
19.6134 15.8234
19.6336 15.9000
19.6538 15.9868
19.6740 16.0447
19.6834 16.0508
19.6928 16.0389
19.7052 15.9902
19.7177 15.9002
19.7302 15.7669
19.7427 15.5915
19.7516 15.4429
19.7605 15.2773
19.7783 14.9056
19.8139 14.0894
19.8313 13.7028
19.8486 13.3460
19.8660 13.0283
19.8833 12.7536
19.9006 12.5207
19.9180 12.3264
19.9353 12.1656
19.9526 12.0334
19.9645 11.9568
19.9763 11.8902
20.0000 11.7821
20.0238 11.7026
20.0476 11.6488
20.0739 11.6179
20.1001 11.6173
20.1264 11.6500
20.1395 11.6804
20.1526 11.7214
20.1658 11.7741
20.1789 11.8400
20.1920 11.9209
20.2052 12.0192
20.2183 12.1378
20.2314 12.2805
20.2445 12.4522
20.2577 12.6591
20.2699 12.8900
20.2760 13.0220
20.2820 13.1664
20.2881 13.3249
20.2942 13.4990
20.3003 13.6902
20.3064 13.9001
20.3125 14.1316
20.3186 14.3865
20.3247 14.6673
20.3308 14.9764
20.3369 15.3177
20.3430 15.6933
20.3491 16.1078
20.3552 16.5634
20.3599 16.9460
20.3646 17.3567
20.3693 17.7980
20.3740 18.2717
20.3787 18.7809
20.3834 19.3251
20.3881 19.9072
20.3927 20.5288
20.3974 21.1931
20.4021 21.8985
20.4068 22.6479
20.4115 23.4423
20.4162 24.2844
20.4209 25.1711
20.4256 26.1045
20.4303 27.0844
20.4352 28.1617
20.4401 29.2863
20.4499 31.6785
20.4598 34.2402
20.4696 36.9400
20.4893 42.5766
20.4991 45.3957
20.5089 48.1258
20.5161 50.0135
20.5266 52.5684
20.5318 53.7243
20.5371 54.7828
20.5423 55.7380
20.5476 56.5771
20.5528 57.2950
20.5581 57.8820
20.5627 58.2927
20.5674 58.5916
20.5721 58.7764
20.5768 58.8455
20.5819 58.7900
20.5869 58.5995
20.5920 58.2758
20.5971 57.8223
20.6022 57.2433
20.6072 56.5445
20.6123 55.7324
20.6174 54.8164
20.6267 52.8753
20.6375 50.3074
20.6482 47.4765
20.6697 41.4025
20.6805 38.3390
20.6912 35.3638
20.7020 32.5336
20.7074 31.1859
20.7127 29.8924
20.7196 28.3221
20.7264 26.8474
20.7333 25.4686
20.7401 24.1865
20.7470 22.9985
20.7538 21.9058
20.7606 20.9035
20.7675 19.9874
20.7729 19.3244
20.7782 18.7093
20.7836 18.1396
20.7890 17.6135
20.7944 17.1265
20.7997 16.6778
20.8051 16.2630
20.8105 15.8812
20.8159 15.5287
20.8212 15.2038
20.8266 14.9045
20.8320 14.6290
20.8374 14.3746
20.8427 14.1404
20.8481 13.9238
20.8535 13.7241
20.8638 13.3833
20.8740 13.0897
20.8843 12.8354
20.8946 12.6151
20.9048 12.4233
20.9151 12.2564
20.9254 12.1106
20.9356 11.9836
20.9459 11.8727
20.9561 11.7764
20.9664 11.6929
20.9767 11.6211
20.9972 11.5084
21.0177 11.4320
21.0334 11.3954
21.0549 11.3731
21.0764 11.3816
21.0979 11.4203
21.1194 11.4897
21.1409 11.5914
21.1624 11.7282
21.1839 11.9043
21.1947 12.0089
21.2054 12.1256
21.2240 12.3592
21.2333 12.4930
21.2426 12.6393
21.2519 12.7996
21.2611 12.9749
21.2704 13.1672
21.2797 13.3780
21.2890 13.6098
21.2983 13.8650
21.3076 14.1463
21.3169 14.4570
