Mg-26(n,g) ENDFB-8.0
625.000 0.000237324
687.500 0.000225681
750.000 0.000215503
875.000 0.000198469
1000.00 0.000184680
1125.00 0.000173208
1250.00 0.000163464
1500.00 0.000147680
1750.00 0.000135322
2000.00 0.000125292
2375.00 0.000113235
2750.00 0.000103655
3125.00 9.57939E-05
3500.00 8.91857E-05
4250.00 7.86057E-05
5000.00 7.04251E-05
6250.00 6.01270E-05
7500.00 5.24705E-05
8750.00 4.65051E-05
10000.0 4.17030E-05
12500.0 3.44177E-05
15000.0 2.91409E-05
17500.0 2.51474E-05
20000.0 2.20310E-05
23750.0 1.84826E-05
27500.0 1.58600E-05
31250.0 1.38706E-05
35000.0 1.23331E-05
38750.0 1.11291E-05
42500.0 1.01781E-05
50000.0 8.82497E-06
57596.5 7.97970E-06
65193.0 7.55519E-06
66763.5 7.70164E-06
67548.7 8.19813E-06
67745.0 8.60484E-06
67941.3 9.26561E-06
68039.5 9.93125E-06
68137.6 1.08203E-05
68186.7 1.14996E-05
68235.8 1.24648E-05
68284.8 1.36873E-05
68333.9 1.55146E-05
68363.6 1.70367E-05
68393.3 1.90344E-05
68422.9 2.17192E-05
68452.6 2.53013E-05
68482.3 3.05860E-05
68497.1 3.41669E-05
68512.0 3.86457E-05
68526.8 4.43568E-05
68541.6 5.17459E-05
68556.5 6.15135E-05
68571.3 7.50273E-05
68581.0 8.69275E-05
68590.7 0.000102316
68600.4 0.000122724
68610.1 0.000150594
68615.0 0.000168527
68619.8 0.000190125
68624.7 0.000216535
68629.5 0.000249423
68634.4 0.000291308
68639.2 0.000346270
68644.1 0.000422081
68646.5 0.000472920
68648.9 0.000537645
68650.9 0.000607433
68652.9 0.000700113
68654.9 0.000828152
68656.9 0.00101015
68657.9 0.00113108
68658.9 0.00127819
68659.9 0.00145770
68660.9 0.00167711
68661.9 0.00194539
68662.9 0.00227318
68663.9 0.00267298
68664.9 0.00315393
68665.9 0.00374225
68666.9 0.00445240
68667.9 0.00530550
68668.9 0.00632488
68669.9 0.00753592
68670.9 0.00896579
68671.9 0.0106430
68672.9 0.0125759
68673.9 0.0148326
68674.9 0.0174238
68676.9 0.0236778
68678.9 0.0315703
68680.9 0.0411007
68683.6 0.0567080
68686.3 0.0745911
68691.7 0.111599
68694.1 0.125362
68696.6 0.135225
68698.7 0.139832
68699.7 0.140518
68699.9 0.140535
68700.0 0.140530
68700.3 0.140461
68700.6 0.140311
68701.2 0.139768
68702.4 0.137638
68703.6 0.134207
68706.0 0.123929
68708.3 0.110127
68715.0 0.0644528
68718.4 0.0442362
68720.0 0.0357160
68721.7 0.0283721
68723.7 0.0210127
68724.8 0.0179294
68725.8 0.0152511
68726.8 0.0128971
68727.8 0.0108840
68728.8 0.00914106
68729.8 0.00767206
68730.8 0.00641778
68731.9 0.00537445
68732.9 0.00449458
68733.9 0.00377107
68734.9 0.00316727
68735.9 0.00267537
68736.9 0.00226810
68737.9 0.00193842
68739.0 0.00166671
68740.0 0.00144733
68741.0 0.00126656
68742.0 0.00112027
68743.0 0.000999130
68744.0 0.000900316
68746.1 0.000749214
68748.1 0.000642062
68750.1 0.000563054
68752.2 0.000502349
68754.2 0.000453881
68756.8 0.000403360
68759.4 0.000362397
68764.7 0.000299305
68770.0 0.000252490
68775.2 0.000216536
68780.5 0.000188075
68785.7 0.000165186
68791.0 0.000146448
68796.2 0.000130909
68806.7 0.000106820
68817.2 8.92797E-05
68827.7 7.61029E-05
68838.2 6.58829E-05
68847.3 5.87474E-05
68856.4 5.28362E-05
68874.5 4.37092E-05
68892.7 3.70895E-05
68910.8 3.21728E-05
68929.0 2.84449E-05
68947.1 2.54226E-05
68983.4 2.10408E-05
69019.7 1.80805E-05
69056.0 1.59893E-05
69128.6 1.33139E-05
69183.1 1.20327E-05
69237.5 1.11231E-05
69346.4 9.97598E-06
69455.3 9.24190E-06
69564.2 8.77480E-06
69782.0 8.26574E-06
69999.7 7.95261E-06
70870.9 7.51948E-06
72613.1 7.30137E-06
74569.3 7.23108E-06
80437.9 7.18819E-06
90219.0 7.36600E-06
100000 7.77118E-06
103743 7.98665E-06
114037 8.75211E-06
124330 9.78545E-06
134623 1.11350E-05
144917 1.28838E-05
151935 1.43862E-05
158953 1.62145E-05
165972 1.84631E-05
172990 2.13273E-05
177669 2.37381E-05
182348 2.66950E-05
187026 3.05247E-05
191705 3.56334E-05
195853 4.20974E-05
197926 4.63993E-05
200000 5.18434E-05
201552 5.69867E-05
203105 6.33708E-05
204657 7.15630E-05
206210 8.23323E-05
207496 9.42812E-05
208783 0.000110298
210070 0.000132564
210713 0.000147242
211356 0.000164976
212117 0.000192228
212877 0.000227802
213637 0.000277004
214017 0.000308949
214398 0.000347217
214865 0.000406712
215333 0.000484853
215801 0.000590197
216269 0.000737482
216562 0.000861745
216854 0.00102126
217146 0.00123295
217439 0.00151839
217600 0.00172210
217760 0.00197060
217921 0.00227810
218082 0.00266485
218206 0.00303652
218331 0.00349252
218455 0.00405825
218579 0.00477591
218660 0.00534670
218740 0.00602602
218820 0.00684287
218901 0.00783650
218981 0.00906259
219022 0.00978412
219062 0.0105941
219102 0.0115095
219142 0.0125439
219182 0.0137212
219223 0.0150679
219270 0.0169207
219294 0.0179736
219318 0.0191217
219341 0.0203868
219365 0.0217709
219389 0.0233013
219413 0.0249837
219433 0.0265502
219453 0.0282605
219473 0.0301316
219493 0.0321827
219513 0.0344356
219533 0.0369150
219553 0.0396493
219573 0.0426703
219594 0.0460143
219614 0.0497219
219634 0.0538386
219654 0.0584149
219674 0.0635056
219694 0.0691693
219714 0.0754667
219734 0.0824569
219746 0.0867887
219757 0.0913319
219769 0.0961290
219780 0.101183
219791 0.106495
219803 0.112060
219826 0.123902
219848 0.136570
219871 0.149595
219894 0.162531
219917 0.174658
219927 0.179685
219938 0.184271
219948 0.188329
219958 0.191777
219969 0.194540
219979 0.196555
219990 0.197775
220000 0.198171
220014 0.197400
220025 0.195698
220037 0.193083
220048 0.189624
220059 0.185453
220070 0.180598
220082 0.175203
220104 0.163306
220149 0.137654
220172 0.125104
220194 0.113334
220217 0.102448
220240 0.0925669
220262 0.0836815
220273 0.0795985
220285 0.0757776
220296 0.0721413
220307 0.0687141
220330 0.0624445
220352 0.0568832
220375 0.0519691
220398 0.0474369
220422 0.0434205
220445 0.0398533
220468 0.0366902
220492 0.0338540
220515 0.0313258
220539 0.0290466
220562 0.0270038
220585 0.0251524
220609 0.0234842
220632 0.0219643
220655 0.0205881
220679 0.0193280
220702 0.0181816
220749 0.0161635
220781 0.0149679
220812 0.0139007
220844 0.0129395
220876 0.0120780
220940 0.0105855
221003 0.00935081
221050 0.00857555
221097 0.00789215
221143 0.00728680
221190 0.00674822
221284 0.00583538
221377 0.00509583
221470 0.00448859
221564 0.00398409
221657 0.00356052
221751 0.00320156
221929 0.00265394
222107 0.00223637
222285 0.00191146
222464 0.00165368
222651 0.00143712
222837 0.00126157
223024 0.00111729
223211 0.000997382
223551 0.000826225
223890 0.000696864
224264 0.000589160
224637 0.000506367
225011 0.000441319
225384 0.000389414
225928 0.000330861
226471 0.000286598
227015 0.000252311
227558 0.000225285
228305 0.000196699
229052 0.000175088
229800 0.000158427
230547 0.000145401
231905 0.000128366
233264 0.000116768
234622 0.000108994
235981 0.000103659
238426 9.84185E-05
240872 9.65968E-05
244404 9.79963E-05
246170 9.99091E-05
247936 0.000102501
251468 0.000109388
253234 0.000113516
255000 0.000118087
256934 0.000123680
258867 0.000129845
260801 0.000136319
262734 0.000143422
264668 0.000150931
266602 0.000158772
268535 0.000167068
270469 0.000175678
272402 0.000184475
274336 0.000193456
278203 0.000211309
282070 0.000228053
285938 0.000242480
288399 0.000249484
290859 0.000254515
293320 0.000257341
295781 0.000257820
297891 0.000256165
300000 0.000252995
301582 0.000249493
303164 0.000245206
304746 0.000240228
306328 0.000234563
307910 0.000228514
309492 0.000222029
312656 0.000208303
325313 0.000153018
330234 0.000134625
332695 0.000126296
335156 0.000118545
337617 0.000111354
340078 0.000104704
342539 9.85686E-05
345000 9.29210E-05
348485 8.57969E-05
351971 7.94459E-05
355456 7.38456E-05
358941 6.89705E-05
362427 6.46740E-05
365912 6.09884E-05
369397 5.78396E-05
372883 5.51738E-05
379220 5.17453E-05
385557 5.01161E-05
392778 5.13251E-05
396389 5.37353E-05
400000 5.80496E-05
403868 6.60273E-05
405802 7.20014E-05
407736 8.00123E-05
409241 8.82297E-05
410746 9.87624E-05
412251 0.000112568
413756 0.000131068
414627 0.000144853
415499 0.000161664
416370 0.000182422
417241 0.000208485
418113 0.000242034
418984 0.000286073
419855 0.000345460
420727 0.000428470
421321 0.000506283
421915 0.000610277
422509 0.000752144
422806 0.000844559
423103 0.000956478
423262 0.00102598
423479 0.00113556
423697 0.00126484
423915 0.00141866
424133 0.00160360
424351 0.00182867
424460 0.00195973
424569 0.00210571
424678 0.00226881
424786 0.00245160
424895 0.00265727
425004 0.00288943
425093 0.00310235
425182 0.00333892
425272 0.00360240
425361 0.00389651
425450 0.00422553
425539 0.00459388
425583 0.00479363
425628 0.00500609
425673 0.00523218
425717 0.00547140
425774 0.00579605
425830 0.00614507
425886 0.00652142
425943 0.00692544
425999 0.00736008
426056 0.00782511
426112 0.00832271
426169 0.00885262
426207 0.00922925
426245 0.00961900
426321 0.0104377
426397 0.0113003
426473 0.0121906
426550 0.0130859
426626 0.0139515
426702 0.0147483
426778 0.0154315
426834 0.0158314
426889 0.0161307
426945 0.0163179
427000 0.0163850
427042 0.0163548
427083 0.0162563
427125 0.0160923
427166 0.0158671
427212 0.0155603
427257 0.0151974
427302 0.0147861
427347 0.0143379
427392 0.0138600
427437 0.0133637
427527 0.0123448
427707 0.0103659
427797 0.00946756
427887 0.00864998
427956 0.00808268
428024 0.00756342
428093 0.00709019
428161 0.00666111
428230 0.00627208
428299 0.00592078
428367 0.00560425
428436 0.00532002
428504 0.00506461
428573 0.00483630
428641 0.00463218
428710 0.00445083
428847 0.00414834
428984 0.00391688
429109 0.00376192
429233 0.00365203
429358 0.00358409
429483 0.00355671
429564 0.00356050
429645 0.00358117
429726 0.00361872
429807 0.00367343
429888 0.00374636
429969 0.00383807
430050 0.00394917
430131 0.00408313
430199 0.00421482
430268 0.00436427
430337 0.00453332
430405 0.00472304
430474 0.00493572
430542 0.00517269
430611 0.00543673
430679 0.00572932
430751 0.00606817
430822 0.00644390
430894 0.00685926
430929 0.00708227
430965 0.00731608
431001 0.00756161
431037 0.00781772
431072 0.00808534
431108 0.00836443
431144 0.00865541
431180 0.00895667
431215 0.00926875
431251 0.00959114
431291 0.00996098
431330 0.0103405
431370 0.0107290
431409 0.0111245
431449 0.0115255
431489 0.0119269
431568 0.0127198
431647 0.0134715
431726 0.0141401
431806 0.0146839
431885 0.0150628
431942 0.0152162
432000 0.0152580
432043 0.0152144
432087 0.0151075
432130 0.0149398
432173 0.0147154
432216 0.0144386
432259 0.0141169
432303 0.0137564
432346 0.0133641
432394 0.0128933
432443 0.0124016
432491 0.0118967
432540 0.0113865
432637 0.0103781
432734 0.00940504
432928 0.00768294
433122 0.00627862
433214 0.00572124
433306 0.00522483
433397 0.00478272
433489 0.00438903
433581 0.00403765
433673 0.00372437
433764 0.00344419
433856 0.00319304
434040 0.00276407
434223 0.00241452
434407 0.00212683
434590 0.00188786
434715 0.00174745
434840 0.00162239
435090 0.00141086
435340 0.00123842
435591 0.00109678
435774 0.00100852
435957 0.000930757
436324 0.000801122
436691 0.000697834
437058 0.000614246
437492 0.000534472
437925 0.000470119
438359 0.000417652
438793 0.000373597
439527 0.000314706
440260 0.000269538
440994 0.000234041
441728 0.000205636
442462 0.000182579
443196 0.000163525
444663 0.000134079
445997 0.000114430
447332 9.91498E-05
448666 8.71932E-05
449333 8.21038E-05
449666 7.97645E-05
449833 7.86336E-05
449917 7.89831E-05
449927 8.05301E-05
449938 8.41535E-05
449948 9.16160E-05
449958 0.000105190
449969 0.000127068
449979 0.000158360
449990 0.000198092
450000 0.000242890
450000 0.000408984
500000 0.000391703
550000 0.000377966
600000 0.000365846
650000 0.000356315
700000 0.000347712
800000 0.000335073
900000 0.000326517
1.00000E+06 0.000365481
1.12500E+06 0.000371470
1.25000E+06 0.000376911
1.37500E+06 0.000381901
1.50000E+06 0.000386514
1.68946E+06 0.000404080
1.87892E+06 0.000420452
1.88030E+06 0.000417449
1.89526E+06 0.000386362
1.91023E+06 0.000357810
1.92519E+06 0.000331565
1.94015E+06 0.000307427
1.95511E+06 0.000285211
1.97008E+06 0.000264753
1.98504E+06 0.000245900
2.00000E+06 0.000228517
2.06250E+06 0.000220185
2.12500E+06 0.000212391
2.18750E+06 0.000205088
2.25000E+06 0.000198231
2.37500E+06 0.000185707
2.50000E+06 0.000174557
2.62500E+06 0.000175105
2.75000E+06 0.000175628
2.87500E+06 0.000176130
3.00000E+06 0.000176612
3.05247E+06 0.000178108
3.05247E+06 0.000178108
3.05410E+06 0.000177992
3.16557E+06 0.000170343
3.27705E+06 0.000163270
3.38853E+06 0.000156713
3.50000E+06 0.000150619
3.72729E+06 0.000151043
3.73581E+06 0.000151038
3.74434E+06 0.000151033
3.76138E+06 0.000151022
3.79547E+06 0.000151002
3.82956E+06 0.000150982
3.86365E+06 0.000150962
3.93182E+06 0.000150922
4.00000E+06 0.000150883
4.09347E+06 0.000152455
4.10573E+06 0.000152285
4.11798E+06 0.000152117
4.14249E+06 0.000151781
4.19151E+06 0.000151118
4.24053E+06 0.000150465
4.28955E+06 0.000149822
4.33857E+06 0.000149190
4.38759E+06 0.000148567
4.48563E+06 0.000147350
4.50000E+06 0.000143859
4.50017E+06 0.000143897
4.50952E+06 0.000142257
4.51887E+06 0.000140638
4.53391E+06 0.000139959
4.54894E+06 0.000139285
4.57901E+06 0.000137954
4.60908E+06 0.000136645
4.63915E+06 0.000135356
4.69929E+06 0.000132839
4.75944E+06 0.000130400
4.81958E+06 0.000128036
4.87972E+06 0.000125743
5.00000E+06 0.000121359
5.02166E+06 0.000121262
5.03880E+06 0.000120612
5.05594E+06 0.000119968
5.09022E+06 0.000118696
5.10892E+06 0.000118063
5.12762E+06 0.000117435
5.16502E+06 0.000116197
5.18573E+06 0.000115873
5.20644E+06 0.000115550
5.24787E+06 0.000114912
5.28929E+06 0.000114283
5.33071E+06 0.000113662
5.41356E+06 0.000112444
5.49640E+06 0.000111257
5.50000E+06 0.000110856
5.53173E+06 0.000110434
5.56347E+06 0.000110016
5.62693E+06 0.000109192
5.68650E+06 0.000108432
5.68651E+06 0.000108432
5.70053E+06 0.000108344
5.71456E+06 0.000108257
5.74261E+06 0.000108083
5.79870E+06 0.000107738
5.85480E+06 0.000107398
5.91089E+06 0.000107062
5.93317E+06 0.000106747
5.95545E+06 0.000106434
6.00000E+06 0.000105815
6.06250E+06 0.000105984
6.12500E+06 0.000106151
6.25000E+06 0.000106482
6.37500E+06 0.000106807
6.50000E+06 0.000107126
6.68341E+06 0.000109623
6.75000E+06 0.000110526
7.00000E+06 0.000113905
7.25000E+06 0.000118999
7.50000E+06 0.000124136
8.00000E+06 0.000137023
8.22843E+06 0.000143548
8.31057E+06 0.000145923
8.33212E+06 0.000145761
8.35366E+06 0.000145599
8.39675E+06 0.000145278
8.48293E+06 0.000144643
8.56911E+06 0.000144017
8.65529E+06 0.000143399
8.82764E+06 0.000142190
9.00000E+06 0.000141015
9.12500E+06 0.000135418
9.25000E+06 0.000130114
9.37500E+06 0.000125085
9.50000E+06 0.000120314
9.75000E+06 0.000111478
1.00000E+07 0.000103491
1.01073E+07 9.97250E-05
1.01250E+07 9.91208E-05
1.02500E+07 9.49854E-05
1.03750E+07 9.10696E-05
1.05000E+07 8.73593E-05
1.06250E+07 8.38414E-05
1.07500E+07 8.05038E-05
1.08750E+07 7.73354E-05
1.10000E+07 7.43258E-05
1.10252E+07 7.37254E-05
1.11500E+07 7.08425E-05
1.12748E+07 6.81027E-05
1.15243E+07 6.30182E-05
1.17622E+07 5.86166E-05
1.20000E+07 5.46014E-05
1.21250E+07 5.15771E-05
1.21321E+07 5.14114E-05
1.22500E+07 4.87489E-05
1.23493E+07 4.66321E-05
1.23750E+07 4.61021E-05
1.25000E+07 4.36234E-05
1.26250E+07 4.13008E-05
1.27500E+07 3.91229E-05
1.28750E+07 3.70794E-05
1.30000E+07 3.51609E-05
1.31250E+07 3.29451E-05
1.32500E+07 3.08879E-05
1.33750E+07 2.89768E-05
1.35000E+07 2.72000E-05
1.36250E+07 2.55471E-05
1.37500E+07 2.40084E-05
1.38750E+07 2.25751E-05
1.40000E+07 2.12390E-05
1.40870E+07 2.02591E-05
1.41740E+07 1.93302E-05
1.42609E+07 1.84490E-05
1.43479E+07 1.76131E-05
1.44349E+07 1.68197E-05
1.45219E+07 1.60666E-05
1.46088E+07 1.53513E-05
1.46958E+07 1.46719E-05
1.47888E+07 1.39827E-05
1.48479E+07 1.35638E-05
1.50000E+07 1.25495E-05
1.51250E+07 1.18423E-05
1.52500E+07 1.11803E-05
1.53750E+07 1.05603E-05
1.55000E+07 9.97926E-06
1.56250E+07 9.43448E-06
1.57500E+07 8.92343E-06
1.58750E+07 8.44378E-06
1.60000E+07 7.99338E-06
1.61250E+07 7.60480E-06
1.62500E+07 7.23789E-06
1.63750E+07 6.89130E-06
1.65000E+07 6.56375E-06
1.66250E+07 6.25407E-06
1.67500E+07 5.96115E-06
1.68750E+07 5.68399E-06
1.70000E+07 5.42161E-06
1.72500E+07 5.00108E-06
1.75000E+07 4.61853E-06
1.77500E+07 4.27006E-06
1.80000E+07 3.95222E-06
1.82500E+07 3.71433E-06
1.85000E+07 3.49371E-06
1.87500E+07 3.28890E-06
1.90000E+07 3.09857E-06
1.92500E+07 2.95273E-06
1.95000E+07 2.81550E-06
1.97500E+07 2.68628E-06
2.00000E+07 2.56451E-06
