Nd-145(n,tot) ENDFB-8.0
Energy(eV) XS(b)
1.00000E-05 2195.27
1.03125E-05 2161.79
1.06250E-05 2129.81
1.09375E-05 2099.21
1.12500E-05 2069.89
1.15625E-05 2041.77
1.18750E-05 2014.76
1.21875E-05 1988.81
1.25000E-05 1963.83
1.28125E-05 1939.77
1.31250E-05 1916.58
1.34375E-05 1894.20
1.37500E-05 1872.59
1.43750E-05 1831.51
1.50000E-05 1793.02
1.56250E-05 1756.87
1.62500E-05 1722.82
1.68750E-05 1690.69
1.75000E-05 1660.29
1.81250E-05 1631.48
1.87500E-05 1604.12
1.93750E-05 1578.10
2.00000E-05 1553.31
2.09375E-05 1518.23
2.18750E-05 1485.43
2.28125E-05 1454.68
2.37500E-05 1425.77
2.46875E-05 1398.52
2.56250E-05 1372.78
2.65625E-05 1348.42
2.75000E-05 1325.32
2.84375E-05 1303.37
2.93750E-05 1282.48
3.03125E-05 1262.57
3.12500E-05 1243.56
3.21875E-05 1225.39
3.31250E-05 1208.00
3.40625E-05 1191.34
3.50000E-05 1175.34
3.59375E-05 1159.98
3.68750E-05 1145.21
3.78125E-05 1130.99
3.87500E-05 1117.29
3.96875E-05 1104.09
4.06250E-05 1091.34
4.25000E-05 1067.12
4.43750E-05 1044.46
4.62500E-05 1023.19
4.81250E-05 1003.18
5.00000E-05 984.307
5.15585E-05 969.412
5.31171E-05 955.178
5.46756E-05 941.559
5.62341E-05 928.511
5.64453E-05 926.785
5.72022E-05 920.677
5.79590E-05 914.690
5.94727E-05 903.061
6.09863E-05 891.868
6.25000E-05 881.086
6.40625E-05 870.360
6.56250E-05 860.020
6.71875E-05 850.043
6.87500E-05 840.410
7.18750E-05 822.097
7.50000E-05 804.944
7.81250E-05 788.832
8.12500E-05 773.663
8.43750E-05 759.346
8.75000E-05 745.805
9.06250E-05 732.973
9.37500E-05 720.790
9.68750E-05 709.203
0.000100000 698.166
0.000103125 687.635
0.000106250 677.574
0.000109375 667.949
0.000112500 658.729
0.000115625 649.887
0.000118750 641.398
0.000121875 633.238
0.000125000 625.387
0.000128125 617.827
0.000131250 610.539
0.000134375 603.507
0.000137500 596.718
0.000143750 583.813
0.000150000 571.726
0.000156250 560.375
0.000162500 549.687
0.000168750 539.602
0.000175000 530.064
0.000181250 521.027
0.000187500 512.447
0.000193750 504.287
0.000200000 496.515
0.000209375 485.519
0.000218750 475.242
0.000228125 465.607
0.000237500 456.552
0.000246875 448.020
0.000256250 439.963
0.000265625 432.339
0.000275000 425.110
0.000284375 418.244
0.000293750 411.711
0.000303125 405.484
0.000312500 399.542
0.000321875 393.863
0.000331250 388.428
0.000340625 383.220
0.000350000 378.224
0.000359375 373.425
0.000368750 368.812
0.000378125 364.373
0.000387500 360.097
0.000396875 355.973
0.000406250 351.995
0.000425000 344.438
0.000443750 337.368
0.000462500 330.735
0.000481250 324.496
0.000500000 318.613
0.000515585 313.971
0.000531171 309.535
0.000546756 305.292
0.000562341 301.227
0.000564453 300.690
0.000572022 298.787
0.000579590 296.922
0.000594727 293.301
0.000609863 289.815
0.000625000 286.458
0.000640625 283.119
0.000656250 279.900
0.000671875 276.795
0.000687500 273.797
0.000718750 268.099
0.000750000 262.762
0.000781250 257.750
0.000812500 253.032
0.000843750 248.580
0.000875000 244.369
0.000906250 240.380
0.000937500 236.592
0.000968750 232.990
0.00100000 229.559
0.00103125 226.286
0.00106250 223.159
0.00109375 220.168
0.00112500 217.302
0.00115625 214.554
0.00118750 211.916
0.00121875 209.380
0.00125000 206.941
0.00128125 204.591
0.00131250 202.327
0.00134375 200.142
0.00137500 198.032
0.00143750 194.022
0.00150000 190.266
0.00156250 186.738
0.00162500 183.417
0.00168750 180.283
0.00175000 177.318
0.00181250 174.509
0.00187500 171.842
0.00193750 169.306
0.00200000 166.889
0.00209375 163.470
0.00218750 160.274
0.00228125 157.278
0.00237500 154.462
0.00246875 151.807
0.00256250 149.301
0.00265625 146.928
0.00275000 144.679
0.00284375 142.541
0.00293750 140.508
0.00303125 138.569
0.00312500 136.719
0.00321875 134.950
0.00331250 133.257
0.00340625 131.635
0.00350000 130.079
0.00359375 128.583
0.00368750 127.146
0.00378125 125.762
0.00387500 124.429
0.00396875 123.144
0.00406250 121.903
0.00425000 119.547
0.00443750 117.342
0.00462500 115.272
0.00481250 113.325
0.00500000 111.489
0.00515585 110.040
0.00531171 108.655
0.00546756 107.330
0.00562341 106.060
0.00564453 105.892
0.00566406 105.738
0.00573731 105.165
0.00581055 104.604
0.00595703 103.512
0.00610352 102.460
0.00625000 101.445
0.00640625 100.402
0.00656250 99.3953
0.00671875 98.4245
0.00687500 97.4870
0.00718750 95.7047
0.00750000 94.0351
0.00781250 92.4668
0.00812500 90.9900
0.00843750 89.5960
0.00875000 88.2775
0.00906250 87.0278
0.00937500 85.8412
0.00968750 84.7125
0.0100000 83.6372
0.0103125 82.6112
0.0106250 81.6309
0.0109375 80.6930
0.0112500 79.7945
0.0115625 78.9327
0.0118750 78.1053
0.0121875 77.3099
0.0125000 76.5446
0.0128125 75.8074
0.0131250 75.0968
0.0134375 74.4111
0.0137500 73.7490
0.0143750 72.4901
0.0150000 71.3106
0.0156250 70.2026
0.0162500 69.1591
0.0168750 68.1741
0.0175000 67.2423
0.0181250 66.3591
0.0187500 65.5204
0.0193750 64.7227
0.0200000 63.9627
0.0206625 63.1950
0.0213250 62.4633
0.0219875 61.7650
0.0226500 61.0976
0.0233125 60.4588
0.0239750 59.8466
0.0246375 59.2593
0.0253000 58.6952
0.0261776 57.9812
0.0270552 57.3021
0.0279328 56.6554
0.0288104 56.0384
0.0296880 55.4490
0.0305656 54.8852
0.0314432 54.3452
0.0323208 53.8273
0.0333293 53.2576
0.0343377 52.7132
0.0353462 52.1921
0.0363547 51.6927
0.0373631 51.2136
0.0383716 50.7534
0.0393801 50.3108
0.0403885 49.8849
0.0413970 49.4746
0.0424055 49.0790
0.0434139 48.6972
0.0444224 48.3284
0.0464393 47.6271
0.0484563 46.9700
0.0500000 46.4940
0.0515585 46.0352
0.0531171 45.5967
0.0546756 45.1770
0.0562341 44.7749
0.0564453 44.7216
0.0566406 44.6727
0.0573731 44.4913
0.0581055 44.3134
0.0595703 43.9675
0.0610352 43.6341
0.0625000 43.3124
0.0640625 42.9816
0.0656250 42.6625
0.0671875 42.3547
0.0687500 42.0574
0.0718750 41.4918
0.0750000 40.9615
0.0781250 40.4630
0.0812500 39.9931
0.0843750 39.5494
0.0875000 39.1295
0.0906250 38.7313
0.0937500 38.3530
0.0968750 37.9930
0.100000 37.6498
0.103125 37.3221
0.106250 37.0089
0.109375 36.7090
0.112500 36.4216
0.115625 36.1458
0.118750 35.8807
0.121875 35.6258
0.125000 35.3805
0.128125 35.1440
0.131250 34.9160
0.134375 34.6960
0.137500 34.4834
0.143750 34.0788
0.150000 33.6990
0.156250 33.3416
0.162500 33.0045
0.168750 32.6859
0.175000 32.3840
0.181250 32.0977
0.187500 31.8256
0.193750 31.5667
0.200000 31.3197
0.209375 30.9694
0.218750 30.6410
0.228125 30.3322
0.237500 30.0413
0.246875 29.7666
0.256250 29.5065
0.265625 29.2598
0.275000 29.0253
0.284375 28.8020
0.293750 28.5890
0.303125 28.3855
0.312500 28.1907
0.321875 28.0041
0.331250 27.8252
0.340625 27.6534
0.350000 27.4880
0.364063 27.2514
0.378125 27.0273
0.392188 26.8148
0.406250 26.6129
0.425000 26.3584
0.443750 26.1186
0.462500 25.8924
0.500000 25.4766
0.531171 25.1623
0.562341 24.8708
0.564453 24.8518
0.570313 24.7997
0.578125 24.7315
0.601563 24.5350
0.625000 24.3483
0.687500 23.8922
0.750000 23.4882
0.812500 23.1264
0.875000 22.8002
0.937500 22.5031
0.968749 22.3641
0.999999 22.2294
1.00000 22.2294
1.00000 22.2293
1.00001 22.2293
1.00002 22.2293
1.00003 22.2292
1.00006 22.2291
1.00012 22.2288
1.00025 22.2283
1.00049 22.2273
1.00098 22.2252
1.00196 22.2211
1.00391 22.2129
1.01074 22.1843
1.01758 22.1561
1.03125 22.1006
1.07632 21.9254
1.12139 21.7588
1.16646 21.6006
1.21153 21.4495
1.21153 21.4495
1.21154 21.4495
1.21154 21.4495
1.21155 21.4495
1.21157 21.4494
1.21161 21.4493
1.21168 21.4490
1.21183 21.4485
1.21213 21.4476
1.21273 21.4456
1.21394 21.4417
1.21634 21.4339
1.22355 21.4107
1.23077 21.3877
1.25000 21.3276
1.30445 21.1634
1.35890 21.0081
1.41335 20.8613
1.46780 20.7219
1.46780 20.7219
1.46781 20.7219
1.46782 20.7219
1.46783 20.7218
1.46786 20.7218
1.46793 20.7216
1.46805 20.7213
1.46831 20.7207
1.46881 20.7194
1.46981 20.7169
1.47183 20.7120
1.47786 20.6971
1.48390 20.6824
1.50000 20.6437
1.56250 20.4989
1.62500 20.3629
1.75000 20.1162
1.77828 20.0648
1.77828 20.0648
1.77829 20.0648
1.77829 20.0648
1.77831 20.0648
1.77833 20.0647
1.77838 20.0646
1.77847 20.0645
1.77866 20.0641
1.77904 20.0634
1.77979 20.0621
1.78130 20.0594
1.78433 20.0540
1.79037 20.0434
1.80246 20.0223
1.85185 19.9397
1.90123 19.8633
2.00000 19.7209
2.07254 19.6290
2.14509 19.5483
2.15443 19.5387
2.15443 19.5387
2.15444 19.5387
2.15444 19.5387
2.15445 19.5387
2.15447 19.5387
2.15450 19.5386
2.15456 19.5386
2.15470 19.5384
2.15496 19.5382
2.15549 19.5376
2.15655 19.5365
2.15867 19.5344
