Nd-144(n,g) ENDFB-8.0
66.8945 0.0657555
68.3594 0.0651656
69.0918 0.0648791
69.8242 0.0646016
70.5567 0.0643308
71.2891 0.0640667
72.0215 0.0638090
72.7539 0.0635578
73.4863 0.0633128
74.2188 0.0630738
75.0000 0.0628256
75.8301 0.0625691
76.6602 0.0623199
77.4902 0.0620780
78.3203 0.0618430
79.1504 0.0616149
79.9805 0.0613931
80.3955 0.0612848
80.8106 0.0611782
81.2256 0.0610732
81.6406 0.0609698
82.1777 0.0608383
82.7149 0.0607095
83.2520 0.0605832
83.7891 0.0604595
84.3262 0.0603382
84.8633 0.0602195
85.4004 0.0601032
85.9375 0.0599894
86.3281 0.0599081
86.7188 0.0598281
87.1094 0.0597493
87.5000 0.0596717
87.8906 0.0595954
88.2813 0.0595203
88.6719 0.0594464
89.0625 0.0593737
89.4531 0.0593022
89.8438 0.0592319
90.2344 0.0591627
90.6250 0.0590947
90.9668 0.0590361
91.1377 0.0590072
91.3086 0.0589785
91.4795 0.0589500
91.6504 0.0589217
91.8213 0.0588936
91.9922 0.0588657
92.1631 0.0588381
92.3340 0.0588107
92.5049 0.0587835
92.6758 0.0587565
92.8467 0.0587297
93.0176 0.0587031
93.3594 0.0586506
93.7500 0.0585916
94.0186 0.0585517
94.2871 0.0585123
94.8242 0.0584350
95.3613 0.0583597
95.8984 0.0582865
96.4356 0.0582152
96.9727 0.0581459
97.5098 0.0580785
98.0469 0.0580131
98.5352 0.0579552
99.0234 0.0578990
99.5117 0.0578443
100.000 0.0577912
100.537 0.0577345
101.074 0.0576797
101.611 0.0576267
102.149 0.0575756
102.686 0.0575262
103.223 0.0574787
103.760 0.0574329
104.297 0.0573889
104.688 0.0573581
105.469 0.0572992
106.006 0.0572608
106.543 0.0572241
107.080 0.0571890
107.617 0.0571558
108.154 0.0571242
108.692 0.0570942
109.229 0.0570660
109.766 0.0570395
110.303 0.0570145
110.840 0.0569912
111.914 0.0569496
112.988 0.0569144
114.063 0.0568857
114.746 0.0568707
115.430 0.0568584
116.797 0.0568413
118.164 0.0568343
118.848 0.0568349
119.531 0.0568387
120.215 0.0568431
120.899 0.0568516
122.266 0.0568743
123.633 0.0569068
125.000 0.0569493
126.074 0.0569903
127.149 0.0570367
128.223 0.0570883
129.297 0.0571471
131.445 0.0572813
132.520 0.0573577
133.594 0.0574405
135.742 0.0576221
137.891 0.0578287
140.039 0.0580592
142.188 0.0583129
144.141 0.0585660
146.094 0.0588392
148.047 0.0591322
150.000 0.0594459
152.734 0.0599216
155.469 0.0604394
158.203 0.0609994
160.938 0.0616034
162.305 0.0619229
163.672 0.0622596
166.406 0.0629550
169.141 0.0636976
171.875 0.0644907
175.000 0.0654626
178.125 0.0665050
181.250 0.0676213
184.375 0.0688151
187.500 0.0700906
190.625 0.0714521
193.750 0.0729044
196.875 0.0744531
200.000 0.0761035
203.558 0.0781216
205.337 0.0791782
207.117 0.0802837
210.675 0.0826082
212.454 0.0838385
214.233 0.0851183
216.012 0.0864364
217.791 0.0878068
221.350 0.0907139
223.129 0.0922435
224.908 0.0938466
228.466 0.0972138
232.024 0.100873
233.803 0.102796
235.583 0.104816
239.141 0.109085
240.920 0.111358
242.699 0.113734
244.478 0.116191
246.257 0.118759
249.816 0.124252
251.595 0.127166
253.374 0.130242
255.153 0.133437
256.932 0.136762
258.711 0.140283
260.490 0.143955
262.269 0.147773
264.048 0.151821
265.828 0.156066
267.607 0.160483
269.386 0.165160
271.165 0.170099
272.944 0.175248
274.723 0.180687
276.502 0.186475
278.281 0.192526
280.061 0.198904
281.840 0.205736
283.619 0.212911
285.398 0.220463
287.501 0.230085
289.603 0.240436
291.706 0.251414
293.808 0.263373
295.911 0.276272
298.014 0.290245
300.116 0.305403
302.219 0.321859
303.998 0.336955
305.777 0.353195
307.556 0.370722
309.335 0.389699
311.114 0.410225
312.893 0.432547
314.673 0.456843
316.452 0.483315
318.231 0.512339
320.010 0.544125
321.789 0.579097
322.679 0.597925
323.568 0.617751
324.458 0.638537
325.347 0.660451
326.237 0.683620
327.126 0.707976
328.016 0.733688
328.906 0.760970
329.795 0.789768
330.685 0.820206
332.059 0.871034
333.434 0.926846
334.809 0.988305
336.184 1.05618
336.871 1.09276
337.559 1.13139
338.246 1.17186
338.933 1.21442
339.621 1.25969
340.308 1.30757
340.996 1.35825
341.683 1.41193
342.572 1.48626
343.462 1.56661
344.352 1.65362
345.241 1.74802
346.131 1.85067
347.020 1.96251
347.910 2.08465
348.799 2.21832
349.689 2.36499
350.579 2.52631
351.468 2.70419
352.358 2.90083
352.802 3.00700
353.247 3.11886
353.692 3.23681
354.137 3.36123
354.582 3.49263
355.026 3.63147
355.471 3.77829
355.916 3.93360
356.361 4.09811
356.805 4.27244
357.250 4.45729
357.695 4.65340
358.140 4.86169
358.585 5.08300
359.029 5.31830
359.474 5.56856
359.919 5.83496
360.364 6.11863
360.808 6.42081
361.253 6.74270
361.698 7.08582
362.143 7.45151
362.588 7.84119
363.032 8.25621
363.482 8.70293
363.931 9.17838
364.380 9.68393
364.830 10.2207
365.279 10.7894
365.728 11.3896
366.178 12.0226
366.627 12.6877
367.076 13.3831
367.526 14.1065
368.424 15.6163
369.323 17.1567
370.221 18.6605
370.669 19.3589
371.116 20.0035
371.563 20.5786
372.011 21.0678
372.458 21.4567
372.905 21.7325
373.353 21.8859
373.800 21.9116
374.215 21.8199
374.631 21.6195
375.046 21.3161
375.462 20.9183
375.877 20.4365
376.292 19.8830
376.708 19.2707
377.123 18.6126
377.954 17.2091
378.785 15.7638
379.616 14.3447
380.446 12.9883
381.099 11.9942
381.752 11.0680
382.405 10.2112
383.057 9.42430
383.710 8.70411
384.363 8.04703
385.016 7.44852
385.668 6.90391
386.302 6.42213
386.936 5.98262
387.570 5.58146
388.204 5.21504
388.838 4.88000
389.472 4.57330
390.106 4.29220
390.739 4.03419
391.373 3.79707
392.007 3.57880
392.641 3.37762
393.275 3.19189
393.909 3.02018
394.543 2.86121
395.177 2.71384
395.811 2.57754
396.444 2.45085
397.078 2.33231
397.712 2.22171
398.346 2.11854
398.980 2.02209
399.614 1.93178
400.248 1.84720
400.882 1.76787
401.516 1.69333
402.150 1.62326
402.783 1.55734
403.417 1.49519
404.051 1.43658
404.685 1.38127
405.319 1.32898
405.953 1.27952
407.221 1.18835
408.489 1.10634
409.756 1.03233
411.024 0.965351
412.292 0.904531
413.560 0.849173
414.828 0.798644
416.095 0.752400
416.960 0.723094
417.824 0.695435
418.689 0.669305
419.553 0.644593
421.282 0.599036
422.146 0.578035
423.011 0.558327
424.739 0.521306
426.468 0.487789
428.197 0.457368
429.926 0.429677
431.194 0.410994
432.461 0.393425
433.729 0.376867
434.997 0.361428
436.265 0.346897
437.533 0.333133
438.800 0.320231
440.068 0.308079
441.336 0.296527
442.604 0.285638
445.139 0.265593
446.407 0.256324
447.675 0.247575
450.210 0.231278
452.746 0.216580
455.282 0.203206
457.817 0.191029
460.353 0.179938
462.888 0.169757
465.424 0.160435
467.960 0.151864
470.495 0.143951
472.339 0.138588
474.183 0.133533
477.871 0.124218
481.559 0.115846
485.248 0.108307
488.936 0.101494
492.624 0.0953199
496.312 0.0897081
500.000 0.0845937
502.507 0.0813976
505.013 0.0783660
507.520 0.0754838
510.027 0.0728019
515.040 0.0678380
520.054 0.0634204
525.067 0.0594264
530.080 0.0558479
535.094 0.0526157
540.107 0.0496762
546.032 0.0465730
551.957 0.0437895
557.882 0.0412981
563.807 0.0390728
569.731 0.0370667
572.694 0.0361449
575.656 0.0352998
581.581 0.0336776
587.506 0.0322255
594.342 0.0307606
601.179 0.0294904
608.015 0.0284018
614.852 0.0274885
621.688 0.0267499
625.106 0.0264297
628.524 0.0261714
635.361 0.0258011
638.779 0.0256951
642.197 0.0256473
646.527 0.0256808
650.857 0.0258305
655.186 0.0261110
659.516 0.0265448
663.846 0.0271659
668.176 0.0280287
670.340 0.0285715
672.505 0.0291739
674.670 0.0298852
676.835 0.0307049
679.114 0.0317045
681.393 0.0328657
683.671 0.0342147
685.950 0.0357901
688.229 0.0376418
689.368 0.0386836
690.508 0.0398237
691.647 0.0410546
692.787 0.0424014
693.926 0.0438555
695.065 0.0454641
696.319 0.0474159
697.572 0.0495832
698.825 0.0519977
700.079 0.0546964
701.332 0.0577241
702.585 0.0611345
703.839 0.0649930
704.465 0.0671148
705.092 0.0693796
706.061 0.0731931
707.029 0.0774357
707.998 0.0821733
708.966 0.0874850
709.935 0.0934615
710.419 0.0967238
710.903 0.100192
711.387 0.103901
711.872 0.107868
712.356 0.112112
712.840 0.116657
713.467 0.123033
714.093 0.130033
714.720 0.137742
715.347 0.146258
715.973 0.155698
716.600 0.166199
717.227 0.177929
717.540 0.184314
717.853 0.191083
718.395 0.203777
718.936 0.217898
719.477 0.233670
719.748 0.242256
720.018 0.251360
720.289 0.261027
720.559 0.271293
720.830 0.282212
721.101 0.293837
721.371 0.306229
721.642 0.319465
721.912 0.333634
722.183 0.348829
722.496 0.367844
722.810 0.388536
723.123 0.411118
723.436 0.435810
723.750 0.462898
724.063 0.492679
724.220 0.508701
724.376 0.525532
724.533 0.543251
724.690 0.561898
724.846 0.581567
725.003 0.602322
725.160 0.624246
725.316 0.647414
725.473 0.671952
725.630 0.697936
725.708 0.711530
725.786 0.725518
725.865 0.739934
725.943 0.754794
726.014 0.768729
726.086 0.783043
726.157 0.797770
726.228 0.812927
726.299 0.828531
726.370 0.844599
726.442 0.861151
726.513 0.878206
726.591 0.897593
726.669 0.917618
726.748 0.938363
726.826 0.959809
726.905 0.982044
726.983 1.00505
727.061 1.02892
727.140 1.05364
727.218 1.07931
727.296 1.10592
727.375 1.13354
727.453 1.16224
727.531 1.19210
727.610 1.22311
727.688 1.25537
727.766 1.28895
727.845 1.32396
727.923 1.36041
728.001 1.39846
728.080 1.43811
728.119 1.45861
728.158 1.47956
728.197 1.50097
728.236 1.52280
728.275 1.54518
728.315 1.56801
728.354 1.59142
728.393 1.61530
728.432 1.63980
728.471 1.66487
728.510 1.69053
728.550 1.71674
728.589 1.74364
728.628 1.77111
728.667 1.79933
728.706 1.82816
728.785 1.88815
728.863 1.95112
728.941 2.01735
729.019 2.08709
729.098 2.16067
729.176 2.23820
729.255 2.32017
729.333 2.40672
729.411 2.49842
729.490 2.59547
729.568 2.69840
729.646 2.80773
729.725 2.92415
729.803 3.04799
729.881 3.18024
729.960 3.32132
729.999 3.39560
730.038 3.47247
730.077 3.55204
730.116 3.63425
730.155 3.71964
730.195 3.80794
730.234 3.89975
730.273 3.99477
730.312 4.09368
730.351 4.19641
730.390 4.30319
730.430 4.41395
730.469 4.52948
730.508 4.64945
730.547 4.77475
730.586 4.90503
730.625 5.04127
730.665 5.18350
730.704 5.33207
730.743 5.48699
730.782 5.64947
730.821 5.81916
730.860 5.99743
730.899 6.18392
730.939 6.38019
730.978 6.58644
731.017 6.80340
731.056 7.03125
731.095 7.27202
731.134 7.52545
731.174 7.79389
731.213 8.07711
731.252 8.37785
731.291 8.69683
731.330 9.03562
731.369 9.39503
731.409 9.77882
731.448 10.1872
731.487 10.6246
731.526 11.0915
731.556 11.4761
731.587 11.8824
731.617 12.3118
731.647 12.7647
731.677 13.2460
731.708 13.7561
731.738 14.2974
731.768 14.8703
731.799 15.4812
731.829 16.1310
731.859 16.8227
731.889 17.5569
731.920 18.3420
731.950 19.1764
731.980 20.0694
732.010 21.0192
732.050 22.3481
732.089 23.7945
732.128 25.3691
732.167 27.0781
732.206 28.9419
732.245 30.9626
732.285 33.1625
732.324 35.5426
732.363 38.1269
732.402 40.9212
732.441 43.9365
732.480 47.1744
732.520 50.6603
732.559 54.3936
732.598 58.3797
732.637 62.6105
732.676 67.1081
732.715 71.8594
732.755 76.8583
732.794 82.0812
732.833 87.5410
732.872 93.1918
732.911 99.0397
732.950 105.028
733.011 114.539
733.071 124.192
733.193 143.318
733.271 154.972
733.310 160.418
733.349 165.541
733.415 173.299
733.481 179.746
733.514 182.417
733.547 184.689
733.579 186.545
733.612 187.967
733.656 189.171
733.700 189.565
733.722 189.457
733.758 188.843
733.794 187.699
733.829 186.028
733.865 183.857
733.901 181.195
733.937 178.083
733.972 174.533
734.008 170.598
734.056 164.802
734.103 158.475
734.151 151.688
734.198 144.566
734.304 127.979
734.409 111.176
734.499 97.4084
734.543 90.8271
734.588 84.4951
734.633 78.4293
734.677 72.6796
734.722 67.2481
734.766 62.1442
734.811 57.3614
734.856 52.9196
734.900 48.7933
734.945 44.9916
734.990 41.4852
735.034 38.2753
735.079 35.3378
735.123 32.6556
735.150 31.1810
735.176 29.7859
735.203 28.4668
735.229 27.2199
735.255 26.0417
735.282 24.9286
735.308 23.8771
735.335 22.8877
735.361 21.9496
735.387 21.0634
735.414 20.2263
735.440 19.4383
735.466 18.6906
735.493 17.9837
735.519 17.3152
735.546 16.6851
735.574 16.0400
735.602 15.4337
735.631 14.8616
735.659 14.3212
735.688 13.8104
735.716 13.3274
735.773 12.4369
735.830 11.6364
735.886 10.9145
735.943 10.2612
736.000 9.66804
736.045 9.23873
736.089 8.83989
736.134 8.46698
736.179 8.11926
736.223 7.79300
736.268 7.48772
736.313 7.20033
736.357 6.93059
736.402 6.67590
736.447 6.43617
736.536 5.99502
736.625 5.59947
736.714 5.24360
736.775 5.02045
736.836 4.81172
736.897 4.61616
736.958 4.43293
737.019 4.26045
737.080 4.09839
737.140 3.94540
737.201 3.80128
737.262 3.66489
737.323 3.53589
737.445 3.29813
737.566 3.08405
737.688 2.89054
737.777 2.76011
737.867 2.63847
737.956 2.52483
738.045 2.41850
738.135 2.31885
738.224 2.22533
738.313 2.13745
738.402 2.05484
738.492 1.97691
738.581 1.90340
738.670 1.83398
738.760 1.76842
738.938 1.64744
739.117 1.53869
739.295 1.44046
739.474 1.35152
739.652 1.27064
739.831 1.19696
740.009 1.12957
740.188 1.06784
740.367 1.01109
740.545 0.958859
740.707 0.914841
740.870 0.873863
741.032 0.835624
741.194 0.799879
741.357 0.766391
741.519 0.735011
741.681 0.705547
741.844 0.677847
742.006 0.651759
742.168 0.627190
742.331 0.604012
742.493 0.582122
742.818 0.541840
743.142 0.505688
743.321 0.487356
743.499 0.470028
743.856 0.438111
744.214 0.409420
744.571 0.383536
744.928 0.360102
745.285 0.338819
745.642 0.319431
745.999 0.301719
746.259 0.289778
746.519 0.278566
746.778 0.268022
747.038 0.258098
747.298 0.248747
747.557 0.239924
748.077 0.223693
748.596 0.209112
749.116 0.195976
749.635 0.184108
750.154 0.173351
750.512 0.166526
750.869 0.160127
751.226 0.154117
751.583 0.148464
751.940 0.143141
752.297 0.138123
753.011 0.128911
753.726 0.120668
754.440 0.113266
755.154 0.106591
755.868 0.100553
756.323 0.0970044
756.777 0.0936640
757.686 0.0875443
758.595 0.0820830
759.504 0.0771933
760.413 0.0728120
761.322 0.0688393
762.231 0.0652331
763.140 0.0619557
763.854 0.0595852
764.569 0.0573771
765.283 0.0553167
765.997 0.0533914
766.711 0.0515890
767.426 0.0498996
768.854 0.0468237
770.282 0.0440991
771.711 0.0416746
773.139 0.0395073
774.568 0.0375616
775.671 0.0361912
776.775 0.0349240
777.879 0.0337498
778.983 0.0326601
781.190 0.0307162
783.398 0.0290064
785.606 0.0275079
787.813 0.0261873
790.021 0.0250174
792.228 0.0239760
794.046 0.0232023
795.864 0.0224949
797.682 0.0218461
799.500 0.0212492
803.136 0.0201906
806.772 0.0192849
810.408 0.0185169
814.044 0.0178358
817.680 0.0172421
821.316 0.0167237
825.212 0.0162388
829.108 0.0158150
833.004 0.0154432
836.899 0.0151162
840.795 0.0148283
844.691 0.0145745
848.586 0.0143511
852.482 0.0141611
860.274 0.0138359
868.065 0.0135913
875.856 0.0134146
883.648 0.0132968
891.959 0.0132279
900.270 0.0132111
907.542 0.0132371
914.814 0.0132982
922.086 0.0133922
925.722 0.0134468
929.358 0.0135135
936.630 0.0136723
940.266 0.0137640
943.902 0.0138638
947.538 0.0139717
951.174 0.0140879
954.810 0.0142127
958.446 0.0143464
962.082 0.0144893
965.718 0.0146415
969.354 0.0148031
971.172 0.0148864
972.990 0.0149729
976.626 0.0151539
978.444 0.0152482
980.262 0.0153450
982.080 0.0154446
983.898 0.0155468
985.716 0.0156517
987.534 0.0157595
989.092 0.0158541
990.650 0.0159509
992.209 0.0160498
993.767 0.0161508
995.325 0.0162540
996.884 0.0163597
998.442 0.0164676
1000.00 0.0165779
1001.40 0.0166793
1002.81 0.0167825
1004.21 0.0168879
1004.91 0.0169413
1005.61 0.0169952
1006.31 0.0170497
1007.01 0.0171047
1007.71 0.0171602
1008.42 0.0172162
1009.12 0.0172729
1009.82 0.0173300
1010.52 0.0173876
1011.22 0.0174458
1011.92 0.0175047
1012.62 0.0175640
1013.32 0.0176239
1014.03 0.0176844
1014.73 0.0177455
1015.43 0.0178071
1016.13 0.0178693
1016.83 0.0179322
1017.53 0.0179957
1018.23 0.0180597
1018.93 0.0181243
1019.64 0.0181896
1020.34 0.0182555
1021.04 0.0183220
1021.74 0.0183891
1022.44 0.0184569
1023.14 0.0185254
1023.84 0.0185945
1024.54 0.0186643
1025.24 0.0187347
1025.95 0.0188059
1026.65 0.0188776
1027.35 0.0189501
1028.05 0.0190233
1028.75 0.0190972
1029.45 0.0191718
1030.15 0.0192471
1030.85 0.0193231
1031.56 0.0193998
1032.26 0.0194773
1032.96 0.0195555
1033.66 0.0196345
1034.36 0.0197144
1035.06 0.0197949
1035.76 0.0198762
1036.46 0.0199582
1037.17 0.0200412
1037.87 0.0201249
1038.57 0.0202094
1039.27 0.0202947
1039.97 0.0203810
1040.67 0.0204680
1041.37 0.0205558
1042.07 0.0206445
1042.78 0.0207342
1043.48 0.0208246
1044.18 0.0209160
1044.88 0.0210082
1045.58 0.0211015
1046.28 0.0211955
1046.98 0.0212905
1047.68 0.0213864
1049.09 0.0215813
1050.49 0.0217799
1051.89 0.0219826
1053.29 0.0221892
1054.70 0.0224000
1056.10 0.0226151
1057.05 0.0227644
1058.01 0.0229156
1058.97 0.0230690
1059.92 0.0232244
1061.83 0.0235419
1062.79 0.0237041
1063.75 0.0238690
1065.66 0.0242050
1067.57 0.0245503
1069.48 0.0249057
1071.40 0.0252713
1072.80 0.0255466
1074.20 0.0258274
1075.60 0.0261143
1077.01 0.0264075
1078.41 0.0267073
1079.81 0.0270132
1081.21 0.0273262
1082.62 0.0276461
1084.02 0.0279730
1085.42 0.0283071
1086.82 0.0286493
1088.23 0.0289987
1089.63 0.0293562
1091.03 0.0297221
1092.43 0.0300962
1093.83 0.0304788
1096.64 0.0312722
1098.04 0.0316827
1099.44 0.0321032
1102.25 0.0329748
1105.05 0.0338895
1107.86 0.0348497
