Sc-45(n,g) ENDFB-8.0
Energy(eV) XS(b)
19454.7 0.0105571
19465.0 0.0102799
19475.3 0.0100292
19485.6 0.00980227
19495.9 0.00959685
19506.2 0.00941107
19526.7 0.00909087
19547.3 0.00883051
19567.9 0.00862117
19588.5 0.00845604
19609.0 0.00832947
19629.6 0.00823722
19650.2 0.00817580
19670.8 0.00814247
19691.4 0.00813498
19711.9 0.00815166
19732.5 0.00819118
19753.1 0.00825253
19773.7 0.00833511
19794.2 0.00843847
19814.8 0.00856245
19835.4 0.00870705
19856.0 0.00887269
19876.6 0.00905980
19897.1 0.00926909
19917.7 0.00950139
19938.3 0.00975809
19958.9 0.0100404
19979.4 0.0103503
20000.0 0.0106895
20017.8 0.0110089
20035.6 0.0113539
20053.4 0.0117266
20071.3 0.0121293
20089.1 0.0125651
20106.9 0.0130366
20124.7 0.0135477
20142.5 0.0141025
20160.3 0.0147064
20178.1 0.0153644
20195.9 0.0160836
20213.8 0.0168722
20231.6 0.0177402
20249.4 0.0186985
20267.2 0.0197616
20285.0 0.0209472
20302.8 0.0222779
20311.7 0.0230057
20320.6 0.0237796
20329.5 0.0246061
20338.4 0.0254884
20347.4 0.0264346
20356.3 0.0274496
20365.2 0.0285437
20374.1 0.0297249
20383.0 0.0310042
20391.9 0.0323924
20400.8 0.0339075
20409.7 0.0355637
20418.6 0.0373854
20427.5 0.0393936
20436.4 0.0416227
20445.3 0.0441073
20454.2 0.0468921
20463.1 0.0500287
20467.6 0.0517547
20472.0 0.0535927
20476.5 0.0555577
20480.9 0.0576625
20485.4 0.0599268
20489.9 0.0623570
20494.3 0.0649764
20498.8 0.0678063
20503.2 0.0708782
20507.7 0.0742060
20512.1 0.0778369
20516.6 0.0817916
20521.0 0.0861310
20525.5 0.0908854
20529.9 0.0961222
20534.4 0.101910
20538.8 0.108343
20543.3 0.115488
20547.7 0.123471
20550.0 0.127828
20552.2 0.132426
20554.4 0.137327
20556.7 0.142535
20558.9 0.148075
20561.1 0.153946
20563.3 0.160232
20565.6 0.166909
20567.8 0.174074
20570.0 0.181701
20572.5 0.191013
20575.0 0.201088
20577.6 0.212001
20580.1 0.223841
20582.6 0.236702
20585.1 0.250688
20587.6 0.265915
20590.2 0.282439
20592.7 0.300528
20595.2 0.320263
20597.7 0.341796
20600.2 0.365285
20602.8 0.390886
20605.3 0.418745
20607.8 0.448989
20610.3 0.481574
20612.4 0.510892
20614.5 0.541943
20616.6 0.574647
20618.7 0.608682
20620.8 0.644128
20622.9 0.680301
20627.2 0.753483
20629.3 0.789140
20631.4 0.822996
20633.5 0.854083
20635.6 0.881265
20637.7 0.903810
20639.8 0.920615
20641.9 0.931127
20644.0 0.934790
20646.1 0.931486
20648.2 0.921348
20650.3 0.904851
20652.4 0.882839
20654.5 0.856006
20656.6 0.825597
20658.8 0.792339
20660.9 0.757506
20665.1 0.685640
20669.3 0.615744
20671.4 0.582511
20673.5 0.550993
20675.6 0.521051
20677.7 0.493063
20680.6 0.457451
20683.5 0.425353
20685.0 0.410600
20686.4 0.396694
20687.9 0.383623
20689.3 0.371456
20690.7 0.360018
20692.2 0.349390
20693.6 0.339575
20695.1 0.330583
20696.5 0.322433
20698.0 0.315161
20699.4 0.308818
20700.9 0.303515
20702.3 0.299286
20703.8 0.296328
20705.2 0.294862
20706.7 0.295201
20707.4 0.296191
20708.1 0.297799
20708.9 0.300162
20709.6 0.303325
20710.3 0.307515
20711.0 0.312787
20711.8 0.319400
20712.5 0.327623
20713.2 0.337951
20713.9 0.350549
20714.3 0.358137
20714.7 0.366364
20715.0 0.375527
20715.4 0.385745
20715.7 0.397494
20716.1 0.410307
20716.5 0.424679
20716.8 0.440838
20717.2 0.459596
20717.6 0.480275
20717.9 0.503747
20718.3 0.530491
20718.5 0.546118
20718.6 0.562001
20718.8 0.579030
20719.0 0.597311
20719.2 0.616959
20719.4 0.638105
20719.5 0.660896
20719.7 0.685495
20719.9 0.713625
20720.1 0.742542
20720.3 0.773903
20720.5 0.807973
20720.6 0.845049
20720.8 0.885471
20721.0 0.929623
20721.2 0.977942
20721.4 1.03402
20721.5 1.09254
20721.7 1.15698
20721.9 1.22807
20722.1 1.30666
20722.3 1.39372
20722.4 1.49034
20722.6 1.59776
20722.8 1.71735
20722.9 1.78220
20723.0 1.85068
20723.1 1.92301
20723.2 1.99943
20723.3 2.08015
20723.3 2.16543
20723.4 2.25549
20723.5 2.35058
20723.6 2.45093
20723.7 2.55677
20723.8 2.66830
20723.9 2.78570
20724.0 2.90911
20724.1 3.03865
20724.2 3.23659
20724.3 3.43052
20724.4 3.63466
20724.6 3.84807
20724.8 4.29593
20725.0 4.75350
20725.2 4.99415
20725.3 5.20445
20725.4 5.39725
20725.5 5.56630
20725.6 5.70549
20725.8 5.80929
20725.9 5.87332
20726.0 5.89473
20726.1 5.88706
20726.1 5.86874
20726.3 5.80049
20726.4 5.69280
20726.5 5.55017
20726.6 5.37819
20726.7 5.18300
20726.9 4.97085
20727.0 4.74768
20727.2 4.26977
20727.5 3.82164
20727.6 3.60836
20727.7 3.40445
20727.8 3.21082
20727.9 3.02796
20728.0 2.88392
20728.1 2.74742
20728.2 2.61832
20728.3 2.49639
20728.4 2.38137
20728.5 2.27297
20728.6 2.17087
20728.7 2.08410
20728.8 1.99307
20728.9 1.90740
20729.0 1.82676
20729.1 1.75085
20729.2 1.67937
20729.3 1.61203
20729.4 1.54859
20729.5 1.49460
20729.6 1.43785
20729.7 1.38430
20729.8 1.33373
20729.9 1.28595
20730.1 1.19806
20730.3 1.12304
20730.5 1.05192
20730.7 0.987857
20730.9 0.930010
20731.1 0.880136
20731.3 0.832370
20731.5 0.788911
20731.7 0.749274
20731.9 0.714775
20732.1 0.681428
20732.3 0.650808
20732.5 0.622632
20732.7 0.597902
20732.9 0.573804
20733.1 0.551498
20733.3 0.530813
20733.5 0.512526
20733.7 0.494580
20733.9 0.477854
20734.3 0.448346
20734.7 0.421768
20735.1 0.398888
20735.5 0.378057
20735.8 0.359942
20736.2 0.343295
20736.6 0.328691
20737.0 0.315158
20737.4 0.303193
20737.8 0.292023
20738.2 0.282079
20738.6 0.272735
20739.0 0.264365
20739.4 0.256453
20739.8 0.249326
20740.6 0.236574
20741.4 0.225374
20742.2 0.215586
20742.9 0.206964
20743.7 0.199312
20744.5 0.192476
20745.3 0.186330
20746.1 0.180774
20746.9 0.175723
20747.7 0.171110
20748.5 0.166878
20750.1 0.159373
20751.6 0.152907
20753.2 0.147298
20754.8 0.142314
20756.4 0.137871
20757.9 0.133878
20759.5 0.130261
20761.1 0.126964
20762.7 0.123940
20765.8 0.118589
20769.0 0.113950
20772.2 0.109889
20775.3 0.106293
20778.5 0.103090
20781.6 0.100200
20784.8 0.0975828
20787.9 0.0952019
20791.1 0.0930327
20797.4 0.0891994
20803.7 0.0859400
20810.0 0.0831323
20816.4 0.0807021
20822.7 0.0785802
20829.0 0.0767163
20835.3 0.0750673
20841.6 0.0736050
20854.2 0.0711257
20866.9 0.0691074
20879.5 0.0674272
20892.1 0.0659951
20904.8 0.0647451
20930.0 0.0626138
20952.4 0.0609994
20974.9 0.0596229
20986.1 0.0590567
20997.3 0.0586180
21008.5 0.0583696
21019.7 0.0584169
21025.3 0.0586040
21030.9 0.0589430
21036.5 0.0594807
21042.1 0.0602812
21047.7 0.0614418
21053.3 0.0630972
21056.2 0.0641773
21059.0 0.0654655
21061.8 0.0670116
21064.6 0.0688749
21067.4 0.0711417
21070.2 0.0738987
21071.6 0.0755171
21073.0 0.0773043
21074.4 0.0792966
21075.8 0.0815237
21077.2 0.0840402
21078.6 0.0868530
21080.0 0.0900301
21081.4 0.0936333
21082.8 0.0977383
21084.2 0.102438
21085.6 0.107847
21086.3 0.110861
21087.0 0.114110
21087.7 0.117668
21088.4 0.121465
21089.1 0.125577
21089.8 0.130042
21090.5 0.134898
21091.2 0.140191
21091.9 0.145974
21092.6 0.152307
21093.3 0.159260
21094.0 0.166914
21094.7 0.175363
21095.4 0.184719
21096.1 0.195111
21096.8 0.206692
21097.5 0.219645
21098.2 0.234186
21098.6 0.242366
21098.9 0.250825
21099.3 0.259824
21099.6 0.269410
21100.0 0.279630
21100.3 0.290541
21100.7 0.302202
21101.0 0.314680
21101.4 0.328050
21101.7 0.342394
21102.1 0.357803
21102.4 0.374377
21102.8 0.392230
21103.1 0.411487
21103.5 0.432287
21103.8 0.454785
21104.2 0.479155
21104.5 0.505588
21104.9 0.534300
21105.2 0.565529
21105.6 0.599538
21105.9 0.636621
21106.3 0.677097
21106.6 0.721321
21107.0 0.769672
21107.3 0.822561
21107.7 0.880422
21108.0 0.943700
21108.4 1.01284
21108.7 1.08828
21109.1 1.17037
21109.4 1.25938
21109.7 1.33846
21110.0 1.42230
21110.3 1.51068
21110.6 1.59992
21111.1 1.79405
21111.7 1.98912
21112.0 2.08564
21112.3 2.17723
21112.6 2.26121
21112.9 2.33245
21113.1 2.39333
21113.4 2.43862
21113.7 2.46634
21114.0 2.47521
21114.3 2.46547
21114.6 2.43691
21114.9 2.39085
21115.2 2.33166
21115.4 2.25753
21115.7 2.17311
21116.0 2.08121
21116.3 1.98788
21116.9 1.78927
21117.5 1.59851
21117.7 1.50613
21118.0 1.41789
21118.3 1.33420
21118.6 1.25792
21118.9 1.17133
21119.3 1.09355
21119.6 1.01961
21119.9 0.953574
21120.3 0.891049
21120.6 0.835334
21121.0 0.782651
21121.3 0.735723
21121.6 0.691333
21122.0 0.651754
21122.3 0.614263
21122.6 0.580777
21123.0 0.548993
21123.3 0.520542
21123.6 0.493473
21124.0 0.469182
21124.3 0.446013
21124.6 0.425168
21125.0 0.405233
21125.3 0.387252
21125.6 0.370011
21126.0 0.354419
21126.3 0.339431
21126.6 0.325843
21127.0 0.312749
21127.3 0.300849
21127.7 0.289354
21128.0 0.278884
21128.3 0.268748
21128.7 0.259494
21129.0 0.250517
21129.3 0.242304
21130.0 0.227000
21130.7 0.213324
21131.3 0.201056
21132.0 0.190014
21132.7 0.180041
21133.3 0.171006
21134.0 0.162796
21134.7 0.155315
21135.4 0.148479
21136.0 0.142217
21136.7 0.136466
21137.4 0.131173
21138.0 0.126291
21138.7 0.121777
21139.4 0.117596
21140.0 0.113771
21140.7 0.110159
21141.4 0.106794
21142.7 0.100720
21144.1 0.0953984
21145.4 0.0907081
21146.7 0.0865514
21148.1 0.0828485
21149.4 0.0795341
21150.7 0.0765752
21152.1 0.0738825
21153.4 0.0714418
21154.8 0.0692211
21156.1 0.0671936
21157.4 0.0653362
21158.8 0.0636293
21161.5 0.0606122
21164.1 0.0580101
21166.8 0.0557523
21169.5 0.0537748
21172.2 0.0520281
21174.9 0.0504731
21177.5 0.0490786
21180.2 0.0478196
21182.9 0.0466799
21188.2 0.0446741
21193.6 0.0429678
21199.0 0.0414843
21204.3 0.0401790
21209.7 0.0390104
21215.0 0.0379538
21220.4 0.0369886
21225.7 0.0361007
21236.4 0.0345034
21247.2 0.0330920
21257.9 0.0318202
21268.6 0.0306605
21279.3 0.0295908
21290.0 0.0285967
21308.0 0.0270676
21326.0 0.0256904
21344.0 0.0244434
21362.0 0.0233146
21380.0 0.0222981
21398.0 0.0213944
21416.0 0.0206113
21434.0 0.0199685
21443.0 0.0197108
21452.0 0.0195056
21461.0 0.0193642
21470.0 0.0193031
21479.0 0.0193470
21483.5 0.0194192
21488.0 0.0195331
21492.5 0.0196968
21497.0 0.0199205
21501.5 0.0202178
21506.0 0.0206063
21510.5 0.0211096
21515.0 0.0217596
21517.3 0.0221529
21519.5 0.0226008
21521.8 0.0231118
21524.0 0.0236960
21526.3 0.0243659
21528.5 0.0251366
21530.8 0.0260267
21533.0 0.0270596
21535.3 0.0282643
21537.5 0.0296781
21539.8 0.0313486
21542.0 0.0333379
21544.3 0.0357283
21546.5 0.0386305
21547.6 0.0403266
21548.8 0.0421957
21549.9 0.0443000
21551.0 0.0466361
21552.1 0.0492871
21553.3 0.0522555
21554.4 0.0556555
21555.5 0.0595016
21556.6 0.0639562
21557.8 0.0690567
21558.9 0.0750435
21560.0 0.0820003
21561.1 0.0903006
21561.7 0.0949889
21562.3 0.100123
21562.8 0.105865
21563.4 0.112083
21564.0 0.118952
21564.5 0.126565
21565.1 0.135192
21565.6 0.144665
21566.2 0.155285
21566.8 0.167244
21567.3 0.181031
21567.9 0.196451
21568.5 0.214085
21569.0 0.234370
21569.3 0.246094
21569.6 0.258312
21569.9 0.271506
21570.1 0.285783
21570.4 0.301261
21570.7 0.318077
21571.0 0.336387
21571.3 0.356370
21571.6 0.379050
21571.8 0.403108
21572.1 0.429569
21572.4 0.458756
21572.7 0.491044
21573.0 0.526878
21573.2 0.566777
21573.5 0.611358
21573.7 0.637417
21573.8 0.663252
21573.9 0.690666
21574.1 0.719784
21574.2 0.750744
21574.4 0.783697
21574.5 0.818810
21574.6 0.856264
21574.8 0.896263
21574.9 0.939025
21575.1 0.984798
21575.2 1.03385
21575.3 1.08648
21575.5 1.14301
21575.6 1.20381
21575.8 1.26928
21575.9 1.34511
21576.1 1.42171
21576.2 1.50449
21576.3 1.59405
21576.5 1.69104
21576.6 1.79618
21576.8 1.91025
21576.9 2.03408
21577.0 2.16858
21577.2 2.31471
21577.3 2.47345
21577.5 2.64582
21577.6 2.83281
21577.7 3.03535
21577.9 3.25422
21578.0 3.49001
21578.1 3.72427
21578.3 3.95341
21578.4 4.21496
21578.5 4.46751
21578.8 5.01959
21579.0 5.58352
21579.1 5.86801
21579.3 6.11686
21579.4 6.36357
21579.5 6.56266
21579.6 6.73917
21579.8 6.85936
21579.9 6.93352
21580.0 6.95855
21580.1 6.94993
21580.1 6.92900
21580.3 6.85069
21580.4 6.71446
21580.5 6.54665
21580.6 6.32674
21580.8 6.09595
21580.9 5.82416
21581.0 5.56029
21581.3 4.99614
21581.5 4.44524
21581.6 4.17305
21581.8 3.93309
21581.9 3.70500
21582.0 3.48933
21582.1 3.33583
21582.2 3.18937
21582.3 2.93153
21582.4 2.80464
21582.5 2.68413
21582.6 2.56974
21582.7 2.47300
21582.8 2.36947
21582.9 2.27131
21583.0 2.09957
21583.1 2.01540
21583.2 1.93559
21583.4 1.79586
21583.5 1.72731
21583.6 1.66223
21583.7 1.54810
21583.9 1.43864
21584.1 1.34485
21584.3 1.25458
21584.4 1.17695
21584.6 1.10197
21584.8 1.03724
21585.0 0.974476
21585.1 0.920096
21585.3 0.867172
21585.5 0.821149
21585.7 0.776199
21585.8 0.736973
21586.0 0.698532
21586.2 0.664876
21586.4 0.631787
21586.5 0.602727
21586.7 0.574070
21586.9 0.548829
21587.1 0.523868
21587.2 0.501821
21587.4 0.479961
21587.6 0.460604
21587.9 0.424284
21588.3 0.392129
21588.6 0.363539
21589.0 0.338012
21589.3 0.315133
21589.7 0.294553
21590.0 0.275977
21590.4 0.259157
21590.7 0.243881
21591.1 0.229967
21591.4 0.217259
21591.8 0.205623
21592.1 0.194943
21592.5 0.185117
21592.8 0.176059
21593.2 0.167689
21593.9 0.152754
21594.6 0.139862
21595.3 0.128658
21596.0 0.118860
21596.7 0.110243
21597.4 0.102626
21598.1 0.0958589
21598.8 0.0898209
21599.5 0.0844107
21600.2 0.0795443
21600.9 0.0751510
21601.6 0.0711715
21602.3 0.0675553
21603.0 0.0642594
21604.4 0.0585240
21605.8 0.0536462
21607.2 0.0494916
21608.6 0.0459233
21610.0 0.0428352
21611.4 0.0401442
21612.8 0.0377843
21614.2 0.0357029
21615.6 0.0338696
21617.0 0.0322234
21618.4 0.0307497
21621.2 0.0282288
21624.0 0.0261599
21626.8 0.0244442
21629.6 0.0229938
21632.4 0.0217590
21635.2 0.0206973
21638.0 0.0197795
21640.8 0.0189737
21643.6 0.0182638
21646.4 0.0176340
21649.1 0.0170736
21651.9 0.0165685
21654.7 0.0161124
21657.5 0.0156984
21660.3 0.0153221
21665.9 0.0146580
21671.5 0.0140926
21677.1 0.0136026
21682.7 0.0131740
21688.3 0.0127934
21693.9 0.0124533
21699.5 0.0121453
21705.1 0.0118654
21716.3 0.0113707
21727.5 0.0109440
21738.7 0.0105684
21749.9 0.0102324
21761.0 0.00992788
21772.2 0.00964865
21783.4 0.00939081
21805.8 0.00892600
21828.2 0.00851452
21850.6 0.00814454
21873.0 0.00780814
21895.3 0.00749975
21917.7 0.00721527
21940.1 0.00695159
21962.5 0.00670614
21984.9 0.00647719
22007.2 0.00626298
22029.6 0.00606215
22074.4 0.00569616
22119.1 0.00537164
22163.9 0.00508267
22208.7 0.00482475
22253.4 0.00459405
22298.2 0.00438748
22343.0 0.00420247
22387.7 0.00403697
22432.5 0.00388922
22477.2 0.00375778
22522.0 0.00364149
22566.8 0.00353953
22611.5 0.00345129
22656.3 0.00337652
22701.1 0.00331539
22745.8 0.00326887
22790.6 0.00323933
22813.0 0.00323254
22835.3 0.00323281
22857.7 0.00324267
22880.1 0.00326688
22891.3 0.00328711
22902.5 0.00331534
22913.7 0.00335496
22924.9 0.00341153
22936.1 0.00349485
22947.3 0.00362338
22958.4 0.00383553
22969.6 0.00422242
22975.2 0.00454874
22980.8 0.00504635
22983.6 0.00540085
22986.4 0.00586420
22989.2 0.00648612
22992.0 0.00734466
22994.8 0.00858743
22996.2 0.00942664
22997.6 0.0104761
22999.0 0.0118124
23000.4 0.0135505
23001.8 0.0158692
23003.2 0.0190320
23003.9 0.0210911
23004.6 0.0235779
23005.3 0.0266194
23006.0 0.0303936
23006.7 0.0351557
23007.4 0.0412822
23008.1 0.0493476
23008.8 0.0602621
23009.2 0.0672250
23009.5 0.0755379
23009.9 0.0855721
23010.2 0.0978350
23010.6 0.113034
23010.9 0.132179
23011.3 0.156752
23011.6 0.188988
23012.0 0.232388
23012.3 0.292666
23012.5 0.333184
23012.7 0.379605
23012.8 0.439989
23013.0 0.510962
23013.2 0.605957
23013.4 0.721195
23013.5 0.880954
23013.7 1.08228
23013.9 1.37287
23014.0 1.55898
23014.1 1.75368
23014.1 2.01226
23014.2 2.28356
23014.3 2.64302
23014.4 3.05160
23014.5 3.44304
23014.6 3.91976
23014.7 4.89198
23014.8 5.38607
23014.9 5.74752
23014.9 6.02217
23015.0 6.10337
23015.1 5.99775
23015.2 5.74753
23015.2 5.32787
23015.3 4.89200
23015.5 3.91980
23015.5 3.44308
23015.6 3.05164
23015.7 2.60006
23015.8 2.21178
23015.9 1.89176
23016.0 1.65261
23016.1 1.43146
23016.2 1.26525
23016.3 1.11015
23016.4 0.992292
23016.6 0.795414
23016.8 0.649976
23016.9 0.540094
23017.1 0.455364
23017.3 0.385728
23017.5 0.333221
23017.7 0.290670
23017.9 0.255742
23018.1 0.226742
23018.3 0.202413
23018.7 0.164227
23019.1 0.135345
23019.4 0.114039
23019.8 0.0974754
23020.2 0.0843506
23020.6 0.0737778
23021.0 0.0651378
23021.3 0.0579880
23021.7 0.0520052
23022.5 0.0425336
23023.2 0.0356477
23024.0 0.0303609
23024.8 0.0263140
23025.5 0.0230700
23026.3 0.0204940
23027.8 0.0166444
23029.4 0.0139356
23030.9 0.0119707
23032.4 0.0105006
23033.9 0.00937909
23035.5 0.00849369
23037.0 0.00778741
23040.0 0.00674897
23043.1 0.00603331
23046.2 0.00552715
23049.2 0.00516189
23052.3 0.00490710
23055.3 0.00475980
23058.4 0.00479841
23059.9 0.00500552
23060.7 0.00523324
23061.4 0.00564296
23061.8 0.00598204
23062.2 0.00645847
23062.6 0.00717021
23063.0 0.00829010
23063.1 0.00910254
23063.3 0.0101772
23063.5 0.0116333
23063.7 0.0136605
23063.9 0.0165700
23064.0 0.0186194
23064.1 0.0208802
23064.2 0.0239816
23064.3 0.0274384
23064.4 0.0321960
23064.5 0.0380305
23064.6 0.0475739
23064.7 0.0583899
23064.9 0.0679180
23064.9 0.0709974
23065.0 0.0718815
23065.1 0.0706789
23065.1 0.0679094
23065.3 0.0583726
23065.4 0.0475477
23065.5 0.0379954
23065.6 0.0321540
23065.7 0.0278196
23065.8 0.0239265
23065.9 0.0210988
23066.0 0.0185511
23066.1 0.0166817
23066.3 0.0137005
23066.5 0.0116228
23066.7 0.0101291
23066.9 0.00902456
23067.0 0.00822610
23067.4 0.00705070
23067.8 0.00629620
23068.2 0.00578339
23068.5 0.00542682
23069.3 0.00494914
23070.1 0.00466244
23071.6 0.00433621
23074.6 0.00404592
23077.6 0.00390673
23089.7 0.00366804
23113.8 0.00350944
23137.9 0.00346541
23162.0 0.00346708
23210.3 0.00353902
23234.4 0.00359829
23258.5 0.00367085
23282.6 0.00375667
23306.8 0.00385628
23330.9 0.00397083
23355.0 0.00410186
23379.1 0.00425145
23403.2 0.00442199
23427.4 0.00461666
23451.5 0.00483926
23475.6 0.00509466
23487.7 0.00523634
23499.7 0.00538851
23511.8 0.00555212
23523.9 0.00572827
23535.9 0.00591818
23548.0 0.00612324
23560.0 0.00634522
23572.1 0.00658554
23584.2 0.00684641
23596.2 0.00713019
23608.3 0.00743955
23620.3 0.00777762
23632.4 0.00814801
23644.5 0.00855493
23656.5 0.00900371
23668.6 0.00949947
23680.7 0.0100495
23692.7 0.0106621
23704.8 0.0113473
23716.8 0.0121174
23728.9 0.0129875
23741.0 0.0139770
23753.0 0.0151106
23765.1 0.0164219
23777.1 0.0179593
23789.2 0.0198020
23795.2 0.0208819
23801.3 0.0221129
23807.3 0.0235659
23813.3 0.0253969
23819.3 0.0280333
23822.4 0.0300387
23825.4 0.0331017
23826.9 0.0354209
23828.4 0.0387276
23829.9 0.0438113
23830.7 0.0474742
23831.4 0.0523736
23832.2 0.0592802
23832.9 0.0692044
23833.3 0.0760630
23833.7 0.0847373
23834.1 0.0959362
23834.4 0.110299
23834.8 0.130291
23835.2 0.158440
23835.4 0.177019
23835.6 0.199800
23835.8 0.228128
23835.9 0.261801
23836.1 0.307186
23836.3 0.366667
23836.5 0.446408
23836.7 0.549316
23836.8 0.622545
23836.9 0.701343
23837.0 0.806810
23837.1 0.921774
23837.2 1.07735
23837.3 1.24817
23837.3 1.45412
23837.4 1.72441
23837.6 2.20504
23837.7 2.74652
23837.8 3.00579
23837.9 3.22351
23837.9 3.37014
23838.0 3.42207
23838.1 3.37019
23838.1 3.22361
23838.2 3.00594
23838.3 2.74671
23838.4 2.20532
23838.6 1.72479
23838.7 1.35835
23838.8 1.07790
23839.0 0.868684
23839.1 0.711690
23839.3 0.592419
23839.4 0.500465
23839.5 0.428495
23839.7 0.375021
23839.8 0.328321
23840.0 0.290292
23840.2 0.234604
23840.5 0.193631
23840.8 0.164696
23841.1 0.142098
23841.3 0.125315
23841.6 0.111635
23841.9 0.101097
23842.4 0.0852117
23843.0 0.0742703
23843.5 0.0664411
23844.1 0.0606667
23845.2 0.0529387
23846.3 0.0482110
23847.4 0.0451743
23849.6 0.0418026
23851.8 0.0403065
23856.2 0.0396949
23860.6 0.0404890
23865.0 0.0419564
23867.2 0.0428634
23869.4 0.0438586
23871.6 0.0449379
23873.8 0.0460968
23876.0 0.0473388
23878.2 0.0486523
23880.4 0.0500436
23882.6 0.0515144
23884.8 0.0530749
23887.0 0.0547142
23889.2 0.0564435
23891.4 0.0582676
23893.6 0.0602008
23895.8 0.0622318
23898.0 0.0643758
23900.2 0.0666403
23902.4 0.0690336
23904.6 0.0715646
23906.8 0.0742432
23909.0 0.0770803
23911.2 0.0801020
23913.4 0.0832939
23915.6 0.0866839
23917.8 0.0902875
23920.1 0.0941403
23922.3 0.0982265
23924.5 0.102584
23926.7 0.107236
23928.9 0.112232
23931.1 0.117554
23933.3 0.123256
23934.4 0.126260
23935.5 0.129372
23936.6 0.132628
23937.7 0.135972
23938.8 0.139441
23939.9 0.143038
23941.0 0.146772
23942.1 0.150647
23943.2 0.154670
23944.3 0.158849
23945.4 0.163231
23946.5 0.167745
23947.6 0.172437
23948.7 0.177317
23949.8 0.182394
23950.9 0.187676
23952.0 0.193174
23953.1 0.198898
23954.2 0.204914
23955.3 0.211127
23956.4 0.217600
23957.5 0.224346
23958.6 0.231379
23959.7 0.238711
23960.8 0.246358
23961.9 0.254333
23963.0 0.262730
23964.1 0.271412
23965.2 0.280471
23966.3 0.289922
23967.4 0.299781
23968.5 0.310068
23969.6 0.320797
23970.7 0.331986
23971.8 0.343652
23972.9 0.355810
23974.0 0.368477
23975.1 0.381667
23976.2 0.395391
23977.3 0.409662
23978.4 0.424487
23979.5 0.439873
23981.4 0.467920
23983.3 0.497634
23985.2 0.528935
23987.1 0.561500
23989.0 0.595436
23990.9 0.630052
23992.9 0.665256
23994.8 0.700097
23996.7 0.734226
23998.6 0.766618
24000.5 0.796341
24002.4 0.822290
24004.3 0.843783
24006.2 0.859738
24008.1 0.869636
24010.0 0.872932
24011.9 0.869511
24013.8 0.859497
24015.7 0.843344
24017.6 0.821877
24019.5 0.795735
24021.4 0.766145
24023.4 0.733770
24025.3 0.699868
24027.2 0.664917
24029.1 0.629807
24032.9 0.561495
24034.8 0.528903
24036.7 0.497918
24038.6 0.468359
24040.5 0.440614
24042.4 0.414412
24044.3 0.389888
24046.2 0.366996
24048.1 0.345670
24050.1 0.325833
24052.0 0.307399
24053.9 0.290280
24055.8 0.274466
24057.7 0.259706
24059.6 0.246000
24061.5 0.233272
24063.4 0.221444
24065.3 0.210448
24067.2 0.200218
24069.1 0.190695
24071.0 0.181867
24073.0 0.173591
24074.9 0.165869
24076.8 0.158658
24078.7 0.151917
24080.6 0.145612
24082.5 0.139709
24084.4 0.134178
24086.3 0.129018
24088.2 0.124150
24090.1 0.119578
24092.0 0.115282
24094.0 0.111241
24095.9 0.107439
24097.8 0.103859
24101.6 0.0973224
24105.4 0.0914918
24109.2 0.0862962
24113.0 0.0816601
24116.9 0.0775295
24120.7 0.0738281
24124.5 0.0705207
24128.3 0.0675675
24132.1 0.0649409
24135.9 0.0625983
24139.8 0.0605220
24143.6 0.0586910
24147.4 0.0570916
24151.2 0.0557003
24155.0 0.0545123
24158.8 0.0535113
24162.7 0.0526948
24166.5 0.0520528
24170.3 0.0515837
24174.1 0.0512854
24177.9 0.0511580
24181.7 0.0512024
24185.6 0.0514228
24189.4 0.0518248
24193.2 0.0524146
24197.0 0.0532055
24200.8 0.0542091
24204.7 0.0554414
24208.5 0.0569177
24212.3 0.0586691
24216.1 0.0607202
24219.9 0.0631047
24223.7 0.0658547
24227.6 0.0690326
24231.4 0.0726885
24233.3 0.0747165
24235.2 0.0768905
24237.1 0.0792212
24239.0 0.0817066
24240.9 0.0843856
24242.8 0.0872593
24244.7 0.0903431
24246.6 0.0936536
24248.6 0.0972091
24250.5 0.101030
24252.4 0.105137
24254.3 0.109531
24256.2 0.114284
24258.1 0.119403
24260.0 0.124918
24261.9 0.130863
24263.8 0.137275
24265.7 0.144193
24267.6 0.151658
24269.5 0.159673
24271.5 0.168369
24273.4 0.177753
24275.3 0.187877
24277.2 0.198731
24279.1 0.210477
24281.0 0.223106
24282.9 0.236653
24284.8 0.251067
24286.7 0.266341
24288.6 0.282535
24290.5 0.299605
24292.4 0.317374
24294.2 0.335902
24296.1 0.354908
24298.0 0.374142
24299.9 0.393180
24301.8 0.411828
24303.7 0.429524
24305.6 0.445754
24307.5 0.459910
24309.3 0.471617
24311.2 0.480316
24313.1 0.485628
24315.0 0.487306
24316.9 0.485288
24318.8 0.479640
24320.7 0.470615
24322.6 0.458665
24324.4 0.444141
24326.3 0.427629
24328.2 0.409668
24330.1 0.390870
24333.9 0.352034
24337.7 0.314169
24339.5 0.296098
24341.4 0.278824
24343.3 0.262430
24345.2 0.247035
24347.7 0.228139
24350.2 0.210888
24352.6 0.195073
24355.1 0.180730
24357.6 0.167635
24360.1 0.155786
24362.5 0.144977
24365.0 0.135194
24367.5 0.126259
24370.0 0.118156
24372.4 0.110739
24374.9 0.103995
24377.4 0.0978041
24379.9 0.0921570
24382.3 0.0869558
