Sr-87(n,tot) ENDFB-8.0
Energy(eV) XS(b)
2746.10 4.27700
2746.52 4.22567
2746.95 4.17131
2747.37 4.11378
2747.80 4.05304
2748.22 3.98922
2748.65 3.92268
2749.07 3.85434
2749.29 3.81998
2749.50 3.78621
2749.71 3.75336
2749.92 3.72269
2750.14 3.69538
2750.35 3.67391
2750.56 3.66157
2750.77 3.66361
2750.89 3.67354
2751.01 3.69188
2751.12 3.72085
2751.24 3.76318
2751.35 3.82226
2751.47 3.90221
2751.59 4.00805
2751.70 4.14447
2751.76 4.22735
2751.82 4.32099
2751.87 4.42650
2751.93 4.54508
2751.99 4.67800
2752.05 4.82668
2752.11 4.99258
2752.16 5.17731
2752.22 5.38258
2752.28 5.61018
2752.34 5.86204
2752.40 6.14019
2752.45 6.44676
2752.51 6.78398
2752.57 7.15419
2752.63 7.55253
2752.67 7.84601
2752.71 8.15741
2752.74 8.48754
2752.78 8.82798
2752.82 9.19746
2752.86 9.57783
2752.90 9.98992
2752.94 10.4134
2752.99 11.0541
2753.04 11.7291
2753.10 12.4522
2753.15 13.2253
2753.20 14.0506
2753.26 14.9299
2753.31 15.8653
2753.36 16.8585
2753.42 17.9316
2753.47 19.0465
2753.52 20.2239
2753.57 21.4650
2753.63 22.7707
2753.68 24.1420
2753.73 25.5793
2753.79 27.0828
2753.85 28.9562
2753.91 30.9227
2753.98 32.9810
2754.04 35.1290
2754.10 37.3643
2754.16 39.6832
2754.29 44.5145
2754.40 48.8245
2754.50 53.2955
2754.71 62.5561
2754.84 68.1335
2754.97 73.6529
2755.07 78.1780
2755.18 82.5298
2755.28 86.6463
2755.39 90.4670
2755.50 93.9648
2755.60 97.0206
2755.70 99.5318
2755.81 101.585
2755.90 103.087
2756.00 104.130
2756.04 104.398
2756.15 104.816
2756.27 104.569
2756.34 104.037
2756.42 103.231
2756.50 102.076
2756.58 100.629
2756.66 99.0444
2756.73 97.2647
2756.88 93.0976
2757.03 88.2736
2757.18 82.9504
2757.35 76.2402
2757.53 69.3567
2757.68 63.5044
2757.83 57.7926
2757.90 55.0041
2757.98 52.3245
2758.05 49.6907
2758.12 47.1808
2758.20 44.7337
2758.27 42.4195
2758.35 40.1798
2758.42 38.0768
2758.50 36.0551
2758.57 34.1691
2758.65 32.3905
2758.72 30.7181
2758.78 29.4800
2758.83 28.3244
2758.89 27.2091
2758.95 26.1710
2759.01 25.1720
2759.06 24.2445
2759.12 23.3541
2759.18 22.5294
2759.24 21.7393
2759.29 21.0090
2759.35 20.3106
2759.41 19.6661
2759.47 19.0507
2759.52 18.4834
2759.58 17.9424
2759.64 17.4442
2759.71 16.8361
2759.79 16.2849
2759.86 15.7719
2759.94 15.3070
2760.01 14.8741
2760.09 14.4814
2760.16 14.1152
2760.24 13.7826
2760.31 13.4717
2760.38 13.1886
2760.53 12.6808
2760.68 12.2438
2760.83 11.8671
2760.99 11.5064
2761.16 11.1935
2761.32 10.9162
2761.48 10.6710
2761.64 10.4498
2761.81 10.2510
2761.97 10.0701
2762.13 9.90447
2762.43 9.63294
2762.72 9.39726
2763.02 9.18896
2763.32 9.00442
2763.62 8.83857
2763.91 8.68955
2764.21 8.55399
2764.51 8.43090
2765.11 8.21406
2765.70 8.03010
2766.30 7.87150
2766.89 7.73376
2767.81 7.55274
2768.73 7.40189
2769.65 7.27417
2770.57 7.16471
2771.76 7.04402
2772.95 6.94206
2774.14 6.85476
2775.33 6.77922
2776.63 6.70749
2777.93 6.64488
2779.23 6.58975
2780.53 6.54085
2782.91 6.46392
2785.29 6.40001
2787.67 6.34601
2790.05 6.29973
2792.43 6.25959
2794.82 6.22440
2799.58 6.16550
2803.91 6.12197
2808.24 6.08536
2812.57 6.05408
2816.89 6.02695
2821.66 6.00089
2826.42 5.97801
2835.94 5.93942
2844.60 5.91050
2853.26 5.88568
2861.92 5.86399
2870.58 5.84468
2882.70 5.82067
2894.82 5.79926
2915.60 5.76666
2925.99 5.75161
2936.38 5.73695
2943.31 5.72723
2950.24 5.71734
2953.70 5.71223
2957.16 5.70690
2960.63 5.70123
2963.66 5.69576
2965.17 5.69272
2966.69 5.68939
2968.20 5.68562
2968.96 5.68349
2969.72 5.68115
2970.48 5.67851
2971.23 5.67548
2971.61 5.67377
2971.99 5.67191
2972.37 5.66989
2972.56 5.66884
2972.75 5.66778
2972.92 5.66681
2973.10 5.66590
2973.28 5.66511
2973.45 5.66452
2973.54 5.66434
2973.63 5.66426
2973.72 5.66431
2973.80 5.66452
2973.89 5.66491
2973.98 5.66552
2974.07 5.66639
2974.16 5.66755
2974.24 5.66909
2974.33 5.67104
2974.42 5.67347
2974.51 5.67644
2974.68 5.68431
2974.86 5.69530
2975.04 5.71010
2975.21 5.72943
2975.39 5.75399
2975.56 5.78420
2975.73 5.81794
2975.89 5.85699
2976.05 5.90153
2976.21 5.95123
2976.32 5.98729
2976.56 6.07408
2976.81 6.16532
2977.05 6.25630
2977.17 6.29958
2977.29 6.33996
2977.40 6.37321
2977.51 6.40327
2977.62 6.42964
2977.73 6.45190
2977.90 6.47761
2977.94 6.48207
2978.00 6.48759
2978.05 6.49068
2978.14 6.49353
2978.25 6.49200
2978.36 6.48545
2978.50 6.46966
2978.64 6.44623
2978.78 6.41599
2978.93 6.37993
2979.08 6.33583
2979.23 6.28777
2979.53 6.18606
2979.68 6.13483
2979.84 6.08507
2979.99 6.03772
2980.14 5.99378
2980.31 5.94765
2980.49 5.90695
2980.66 5.87132
2980.83 5.84106
2981.01 5.81546
2981.18 5.79438
2981.28 5.78368
2981.39 5.77423
2981.49 5.76590
2981.59 5.75858
2981.70 5.75217
2981.80 5.74656
2981.90 5.74166
2982.00 5.73737
2982.11 5.73362
2982.21 5.73034
2982.31 5.72746
2982.42 5.72492
2982.52 5.72267
2982.62 5.72067
2982.73 5.71889
2982.83 5.71728
2983.03 5.71451
2983.24 5.71219
2983.45 5.71019
2983.65 5.70843
2983.86 5.70686
2984.06 5.70543
2984.48 5.70288
2984.89 5.70065
2985.30 5.69866
2986.12 5.69521
2986.95 5.69225
2987.77 5.68964
2989.33 5.68534
2990.89 5.68160
2992.46 5.67823
2994.02 5.67510
2997.14 5.66926
3000.26 5.66377
3005.81 5.65432
3011.36 5.64480
3016.91 5.63485
3022.46 5.62408
3028.01 5.61199
3030.79 5.60524
3033.57 5.59788
3037.04 5.58750
3040.50 5.57532
3042.07 5.56906
3043.63 5.56218
3045.19 5.55455
3046.75 5.54600
3048.31 5.53630
3049.87 5.52519
3051.43 5.51223
3052.99 5.49677
3053.82 5.48733
3054.64 5.47677
3055.46 5.46489
3056.29 5.45137
3057.11 5.43585
3057.94 5.41782
3058.76 5.39655
3059.17 5.38441
3059.58 5.37106
3060.04 5.35466
3060.50 5.33637
3060.95 5.31604
3061.18 5.30527
3061.41 5.29440
3061.63 5.28376
3061.86 5.27421
3062.09 5.26706
3062.32 5.26446
3062.43 5.26583
3062.55 5.26970
3062.66 5.27673
3062.77 5.28762
3062.89 5.30349
3063.00 5.32536
3063.11 5.35452
3063.23 5.39203
3063.34 5.44020
3063.46 5.50055
3063.57 5.57508
3063.68 5.66593
3063.80 5.77540
3063.91 5.90584
3064.03 6.05969
3064.14 6.23764
3064.20 6.33774
3064.25 6.44513
3064.31 6.56008
3064.37 6.68283
3064.42 6.81359
3064.48 6.95258
3064.54 7.09996
3064.59 7.25306
3064.65 7.41746
3064.71 7.59058
3064.76 7.77245
3064.82 7.96305
3064.88 8.16234
3064.94 8.37021
3065.05 8.80699
3065.16 9.25792
3065.27 9.73098
3065.37 10.2318
3065.48 10.7471
3065.70 11.8211
3065.92 12.9026
3066.02 13.4365
3066.13 13.9483
3066.24 14.4401
3066.35 14.8957
3066.46 15.3167
3066.57 15.6890
3066.64 15.9036
3066.71 16.0956
3066.83 16.3667
3066.91 16.5154
3067.00 16.6303
3067.04 16.6686
3067.14 16.7203
3067.25 16.7148
3067.36 16.6421
3067.46 16.5144
3067.57 16.3335
3067.66 16.1337
3067.74 15.9008
3067.83 15.6356
3067.92 15.3415
3068.10 14.6764
3068.28 13.9427
3068.46 13.1666
3068.64 12.3767
3068.80 11.6370
3068.89 11.2749
3068.97 10.9261
3069.06 10.5842
3069.14 10.2585
3069.23 9.94247
3069.31 9.64449
3069.40 9.35814
3069.48 9.09061
3069.57 8.83580
3069.65 8.59977
3069.73 8.37678
3069.82 8.17182
3069.90 7.97964
3069.99 7.80425
3070.07 7.65012
3070.15 7.50801
3070.23 7.37733
3070.31 7.25745
3070.39 7.14771
3070.47 7.04746
3070.55 6.95604
3070.63 6.87380
3070.71 6.79803
3070.79 6.72921
3070.95 6.61076
3071.11 6.51266
3071.26 6.43237
3071.42 6.36560
3071.58 6.31047
3071.74 6.26401
3071.90 6.22497
3072.06 6.19139
3072.22 6.16254
3072.38 6.13713
3072.54 6.11478
3072.84 6.07856
3073.14 6.04835
3073.44 6.02236
3073.74 5.99972
3074.34 5.96168
3074.94 5.93079
3075.55 5.90506
3076.15 5.88323
3076.75 5.86444
3077.35 5.84808
3078.47 5.82238
3079.60 5.80159
3080.73 5.78434
3081.85 5.76979
3082.98 5.75726
3084.11 5.74635
3085.23 5.73671
3086.36 5.72813
3088.76 5.71258
3091.17 5.69981
3093.57 5.68903
3095.97 5.67976
3098.38 5.67161
3100.78 5.66430
3103.18 5.65770
3105.59 5.65166
3110.39 5.64088
3115.20 5.63139
3120.01 5.62284
3124.81 5.61498
3130.82 5.60586
3136.83 5.59731
3148.84 5.58137
3160.86 5.56632
3172.88 5.55163
3184.89 5.53681
3190.90 5.52914
3196.91 5.52108
3201.27 5.51480
3203.44 5.51141
3205.62 5.50777
3207.80 5.50377
3208.89 5.50158
3209.98 5.49921
3211.07 5.49659
3212.16 5.49363
3212.70 5.49198
3213.25 5.49019
3213.79 5.48820
3214.33 5.48599
3214.82 5.48377
3215.07 5.48258
3215.31 5.48134
3215.56 5.48007
3215.68 5.47945
3215.80 5.47884
3215.92 5.47826
3216.04 5.47773
3216.17 5.47728
3216.29 5.47692
3216.41 5.47671
3216.53 5.47668
3216.65 5.47689
3216.78 5.47741
3216.90 5.47833
3217.02 5.47974
3217.14 5.48175
3217.26 5.48449
3217.39 5.48811
3217.51 5.49276
3217.63 5.49862
3217.75 5.50587
3217.87 5.51472
3218.00 5.52535
3218.12 5.53797
3218.24 5.55276
3218.39 5.57417
3218.54 5.59940
3218.77 5.64496
3218.99 5.69941
3219.14 5.74076
3219.29 5.78520
3219.59 5.88161
3219.89 5.98246
3220.04 6.03147
3220.19 6.07800
3220.31 6.11313
3220.44 6.14513
3220.56 6.17338
3220.68 6.19733
3220.78 6.21328
3220.88 6.22577
3220.93 6.23137
3221.00 6.23658
3221.05 6.23939
3221.15 6.24223
3221.28 6.24041
3221.40 6.23304
3221.54 6.21782
3221.69 6.19615
3221.83 6.16844
3221.97 6.13593
3222.24 6.06470
3222.50 5.98621
3222.77 5.90649
3223.04 5.83079
3223.26 5.77198
3223.49 5.72031
3223.64 5.68999
3223.80 5.66333
3223.94 5.64132
3224.08 5.62213
3224.23 5.60555
3224.37 5.59144
3224.51 5.57935
3224.65 5.56920
3224.80 5.56060
3224.94 5.55345
3225.08 5.54741
3225.22 5.54237
3225.37 5.53814
3225.51 5.53461
3225.65 5.53160
3225.79 5.52905
3225.94 5.52684
3226.08 5.52492
3226.22 5.52323
3226.36 5.52172
3226.51 5.52037
3226.65 5.51914
3226.93 5.51696
3227.22 5.51507
3227.50 5.51337
3227.79 5.51184
3228.36 5.50912
3229.12 5.50601
3229.88 5.50333
3230.64 5.50095
3231.40 5.49879
3232.92 5.49496
3234.44 5.49156
3235.96 5.48844
3237.49 5.48551
3240.53 5.48004
3245.40 5.47180
3250.26 5.46376
3255.13 5.45562
3260.00 5.44718
3264.86 5.43819
3269.73 5.42831
3272.17 5.42289
3274.60 5.41703
3277.03 5.41058
3279.47 5.40337
3281.90 5.39504
3283.12 5.39029
3284.33 5.38502
3285.47 5.37950
3286.62 5.37325
3287.76 5.36607
3288.90 5.35765
3289.47 5.35282
3290.04 5.34747
3290.61 5.34147
3291.18 5.33471
3291.75 5.32695
3292.32 5.31799
3292.60 5.31297
3292.89 5.30759
3293.17 5.30188
3293.46 5.29599
3293.67 5.29174
3293.88 5.28786
3293.98 5.28618
3294.09 5.28477
3294.19 5.28370
3294.30 5.28310
3294.40 5.28309
3294.51 5.28383
3294.61 5.28551
3294.72 5.28831
3294.82 5.29253
3294.92 5.29838
3295.03 5.30630
3295.13 5.31648
3295.24 5.32955
3295.34 5.34586
3295.45 5.36590
3295.55 5.38995
3295.66 5.41903
3295.76 5.45316
3295.87 5.49358
3295.97 5.54012
3296.08 5.59426
3296.18 5.65554
3296.28 5.72565
3296.39 5.80373
3296.49 5.89166
3296.60 5.98805
3296.70 6.09492
3296.81 6.21025
3296.97 6.40833
3297.13 6.62616
3297.29 6.86397
3297.45 7.11522
3297.78 7.64398
3297.94 7.90906
3298.10 8.16295
3298.23 8.35448
3298.36 8.52999
3298.48 8.68746
3298.61 8.82365
3298.70 8.90595
3298.79 8.97450
3298.86 9.01624
3298.93 9.05097
3298.98 9.07360
3299.00 9.08049
3299.03 9.09031
3299.10 9.10376
3299.18 9.11018
3299.26 9.10479
3299.34 9.08800
3299.43 9.05405
3299.53 9.00586
3299.62 8.94387
3299.71 8.86898
3299.83 8.75696
3299.95 8.62813
3300.07 8.48506
3300.18 8.33043
3300.42 7.99762
3300.66 7.65128
3300.83 7.39869
3301.00 7.15577
3301.09 7.03959
3301.18 6.92763
3301.27 6.82031
3301.35 6.71797
3301.44 6.62085
3301.53 6.52911
3301.61 6.44285
3301.70 6.36210
3301.79 6.28683
3301.87 6.21694
3301.96 6.15230
3302.05 6.09274
3302.14 6.03805
3302.22 5.98801
3302.40 5.90083
3302.57 5.82908
3302.74 5.77059
3302.92 5.72325
3303.09 5.68512
3303.27 5.65447
3303.44 5.62994
3303.55 5.61728
3303.65 5.60614
3303.76 5.59629
3303.86 5.58762
3303.97 5.57982
3304.07 5.57290
3304.28 5.56093
3304.50 5.55095
3304.71 5.54249
3304.92 5.53515
3305.13 5.52866
3305.55 5.51751
3305.97 5.50817
3306.40 5.50010
3306.82 5.49300
3307.66 5.48097
3308.51 5.47107
3309.35 5.46270
3310.20 5.45548
3310.99 5.44948
3311.79 5.44409
3312.98 5.43688
3314.17 5.43047
3316.56 5.41936
3318.94 5.40978
3321.33 5.40120
3323.72 5.39324
3326.10 5.38565
3330.87 5.37111
3337.63 5.35070
3344.39 5.32916
3351.15 5.30515
3354.53 5.29170
3357.90 5.27693
3362.28 5.25524
3366.65 5.22962
3368.84 5.21483
3371.02 5.19834
3373.21 5.17975
3375.40 5.15860
3377.58 5.13413
3379.77 5.10529
3381.96 5.07071
3383.05 5.05064
3384.14 5.02825
3385.73 4.99055
3387.32 4.94505
3388.12 4.91853
3388.91 4.88884
3389.71 4.85536
3390.50 4.81729
3391.05 4.78789
3391.60 4.75541
3392.15 4.71933
3392.69 4.67912
3393.24 4.63386
3393.78 4.58289
3394.33 4.52533
3394.60 4.49426
3394.88 4.46208
3395.18 4.42675
3395.47 4.39410
3395.62 4.38024
3395.77 4.36930
3395.92 4.36264
3396.07 4.36205
3396.22 4.36984
3396.37 4.38899
3396.52 4.42318
3396.67 4.47701
3396.82 4.55601
3396.96 4.66681
3397.11 4.81717
3397.19 4.91058
3397.26 5.01597
3397.37 5.20329
3397.49 5.42821
3397.60 5.69562
3397.71 6.01058
3397.82 6.37825
3397.93 6.80380
3398.05 7.29226
3398.16 7.84309
3398.21 8.14755
3398.27 8.47047
3398.33 8.81229
3398.38 9.17339
3398.44 9.55410
3398.49 9.95467
3398.55 10.3753
3398.60 10.8081
3398.72 11.7495
3398.83 12.7709
3398.94 13.8699
3399.05 15.0315
3399.14 15.9888
3399.23 16.9834
3399.40 19.0669
3399.57 21.2405
3399.75 23.4526
3399.87 24.9446
3399.98 26.4068
3400.10 27.8183
3400.22 29.1579
3400.35 30.5358
3400.48 31.7635
3400.62 32.8801
3400.74 33.7075
3400.81 34.0933
3400.90 34.5115
3401.00 34.8482
3401.02 34.9022
3401.09 35.0322
3401.15 35.1058
3401.26 35.0995
3401.38 34.9246
3401.49 34.5934
3401.59 34.1560
3401.69 33.5986
3401.81 32.8518
3401.92 31.9906
3402.02 31.0693
3402.13 30.0656
3402.35 27.8699
3402.61 24.9392
3402.74 23.4514
3402.88 21.9914
3402.99 20.7699
3403.10 19.5964
3403.21 18.4687
3403.33 17.3941
3403.38 16.8784
3403.44 16.3780
3403.49 15.8932
3403.55 15.4244
3403.61 14.9718
3403.66 14.5357
3403.72 14.1161
3403.77 13.7130
3403.87 13.0866
3403.96 12.5041
3404.05 11.9645
3404.14 11.4664
3404.23 11.0084
3404.33 10.5884
3404.42 10.2045
3404.51 9.85815
3404.60 9.53958
3404.69 9.25055
3404.78 8.98880
3404.88 8.75217
3404.97 8.53852
3405.06 8.34582
3405.15 8.17211
3405.24 8.01720
3405.36 7.84573
3405.47 7.69597
3405.58 7.56372
3405.69 7.44670
3405.80 7.34287
3405.92 7.25042
3406.14 7.09365
3406.37 6.96569
3406.59 6.86011
3406.81 6.77085
3407.04 6.69398
3407.49 6.56673
3407.94 6.46443
3408.38 6.37936
3408.83 6.30700
3409.28 6.24446
3409.73 6.18975
3410.63 6.09844
3411.32 6.04033
3412.02 5.99048
3412.71 5.94718
3413.40 5.90922
3414.79 5.84547
3416.18 5.79394
3417.97 5.74008
3419.77 5.69654
3421.56 5.66042
3423.36 5.62978
3425.64 5.59655
3427.93 5.56797
3430.21 5.54263
3432.50 5.51927
3433.97 5.50461
3434.70 5.49718
3435.43 5.48958
3436.17 5.48162
3436.54 5.47748
3436.90 5.47321
3437.27 5.46883
3437.46 5.46665
3437.64 5.46452
3437.82 5.46249
3438.01 5.46066
3438.19 5.45913
3438.37 5.45809
3438.54 5.45774
3438.70 5.45817
3438.86 5.45964
3439.03 5.46245
3439.19 5.46699
3439.35 5.47370
3439.52 5.48316
3439.68 5.49580
3439.84 5.51224
3440.01 5.53309
3440.17 5.55908
3440.33 5.59042
3440.50 5.62764
3440.66 5.67101
3440.82 5.72059
3440.98 5.77617
3441.15 5.83731
3441.31 5.90322
3441.82 6.12664
3441.95 6.18270
3442.08 6.23650
3442.20 6.28789
3442.33 6.33513
3442.52 6.39799
3442.62 6.42442
3442.72 6.44709
3442.88 6.47602
3442.93 6.48246
3443.00 6.48917
3443.00 6.48942
3443.01 6.49000
3443.01 6.49048
3443.03 6.49146
3443.05 6.49310
3443.14 6.49657
3443.25 6.49534
3443.37 6.48823
3443.50 6.47237
3443.63 6.44892
3443.76 6.41850
3443.89 6.38219
3444.07 6.32604
3444.24 6.26327
3444.59 6.12571
3444.76 6.05525
3444.93 5.98678
3445.11 5.92106
3445.28 5.86004
3445.50 5.78934
3445.72 5.72802
3445.95 5.67624
3446.17 5.63356
3446.28 5.61536
3446.39 5.59909
3446.50 5.58461
3446.61 5.57175
3446.78 5.55516
3446.95 5.54144
3447.11 5.53012
3447.28 5.52084
3447.45 5.51312
3447.61 5.50673
3447.78 5.50134
3447.95 5.49680
3448.11 5.49287
3448.28 5.48946
3448.45 5.48644
3448.61 5.48373
3448.78 5.48126
3448.94 5.47900
3449.28 5.47491
3449.72 5.47010
3450.17 5.46582
3451.05 5.45832
3451.94 5.45178
3452.83 5.44592
3453.72 5.44056
3455.27 5.43204
3456.83 5.42431
3459.94 5.41050
3463.05 5.39816
3466.16 5.38682
3472.37 5.36619
3478.59 5.34727
3485.70 5.32698
3492.80 5.30756
3505.24 5.27448
3517.68 5.24132
3530.11 5.20692
3542.55 5.17018
3552.32 5.13884
3562.09 5.10454
3571.86 5.06628
3581.63 5.02275
3591.41 4.97201
3596.29 4.94307
3601.18 4.91112
3606.06 4.87553
3610.95 4.83547
3615.83 4.78981
3620.72 4.73710
3623.83 4.69893
3626.94 4.65646
3630.05 4.60865
3633.16 4.55437
3635.60 4.50621
3638.04 4.45219
3640.49 4.39111
3642.93 4.32145
3645.15 4.24895
3647.37 4.16573
3648.48 4.11933
3649.59 4.06932
3650.70 4.01523
3651.81 3.95657
3653.03 3.88602
3654.25 3.80852
3655.48 3.72312
3656.09 3.67723
3656.70 3.62920
3657.31 3.57880
3657.92 3.52612
3658.53 3.47123
3659.14 3.41442
3659.75 3.35588
3660.36 3.29650
3660.97 3.23728
3661.28 3.20840
3661.58 3.18043
3662.03 3.14229
3662.47 3.10930
3662.91 3.08459
3663.14 3.07682
3663.36 3.07321
3663.58 3.07493
3663.80 3.08345
3664.02 3.10079
3664.25 3.12958
3664.47 3.17343
3664.69 3.23723
3664.80 3.27862
3664.91 3.32766
3665.02 3.38560
3665.13 3.45384
3665.25 3.53406
3665.36 3.62819
3665.45 3.71729
3665.54 3.81746
3665.63 3.93116
3665.72 4.06009
3665.81 4.20789
3665.90 4.37349
3665.99 4.56078
3666.08 4.77238
3666.17 5.01401
3666.26 5.28359
3666.35 5.58708
3666.44 5.92829
3666.53 6.31135
3666.62 6.74068
3666.66 6.97419
3666.71 7.22108
3666.75 7.48200
3666.80 7.75762
3666.87 8.18989
3666.93 8.65749
3667.00 9.16274
3667.06 9.70802
3667.13 10.2958
3667.20 10.9285
3667.26 11.6089
3667.33 12.3393
3667.39 13.1225
3667.46 13.9611
3667.53 14.8577
3667.59 15.8148
3667.66 16.8350
3667.72 17.9207
3667.79 19.0742
3667.86 20.2979
3667.93 21.8168
3668.01 23.4151
3668.08 25.1146
3668.16 26.9172
3668.24 28.8503
3668.31 30.8648
3668.39 32.9855
3668.47 35.2121
3668.54 37.5750
3668.62 40.0112
3668.70 42.5820
3668.77 45.2172
3668.92 50.7983
3669.08 56.6683
3669.19 61.1251
3669.30 65.6937
3669.52 75.0314
3669.67 81.4916
3669.83 87.8026
3669.98 93.9287
3670.13 99.6694
3670.28 104.980
3670.44 109.706
3670.54 112.429
3670.64 114.809
3670.73 116.852
3670.83 118.540
3670.92 119.683
3671.00 120.543
3671.07 121.046
3671.18 121.467
3671.29 121.415
3671.40 120.895
3671.50 119.918
3671.63 118.304
3671.75 116.192
3671.87 113.607
3671.99 110.596
3672.11 107.120
3672.24 103.305
3672.36 99.2122
3672.49 94.9020
3672.73 85.8704
3672.98 76.6665
3673.14 70.8970
3673.30 65.3040
3673.46 59.9568
3673.53 57.3927
3673.61 54.9089
3673.74 51.1823
3673.86 47.6761
3673.92 46.0082
3673.99 44.3977
3674.05 42.8449
3674.11 41.3497
3674.17 39.9118
3674.23 38.5308
3674.30 37.2060
3674.36 35.9365
3674.42 34.7213
3674.48 33.5594
3674.54 32.4493
3674.61 31.3899
3674.67 30.3637
3674.73 29.4017
3674.79 28.4857
3674.85 27.6141
3674.92 26.7853
3674.98 25.9975
3675.10 24.5385
3675.23 23.2237
3675.35 22.0402
3675.47 20.9754
3675.60 20.0173
3675.71 19.2612
3675.81 18.5770
3675.92 17.9512
3676.03 17.3780
3676.13 16.8523
3676.24 16.3693
3676.35 15.9247
3676.46 15.5147
3676.56 15.1356
3676.67 14.7845
3676.88 14.1551
3677.10 13.6073
3677.31 13.1263
3677.56 12.6352
3677.81 12.2058
3678.06 11.8252
3678.30 11.4850
3678.55 11.1777
3678.80 10.9005
3679.05 10.6481
3679.30 10.4172
3679.59 10.1676
3679.88 9.94142
3680.18 9.73479
3680.47 9.54524
3681.06 9.20947
3681.64 8.92115
3682.14 8.70668
3682.64 8.51546
3683.13 8.34356
3683.63 8.18819
3684.12 8.04679
3684.62 7.91807
3685.61 7.69176
3686.61 7.49901
3687.60 7.33319
3688.59 7.18886
3689.58 7.06210
3690.48 6.95939
3691.39 6.86697
3693.19 6.70695
3694.99 6.57317
3696.80 6.45958
3698.78 6.35275
3700.77 6.26094
3702.75 6.18100
3704.74 6.11071
3707.62 6.02211
3710.51 5.94631
3713.40 5.88029
3716.28 5.82207
3720.25 5.75188
3724.22 5.69045
3728.19 5.63548
3732.16 5.58516
3736.49 5.53370
3740.82 5.48361
3743.89 5.44750
3746.96 5.40915
3748.49 5.38837
3750.02 5.36591
3751.56 5.34091
3753.09 5.31219
3753.81 5.29684
3754.53 5.27993
3755.26 5.26103
3755.98 5.23962
3756.70 5.21482
3757.06 5.20088
3757.42 5.18578
3757.78 5.16963
3757.96 5.16125
3758.14 5.15289
3758.32 5.14465
3758.50 5.13692
3758.68 5.13009
3758.86 5.12480
3759.03 5.12197
3759.20 5.12222
3759.37 5.12677
3759.54 5.13717
3759.71 5.15548
3759.88 5.18385
3760.05 5.22514
3760.22 5.28253
3760.39 5.36016
3760.56 5.46103
3760.64 5.52199
3760.73 5.58965
3760.81 5.66615
3760.90 5.75018
3760.98 5.84424
3761.06 5.94657
3761.15 6.06003
3761.23 6.18232
3761.32 6.31667
3761.40 6.46017
3761.49 6.61641
3761.57 6.78179
3761.66 6.96023
3761.74 7.14971
3761.83 7.34998
3761.91 7.55814
3762.00 7.77865
3762.08 8.00570
3762.25 8.48686
3762.42 8.99394
3762.59 9.51721
3762.76 10.0451
3762.92 10.5646
3763.07 10.9816
3763.21 11.3748
3763.35 11.7360
3763.49 12.0576
3763.58 12.2389
3763.67 12.3996
3763.80 12.5989
3763.88 12.6909
3763.94 12.7490
3764.00 12.7929
3764.02 12.8071
3764.09 12.8394
3764.15 12.8588
3764.26 12.8634
3764.36 12.8349
3764.46 12.7768
3764.56 12.6849
3764.66 12.5630
3764.76 12.4129
3764.87 12.2369
3764.97 12.0476
3765.06 11.8394
3765.26 11.3786
3765.45 10.8730
3765.65 10.3427
3765.84 9.80405
3765.94 9.53801
3766.04 9.27934
3766.14 9.02436
3766.24 8.77720
3766.33 8.53910
3766.43 8.31334
3766.53 8.09605
3766.63 7.89021
3766.72 7.69622
3766.82 7.51609
3766.92 7.34616
3767.02 7.18981
3767.11 7.04362
3767.21 6.91023
3767.31 6.78648
3767.41 6.67331
3767.51 6.57019
3767.60 6.47742
3767.70 6.39248
3767.80 6.31576
3767.90 6.24662
3767.99 6.18504
3768.19 6.07904
3768.38 5.99435
3768.58 5.92639
3768.77 5.87172
3768.97 5.82729
3769.17 5.79120
3769.36 5.76135
3769.56 5.73629
3769.75 5.71481
3769.95 5.69629
3770.14 5.67998
3770.34 5.66541
3770.77 5.63763
3771.20 5.61442
3771.64 5.59442
3772.07 5.57684
3772.94 5.54705
3773.81 5.52244
3774.68 5.50155
3775.54 5.48343
3776.41 5.46743
3777.28 5.45310
3778.93 5.42937
3780.58 5.40901
3782.23 5.39103
3783.88 5.37483
3787.18 5.34628
3790.47 5.32128
3793.77 5.29868
3797.07 5.27780
3803.67 5.23936
3810.26 5.20384
3816.86 5.17005
3826.58 5.12189
3836.30 5.07427
3846.72 5.02252
3857.14 4.96880
3867.55 4.91181
3877.97 4.84978
3883.87 4.81155
3889.77 4.77038
3895.68 4.72547
3901.58 4.67552
3905.40 4.63963
3909.22 4.60005
3913.04 4.55560
3916.85 4.50444
3919.29 4.46707
3921.72 4.42464
3924.15 4.37521
3925.36 4.34700
3926.58 4.31581
3928.23 4.26738
3929.05 4.23986
3929.87 4.20965
3930.70 4.17611
3931.52 4.13864
3932.35 4.09622
3933.17 4.04773
3933.65 4.01620
3934.13 3.98181
3934.61 3.94412
3935.08 3.90334
3935.56 3.86050
3935.80 3.83955
3936.04 3.82043
3936.28 3.80496
3936.51 3.79636
3936.75 3.79928
3936.99 3.82065
3937.13 3.84608
3937.27 3.88384
3937.42 3.93720
3937.56 4.00984
3937.70 4.10599
3937.84 4.23051
3937.98 4.38886
3938.12 4.58705
3938.26 4.83162
3938.33 4.97451
3938.40 5.12950
3938.47 5.30195
3938.54 5.48790
3938.61 5.69357
3938.68 5.91407
3938.76 6.15657
3938.83 6.41511
3938.90 6.69787
