Se-74(n,g) ENDFB-8.0
19.1382 16.9997
19.1650 17.0999
19.1919 17.2011
19.2188 17.3034
19.2456 17.4067
19.2725 17.5111
19.2993 17.6165
19.3262 17.7230
19.3530 17.8307
19.3799 17.9394
19.4068 18.0492
19.4336 18.1602
19.4531 18.2416
19.4727 18.3237
19.4922 18.4064
19.5117 18.4897
19.5386 18.6054
19.5654 18.7222
19.5923 18.8403
19.6192 18.9597
19.6460 19.0803
19.6729 19.2022
19.6997 19.3254
19.7266 19.4500
19.7534 19.5759
19.7803 19.7032
19.8071 19.8319
19.8340 19.9620
19.8609 20.0935
19.8877 20.2265
19.9146 20.3610
19.9414 20.4969
19.9561 20.5717
19.9707 20.6470
19.9854 20.7227
20.0000 20.7988
20.0186 20.8960
20.0371 20.9940
20.0557 21.0927
20.0742 21.1921
20.0928 21.2924
20.1114 21.3934
20.1299 21.4953
20.1485 21.5979
20.1670 21.7014
20.1856 21.8057
20.2227 22.0167
20.2598 22.2312
20.2969 22.4492
20.3340 22.6707
20.3712 22.8958
20.4083 23.1247
20.4454 23.3573
20.4825 23.5939
20.5196 23.8344
20.5567 24.0790
20.5938 24.3277
20.6276 24.5575
20.6613 24.7909
20.6951 25.0279
20.7288 25.2686
20.7625 25.5132
20.7963 25.7616
20.8300 26.0140
20.8638 26.2704
20.8975 26.5310
20.9312 26.7958
20.9650 27.0649
20.9987 27.3384
21.0325 27.6165
21.0662 27.8991
21.1337 28.4788
21.1708 28.8060
21.2079 29.1392
21.2450 29.4788
21.2821 29.8247
21.3193 30.1774
21.3564 30.5367
21.3935 30.9030
21.4306 31.2764
21.5048 32.0454
21.5791 32.8453
21.6533 33.6776
21.7275 34.5442
21.8017 35.4471
21.8760 36.3884
21.9502 37.3701
22.0244 38.3947
22.0987 39.4647
22.1729 40.5829
22.2471 41.7522
22.3213 42.9758
22.3956 44.2571
22.4698 45.5998
22.5440 47.0080
22.6183 48.4857
22.6925 50.0382
22.7667 51.6703
22.8409 53.3876
22.9152 55.1960
22.9894 57.1024
23.0636 59.1140
23.1379 61.2387
23.2121 63.4851
23.2863 65.8627
23.3605 68.3821
23.4348 71.0548
23.5090 73.8932
23.5832 76.9122
23.6575 80.1270
23.7317 83.5552
23.8059 87.2160
23.8801 91.1312
23.9544 95.3250
24.0286 99.8247
24.1028 104.660
24.1771 109.867
24.2513 115.485
24.3255 121.557
24.3626 124.779
24.3997 128.134
24.4369 131.631
24.4740 135.275
24.5111 139.078
24.5482 143.046
24.5853 147.192
24.6224 151.524
24.6595 156.054
24.6967 160.796
24.7338 165.763
24.7709 170.968
24.8080 176.428
24.8451 182.159
24.8822 188.182
24.9193 194.512
24.9565 201.174
24.9936 208.191
25.0307 215.591
25.0678 223.398
25.1049 231.646
25.1420 240.365
25.1791 249.596
25.2163 259.375
25.2534 269.749
25.2905 280.767
25.3310 293.591
25.3715 307.329
25.4119 322.072
25.4524 337.922
25.4929 354.995
25.5334 373.418
25.5739 393.339
25.6144 414.920
25.6515 436.335
25.6886 459.471
25.7257 484.533
25.7628 511.726
25.8000 541.318
25.8371 573.580
25.8742 608.868
25.9113 647.552
25.9484 690.109
25.9670 712.999
25.9855 737.049
26.0041 762.366
26.0227 789.028
26.0412 817.131
26.0598 846.765
26.0783 878.079
26.0969 911.184
26.1154 946.219
26.1340 983.319
26.1526 1022.69
26.1711 1064.48
26.1897 1108.94
26.2082 1156.24
26.2226 1194.94
26.2369 1235.63
26.2512 1278.46
26.2656 1323.57
26.2799 1371.14
26.2943 1421.34
26.3086 1474.37
26.3229 1530.45
26.3373 1589.81
26.3516 1652.71
26.3660 1719.44
26.3803 1790.29
26.3946 1865.62
26.4090 1945.80
26.4233 2031.23
26.4377 2122.37
26.4562 2249.61
26.4748 2388.42
26.4933 2540.15
26.5119 2706.18
26.5304 2888.38
26.5490 3088.37
26.5676 3308.42
26.5861 3550.50
26.6047 3817.26
26.6139 3960.63
26.6232 4111.11
26.6325 4269.02
26.6418 4434.70
26.6511 4608.49
26.6603 4790.72
26.6696 4981.74
26.6789 5181.85
26.6882 5391.37
26.6975 5610.59
26.7160 6079.20
26.7346 6589.22
26.7531 7142.38
26.7717 7738.45
26.7902 8377.42
26.8088 9056.67
26.8274 9773.55
26.8459 10522.3
26.8830 12088.1
26.9224 13776.2
26.9421 14593.8
26.9618 15371.2
26.9815 16090.9
27.0012 16734.4
27.0209 17285.2
27.0406 17728.2
27.0555 17983.2
27.0703 18165.4
27.0852 18272.0
27.1000 18301.1
27.1193 18222.5
27.1386 18014.6
27.1579 17683.4
27.1772 17238.3
27.1965 16691.1
27.2158 16056.3
27.2351 15349.7
27.2544 14588.6
27.2855 13288.2
27.3166 11954.4
27.3476 10642.8
27.3632 10010.1
27.3787 9398.31
27.3940 8821.67
27.4092 8270.89
27.4245 7747.63
27.4397 7253.25
27.4550 6787.54
27.4702 6350.81
27.4855 5942.63
27.5007 5562.45
27.5160 5208.76
27.5312 4880.59
27.5465 4576.58
27.5617 4295.47
27.5769 4035.43
27.5922 3795.17
27.6074 3573.23
27.6227 3368.35
27.6379 3178.91
27.6532 3003.79
27.6684 2841.79
27.6837 2691.90
27.6989 2552.91
27.7142 2423.97
27.7294 2304.22
27.7447 2192.95
27.7599 2089.28
27.7752 1992.65
27.7904 1902.46
27.8057 1818.22
27.8209 1739.35
27.8361 1665.50
27.8514 1596.17
27.8666 1531.10
27.8819 1469.87
27.8971 1412.22
27.9124 1357.89
27.9276 1306.67
27.9429 1258.25
27.9581 1212.46
27.9886 1128.11
28.0191 1052.23
28.0496 983.777
28.0801 921.773
28.1106 865.471
28.1314 829.971
28.1522 796.628
28.1730 765.255
28.1938 735.699
28.2146 707.823
28.2353 681.502
28.2561 656.621
28.2769 633.077
28.3185 589.619
28.3601 550.485
28.4017 515.110
28.4433 483.025
28.4738 461.349
28.5042 441.100
28.5347 422.142
28.5652 404.381
28.5957 387.706
28.6262 372.042
28.6567 357.299
28.6872 343.416
28.7177 330.318
28.7482 317.956
28.7787 306.268
28.8092 295.213
28.8702 274.812
28.9312 256.445
28.9922 239.848
29.0532 224.803
29.1141 211.121
29.1751 198.646
29.2361 187.236
29.2971 176.776
29.3581 167.165
29.4191 158.316
29.4745 150.864
29.5300 143.924
29.5854 137.446
29.6409 131.393
29.6963 125.724
29.7517 120.409
29.8072 115.420
29.8626 110.731
29.9181 106.318
29.9735 102.162
30.0290 98.2421
30.0844 94.5419
30.1399 91.0441
30.1953 87.7356
30.3062 81.6324
30.3672 78.5403
30.4282 75.6188
30.4892 72.8557
30.5501 70.2397
30.6721 65.4090
30.7941 61.0553
30.9161 57.1175
31.0381 53.5447
31.1600 50.2933
31.2820 47.3264
31.4262 44.1426
31.5703 41.2664
31.7145 38.6592
31.8586 36.2898
32.0028 34.1320
32.1469 32.1616
32.2911 30.3533
32.4352 28.6892
32.5572 27.3838
32.6792 26.1645
32.8012 25.0239
32.9232 23.9556
33.0451 22.9535
33.1671 22.0123
33.2891 21.1273
33.4111 20.2941
33.5330 19.5087
33.6550 18.7676
33.7770 18.0675
33.8990 17.4056
34.1429 16.1854
34.3869 15.0882
34.6308 14.0980
34.8748 13.2016
35.1188 12.3876
35.3627 11.6461
35.6067 10.9690
35.8506 10.3491
36.0946 9.78013
36.3385 9.25675
36.5270 8.88052
36.7156 8.52678
36.9041 8.19384
37.0926 7.88057
37.2811 7.58612
37.4696 7.30744
37.6581 7.04296
37.8466 6.79257
38.2236 6.33044
38.6007 5.91433
38.9777 5.53837
39.3547 5.19762
39.5987 4.99391
39.8426 4.80213
40.0866 4.62138
40.3305 4.45091
40.5745 4.28991
40.8184 4.13768
41.3063 3.85725
41.7943 3.60519
42.2822 3.37788
42.7701 3.17221
43.2580 2.98554
43.8346 2.78640
44.4112 2.60755
44.9878 2.44636
45.5645 2.30061
46.1411 2.16842
46.7177 2.04925
47.2943 1.93925
47.8709 1.83876
48.4032 1.75370
48.9355 1.67500
49.4677 1.60184
50.0000 1.53401
50.5371 1.47073
51.0742 1.41159
51.6113 1.35626
52.1484 1.30492
52.6856 1.25689
53.2227 1.21169
53.7598 1.16952
54.2969 1.13000
54.8340 1.09266
55.3711 1.05762
56.4453 0.993556
57.5195 0.936481
58.5938 0.885328
59.5703 0.843473
60.5469 0.805416
61.5234 0.770669
62.5000 0.738914
63.2813 0.715462
64.0625 0.693637
65.6250 0.654066
67.1875 0.619235
68.7500 0.588501
70.3125 0.561268
71.8750 0.537049
73.4375 0.515435
75.0000 0.496089
76.5625 0.478725
78.1250 0.463104
79.6875 0.449021
81.2500 0.436303
82.8125 0.424800
84.3750 0.414384
85.9375 0.404946
87.5000 0.396411
90.6250 0.381636
93.7500 0.369488
96.8750 0.359574
100.000 0.351567
102.344 0.346749
104.688 0.342713
107.031 0.339363
109.375 0.336703
114.063 0.333557
118.750 0.332573
121.875 0.333183
125.000 0.334712
128.125 0.337137
131.250 0.340447
134.375 0.344646
137.500 0.349746
140.625 0.355772
143.750 0.362759
146.875 0.370752
150.000 0.379813
153.125 0.390010
156.250 0.401432
159.375 0.414180
162.500 0.428376
165.625 0.444161
168.750 0.461701
171.875 0.481194
175.000 0.502867
178.125 0.526993
181.250 0.553892
184.375 0.583943
187.500 0.617599
190.625 0.655402
193.750 0.697937
195.313 0.721210
196.875 0.746054
198.438 0.772536
200.000 0.800765
200.945 0.818760
201.890 0.837527
202.836 0.857076
203.781 0.877390
204.253 0.887901
204.726 0.898639
205.198 0.909609
205.671 0.920815
206.144 0.932267
206.616 0.943970
207.089 0.955930
207.561 0.968147
207.933 0.977939
208.304 0.987908
208.675 0.998057
209.046 1.00839
209.418 1.01890
209.789 1.02961
209.975 1.03504
210.160 1.04051
210.346 1.04604
210.532 1.05161
210.700 1.05672
210.869 1.06188
211.038 1.06708
211.207 1.07232
211.376 1.07761
211.544 1.08294
211.713 1.08831
211.882 1.09373
212.051 1.09920
212.219 1.10471
212.388 1.11028
212.557 1.11588
212.726 1.12154
212.895 1.12724
213.063 1.13300
213.232 1.13880
213.384 1.14406
213.536 1.14937
213.688 1.15472
213.840 1.16011
213.992 1.16555
214.143 1.17102
214.295 1.17655
214.447 1.18211
214.633 1.18897
214.819 1.19590
215.004 1.20290
215.190 1.20996
215.376 1.21710
215.561 1.22431
215.747 1.23159
215.932 1.23893
216.118 1.24636
216.304 1.25386
216.489 1.26143
216.675 1.26908
216.861 1.27681
217.046 1.28462
217.232 1.29250
217.418 1.30047
217.603 1.30852
217.789 1.31665
217.975 1.32487
218.160 1.33317
218.346 1.34156
218.532 1.35003
218.717 1.35860
218.903 1.36725
219.072 1.37520
219.240 1.38323
219.409 1.39133
219.578 1.39951
219.747 1.40777
219.916 1.41611
220.084 1.42453
220.253 1.43303
220.422 1.44162
220.591 1.45029
220.759 1.45905
220.928 1.46789
221.266 1.48585
221.603 1.50417
221.789 1.51440
221.975 1.52475
222.346 1.54579
222.717 1.56731
223.089 1.58932
223.460 1.61184
223.831 1.63489
224.202 1.65847
224.574 1.68260
224.945 1.70731
225.316 1.73262
225.688 1.75853
226.059 1.78507
226.430 1.81227
226.802 1.84014
227.173 1.86872
227.544 1.89803
227.915 1.92809
228.287 1.95890
228.658 1.99050
229.029 2.02291
229.401 2.05618
229.772 2.09032
230.143 2.12538
230.515 2.16138
230.886 2.19837
231.257 2.23637
231.628 2.27542
232.000 2.31557
232.371 2.35685
232.742 2.39930
233.114 2.44298
233.485 2.48793
233.856 2.53421
234.228 2.58185
234.599 2.63092
234.970 2.68147
235.342 2.73356
235.713 2.78726
236.084 2.84264
236.455 2.89976
236.827 2.95871
237.198 3.01955
237.569 3.08237
237.941 3.14726
238.312 3.21431
238.683 3.28361
239.055 3.35528
239.426 3.42941
239.797 3.50613
240.168 3.58555
240.540 3.66780
240.911 3.75302
241.282 3.84135
241.654 3.93295
242.025 4.02799
242.396 4.12663
242.768 4.22905
243.139 4.33547
243.510 4.44608
243.881 4.56111
244.253 4.68080
244.624 4.80541
244.995 4.93520
245.367 5.07047
245.738 5.21158
246.109 5.35877
246.481 5.51246
246.852 5.67302
247.223 5.84087
247.595 6.01647
247.966 6.20029
248.337 6.39285
248.708 6.59473
249.080 6.80652
249.451 7.02890
249.822 7.26257
250.194 7.50832
250.565 7.76699
250.936 8.03950
251.308 8.32684
251.746 8.68701
252.185 9.07081
252.624 9.48061
253.063 9.91976
253.502 10.3912
253.941 10.8975
254.379 11.4421
254.818 12.0291
255.189 12.5621
255.561 13.1316
255.932 13.7411
256.303 14.3943
256.675 15.0956
257.046 15.8496
257.417 16.6618
257.789 17.5384
258.160 18.4861
258.531 19.5129
258.902 20.6278
259.274 21.8409
259.645 23.1641
260.016 24.6109
260.202 25.3857
260.388 26.1970
260.573 27.0481
260.759 27.9405
260.945 28.8781
261.130 29.8628
261.316 30.8989
261.502 31.9886
261.687 33.1371
261.873 34.3472
262.059 35.6247
262.244 36.9731
262.430 38.3992
262.615 39.9072
262.801 41.5052
262.987 43.1985
263.172 44.9963
263.358 46.9052
263.544 48.9360
263.729 51.0965
263.949 53.8353
264.168 56.7912
264.388 59.9894
264.607 63.4571
264.826 67.2247
265.046 71.3258
265.265 75.7980
265.485 80.6840
265.670 85.1789
265.856 90.0359
266.042 95.2974
266.227 101.000
266.413 107.195
266.599 113.928
266.784 121.261
266.970 129.256
267.155 137.989
267.341 147.534
267.527 157.975
267.712 169.399
267.898 181.913
268.084 195.607
268.269 210.600
268.455 226.975
268.553 236.195
268.651 245.828
268.748 255.904
268.846 266.409
269.042 288.765
269.237 312.867
269.432 338.641
269.628 365.860
269.823 394.163
270.019 423.007
270.204 450.210
270.389 476.494
270.574 501.004
270.759 522.754
270.945 540.804
271.037 548.155
271.130 554.255
271.222 559.033
271.315 562.416
271.408 564.359
271.500 564.831
271.648 562.523
271.769 557.919
271.889 550.989
272.009 541.878
272.130 530.803
272.250 517.977
272.370 503.678
272.491 488.150
272.611 471.685
272.852 436.915
273.092 401.222
273.333 366.081
273.574 332.547
273.735 311.319
273.896 291.233
274.058 272.351
274.219 254.701
274.380 238.248
274.541 222.975
274.703 208.810
274.864 195.711
275.016 184.273
275.168 173.662
275.319 163.815
275.471 154.676
275.623 146.191
275.775 138.312
275.927 130.991
276.078 124.182
276.230 117.841
276.382 111.937
276.534 106.430
276.686 101.290
276.838 96.4835
276.989 91.9912
277.141 87.7860
277.293 83.8458
277.445 80.1481
277.597 76.6792
277.749 73.4197
277.900 70.3539
278.052 67.4658
278.204 64.7460
278.356 62.1807
278.508 59.7589
278.660 57.4691
278.811 55.3049
278.963 53.2565
279.115 51.3160
279.419 47.7304
279.722 44.4972
280.026 41.5721
280.329 38.9197
280.633 36.5072
280.937 34.3072
281.268 32.1210
281.599 30.1337
281.930 28.3212
282.262 26.6650
282.593 25.1476
282.924 23.7556
283.255 22.4750
283.587 21.2934
283.890 20.2877
284.194 19.3500
284.498 18.4742
284.801 17.6560
285.105 16.8899
285.409 16.1722
285.712 15.4984
286.016 14.8655
286.320 14.2699
286.623 13.7091
286.927 13.1801
287.230 12.6810
287.534 12.2091
287.838 11.7630
288.445 10.9402
289.052 10.1998
289.660 9.53123
290.267 8.92563
290.874 8.37537
291.481 7.87395
292.089 7.41578
292.696 6.99607
293.303 6.61071
293.745 6.34984
294.187 6.10396
294.628 5.87195
295.070 5.65287
295.512 5.44593
295.953 5.25065
296.837 4.88956
297.720 4.56312
298.603 4.26798
299.486 4.00031
300.370 3.75684
300.977 3.60201
301.584 3.45646
302.192 3.31948
302.799 3.19042
303.406 3.06867
304.014 2.95369
304.621 2.84501
305.228 2.74218
306.443 2.55239
307.657 2.38150
308.872 2.22708
310.086 2.08711
311.301 1.95982
312.515 1.84375
313.730 1.73762
314.945 1.64034
316.159 1.55094
317.374 1.46862
318.588 1.39264
319.803 1.32263
321.017 1.25793
322.232 1.19744
323.447 1.14102
324.661 1.08872
325.876 1.03989
327.090 0.994077
328.305 0.951366
329.519 0.911389
330.734 0.873715
331.949 0.838392
333.163 0.805247
334.378 0.773913
335.592 0.744379
336.807 0.716595
338.021 0.690262
339.236 0.665331
341.665 0.619474
344.094 0.578153
346.523 0.540837
348.952 0.507079
351.382 0.476344
353.811 0.448369
356.240 0.422806
358.669 0.399357
360.436 0.383531
362.202 0.368637
363.969 0.354603
365.735 0.341365
367.502 0.328864
369.269 0.317081
372.802 0.295338
376.335 0.275759
379.869 0.258098
383.402 0.242115
386.935 0.227604
389.364 0.218450
391.793 0.209801
394.223 0.201609
396.652 0.193988
401.510 0.179942
403.939 0.173526
406.368 0.167476
408.797 0.161696
411.226 0.156243
416.085 0.146187
420.943 0.137113
425.801 0.128866
431.543 0.120136
437.284 0.112287
443.026 0.105230
448.768 0.0988773
454.509 0.0931026
457.380 0.0904253
460.251 0.0879363
465.992 0.0831336
471.734 0.0787504
478.800 0.0738871
485.867 0.0695072
492.934 0.0655494
500.000 0.0619625
505.371 0.0594853
510.742 0.0571502
516.113 0.0549459
521.484 0.0529273
532.227 0.0492294
537.598 0.0475629
542.969 0.0460030
548.340 0.0445187
553.711 0.0431295
564.453 0.0406012
569.824 0.0394355
575.195 0.0383533
585.938 0.0363384
595.703 0.0347109
605.469 0.0332393
615.234 0.0319053
625.000 0.0306991
632.324 0.0298768
639.649 0.0291171
654.297 0.0277691
668.945 0.0266289
683.594 0.0256907
698.242 0.0249183
705.567 0.0245865
712.891 0.0243140
720.215 0.0240591
727.539 0.0238743
734.863 0.0236950
742.188 0.0235779
750.000 0.0235012
757.813 0.0234751
768.555 0.0235308
779.297 0.0236888
790.039 0.0239648
800.781 0.0243807
811.524 0.0249375
822.266 0.0256792
827.637 0.0261174
833.008 0.0266272
838.379 0.0271896
843.750 0.0278100
851.563 0.0288647
859.375 0.0301071
867.188 0.0315686
871.094 0.0323943
875.000 0.0332948
880.371 0.0346688
885.742 0.0362108
891.113 0.0379525
896.484 0.0399326
901.856 0.0421724
907.227 0.0447398
909.912 0.0461541
912.598 0.0476841
915.283 0.0493179
917.969 0.0510665
921.631 0.0536839
925.293 0.0565903
928.955 0.0598285
932.617 0.0634476
934.448 0.0653885
936.279 0.0674731
939.942 0.0720416
941.773 0.0745461
943.604 0.0772142
945.435 0.0800604
947.266 0.0831008
949.951 0.0879500
952.637 0.0933196
955.322 0.0992882
958.008 0.105948
960.694 0.113407
962.036 0.117480
963.379 0.121802
964.722 0.126398
966.065 0.131293
967.407 0.136510
968.750 0.142078
970.581 0.150299
972.412 0.159330
974.243 0.169282
976.074 0.180259
977.905 0.192389
979.736 0.205955
980.652 0.213324
981.568 0.221123
982.483 0.229385
983.399 0.238148
984.741 0.251997
986.084 0.267163
987.427 0.283819
988.770 0.302166
990.112 0.322443
991.455 0.344930
992.798 0.369960
993.469 0.383551
994.141 0.397932
994.873 0.414600
995.606 0.432372
