Pt-192(n,tot) ENDFB-8.0
0.000156250 2019.68
0.000162500 1980.54
0.000168750 1943.61
0.000175000 1908.67
0.000181250 1875.55
0.000187500 1844.10
0.000193750 1814.19
0.000200000 1785.69
0.000209375 1745.37
0.000218750 1707.66
0.000228125 1672.30
0.000237500 1639.06
0.000246875 1607.74
0.000256250 1578.14
0.000265625 1550.13
0.000275000 1523.57
0.000284256 1498.64
0.000293511 1474.91
0.000302767 1452.27
0.000312022 1430.64
0.000312500 1429.55
0.000313672 1426.89
0.000314844 1424.24
0.000317188 1418.99
0.000321875 1408.66
0.000331250 1388.65
0.000340625 1369.48
0.000350000 1351.09
0.000359375 1333.42
0.000368750 1316.43
0.000378125 1300.07
0.000387500 1284.31
0.000396875 1269.12
0.000406250 1254.45
0.000425000 1226.59
0.000443750 1200.51
0.000462500 1176.03
0.000481250 1153.00
0.000500000 1131.28
0.000515625 1114.09
0.000531250 1097.67
0.000546875 1081.95
0.000562500 1066.90
0.000578125 1052.46
0.000593750 1038.59
0.000609375 1025.26
0.000625000 1012.43
0.000640625 1000.08
0.000656250 988.164
0.000671875 976.671
0.000687500 965.572
0.000718750 944.469
0.000750000 924.700
0.000780702 906.445
0.000811404 889.235
0.000812500 888.639
0.000816406 886.524
0.000820313 884.424
0.000828125 880.268
0.000843750 872.131
0.000875000 856.515
0.000906250 841.713
0.000937500 827.658
0.000968750 814.288
0.00100000 801.550
0.00104688 783.522
0.00109375 766.666
0.00114063 750.860
0.00118750 735.998
0.00118921 735.474
0.00119301 734.310
0.00119681 733.152
0.00120441 730.853
0.00121960 726.318
0.00125000 717.498
0.00129688 704.509
0.00134375 692.206
0.00139063 680.529
0.00143750 669.428
0.00143969 668.923
0.00144723 667.192
0.00145477 665.475
0.00146984 662.080
0.00150000 655.443
0.00156250 642.306
0.00162500 629.933
0.00168750 618.253
0.00175000 607.204
0.00181250 596.731
0.00187500 586.786
0.00193750 577.325
0.00200000 568.310
0.00207617 557.878
0.00215234 548.005
0.00222852 538.641
0.00230469 529.744
0.00238086 521.278
0.00245703 513.207
0.00253320 505.503
0.00260938 498.138
0.00267969 491.620
0.00275000 485.353
0.00284375 477.361
0.00293750 469.753
0.00303125 462.501
0.00312500 455.577
0.00321875 448.957
0.00331250 442.619
0.00340625 436.544
0.00350000 430.715
0.00359375 425.114
0.00368750 419.728
0.00378125 414.543
0.00387500 409.547
0.00396875 404.729
0.00406250 400.077
0.00425000 391.239
0.00443750 382.966
0.00462500 375.199
0.00481250 367.889
0.00500000 360.993
0.00515625 355.535
0.00531250 350.319
0.00546875 345.327
0.00562500 340.543
0.00578125 335.954
0.00593750 331.547
0.00609375 327.310
0.00625000 323.232
0.00640625 319.303
0.00656250 315.515
0.00671875 311.859
0.00687500 308.328
0.00718750 301.612
0.00750000 295.318
0.00781250 289.404
0.00812500 283.832
0.00843750 278.570
0.00875000 273.591
0.00906250 268.870
0.00937500 264.386
0.00968750 260.118
0.0100000 256.051
0.0103125 252.169
0.0106250 248.458
0.0109375 244.906
0.0112500 241.502
0.0115625 238.236
0.0118750 235.099
0.0121875 232.082
0.0125000 229.178
0.0128125 226.380
0.0131250 223.682
0.0134375 221.078
0.0137500 218.562
0.0143750 213.777
0.0150000 209.291
0.0156250 205.073
0.0162500 201.099
0.0168750 197.344
0.0175000 193.790
0.0181250 190.420
0.0187500 187.216
0.0193750 184.167
0.0200000 181.260
0.0206625 178.322
0.0213250 175.520
0.0219875 172.843
0.0226500 170.283
0.0233125 167.831
0.0239750 165.479
0.0246375 163.222
0.0253000 161.053
0.0263613 157.746
0.0274227 154.631
0.0284840 151.687
0.0295453 148.901
0.0306067 146.259
0.0316680 143.748
0.0327293 141.358
0.0337906 139.079
0.0347072 137.194
0.0356238 135.380
0.0365404 133.634
0.0374570 131.950
0.0383736 130.326
0.0392902 128.757
0.0402068 127.241
0.0411234 125.775
0.0429567 122.980
0.0447899 120.354
0.0466231 117.880
0.0484563 115.543
0.0500000 113.673
0.0515625 111.865
0.0531250 110.134
0.0546875 108.476
0.0562500 106.885
0.0578125 105.357
0.0593750 103.888
0.0609375 102.474
0.0625000 101.111
0.0640625 99.7970
0.0656250 98.5289
0.0671875 97.3041
0.0687500 96.1200
0.0703125 94.9744
0.0718750 93.8650
0.0750000 91.7468
0.0781250 89.7514
0.0812500 87.8676
0.0843750 86.0856
0.0875000 84.3962
0.0906250 82.7912
0.0937500 81.2637
0.0968750 79.8078
0.100000 78.4178
0.103125 77.0887
0.106250 75.8164
0.109375 74.5967
0.112500 73.4259
0.115625 72.3006
0.118750 71.2180
0.121875 70.1754
0.125000 69.1705
0.128125 68.2011
0.131250 67.2650
0.134375 66.3603
0.137500 65.4853
0.140625 64.6382
0.143750 63.8177
0.146875 63.0225
0.150000 62.2514
0.153125 61.5032
0.156250 60.7768
0.162500 59.3838
0.168750 58.0644
0.175000 56.8134
0.181250 55.6255
0.187500 54.4947
0.193750 53.4167
0.200000 52.3873
0.207270 51.2462
0.213392 50.3288
0.219515 49.4491
0.225637 48.6042
0.231760 47.7920
0.237882 47.0103
0.244005 46.2574
0.250128 45.5318
0.256250 44.8319
0.265625 43.8059
0.275000 42.8306
0.284375 41.9024
0.293750 41.0181
0.303125 40.1742
0.312500 39.3679
0.321875 38.5967
0.331250 37.8581
0.340625 37.1500
0.350000 36.4702
0.358881 35.8508
0.367762 35.2539
0.378125 34.5846
0.389844 33.8607
0.401563 33.1689
0.413281 32.5069
0.425000 31.8729
0.434375 31.3847
0.443750 30.9123
0.453861 30.4200
0.465396 29.8791
0.476931 29.3593
0.500000 28.3791
0.531250 27.1532
0.538998 26.8657
0.560498 26.1058
0.581999 25.3920
0.603500 24.7174
0.625000 24.0802
0.652525 23.3138
0.671875 22.8072
0.710938 21.8603
0.750000 20.9940
0.781250 20.3535
0.789964 20.1827
0.811223 19.7807
0.832482 19.3969
0.875000 18.6771
0.906250 18.1864
0.937500 17.7251
0.968750 17.2906
1.00000 16.8810
1.03125 16.4942
1.06250 16.1284
1.09375 15.7821
1.12500 15.4540
1.15625 15.1426
1.18750 14.8481
1.25000 14.3005
1.31250 13.8020
1.37500 13.3470
1.43750 12.9326
1.50000 12.5536
1.54688 12.2893
1.59375 12.0408
1.64063 11.8067
1.68750 11.5854
1.69687 11.5426
1.72344 11.4244
1.75000 11.3107
1.81250 11.0566
1.87500 10.8198
1.93750 10.5994
2.00000 10.3936
2.06501 10.1939
2.13002 10.0094
2.19502 9.83467
2.26003 9.67178
2.32504 9.51902
2.39005 9.37498
2.45505 9.23969
2.52006 9.11180
2.63503 8.90506
2.75000 8.71713
2.84375 8.57689
2.93750 8.44690
3.03125 8.32669
3.12500 8.21446
3.21875 8.10989
3.31250 8.01239
3.40625 7.92122
3.50000 7.83601
3.64494 7.71414
3.68750 7.68038
3.82813 7.57589
3.96875 7.48007
4.10938 7.39216
4.25000 7.31132
4.41266 7.22535
4.43750 7.21281
4.50781 7.17847
4.57813 7.14542
4.71875 7.08348
4.85938 7.02501
5.00000 6.97050
5.15625 6.91430
5.31250 6.86200
5.34208 6.85247
5.41281 6.83033
5.48354 6.80895
5.67516 6.75420
5.86677 6.70358
6.05839 6.65670
6.25000 6.61327
6.40625 6.58025
6.56250 6.54872
6.71875 6.51914
6.87500 6.49108
7.03125 6.46446
7.18750 6.43917
7.34375 6.41510
7.50000 6.39223
7.81250 6.34942
7.97722 6.32831
8.17042 6.30496
8.36361 6.28270
8.75000 6.24111
9.06250 6.21027
9.37500 6.18155
9.68750 6.15470
10.0000 6.12951
10.3125 6.10580
10.6250 6.08339
10.9375 6.06216
11.2500 6.04199
11.5625 6.02276
11.8750 6.00439
12.1875 5.98680
12.5000 5.96989
12.6003 5.96460
12.8096 5.95380
13.0189 5.94325
13.4375 5.92285
13.8281 5.90461
14.2188 5.88718
14.6094 5.87023
15.0000 5.85394
15.4545 5.83571
15.9090 5.81819
16.3634 5.80140
16.8179 5.78532
16.8750 5.78336
17.0313 5.77805
17.1875 5.77284
17.5000 5.76273
17.8125 5.75304
18.1250 5.74384
18.4375 5.73520
18.7500 5.72718
19.0625 5.71990
19.3750 5.71349
19.6875 5.70812
20.0000 5.70396
20.2503 5.70171
20.5005 5.70075
20.7508 5.70089
21.0010 5.70285
21.2513 5.70671
21.3764 5.70946
21.5015 5.71289
21.6266 5.71692
21.7518 5.72172
21.8769 5.72745
22.0020 5.73414
22.1639 5.74438
22.3259 5.75665
22.4878 5.77126
22.6497 5.78858
22.8116 5.80902
22.9736 5.83311
23.1355 5.86146
23.2974 5.89482
23.4526 5.93232
23.6077 5.97622
23.6853 6.00093
23.7629 6.02769
23.8404 6.05670
23.9180 6.08818
23.9956 6.12239
24.0732 6.15956
24.1507 6.20000
24.2283 6.24404
24.3059 6.29206
24.3835 6.34448
24.4610 6.40178
24.5386 6.46445
24.6264 6.54245
24.7141 6.62909
24.8018 6.72586
24.8896 6.83413
24.9773 6.95547
25.0651 7.09182
25.1528 7.24555
25.2405 7.41943
25.3215 7.60074
25.4025 7.80529
25.4429 7.91746
25.4834 8.03696
25.5239 8.16439
25.5644 8.30042
25.6049 8.44581
25.6453 8.60138
25.6858 8.76804
25.7263 8.94682
25.7668 9.13886
25.8073 9.34543
25.8477 9.56791
25.8882 9.80785
25.9471 10.1917
26.0060 10.6227
26.0465 10.9505
26.0870 11.3075
26.1274 11.6970
26.1679 12.1231
26.2084 12.5903
26.2489 13.1035
26.2894 13.6691
26.3298 14.2939
26.3703 14.9867
26.4108 15.7567
26.4513 16.6161
26.4918 17.5786
26.5120 18.1037
26.5322 18.6612
26.5525 19.2536
26.5727 19.8841
26.5930 20.5557
26.6132 21.2722
26.6334 22.0374
26.6537 22.8559
26.6831 24.1521
26.7126 25.5887
26.7420 27.1870
26.7715 28.9720
26.7862 29.9437
26.8009 30.9739
26.8156 32.0674
26.8303 33.2294
26.8451 34.4657
26.8598 35.7830
26.8745 37.1882
26.8892 38.6896
26.9095 40.9273
26.9297 43.3903
26.9499 46.1098
26.9702 49.1228
26.9904 52.4734
27.0107 56.2145
27.0208 58.2509
27.0309 60.4100
27.0410 62.7018
27.0511 65.1378
27.0622 67.9771
27.0732 71.0189
27.0787 72.6230
27.0843 74.2864
27.0898 76.0120
27.0953 77.8030
27.1008 79.6630
27.1063 81.5956
27.1119 83.6047
27.1174 85.6947
27.1229 87.8699
27.1284 90.1354
27.1339 92.4963
27.1395 94.9582
27.1445 97.3090
27.1496 99.7548
27.1546 102.301
27.1597 104.953
27.1648 107.718
27.1698 110.602
27.1749 113.612
27.1799 116.757
27.1836 119.132
27.1866 121.120
27.1896 123.162
27.1926 125.260
27.1956 127.416
27.1986 129.632
27.2016 131.911
27.2046 134.255
27.2075 136.667
27.2101 138.762
27.2126 140.909
27.2151 143.110
27.2177 145.367
27.2202 147.681
27.2227 150.054
27.2253 152.489
27.2278 154.988
27.2315 158.741
27.2351 162.640
27.2388 166.694
27.2425 170.909
27.2462 175.296
27.2499 179.863
27.2535 184.619
27.2572 189.574
27.2598 193.102
27.2623 196.733
27.2648 200.471
27.2673 204.319
27.2699 208.282
27.2724 212.364
27.2749 216.569
27.2775 220.901
27.2800 225.366
27.2825 229.968
27.2851 234.713
27.2876 239.604
27.2901 244.648
27.2926 249.851
27.2952 255.217
27.2977 260.753
27.3002 266.464
27.3028 272.357
27.3053 278.439
27.3078 284.715
27.3104 291.193
27.3129 297.880
27.3154 304.782
27.3179 311.906
27.3205 319.262
27.3230 326.855
27.3255 334.693
27.3281 342.786
27.3306 351.140
27.3331 359.764
27.3382 377.855
27.3432 397.128
27.3483 417.652
27.3534 439.499
27.3584 462.742
27.3635 487.452
27.3685 513.701
27.3736 541.559
27.3787 571.097
27.3837 602.378
27.3888 635.465
27.3938 670.414
27.3989 707.277
27.4040 746.095
27.4090 786.904
27.4141 829.728
27.4191 874.581
27.4242 921.463
27.4293 970.360
27.4343 1021.25
27.4394 1074.07
27.4444 1128.78
27.4495 1185.29
27.4546 1243.50
27.4596 1303.29
27.4647 1364.52
27.4697 1427.03
27.4799 1555.14
27.4900 1685.92
27.5001 1817.37
27.5103 1948.12
27.5205 2074.72
27.5307 2194.53
27.5409 2304.76
27.5517 2408.88
27.5625 2496.27
27.5680 2532.98
27.5734 2564.54
27.5788 2590.78
27.5842 2611.52
27.5921 2631.52
27.6000 2639.20
27.6059 2636.79
27.6119 2627.41
27.6183 2609.45
27.6247 2583.61
27.6311 2550.18
27.6375 2509.52
27.6440 2462.09
27.6504 2408.38
27.6568 2348.95
27.6632 2284.50
27.6714 2195.98
27.6795 2101.55
27.6877 2002.59
27.6959 1900.46
27.7109 1709.29
27.7258 1519.23
27.7408 1336.43
27.7483 1249.28
27.7558 1165.68
27.7633 1085.76
27.7708 1009.89
27.7783 938.228
27.7858 870.871
27.7932 807.841
27.8007 749.100
27.8082 694.559
27.8157 644.153
27.8232 597.582
27.8307 554.727
27.8382 515.381
27.8457 479.324
27.8532 446.334
27.8606 416.183
27.8681 388.652
27.8756 363.556
27.8828 341.619
27.8899 321.515
27.8971 303.083
27.9042 286.197
27.9114 270.671
27.9185 256.401
27.9257 243.271
27.9328 231.189
27.9399 220.024
27.9471 209.706
27.9542 200.156
27.9614 191.312
27.9685 183.086
27.9757 175.432
27.9828 168.299
27.9900 161.649
27.9975 155.136
28.0050 149.053
28.0124 143.363
28.0199 138.032
28.0274 133.028
28.0349 128.324
28.0424 123.896
28.0499 119.727
28.0574 115.786
28.0649 112.061
28.0798 105.195
28.0948 99.0159
28.1098 93.4357
28.1200 89.9276
28.1302 86.6424
28.1404 83.5581
28.1506 80.6579
28.1609 77.9270
28.1711 75.3520
28.1813 72.9207
28.1915 70.6224
28.2119 66.3861
28.2323 62.5747
28.2527 59.1315
28.2732 56.0092
28.2881 53.8995
28.3031 51.9275
28.3181 50.0810
28.3331 48.3506
28.3481 46.7244
28.3630 45.1949
28.3780 43.7545
28.3930 42.3972
28.4080 41.1148
28.4229 39.9026
28.4379 38.7555
28.4529 37.6695
28.4828 35.6611
28.5128 33.8478
28.5428 32.2039
28.5727 30.7096
28.6027 29.3464
28.6326 28.0992
28.6626 26.9545
28.6925 25.9020
28.7225 24.9314
28.7524 24.0344
28.7742 23.4238
28.7960 22.8457
28.8276 22.0592
28.8592 21.3297
28.8909 20.6516
28.9225 20.0200
28.9541 19.4307
28.9858 18.8800
29.0174 18.3646
29.0490 17.8815
29.0806 17.4278
29.1123 17.0012
29.1439 16.5995
29.1755 16.2210
29.2072 15.8634
29.2388 15.5256
29.2704 15.2058
29.3020 14.9031
29.3357 14.5981
29.3693 14.3095
29.4030 14.0362
29.4366 13.7770
29.5039 13.2972
29.5712 12.8631
29.6384 12.4689
29.7057 12.1099
29.7730 11.7819
29.8403 11.4814
29.8948 11.2556
29.9494 11.0443
30.0039 10.8460
30.0584 10.6599
30.1130 10.4848
30.1675 10.3199
30.2221 10.1645
30.2766 10.0177
30.3312 9.87897
30.3857 9.74769
30.4403 9.62328
30.4948 9.50528
30.5494 9.39317
30.6039 9.28657
30.7130 9.08843
30.7729 8.98740
30.8328 8.89141
30.8927 8.80011
30.9526 8.71320
31.0724 8.55134
31.1922 8.40379
31.3120 8.26881
31.4318 8.14493
31.5517 8.03089
31.6715 7.92562
31.7477 7.86274
31.8240 7.80282
31.9764 7.69107
32.1289 7.58898
32.2814 7.49546
32.4339 7.40968
32.5864 7.33029
32.7389 7.25669
32.8914 7.18840
33.0112 7.13809
33.1310 7.09047
33.2508 7.04534
33.3706 7.00250
33.4904 6.96177
33.6102 6.92301
33.7301 6.88608
33.8499 6.85084
33.9697 6.81717
34.0895 6.78498
34.3291 6.72461
34.5687 6.66904
34.8084 6.61769
34.9515 6.58882
35.0946 6.56119
35.3808 6.50928
35.6671 6.46138
35.9533 6.41696
36.2395 6.37583
36.5257 6.33718
36.8120 6.30091
37.0982 6.26678
37.3363 6.23987
37.5744 6.21416
37.8125 6.18946
38.0506 6.16580
38.2887 6.14305
38.5268 6.12109
38.7649 6.09990
39.0030 6.07943
39.2411 6.05956
39.4792 6.04028
39.7174 6.02155
39.9555 6.00328
40.1936 5.98547
40.4317 5.96808
40.6698 5.95105
40.9079 5.93436
41.2564 5.91051
41.6074 5.88708
41.9583 5.86419
42.3092 5.84177
42.6602 5.81978
43.0111 5.79820
43.1866 5.78755
43.3620 5.77700
43.5375 5.76655
43.7130 5.75621
43.8884 5.74598
44.0639 5.73588
44.3011 5.72246
44.5384 5.70936
44.7756 5.69665
44.8942 5.69047
45.0128 5.68443
45.1314 5.67856
45.2501 5.67286
45.3687 5.66738
45.4873 5.66214
45.6059 5.65718
45.7245 5.65254
45.8432 5.64826
45.9618 5.64441
46.0816 5.64103
46.2014 5.63827
46.3212 5.63624
46.4410 5.63506
46.5608 5.63487
46.6806 5.63589
46.8004 5.63832
46.9203 5.64246
47.0292 5.64801
47.1381 5.65558
47.2470 5.66558
47.3015 5.67164
47.3559 5.67849
47.4104 5.68623
47.4649 5.69494
47.5193 5.70471
47.5738 5.71567
47.6282 5.72793
47.6827 5.74163
47.7372 5.75693
47.7916 5.77403
47.8515 5.79516
47.9114 5.81907
47.9713 5.84615
48.0312 5.87681
48.0912 5.91159
48.1511 5.95107
48.2110 5.99599
48.2709 6.04719
48.3308 6.10571
48.3907 6.17278
48.4206 6.20998
48.4506 6.24989
48.4805 6.29277
48.5105 6.33887
48.5405 6.38851
48.5704 6.44198
48.6004 6.49966
48.6303 6.56197
48.6603 6.62937
48.6902 6.70234
48.7202 6.78148
48.7501 6.86744
48.7855 6.97888
48.8209 7.10234
48.8563 7.23949
48.8917 7.39231
48.9271 7.56315
48.9625 7.75479
48.9979 7.97054
49.0156 8.08869
49.0333 8.21443
49.0633 8.44639
49.0932 8.70545
49.1232 8.99591
49.1531 9.32292
49.1681 9.50209
49.1831 9.69270
49.1981 9.89602
49.2130 10.1129
49.2280 10.3448
49.2430 10.5929
49.2580 10.8591
49.2729 11.1446
49.2852 11.3945
49.2974 11.6599
49.3097 11.9425
49.3219 12.2435
49.3342 12.5649
49.3465 12.9083
49.3587 13.2760
49.3710 13.6704
49.3832 14.0946
49.3955 14.5512
49.4077 15.0446
49.4200 15.5781
49.4322 16.1577
49.4445 16.7880
49.4567 17.4764
49.4690 18.2310
49.4840 19.2578
49.4915 19.8202
49.4989 20.4195
49.5064 21.0592
49.5139 21.7433
49.5214 22.4762
49.5289 23.2621
49.5364 24.1086
49.5439 25.0212
49.5514 26.0071
49.5588 27.0728
49.5663 28.2302
49.5738 29.4883
49.5813 30.8583
49.5888 32.3510
49.5963 33.9844
49.6038 35.7723
49.6113 37.7323
49.6188 39.8836
49.6262 42.2474
49.6337 44.8470
49.6412 47.7077
49.6487 50.8528
49.6562 54.3204
49.6637 58.1386
49.6712 62.3418
49.6787 66.9600
49.6861 72.0441
49.6899 74.7748
49.6936 77.6284
49.6974 80.6253
49.7011 83.7549
49.7049 87.0305
49.7086 90.4575
49.7127 94.3851
49.7168 98.4973
49.7209 102.821
49.7249 107.344
49.7290 112.093
49.7331 117.054
49.7372 122.257
49.7413 127.684
49.7454 133.368
49.7495 139.287
49.7535 145.476
49.7576 151.912
49.7617 158.630
49.7658 165.604
49.7699 172.852
49.7740 180.380
49.7794 190.876
49.7849 201.883
49.7903 213.403
49.7957 225.416
49.8012 237.964
49.8066 250.997
49.8121 264.556
49.8175 278.580
49.8216 289.438
49.8257 300.531
49.8339 323.492
49.8414 345.361
49.8488 367.934
49.8563 391.120
49.8638 414.814
49.8713 438.898
49.8788 463.208
49.8863 487.665
49.8938 512.083
49.9088 560.141
49.9237 605.963
49.9387 648.166
49.9462 667.452
49.9537 685.274
49.9612 701.521
49.9686 715.999
49.9789 732.788
49.9892 745.725
49.9953 751.550
50.0015 755.870
50.0077 758.658
50.0138 759.895
50.0247 758.265
50.0329 753.851
50.0411 746.770
50.0493 737.107
50.0575 724.979
50.0653 711.343
50.0730 695.766
50.0808 678.407
50.0885 659.440
50.0963 639.048
50.1041 617.426
50.1118 594.771
50.1196 571.313
50.1351 522.628
50.1506 472.961
50.1654 425.871
50.1802 380.173
50.1950 336.724
50.2024 316.040
50.2098 296.172
50.2176 276.238
50.2254 257.268
50.2331 239.288
50.2409 222.338
50.2486 206.377
50.2564 191.422
50.2642 177.456
50.2719 164.475
50.2768 156.689
50.2818 149.275
50.2867 142.222
50.2917 135.533
50.2966 129.170
50.3015 123.147
50.3065 117.428
50.3114 112.025
50.3163 106.903
50.3213 102.062
50.3262 97.4885
50.3311 93.1797
50.3361 89.1060
50.3410 85.2720
50.3460 81.6505
50.3509 78.2448
50.3586 73.2796
50.3664 68.7618
50.3742 64.6525
50.3819 60.9148
50.3897 57.5144
50.3974 54.4193
50.4052 51.6003
50.4130 49.0333
50.4207 46.6872
50.4285 44.5429
50.4362 42.5800
50.4440 40.7824
50.4517 39.1288
50.4595 37.6069
50.4673 36.2031
50.4750 34.9073
50.4828 33.7055
50.4905 32.5899
50.4983 31.5521
50.5060 30.5858
50.5138 29.6819
50.5216 28.8357
50.5293 28.0420
50.5371 27.2970
50.5448 26.5946
50.5526 25.9321
50.5681 24.7147
50.5836 23.6213
50.5991 22.6338
50.6132 21.8150
50.6273 21.0630
50.6414 20.3691
50.6555 19.7278
50.6697 19.1326
50.6838 18.5796
50.6979 18.0638
50.7120 17.5825
50.7261 17.1317
50.7402 16.7094
50.7543 16.3124
50.7684 15.9393
50.7825 15.5875
50.7966 15.2558
50.8107 14.9424
50.8248 14.6459
50.8403 14.3376
50.8558 14.0469
50.8713 13.7721
50.8869 13.5123
50.9024 13.2661
50.9179 13.0328
50.9489 12.6008
50.9799 12.2099
51.0110 11.8549
51.0420 11.5312
51.0730 11.2352
51.0942 11.0476
51.1154 10.8704
51.1365 10.7029
51.1577 10.5445
51.1788 10.3942
51.2000 10.2517
51.2423 9.98761
51.2846 9.74832
51.3269 9.53074
51.3692 9.33214
51.4115 9.15025
51.4426 9.02637
51.4736 8.90979
51.5046 8.79992
51.5357 8.69624
51.5667 8.59826
51.5977 8.50555
51.6288 8.41772
51.6598 8.33442
51.6908 8.25531
51.7218 8.18011
51.7839 8.04039
51.8460 7.91335
51.9080 7.79742
51.9701 7.69125
52.0321 7.59372
52.0942 7.50384
52.1563 7.42078
52.2183 7.34383
52.2804 7.27236
52.3424 7.20585
52.4045 7.14380
52.4722 7.08066
52.5399 7.02180
52.6076 6.96678
52.6753 6.91525
52.7430 6.86691
52.8107 6.82147
52.8784 6.77868
52.9461 6.73833
53.0070 6.70394
53.0679 6.67122
53.1898 6.61034
53.3116 6.55481
53.4335 6.50394
53.5553 6.45716
53.6771 6.41398
53.7990 6.37397
53.9208 6.33677
54.0128 6.31036
54.1048 6.28527
54.1968 6.26141
54.2888 6.23870
54.4152 6.20911
54.5417 6.18121
54.6682 6.15485
54.7947 6.12992
54.9212 6.10629
55.0476 6.08383
55.1741 6.06244
55.3006 6.04204
55.4271 6.02254
55.5535 6.00386
55.8065 5.96872
56.0594 5.93615
56.3124 5.90579
56.4964 5.88491
56.6803 5.86494
56.8643 5.84577
57.0483 5.82734
57.2322 5.80957
57.4162 5.79244
57.7841 5.75971
58.1521 5.72871
58.5200 5.69919
58.8879 5.67090
59.2559 5.64361
59.6238 5.61714
59.9917 5.59135
60.4342 5.56101
60.8766 5.53124
61.3191 5.50184
61.7615 5.47266
62.2040 5.44355
62.6464 5.41437
63.0889 5.38501
63.5313 5.35534
63.8707 5.33231
64.2102 5.30897
64.5496 5.28530
64.8890 5.26124
65.2284 5.23680
65.5678 5.21188
65.9072 5.18648
66.0769 5.17359
66.2466 5.16058
66.4996 5.14097
66.7525 5.12109
67.0055 5.10097
67.2584 5.08065
67.5114 5.06018
67.6379 5.04991
67.7644 5.03964
67.8908 5.02937
68.0173 5.01914
68.1438 5.00896
68.2703 4.99886
68.4542 4.98437
68.6382 4.97024
68.8222 4.95660
69.0061 4.94365
69.1326 4.93528
69.2591 4.92747
69.3856 4.92033
69.5120 4.91402
69.6385 4.90870
69.7650 4.90459
69.8915 4.90195
70.0180 4.90108
70.1444 4.90237
70.2709 4.90630
70.3342 4.90942
70.3974 4.91343
70.4606 4.91841
70.5239 4.92449
70.5871 4.93177
70.6503 4.94038
70.7136 4.95049
70.7768 4.96225
70.8401 4.97587
70.9033 4.99154
70.9665 5.00951
71.0298 5.03006
71.1045 5.05809
71.1793 5.09075
71.2540 5.12877
71.3287 5.17304
71.4035 5.22458
71.4782 5.28461
71.5529 5.35457
71.6277 5.43620
71.6909 5.51596
71.7542 5.60716
71.8174 5.71166
71.8806 5.83168
71.9122 5.89836
71.9439 5.96997
71.9755 6.04696
72.0071 6.12981
72.0387 6.21903
72.0703 6.31522
72.1020 6.41903
72.1336 6.53115
72.1824 6.72284
72.2313 6.93994
72.2802 7.18665
72.3046 7.32264
72.3290 7.46802
72.3535 7.62369
72.3779 7.79042
72.4024 7.96937
72.4268 8.16151
72.4512 8.36827
72.4757 8.59088
72.5001 8.83102
72.5245 9.09045
72.5561 9.45820
72.5878 9.86671
72.6194 10.3219
72.6510 10.8309
72.6826 11.4022
72.7142 12.0460
72.7300 12.3989
72.7459 12.7748
72.7617 13.1757
72.7775 13.6036
72.7933 14.0616
72.8091 14.5523
72.8249 15.0787
72.8407 15.6446
72.8565 16.2541
72.8723 16.9118
72.8881 17.6232
72.9039 18.3945
72.9198 19.2331
72.9356 20.1475
72.9514 21.1478
72.9672 22.2462
72.9751 22.8370
72.9830 23.4571
72.9909 24.1105
72.9988 24.7981
73.0067 25.5243
