>,08-O-18:0.002050
1.820000e+06,9.98452861e-05
1.822000e+06,9.98453216e-05
1.824000e+06,9.98453571e-05
1.826000e+06,9.98453926e-05
1.828000e+06,9.98454281e-05
1.830000e+06,9.98454636e-05
1.831000e+06,9.98454814e-05
1.832000e+06,9.98454992e-05
1.833000e+06,9.98455169e-05
1.834000e+06,9.98455347e-05
1.835000e+06,9.98455524e-05
1.836000e+06,9.98455702e-05
1.837000e+06,9.98455879e-05
1.838000e+06,9.98456057e-05
1.839000e+06,9.98456235e-05
1.840000e+06,9.98456412e-05
1.842000e+06,9.98456767e-05
1.844000e+06,9.98457122e-05
1.846000e+06,9.98457478e-05
1.848000e+06,9.98457833e-05
1.850000e+06,9.98458188e-05
1.852000e+06,9.98458543e-05
1.854000e+06,9.98458898e-05
1.856000e+06,9.98459253e-05
1.858000e+06,9.98459608e-05
1.860000e+06,9.98459964e-05
1.865000e+06,9.98460851e-05
1.870000e+06,9.98461739e-05
1.875000e+06,9.98462627e-05
1.880000e+06,9.98463515e-05
1.885000e+06,9.98464403e-05
1.890000e+06,9.98465291e-05
1.895000e+06,9.98466179e-05
1.900000e+06,9.98467067e-05
1.905000e+06,9.98467954e-05
1.910000e+06,9.98468842e-05
1.915000e+06,9.98469730e-05
1.920000e+06,9.98470618e-05
1.925000e+06,9.98471506e-05
1.930000e+06,9.98472394e-05
1.935000e+06,9.98473282e-05
1.940000e+06,9.98474169e-05
1.950000e+06,9.98475945e-05
1.960000e+06,9.98477721e-05
1.970000e+06,9.98479497e-05
1.980000e+06,9.98481272e-05
1.990000e+06,9.98483048e-05
2.000000e+06,9.98484824e-05
2.050000e+06,9.98478321e-05
2.093140e+06,9.98472710e-05
2.093150e+06,9.98472710e-05
2.100000e+06,9.98471818e-05
2.150000e+06,9.98465315e-05
2.200000e+06,9.98458813e-05
2.220000e+06,9.98460149e-05
2.240000e+06,9.98461485e-05
2.260000e+06,9.98462821e-05
2.280000e+06,9.98464158e-05
2.300000e+06,9.98465494e-05
2.305000e+06,9.98465828e-05
2.310000e+06,9.98466162e-05
2.315000e+06,9.98466496e-05
2.320000e+06,9.98466830e-05
2.321000e+06,9.98466897e-05
2.322000e+06,9.98466964e-05
2.323000e+06,9.98467031e-05
2.324000e+06,9.98467097e-05
2.325000e+06,9.98467164e-05
2.326000e+06,9.98467231e-05
2.327000e+06,9.98467298e-05
2.328000e+06,9.98467365e-05
2.329000e+06,9.98467431e-05
2.330000e+06,9.98467498e-05
2.331000e+06,9.98467565e-05
2.332000e+06,9.98467632e-05
2.333000e+06,9.98467699e-05
2.334000e+06,9.98467766e-05
2.335000e+06,9.98467832e-05
2.336000e+06,9.98467899e-05
2.337000e+06,9.98467966e-05
2.338000e+06,9.98468033e-05
2.339000e+06,9.98468100e-05
2.340000e+06,9.98468166e-05
2.341000e+06,9.98468233e-05
2.342000e+06,9.98468300e-05
2.343000e+06,9.98468367e-05
2.344000e+06,9.98468434e-05
2.345000e+06,9.98468500e-05
2.346000e+06,9.98468567e-05
2.347000e+06,9.98468634e-05
2.348000e+06,9.98468701e-05
2.349000e+06,9.98468768e-05
2.350000e+06,9.98468835e-05
2.351000e+06,9.98468901e-05
2.352000e+06,9.98468968e-05
2.353000e+06,9.98469035e-05
2.354000e+06,9.98469102e-05
2.354170e+06,9.98469113e-05
2.355000e+06,9.98469169e-05
2.355320e+06,9.98469190e-05
2.355360e+06,9.98469193e-05
2.357000e+06,9.98469302e-05
2.358000e+06,9.98469369e-05
2.359000e+06,9.98469436e-05
2.360000e+06,9.98469503e-05
2.361000e+06,9.98469570e-05
2.362000e+06,9.98469636e-05
2.363000e+06,9.98469703e-05
2.364000e+06,9.98469770e-05
2.365000e+06,9.98469837e-05
2.366000e+06,9.98469904e-05
2.367000e+06,9.98469970e-05
2.368000e+06,9.98470037e-05
2.370000e+06,9.98470171e-05
2.375000e+06,9.98470505e-05
2.380000e+06,9.98470839e-05
2.390000e+06,9.98471507e-05
2.400000e+06,9.98472175e-05
2.410000e+06,9.98473412e-05
2.420000e+06,9.98474649e-05
2.430000e+06,9.98475886e-05
2.435000e+06,9.98476504e-05
2.437500e+06,9.98476813e-05
2.440000e+06,9.98477122e-05
2.441250e+06,9.98477277e-05
2.442500e+06,9.98477431e-05
2.443750e+06,9.98477586e-05
2.445000e+06,9.98477741e-05
2.446250e+06,9.98477895e-05
2.447500e+06,9.98478050e-05
2.448750e+06,9.98478204e-05
2.450000e+06,9.98478359e-05
2.451250e+06,9.98478514e-05
2.452500e+06,9.98478668e-05
2.453750e+06,9.98478823e-05
2.455000e+06,9.98478977e-05
2.456250e+06,9.98479132e-05
2.457500e+06,9.98479287e-05
2.458750e+06,9.98479441e-05
2.460000e+06,9.98479596e-05
2.461250e+06,9.98479750e-05
2.462500e+06,9.98479905e-05
2.463750e+06,9.98480060e-05
2.465000e+06,9.98480214e-05
2.466250e+06,9.98480369e-05
2.467500e+06,9.98480523e-05
2.468750e+06,9.98480678e-05
2.470000e+06,9.98480833e-05
2.471250e+06,9.98480987e-05
2.472500e+06,9.98481142e-05
2.473750e+06,9.98481296e-05
2.475000e+06,9.98481451e-05
2.476250e+06,9.98481606e-05
2.477500e+06,9.98481760e-05
2.478750e+06,9.98481915e-05
2.480000e+06,9.98482069e-05
2.481250e+06,9.98482224e-05
2.482500e+06,9.98482379e-05
2.483750e+06,9.98482533e-05
2.485000e+06,9.98482688e-05
2.486250e+06,9.98482842e-05
2.487500e+06,9.98482997e-05
2.488750e+06,9.98483152e-05
2.490000e+06,9.98483306e-05
2.491250e+06,9.98483461e-05
2.492500e+06,9.98483615e-05
2.493750e+06,9.98483770e-05
2.495000e+06,9.98483924e-05
2.496250e+06,9.98484079e-05
2.497500e+06,9.98484234e-05
2.498750e+06,9.98484388e-05
2.500000e+06,9.98484543e-05
2.505000e+06,9.98485161e-05
2.510000e+06,9.98485780e-05
2.515000e+06,9.98486398e-05
2.520000e+06,9.98487016e-05
2.525000e+06,9.98487635e-05
2.530000e+06,9.98488253e-05
2.535000e+06,9.98488871e-05
2.540000e+06,9.98489490e-05
2.545000e+06,9.98490108e-05
2.550000e+06,9.98490727e-05
2.555000e+06,9.98491345e-05
2.560000e+06,9.98491963e-05
2.565000e+06,9.98492582e-05
2.570000e+06,9.98493200e-05
2.575000e+06,9.98493818e-05
2.580000e+06,9.98494437e-05
2.585000e+06,9.98495055e-05
2.590000e+06,9.98495674e-05
2.595000e+06,9.98496292e-05
2.600000e+06,9.98496910e-05
2.606250e+06,9.98497982e-05
2.612500e+06,9.98499055e-05
2.618750e+06,9.98500127e-05
2.625000e+06,9.98501199e-05
2.631250e+06,9.98502271e-05
2.637500e+06,9.98503343e-05
2.643750e+06,9.98504415e-05
2.650000e+06,9.98505487e-05
2.656250e+06,9.98506559e-05
2.662500e+06,9.98507632e-05
2.668750e+06,9.98508704e-05
2.675000e+06,9.98509776e-05
2.681250e+06,9.98510848e-05
2.687500e+06,9.98511920e-05
2.693750e+06,9.98512992e-05
2.700000e+06,9.98514064e-05
2.712500e+06,9.98516208e-05
2.725000e+06,9.98518353e-05
2.737500e+06,9.98520497e-05
2.750000e+06,9.98522641e-05
2.762500e+06,9.98524785e-05
2.775000e+06,9.98526930e-05
2.787500e+06,9.98529074e-05
2.800000e+06,9.98531218e-05
2.812500e+06,9.98534000e-05
2.825000e+06,9.98536783e-05
2.837500e+06,9.98539565e-05
2.850000e+06,9.98542348e-05
2.860000e+06,9.98544574e-05
2.870000e+06,9.98546800e-05
2.880000e+06,9.98549026e-05
2.882000e+06,9.98549471e-05
2.884000e+06,9.98549916e-05
2.886000e+06,9.98550361e-05
2.887000e+06,9.98550584e-05
2.888000e+06,9.98550807e-05
2.888200e+06,9.98550851e-05
2.888400e+06,9.98550896e-05
2.888500e+06,9.98550918e-05
2.888600e+06,9.98550940e-05
2.888700e+06,9.98550962e-05
2.888800e+06,9.98550985e-05
2.888900e+06,9.98551007e-05
2.889000e+06,9.98551029e-05
2.889100e+06,9.98551052e-05
2.889200e+06,9.98551074e-05
2.889300e+06,9.98551096e-05
2.889400e+06,9.98551118e-05
2.889500e+06,9.98551141e-05
2.889600e+06,9.98551163e-05
2.889700e+06,9.98551185e-05
2.889800e+06,9.98551207e-05
2.890000e+06,9.98551252e-05
2.890500e+06,9.98551363e-05
2.891000e+06,9.98551474e-05
2.892000e+06,9.98551697e-05
2.894000e+06,9.98552142e-05
2.896000e+06,9.98552587e-05
2.898000e+06,9.98553033e-05
2.900000e+06,9.98553478e-05
2.912500e+06,9.98556260e-05
2.925000e+06,9.98559043e-05
2.937500e+06,9.98561825e-05
2.950000e+06,9.98564608e-05
2.975000e+06,9.98570173e-05
2.990000e+06,9.98573512e-05
3.000000e+06,9.98575710e-05
3.005000e+06,9.98576825e-05
3.005500e+06,9.98576936e-05
3.006000e+06,9.98577047e-05
3.006100e+06,9.98577070e-05
3.006200e+06,9.98577092e-05
3.006300e+06,9.98577114e-05
3.006400e+06,9.98577137e-05
3.006500e+06,9.98577159e-05
3.006600e+06,9.98577181e-05
3.006700e+06,9.98577203e-05
3.006800e+06,9.98577226e-05
3.006900e+06,9.98577248e-05
3.007000e+06,9.98577270e-05
3.007100e+06,9.98577293e-05
3.007200e+06,9.98577315e-05
3.007300e+06,9.98577337e-05
3.007400e+06,9.98577359e-05
3.007500e+06,9.98577382e-05
3.007600e+06,9.98577404e-05
3.007700e+06,9.98577426e-05
3.007800e+06,9.98577449e-05
3.007900e+06,9.98577471e-05
3.008000e+06,9.98577493e-05
3.008200e+06,9.98577538e-05
3.008400e+06,9.98577582e-05
3.008600e+06,9.98577627e-05
3.008800e+06,9.98577672e-05
3.009000e+06,9.98577716e-05
3.010000e+06,9.98577939e-05
3.015000e+06,9.98579053e-05
3.020000e+06,9.98580168e-05
3.040000e+06,9.98584625e-05
3.050000e+06,9.98586853e-05
3.060000e+06,9.98589082e-05
3.080000e+06,9.98593539e-05
3.100000e+06,9.98597996e-05
3.120000e+06,9.98602755e-05
3.140000e+06,9.98607513e-05
3.160000e+06,9.98612271e-05
3.170000e+06,9.98614650e-05
3.180000e+06,9.98617029e-05
3.190000e+06,9.98619408e-05
3.200000e+06,9.98621787e-05
3.201000e+06,9.98621897e-05
3.202000e+06,9.98622007e-05
3.203000e+06,9.98622118e-05
3.204000e+06,9.98622228e-05
3.205000e+06,9.98622338e-05
3.206000e+06,9.98622448e-05
3.207000e+06,9.98622558e-05
3.208000e+06,9.98622668e-05
3.209000e+06,9.98622778e-05
3.210000e+06,9.98622888e-05
3.210500e+06,9.98622943e-05
3.211000e+06,9.98622998e-05
3.211100e+06,9.98623009e-05
3.211200e+06,9.98623020e-05
3.211300e+06,9.98623031e-05
3.211400e+06,9.98623042e-05
3.211500e+06,9.98623053e-05
3.211600e+06,9.98623064e-05
3.211700e+06,9.98623075e-05
3.211800e+06,9.98623086e-05
3.211900e+06,9.98623097e-05
3.212000e+06,9.98623108e-05
3.212200e+06,9.98623130e-05
3.212400e+06,9.98623153e-05
3.212600e+06,9.98623175e-05
3.212800e+06,9.98623197e-05
3.213000e+06,9.98623219e-05
3.213200e+06,9.98623241e-05
3.213400e+06,9.98623263e-05
3.213600e+06,9.98623285e-05
3.213800e+06,9.98623307e-05
3.214000e+06,9.98623329e-05
3.214200e+06,9.98623351e-05
3.214400e+06,9.98623373e-05
3.214600e+06,9.98623395e-05
3.214800e+06,9.98623417e-05
3.215000e+06,9.98623439e-05
3.216000e+06,9.98623549e-05
3.217000e+06,9.98623659e-05
3.218000e+06,9.98623769e-05
3.219000e+06,9.98623879e-05
3.220000e+06,9.98623989e-05
3.222000e+06,9.98624209e-05
3.224000e+06,9.98624430e-05
3.226000e+06,9.98624650e-05
3.228000e+06,9.98624870e-05
3.230000e+06,9.98625090e-05
3.235000e+06,9.98625641e-05
3.236270e+06,9.98625781e-05
3.240000e+06,9.98626184e-05
3.245000e+06,9.98626724e-05
3.250000e+06,9.98627264e-05
3.255000e+06,9.98627804e-05
3.260000e+06,9.98628344e-05
3.265000e+06,9.98628884e-05
3.270000e+06,9.98629424e-05
3.275000e+06,9.98629964e-05
3.280000e+06,9.98630504e-05
3.285000e+06,9.98631045e-05
3.290000e+06,9.98631585e-05
3.295000e+06,9.98632125e-05
3.300000e+06,9.98632665e-05
3.305000e+06,9.98633205e-05
3.310000e+06,9.98633745e-05
3.312000e+06,9.98633961e-05
3.314000e+06,9.98634177e-05
3.316000e+06,9.98634393e-05
3.318000e+06,9.98634609e-05
3.320000e+06,9.98634825e-05
3.322000e+06,9.98635041e-05
3.324000e+06,9.98635257e-05
3.326000e+06,9.98635473e-05
3.328000e+06,9.98635689e-05
3.330000e+06,9.98635905e-05
3.332000e+06,9.98636121e-05
3.334000e+06,9.98636338e-05
3.336000e+06,9.98636554e-05
3.338000e+06,9.98636770e-05
3.340000e+06,9.98636986e-05
3.345000e+06,9.98637526e-05
3.350000e+06,9.98638066e-05
3.355000e+06,9.98638606e-05
3.360000e+06,9.98639146e-05
3.370000e+06,9.98640226e-05
3.380000e+06,9.98641306e-05
3.390000e+06,9.98642387e-05
3.400000e+06,9.98643467e-05
3.400500e+06,9.98643542e-05
3.410000e+06,9.98644965e-05
3.420000e+06,9.98646463e-05
3.430000e+06,9.98647961e-05
3.435000e+06,9.98648710e-05
3.436000e+06,9.98648860e-05
3.437000e+06,9.98649010e-05
3.437500e+06,9.98649084e-05
3.438000e+06,9.98649159e-05
3.438500e+06,9.98649234e-05
3.439000e+06,9.98649309e-05
3.439500e+06,9.98649384e-05
3.440000e+06,9.98649459e-05
3.440500e+06,9.98649534e-05
3.441000e+06,9.98649609e-05
3.441500e+06,9.98649684e-05
3.441600e+06,9.98649699e-05
3.441700e+06,9.98649714e-05
3.441800e+06,9.98649729e-05
3.441900e+06,9.98649744e-05
3.442000e+06,9.98649759e-05
3.442500e+06,9.98649833e-05
3.443000e+06,9.98649908e-05
3.443500e+06,9.98649983e-05
3.444000e+06,9.98650058e-05
3.444500e+06,9.98650133e-05
3.445000e+06,9.98650208e-05
3.450000e+06,9.98650957e-05
3.455000e+06,9.98651706e-05
3.460000e+06,9.98652455e-05
3.465000e+06,9.98653204e-05
3.470000e+06,9.98653953e-05
3.475000e+06,9.98654702e-05
3.480000e+06,9.98655451e-05
3.490000e+06,9.98656949e-05
3.500000e+06,9.98658447e-05
3.510000e+06,9.98659945e-05
3.520000e+06,9.98661443e-05
3.530000e+06,9.98662941e-05
3.540000e+06,9.98664439e-05
3.550000e+06,9.98665937e-05
3.560000e+06,9.98667435e-05
3.570000e+06,9.98668933e-05
3.580000e+06,9.98670431e-05
3.590000e+06,9.98671929e-05
3.600000e+06,9.98673427e-05
3.610000e+06,9.98675430e-05
3.620000e+06,9.98677432e-05
3.630000e+06,9.98679435e-05
3.640000e+06,9.98681437e-05
3.642000e+06,9.98681838e-05
3.644000e+06,9.98682238e-05
3.645000e+06,9.98682439e-05
3.645200e+06,9.98682479e-05
3.645400e+06,9.98682519e-05
3.645600e+06,9.98682559e-05
3.645800e+06,9.98682599e-05
3.646000e+06,9.98682639e-05
3.646200e+06,9.98682679e-05
3.646400e+06,9.98682719e-05
3.646600e+06,9.98682759e-05
3.646800e+06,9.98682799e-05
3.647000e+06,9.98682839e-05
3.647200e+06,9.98682879e-05
3.647400e+06,9.98682919e-05
3.647600e+06,9.98682959e-05
3.647800e+06,9.98682999e-05
3.648000e+06,9.98683039e-05
3.649000e+06,9.98683240e-05
3.650000e+06,9.98683440e-05
3.651000e+06,9.98683640e-05
3.652000e+06,9.98683840e-05
3.653000e+06,9.98684041e-05
3.654000e+06,9.98684241e-05
3.655000e+06,9.98684441e-05
3.660000e+06,9.98685443e-05
3.665000e+06,9.98686444e-05
3.670000e+06,9.98687445e-05
3.675000e+06,9.98688446e-05
3.680000e+06,9.98689448e-05
3.685000e+06,9.98690449e-05
3.690000e+06,9.98691450e-05
3.695000e+06,9.98692451e-05
3.700000e+06,9.98693453e-05
3.710000e+06,9.98695455e-05
3.720000e+06,9.98697458e-05
3.730000e+06,9.98699460e-05
3.740000e+06,9.98701463e-05
3.745000e+06,9.98702464e-05
3.750000e+06,9.98703465e-05
3.754050e+06,9.98704276e-05
3.755000e+06,9.98704466e-05
3.760000e+06,9.98705468e-05
3.761000e+06,9.98705668e-05
3.762000e+06,9.98705868e-05
3.763000e+06,9.98706068e-05
3.764000e+06,9.98706269e-05
3.765000e+06,9.98706469e-05
3.766000e+06,9.98706669e-05
3.767000e+06,9.98706869e-05
3.768000e+06,9.98707070e-05
3.769000e+06,9.98707270e-05
3.770000e+06,9.98707470e-05
3.772000e+06,9.98707871e-05
3.774000e+06,9.98708271e-05
3.776000e+06,9.98708672e-05
3.778000e+06,9.98709072e-05
3.780000e+06,9.98709473e-05
3.785000e+06,9.98710474e-05
3.790000e+06,9.98711475e-05
3.795000e+06,9.98712468e-05
3.800000e+06,9.98713462e-05
3.810000e+06,9.98715397e-05
3.820000e+06,9.98717332e-05
3.830000e+06,9.98719268e-05
3.837390e+06,9.98720698e-05
3.837400e+06,9.98720700e-05
3.840000e+06,9.98721203e-05
3.850000e+06,9.98723139e-05
3.860000e+06,9.98725074e-05
3.870000e+06,9.98727009e-05
3.880000e+06,9.98728945e-05
3.890000e+06,9.98730880e-05
3.900000e+06,9.98732816e-05
3.920000e+06,9.98732886e-05
3.940000e+06,9.98732957e-05
3.960000e+06,9.98733028e-05
3.980000e+06,9.98733099e-05
4.000000e+06,9.98733169e-05
4.010000e+06,9.98733245e-05
4.020000e+06,9.98733321e-05
4.030000e+06,9.98733397e-05
4.040000e+06,9.98733472e-05
4.050000e+06,9.98733548e-05
4.060000e+06,9.98733624e-05
4.069800e+06,9.98733698e-05
4.070000e+06,9.98733700e-05
4.080000e+06,9.98733771e-05
4.090000e+06,9.98733842e-05
4.100000e+06,9.98733913e-05
4.110000e+06,9.98733985e-05
4.120000e+06,9.98734056e-05
4.130000e+06,9.98734127e-05
4.140000e+06,9.98734198e-05
4.140140e+06,9.98734199e-05
4.150000e+06,9.98734270e-05
4.160000e+06,9.98734341e-05
4.165000e+06,9.98734377e-05
4.170000e+06,9.98734412e-05
4.175000e+06,9.98734448e-05
4.180000e+06,9.98734484e-05
4.185000e+06,9.98734519e-05
4.190000e+06,9.98734555e-05
4.195000e+06,9.98734590e-05
4.200000e+06,9.98734626e-05
4.205000e+06,9.98734685e-05
4.210000e+06,9.98734744e-05
4.215000e+06,9.98734803e-05
4.220000e+06,9.98734862e-05
4.225000e+06,9.98734922e-05
4.230000e+06,9.98734981e-05
4.235000e+06,9.98735040e-05
4.240000e+06,9.98735099e-05
4.245000e+06,9.98735158e-05
4.250000e+06,9.98735217e-05
4.255000e+06,9.98735276e-05
4.260000e+06,9.98735335e-05
4.265000e+06,9.98735394e-05
4.270000e+06,9.98735453e-05
4.275000e+06,9.98735512e-05
4.280000e+06,9.98735572e-05
4.285000e+06,9.98735631e-05
4.290000e+06,9.98735690e-05
4.295000e+06,9.98735749e-05
4.300000e+06,9.98735808e-05
4.305000e+06,9.98736184e-05
4.310000e+06,9.98736560e-05
4.315000e+06,9.98736937e-05
4.320000e+06,9.98737313e-05
4.321000e+06,9.98737388e-05
4.322000e+06,9.98737464e-05
4.323000e+06,9.98737539e-05
4.324000e+06,9.98737614e-05
4.325000e+06,9.98737689e-05
4.326000e+06,9.98737765e-05
4.327000e+06,9.98737840e-05
4.328000e+06,9.98737915e-05
4.329000e+06,9.98737990e-05
4.330000e+06,9.98738066e-05
4.335000e+06,9.98738442e-05
4.340000e+06,9.98738818e-05
4.345000e+06,9.98739194e-05
4.350000e+06,9.98739571e-05
4.355000e+06,9.98739947e-05
4.360000e+06,9.98740323e-05
4.370000e+06,9.98741076e-05
4.380000e+06,9.98741828e-05
4.390000e+06,9.98742581e-05
4.400000e+06,9.98743334e-05
4.410000e+06,9.98744160e-05
4.420000e+06,9.98744986e-05
4.430000e+06,9.98745812e-05
4.440000e+06,9.98746638e-05
4.445000e+06,9.98747051e-05
4.450000e+06,9.98747464e-05
4.455000e+06,9.98747878e-05
4.460000e+06,9.98748291e-05
4.462000e+06,9.98748456e-05
4.464000e+06,9.98748621e-05
4.466000e+06,9.98748786e-05
4.468000e+06,9.98748952e-05
4.470000e+06,9.98749117e-05
4.472000e+06,9.98749282e-05
4.475000e+06,9.98749530e-05
4.480000e+06,9.98749943e-05
4.485000e+06,9.98750356e-05
4.490000e+06,9.98750769e-05
4.495000e+06,9.98751182e-05
4.500000e+06,9.98751595e-05
4.505000e+06,9.98752008e-05
4.510000e+06,9.98752422e-05
4.515000e+06,9.98752835e-05
4.520000e+06,9.98753248e-05
4.521000e+06,9.98753330e-05
4.522000e+06,9.98753413e-05
4.523000e+06,9.98753496e-05
4.524000e+06,9.98753578e-05
4.525000e+06,9.98753661e-05
4.526000e+06,9.98753743e-05
4.527000e+06,9.98753826e-05
4.528000e+06,9.98753909e-05
4.529000e+06,9.98753991e-05
4.530000e+06,9.98754074e-05
4.531000e+06,9.98754157e-05
4.532000e+06,9.98754239e-05
4.533000e+06,9.98754322e-05
4.534000e+06,9.98754404e-05
4.535000e+06,9.98754487e-05
4.536000e+06,9.98754570e-05
4.537000e+06,9.98754652e-05
4.538000e+06,9.98754735e-05
4.539000e+06,9.98754817e-05
4.540000e+06,9.98754900e-05
4.545000e+06,9.98755313e-05
4.550000e+06,9.98755726e-05
4.555000e+06,9.98756139e-05
4.560000e+06,9.98756552e-05
4.565000e+06,9.98756966e-05
4.570000e+06,9.98757379e-05
4.575000e+06,9.98757792e-05
4.580000e+06,9.98758205e-05
4.585000e+06,9.98758618e-05
4.590000e+06,9.98759031e-05
4.591000e+06,9.98759114e-05
4.592000e+06,9.98759196e-05
4.593000e+06,9.98759279e-05
4.594000e+06,9.98759361e-05
4.595000e+06,9.98759444e-05
4.596000e+06,9.98759527e-05
4.597000e+06,9.98759609e-05
4.598000e+06,9.98759692e-05
4.599000e+06,9.98759775e-05
4.600000e+06,9.98759857e-05
4.601000e+06,9.98759914e-05
4.601500e+06,9.98759942e-05
4.602000e+06,9.98759970e-05
4.602500e+06,9.98759998e-05
4.603000e+06,9.98760026e-05
4.604000e+06,9.98760083e-05
4.605000e+06,9.98760139e-05
4.610000e+06,9.98760421e-05
4.615000e+06,9.98760702e-05
4.620000e+06,9.98760984e-05
4.625000e+06,9.98761266e-05
4.626000e+06,9.98761322e-05
4.627000e+06,9.98761378e-05
4.628000e+06,9.98761435e-05
4.629000e+06,9.98761491e-05
4.630000e+06,9.98761547e-05
4.631000e+06,9.98761604e-05
4.632000e+06,9.98761660e-05
4.633000e+06,9.98761716e-05
4.634000e+06,9.98761773e-05
4.635000e+06,9.98761829e-05
4.636000e+06,9.98761885e-05
4.637000e+06,9.98761942e-05
4.638000e+06,9.98761998e-05
4.639000e+06,9.98762055e-05
4.640000e+06,9.98762111e-05
4.645000e+06,9.98762393e-05
4.650000e+06,9.98762674e-05
4.655000e+06,9.98762956e-05
4.660000e+06,9.98763238e-05
4.665000e+06,9.98763519e-05
4.670000e+06,9.98763801e-05
4.675000e+06,9.98764083e-05
4.680000e+06,9.98764365e-05
4.685000e+06,9.98764646e-05
4.690000e+06,9.98764928e-05
4.695000e+06,9.98765210e-05
4.700000e+06,9.98765491e-05
4.705000e+06,9.98765773e-05
4.705230e+06,9.98765786e-05
4.710000e+06,9.98766055e-05
4.715000e+06,9.98766336e-05
4.720000e+06,9.98766618e-05
4.725000e+06,9.98766900e-05
4.730000e+06,9.98767182e-05
4.735000e+06,9.98767463e-05
4.740000e+06,9.98767745e-05
4.745000e+06,9.98768027e-05
4.750000e+06,9.98768308e-05
4.755000e+06,9.98768590e-05
4.760000e+06,9.98768872e-05
4.765000e+06,9.98769153e-05
4.770000e+06,9.98769435e-05
4.775000e+06,9.98769717e-05
4.780000e+06,9.98769999e-05
4.785000e+06,9.98770280e-05
4.790000e+06,9.98770562e-05
4.795000e+06,9.98770844e-05
4.800000e+06,9.98771125e-05
4.805000e+06,9.98771348e-05
4.810000e+06,9.98771570e-05
4.815000e+06,9.98771792e-05
4.820000e+06,9.98772014e-05
4.823160e+06,9.98772155e-05
4.825000e+06,9.98772235e-05
4.830000e+06,9.98772454e-05
4.832000e+06,9.98772542e-05
4.834000e+06,9.98772630e-05
4.835000e+06,9.98772673e-05
4.836000e+06,9.98772717e-05
4.837000e+06,9.98772761e-05
4.838000e+06,9.98772805e-05
4.839000e+06,9.98772849e-05
4.840000e+06,9.98772892e-05
4.841000e+06,9.98772936e-05
4.842000e+06,9.98772980e-05
4.843000e+06,9.98773024e-05
4.844000e+06,9.98773068e-05
4.845000e+06,9.98773111e-05
4.850000e+06,9.98773330e-05
4.855000e+06,9.98773550e-05
4.860000e+06,9.98773769e-05
4.870000e+06,9.98774207e-05
4.880000e+06,9.98774645e-05
4.890000e+06,9.98775083e-05
4.900000e+06,9.98775521e-05
4.910000e+06,9.98775959e-05
4.920000e+06,9.98776397e-05
4.930000e+06,9.98776835e-05
4.940000e+06,9.98777273e-05
4.950000e+06,9.98777711e-05
4.960000e+06,9.98778149e-05
4.970000e+06,9.98778588e-05
4.980000e+06,9.98779026e-05
4.990000e+06,9.98779464e-05
5.000000e+06,9.98779902e-05
5.010000e+06,9.98780765e-05
5.020000e+06,9.98781628e-05
5.030000e+06,9.98782492e-05
5.040000e+06,9.98783355e-05
5.050000e+06,9.98784218e-05
5.060000e+06,9.98785082e-05
5.070000e+06,9.98785945e-05
5.080000e+06,9.98786808e-05
5.090000e+06,9.98787672e-05
5.100000e+06,9.98788535e-05
5.102000e+06,9.98788708e-05
5.104000e+06,9.98788880e-05
5.106000e+06,9.98789053e-05
5.108000e+06,9.98789226e-05
5.110000e+06,9.98789398e-05
5.112000e+06,9.98789571e-05
5.114000e+06,9.98789743e-05
5.115000e+06,9.98789830e-05
5.116000e+06,9.98789916e-05
5.117000e+06,9.98790002e-05
5.118000e+06,9.98790089e-05
5.119000e+06,9.98790175e-05
5.120000e+06,9.98790261e-05
5.121000e+06,9.98790348e-05
5.122000e+06,9.98790434e-05
5.123000e+06,9.98790520e-05
5.124000e+06,9.98790607e-05
5.125000e+06,9.98790693e-05
5.126000e+06,9.98790779e-05
5.127000e+06,9.98790866e-05
5.128000e+06,9.98790952e-05
5.129000e+06,9.98791038e-05
5.130000e+06,9.98791125e-05
5.131000e+06,9.98791211e-05
5.132000e+06,9.98791297e-05
5.133000e+06,9.98791384e-05
5.134000e+06,9.98791470e-05
5.135000e+06,9.98791556e-05
5.136000e+06,9.98791643e-05
5.137000e+06,9.98791729e-05
5.138000e+06,9.98791815e-05
5.139000e+06,9.98791902e-05
5.140000e+06,9.98791988e-05
5.142000e+06,9.98792161e-05
5.144000e+06,9.98792333e-05
5.146000e+06,9.98792506e-05
5.148000e+06,9.98792679e-05
5.150000e+06,9.98792851e-05
5.155000e+06,9.98793283e-05
5.160000e+06,9.98793715e-05
5.165000e+06,9.98794146e-05
5.170000e+06,9.98794578e-05
5.180000e+06,9.98795441e-05
5.190000e+06,9.98796305e-05
5.200000e+06,9.98797168e-05
5.210000e+06,9.98798787e-05
5.220000e+06,9.98800406e-05
5.230000e+06,9.98802026e-05
5.240000e+06,9.98803645e-05
5.250000e+06,9.98805264e-05
5.260000e+06,9.98806883e-05
5.270000e+06,9.98808503e-05
5.280000e+06,9.98810122e-05
5.288920e+06,9.98811566e-05
5.290000e+06,9.98811741e-05
5.300000e+06,9.98813361e-05
5.310000e+06,9.98813841e-05
5.320000e+06,9.98814321e-05
5.330000e+06,9.98814802e-05
5.340000e+06,9.98815282e-05
5.350000e+06,9.98815762e-05
5.355000e+06,9.98816002e-05
5.360000e+06,9.98816243e-05
5.365000e+06,9.98816483e-05
