Yb-174(n,g) ENDFB-8.0
16.8612 82.6301
16.8760 85.9097
16.8908 89.3942
16.9056 93.1012
16.9204 97.0474
16.9407 102.914
16.9611 109.340
16.9814 116.405
17.0017 124.196
17.0221 132.823
17.0424 142.402
17.0526 147.598
17.0627 153.086
17.0729 158.900
17.0830 165.054
17.0928 171.286
17.1025 177.880
17.1122 184.881
17.1219 192.308
17.1316 200.214
17.1413 208.623
17.1510 217.601
17.1607 227.179
17.1704 237.437
17.1801 248.419
17.1898 260.222
17.1995 272.906
17.2092 286.593
17.2189 301.364
17.2286 317.359
17.2383 334.722
17.2485 354.578
17.2586 376.325
17.2688 400.268
17.2790 426.674
17.2891 455.961
17.2993 488.513
17.3044 506.218
17.3095 524.916
17.3146 544.722
17.3196 565.725
17.3247 588.066
17.3298 611.765
17.3349 637.032
17.3400 663.892
17.3451 692.590
17.3501 723.162
17.3552 755.826
17.3603 790.756
17.3654 828.218
17.3705 868.270
17.3756 911.201
17.3806 957.245
17.3857 1006.75
17.3908 1059.80
17.3959 1116.75
17.4010 1177.90
17.4049 1228.28
17.4088 1281.51
17.4128 1337.73
17.4167 1397.09
17.4206 1459.75
17.4245 1525.86
17.4285 1595.57
17.4324 1668.85
17.4363 1746.23
17.4403 1827.65
17.4442 1913.27
17.4481 2002.97
17.4520 2097.35
17.4560 2196.27
17.4599 2299.85
17.4638 2407.88
17.4689 2555.26
17.4740 2710.45
17.4791 2873.73
17.4841 3045.04
17.4892 3224.60
17.4943 3411.45
17.4994 3605.62
17.5045 3806.64
17.5146 4227.40
17.5248 4667.10
17.5451 5572.77
17.5553 6018.10
17.5654 6442.63
17.5756 6834.72
17.5858 7181.22
17.5913 7347.06
17.5968 7493.97
17.6024 7620.70
17.6079 7725.90
17.6134 7808.40
17.6189 7867.30
17.6245 7901.93
17.6300 7911.92
17.6360 7894.77
17.6420 7848.83
17.6480 7774.70
17.6540 7673.37
17.6600 7545.92
17.6660 7394.42
17.6720 7220.58
17.6779 7026.53
17.6838 6817.89
17.6897 6594.24
17.7015 6112.03
17.7133 5598.99
17.7251 5073.75
17.7375 4525.60
17.7499 3999.08
17.7562 3747.57
17.7624 3505.68
17.7686 3274.31
17.7748 3054.51
17.7810 2846.00
17.7872 2649.43
17.7934 2464.85
17.7996 2292.47
17.8058 2131.51
17.8120 1982.15
17.8182 1843.50
17.8244 1715.52
17.8284 1639.18
17.8323 1566.72
17.8363 1497.97
17.8402 1432.79
17.8442 1371.02
17.8481 1312.51
17.8521 1257.11
17.8560 1204.66
17.8600 1155.01
17.8639 1108.03
17.8679 1063.57
17.8718 1021.49
17.8758 981.664
17.8797 943.963
17.8837 908.266
17.8876 874.541
17.8938 824.938
17.9000 779.330
17.9062 737.349
17.9124 698.718
17.9187 663.006
17.9249 630.049
17.9311 599.490
17.9373 571.200
17.9435 544.885
17.9497 520.406
17.9559 497.600
17.9621 476.349
17.9683 456.453
17.9745 437.856
17.9807 420.390
17.9869 404.016
17.9931 388.594
17.9993 374.072
18.0055 360.380
18.0117 347.474
18.0242 323.710
18.0366 302.380
18.0490 283.139
18.0614 265.742
18.0738 249.942
18.0862 235.546
18.0964 224.688
18.1065 214.581
18.1167 205.156
18.1268 196.359
18.1370 188.120
18.1472 180.405
18.1573 173.157
18.1675 166.351
18.1776 159.938
18.1878 153.901
18.1979 148.199
18.2081 142.817
18.2284 132.904
18.2487 124.000
18.2611 118.995
18.2735 114.293
18.2859 109.868
18.2984 105.698
18.3108 101.761
18.3232 98.0450
18.3480 91.2051
18.3728 85.0620
18.3977 79.5279
18.4225 74.5207
18.4473 69.9787
18.4744 65.4849
18.5015 61.4169
18.5286 57.7214
18.5556 54.3543
18.5827 51.2767
18.6098 48.4583
18.6369 45.8696
18.6640 43.4859
18.6888 41.4621
18.7136 39.5788
18.7384 37.8219
18.7633 36.1817
18.7881 34.6470
18.8129 33.2101
18.8377 31.8620
18.8626 30.5965
18.8874 29.4061
18.9122 28.2859
18.9370 27.2296
18.9619 26.2333
18.9867 25.2918
19.0115 24.4019
19.0612 22.7610
19.1108 21.2852
19.1605 19.9531
19.2101 18.7468
19.2598 17.6509
19.3094 16.6525
19.3591 15.7404
19.4087 14.9052
19.4584 14.1385
19.5261 13.1912
19.5938 12.3429
19.6615 11.5791
19.7292 10.8887
19.7969 10.2630
19.8646 9.69473
19.9323 9.17733
20.0000 8.70526
20.0608 8.31575
20.1215 7.95511
20.1823 7.62053
20.2430 7.30985
20.3038 7.02087
20.3645 6.75177
20.4253 6.50080
20.4860 6.26642
20.5468 6.04723
20.6075 5.84208
20.6683 5.64977
20.7291 5.46939
20.8506 5.14073
20.9721 4.84985
21.0439 4.69358
21.1157 4.54775
21.1875 4.41155
21.2593 4.28423
21.4029 4.05363
21.5465 3.85131
21.6901 3.67371
21.8337 3.51838
21.9773 3.38068
22.1209 3.25919
22.2313 3.17583
22.3418 3.10039
22.4522 3.03229
22.5627 2.97096
22.6732 2.91586
22.7836 2.86663
23.0045 2.78414
23.2255 2.72098
23.4464 2.67519
23.6673 2.64528
23.8882 2.63021
24.1313 2.62994
24.3743 2.64622
24.6173 2.67896
24.8603 2.72846
25.1033 2.79541
25.3463 2.88097
25.5893 2.98677
25.8323 3.11502
26.0312 3.23868
26.2300 3.38134
26.4288 3.54549
26.6277 3.73420
26.8265 3.95128
26.9259 4.07189
27.0253 4.20143
27.1247 4.34057
27.2242 4.48963
27.3236 4.64998
27.4230 4.82356
27.5445 5.05513
27.6660 5.31017
27.7875 5.59171
27.9090 5.90335
28.0305 6.24945
28.1520 6.63510
28.2735 7.06642
28.3950 7.55078
28.5000 8.01869
28.6049 8.53988
28.7099 9.12272
28.7623 9.44036
28.8148 9.77730
28.8673 10.1353
28.9197 10.5159
28.9722 10.9211
29.0247 11.3529
29.0771 11.8135
29.1296 12.3061
29.1821 12.8340
29.2345 13.4008
29.2953 14.1112
29.3561 14.8858
29.4168 15.7327
29.4776 16.6608
29.5383 17.6813
29.5991 18.8068
29.6598 20.0524
29.6902 20.7259
29.7206 21.4362
29.7730 22.7588
29.8255 24.2167
29.8518 25.0024
29.8780 25.8291
29.9042 26.7003
29.9305 27.6186
29.9567 28.5882
29.9829 29.6122
30.0092 30.6956
30.0354 31.8424
30.0616 33.0586
30.0879 34.3491
30.1141 35.7209
30.1403 37.1811
30.1707 38.9932
30.2011 40.9483
30.2315 43.0617
30.2618 45.3506
30.2922 47.8365
30.3226 50.5422
30.3530 53.4946
30.3833 56.7239
30.4137 60.2686
30.4441 64.1705
30.4593 66.2708
30.4745 68.4799
30.4897 70.8057
30.5049 73.2549
30.5200 75.8400
30.5352 78.5696
30.5504 81.4547
30.5656 84.5055
30.5808 87.7396
30.5960 91.1698
30.6112 94.8125
30.6264 98.6833
30.6498 105.173
30.6616 108.669
30.6733 112.345
30.6850 116.222
30.6968 120.310
30.7085 124.627
30.7203 129.185
30.7320 134.011
30.7437 139.124
30.7555 144.548
30.7672 150.303
30.7789 156.429
30.7907 162.948
30.8024 169.907
30.8141 177.336
30.8293 187.738
30.8445 199.128
30.8597 211.642
30.8749 225.428
30.8901 240.693
30.8977 248.951
30.9053 257.653
30.9129 266.858
30.9205 276.581
30.9281 286.874
30.9356 297.787
30.9432 309.385
30.9508 321.697
30.9584 334.817
30.9660 348.780
30.9736 363.702
30.9812 379.626
30.9888 396.690
30.9964 414.952
31.0040 434.574
31.0116 455.628
31.0192 478.309
31.0268 502.706
31.0344 529.048
31.0420 557.444
31.0496 588.119
31.0572 621.282
31.0623 645.457
31.0675 670.970
31.0727 697.897
31.0779 726.322
31.0831 756.327
31.0882 787.999
31.0934 821.428
31.0986 856.635
31.1038 893.848
31.1089 933.096
31.1141 974.473
31.1193 1017.99
31.1245 1063.90
31.1297 1112.22
31.1348 1163.05
31.1400 1216.35
31.1476 1299.55
31.1552 1388.62
31.1628 1483.97
31.1704 1585.54
31.1780 1693.68
31.1856 1808.17
31.1932 1929.11
31.2008 2056.40
31.2084 2190.04
31.2159 2329.36
31.2235 2474.36
31.2311 2624.13
31.2463 2936.18
31.2615 3258.96
31.2913 3891.43
31.3062 4188.05
31.3211 4457.51
31.3291 4587.74
31.3371 4705.45
31.3451 4809.52
31.3531 4898.40
31.3611 4971.19
31.3691 5026.76
31.3771 5064.50
31.3851 5083.91
31.3900 5086.63
31.3980 5075.99
31.4060 5046.89
31.4140 4999.64
31.4220 4934.98
31.4300 4853.60
31.4380 4756.73
31.4460 4645.51
31.4540 4521.30
31.4659 4316.08
31.4778 4090.66
31.4897 3850.42
31.5016 3600.67
31.5241 3118.99
31.5353 2881.79
31.5466 2651.29
31.5619 2352.32
31.5696 2210.71
31.5773 2075.20
31.5850 1945.73
31.5926 1822.87
31.6003 1706.41
31.6080 1596.68
31.6136 1520.31
31.6193 1447.42
31.6249 1377.96
31.6305 1311.87
31.6361 1249.06
31.6418 1189.44
31.6474 1132.92
31.6530 1079.46
31.6587 1028.78
31.6643 980.858
31.6699 935.568
31.6755 892.794
31.6812 852.415
31.6868 814.312
31.6924 778.368
31.6981 744.525
31.7037 712.551
31.7093 682.399
31.7149 653.963
31.7206 627.143
31.7262 601.840
31.7318 577.963
31.7375 555.424
31.7431 534.140
31.7487 514.030
31.7544 495.021
31.7600 477.042
31.7656 460.027
31.7769 428.648
31.7881 400.458
31.7979 378.323
31.8076 358.056
31.8173 339.439
31.8270 322.299
31.8367 306.468
31.8465 291.846
31.8562 278.296
31.8659 265.714
31.8756 253.997
31.8854 243.087
31.8951 232.900
31.9048 223.370
31.9145 214.433
31.9242 206.055
31.9340 198.181
31.9437 190.771
31.9549 182.718
31.9662 175.188
31.9775 168.134
31.9887 161.522
32.0000 155.304
32.0112 149.455
32.0225 143.944
32.0337 138.751
32.0450 133.842
32.0563 129.202
32.0788 120.651
32.1013 112.957
32.1238 106.014
32.1381 101.939
32.1525 98.1072
32.1668 94.4994
32.1811 91.0985
32.1955 87.8888
32.2098 84.8563
32.2384 79.2744
32.2671 74.2592
32.2957 69.7397
32.3244 65.6498
32.3531 61.9395
32.3756 59.2590
32.3981 56.7655
32.4206 54.4423
32.4431 52.2756
32.4656 50.2502
32.4882 48.3561
32.5107 46.5812
32.5332 44.9174
32.5557 43.3546
32.5782 41.8867
32.6232 39.2048
32.6683 36.8231
32.7133 34.7012
32.7624 32.6435
32.8116 30.8196
32.8607 29.1990
32.9098 27.7576
32.9589 26.4739
33.0081 25.3310
33.0572 24.3131
33.1063 23.4076
33.1432 22.7951
33.1800 22.2358
33.2168 21.7259
33.2537 21.2628
33.2905 20.8438
33.3274 20.4668
33.4011 19.8309
33.4747 19.3419
33.5484 18.9907
33.6221 18.7716
33.6958 18.6816
33.7695 18.7213
33.8432 18.8940
33.9169 19.2068
33.9537 19.4187
33.9906 19.6697
34.0274 19.9620
34.0642 20.2976
34.1011 20.6795
34.1379 21.1106
34.1748 21.5951
34.2116 22.1370
34.2485 22.7415
34.2853 23.4141
34.3303 24.3385
34.3754 25.3877
34.4204 26.5782
34.4654 27.9293
34.5105 29.4645
34.5555 31.2122
34.5780 32.1765
34.6005 33.2070
34.6230 34.3104
34.6456 35.4916
34.6783 37.3646
34.7131 39.5801
34.7479 42.0620
34.7827 44.8520
34.8001 46.3781
34.8175 48.0002
34.8349 49.7282
34.8523 51.5705
34.8697 53.5371
34.8871 55.6394
34.9045 57.8899
34.9219 60.3029
34.9393 62.8944
34.9567 65.6806
34.9792 69.6137
35.0017 73.9596
35.0242 78.7829
35.0355 81.3951
35.0467 84.1522
35.0580 87.0706
35.0693 90.1607
35.0805 93.4364
35.0918 96.9102
35.1030 100.606
35.1143 104.540
35.1256 108.733
35.1368 113.207
35.1450 116.658
35.1532 120.286
35.1614 124.103
35.1696 128.120
35.1777 132.360
35.1859 136.837
35.1941 141.571
35.2023 146.575
35.2105 151.885
35.2187 157.523
35.2269 163.516
35.2351 169.891
35.2432 176.699
35.2514 183.973
35.2596 191.761
35.2678 200.104
35.2734 206.204
35.2791 212.620
35.2847 219.375
35.2903 226.493
35.2960 234.002
35.3016 241.931
35.3072 250.312
35.3128 259.179
35.3185 268.570
35.3241 278.526
35.3297 289.089
35.3354 300.307
35.3410 312.232
35.3466 324.919
35.3523 338.425
35.3579 352.789
35.3635 368.129
35.3691 384.493
35.3748 401.958
35.3804 420.606
35.3860 440.524
35.3917 461.805
35.3973 484.544
35.4029 508.798
35.4085 534.760
35.4142 562.498
35.4198 592.125
35.4254 623.760
35.4311 657.521
35.4367 693.531
35.4423 731.914
35.4479 772.718
35.4520 804.126
35.4561 836.887
35.4602 871.209
35.4643 906.969
35.4684 944.384
35.4725 983.314
35.4766 1023.89
35.4807 1066.14
35.4889 1155.94
35.4971 1252.85
35.5053 1357.03
35.5134 1468.45
35.5191 1549.40
35.5247 1633.82
35.5303 1721.64
35.5360 1812.79
35.5416 1907.15
35.5472 2004.59
35.5585 2207.81
35.5697 2421.05
35.5810 2641.86
35.6035 3094.28
35.6260 3537.59
35.6373 3745.53
35.6485 3938.57
35.6599 4114.46
35.6713 4266.39
35.6827 4390.80
35.6941 4484.53
35.7006 4523.20
