Zn-67(n,g) ENDFB-8.0
0.00284375 22.2813
0.00293750 21.9228
0.00303125 21.5812
0.00312500 21.2550
0.00321875 20.9432
0.00331250 20.6447
0.00340625 20.3586
0.00350000 20.0841
0.00359375 19.8204
0.00368750 19.5668
0.00378125 19.3227
0.00387500 19.0875
0.00396875 18.8607
0.00406250 18.6418
0.00425000 18.2260
0.00443750 17.8367
0.00462500 17.4714
0.00481250 17.1277
0.00500000 16.8035
0.00515625 16.5469
0.00531250 16.3018
0.00546875 16.0672
0.00562500 15.8425
0.00578125 15.6269
0.00593750 15.4199
0.00609375 15.2209
0.00625000 15.0295
0.00640625 14.8451
0.00656250 14.6673
0.00671875 14.4957
0.00687500 14.3300
0.00718750 14.0150
0.00750000 13.7199
0.00781250 13.4427
0.00812500 13.1817
0.00843750 12.9353
0.00875000 12.7022
0.00906250 12.4812
0.00937500 12.2714
0.00968750 12.0719
0.0100000 11.8818
0.0103125 11.7003
0.0106250 11.5270
0.0109375 11.3611
0.0112500 11.2022
0.0115625 11.0498
0.0118750 10.9034
0.0121875 10.7627
0.0125000 10.6274
0.0128125 10.4970
0.0131250 10.3713
0.0134375 10.2499
0.0137500 10.1328
0.0143750 9.91007
0.0150000 9.70141
0.0156250 9.50539
0.0162500 9.32079
0.0168750 9.14654
0.0175000 8.98171
0.0181250 8.82547
0.0187500 8.67712
0.0193750 8.53600
0.0200000 8.40154
0.0206625 8.26574
0.0213250 8.13632
0.0219875 8.01279
0.0226500 7.89472
0.0233125 7.78172
0.0239750 7.67344
0.0246375 7.56957
0.0253000 7.46980
0.0264578 7.30452
0.0276156 7.14976
0.0287734 7.00445
0.0299313 6.86765
0.0310891 6.73857
0.0322469 6.61650
0.0334047 6.50084
0.0345625 6.39103
0.0354309 6.31222
0.0362992 6.23626
0.0371676 6.16297
0.0380359 6.09221
0.0397727 5.95769
0.0415094 5.83170
0.0432461 5.71337
0.0449828 5.60197
0.0467195 5.49683
0.0484563 5.39740
0.0500000 5.31340
0.0515625 5.23225
0.0531250 5.15471
0.0546875 5.08052
0.0562500 5.00945
0.0578125 4.94129
0.0593750 4.87583
0.0609375 4.81292
0.0625000 4.75238
0.0640625 4.69407
0.0656250 4.63787
0.0671875 4.58363
0.0687500 4.53126
0.0718750 4.43167
0.0750000 4.33836
0.0781250 4.25069
0.0812500 4.16813
0.0843750 4.09019
0.0875000 4.01646
0.0906250 3.94658
0.0937500 3.88022
0.0968750 3.81709
0.100000 3.75694
0.103125 3.69955
0.106250 3.64471
0.109375 3.59225
0.112500 3.54198
0.115625 3.49378
0.118750 3.44749
0.121875 3.40300
0.125000 3.36019
0.128125 3.31897
0.131250 3.27923
0.134375 3.24089
0.137500 3.20386
0.143750 3.13345
0.150000 3.06746
0.156250 3.00543
0.162500 2.94702
0.168750 2.89190
0.175000 2.83977
0.181250 2.79036
0.187500 2.74345
0.193750 2.69884
0.200000 2.65635
0.209375 2.59622
0.218750 2.53996
0.228125 2.48717
0.237500 2.43752
0.246875 2.39075
0.256250 2.34659
0.265625 2.30478
0.275000 2.26512
0.284375 2.22743
0.293750 2.19156
0.303125 2.15737
0.312500 2.12474
0.321875 2.09355
0.331250 2.06369
0.340625 2.03506
0.350000 2.00759
0.359375 1.98121
0.368750 1.95584
0.378125 1.93144
0.387500 1.90793
0.396875 1.88527
0.406250 1.86340
0.425000 1.82184
0.443750 1.78287
0.462500 1.74628
0.500000 1.67960
0.531250 1.62948
0.562500 1.58343
0.593750 1.54113
0.625000 1.50208
0.687500 1.43200
0.750000 1.37097
0.812500 1.31708
0.875000 1.26907
0.937500 1.22610
1.00000 1.18715
1.06250 1.15156
1.12500 1.11892
1.18750 1.08905
1.25000 1.06146
1.37500 1.01188
1.50000 0.968691
1.62500 0.930560
1.75000 0.896574
1.87500 0.866143
2.00000 0.838570
2.17578 0.803768
2.35156 0.773030
2.52734 0.745531
2.70313 0.720741
2.75000 0.714599
2.93750 0.691365
3.12500 0.670179
3.31250 0.650819
3.50000 0.632990
3.50578 0.632459
3.52904 0.630342
3.55229 0.628253
3.59881 0.624154
3.69184 0.616231
3.87789 0.601198
4.25000 0.574079
4.62500 0.550161
5.00000 0.528984
5.24602 0.516323
5.62500 0.498505
5.93750 0.485125
6.25000 0.472740
6.87500 0.450538
7.18750 0.440557
7.50000 0.431213
8.11326 0.414456
8.72651 0.399489
8.75000 0.398945
8.82813 0.397156
8.90625 0.395396
9.06250 0.391956
9.53125 0.382208
10.0000 0.373015
10.4667 0.364519
10.6250 0.361779
11.0938 0.354051
11.5625 0.346767
12.5000 0.333383
13.7500 0.317789
13.9472 0.315521
14.4736 0.309735
15.0000 0.304238
16.2139 0.292630
17.4277 0.282276
17.5000 0.281691
17.6563 0.280446
17.8125 0.279222
18.3594 0.275080
18.9063 0.271128
20.0000 0.263668
20.9082 0.257945
20.9375 0.257765
21.0547 0.257053
21.1719 0.256352
21.5674 0.254038
21.9629 0.251792
22.7539 0.247470
24.3359 0.239516
25.9180 0.232330
27.5000 0.225810
29.3325 0.219013
31.1651 0.212877
32.9976 0.207317
34.8301 0.202248
35.0000 0.201798
35.4688 0.200588
35.9375 0.199408
36.8750 0.197129
38.7500 0.192861
42.5000 0.185356
46.2500 0.179024
50.0000 0.173651
53.1250 0.169795
56.2500 0.166421
59.3750 0.163496
62.5000 0.160959
66.0675 0.158503
69.6350 0.156441
75.0000 0.154083
76.9465 0.153447
77.9198 0.153134
78.4064 0.152991
78.8930 0.152859
78.8930 0.152859
78.8931 0.152859
78.8932 0.152859
78.8933 0.152859
78.8936 0.152859
78.8942 0.152859
78.8953 0.152858
78.8976 0.152858
78.9022 0.152856
78.9114 0.152854
78.9298 0.152849
78.9667 0.152840
79.0772 0.152811
79.1876 0.152783
79.6296 0.152673
80.0715 0.152569
81.0001 0.152367
81.9286 0.152201
83.7858 0.151898
87.5000 0.151542
93.7500 0.151707
100.000 0.152799
100.650 0.152963
101.300 0.153139
101.300 0.153139
101.301 0.153139
101.301 0.153140
101.303 0.153140
101.305 0.153141
101.310 0.153142
101.320 0.153145
101.339 0.153150
101.378 0.153161
101.455 0.153183
101.639 0.153236
101.823 0.153290
102.191 0.153402
102.926 0.153637
104.398 0.154154
107.341 0.155400
113.227 0.158468
119.114 0.162556
122.057 0.165057
125.000 0.167890
130.070 0.173607
130.218 0.173785
130.527 0.174168
130.836 0.174562
131.454 0.175369
132.690 0.177031
135.163 0.180643
137.636 0.184538
140.109 0.188871
142.582 0.193656
145.054 0.198899
147.527 0.204641
150.000 0.210975
152.128 0.217082
154.255 0.223702
156.383 0.230838
158.510 0.238869
160.638 0.247492
162.765 0.257185
164.893 0.267896
165.956 0.273779
166.222 0.275263
166.488 0.276750
166.621 0.277497
166.754 0.278248
167.020 0.279771
167.074 0.280086
167.198 0.280811
167.322 0.281545
167.570 0.283036
168.065 0.286096
169.056 0.292491
171.037 0.306291
173.019 0.321661
175.000 0.338898
176.758 0.356046
178.516 0.375207
180.274 0.396702
181.152 0.408369
182.031 0.420916
182.910 0.434110
183.789 0.448328
184.668 0.463389
185.547 0.479527
186.426 0.496609
187.305 0.515127
188.184 0.535036
189.063 0.556468
189.649 0.571660
190.234 0.587621
190.820 0.604484
191.406 0.622280
191.699 0.631547
191.992 0.641072
192.285 0.650865
192.578 0.660932
192.871 0.671290
193.164 0.681943
193.457 0.692907
193.750 0.704186
194.019 0.714825
194.287 0.725761
194.556 0.737005
194.824 0.748562
195.093 0.760453
195.361 0.772680
195.630 0.785266
195.899 0.798216
196.094 0.807875
196.362 0.821500
196.631 0.835531
196.900 0.849993
197.168 0.864895
197.437 0.880265
197.705 0.896112
197.974 0.912469
198.242 0.929344
198.462 0.943565
198.682 0.958160
198.901 0.973149
199.121 0.988545
199.341 1.00437
199.561 1.02063
199.780 1.03735
200.000 1.05453
200.242 1.07405
200.484 1.09418
200.726 1.11496
200.969 1.13642
201.211 1.15859
201.453 1.18150
201.695 1.20517
201.937 1.22966
202.179 1.25500
202.421 1.28121
202.663 1.30836
202.906 1.33647
203.148 1.36562
203.390 1.39582
203.632 1.42715
203.874 1.45965
204.116 1.49341
204.358 1.52846
204.600 1.56488
204.843 1.60275
205.085 1.64214
205.327 1.68314
205.569 1.72583
205.811 1.77031
206.053 1.81671
206.295 1.86510
206.537 1.91560
206.779 1.96835
207.022 2.02351
207.264 2.08118
207.506 2.14153
207.748 2.20475
207.990 2.27103
208.232 2.34054
208.474 2.41350
208.716 2.49015
208.959 2.57079
209.201 2.65563
209.443 2.74499
209.685 2.83921
209.933 2.94105
210.181 3.04879
210.428 3.16288
210.676 3.28379
210.924 3.41219
211.172 3.54865
211.419 3.69387
211.667 3.84853
211.941 4.03130
212.214 4.22789
212.487 4.43982
212.760 4.66875
212.897 4.79020
213.034 4.91654
213.170 5.04821
213.307 5.18533
213.444 5.32841
213.580 5.47757
213.717 5.63339
213.785 5.71381
213.854 5.79602
213.932 5.89290
214.011 5.99217
214.089 6.09403
214.168 6.19858
214.325 6.41614
214.482 6.64569
214.636 6.88355
214.790 7.13464
214.944 7.40030
215.098 7.68132
215.252 7.97929
215.406 8.29516
215.560 8.63085
215.714 8.98757
215.888 9.41799
216.062 9.88077
216.236 10.3793
216.409 10.9172
216.583 11.4990
216.757 12.1294
216.931 12.8141
217.104 13.5591
217.278 14.3727
217.452 15.2629
217.539 15.7399
217.626 16.2400
217.713 16.7646
217.800 17.3147
217.886 17.8935
217.973 18.5023
218.060 19.1431
218.147 19.8182
218.234 20.5301
218.321 21.2816
218.408 22.0757
218.495 22.9147
218.637 24.3975
218.708 25.1941
218.779 26.0307
218.850 26.9102
218.921 27.8355
218.992 28.8099
219.063 29.8368
219.135 30.9203
219.206 32.0645
219.277 33.2741
219.348 34.5543
219.419 35.9108
219.490 37.3497
219.561 38.8779
219.632 40.5008
219.719 42.6310
219.806 44.9360
219.893 47.4355
219.980 50.1522
220.067 53.1120
220.154 56.3450
220.240 59.8858
220.327 63.7751
220.414 68.0601
220.501 72.7965
220.545 75.3571
220.588 78.0501
220.632 80.8979
220.675 83.8987
220.718 87.0782
220.762 90.4352
220.805 93.9996
220.849 97.7709
220.892 101.784
220.936 106.039
220.979 110.567
221.022 115.391
221.060 119.828
221.098 124.511
221.135 129.470
221.173 134.728
221.210 140.321
221.248 146.245
221.285 152.542
221.323 159.239
221.360 166.387
221.398 173.982
221.435 182.078
221.473 190.713
221.510 199.927
221.548 209.764
221.585 220.268
221.623 231.486
221.666 245.458
221.710 260.500
221.753 276.760
221.797 294.244
221.840 313.109
221.883 333.343
221.927 355.109
221.970 378.364
222.014 403.263
222.057 429.722
222.101 457.876
222.144 487.582
222.188 518.941
222.231 551.737
222.275 586.018
222.318 621.484
222.408 698.574
222.499 778.019
222.589 857.060
222.679 931.991
222.732 972.250
222.785 1009.05
222.837 1041.63
222.890 1069.31
222.942 1091.45
222.995 1107.57
223.048 1117.27
223.100 1120.34
223.157 1116.10
223.214 1104.11
223.271 1084.69
223.328 1058.38
223.385 1025.87
223.442 988.006
223.499 945.712
223.556 900.052
223.616 849.098
223.676 796.624
223.796 690.965
223.857 639.529
223.917 589.952
223.977 542.746
224.037 498.278
224.101 453.798
224.134 432.894
224.166 412.890
224.198 393.782
224.231 375.563
224.263 358.217
224.295 341.727
224.328 326.069
224.360 311.216
224.392 297.142
224.424 283.814
224.457 271.203
224.489 259.276
224.521 247.999
224.554 237.373
224.586 227.300
224.618 217.781
224.650 208.787
224.683 200.286
224.715 192.251
224.747 184.654
224.780 177.469
224.812 170.690
224.844 164.253
224.876 158.157
224.941 146.903
225.006 136.776
225.070 127.652
225.141 118.671
225.211 110.597
225.282 103.316
225.352 96.7379
225.423 90.7608
225.493 85.3294
225.563 80.3661
225.634 75.8313
225.698 72.0010
225.763 68.4550
225.828 65.1660
225.892 62.1140
225.957 59.2683
226.021 56.6147
226.086 54.1362
226.150 51.8211
226.215 49.6489
226.280 47.6110
226.344 45.6967
226.409 43.8988
226.473 42.2029
226.538 40.6063
226.602 39.0968
226.667 37.6725
226.796 35.0450
226.925 32.6845
227.055 30.5558
227.184 28.6310
227.313 26.8822
227.442 25.2897
227.571 23.8355
227.700 22.5051
227.800 21.5520
227.900 20.6588
228.000 19.8203
228.100 19.0323
228.199 18.2907
228.299 17.5919
228.399 16.9326
228.499 16.3099
228.698 15.1636
228.898 14.1345
229.098 13.2071
229.297 12.3687
229.426 11.8681
229.556 11.3976
229.685 10.9547
229.814 10.5377
229.943 10.1441
230.072 9.77252
230.330 9.08852
230.589 8.47442
230.847 7.92143
231.105 7.42152
231.364 6.96810
231.622 6.55544
231.880 6.17909
232.139 5.83477
232.397 5.51897
232.655 5.22867
232.914 4.96125
233.172 4.71446
233.430 4.48622
233.689 4.27453
233.947 4.07781
234.205 3.89459
234.464 3.72371
234.722 3.56409
234.980 3.41490
235.239 3.27521
235.497 3.14423
235.755 3.02122
236.014 2.90562
236.272 2.79682
236.530 2.69429
236.788 2.59756
237.047 2.50621
237.563 2.33811
238.080 2.18724
238.597 2.05138
239.113 1.92860
239.630 1.81727
240.147 1.71601
240.663 1.62369
241.180 1.53927
241.696 1.46190
242.166 1.39714
242.636 1.33723
243.105 1.28143
243.575 1.22936
244.045 1.18077
244.514 1.13541
244.984 1.09299
245.454 1.05328
245.923 1.01605
246.393 0.981102
246.863 0.948257
247.332 0.917360
248.272 0.860809
249.211 0.810430
250.244 0.761136
251.278 0.717361
252.311 0.678336
253.344 0.643428
254.377 0.612093
255.411 0.583886
256.444 0.558425
257.477 0.535394
258.482 0.515213
259.487 0.496713
260.492 0.479809
261.497 0.464279
262.502 0.450104
263.507 0.437140
264.512 0.425188
265.517 0.414241
267.528 0.394925
269.538 0.378596
271.548 0.364743
273.558 0.353047
273.783 0.351858
274.008 0.350700
274.121 0.350129
274.233 0.349564
274.290 0.349282
274.346 0.349001
274.402 0.348721
274.459 0.348442
274.515 0.348163
274.571 0.347884
274.628 0.347606
274.684 0.347329
274.740 0.347051
274.797 0.346775
274.853 0.346500
274.909 0.346225
275.022 0.345678
275.135 0.345135
275.360 0.344067
275.492 0.343454
275.627 0.342836
275.762 0.342228
275.897 0.341630
276.033 0.341041
276.303 0.339891
276.573 0.338771
277.655 0.334581
279.818 0.327272
281.981 0.321339
284.144 0.316681
286.307 0.313097
288.470 0.310551
290.633 0.308793
292.796 0.307849
296.554 0.308194
298.432 0.309138
300.311 0.310725
302.190 0.312727
304.068 0.315410
307.826 0.322710
309.986 0.328736
311.066 0.332589
312.147 0.337265
313.227 0.343286
313.767 0.347151
314.307 0.351816
314.847 0.357635
315.387 0.365268
315.657 0.370072
315.927 0.375775
316.198 0.382660
316.468 0.391141
316.667 0.398802
316.867 0.408043
317.066 0.419398
317.166 0.426100
317.266 0.433656
317.366 0.442238
317.466 0.452068
317.565 0.463446
317.665 0.476777
317.765 0.492633
317.865 0.511834
317.915 0.523044
317.965 0.535577
318.015 0.549675
318.064 0.565628
318.106 0.580409
318.147 0.596922
318.188 0.615440
318.229 0.636280
318.270 0.659810
318.311 0.686452
318.352 0.716689
318.393 0.751070
318.434 0.790214
318.475 0.834815
318.517 0.885642
318.537 0.913722
318.558 0.943542
318.578 0.975508
318.599 1.00943
318.619 1.04577
318.640 1.08431
318.660 1.12554
318.681 1.16921
318.701 1.21565
318.722 1.26500
318.747 1.32932
318.772 1.39814
318.797 1.47227
318.822 1.55138
318.847 1.63633
318.872 1.72670
318.897 1.82342
318.922 1.92594
318.947 2.03527
318.971 2.15070
318.996 2.27332
319.021 2.40224
319.046 2.53859
319.071 2.68132
319.096 2.83158
319.121 2.98813
319.153 3.20127
319.186 3.42549
319.218 3.66029
319.250 3.90502
319.315 4.42081
319.379 4.96328
319.544 6.38523
319.608 6.91781
319.673 7.40931
319.705 7.63411
319.738 7.84210
319.770 8.03127
319.802 8.19926
319.835 8.34833
319.868 8.47245
319.901 8.57027
319.934 8.64056
319.967 8.68297
320.000 8.69678
320.019 8.69174
320.050 8.66350
320.080 8.61071
320.111 8.53387
320.142 8.43409
320.169 8.32671
320.196 8.20257
320.237 7.98465
320.278 7.73395
320.314 7.49397
320.350 7.23527
320.421 6.67422
320.503 5.97629
320.585 5.26198
320.642 4.78082
320.698 4.31506
320.754 3.87172
320.782 3.66022
320.810 3.45694
320.851 3.17227
320.893 2.90563
320.934 2.65762
320.975 2.42845
320.996 2.32090
321.016 2.21800
321.037 2.11969
321.057 2.02589
321.078 1.93653
321.099 1.85150
321.119 1.77070
321.140 1.69437
321.159 1.62475
321.179 1.55866
321.199 1.49600
321.218 1.43693
321.238 1.38073
321.258 1.32785
321.277 1.27762
321.297 1.23044
321.317 1.18569
321.336 1.14371
321.356 1.10394
321.376 1.06669
321.395 1.03144
321.415 0.998445
321.454 0.938084
321.494 0.884636
321.533 0.837589
321.572 0.796078
321.611 0.759446
321.651 0.727099
321.690 0.698505
321.729 0.673187
321.769 0.650727
321.816 0.627148
321.862 0.606610
321.909 0.588600
321.956 0.572731
322.003 0.558679
322.050 0.546172
322.096 0.534984
322.143 0.524925
322.237 0.507593
322.330 0.493203
322.424 0.481072
322.518 0.470716
322.611 0.461780
322.705 0.454003
322.892 0.441171
323.079 0.431087
323.266 0.423026
323.491 0.415343
323.716 0.409298
323.940 0.404488
324.165 0.400633
324.614 0.395000
325.064 0.391310
325.513 0.388968
325.962 0.387598
326.861 0.386696
328.119 0.388052
329.377 0.391063
331.893 0.399833
334.409 0.411031
336.925 0.423882
339.441 0.438198
341.957 0.453959
344.473 0.471152
346.989 0.489865
348.637 0.503017
350.285 0.516922
351.932 0.531739
352.344 0.535542
352.756 0.539352
352.962 0.541264
353.168 0.543184
353.374 0.545119
353.580 0.547070
353.580 0.547072
353.581 0.547080
353.582 0.547087
353.583 0.547102
353.586 0.547131
353.592 0.547189
353.605 0.547307
353.629 0.547542
353.678 0.548011
353.777 0.548956
353.875 0.549905
353.973 0.550860
354.072 0.551820
354.170 0.552784
354.268 0.553754
354.317 0.554240
354.366 0.554727
354.435 0.555409
354.504 0.556093
354.572 0.556779
354.641 0.557466
354.709 0.558157
354.778 0.558848
354.846 0.559541
354.915 0.560237
354.983 0.560935
355.052 0.561634
355.120 0.562335
355.189 0.563038
355.326 0.564449
355.463 0.565866
356.011 0.571589
356.560 0.577396
358.753 0.601789
360.946 0.628109
363.139 0.656546
365.332 0.687343
367.525 0.720769
369.718 0.756995
371.911 0.796424
374.187 0.841163
375.325 0.865113
376.464 0.890245
377.602 0.916496
378.740 0.944184
379.878 0.973125
381.016 1.00362
382.155 1.03570
383.293 1.06936
384.431 1.10500
385.569 1.14239
386.708 1.18195
387.846 1.22337
388.984 1.26749
390.122 1.31423
391.440 1.37184
392.758 1.43354
394.076 1.49972
395.394 1.57083
396.712 1.64737
398.030 1.72989
399.348 1.81905
400.666 1.91556
401.984 2.02026
403.302 2.13409
404.620 2.25814
405.938 2.39368
407.256 2.54216
408.574 2.70526
409.233 2.79291
409.891 2.88497
410.550 2.98178
411.209 3.08362
411.838 3.18590
412.467 3.29344
413.096 3.40660
413.725 3.52580
414.355 3.65148
414.984 3.78409
415.613 3.92415
416.242 4.07223
416.871 4.22897
417.500 4.39502
418.129 4.57113
418.758 4.75814
419.387 4.95697
420.016 5.16842
420.645 5.39320
421.274 5.63282
421.933 5.90216
422.592 6.19168
423.251 6.50309
423.910 6.83852
424.569 7.20057
425.228 7.59196
425.887 8.01604
426.545 8.47632
427.204 8.97711
427.863 9.52312
428.522 10.1198
429.181 10.7735
429.840 11.4914
430.499 12.2821
431.158 13.1552
431.488 13.6262
431.817 14.1221
432.147 14.6449
432.476 15.1964
432.806 15.7786
433.135 16.3937
433.465 17.0442
433.794 17.7326
434.124 18.4618
434.453 19.2346
434.783 20.0549
435.112 20.9262
435.442 21.8523
435.771 22.8374
436.101 23.8869
436.430 25.0055
436.760 26.1989
437.089 27.4725
437.478 29.0907
437.868 30.8418
438.257 32.7399
438.647 34.8011
439.036 37.0422
439.425 39.4804
439.815 42.1337
440.204 45.0220
440.534 47.6649
440.863 50.5041
441.193 53.5526
441.522 56.8222
441.852 60.3270
442.181 64.0764
442.511 68.0785
442.840 72.3358
443.112 76.0466
443.384 79.9275
443.657 83.9706
443.929 88.1628
444.473 96.9092
445.018 105.929
445.562 114.882
446.106 123.295
446.379 127.119
446.651 130.586
446.923 133.619
447.195 136.147
447.446 137.979
447.698 139.285
447.949 140.036
448.200 140.214
448.473 139.754
448.745 138.626
449.018 136.860
449.291 134.503
449.564 131.613
449.836 128.261
450.109 124.522
450.382 120.473
450.927 111.752
451.472 102.656
452.018 93.6210
452.563 84.9558
452.922 79.5554
453.282 74.4412
453.641 69.6292
454.000 65.1256
454.000 65.1232
454.001 65.1147
454.002 65.1062
454.003 65.0893
454.006 65.0554
454.011 64.9877
454.031 64.7536
454.050 64.5205
454.089 64.0568
454.166 63.1414
454.322 61.3515
454.632 57.9390
454.942 54.7408
455.252 51.7470
455.562 48.9459
455.872 46.3285
456.182 43.8829
456.492 41.5982
456.737 39.9012
456.982 38.2927
457.227 36.7679
457.471 35.3225
457.716 33.9510
457.961 32.6501
458.450 30.2422
458.940 28.0686
459.430 26.1039
459.919 24.3240
460.409 22.7085
460.898 21.2388
461.388 19.8997
461.877 18.6768
462.367 17.5578
462.856 16.5318
463.346 15.5894
463.835 14.7220
464.325 13.9224
464.703 13.3465
465.081 12.8046
465.460 12.2942
465.838 11.8133
466.216 11.3595
466.594 10.9306
466.973 10.5243
467.351 10.1392
468.107 9.42763
468.864 8.78660
469.620 8.20731
470.377 7.68224
470.868 7.36726
471.359 7.07087
471.850 6.79166
472.342 6.52835
472.833 6.27977
473.324 6.04488
473.815 5.82269
474.306 5.61233
475.289 5.22390
476.271 4.87388
477.254 4.55745
478.236 4.27046
479.234 4.00558
480.231 3.76436
481.229 3.54408
482.226 3.34240
483.224 3.15730
484.221 2.98707
485.219 2.83016
486.216 2.68533
487.078 2.56951
487.939 2.46089
488.801 2.35856
489.662 2.26242
490.524 2.17209
491.385 2.08699
492.247 2.00688
493.108 1.93127
493.970 1.85987
494.831 1.79241
496.554 1.66809
498.277 1.55639
500.000 1.45567
501.860 1.35776
503.719 1.26966
505.579 1.19011
507.438 1.11808
509.297 1.05268
511.157 0.993170
513.016 0.938899
514.876 0.889312
516.144 0.857940
517.411 0.828390
519.947 0.774276
522.483 0.726124
523.750 0.704090
525.018 0.683539
527.554 0.645315
530.089 0.611318
532.625 0.581205
535.161 0.554688
537.358 0.534492
539.556 0.516776
541.753 0.501432
543.951 0.488465
546.148 0.477879
548.346 0.470079
550.543 0.465265
552.741 0.463756
554.262 0.464934
555.784 0.468213
557.305 0.473922
558.826 0.482486
560.348 0.494469
561.109 0.501956
561.869 0.510532
562.630 0.520323
563.391 0.531614
564.151 0.544565
564.912 0.559340
565.687 0.576544
566.462 0.596247
567.237 0.618827
568.012 0.644749
568.787 0.674580
569.562 0.709023
569.950 0.728239
570.338 0.748944
570.725 0.771287
571.113 0.795427
571.641 0.831581
572.170 0.871941
572.698 0.917110
573.226 0.967806
573.755 1.02500
574.283 1.08986
574.548 1.12560
574.812 1.16379
575.076 1.20464
575.340 1.24842
575.657 1.30519
575.974 1.36710
576.292 1.43478
576.609 1.50893
576.926 1.59044
577.243 1.68028
577.560 1.77959
577.877 1.88973
578.176 2.00521
578.476 2.13343
578.775 2.27632
579.075 2.43613
579.225 2.52331
579.374 2.61578
579.524 2.71404
579.674 2.81860
579.823 2.93010
579.973 3.04900
580.123 3.17606
580.273 3.31207
580.466 3.50283
580.660 3.71217
580.854 3.94260
581.048 4.19692
581.241 4.47890
581.435 4.79240
581.629 5.14274
581.726 5.33351
