Ti-49(n,g) ENDFB-8.0
Energy(eV) XS(b)
13979.4 1.04030
13979.7 1.04831
13980.0 1.05067
13980.4 1.04505
13980.8 1.03052
13981.2 1.00740
13981.6 0.971526
13982.0 0.927707
13982.4 0.875201
13982.8 0.818030
13983.5 0.706744
13984.3 0.590843
13985.0 0.478238
13985.7 0.375082
13986.1 0.325317
13986.5 0.279780
13986.9 0.238659
13987.3 0.201991
13987.7 0.169692
13988.1 0.141573
13988.5 0.117369
13988.9 0.0967607
13989.2 0.0793969
13989.6 0.0649126
13990.0 0.0529447
13990.4 0.0431442
13990.8 0.0351851
13991.2 0.0287702
13991.6 0.0236344
13992.0 0.0195460
13992.4 0.0163059
13992.8 0.0137459
13993.1 0.0117260
13993.5 0.0101316
13993.9 0.00886981
13994.3 0.00786640
13994.7 0.00706279
13995.1 0.00641318
13995.9 0.00544240
13996.7 0.00475905
13997.4 0.00425070
13999.0 0.00353039
14000.6 0.00302993
14002.1 0.00265625
14004.5 0.00224444
14006.8 0.00194720
14009.1 0.00172431
14011.5 0.00155264
14014.6 0.00137936
14017.7 0.00125038
14024.4 0.00106348
14031.0 0.000944956
14037.6 0.000866115
14044.2 0.000812383
14057.5 0.000742268
14070.8 0.000700745
14097.3 0.000658970
14123.8 0.000637694
14176.9 0.000622207
14229.9 0.000620172
14332.9 0.000635272
14435.9 0.000678093
14487.4 0.000720407
14538.9 0.000790698
14564.6 0.000847535
14590.4 0.000929399
14603.2 0.000981558
14616.1 0.00105363
14629.0 0.00113388
14641.8 0.00124316
14652.8 0.00136473
14663.7 0.00152261
14674.6 0.00173305
14685.5 0.00202165
14696.5 0.00241745
14701.9 0.00268699
14707.4 0.00302141
14712.8 0.00344234
14718.3 0.00398254
14723.8 0.00468973
14729.2 0.00563213
14732.9 0.00647270
14736.6 0.00754955
14740.3 0.00896373
14744.0 0.0108582
14747.7 0.0134935
14749.6 0.0152069
14751.4 0.0172900
14753.3 0.0198795
14755.2 0.0231285
14757.0 0.0273243
14758.9 0.0329076
14760.4 0.0392460
14762.0 0.0479716
14762.8 0.0537191
14763.5 0.0608498
14764.3 0.0699358
14765.1 0.0818493
14765.9 0.0979090
14766.7 0.120072
14767.4 0.151159
14767.8 0.171226
14768.2 0.195091
14768.6 0.223444
14769.0 0.257060
14769.4 0.296793
14769.8 0.343566
14770.2 0.398357
14770.6 0.462176
14770.9 0.536033
14771.3 0.620902
14771.6 0.694245
14771.9 0.772175
14772.2 0.857285
14772.5 0.949774
14772.8 1.05334
14773.1 1.16108
14773.4 1.27624
14773.7 1.39860
14774.0 1.53237
14774.3 1.66813
14774.8 1.95590
14775.4 2.26460
14776.0 2.57434
14776.5 2.82216
14776.9 3.05506
14777.4 3.27631
14777.9 3.46988
14778.1 3.57040
14778.4 3.65980
14778.7 3.73704
14778.9 3.79907
14779.1 3.83811
14779.3 3.86931
14779.5 3.89245
14779.7 3.90739
14780.0 3.91439
14780.4 3.90079
14780.7 3.86045
14781.1 3.78762
14781.5 3.68630
14781.8 3.57667
14782.2 3.45328
14782.5 3.31528
14782.8 3.16493
14783.2 3.00959
14783.5 2.85226
14784.1 2.52540
14784.7 2.18957
14785.3 1.86891
14785.8 1.66279
14786.2 1.46861
14786.6 1.28823
14787.0 1.12660
14787.4 0.976449
14787.8 0.842015
14788.3 0.722968
14788.7 0.620949
14789.1 0.530062
14789.5 0.451850
14789.9 0.385091
14790.3 0.329759
14790.8 0.281929
14791.2 0.241866
14791.6 0.208452
14792.0 0.181270
14792.6 0.151293
14793.1 0.127909
14793.7 0.109608
14794.2 0.0954198
14794.8 0.0839061
14795.4 0.0747869
14796.5 0.0610111
14797.6 0.0511983
14798.7 0.0439615
14799.8 0.0383380
14800.9 0.0338306
14802.0 0.0301040
14803.1 0.0270251
14805.4 0.0221956
14807.6 0.0185917
14809.8 0.0158469
14812.5 0.0133354
14815.1 0.0114169
14817.7 0.00991032
14820.4 0.00870026
14823.0 0.00770633
14825.7 0.00688567
14831.0 0.00561905
14836.2 0.00469934
14841.5 0.00401261
14846.8 0.00348491
14852.1 0.00307561
14857.7 0.00273282
14863.2 0.00245228
14874.4 0.00203336
14885.5 0.00174125
14896.6 0.00152969
14907.7 0.00137427
14918.9 0.00125441
14941.1 0.00108022
14963.4 0.000969761
14985.6 0.000894112
15030.1 0.000793116
15079.1 0.000735851
15128.1 0.000699547
15226.0 0.000662619
15421.8 0.000641330
15742.3 0.000651643
15902.5 0.000664762
16062.7 0.000681840
16223.0 0.000703014
16383.2 0.000728384
16543.4 0.000758829
16703.7 0.000795471
16859.5 0.000847541
16937.3 0.000902602
16956.8 0.000926963
16976.3 0.000970549
16995.8 0.00104950
17005.5 0.00112502
17015.2 0.00125198
17019.7 0.00134308
17024.1 0.00147349
17028.6 0.00166713
17030.8 0.00180154
17033.0 0.00197352
17035.3 0.00220254
17037.5 0.00251710
17039.7 0.00298300
17040.8 0.00331741
17041.9 0.00378241
17042.5 0.00409817
17043.1 0.00449737
17043.6 0.00501408
17044.2 0.00568283
17044.7 0.00659487
17045.3 0.00780770
17045.8 0.00949033
17046.4 0.0117444
17046.9 0.0148671
17047.5 0.0190999
17048.1 0.0247851
17048.6 0.0321793
17049.2 0.0420213
17049.7 0.0544723
17050.3 0.0705479
17050.8 0.0902316
17051.5 0.120177
17052.2 0.156779
17052.8 0.200866
17053.5 0.252418
17054.1 0.310826
17054.8 0.374798
17056.1 0.510707
17056.7 0.567023
17057.2 0.619498
17057.8 0.665958
17058.4 0.703746
17058.9 0.730785
17059.4 0.748237
17059.9 0.755363
17060.0 0.755519
17060.2 0.754640
17060.4 0.752027
17061.1 0.730691
17061.5 0.710662
17061.9 0.685447
17062.7 0.622864
17063.6 0.537008
17064.5 0.445266
17065.4 0.354799
17066.3 0.271955
17066.8 0.232765
17067.2 0.197216
17067.7 0.165472
17068.2 0.137550
17068.6 0.113344
17069.1 0.0926490
17069.6 0.0751916
17070.1 0.0606536
17070.6 0.0464503
17071.2 0.0356002
17071.7 0.0272737
17072.3 0.0209722
17072.7 0.0176258
17073.1 0.0148924
17073.4 0.0126689
17073.8 0.0109086
17074.2 0.00944134
17074.6 0.00828329
17074.9 0.00731868
17075.3 0.00655577
17076.1 0.00539552
17076.8 0.00461983
17077.6 0.00407485
17078.3 0.00367578
17079.8 0.00312456
17081.3 0.00275601
17083.6 0.00236964
17085.8 0.00209989
17088.1 0.00189980
17090.4 0.00174788
17093.4 0.00159514
17096.4 0.00148243
17103.1 0.00131361
17109.9 0.00121306
17123.4 0.00110077
17137.0 0.00104728
17150.5 0.00101788
17177.5 0.000989021
17204.6 0.000981432
17300.8 0.00100174
17348.9 0.00102153
17397.0 0.00104460
17460.2 0.00107918
17523.3 0.00111813
17586.5 0.00116164
17649.6 0.00121096
17681.2 0.00123763
17712.8 0.00126649
17744.3 0.00129674
17775.9 0.00132898
17807.5 0.00136395
17839.0 0.00140073
17870.6 0.00144032
17902.2 0.00148261
17935.3 0.00153086
17968.3 0.00158299
18001.4 0.00163964
18034.5 0.00170155
18067.6 0.00176899
18100.6 0.00184320
18133.7 0.00192494
18166.8 0.00201504
18198.3 0.00211080
18214.1 0.00216220
18229.9 0.00221696
18245.7 0.00227444
18261.5 0.00233501
18277.3 0.00239986
18293.0 0.00246803
18308.8 0.00254037
18324.6 0.00261808
18340.4 0.00270010
18356.2 0.00278768
18372.0 0.00288238
18387.8 0.00298265
18403.5 0.00309076
18419.3 0.00320663
18434.4 0.00332679
18449.4 0.00345680
18464.4 0.00359839
18479.5 0.00375365
18494.5 0.00392619
18509.5 0.00412125
18524.6 0.00434893
18539.6 0.00463094
18551.6 0.00493977
18563.7 0.00543424
18569.7 0.00585975
18575.7 0.00659628
18578.7 0.00725325
18580.2 0.00775812
18581.7 0.00853637
18582.5 0.00913204
18583.2 0.00995335
18584.0 0.0111365
18584.7 0.0128796
18585.5 0.0154761
18585.8 0.0172460
18586.2 0.0193476
18586.6 0.0219742
18587.0 0.0250759
18587.3 0.0289249
18587.7 0.0334318
18588.2 0.0404331
18588.6 0.0491231
18589.1 0.0598063
18589.6 0.0728059
18590.1 0.0884537
18590.5 0.107076
18591.0 0.128978
18591.5 0.154421
18591.9 0.183602
18592.4 0.216628
18593.3 0.294060
18594.3 0.384940
18595.2 0.484874
18596.6 0.635817
18597.3 0.703754
18598.0 0.759975
18598.7 0.797385
18599.3 0.821967
18599.8 0.831882
18600.0 0.832752
18600.4 0.829080
18601.1 0.807331
18601.6 0.786394
18602.0 0.760619
18602.8 0.695604
18603.3 0.641833
18604.1 0.562155
18604.8 0.480556
18605.6 0.399485
18606.3 0.324757
18607.1 0.257028
18607.8 0.199562
18608.6 0.151304
18609.4 0.113177
18609.9 0.0918154
18610.4 0.0741578
18610.9 0.0597650
18611.4 0.0481887
18612.0 0.0389940
18612.5 0.0317757
18613.0 0.0261689
18613.5 0.0218545
18614.0 0.0185605
18614.6 0.0160607
18615.1 0.0141706
18615.6 0.0127433
18616.1 0.0116632
18616.6 0.0108416
18617.7 0.00972933
18618.7 0.00902932
18619.7 0.00856222
18621.8 0.00797331
18626.0 0.00736307
18630.1 0.00706411
18634.3 0.00691227
18642.6 0.00683086
18654.7 0.00695700
18666.8 0.00721505
18678.8 0.00755328
18690.9 0.00794731
18703.0 0.00839691
18715.1 0.00890268
18727.2 0.00946969
18733.2 0.00977555
18739.3 0.0100998
18747.6 0.0105797
18755.9 0.0110996
18764.2 0.0116634
18772.5 0.0122758
18780.8 0.0129424
18789.1 0.0136692
18797.4 0.0144636
18805.7 0.0153328
18814.0 0.0162883
18822.4 0.0173406
18830.7 0.0185025
18839.0 0.0197893
18847.3 0.0212188
18851.4 0.0219946
18855.6 0.0228122
18859.8 0.0236791
18863.9 0.0245944
18868.1 0.0255640
18872.2 0.0265922
18876.0 0.0275836
18879.8 0.0286310
18883.5 0.0297386
18887.3 0.0309076
18891.1 0.0321491
18894.9 0.0334616
18898.6 0.0348578
18902.4 0.0363364
18906.2 0.0379121
18910.0 0.0395883
18913.8 0.0413730
18917.5 0.0432692
18921.3 0.0452950
18925.1 0.0474473
18928.9 0.0497504
18932.6 0.0522091
18936.8 0.0551258
18940.9 0.0582640
18945.1 0.0616579
18949.2 0.0653127
18953.4 0.0692693
18957.6 0.0735331
18961.7 0.0781504
18965.9 0.0831250
18970.5 0.0891279
18975.1 0.0956390
18979.7 0.102702
18984.3 0.110343
18988.9 0.118573
18993.5 0.127384
18998.1 0.136751
19002.8 0.146623
19014.6 0.173278
19020.5 0.186583
19026.4 0.199047
19029.3 0.204752
19032.3 0.209939
19035.2 0.214529
19038.2 0.218427
19041.2 0.221555
19044.1 0.223822
19047.1 0.225184
19050.0 0.225608
19053.2 0.224996
19056.4 0.223286
19059.6 0.220526
19062.8 0.216794
19066.0 0.212187
19069.2 0.206822
19072.4 0.200824
19075.6 0.194323
19082.0 0.180310
19088.4 0.165720
19094.8 0.151253
19101.2 0.137392
19106.1 0.127296
19111.1 0.117865
19116.0 0.109104
19121.0 0.101020
19125.9 0.0935944
19130.8 0.0867946
19135.8 0.0805807
19140.7 0.0749096
19145.5 0.0699071
19150.3 0.0653393
19155.0 0.0611495
19159.8 0.0573203
19164.6 0.0538030
19169.3 0.0505827
19174.1 0.0476184
19178.8 0.0448979
19183.6 0.0423875
19188.4 0.0400775
19193.1 0.0379402
19197.9 0.0359681
19202.7 0.0341383
19207.4 0.0324455
19212.2 0.0308751
19217.0 0.0294181
19221.7 0.0280589
19226.5 0.0267914
19231.3 0.0256046
19236.0 0.0244977
19240.8 0.0234599
19245.5 0.0224899
19250.3 0.0215782
19255.1 0.0207241
19259.8 0.0199197
19264.6 0.0191644
19269.4 0.0184515
19274.1 0.0177807
19278.9 0.0171464
19283.7 0.0165484
19288.4 0.0159830
19293.2 0.0154479
19298.0 0.0149399
19302.7 0.0144594
19312.2 0.0135695
19321.8 0.0127660
19331.3 0.0120389
19340.8 0.0113778
19350.4 0.0107757
19359.9 0.0102259
19369.4 0.00972325
19378.9 0.00926166
19388.5 0.00883732
19398.0 0.00844645
19407.5 0.00808570
19417.1 0.00775213
19426.6 0.00744317
19436.1 0.00715652
19445.6 0.00689043
19454.3 0.00666434
19463.0 0.00645393
19471.6 0.00625505
19480.3 0.00606815
19489.0 0.00589155
19497.6 0.00572584
19506.3 0.00556956
19514.9 0.00542183
19523.6 0.00528259
19532.3 0.00515084
19540.9 0.00502627
19549.6 0.00490857
19558.2 0.00479676
19566.9 0.00469102
19575.6 0.00459070
19584.2 0.00449533
19593.8 0.00439615
19603.3 0.00430231
19612.8 0.00421345
19622.3 0.00412950
19631.9 0.00404998
19641.4 0.00397453
19650.9 0.00390311
19660.5 0.00383549
19670.0 0.00377116
19679.5 0.00371016
19689.0 0.00365233
19698.6 0.00359732
19708.1 0.00354508
19717.6 0.00349553
19727.2 0.00344839
19736.7 0.00340362
19755.7 0.00332066
19765.3 0.00328218
19774.8 0.00324568
19793.9 0.00317798
19812.9 0.00311697
19832.0 0.00306190
19851.0 0.00301241
19860.6 0.00298956
19870.1 0.00296796
19889.1 0.00292815
19903.0 0.00290193
19916.9 0.00287785
19930.7 0.00285582
19944.6 0.00283573
19958.4 0.00281747
19972.3 0.00280096
19986.2 0.00278612
20000.0 0.00277289
20012.3 0.00276240
20024.7 0.00275307
20037.0 0.00274486
20049.4 0.00273774
20061.7 0.00273166
20074.0 0.00272660
20086.4 0.00272252
20098.7 0.00271941
20119.9 0.00271624
20141.0 0.00271567
20162.2 0.00271765
20183.3 0.00272203
20202.7 0.00272814
20222.1 0.00273617
20241.5 0.00274609
20260.9 0.00275789
20280.3 0.00277149
20299.7 0.00278692
20319.1 0.00280415
20338.4 0.00282315
20357.8 0.00284397
20377.2 0.00286658
20396.6 0.00289099
20416.0 0.00291724
20435.4 0.00294532
20454.8 0.00297529
20474.2 0.00300717
20493.6 0.00304099
20513.0 0.00307682
20532.3 0.00311469
20551.7 0.00315466
20571.1 0.00319683
20590.5 0.00324123
20609.9 0.00328797
20629.3 0.00333713
20648.7 0.00338880
20673.4 0.00345840
20698.0 0.00353252
20722.7 0.00361140
20747.4 0.00369534
20759.7 0.00373943
20772.1 0.00378541
20796.8 0.00388057
20821.4 0.00398195
20846.1 0.00409012
20876.1 0.00423156
20906.0 0.00438498
20936.0 0.00455166
20951.0 0.00464051
20966.0 0.00473304
20981.0 0.00482963
20995.9 0.00493098
21010.9 0.00503604
21025.9 0.00514583
21040.9 0.00526163
21055.9 0.00538293
21070.9 0.00551018
21085.8 0.00564378
21105.2 0.00582695
21124.6 0.00602249
21144.0 0.00623172
21163.4 0.00645610
21182.8 0.00669692
21202.2 0.00695626
21221.6 0.00723599
21240.9 0.00753814
21260.3 0.00786608
21279.7 0.00822233
21299.1 0.00861069
21318.5 0.00903559
21337.9 0.00950133
21357.3 0.0100145
21376.7 0.0105815
21396.1 0.0112103
21415.5 0.0119120
21425.2 0.0122931
21434.8 0.0126970
21444.5 0.0131262
21454.2 0.0135808
21463.9 0.0140655
21473.6 0.0145818
21483.3 0.0151323
21493.0 0.0157202
21502.7 0.0163514
21512.4 0.0170263
21522.1 0.0177518
21531.8 0.0185335
21541.5 0.0193763
21551.2 0.0202802
21560.9 0.0212614
21570.6 0.0223297
21580.3 0.0234933
21590.0 0.0247609
21599.7 0.0261485
21609.4 0.0276684
21619.1 0.0293413
21628.7 0.0311843
21638.4 0.0332253
21648.1 0.0354884
21657.8 0.0380115
21667.5 0.0408287
21677.2 0.0439925
21686.9 0.0475522
21691.8 0.0495039
21696.6 0.0515814
21701.5 0.0537952
21706.3 0.0561515
21713.4 0.0598726
21720.4 0.0639752
21727.5 0.0685081
21734.5 0.0735248
21741.6 0.0790756
21748.6 0.0852456
21755.7 0.0921312
21762.7 0.0998111
21767.6 0.105605
21772.4 0.111856
21777.3 0.118597
21782.1 0.125851
21786.9 0.133682
21791.8 0.142111
21796.6 0.151167
21801.5 0.160857
21809.0 0.177140
21816.4 0.194947
21823.9 0.214180
21831.4 0.234441
21838.8 0.255123
21846.3 0.275453
21850.1 0.285129
21853.8 0.294223
21857.5 0.302609
21861.3 0.310065
21865.9 0.317891
21870.6 0.323709
21875.3 0.327277
21880.0 0.328442
21883.5 0.327705
21887.0 0.325603
21890.6 0.322188
21894.1 0.317559
21897.6 0.311796
21901.1 0.305062
21904.6 0.297459
21908.1 0.289178
21915.2 0.271076
21922.2 0.251863
21929.2 0.232473
21932.7 0.222919
21936.3 0.213585
21941.1 0.201200
21945.9 0.189392
21950.7 0.178193
21955.5 0.167631
21960.3 0.157706
21965.1 0.148458
21969.9 0.139844
21974.7 0.131835
21978.5 0.125798
21982.4 0.120129
21986.3 0.114796
21990.1 0.109780
21994.0 0.105063
21997.8 0.100626
22001.7 0.0964536
22005.6 0.0925284
22009.4 0.0888257
22013.3 0.0853497
22017.2 0.0820766
22021.0 0.0789931
22024.9 0.0760797
22028.7 0.0733398
22032.6 0.0707550
22036.5 0.0683150
22039.5 0.0665188
22042.4 0.0648057
22045.4 0.0631611
22048.4 0.0615925
22051.4 0.0600855
22054.4 0.0586458
22057.4 0.0572598
22060.3 0.0559340
22063.3 0.0546575
22066.3 0.0534366
22069.3 0.0522607
22072.3 0.0511355
22075.3 0.0500511
22078.3 0.0490129
22084.2 0.0470559
22088.1 0.0458650
22091.9 0.0447356
22095.8 0.0436610
22099.7 0.0426384
22103.5 0.0416647
22107.4 0.0407373
22111.2 0.0398536
22115.1 0.0390114
22119.0 0.0382063
22122.8 0.0374405
22126.7 0.0367099
22130.6 0.0360127
22134.4 0.0353473
22138.3 0.0347120
22142.1 0.0341053
22146.0 0.0335259
22151.6 0.0327284
22157.2 0.0319822
22162.9 0.0312838
22168.5 0.0306313
22174.1 0.0300194
22179.7 0.0294468
22185.3 0.0289109
22190.9 0.0284105
22199.4 0.0277190
22207.8 0.0270944
22216.2 0.0265313
22224.6 0.0260254
22233.1 0.0255712
22241.5 0.0251662
22249.9 0.0248083
22258.3 0.0244904
22268.2 0.0241673
22278.0 0.0238937
22287.8 0.0236662
22297.7 0.0234818
22307.5 0.0233380
22317.3 0.0232324
22327.2 0.0231631
22337.0 0.0231285
22344.7 0.0231246
22352.4 0.0231405
22367.9 0.0232294
22383.3 0.0233916
22398.8 0.0236244
22414.2 0.0239253
22429.7 0.0242934
22445.1 0.0247277
22460.6 0.0252276
22476.0 0.0257940
22491.5 0.0264272
22506.9 0.0271282
22522.4 0.0278980
22537.8 0.0287389
22553.2 0.0296518
22568.7 0.0306399
22584.1 0.0317039
22603.0 0.0331122
22621.9 0.0346409
22640.8 0.0362950
22659.6 0.0380751
22669.1 0.0390143
22678.5 0.0399915
22697.4 0.0420260
22716.3 0.0441848
22735.1 0.0464595
22749.1 0.0482201
22763.2 0.0500294
22777.2 0.0518800
22791.2 0.0537663
22819.2 0.0575847
22847.2 0.0613533
22875.2 0.0649172
22903.2 0.0680649
22917.2 0.0694311
22931.2 0.0706016
22945.3 0.0715812
22959.3 0.0723488
22979.6 0.0730192
23000.0 0.0731634
23015.3 0.0729113
23030.6 0.0723074
23045.9 0.0714611
23061.1 0.0703430
23076.4 0.0689654
23091.7 0.0673779
23107.0 0.0656189
23122.3 0.0637085
23137.5 0.0616772
23152.8 0.0595670
23183.4 0.0552183
23244.5 0.0466302
23275.1 0.0426362
23305.6 0.0389262
23326.7 0.0365535
23347.7 0.0343318
23368.8 0.0322579
23389.8 0.0303279
23410.8 0.0285340
23431.9 0.0268690
23452.9 0.0253259
23473.9 0.0238955
23507.2 0.0218436
23523.9 0.0209071
23540.5 0.0200343
23573.8 0.0184206
23590.4 0.0176748
23607.1 0.0169841
23623.7 0.0163186
23640.4 0.0157023
23673.7 0.0145570
23706.9 0.0135319
23740.2 0.0126132
23780.9 0.0116185
23821.6 0.0107378
23862.3 0.00995829
23902.9 0.00926934
23943.6 0.00865208
23984.3 0.00810275
24025.0 0.00761041
24065.7 0.00716622
24106.3 0.00676819
24147.0 0.00640736
24187.7 0.00608066
24228.4 0.00578538
24269.1 0.00551576
24309.7 0.00527115
24350.4 0.00504815
24391.1 0.00484422
24431.8 0.00466085
24472.5 0.00449056
24513.2 0.00433244
24553.8 0.00419126
24635.2 0.00394020
24716.6 0.00373237
24797.9 0.00355716
24879.3 0.00341422
24960.6 0.00329814
25042.0 0.00320514
25116.0 0.00314171
25189.9 0.00309546
25263.9 0.00306540
25337.9 0.00305163
25426.6 0.00305887
25515.4 0.00308899
25604.1 0.00314788
25692.9 0.00323382
25755.8 0.00331558
25818.6 0.00341623
25881.5 0.00353817
25944.4 0.00368442
26007.2 0.00385889
26070.1 0.00406325
26133.0 0.00430929
26164.4 0.00444958
26195.8 0.00460294
26236.5 0.00482393
26277.2 0.00507175
26317.9 0.00535164
26358.6 0.00567008
26399.3 0.00602997
26439.9 0.00644283
26460.3 0.00667000
26480.6 0.00691625
26521.3 0.00745947
26547.2 0.00785086
26573.1 0.00828270
26599.0 0.00875975
26624.9 0.00928078
26650.7 0.00986557
26676.6 0.0105172
26702.5 0.0112456
26728.4 0.0120625
26748.7 0.0127764
26769.1 0.0135617
26789.4 0.0144281
26809.8 0.0153870
26830.1 0.0164498
26850.4 0.0176326
26870.8 0.0189517
26891.1 0.0204266
26911.5 0.0220823
26921.6 0.0229848
26931.8 0.0239437
26942.0 0.0249624
26952.1 0.0260436
26962.3 0.0271943
26972.5 0.0284195
26982.7 0.0297220
26992.8 0.0311098
27003.0 0.0325902
27013.2 0.0341661
27023.3 0.0358457
27033.5 0.0376389
27043.7 0.0395488
27053.8 0.0415809
27064.1 0.0437749
27074.4 0.0461088
27084.7 0.0485895
27094.9 0.0512280
27105.2 0.0540295
27115.5 0.0569807
27125.7 0.0601009
27136.0 0.0633835
27156.6 0.0704014
27177.1 0.0779093
27197.7 0.0855973
27218.2 0.0931597
27227.0 0.0962071
27235.7 0.0990784
27244.5 0.101724
27253.3 0.104089
27262.0 0.106128
27270.8 0.107791
27279.6 0.109044
27288.3 0.109853
27300.0 0.110205
27308.8 0.109916
27317.5 0.109160
27326.3 0.107957
27335.1 0.106337
27343.8 0.104334
27352.6 0.102000
27361.4 0.0993784
27370.1 0.0965261
27387.7 0.0903197
27405.2 0.0837571
27422.7 0.0771614
27440.3 0.0707513
27454.0 0.0659649
27467.7 0.0614384
27481.4 0.0571926
27495.1 0.0532331
27508.9 0.0495708
27522.6 0.0461918
27536.3 0.0430824
27550.0 0.0402264
27562.4 0.0378522
27574.8 0.0356568
27587.2 0.0336268
27599.5 0.0317512
27611.9 0.0300147
27624.3 0.0284076
27636.7 0.0269192
27649.0 0.0255407
27658.1 0.0245999
27667.1 0.0237097
27676.1 0.0228660
27685.1 0.0220659
27694.1 0.0213061
27703.1 0.0205889
27721.1 0.0192572
27739.1 0.0180488
27757.1 0.0169543
27775.1 0.0159604
27793.1 0.0150559
27805.5 0.0144813
27817.8 0.0139407
27830.2 0.0134313
27842.6 0.0129535
27855.0 0.0125028
27867.3 0.0120767
27879.7 0.0116754
27892.1 0.0112968
27904.5 0.0109376
27916.9 0.0105982
27941.6 0.00997257
27966.4 0.00940965
27991.1 0.00890147
28015.9 0.00844232
28040.6 0.00802575
28065.4 0.00764696
28090.1 0.00730241
28114.9 0.00698739
28139.6 0.00669970
28164.4 0.00643608
28189.2 0.00619411
28210.5 0.00600223
28231.9 0.00582442
28253.3 0.00565680
28274.7 0.00550017
28317.4 0.00521956
28360.2 0.00497714
28381.6 0.00486776
28403.0 0.00476776
28424.3 0.00467329
28445.7 0.00458942
28488.5 0.00444529
28531.2 0.00435403
28549.2 0.00434838
28567.8 0.00439698
28586.4 0.00457024
28595.7 0.00478488
28604.9 0.00523312
28609.6 0.00566579
28611.9 0.00599044
28614.2 0.00644276
28616.5 0.00712821
28617.7 0.00763140
28618.9 0.00832157
28620.0 0.00930878
28621.2 0.0107707
28622.3 0.0129845
28622.9 0.0144961
28623.5 0.0163633
28624.1 0.0186205
28624.6 0.0213292
28625.2 0.0246166
28625.7 0.0285839
28626.3 0.0334330
28626.9 0.0391103
28627.4 0.0458107
28628.0 0.0536492
28628.6 0.0629075
28629.1 0.0733555
28630.2 0.0985334
28631.4 0.129822
28632.5 0.166153
28634.7 0.248622
28636.4 0.305623
28637.2 0.329630
28638.0 0.348920
28638.8 0.362544
28639.6 0.369426
28640.0 0.370198
28640.1 0.370143
28640.5 0.368952
28640.9 0.366316
28641.6 0.356655
28642.9 0.326548
28644.0 0.294694
28645.0 0.258531
28647.0 0.182593
28648.9 0.123211
28649.8 0.0984710
28650.7 0.0777855
28651.6 0.0606213
28652.5 0.0470685
28653.4 0.0365020
28654.3 0.0284468
28654.9 0.0241085
28655.5 0.0205873
28656.1 0.0177485
28656.8 0.0154717
28657.4 0.0136521
28658.0 0.0122005
28658.6 0.0110418
28659.2 0.0101281
28660.5 0.00877406
28661.7 0.00787005
28662.9 0.00723887
28664.2 0.00677892
28666.7 0.00613714
28669.1 0.00570762
28674.1 0.00515795
28679.0 0.00482153
28684.0 0.00459676
28693.9 0.00432691
28713.7 0.00404953
28733.4 0.00391384
28775.9 0.00376474
28818.4 0.00367533
28860.9 0.00361180
28903.4 0.00356523
28945.8 0.00352690
28988.3 0.00349985
29030.8 0.00347919
29073.3 0.00346500
29135.1 0.00345800
29185.3 0.00346304
29235.5 0.00347728
29285.7 0.00350081
29335.9 0.00353483
29386.1 0.00358109
29436.3 0.00364967
29486.5 0.00375810
29536.7 0.00399687
29555.0 0.00419519
29573.4 0.00457968
29582.5 0.00496270
29587.1 0.00525368
29591.7 0.00565944
29596.3 0.00626535
29600.9 0.00723963
29603.2 0.00798905
29605.5 0.00907860
29606.6 0.00985575
29607.8 0.0108866
29608.9 0.0123419
29610.0 0.0144436
29610.8 0.0164843
29611.6 0.0191713
29612.4 0.0228165
29613.2 0.0276351
29614.0 0.0341417
29614.8 0.0426388
29615.5 0.0539012
29616.3 0.0682609
29617.1 0.0867601
29617.9 0.109600
29618.7 0.138000
29619.5 0.171747
29620.3 0.212022
29621.0 0.257836
29621.8 0.309336
29622.6 0.365779
29624.8 0.537177
29625.9 0.621114
29626.9 0.694177
29627.9 0.745836
29628.9 0.779860
29629.4 0.790846
29630.0 0.794537
29630.6 0.790698
29631.2 0.779570
29631.7 0.762590
29632.2 0.740257
29633.3 0.680365
29634.1 0.623238
29634.9 0.560840
29635.3 0.534728
29635.9 0.481807
29637.3 0.377857
29638.6 0.283599
29639.9 0.204492
29640.6 0.171351
29641.2 0.142897
29641.9 0.118081
29642.5 0.0970881
29643.2 0.0795679
29643.8 0.0651285
29644.5 0.0533660
29645.2 0.0438853
29645.8 0.0363151
29646.5 0.0303992
29647.2 0.0251004
29648.0 0.0211316
29648.7 0.0181199
29649.4 0.0158315
29650.2 0.0140837
29650.9 0.0127366
29652.4 0.0108511
29653.9 0.00961735
29655.4 0.00876056
29658.3 0.00762096
29661.3 0.00688086
29664.3 0.00636382
29670.2 0.00569834
29676.1 0.00530533
29682.1 0.00505311
29693.9 0.00478399
29715.0 0.00468769
29731.8 0.00483845
29740.2 0.00500208
29748.6 0.00529646
29757.0 0.00579827
29761.2 0.00619347
29765.4 0.00676586
29769.6 0.00764365
29771.7 0.00827789
29773.8 0.00913585
29775.9 0.0103851
29777.0 0.0112658
29778.0 0.0124305
29779.1 0.0140278
29780.1 0.0162901
29781.2 0.0195712
29781.7 0.0217720
29782.2 0.0243935
29782.9 0.0285350
29783.5 0.0338084
29784.2 0.0404936
29784.8 0.0489152
29785.5 0.0594405
29786.2 0.0724730
29786.8 0.0884408
29787.5 0.107460
29788.1 0.130530
29788.8 0.157764
29789.5 0.189460
29790.1 0.225804
29790.8 0.266827
29791.4 0.312371
29792.7 0.414433
29795.1 0.613578
29796.2 0.707082
