Gd-152(n,tot) ENDFB-8.0
Energy(eV) XS(b)
1.00000E-05 38713.0
1.03125E-05 38122.8
1.06250E-05 37558.8
1.09375E-05 37019.2
1.12500E-05 36502.2
1.15625E-05 36006.3
1.18750E-05 35530.2
1.21875E-05 35072.4
1.25000E-05 34632.0
1.28125E-05 34207.8
1.31250E-05 33798.9
1.34375E-05 33404.3
1.37500E-05 33023.2
1.43750E-05 32298.7
1.50000E-05 31620.1
1.56250E-05 30982.5
1.62500E-05 30382.2
1.68750E-05 29815.5
1.75000E-05 29279.6
1.81132E-05 28780.9
1.87263E-05 28307.0
1.93395E-05 27855.9
1.99526E-05 27425.7
2.00000E-05 27393.2
2.01025E-05 27323.5
2.02051E-05 27254.3
2.04102E-05 27117.4
2.08203E-05 26849.7
2.16406E-05 26337.4
2.24609E-05 25853.4
2.32813E-05 25395.3
2.41016E-05 24960.8
2.49219E-05 24547.9
2.57422E-05 24155.0
2.65625E-05 23780.4
2.75000E-05 23373.1
2.84375E-05 22986.0
2.93750E-05 22617.7
3.03125E-05 22266.6
3.12500E-05 21931.5
3.21875E-05 21611.1
3.31250E-05 21304.5
3.40625E-05 21010.6
3.50000E-05 20728.6
3.59375E-05 20457.7
3.68750E-05 20197.3
3.78125E-05 19946.6
3.87500E-05 19705.1
3.96875E-05 19472.2
4.06250E-05 19247.4
4.25000E-05 18820.4
4.43750E-05 18420.8
4.62500E-05 18045.8
4.81250E-05 17693.0
5.00000E-05 17360.2
5.15625E-05 17097.0
5.31250E-05 16845.4
5.46875E-05 16604.7
5.62500E-05 16374.2
5.78125E-05 16153.1
5.93750E-05 15940.7
6.09375E-05 15736.7
6.25000E-05 15540.3
6.40625E-05 15351.2
6.56250E-05 15168.9
6.71875E-05 14993.0
6.87500E-05 14823.2
7.18750E-05 14500.3
7.50000E-05 14197.8
7.81250E-05 13913.8
8.12500E-05 13646.3
8.43750E-05 13393.9
8.75000E-05 13155.2
9.06250E-05 12929.0
9.37500E-05 12714.2
9.68750E-05 12509.9
0.000100000 12315.3
0.000103125 12129.7
0.000106250 11952.3
0.000109375 11782.6
0.000112500 11620.1
0.000115625 11464.2
0.000118750 11314.5
0.000121875 11170.7
0.000125000 11032.3
0.000128125 10899.0
0.000131250 10770.5
0.000134375 10646.5
0.000137500 10526.9
0.000143750 10299.3
0.000150000 10086.3
0.000156250 9886.16
0.000162500 9697.76
0.000168750 9519.97
0.000175000 9351.84
0.000181132 9195.46
0.000187263 9046.86
0.000193395 8905.43
0.000199526 8770.59
0.000200000 8760.43
0.000201025 8738.56
0.000202051 8716.87
0.000204102 8673.97
0.000208203 8590.10
