Ge-73(n,g) ENDFB-8.0
557.208 90.2163
557.262 97.5041
557.315 105.050
557.369 112.800
557.422 120.692
557.529 136.602
557.636 152.118
557.689 159.498
557.742 166.497
557.796 173.020
557.849 178.972
557.908 184.734
557.966 189.594
558.025 193.477
558.083 196.295
558.142 198.003
558.200 198.562
558.220 198.490
558.283 197.370
558.346 194.915
558.410 191.183
558.473 186.267
558.516 182.284
558.559 177.849
558.603 172.985
558.646 167.761
558.712 159.047
558.779 149.763
558.846 140.068
558.913 130.176
559.060 108.460
559.133 98.0070
559.206 88.0480
559.280 78.6685
559.317 74.2334
559.353 69.9736
559.390 65.8832
559.427 61.9881
559.464 58.2784
559.500 54.7545
559.532 51.8505
559.564 49.0922
559.595 46.4683
559.627 43.9761
559.659 41.6127
559.691 39.3745
559.722 37.2579
559.754 35.2587
559.786 33.3727
559.817 31.5954
559.849 29.9222
559.881 28.3485
559.912 26.8696
559.944 25.4808
559.976 24.1775
560.008 22.9551
560.044 21.6315
560.081 20.4073
560.118 19.2722
560.154 18.2199
560.191 17.2418
560.228 16.3377
560.265 15.4992
560.301 14.7215
560.338 13.9978
560.375 13.3276
560.412 12.7049
560.448 12.1257
560.485 11.5866
560.522 11.0842
560.558 10.6155
560.595 10.1779
560.638 9.69688
560.682 9.25185
560.725 8.83938
560.769 8.45639
560.812 8.10012
560.855 7.76810
560.899 7.45811
560.942 7.16817
560.986 6.89651
561.029 6.64155
561.072 6.40186
561.116 6.17616
561.203 5.76230
561.289 5.39213
561.363 5.10811
561.436 4.84798
561.510 4.60833
561.583 4.38751
561.657 4.18294
561.730 3.99347
561.804 3.81734
561.877 3.65326
561.950 3.49990
562.024 3.35668
562.097 3.22234
562.171 3.09648
562.244 2.97804
562.318 2.86673
562.391 2.76184
562.464 2.66286
562.611 2.48079
562.758 2.31755
562.905 2.17057
563.052 2.03781
563.199 1.91731
563.346 1.80771
563.493 1.70759
563.639 1.61599
563.773 1.53917
563.906 1.46800
564.040 1.40188
564.173 1.34034
564.307 1.28291
564.441 1.22930
564.574 1.17915
564.708 1.13215
564.841 1.08802
564.975 1.04658
565.108 1.00759
565.242 0.970848
565.375 0.936172
565.509 0.903452
565.776 0.843244
565.923 0.812808
566.070 0.784095
566.363 0.731337
566.657 0.684072
566.951 0.641569
567.245 0.603179
567.538 0.568404
567.832 0.536780
568.126 0.507955
568.353 0.487383
568.580 0.468156
568.807 0.450160
569.034 0.433290
569.261 0.417450
569.488 0.402553
569.715 0.388523
569.942 0.375295
570.396 0.350983
570.850 0.329217
571.304 0.309646
571.758 0.291990
572.051 0.281464
572.345 0.271580
572.639 0.262280
572.933 0.253525
573.520 0.237468
574.108 0.223119
574.695 0.210238
575.283 0.198626
575.870 0.188118
576.458 0.178574
576.938 0.171400
577.419 0.164741
577.900 0.158552
578.380 0.152788
578.861 0.147395
579.342 0.142338
579.822 0.137590
580.303 0.133131
581.264 0.124985
582.226 0.117738
583.187 0.111255
584.148 0.105429
584.789 0.101863
585.430 0.0985252
586.712 0.0924561
587.994 0.0870838
589.276 0.0822991
590.557 0.0780137
591.839 0.0741580
593.121 0.0706932
594.403 0.0675262
595.578 0.0648650
596.753 0.0624097
597.928 0.0601384
599.103 0.0580356
600.278 0.0560809
601.453 0.0542586
602.628 0.0525593
603.803 0.0509703
606.153 0.0480816
608.503 0.0455299
610.853 0.0432628
613.203 0.0412385
615.980 0.0391173
618.757 0.0372486
621.535 0.0356015
624.312 0.0341686
627.089 0.0328945
629.866 0.0317973
632.644 0.0308605
635.421 0.0301085
637.130 0.0297403
638.839 0.0294524
640.548 0.0292553
642.257 0.0291639
643.753 0.0291874
645.248 0.0293286
646.743 0.0296129
648.239 0.0300686
649.734 0.0307750
650.482 0.0312435
651.230 0.0318062
651.978 0.0324805
652.725 0.0332881
653.473 0.0342544
654.221 0.0354113
654.808 0.0364862
655.396 0.0377409
655.983 0.0392107
656.571 0.0409392
657.158 0.0429844
657.746 0.0454220
658.333 0.0483521
658.921 0.0519085
659.295 0.0545781
659.668 0.0576329
660.042 0.0611512
660.416 0.0652306
660.790 0.0700012
661.164 0.0756256
661.538 0.0823219
661.725 0.0861569
661.912 0.0903747
662.179 0.0971736
662.446 0.105051
662.713 0.114257
662.980 0.125106
663.113 0.131280
663.247 0.138033
663.380 0.145446
663.514 0.153613
663.647 0.162650
663.781 0.172678
663.914 0.183862
664.048 0.196401
664.195 0.212060
664.342 0.230084
664.489 0.251041
664.562 0.262850
664.635 0.275715
664.709 0.289815
664.782 0.305307
664.856 0.322481
664.929 0.341599
665.003 0.363108
665.076 0.387453
665.150 0.415309
665.223 0.447507
665.270 0.470782
665.316 0.496530
665.363 0.525258
665.410 0.557300
665.457 0.593330
665.503 0.633815
665.550 0.679542
665.597 0.731337
665.644 0.790280
665.690 0.857200
665.737 0.933443
665.760 0.975580
665.784 1.02040
665.807 1.06848
665.831 1.11985
665.854 1.17473
665.877 1.23311
665.901 1.29574
665.924 1.36233
665.947 1.43374
665.971 1.50964
666.007 1.63998
666.044 1.78382
666.063 1.86154
666.081 1.94279
666.099 2.02862
666.118 2.11827
666.136 2.21291
666.154 2.31225
666.173 2.41648
666.191 2.52519
666.209 2.63977
666.228 2.75916
666.246 2.88487
666.264 3.01575
666.283 3.15344
666.301 3.29743
666.338 3.60434
666.375 3.93889
666.411 4.30274
666.448 4.69755
666.485 5.12490
666.521 5.58632
666.558 6.08323
666.595 6.61841
666.632 7.19011
666.668 7.80068
666.705 8.45087
666.742 9.14116
666.778 9.87177
666.815 10.6426
666.852 11.4533
666.889 12.3054
666.925 13.1932
666.962 14.1172
666.999 15.0756
667.072 17.0881
667.146 19.2007
667.252 22.3914
667.359 25.6102
667.433 27.7674
667.506 29.8164
667.573 31.5460
667.640 33.1052
667.686 34.0776
667.733 34.9389
667.770 35.5325
667.807 36.0449
667.843 36.4740
667.880 36.8165
667.917 37.0699
667.953 37.2320
668.000 37.3047
668.033 37.2643
668.075 37.1094
668.116 36.8407
668.163 36.3857
668.211 35.7860
668.259 35.0484
668.307 34.1824
668.355 33.1987
668.402 32.1118
668.481 30.1366
668.559 27.9742
668.654 25.1672
668.750 22.2849
668.846 19.4292
668.893 18.0393
668.941 16.6900
668.989 15.3838
669.037 14.1301
669.084 12.9345
669.132 11.8013
669.180 10.7333
669.228 9.73261
669.276 8.80005
669.300 8.35933
669.323 7.93556
669.347 7.52860
669.371 7.13827
669.395 6.76435
669.419 6.40659
669.443 6.06468
669.467 5.73830
669.491 5.42711
669.515 5.13193
669.538 4.84990
669.562 4.58186
669.586 4.32740
669.610 4.08606
669.634 3.85741
669.658 3.64097
669.682 3.43631
669.706 3.24373
669.727 3.07678
669.749 2.91921
669.771 2.76988
669.793 2.62848
669.814 2.49405
669.836 2.36750
669.858 2.24788
669.879 2.13486
669.901 2.02768
669.923 1.92700
669.945 1.83202
669.966 1.74247
669.988 1.65769
670.010 1.57819
670.032 1.50332
670.053 1.43282
670.075 1.36616
670.097 1.30373
670.118 1.24499
670.140 1.18973
670.162 1.13751
670.184 1.08863
670.227 0.999408
670.271 0.920290
670.314 0.850415
670.357 0.788363
670.401 0.733441
670.433 0.696249
670.466 0.662173
670.499 0.630913
670.531 0.602196
670.564 0.575776
670.596 0.551428
670.662 0.508225
670.727 0.471070
670.792 0.438959
670.857 0.410893
670.922 0.386237
670.987 0.364335
671.053 0.344764
671.118 0.327152
671.183 0.311224
671.248 0.296690
671.313 0.283401
671.443 0.259863
671.539 0.244746
671.635 0.231131
671.730 0.218802
671.826 0.207595
671.921 0.197346
672.017 0.187949
672.208 0.171345
672.399 0.157142
672.590 0.144892
672.782 0.134232
672.973 0.124900
673.138 0.117736
673.303 0.111284
673.468 0.105450
673.633 0.100156
673.798 0.0953361
673.963 0.0909331
674.293 0.0831935
674.624 0.0766301
674.954 0.0710130
675.284 0.0661669
675.614 0.0619565
675.996 0.0577327
676.379 0.0540855
676.761 0.0509128
677.143 0.0481347
677.526 0.0456877
677.908 0.0435209
678.290 0.0415929
678.673 0.0398690
679.437 0.0369208
680.202 0.0344990
680.966 0.0324840
681.731 0.0307888
682.496 0.0293475
683.260 0.0281103
684.025 0.0270393
684.789 0.0261053
685.554 0.0252869
686.319 0.0245654
687.848 0.0233445
689.377 0.0223587
690.906 0.0215524
692.436 0.0208846
693.965 0.0203271
695.494 0.0198659
697.023 0.0194693
699.804 0.0189048
702.584 0.0185077
705.365 0.0182557
708.145 0.0181454
709.952 0.0181549
711.760 0.0182355
713.567 0.0183897
715.374 0.0186493
717.181 0.0190327
718.989 0.0195765
720.796 0.0203371
721.700 0.0208246
722.603 0.0214032
723.646 0.0222106
724.689 0.0232080
725.731 0.0244526
726.774 0.0260171
727.817 0.0280234
728.338 0.0292546
728.859 0.0306779
729.381 0.0323330
729.902 0.0342715
730.423 0.0365623
730.944 0.0392950
731.501 0.0428331
732.057 0.0472192
732.439 0.0508849
732.821 0.0552375
733.204 0.0604662
733.586 0.0668261
733.777 0.0705378
733.968 0.0746753
734.159 0.0793130
734.351 0.0845324
734.542 0.0904457
734.733 0.0971804
734.924 0.104914
735.115 0.113858
735.306 0.124312
735.497 0.136658
735.689 0.151466
735.784 0.160033
735.880 0.169547
735.975 0.180207
736.071 0.192243
736.167 0.205969
736.262 0.221788
736.358 0.240307
736.453 0.262286
736.549 0.288785
736.597 0.304163
736.644 0.321210
736.697 0.342119
736.749 0.365720
736.801 0.392565
736.853 0.423083
736.905 0.458014
736.957 0.497936
737.009 0.543727
737.061 0.596320
737.114 0.656892
737.166 0.726400
737.218 0.806278
737.244 0.850648
737.270 0.897998
737.296 0.948899
737.322 1.00339
737.348 1.06171
737.374 1.12383
737.400 1.19048
737.426 1.26140
737.452 1.33740
737.478 1.41816
737.515 1.54231
737.552 1.67764
737.589 1.82572
737.626 1.98657
737.663 2.16192
737.700 2.35167
737.737 2.55710
737.774 2.77903
737.811 3.01894
737.848 3.27627
737.885 3.55237
737.922 3.84786
737.959 4.16421
737.996 4.50019
738.032 4.85699
738.069 5.23488
738.117 5.75595
738.165 6.31252
738.213 6.90407
738.261 7.52956
738.308 8.18744
738.356 8.87558
738.404 9.59127
738.452 10.3296
738.556 12.0086
738.660 13.7322
738.756 15.3021
738.851 16.8066
738.925 17.8890
738.999 18.8716
739.047 19.4439
739.095 19.9572
739.142 20.4082
739.190 20.7904
739.238 21.0996
739.286 21.3317
739.332 21.4819
739.379 21.5553
739.400 21.5630
739.447 21.5230
739.493 21.4057
739.538 21.2214
739.582 20.9694
739.629 20.6356
739.676 20.2337
739.722 19.7683
739.769 19.2455
739.828 18.5033
739.888 17.6876
739.981 16.2895
740.074 14.7949
740.261 11.7163
740.346 10.3572
740.431 9.06141
740.473 8.44386
740.516 7.84935
740.558 7.27952
740.600 6.73567
740.634 6.31898
740.668 5.92110
740.702 5.53990
740.736 5.17771
740.770 4.83238
740.804 4.50584
740.838 4.19682
740.872 3.90505
740.906 3.62938
740.940 3.37099
740.963 3.20198
740.986 3.04109
741.010 2.88739
741.033 2.74071
741.056 2.60025
741.080 2.46703
741.103 2.34022
741.126 2.21962
741.150 2.10453
741.173 1.99573
741.196 1.89251
741.220 1.79465
741.243 1.70156
741.266 1.61381
741.290 1.53080
741.313 1.45232
741.336 1.37786
741.360 1.30786
741.383 1.24180
741.406 1.17950
741.430 1.12051
741.453 1.06518
741.500 0.964005
741.546 0.874212
741.593 0.794965
741.640 0.724791
741.686 0.662957
741.724 0.617707
741.763 0.576847
741.801 0.539941
741.839 0.506674
741.877 0.476509
741.915 0.449208
741.953 0.424471
741.992 0.402084
742.068 0.363123
742.144 0.330765
742.221 0.303595
742.297 0.280629
742.373 0.260973
742.450 0.244024
742.526 0.229228
742.602 0.216222
742.679 0.204661
742.755 0.194330
742.908 0.176568
743.052 0.162566
743.196 0.150641
743.340 0.140353
743.485 0.131394
743.629 0.123533
743.773 0.116595
743.917 0.110438
744.061 0.104950
744.350 0.0956308
744.638 0.0880807
744.927 0.0819097
745.215 0.0768376
745.453 0.0733371
745.690 0.0703548
745.928 0.0678193
746.165 0.0656748
746.640 0.0623887
747.115 0.0602335
747.387 0.0594414
747.658 0.0589416
748.201 0.0587706
748.472 0.0590932
748.744 0.0596944
749.117 0.0610016
749.490 0.0629144
749.864 0.0655123
750.237 0.0689048
750.610 0.0732502
750.983 0.0787654
751.170 0.0820563
751.357 0.0857638
751.543 0.0899497
751.730 0.0946871
751.967 0.101661
752.205 0.109908
752.442 0.119744
752.680 0.131599
752.799 0.138464
752.917 0.146072
753.036 0.154552
753.155 0.164041
753.274 0.174742
753.392 0.186884
753.511 0.200817
753.630 0.216971
753.702 0.228150
753.774 0.240558
753.846 0.254445
753.918 0.270112
753.991 0.287935
754.063 0.308389
754.135 0.332073
754.207 0.359741
754.279 0.392334
754.351 0.431027
754.387 0.453133
754.423 0.477269
754.459 0.503801
754.495 0.532839
754.531 0.564827
754.567 0.599898
754.603 0.638586
754.639 0.681045
754.676 0.727916
754.712 0.779373
754.748 0.836176
754.784 0.898514
754.828 0.984447
754.873 1.08083
754.917 1.18928
754.940 1.24836
754.962 1.31060
754.984 1.37675
755.006 1.44671
755.029 1.52065
755.051 1.59842
755.073 1.68090
755.095 1.76755
755.118 1.85935
755.140 1.95566
755.162 2.05757
755.185 2.16486
755.207 2.27774
755.229 2.39587
755.251 2.52053
755.274 2.65140
755.296 2.78869
755.318 2.93195
755.340 3.08267
755.363 3.24041
755.385 3.40538
755.407 3.57697
755.430 3.75690
755.452 3.94374
755.496 4.34206
755.520 4.56457
755.543 4.79528
755.590 5.28456
755.636 5.81284
755.683 6.37832
755.730 6.98353
755.776 7.62554
755.823 8.30628
755.869 9.02149
755.906 9.59904
755.942 10.1959
756.014 11.4403
756.086 12.7430
756.158 14.0876
756.344 17.6124
756.438 19.3032
756.531 20.8671
756.586 21.7064
756.641 22.4696
756.688 23.0489
756.735 23.5588
756.781 23.9960
756.828 24.3540
756.872 24.6158
756.916 24.8022
756.958 24.9099
757.000 24.9449
757.046 24.9006
757.092 24.7713
757.161 24.4148
757.228 23.8988
757.274 23.4552
757.319 22.9437
757.386 22.0786
757.453 21.0942
757.520 20.0090
757.587 18.8473
757.690 16.9476
757.793 14.9933
757.927 12.4931
757.994 11.2930
758.061 10.1462
758.121 9.15594
758.182 8.22417
758.231 7.52200
758.279 6.86041
758.328 6.24021
758.377 5.66168
758.410 5.28705
758.443 4.93295
758.477 4.59795
758.510 4.28167
758.544 3.98282
758.577 3.70268
758.611 3.43978
758.644 3.19354
758.677 2.96264
758.711 2.74782
758.744 2.54767
758.778 2.36152
758.811 2.18867
758.844 2.02840
758.878 1.88003
758.911 1.74287
758.940 1.63271
758.969 1.53000
758.998 1.43433
759.027 1.34559
759.056 1.26277
759.084 1.18606
759.113 1.11457
759.142 1.04844
759.171 0.986874
759.200 0.929984
759.229 0.877067
759.258 0.828202
759.286 0.782776
759.315 0.740844
759.344 0.701872
759.373 0.665900
759.431 0.601489
759.488 0.546270
759.546 0.498764
759.604 0.457797
759.662 0.422360
759.719 0.391590
759.777 0.364756
759.835 0.341242
759.883 0.323594
759.932 0.307705
760.029 0.280219
760.126 0.257298
760.224 0.237882
760.321 0.221195
760.418 0.206666
760.515 0.193874
760.612 0.182504
760.710 0.172307
760.807 0.163120
761.001 0.147195
761.196 0.133864
761.390 0.122554
761.585 0.112849
761.779 0.104453
761.973 0.0971301
762.168 0.0906987
762.362 0.0850131
762.557 0.0799640
762.751 0.0754547
762.945 0.0714084
763.334 0.0644606
763.723 0.0587350
764.112 0.0539553
764.501 0.0499226
764.987 0.0457090
765.473 0.0422199
765.959 0.0392993
766.445 0.0368301
767.028 0.0343344
767.611 0.0322388
768.195 0.0304617
768.778 0.0289455
769.361 0.0276434
769.944 0.0265185
771.111 0.0246884
772.277 0.0232842
773.444 0.0221971
774.610 0.0213589
775.777 0.0207007
777.332 0.0200487
778.887 0.0196130
780.443 0.0193588
781.998 0.0192668
783.651 0.0193395
785.303 0.0195944
786.956 0.0200537
788.608 0.0207605
790.261 0.0217864
791.087 0.0224454
791.913 0.0232300
792.740 0.0241807
793.566 0.0253326
794.392 0.0267341
795.218 0.0284555
795.802 0.0299158
796.385 0.0316290
796.968 0.0336529
797.551 0.0360664
798.062 0.0385890
798.572 0.0416035
799.083 0.0452474
799.593 0.0497038
800.103 0.0552351
800.358 0.0585152
800.614 0.0622162
800.869 0.0664187
801.124 0.0712187
801.379 0.0767401
801.634 0.0831392
801.889 0.0906274
802.145 0.0994745
802.400 0.110047
802.527 0.116133
802.655 0.122850
802.783 0.130310
802.910 0.138630
803.038 0.147965
803.165 0.158506
803.293 0.170530
803.420 0.184389
803.548 0.200581
803.676 0.219808
803.742 0.231449
803.809 0.244390
803.876 0.258917
803.943 0.275291
804.010 0.293935
804.077 0.315255
804.143 0.339841
804.210 0.368380
804.277 0.401761
804.344 0.440896
804.411 0.487039
804.478 0.541630
804.511 0.572712
804.544 0.606477
804.578 0.643273
804.611 0.683377
804.645 0.727089
804.678 0.774727
804.711 0.826634
804.745 0.883172
804.787 0.962618
804.830 1.05087
804.873 1.14924
804.915 1.25824
804.958 1.37941
805.000 1.51325
805.043 1.66115
805.064 1.74092
805.085 1.82425
805.106 1.91208
805.128 2.00419
805.149 2.10071
805.170 2.20132
805.192 2.30711
805.213 2.41725
805.234 2.53293
805.255 2.65321
805.298 2.91099
805.340 3.19054
805.383 3.49352
805.425 3.82095
805.454 4.05804
805.483 4.30711
805.512 4.56839
805.541 4.84109
805.570 5.12728
805.599 5.42508
805.627 5.73664
805.656 6.05981
805.714 6.74526
805.772 7.48057
805.829 8.26392
805.887 9.09246
805.954 10.1044
806.021 11.1622
806.088 12.2571
806.154 13.3772
806.270 15.3318
806.385 17.2359
806.452 18.2802
806.519 19.2597
806.586 20.1578
806.653 20.9547
806.704 21.4931
806.756 21.9550
806.823 22.4320
806.891 22.7681
806.938 22.9094
806.986 22.9719
807.000 22.9752
807.048 22.9343
807.095 22.8148
807.160 22.5266
807.224 22.1020
807.283 21.5984
807.343 20.9952
807.402 20.3012
807.461 19.5270
807.525 18.6043
807.590 17.6159
807.708 15.6879
807.826 13.6920
807.944 11.7164
808.004 10.7618
808.063 9.83942
808.122 8.95435
808.181 8.11478
808.240 7.32318
808.299 6.58236
808.329 6.23098
808.358 5.89402
808.388 5.56924
808.417 5.25884
808.447 4.96067
808.476 4.67662
808.506 4.40463
808.536 4.14634
808.579 3.79223
808.611 3.54325
808.643 3.30914
808.675 3.08801
808.708 2.88077
808.740 2.68566
808.772 2.50338
808.804 2.33229
808.837 2.17292
808.869 2.02377
808.901 1.88522
808.933 1.75590
808.966 1.63607
808.998 1.52450
809.030 1.42136
809.062 1.32553
809.095 1.23712
809.124 1.16175
809.154 1.09167
809.183 1.02655
809.213 0.966266
809.242 0.910122
809.272 0.858203
809.302 0.809886
809.331 0.765237
809.361 0.723707
809.390 0.685345
809.449 0.616720
809.508 0.557762
809.567 0.507064
809.627 0.463329
809.686 0.425643
809.745 0.393011
809.804 0.364653
809.863 0.339904
809.922 0.318204
809.981 0.299079
810.040 0.282131
810.100 0.267005
810.159 0.253475
810.277 0.230237
810.395 0.210957
810.513 0.194683
810.632 0.180701
810.750 0.168548
810.868 0.157861
810.986 0.148380
811.105 0.139901
811.223 0.132287
811.459 0.119168
811.696 0.108288
811.932 0.0991536
812.104 0.0933909
812.276 0.0882518
812.555 0.0809995
812.835 0.0748645
813.114 0.0696261
813.394 0.0651192
813.673 0.0612123
813.953 0.0578080
814.232 0.0548247
814.512 0.0522006
815.071 0.0478265
815.629 0.0443643
816.188 0.0415861
816.747 0.0393344
817.521 0.0368900
818.295 0.0350499
819.069 0.0336725
819.843 0.0326589
820.617 0.0319387
821.391 0.0314623
822.164 0.0311940
822.938 0.0311085
823.884 0.0312271
824.830 0.0315729
825.776 0.0321367
826.722 0.0329176
827.668 0.0339234
828.613 0.0351692
829.559 0.0366788
830.505 0.0384854
831.236 0.0401127
831.967 0.0419699
832.698 0.0440890
833.429 0.0465088
834.159 0.0492750
834.890 0.0524476
835.621 0.0561086
836.352 0.0603555
836.825 0.0634716
837.298 0.0669216
837.771 0.0707536
838.244 0.0750243
838.717 0.0798014
839.190 0.0851666
839.662 0.0912188
840.135 0.0980790
840.501 0.104028
840.866 0.110628
841.232 0.117981
841.597 0.126201
841.963 0.135436
842.328 0.145856
842.694 0.157686
843.059 0.171186
843.295 0.180970
843.532 0.191703
843.768 0.203512
844.005 0.216542
844.241 0.230981
844.478 0.247029
844.714 0.264954
844.951 0.285048
845.176 0.306617
845.402 0.330900
845.515 0.344218
845.628 0.358398
845.741 0.373544
845.854 0.389720
845.966 0.407056
846.079 0.425636
846.192 0.445624
846.305 0.467132
846.418 0.490367
846.531 0.515484
846.644 0.542753
846.756 0.572389
846.875 0.606374
846.993 0.643718
847.111 0.684954
847.229 0.730709
847.348 0.781805
847.407 0.809616
847.466 0.839141
847.525 0.870548
847.584 0.904033
847.643 0.939818
847.702 0.978163
847.761 1.01944
847.820 1.06387
847.880 1.11193
847.939 1.16411
847.998 1.22098
848.057 1.28323
848.116 1.35164
848.175 1.42718
848.234 1.51110
848.293 1.60445
848.352 1.70892
848.412 1.82633
848.441 1.89066
848.471 1.95882
848.500 2.03161
848.530 2.10888
848.559 2.19154
848.589 2.27942
848.618 2.37355
848.648 2.47377
848.688 2.62229
848.729 2.78468
848.769 2.96279
848.809 3.15824
848.850 3.37279
848.890 3.60837
848.930 3.86702
848.970 4.15095
849.011 4.46254
849.051 4.80429
849.091 5.17889
849.132 5.58916
849.172 6.03805
849.212 6.52866
849.253 7.06421
849.293 7.64802
849.325 8.15306
849.357 8.69135
849.390 9.26801
849.422 9.88128
849.454 10.5368
849.486 11.2322
849.519 11.9736
849.551 12.7581
849.580 13.5207
849.610 14.3242
849.640 15.1698
849.669 16.0555
849.699 16.9883
849.728 17.9628
849.758 18.9864
849.787 20.0529
849.817 21.1699
849.846 22.3305
849.876 23.5425
849.906 24.7980
849.935 26.1053
849.965 27.4552
849.994 28.8563
850.024 30.2986
850.061 32.2067
850.099 34.1799
850.137 36.2201
850.174 38.3233
850.250 42.7061
850.325 47.2723
850.384 50.9581
850.443 54.6958
850.561 62.1848
850.636 66.8490
850.712 71.3211
850.771 74.6472
850.830 77.7605
850.889 80.6190
850.948 83.1830
851.007 85.4196
851.066 87.2886
851.124 88.7294
851.181 89.7806
851.241 90.4429
851.300 90.6601
851.320 90.6329
851.384 90.2017
851.449 89.2538
851.496 88.2477
851.543 86.9862
851.589 85.5054
851.635 83.8056
851.706 80.7756
851.777 77.3197
851.870 72.3199
851.962 66.8830
852.054 61.1608
852.146 55.3181
852.226 50.2841
852.305 45.3609
852.385 40.6148
852.465 36.1051
852.511 33.6148
852.557 31.2318
852.603 28.9561
852.649 26.7915
852.695 24.7408
852.741 22.8054
852.787 20.9854
852.833 19.2801
852.861 18.3236
852.888 17.4096
852.915 16.5307
852.942 15.6927
852.970 14.8887
852.997 14.1237
853.024 13.3940
853.051 12.6986
853.079 12.0341
853.106 11.4046
853.133 10.8042
853.160 10.2364
853.188 9.69584
853.215 9.18553
853.242 8.70232
853.269 8.24513
853.292 7.87649
853.315 7.52668
853.338 7.19201
853.361 6.87475
853.385 6.57151
853.408 6.28430
853.431 6.01002
853.454 5.75045
853.477 5.50275
853.500 5.26850
853.523 5.04511
853.546 4.83398
853.569 4.63274
853.592 4.44264
853.615 4.26153
853.638 4.09051
853.661 3.92763
853.684 3.77386
853.707 3.62744
853.730 3.48923
853.753 3.35763
853.776 3.23341
853.822 3.00346
853.869 2.79668
853.915 2.61062
853.961 2.44305
854.007 2.29196
854.053 2.15552
854.099 2.03212
854.145 1.92028
854.191 1.81873
854.237 1.72630
854.283 1.64197
854.330 1.56483
854.376 1.49409
854.422 1.42903
854.468 1.36904
854.514 1.31356
854.560 1.26213
854.606 1.21432
854.652 1.16975
854.698 1.12811
854.744 1.08910
854.824 1.02716
854.904 0.971337
854.983 0.920668
855.063 0.874441
855.143 0.832020
855.222 0.793032
855.302 0.757023
855.381 0.723660
855.461 0.692621
855.541 0.663744
855.620 0.636782
855.700 0.611554
855.780 0.587875
855.859 0.565668
855.939 0.544779
856.018 0.525101
856.111 0.503694
856.203 0.483648
856.295 0.464846
856.387 0.447182
856.479 0.430564
856.572 0.414908
856.756 0.386189
856.940 0.360508
857.125 0.337442
857.309 0.316640
857.494 0.297820
857.619 0.285978
857.745 0.274880
857.996 0.254650
858.248 0.236701
858.499 0.220708
858.751 0.206383
859.002 0.193508
859.254 0.181882
859.505 0.171355
859.690 0.164247
859.874 0.157613
860.243 0.145597
860.612 0.135028
860.980 0.125681
861.349 0.117376
861.718 0.109963
862.087 0.103319
862.456 0.0973409
862.892 0.0910179
863.327 0.0853900
863.763 0.0803579
864.199 0.0758443
864.635 0.0717796
865.071 0.0681078
865.507 0.0647782
865.942 0.0617488
866.680 0.0572121
867.418 0.0533056
868.155 0.0499228
868.893 0.0469781
869.630 0.0444026
870.368 0.0421411
871.106 0.0401482
871.843 0.0383870
873.050 0.0359286
874.257 0.0339114
875.464 0.0322447
876.671 0.0308677
877.878 0.0297398
879.085 0.0288268
880.292 0.0281014
881.499 0.0275435
882.572 0.0271757
883.645 0.0269207
884.717 0.0267730
885.790 0.0267296
887.265 0.0268388
888.741 0.0271470
890.216 0.0276654
891.691 0.0284135
893.166 0.0294205
894.641 0.0307285
896.117 0.0323958
897.592 0.0344950
898.329 0.0357410
899.067 0.0371454
899.805 0.0387287
900.542 0.0405149
901.280 0.0425347
902.017 0.0448254
902.755 0.0474326
903.493 0.0504121
904.096 0.0531755
904.700 0.0562812
905.303 0.0597853
905.907 0.0637554
906.510 0.0682728
907.114 0.0734401
907.717 0.0793904
908.320 0.0862929
908.689 0.0910700
909.058 0.0963400
909.427 0.102172
909.796 0.108649
910.164 0.115868
910.533 0.123947
910.902 0.133031
911.271 0.143288
911.623 0.154379
911.975 0.166963
912.327 0.181332
912.503 0.189289
912.679 0.197831
912.855 0.207022
913.031 0.216920
913.207 0.227605
913.383 0.239166
913.559 0.251701
913.735 0.265329
913.911 0.280181
914.087 0.296414
914.271 0.315101
914.456 0.335749
914.640 0.358652
914.825 0.384161
915.009 0.412701
915.193 0.444793
915.286 0.462366
915.378 0.481080
915.470 0.501041
915.562 0.522345
915.642 0.541986
915.721 0.562823
915.801 0.585020
915.881 0.608646
915.960 0.633905
916.040 0.660897
916.120 0.689842
916.199 0.720959
916.279 0.754550
916.359 0.790832
916.438 0.830204
916.518 0.873098
916.597 0.920095
916.677 0.971708
916.757 1.02876
916.836 1.09221
916.882 1.13233
916.928 1.17524
916.975 1.22124
917.021 1.27069
917.067 1.32396
917.113 1.38149
917.159 1.44376
917.205 1.51134
917.251 1.58484
917.297 1.66497
917.343 1.75251
917.389 1.84834
917.436 1.95345
917.482 2.06893
917.528 2.19600
917.574 2.33569
917.616 2.47574
917.658 2.62863
917.700 2.79600
917.741 2.97931
917.783 3.18011
917.825 3.40011
917.867 3.64112
917.909 3.90506
917.951 4.19473
917.993 4.51093
918.035 4.85664
918.077 5.23427
918.119 5.64636
918.161 6.09553
918.202 6.58450
918.244 7.11606
918.276 7.54544
918.307 8.00020
918.339 8.48448
918.370 8.99640
918.402 9.54043
918.433 10.1143
918.464 10.7208
918.496 11.3612
918.527 12.0386
918.559 12.7498
918.590 13.4978
918.622 14.2836
918.653 15.1106
918.684 15.9744
918.716 16.8780
918.747 17.8219
918.793 19.2816
918.839 20.8295
918.886 22.4656
918.932 24.1888
918.978 25.9974
919.024 27.8885
919.070 29.8585
919.116 31.9025
919.183 34.9978
919.250 38.2105
919.317 41.5235
919.384 44.8956
919.569 54.2027
919.661 58.6662
