V-50(n,tot) ENDFB-8.0
0.000609375 298.616
0.000625000 294.923
0.000640625 291.367
0.000656250 287.939
0.000671875 284.632
0.000687500 281.438
0.000718750 275.368
0.000750000 269.683
0.000781250 264.343
0.000812500 259.316
0.000843750 254.572
0.000875000 250.085
0.000906250 245.834
0.000937500 241.797
0.000968750 237.959
0.00100000 234.302
0.00103125 230.814
0.00106250 227.481
0.00109375 224.293
0.00112500 221.239
0.00115625 218.310
0.00118750 215.498
0.00121875 212.796
0.00125000 210.196
0.00128125 207.692
0.00131250 205.278
0.00134375 202.949
0.00137500 200.701
0.00143750 196.427
0.00150000 192.424
0.00156250 188.665
0.00162500 185.125
0.00168750 181.785
0.00175000 178.626
0.00181250 175.633
0.00187500 172.791
0.00193750 170.089
0.00200000 167.514
0.00209375 163.872
0.00218750 160.467
0.00228125 157.275
0.00237500 154.274
0.00246875 151.447
0.00256250 148.777
0.00265625 146.250
0.00275000 143.854
0.00284375 141.578
0.00293750 139.412
0.00303125 137.347
0.00312500 135.377
0.00321875 133.493
0.00331250 131.691
0.00340625 129.963
0.00350000 128.306
0.00359375 126.714
0.00368750 125.183
0.00378125 123.710
0.00387500 122.291
0.00396875 120.922
0.00406250 119.602
0.00425000 117.093
0.00443750 114.745
0.00462500 112.542
0.00481250 110.470
0.00500000 108.515
0.00515625 106.969
0.00531250 105.491
0.00546875 104.078
0.00562500 102.724
0.00578125 101.425
0.00593750 100.178
0.00609375 98.9793
0.00625000 97.8260
0.00640625 96.7153
0.00656250 95.6446
0.00671875 94.6115
0.00687500 93.6140
0.00718750 91.7175
0.00750000 89.9412
0.00781250 88.2727
0.00812500 86.7016
0.00843750 85.2189
0.00875000 83.8164
0.00906250 82.4873
0.00937500 81.2253
0.00968750 80.0250
0.0100000 78.8815
0.0103125 77.7905
0.0106250 76.7481
0.0109375 75.7508
0.0112500 74.7954
0.0115625 73.8790
0.0118750 72.9992
0.0121875 72.1534
0.0125000 71.3397
0.0128125 70.5559
0.0131250 69.8004
0.0134375 69.0714
0.0137500 68.3674
0.0143750 67.0291
0.0150000 65.7754
0.0156250 64.5978
0.0162500 63.4889
0.0168750 62.4423
0.0175000 61.4523
0.0181250 60.5140
0.0187500 59.6231
0.0193750 58.7757
0.0200000 57.9684
0.0206625 57.1531
0.0213250 56.3760
0.0219875 55.6345
0.0226500 54.9257
0.0233125 54.2474
0.0239750 53.5975
0.0246375 52.9740
0.0253000 52.3752
0.0264578 51.3834
0.0276156 50.4547
0.0287734 49.5827
0.0299313 48.7619
0.0310891 47.9875
0.0322469 47.2552
0.0334047 46.5613
0.0345625 45.9026
0.0355274 45.3785
0.0364922 44.8753
0.0374570 44.3917
0.0384219 43.9264
0.0393867 43.4783
0.0403516 43.0464
0.0413164 42.6297
0.0422813 42.2273
0.0442109 41.4625
0.0461406 40.7462
0.0480703 40.0735
0.0500000 39.4402
0.0515625 38.9536
0.0531250 38.4888
0.0546875 38.0440
0.0562500 37.6180
0.0578125 37.2093
0.0593750 36.8170
0.0609375 36.4398
0.0625000 36.0770
0.0640625 35.7275
0.0656250 35.3906
0.0671875 35.0655
0.0687500 34.7516
0.0718750 34.1548
0.0750000 33.5956
0.0781250 33.0703
0.0812500 32.5755
0.0843750 32.1085
0.0875000 31.6666
0.0906250 31.2479
0.0937500 30.8502
0.0968750 30.4720
0.100000 30.1117
0.103125 29.7678
0.106250 29.4393
0.109375 29.1250
0.112500 28.8239
0.115625 28.5351
0.118750 28.2578
0.121875 27.9912
0.125000 27.7348
0.128125 27.4878
0.131250 27.2497
0.134375 27.0201
0.137500 26.7982
0.143750 26.3765
0.150000 25.9813
0.156250 25.6100
0.162500 25.2602
0.168750 24.9300
0.175000 24.6177
0.181250 24.3218
0.187500 24.0408
0.193750 23.7736
0.200000 23.5190
0.209375 23.1587
0.218750 22.8217
0.228125 22.5057
0.237500 22.2085
0.246875 21.9283
0.256250 21.6637
0.265625 21.4132
0.275000 21.1757
0.284375 20.9500
0.293750 20.7352
0.303125 20.5304
0.312500 20.3349
0.321875 20.1480
0.331250 19.9691
0.340625 19.7977
0.350000 19.6331
0.359375 19.4751
0.368750 19.3231
0.378125 19.1769
0.387500 19.0360
0.396875 18.9002
0.406250 18.7692
0.425000 18.5202
0.443750 18.2869
0.462500 18.0679
0.500000 17.6679
0.531250 17.3674
0.562500 17.0917
0.593750 16.8380
0.625000 16.6035
0.687500 16.1834
0.750000 15.8169
0.812500 15.4934
0.875000 15.2059
0.937500 14.9475
1.00000 14.7128
1.06250 14.4990
1.12500 14.3031
1.18750 14.1229
1.25000 13.9563
1.37500 13.6576
1.50000 13.3967
1.62500 13.1663
1.75000 12.9612
1.87500 12.7768
2.00000 12.6089
2.18750 12.3842
2.37500 12.1865
2.56250 12.0105
2.75000 11.8527
2.93750 11.7099
3.12500 11.5794
3.31250 11.4598
3.50000 11.3496
3.87500 11.1528
4.25000 10.9816
4.62500 10.8307
5.00000 10.6963
5.31250 10.5947
5.62500 10.5010
5.93750 10.4143
6.25000 10.3336
6.87500 10.1876
7.50000 10.0586
8.12500 9.94324
8.75000 9.83912
9.37500 9.74424
10.0000 9.65701
10.6250 9.57642
11.2500 9.50153
11.8750 9.43160
12.5000 9.36599
13.7500 9.24577
15.0000 9.13765
16.2500 9.03929
17.5000 8.94900
18.7500 8.86540
20.0000 8.78734
21.8750 8.67915
23.7500 8.57982
25.6250 8.48776
27.5000 8.40185
29.3750 8.32114
31.2500 8.24490
33.1250 8.17262
35.0000 8.10387
36.8750 8.03828
38.7500 7.97558
42.5000 7.85794
46.2500 7.74960
50.0000 7.64976
53.1250 7.57269
56.2500 7.50102
59.3750 7.43483
62.5000 7.37427
65.6250 7.31961
70.3125 7.25026
75.0000 7.19584
78.1250 7.17040
81.2500 7.15457
84.3750 7.14976
87.5000 7.15772
90.6250 7.18064
92.9688 7.21028
95.3125 7.25114
97.6563 7.30362
100.000 7.36980
102.676 7.46919
105.353 7.59530
108.029 7.75271
110.705 7.95128
112.043 8.06669
113.382 8.19795
114.720 8.34144
116.058 8.50147
117.396 8.68302
118.734 8.88141
120.072 9.10373
121.410 9.35025
122.812 9.64313
124.214 9.97293
125.616 10.3454
127.018 10.7673
128.420 11.2456
129.821 11.7905
131.223 12.4127
132.625 13.1257
133.772 13.7888
134.919 14.5352
136.066 15.3782
136.640 15.8401
137.213 16.3336
137.787 16.8586
138.360 17.4206
138.934 18.0204
139.507 18.6608
140.081 19.3428
140.654 20.0792
141.228 20.8718
141.801 21.7244
142.502 22.8571
143.203 24.1008
143.904 25.4697
144.605 26.9805
145.306 28.6529
146.007 30.5092
146.707 32.5764
147.058 33.6990
147.408 34.8864
148.046 37.2296
148.683 39.8386
149.001 41.2553
149.320 42.7542
149.639 44.3417
149.957 46.0248
150.276 47.8109
150.594 49.7084
150.913 51.7266
151.232 53.8755
151.550 56.1662
151.869 58.6101
152.187 61.2185
152.506 64.0053
152.857 67.3031
153.207 70.8742
153.558 74.7463
153.908 78.9487
154.258 83.5209
154.609 88.5036
154.959 93.9494
155.310 99.9128
155.660 106.464
156.011 113.678
156.361 121.647
156.712 130.474
156.887 135.251
157.062 140.290
157.237 145.612
157.413 151.239
157.588 157.197
157.763 163.505
157.938 170.194
158.113 177.295
158.400 189.899
158.687 203.862
158.830 211.419
158.974 219.394
159.117 227.818
159.260 236.717
159.404 246.138
159.547 256.116
159.691 266.694
159.834 277.913
159.977 289.845
160.121 302.533
160.264 316.064
160.407 330.490
160.583 349.487
160.758 370.109
160.933 392.566
161.108 417.046
161.284 443.820
161.459 473.142
161.634 505.350
161.809 540.823
161.985 580.021
162.160 623.412
162.247 646.870
162.335 671.612
162.423 697.730
162.510 725.323
162.598 754.530
162.685 785.403
162.773 818.099
162.861 852.756
162.948 889.522
163.036 928.559
163.123 970.044
163.211 1014.17
163.354 1092.64
163.426 1135.06
163.498 1179.77
163.570 1226.94
163.641 1276.72
163.713 1329.29
163.785 1384.74
163.856 1443.44
163.928 1505.50
164.000 1571.15
164.071 1640.63
164.143 1714.17
164.215 1792.03
164.286 1874.48
164.358 1961.65
164.446 2075.42
164.533 2197.23
164.621 2327.69
164.709 2467.28
164.796 2616.43
164.884 2775.47
164.971 2944.68
165.059 3124.15
165.196 3425.61
165.333 3750.54
165.471 4095.61
165.608 4454.96
165.882 5182.45
166.019 5526.30
166.156 5837.44
166.225 5975.36
166.293 6099.60
166.361 6208.46
166.429 6300.24
166.497 6373.87
166.565 6428.02
166.634 6462.04
166.702 6475.34
166.746 6472.86
166.816 6450.69
166.887 6406.52
166.958 6341.13
167.029 6255.68
167.100 6151.60
167.170 6030.58
167.241 5894.52
167.312 5745.42
167.454 5416.46
167.595 5060.25
167.878 4325.15
167.982 4062.05
168.086 3807.98
168.190 3565.10
168.294 3335.10
168.398 3118.39
168.502 2915.54
168.606 2726.52
168.710 2551.15
168.784 2434.32
168.858 2323.79
168.932 2219.30
169.006 2120.71
169.079 2027.45
169.153 1939.38
169.227 1856.21
169.301 1777.77
169.375 1703.58
169.449 1633.49
169.523 1567.25
169.597 1504.71
169.670 1445.47
169.744 1389.50
169.818 1336.44
169.892 1286.25
169.978 1231.31
170.063 1179.70
170.149 1131.08
170.234 1085.33
170.320 1042.16
170.405 1001.48
170.491 963.071
170.576 926.775
170.662 892.409
170.747 859.920
170.833 829.111
170.918 799.938
171.090 745.954
171.261 697.247
171.432 653.123
171.603 613.061
171.774 576.591
171.945 543.322
172.116 512.864
172.287 484.947
172.458 459.272
172.629 435.638
172.769 417.653
172.909 400.790
173.049 384.956
173.189 370.079
173.329 356.063
173.469 342.858
173.609 330.386
173.749 318.609
173.889 307.462
174.029 296.909
174.309 277.432
174.589 259.883
174.868 244.018
175.040 235.058
175.211 226.607
175.382 218.627
175.553 211.087
175.724 203.949
175.895 197.187
176.237 184.695
176.579 173.420
176.921 163.214
177.264 153.940
177.606 145.492
177.979 137.101
178.352 129.473
178.725 122.515
179.099 116.153
179.472 110.319
179.845 104.962
180.218 100.031
180.592 95.4719
180.934 91.5844
181.276 87.9543
181.618 84.5592
181.960 81.3814
182.302 78.4010
182.644 75.6032
182.987 72.9725
183.329 70.4956
183.671 68.1600
184.013 65.9560
184.355 63.8728
184.697 61.9026
185.039 60.0361
185.382 58.2671
186.066 54.9936
186.750 52.0338
187.434 49.3485
188.119 46.9041
188.803 44.6725
189.487 42.6283
190.171 40.7511
190.856 39.0227
191.540 37.4276
192.286 35.8233
193.033 34.3507
193.904 32.7740
194.775 31.3273
195.646 30.0009
196.517 28.7816
197.387 27.6577
198.258 26.6193
199.129 25.6576
200.000 24.7662
200.806 23.9974
201.611 23.2757
202.417 22.5981
203.223 21.9619
204.028 21.3629
204.834 20.7978
205.640 20.2648
206.445 19.7611
207.251 19.2840
208.057 18.8321
209.668 17.9964
211.279 17.2409
212.891 16.5550
214.502 15.9301
216.113 15.3586
217.725 14.8341
219.336 14.3514
220.947 13.9056
222.559 13.4929
224.170 13.1098
225.781 12.7542
227.393 12.4239
229.004 12.1127
230.615 11.8197
232.227 11.5467
233.838 11.2895
235.449 11.0457
237.061 10.8167
238.672 10.6006
240.283 10.3945
241.895 10.1996
245.117 9.83855
248.340 9.51081
251.563 9.21105
254.492 8.96092
257.422 8.72855
260.352 8.51439
263.281 8.31223
266.211 8.12274
269.141 7.94617
272.070 7.77933
275.000 7.61986
278.223 7.45731
281.445 7.30276
284.668 7.15542
287.891 7.01750
294.336 6.75986
300.781 6.52646
307.227 6.31125
313.672 6.11342
320.117 5.92975
326.563 5.75783
332.422 5.61210
338.281 5.47416
350.000 5.21597
362.500 4.96811
368.750 4.85092
375.000 4.74039
387.500 4.52966
400.000 4.33460
412.500 4.15282
425.000 3.98107
434.375 3.85908
443.750 3.74215
462.500 3.52166
481.250 3.31694
500.000 3.12609
515.625 2.97660
531.250 2.83508
546.875 2.70100
562.500 2.57395
578.125 2.45362
593.750 2.33977
609.375 2.23225
625.000 2.13096
643.750 2.01800
662.500 1.91394
671.875 1.86460
681.250 1.81887
700.000 1.73269
712.500 1.68220
725.000 1.63510
737.500 1.59282
750.000 1.55545
761.719 1.52636
773.438 1.50200
785.156 1.48236
796.875 1.46784
804.688 1.46195
812.500 1.45893
820.313 1.45888
828.125 1.46193
835.938 1.46825
843.750 1.47802
851.563 1.49143
859.375 1.50868
867.188 1.53000
875.000 1.55564
885.742 1.59877
896.484 1.65087
907.227 1.71319
917.969 1.78727
928.711 1.87284
939.453 1.97254
944.824 2.02740
950.195 2.08702
960.938 2.21709
970.703 2.35197
975.586 2.42491
980.469 2.50317
985.352 2.58458
990.234 2.67173
1000.00 2.85988
1008.05 3.03228
1016.10 3.22041
1024.15 3.42625
1032.20 3.65204
1040.25 3.89794
1048.30 4.16770
1056.35 4.46275
1064.40 4.78465
1072.45 5.13870
1080.50 5.52530
1088.55 5.94914
1096.60 6.41563
1104.65 6.92577
1112.70 7.48854
1116.73 7.78968
1120.75 8.10802
1128.80 8.78881
1136.86 9.54413
1140.88 9.94833
1144.91 10.3766
1152.96 11.2989
1156.98 11.7981
1161.01 12.3261
1165.03 12.8788
1169.06 13.4634
1173.08 14.0844
1177.11 14.7360
1181.13 15.4241
1185.16 16.1579
1189.18 16.9306
1193.21 17.7458
1200.16 19.2802
1203.64 20.1078
1207.11 20.9825
1210.59 21.8954
1214.06 22.8712
1217.54 23.8888
1221.02 24.9707
1224.49 26.1157
1227.97 27.3157
1231.45 28.6034
1234.92 29.9487
1238.40 31.3884
1241.87 32.8942
1245.35 34.5092
1248.83 36.2259
1252.85 38.3513
1256.88 40.6364
1260.90 43.0969
1264.93 45.7505
1268.95 48.6146
1272.98 51.7121
1277.00 55.0660
1281.03 58.7016
1285.05 62.6537
1289.08 66.9514
1293.10 71.6350
1297.13 76.7493
1301.15 82.3419
1305.18 88.4697
1309.20 95.1960
1313.23 102.592
1317.25 110.747
1321.28 119.747
1323.29 124.601
1325.30 129.703
1327.32 135.080
1329.33 140.742
1331.34 146.708
1333.35 152.996
1335.37 159.636
1337.38 166.635
1339.39 174.026
1341.40 181.834
1343.42 190.083
1345.43 198.793
1347.44 207.984
1349.44 217.694
1351.45 227.962
1353.45 238.822
1355.46 250.314
1357.47 262.455
1359.47 275.306
1361.48 288.890
1363.49 303.244
1365.49 318.405
1367.50 334.424
1369.51 351.304
1371.51 369.099
1373.52 387.826
1375.53 407.496
1377.53 428.119
1379.66 451.005
1381.78 474.933
1386.03 525.762
1390.27 579.974
1394.52 636.407
1398.77 693.036
1403.01 747.468
1405.14 772.874
1407.26 796.487
1409.38 817.905
1411.51 836.707
1413.63 852.495
1415.75 864.938
1417.88 873.810
1420.00 878.924
1422.83 879.766
1425.13 875.485
1427.43 866.967
1429.73 854.527
1432.03 838.577
1434.34 819.557
1436.64 797.983
1441.24 749.205
1450.44 641.978
1455.04 588.715
1457.34 563.106
1459.64 538.328
1462.70 506.798
1465.75 476.958
1468.81 448.920
1471.87 422.694
1474.93 398.206
1477.98 375.407
1481.04 354.199
1484.10 334.505
1487.49 314.282
1490.89 295.669
1494.28 278.530
1497.68 262.742
1501.07 248.192
1504.46 234.860
1507.86 222.442
1511.25 210.963
1514.12 201.938
1517.00 193.464
1519.87 185.495
1522.74 178.033
1525.61 171.014
1528.48 164.392
1531.36 158.168
1534.23 152.305
1537.10 146.757
1539.97 141.523
1542.84 136.582
1545.72 131.896
1548.59 127.458
1551.46 123.261
1554.33 119.272
1557.20 115.482
1562.95 108.467
1568.69 102.105
1574.44 96.3249
1580.18 91.0636
1585.92 86.2489
1591.67 81.8415
1597.41 77.7936
1603.15 74.0641
1607.07 71.6890
1610.99 69.4389
1614.90 67.3044
1618.82 65.2777
1626.65 61.5185
1630.57 59.7742
1634.48 58.1318
1642.32 55.0260
1650.15 52.1934
1657.98 49.6023
1665.81 47.2261
1671.56 45.6150
1677.30 44.0887
1683.05 42.6392
1688.79 41.2843
1700.28 38.7759
1706.02 37.6232
1711.76 36.5324
1717.51 35.4872
1723.25 34.4970
1734.74 32.6604
1746.23 30.9906
1757.72 29.4619
1771.29 27.8287
1784.87 26.3471
1798.44 25.0022
1812.02 23.7793
1825.60 22.6572
1832.39 22.1330
1839.17 21.6418
1852.75 20.6904
1866.33 19.8132
1883.04 18.8280
1899.74 17.9294
1916.45 17.1068
1933.16 16.3513
1949.87 15.6553
1966.58 15.0123
1983.29 14.4166
2000.00 13.8637
2016.11 13.3723
2032.23 12.9070
2048.34 12.4659
2064.45 12.0597
2080.57 11.6755
2096.68 11.3093
2112.79 10.9677
2128.91 10.6455
2145.02 10.3371
2161.13 10.0458
2193.36 9.50860
2209.47 9.25752
2225.59 9.02163
2257.81 8.57604
2279.79 8.29605
2301.76 8.03239
2323.73 7.78349
2345.70 7.54808
2389.65 7.11347
2411.62 6.91244
2433.59 6.72367
2477.54 6.36680
2521.49 6.04153
2565.43 5.74371
2609.38 5.47018
2644.53 5.26866
2679.69 5.07793
2714.84 4.89705
2750.00 4.72560
2820.31 4.41373
2890.63 4.12974
2960.94 3.87456
3031.25 3.63961
3101.56 3.42589
3171.88 3.22734
3242.19 3.04629
3312.50 2.87423
3406.25 2.66496
3500.00 2.47316
3625.00 2.24198
3687.50 2.13319
3750.00 2.03206
3875.00 1.84065
3937.50 1.75205
4000.00 1.66751
4062.50 1.58684
4125.00 1.51074
4250.00 1.36680
4343.75 1.26875
4437.50 1.17877
4507.81 1.11750
4578.13 1.05970
4648.44 1.00828
4718.75 0.962138
4789.06 0.923096
4859.38 0.890700
4894.53 0.878054
4929.69 0.867558
4964.84 0.859261
5000.00 0.853373
5036.24 0.850758
5067.95 0.851396
5099.65 0.854970
5131.36 0.861666
5163.07 0.871784
5178.92 0.877759
5194.78 0.885666
5226.49 0.903699
5258.19 0.926333
5289.90 0.954204
5314.81 0.980533
5339.73 1.01076
5364.64 1.04540
5389.55 1.08519
5414.47 1.13010
5439.38 1.18136
5464.29 1.23938
5489.21 1.30467
5514.12 1.37915
5526.58 1.41947
5539.03 1.46291
5563.95 1.55770
5576.40 1.60989
5588.86 1.66574
5601.32 1.72456
5613.77 1.78747
5626.23 1.85528
5638.69 1.92687
5651.14 2.00316
5663.60 2.08591
5676.06 2.17369
5688.51 2.26702
5704.37 2.39691
5720.22 2.53951
5736.08 2.69606
5744.00 2.77814
5751.93 2.86587
5767.78 3.05535
5783.64 3.26509
5799.49 3.49780
5815.34 3.75708
5827.80 3.98251
5840.26 4.22903
5852.72 4.49978
5865.17 4.79843
5877.63 5.12787
5890.09 5.49393
5896.31 5.69181
5902.54 5.90157
5908.77 6.12290
5915.00 6.35680
5925.19 6.77136
5935.38 7.22920
5945.57 7.73652
5950.67 8.00992
5955.77 8.30060
5960.86 8.60556
5965.96 8.93045
5971.05 9.27294
5976.15 9.63647
5981.25 10.0191
5986.34 10.4294
5991.44 10.8667
5996.53 11.3329
6002.76 11.9462
6008.99 12.6124
6015.22 13.3381
6021.45 14.1304
6027.68 14.9981
6033.90 15.9509
6040.13 17.0006
6046.36 18.1609
6049.47 18.7877
6052.59 19.4482
6055.70 20.1451
6058.82 20.8812
6061.93 21.6595
6065.04 22.4831
6068.16 23.3556
6071.27 24.2811
6074.39 25.2640
6077.50 26.3086
6080.62 27.4203
6083.73 28.6048
6086.84 29.8685
6089.96 31.2185
6093.07 32.6611
6096.19 34.2010
6099.30 35.8532
6102.41 37.6316
6105.53 39.5453
6108.64 41.6062
6111.76 43.8293
6114.87 46.2292
6117.99 48.8241
6121.10 51.6336
6124.21 54.6803
6127.33 57.9858
6130.44 61.5770
6133.56 65.4820
6136.67 69.7309
6139.78 74.3559
6142.90 79.3903
6146.01 84.8678
6147.81 88.2433
6149.61 91.7813
6151.40 95.4890
6153.20 99.3713
6154.99 103.432
6156.79 107.674
6160.38 116.703
6163.97 126.438
6167.57 136.806
6171.16 147.676
6174.75 158.780
6180.43 176.062
6183.27 184.075
6186.11 191.268
6188.95 197.344
6191.79 201.998
6193.22 203.709
6194.64 204.970
6196.06 205.760
6197.48 206.062
6200.00 205.368
6201.89 203.817
6203.79 201.407
6205.68 198.187
6207.58 194.223
6209.47 189.592
6211.36 184.386
6213.26 178.703
6215.15 172.644
6218.94 159.773
6222.73 146.487
6226.51 133.321
6230.30 120.717
6233.11 111.871
6235.93 103.539
6238.74 95.7473
6241.56 88.5053
6244.37 81.8119
6247.18 75.6485
6250.00 69.9850
6252.81 64.7910
6255.25 60.6418
6257.69 56.7968
6260.13 53.2343
6262.56 49.9348
6265.00 46.8758
6267.44 44.0410
6269.88 41.4105
6272.31 38.9702
6274.97 36.5047
6277.63 34.2291
6280.29 32.1254
6282.95 30.1802
6285.61 28.3786
6288.27 26.7112
6290.93 25.1664
6293.59 23.7300
6296.03 22.4994
6298.46 21.3464
6300.90 20.2658
6303.34 19.2527
6305.78 18.3012
6308.21 17.4074
6310.65 16.5670
6313.09 15.7764
6315.53 15.0316
6317.97 14.3297
6320.40 13.6677
6322.84 13.0431
6325.28 12.4530
6327.72 11.8954
6330.15 11.3679
6332.59 10.8688
6335.03 10.3960
6337.47 9.94805
6339.90 9.52331
6342.34 9.12055
6344.78 8.73809
6347.22 8.37503
6349.65 8.02991
6352.09 7.70196
6354.53 7.38991
6356.97 7.09300
6361.84 6.54126
6366.72 6.04044
6371.59 5.58514
6376.47 5.17057
6381.34 4.79277
6386.22 4.44802
6391.09 4.13314
6395.97 3.84524
6400.84 3.58196
6405.72 3.34100
6410.59 3.12040
6415.47 2.91837
6420.35 2.73343
6425.22 2.56408
6430.10 2.40916
6434.97 2.26746
6439.85 2.13802
6444.72 2.01989
6449.60 1.91228
6454.47 1.81441
6459.35 1.72564
6464.22 1.64535
6469.10 1.57297
6473.98 1.50800
6478.85 1.45000
6483.73 1.39855
6488.60 1.35328
6493.92 1.31051
6499.24 1.27429
6504.56 1.24424
6509.88 1.22003
6515.19 1.20148
6520.51 1.18855
6525.83 1.18018
6531.15 1.17660
6536.03 1.17746
6540.90 1.18203
6545.78 1.19018
6550.65 1.20192
6555.53 1.21707
6560.40 1.23548
6565.28 1.25720
6570.15 1.28211
6575.03 1.31008
6579.90 1.34114
6584.78 1.37525
6589.65 1.41228
6594.53 1.45227
6599.40 1.49522
6609.15 1.58969
6616.25 1.66566
6623.34 1.74770
6630.43 1.83583
6637.52 1.93008
6648.19 2.08371
6658.87 2.25155
6669.54 2.43419
6680.22 2.63191
6690.89 2.84554
6701.57 3.07600
6712.24 3.32323
6722.92 3.58865
6736.05 3.94219
6742.62 4.13007
6749.19 4.32652
6762.33 4.74457
6775.47 5.19961
6788.60 5.69357
6801.74 6.23138
6808.31 6.51738
6814.88 6.81651
6828.02 7.45275
6841.15 8.14717
6847.72 8.51666
6854.29 8.90355
6867.43 9.72936
6874.00 10.1708
6880.57 10.6330
6887.14 11.1152
6893.71 11.6202
6906.84 12.7036
6913.41 13.2833
6919.98 13.8926
6926.55 14.5301
6933.12 15.1977
6941.48 16.0970
6949.84 17.0539
6958.20 18.0726
6966.56 19.1575
6974.92 20.3135
6983.28 21.5459
6991.64 22.8613
7000.00 24.2665
7006.36 25.4025
7012.73 26.5972
7019.09 27.8523
7025.46 29.1771
7031.82 30.5734
7038.18 32.0408
7044.55 33.5904
7050.91 35.2264
7057.27 36.9470
7063.64 38.7637
7070.00 40.6845
7076.37 42.7058
7082.73 44.8384
7089.09 47.0946
7095.46 49.4709
7101.82 51.9740
7108.27 54.6595
7114.73 57.4905
7121.18 60.4690
7127.63 63.6135
7134.08 66.9267
7140.54 70.4022
7146.99 74.0562
7153.44 77.8958
7159.89 81.9039
7166.35 86.0914
7179.25 94.9958
7192.16 104.535
7205.06 114.581
7228.80 133.627
7240.67 142.891
7252.53 151.522
7264.40 159.108
7270.33 162.403
7276.27 165.265
7282.20 167.721
7288.13 169.670
7294.07 171.108
7300.00 172.088
7304.75 172.472
7309.50 172.444
7317.22 171.684
7324.94 170.091
7332.66 167.708
7340.38 164.611
7348.09 160.876
7355.81 156.598
7363.53 151.888
7371.25 146.856
7402.13 125.255
7417.56 114.456
7433.00 104.203
7440.60 99.4071
7448.21 94.7981
7455.81 90.3892
7463.42 86.1542
7471.02 82.1346
7478.62 78.2979
7486.23 74.6404
7493.83 71.1862
7501.43 67.8983
7509.04 64.7725
7516.64 61.8255
7524.24 59.0238
7531.85 56.3615
7539.45 53.8526
7547.05 51.4663
7554.66 49.1983
7562.50 46.9926
7570.34 44.8981
7578.18 42.9066
7586.02 41.0264
7593.87 39.2411
7601.71 37.5387
7609.55 35.9266
7617.39 34.3958
7625.23 32.9325
7633.08 31.5417
7648.76 28.9542
7656.60 27.7465
7664.44 26.5969
7680.13 24.4391
7695.81 22.4657
7711.49 20.6486
7727.18 18.9730
7742.86 17.4260
7758.54 15.9885
7774.23 14.6542
7789.91 13.4109
