Hg-204(n,tot) ENDFB-8.0
Energy(eV) XS(b)
1.00000E-05 124.656
1.03125E-05 122.848
1.06250E-05 121.122
1.09375E-05 119.471
1.12500E-05 117.891
1.15625E-05 116.377
1.18750E-05 114.924
1.21875E-05 113.528
1.25000E-05 112.187
1.28125E-05 110.895
1.31250E-05 109.651
1.37500E-05 107.294
1.43750E-05 105.096
1.50000E-05 103.040
1.56250E-05 101.112
1.62500E-05 99.2991
1.68750E-05 97.5904
1.75000E-05 95.9766
1.81250E-05 94.4494
1.87500E-05 93.0014
1.93750E-05 91.6263
2.00000E-05 90.3181
2.05191E-05 89.2789
2.10381E-05 88.2797
2.15572E-05 87.3180
2.20762E-05 86.3917
2.31144E-05 84.6369
2.41525E-05 83.0006
2.51906E-05 81.4705
2.62287E-05 80.0358
2.72668E-05 78.6873
2.83049E-05 77.4169
2.93431E-05 76.2175
3.03812E-05 75.0831
3.14193E-05 74.0080
3.24574E-05 72.9876
3.34955E-05 72.0173
3.45337E-05 71.0935
3.55718E-05 70.2126
3.66099E-05 69.3716
3.82837E-05 68.0925
3.99574E-05 66.8994
4.16312E-05 65.7834
4.33049E-05 64.7370
4.49787E-05 63.7534
4.66525E-05 62.8269
4.83262E-05 61.9524
5.00000E-05 61.1254
5.18561E-05 60.2592
5.37121E-05 59.4418
5.55682E-05 58.6690
5.74243E-05 57.9371
5.92803E-05 57.2428
6.11364E-05 56.5832
6.29924E-05 55.9556
6.48485E-05 55.3577
6.67046E-05 54.7873
6.85606E-05 54.2425
7.04167E-05 53.7216
7.22728E-05 53.2229
7.59849E-05 52.2867
7.96970E-05 51.4238
8.22349E-05 50.8716
8.47728E-05 50.3473
8.73106E-05 49.8487
8.98485E-05 49.3741
9.23864E-05 48.9216
9.49243E-05 48.4897
0.000100000 47.6822
0.000103756 47.1284
0.000107512 46.6079
0.000111268 46.1178
0.000115024 45.6555
0.000118780 45.2187
0.000122536 44.8052
0.000126292 44.4132
0.000130047 44.0412
0.000133803 43.6875
0.000137559 43.3508
0.000145071 42.7240
0.000152583 42.1523
0.000160095 41.6287
0.000165083 41.3047
0.000170071 40.9978
0.000180047 40.4304
0.000190024 39.9174
0.000200000 39.4513
0.000208192 39.0994
0.000216383 38.7722
0.000224575 38.4671
0.000232766 38.1820
0.000240957 37.9150
0.000249149 37.6645
0.000257340 37.4290
0.000265532 37.2072
0.000281915 36.8003
0.000298298 36.4360
0.000314680 36.1079
0.000331063 35.8111
0.000352180 35.4677
0.000373298 35.1619
0.000394415 34.8880
0.000415532 34.6412
0.000436649 34.4177
0.000457766 34.2144
0.000478883 34.0287
0.000500000 33.8584
0.000525010 33.6741
0.000550019 33.5064
0.000575029 33.3530
0.000600039 33.2123
0.000625049 33.0827
0.000650058 32.9629
0.000700078 32.7488
0.000750097 32.5629
0.000800116 32.4001
0.000850136 32.2561
0.000900155 32.1280
0.000950078 32.0135
0.00100000 31.9102
0.00104971 31.8171
0.00109941 31.7322
0.00119883 31.5833
0.00129824 31.4568
0.00139766 31.3481
0.00149707 31.2535
0.00159648 31.1706
0.00169590 31.0971
0.00179531 31.0316
0.00189766 30.9712
0.00200000 30.9168
0.00220356 30.8233
0.00240711 30.7452
0.00261067 30.6789
0.00281422 30.6219
0.00301777 30.5723
0.00322133 30.5287
0.00342488 30.4901
0.00362844 30.4557
0.00397133 30.4053
0.00431422 30.3626
0.00465711 30.3259
0.00500000 30.2939
0.00556770 30.2491
0.00613539 30.2121
0.00670309 30.1809
0.00727078 30.1542
0.00783848 30.1310
0.00840617 30.1108
0.00897387 30.0928
0.00954156 30.0768
0.0100000 30.0651
0.0111352 30.0398
0.0122705 30.0186
0.0134057 30.0006
0.0145409 29.9850
0.0156762 29.9713
0.0168114 29.9592
0.0179467 29.9485
0.0190819 29.9388
0.0200000 29.9316
0.0213250 29.9223
0.0226500 29.9140
0.0239750 29.9067
0.0253000 29.9004
0.0274227 29.8922
0.0295453 29.8855
0.0337906 29.8749
0.0380359 29.8664
0.0422813 29.8595
0.0461406 29.8542
0.0500000 29.8496
0.0549687 29.8444
0.0599374 29.8400
0.0698749 29.8327
0.0798123 29.8269
0.0897498 29.8222
0.100000 29.8180
0.116776 29.8125
0.133552 29.8080
0.150328 29.8043
0.167104 29.8011
0.183552 29.7984
0.200000 29.7959
0.231769 29.7920
0.263537 29.7887
0.295306 29.7858
0.327074 29.7833
0.370306 29.7804
0.413537 29.7779
0.500000 29.7737
0.658794 29.7677
0.817587 29.7633
1.00000 29.7592
1.00183 29.7592
1.00708 29.7591
1.01232 29.7590
1.02281 29.7588
1.04379 29.7584
1.08575 29.7576
1.16967 29.7561
1.33751 29.7535
1.67320 29.7492
1.97836 29.7460
2.00000 29.7458
2.08299 29.7451
2.16598 29.7443
2.33196 29.7429
2.66393 29.7404
3.32785 29.7362
4.16393 29.7320
5.00000 29.7286
7.22969 29.7219
9.45939 29.7170
10.0000 29.7159
11.1141 29.7140
12.2281 29.7123
14.4562 29.7093
18.9125 29.7044
20.0000 29.7033
23.9890 29.7001
27.9779 29.6973
35.9558 29.6927
50.0000 29.6868
70.3155 29.6806
90.6309 29.6760
100.000 29.6743
120.314 29.6710
140.628 29.6681
181.256 29.6635
200.000 29.6617
239.848 29.6585
279.696 29.6557
359.391 29.6512
492.201 29.6456
625.010 29.6412
812.505 29.6365
1000.00 29.6315
1111.33 28.9064
1222.66 28.2590
1333.99 27.6830
1445.31 27.1632
1556.64 26.6894
1667.97 26.2569
1779.30 25.8584
1890.63 25.4898
2000.00 25.1531
2156.25 24.7123
2312.50 24.3071
2468.75 23.9342
2625.00 23.5891
2781.25 23.2683
2937.50 22.9689
3093.75 22.6885
3250.00 22.4251
3468.75 22.0836
3687.50 21.7656
3906.25 21.4716
4125.00 21.1972
4343.75 20.9398
4562.50 20.7001
5000.00 20.2533
5250.00 20.0211
5500.00 19.8021
6062.50 19.3513
6625.00 18.9496
7187.50 18.5879
7750.00 18.2596
8312.50 17.9595
8875.00 17.6836
9437.50 17.4286
10000.0 17.1917
11113.3 16.8969
12226.6 16.6324
13339.9 16.3955
14453.1 16.1805
15566.4 15.9834
16679.7 15.8025
17793.0 15.6352
18906.3 15.4796
20000.0 15.3369
21562.5 15.1491
23125.0 14.9757
24687.5 14.8152
26250.0 14.6661
29375.0 14.3965
32500.0 14.1583
34687.5 14.0077
36875.0 13.8670
41250.0 13.6137
45625.0 13.3904
50000.0 13.1886
52500.0 13.0830
55000.0 12.9831
60625.0 12.7766
66250.0 12.5912
71875.0 12.4234
77500.0 12.2702
83125.0 12.1294
88750.0 11.9993
94375.0 11.8784
100000 11.7657
105000 11.5948
110000 11.4342
115000 11.2827
120000 11.1397
125000 11.0041
130000 10.8754
135000 10.7530
140000 10.6364
150000 10.4186
160000 10.2189
170000 10.0348
180000 9.86423
190000 9.70557
200000 9.55741
210000 9.41859
220000 9.28810
230000 9.16510
240000 9.04887
250000 8.93876
260000 8.83424
270000 8.73482
280000 8.64007
300000 8.46313
320000 8.30090
340000 8.15135
360000 8.01282
380000 7.88394
400000 7.76360
420000 7.65082
429330 7.57597
438659 7.50346
438710 7.50307
448790 7.42732
458871 7.35405
461708 7.33387
470370 7.27247
479032 7.21400
491225 7.13229
503417 7.05581
511386 7.00591
519355 6.95811
527443 6.90885
535532 6.86160
551708 6.77280
559677 6.72949
569758 6.67411
579839 6.62140
589919 6.57125
600000 6.52352
625000 6.40784
650000 6.30131
675000 6.20302
700000 6.11222
750000 5.93250
800000 5.77699
850000 5.66887
900000 5.57212
945191 5.49321
950000 5.48525
1.00000E+06 5.40702
1.06694E+06 5.37796
1.13388E+06 5.35221
1.13388E+06 5.35221
1.13390E+06 5.35220
1.16292E+06 5.34125
1.19195E+06 5.33060
1.25000E+06 5.31014
1.37500E+06 5.39646
1.50000E+06 5.47649
1.75000E+06 5.82896
1.83764E+06 5.94535
1.83764E+06 5.94536
1.84408E+06 5.95380
1.85051E+06 5.96221
1.85548E+06 5.96871
1.86045E+06 5.97519
1.86046E+06 5.97519
1.86490E+06 5.98094
1.86934E+06 5.98668
1.87823E+06 5.99813
1.89853E+06 6.02429
1.91882E+06 6.05025
1.93808E+06 6.07515
1.95733E+06 6.09989
1.95733E+06 6.09989
1.96252E+06 6.10628
1.96771E+06 6.11268
1.97809E+06 6.12550
1.99884E+06 6.15116
2.00000E+06 6.15255
2.01239E+06 6.17025
2.02478E+06 6.18782
2.04957E+06 6.22263
2.07435E+06 6.25700
