Cs-133(n,g) ENDFB-8.0
Energy(eV) XS(b)
437.791 0.176184
437.943 0.170406
438.096 0.165000
438.400 0.155168
438.705 0.146464
439.010 0.138726
439.314 0.131817
439.619 0.125628
439.828 0.121739
440.038 0.118119
440.457 0.111594
440.876 0.105893
441.295 0.100889
441.713 0.0964803
442.132 0.0925838
442.551 0.0891327
442.970 0.0860757
443.370 0.0834838
443.770 0.0811654
444.170 0.0790874
444.570 0.0772317
444.970 0.0755799
445.369 0.0741156
445.769 0.0728240
446.169 0.0716928
446.969 0.0698692
447.769 0.0685797
448.568 0.0677797
449.368 0.0674430
450.206 0.0675752
451.044 0.0682082
451.882 0.0693633
452.300 0.0701485
452.719 0.0710809
453.138 0.0721692
453.557 0.0734227
453.976 0.0748537
454.395 0.0764758
454.814 0.0783053
455.233 0.0803611
455.652 0.0826648
456.071 0.0852397
456.528 0.0883850
456.985 0.0919294
457.442 0.0959443
457.899 0.100493
458.356 0.105648
458.813 0.111503
459.270 0.118175
459.498 0.121860
459.727 0.125803
460.107 0.133021
460.488 0.141148
460.869 0.150337
461.059 0.155387
461.250 0.160773
461.440 0.166530
461.631 0.172684
461.821 0.179272
462.012 0.186335
462.202 0.193918
462.392 0.202073
462.583 0.210861
462.773 0.220353
462.983 0.231704
463.192 0.244120
463.402 0.257732
463.611 0.272690
463.821 0.289190
464.030 0.307432
464.239 0.327691
464.449 0.350252
464.658 0.375503
464.763 0.389275
464.868 0.403876
464.973 0.419406
465.077 0.435911
465.182 0.453492
465.287 0.472246
465.392 0.492299
465.496 0.513731
465.601 0.536696
465.706 0.561342
465.810 0.587869
465.915 0.616417
466.020 0.647232
466.125 0.680566
466.229 0.716743
466.334 0.756024
466.439 0.798823
466.543 0.845583
466.648 0.896867
466.753 0.953178
466.858 1.01527
466.962 1.08397
467.067 1.16037
467.172 1.24551
467.224 1.29187
467.277 1.34091
467.329 1.39306
467.381 1.44836
467.434 1.50733
467.486 1.57018
467.538 1.63729
467.591 1.70891
467.643 1.78578
467.695 1.86815
467.748 1.95693
467.800 2.05248
467.848 2.14613
467.895 2.24688
467.943 2.35555
467.991 2.47307
468.038 2.60057
468.086 2.73936
468.133 2.89102
468.181 3.05746
468.207 3.15621
468.233 3.26058
468.260 3.37109
468.286 3.48831
468.312 3.61287
468.338 3.74552
468.364 3.88705
468.390 4.03781
468.417 4.20000
468.443 4.37424
468.469 4.56187
468.495 4.76362
468.521 4.98273
468.548 5.22041
468.574 5.47885
468.587 5.61661
468.600 5.75939
468.620 5.99526
468.640 6.24688
468.661 6.51828
468.681 6.80848
468.701 7.12219
468.721 7.45832
468.742 7.82051
468.762 8.21110
468.782 8.63475
468.802 9.09004
468.822 9.58187
468.843 10.1134
468.863 10.6908
468.883 11.3122
468.903 11.9839
468.924 12.7100
468.937 13.2119
468.950 13.7397
468.963 14.2946
468.976 14.8779
468.989 15.4909
469.002 16.1349
469.015 16.8114
469.028 17.5218
469.041 18.2674
469.055 19.0499
469.068 19.8707
469.081 20.7313
469.094 21.6332
469.107 22.5781
469.120 23.5675
469.133 24.5948
469.146 25.6775
469.159 26.8095
469.172 27.9922
469.185 29.2272
469.199 30.5161
469.212 31.8603
469.225 33.2614
469.238 34.7094
469.251 36.2279
469.264 37.8074
469.277 39.4490
469.290 41.1541
469.303 42.9236
469.316 44.7587
469.342 48.6136
469.369 52.7543
469.395 57.1705
469.421 61.8639
469.447 66.8141
469.473 72.0551
469.500 77.5617
469.526 83.3236
469.552 89.3037
469.580 96.1114
469.609 103.158
469.638 110.411
469.666 117.806
469.719 131.687
469.771 145.645
469.823 159.376
469.876 172.466
469.928 184.514
469.954 190.022
469.980 195.105
470.009 200.157
470.037 204.603
470.065 208.277
470.092 211.315
470.135 214.779
470.157 215.869
470.179 216.522
470.200 216.732
470.207 216.704
470.231 216.273
470.254 215.325
470.277 213.867
470.301 211.910
470.341 207.481
470.380 201.751
470.420 194.823
470.460 186.875
470.500 178.029
470.540 168.475
470.578 158.854
470.616 148.931
470.692 128.663
470.772 107.837
470.812 97.8817
470.852 88.3985
470.875 83.0179
470.899 77.8552
470.922 72.8765
470.946 68.1316
470.969 63.5855
470.993 59.2801
471.016 55.1803
471.040 51.3205
471.060 48.2092
471.080 45.2698
471.100 42.4703
471.120 39.8354
471.140 37.3348
471.160 34.9894
471.180 32.7818
471.199 30.7071
471.219 28.7509
471.239 26.9275
471.259 25.2212
471.279 23.6268
471.299 22.1313
471.319 20.7444
471.339 19.4527
471.359 18.2509
471.379 17.1284
471.399 16.0912
471.419 15.1238
471.439 14.2312
471.459 13.3996
471.479 12.6329
471.498 11.9226
471.518 11.2646
471.538 10.6523
471.558 10.0882
471.578 9.56301
471.598 9.07899
471.618 8.62820
471.638 8.21236
471.658 7.82655
471.678 7.46837
471.695 7.17769
471.712 6.90638
471.730 6.65143
471.747 6.41169
471.764 6.18607
471.781 5.97356
471.816 5.58420
471.850 5.23592
471.884 4.92496
471.919 4.64534
471.953 4.39284
471.988 4.16325
472.022 3.95484
472.057 3.76433
472.091 3.58951
472.125 3.42852
472.160 3.27974
472.194 3.14183
472.229 3.01360
472.268 2.87569
472.308 2.74811
472.348 2.62975
472.388 2.51989
472.428 2.41716
472.468 2.32134
472.508 2.23135
472.547 2.14709
472.587 2.06765
472.627 1.99283
472.667 1.92226
472.707 1.85577
472.787 1.73315
472.866 1.62291
472.917 1.55833
472.968 1.49784
473.019 1.44086
473.069 1.38734
473.120 1.33678
473.171 1.28916
473.272 1.20158
473.374 1.12293
473.475 1.05215
473.577 0.988071
473.678 0.929971
473.758 0.887929
473.838 0.848845
473.917 0.812398
473.997 0.778353
474.077 0.746463
474.156 0.716619
474.236 0.688616
474.316 0.662302
474.396 0.637514
474.475 0.614192
474.555 0.592196
474.635 0.571425
474.794 0.533208
474.954 0.498915
475.113 0.468006
475.272 0.440080
475.432 0.414736
475.591 0.391691
475.751 0.370651
475.910 0.351415
476.070 0.333762
476.229 0.317542
476.381 0.303243
476.534 0.289989
476.686 0.277678
476.838 0.266221
476.990 0.255542
477.142 0.245571
477.295 0.236250
477.447 0.227530
477.599 0.219351
477.751 0.211674
477.903 0.204461
478.055 0.197675
478.360 0.185257
478.664 0.174200
478.983 0.163865
479.302 0.154636
479.621 0.146366
479.940 0.138935
480.259 0.132232
480.577 0.126174
480.896 0.120688
481.215 0.115713
481.520 0.111387
481.824 0.107426
482.128 0.103791
482.433 0.100452
482.737 0.0973839
483.042 0.0945644
483.346 0.0919722
483.650 0.0895890
483.955 0.0873965
484.259 0.0853805
484.868 0.0818258
485.477 0.0788349
486.085 0.0763361
486.607 0.0745415
487.129 0.0730365
487.651 0.0717972
488.173 0.0708039
488.694 0.0700409
489.216 0.0694959
489.738 0.0691594
490.260 0.0690249
490.898 0.0691289
491.535 0.0695256
492.173 0.0702175
492.811 0.0712119
493.449 0.0725220
494.086 0.0741663
494.724 0.0761706
495.362 0.0785672
495.942 0.0811219
496.521 0.0840747
497.101 0.0874731
497.681 0.0913752
498.261 0.0958538
498.841 0.100997
499.130 0.103850
499.420 0.106912
499.710 0.110198
500.000 0.113728
500.468 0.120001
500.935 0.127092
501.403 0.135134
501.636 0.139562
501.870 0.144292
502.104 0.149354
502.338 0.154774
502.571 0.160590
502.805 0.166833
503.039 0.173550
503.273 0.180785
503.506 0.188603
503.740 0.197066
503.997 0.207224
504.254 0.218370
504.511 0.230641
504.769 0.244192
505.026 0.259216
505.283 0.275924
505.540 0.294592
505.669 0.304764
505.797 0.315546
506.019 0.335791
506.241 0.358349
506.463 0.383592
506.574 0.397353
506.685 0.411961
506.796 0.427503
506.907 0.444033
507.018 0.461655
507.129 0.480471
507.241 0.500614
507.352 0.522178
507.463 0.545326
507.574 0.570223
507.702 0.601502
507.831 0.635715
507.959 0.673250
508.088 0.714533
508.216 0.760166
508.345 0.810722
508.474 0.867049
508.602 0.929989
508.696 0.980606
508.789 1.03586
508.883 1.09635
508.976 1.16280
509.081 1.24574
509.134 1.29088
509.186 1.33874
509.239 1.38955
509.292 1.44358
509.344 1.50112
509.397 1.56250
509.449 1.62809
509.502 1.69830
509.555 1.77363
509.607 1.85463
509.660 1.94191
509.712 2.03623
509.765 2.13843
509.818 2.24930
509.882 2.39895
509.946 2.56640
509.978 2.65798
510.010 2.75507
510.043 2.85886
510.075 2.96935
510.107 3.08800
510.139 3.21494
510.171 3.35196
510.203 3.49933
510.236 3.65931
510.268 3.83240
510.300 4.02083
510.332 4.22659
510.360 4.42056
510.387 4.63095
510.415 4.85967
510.443 5.10794
510.471 5.37997
510.498 5.67647
510.526 6.00259
510.554 6.35932
510.582 6.75297
510.609 7.18478
510.623 7.41776
510.637 7.66242
510.651 7.91941
510.665 8.18741
510.679 8.47098
510.693 8.76897
510.707 9.08213
510.720 9.40883
510.734 9.75461
510.748 10.1180
510.762 10.4999
510.776 10.8983
510.792 11.3885
510.808 11.9075
510.824 12.4569
510.840 13.0346
510.856 13.6495
510.872 14.2998
510.889 14.9871
510.905 15.7088
510.921 16.4756
510.937 17.2850
510.953 18.1389
510.969 19.0333
510.985 19.9815
511.001 20.9734
511.017 22.0234
511.033 23.1203
511.049 24.2795
511.065 25.4963
511.081 26.7724
511.097 28.1010
511.113 29.5003
511.130 30.9638
511.146 32.4928
511.162 34.0786
511.178 35.7422
511.194 37.4750
511.210 39.2778
511.226 41.1395
511.258 45.1000
511.290 49.3336
511.314 52.5984
511.337 56.0116
511.360 59.5698
511.384 63.2522
511.407 67.0844
511.431 71.0434
511.477 79.2864
511.509 85.1968
511.542 91.2329
511.606 103.569
511.670 115.952
511.734 127.919
511.793 138.043
511.822 142.705
511.851 147.048
511.883 151.416
511.916 155.280
511.950 158.832
511.985 161.712
512.009 163.342
512.034 164.586
512.059 165.445
512.084 165.904
512.100 165.988
512.108 165.963
512.135 165.575
512.162 164.721
512.189 163.408
512.216 161.648
512.258 157.993
512.300 153.354
512.342 147.909
512.384 141.727
512.429 134.250
512.474 126.210
512.516 118.461
512.558 110.498
512.641 94.4465
512.683 86.5605
512.724 78.9202
512.766 71.5671
512.808 64.5996
512.838 59.7839
512.868 55.2027
512.899 50.8656
512.929 46.7789
512.959 42.9453
512.990 39.3647
513.020 36.0340
513.050 32.9481
513.071 30.9584
513.092 29.0875
513.113 27.3227
513.133 25.6603
513.154 24.0896
513.175 22.6218
513.196 21.2452
513.217 19.9558
513.238 18.7439
513.258 17.6171
513.279 16.5652
513.300 15.5843
513.321 14.6661
513.342 13.8156
513.363 13.0243
513.383 12.2887
513.406 11.5420
513.429 10.8562
513.452 10.2239
513.474 9.64085
513.497 9.10114
513.520 8.60587
513.542 8.14924
513.565 7.72812
513.588 7.33795
513.611 6.97943
513.633 6.64825
513.656 6.34210
513.679 6.05763
513.702 5.79537
513.724 5.55220
513.747 5.32646
513.768 5.13274
513.789 4.95228
513.810 4.78234
513.830 4.62365
513.872 4.33364
513.914 4.07698
513.955 3.84761
513.997 3.64256
514.039 3.45749
514.080 3.29048
514.122 3.13838
514.164 2.99997
514.205 2.87294
514.247 2.75651
514.289 2.64896
514.330 2.54983
514.372 2.45777
514.413 2.37252
514.455 2.29302
514.497 2.21895
514.539 2.14983
514.580 2.08539
514.663 1.96846
514.747 1.86570
514.830 1.77502
514.913 1.69504
514.997 1.62432
515.080 1.56180
515.144 1.51850
515.209 1.47921
515.273 1.44362
515.338 1.41152
515.402 1.38256
515.466 1.35660
515.531 1.33347
515.595 1.31303
515.724 1.27961
515.853 1.25556
515.981 1.24028
516.110 1.23345
516.182 1.23325
516.254 1.23566
516.326 1.24069
516.398 1.24837
516.470 1.25880
516.542 1.27203
516.614 1.28822
516.686 1.30744
516.758 1.32993
516.830 1.35581
516.902 1.38540
516.974 1.41889
517.046 1.45670
517.117 1.49909
517.189 1.54664
517.261 1.59973
517.345 1.66914
517.428 1.74797
517.511 1.83769
517.595 1.94003
517.636 1.99666
517.678 2.05731
517.720 2.12235
517.761 2.19202
517.803 2.26715
517.845 2.34791
517.886 2.43535
517.928 2.52978
517.989 2.68209
518.019 2.76571
518.049 2.85495
518.079 2.95039
518.110 3.05270
518.140 3.16261
518.170 3.28101
518.201 3.40888
518.231 3.54736
518.261 3.69777
518.292 3.86161
518.322 4.04061
518.352 4.23678
518.382 4.45238
518.413 4.68921
518.437 4.90126
518.462 5.13077
518.487 5.38057
518.511 5.65288
518.536 5.95138
518.560 6.27638
518.585 6.63199
518.610 7.02144
518.634 7.45010
518.659 7.91837
518.684 8.43211
518.708 8.99585
518.720 9.29797
518.733 9.61445
518.745 9.94596
518.757 10.2932
518.770 10.6568
518.782 11.0376
518.794 11.4363
518.807 11.8537
518.827 12.6080
518.848 13.4185
518.869 14.2929
518.890 15.2355
518.911 16.2556
518.932 17.3482
518.952 18.5225
518.973 19.7832
518.994 21.1417
519.015 22.5898
519.036 24.1385
519.056 25.7924
519.077 27.5646
519.098 29.4426
519.119 31.4387
519.140 33.5568
519.161 35.8115
519.181 38.1842
519.202 40.7006
519.223 43.3388
519.244 46.1257
519.265 49.0356
519.286 52.0819
519.306 55.2640
519.327 58.5968
519.348 62.0464
519.369 65.6253
519.390 69.3295
519.411 73.1724
519.431 77.1113
519.473 85.3017
519.515 93.8695
519.556 102.686
519.640 120.720
519.723 138.404
519.765 146.767
519.806 154.584
519.848 161.745
519.890 168.088
519.931 173.472
519.973 177.798
520.015 181.037
520.058 182.996
520.100 183.631
520.107 183.610
520.130 183.289
520.153 182.591
520.175 181.513
520.198 180.072
520.230 177.483
520.261 174.250
520.305 168.715
520.349 162.116
520.376 157.610
520.403 152.817
520.456 142.456
520.510 131.352
520.564 119.847
520.651 100.847
520.695 91.6042
520.739 82.6872
520.766 77.4268
520.793 72.3622
520.820 67.4709
520.847 62.8015
520.874 58.3287
520.900 54.0923
520.927 50.0797
520.954 46.2926
520.983 42.4102
521.013 38.7942
521.042 35.4392
521.071 32.3482
521.100 29.4909
521.115 28.1463
521.130 26.8679
521.144 25.6365
521.159 24.4675
521.174 23.3508
521.188 22.2847
521.215 20.4479
521.242 18.7734
521.269 17.2388
521.296 15.8454
521.322 14.5730
521.349 13.4213
521.376 12.3763
521.403 11.4291
521.430 10.5684
521.457 9.79246
521.483 9.09066
521.510 8.45602
521.537 7.88008
521.564 7.36117
521.591 6.89157
521.617 6.46630
521.644 6.07943
521.671 5.72969
521.698 5.41070
521.725 5.12146
521.752 4.85676
521.779 4.61584
521.805 4.39526
521.832 4.19284
521.859 4.00600
521.886 3.83441
521.913 3.67526
521.940 3.52839
521.966 3.39151
521.993 3.26458
522.020 3.14614
522.047 3.03537
522.093 2.85965
522.140 2.70191
522.186 2.55887
522.232 2.42906
522.279 2.31016
522.325 2.20128
522.371 2.10076
522.418 2.00804
522.464 1.92187
522.510 1.84193
522.557 1.76726
522.603 1.69765
522.649 1.63234
522.696 1.57122
522.742 1.51367
522.788 1.45963
522.842 1.40082
522.896 1.34580
522.950 1.29424
523.003 1.24592
523.057 1.20040
523.111 1.15755
523.164 1.11714
523.218 1.07905
523.325 1.00884
523.433 0.945861
523.540 0.889019
523.647 0.837613
523.725 0.803187
523.803 0.771024
523.882 0.740924
523.960 0.712745
524.038 0.686254
524.116 0.661379
524.194 0.637926
524.272 0.615842
524.428 0.575233
524.584 0.538890
524.740 0.506198
524.896 0.476672
525.004 0.457983
525.111 0.440502
525.218 0.424094
525.326 0.408701
525.433 0.394212
525.540 0.380581
525.755 0.355582
525.970 0.333251
526.184 0.313211
526.399 0.295155
526.614 0.278830
526.760 0.268569
526.907 0.258950
527.053 0.249919
527.199 0.241436
527.492 0.225914
527.785 0.212097
528.078 0.199725
528.370 0.188601
528.663 0.178555
528.956 0.169461
529.170 0.163327
529.385 0.157602
529.600 0.152251
529.815 0.147243
530.029 0.142549
530.244 0.138144
530.673 0.130114
531.103 0.122994
531.532 0.116659
531.961 0.111004
532.391 0.105943
532.723 0.102391
533.054 0.0991207
533.386 0.0961098
533.718 0.0933390
534.050 0.0907857
534.381 0.0884276
535.045 0.0842303
535.709 0.0806555
536.372 0.0776303
537.036 0.0750898
537.699 0.0729845
538.168 0.0717383
538.636 0.0706779
539.104 0.0697945
539.573 0.0690812
540.041 0.0685325
540.510 0.0681451
540.978 0.0679167
541.446 0.0678471
542.227 0.0680876
543.008 0.0687883
543.788 0.0699784
544.569 0.0717032
544.959 0.0727859
545.350 0.0740280
545.740 0.0754424
546.130 0.0770417
546.521 0.0788404
546.911 0.0808528
547.301 0.0831039
547.692 0.0856278
548.121 0.0887575
548.551 0.0922995
548.980 0.0963092
549.409 0.100854
549.839 0.106021
550.268 0.111911
550.697 0.118652
550.912 0.122388
551.127 0.126397
551.459 0.133197
551.790 0.140827
552.122 0.149421
552.454 0.159140
552.620 0.164481
552.786 0.170181
552.952 0.176273
553.118 0.182797
553.283 0.189796
553.449 0.197316
553.615 0.205413
553.781 0.214140
553.996 0.226497
554.210 0.240202
554.425 0.255462
554.640 0.272513
554.747 0.281813
554.854 0.291669
554.962 0.302149
555.069 0.313285
555.177 0.325156
555.284 0.337805
555.391 0.351315
555.498 0.365768
555.655 0.388679
555.811 0.414090
555.967 0.442422
556.123 0.474110
556.201 0.491406
556.279 0.509772
556.357 0.529300
556.435 0.550066
556.513 0.572239
556.591 0.595889
556.670 0.621222
556.748 0.648333
556.845 0.685087
556.943 0.725372
557.040 0.769672
557.138 0.818504
557.235 0.872650
557.333 0.932880
557.431 1.00019
557.479 1.03687
557.528 1.07571
557.577 1.11708
557.626 1.16113
557.675 1.20809
557.723 1.25827
557.772 1.31199
557.821 1.36962
557.870 1.43160
557.919 1.49844
557.967 1.57072
558.016 1.64915
558.065 1.73457
558.114 1.82797
558.163 1.93059
558.211 2.04390
558.260 2.16973
558.309 2.31003
558.336 2.39482
558.363 2.48512
558.389 2.58224
558.416 2.68613
558.443 2.79836
558.470 2.91896
558.497 3.04931
558.524 3.19052
558.550 3.34440
558.577 3.51121
558.604 3.69374
558.631 3.89236
558.658 4.11047
558.685 4.34858
558.711 4.60982
558.738 4.89677
558.765 5.21352
558.792 5.56083
558.819 5.94474
558.846 6.36611
558.873 6.83211
558.899 7.34363
558.926 7.90695
558.953 8.52701
558.980 9.21175
558.993 9.57789
559.007 9.96163
559.020 10.3668
559.034 10.7881
559.047 11.2293
559.060 11.6911
559.074 12.1781
559.087 12.6837
559.101 13.2124
559.114 13.7650
559.141 14.9450
559.168 16.2303
559.184 17.0453
559.199 17.9010
559.215 18.7988
559.231 19.7339
559.247 20.7194
559.263 21.7441
559.279 22.8222
559.295 23.9412
559.310 25.1163
559.326 26.3337
559.342 27.6097
559.358 28.9290
559.390 31.7328
559.421 34.7492
559.448 37.4770
559.475 40.3479
559.502 43.3702
559.529 46.5407
559.556 49.8673
559.582 53.3188
559.609 56.8992
559.636 60.5983
559.677 66.5323
559.719 72.6692
559.802 85.2881
559.856 93.4595
559.909 101.396
559.963 108.921
560.017 115.797
560.065 121.334
560.114 126.034
560.141 128.213
560.168 130.085
560.208 132.294
560.249 133.720
560.274 134.209
560.300 134.369
560.307 134.353
560.331 134.116
560.355 133.595
560.379 132.792
560.403 131.714
560.447 129.070
560.490 125.596
560.534 121.305
560.578 116.345
560.622 110.796
560.666 104.796
560.704 99.3148
560.742 93.6477
560.819 82.0462
560.907 68.7587
560.951 62.3808
560.995 56.2880
561.043 49.9998
561.067 47.0116
561.091 44.1504
561.115 41.3958
561.139 38.7734
561.163 36.2730
561.187 33.8953
561.209 31.8142
561.231 29.8449
561.253 27.9684
561.275 26.2000
561.298 24.5215
561.320 22.9456
561.342 21.4554
561.364 20.0612
561.386 18.7473
561.408 17.5222
561.430 16.3712
561.452 15.3012
561.474 14.2989
561.496 13.3695
561.518 12.5049
561.540 11.7015
561.562 10.9523
561.584 10.2609
561.606 9.61732
561.628 9.02428
561.650 8.47317
561.672 7.96593
561.694 7.49709
561.716 7.06389
561.738 6.66196
561.760 6.29247
561.782 5.95119
561.804 5.63594
561.826 5.34338
561.848 5.07426
561.870 4.82540
561.892 4.59515
561.911 4.41858
561.929 4.25365
561.947 4.09779
561.965 3.95203
561.983 3.81410
562.001 3.68492
562.037 3.44827
562.073 3.23674
562.109 3.04801
562.145 2.87806
562.181 2.72525
562.217 2.58655
562.253 2.46050
562.289 2.34552
562.325 2.24050
562.361 2.14370
562.397 2.05467
562.433 1.97205
562.469 1.89557
562.514 1.80904
562.558 1.72947
562.602 1.65606
562.646 1.58810
562.690 1.52502
562.734 1.46632
562.778 1.41158
562.822 1.36052
562.866 1.31259
562.910 1.26764
562.954 1.22542
562.999 1.18569
563.087 1.11298
563.175 1.04823
563.235 1.00795
563.295 0.970605
563.355 0.935876
563.415 0.903535
563.475 0.873384
563.536 0.845244
563.596 0.818960
563.656 0.794390
563.776 0.749901
563.896 0.710919
564.016 0.676746
564.137 0.646819
564.217 0.628983
564.297 0.612737
564.377 0.597944
564.457 0.584554
564.537 0.572464
564.617 0.561643
564.698 0.552013
564.778 0.543559
564.858 0.536228
564.938 0.530017
565.018 0.524898
565.098 0.520881
565.179 0.517962
565.259 0.516164
565.339 0.515511
565.419 0.516042
565.547 0.519495
565.675 0.526420
565.804 0.537246
565.868 0.544301
565.932 0.552573
565.996 0.562191
566.060 0.573260
566.124 0.585954
566.188 0.600467
566.252 0.617038
566.316 0.635962
566.381 0.657612
566.445 0.682467
566.489 0.701744
566.533 0.723086
566.577 0.746807
566.621 0.773294
566.665 0.803025
566.709 0.836595
566.753 0.874745
566.797 0.918289
566.841 0.968571
566.886 1.02692
566.908 1.05974
566.930 1.09511
566.952 1.13365
566.974 1.17532
566.996 1.22084
567.018 1.27020
567.040 1.32426
567.062 1.38300
567.084 1.44748
567.106 1.51766
567.128 1.59444
567.150 1.67848
567.172 1.77094
567.194 1.87176
567.216 1.98272
567.238 2.10372
567.260 2.23685
567.282 2.38197
567.304 2.54077
567.326 2.71443
567.348 2.90513
567.370 3.11247
567.393 3.33977
567.415 3.58643
567.437 3.85626
567.459 4.14840
567.481 4.46568
567.503 4.80978
567.525 5.18420
567.547 5.58731
567.569 6.02456
567.591 6.49377
567.613 7.00099
567.635 7.54337
567.657 8.12479
567.679 8.74688
567.701 9.41430
567.723 10.1224
567.745 10.8790
567.767 11.6784
567.789 12.5287
567.811 13.4231
567.833 14.3659
567.855 15.3572
567.877 16.4021
567.899 17.4906
567.921 18.6321
567.943 19.8154
567.966 21.0498
567.988 22.3224
568.032 24.9902
568.072 27.5482
568.112 30.1989
568.156 33.2054
568.200 36.2617
568.288 42.3384
568.332 45.2560
568.376 48.0207
568.420 50.5774
568.464 52.8680
568.490 54.0834
568.516 55.1764
568.560 56.7345
568.605 57.8979
568.629 58.3567
568.653 58.6839
568.677 58.8738
568.700 58.9350
568.710 58.9234
568.740 58.7430
568.771 58.3479
568.816 57.3708
568.861 55.9734
568.892 54.7901
568.923 53.4399
568.968 51.1757
569.013 48.6323
569.058 45.8541
569.103 42.9113
569.176 37.8701
569.250 32.7685
569.295 29.7126
569.340 26.7621
569.385 23.9381
569.430 21.2803
569.458 19.6746
569.487 18.1516
569.515 16.7081
569.544 15.3458
569.573 14.0655
569.601 12.8671
569.630 11.7497
569.658 10.7117
569.681 9.94967
569.703 9.23424
569.726 8.56404
569.748 7.93752
569.771 7.35301
569.793 6.80878
569.816 6.30300
569.838 5.83583
569.861 5.40123
569.883 4.99947
569.906 4.62866
569.928 4.28841
569.951 3.97385
569.973 3.68479
569.996 3.41949
570.018 3.17732
570.043 2.93471
570.067 2.71546
570.092 2.51666
570.116 2.33654
570.141 2.17283
570.165 2.02531
570.190 1.89184
570.214 1.77110
570.239 1.66143
570.263 1.56261
570.288 1.47312
570.312 1.39203
570.337 1.31820
570.362 1.25145
570.386 1.19076
570.411 1.13549
570.433 1.08903
570.456 1.04626
570.478 1.00683
570.501 0.970409
570.546 0.905464
570.590 0.849535
570.635 0.800759
570.680 0.758062
570.725 0.720216
570.770 0.686561
570.815 0.656282
570.860 0.628926
570.905 0.604062
570.950 0.581390
570.995 0.560527
571.040 0.541334
571.085 0.523535
571.130 0.507048
571.195 0.485036
571.261 0.465099
571.326 0.446962
571.392 0.430400
571.457 0.415227
571.522 0.401287
571.588 0.388446
571.653 0.376590
571.784 0.355450
571.915 0.337224
572.046 0.321414
572.176 0.307631
572.274 0.298437
572.373 0.290101
572.471 0.282534
572.569 0.275655
572.765 0.263705
572.961 0.253808
573.157 0.245627
573.354 0.238900
573.550 0.233421
573.746 0.229025
574.008 0.224631
574.269 0.221706
574.531 0.220084
574.792 0.219645
574.972 0.219985
575.152 0.220825
575.332 0.222151
575.512 0.223954
575.692 0.226232
575.871 0.228982
576.051 0.232213
576.231 0.235930
576.411 0.240151
576.591 0.244887
576.771 0.250166
576.951 0.256007
577.130 0.262448
577.310 0.269518
577.490 0.277263
577.670 0.285728
577.931 0.299448
578.193 0.315009
578.455 0.332647
578.716 0.352650
578.847 0.363647
578.978 0.375377
579.109 0.387898
579.239 0.401275
579.370 0.415579
579.501 0.430889
579.632 0.447295
579.763 0.464892
579.943 0.491244
580.122 0.520369
580.302 0.552682
580.482 0.588605
580.662 0.628723
580.842 0.673644
580.932 0.698183
581.022 0.724209
581.112 0.751876
581.201 0.781322
581.332 0.827666
581.463 0.878651
581.594 0.934920
581.725 0.997231
581.839 1.05745
581.954 1.12364
582.068 1.19679
582.182 1.27776
582.297 1.36791
582.354 1.41680
582.411 1.46854
582.469 1.52344
582.526 1.58158
582.583 1.64333
582.640 1.70900
582.730 1.82115
582.820 1.94536
582.910 2.08366
582.955 2.15889
583.000 2.23840
583.045 2.32291
583.090 2.41268
583.135 2.50819
583.180 2.60975
583.225 2.71843
583.270 2.83443
583.315 2.95907
583.360 3.09272
583.394 3.20334
583.429 3.32037
583.464 3.44510
583.499 3.57754
583.533 3.71923
583.568 3.87026
583.603 4.03253
583.638 4.20628
583.672 4.39382
583.707 4.59558
583.742 4.81445
583.777 5.05113
583.811 5.30920
583.846 5.58972
583.881 5.89627
583.916 6.23210
583.938 6.46722
583.961 6.71730
583.983 6.98354
584.006 7.26722
584.028 7.56975
584.051 7.89260
584.073 8.23740
584.095 8.60417
584.118 8.99801
584.140 9.41932
584.163 9.87017
584.185 10.3506
584.208 10.8671
584.230 11.4203
584.253 12.0127
584.275 12.6440
584.298 13.3229
584.320 14.0497
584.343 14.8273
584.365 15.6590
584.388 16.5481
584.410 17.4981
584.433 18.5125
584.455 19.5896
584.478 20.7428
584.500 21.9709
584.523 23.2775
584.545 24.6598
584.568 26.1334
584.590 27.6957
584.613 29.3500
584.635 31.0911
584.662 33.2845
584.688 35.6185
584.715 38.0964
584.741 40.7109
584.768 43.4836
584.794 46.4057
584.821 49.4772
584.848 52.6844
584.870 55.5210
584.893 58.4594
584.937 64.6149
584.982 71.1449
585.027 77.9743
585.072 85.0742
585.117 92.3570
585.207 107.104
585.281 118.904
585.318 124.545
585.354 129.912
585.399 136.048
585.444 141.586
585.492 146.723
585.541 150.938
585.575 153.317
585.609 155.151
585.643 156.416
585.677 157.097
585.700 157.221
585.711 157.185
585.749 156.612
585.786 155.352
585.823 153.419
585.860 150.849
585.911 146.267
585.963 140.637
586.012 134.426
586.061 127.554
586.106 120.838
586.150 113.819
586.240 99.2659
586.338 83.3026
586.387 75.6360
586.436 68.2988
586.485 61.3477
586.510 58.0397
586.535 54.8629
586.559 51.7951
586.584 48.8523
586.608 46.0362
586.633 43.3584
586.657 40.7970
586.682 38.3624
586.707 36.0533
586.731 33.8762
586.756 31.8107
586.780 29.8705
586.805 28.0365
586.829 26.3196
586.854 24.7018
586.878 23.1920
586.903 21.7733
586.928 20.4529
586.952 19.2152
586.977 18.0658
587.001 16.9907
587.026 15.9941
587.050 15.0634
587.075 14.1985
587.100 13.3952
