Cs-133(n,g) ENDFB-8.0
Energy(eV) XS(b)
1158.58 2.42280
1158.60 2.26659
1158.63 2.11418
1158.65 1.97687
1158.68 1.84821
1158.70 1.72778
1158.73 1.61083
1158.75 1.50595
1158.78 1.40432
1158.80 1.31337
1158.83 1.22541
1158.86 1.14685
1158.88 1.07101
1158.91 1.00338
1158.93 0.938198
1158.96 0.880164
1159.01 0.774645
1159.06 0.684483
1159.11 0.608973
1159.15 0.551655
1159.20 0.502817
1159.24 0.460166
1159.28 0.422904
1159.33 0.389612
1159.37 0.361167
1159.41 0.336213
1159.46 0.314271
1159.54 0.277442
1159.63 0.248800
1159.72 0.225634
1159.80 0.206999
1159.89 0.191375
1159.97 0.178350
1160.06 0.167055
1160.15 0.157347
1160.32 0.141108
1160.49 0.128141
1160.65 0.118542
1160.80 0.110396
1160.95 0.103318
1161.10 0.0972002
1161.41 0.0870828
1161.71 0.0791555
1162.02 0.0728410
1162.32 0.0677475
1162.63 0.0636013
1162.93 0.0602071
1163.34 0.0566074
1163.75 0.0538527
1164.15 0.0517743
1164.56 0.0502528
1164.97 0.0492011
1165.37 0.0485547
1165.78 0.0482694
1166.19 0.0483187
1166.72 0.0488638
1167.25 0.0499514
1167.77 0.0516108
1168.30 0.0539058
1168.83 0.0569289
1169.36 0.0608101
1169.89 0.0657377
1170.42 0.0719697
1170.74 0.0766348
1171.07 0.0820471
1171.40 0.0883937
1171.72 0.0958344
1172.05 0.104679
1172.37 0.115223
1172.70 0.127965
1172.86 0.135378
1173.02 0.143555
1173.25 0.156424
1173.47 0.171482
1173.69 0.189268
1173.92 0.210407
1174.03 0.222616
1174.14 0.236097
1174.25 0.251049
1174.36 0.267716
1174.48 0.286406
1174.59 0.307517
1174.70 0.331576
1174.81 0.359033
1174.93 0.394861
1175.00 0.415287
1175.06 0.437885
1175.12 0.463048
1175.18 0.491269
1175.24 0.523157
1175.30 0.559465
1175.36 0.601131
1175.42 0.649309
1175.48 0.705421
1175.54 0.771206
1175.61 0.848782
1175.64 0.893526
1175.67 0.940711
1175.70 0.993890
1175.73 1.05006
1175.76 1.11346
1175.79 1.18049
1175.83 1.28213
1175.87 1.39671
1175.91 1.52587
1175.95 1.66766
1175.99 1.83110
1176.03 2.01500
1176.05 2.11785
1176.07 2.22165
1176.09 2.33146
1176.11 2.44758
1176.14 2.57663
1176.16 2.70666
1176.18 2.85103
1176.20 2.99636
1176.22 3.15754
1176.24 3.31961
1176.26 3.49039
1176.28 3.67024
1176.30 3.86925
1176.32 4.06887
1176.34 4.27869
1176.36 4.49911
1176.38 4.74236
1176.40 4.98567
1176.42 5.24072
1176.44 5.50788
1176.47 5.90297
1176.50 6.32352
1176.52 6.77049
1176.55 7.24479
1176.58 7.74730
1176.61 8.27883
1176.64 8.84009
1176.66 9.43176
1176.69 10.0544
1176.72 10.7084
1176.75 11.3942
1176.78 12.1119
1176.80 12.8617
1176.83 13.6433
1176.86 14.4567
1176.89 15.3014
1176.93 16.5935
1176.97 17.9150
1177.02 19.8598
1177.08 21.9045
1177.14 24.0339
1177.19 26.2296
1177.25 28.3895
1177.30 30.5285
1177.41 34.7693
1177.46 36.9340
1177.52 39.0056
1177.57 40.9521
1177.63 42.7422
1177.68 44.1292
1177.73 45.3617
1177.78 46.5830
1177.84 47.5503
1177.89 48.2360
1177.93 48.5368
1177.96 48.7177
1178.00 48.7772
1178.01 48.7687
1178.05 48.6432
1178.09 48.3772
1178.15 47.6973
1178.21 46.7216
1178.26 45.7849
1178.30 44.6935
1178.36 43.0791
1178.42 41.2918
1178.48 39.2655
1178.53 37.1337
1178.58 35.2121
1178.63 33.2366
1178.73 29.2112
1178.85 24.5565
1178.91 22.2981
1178.97 20.1661
1179.01 18.7558
1179.05 17.4333
1179.09 16.1343
1179.13 14.9266
1179.17 13.7502
1179.20 12.6654
1179.24 11.6170
1179.28 10.6576
1179.31 9.96150
1179.34 9.32272
1179.37 8.71698
1179.40 8.14366
1179.43 7.60199
1179.46 7.09115
1179.49 6.61021
1179.52 6.15820
1179.55 5.71993
1179.58 5.32351
1179.60 4.95276
1179.63 4.60653
1179.66 4.28367
1179.69 3.98304
1179.72 3.70349
1179.75 3.44388
1179.77 3.27587
1179.79 3.11645
1179.81 2.96526
1179.83 2.82196
1179.85 2.68620
1179.87 2.55765
1179.89 2.43598
1179.91 2.32647
1179.93 2.21731
1179.95 2.11412
1179.99 1.92449
1180.03 1.75536
1180.07 1.60823
1180.11 1.47369
1180.15 1.35396
1180.19 1.24746
1180.23 1.15493
1180.27 1.07035
1180.31 0.996801
1180.35 0.929456
1180.38 0.870764
1180.44 0.793286
1180.50 0.728363
1180.56 0.672670
1180.62 0.624623
1180.68 0.582912
1180.73 0.546461
1180.79 0.514388
1180.85 0.485971
1180.91 0.460209
1180.97 0.437490
1181.08 0.398311
1181.20 0.365640
1181.31 0.337904
1181.41 0.317900
1181.51 0.300262
1181.60 0.284440
1181.70 0.270176
1181.89 0.245414
1182.08 0.224991
1182.27 0.207818
1182.46 0.193444
1182.65 0.181308
1182.84 0.171060
1183.05 0.161526
1183.26 0.153763
1183.47 0.147491
1183.68 0.142624
1183.90 0.139020
1184.11 0.136662
1184.32 0.135523
1184.53 0.135658
1184.76 0.137397
1185.00 0.141035
1185.23 0.146956
1185.46 0.155734
1185.58 0.161560
1185.69 0.168518
1185.81 0.176941
1185.93 0.187258
1186.04 0.200237
1186.16 0.216653
1186.27 0.238144
1186.33 0.251491
1186.39 0.267084
1186.45 0.287493
1186.52 0.311648
1186.58 0.341328
1186.64 0.376827
1186.71 0.420796
1186.77 0.473667
1186.84 0.539326
1186.87 0.577478
1186.90 0.618283
1186.93 0.664764
1186.96 0.716103
1186.99 0.772763
1187.03 0.833191
1187.06 0.901801
1187.09 0.977291
1187.12 1.06025
1187.15 1.14832
1187.18 1.24782
1187.22 1.35670
1187.25 1.47567
1187.28 1.60121
1187.31 1.74214
1187.34 1.89036
1187.37 2.05615
1187.41 2.22989
1187.44 2.44242
1187.47 2.66641
1187.51 2.91598
1187.54 3.17771
1187.58 3.46784
1187.61 3.77056
1187.65 4.10436
1187.68 4.45076
1187.72 4.83062
1187.75 5.22260
1187.79 5.64997
1187.82 6.08838
1187.85 6.56351
1187.89 7.04793
1187.92 7.55440
1187.96 8.08226
1188.00 8.77910
1188.04 9.48924
1188.08 10.2259
1188.13 10.9859
1188.21 12.5798
1188.29 14.1978
1188.41 16.4219
1188.47 17.4940
1188.53 18.5168
1188.59 19.4888
1188.64 20.3602
1188.66 20.6520
1188.71 21.2540
1188.76 21.7795
1188.82 22.3207
1188.87 22.6686
1188.90 22.8215
1188.93 22.9375
1188.96 23.0343
1189.00 23.0628
1189.02 23.0542
1189.07 22.9407
1189.12 22.7414
1189.18 22.3599
1189.21 22.0531
1189.25 21.6954
1189.28 21.3015
1189.32 20.8648
1189.38 19.9508
1189.45 18.9380
1189.53 17.4759
1189.62 15.9301
1189.69 14.5658
1189.76 13.1938
1189.83 11.8412
1189.90 10.5493
1189.96 9.40336
1190.03 8.33757
1190.06 7.81520
1190.09 7.32750
1190.12 6.85900
1190.16 6.41018
1190.19 5.96830
1190.22 5.56035
1190.25 5.17266
1190.29 4.80517
1190.32 4.44715
1190.35 4.12000
1190.38 3.81219
1190.41 3.52324
1190.44 3.27723
1190.47 3.04583
1190.50 2.82858
1190.53 2.62497
1190.56 2.43447
1190.59 2.25654
1190.62 2.09062
1190.65 1.93616
1190.68 1.79259
1190.70 1.65934
1190.73 1.53586
1190.76 1.42159
1190.79 1.31598
1190.82 1.21852
1190.85 1.12868
1190.88 1.04597
1190.91 0.969909
1190.94 0.900033
1190.97 0.835905
1190.99 0.777104
1191.02 0.723232
1191.05 0.673911
1191.11 0.587523
1191.17 0.515342
1191.23 0.455096
1191.28 0.404816
1191.34 0.362814
1191.39 0.334431
1191.43 0.310237
1191.52 0.270508
1191.61 0.239729
1191.70 0.215505
1191.79 0.195896
1191.88 0.180063
1191.97 0.166867
1192.06 0.155666
1192.25 0.137457
1192.43 0.123297
1192.61 0.111811
1192.79 0.102267
1193.07 0.0900857
1193.35 0.0804969
1193.64 0.0727233
1193.92 0.0663549
1194.20 0.0610237
1194.49 0.0565372
1194.77 0.0527065
1195.05 0.0494050
1195.59 0.0442225
1196.14 0.0401609
1196.68 0.0369022
1197.22 0.0342452
1197.76 0.0320459
1198.30 0.0302116
1198.84 0.0286639
1199.38 0.0273478
1200.26 0.0256037
1201.14 0.0242380
1202.01 0.0231605
1202.89 0.0223045
1203.76 0.0216293
1204.64 0.0211059
1206.39 0.0204300
1207.63 0.0202086
1208.86 0.0201502
1210.21 0.0202600
1211.55 0.0205425
1212.89 0.0209877
1214.23 0.0216221
1215.57 0.0224505
1216.91 0.0234926
1218.25 0.0247799
1219.59 0.0263560
1220.41 0.0274953
1221.24 0.0287845
1222.06 0.0302455
1222.88 0.0319017
1223.71 0.0337864
1224.53 0.0359406
1225.36 0.0384265
1226.18 0.0413011
1226.75 0.0435485
1227.32 0.0460539
1227.88 0.0488583
1228.45 0.0520114
1229.02 0.0555743
1229.58 0.0596222
1230.15 0.0642490
1230.72 0.0695734
1231.16 0.0742580
1231.59 0.0795347
1232.03 0.0855088
1232.47 0.0923099
1232.91 0.100101
1233.35 0.109095
1233.78 0.119566
1234.22 0.131873
1234.51 0.141047
1234.79 0.151307
1235.07 0.162921
1235.36 0.176047
1235.64 0.191078
1235.92 0.208284
1236.21 0.228193
1236.35 0.239387
1236.49 0.251419
1236.71 0.272173
1236.93 0.295871
1237.15 0.323122
1237.26 0.338389
1237.37 0.354710
1237.48 0.372522
1237.58 0.391657
1237.69 0.412650
1237.80 0.435329
1237.91 0.460363
1238.02 0.487590
1238.13 0.517869
1238.24 0.551074
1238.38 0.599992
1238.45 0.627267
1238.53 0.656721
1238.60 0.688633
1238.67 0.723336
1238.74 0.761229
1238.81 0.802185
1238.88 0.847963
1238.95 0.898735
1239.02 0.955405
1239.09 1.01910
1239.16 1.09121
1239.23 1.17349
1239.27 1.21977
1239.31 1.26811
1239.34 1.32009
1239.38 1.37610
1239.43 1.46763
1239.48 1.56843
1239.51 1.64709
1239.55 1.73022
1239.59 1.82332
1239.62 1.92198
1239.66 2.03270
1239.69 2.15026
1239.73 2.28242
1239.76 2.42293
1239.80 2.58103
1239.83 2.74922
1239.87 2.93854
1239.90 3.13995
1239.92 3.25069
1239.94 3.36658
1239.96 3.48784
1239.98 3.60752
1239.99 3.73991
1240.01 3.87052
1240.03 4.01496
1240.05 4.15741
1240.08 4.45151
1240.11 4.76019
1240.14 5.09360
1240.17 5.45338
1240.21 5.85379
1240.24 6.27232
1240.27 6.72240
1240.30 7.20576
1240.34 7.74095
1240.37 8.29731
1240.40 8.89222
1240.43 9.52734
1240.47 10.2261
1240.50 10.9478
1240.53 11.7143
1240.56 12.5269
1240.60 13.4976
1240.63 14.5001
1240.67 15.5926
1240.70 16.7152
1240.74 17.9323
1240.77 19.1764
1240.81 20.4798
1240.84 21.8417
1240.88 23.3020
1240.92 24.7776
1240.95 26.3502
1240.99 27.9293
1241.06 31.2693
1241.13 34.7105
1241.21 38.6632
1241.28 42.6175
1241.35 46.2389
1241.42 49.7645
1241.50 53.1201
1241.57 56.1888
1241.64 58.9855
1241.71 61.3952
1241.75 62.5316
1241.78 63.4998
1241.82 64.3036
1241.86 64.9645
1241.92 65.6918
1241.97 66.0557
1242.00 66.0992
1242.01 66.0930
1242.04 66.0013
1242.07 65.8004
1242.13 65.0908
1242.18 64.2273
1242.23 63.1394
1242.28 61.8550
1242.32 60.3686
1242.38 58.2048
1242.44 55.7788
1242.49 53.7229
1242.54 51.5535
1242.63 46.9618
1242.73 42.1765
1242.82 37.3606
1242.89 33.6924
1242.97 30.1507
1243.04 26.7829
1243.08 25.1977
1243.11 23.6673
1243.16 21.7167
1243.21 19.9108
1243.25 18.2110
1243.30 16.6187
1243.35 15.1343
1243.39 13.7567
1243.44 12.4837
1243.47 11.8731
1243.49 11.3124
1243.51 10.7522
1243.54 10.2171
1243.56 9.70620
1243.58 9.23889
1243.61 8.77383
1243.63 8.34916
1243.65 7.92726
1243.68 7.54265
1243.70 7.16117
1243.72 6.81395
1243.75 6.47007
1243.77 6.15753
1243.80 5.84843
1243.82 5.56787
1243.84 5.29076
1243.87 5.03953
1243.89 4.79168
1243.91 4.55775
1243.94 4.33707
1243.96 4.13741
1243.98 3.94081
1244.01 3.76307
1244.03 3.58817
1244.05 3.43015
1244.08 3.27475
1244.10 3.13441
1244.13 2.99643
1244.15 2.87187
1244.17 2.74943
1244.20 2.63891
1244.22 2.53027
1244.24 2.43220
1244.27 2.33578
1244.29 2.24872
1244.34 2.08574
1244.38 1.94081
1244.43 1.81175
1244.48 1.69661
1244.52 1.59368
1244.57 1.50143
1244.62 1.41854
1244.67 1.34234
1244.71 1.27495
1244.76 1.21385
1244.81 1.15825
1244.85 1.10750
1244.90 1.06102
1244.95 1.01831
1245.00 0.978948
1245.04 0.941815
1245.09 0.908133
1245.18 0.847636
1245.28 0.794849
1245.37 0.748404
1245.45 0.712242
1245.54 0.679939
1245.62 0.650258
1245.70 0.623570
1245.78 0.598918
1245.86 0.576660
1245.94 0.556277
1246.02 0.537596
1246.19 0.504586
1246.35 0.477081
1246.51 0.454031
1246.67 0.435208
1246.78 0.425190
1246.88 0.416609
1246.98 0.409424
1247.08 0.403663
1247.19 0.399216
1247.29 0.396170
1247.39 0.394583
1247.50 0.394541
1247.67 0.398342
1247.75 0.402362
1247.84 0.408001
1247.92 0.415706
1248.01 0.425720
1248.10 0.438874
1248.18 0.455663
1248.27 0.477599
1248.35 0.506041
1248.44 0.543057
1248.48 0.565611
1248.52 0.590769
1248.57 0.620201
1248.61 0.653897
1248.65 0.692481
1248.69 0.735563
1248.74 0.785970
1248.78 0.843631
1248.82 0.909533
1248.87 0.982908
1248.91 1.07912
1248.96 1.18779
1249.01 1.31270
1249.05 1.45592
1249.08 1.53682
1249.10 1.61967
1249.13 1.71198
1249.15 1.80636
1249.17 1.91135
1249.20 2.01852
1249.22 2.13754
1249.24 2.25881
1249.27 2.39324
1249.29 2.53611
1249.31 2.68777
1249.34 2.84173
1249.36 3.01174
1249.38 3.18396
1249.41 3.37376
1249.43 3.56563
1249.46 3.77662
1249.48 3.98946
1249.50 4.22300
1249.53 4.45807
1249.55 4.71540
1249.57 4.97382
1249.60 5.25606
1249.62 5.53883
1249.65 5.87320
1249.67 6.22341
1249.70 6.58967
1249.72 6.95709
1249.75 7.35516
1249.77 7.76953
1249.83 8.62945
1249.88 9.56952
1249.93 10.5514
1249.98 11.5893
1250.03 12.6785
1250.07 13.4977
1250.10 14.3152
1250.18 16.0230
1250.25 17.7748
1250.32 19.5146
1250.42 21.7461
1250.51 23.8550
1250.54 24.5915
1250.60 25.6036
1250.65 26.5316
1250.69 27.3168
1250.74 27.9933
1250.80 28.6687
1250.84 29.1179
1250.89 29.4537
1250.94 29.6784
1251.00 29.7747
1251.00 29.7752
1251.02 29.7684
1251.08 29.6176
1251.13 29.3290
1251.18 28.9080
1251.24 28.2586
1251.29 27.5809
1251.34 26.7961
1251.39 25.9148
1251.44 24.9484
1251.52 23.1011
1251.61 21.1017
1251.67 19.6698
1251.73 18.2439
1251.85 15.3912
1251.90 14.2053
1251.95 13.0770
1252.00 11.9899
1252.05 10.9500
1252.10 9.96217
1252.15 9.03000
1252.20 8.15599
1252.25 7.34159
1252.30 6.64541
1252.34 5.99985
1252.37 5.69581
1252.39 5.40408
1252.41 5.12449
1252.43 4.86822
1252.46 4.61177
1252.48 4.36680
1252.50 4.13306
1252.53 3.91027
1252.55 3.69813
1252.57 3.49636
1252.59 3.30463
1252.62 3.13035
1252.64 2.95736
1252.66 2.79347
1252.69 2.63833
1252.71 2.49162
1252.73 2.35300
1252.75 2.22214
1252.78 2.09872
1252.80 1.98732
1252.82 1.87751
1252.85 1.77417
1252.87 1.67702
1252.89 1.58573
1252.94 1.41960
1252.98 1.27650
1253.01 1.18531
1253.05 1.10215
1253.08 1.02636
1253.11 0.957364
1253.14 0.894582
1253.17 0.837488
1253.21 0.785589
1253.24 0.738425
1253.30 0.656627
1253.37 0.589059
1253.43 0.533155
1253.49 0.486762
1253.56 0.448096
1253.62 0.415690
1253.69 0.388348
1253.75 0.365100
1253.81 0.345167
1253.88 0.327924
1254.01 0.299815
1254.11 0.281784
1254.21 0.266685
1254.31 0.253574
1254.41 0.242261
1254.61 0.223334
1254.81 0.208193
1255.01 0.195836
1255.21 0.185623
1255.41 0.177108
1255.61 0.169971
1255.89 0.162010
1256.16 0.155754
1256.44 0.150852
1256.71 0.147072
1256.98 0.144244
1257.26 0.142242
1257.53 0.140974
1257.81 0.140371
1258.21 0.140590
1258.61 0.142037
1259.01 0.144666
1259.41 0.148479
1259.82 0.153519
1260.22 0.159872
1260.62 0.167667
1261.02 0.177086
1261.39 0.187277
1261.75 0.199254
1262.12 0.213319
1262.49 0.229815
1262.67 0.239165
1262.85 0.249333
1263.03 0.260406
1263.22 0.272416
1263.40 0.285611
1263.58 0.300064
1263.77 0.315932
1263.95 0.333298
1264.15 0.354573
1264.35 0.378379
1264.55 0.405126
1264.75 0.435316
1264.95 0.469565
1265.05 0.488542
1265.15 0.508642
1265.25 0.530395
1265.35 0.553513
1265.46 0.578625
1265.56 0.605418
1265.70 0.648741
1265.85 0.697125
1265.99 0.751822
1266.07 0.781912
1266.14 0.814066
1266.21 0.848983
1266.29 0.885962
1266.36 0.925738
1266.43 0.968632
1266.51 1.01502
1266.58 1.06535
1266.65 1.12014
1266.73 1.18003
1266.78 1.22897
1266.84 1.28161
1266.89 1.33838
1266.94 1.39865
1266.99 1.45644
1267.04 1.51866
1267.09 1.58585
1267.14 1.65860
1267.18 1.73758
1267.23 1.82358
1267.28 1.91748
1267.33 2.02029
1267.38 2.13317
1267.40 2.19379
1267.42 2.25743
1267.45 2.32429
1267.47 2.39455
1267.50 2.46846
1267.52 2.54622
1267.54 2.62808
1267.57 2.71431
1267.59 2.80517
1267.62 2.90095
1267.64 3.00195
1267.66 3.10850
1267.69 3.22093
1267.71 3.33960
1267.74 3.47563
1267.76 3.61422
1267.79 3.76090
1267.81 3.91617
1267.84 4.08055
1267.86 4.25456
1267.89 4.43877
1267.91 4.63374
1267.94 4.84860
1267.96 5.06744
1267.99 5.29896
1268.01 5.54382
1268.04 5.80270
1268.06 6.07632
1268.09 6.36539
1268.11 6.67066
1268.14 7.00613
1268.17 7.34678
1268.19 7.70596
1268.22 8.08443
1268.24 8.48299
1268.27 8.90242
1268.29 9.34350
1268.32 9.80702
1268.34 10.3137
1268.37 10.8254
1268.39 11.3617
1268.42 11.9235
1268.44 12.5114
1268.47 13.1260
1268.49 13.7680
1268.52 14.4380
1268.55 15.3370
1268.58 16.2836
1268.61 17.2784
1268.64 18.3221
1268.68 19.4150
1268.71 20.5571
1268.74 21.7485
1268.77 22.9886
1268.82 25.0639
1268.87 27.2126
1268.92 29.4678
1268.97 31.8213
1269.02 34.3121
1269.07 36.8295
1269.17 42.0263
1269.38 52.5742
1269.47 57.0773
1269.56 61.1999
1269.61 63.2878
1269.66 65.1488
1269.71 66.8036
1269.76 68.2323
1269.83 69.8196
1269.90 70.8792
1269.95 71.3304
1270.00 71.4759
1270.01 71.4656
1270.06 71.3008
1270.10 70.9368
1270.14 70.3767
1270.18 69.6257
1270.25 68.1032
1270.31 66.2045
1270.37 63.9856
1270.44 61.5038
1270.52 57.9368
1270.59 54.1028
1270.66 50.8903
1270.72 47.6472
1270.84 41.0465
1270.91 37.7727
1270.97 34.5839
1271.03 31.5110
1271.10 28.5795
1271.15 26.4101
1271.19 24.3865
1271.24 22.4683
1271.29 20.6588
1271.34 18.9254
1271.39 17.3392
1271.43 15.8628
1271.48 14.4940
1271.51 13.6399
1271.55 12.8559
1271.58 12.0902
1271.61 11.3895
1271.64 10.7071
1271.67 10.0843
1271.70 9.49773
1271.73 8.94600
1271.77 8.41143
1271.80 7.92589
1271.83 7.45646
1271.86 7.03093
1271.89 6.62029
1271.92 6.24869
1271.95 5.90147
1271.98 5.57721
1272.02 5.26517
1272.05 4.98350
1272.08 4.71268
1272.11 4.46840
1272.14 4.23366
1272.17 4.02201
1272.20 3.82480
1272.24 3.64104
1272.27 3.46447
1272.30 3.30521
1272.33 3.15671
1272.36 3.01821
1272.39 2.88493
1272.42 2.76450
1272.45 2.65199
1272.49 2.54680
1272.52 2.44530
1272.55 2.35332
1272.58 2.26441
1272.61 2.18368
1272.64 2.10549
1272.67 2.03435
1272.74 1.90428
1272.80 1.78678
1272.86 1.68349
1272.92 1.58930
1272.99 1.50572
1273.05 1.42880
1273.11 1.35887
1273.18 1.29505
1273.24 1.23746
1273.30 1.18361
1273.36 1.13469
1273.43 1.08866
1273.49 1.04660
1273.55 1.00682
1273.61 0.969738
1273.68 0.935091
1273.74 0.903160
1273.86 0.844582
1273.99 0.792739
1274.11 0.746286
1274.24 0.705151
1274.36 0.668293
1274.49 0.635174
1274.60 0.608996
1274.71 0.585279
1274.81 0.563563
1274.92 0.543666
1275.03 0.525269
1275.14 0.508570
1275.25 0.493275
1275.36 0.479279
1275.57 0.454729
1275.79 0.434555
1276.00 0.418193
1276.22 0.405332
1276.40 0.397019
1276.59 0.391028
1276.77 0.387290
1276.95 0.385836
1277.18 0.387378
1277.41 0.392962
1277.52 0.397420
1277.63 0.403100
1277.75 0.410107
1277.86 0.418490
1277.97 0.428558
1278.09 0.440440
1278.20 0.454379
1278.32 0.470529
1278.43 0.489568
1278.54 0.511879
1278.66 0.538148
1278.77 0.569014
1278.83 0.588759
1278.90 0.610668
1278.96 0.635083
1279.02 0.661965
1279.08 0.692686
1279.15 0.727462
1279.21 0.767056
1279.27 0.811628
1279.34 0.863729
1279.40 0.924056
1279.46 0.994258
1279.52 1.07491
1279.59 1.17092
1279.62 1.22420
1279.65 1.28194
1279.68 1.34667
1279.71 1.41477
1279.74 1.48866
1279.77 1.56885
1279.82 1.70058
1279.86 1.84584
1279.90 1.97879
1279.94 2.12517
1279.98 2.28625
1280.01 2.46332
1280.05 2.65778
1280.09 2.87109
1280.12 3.10478
1280.16 3.36041
1280.20 3.63961
1280.23 3.94406
1280.27 4.27543
1280.31 4.63543
1280.35 5.02576
1280.38 5.44809
1280.42 5.90405
1280.46 6.39521
1280.48 6.76221
1280.51 7.14780
1280.53 7.55242
1280.56 7.95982
1280.59 8.40293
1280.61 8.84798
1280.64 9.33083
1280.66 9.81453
1280.69 10.3379
1280.71 10.8822
1280.76 12.0103
1280.82 13.2178
1280.87 14.5028
1280.90 15.3471
1280.93 16.1918
1280.99 17.9844
1281.06 19.8672
1281.12 21.7922
1281.18 23.8012
1281.24 25.8075
1281.37 29.8336
1281.44 32.1272
1281.52 34.2898
1281.58 35.9881
1281.64 37.4984
1281.70 38.7217
1281.75 39.7661
1281.79 40.3399
1281.83 40.8269
1281.87 41.2235
1281.90 41.5198
1281.95 41.7811
1282.00 41.8648
1282.01 41.8615
1282.03 41.8220
1282.06 41.7378
1282.11 41.4369
1282.16 40.9291
1282.22 40.2344
1282.27 39.3087
1282.33 38.2010
1282.38 36.9288
1282.44 35.5120
1282.51 33.5123
1282.58 31.3875
1282.69 27.8408
1282.81 24.2107
1282.92 20.6560
1282.97 18.9487
1283.03 17.3062
1283.08 15.8756
1283.13 14.5141
1283.18 13.2264
1283.23 12.0160
1283.29 10.8849
1283.34 9.83380
1283.36 9.32870
1283.39 8.86244
1283.41 8.41502
1283.44 7.98621
1283.47 7.51172
1283.49 7.07651
1283.52 6.66329
1283.55 6.27152
1283.58 5.90057
1283.61 5.54982
1283.63 5.21858
1283.66 4.90617
1283.69 4.61187
1283.72 4.33495
1283.75 4.07469
1283.77 3.83034
1283.80 3.60118
1283.83 3.38647
1283.86 3.18549
1283.89 2.99753
1283.93 2.75612
1283.96 2.54215
1284.00 2.34753
1284.04 2.17070
1284.08 2.00618
1284.12 1.86097
1284.15 1.72934
1284.19 1.61009
1284.23 1.49935
1284.27 1.40174
1284.31 1.31331
1284.35 1.23315
1284.38 1.16045
1284.42 1.09446
1284.46 1.03450
1284.50 0.979959
1284.55 0.908276
1284.61 0.845569
1284.67 0.790491
1284.72 0.741895
1284.78 0.698811
1284.83 0.660420
1284.89 0.626033
1284.95 0.595073
1285.00 0.567055
1285.06 0.541573
1285.17 0.496913
1285.28 0.458982
1285.39 0.426556
1285.54 0.390702
1285.68 0.360080
1285.82 0.333590
1285.96 0.310590
1286.11 0.290169
1286.25 0.272166
1286.39 0.255972
1286.53 0.241530
1286.76 0.221532
1286.98 0.204342
1287.21 0.189432
1287.43 0.176399
1287.65 0.164925
1287.88 0.154761
1288.10 0.145706
1288.33 0.137598
1288.65 0.127223
1288.98 0.118250
1289.30 0.110427
1289.63 0.103558
1289.96 0.0974861
1290.28 0.0920876
1290.61 0.0872634
1290.93 0.0829457
1291.38 0.0776688
1291.83 0.0730752
1292.28 0.0690428
1292.73 0.0654845
1293.17 0.0623304
1293.62 0.0595241
1294.52 0.0547800
1295.33 0.0512844
1296.15 0.0484048
1296.96 0.0460292
1297.78 0.0440838
1298.59 0.0425052
1299.41 0.0412528
1300.22 0.0402904
1301.03 0.0395974
1302.01 0.0390985
1302.99 0.0389523
1303.97 0.0391694
1304.94 0.0397579
1305.92 0.0407092
1306.90 0.0421052
1307.88 0.0440226
1308.85 0.0465440
1309.83 0.0498088
1310.81 0.0539956
1311.30 0.0565157
1311.79 0.0593778
1312.28 0.0626407
1312.77 0.0663732
1313.25 0.0706566
1313.74 0.0755930
1314.23 0.0813120
1314.72 0.0879652
1315.17 0.0951041
1315.62 0.103419
1316.07 0.113203
1316.51 0.124824
1316.74 0.131471
1316.96 0.138774
1317.19 0.146824
1317.41 0.155726
1317.63 0.165609
1317.86 0.176625
1318.08 0.188964
1318.31 0.202853
1318.53 0.218578
1318.75 0.236492
1318.98 0.257040
1319.20 0.280790
1319.43 0.308478
1319.54 0.324092
1319.65 0.341081
1319.76 0.359622
1319.87 0.379925
1319.99 0.402241
1320.10 0.426873
1320.24 0.462287
1320.38 0.502776
1320.45 0.525739
1320.53 0.550258
1320.60 0.576892
1320.67 0.605942
1320.74 0.638245
1320.81 0.673354
1320.88 0.712245
1320.95 0.755593
1321.02 0.804957
1321.10 0.860010
1321.17 0.922674
1321.24 0.994528
1321.29 1.05651
1321.34 1.12458
1321.40 1.20248
1321.45 1.28864
1321.51 1.38787
1321.56 1.49826
1321.61 1.62600
1321.67 1.76865
1321.69 1.84871
1321.72 1.93422
1321.75 2.02558
1321.77 2.11945
1321.80 2.22348
1321.83 2.33462
1321.85 2.45335
1321.88 2.57532
1321.91 2.71040
1321.93 2.85460
1321.96 3.00848
1321.99 3.16636
1322.01 3.34096
1322.04 3.52702
1322.07 3.72518
1322.09 3.92806
1322.12 4.16047
1322.15 4.40806
1322.18 4.67162
1322.21 4.95191
1322.23 5.24974
1322.26 5.56590
1322.29 5.90119
1322.32 6.25637
1322.35 6.63223
1322.37 7.02952
1322.40 7.44898
1322.43 7.89130
1322.46 8.35716
1322.49 8.84717
1322.51 9.36192
1322.54 9.88220
1322.57 10.4058
1322.59 10.9304
1322.62 11.4983
1322.64 12.0660
1322.69 13.2902
1322.74 14.6031
1322.80 16.0036
1322.85 17.4893
1322.90 19.0562
1322.95 20.6990
1323.00 22.5817
1323.06 24.5354
1323.12 26.5461
1323.17 28.5971
1323.28 32.7435
1323.40 36.8028
1323.46 39.1103
1323.53 41.2441
1323.59 42.9160
1323.64 44.4354
1323.70 45.7801
1323.75 46.9112
1323.81 47.8525
1323.86 48.5561
1323.92 49.0555
1323.98 49.2818
1324.00 49.2958
1324.01 49.2916
1324.04 49.2212
1324.08 49.0704
