Ni-62(n,g) ENDFB-8.0
Energy(eV) XS(b)
1.00000E-05 749.479
1.03125E-05 738.036
1.06250E-05 727.101
1.09375E-05 716.639
1.12500E-05 706.615
1.15625E-05 697.001
1.18750E-05 687.769
1.21875E-05 678.894
1.25000E-05 670.354
1.28125E-05 662.129
1.31250E-05 654.199
1.34375E-05 646.547
1.37500E-05 639.158
1.43750E-05 625.108
1.50000E-05 611.947
1.56250E-05 599.583
1.62500E-05 587.939
1.68750E-05 576.949
1.75000E-05 566.553
1.81250E-05 556.699
1.87500E-05 547.342
1.93750E-05 538.441
2.00000E-05 529.961
2.09375E-05 517.961
2.18750E-05 506.740
2.28125E-05 496.218
2.37500E-05 486.326
2.46875E-05 477.003
2.56250E-05 468.196
2.65625E-05 459.859
2.75000E-05 451.953
2.84375E-05 444.440
2.93750E-05 437.291
3.03125E-05 430.475
3.12500E-05 423.969
3.21875E-05 417.749
3.31250E-05 411.795
3.40625E-05 406.089
3.50000E-05 400.613
3.59375E-05 395.353
3.68750E-05 390.295
3.78125E-05 385.427
3.87500E-05 380.736
3.96875E-05 376.212
4.06250E-05 371.846
4.25000E-05 363.551
4.43750E-05 355.787
4.62500E-05 348.501
4.81250E-05 341.644
5.00000E-05 335.177
5.15625E-05 330.060
5.31250E-05 325.170
5.46875E-05 320.491
5.62500E-05 316.008
5.78125E-05 311.708
5.93750E-05 307.580
6.09375E-05 303.611
6.25000E-05 299.792
6.40625E-05 296.113
6.56250E-05 292.567
6.71875E-05 289.145
6.87500E-05 285.840
7.18750E-05 279.557
7.50000E-05 273.671
7.81250E-05 268.142
8.12500E-05 262.935
8.43750E-05 258.019
8.75000E-05 253.370
9.06250E-05 248.963
9.37500E-05 244.779
9.68750E-05 240.798
0.000100000 237.006
0.000103125 233.387
0.000106250 229.930
0.000109375 226.621
0.000112500 223.451
0.000115625 220.411
0.000118750 217.492
0.000121875 214.685
0.000125000 211.985
0.000128125 209.384
0.000131250 206.876
0.000134375 204.456
0.000137500 202.119
0.000143750 197.677
0.000150000 193.515
0.000156250 189.605
0.000162500 185.923
0.000168750 182.447
0.000175000 179.160
0.000181250 176.044
0.000187500 173.085
0.000193750 170.270
0.000200000 167.589
0.000209375 163.794
0.000218750 160.245
0.000228125 156.918
0.000237500 153.790
0.000246875 150.842
0.000256250 148.057
0.000265625 145.420
0.000275000 142.920
0.000284375 140.545
0.000293750 138.284
0.000303125 136.128
0.000312500 134.071
0.000321875 132.104
0.000331250 130.221
0.000340625 128.417
0.000350000 126.685
0.000359375 125.022
0.000368750 123.422
0.000378125 121.883
0.000387500 120.399
0.000396875 118.969
0.000406250 117.588
0.000425000 114.965
0.000443750 112.510
0.000462500 110.206
0.000481250 108.038
0.000500000 105.993
0.000515625 104.374
0.000531250 102.828
0.000546875 101.348
0.000562500 99.9307
0.000578125 98.5710
0.000593750 97.2654
0.000609375 96.0103
0.000625000 94.8026
0.000640625 93.6393
0.000656250 92.5179
0.000671875 91.4357
0.000687500 90.3907
0.000718750 88.4039
0.000750000 86.5426
0.000781250 84.7941
0.000812500 83.1474
0.000843750 81.5931
0.000875000 80.1229
0.000906250 78.7293
0.000937500 77.4061
0.000968750 76.1474
0.00100000 74.9481
0.00103125 73.8038
0.00106250 72.7104
0.00109375 71.6641
0.00112500 70.6618
0.00115625 69.7004
0.00118750 68.7771
0.00121875 67.8896
0.00125000 67.0357
0.00128125 66.2131
0.00131250 65.4201
0.00134375 64.6549
0.00137500 63.9160
0.00143750 62.5111
0.00150000 61.1949
0.00156250 59.9585
0.00162500 58.7942
0.00168750 57.6951
0.00175000 56.6555
0.00181250 55.6701
0.00187500 54.7344
0.00193750 53.8443
0.00200000 52.9963
0.00209375 51.7962
0.00218750 50.6742
0.00228125 49.6220
0.00237500 48.6327
0.00246875 47.7004
0.00256250 46.8197
0.00265625 45.9860
0.00275000 45.1954
0.00284375 44.4441
0.00293750 43.7291
0.00303125 43.0476
0.00312500 42.3970
0.00321875 41.7750
0.00331250 41.1796
0.00340625 40.6089
0.00350000 40.0613
0.00359375 39.5353
0.00368750 39.0295
0.00378125 38.5427
0.00387500 38.0736
0.00396875 37.6212
0.00406250 37.1846
0.00425000 36.3551
0.00443750 35.5787
0.00462500 34.8501
0.00481250 34.1644
0.00500000 33.5177
0.00515625 33.0060
0.00531250 32.5170
0.00546875 32.0491
0.00562500 31.6008
0.00578125 31.1709
0.00593750 30.7580
0.00609375 30.3611
0.00625000 29.9792
0.00640625 29.6113
0.00656250 29.2567
0.00671875 28.9145
0.00687500 28.5840
0.00718750 27.9557
0.00750000 27.3671
0.00781250 26.8142
0.00812500 26.2935
0.00843750 25.8019
0.00875000 25.3370
0.00906250 24.8963
0.00937500 24.4779
0.00968750 24.0798
0.0100000 23.7006
0.0103125 23.3387
0.0106250 22.9929
0.0109375 22.6621
0.0112500 22.3451
0.0115625 22.0411
0.0118750 21.7492
0.0121875 21.4685
0.0125000 21.1985
0.0128125 20.9384
0.0131250 20.6877
0.0134375 20.4457
0.0137500 20.2120
0.0143750 19.7678
0.0150000 19.3516
0.0156250 18.9606
0.0162500 18.5924
0.0168750 18.2449
0.0175000 17.9161
0.0181250 17.6045
0.0187500 17.3085
0.0193750 17.0271
0.0200000 16.7589
0.0206625 16.4880
0.0213250 16.2298
0.0219875 15.9834
0.0226500 15.7479
0.0233125 15.5225
0.0239750 15.3066
0.0246375 15.0994
0.0253000 14.9004
0.0264578 14.5707
0.0276156 14.2620
0.0287734 13.9722
0.0299313 13.6993
0.0310891 13.4419
0.0322469 13.1984
0.0334047 12.9677
0.0345625 12.7487
0.0355274 12.5745
0.0364922 12.4071
0.0374570 12.2463
0.0384219 12.0916
0.0393867 11.9426
0.0403516 11.7989
0.0413164 11.6603
0.0422813 11.5265
0.0442109 11.2721
0.0461406 11.0338
0.0480703 10.8100
0.0500000 10.5993
0.0515625 10.4375
0.0531250 10.2828
0.0546875 10.1348
0.0562500 9.99309
0.0578125 9.85712
0.0593750 9.72657
0.0609375 9.60109
0.0625000 9.48035
0.0640625 9.36406
0.0656250 9.25196
0.0671875 9.14379
0.0687500 9.03934
0.0718750 8.84073
0.0750000 8.65464
0.0781250 8.47981
0.0812500 8.31513
0.0843750 8.15967
0.0875000 8.01261
0.0906250 7.87323
0.0937500 7.74087
0.0968750 7.61497
0.100000 7.49502
0.103125 7.38057
0.106250 7.27120
0.109375 7.16657
0.112500 7.06632
0.115625 6.97017
0.118750 6.87785
0.121875 6.78912
0.125000 6.70374
0.128125 6.62152
0.131250 6.54227
0.134375 6.46581
0.137500 6.39197
0.143750 6.25157
0.150000 6.12000
0.156250 5.99637
0.162500 5.87991
0.168750 5.76998
0.175000 5.66600
0.181250 5.56745
0.187500 5.47390
0.193750 5.38494
0.200000 5.30019
0.209375 5.18025
0.218750 5.06806
0.228125 4.96282
0.237500 4.86387
0.246875 4.77061
0.256250 4.68252
0.265625 4.59914
0.275000 4.52006
0.284375 4.44492
0.293750 4.37342
0.303125 4.30525
0.312500 4.24019
0.321875 4.17798
0.331250 4.11844
0.340625 4.06137
0.350000 4.00662
0.359375 3.95402
0.368750 3.90345
0.378125 3.85478
0.387500 3.80790
0.396875 3.76272
0.406250 3.71913
0.425000 3.63629
0.443750 3.55868
0.462500 3.48581
0.500000 3.35278
0.531250 3.25287
0.562500 3.16122
0.593750 3.07689
0.625000 2.99897
0.687500 2.85940
0.750000 2.73769
0.812500 2.63032
0.875000 2.53495
0.937500 2.44926
1.00000 2.37148
1.06250 2.30067
1.12500 2.23586
1.18750 2.17624
1.25000 2.12116
1.37500 2.02250
1.50000 1.93646
1.62500 1.86056
1.75000 1.79313
1.87500 1.73256
2.00000 1.67751
2.18750 1.60402
2.37500 1.53950
2.56250 1.48221
2.75000 1.43100
2.93750 1.38478
3.12500 1.34267
3.31250 1.30420
3.50000 1.26887
3.87500 1.20607
4.25000 1.15179
4.62500 1.10427
5.00000 1.06226
5.31250 1.03072
5.62500 1.00180
5.93750 0.975198
6.25000 0.950623
6.87500 0.906611
7.50000 0.868235
8.12500 0.834388
8.75000 0.804284
9.37500 0.777252
10.0000 0.752762
10.6250 0.730474
11.2500 0.710076
11.8750 0.691317
12.5000 0.673988
13.7500 0.642960
15.0000 0.615913
16.2500 0.592064
17.5000 0.570851
18.7500 0.551807
20.0000 0.534560
21.8750 0.511538
23.7500 0.491325
25.6250 0.473389
27.5000 0.457346
29.3750 0.442877
31.2500 0.429731
33.1250 0.417728
35.0000 0.406712
38.7500 0.387157
42.5000 0.370282
46.2500 0.355530
50.0000 0.342499
53.1250 0.332728
56.2500 0.323792
59.3750 0.315584
62.5000 0.308011
68.7500 0.294477
75.0000 0.282710
81.2500 0.272361
87.5000 0.263177
93.7500 0.254954
100.000 0.247535
106.250 0.240804
112.500 0.234664
125.000 0.223852
137.500 0.214617
150.000 0.206622
162.500 0.199622
175.000 0.193438
187.500 0.187928
200.000 0.182982
218.750 0.176445
237.500 0.170777
256.250 0.165814
275.000 0.161435
293.750 0.157544
312.500 0.154065
331.250 0.150940
350.000 0.148121
387.500 0.143252
425.000 0.139216
462.500 0.135845
500.000 0.133013
531.250 0.130998
562.500 0.129251
625.000 0.126433
687.500 0.124355
750.000 0.122876
812.500 0.121897
875.000 0.121344
937.500 0.121164
1000.00 0.121316
1062.50 0.121770
1125.00 0.122505
1187.50 0.123504
1250.00 0.124757
1312.50 0.126254
1375.00 0.127994
1437.50 0.129973
1500.00 0.132194
1562.50 0.134660
1625.00 0.137376
1687.50 0.140351
1750.00 0.143593
1812.50 0.147115
1875.00 0.150931
1937.50 0.155056
2000.00 0.159507
2068.70 0.164828
2137.39 0.170568
2206.08 0.176790
2274.78 0.183565
2343.47 0.190864
2412.17 0.198814
2446.51 0.203005
2480.86 0.207427
2549.55 0.216716
2618.25 0.226888
2652.60 0.232229
2686.94 0.237868
2755.64 0.249785
2824.33 0.262795
2893.03 0.276848
2961.72 0.292201
2996.07 0.300311
3030.41 0.308883
3099.11 0.326915
3168.91 0.347022
3203.81 0.357607
3238.71 0.368745
3308.52 0.392357
3343.42 0.404864
3378.32 0.417976
3448.12 0.445471
3517.93 0.475252
3552.83 0.490772
3587.73 0.506924
3657.53 0.540479
3745.78 0.585431
3834.03 0.631997
4010.52 0.724640
4098.77 0.765760
4142.89 0.784075
4187.01 0.800539
4231.14 0.813755
4275.26 0.824264
4319.38 0.831964
4363.51 0.836610
4422.34 0.836558
4481.17 0.830024
4540.00 0.817185
4597.50 0.798980
4655.00 0.775841
4712.50 0.748577
4770.00 0.718084
4827.50 0.685274
4885.00 0.651018
5000.00 0.581188
5080.25 0.533622
5160.50 0.488128
5240.75 0.445309
5321.00 0.406052
5361.13 0.387402
5401.26 0.369953
5481.51 0.336975
5521.63 0.321875
5561.76 0.307469
5601.88 0.293714
5642.01 0.280614
5715.67 0.258581
5752.50 0.248204
5789.32 0.238482
5862.98 0.220254
5936.64 0.203829
6010.30 0.188824
6083.95 0.175280
6120.78 0.168929
6157.61 0.162963
6231.27 0.151687
6304.93 0.141515
6341.75 0.136705
6378.58 0.132175
6452.24 0.123634
6525.90 0.115857
6599.56 0.108680
