Sm-150(n,tot) ENDFB-8.0
0.00359375 158.508
0.00368750 156.570
0.00378125 154.704
0.00387500 152.907
0.00396875 151.174
0.00406250 149.501
0.00425000 146.323
0.00443750 143.349
0.00462500 140.558
0.00481250 137.932
0.00500000 135.454
0.00515585 133.499
0.00531171 131.631
0.00546756 129.843
0.00562341 128.130
0.00564453 127.903
0.00572022 127.101
0.00579590 126.315
0.00594727 124.788
0.00609863 123.319
0.00625000 121.903
0.00640625 120.494
0.00656250 119.136
0.00671875 117.826
0.00687500 116.560
0.00718750 114.155
0.00750000 111.901
0.00781250 109.784
0.00812500 107.790
0.00843750 105.908
0.00875000 104.128
0.00906250 102.441
0.00937500 100.839
0.00968750 99.3147
0.0100000 97.8628
0.0103125 96.4774
0.0106250 95.1536
0.0109375 93.8871
0.0112500 92.6738
0.0115625 91.5100
0.0118750 90.3926
0.0121875 89.3184
0.0125000 88.2849
0.0128125 87.2894
0.0131250 86.3297
0.0134375 85.4037
0.0137500 84.5095
0.0143750 82.8092
0.0150000 81.2163
0.0156250 79.7199
0.0162500 78.3106
0.0168750 76.9803
0.0175000 75.7218
0.0181250 74.5290
0.0187500 73.3964
0.0193750 72.3191
0.0200000 71.2927
0.0206625 70.2559
0.0213250 69.2679
0.0219875 68.3249
0.0226500 67.4236
0.0233125 66.5610
0.0239750 65.7344
0.0246375 64.9414
0.0253000 64.1797
0.0261776 63.2156
0.0270552 62.2989
0.0279328 61.4257
0.0288104 60.5928
0.0296880 59.7972
0.0305656 59.0361
0.0314432 58.3072
0.0323208 57.6082
0.0333293 56.8394
0.0343377 56.1046
0.0353462 55.4014
0.0363547 54.7276
0.0373631 54.0811
0.0383716 53.4602
0.0393801 52.8632
0.0403885 52.2886
0.0413970 51.7352
0.0424055 51.2016
0.0434139 50.6866
0.0444224 50.1894
0.0464393 49.2438
0.0484563 48.3578
0.0500000 47.7162
0.0515585 47.0979
0.0531171 46.5070
0.0546756 45.9415
0.0562341 45.3997
0.0564453 45.3280
0.0572022 45.0744
0.0579590 44.8257
0.0594727 44.3428
0.0609863 43.8780
0.0625000 43.4302
0.0640625 42.9848
0.0656250 42.5554
0.0671875 42.1411
0.0687500 41.7411
0.0718750 40.9802
0.0750000 40.2671
0.0781250 39.5969
0.0812500 38.9655
0.0843750 38.3694
0.0875000 37.8054
0.0906250 37.2708
0.0937500 36.7631
0.0968750 36.2801
0.100000 35.8199
0.103125 35.3807
0.106250 34.9610
0.109375 34.5593
0.112500 34.1745
0.115625 33.8052
0.118750 33.4507
0.121875 33.1098
0.125000 32.7817
0.128125 32.4658
0.131250 32.1612
0.134375 31.8674
0.137500 31.5837
0.143750 31.0441
0.150000 30.5380
0.156250 30.0621
0.162500 29.6137
0.168750 29.1903
0.175000 28.7895
0.181250 28.4097
0.187500 28.0492
0.193750 27.7064
0.200000 27.3797
0.209375 26.9171
0.218750 26.4838
0.228125 26.0773
0.237500 25.6948
0.246875 25.3342
0.256250 24.9934
0.265625 24.6706
0.275000 24.3644
0.284375 24.0733
0.293750 23.7961
0.303125 23.5318
0.312500 23.2792
0.321875 23.0378
0.331250 22.8067
0.340625 22.5851
0.350000 22.3724
0.359375 22.1680
0.368750 21.9714
0.378125 21.7820
0.387500 21.5996
0.396875 21.4238
0.406250 21.2543
0.425000 20.9319
0.443750 20.6295
0.462500 20.3456
0.500000 19.8274
0.531171 19.4393
0.562341 19.0823
0.564453 19.0592
0.570313 18.9957
0.583984 18.8521
0.597656 18.7141
0.625000 18.4515
0.687500 17.9119
0.750000 17.4447
0.812500 17.0367
0.875000 16.6793
0.937500 16.3643
0.968749 16.2209
0.999999 16.0840
1.00000 16.0840
1.00000 16.0839
1.00001 16.0839
1.00002 16.0839
1.00003 16.0838
1.00006 16.0837
1.00012 16.0834
1.00025 16.0829
1.00049 16.0819
1.00098 16.0798
1.00196 16.0757
1.00391 16.0674
1.00781 16.0510
1.02295 15.9891
1.03809 15.9296
1.06836 15.8167
1.12891 15.6095
1.18945 15.4264
1.25000 15.2684
1.35890 15.0416
1.46780 14.8844
1.50000 14.8526
1.56250 14.8090
1.62500 14.7900
1.68750 14.7979
1.75000 14.8337
1.77828 14.8596
1.78130 14.8629
1.79037 14.8731
1.81658 14.9071
1.84278 14.9478
1.89519 15.0492
1.94759 15.1785
2.00000 15.3393
2.03861 15.4810
2.07722 15.6453
2.09652 15.7364
2.11582 15.8339
2.13513 15.9382
2.15443 16.0496
2.15844 16.0738
2.16245 16.0982
2.17336 16.1665
2.18426 16.2375
2.20608 16.3882
2.24970 16.7247
2.29332 17.1129
2.33694 17.5621
2.38056 18.0828
2.42418 18.6872
2.46780 19.3888
2.48962 19.7826
2.51143 20.2099
2.53611 20.7380
2.54845 21.0211
2.56079 21.3177
2.56696 21.4714
2.57313 21.6288
2.58548 21.9550
2.59782 22.2974
2.61016 22.6571
2.61240 22.7245
2.61465 22.7924
2.62074 22.9803
2.62684 23.1730
2.63903 23.5734
2.65123 23.9950
2.66342 24.4390
2.68781 25.4003
2.71220 26.4710
2.73659 27.6672
2.76098 29.0088
2.78537 30.5197
2.80976 32.2286
2.82840 33.6898
2.84705 35.3051
2.86570 37.0964
2.88434 39.0909
2.90299 41.3220
2.92163 43.8284
2.93096 45.1990
2.94028 46.6565
2.94960 48.2083
2.95892 49.8624
2.96958 51.8903
2.98277 54.6270
2.99597 57.6447
3.00916 60.9836
3.02236 64.6908
3.03555 68.8232
3.04875 73.4487
3.05535 75.9715
3.06194 78.6494
3.06854 81.4957
3.07514 84.5250
3.08058 87.1754
3.08603 89.9711
3.09148 92.9238
3.09692 96.0445
3.10237 99.3476
3.10782 102.846
3.11326 106.558
3.11871 110.499
3.12416 114.690
3.12960 119.152
3.13505 123.911
3.14050 128.991
3.14594 134.426
3.15139 140.247
3.15684 146.494
3.16228 153.209
3.17004 163.686
3.17416 169.731
3.17828 176.146
3.18240 182.965
3.18652 190.222
3.19064 197.957
3.19476 206.214
3.19888 215.042
3.20299 224.494
3.20711 234.636
3.21123 245.536
3.21535 257.275
3.21947 269.942
3.22359 283.639
3.22771 298.485
3.23183 314.612
3.23594 332.170
3.23861 344.374
3.24127 357.305
3.24394 371.021
3.24660 385.578
3.24926 401.059
3.25193 417.533
3.25459 435.083
3.25725 453.791
3.25992 473.769
3.26258 495.117
3.26525 517.948
3.26791 542.379
3.27057 568.560
3.27324 596.615
3.27590 626.717
3.27856 659.007
3.28223 707.330
3.28589 760.610
3.28955 819.346
3.29321 884.039
3.29505 918.810
3.29688 955.253
3.29871 993.475
3.30054 1033.50
3.30237 1075.43
3.30420 1119.28
3.30603 1165.13
3.30787 1213.04
3.31153 1315.25
3.31519 1426.17
3.31885 1546.08
3.32252 1674.98
3.32618 1812.83
3.32984 1959.26
3.33350 2113.77
3.33716 2275.58
3.34216 2506.10
3.34715 2744.66
3.35714 3227.49
3.36192 3450.59
3.36670 3661.13
3.37147 3853.37
3.37625 4021.70
3.37884 4101.23
3.38144 4171.42
3.38403 4231.61
3.38663 4281.20
3.38922 4319.73
3.39181 4346.82
3.39441 4362.18
3.39700 4365.69
3.39908 4359.93
3.40245 4334.47
3.40582 4289.50
3.40919 4225.79
3.41256 4144.43
3.41594 4046.76
3.41931 3934.37
3.42268 3809.01
3.42605 3672.61
3.43054 3477.27
3.43502 3270.50
3.44400 2840.80
3.45243 2441.22
3.45665 2249.93
3.46086 2067.08
3.46508 1894.00
3.46929 1731.77
3.47351 1580.98
3.47772 1441.90
3.47983 1376.72
3.48194 1314.41
3.48405 1254.95
3.48616 1198.26
3.48826 1144.29
3.49037 1092.95
3.49248 1044.17
3.49459 997.878
3.49670 953.944
3.49880 912.294
3.50091 872.832
3.50302 835.461
3.50513 800.083
3.50724 766.603
3.50934 734.924
3.51145 704.969
3.51356 676.617
3.51567 649.796
3.51777 624.419
3.51988 600.406
3.52199 577.677
3.52410 556.158
3.52621 535.778
3.52831 516.477
3.53061 496.554
3.53291 477.758
3.53521 459.999
3.53751 443.224
3.53981 427.353
3.54211 412.340
3.54671 384.639
3.55131 359.719
3.55591 337.229
3.56051 316.870
3.56511 298.383
3.56932 282.889
3.57354 268.633
3.57775 255.484
3.58197 243.329
3.58619 232.069
3.59040 221.617
3.59462 211.895
3.59883 202.838
3.60305 194.382
3.60726 186.475
3.61148 179.070
3.61570 172.127
3.61991 165.603
3.62413 159.466
3.62834 153.687
3.63256 148.239
3.63677 143.093
3.64099 138.230
3.64942 129.269
3.65785 121.211
3.66628 113.940
3.67472 107.353
3.68315 101.368
3.69158 95.9119
3.70001 90.9246
3.70691 87.1549
3.71381 83.6386
3.72071 80.3524
3.72760 77.2772
3.73450 74.3942
3.74140 71.6884
3.74830 69.1445
3.75520 66.7504
3.76210 64.4937
3.76900 62.3646
3.77589 60.3530
3.78279 58.4508
3.79659 54.9433
3.81039 51.7874
3.82079 49.6127
3.83119 47.5954
3.83119 47.5950
3.83120 47.5939
3.83120 47.5928
3.83121 47.5907
3.83124 47.5864
3.83128 47.5778
3.83138 47.5606
3.83156 47.5265
3.83211 47.4242
3.83266 47.3223
3.83429 47.0230
3.83591 46.7272
3.83917 46.1455
3.84567 45.0206
3.85218 43.9443
3.85869 42.9141
3.86519 41.9270
3.87170 40.9810
3.87821 40.0736
3.88471 39.2027
3.89122 38.3664
3.89447 37.9605
3.89773 37.5628
3.90098 37.1727
3.90423 36.7902
3.90749 36.4152
3.91074 36.0473
3.91725 35.3321
3.92375 34.6437
3.93026 33.9804
3.93676 33.3413
3.94316 32.7351
3.94956 32.1500
3.96236 31.0394
3.97516 30.0024
3.98795 29.0324
4.00075 28.1237
4.01355 27.2709
4.02634 26.4694
4.03914 25.7149
4.05194 25.0037
4.06473 24.3326
4.09033 23.0990
4.11592 21.9936
4.14152 20.9991
4.15838 20.3973
4.17524 19.8337
4.19211 19.3050
4.20897 18.8083
4.22583 18.3411
4.24270 17.9009
4.27642 17.0936
4.31015 16.3717
4.34387 15.7233
4.37760 15.1383
4.41133 14.6084
4.44011 14.1946
4.46889 13.8124
4.49767 13.4587
4.52646 13.1303
4.55524 12.8241
4.58402 12.5377
4.59842 12.4013
4.61281 12.2693
4.64159 12.0180
4.64159 12.0179
4.64160 12.0179
4.64160 12.0179
4.64161 12.0178
4.64163 12.0176
4.64167 12.0173
4.64175 12.0166
4.64191 12.0153
4.64223 12.0126
4.64286 12.0072
4.64476 11.9913
4.64666 11.9754
4.65218 11.9295
4.65770 11.8843
4.66874 11.7955
4.67979 11.7088
4.69083 11.6241
4.70187 11.5415
4.71291 11.4607
4.73500 11.3045
4.77916 11.0119
4.82333 10.7432
4.86750 10.4955
4.91167 10.2664
4.95583 10.0540
5.00000 9.85702
5.07793 9.54054
5.15585 9.25752
5.23378 9.00331
5.31171 8.77345
5.38963 8.56432
5.46756 8.37295
5.54548 8.19688
5.58445 8.11384
5.62341 8.03378
5.62341 8.03377
5.62342 8.03376
5.62342 8.03375
5.62344 8.03372
5.62346 8.03367
5.62351 8.03357
5.62361 8.03337
5.62382 8.03296
5.62422 8.03214
5.62503 8.03051
5.62665 8.02726
5.62988 8.02076
5.63477 8.01100
5.65399 7.97304
5.67322 7.93583
5.71167 7.86356
5.78858 7.72691
5.94238 7.47667
6.09619 7.25329
6.25000 7.05234
6.39073 6.88477
6.53146 6.73047
6.67219 6.58919
6.74256 6.52071
6.81292 6.45345
6.81292 6.45345
6.81293 6.45344
6.81294 6.45344
6.81295 6.45342
6.81298 6.45339
6.81304 6.45334
6.81316 6.45322
6.81341 6.45300
6.81389 6.45254
6.81486 6.45164
6.81680 6.44982
6.82068 6.44621
6.82844 6.43901
6.84943 6.41975
6.87041 6.40080
6.91239 6.36363
6.99633 6.29157
7.16422 6.15549
7.50000 5.90909
7.87702 5.66735
8.25404 5.45514
8.25691 5.45364
8.25978 5.45214
8.26744 5.44815
8.27510 5.44417
8.29042 5.43625
8.32105 5.42057
8.38233 5.38989
8.50489 5.33153
8.75000 5.22037
9.06250 5.09466
9.37500 4.98631
9.68749 4.89575
9.84374 4.85839
9.92187 4.84049
9.96093 4.83175
9.99999 4.82336
10.0000 4.82336
10.0000 4.82335
10.0001 4.82334
10.0001 4.82333
10.0003 4.82330
10.0005 4.82325
10.0010 4.82315
10.0020 4.82294
10.0040 4.82252
10.0101 4.82127
10.0161 4.82004
10.0282 4.81761
10.0523 4.81290
10.1005 4.80404
10.1969 4.78813
10.3898 4.76332
10.5826 4.74597
10.7755 4.73800
10.9683 4.74095
11.1612 4.75532
11.3540 4.78147
11.5469 4.82127
11.8311 4.90796
11.9732 4.96571
12.0087 4.98183
12.0442 4.99858
12.0798 5.01601
12.1153 5.03421
12.1189 5.03612
12.1322 5.04313
12.1454 5.05025
12.1718 5.06486
12.2247 5.09546
12.3304 5.16200
12.4362 5.23590
12.5419 5.31799
12.6476 5.40900
12.7534 5.50942
12.8591 5.62009
12.9649 5.74145
13.0454 5.84193
13.1260 5.95025
13.2066 6.06667
13.2871 6.19165
13.3758 6.33974
13.4644 6.49977
13.5530 6.67270
13.6416 6.85957
13.7302 7.06157
13.7746 7.16861
13.8189 7.27992
13.8632 7.39567
13.9075 7.51606
13.9518 7.64128
13.9961 7.77155
14.0387 7.90182
14.0813 8.03717
14.1240 8.17783
14.1666 8.32402
14.2092 8.47599
14.2518 8.63399
14.2944 8.79831
14.3371 8.96917
14.3797 9.14698
14.4223 9.33200
14.4649 9.52458
14.4862 9.62381
14.5075 9.72500
14.5288 9.82830
14.5395 9.88077
14.5501 9.93371
14.5608 9.98724
14.5715 10.0413
14.5821 10.0959
14.5928 10.1510
14.6034 10.2068
14.6141 10.2631
14.6354 10.3775
14.6780 10.6135
14.7079 10.7853
14.7480 11.0238
14.7881 11.2721
14.8282 11.5305
14.8683 11.7993
14.9084 12.0793
14.9486 12.3710
14.9887 12.6751
15.0288 12.9920
15.0689 13.3226
15.1090 13.6677
15.1491 14.0279
15.1892 14.4039
15.2293 14.7968
15.2694 15.2075
15.3095 15.6368
15.3496 16.0858
15.4141 16.8520
15.4785 17.6773
15.5430 18.5676
15.6074 19.5288
15.6719 20.5682
15.7041 21.1200
15.7363 21.6946
15.7686 22.2938
15.8008 22.9185
15.8330 23.5703
15.8652 24.2503
15.9096 25.2349
15.9539 26.2802
15.9982 27.3913
16.0425 28.5736
16.0868 29.8330
16.1311 31.1760
16.1754 32.6100
16.2197 34.1428
16.2641 35.7839
16.3084 37.5425
16.3527 39.4299
16.3970 41.4587
16.4413 43.6432
16.4856 45.9984
16.5299 48.5422
16.5742 51.2948
16.6186 54.2797
16.6629 57.5214
16.7072 61.0503
16.7515 64.9002
16.7958 69.1105
16.8401 73.7262
16.8623 76.2028
16.8844 78.8000
16.9066 81.5281
16.9287 84.3931
16.9694 90.0450
16.9897 93.0767
17.0101 96.2579
17.0304 99.5983
17.0507 103.109
17.0710 106.800
17.0914 110.685
17.1117 114.777
17.1320 119.091
17.1524 123.642
17.1727 128.449
17.1930 133.530
17.2134 138.908
17.2337 144.605
17.2540 150.647
17.2783 158.343
17.3025 166.624
17.3267 175.550
17.3510 185.185
17.3752 195.614
17.3994 206.916
17.4237 219.201
17.4479 232.573
17.4721 247.177
17.4964 263.154
17.5206 280.695
17.5448 299.996
17.5691 321.317
17.5812 332.820
17.5933 344.929
17.6054 357.708
17.6176 371.195
17.6297 385.446
17.6418 400.504
17.6506 412.038
17.6594 424.055
17.6683 436.597
17.6771 449.694
17.6947 477.712
17.7124 508.377
17.7300 542.076
17.7477 579.183
17.7653 620.204
17.7741 642.358
17.7829 665.716
17.7920 691.201
17.8012 718.174
17.8103 746.757
17.8194 777.083
17.8285 809.297
17.8376 843.566
17.8467 880.070
17.8558 919.014
17.8695 982.631
17.8832 1053.18
17.8900 1091.40
17.8969 1131.72
17.9037 1174.36
17.9106 1219.49
17.9174 1267.41
17.9243 1318.18
17.9311 1372.23
17.9379 1429.65
17.9448 1490.93
17.9516 1556.23
17.9585 1626.01
17.9653 1700.70
17.9754 1820.18
17.9854 1952.90
17.9904 2024.82
17.9954 2100.80
18.0005 2181.14
18.0055 2265.97
18.0105 2355.97
18.0155 2451.33
18.0205 2552.44
18.0255 2659.70
18.0306 2773.57
18.0356 2894.50
18.0406 3022.99
18.0456 3159.27
18.0506 3304.45
18.0557 3458.82
18.0607 3622.99
18.0657 3797.58
18.0707 3983.23
18.0757 4180.62
18.0808 4390.41
18.0858 4612.83
18.0908 4849.47
18.0958 5100.57
18.1008 5366.83
18.1058 5648.89
18.1109 5947.40
18.1159 6262.95
18.1209 6596.10
18.1259 6946.62
18.1323 7420.49
18.1387 7925.01
18.1451 8460.56
18.1515 9026.34
18.1579 9623.83
18.1642 10251.5
18.1706 10908.2
18.1770 11591.2
18.1871 12716.2
18.1971 13892.4
18.2172 16336.8
18.2380 18859.1
18.2484 20051.1
18.2588 21157.4
18.2659 21850.8
18.2730 22482.3
18.2801 23043.4
18.2872 23526.6
18.2943 23925.0
18.3014 24233.1
18.3085 24446.5
18.3156 24562.2
18.3200 24584.1
18.3271 24539.2
18.3342 24395.6
18.3413 24155.4
18.3484 23822.2
18.3556 23401.0
18.3627 22897.9
18.3698 22319.9
18.3769 21674.9
18.3865 20716.3
18.3960 19674.0
18.4056 18570.5
18.4152 17428.0
18.4340 15141.4
18.4435 14016.0
18.4529 12923.9
18.4616 11960.3
18.4702 11040.6
18.4789 10170.1
18.4875 9353.20
18.4961 8590.24
18.5048 7882.90
18.5134 7230.79
18.5221 6633.21
18.5264 6353.32
18.5307 6086.69
18.5351 5831.75
18.5394 5589.30
18.5437 5357.83
18.5480 5138.00
18.5524 4928.85
18.5567 4729.96
18.5610 4540.48
18.5653 4360.85
18.5696 4190.22
18.5740 4028.16
18.5783 3873.92
18.5826 3727.81
18.5869 3589.07
18.5913 3457.33
18.5960 3320.96
18.6007 3192.04
18.6054 3070.14
18.6101 2955.08
18.6148 2845.97
18.6196 2742.68
18.6243 2644.86
18.6290 2552.36
18.6384 2381.10
18.6479 2226.95
18.6573 2087.54
18.6667 1961.38
18.6754 1855.85
18.6840 1758.99
18.6927 1669.88
18.7013 1587.80
18.7100 1511.85
18.7186 1441.50
18.7273 1376.20
18.7359 1315.55
18.7446 1258.96
18.7532 1206.13
18.7619 1156.73
18.7705 1110.51
18.7792 1067.09
18.7878 1026.34
18.7964 987.956
18.8051 951.825
18.8137 917.697
18.8224 885.458
18.8310 854.968
18.8397 826.131
18.8570 772.800
18.8743 724.719
18.8916 681.157
18.9089 641.597
18.9262 605.515
18.9434 572.542
18.9576 547.592
18.9718 524.327
18.9859 502.579
19.0001 482.217
19.0142 463.122
19.0284 445.190
19.0425 428.326
19.0567 412.444
19.0708 397.469
19.0850 383.331
19.0991 369.968
19.1133 357.323
19.1416 333.987
19.1699 312.965
19.1872 301.123
19.2044 289.979
19.2217 279.467
19.2390 269.552
19.2563 260.176
19.2736 251.312
19.3082 234.954
19.3428 220.224
19.3774 206.910
19.4120 194.833
19.4466 183.843
19.4843 172.941
19.5220 163.041
19.5598 154.017
19.5975 145.773
19.6353 138.218
19.6730 131.278
19.7107 124.885
19.7484 118.982
19.7799 114.397
19.8113 110.091
19.8428 106.041
19.8742 102.228
19.9057 98.6312
19.9371 95.2379
19.9686 92.0304
20.0000 88.9971
20.0382 85.5238
20.0765 82.2675
20.1147 79.2099
20.1529 76.3357
20.1911 73.6288
20.2294 71.0769
20.2676 68.6682
20.3058 66.3925
20.3441 64.2390
20.3823 62.1993
20.4587 58.4303
20.5352 55.0284
20.6116 51.9463
20.6597 50.1539
20.7078 48.4640
20.7558 46.8683
20.8039 45.3602
20.8520 43.9330
20.9000 42.5813
20.9961 40.0804
21.0923 37.8185
21.1884 35.7666
21.2845 33.8990
21.3326 33.0273
21.3806 32.1935
21.4011 31.8493
21.4216 31.5113
21.4420 31.1793
21.4625 30.8533
21.4829 30.5329
21.5034 30.2180
21.5443 29.6050
21.5443 29.6047
21.5444 29.6038
21.5444 29.6029
21.5445 29.6013
21.5448 29.5979
21.5452 29.5911
21.5462 29.5776
21.5480 29.5506
21.5542 29.4605
21.5603 29.3710
21.5726 29.1935
21.5972 28.8444
21.6218 28.5028
21.6341 28.3348
21.6464 28.1687
21.6587 28.0043
21.6710 27.8417
21.6833 27.6808
21.6956 27.5215
21.7079 27.3638
21.7202 27.2078
21.7325 27.0532
21.7387 26.9765
21.7448 26.9002
21.7510 26.8241
21.7571 26.7485
21.7694 26.5984
21.7817 26.4497
21.7940 26.3024
21.8063 26.1565
21.8186 26.0120
21.8309 25.8690
21.8432 25.7272
21.8679 25.4478
21.8925 25.1737
21.9417 24.6410
22.0401 23.6336
22.1385 22.6974
22.2369 21.8256
22.3353 21.0124
22.4882 19.8530
22.6411 18.8058
22.7940 17.8568
22.9469 16.9945
23.0998 16.2091
23.2527 15.4925
23.4057 14.8380
23.5586 14.2400
23.7532 13.5533
23.9478 12.9433
24.0451 12.6654
24.1424 12.4051
24.2397 12.1619
24.3370 11.9359
24.4860 11.6231
24.6349 11.3518
24.7839 11.1244
24.8584 11.0284
24.9329 10.9451
25.0074 10.8754
25.0819 10.8204
25.1564 10.7816
25.2308 10.7604
25.3053 10.7589
25.3798 10.7796
25.4543 10.8254
25.5288 10.9003
25.5944 10.9946
25.6601 11.1200
25.7257 11.2820
25.7913 11.4868
25.8241 11.6078
25.8570 11.7428
25.8734 11.8160
25.8898 11.8933
25.9062 11.9748
25.9226 12.0607
25.9390 12.1514
25.9554 12.2470
25.9718 12.3479
25.9882 12.4543
26.0046 12.5666
26.0211 12.6850
26.0375 12.8100
26.0539 12.9419
26.1016 13.3694
26.1096 13.4476
26.1403 13.7706
26.1710 14.1297
26.2018 14.5300
26.2325 14.9771
26.2633 15.4780
26.2940 16.0405
26.3248 16.6746
26.3555 17.3920
26.3813 18.0689
26.4071 18.8249
26.4329 19.6732
26.4586 20.6285
26.4844 21.7101
26.4973 22.3050
26.5102 22.9404
26.5231 23.6208
26.5360 24.3492
26.5489 25.1311
26.5618 25.9719
26.5727 26.7341
26.5836 27.5473
26.5945 28.4162
26.6054 29.3461
26.6163 30.3434
26.6272 31.4149
26.6381 32.5687
26.6490 33.8128
26.6600 35.1603
26.6709 36.6224
26.6818 38.2138
26.6927 39.9499
26.7036 41.8545
26.7145 43.9502
26.7254 46.2661
26.7363 48.8349
26.7482 51.9800
26.7542 53.7056
26.7601 55.5460
26.7661 57.5118
26.7720 59.6150
26.7780 61.8690
26.7839 64.2883
26.7899 66.8891
26.7958 69.6894
26.8018 72.7088
26.8077 75.9692
26.8137 79.4942
26.8196 83.3101
26.8256 87.4453
26.8315 91.9309
26.8370 96.3841
26.8424 101.180
26.8479 106.365
26.8533 111.953
26.8588 117.999
26.8642 124.516
26.8697 131.566
26.8751 139.163
26.8806 147.377
26.8861 156.220
26.8915 165.771
26.8970 176.039
26.9024 187.108
26.9079 198.986
26.9133 211.738
26.9188 225.411
26.9227 235.978
26.9267 247.074
26.9307 258.717
26.9346 270.891
26.9386 283.672
26.9426 297.044
26.9505 325.575
26.9585 356.641
26.9664 390.222
26.9743 426.382
26.9822 465.108
26.9877 493.238
26.9932 522.474
27.0041 584.295
27.0150 650.088
27.0259 719.168
27.0695 1007.59
27.0834 1094.11
27.0903 1134.56
27.0973 1172.61
27.1085 1228.26
27.1198 1274.97
27.1285 1304.20
27.1372 1326.74
27.1459 1342.20
27.1546 1350.31
27.1600 1351.57
27.1687 1347.54
27.1774 1336.07
27.1862 1317.34
27.1949 1291.75
27.2017 1266.98
27.2086 1238.49
27.2155 1206.58
27.2224 1171.60
27.2358 1096.06
27.2492 1013.19
