Pb-204(n,tot) ENDFB-8.0
7613.27 6.39942
7636.37 6.30724
7659.48 6.21171
7684.42 6.10375
7709.35 5.99100
7734.29 5.87250
7759.22 5.74762
7784.15 5.61631
7809.09 5.47661
7821.56 5.40428
7834.02 5.32888
7858.96 5.17216
7877.89 5.04588
7896.83 4.91310
7915.44 4.77563
7934.06 4.63064
7952.67 4.47753
7971.28 4.31556
7982.09 4.21679
7992.90 4.11478
8003.71 4.00962
8014.52 3.90100
8024.43 3.79761
8034.34 3.69088
8044.24 3.58061
8054.15 3.46661
8064.06 3.34898
8073.97 3.22738
8083.88 3.10182
8093.79 2.97238
8103.70 2.83872
8113.60 2.70121
8123.51 2.55982
8128.47 2.48770
8133.42 2.41466
8138.37 2.34088
8143.33 2.26630
8148.28 2.19097
8153.24 2.11511
8158.19 2.03873
8163.14 1.96194
8168.10 1.88500
8173.05 1.80799
8178.95 1.71661
8184.85 1.62600
8190.75 1.53650
8196.64 1.44906
8202.54 1.36444
8208.44 1.28364
8214.34 1.20761
8220.24 1.13838
8223.16 1.10704
8226.09 1.07804
8229.01 1.05169
8231.94 1.02831
8234.87 1.00828
8237.79 0.991998
8240.72 0.979866
8243.64 0.972389
8246.57 0.970275
8248.03 0.971406
8249.50 0.974117
8251.25 0.979578
8253.01 0.987603
8254.76 0.998391
8256.52 1.01213
8258.13 1.02749
8259.74 1.04564
8261.34 1.06679
8262.95 1.09114
8264.56 1.11892
8266.17 1.15032
8267.78 1.18559
8269.39 1.22501
8271.00 1.26886
8272.61 1.31740
8274.22 1.37097
8275.83 1.42991
8277.44 1.49463
8279.05 1.56545
8280.66 1.64283
8282.26 1.72722
8283.87 1.81917
8285.48 1.91912
8287.09 2.02767
8288.70 2.14545
8290.31 2.27313
8291.92 2.41142
8293.53 2.56112
8295.14 2.72305
8296.75 2.89827
8298.36 3.08753
8299.97 3.29202
8301.57 3.51292
8303.18 3.75166
8304.79 4.00932
8306.40 4.28757
8308.01 4.58805
8309.62 4.91277
8311.23 5.26330
8312.84 5.64200
8314.45 6.05121
8316.06 6.49381
8317.67 6.97210
8319.28 7.48945
8320.89 8.04931
8322.50 8.65584
8324.10 9.31245
8325.71 10.0241
8327.32 10.7959
8328.93 11.6340
8330.54 12.5436
8332.15 13.5321
8333.76 14.6071
8335.25 15.6901
8336.75 16.8624
8338.24 18.1323
8339.74 19.5095
8341.23 21.0039
8342.72 22.6269
8344.22 24.3908
8345.71 26.3081
8347.16 28.3340
8348.61 30.5357
8350.06 32.9302
8351.51 35.5346
8352.96 38.3730
8354.41 41.4643
8355.87 44.8376
8357.32 48.5156
8358.77 52.5330
8360.22 56.9196
8361.67 61.7098
8363.12 66.9371
8364.57 72.6474
8366.02 78.8734
8367.47 85.6653
8368.92 93.0562
8369.90 98.3871
8370.87 104.022
8371.85 109.968
8372.82 116.224
8373.79 122.807
8374.77 129.709
8375.74 136.944
8376.72 144.495
8377.69 152.367
8378.67 160.538
8380.62 177.675
8382.57 195.646
8384.51 214.047
8385.83 226.396
8387.14 238.491
8388.45 250.107
8389.76 260.999
8391.07 270.945
8392.38 279.708
8393.69 287.085
8395.00 292.910
8396.13 296.591
8397.25 299.005
8398.37 300.152
8399.50 300.056
8400.62 298.769
8401.75 296.371
8402.87 292.961
8403.99 288.650
8405.12 283.560
8406.24 277.813
8408.49 264.832
8410.74 250.596
8412.99 235.881
8415.23 221.238
8417.48 207.044
8419.46 195.143
8421.44 183.895
8423.41 173.348
8425.39 163.520
8427.37 154.393
8429.34 145.943
8431.32 138.134
8433.30 130.929
8435.26 124.327
8437.22 118.234
8439.18 112.603
8441.14 107.397
8443.10 102.579
8445.06 98.1148
8447.02 93.9741
8448.98 90.1285
8451.29 85.9280
8453.61 82.0675
8455.93 78.5095
8458.24 75.2271
8460.56 72.1935
8462.88 69.3928
8465.19 66.7851
8467.51 64.3568
8469.47 62.4315
8471.43 60.6172
8473.39 58.9046
8475.35 57.2864
8477.31 55.7555
8479.27 54.3055
8481.23 52.9308
8483.19 51.6263
8485.15 50.3869
8487.11 49.2083
8489.07 48.0866
8491.03 47.0179
8492.99 45.9988
8494.95 45.0264
8498.87 43.2095
8502.79 41.5467
8506.71 40.0203
8510.63 38.6150
8514.55 37.3179
8518.47 36.1175
8522.39 35.0039
8526.31 33.9686
8530.23 33.0038
8533.26 32.3023
8536.29 31.6364
8539.32 31.0034
8542.35 30.4013
8545.38 29.8313
8548.40 29.2863
8551.43 28.7629
8554.46 28.2641
8560.52 27.3295
8566.58 26.4723
8572.64 25.6835
8578.70 24.9556
8585.79 24.1719
8589.34 23.8045
8592.89 23.4535
8599.98 22.7918
8607.08 22.1809
8614.17 21.6162
8621.27 21.0920
8628.36 20.6048
8635.45 20.1501
8640.75 19.8303
8646.05 19.5258
8651.35 19.2356
8656.64 18.9610
8661.94 18.6961
8667.24 18.4440
8672.53 18.2002
8677.83 17.9700
8683.13 17.7458
8688.42 17.5337
8699.02 17.1310
8709.61 16.7581
8720.20 16.4123
8733.41 16.0157
8746.61 15.6499
8759.81 15.3132
8773.01 15.0020
8786.21 14.7119
8799.41 14.4428
8812.61 14.1911
8825.82 13.9548
8835.52 13.7908
8855.93 13.4694
8866.14 13.3181
8876.34 13.1746
8896.75 12.9022
8917.16 12.6500
8937.57 12.4168
8957.98 12.1987
8978.39 11.9935
8998.80 11.8000
9019.21 11.6175
9029.41 11.5297
9039.62 11.4441
9049.82 11.3608
9054.92 11.3200
9060.02 11.2799
9065.13 11.2406
9070.23 11.2024
9072.78 11.1840
9075.33 11.1662
9077.88 11.1493
9080.43 11.1342
9082.47 11.1241
9083.50 11.1202
9084.52 11.1173
9085.47 11.1159
9086.43 11.1165
9087.39 11.1199
9088.34 11.1277
9088.82 11.1342
9089.30 11.1432
9089.78 11.1558
9090.26 11.1739
9090.74 11.2015
9090.97 11.2209
9091.21 11.2461
9091.45 11.2795
9091.69 11.3242
9091.93 11.3849
9092.17 11.4677
9092.34 11.5435
9092.50 11.6372
9092.67 11.7538
9092.84 11.8967
9093.01 12.0728
9093.17 12.2857
9093.34 12.5441
9093.51 12.8511
9093.68 13.2164
9093.76 13.4223
9093.84 13.6416
9093.93 13.8804
9094.01 14.1366
9094.10 14.4106
9094.18 14.6991
9094.26 15.0093
9094.35 15.3379
9094.43 15.6846
9094.51 16.0449
9094.60 16.4268
9094.68 16.8208
9094.85 17.6597
9094.98 18.3397
9095.10 19.0403
9095.36 20.4980
9095.61 21.9683
9095.74 22.6870
9095.87 23.3738
9095.99 23.9888
9096.11 24.5575
9096.23 25.0809
9096.35 25.5422
9096.48 25.9900
9096.62 26.3419
9096.70 26.5163
9096.79 26.6464
9096.89 26.7421
9096.99 26.7807
9097.00 26.7816
9097.05 26.7752
9097.10 26.7545
9097.20 26.6714
9097.30 26.5246
9097.40 26.3187
9097.54 25.9445
9097.68 25.4758
9097.81 24.9631
9097.94 24.3851
9098.07 23.7521
9098.19 23.0747
9098.33 22.3022
9098.47 21.5103
9098.75 19.9041
9098.89 19.1137
9099.03 18.3454
9099.17 17.6078
9099.31 16.9079
9099.39 16.5007
9099.48 16.1150
9099.56 15.7424
9099.65 15.3920
9099.73 15.0559
9099.81 14.7421
9099.90 14.4432
9099.98 14.1659
9100.07 13.9034
9100.15 13.6615
9100.24 13.4338
9100.32 13.2253
9100.49 12.8524
9100.66 12.5370
9100.83 12.2727
9101.00 12.0533
9101.17 11.8724
9101.34 11.7244
9101.50 11.6038
9101.67 11.5059
9101.84 11.4265
9102.01 11.3625
9102.17 11.3130
9102.33 11.2721
9102.57 11.2232
9102.81 11.1858
9103.04 11.1562
9103.28 11.1325
9103.76 11.0964
9104.24 11.0697
9104.71 11.0487
9105.19 11.0314
9106.14 11.0042
9106.78 10.9896
9107.42 10.9769
9108.69 10.9556
9109.96 10.9377
9111.23 10.9222
9112.50 10.9083
9113.93 10.8938
9115.37 10.8803
9118.23 10.8551
9121.09 10.8315
9123.95 10.8090
9129.67 10.7655
9135.40 10.7235
9141.12 10.6824
9146.84 10.6419
9158.29 10.5622
9172.65 10.4640
9187.00 10.3671
9201.36 10.2711
9215.71 10.1757
9231.94 10.0682
9248.17 9.96052
9264.39 9.85225
9280.62 9.74274
9296.85 9.63148
9313.07 9.51781
9329.30 9.40079
9345.53 9.27991
9365.37 9.12465
9385.21 8.95964
9395.13 8.87229
9405.05 8.78119
9414.97 8.68583
9424.89 8.58559
9432.68 8.50284
9440.47 8.41629
9448.27 8.32537
9456.06 8.22951
9463.86 8.12825
9471.65 8.02069
9479.45 7.90609
9487.24 7.78356
9496.45 7.62659
9501.06 7.54302
9505.66 7.45498
9510.27 7.36241
9514.87 7.26493
9519.48 7.16202
9524.09 7.05319
9527.98 6.95598
9531.88 6.85369
9535.78 6.74583
9539.67 6.63190
9543.57 6.51130
9547.47 6.38341
9551.37 6.24749
9555.26 6.10272
9558.10 5.99132
9560.93 5.87441
9563.77 5.75148
9566.60 5.62216
9569.44 5.48605
9572.27 5.34252
9575.10 5.19070
9577.94 5.03016
9579.89 4.91434
9581.83 4.79393
9583.78 4.66856
9585.73 4.53814
9587.68 4.40230
9589.63 4.26096
9591.58 4.11381
9593.53 3.96081
9595.47 3.80173
9597.42 3.63664
9598.40 3.55181
9599.37 3.46563
9600.35 3.37805
9601.32 3.28913
9602.30 3.19885
9603.27 3.10751
9604.24 3.01515
9605.22 2.92194
9606.19 2.82799
9607.17 2.73375
9608.14 2.63944
9609.11 2.54545
9610.09 2.45217
9611.06 2.36039
9612.04 2.27074
9613.01 2.18413
9613.99 2.10154
9614.96 2.02449
9615.93 1.95453
9616.91 1.89368
9617.71 1.85233
9618.50 1.82044
9619.30 1.79990
9620.10 1.79305
9620.50 1.79561
9620.89 1.80268
9621.29 1.81474
9621.69 1.83221
9622.09 1.85574
9622.49 1.88580
9622.89 1.92322
9623.29 1.96855
9623.82 2.04302
9624.35 2.13520
9624.88 2.24789
9625.15 2.31275
9625.41 2.38351
9625.68 2.46114
9625.94 2.54583
9626.21 2.63806
9626.47 2.73798
9626.90 2.91458
9627.32 3.11529
9627.53 3.22581
9627.74 3.34290
9627.95 3.46747
9628.16 3.59994
9628.37 3.74147
9628.58 3.89120
9628.79 4.05109
9629.00 4.22019
9629.21 4.40069
9629.42 4.59154
9629.63 4.79423
9629.84 5.00948
9630.08 5.27639
9630.33 5.56140
9630.57 5.86825
9630.81 6.19594
9631.06 6.54879
9631.30 6.92569
9631.55 7.33167
9631.79 7.76546
9632.03 8.23290
9632.28 8.73474
9632.52 9.27366
9632.76 9.85010
9633.01 10.4720
9633.25 11.1376
9633.49 11.8561
9633.74 12.6258
9633.98 13.4573
9634.22 14.3486
9634.47 15.3123
9634.71 16.3461
9634.96 17.4647
9635.20 18.6655
9635.44 19.9658
9635.69 21.3626
9635.93 22.8760
9636.17 24.5095
9636.42 26.2730
9636.66 28.1691
9636.90 30.2244
9637.15 32.4340
9637.39 34.8286
9637.63 37.4017
9637.88 40.1880
9638.12 43.1786
9638.37 46.4124
9638.61 49.8767
9638.85 53.6139
9639.10 57.6062
9639.34 61.8982
9639.58 66.4650
9639.82 71.1867
9640.05 76.1954
9640.29 81.4923
9640.53 87.0507
9640.76 92.9110
9641.00 99.0380
9641.23 105.414
9641.47 111.987
9641.87 123.748
9642.28 135.879
9642.68 148.124
9643.09 160.146
9643.49 171.663
9643.70 177.122
9643.90 182.286
9644.10 187.163
9644.30 191.665
9644.50 195.779
9644.71 199.472
9645.00 204.034
9645.30 207.582
9645.59 210.050
9645.88 211.438
9646.18 211.747
9646.40 211.296
9646.62 210.284
9646.84 208.743
9647.06 206.719
9647.28 204.237
9647.50 201.348
9647.94 194.554
9648.39 186.688
9648.83 178.148
9649.27 169.224
9649.71 160.233
9650.06 153.161
9650.41 146.276
9650.76 139.603
9651.11 133.222
9651.46 127.128
9651.81 121.369
9652.16 115.920
9652.51 110.808
9652.87 105.997
9653.22 101.502
9653.57 97.2829
9653.92 93.3483
9654.27 89.6587
9654.62 86.2185
9654.97 82.9915
9655.32 79.9802
9655.57 77.9076
9655.83 75.9310
9656.08 74.0451
9656.34 72.2448
9656.59 70.5255
9656.85 68.8827
9657.10 67.3120
9657.36 65.8153
9657.87 62.9995
9658.38 60.4191
9658.89 58.0397
9659.40 55.8496
9659.75 54.4369
9660.10 53.1013
9660.45 51.8301
9660.80 50.6259
9661.15 49.4777
9661.50 48.3880
9661.85 47.3501
9662.20 46.3604
9662.55 45.4135
9662.90 44.5118
9663.60 42.8256
9664.30 41.2785
9665.00 39.8589
9665.70 38.5489
9666.40 37.3387
9667.10 36.2179
9667.80 35.1789
9668.50 34.2108
9669.21 33.3083
9669.91 32.4652
9670.61 31.6774
9671.21 31.0353
9671.82 30.4282
9672.42 29.8525
9673.03 29.3058
9673.63 28.7850
9674.24 28.2901
9674.84 27.8184
9675.45 27.3685
9676.05 26.9383
9676.66 26.5278
9677.26 26.1353
9677.87 25.7596
9679.08 25.0546
9680.29 24.4055
9680.99 24.0525
9681.69 23.7152
9683.09 23.0835
9684.50 22.5033
9685.90 21.9691
9687.30 21.4751
9688.70 21.0177
9690.10 20.5923
9691.50 20.1963
9693.16 19.7618
9694.82 19.3601
9696.47 18.9877
9698.13 18.6414
9699.78 18.3187
9701.44 18.0178
9703.10 17.7357
9704.75 17.4706
9706.15 17.2586
9707.56 17.0573
9710.36 16.6831
9713.16 16.3427
9715.96 16.0318
9718.77 15.7466
9721.57 15.4842
9724.37 15.2418
9727.18 15.0172
9729.98 14.8085
9732.78 14.6141
9735.59 14.4325
9738.39 14.2624
9741.19 14.1028
9743.99 13.9528
9746.80 13.8114
9749.60 13.6779
9754.28 13.4710
9758.96 13.2821
9763.64 13.1079
9768.32 12.9472
9773.01 12.7985
9777.69 12.6603
9782.37 12.5314
9787.05 12.4111
9792.20 12.2874
9797.35 12.1720
9802.50 12.0639
9807.66 11.9625
9817.96 11.7770
9828.26 11.6116
9837.71 11.4744
9847.16 11.3488
9856.60 11.2334
9866.05 11.1271
9875.49 11.0282
9884.94 10.9363
9894.38 10.8504
9903.83 10.7697
9914.13 10.6873
9924.44 10.6097
9945.05 10.4677
9965.65 10.3402
9986.26 10.2246
10000.0 10.1533
10017.3 10.0753
10034.7 10.0030
10069.3 9.87179
10104.0 9.75520
10138.6 9.65025
10186.3 9.52108
10233.9 9.40555
10281.5 9.30066
10329.2 9.20433
10346.5 9.17113
10392.2 9.08773
10437.9 9.00896
10483.5 8.93409
10529.2 8.86301
10620.6 8.72866
10711.9 8.60264
10793.9 8.49432
10876.0 8.38904
10958.0 8.28527
11040.0 8.18208
11107.5 8.09679
11175.0 8.01050
11211.3 7.96344
11247.6 7.91599
11264.2 7.89412
11280.9 7.87227
11297.5 7.85064
11305.8 7.84008
11314.2 7.82988
11318.5 7.82481
11322.9 7.82003
11327.2 7.81560
11331.6 7.81184
11335.9 7.80914
11338.1 7.80838
11340.3 7.80821
11342.4 7.80881
11344.6 7.81043
11346.8 7.81362
11349.0 7.81919
11350.5 7.82514
11352.0 7.83350
11353.5 7.84536
11355.0 7.86242
11355.8 7.87383
11356.5 7.88784
11357.3 7.90528
11358.0 7.92700
11358.8 7.95527
11359.5 7.99186
11360.3 8.04200
11361.1 8.11204
11361.6 8.17740
11362.1 8.26788
11362.3 8.32744
11362.6 8.40066
11362.8 8.49202
11363.0 8.60239
11363.3 8.74863
11363.5 8.93698
11363.8 9.18056
11364.0 9.49566
11364.2 9.69417
11364.3 9.90194
11364.4 10.1567
11364.5 10.4223
11364.7 10.7463
11364.8 11.0823
11364.9 11.4566
11365.0 11.8724
11365.1 12.2925
11365.3 12.7521
11365.4 13.2533
11365.5 13.7466
11365.6 14.3321
11365.7 14.9046
11365.8 15.5793
11365.9 16.2341
11366.0 17.0000
11366.1 17.8135
11366.2 18.6736
11366.3 19.4945
11366.4 20.4385
11366.5 21.3315
11366.7 23.3016
11367.0 25.5736
11367.2 27.8083
11367.4 30.1433
11367.6 32.3051
11367.8 33.5196
11367.9 34.6687
11368.0 35.7373
11368.2 36.7108
11368.3 37.6373
11368.4 38.4224
11368.6 39.0130
11368.7 39.4614
11368.8 39.7933
11369.0 39.9180
11369.0 39.9211
11369.1 39.9028
11369.1 39.8511
11369.3 39.6489
11369.4 39.2149
11369.5 38.6353
11369.7 37.8393
11369.8 36.9466
11370.0 35.9245
11370.1 34.8743
11370.2 33.6511
11370.4 32.4458
11370.6 30.0970
11370.9 27.6671
11371.1 25.2434
11371.3 22.9010
11371.4 21.8717
11371.6 20.8771
11371.7 19.9210
11371.8 19.0065
11371.9 18.1363
11372.0 17.3119
11372.1 16.5345
11372.2 15.8691
11372.3 15.1825
11372.4 14.5430
11372.5 13.9496
11372.6 13.4493
11372.7 12.9403
11372.9 12.4731
11373.0 12.0455
11373.1 11.6894
11373.2 11.3007
11373.3 10.9788
11373.4 10.6626
11373.5 10.4022
11373.6 10.1476
11373.8 9.93876
11374.0 9.56898
11374.2 9.27538
11374.4 9.04276
11374.7 8.85833
11374.9 8.71157
11375.1 8.59400
11375.4 8.49897
11375.6 8.42130
11375.8 8.35700
11376.3 8.25725
11376.7 8.18488
11377.4 8.10252
11378.1 8.04284
11378.8 7.99746
11379.5 7.96179
11380.2 7.93307
11380.9 7.90952
11381.6 7.88987
11382.3 7.87348
11383.7 7.84683
11385.1 7.82655
11386.5 7.81039
11387.9 7.79737
11389.4 7.78549
11391.8 7.77118
11394.1 7.75980
11397.2 7.74746
11400.2 7.73724
11403.3 7.72844
11406.4 7.72066
11409.5 7.71358
11412.6 7.70704
11419.1 7.69424
11425.7 7.68241
11432.2 7.67120
11438.8 7.66037
11451.9 7.63941
11465.0 7.61884
11478.1 7.59846
11491.2 7.57811
11517.4 7.53722
11554.4 7.47848
11591.4 7.41815
11616.0 7.37687
11640.7 7.33466
11702.3 7.22437
11764.0 7.10666
11825.5 6.97989
11887.0 6.84231
11948.5 6.69191
12010.1 6.52610
12066.0 6.35877
12121.9 6.17343
12175.0 5.97648
12224.5 5.77101
12274.0 5.54000
12308.0 5.36346
12342.0 5.17002
12376.0 4.95714
12410.0 4.72167
12444.0 4.45929
12461.0 4.31689
12478.1 4.16567
12495.1 4.00581
12512.1 3.83553
12529.1 3.65444
12546.1 3.46222
12559.3 3.30417
12572.4 3.13821
12585.6 2.96349
12598.8 2.78012
12612.0 2.58677
12625.1 2.38405
12638.3 2.17150
12651.5 1.94921
12665.7 1.69809
12672.8 1.56881
12679.9 1.43761
12687.1 1.30451
12694.2 1.17042
12701.3 1.03567
12708.4 0.901557
12717.9 0.725461
12722.6 0.639660
12727.4 0.556421
12732.1 0.476032
12734.5 0.437333
12736.9 0.399855
12739.2 0.363678
12741.6 0.328946
12744.0 0.295830
12746.3 0.264519
12748.8 0.234269
12751.2 0.206419
12753.7 0.181247
12756.1 0.159138
12758.6 0.140220
12759.8 0.132113
12761.0 0.124949
12762.3 0.118759
12763.5 0.113709
12764.7 0.109794
12765.3 0.108278
12765.9 0.107067
12766.8 0.105863
12767.7 0.105354
12768.1 0.105368
12768.6 0.105564
12769.0 0.105942
12769.5 0.106505
12770.0 0.107356
12770.4 0.108421
12770.9 0.109720
12771.4 0.111260
12771.9 0.113083
12772.4 0.115123
12772.8 0.117418
12773.3 0.119974
12774.3 0.125959
12775.3 0.132994
12776.2 0.141177
12777.2 0.150549
12778.8 0.169461
12780.4 0.192115
12782.1 0.218901
12783.7 0.250116
12785.3 0.286083
12787.0 0.327147
12788.6 0.373678
12790.2 0.426078
12791.0 0.454792
12791.9 0.484778
12792.7 0.516835
12793.5 0.550242
12794.3 0.585890
12795.1 0.622974
12795.9 0.662480
12796.7 0.703516
12797.6 0.747169
12798.4 0.792453
12799.2 0.840566
12800.0 0.890419
12800.8 0.943330
12801.6 0.998099
12802.5 1.05617
12803.3 1.11624
12804.1 1.17987
12804.9 1.24646
12805.7 1.31613
12806.5 1.38808
12807.4 1.46420
12808.2 1.54277
12809.0 1.62587
12809.8 1.71159
12810.6 1.80220
12811.4 1.89563
12812.2 1.99436
12813.1 2.09613
12813.9 2.20363
12814.7 2.31440
12815.5 2.43138
12816.3 2.55189
12817.1 2.67912
12817.9 2.81018
12818.8 2.94850
12819.6 3.09096
12820.4 3.24131
12821.2 3.39613
12822.0 3.55950
12822.8 3.72772
12823.7 3.90523
12824.5 4.08799
12826.1 4.47937
12827.7 4.90457
12829.4 5.36653
12831.0 5.87169
12832.6 6.41745
12834.3 7.01069
12835.9 7.65568
12837.5 8.35716
12839.1 9.12031
12840.8 9.95086
12842.4 10.8551
12844.0 11.8400
12845.7 12.9133
12847.3 14.0833
12848.9 15.3593
12850.6 16.7517
12852.2 18.2717
12853.8 19.9316
12855.4 21.7336
12857.1 23.7272
12858.7 25.8940
12860.3 28.2633
12862.0 30.8544
12863.6 33.6880
12865.2 36.7863
12866.9 40.1728
12868.5 43.8724
12870.1 47.9365
12871.8 52.3410
12873.4 57.1653
12875.0 62.3762
12876.7 68.0647
12878.3 74.1805
12879.9 80.7594
12881.6 87.7981
12882.8 93.4100
12884.0 99.2714
12885.2 105.367
12886.5 111.676
12888.9 124.810
12891.4 138.347
12893.9 151.835
12895.1 158.388
12896.3 164.712
12897.5 170.726
12898.8 176.352
12900.0 181.513
12901.2 186.106
12903.0 191.745
12904.8 196.023
12906.6 198.826
12908.4 200.139
12910.2 200.018
12911.5 199.040
12912.8 197.379
12914.2 195.103
12915.5 192.286
12916.9 189.008
12918.2 185.346
12920.9 177.156
12923.6 168.282
12926.2 159.176
12928.9 150.118
12930.3 145.683
12931.6 141.339
12933.4 135.708
12935.2 130.296
12937.0 125.119
12938.8 120.184
12940.6 115.494
12942.3 111.046
12944.1 106.835
12945.9 102.874
12948.4 97.7949
12950.8 93.0974
12953.2 88.7567
12955.7 84.7656
12958.1 81.0531
12960.5 77.6095
12963.0 74.4168
12965.4 71.4660
12967.2 69.4268
12969.0 67.4934
12970.8 65.6591
12972.6 63.9175
12974.4 62.2627
12976.2 60.6891
12979.7 57.7738
12983.3 55.1186
12986.9 52.7068
12990.5 50.4976
12994.0 48.4798
12997.6 46.6215
13001.2 44.9107
13004.8 43.3319
13008.3 41.8754
13011.9 40.5212
13015.5 39.2664
13019.1 38.0947
13022.6 37.0047
13027.5 35.6285
13032.4 34.3694
13037.3 33.2139
13042.1 32.1569
13047.0 31.1754
13051.9 30.2679
13056.8 29.4242
13061.6 28.6414
13068.8 27.5860
13076.0 26.6309
13083.1 25.7622
13090.3 24.9695
13097.4 24.2427
13104.6 23.5748
13111.7 22.9591
13118.9 22.3894
13126.0 21.8608
13133.2 21.3699
13147.5 20.4855
13161.8 19.7109
13176.1 19.0274
13188.9 18.4805
13201.8 17.9830
13214.6 17.5327
13227.5 17.1223
13240.3 16.7452
13253.2 16.3986
13266.0 16.0794
13278.9 15.7844
13295.1 15.4430
13311.3 15.1311
13320.6 14.9651
13329.8 14.8077
13334.5 14.7322
13339.1 14.6593
13343.7 14.5891
13348.4 14.5225
13351.6 14.4783
13353.3 14.4576
13354.9 14.4383
13356.6 14.4207
13358.2 14.4057
13359.9 14.3944
13361.5 14.3886
13362.5 14.3893
13363.4 14.3946
13364.4 14.4067
13365.4 14.4293
13365.9 14.4467
13366.4 14.4701
13366.9 14.5022
13367.3 14.5465
13367.8 14.6128
13368.1 14.6591
13368.3 14.7147
13368.6 14.7879
13368.8 14.8773
13369.1 14.9909
13369.3 15.1356
13369.5 15.2859
13369.7 15.4592
13369.9 15.6678
13370.1 15.9180
13370.3 16.2335
13370.5 16.5904
13370.6 17.0104
13370.8 17.5010
13371.0 18.1014
13371.2 18.7582
13371.4 19.5046
13371.6 20.3441
13371.8 21.3298
13372.0 22.3620
13372.2 23.4830
13372.4 24.6852
13372.5 25.7521
13372.7 26.7893
13373.0 29.0062
13373.3 31.2402
13373.5 32.2936
13373.6 33.3101
13373.7 34.2130
13373.9 35.0596
13374.0 35.8387
13374.2 36.5395
13374.3 37.2318
13374.5 37.7645
13374.6 38.1753
13374.8 38.4571
13374.9 38.5863
13375.0 38.6282
13375.2 38.5666
13375.3 38.3866
13375.4 38.1402
13375.5 37.8421
13375.6 37.4778
13375.7 37.0919
13375.8 36.6110
13375.9 36.1258
13376.1 35.2639
13376.3 34.3105
13376.4 33.2821
13376.6 32.2653
13376.9 30.1369
13377.2 28.0441
13377.5 26.0047
13377.6 24.9947
13377.7 24.0890
13377.9 23.0447
13378.1 22.0676
13378.3 21.1625
13378.4 20.3786
13378.6 19.6186
13378.7 18.9711
13378.9 18.3531
13379.1 17.8344
13379.2 17.3461
13379.4 16.9415
13379.6 16.5652
13379.7 16.2568
13379.9 15.9728
13380.1 15.7422
13380.2 15.5313
13380.4 15.3611
13380.6 15.1493
13380.9 14.9868
13381.1 14.8509
13381.3 14.7462
13381.6 14.6576
13381.8 14.5883
13382.3 14.4807
13382.7 14.4033
13383.2 14.3448
13383.7 14.2983
13384.2 14.2601
13385.1 14.1997
13386.0 14.1530
13387.0 14.1151
13387.9 14.0830
13389.3 14.0425
13390.7 14.0081
13392.1 13.9779
13393.5 13.9508
13395.0 13.9256
13396.4 13.9019
13399.2 13.8581
13402.0 13.8173
13404.8 13.7788
13407.6 13.7419
13410.4 13.7063
13417.3 13.6228
13424.2 13.5435
13431.1 13.4672
13438.0 13.3936
13451.7 13.2532
13465.5 13.1208
13493.0 12.8763
13520.6 12.6549
13548.1 12.4532
13575.6 12.2686
13630.7 11.9422
13685.8 11.6615
13740.8 11.4168
13795.9 11.2009
13841.0 11.0420
13886.0 10.8962
13976.1 10.6359
14035.6 10.4829
14095.0 10.3396
14171.6 10.1673
14248.3 10.0030
14291.6 9.91135
14345.8 9.79567
14400.0 9.67573
14458.9 9.53468
14488.4 9.45720
14517.8 9.37270
14540.9 9.29974
14564.0 9.21910
14587.0 9.12820
14610.1 9.02357
14634.3 8.89315
14646.4 8.81728
14658.5 8.73214
14670.0 8.64016
14681.6 8.53508
14693.1 8.41335
14704.7 8.27027
14716.7 8.08940
14722.8 7.98352
14728.8 7.86495
14734.8 7.73185
14740.8 7.58039
14746.8 7.40603
14752.8 7.20296
14756.5 7.05864
14760.3 6.89793
14764.0 6.71744
14767.7 6.51390
14770.6 6.33398
14773.6 6.13360
14776.5 5.90917
14779.4 5.65620
14782.4 5.36921
14783.8 5.21031
14785.3 5.04134
14786.8 4.85889
14788.2 4.66426
14789.7 4.45500
14791.1 4.22976
14792.6 3.98536
14794.1 3.72373
14795.5 3.44024
14796.3 3.29183
14797.0 3.13841
14797.7 2.97795
14798.5 2.81513
14799.2 2.64837
14799.9 2.47857
14800.7 2.30469
14801.4 2.13344
14802.1 1.96537
14802.9 1.80469
14803.4 1.69213
14804.0 1.59081
14804.5 1.50562
14805.1 1.44312
14805.3 1.42276
14805.6 1.41223
14805.9 1.41241
14806.2 1.42518
14806.4 1.45380
14806.7 1.49885
14807.0 1.56690
14807.3 1.65675
14807.5 1.73650
14807.6 1.82639
14807.8 1.93183
14808.0 2.05466
14808.2 2.23132
14808.4 2.44112
14808.7 2.68883
14808.9 2.96563
14809.1 3.25459
14809.2 3.56628
14809.4 3.91918
14809.6 4.31797
14809.8 4.76778
14810.0 5.27425
14810.1 5.84353
14810.3 6.48230
14810.4 6.86983
14810.5 7.23991
14810.6 7.63120
14810.7 8.04472
14810.8 8.53152
14810.9 8.99543
14811.0 9.48491
14811.1 10.0011
14811.2 10.6073
14811.2 11.1837
14811.3 11.7904
14811.4 12.4286
14811.5 13.0996
14811.6 13.8046
14811.7 14.5447
14811.8 15.3211
14811.9 16.0428
14811.9 16.6992
14812.1 18.1870
14812.2 19.7894
14812.4 21.5114
14812.5 23.3570
14812.7 25.3301
14812.8 27.4335
14813.0 29.6696
14813.1 31.2346
14813.2 32.6940
