Pd-105(n,g) ENDFB-8.0
Energy(eV) XS(b)
207.729 0.299652
207.754 0.315482
207.778 0.332821
207.803 0.351606
207.827 0.371984
207.852 0.393852
207.876 0.417152
207.901 0.441693
207.926 0.467555
207.950 0.494489
207.999 0.550677
208.087 0.653299
208.130 0.702355
208.174 0.747383
208.199 0.770237
208.223 0.790881
208.248 0.809012
208.272 0.824300
208.303 0.839116
208.333 0.848897
208.357 0.852873
208.380 0.853684
208.411 0.849961
208.441 0.840896
208.459 0.833112
208.477 0.823651
208.513 0.799875
208.542 0.776371
208.570 0.749597
208.599 0.719871
208.628 0.687931
208.686 0.619199
208.743 0.547883
208.801 0.477665
208.830 0.444097
208.859 0.411946
208.891 0.377673
208.924 0.345872
208.956 0.316599
208.988 0.289935
209.021 0.265813
209.053 0.244323
209.086 0.225278
209.118 0.208529
209.151 0.193860
209.183 0.181170
209.215 0.170213
209.248 0.160791
209.280 0.152693
209.313 0.145787
209.345 0.139883
209.378 0.134831
209.428 0.128350
209.478 0.123212
209.529 0.119066
209.579 0.115673
209.630 0.112832
209.680 0.110412
209.781 0.106439
209.882 0.103236
209.983 0.100531
210.084 0.0981754
210.185 0.0960821
210.387 0.0924769
210.588 0.0894422
210.790 0.0868312
210.992 0.0845571
211.251 0.0820409
211.511 0.0799155
211.770 0.0781306
212.030 0.0766590
212.289 0.0754874
212.549 0.0746203
212.808 0.0740791
213.068 0.0739114
213.241 0.0740468
213.414 0.0744244
213.587 0.0751035
213.759 0.0761755
213.896 0.0773977
214.033 0.0790668
214.170 0.0813583
214.307 0.0845588
214.376 0.0866558
214.444 0.0892218
214.513 0.0924264
214.581 0.0965242
214.650 0.101934
214.718 0.109269
214.752 0.113962
214.787 0.119520
214.821 0.126152
214.855 0.134092
214.886 0.142562
214.916 0.152506
214.947 0.164256
214.978 0.178031
215.008 0.194250
215.039 0.213166
215.069 0.235211
215.100 0.260787
215.131 0.290408
215.161 0.324294
215.192 0.362930
215.223 0.406679
215.253 0.456021
215.269 0.482729
215.284 0.510874
215.299 0.540473
215.314 0.571532
215.330 0.604050
215.345 0.638019
215.374 0.706063
215.403 0.778719
215.432 0.855853
215.460 0.936958
215.489 1.02168
215.518 1.10862
215.576 1.28610
215.641 1.48207
215.673 1.57389
215.705 1.65914
215.725 1.70741
215.745 1.75185
215.765 1.79231
215.785 1.82843
215.808 1.86507
215.831 1.89472
215.861 1.92187
215.891 1.93627
215.910 1.93869
215.941 1.93173
215.971 1.91139
215.999 1.88146
216.027 1.84130
216.056 1.79010
216.084 1.72985
216.112 1.66493
216.139 1.59387
216.166 1.51782
216.194 1.43794
216.288 1.15060
216.335 1.00865
216.358 0.940072
216.382 0.873969
216.404 0.813593
216.426 0.755750
216.448 0.700641
216.470 0.648645
216.493 0.599392
216.515 0.553184
216.537 0.510037
216.559 0.470107
216.581 0.432982
216.604 0.398772
216.626 0.367374
216.648 0.338792
216.670 0.312633
216.692 0.288990
216.714 0.267496
216.736 0.248191
216.760 0.229779
216.783 0.213367
216.807 0.198777
216.830 0.185835
216.854 0.174377
216.877 0.164250
216.901 0.155308
216.924 0.147452
216.971 0.134356
217.018 0.124180
217.065 0.116205
217.112 0.109935
217.159 0.104936
217.206 0.100910
217.253 0.0976253
217.300 0.0949143
217.394 0.0907129
217.488 0.0876363
217.592 0.0850871
217.697 0.0831773
217.801 0.0817283
217.905 0.0806317
218.010 0.0798100
218.114 0.0792117
218.323 0.0785389
218.552 0.0784183
218.782 0.0787963
219.011 0.0795838
219.241 0.0807315
219.471 0.0822159
219.700 0.0840312
219.930 0.0861851
220.159 0.0886956
220.389 0.0915951
220.619 0.0949237
220.848 0.0987352
221.078 0.103096
221.307 0.108094
221.537 0.113835
221.652 0.117025
221.766 0.120454
221.881 0.124143
221.996 0.128116
222.163 0.134469
222.330 0.141590
222.497 0.149601
222.664 0.158647
222.747 0.163619
222.831 0.168924
222.914 0.174594
222.998 0.180662
223.081 0.187168
223.165 0.194154
223.248 0.201669
223.332 0.209756
223.447 0.221956
223.561 0.235564
223.676 0.250807
223.791 0.267961
223.848 0.277356
223.906 0.287361
223.963 0.298031
224.021 0.309426
224.078 0.321614
224.135 0.334674
224.193 0.348691
224.250 0.363737
224.328 0.386204
224.407 0.411178
224.485 0.439061
224.524 0.454222
224.563 0.470300
224.602 0.487418
224.641 0.505576
224.681 0.524967
224.720 0.545600
224.759 0.567708
224.798 0.591317
224.837 0.616644
224.876 0.643871
224.934 0.687733
224.962 0.711618
224.991 0.736959
225.020 0.763894
225.048 0.792575
225.077 0.823179
225.106 0.855909
225.135 0.890999
225.163 0.928721
225.192 0.969397
225.221 1.01340
225.249 1.06118
225.278 1.11326
225.307 1.17027
225.335 1.23274
225.359 1.28892
225.382 1.35009
225.406 1.41692
225.429 1.49020
225.453 1.57084
225.476 1.65989
225.500 1.75854
225.523 1.86771
225.547 1.98992
225.570 2.12656
225.582 2.20126
225.594 2.27971
225.606 2.36358
225.617 2.45175
225.629 2.54608
225.641 2.64534
225.653 2.75161
225.664 2.86349
225.676 2.98335
225.688 3.10959
225.699 3.24367
225.711 3.38610
225.726 3.57363
225.740 3.77417
225.754 3.99159
225.769 4.22401
225.783 4.47585
225.797 4.74487
225.812 5.03612
225.826 5.34689
225.840 5.68294
225.855 6.04103
225.869 6.42764
225.883 6.83892
225.898 7.28217
225.912 7.75278
225.926 8.25891
225.941 8.79511
225.955 9.37044
225.969 9.97848
225.984 10.6292
225.998 11.3152
226.013 12.0472
226.027 12.8167
226.041 13.6355
226.056 14.4934
226.070 15.4035
226.084 16.3541
226.099 17.3590
226.113 18.4050
226.127 19.5071
226.142 20.6500
226.156 21.8412
226.170 23.0803
226.186 24.4952
226.202 25.9566
226.233 29.0486
226.264 32.3385
226.295 35.8014
226.324 39.1010
226.353 42.4882
226.382 45.9274
226.410 49.3784
226.460 55.2399
226.485 58.0580
226.509 60.7583
226.536 63.4376
226.564 66.1485
226.593 68.5676
226.619 70.4782
226.645 72.0777
226.674 73.4539
226.706 74.5013
226.728 74.9012
226.750 75.0302
226.780 74.7771
226.810 74.0092
226.841 72.7485
226.874 70.8727
226.907 68.5029
226.940 65.6960
226.973 62.5172
227.006 59.0376
227.038 55.3314
227.067 52.0073
227.095 48.6171
227.152 41.8146
227.185 37.9614
227.218 34.2376
227.251 30.6856
227.284 27.3488
227.305 25.3311
227.325 23.4205
227.346 21.6019
227.367 19.8944
227.388 18.2823
227.409 16.7807
227.430 15.3802
227.451 14.0787
227.468 13.1193
227.484 12.2234
227.500 11.3784
227.517 10.5925
227.533 9.85392
227.550 9.16942
227.566 8.52838
227.583 7.93622
227.599 7.38336
227.616 6.87417
227.632 6.40007
227.648 5.96452
227.665 5.55995
227.681 5.18907
227.698 4.84723
227.714 4.53240
227.731 4.24095
227.747 3.97455
227.764 3.72818
227.780 3.50314
227.796 3.29511
227.813 3.10513
227.829 2.93052
227.846 2.76998
227.862 2.62147
227.879 2.48566
227.895 2.35988
227.911 2.24469
227.928 2.13782
227.944 2.03976
227.961 1.94910
227.977 1.86518
227.992 1.79382
228.007 1.72759
228.022 1.66522
228.037 1.60720
228.052 1.55241
228.067 1.50129
228.097 1.40762
228.127 1.32430
228.157 1.24977
228.186 1.18272
228.216 1.12210
228.246 1.06701
228.276 1.01670
228.306 0.970572
228.336 0.928101
228.366 0.888856
228.396 0.852474
228.426 0.818645
228.456 0.787105
228.488 0.754776
228.521 0.724685
228.554 0.696610
228.587 0.670358
228.620 0.645762
228.653 0.622675
228.686 0.600968
228.719 0.580527
228.785 0.543045
228.850 0.509536
228.916 0.479435
228.982 0.452322
229.033 0.433092
229.084 0.415279
229.134 0.398710
229.185 0.383272
229.236 0.368832
229.287 0.355358
229.338 0.342740
229.388 0.330905
229.439 0.319767
229.490 0.309313
229.592 0.290184
229.693 0.273124
229.795 0.257872
229.861 0.248834
229.927 0.240389
229.992 0.232486
230.058 0.225091
230.190 0.211613
230.321 0.199699
230.453 0.189105
230.584 0.179662
230.716 0.171202
230.847 0.163609
230.967 0.157359
231.087 0.151660
231.206 0.146452
231.326 0.141681
231.445 0.137304
231.565 0.133281
231.685 0.129578
231.804 0.126169
232.043 0.120115
232.283 0.114947
232.522 0.110524
232.761 0.106734
232.940 0.104249
233.120 0.102037
233.299 0.100072
233.478 0.0983288
233.837 0.0954308
234.196 0.0931941
234.555 0.0915124
234.914 0.0903171
235.272 0.0895512
235.631 0.0891689
236.157 0.0892311
236.683 0.0899680
237.210 0.0913342
237.736 0.0933092
238.262 0.0958941
238.788 0.0991098
239.314 0.102996
239.841 0.107614
240.319 0.112517
240.797 0.118177
241.276 0.124699
241.515 0.128322
241.754 0.132212
241.993 0.136393
242.232 0.140889
242.472 0.145727
242.711 0.150937
242.950 0.156551
243.189 0.162606
243.428 0.169154
243.668 0.176253
243.931 0.184783
244.194 0.194153
244.457 0.204470
244.720 0.215863
244.983 0.228488
245.246 0.242529
245.509 0.258209
245.772 0.275798
246.000 0.292783
246.227 0.311688
246.454 0.332829
246.568 0.344353
246.681 0.356583
246.795 0.369590
246.909 0.383417
247.022 0.398151
247.136 0.413876
247.249 0.430688
247.363 0.448696
247.477 0.468026
247.590 0.488815
247.722 0.514935
247.853 0.543488
247.985 0.574848
248.116 0.609356
248.248 0.647531
248.379 0.689873
248.511 0.737084
248.577 0.762788
248.642 0.789993
248.762 0.843915
248.822 0.873247
248.882 0.904340
248.941 0.937350
249.001 0.972450
249.061 1.00984
249.121 1.04973
249.181 1.09239
249.240 1.13810
249.300 1.18720
249.360 1.24007
249.420 1.29718
249.480 1.35906
249.539 1.42637
249.599 1.49990
249.665 1.58918
249.731 1.68890
249.764 1.74336
249.797 1.80134
249.830 1.86328
249.862 1.92947
249.895 2.00092
249.928 2.07816
249.961 2.16208
249.994 2.25373
250.027 2.35440
250.060 2.46564
250.093 2.58933
250.125 2.72726
250.152 2.85363
250.179 2.99289
250.206 3.14746
250.233 3.31961
250.260 3.51189
250.287 3.72721
250.314 3.96881
250.341 4.24031
250.354 4.38908
250.368 4.54572
250.381 4.71313
250.395 4.88941
250.408 5.07780
250.421 5.27613
250.435 5.48803
250.448 5.71100
250.462 5.94909
250.475 6.19945
250.489 6.46655
250.502 6.74716
250.516 7.04622
250.529 7.36005
250.543 7.69407
250.556 8.04410
250.572 8.50150
250.589 8.98626
250.605 9.50563
250.622 10.0546
250.638 10.6411
250.655 11.2591
250.671 11.9173
250.688 12.6086
250.704 13.3423
250.720 14.1103
250.737 14.9224
250.753 15.7691
250.770 16.6611
250.786 17.5873
250.803 18.5589
250.819 19.5637
250.840 20.9058
250.861 22.3015
250.882 23.7543
250.903 25.2606
250.924 26.8236
250.945 28.4236
250.966 30.0621
250.987 31.7328
251.019 34.4110
251.052 37.1220
251.085 39.8334
251.118 42.5036
251.154 45.3490
251.190 48.0734
251.241 51.6505
251.273 53.7534
251.306 55.6834
251.336 57.2683
251.375 59.1483
251.400 60.2053
251.430 61.3777
251.458 62.4182
251.486 63.4152
251.508 64.1724
251.529 64.9444
251.549 65.6827
251.569 66.4679
251.589 67.3178
251.608 68.2462
251.630 69.3815
251.652 70.6645
251.673 72.1205
251.695 73.7668
251.716 75.6432
251.738 77.7554
251.759 80.1451
251.781 82.8098
251.795 84.7629
251.810 86.8563
251.824 89.0939
251.838 91.4619
251.853 93.9958
251.867 96.6814
251.882 99.5195
251.896 102.489
251.916 106.847
251.935 111.486
251.955 116.399
251.975 121.545
251.995 126.963
252.015 132.606
252.054 144.443
252.094 156.895
252.133 169.624
252.212 194.755
252.252 206.419
252.291 217.012
252.315 222.640
252.338 227.703
252.358 231.501
252.378 234.801
252.403 238.255
252.428 240.840
252.459 242.792
252.490 243.270
252.501 243.073
252.520 242.332
252.538 241.071
252.557 239.298
252.575 237.023
252.595 234.130
252.614 230.727
252.633 226.839
252.653 222.516
252.692 212.384
252.731 200.770
252.770 187.995
252.810 174.431
252.867 153.849
252.924 133.229
252.963 119.434
253.003 106.222
253.022 99.8761
253.042 93.7703
253.061 87.8866
253.081 82.2367
253.101 76.8030
253.120 71.6471
253.140 66.7208
253.160 62.0758
253.179 57.6647
253.199 53.5301
253.219 49.6261
253.238 45.9869
253.258 42.5688
253.278 39.3988
253.297 36.4360
253.317 33.7011
253.337 31.1562
253.356 28.8171
253.376 26.6597
253.395 24.6735
253.415 22.8391
253.435 21.1646
253.454 19.6226
253.474 18.2186
253.494 16.9287
253.513 15.7566
253.533 14.6867
253.552 13.7106
253.572 12.8161
253.592 12.0049
253.611 11.2617
253.631 10.5875
253.651 9.96947
253.670 9.40836
253.690 8.89332
253.710 8.42493
253.729 7.99413
253.749 7.60143
253.769 7.23927
253.788 6.90817
253.808 6.60185
253.828 6.32082
253.847 6.06116
253.867 5.82076
253.884 5.62641
253.901 5.44405
253.935 5.11232
253.969 4.81750
254.002 4.55395
254.036 4.31702
254.070 4.10287
254.104 3.90835
254.138 3.73085
254.172 3.56776
254.206 3.41822
254.240 3.28022
254.274 3.15248
254.308 3.03391
254.342 2.92359
254.375 2.82072
254.409 2.72461
254.449 2.62086
254.488 2.52456
254.527 2.43500
254.567 2.35158
254.606 2.27375
254.645 2.20103
254.684 2.13301
254.724 2.06946
254.802 1.95369
254.881 1.85173
254.959 1.76147
255.038 1.68163
255.099 1.62616
255.159 1.57560
255.220 1.52953
255.281 1.48758
255.341 1.44943
255.402 1.41478
255.463 1.38339
255.523 1.35504
255.584 1.32954
255.645 1.30673
255.766 1.26859
255.888 1.23969
256.009 1.21936
256.123 1.20766
256.238 1.20293
256.305 1.20338
256.373 1.20628
256.441 1.21165
256.509 1.21951
256.577 1.22996
256.645 1.24304
256.713 1.25889
256.780 1.27760
256.848 1.29936
256.916 1.32430
256.984 1.35271
257.052 1.38474
257.120 1.42078
257.188 1.46105
257.255 1.50608
257.323 1.55617
257.402 1.62136
257.480 1.69504
257.559 1.77854
257.637 1.87306
257.716 1.98056
257.795 2.10286
257.834 2.17050
257.873 2.24291
257.912 2.32053
257.952 2.40363
257.987 2.48496
258.023 2.57172
258.059 2.66467
258.095 2.76442
258.130 2.87171
258.166 2.98734
258.202 3.11227
258.237 3.24763
258.273 3.39474
258.309 3.55518
258.344 3.73082
258.380 3.92395
258.416 4.13730
258.452 4.37421
258.487 4.63876
258.523 4.93593
258.543 5.11604
258.562 5.30810
258.582 5.51538
258.602 5.73726
258.621 5.97764
258.641 6.23592
258.661 6.51678
258.680 6.81961
258.700 7.15002
258.719 7.50743
258.739 7.89854
258.759 8.32276
258.778 8.78812
258.798 9.29394
258.818 9.84688
258.837 10.4517
258.857 11.1172
258.877 11.8421
258.896 12.6400
258.916 13.5093
258.936 14.4658
258.955 15.5072
258.975 16.6459
258.994 17.8900
259.014 19.2553
259.034 20.7370
259.053 22.3592
259.073 24.1151
259.093 26.0321
259.112 28.1005
259.132 30.3393
259.151 32.7580
259.164 34.3986
259.176 36.1186
259.189 37.9200
259.201 39.8051
259.214 41.7759
259.226 43.8343
259.239 45.9821
259.251 48.2210
259.264 50.5524
259.276 52.9775
259.289 55.4974
259.301 58.1128
259.326 63.6324
259.351 69.5371
259.371 74.4589
259.391 79.5866
259.410 84.9659
259.430 90.5335
259.450 96.3346
259.469 102.297
259.489 108.432
259.509 114.723
259.537 124.133
259.566 133.716
259.623 153.174
259.662 166.422
259.701 179.216
259.741 191.249
259.780 202.185
259.819 211.784
259.839 215.994
259.858 219.744
259.891 224.964
259.924 228.770
259.957 231.091
259.990 231.850
259.996 231.819
260.016 231.355
260.035 230.344
260.055 228.792
260.074 226.711
260.110 221.621
260.145 214.959
260.181 206.764
260.217 197.316
260.253 186.805
260.289 175.523
260.320 165.317
260.351 154.844
260.414 133.673
260.450 121.612
260.486 109.911
260.522 98.7113
260.558 88.1281
260.577 82.6292
260.597 77.3771
260.617 72.3260
260.636 67.5327
260.656 62.9516
260.675 58.6305
260.695 54.5450
260.715 50.6929
260.733 47.3398
260.751 44.1958
260.769 41.2372
260.787 38.4587
260.805 35.8544
260.823 33.4178
260.841 31.1423
260.859 29.0208
260.877 27.0461
260.895 25.2107
260.913 23.5073
260.931 21.9284
260.949 20.4668
260.967 19.1151
260.985 17.8665
261.003 16.7140
261.021 15.6454
261.039 14.6662
261.057 13.7640
261.075 12.9333
261.093 12.1685
261.111 11.4645
261.129 10.8164
261.147 10.2197
261.165 9.67015
261.183 9.16382
261.201 8.69703
261.219 8.26641
261.237 7.86881
261.255 7.50137
261.273 7.16142
261.291 6.84656
261.306 6.60489
261.320 6.37902
261.350 5.96429
261.379 5.59492
261.409 5.26564
261.438 4.96880
261.468 4.70187
261.497 4.45913
261.527 4.23896
261.556 4.03707
261.585 3.85247
261.615 3.68191
261.644 3.52483
261.674 3.37872
261.703 3.24334
261.733 3.11668
261.762 2.99869
261.798 2.86392
261.834 2.73944
261.870 2.62381
261.906 2.51612
261.942 2.41560
261.978 2.32156
262.014 2.23341
262.050 2.15065
262.086 2.07259
262.122 1.99926
262.194 1.86473
262.266 1.74436
262.338 1.63615
262.387 1.56847
262.437 1.50523
262.486 1.44603
262.535 1.39053
262.584 1.33841
262.633 1.28939
262.682 1.24323
262.731 1.19970
262.829 1.11973
262.928 1.04809
263.026 0.983622
263.124 0.925382
263.196 0.886117
263.268 0.849553
263.340 0.815397
263.412 0.783436
263.484 0.753483
263.556 0.725370
263.628 0.698945
263.700 0.674075
263.772 0.650604
263.844 0.628488
263.988 0.587832
264.132 0.551382
264.276 0.518565
264.368 0.499340
264.460 0.481288
264.551 0.464315
264.643 0.448351
264.826 0.419082
265.009 0.392947
265.193 0.369503
265.376 0.348379
265.559 0.329265
265.743 0.311910
265.887 0.299363
266.031 0.287691
266.175 0.276800
266.319 0.266637
266.463 0.257123
266.607 0.248217
266.751 0.239861
266.895 0.232012
267.183 0.217668
267.471 0.204916
267.759 0.193529
268.047 0.183322
268.257 0.176548
268.466 0.170264
268.676 0.164427
268.885 0.158998
269.095 0.153944
269.304 0.149232
269.723 0.140709
270.142 0.133220
270.561 0.126628
270.980 0.120815
271.399 0.115681
271.687 0.112501
271.975 0.109578
272.264 0.106893
272.552 0.104428
273.128 0.100094
273.704 0.0964728
274.280 0.0934836
274.856 0.0910673
275.432 0.0891807
276.008 0.0877965
276.637 0.0868458
277.265 0.0864847
277.763 0.0866366
278.261 0.0872065
278.758 0.0882399
279.256 0.0898027
279.753 0.0919909
280.002 0.0933587
280.251 0.0949344
280.500 0.0967429
280.748 0.0988191
280.997 0.101208
281.246 0.103960
281.495 0.107138
281.744 0.110814
281.992 0.115085
282.241 0.120072
282.490 0.125933
282.614 0.129254
282.739 0.132876
282.863 0.136837
282.988 0.141182
283.112 0.145963
283.236 0.151238
283.380 0.158071
283.524 0.165800
283.668 0.174599
283.812 0.184677
283.884 0.190285
283.956 0.196311
284.028 0.202808
284.100 0.209828
284.172 0.217431
284.244 0.225685
284.316 0.234671
284.388 0.244481
284.474 0.257305
284.559 0.271638
284.644 0.287758
284.729 0.305996
284.772 0.316047
284.814 0.326768
284.857 0.338281
284.899 0.350612
284.942 0.363912
284.984 0.378230
285.027 0.393758
285.069 0.410577
285.105 0.426038
285.141 0.442669
285.177 0.460667
285.213 0.480215
285.249 0.501538
285.285 0.524905
285.321 0.550645
285.357 0.579160
285.393 0.610946
285.429 0.646611
285.465 0.686908
285.501 0.732763
285.519 0.758122
285.537 0.785316
285.555 0.814530
285.573 0.845966
285.591 0.879848
285.609 0.916422
285.627 0.955959
285.645 0.998758
285.664 1.04541
285.682 1.09577
285.700 1.15047
285.718 1.20993
285.736 1.27463
285.754 1.34506
285.772 1.42176
285.790 1.50533
285.808 1.59640
285.826 1.69564
285.844 1.80377
285.862 1.92157
285.880 2.04987
285.898 2.18951
285.916 2.34142
285.934 2.50656
285.952 2.68696
285.970 2.88168
285.988 3.09275
286.006 3.32128
286.024 3.56841
286.042 3.83530
286.060 4.12311
286.078 4.43302
286.096 4.76620
286.114 5.12379
286.132 5.50693
286.150 5.91669
286.168 6.35410
286.186 6.82012
286.204 7.31564
286.222 7.84142
286.243 8.50359
286.264 9.20992
286.286 9.96095
286.307 10.7531
286.328 11.5936
286.349 12.4783
286.371 13.4062
286.392 14.3711
286.428 16.0984
286.464 17.9260
286.500 19.8363
286.536 21.8076
286.598 25.2849
286.660 28.7003
286.696 30.5808
286.732 32.3406
286.768 33.9573
286.804 35.3822
286.831 36.2833
286.858 37.1029
286.886 37.7649
286.917 38.3068
286.936 38.5405
286.956 38.6891
286.980 38.7534
287.002 38.6953
287.024 38.5284
287.050 38.1889
287.076 37.7011
287.101 37.1030
287.125 36.3853
287.150 35.5501
287.175 34.6134
287.215 32.8772
287.256 30.9345
287.305 28.3543
287.355 25.6371
287.404 22.8741
287.454 20.1481
287.503 17.5296
287.528 16.2763
287.553 15.0746
287.578 13.9193
287.602 12.8234
287.627 11.7806
287.652 10.8012
287.677 9.87807
287.701 9.01902
287.726 8.21660
287.751 7.47623
287.776 6.79038
287.788 6.46845
287.800 6.16259
287.813 5.86752
287.825 5.58545
287.837 5.31606
287.850 5.06103
287.870 4.66571
287.890 4.30259
287.911 3.96642
287.931 3.65887
287.951 3.37522
287.971 3.11664
287.992 2.87894
288.012 2.66291
288.032 2.46487
288.052 2.28532
288.073 2.12110
288.093 1.97249
288.113 1.83676
288.133 1.71408
288.154 1.60214
288.174 1.50101
288.186 1.44358
288.199 1.38945
288.211 1.33842
288.223 1.29030
288.236 1.24492
288.248 1.20210
288.273 1.12386
288.298 1.05379
288.322 0.991417
288.347 0.935339
288.372 0.885203
288.397 0.839894
288.421 0.799161
288.446 0.762130
288.471 0.728631
288.496 0.697980
288.520 0.670068
288.545 0.644360
288.570 0.620795
288.610 0.585968
288.651 0.555156
288.691 0.527691
288.732 0.503040
288.772 0.480778
288.813 0.460564
288.853 0.442120
288.894 0.425220
288.934 0.409677
288.975 0.395337
289.015 0.382066
289.056 0.369755
289.096 0.358306
289.137 0.347638
289.218 0.328365
289.272 0.316836
289.326 0.306263
289.380 0.296526
289.434 0.287539
289.488 0.279231
289.542 0.271534
289.650 0.257759
289.758 0.245836
289.866 0.235464
289.974 0.226406
290.082 0.218466
290.181 0.212029
290.280 0.206306
290.379 0.201204
290.478 0.196653
290.577 0.192592
290.676 0.188969
290.874 0.182865
291.072 0.178053
291.270 0.174314
291.468 0.171480
291.666 0.169418
291.954 0.167581
292.242 0.166911
292.440 0.167038
292.638 0.167599
292.836 0.168564
293.034 0.169909
293.232 0.171616
293.430 0.173673
293.826 0.178805
294.222 0.185284
294.618 0.193137
295.014 0.202444
295.410 0.213330
295.770 0.224745
296.130 0.237779
296.310 0.244969
296.490 0.252650
296.670 0.260856
296.850 0.269629
297.031 0.279016
297.211 0.289056
297.391 0.299808
297.571 0.311329
297.751 0.323687
297.931 0.336960
298.111 0.351239
298.291 0.366630
298.489 0.384993
298.687 0.405005
298.885 0.426868
299.083 0.450807
299.281 0.477098
299.479 0.506023
299.677 0.537956
299.875 0.573325
300.073 0.612659
300.271 0.656523
300.370 0.680383
300.469 0.705665
300.568 0.732483
300.667 0.760965
300.766 0.791252
300.865 0.823498
300.964 0.857877
301.063 0.894580
301.162 0.933822
301.261 0.975841
301.360 1.02091
301.459 1.06933
301.576 1.13141
301.693 1.19926
301.810 1.27371
301.927 1.35566
302.044 1.44617
302.161 1.54649
302.278 1.65812
302.336 1.71873
302.395 1.78286
302.476 1.87801
302.557 1.98132
302.638 2.09378
302.719 2.21651
302.800 2.35084
302.881 2.49831
302.962 2.66077
303.043 2.84036
303.088 2.94873
303.133 3.06345
303.178 3.18534
303.223 3.31503
303.268 3.45323
303.313 3.60075
303.358 3.75849
303.403 3.92747
303.448 4.10886
303.493 4.30401
303.538 4.51444
303.583 4.74196
303.628 4.98863
303.673 5.25692
303.718 5.54972
303.763 5.87049
303.813 6.26064
303.862 6.69649
303.887 6.93460
303.912 7.18647
303.936 7.45553
303.961 7.74117
303.986 8.04746
304.011 8.37390
304.035 8.72535
304.060 9.10147
304.085 9.50812
304.110 9.94514
304.134 10.4196
304.159 10.9317
304.183 11.4642
304.206 12.0388
304.230 12.6624
304.254 13.3404
304.277 14.0817
304.301 14.8865
304.324 15.7648
304.348 16.7243
304.372 17.7781
304.395 18.9262
304.407 19.5403
304.419 20.1828
304.431 20.8550
304.443 21.5584
304.454 22.3007
304.466 23.0710
304.478 23.8769
304.490 24.7200
304.502 25.6019
304.513 26.5242
304.525 27.4887
304.537 28.4971
304.549 29.6061
304.562 30.7675
304.574 31.9837
304.587 33.2462
304.599 34.5778
304.611 35.9706
304.624 37.4270
304.636 38.9366
304.648 40.5262
304.661 42.1860
304.673 43.9183
304.686 45.7105
304.698 47.5939
304.710 49.5563
304.723 51.5998
304.735 53.7091
304.760 58.2188
304.785 63.0636
304.809 68.2958
304.834 73.8841
304.859 79.8821
304.884 86.2470
304.908 93.0323
304.933 100.182
304.957 107.403
304.980 114.937
305.004 122.800
305.028 130.974
305.051 139.473
305.075 148.200
305.122 166.313
305.172 185.963
305.221 205.855
305.271 225.482
305.320 244.286
305.370 261.682
305.394 269.683
305.419 277.085
305.444 283.827
305.468 289.857
305.493 295.148
305.517 299.650
305.543 303.530
305.569 306.424
305.595 308.301
305.621 309.138
305.630 309.187
305.639 309.120
305.667 308.098
305.695 305.868
305.724 302.445
305.752 297.895
305.774 293.552
305.796 288.598
305.818 283.052
305.840 276.957
305.884 263.529
305.927 248.516
305.975 230.814
306.022 212.213
306.109 177.368
306.153 160.298
306.196 143.880
306.239 128.259
306.261 120.800
306.283 113.643
306.305 106.734
306.326 100.146
306.348 93.8548
306.370 87.8638
306.402 79.6545
306.417 75.8025
306.433 72.1084
306.449 68.5704
306.465 65.1861
306.481 61.9530
306.496 58.8678
306.512 55.9273
306.528 53.1277
306.544 50.4650
306.560 47.9352
306.575 45.5340
306.591 43.2569
306.607 41.0993
306.623 39.0567
306.645 36.4186
306.666 33.9892
306.688 31.7339
306.710 29.6617
306.732 27.7419
306.753 25.9809
306.775 24.3588
306.797 22.8654
306.818 21.4848
306.840 20.2203
306.862 19.0515
306.884 17.9808
306.905 16.9906
306.927 16.0828
306.949 15.2460
306.971 14.4741
306.992 13.7583
307.014 13.0999
307.036 12.4879
307.058 11.9237
307.079 11.3979
307.101 10.9118
307.123 10.4596
307.144 10.0382
307.166 9.64317
307.188 9.27567
307.210 8.93006
307.231 8.60749
307.253 8.30316
307.275 8.01821
307.318 7.49634
307.360 7.04961
307.401 6.64655
307.443 6.28115
307.484 5.94839
307.526 5.64413
307.567 5.36488
307.609 5.10772
307.650 4.87017
307.692 4.65012
307.733 4.44575
307.775 4.25550
307.816 4.07802
307.858 3.91211
307.899 3.75674
307.941 3.61099
307.982 3.47436
308.026 3.33945
308.069 3.21268
308.113 3.09337
308.156 2.98119
308.200 2.87509
308.243 2.77486
308.330 2.59048
308.417 2.42462
308.504 2.27519
308.591 2.13990
308.678 2.01702
308.741 1.93447
308.804 1.85733
308.867 1.78503
308.931 1.71718
308.994 1.65333
309.057 1.59334
309.120 1.53685
309.184 1.48358
309.310 1.38572
309.436 1.29829
309.563 1.21981
309.689 1.14929
309.776 1.10484
309.863 1.06347
309.950 1.02485
310.037 0.988865
310.124 0.955254
310.211 0.923930
310.298 0.894680
310.385 0.867444
310.472 0.842051
310.559 0.818465
310.646 0.796552
310.733 0.776295
310.820 0.757596
310.907 0.740458
310.994 0.724836
311.080 0.710719
311.175 0.697032
311.270 0.685198
311.365 0.675258
311.460 0.667338
311.555 0.661576
311.650 0.658200
311.744 0.657506
311.839 0.659917
311.934 0.666043
312.029 0.676762
312.076 0.684262
312.124 0.693462
312.171 0.704678
312.219 0.718298
312.266 0.734865
312.313 0.754969
312.361 0.779504
312.408 0.809594
312.432 0.827243
