Cd-111(n,g) ENDFB-8.0
0.000331250 60.0944
0.000340625 59.2616
0.000350000 58.4625
0.000359375 57.6949
0.000368750 56.9568
0.000378125 56.2462
0.000387500 55.5616
0.000396875 54.9014
0.000406250 54.2642
0.000425000 53.0537
0.000443750 51.9207
0.000462500 50.8573
0.000481250 49.8567
0.000500000 48.9129
0.000515625 48.1660
0.000531250 47.4524
0.000546875 46.7695
0.000562500 46.1153
0.000578125 45.4879
0.000593750 44.8853
0.000609375 44.3061
0.000625000 43.7487
0.000640625 43.2119
0.000656250 42.6943
0.000671875 42.1949
0.000687500 41.7126
0.000718750 40.7957
0.000750000 39.9367
0.000781250 39.1297
0.000812500 38.3698
0.000843750 37.6525
0.000875000 36.9739
0.000906250 36.3308
0.000937500 35.7201
0.000968750 35.1392
0.00100000 34.5857
0.00103125 34.0576
0.00106250 33.5530
0.00109375 33.0701
0.00112500 32.6075
0.00115625 32.1638
0.00118750 31.7377
0.00121875 31.3282
0.00125000 30.9340
0.00128125 30.5544
0.00131250 30.1884
0.00134375 29.8353
0.00137500 29.4942
0.00143750 28.8458
0.00150000 28.2384
0.00156250 27.6678
0.00162500 27.1304
0.00168750 26.6231
0.00175000 26.1433
0.00181250 25.6885
0.00187500 25.2567
0.00193750 24.8459
0.00200000 24.4545
0.00209375 23.9006
0.00218750 23.3827
0.00228125 22.8970
0.00237500 22.4404
0.00246875 22.0101
0.00256250 21.6036
0.00265625 21.2188
0.00275000 20.8539
0.00284375 20.5071
0.00293750 20.1771
0.00303125 19.8625
0.00312500 19.5622
0.00321875 19.2751
0.00331250 19.0003
0.00340625 18.7369
0.00350000 18.4841
0.00359375 18.2414
0.00368750 18.0079
0.00378125 17.7831
0.00387500 17.5666
0.00396875 17.3578
0.00406250 17.1562
0.00425000 16.7733
0.00443750 16.4150
0.00462500 16.0786
0.00481250 15.7621
0.00500000 15.4636
0.00515625 15.2274
0.00531250 15.0016
0.00546875 14.7856
0.00562500 14.5787
0.00578125 14.3802
0.00593750 14.1896
0.00609375 14.0064
0.00625000 13.8301
0.00640625 13.6603
0.00656250 13.4966
0.00671875 13.3386
0.00687500 13.1860
0.00718750 12.8960
0.00750000 12.6242
0.00781250 12.3689
0.00812500 12.1285
0.00843750 11.9016
0.00875000 11.6869
0.00906250 11.4834
0.00937500 11.2902
0.00968750 11.1064
0.0100000 10.9313
0.0103125 10.7642
0.0106250 10.6045
0.0109375 10.4517
0.0112500 10.3053
0.0115625 10.1649
0.0118750 10.0301
0.0121875 9.90053
0.0125000 9.77583
0.0128125 9.65572
0.0131250 9.53992
0.0134375 9.42819
0.0137500 9.32028
0.0143750 9.11512
0.0150000 8.92290
0.0156250 8.74231
0.0162500 8.57224
0.0168750 8.41169
0.0175000 8.25981
0.0181250 8.11584
0.0187500 7.97912
0.0193750 7.84907
0.0200000 7.72516
0.0206625 7.60000
0.0213250 7.48071
0.0219875 7.36686
0.0226500 7.25803
0.0233125 7.15388
0.0239750 7.05407
0.0246375 6.95831
0.0253000 6.86634
0.0264578 6.71398
0.0276156 6.57130
0.0287734 6.43733
0.0299313 6.31121
0.0310891 6.19221
0.0322469 6.07967
0.0334047 5.97302
0.0345625 5.87177
0.0355274 5.79120
0.0364922 5.71382
0.0374570 5.63945
0.0384219 5.56788
0.0393867 5.49895
0.0403516 5.43250
0.0413164 5.36838
0.0422813 5.30647
0.0442109 5.18877
0.0461406 5.07852
0.0480703 4.97497
0.0500000 4.87747
0.0515625 4.80256
0.0531250 4.73097
0.0546875 4.66247
0.0562500 4.59684
0.0578125 4.53389
0.0593750 4.47343
0.0609375 4.41532
0.0625000 4.35941
0.0640625 4.30555
0.0656250 4.25364
0.0671875 4.20354
0.0687500 4.15516
0.0718750 4.06316
0.0750000 3.97693
0.0781250 3.89589
0.0812500 3.81955
0.0843750 3.74746
0.0875000 3.67926
0.0906250 3.61461
0.0937500 3.55321
0.0968750 3.49480
0.100000 3.43914
0.103125 3.38602
0.106250 3.33525
0.109375 3.28667
0.112500 3.24012
0.115625 3.19546
0.118750 3.15257
0.121875 3.11134
0.125000 3.07166
0.128125 3.03345
0.131250 2.99661
0.134375 2.96107
0.137500 2.92675
0.143750 2.86147
0.150000 2.80025
0.156250 2.74270
0.162500 2.68847
0.168750 2.63727
0.175000 2.58882
0.181250 2.54289
0.187500 2.49928
0.193750 2.45779
0.200000 2.41827
0.209375 2.36231
0.218750 2.30992
0.228125 2.26075
0.237500 2.21450
0.246875 2.17090
0.256250 2.12969
0.265625 2.09066
0.275000 2.05363
0.284375 2.01843
0.293750 1.98492
0.303125 1.95296
0.312500 1.92243
0.321875 1.89324
0.331250 1.86528
0.340625 1.83847
0.350000 1.81273
0.359375 1.78800
0.368750 1.76421
0.378125 1.74130
0.387500 1.71922
0.396875 1.69794
0.406250 1.67741
0.425000 1.63835
0.443750 1.60171
0.462500 1.56729
0.500000 1.50437
0.531250 1.45705
0.562500 1.41356
0.593750 1.37351
0.625000 1.33645
0.687500 1.26994
0.750000 1.21180
0.812500 1.16038
0.875000 1.11459
0.937500 1.07337
1.00000 1.03588
1.06250 1.00168
1.12500 0.970321
1.18750 0.941422
1.25000 0.914676
1.37500 0.866661
1.50000 0.824675
1.62500 0.787558
1.75000 0.754514
1.87500 0.724807
2.00000 0.697817
2.15509 0.667761
2.32958 0.637756
2.50406 0.611086
2.67854 0.587343
2.85302 0.566222
3.02750 0.547574
3.20198 0.531438
3.37646 0.518142
3.55094 0.508430
3.62849 0.505688
3.70603 0.504432
3.76177 0.504664
3.81751 0.506108
3.87324 0.509069
3.92898 0.514219
3.98472 0.522428
4.01259 0.528040
4.04045 0.534931
4.06832 0.543380
4.09619 0.553772
4.12406 0.566635
4.15193 0.582672
4.17253 0.597106
4.19312 0.614275
4.21372 0.634823
4.23432 0.659595
4.24462 0.673907
4.25492 0.689727
4.26522 0.707263
4.27552 0.726756
4.28582 0.748488
4.29612 0.772791
4.30642 0.800054
4.31671 0.830737
4.32823 0.869746
4.33974 0.914601
4.35125 0.966375
4.35700 0.995247
4.36276 1.02634
4.36851 1.05984
4.37427 1.09596
4.38003 1.13492
4.38578 1.17693
4.39154 1.22224
4.39729 1.27108
4.40305 1.32369
4.40880 1.38030
4.41547 1.45117
4.42213 1.52800
4.42879 1.61105
4.43546 1.70048
4.44212 1.79634
4.44879 1.89852
4.45545 2.00677
4.46211 2.12059
4.47027 2.26642
4.47842 2.41774
4.49473 2.72676
4.50288 2.87809
4.51104 3.02229
4.51919 3.15532
4.52734 3.27307
4.53626 3.37979
4.54072 3.42317
4.54517 3.45926
4.54963 3.48765
4.55409 3.50805
4.55854 3.52022
4.56300 3.52405
4.56746 3.51948
4.57192 3.50660
4.57637 3.48554
4.58083 3.45656
4.58529 3.41999
4.58974 3.37624
4.59866 3.26917
4.60757 3.13981
4.61649 2.99320
4.62540 2.83461
4.63431 2.66916
4.64936 2.38718
4.65688 2.24973
4.66440 2.11708
4.67193 1.99049
4.67945 1.87093
4.68697 1.75892
4.69449 1.65479
4.70213 1.55714
4.70977 1.46745
4.71741 1.38541
4.72504 1.31060
4.73268 1.24252
4.74032 1.18066
4.74796 1.12448
4.75559 1.07347
4.76323 1.02713
4.77087 0.984991
4.77851 0.946634
4.78615 0.911672
4.79378 0.879744
4.80142 0.850539
4.80906 0.823776
4.81670 0.799206
4.82433 0.776600
4.83197 0.755765
4.84725 0.718724
4.86252 0.686898
4.87780 0.659360
4.89307 0.635365
4.90835 0.614321
4.92362 0.595751
4.93890 0.579270
4.95418 0.564564
4.96945 0.551381
4.98473 0.539507
5.00000 0.528768
5.02942 0.510754
5.05885 0.495584
5.08827 0.482653
5.11769 0.471516
5.14712 0.461839
5.17654 0.453354
5.23539 0.439119
5.29424 0.427579
5.35308 0.418035
5.41193 0.410014
5.47078 0.403213
5.58847 0.392123
5.70616 0.383493
5.82386 0.376871
5.94155 0.372073
6.05925 0.369256
6.17694 0.368903
6.23027 0.369887
6.28360 0.371941
6.33693 0.375364
6.39026 0.380620
6.41692 0.384168
6.44359 0.388516
6.47025 0.393856
6.49692 0.400426
6.52358 0.408543
6.55025 0.418633
6.57691 0.431297
6.59025 0.438848
6.60358 0.447391
6.62105 0.460373
6.63852 0.475833
6.65599 0.494400
6.66472 0.505101
6.67346 0.516914
6.68220 0.529988
6.69093 0.544495
6.69967 0.560638
6.70840 0.578648
6.71714 0.598794
6.72587 0.621383
6.73461 0.646764
6.74334 0.675330
6.75346 0.712965
6.75851 0.733831
6.76357 0.756195
6.76863 0.780158
6.77368 0.805822
6.77874 0.833291
6.78380 0.862665
6.78886 0.894050
6.79391 0.927525
6.79897 0.963179
6.80403 1.00109
6.80908 1.04130
6.81414 1.08387
6.81920 1.12881
6.82425 1.17612
6.83069 1.23969
6.83713 1.30686
6.84356 1.37742
6.85000 1.45099
6.86051 1.57634
6.87102 1.70572
6.88153 1.83563
6.89204 1.96184
6.89930 2.04445
6.90656 2.12144
6.91382 2.19120
6.92109 2.25219
6.92835 2.30303
6.93561 2.34251
6.94287 2.36967
6.95013 2.38384
6.95460 2.38595
6.96186 2.37857
6.96912 2.35801
6.97639 2.32482
6.98365 2.27982
6.99091 2.22410
6.99817 2.15897
7.00543 2.08591
7.01269 2.00649
7.02766 1.82944
7.04263 1.64545
7.05760 1.46582
7.06508 1.38039
7.07257 1.29890
7.08056 1.21690
7.08854 1.14041
7.09653 1.06965
7.10452 1.00464
7.11250 0.945242
7.12049 0.891254
7.12848 0.842357
7.13646 0.798209
7.14336 0.763602
7.15026 0.732005
7.15715 0.703161
7.16405 0.676838
7.17095 0.652802
7.17785 0.630844
7.18474 0.610760
7.19164 0.592373
7.19854 0.575511
7.20544 0.560027
7.21233 0.545782
7.21923 0.532657
7.23303 0.509332
7.24682 0.489311
7.26207 0.470313
7.27732 0.453999
7.29256 0.439876
7.30781 0.427558
7.32306 0.416738
7.33830 0.407175
7.35355 0.398671
7.36880 0.391070
7.39929 0.378077
7.42979 0.367405
7.46028 0.358495
7.49077 0.350942
7.53143 0.342486
7.57209 0.335444
7.61275 0.329491
7.65341 0.324393
7.73473 0.316048
7.81604 0.309369
7.89736 0.303848
7.97868 0.299163
8.14131 0.291512
8.37365 0.282920
8.60599 0.276037
8.83832 0.269982
9.07066 0.264707
9.53533 0.255518
10.0000 0.247823
10.6250 0.239266
11.2500 0.232371
11.8750 0.226958
12.5000 0.222923
13.1250 0.220224
13.7500 0.218866
14.3750 0.218900
15.0000 0.220420
15.6250 0.223551
15.9375 0.225780
16.2500 0.228529
16.5625 0.231813
16.8750 0.235681
17.1875 0.240187
17.5000 0.245397
17.8125 0.251388
18.1250 0.258248
18.4375 0.266085
18.7500 0.275025
19.0625 0.285218
19.3750 0.296844
19.6875 0.310121
20.0000 0.325275
20.2784 0.340641
20.5568 0.358084
20.8352 0.377906
21.1136 0.400513
21.2528 0.413020
21.3920 0.426411
21.5312 0.440792
21.6704 0.456223
21.8096 0.472782
21.9488 0.490530
22.0880 0.509777
22.2272 0.530622
22.3883 0.556933
22.5495 0.585861
22.7107 0.617756
22.8719 0.653025
23.0331 0.692157
23.1942 0.735723
23.3554 0.784416
23.5166 0.839056
23.6558 0.891800
23.7950 0.950503
23.9342 1.01609
24.0038 1.05181
24.0734 1.08968
24.1430 1.12989
24.2126 1.17262
24.2822 1.21807
24.3518 1.26646
24.4214 1.31803
24.4910 1.37310
24.5606 1.43208
24.6302 1.49535
24.7107 1.57454
24.7913 1.66074
24.8719 1.75480
24.9525 1.85768
25.0331 1.97056
25.1137 2.09475
25.1943 2.23184
25.2749 2.38366
25.3554 2.55244
25.4360 2.74081
25.4763 2.84331
25.5166 2.95192
25.5569 3.06716
25.5972 3.18959
25.6375 3.31985
25.6778 3.45855
25.7181 3.60652
25.7584 3.76451
25.7987 3.93352
25.8390 4.11451
25.8793 4.30868
25.9196 4.51734
25.9635 4.76334
26.0075 5.03068
26.0514 5.32199
26.0954 5.64020
26.1393 5.98893
26.1833 6.37212
26.2273 6.79447
26.2712 7.26142
26.3115 7.73447
26.3518 8.25648
26.3921 8.83484
26.4324 9.47772
26.4525 9.82659
26.4727 10.1956
26.4928 10.5863
26.5130 11.0003
26.5331 11.4399
26.5533 11.9068
26.5734 12.4040
26.5936 12.9334
26.6247 13.8232
26.6558 14.8107
26.6870 15.9110
26.7026 16.5091
26.7181 17.1421
26.7337 17.8138
26.7493 18.5271
26.7648 19.2855
26.7804 20.0925
26.7960 20.9536
26.8115 21.8733
26.8271 22.8572
26.8427 23.9110
26.8628 25.3922
26.8830 27.0217
26.9031 28.8208
26.9232 30.8140
26.9434 33.0341
26.9535 34.2410
26.9635 35.5178
26.9736 36.8732
26.9837 38.3112
26.9938 39.8406
27.0038 41.4700
27.0139 43.2107
27.0240 45.0698
27.0341 47.0633
27.0441 49.2010
27.0542 51.5026
27.0643 53.9814
27.0744 56.6597
27.0844 59.5606
27.0945 62.7136
27.1046 66.1423
27.1147 69.8879
27.1247 73.9818
27.1348 78.4764
27.1449 83.4130
27.1549 88.8527
27.1650 94.8593
27.1723 99.6287
27.1797 104.759
27.1847 108.522
27.1897 112.486
27.1948 116.663
27.1998 121.056
27.2049 125.696
27.2099 130.588
27.2149 135.746
27.2200 141.173
27.2250 146.906
27.2300 152.951
27.2351 159.323
27.2401 166.025
27.2452 173.101
27.2502 180.540
27.2552 188.388
27.2603 196.632
27.2651 204.916
27.2699 213.607
27.2747 222.720
27.2795 232.271
27.2843 242.273
27.2891 252.742
27.2939 263.691
27.2987 275.108
27.3035 287.055
27.3083 299.518
27.3132 312.508
27.3180 326.007
27.3228 340.077
27.3276 354.699
27.3324 369.876
27.3372 385.579
27.3422 402.667
27.3473 420.368
27.3523 438.679
27.3573 457.554
27.3624 477.060
27.3674 497.104
27.3724 517.751
27.3775 538.898
27.3876 582.808
27.3976 628.512
27.4077 675.805
27.4178 724.238
27.4278 773.440
27.4379 822.940
27.4581 920.705
27.4681 967.857
27.4782 1012.96
27.4883 1055.45
27.4983 1094.71
27.5099 1134.96
27.5214 1169.39
27.5330 1197.25
27.5445 1217.96
27.5573 1231.98
27.5700 1236.33
27.5828 1230.91
27.5955 1215.87
27.6083 1191.62
27.6210 1158.80
27.6338 1118.29
27.6411 1091.80
27.6485 1063.30
27.6632 1001.25
27.6779 934.007
27.6926 863.481
27.7076 789.992
27.7226 716.839
27.7377 645.483
27.7527 577.302
27.7602 544.682
27.7677 513.191
27.7752 482.907
27.7827 453.927
27.7902 426.216
27.7977 399.877
27.8052 374.853
27.8127 351.211
27.8182 334.841
27.8236 319.172
27.8291 304.193
27.8346 289.893
27.8400 276.257
27.8455 263.268
27.8509 250.908
27.8564 239.160
27.8619 228.002
27.8673 217.414
27.8728 207.375
27.8782 197.862
27.8837 188.855
27.8892 180.331
27.8946 172.268
27.9001 164.657
27.9076 154.849
27.9151 145.776
27.9226 137.388
27.9301 129.642
27.9376 122.472
27.9451 115.842
27.9526 109.708
27.9601 104.040
27.9676 98.7827
27.9751 93.9107
27.9827 89.3915
27.9902 85.2006
27.9977 81.2997
28.0052 77.6741
28.0127 74.2911
28.0202 71.1390
28.0277 68.1902
28.0352 65.4316
28.0427 62.8475
28.0502 60.4265
28.0577 58.1493
28.0652 56.0072
28.0727 53.9895
28.0802 52.0890
28.0953 48.5922
28.1103 45.4602
28.1253 42.6380
28.1403 40.0873
28.1539 37.9721
28.1676 36.0285
28.1812 34.2376
28.1949 32.5828
28.2085 31.0502
28.2222 29.6274
28.2358 28.3037
28.2495 27.0707
28.2631 25.9183
28.2768 24.8401
28.2904 23.8297
28.3041 22.8820
28.3177 21.9905
28.3314 21.1513
28.3450 20.3604
28.3587 19.6144
28.3737 18.8404
28.3887 18.1127
28.4037 17.4266
28.4187 16.7799
28.4337 16.1688
28.4488 15.5913
28.4788 14.5268
28.5088 13.5689
28.5388 12.7039
28.5689 11.9201
28.5989 11.2076
28.6180 10.7873
28.6371 10.3904
28.6562 10.0153
28.6753 9.66037
28.7135 9.00544
28.7518 8.41572
28.7900 7.88248
28.8282 7.39888
28.8664 6.95863
28.9046 6.55686
28.9346 6.26514
28.9647 5.99256
28.9947 5.73748
29.0247 5.49851
29.0548 5.27418
29.0848 5.06339
29.1148 4.86507
29.1448 4.67831
29.1749 4.50213
29.2049 4.33578
29.2349 4.17856
29.2649 4.02984
29.3250 3.75541
29.3850 3.50829
29.4451 3.28493
29.5052 3.08245
29.5652 2.89826
29.6253 2.73028
29.6853 2.57661
29.7454 2.43572
29.8054 2.30620
29.8655 2.18692
29.9174 2.09132
29.9692 2.00200
30.0211 1.91836
30.0729 1.83994
30.1248 1.76626
30.1767 1.69696
30.2285 1.63169
30.2804 1.57017
30.3323 1.51210
30.3841 1.45727
30.4879 1.35634
30.5916 1.26575
30.6953 1.18415
30.7554 1.14054
30.8154 1.09936
30.9355 1.02359
31.0556 0.955609
31.1758 0.894379
31.2959 0.839038
31.4160 0.788854
31.5361 0.743208
31.6562 0.701571
31.7435 0.673539
31.8309 0.647235
31.9182 0.622517
32.0056 0.599272
32.0929 0.577402
32.1803 0.556805
32.3550 0.518942
32.5297 0.484943
32.7044 0.454370
32.8791 0.426791
33.0538 0.401827
33.1739 0.386012
33.2940 0.371190
33.4141 0.357279
33.5342 0.344207
33.6544 0.331906
33.7745 0.320317
34.0147 0.299065
34.2549 0.280074
34.4951 0.263034
34.7353 0.247685
34.9755 0.233810
35.1284 0.225663
35.2813 0.217996
35.5870 0.203958
35.8927 0.191439
36.1985 0.180229
36.5042 0.170211
36.8099 0.161103
37.1157 0.152845
37.4214 0.145340
37.6616 0.139916
37.9018 0.134860
38.1420 0.130138
38.3823 0.125729
38.6225 0.121601
38.8627 0.117727
39.3431 0.110674
39.8236 0.104420
40.3040 0.0988514
40.7844 0.0938688
41.2649 0.0893904
41.6361 0.0862344
42.0073 0.0833142
42.3786 0.0806066
42.7498 0.0780919
43.4923 0.0736073
43.8636 0.0715600
44.2348 0.0696577
44.9773 0.0661983
45.7198 0.0631540
46.4623 0.0604644
47.2048 0.0580802
47.9036 0.0560788
48.6024 0.0542840
49.3012 0.0526726
50.0000 0.0512248
51.0678 0.0492968
52.1355 0.0476897
53.2033 0.0463298
53.7372 0.0457189
54.2711 0.0452049
54.8050 0.0447065
55.3389 0.0442981
56.4066 0.0435998
57.4744 0.0431090
58.5422 0.0428366
59.7625 0.0428127
60.3726 0.0429292
60.9828 0.0431523
61.5929 0.0434946
62.2031 0.0439807
62.8132 0.0446468
63.4234 0.0455383
63.7285 0.0460925
64.0335 0.0467470
64.4912 0.0479497
64.7200 0.0486750
64.9488 0.0495034
65.1776 0.0504554
65.4064 0.0515571
65.6352 0.0528401
65.8640 0.0543390
66.0451 0.0557235
66.2263 0.0573329
66.4074 0.0592140
66.5886 0.0614310
66.7697 0.0640714
66.8603 0.0655852
66.9508 0.0672511
67.0414 0.0690916
67.1320 0.0711347
67.2225 0.0734146
67.3131 0.0759715
67.4084 0.0790158
67.5038 0.0824891
67.5991 0.0864772
67.6945 0.0910887
67.7421 0.0936711
67.7898 0.0964651
67.8375 0.0994953
67.8851 0.102790
67.9328 0.106382
67.9805 0.110309
68.0281 0.114617
68.0758 0.119357
68.1282 0.125147
68.1807 0.131635
68.2331 0.138945
68.2855 0.147222
68.3118 0.151781
68.3380 0.156654
68.3642 0.161874
68.3904 0.167472
68.4166 0.173493
68.4429 0.179978
68.4691 0.186980
68.4953 0.194556
68.5310 0.205946
68.5668 0.218743
68.5847 0.225752
68.6025 0.233212
68.6204 0.241175
68.6383 0.249683
68.6562 0.258801
68.6740 0.268585
68.6919 0.279120
68.7098 0.290482
68.7277 0.302784
68.7455 0.316133
68.7634 0.330684
68.7813 0.346586
68.7944 0.359230
68.8075 0.372802
68.8206 0.387406
68.8337 0.403160
68.8468 0.420199
68.8600 0.438678
68.8731 0.458773
68.8862 0.480668
68.8993 0.504626
68.9124 0.530892
68.9255 0.559765
68.9386 0.591554
68.9517 0.626689
68.9648 0.665575
68.9779 0.708692
68.9910 0.756539
69.0006 0.794717
69.0101 0.835940
69.0196 0.880562
69.0292 0.928775
69.0387 0.980988
69.0482 1.03741
69.0578 1.09844
69.0673 1.16444
69.0768 1.23586
69.0864 1.31294
69.0959 1.39626
69.1054 1.48605
69.1150 1.58293
69.1245 1.68715
69.1340 1.79924
69.1436 1.91964
69.1501 2.00757
69.1567 2.09965
69.1632 2.19628
69.1698 2.29732
69.1763 2.40320
69.1829 2.51372
69.1960 2.74981
69.2091 3.00645
69.2222 3.28434
69.2353 3.58401
69.2484 3.90573
69.2627 4.28186
69.2770 4.68393
69.2866 4.96620
69.2961 5.25899
69.3152 5.87530
69.3343 6.52774
69.3533 7.20898
69.3867 8.44449
69.4129 9.42031
69.4391 10.3632
69.4522 10.8110
69.4653 11.2367
69.4784 11.6356
69.4915 12.0029
69.5058 12.3631
69.5198 12.6680
69.5337 12.9237
69.5476 13.1265
69.5615 13.2735
69.5758 13.3640
69.5900 13.3926
69.6032 13.3632
69.6165 13.2805
69.6297 13.1453
69.6429 12.9598
69.6550 12.7472
69.6672 12.4965
69.6782 12.2368
69.6893 11.9501
69.7114 11.3047
69.7335 10.5813
69.7556 9.80261
69.7677 9.36228
69.7837 8.76631
69.8279 7.13146
69.8501 6.34915
69.8722 5.60894
69.8832 5.25735
69.8943 4.91990
69.9053 4.59671
69.9164 4.28887
69.9274 3.99619
69.9385 3.71936
69.9495 3.45816
69.9606 3.21247
69.9686 3.04334
69.9767 2.88218
69.9847 2.72884
69.9927 2.58316
70.0008 2.44494
70.0088 2.31397
70.0169 2.19003
70.0249 2.07301
70.0329 1.96239
70.0410 1.85805
70.0490 1.75975
70.0571 1.66721
70.0651 1.58018
70.0731 1.49839
70.0812 1.42158
70.0892 1.34959
70.1003 1.25770
70.1113 1.17372
70.1224 1.09688
70.1334 1.02675
70.1445 0.962649
70.1555 0.904165
70.1666 0.850755
70.1776 0.801965
70.1887 0.757336
70.1997 0.716559
70.2108 0.679235
70.2218 0.645036
70.2329 0.613635
70.2440 0.584817
70.2550 0.558305
70.2661 0.533876
70.2801 0.505468
70.2942 0.479741
70.3083 0.456371
70.3223 0.435091
70.3364 0.415626
70.3505 0.397781
70.3645 0.381369
70.3786 0.366242
70.3927 0.352240
70.4067 0.339252
70.4208 0.327175
70.4349 0.315925
70.4489 0.305406
70.4630 0.295556
70.4911 0.277634
70.5132 0.264990
70.5354 0.253440
70.5575 0.242851
70.5796 0.233116
70.6017 0.224133
70.6238 0.215828
70.6459 0.208125
70.6680 0.200970
70.6901 0.194305
70.7122 0.188087
70.7343 0.182275
70.7564 0.176837
70.8006 0.166948
70.8448 0.158203
70.8790 0.152119
70.9132 0.146550
70.9473 0.141437
70.9815 0.136733
71.0157 0.132394
71.0498 0.128384
71.0840 0.124668
71.1182 0.121222
71.1865 0.115033
71.2548 0.109650
71.3231 0.104941
71.3915 0.100800
71.4518 0.0975503
71.5120 0.0946283
71.5723 0.0919939
71.6326 0.0896126
71.6929 0.0874550
71.7532 0.0854959
71.8738 0.0820875
71.9944 0.0792428
72.1149 0.0768528
72.2355 0.0748363
72.3561 0.0731314
72.5169 0.0712585
72.6777 0.0697608
72.8384 0.0685708
72.9992 0.0676364
73.1921 0.0667869
73.3851 0.0661771
73.5780 0.0657712
73.7709 0.0655411
74.1246 0.0655010
74.4783 0.0658707
74.8320 0.0665847
75.1857 0.0676038
75.5394 0.0689064
75.8931 0.0704848
76.2468 0.0723414
76.6005 0.0744884
76.9542 0.0769466
77.3079 0.0797458
77.6616 0.0829258
78.0153 0.0865383
78.3690 0.0906488
78.7227 0.0953406
79.0764 0.100719
79.2533 0.103707
79.4301 0.106920
79.6874 0.112044
79.9446 0.117777
80.2019 0.124222
80.4591 0.131498
80.7163 0.139740
80.8449 0.144287
80.9736 0.149165
81.1022 0.154407
81.2308 0.160046
81.3594 0.166123
81.4880 0.172684
81.6649 0.182599
81.8417 0.193703
82.0186 0.206200
82.1070 0.213049
82.1954 0.220344
82.2839 0.228128
82.3723 0.236446
82.4607 0.245350
82.5491 0.254897
82.6376 0.265153
82.7260 0.276186
82.8144 0.288082
82.9028 0.300929
82.9993 0.316163
83.0958 0.332830
83.1922 0.351131
83.2887 0.371292
83.3852 0.393582
83.4816 0.418311
83.5781 0.445853
83.6746 0.476660
83.7630 0.508238
83.8514 0.543526
83.8956 0.562756
83.9398 0.583152
83.9840 0.604817
84.0283 0.627860
84.0725 0.652409
84.1167 0.678587
84.1609 0.706550
84.2051 0.736468
84.2493 0.768537
84.2935 0.802957
84.3377 0.839977
84.3820 0.879871
84.4342 0.931171
84.4865 0.987519
84.5387 1.04963
84.5910 1.11836
84.6432 1.19470
84.6955 1.27984
84.7216 1.32617
84.7477 1.37524
84.7739 1.42734
84.8000 1.48268
84.8442 1.58463
84.8884 1.69835
84.9105 1.76025
84.9326 1.82585
84.9547 1.89553
84.9768 1.96957
84.9989 2.04845
85.0210 2.13254
85.0431 2.22243
85.0652 2.31861
85.0874 2.42183
85.1095 2.53274
85.1316 2.65233
85.1537 2.78148
85.1697 2.88217
85.1858 2.98910
85.2019 3.10285
85.2180 3.22403
85.2341 3.35356
85.2501 3.49222
85.2662 3.64104
85.2823 3.80106
85.2984 3.97383
