Sm-148(n,tot) ENDFB-8.0
0.00321875 795.925
0.00331250 784.704
0.00340625 773.949
0.00350000 763.630
0.00359375 753.716
0.00368750 744.183
0.00378125 735.007
0.00387500 726.165
0.00396875 717.639
0.00406250 709.409
0.00425000 693.775
0.00443750 679.141
0.00462500 665.407
0.00481250 652.482
0.00500000 640.292
0.00515625 630.645
0.00531250 621.427
0.00546875 612.607
0.00562500 604.156
0.00578125 596.051
0.00593750 588.267
0.00609375 580.785
0.00625000 573.585
0.00640625 566.649
0.00656250 559.963
0.00671875 553.512
0.00687500 547.281
0.00718750 535.434
0.00750000 524.335
0.00781250 513.908
0.00812500 504.087
0.00843750 494.817
0.00875000 486.047
0.00906250 477.734
0.00937500 469.839
0.00968750 462.330
0.0100000 455.174
0.0103125 448.346
0.0106250 441.822
0.0109375 435.578
0.0112500 429.597
0.0115625 423.859
0.0118750 418.349
0.0121875 413.053
0.0125000 407.956
0.0128125 403.046
0.0131250 398.313
0.0134375 393.745
0.0137500 389.334
0.0143750 380.946
0.0150000 373.087
0.0156250 365.703
0.0162500 358.748
0.0168750 352.181
0.0175000 345.969
0.0181250 340.080
0.0187500 334.487
0.0193750 329.166
0.0200000 324.096
0.0206625 318.974
0.0213250 314.092
0.0219875 309.432
0.0226500 304.978
0.0233125 300.714
0.0239750 296.628
0.0246375 292.707
0.0253000 288.941
0.0262767 283.650
0.0272533 278.644
0.0282299 273.900
0.0292066 269.395
0.0301832 265.110
0.0311599 261.027
0.0321365 257.131
0.0331132 253.408
0.0338791 250.601
0.0346451 247.887
0.0361771 242.718
0.0377090 237.866
0.0392410 233.298
0.0407729 228.988
0.0423049 224.914
0.0438368 221.053
0.0453688 217.388
0.0466159 214.538
0.0478630 211.799
0.0500000 207.345
0.0518860 203.642
0.0537720 200.134
0.0556580 196.804
0.0575440 193.639
0.0593750 190.710
0.0609375 188.314
0.0625000 186.009
0.0648438 182.706
0.0671875 179.578
0.0695313 176.607
0.0718750 173.782
0.0750000 170.221
0.0770441 168.007
0.0790882 165.878
0.0811322 163.829
0.0831763 161.854
0.0843750 160.730
0.0875000 157.906
0.0906250 155.228
0.0937500 152.682
0.0968750 150.259
0.100000 147.948
0.102344 146.284
0.104688 144.675
0.109375 141.611
0.114063 138.735
0.118750 136.028
0.120227 135.207
0.125000 132.653
0.129688 130.281
0.134375 128.031
0.139063 125.895
0.143750 123.860
0.144544 123.525
0.147272 122.395
0.150000 121.294
0.155945 118.995
0.161890 116.819
0.167835 114.755
0.173780 112.795
0.175000 112.405
0.178125 111.424
0.181250 110.468
0.187500 108.627
0.193750 106.873
0.200000 105.199
0.204465 104.048
0.208930 102.932
0.209375 102.823
0.210547 102.537
0.211719 102.253
0.215674 101.312
0.219629 100.396
0.227539 98.6347
0.235449 96.9576
0.243359 95.3585
0.251270 93.8327
0.259180 92.3760
0.267090 90.9821
0.275000 89.6457
0.284375 88.1310
0.293750 86.6860
0.303125 85.3058
0.312500 83.9852
0.321875 82.7198
0.331250 81.5059
0.340625 80.3402
0.350000 79.2193
0.359375 78.1398
0.368750 77.0989
0.378125 76.0951
0.387500 75.1263
0.396875 74.1900
0.406250 73.2845
0.415625 72.4080
0.425000 71.5592
0.434375 70.7368
0.443750 69.9397
0.462500 68.4136
0.500000 65.6042
0.531250 63.4753
0.562500 61.5198
0.593750 59.7106
0.625000 58.0212
0.656250 56.4492
0.687500 54.9810
0.750000 52.2963
0.781250 51.0689
0.812500 49.9087
0.875000 47.7661
0.937500 45.8252
1.00000 44.0511
1.06250 42.4224
1.12500 40.9253
1.18750 39.5447
1.25000 38.2599
1.34800 36.4202
1.39699 35.5702
1.42149 35.1606
1.43374 34.9591
1.44599 34.7604
1.45949 34.5450
1.47300 34.3334
1.50000 33.9205
1.56250 33.0031
1.62500 32.1394
1.75000 30.5587
1.87500 29.1399
1.93750 28.4875
2.00000 27.8665
2.09375 26.9944
2.18750 26.1863
2.28125 25.4348
2.37500 24.7398
2.46875 24.0956
2.56250 23.4957
2.65625 22.9382
2.75000 22.4193
2.75423 22.3966
2.76293 22.3504
2.77164 22.3045
2.78905 22.2141
2.82387 22.0378
2.89350 21.7008
2.96314 21.3805
3.03277 21.0780
3.10241 20.7928
3.17204 20.5241
3.24168 20.2710
3.31131 20.0324
3.31836 20.0091
3.34107 19.9351
3.36377 19.8631
3.40918 19.7245
3.50000 19.4643
3.59375 19.2192
3.68750 18.9975
3.78125 18.7986
3.87500 18.6218
3.96875 18.4662
4.06250 18.3318
4.15625 18.2182
4.25000 18.1241
4.34375 18.0491
4.43750 17.9930
4.53125 17.9553
4.62500 17.9356
4.71875 17.9340
4.81250 17.9508
4.90625 17.9866
5.00000 18.0407
5.10574 18.1235
5.21149 18.2269
5.31723 18.3519
5.42298 18.5010
5.52872 18.6726
5.63446 18.8656
5.74021 19.0832
5.84595 19.3260
5.94696 19.5839
6.04798 19.8648
6.14899 20.1683
6.25000 20.4954
6.37250 20.9275
6.49499 21.3992
6.61749 21.9115
6.73999 22.4670
6.86248 23.0694
6.98498 23.7223
7.10747 24.4281
7.16872 24.7988
7.22997 25.1821
7.26372 25.3990
7.29748 25.6189
7.36499 26.0699
7.50000 27.0359
7.65625 28.2693
7.81250 29.6415
7.96875 31.1739
8.12500 32.8857
8.20313 33.8182
8.28125 34.8138
8.43750 37.0012
8.51563 38.2023
8.59375 39.4896
8.67188 40.8691
8.75000 42.3501
8.85742 44.5732
8.96484 47.0444
9.07227 49.8064
9.12598 51.3126
9.17969 52.9126
9.23340 54.6150
9.28711 56.4299
9.34082 58.3686
9.39453 60.4439
9.44824 62.6704
9.50195 65.0641
9.55567 67.6411
9.60938 70.4208
9.65820 73.1500
9.70703 76.0997
9.75586 79.2946
9.80469 82.7625
9.85352 86.5375
9.90234 90.6604
9.95117 95.1796
10.0000 100.152
10.0497 105.753
10.0995 111.982
10.1243 115.364
10.1492 118.942
10.1741 122.736
10.1989 126.762
10.2238 131.045
10.2486 135.602
10.2735 140.464
10.2984 145.653
10.3232 151.208
10.3481 157.160
10.3730 163.556
10.3978 170.446
10.4252 178.663
10.4525 187.629
10.4799 197.444
10.5072 208.221
10.5346 220.094
10.5619 233.226
10.5893 247.808
10.6166 264.065
10.6390 278.816
10.6614 295.064
10.6838 313.022
10.7061 332.941
10.7285 355.148
10.7397 367.220
10.7509 380.008
10.7621 393.573
10.7733 407.981
10.7845 423.306
10.7956 439.618
10.8093 461.071
10.8230 484.332
10.8367 509.659
10.8503 537.269
10.8640 567.503
10.8777 600.665
10.8914 637.218
10.9050 677.596
10.9187 722.444
10.9324 772.398
10.9392 799.582
10.9461 828.387
10.9529 858.950
10.9597 891.375
10.9666 925.926
10.9734 962.750
10.9803 1002.06
10.9871 1044.03
10.9939 1089.06
11.0008 1137.38
11.0076 1189.36
11.0144 1245.30
11.0194 1288.89
11.0244 1334.96
11.0294 1383.80
11.0343 1435.67
11.0393 1490.92
11.0443 1549.63
11.0492 1612.22
11.0542 1679.05
11.0592 1750.64
11.0642 1827.14
11.0691 1909.15
11.0741 1997.21
11.0791 2092.06
11.0841 2193.96
11.0890 2303.77
11.0940 2422.23
11.1008 2600.91
11.1043 2697.68
11.1077 2799.81
11.1111 2907.62
11.1145 3021.47
11.1179 3141.69
11.1213 3268.27
11.1248 3402.34
11.1282 3543.91
11.1316 3693.40
11.1350 3851.20
11.1384 4017.73
11.1419 4193.41
11.1453 4378.65
11.1487 4573.29
11.1521 4778.86
11.1555 4995.22
11.1590 5222.75
11.1624 5461.81
11.1658 5712.76
11.1692 5975.90
11.1726 6251.51
11.1760 6538.97
11.1829 7154.40
11.1897 7822.26
11.1966 8542.37
11.2034 9312.13
11.2121 10362.6
11.2208 11479.6
11.2295 12650.2
11.2382 13855.5
11.2519 15763.3
11.2587 16694.0
11.2656 17587.9
11.2754 18781.9
11.2803 19324.6
11.2852 19822.6
11.2901 20272.7
11.2951 20668.1
11.3000 21006.0
11.3049 21281.2
11.3097 21486.7
11.3144 21628.3
11.3192 21704.4
11.3240 21714.0
11.3291 21651.4
11.3342 21514.5
11.3392 21304.9
11.3443 21025.2
11.3494 20678.8
11.3545 20269.9
11.3596 19803.2
11.3646 19285.2
11.3721 18445.2
11.3795 17526.5
11.3869 16547.9
11.3943 15529.4
11.4082 13571.3
11.4222 11651.7
11.4317 10411.5
11.4364 9819.88
11.4412 9249.96
11.4459 8703.13
11.4507 8180.48
11.4554 7682.76
11.4602 7210.39
11.4637 6879.55
11.4671 6563.33
11.4706 6259.78
11.4741 5970.49
11.4776 5693.57
11.4811 5430.34
11.4846 5179.67
11.4880 4941.23
11.4915 4714.01
11.4950 4498.91
11.4985 4294.28
11.5020 4100.88
11.5055 3917.14
11.5089 3743.69
11.5124 3579.55
11.5159 3424.27
11.5194 3277.02
11.5229 3138.21
11.5264 3006.63
11.5298 2882.62
11.5333 2765.08
11.5368 2654.31
11.5403 2549.29
11.5438 2450.29
11.5473 2356.39
11.5508 2267.82
11.5542 2183.77
11.5577 2104.42
11.5612 2029.06
11.5647 1957.85
11.5717 1826.28
11.5770 1733.42
11.5824 1647.79
11.5878 1568.41
11.5932 1494.99
11.5986 1426.70
11.6040 1363.33
11.6093 1304.32
11.6147 1249.27
11.6201 1197.74
11.6255 1149.62
11.6309 1104.45
11.6363 1062.13
11.6417 1022.30
11.6470 984.875
11.6524 949.614
11.6578 916.344
11.6648 875.960
11.6717 838.376
11.6787 803.334
11.6857 770.605
11.6926 739.987
11.6996 711.299
11.7066 684.381
11.7135 659.122
11.7205 635.322
11.7275 612.901
11.7345 591.753
11.7414 571.813
11.7554 535.073
11.7693 502.135
11.7807 477.616
11.7921 455.080
11.8035 434.304
11.8149 415.111
11.8263 397.347
11.8377 380.876
11.8491 365.578
11.8605 351.348
11.8743 335.392
11.8881 320.728
11.9019 307.215
11.9157 294.740
11.9296 283.195
11.9434 272.511
11.9572 262.601
11.9710 253.397
11.9848 244.832
11.9986 236.865
12.0124 229.440
12.0262 222.515
12.0401 216.049
12.0539 210.008
12.0815 199.074
12.0971 193.519
12.1126 188.359
12.1438 179.106
12.1749 171.102
12.2060 164.174
12.2372 158.178
12.2683 153.000
12.2994 148.541
12.3305 144.720
12.3557 142.050
12.3809 139.722
12.4061 137.709
12.4312 135.989
12.4564 134.541
12.4816 133.345
12.5319 131.646
12.5823 130.785
12.6326 130.685
12.6830 131.295
12.7333 132.578
12.7836 134.512
12.8183 136.213
12.8529 138.217
12.8875 140.525
12.9221 143.145
12.9567 146.083
12.9913 149.350
13.0259 152.960
13.0605 156.929
13.0951 161.278
13.1298 166.027
13.1644 171.204
13.1990 176.840
13.2336 182.969
13.2682 189.631
13.3028 196.871
13.3374 204.739
13.3752 214.112
13.4129 224.402
13.4507 235.723
13.4885 248.204
13.5262 261.992
13.5640 277.259
13.6017 294.210
13.6395 313.085
13.6713 330.725
13.7032 350.149
13.7350 371.616
13.7669 395.405
13.7987 421.883
13.8306 451.453
13.8465 467.566
13.8624 484.643
13.8783 502.774
13.8942 522.049
13.9085 540.379
13.9228 559.772
13.9370 580.343
13.9513 602.159
13.9656 625.356
13.9798 650.019
13.9941 676.296
14.0084 704.332
14.0226 734.311
14.0369 766.375
14.0511 800.750
14.0654 837.668
14.0797 877.421
14.0939 920.255
14.1082 966.537
14.1225 1016.66
14.1367 1071.11
14.1510 1130.33
14.1653 1195.01
14.1795 1265.75
14.1938 1343.47
14.2080 1429.04
14.2223 1523.63
14.2366 1628.61
14.2437 1685.57
14.2508 1745.70
14.2580 1809.31
14.2651 1876.70
14.2722 1948.29
14.2794 2024.22
14.2865 2104.98
14.2936 2191.00
14.3008 2282.89
14.3079 2380.94
14.3150 2485.87
14.3222 2598.35
14.3293 2719.13
14.3364 2849.05
14.3435 2989.07
14.3507 3140.23
14.3559 3257.96
14.3611 3382.72
14.3662 3515.07
14.3714 3655.32
14.3766 3804.65
14.3818 3963.18
14.3870 4132.27
14.3922 4312.06
14.3974 4504.10
14.4025 4708.99
14.4077 4927.69
14.4129 5160.79
14.4181 5410.29
14.4233 5676.37
14.4285 5961.26
14.4337 6265.14
14.4401 6674.04
14.4466 7117.96
14.4531 7599.53
14.4595 8120.51
14.4660 8685.06
14.4725 9293.88
14.4789 9951.07
14.4854 10656.6
14.4915 11368.2
14.4976 12124.6
14.5036 12928.9
14.5097 13778.3
14.5158 14675.1
14.5219 15614.8
14.5280 16596.9
14.5341 17618.6
14.5462 19766.4
14.5584 22015.8
14.5827 26585.4
14.5965 29035.4
14.6034 30174.1
14.6103 31232.4
14.6172 32198.1
14.6241 33054.0
14.6310 33788.4
14.6379 34389.8
14.6442 34813.7
14.6504 35113.1
14.6567 35283.9
14.6630 35323.7
14.6699 35215.3
14.6768 34949.2
14.6837 34529.8
14.6906 33964.8
14.6975 33261.7
14.7044 32433.5
14.7114 31490.6
14.7183 30449.7
14.7250 29351.6
14.7317 28187.6
14.7452 25720.5
14.7722 20613.9
14.7863 18041.6
14.7934 16818.9
14.8005 15649.6
14.8076 14535.5
14.8146 13483.3
14.8217 12492.1
14.8288 11565.8
14.8359 10701.6
14.8429 9900.85
14.8500 9159.51
14.8571 8477.28
14.8642 7849.38
14.8712 7274.45
14.8783 6748.22
14.8854 6267.26
14.8892 6022.54
14.8931 5789.75
14.8970 5568.32
14.9008 5357.74
14.9085 4967.01
14.9163 4613.57
14.9240 4293.69
14.9317 4003.92
14.9394 3741.12
14.9471 3502.72
14.9542 3302.78
14.9613 3119.41
14.9684 2950.48
14.9754 2795.03
14.9825 2651.32
14.9896 2518.61
14.9967 2395.49
15.0037 2281.38
15.0108 2175.15
15.0179 2076.35
15.0250 1984.05
15.0320 1897.94
15.0391 1817.24
15.0462 1741.71
15.0533 1670.72
15.0603 1604.09
15.0674 1541.30
15.0745 1482.12
15.0816 1426.30
15.0886 1373.64
15.0957 1323.77
15.1028 1276.62
15.1169 1189.50
15.1311 1110.96
15.1452 1039.89
15.1594 975.371
15.1735 916.617
15.1819 884.299
15.1903 853.674
15.2070 796.950
15.2237 745.619
15.2404 699.016
15.2572 656.553
15.2739 617.797
15.2906 582.307
15.3073 549.726
15.3215 524.196
15.3356 500.361
15.3498 478.076
15.3639 457.210
15.3781 437.645
15.3922 419.277
15.4064 402.010
15.4205 385.760
15.4347 370.449
15.4488 356.007
15.4630 342.370
15.4771 329.480
15.4913 317.284
15.5054 305.735
15.5196 294.788
15.5337 284.402
15.5479 274.540
15.5620 265.168
15.5903 247.772
15.6186 231.990
15.6469 217.632
15.6752 204.534
15.7035 192.557
15.7318 181.579
15.7601 171.494
15.7884 162.211
15.8167 153.648
15.8450 145.736
15.8733 138.411
15.9016 131.620
15.9299 125.312
15.9582 119.447
15.9865 113.984
16.0122 109.337
16.0380 104.973
16.0637 100.868
16.0894 97.0049
16.1177 93.0094
16.1460 89.2629
16.1743 85.7445
16.2026 82.4369
16.2309 79.3247
16.2592 76.3940
16.2875 73.6321
16.3158 71.0273
16.3441 68.5688
16.3724 66.2467
16.4007 64.0519
16.4290 61.9760
16.4573 60.0113
16.4856 58.1507
16.5139 56.3877
16.5422 54.7162
16.5705 53.1307
16.5988 51.6259
16.6271 50.1972
16.6554 48.8400
16.6837 47.5503
16.7120 46.3242
16.7403 45.1582
16.7686 44.0490
16.8252 41.9885
16.8818 40.1207
16.9384 38.4259
16.9950 36.8872
17.0413 35.7338
17.0877 34.6674
17.1340 33.6815
17.1803 32.7700
17.2266 31.9276
17.2729 31.1494
17.3192 30.4310
17.3655 29.7688
17.3780 29.5991
17.4083 29.2036
17.4386 28.8291
17.4992 28.1394
17.5597 27.5219
17.6203 26.9709
17.6764 26.5155
17.7325 26.1099
17.7887 25.7506
17.8448 25.4346
17.9009 25.1592
17.9570 24.9220
18.0692 24.5530
18.1814 24.3118
18.2937 24.1856
18.4059 24.1637
18.5181 24.2376
18.6622 24.4655
18.8063 24.8301
18.9503 25.3157
19.0944 25.9220
19.2385 26.6467
19.3826 27.4890
19.5266 28.4507
19.6707 29.5356
19.8354 30.9344
20.0000 32.5112
20.1487 34.1064
20.2974 35.8867
20.4460 37.8709
20.5947 40.0875
20.7434 42.5719
20.8177 43.9273
20.8920 45.3676
20.9664 46.9030
21.0407 48.5407
21.1151 50.2881
21.1894 52.1548
21.2786 54.5682
21.3678 57.1968
21.4570 60.0788
21.5462 63.2498
21.6354 66.7501
21.7246 70.6301
21.8138 74.9534
21.8584 77.3047
21.9030 79.7971
21.9625 83.3621
22.0219 87.2345
22.0814 91.4539
22.1409 96.0667
22.2004 101.127
22.2598 106.697
22.3193 112.852
22.3788 119.683
22.4196 124.832
22.4605 130.399
22.5014 136.435
22.5423 142.994
22.5832 150.146
22.6241 157.962
22.6650 166.538
22.7058 175.973
22.7467 186.400
22.7876 197.962
22.8081 204.229
22.8285 210.847
22.8489 217.849
22.8694 225.265
22.8898 233.136
22.9103 241.490
22.9307 250.376
22.9512 259.839
22.9716 269.935
22.9920 280.722
23.0125 292.267
23.0329 304.647
23.0571 320.475
23.0812 337.752
23.1054 356.671
23.1296 377.456
23.1537 400.372
23.1779 425.732
23.2020 453.913
23.2141 469.199
23.2262 485.366
23.2466 514.950
23.2671 547.653
23.2875 583.967
23.2977 603.654
23.3080 624.469
23.3182 646.504
23.3284 669.860
23.3386 694.650
23.3488 721.001
23.3591 749.051
23.3693 778.958
23.3795 810.899
23.3897 845.070
23.3981 874.874
23.4065 906.422
23.4148 939.943
23.4232 975.525
23.4316 1013.44
23.4399 1053.81
23.4483 1096.92
23.4566 1143.01
23.4650 1192.45
23.4734 1245.44
23.4817 1302.41
23.4901 1363.77
23.4985 1430.05
23.5068 1501.61
23.5152 1579.09
23.5235 1663.13
23.5338 1775.93
23.5440 1900.92
23.5491 1968.52
23.5542 2039.83
23.5593 2115.05
23.5644 2194.45
23.5695 2278.45
23.5747 2366.97
23.5798 2460.47
23.5849 2559.23
23.5900 2663.54
23.5951 2773.72
23.6002 2890.09
23.6053 3012.96
23.6104 3142.66
23.6155 3279.52
23.6206 3423.88
23.6258 3576.07
23.6309 3736.39
23.6360 3905.19
23.6411 4082.75
23.6462 4269.37
23.6513 4465.32
23.6564 4670.84
23.6615 4886.16
23.6666 5111.46
23.6717 5346.87
23.6769 5592.51
23.6871 6114.61
23.6945 6520.39
23.7019 6946.77
23.7094 7394.12
23.7168 7860.13
23.7243 8344.53
23.7317 8844.15
23.7465 9881.30
23.7670 11352.6
23.7874 12801.1
23.8016 13741.4
23.8157 14591.6
23.8228 14972.9
23.8299 15319.6
23.8369 15628.2
23.8440 15895.3
23.8535 16183.9
23.8630 16386.5
23.8725 16498.9
23.8820 16518.8
23.8897 16466.3
23.8974 16352.9
23.9052 16180.1
23.9129 15950.1
23.9206 15665.9
23.9283 15331.1
23.9360 14949.9
23.9438 14527.6
23.9564 13758.7
23.9690 12915.7
23.9817 12022.3
23.9943 11101.9
24.0192 9287.32
24.0317 8416.87
24.0442 7588.69
24.0504 7193.21
24.0566 6812.20
24.0629 6445.13
24.0691 6093.70
24.0754 5757.11
24.0816 5436.63
24.0878 5131.30
24.0941 4842.00
24.0992 4616.18
24.1043 4400.95
24.1094 4195.66
24.1145 4000.09
24.1196 3813.99
24.1247 3637.07
24.1298 3469.05
24.1349 3309.61
24.1400 3158.14
24.1451 3014.90
24.1502 2879.26
24.1553 2750.88
24.1604 2629.41
24.1655 2514.53
24.1706 2405.91
24.1757 2303.23
24.1819 2185.21
24.1881 2075.23
24.1944 1972.39
24.2006 1876.54
24.2069 1786.86
24.2131 1703.21
24.2193 1624.88
24.2256 1551.73
24.2318 1483.15
24.2380 1419.01
24.2443 1358.78
24.2505 1302.36
24.2567 1249.28
24.2630 1199.47
24.2692 1152.53
24.2754 1108.38
24.2817 1066.69
24.2879 1027.35
24.2942 990.187
24.3004 955.101
24.3066 921.835
24.3129 890.368
24.3253 832.146
24.3378 779.587
24.3503 731.971
24.3627 688.690
24.3752 649.225
24.3854 619.442
24.3956 591.733
24.4058 565.883
24.4160 541.727
24.4262 519.096
24.4364 497.903
24.4466 478.008
24.4568 459.307
24.4670 441.687
24.4772 425.099
24.4874 409.447
24.4976 394.663
24.5078 380.669
24.5180 367.435
24.5384 343.004
24.5509 329.269
24.5634 316.374
24.5759 304.244
24.5883 292.819
24.6008 282.045
24.6133 271.876
24.6257 262.267
24.6382 253.179
24.6507 244.574
24.6632 236.420
24.6881 221.345
24.7130 207.740
24.7380 195.423
24.7629 184.236
24.7879 174.057
24.8128 164.767
24.8377 156.269
24.8627 148.479
24.8876 141.323
24.9126 134.737
24.9375 128.663
24.9602 123.542
24.9829 118.773
25.0055 114.323
25.0282 110.165
25.0509 106.276
25.0735 102.635
25.0962 99.2218
25.1189 96.0197
25.1461 92.4318
25.1733 89.1026
25.2005 86.0089
25.2277 83.1311
25.2549 80.4516
25.2821 77.9543
25.3094 75.6245
25.3366 73.4489
25.3720 70.8273
25.4074 68.4227
25.4429 66.2141
25.4783 64.1834
25.5137 62.3148
25.5491 60.5943
25.5846 59.0094
25.6200 57.5488
25.6909 54.9612
25.7617 52.7609
25.8326 50.8902
25.9034 49.3017
25.9533 48.3314
26.0032 47.4705
26.0531 46.7090
26.1030 46.0380
26.1685 45.2806
26.2339 44.6474
26.2994 44.1234
26.3649 43.6974
26.4303 43.3605
26.4958 43.1044
26.5613 42.9216
26.6267 42.8054
26.6922 42.7501
26.7577 42.7504
26.8886 42.9007
27.0196 43.2262
27.1505 43.7037
27.2503 44.1580
27.3500 44.6833
27.4498 45.2742
27.5496 45.9263
27.6493 46.6371
27.7491 47.4053
27.9486 49.0923
28.1482 50.9677
28.3477 53.0298
28.5472 55.2759
28.7468 57.7061
28.9284 60.0831
29.1800 63.6509
29.4317 67.5562
29.6833 71.8302
29.9350 76.5122
30.1866 81.6488
30.4383 87.3134
30.6900 93.5662
30.9416 100.499
31.1536 106.949
31.3656 114.041
31.5776 121.871
31.7896 130.553
32.0016 140.220
32.1076 145.458
32.2136 151.002
32.3196 156.901
32.4256 163.182
32.5316 169.872
32.6376 177.006
32.7748 186.971
32.9120 197.861
33.0492 209.801
33.1863 222.940
33.3235 237.455
33.4607 253.555
33.5293 262.277
33.5979 271.494
33.6665 281.245
33.7350 291.575
33.8473 309.859
33.9595 330.074
34.0718 352.511
34.1279 364.671
34.1840 377.521
34.2401 391.117
34.2962 405.515
34.3524 420.777
34.4085 436.975
34.4646 454.204
34.5207 472.564
34.5768 492.167
34.6329 513.123
34.6953 538.159
34.7576 565.221
34.8200 594.538
34.8823 626.375
34.9447 661.039
35.0071 698.867
35.0694 740.270
35.1318 785.727
35.1823 825.933
35.2328 869.511
35.2834 916.877
35.3339 968.468
35.3844 1024.83
35.4350 1086.55
35.4855 1154.37
35.5360 1229.09
35.5866 1311.74
35.6371 1403.44
35.6624 1453.12
35.6876 1505.62
35.7129 1561.14
35.7382 1619.90
35.7634 1682.21
35.7887 1748.34
