Ru-98(n,tot) ENDFB-8.0
0.000378125 72.2898
0.000387500 71.4537
0.000396875 70.6477
0.000406250 69.8701
0.000425000 68.3936
0.000443750 67.0126
0.000462500 65.7174
0.000481250 64.4994
0.000500000 63.3513
0.000515625 62.4433
0.000531250 61.5761
0.000546875 60.7467
0.000562500 59.9525
0.000578125 59.1910
0.000593750 58.4602
0.000609375 57.7579
0.000625000 57.0825
0.000640625 56.4321
0.000656250 55.8054
0.000671875 55.2009
0.000687500 54.6174
0.000718750 53.5085
0.000750000 52.4705
0.000781250 51.4960
0.000812500 50.5789
0.000843750 49.7138
0.000875000 48.8959
0.000906250 48.1211
0.000937500 47.3858
0.000968750 46.6868
0.00100000 46.0211
0.00103125 45.3862
0.00106250 44.7798
0.00109375 44.1999
0.00112500 43.6445
0.00115625 43.1120
0.00118750 42.6009
0.00121875 42.1097
0.00125000 41.6373
0.00128125 41.1824
0.00131250 40.7440
0.00134375 40.3212
0.00137500 39.9129
0.00143750 39.1371
0.00150000 38.4107
0.00156250 37.7288
0.00162500 37.0869
0.00168750 36.4813
0.00175000 35.9087
0.00181250 35.3662
0.00187500 34.8513
0.00193750 34.3617
0.00200000 33.8954
0.00209375 33.2358
0.00218750 32.6194
0.00228125 32.0417
0.00237500 31.4988
0.00246875 30.9873
0.00256250 30.5044
0.00265625 30.0474
0.00275000 29.6141
0.00284375 29.2026
0.00293750 28.8111
0.00303125 28.4380
0.00312500 28.0819
0.00321875 27.7416
0.00331250 27.4159
0.00340625 27.1039
0.00350000 26.8045
0.00359375 26.5170
0.00368750 26.2406
0.00378125 25.9746
0.00387500 25.7184
0.00396875 25.4714
0.00406250 25.2330
0.00425000 24.7802
0.00443750 24.3566
0.00462500 23.9591
0.00481250 23.5853
0.00500000 23.2327
0.00515625 22.9538
0.00531250 22.6874
0.00546875 22.4325
0.00562500 22.1884
0.00578125 21.9543
0.00593750 21.7295
0.00609375 21.5134
0.00625000 21.3056
0.00640625 21.1054
0.00656250 20.9125
0.00671875 20.7264
0.00687500 20.5466
0.00718750 20.2050
0.00750000 19.8850
0.00781250 19.5845
0.00812500 19.3015
0.00843750 19.0345
0.00875000 18.7820
0.00906250 18.5427
0.00937500 18.3155
0.00968750 18.0994
0.0100000 17.8936
0.0103125 17.6972
0.0106250 17.5096
0.0109375 17.3301
0.0112500 17.1582
0.0115625 16.9933
0.0118750 16.8351
0.0121875 16.6829
0.0125000 16.5365
0.0128125 16.3955
0.0131250 16.2597
0.0134375 16.1285
0.0137500 16.0019
0.0143750 15.7613
0.0150000 15.5358
0.0156250 15.3241
0.0162500 15.1247
0.0168750 14.9366
0.0175000 14.7586
0.0181250 14.5899
0.0187500 14.4298
0.0193750 14.2774
0.0200000 14.1323
0.0206625 13.9858
0.0213250 13.8461
0.0219875 13.7129
0.0226500 13.5855
0.0233125 13.4636
0.0239750 13.3469
0.0246375 13.2348
0.0253000 13.1273
0.0264578 12.9491
0.0276156 12.7822
0.0287734 12.6256
0.0299313 12.4782
0.0310891 12.3391
0.0322469 12.2076
0.0334047 12.0830
0.0345625 11.9647
0.0355274 11.8706
0.0364922 11.7803
0.0374570 11.6934
0.0384219 11.6099
0.0393867 11.5294
0.0403516 11.4519
0.0413164 11.3770
0.0422813 11.3048
0.0442109 11.1675
0.0461406 11.0389
0.0480703 10.9181
0.0500000 10.8044
0.0515625 10.7171
0.0531250 10.6337
0.0546875 10.5539
0.0562500 10.4774
0.0578125 10.4040
0.0593750 10.3336
0.0609375 10.2659
0.0625000 10.2008
0.0640625 10.1381
0.0656250 10.0777
0.0671875 10.0194
0.0687500 9.96306
0.0718750 9.85600
0.0750000 9.75569
0.0781250 9.66144
0.0812500 9.57267
0.0843750 9.48887
0.0875000 9.40961
0.0906250 9.33450
0.0937500 9.26317
0.0968750 9.19533
0.100000 9.13071
0.103125 9.06904
0.106250 9.01012
0.109375 8.95375
0.112500 8.89975
0.115625 8.84795
0.118750 8.79822
0.121875 8.75042
0.125000 8.70444
0.128125 8.66015
0.131250 8.61747
0.134375 8.57630
0.137500 8.53655
0.143750 8.46096
0.150000 8.39011
0.156250 8.32353
0.162500 8.26082
0.168750 8.20163
0.175000 8.14565
0.181250 8.09260
0.187500 8.04223
0.193750 7.99435
0.200000 7.94874
0.209375 7.88419
0.218750 7.82380
0.228125 7.76716
0.237500 7.71391
0.246875 7.66372
0.256250 7.61631
0.265625 7.57144
0.275000 7.52889
0.284375 7.48846
0.293750 7.44999
0.303125 7.41332
0.312500 7.37831
0.321875 7.34484
0.331250 7.31281
0.340625 7.28211
0.350000 7.25265
0.359375 7.22435
0.368750 7.19714
0.378125 7.17096
0.387500 7.14574
0.396875 7.12144
0.406250 7.09800
0.425000 7.05345
0.443750 7.01169
0.462500 6.97249
0.500000 6.90095
0.531250 6.84722
0.562500 6.79792
0.593750 6.75257
0.625000 6.71067
0.687500 6.63561
0.750000 6.57016
0.812500 6.51242
0.875000 6.46113
0.937500 6.41506
1.00000 6.37323
1.06250 6.33516
1.12500 6.30032
1.18750 6.26826
1.25000 6.23865
1.37500 6.18560
1.50000 6.13934
1.62500 6.09853
1.75000 6.06226
1.87500 6.02967
2.00000 6.00008
2.18750 5.96058
2.37500 5.92588
2.56250 5.89507
2.75000 5.86751
2.93750 5.84264
3.12500 5.82000
3.31250 5.79931
3.50000 5.78030
3.87500 5.74652
4.25000 5.71731
4.62500 5.69174
5.00000 5.66913
5.31250 5.65214
5.62500 5.63658
5.93750 5.62225
6.25000 5.60902
6.87500 5.58532
7.50000 5.56465
8.12500 5.54641
8.75000 5.53018
9.37500 5.51560
10.0000 5.50239
10.6250 5.49037
11.2500 5.47937
11.8750 5.46924
12.5000 5.45989
13.7500 5.44313
15.0000 5.42852
16.2500 5.41563
17.5000 5.40415
18.7500 5.39384
20.0000 5.38450
21.8750 5.37203
23.7500 5.36106
25.6250 5.35133
27.5000 5.34261
29.3750 5.33474
31.2500 5.32759
33.1250 5.32105
35.0000 5.31505
38.7500 5.30437
42.5000 5.29515
46.2500 5.28706
50.0000 5.27991
53.1250 5.27454
56.2500 5.26962
59.3750 5.26510
62.5000 5.26092
68.7500 5.25342
75.0000 5.24689
81.2500 5.24113
87.5000 5.23599
93.7500 5.23138
100.000 5.22721
105.000 5.22414
110.000 5.22129
115.000 5.21862
120.000 5.21612
125.000 5.21378
130.000 5.21157
135.000 5.20948
137.500 5.20849
138.750 5.20803
138.906 5.20840
138.984 5.20940
139.063 5.21236
139.102 5.21541
139.141 5.22031
139.180 5.22801
139.219 5.23982
139.258 5.25768
139.277 5.26958
139.297 5.28396
139.317 5.30136
139.336 5.32206
139.356 5.34671
139.375 5.37589
139.395 5.41044
139.414 5.45075
139.434 5.49800
139.453 5.55254
139.473 5.61583
139.492 5.68813
139.512 5.77070
139.531 5.86452
139.551 5.97115
139.570 6.09050
139.590 6.22404
139.609 6.37269
139.629 6.53820
139.649 6.71968
139.658 6.81743
139.668 6.91861
139.678 7.02535
139.688 7.13555
139.707 7.37219
139.727 7.62639
139.746 7.89937
139.766 8.19105
139.785 8.50274
139.805 8.83074
139.824 9.17586
139.844 9.53713
139.863 9.91535
139.883 10.3053
139.922 11.1195
139.961 11.9695
140.000 12.8343
140.000 20.4532
150.000 19.9308
160.000 19.4587
170.000 19.0286
177.500 18.7310
185.000 18.4514
200.000 17.9398
212.500 17.5576
225.000 17.2071
237.500 16.8841
250.000 16.5850
262.500 16.3100
275.000 16.0534
287.500 15.8132
300.000 15.5877
312.500 15.3779
325.000 15.1799
350.000 14.8147
375.000 14.4893
400.000 14.1934
425.000 13.9278
450.000 13.6833
475.000 13.4571
500.000 13.2470
525.000 13.0563
550.000 12.8778
575.000 12.7102
600.000 12.5523
630.000 12.3795
660.000 12.2175
690.000 12.0653
720.000 11.9217
760.000 11.7472
800.000 11.5846
850.000 11.4026
900.000 11.2342
950.000 11.0777
1000.00 10.9317
1062.50 10.7712
1125.00 10.6225
1187.50 10.4840
1250.00 10.3547
1375.00 10.1325
1500.00 9.93461
1600.00 9.79769
1700.00 9.67109
1850.00 9.50618
2000.00 9.35705
2125.00 9.25110
2250.00 9.15249
2500.00 8.97396
2750.00 8.82910
3000.00 8.69929
3250.00 8.59093
3500.00 8.49207
3750.00 8.40784
4000.00 8.33001
4500.00 8.20371
5000.00 8.09296
5500.00 8.00665
6000.00 7.92913
6500.00 7.86688
7000.00 7.81007
7500.00 7.76354
8000.00 7.72059
8500.00 7.68665
9000.00 7.65509
10000.0 7.59798
10625.0 7.57275
11250.0 7.54939
11875.0 7.52765
12500.0 7.50735
13750.0 7.47974
15000.0 7.45550
16000.0 7.44257
17000.0 7.43088
18500.0 7.42043
20000.0 7.41156
21250.0 7.40972
22500.0 7.40840
23750.0 7.40751
25000.0 7.40699
26250.0 7.41025
27500.0 7.41363
28750.0 7.41709
30000.0 7.42062
32500.0 7.43210
35000.0 7.44338
37500.0 7.45722
40000.0 7.47063
42500.0 7.48620
45000.0 7.50123
47500.0 7.51576
50000.0 7.52982
52500.0 7.54524
55000.0 7.56014
57500.0 7.57458
60000.0 7.58856
65000.0 7.61684
70000.0 7.64351
75000.0 7.66927
80000.0 7.69371
85000.0 7.71668
90000.0 7.73853
94999.9 7.75936
99999.9 7.77928
100000 7.76678
112500 7.77435
125000 7.78133
137500 7.78780
150000 7.79385
175000 7.77675
200000 7.76204
250000 7.69941
300000 7.62057
350000 7.50977
400000 7.41532
450000 7.33317
500000 7.26059
519890 7.21980
539780 7.18079
559670 7.14345
579561 7.10763
599451 7.07323
619341 7.04015
639231 7.00830
659121 6.97759
661676 6.97252
664231 6.96755
669341 6.95790
674451 6.94864
679561 6.93974
689780 6.92298
700000 6.90752
712500 6.88373
725000 6.86087
737500 6.83889
750000 6.81776
762500 6.79743
775000 6.77786
787500 6.75902
800000 6.74088
812500 6.71904
825000 6.69776
837500 6.67703
850000 6.65682
862500 6.63713
875000 6.61792
887500 6.59918
900000 6.58090
912500 6.56027
925000 6.54007
937500 6.52031
950000 6.50095
962500 6.48199
975000 6.46341
987500 6.44520
1.00000E+06 6.42736
1.01994E+06 6.39471
1.01994E+06 6.39471
1.04870E+06 6.34792
1.07746E+06 6.30306
1.10621E+06 6.25999
1.13497E+06 6.21860
1.16373E+06 6.17879
1.19249E+06 6.14047
1.22124E+06 6.10355
1.25000E+06 6.06794
1.27118E+06 6.03816
1.29236E+06 6.00914
1.31353E+06 5.98086
1.33471E+06 5.95328
1.33471E+06 5.95328
1.33956E+06 5.94657
1.34440E+06 5.93991
1.35408E+06 5.92672
1.36377E+06 5.91371
1.37346E+06 5.90088
1.39283E+06 5.87574
1.41220E+06 5.85126
1.41220E+06 5.85126
1.41644E+06 5.84570
1.42069E+06 5.84018
1.42917E+06 5.82926
1.42918E+06 5.82924
1.43360E+06 5.82316
1.43803E+06 5.81714
1.44688E+06 5.80528
1.45573E+06 5.79365
1.46459E+06 5.78225
1.48229E+06 5.76011
1.50000E+06 5.73882
1.53125E+06 5.69509
1.56250E+06 5.65323
1.59375E+06 5.61314
1.62500E+06 5.57472
1.65625E+06 5.53788
1.68750E+06 5.50253
1.71875E+06 5.46859
1.75000E+06 5.43598
1.78286E+06 5.39756
1.81572E+06 5.36050
1.82070E+06 5.35482
1.82567E+06 5.34917
1.83562E+06 5.33798
1.84076E+06 5.33176
1.84589E+06 5.32558
1.85617E+06 5.31334
1.87672E+06 5.28937
1.89726E+06 5.26604
1.91781E+06 5.24333
1.93836E+06 5.22122
1.95891E+06 5.19970
1.97945E+06 5.17873
2.00000E+06 5.15832
2.00213E+06 5.15603
2.00426E+06 5.15376
2.00638E+06 5.15149
2.00851E+06 5.14922
2.01064E+06 5.14696
2.01277E+06 5.14471
2.01489E+06 5.14246
2.01702E+06 5.14022
2.01915E+06 5.13798
2.02128E+06 5.13575
2.02340E+06 5.13352
2.02553E+06 5.13130
2.02766E+06 5.12908
2.02979E+06 5.12687
2.03191E+06 5.12466
2.03404E+06 5.12246
2.03404E+06 5.12245
2.03735E+06 5.11876
2.04065E+06 5.11508
2.04396E+06 5.11142
2.04726E+06 5.10776
2.05056E+06 5.10412
2.05387E+06 5.10050
2.05717E+06 5.09688
2.06048E+06 5.09328
2.06378E+06 5.08969
2.06708E+06 5.08612
2.07039E+06 5.08256
2.07369E+06 5.07901
2.07700E+06 5.07547
2.08030E+06 5.07195
2.08360E+06 5.06844
2.08691E+06 5.06494
2.09021E+06 5.06146
2.09352E+06 5.05798
2.09682E+06 5.05452
2.10012E+06 5.05107
2.10343E+06 5.04764
2.10673E+06 5.04421
2.11004E+06 5.04080
2.11334E+06 5.03740
2.11664E+06 5.03401
2.11995E+06 5.03064
2.12325E+06 5.02727
2.12656E+06 5.02392
2.12986E+06 5.02058
2.13316E+06 5.01725
2.13647E+06 5.01393
2.13977E+06 5.01063
2.14308E+06 5.00734
2.14638E+06 5.00405
2.14968E+06 5.00078
2.15299E+06 4.99752
2.15629E+06 4.99428
2.15960E+06 4.99104
2.16290E+06 4.98781
2.16620E+06 4.98460
2.16951E+06 4.98140
2.17281E+06 4.97820
2.17612E+06 4.97502
2.17942E+06 4.97185
2.18272E+06 4.96869
2.18603E+06 4.96555
2.18933E+06 4.96241
2.19264E+06 4.95928
2.19594E+06 4.95617
2.19924E+06 4.95306
2.20255E+06 4.94997
2.20585E+06 4.94688
2.20916E+06 4.94381
2.21246E+06 4.94075
2.21576E+06 4.93770
2.21907E+06 4.93465
2.22237E+06 4.93162
2.22568E+06 4.92860
2.22898E+06 4.92559
2.23228E+06 4.92259
2.23559E+06 4.91960
2.23889E+06 4.91662
2.24220E+06 4.91365
2.24550E+06 4.91069
2.24878E+06 4.90754
2.25207E+06 4.90440
2.25535E+06 4.90126
2.25863E+06 4.89814
2.25863E+06 4.89814
2.26260E+06 4.89435
2.26657E+06 4.89058
2.27053E+06 4.88683
2.27450E+06 4.88309
2.27846E+06 4.87936
2.28243E+06 4.87564
2.28640E+06 4.87194
2.29036E+06 4.86826
2.29491E+06 4.86399
2.29945E+06 4.85975
2.30400E+06 4.85552
2.30854E+06 4.85131
2.30854E+06 4.85130
2.31328E+06 4.84678
2.31801E+06 4.84228
2.32275E+06 4.83779
2.32748E+06 4.83333
2.33222E+06 4.82889
2.33696E+06 4.82446
2.34169E+06 4.82006
2.34643E+06 4.81567
2.35116E+06 4.81131
2.35590E+06 4.80696
2.36064E+06 4.80263
2.36537E+06 4.79832
2.37011E+06 4.79403
2.37484E+06 4.78976
2.37958E+06 4.78551
2.38432E+06 4.78127
2.38905E+06 4.77706
2.39379E+06 4.77286
2.39852E+06 4.76868
2.40326E+06 4.76451
2.40800E+06 4.76037
2.41273E+06 4.75624
2.41747E+06 4.75214
2.42220E+06 4.74805
2.42694E+06 4.74397
2.43168E+06 4.73992
2.43641E+06 4.73588
2.44115E+06 4.73185
2.44588E+06 4.72785
2.45062E+06 4.72386
2.45536E+06 4.71989
2.46009E+06 4.71594
2.46362E+06 4.71284
2.46716E+06 4.70976
2.47069E+06 4.70668
2.47422E+06 4.70362
2.47776E+06 4.70057
2.48129E+06 4.69752
2.48482E+06 4.69449
2.48835E+06 4.69147
2.49189E+06 4.68846
2.49542E+06 4.68546
2.49895E+06 4.68246
2.50248E+06 4.67948
2.50602E+06 4.67651
2.50955E+06 4.67355
2.51308E+06 4.67060
2.51662E+06 4.66766
2.52015E+06 4.66472
2.52368E+06 4.66180
2.52721E+06 4.65889
2.53075E+06 4.65599
2.53428E+06 4.65309
2.53781E+06 4.65021
2.54135E+06 4.64734
2.54488E+06 4.64447
2.54841E+06 4.64162
2.55194E+06 4.63877
2.55548E+06 4.63594
2.55901E+06 4.63311
2.56254E+06 4.63029
2.56608E+06 4.62749
2.56961E+06 4.62469
2.57314E+06 4.62190
2.57662E+06 4.61906
2.58009E+06 4.61623
2.58357E+06 4.61341
2.58704E+06 4.61060
2.59052E+06 4.60779
2.59400E+06 4.60500
2.59747E+06 4.60221
2.60095E+06 4.59944
2.60442E+06 4.59667
2.60790E+06 4.59391
2.61138E+06 4.59116
2.61485E+06 4.58842
2.61833E+06 4.58568
2.62180E+06 4.58296
2.62528E+06 4.58024
2.62876E+06 4.57753
2.63223E+06 4.57483
2.63571E+06 4.57214
2.63918E+06 4.56945
2.64266E+06 4.56678
2.64614E+06 4.56411
2.64961E+06 4.56145
2.65309E+06 4.55880
2.65656E+06 4.55616
2.66004E+06 4.55352
2.66352E+06 4.55090
2.66699E+06 4.54828
2.67047E+06 4.54567
2.67394E+06 4.54306
2.67742E+06 4.54047
2.68090E+06 4.53788
2.68437E+06 4.53530
2.68438E+06 4.53530
2.68791E+06 4.53264
2.69145E+06 4.52999
2.69498E+06 4.52735
2.69852E+06 4.52471
2.70323E+06 4.52111
2.70794E+06 4.51753
2.71265E+06 4.51396
2.71736E+06 4.51040
2.72207E+06 4.50686
2.72678E+06 4.50334
2.73150E+06 4.49983
2.73621E+06 4.49633
2.74092E+06 4.49285
2.74563E+06 4.48939
2.75034E+06 4.48594
2.75505E+06 4.48250
2.75976E+06 4.47908
2.76447E+06 4.47567
2.76918E+06 4.47228
2.77389E+06 4.46890
2.77860E+06 4.46553
2.78331E+06 4.46218
2.78802E+06 4.45884
2.79273E+06 4.45552
2.79744E+06 4.45221
2.80215E+06 4.44892
2.80687E+06 4.44563
2.81158E+06 4.44237
2.81629E+06 4.43911
2.82100E+06 4.43587
2.82571E+06 4.43264
2.83042E+06 4.42943
2.83513E+06 4.42623
2.83984E+06 4.42304
2.84455E+06 4.41986
2.84926E+06 4.41670
2.85397E+06 4.41355
2.85868E+06 4.41042
2.86339E+06 4.40729
2.86810E+06 4.40418
2.87281E+06 4.40109
2.87752E+06 4.39800
2.88224E+06 4.39493
2.88695E+06 4.39187
2.89166E+06 4.38882
2.89637E+06 4.38579
2.90108E+06 4.38276
2.90579E+06 4.37975
2.91050E+06 4.37675
2.91521E+06 4.37377
2.91992E+06 4.37079
2.92463E+06 4.36783
2.92934E+06 4.36488
2.93405E+06 4.36194
2.93876E+06 4.35901
2.94347E+06 4.35610
2.94818E+06 4.35320
2.95289E+06 4.35030
2.95761E+06 4.34742
2.96232E+06 4.34456
2.96703E+06 4.34170
2.97174E+06 4.33885
2.97645E+06 4.33602
2.98116E+06 4.33319
2.98587E+06 4.33038
2.99058E+06 4.32758
2.99529E+06 4.32479
3.00000E+06 4.32201
3.00781E+06 4.31770
3.01563E+06 4.31341
3.02344E+06 4.30915
3.03125E+06 4.30492
3.03906E+06 4.30071
3.04688E+06 4.29653
3.05469E+06 4.29238
3.06250E+06 4.28825
3.07031E+06 4.28415
3.07813E+06 4.28008
3.08594E+06 4.27603
3.09375E+06 4.27201
3.10156E+06 4.26802
3.10938E+06 4.26404
3.11719E+06 4.26010
3.12500E+06 4.25618
3.13281E+06 4.25228
3.14063E+06 4.24841
3.14844E+06 4.24456
3.15625E+06 4.24074
3.16406E+06 4.23694
3.17188E+06 4.23317
3.17969E+06 4.22942
3.18750E+06 4.22569
3.19531E+06 4.22198
3.20313E+06 4.21830
3.21094E+06 4.21464
3.21875E+06 4.21101
3.22656E+06 4.20739
3.23438E+06 4.20380
3.24219E+06 4.20023
3.25000E+06 4.19669
3.25781E+06 4.19316
3.26563E+06 4.18966
3.27344E+06 4.18618
3.28125E+06 4.18271
3.28906E+06 4.17927
3.29688E+06 4.17586
3.30469E+06 4.17246
3.31250E+06 4.16908
3.32031E+06 4.16572
3.32813E+06 4.16239
3.33594E+06 4.15907
3.34375E+06 4.15578
3.35156E+06 4.15250
3.35938E+06 4.14925
3.36719E+06 4.14601
3.37500E+06 4.14279
3.38281E+06 4.13959
3.39063E+06 4.13642
3.39844E+06 4.13326
3.40625E+06 4.13012
3.41406E+06 4.12699
3.42188E+06 4.12389
3.42969E+06 4.12081
3.43750E+06 4.11774
3.44531E+06 4.11469
3.45313E+06 4.11167
3.46094E+06 4.10865
3.46875E+06 4.10566
3.47656E+06 4.10268
3.48438E+06 4.09973
3.49219E+06 4.09679
3.50000E+06 4.09386
3.50781E+06 4.09096
3.51563E+06 4.08807
3.52344E+06 4.08520
3.53125E+06 4.08234
3.53906E+06 4.07950
3.54688E+06 4.07668
3.55469E+06 4.07388
3.56250E+06 4.07109
3.57031E+06 4.06831
3.57813E+06 4.06556
3.58594E+06 4.06282
3.59375E+06 4.06009
3.60156E+06 4.05739
3.60938E+06 4.05469
3.61719E+06 4.05202
3.62500E+06 4.04936
3.63281E+06 4.04671
3.64063E+06 4.04408
3.64844E+06 4.04146
3.65625E+06 4.03886
3.66406E+06 4.03628
3.67188E+06 4.03371
3.67969E+06 4.03115
3.68750E+06 4.02861
3.69531E+06 4.02609
3.70313E+06 4.02358
3.71094E+06 4.02108
3.71875E+06 4.01860
3.72656E+06 4.01613
3.73438E+06 4.01367
3.74219E+06 4.01123
3.75000E+06 4.00881
3.75781E+06 4.00640
3.76563E+06 4.00400
3.77344E+06 4.00161
3.78125E+06 3.99924
3.78906E+06 3.99688
3.79688E+06 3.99454
3.80469E+06 3.99221
3.81250E+06 3.98989
3.82031E+06 3.98759
3.82813E+06 3.98529
3.83594E+06 3.98302
3.84375E+06 3.98075
3.85156E+06 3.97850
3.85938E+06 3.97626
3.86719E+06 3.97403
3.87500E+06 3.97182
3.88281E+06 3.96962
3.89063E+06 3.96743
3.89844E+06 3.96525
3.90625E+06 3.96309
3.91406E+06 3.96093
3.92188E+06 3.95879
3.92969E+06 3.95667
3.93750E+06 3.95455
3.94531E+06 3.95245
3.95313E+06 3.95035
3.96094E+06 3.94827
3.96875E+06 3.94621
3.97656E+06 3.94415
3.98438E+06 3.94210
3.99219E+06 3.94007
4.00000E+06 3.93805
4.01476E+06 3.93633
4.02951E+06 3.93462
4.04426E+06 3.93293
4.05902E+06 3.93125
4.07377E+06 3.92959
4.08853E+06 3.92794
4.10328E+06 3.92630
4.11804E+06 3.92468
4.13279E+06 3.92307
4.14754E+06 3.92148
4.16230E+06 3.91990
4.17705E+06 3.91833
4.19181E+06 3.91678
4.20656E+06 3.91524
4.22132E+06 3.91372
4.23607E+06 3.91220
4.25083E+06 3.91070
4.26558E+06 3.90922
4.28033E+06 3.90774
4.29509E+06 3.90628
4.30984E+06 3.90483
4.32460E+06 3.90339
4.33935E+06 3.90197
4.35411E+06 3.90055
4.36886E+06 3.89915
4.38361E+06 3.89776
4.39837E+06 3.89639
4.41312E+06 3.89502
4.42788E+06 3.89367
4.44263E+06 3.89233
4.45739E+06 3.89100
4.47214E+06 3.88968
4.48864E+06 3.88798
4.50513E+06 3.88630
4.52163E+06 3.88464
4.53812E+06 3.88299
4.55462E+06 3.88136
4.57111E+06 3.87974
4.58761E+06 3.87814
4.60411E+06 3.87655
4.62060E+06 3.87498
4.63710E+06 3.87343
4.65359E+06 3.87188
4.67009E+06 3.87036
4.68658E+06 3.86885
4.70308E+06 3.86735
4.71958E+06 3.86586
4.73607E+06 3.86440
4.75257E+06 3.86294
4.76906E+06 3.86150
4.78556E+06 3.86007
4.80205E+06 3.85866
4.81855E+06 3.85726
4.83504E+06 3.85588
4.85154E+06 3.85451
4.86804E+06 3.85315
4.88453E+06 3.85181
4.90103E+06 3.85048
4.91752E+06 3.84917
4.93402E+06 3.84787
4.95051E+06 3.84658
4.96701E+06 3.84531
4.98351E+06 3.84405
5.00000E+06 3.84280
5.01491E+06 3.84294
5.02983E+06 3.84308
5.04474E+06 3.84322
5.05965E+06 3.84337
5.07457E+06 3.84352
5.08948E+06 3.84367
5.10440E+06 3.84383
5.11931E+06 3.84399
5.13422E+06 3.84416
5.14914E+06 3.84432
5.16405E+06 3.84449
5.17896E+06 3.84467
5.19388E+06 3.84485
5.20879E+06 3.84503
5.22370E+06 3.84521
5.23862E+06 3.84540
5.25353E+06 3.84559
5.26844E+06 3.84578
5.28336E+06 3.84598
5.29827E+06 3.84617
5.31318E+06 3.84638
5.32810E+06 3.84658
5.34301E+06 3.84679
5.35792E+06 3.84700
5.37284E+06 3.84722
5.38775E+06 3.84743
5.40266E+06 3.84766
5.41758E+06 3.84788
5.43249E+06 3.84811
5.44740E+06 3.84834
5.46232E+06 3.84857
5.47723E+06 3.84880
5.49320E+06 3.84896
5.50916E+06 3.84913
5.52512E+06 3.84930
5.54109E+06 3.84947
5.55705E+06 3.84965
5.57302E+06 3.84982
5.58898E+06 3.85001
5.60495E+06 3.85019
5.62091E+06 3.85038
5.63687E+06 3.85058
5.65284E+06 3.85077
5.66880E+06 3.85097
5.68477E+06 3.85118
5.70073E+06 3.85139
5.71670E+06 3.85160
5.73266E+06 3.85182
5.74937E+06 3.85197
5.76608E+06 3.85213
5.78279E+06 3.85229
5.79950E+06 3.85246
5.81620E+06 3.85263
5.83291E+06 3.85281
5.84962E+06 3.85299
5.86633E+06 3.85317
5.88304E+06 3.85336
5.89975E+06 3.85356
5.91646E+06 3.85376
5.93317E+06 3.85396
5.94987E+06 3.85417
5.96658E+06 3.85438
5.98329E+06 3.85460
6.00000E+06 3.85482
6.01180E+06 3.85557
6.02360E+06 3.85633
6.03540E+06 3.85709
6.04720E+06 3.85785
6.05672E+06 3.85842
6.06623E+06 3.85899
6.07575E+06 3.85957
