Pr-141(n,g) ENDFB-8.0
1138.55 0.121797
1138.99 0.116619
1139.44 0.111781
1139.88 0.107255
1140.32 0.103014
1140.76 0.0990353
1141.65 0.0917806
1142.53 0.0853447
1143.41 0.0796085
1144.30 0.0744737
1145.18 0.0698587
1146.07 0.0656953
1146.95 0.0619262
1147.83 0.0585027
1148.72 0.0553871
1149.60 0.0525370
1150.48 0.0499257
1151.37 0.0475286
1152.25 0.0453314
1153.14 0.0433014
1154.02 0.0414158
1155.79 0.0380429
1157.56 0.0351241
1159.32 0.0325822
1161.09 0.0303516
1162.86 0.0283853
1164.63 0.0266407
1166.39 0.0250869
1168.64 0.0233411
1170.89 0.0218147
1173.14 0.0204719
1175.39 0.0192842
1177.64 0.0182381
1179.89 0.0172923
1182.14 0.0164438
1184.39 0.0156807
1187.93 0.0146277
1191.46 0.0137199
1195.00 0.0129333
1198.53 0.0122492
1202.07 0.0116475
1205.60 0.0111187
1209.14 0.0106513
1212.67 0.0102357
1218.78 0.00962750
1224.89 0.00912711
1230.99 0.00871449
1237.10 0.00837653
1243.21 0.00810509
1249.31 0.00789787
1255.42 0.00775568
1261.53 0.00768318
1266.19 0.00771281
1268.52 0.00777549
1270.85 0.00789671
1273.18 0.00812554
1275.51 0.00854564
1276.67 0.00893340
1277.84 0.00954047
1279.00 0.0105727
1279.58 0.0114074
1280.17 0.0126176
1280.73 0.0144057
1281.01 0.0156859
1281.29 0.0174041
1281.57 0.0199147
1281.71 0.0217264
1281.85 0.0242087
1282.00 0.0278878
1282.07 0.0304047
1282.14 0.0335806
1282.21 0.0376898
1282.28 0.0428904
1282.35 0.0495800
1282.42 0.0581961
1282.50 0.0722321
1282.59 0.0910226
1282.67 0.116593
1282.76 0.150261
1282.80 0.171181
1282.84 0.195141
1282.89 0.222493
1282.93 0.252841
1282.97 0.288016
1283.02 0.327747
1283.06 0.372455
1283.10 0.421338
1283.14 0.477145
1283.19 0.539200
1283.23 0.607914
1283.27 0.681834
1283.31 0.764831
1283.36 0.855550
1283.40 0.954259
1283.44 1.05859
1283.49 1.17363
1283.53 1.29706
1283.57 1.42884
1283.61 1.56546
1283.66 1.71319
1283.70 1.86480
1283.74 2.02701
1283.78 2.19169
1283.85 2.44868
1283.91 2.71501
1284.03 3.25696
1284.10 3.52855
1284.16 3.78877
1284.22 4.04108
1284.28 4.27262
1284.33 4.43744
1284.38 4.58738
1284.43 4.72048
1284.48 4.83279
1284.52 4.92758
1284.57 4.99965
1284.62 5.05509
1284.65 5.07251
1284.68 5.08295
1284.70 5.08513
1284.73 5.08156
1284.76 5.06942
1284.79 5.04788
1284.84 4.98505
1284.89 4.89692
1284.95 4.78558
1284.99 4.66524
1285.04 4.52778
1285.09 4.37495
1285.13 4.20861
1285.18 4.04243
1285.27 3.68659
1285.35 3.30654
1285.44 2.92413
1285.53 2.54301
1285.58 2.36000
1285.62 2.18208
1285.66 2.00635
1285.71 1.84145
1285.75 1.68404
1285.80 1.53463
1285.84 1.39361
1285.88 1.26121
1285.93 1.13755
1285.97 1.02266
1286.01 0.928071
1286.05 0.840180
1286.09 0.758819
1286.13 0.685629
1286.17 0.616524
1286.20 0.554796
1286.24 0.496914
1286.28 0.445562
1286.32 0.397729
1286.36 0.354515
1286.40 0.315601
1286.44 0.281518
1286.51 0.222871
1286.59 0.176295
1286.67 0.139282
1286.75 0.110907
1286.82 0.0890263
1286.90 0.0722774
1286.98 0.0593863
1287.05 0.0497547
1287.13 0.0424602
1287.21 0.0369268
1287.32 0.0309625
1287.44 0.0269157
1287.56 0.0240803
1287.67 0.0220113
1287.90 0.0191807
1288.14 0.0172767
1288.60 0.0147597
1289.06 0.0131413
1289.53 0.0120198
1289.99 0.0112033
1290.92 0.0101165
1291.85 0.00945585
1292.77 0.00902462
1294.63 0.00850387
1296.40 0.00825112
1298.16 0.00811127
1301.70 0.00799437
1304.61 0.00800403
1307.53 0.00807494
1310.44 0.00820118
1313.36 0.00839204
1316.27 0.00867957
1319.19 0.00912952
1320.65 0.00948890
1322.10 0.0100295
1323.56 0.0109267
1324.29 0.0116179
1325.02 0.0126403
1325.64 0.0139784
1326.26 0.0161234
1326.57 0.0177869
1326.88 0.0203043
1327.03 0.0222330
1327.18 0.0250366
1327.34 0.0294784
1327.42 0.0326707
1327.49 0.0368277
1327.59 0.0436911
1327.68 0.0532742
1327.78 0.0666385
1327.87 0.0851743
1327.92 0.0969195
1327.96 0.110655
1328.01 0.126670
1328.06 0.145280
1328.10 0.166829
1328.15 0.191688
1328.20 0.220254
1328.24 0.252203
1328.29 0.289352
1328.34 0.331503
1328.39 0.379113
1328.43 0.432639
1328.48 0.492532
1328.53 0.559222
1328.57 0.633112
1328.62 0.714563
1328.67 0.803884
1328.71 0.901314
1328.76 1.00702
1328.81 1.12105
1328.86 1.24339
1328.90 1.37385
1328.95 1.51217
1329.00 1.65472
1329.03 1.77746
1329.07 1.90092
1329.14 2.15784
1329.22 2.42839
1329.29 2.70048
1329.37 2.97574
1329.44 3.24057
1329.52 3.49210
1329.59 3.72368
1329.64 3.85742
1329.68 3.97890
1329.73 4.08666
1329.78 4.17936
1329.83 4.25585
1329.87 4.31515
1329.92 4.35981
1329.95 4.37530
1329.99 4.38339
1330.00 4.38418
1330.03 4.38122
1330.05 4.37379
1330.08 4.35669
1330.13 4.30889
1330.18 4.24296
1330.23 4.15966
1330.29 4.03874
1330.35 3.89847
1330.40 3.73947
1330.46 3.56452
1330.51 3.40360
1330.56 3.23500
1330.63 2.99916
1330.76 2.51457
1330.83 2.25994
1330.90 2.01268
1330.97 1.77641
1331.04 1.55710
1331.07 1.45171
1331.11 1.35055
1331.14 1.25377
1331.18 1.16149
1331.21 1.07378
1331.25 0.990686
1331.28 0.912209
1331.32 0.840367
1331.35 0.770879
1331.39 0.705838
1331.42 0.645139
1331.46 0.588654
1331.49 0.536240
1331.53 0.487738
1331.59 0.402917
1331.66 0.330310
1331.73 0.270536
1331.80 0.220380
1331.87 0.179872
1331.96 0.139421
1332.05 0.108948
1332.13 0.0859471
1332.22 0.0687542
1332.30 0.0560005
1332.39 0.0465884
1332.48 0.0396565
1332.56 0.0345430
1332.65 0.0307109
1332.73 0.0278752
1332.91 0.0240418
1333.08 0.0216361
1333.25 0.0199828
1333.60 0.0177802
1333.94 0.0163323
1334.63 0.0145283
1335.32 0.0135048
1336.01 0.0128907
1337.38 0.0122836
1338.43 0.0121470
1340.34 0.0122684
1342.24 0.0127007
1344.14 0.0134174
1346.05 0.0144533
1347.95 0.0158862
1348.90 0.0168412
1349.85 0.0180000
1350.80 0.0194252
1351.76 0.0212000
1352.71 0.0234423
1353.66 0.0263310
1354.45 0.0294495
1355.23 0.0334971
1355.73 0.0366797
1356.22 0.0405185
1356.71 0.0452167
1357.20 0.0510587
1357.70 0.0584905
1357.94 0.0629825
1358.19 0.0681368
1358.43 0.0740930
1358.68 0.0810300
1358.93 0.0891814
1359.17 0.0988595
1359.40 0.109665
1359.63 0.122665
1359.86 0.138566
1360.09 0.158343
1360.21 0.170280
1360.32 0.183992
1360.44 0.199977
1360.55 0.218788
1360.66 0.241853
1360.78 0.270700
1360.84 0.288210
1360.89 0.307899
1360.95 0.330571
1361.01 0.356866
1361.07 0.390494
1361.13 0.430562
1361.19 0.478577
1361.26 0.535354
1361.32 0.604943
1361.38 0.687657
1361.41 0.736053
1361.44 0.789310
1361.47 0.847907
1361.50 0.910186
1361.53 0.980838
1361.56 1.05848
1361.59 1.14375
1361.62 1.23416
1361.66 1.33645
1361.69 1.44851
1361.72 1.57114
1361.75 1.70067
1361.78 1.84660
1361.81 2.00573
1361.84 2.17902
1361.87 2.36115
1361.90 2.56524
1361.93 2.78654
1361.96 3.02610
1361.99 3.27637
1362.03 3.59258
1362.06 3.93640
1362.10 4.30940
1362.13 4.71311
1362.17 5.14902
1362.20 5.61856
1362.24 6.12306
1362.27 6.64777
1362.31 7.22464
1362.34 7.83967
1362.38 8.49363
1362.41 9.18705
1362.45 9.92024
1362.48 10.6933
1362.52 11.5059
1362.55 12.3327
1362.60 13.5085
1362.64 14.7200
1362.69 15.9883
1362.73 17.3087
1362.78 18.6756
1362.82 20.0822
1362.91 22.9823
1363.09 28.8534
1363.18 31.6406
1363.23 32.9535
1363.27 34.1957
1363.32 35.3548
1363.36 36.4191
1363.41 37.3973
1363.45 38.2366
1363.52 39.2768
1363.57 39.7831
1363.61 40.1466
1363.67 40.3885
1363.70 40.4305
1363.75 40.3327
1363.80 40.0360
1363.86 39.5222
1363.91 38.7921
1363.95 38.1895
1363.99 37.5023
1364.04 36.3582
1364.09 35.0626
1364.15 33.6073
1364.20 32.0664
1364.30 29.0252
1364.40 25.8513
1364.52 21.9576
1364.58 20.0680
1364.64 18.2332
1364.69 16.5875
1364.75 15.0436
1364.80 13.5799
1364.85 12.2029
1364.88 11.5245
1364.91 10.8941
1364.94 10.2871
1364.96 9.70372
1364.99 9.14405
1365.02 8.60800
1365.04 8.09545
1365.07 7.60618
1365.10 7.19057
1365.12 6.80907
1365.14 6.42824
1365.17 6.07950
1365.19 5.73217
1365.21 5.41485
1365.24 5.09954
1365.26 4.81211
1365.28 4.52714
1365.31 4.26793
1365.33 4.01149
1365.35 3.77872
1365.38 3.54891
1365.40 3.34075
1365.42 3.14394
1365.45 2.95805
1365.47 2.77522
1365.49 2.61024
1365.52 2.44828
1365.54 2.30239
1365.56 2.15942
1365.59 2.03085
1365.61 1.91014
1365.63 1.79689
1365.66 1.68625
1365.68 1.58705
1365.70 1.49028
1365.73 1.40363
1365.77 1.24371
1365.82 1.10735
1365.87 0.990998
1365.91 0.891614
1365.95 0.802910
1366.00 0.727276
1366.04 0.659841
1366.09 0.602356
1366.13 0.552137
1366.18 0.508223
1366.22 0.468953
1366.26 0.435319
1366.31 0.405114
1366.35 0.379109
1366.44 0.335245
1366.53 0.300845
1366.62 0.272770
1366.71 0.249723
1366.80 0.230451
1366.89 0.214223
1366.97 0.200028
1367.06 0.187592
1367.24 0.166821
1367.42 0.149854
1367.60 0.135824
1367.77 0.123895
1367.95 0.113747
1368.13 0.104928
1368.31 0.0972869
1368.48 0.0905438
1368.66 0.0846233
1369.02 0.0746473
1369.37 0.0666405
1369.73 0.0601173
1370.08 0.0547369
1370.48 0.0497935
1370.87 0.0457160
1371.26 0.0422966
1371.66 0.0394154
1372.05 0.0369580
1372.45 0.0348630
1373.24 0.0315194
1374.03 0.0290497
1374.81 0.0272427
1375.60 0.0259719
1376.39 0.0251754
1377.02 0.0248745
1377.61 0.0248934
1378.21 0.0252671
1378.80 0.0261151
1379.39 0.0276566
1379.98 0.0303548
1380.28 0.0324412
1380.57 0.0353875
1380.87 0.0400364
1381.02 0.0436604
1381.16 0.0489832
1381.31 0.0572811
1381.39 0.0631952
1381.46 0.0708000
1381.53 0.0806232
1381.61 0.0933365
1381.68 0.109784
1381.76 0.130686
1381.84 0.162091
1381.92 0.203540
1381.97 0.228862
1382.01 0.257751
1382.05 0.290622
1382.09 0.327918
1382.13 0.370109
1382.18 0.417690
1382.22 0.471179
1382.26 0.531114
1382.30 0.598043
1382.34 0.672524
1382.39 0.755116
1382.43 0.844093
1382.47 0.944320
1382.51 1.05424
1382.55 1.17434
1382.59 1.30503
1382.64 1.44669
1382.68 1.59962
1382.72 1.76401
1382.76 1.93567
1382.80 2.12296
1382.85 2.32173
1382.89 2.53173
1382.93 2.75257
1382.97 2.98371
1383.01 3.22445
1383.06 3.47394
1383.10 3.72496
1383.21 4.41939
1383.31 5.12581
1383.42 5.82635
1383.48 6.15811
1383.53 6.47381
1383.58 6.75853
1383.63 7.02044
1383.69 7.25592
1383.74 7.45796
1383.79 7.63152
1383.84 7.76979
1383.90 7.87378
1383.93 7.92086
1383.96 7.94255
1383.99 7.95397
1384.00 7.95481
1384.00 7.95477
1384.01 7.95401
1384.02 7.95256
1384.03 7.94701
1384.06 7.92497
1384.10 7.88597
1384.15 7.79048
1384.19 7.67860
1384.24 7.54312
1384.28 7.40265
1384.32 7.24850
1384.35 7.07383
1384.39 6.88891
1384.44 6.65307
1384.48 6.40700
1384.57 5.87840
1384.66 5.31067
1384.75 4.73544
1384.85 4.08059
1384.90 3.76523
1384.95 3.45890
1385.00 3.15783
1385.05 2.87550
1385.10 2.60725
1385.15 2.35410
1385.20 2.11218
1385.25 1.89142
1385.30 1.68707
1385.35 1.49905
1385.40 1.32709
1385.45 1.17072
1385.50 1.02932
1385.55 0.902173
1385.60 0.792758
1385.64 0.696864
1385.69 0.609611
1385.74 0.533841
1385.79 0.465514
1385.83 0.406695
1385.88 0.355125
1385.93 0.310087
1385.98 0.270128
1386.02 0.236263
1386.07 0.207007
1386.12 0.181814
1386.17 0.159758
1386.21 0.141296
1386.31 0.112079
1386.40 0.0907137
1386.50 0.0754785
1386.59 0.0643735
1386.68 0.0564044
1386.78 0.0504952
1386.87 0.0461320
1387.06 0.0401607
1387.25 0.0362942
1387.44 0.0335569
1387.82 0.0297692
1388.20 0.0271996
1388.58 0.0253393
1389.05 0.0236423
1389.52 0.0224013
1390.47 0.0207486
1391.41 0.0197600
1392.36 0.0191498
1393.30 0.0187508
1394.25 0.0185037
1396.14 0.0183101
1398.22 0.0183886
1400.30 0.0186621
1402.38 0.0190778
1404.46 0.0196101
1406.54 0.0202464
1408.62 0.0209822
1410.70 0.0218176
1412.78 0.0227558
1415.80 0.0243191
1418.83 0.0261450
1420.91 0.0275741
1422.99 0.0291642
1425.07 0.0309363
1427.15 0.0329149
1429.23 0.0351317
1431.31 0.0376233
1433.39 0.0404338
1434.43 0.0419753
1435.46 0.0436160
1436.88 0.0460344
1438.30 0.0486825
1439.72 0.0515897
1441.14 0.0547834
1442.55 0.0582997
1443.26 0.0602037
1443.97 0.0622105
1444.68 0.0643264
1445.39 0.0665595
1446.10 0.0689183
1446.81 0.0714124
1447.85 0.0753380
1448.89 0.0796147
1449.93 0.0842856
1450.97 0.0894003
1451.49 0.0921417
1452.01 0.0950165
1452.53 0.0980334
1453.05 0.101202
1453.57 0.104532
1454.09 0.108035
1454.61 0.111724
1455.13 0.115603
1455.93 0.122036
1456.74 0.129039
1457.54 0.136678
1458.34 0.145022
1458.74 0.149494
1459.15 0.154175
1459.55 0.159082
1459.95 0.164217
1460.35 0.169627
1460.75 0.175317
1461.16 0.181307
1461.56 0.187600
1462.08 0.196270
1462.60 0.205562
1463.12 0.215540
1463.64 0.226270
1464.16 0.237831
1464.68 0.250309
1465.20 0.263804
1465.72 0.278398
1466.24 0.294276
1466.76 0.311557
1467.28 0.330410
1467.80 0.351030
1468.32 0.373642
1468.58 0.385775
1468.84 0.398507
1469.10 0.411877
1469.36 0.425929
1469.62 0.440709
1469.88 0.456267
1470.12 0.471947
1470.37 0.488376
1470.62 0.505669
1470.87 0.523890
1471.12 0.543102
1471.36 0.563378
1471.61 0.584796
1471.86 0.607441
1472.11 0.631505
1472.36 0.656896
1472.61 0.683815
1472.85 0.712385
1473.10 0.742738
1473.35 0.775021
1473.60 0.809401
1473.85 0.846062
1474.11 0.887168
1474.37 0.931263
1474.63 0.978633
1474.89 1.02959
1475.15 1.08450
1475.41 1.14373
1475.67 1.20773
1475.93 1.27700
1476.19 1.35209
1476.45 1.43361
1476.71 1.52226
1476.97 1.61883
1477.23 1.72418
1477.49 1.83929
1477.75 1.96526
1478.01 2.10329
1478.27 2.25473
1478.53 2.42105
1478.66 2.51028
1478.79 2.60384
1478.92 2.70195
1479.05 2.80482
1479.18 2.91268
1479.31 3.02576
1479.44 3.14429
1479.57 3.26849
1479.70 3.39857
1479.83 3.53475
1479.96 3.67722
1480.08 3.82497
1480.23 4.00004
1480.38 4.18357
1480.52 4.37563
1480.67 4.57621
1480.81 4.78517
1480.96 5.00226
1481.25 5.45898
1481.54 5.94080
1481.84 6.43871
1482.42 7.42705
1482.62 7.73946
1482.82 8.02795
1483.01 8.28839
1483.21 8.51131
1483.41 8.69263
1483.61 8.82516
1483.80 8.90611
1484.00 8.93210
1484.20 8.90256
1484.36 8.83801
1484.52 8.73923
1484.68 8.60706
1484.84 8.44577
1485.00 8.25647
1485.16 8.04499
1485.32 7.81238
1485.48 7.56529
1485.80 7.03654
1486.12 6.48643
1486.45 5.93810
1486.77 5.41064
1487.00 5.04556
1487.23 4.70124
1487.46 4.37638
1487.70 4.07448
1487.93 3.79293
1488.16 3.53359
1488.39 3.29434
1488.62 3.07403
1488.85 2.87814
1489.07 2.69836
1489.30 2.53194
1489.52 2.37924
1489.74 2.23781
1489.97 2.10793
1490.19 1.98799
1490.41 1.87716
1490.57 1.80145
1490.74 1.73032
1490.90 1.66262
1491.06 1.59895
1491.22 1.53828
1491.39 1.48114
1491.71 1.37519
1492.04 1.27966
1492.36 1.19329
1492.69 1.11501
1493.01 1.04389
1493.24 0.998617
1493.46 0.956312
1493.68 0.916383
1493.91 0.878994
1494.13 0.843631
1494.35 0.810450
1494.58 0.779005
1494.80 0.749443
1495.02 0.721374
1495.25 0.694936
1495.69 0.646060
1496.14 0.602084
1496.59 0.562471
1497.03 0.526518
1497.48 0.493867
1497.93 0.464134
1498.37 0.436987
1498.82 0.412138
1499.27 0.389340
1499.72 0.368381
1500.16 0.349077
1500.57 0.332800
1500.98 0.317679
1501.38 0.303563
1501.79 0.290360
1502.19 0.277964
1502.60 0.266370
1503.01 0.255488
1503.41 0.245262
1503.82 0.235620
1504.23 0.226561
1504.63 0.218021
1505.04 0.209960
1505.44 0.202325
1505.85 0.195122
1506.66 0.181841
1507.11 0.175111
1507.56 0.168755
1508.45 0.157062
1509.34 0.146574
1510.24 0.137135
1511.13 0.128611
1512.03 0.120894
1512.92 0.113887
1513.81 0.107520
1514.71 0.101710
1515.60 0.0964071
1516.50 0.0915644
1517.39 0.0871431
1518.28 0.0831131
1519.18 0.0794541
1520.07 0.0761582
1520.96 0.0732378
1521.78 0.0709337
1522.59 0.0690356
1523.40 0.0676745
1524.21 0.0671733
1524.60 0.0674393
1524.99 0.0682612
1525.37 0.0701109
1525.57 0.0718406
1525.76 0.0747330
1525.95 0.0799384
1526.05 0.0840986
1526.14 0.0898124
1526.24 0.0978487
1526.34 0.108905
1526.43 0.124364
1526.53 0.145373
1526.63 0.174237
1526.72 0.212616
1526.77 0.236812
1526.82 0.264027
1526.87 0.295116
1526.92 0.330493
1526.97 0.371482
1527.01 0.416864
1527.06 0.467879
1527.11 0.524981
1527.16 0.590020
1527.21 0.660781
1527.25 0.738932
1527.30 0.824845
1527.35 0.914765
1527.39 1.01235
1527.44 1.11778
1527.49 1.22862
1527.53 1.34981
1527.58 1.47893
1527.62 1.61583
1527.67 1.75702
1527.71 1.90843
1527.76 2.06651
1527.81 2.23066
1527.85 2.39642
1527.94 2.74390
1528.03 3.10113
1528.13 3.48199
1528.23 3.84658
1528.28 4.02362
1528.32 4.18879
1528.37 4.34412
1528.42 4.48798
1528.46 4.60844
1528.51 4.71452
1528.55 4.80814
1528.59 4.88842
1528.64 4.95464
1528.68 5.00617
1528.73 5.04759
1528.76 5.06105
1528.79 5.06807
1528.80 5.06873
1528.83 5.06501
1528.85 5.05652
1528.89 5.03311
1528.95 4.97672
1529.00 4.89508
1529.06 4.79157
1529.12 4.64413
1529.19 4.47339
1529.25 4.27728
1529.31 4.06552
1529.40 3.76081
1529.48 3.44278
1529.65 2.79021
1529.73 2.46722
1529.81 2.16149
1529.85 2.01350
1529.90 1.87407
1529.94 1.73683
1529.98 1.60864
1530.05 1.40930
1530.11 1.22966
1530.18 1.06462
1530.25 0.918873
1530.32 0.787585
1530.38 0.673850
1530.45 0.573281
1530.52 0.487719
1530.59 0.413376
1530.65 0.351194
1530.72 0.298048
1530.79 0.254295
1530.86 0.217464
1530.92 0.187579
1530.99 0.162764
1531.06 0.142883
1531.13 0.126564
1531.19 0.113625
1531.26 0.103098
1531.33 0.0948108
1531.46 0.0828374
1531.60 0.0752253
1531.73 0.0703377
1531.87 0.0671341
1532.14 0.0634854
1532.52 0.0612334
1532.90 0.0607192
1533.22 0.0613964
1533.53 0.0633823
1533.85 0.0679175
1534.01 0.0722467
1534.17 0.0793077
1534.33 0.0913106
1534.41 0.100275
1534.49 0.111859
1534.57 0.127182
1534.65 0.146866
1534.73 0.172295
1534.80 0.204931
1534.88 0.247087
1534.96 0.299726
1535.04 0.366504
1535.08 0.405776
1535.12 0.448278
1535.16 0.496540
1535.20 0.549890
1535.24 0.608698
1535.28 0.671644
1535.32 0.742316
1535.36 0.817520
1535.40 0.901455
1535.44 0.990236
1535.50 1.13028
1535.55 1.28578
1535.61 1.45735
1535.66 1.64186
1535.72 1.84622
1535.77 2.06306
1535.83 2.29989
1535.88 2.54761
1535.92 2.71741
1535.96 2.89286
1536.03 3.25381
1536.10 3.63660
1536.17 4.02570
1536.31 4.82030
1536.38 5.20651
1536.46 5.57726
1536.52 5.89182
1536.58 6.17763
1536.65 6.43846
1536.71 6.66132
1536.77 6.82772
1536.82 6.96159
1536.89 7.07612
1536.93 7.12227
1536.95 7.13742
1536.98 7.14834
1537.00 7.15039
1537.03 7.14551
1537.05 7.13385
1537.08 7.11252
1537.12 7.05788
1537.19 6.92675
1537.26 6.76605
1537.32 6.56667
1537.39 6.29978
1537.46 5.99456
1537.53 5.65787
1537.60 5.30226
1537.68 4.87533
1537.75 4.44284
1537.91 3.58240
1537.99 3.16538
1538.07 2.77476
1538.11 2.58887
1538.15 2.40992
1538.18 2.23829
1538.22 2.07429
1538.26 1.91422
1538.30 1.76624
1538.34 1.62632
1538.38 1.49446
1538.42 1.37061
1538.46 1.25465
1538.50 1.14643
1538.54 1.04575
1538.58 0.950071
1538.62 0.863899
1538.65 0.784459
1538.69 0.711439
1538.73 0.644513
1538.77 0.583344
1538.81 0.527592
1538.85 0.476915
1538.89 0.429853
1538.93 0.388418
1539.01 0.317425
1539.08 0.260222
1539.16 0.214541
1539.24 0.177949
1539.32 0.149586
1539.40 0.127421
1539.48 0.110181
1539.55 0.0966622
1539.63 0.0863406
1539.71 0.0783356
1539.79 0.0721032
1539.95 0.0633092
1540.10 0.0577102
1540.26 0.0538689
1540.41 0.0510823
1540.73 0.0471430
1541.16 0.0434762
1541.58 0.0408505
1542.01 0.0388378
1542.44 0.0372301
1543.30 0.0347824
1544.15 0.0329581
1545.01 0.0315055
1545.86 0.0302969
1547.58 0.0283213
1548.76 0.0271829
1549.95 0.0261763
1552.32 0.0244526
1554.69 0.0229895
1557.06 0.0217224
1559.43 0.0206113
1561.80 0.0196280
1564.17 0.0187527
1566.54 0.0179708
1569.44 0.0171242
1572.34 0.0163817
1575.24 0.0157303
1578.14 0.0151601
1581.03 0.0146616
1583.93 0.0142286
1589.73 0.0135365
1594.47 0.0131329
1599.21 0.0128451
1603.95 0.0126770
1608.69 0.0126276
1612.12 0.0126679
1615.54 0.0127669
1618.97 0.0129395
1622.39 0.0131868
1625.82 0.0135165
1629.24 0.0139415
1632.67 0.0144859
1636.09 0.0151335
1640.31 0.0161683
1642.41 0.0168001
1644.52 0.0175266
1646.63 0.0183637
1648.74 0.0193419
1650.84 0.0205059
1652.95 0.0219101
1654.93 0.0235288
1656.90 0.0255653
1657.89 0.0268020
1658.88 0.0282441
1659.87 0.0299519
1660.85 0.0320123
1661.91 0.0347590
1662.96 0.0383296
1663.49 0.0405550
1664.02 0.0431846
1664.54 0.0463429
1665.07 0.0501962
1665.43 0.0533919
1665.79 0.0571448
1666.16 0.0616204
1666.52 0.0670372
1666.88 0.0737283
1667.24 0.0821216
1667.61 0.0929598
1667.79 0.0996482
1667.97 0.107475
1668.15 0.116838
1668.33 0.128171
1668.51 0.142402
1668.69 0.161069
1668.78 0.172931
1668.87 0.186940
1668.96 0.204115
1669.05 0.225005
1669.15 0.251320
1669.24 0.284092
1669.33 0.326160
1669.42 0.379258
1669.49 0.430559
1669.56 0.492650
1669.63 0.567724
1669.70 0.658313
1669.73 0.710311
1669.77 0.767297
1669.80 0.829686
1669.84 0.897917
1669.87 0.972448
1669.91 1.05376
1669.94 1.14235
1669.98 1.23873
1670.01 1.34345
1670.05 1.45703
1670.08 1.58004
1670.12 1.71304
1670.15 1.85659
1670.19 2.01127
1670.22 2.17762
1670.26 2.35621
1670.29 2.54757
1670.33 2.75221
1670.36 2.97061
1670.40 3.20325
1670.43 3.45052
1670.47 3.71279
1670.50 3.99038
1670.54 4.28354
1670.57 4.59244
1670.61 4.91720
1670.64 5.25783
1670.68 5.61427
1670.71 5.98635
1670.75 6.37381
1670.78 6.77626
1670.82 7.19322
1670.85 7.62408
1670.89 8.06811
1670.92 8.52445
1670.96 8.99215
1671.03 9.95704
1671.10 10.9525
1671.20 12.5197
1671.31 14.0639
1671.40 15.3140
1671.49 16.4812
1671.57 17.4418
1671.66 18.2773
1671.70 18.6822
1671.75 19.0295
1671.82 19.4664
1671.86 19.6810
1671.91 19.8301
1671.96 19.9352
1672.00 19.9596
1672.01 19.9577
1672.05 19.9291
1672.08 19.8689
1672.14 19.6901
1672.19 19.4247
1672.25 19.0317
1672.31 18.6095
1672.36 18.1284
1672.42 17.5545
1672.47 16.9209
1672.52 16.2861
1672.58 15.6269
1672.68 14.2261
1672.79 12.6143
1672.90 10.9896
1673.01 9.39657
1673.07 8.63982
1673.13 7.91140
1673.18 7.21527
1673.24 6.55458
1673.29 5.93168
1673.35 5.34819
1673.39 4.96562
1673.43 4.61178
1673.47 4.27661
1673.50 3.95997
1673.54 3.65402
1673.58 3.37411
1673.62 3.11172
1673.66 2.86638
1673.70 2.63171
1673.73 2.41914
1673.77 2.22179
1673.81 2.03898
1673.85 1.86575
1673.89 1.71025
1673.92 1.56713
1673.96 1.43568
1674.02 1.25880
1674.08 1.10672
1674.13 0.973974
1674.19 0.858498
1674.24 0.758366
1674.30 0.671783
1674.36 0.597102
1674.41 0.532816
1674.47 0.476655
1674.52 0.429354
1674.58 0.388771
1674.64 0.353950
1674.69 0.324054
1674.75 0.298355
1674.80 0.276220
1674.86 0.257107
1674.96 0.228333
1675.07 0.206126
1675.17 0.188511
1675.27 0.174283
1675.37 0.162572
1675.47 0.152757
1675.68 0.137150
1675.88 0.125194
1676.09 0.115674
1676.29 0.107898
1676.49 0.101437
1676.76 0.0945231
1677.02 0.0889435
1677.29 0.0843566
1677.56 0.0805835
1678.09 0.0748219
1678.62 0.0708011
1679.27 0.0674697
1679.92 0.0654047
1680.58 0.0642473
1681.23 0.0637725
1682.21 0.0640215
1683.19 0.0651601
1684.17 0.0670251
1685.15 0.0695254
1686.05 0.0723470
1686.95 0.0756618
1687.84 0.0794869
1688.74 0.0838526
1689.64 0.0888110
1690.54 0.0944134
1691.44 0.100745
1692.33 0.107904
1693.11 0.114853
1693.89 0.122611
1694.66 0.131293
1695.44 0.141029
1695.83 0.146353
1696.21 0.152010
1696.60 0.158023
1696.99 0.164423
1697.38 0.171241
1697.77 0.178517
1698.15 0.186297
1698.54 0.194608
1698.99 0.205031
1699.44 0.216331
1699.89 0.228633
1700.34 0.242056
1700.79 0.256738
1701.24 0.272841
1701.68 0.290552
1701.91 0.300099
1702.13 0.310091
1702.36 0.320649
1702.58 0.331768
1702.81 0.343488
1703.03 0.355795
1703.26 0.368848
1703.48 0.382581
1703.71 0.397176
1703.93 0.412564
1704.16 0.428951
1704.38 0.446267
1704.60 0.464748
1704.83 0.484322
1705.05 0.505266
1705.28 0.527508
1705.50 0.551373
1705.73 0.576792
1705.95 0.604153
1706.18 0.633528
1706.40 0.665118
1706.63 0.698996
1706.85 0.735720
1707.07 0.775252
1707.30 0.818273
1707.52 0.864777
1707.75 0.915607
1707.97 0.970806
1708.20 1.03144
1708.42 1.09762
1708.65 1.17072
1708.76 1.20985
1708.87 1.25097
1708.98 1.29461
1709.10 1.34015
1709.21 1.38812
1709.32 1.43869
1709.43 1.49255
1709.54 1.54895
