Sr-86(n,tot) ENDFB-8.0
0.131250 3.22885
0.134375 3.22361
0.137500 3.21856
0.143750 3.20894
0.150000 3.19994
0.156250 3.19147
0.162500 3.18351
0.168750 3.17598
0.175000 3.16887
0.181250 3.16213
0.187500 3.15573
0.193750 3.14965
0.200000 3.14386
0.209375 3.13566
0.218750 3.12799
0.228125 3.12079
0.237500 3.11403
0.246875 3.10766
0.256250 3.10164
0.265625 3.09594
0.275000 3.09054
0.284375 3.08540
0.293750 3.08052
0.303125 3.07586
0.312500 3.07141
0.321875 3.06716
0.331250 3.06309
0.340625 3.05919
0.350000 3.05545
0.359375 3.05186
0.368750 3.04840
0.378125 3.04507
0.387500 3.04187
0.396875 3.03878
0.406250 3.03580
0.425000 3.03014
0.443750 3.02483
0.462500 3.01984
0.500000 3.01074
0.531250 3.00389
0.562500 2.99761
0.593750 2.99183
0.625000 2.98649
0.687500 2.97690
0.750000 2.96853
0.812500 2.96114
0.875000 2.95456
0.937500 2.94863
1.00000 2.94325
1.06250 2.93833
1.12500 2.93383
1.18750 2.92968
1.25000 2.92583
1.37500 2.91892
1.50000 2.91286
1.62500 2.90749
1.75000 2.90269
1.87500 2.89836
2.00000 2.89440
2.18750 2.88908
2.37500 2.88437
2.56250 2.88014
2.75000 2.87632
2.93750 2.87284
3.12500 2.86964
3.31250 2.86668
3.50000 2.86393
3.87500 2.85898
4.25000 2.85459
4.62500 2.85066
5.00000 2.84710
5.31250 2.84436
5.62500 2.84180
5.93750 2.83940
6.25000 2.83713
6.87500 2.83294
7.50000 2.82913
8.12500 2.82561
8.75000 2.82235
9.37500 2.81929
10.0000 2.81640
10.6250 2.81365
11.2500 2.81103
12.5000 2.80609
13.7500 2.80148
15.0000 2.79713
16.2500 2.79298
17.5000 2.78900
18.7500 2.78515
20.0000 2.78141
21.8750 2.77597
23.7500 2.77070
25.6250 2.76555
27.5000 2.76051
29.3750 2.75555
31.2500 2.75065
33.1250 2.74580
35.0000 2.74100
38.7500 2.73148
42.5000 2.72204
46.2500 2.71263
50.0000 2.70324
53.1250 2.69541
56.2500 2.68756
62.5000 2.67177
68.7500 2.65583
75.0000 2.63968
81.2500 2.62331
87.5000 2.60668
93.7500 2.58976
100.000 2.57255
109.375 2.54608
118.750 2.51891
125.000 2.50031
137.500 2.46191
150.000 2.42181
162.500 2.37986
175.000 2.33593
187.500 2.28984
200.000 2.24144
209.375 2.20351
218.750 2.16408
228.125 2.12307
237.500 2.08039
246.875 2.03592
256.250 1.98958
265.625 1.94123
275.000 1.89077
284.375 1.83805
293.750 1.78295
303.125 1.72532
312.500 1.66500
321.875 1.60186
331.250 1.53572
340.625 1.46644
350.000 1.39387
356.445 1.34193
362.891 1.28840
369.336 1.23317
375.781 1.17614
382.227 1.11751
388.672 1.05707
395.117 0.994971
401.563 0.931357
407.422 0.872148
413.281 0.811879
419.141 0.750758
425.000 0.689014
429.981 0.636292
434.961 0.583679
439.942 0.531555
444.922 0.480406
449.902 0.430842
454.883 0.383370
457.373 0.360897
459.863 0.339404
462.354 0.319062
464.844 0.300032
466.235 0.290048
467.627 0.280620
469.019 0.271766
470.410 0.263534
471.802 0.255976
472.498 0.252468
473.193 0.249149
473.889 0.246020
474.585 0.243084
475.281 0.240375
475.977 0.237895
476.782 0.235314
477.588 0.233057
478.394 0.231141
479.199 0.229582
480.005 0.228394
480.811 0.227597
481.616 0.227207
482.422 0.227244
482.935 0.227499
483.447 0.227940
483.960 0.228571
484.473 0.229397
484.985 0.230423
485.498 0.231660
485.755 0.232360
486.011 0.233114
486.267 0.233924
486.524 0.234789
486.661 0.235277
486.798 0.235780
486.936 0.236301
487.073 0.236838
487.210 0.237393
487.348 0.237964
487.485 0.238552
487.622 0.239158
487.741 0.239697
487.860 0.240249
487.979 0.240815
488.098 0.241393
488.217 0.241986
488.336 0.242591
488.455 0.243211
488.574 0.243844
488.776 0.244948
488.977 0.246091
489.179 0.247275
489.380 0.248500
489.581 0.249766
489.783 0.251074
490.186 0.253820
490.589 0.256742
490.991 0.259840
491.394 0.263117
491.797 0.266577
492.200 0.270227
492.603 0.274069
493.006 0.278112
493.408 0.282356
493.811 0.286810
494.214 0.291476
494.617 0.296359
495.020 0.301466
495.423 0.306803
495.825 0.312372
496.228 0.318181
496.631 0.324235
497.034 0.330540
497.437 0.337101
497.840 0.343924
498.242 0.351017
498.682 0.359069
499.121 0.367456
499.561 0.376183
500.000 0.385259
500.375 0.393285
500.749 0.401588
501.124 0.410178
501.498 0.419055
501.873 0.428219
502.248 0.437673
502.622 0.447424
502.997 0.457483
503.371 0.467858
503.746 0.478556
504.495 0.500951
505.244 0.524730
505.994 0.549954
506.451 0.566115
506.909 0.582855
507.367 0.600198
507.825 0.618154
508.283 0.636748
508.741 0.655990
509.198 0.675904
509.656 0.696509
510.572 0.739877
511.488 0.786256
512.403 0.835836
513.319 0.888801
514.235 0.945369
515.150 1.00576
516.066 1.07020
516.982 1.13894
517.897 1.21228
518.813 1.29048
519.729 1.37387
520.644 1.46278
521.560 1.55759
522.476 1.65868
523.391 1.76646
524.307 1.88138
525.223 2.00396
526.138 2.13470
527.054 2.27419
527.969 2.42302
528.885 2.58191
529.801 2.75155
530.717 2.93275
531.632 3.12634
532.548 3.33329
533.464 3.55462
534.379 3.79143
535.295 4.04490
536.211 4.31644
537.126 4.60743
538.042 4.91955
538.957 5.25448
539.873 5.61424
540.789 6.00088
541.704 6.41685
542.620 6.86466
543.536 7.34732
544.451 7.86798
545.367 8.43023
546.283 9.03798
547.198 9.69582
548.114 10.4087
549.030 11.1822
549.945 12.0225
550.861 12.9369
551.777 13.9334
552.693 15.0211
553.608 16.2102
554.524 17.5129
555.439 18.9423
555.897 19.7096
556.355 20.5145
556.813 21.3594
557.271 22.2469
557.729 23.1799
558.186 24.1608
558.644 25.1931
559.102 26.2800
559.560 27.4253
560.018 28.6327
560.476 29.9066
560.933 31.2516
561.391 32.6732
561.849 34.1761
562.307 35.7667
562.765 37.4515
563.223 39.2380
563.680 41.1332
564.138 43.1460
564.596 45.2858
565.220 48.4277
565.845 51.8535
566.469 55.5951
567.093 59.6858
567.718 64.1726
568.342 69.1160
568.966 74.5736
569.278 77.5155
569.591 80.6107
570.048 85.4529
570.506 90.6847
570.964 96.3497
571.422 102.492
571.880 109.167
572.338 116.432
572.795 124.357
573.253 133.020
573.711 142.515
574.169 152.940
574.627 164.422
575.085 177.094
575.543 191.126
575.771 198.708
576.000 206.703
576.229 215.140
576.458 224.052
576.687 233.472
576.916 243.438
577.124 253.006
577.332 263.094
577.540 273.736
577.748 284.972
577.956 296.845
578.165 309.400
578.373 322.690
578.581 336.767
578.789 351.690
578.997 367.524
579.205 384.338
579.413 402.209
579.621 421.222
579.829 441.470
580.037 463.061
580.246 486.110
580.475 513.311
580.703 542.602
580.932 574.197
581.161 608.317
581.390 645.227
581.619 685.169
581.848 728.463
582.077 775.449
582.306 826.524
582.535 882.055
582.764 942.519
582.993 1008.41
583.222 1080.27
583.450 1158.67
583.679 1244.24
583.908 1337.60
584.149 1444.86
584.389 1562.16
584.630 1690.28
584.870 1829.71
585.111 1980.93
585.352 2143.90
585.592 2318.31
585.833 2503.22
586.154 2763.30
586.474 3032.40
586.795 3301.07
587.116 3556.53
587.277 3674.75
587.437 3783.96
587.598 3882.19
587.758 3967.52
587.919 4038.34
588.079 4093.12
588.240 4130.79
588.400 4150.55
588.598 4149.88
588.758 4129.17
588.919 4091.03
589.079 4036.43
589.239 3966.77
589.400 3883.55
589.560 3788.58
589.721 3683.76
589.881 3571.08
590.202 3329.29
590.523 3077.13
590.844 2825.75
591.165 2583.39
591.439 2387.88
591.713 2204.93
591.986 2035.36
592.260 1879.48
592.397 1806.53
592.534 1736.84
592.671 1670.31
592.808 1606.88
592.944 1546.37
593.081 1488.69
593.218 1433.72
593.355 1381.39
593.629 1283.81
593.904 1195.28
594.178 1114.88
594.452 1041.80
594.726 975.254
595.000 914.623
595.275 859.272
595.549 808.656
595.823 762.273
596.097 719.725
596.372 680.612
596.646 644.594
596.920 611.370
597.194 580.674
597.468 552.269
597.743 525.941
598.004 502.562
598.266 480.744
598.528 460.348
598.790 441.259
599.051 423.357
599.313 406.564
599.575 390.779
599.837 375.940
600.098 361.961
600.360 348.784
600.622 336.349
600.884 324.607
601.146 313.498
601.407 302.987
601.669 293.023
601.931 283.576
602.205 274.188
602.479 265.293
603.028 248.838
603.576 233.970
604.125 220.496
604.673 208.240
605.221 197.063
605.770 186.840
606.318 177.462
606.966 167.346
607.615 158.153
608.263 149.774
608.911 142.117
609.559 135.105
610.207 128.670
610.855 122.730
611.504 117.235
612.052 112.904
612.600 108.840
613.149 105.022
613.697 101.430
614.246 98.0456
614.794 94.8534
615.343 91.8383
615.891 88.9871
616.440 86.2874
616.988 83.7292
617.536 81.3017
618.085 78.9967
619.182 74.7199
620.279 70.8408
621.375 67.3096
622.472 64.0848
623.569 61.1309
624.666 58.4174
625.763 55.9180
626.860 53.6099
627.957 51.4735
629.054 49.4916
629.901 48.0561
630.749 46.6976
631.596 45.4104
632.444 44.1908
633.292 43.0379
634.139 41.9393
634.987 40.8896
635.834 39.8903
637.530 38.0278
639.225 36.3293
640.920 34.7752
642.615 33.3489
643.712 32.4876
644.809 31.6700
645.906 30.8930
647.003 30.1547
648.100 29.4518
649.196 28.7817
651.390 27.5332
653.584 26.3931
655.778 25.3493
657.972 24.3903
660.165 23.5066
662.359 22.6904
664.553 21.9342
666.747 21.2321
668.940 20.5789
671.134 19.9695
673.328 19.4003
675.522 18.8673
677.715 18.3685
679.909 17.9019
682.103 17.4597
684.297 17.0409
686.491 16.6485
688.684 16.2772
690.878 15.9236
693.072 15.5902
695.266 15.2745
697.459 14.9726
699.653 14.6863
701.847 14.4148
704.041 14.1545
706.235 13.9062
708.428 13.6704
712.816 13.2268
717.203 12.8216
719.397 12.6304
721.591 12.4479
725.978 12.1030
730.366 11.7846
734.754 11.4883
739.141 11.2133
743.529 10.9569
747.916 10.7169
750.908 10.5624
753.899 10.4145
756.891 10.2729
759.882 10.1371
765.865 9.88179
768.857 9.76161
771.848 9.64723
777.831 9.42850
783.814 9.22549
789.797 9.03664
795.780 8.86060
800.168 8.73968
804.555 8.62372
808.943 8.51230
813.330 8.40711
822.105 8.20909
826.493 8.11668
830.880 8.02830
835.268 7.94281
839.656 7.86099
848.431 7.70713
852.818 7.63421
857.206 7.56461
865.981 7.43179
874.756 7.30880
883.531 7.19363
892.306 7.08587
901.081 6.98520
909.856 6.89025
918.631 6.80117
927.406 6.71718
936.181 6.63765
944.159 6.56935
952.136 6.50430
960.113 6.44219
968.091 6.38369
976.068 6.32666
984.045 6.27284
1000.00 6.17114
1007.95 6.12412
1015.89 6.07870
1023.84 6.03475
1031.79 5.99298
1047.68 5.91358
1055.63 5.87617
1063.57 5.84016
1071.52 5.80514
1079.47 5.77143
1095.36 5.70751
1111.25 5.64766
1127.14 5.59130
1143.04 5.53863
1158.93 5.48884
1174.82 5.44183
1190.72 5.39753
1206.61 5.35540
1222.50 5.31557
1238.40 5.27772
1254.29 5.24162
1271.63 5.20429
1278.49 5.19007
1285.35 5.17615
1292.21 5.16252
1299.08 5.14918
1305.94 5.13616
1312.80 5.12348
1316.24 5.11727
1319.67 5.11116
1323.10 5.10515
1326.53 5.09926
1329.42 5.09443
1332.31 5.08972
1334.84 5.08573
1337.37 5.08189
1339.89 5.07824
1342.42 5.07482
1344.95 5.07176
1346.21 5.07040
1347.48 5.06920
1348.74 5.06818
1350.01 5.06740
1351.27 5.06691
1352.53 5.06681
1353.57 5.06708
1354.61 5.06778
1355.65 5.06906
1356.69 5.07110
1357.21 5.07249
1357.73 5.07418
1358.25 5.07623
1358.77 5.07870
1359.29 5.08168
1359.80 5.08528
1360.32 5.08963
1360.84 5.09494
1361.29 5.10053
1361.75 5.10724
1362.20 5.11539
1362.65 5.12533
1362.87 5.13115
1363.10 5.13763
1363.33 5.14489
1363.55 5.15299
1363.78 5.16218
1364.00 5.17259
1364.23 5.18447
1364.45 5.19802
1364.70 5.21549
1364.95 5.23610
1365.20 5.26092
1365.32 5.27522
1365.45 5.29109
1365.57 5.30897
1365.70 5.32895
1365.82 5.35165
1365.95 5.37774
1366.07 5.40812
1366.19 5.44403
1366.32 5.48721
1366.38 5.51224
1366.44 5.54006
1366.51 5.57431
1366.58 5.61313
1366.65 5.65737
1366.71 5.70719
1366.78 5.76522
1366.85 5.83211
1366.92 5.90941
1366.98 5.99752
1367.05 6.10112
1367.09 6.15901
1367.12 6.22138
1367.15 6.28858
1367.19 6.36099
1367.22 6.43899
1367.25 6.52043
1367.29 6.61068
1367.32 6.70782
1367.36 6.81234
1367.39 6.92472
1367.42 7.04551
1367.46 7.17526
1367.49 7.31453
1367.53 7.45938
1367.57 7.67827
1367.62 7.91289
1367.66 8.16933
1367.71 8.44916
1367.75 8.75397
1367.80 9.08542
1367.84 9.44513
1367.89 9.83476
1367.93 10.2657
1367.98 10.7207
1368.02 11.2105
1368.07 11.7364
1368.11 12.2998
1368.16 12.9020
1368.20 13.5441
1368.25 14.2269
1368.28 14.7214
1368.31 15.2358
1368.37 16.3246
1368.43 17.4937
1368.50 18.7422
1368.56 20.0683
1368.62 21.4686
1368.68 22.9388
1368.74 24.4727
1368.81 26.2197
1368.88 28.0227
1369.01 31.7125
1369.14 35.1638
1369.26 38.4983
1369.36 41.0593
1369.47 43.4043
1369.53 44.7270
1369.59 45.9048
1369.65 46.9458
1369.71 47.8374
1369.77 48.5051
1369.83 49.0350
1369.88 49.4161
1369.94 49.6553
1370.00 49.7519
1370.05 49.6928
1370.10 49.5236
1370.15 49.2316
1370.20 48.8238
1370.25 48.2689
1370.30 47.5929
1370.36 46.8019
1370.41 45.9030
1370.48 44.5235
1370.55 42.9817
1370.66 40.4674
1370.77 37.7342
1370.98 31.9659
1371.07 29.3282
1371.17 26.7527
1371.26 24.2809
1371.31 23.0946
1371.36 21.9462
1371.40 20.9292
1371.45 19.9701
1371.49 19.0258
1371.53 18.1404
1371.58 17.2735
1371.62 16.4651
1371.66 15.6951
1371.71 14.9637
1371.77 14.0377
1371.82 13.1944
1371.87 12.5344
1371.92 11.9190
1371.97 11.3466
1372.01 10.8156
1372.06 10.3244
1372.11 9.87109
1372.16 9.45375
1372.21 9.07041
1372.23 8.86898
1372.26 8.68425
1372.29 8.50168
1372.31 8.33445
1372.34 8.16938
1372.37 8.01836
1372.39 7.86946
1372.42 7.73340
1372.45 7.59938
1372.47 7.47703
1372.50 7.35665
1372.52 7.24686
1372.55 7.13893
1372.58 7.04058
1372.63 6.85929
1372.68 6.69400
1372.74 6.54648
1372.79 6.41493
1372.84 6.29771
1372.89 6.19331
1372.95 6.10032
1373.00 6.01750
1373.05 5.94501
1373.11 5.87905
1373.16 5.82017
1373.21 5.76753
1373.26 5.72039
1373.32 5.67809
1373.37 5.64006
1373.42 5.60578
1373.48 5.57534
1373.58 5.52160
1373.69 5.47688
1373.79 5.43918
1373.90 5.40726
1374.00 5.37937
1374.11 5.35496
1374.22 5.33338
1374.32 5.31429
1374.43 5.29695
1374.53 5.28139
1374.74 5.25409
1374.94 5.23284
1375.13 5.21450
1375.32 5.19842
1375.51 5.18422
1375.71 5.17153
1375.90 5.16025
1376.09 5.15011
1376.28 5.14095
1376.67 5.12505
1377.05 5.11181
1377.44 5.10058
1377.82 5.09102
1378.19 5.08311
1378.55 5.07620
1378.92 5.07009
1379.28 5.06464
1379.65 5.05974
1380.01 5.05533
1380.74 5.04768
1381.47 5.04125
1382.20 5.03578
1382.93 5.03103
1383.66 5.02686
1384.51 5.02261
1385.35 5.01884
1386.20 5.01544
1387.05 5.01235
1387.89 5.00950
1388.74 5.00686
1390.43 5.00208
1392.12 4.99779
1393.81 4.99387
1395.50 4.99023
1397.20 4.98678
1398.73 4.98378
1400.27 4.98089
1403.35 4.97536
1406.42 4.97010
1409.50 4.96503
1412.88 4.95963
1416.26 4.95434
1419.65 4.94916
1423.03 4.94409
1429.80 4.93416
1436.56 4.92449
1443.33 4.91501
1450.09 4.90573
1456.86 4.89661
1463.63 4.88765
1476.54 4.87093
1489.46 4.85469
1502.38 4.83891
1515.30 4.82352
1541.13 4.79391
1566.96 4.76572
1596.49 4.73514
1626.02 4.70595
1655.54 4.67825
1685.07 4.65169
1714.59 4.62635
1744.12 4.60194
1803.17 4.55594
1852.38 4.52007
1901.58 4.48594
1950.79 4.45328
2000.00 4.42187
2055.49 4.38783
2110.98 4.35470
2184.96 4.31168
2221.95 4.29044
2258.94 4.26927
2295.94 4.24807
2332.93 4.22674
2369.92 4.20519
2406.91 4.18330
2434.65 4.16660
2462.40 4.14959
2476.27 4.14096
2490.14 4.13225
2504.01 4.12346
2517.89 4.11460
2527.13 4.10869
2536.38 4.10282
2541.01 4.09991
2545.63 4.09706
2550.25 4.09428
2554.88 4.09163
2559.50 4.08919
2561.81 4.08809
2564.13 4.08713
2566.44 4.08635
2568.75 4.08583
2571.06 4.08569
2573.37 4.08613
2574.67 4.08675
2575.97 4.08779
2577.28 4.08940
2578.58 4.09181
2579.88 4.09540
2580.53 4.09781
2581.18 4.10078
2581.83 4.10448
2582.48 4.10914
2583.13 4.11508
2583.78 4.12279
2584.28 4.13047
2584.79 4.14019
2585.30 4.15278
2585.55 4.16056
2585.80 4.16961
2586.05 4.18042
2586.31 4.19355
2586.56 4.20999
2586.81 4.23135
2586.94 4.24473
2587.07 4.26036
2587.19 4.27914
2587.32 4.30157
2587.45 4.32905
2587.57 4.36245
2587.70 4.40359
2587.82 4.45448
2587.93 4.50827
2588.04 4.57245
2588.15 4.65044
2588.26 4.74334
2588.37 4.85578
2588.42 4.91945
2588.47 4.98898
2588.53 5.06483
2588.58 5.14749
2588.64 5.23746
2588.69 5.33527
2588.75 5.44351
2588.80 5.55883
2588.85 5.68369
2588.91 5.81869
2588.96 5.96721
2589.02 6.12449
2589.07 6.29372
2589.12 6.47552
2589.18 6.67423
2589.23 6.88320
2589.29 7.10651
2589.34 7.34470
2589.40 7.59828
2589.45 7.86774
2589.50 8.15352
2589.56 8.45600
2589.61 8.78159
2589.67 9.11873
2589.72 9.47336
2589.77 9.84560
2589.83 10.2429
2589.88 10.6507
2589.94 11.0758
2589.99 11.5181
2590.05 11.9858
2590.10 12.4614
2590.21 13.4586
2590.32 14.5115
2590.42 15.6115
2590.55 16.9508
2590.68 18.3088
2590.93 21.0256
2591.10 22.7730
2591.19 23.5890
2591.27 24.3457
2591.37 25.1607
2591.47 25.8751
2591.54 26.3301
2591.62 26.7262
2591.72 27.1682
2591.81 27.4845
2591.92 27.6754
2592.00 27.7214
2592.10 27.6518
2592.21 27.4316
2592.32 27.0354
2592.43 26.4871
2592.51 25.9631
2592.60 25.3597
2592.71 24.4675
2592.82 23.4811
2592.93 22.5016
2593.03 21.4783
2593.23 19.3325
2593.40 17.4725
2593.57 15.6501
2593.66 14.7701
2593.74 13.9185
2593.83 13.1001
2593.92 12.3185
2594.02 11.4436
2594.07 11.0285
2594.12 10.6363
2594.17 10.2516
2594.22 9.88959
2594.27 9.53595
2594.32 9.20447
2594.36 8.94386
2594.40 8.69926
2594.44 8.45835
2594.48 8.22724
2594.53 8.00580
2594.57 7.79892
2594.61 7.59608
2594.65 7.40698
2594.69 7.22199
2594.73 7.04989
2594.77 6.88188
2594.81 6.72591
2594.85 6.57394
2594.89 6.43315
2594.97 6.16963
2595.05 5.93334
2595.13 5.71976
2595.21 5.53206
2595.30 5.36548
2595.38 5.21811
2595.46 5.08811
2595.54 4.97372
2595.62 4.87333
2595.70 4.78539
2595.78 4.70851
2595.86 4.64140
2595.94 4.58288
2596.02 4.53190
2596.11 4.48749
2596.19 4.44881
2596.27 4.41509
2596.35 4.38568
2596.51 4.33749
2596.67 4.30036
2596.83 4.27140
2597.00 4.24844
2597.16 4.22991
2597.32 4.21467
2597.48 4.20190
2597.64 4.19101
2597.99 4.17230
2598.33 4.15781
2598.68 4.14608
2599.02 4.13641
2599.37 4.12824
2599.71 4.12129
2600.40 4.11007
2601.09 4.10140
2601.78 4.09452
2602.47 4.08894
2603.15 4.08434
2604.25 4.07846
2605.34 4.07382
2606.44 4.07002
2607.53 4.06684
2608.62 4.06412
2609.72 4.06176
2611.91 4.05777
2614.09 4.05447
2616.28 4.05157
2618.47 4.04897
2620.66 4.04657
2624.55 4.04265
2628.44 4.03901
2632.65 4.03526
2636.86 4.03161
2641.08 4.02803
2645.29 4.02450
2653.72 4.01748
2662.14 4.01046
2670.57 4.00339
2679.00 3.99625
2695.85 3.98167
2710.11 3.96893
2724.37 3.95580
2752.90 3.92813
2781.42 3.89828
2809.94 3.86580
2838.46 3.83008
2852.72 3.81083
2866.98 3.79044
2881.24 3.76894
2895.51 3.74602
2909.77 3.72161
2924.03 3.69559
2935.05 3.67414
2946.07 3.65143
2957.09 3.62733
2968.11 3.60168
2979.13 3.57432
2990.15 3.54522
3001.17 3.51385
3012.19 3.48007
3019.32 3.45676
3026.45 3.43224
