Kr-84(n,tot) ENDFB-8.0
Energy(eV) XS(b)
523.066 28.0770
523.147 27.3117
523.227 26.5884
523.308 25.9040
523.389 25.2554
523.469 24.6400
523.550 24.0556
523.631 23.4998
523.792 22.4665
523.954 21.5264
524.115 20.6679
524.276 19.8812
524.372 19.4466
524.467 19.0326
524.658 18.2617
524.849 17.5583
525.039 16.9142
525.230 16.3222
525.421 15.7771
525.611 15.2733
525.802 14.8064
525.964 14.4372
526.125 14.0898
526.286 13.7623
526.448 13.4531
526.609 13.1608
526.771 12.8841
526.932 12.6218
527.093 12.3729
527.255 12.1365
527.416 11.9115
527.578 11.6974
527.739 11.4932
527.900 11.2984
528.062 11.1123
528.384 10.7644
528.707 10.4452
529.030 10.1515
529.353 9.88049
529.676 9.62976
529.998 9.39702
530.321 9.18054
530.644 8.97871
530.967 8.79021
531.231 8.64497
531.495 8.50722
531.759 8.37640
532.023 8.25201
532.287 8.13353
532.551 8.02055
532.815 7.91267
533.079 7.80959
533.344 7.71101
533.608 7.61665
534.136 7.43964
534.664 7.27670
535.192 7.12626
535.515 7.03987
535.838 6.95737
536.161 6.87849
536.483 6.80302
537.129 6.66142
537.775 6.53110
538.420 6.41075
539.066 6.29931
539.711 6.19580
540.357 6.09945
541.120 5.99380
541.883 5.89614
542.646 5.80558
543.409 5.72141
544.172 5.64304
544.934 5.56996
545.697 5.50141
546.460 5.43700
547.106 5.38552
547.751 5.33659
548.397 5.29004
549.043 5.24569
549.688 5.20339
550.334 5.16300
550.979 5.12440
551.625 5.08747
552.270 5.05210
552.916 5.01818
553.562 4.98565
554.207 4.95441
555.498 4.89550
556.789 4.84092
558.081 4.79019
559.372 4.74293
560.663 4.69878
561.954 4.65744
563.245 4.61865
564.536 4.58217
565.827 4.54779
567.118 4.51534
568.234 4.48874
569.349 4.46338
571.579 4.41610
573.809 4.37261
576.039 4.33260
578.269 4.29565
580.499 4.26139
582.729 4.22952
584.960 4.19980
587.542 4.16779
590.124 4.13805
592.706 4.11033
595.289 4.08444
597.871 4.06015
600.453 4.03734
603.035 4.01585
605.618 3.99554
609.843 3.96463
614.069 3.93632
618.294 3.91010
622.520 3.88574
626.745 3.86303
630.971 3.84178
635.196 3.82182
639.422 3.80302
644.586 3.78148
649.751 3.76124
654.916 3.74217
660.080 3.72419
665.245 3.70709
670.409 3.69084
680.738 3.66045
690.598 3.63374
700.457 3.60872
710.317 3.58524
720.176 3.56291
730.036 3.54160
739.895 3.52121
749.755 3.50150
759.615 3.48237
770.883 3.46118
782.151 3.44056
804.687 3.40031
827.223 3.36120
849.759 3.32255
868.539 3.29043
887.319 3.25815
906.100 3.22552
924.880 3.19239
943.660 3.15847
962.440 3.12368
981.220 3.08785
1000.00 3.05080
1024.33 3.00043
1036.49 2.97416
1048.66 2.94708
1060.82 2.91909
1072.99 2.89005
1085.15 2.85994
1097.31 2.82859
1106.92 2.80288
1116.52 2.77628
1121.32 2.76265
1126.12 2.74878
1130.92 2.73467
1135.73 2.72037
1137.97 2.71364
1140.21 2.70690
1142.45 2.70016
1144.69 2.69347
1146.93 2.68687
1149.17 2.68049
1150.29 2.67744
1151.41 2.67455
1152.53 2.67189
1153.65 2.66955
1154.37 2.66831
1155.09 2.66737
1155.81 2.66686
1156.53 2.66694
1157.25 2.66792
1157.61 2.66889
1157.97 2.67029
1158.33 2.67226
1158.69 2.67499
1159.05 2.67876
1159.41 2.68400
1159.69 2.68953
1159.97 2.69699
1160.11 2.70176
1160.25 2.70751
1160.39 2.71459
1160.53 2.72351
1160.67 2.73505
1160.81 2.75037
1160.95 2.77120
1161.02 2.78443
1161.09 2.80005
1161.16 2.81854
1161.23 2.84047
1161.30 2.86650
1161.37 2.89737
1161.44 2.93398
1161.51 2.97730
1161.58 3.02845
1161.65 3.08866
1161.72 3.15385
1161.78 3.22919
1161.85 3.31591
1161.91 3.41530
1161.98 3.52869
1162.01 3.59206
1162.04 3.65745
1162.08 3.72912
1162.11 3.80289
1162.14 3.88353
1162.17 3.96631
1162.21 4.05654
1162.24 4.14889
1162.27 4.24927
1162.30 4.35171
1162.34 4.46272
1162.37 4.57566
1162.40 4.69765
1162.43 4.82137
1162.47 4.95459
1162.50 5.08924
1162.53 5.23375
1162.56 5.37931
1162.63 5.69125
1162.69 6.02430
1162.75 6.34943
1162.81 6.69020
1162.87 7.04493
1162.93 7.41156
1163.05 8.17048
1163.17 8.94349
1163.30 9.76417
1163.37 10.1560
1163.43 10.5286
1163.52 11.0034
1163.61 11.4185
1163.67 11.6376
1163.72 11.8275
1163.77 11.9596
1163.81 12.0698
1163.87 12.1734
1163.95 12.2603
1164.00 12.2767
1164.00 12.2765
1164.01 12.2753
1164.02 12.2729
1164.04 12.2651
1164.08 12.2363
1164.16 12.1236
1164.24 11.9356
1164.32 11.6752
1164.40 11.3680
1164.47 11.0145
1164.53 10.7315
1164.58 10.4346
1164.69 9.79013
1164.81 9.05391
1164.98 7.92837
1165.04 7.56176
1165.13 7.02120
1165.22 6.51205
1165.26 6.26608
1165.30 6.02869
1165.35 5.80040
1165.39 5.58646
1165.44 5.37723
1165.48 5.17801
1165.52 4.98892
1165.57 4.81395
1165.61 4.64494
1165.65 4.48596
1165.70 4.33685
1165.74 4.20047
1165.79 4.04749
1165.84 3.90971
1165.90 3.78352
1165.95 3.66833
1166.00 3.56354
1166.05 3.46849
1166.10 3.38254
1166.15 3.30504
1166.20 3.23535
1166.25 3.17285
1166.30 3.11692
1166.35 3.06699
1166.41 3.02250
1166.46 2.98292
1166.51 2.94778
1166.56 2.91661
1166.61 2.88848
1166.66 2.86409
1166.71 2.84251
1166.76 2.82340
1166.87 2.79152
1166.97 2.76646
1167.07 2.74664
1167.17 2.73082
1167.27 2.71804
1167.38 2.70759
1167.49 2.69774
1167.61 2.68961
1167.84 2.67694
1168.08 2.66729
1168.31 2.65961
1168.54 2.65323
1168.78 2.64785
1169.01 2.64320
1169.24 2.63912
1169.71 2.63224
1170.18 2.62661
1170.64 2.62183
1171.11 2.61769
1171.57 2.61401
1172.04 2.61068
1172.51 2.60761
1173.44 2.60206
1174.37 2.59705
1175.31 2.59240
1176.24 2.58801
1177.17 2.58380
1179.04 2.57570
1180.91 2.56786
1182.77 2.56015
1184.64 2.55250
1186.51 2.54487
1189.77 2.53146
1193.04 2.51792
1196.31 2.50418
1199.57 2.49022
1204.47 2.46876
1209.37 2.44668
1214.27 2.42387
1219.17 2.40032
1224.07 2.37593
1228.97 2.35062
1233.87 2.32436
1238.77 2.29708
1243.90 2.26725
1249.03 2.23611
1254.17 2.20350
1259.30 2.16927
1264.43 2.13334
1269.57 2.09547
1274.70 2.05549
1279.83 2.01324
1284.26 1.97465
1288.70 1.93394
1293.13 1.89096
1297.56 1.84547
1302.00 1.79720
1306.43 1.74579
1310.86 1.69109
1315.30 1.63247
1317.86 1.59660
1320.43 1.55922
1323.00 1.52021
1325.56 1.47948
1328.13 1.43688
1330.69 1.39232
1333.26 1.34565
1335.83 1.29672
1338.28 1.24775
1340.73 1.19646
1343.18 1.14270
1345.63 1.08634
1348.08 1.02724
1349.30 0.996626
1350.53 0.965292
1351.75 0.933225
1352.98 0.900426
1354.20 0.866918
1355.43 0.832721
1356.71 0.796025
1357.99 0.758570
1359.28 0.720374
1360.56 0.681490
1361.84 0.641990
1363.12 0.601973
1364.41 0.561571
1365.69 0.520960
1366.80 0.485865
1367.91 0.451007
1369.02 0.416565
1370.12 0.382901
1371.23 0.350333
1372.34 0.319374
1372.90 0.304659
1373.45 0.290571
1374.00 0.277218
1374.56 0.264718
1375.14 0.252603
1375.72 0.241755
1376.31 0.232338
1376.89 0.224565
1377.47 0.218669
1378.06 0.214942
1378.35 0.213984
1378.64 0.213690
1378.93 0.214107
1379.22 0.215284
1379.54 0.217530
1379.71 0.219055
1379.87 0.220847
1380.03 0.222941
1380.19 0.225322
1380.35 0.228013
1380.51 0.231026
1380.70 0.235040
1380.89 0.239547
1381.08 0.244572
1381.27 0.250106
1381.46 0.256233
1381.64 0.262915
1381.83 0.270250
1382.02 0.278190
1382.34 0.293230
1382.67 0.310365
1382.99 0.329769
1383.31 0.351557
1383.63 0.376071
1383.95 0.403473
1384.27 0.434009
1384.59 0.467837
1384.91 0.505463
1385.07 0.525828
1385.23 0.547112
1385.39 0.569627
1385.55 0.593141
1385.71 0.617840
1385.87 0.643777
1386.03 0.671180
1386.19 0.699768
1386.35 0.729959
1386.51 0.761443
1386.68 0.794682
1386.84 0.829332
1387.00 0.865672
1387.16 0.903778
1387.32 0.943990
1387.48 0.985895
1387.64 1.03011
1387.80 1.07619
1387.96 1.12480
1388.12 1.17546
1388.28 1.22891
1388.44 1.28461
1388.60 1.34339
1388.76 1.40465
1388.92 1.46930
1389.08 1.53670
1389.24 1.60785
1389.40 1.68204
1389.56 1.75988
1389.72 1.84156
1389.88 1.92785
1390.04 2.01788
1390.20 2.11301
1390.36 2.21232
1390.53 2.31732
1390.69 2.42697
1390.85 2.54222
1391.01 2.66339
1391.17 2.79164
1391.33 2.92574
1391.49 3.06776
1391.65 3.21637
1391.81 3.37388
1391.97 3.53881
1392.13 3.71265
1392.29 3.89595
1392.45 4.09055
1392.61 4.29468
1392.77 4.51161
1392.93 4.73940
1393.09 4.98171
1393.25 5.23643
1393.41 5.50771
1393.57 5.79320
1393.73 6.09762
1393.89 6.41840
1394.05 6.76092
1394.21 7.12235
1394.38 7.50883
1394.54 7.91729
1394.70 8.35195
1394.86 8.81490
1395.05 9.40458
1395.24 10.0416
1395.43 10.7309
1395.61 11.4736
1395.80 12.2837
1395.99 13.1594
1396.18 14.1179
1396.37 15.1577
1396.53 16.1189
1396.69 17.1503
1396.85 18.2724
1397.01 19.4803
1397.18 20.7990
1397.34 22.2234
1397.50 23.7742
1397.66 25.4662
1397.82 27.3283
1397.98 29.3569
1398.14 31.6002
1398.30 34.0567
1398.38 35.3961
1398.46 36.7880
1398.54 38.2531
1398.62 39.7965
1398.70 41.4237
1398.78 43.1406
1398.86 44.9539
1398.94 46.8707
1399.02 48.9248
1399.10 51.0742
1399.18 53.3529
1399.26 55.7712
1399.34 58.3734
1399.42 61.1079
1399.50 64.0193
1399.58 67.1227
1399.66 70.4774
1399.74 74.0190
1399.82 77.8075
1399.90 81.8650
1399.98 86.2157
1400.06 90.8863
1400.14 95.9061
1400.22 101.307
1400.28 105.555
1400.34 109.967
1400.40 114.709
1400.46 119.639
1400.51 124.945
1400.57 130.464
1400.63 136.304
1400.69 142.486
1400.75 149.145
1400.81 156.081
1400.86 163.425
1400.92 171.203
1400.98 179.584
1401.04 188.312
1401.10 197.551
1401.15 207.328
1401.24 221.934
1401.32 237.514
1401.40 254.314
1401.48 272.402
1401.56 292.096
1401.64 312.970
1401.72 335.310
1401.80 359.159
1401.88 384.873
1401.96 411.835
1402.04 440.348
1402.12 470.392
1402.20 502.327
1402.28 535.294
1402.36 569.584
1402.44 605.074
1402.60 679.491
1402.76 756.529
1402.92 834.134
1403.08 909.860
1403.17 951.250
1403.27 990.616
1403.36 1027.43
1403.45 1061.18
1403.54 1091.38
1403.63 1117.59
1403.73 1139.41
1403.82 1156.36
1403.91 1168.55
1404.00 1175.56
1404.06 1177.40
1404.16 1175.36
1404.26 1167.32
1404.36 1153.32
1404.46 1133.93
1404.56 1109.18
1404.66 1080.05
1404.76 1046.50
1404.86 1009.81
1404.96 970.703
1405.05 929.863
1405.25 844.178
1405.44 756.786
1405.64 671.429
1405.74 629.199
1405.84 588.578
1405.94 549.793
1406.04 513.010
1406.14 478.334
1406.24 445.822
1406.34 415.485
1406.43 387.567
1406.53 361.449
1406.63 337.342
1406.73 315.149
1406.83 294.757
1406.93 276.051
1407.03 258.908
1407.13 243.207
1407.23 228.968
1407.31 218.591
1407.39 209.019
1407.47 200.068
1407.54 191.692
1407.62 183.850
1407.70 176.502
1407.77 169.612
1407.85 163.145
1407.93 156.993
1408.01 151.284
1408.08 145.910
1408.16 140.845
1408.24 136.068
