Tb-159(n,g) ENDFB-8.0
Energy(eV) XS(b)
441.436 5.35873
441.459 5.50248
441.482 5.68947
441.494 5.80052
441.505 5.92342
441.517 6.05850
441.528 6.20611
441.540 6.36662
441.551 6.54044
441.563 6.72797
441.574 6.92785
441.585 7.14403
441.597 7.37531
441.608 7.62217
441.620 7.88513
441.631 8.16471
441.643 8.46145
441.654 8.77588
441.666 9.10561
441.677 9.45696
441.689 9.82768
441.712 10.6259
441.735 11.5116
441.758 12.4816
441.770 13.0590
441.783 13.6605
441.796 14.2911
441.808 14.9515
441.833 16.3695
441.859 17.9071
441.884 19.5792
441.909 21.3744
441.934 23.3072
441.960 25.3610
441.983 27.3453
442.006 29.4308
442.029 31.6125
442.052 33.8743
442.075 36.2281
442.098 38.6551
442.143 43.6735
442.194 49.3588
442.244 55.0565
442.300 61.0770
442.346 65.7345
442.369 67.8971
442.391 69.9118
442.417 71.9557
442.442 73.7867
442.467 75.3785
442.492 76.7204
442.529 78.1968
442.554 78.8488
442.578 79.2285
442.600 79.3340
442.618 79.2533
442.644 78.8584
442.671 78.1431
442.692 77.3414
442.714 76.3448
442.735 75.1674
442.756 73.8146
442.787 71.5513
442.818 68.9763
442.860 65.0030
442.903 60.6366
442.945 55.9990
442.988 51.2110
443.069 42.0636
443.109 37.6524
443.150 33.4571
443.171 31.3513
443.192 29.3325
443.214 27.3866
443.235 25.5361
443.256 23.7664
443.277 22.0963
443.299 20.5187
443.320 19.0341
443.337 17.8849
443.355 16.7978
443.372 15.7723
443.389 14.8072
443.407 13.9017
443.424 13.0545
443.442 12.2642
443.459 11.5335
443.476 10.8522
443.494 10.2233
443.511 9.64511
443.528 9.11887
443.546 8.63691
443.563 8.20083
443.581 7.80907
443.598 7.46205
443.615 7.15437
443.633 6.88683
443.650 6.65820
443.668 6.46737
443.685 6.31330
443.702 6.19509
443.720 6.11192
443.737 6.06327
443.754 6.04799
443.772 6.06595
443.789 6.11674
443.807 6.19947
443.824 6.31483
443.841 6.46227
443.859 6.64165
443.876 6.85158
443.893 7.08108
443.909 7.33747
443.925 7.62203
443.942 7.93470
443.958 8.27757
443.975 8.64637
443.991 9.04294
444.007 9.46707
444.024 9.92130
444.040 10.3998
444.057 10.9046
444.073 11.4354
444.090 11.9913
444.106 12.5716
444.139 13.8015
444.160 14.6461
444.181 15.5191
444.224 17.3524
444.266 19.2687
444.309 21.2241
444.355 23.3607
444.401 25.4266
444.444 27.2068
444.486 28.8214
444.513 29.7413
444.540 30.5582
444.562 31.1253
444.583 31.6168
444.604 32.0312
444.625 32.3649
444.647 32.6149
444.665 32.7605
444.700 32.8607
444.723 32.7960
444.758 32.4978
444.791 31.9965
444.824 31.2979
444.849 30.6708
444.873 29.9516
444.906 28.8252
444.939 27.5601
444.973 26.1801
445.006 24.7097
445.073 21.5981
445.139 18.4240
445.172 16.8637
445.206 15.3475
445.239 13.8909
445.272 12.5064
445.304 11.2605
445.336 10.0954
445.352 9.54439
445.368 9.01493
445.384 8.50718
445.399 8.02419
445.415 7.55980
445.431 7.11702
445.447 6.69563
445.463 6.29531
445.479 5.91570
445.495 5.55636
445.511 5.21677
445.526 4.89835
445.548 4.49988
445.569 4.13300
445.590 3.79612
445.611 3.48760
445.632 3.20576
445.654 2.94890
445.675 2.71533
445.696 2.50436
445.717 2.31236
445.738 2.13881
445.760 1.98220
445.781 1.84110
445.802 1.71414
445.823 1.60003
445.844 1.49756
445.865 1.40603
445.882 1.34029
445.899 1.28032
445.915 1.22493
445.932 1.17439
445.949 1.12771
445.965 1.08509
445.982 1.04569
445.999 1.00968
446.032 0.945821
446.065 0.891540
446.099 0.845179
446.132 0.805356
446.165 0.770930
446.198 0.740960
446.232 0.714677
446.265 0.691454
446.298 0.670782
446.332 0.652250
446.365 0.635522
446.398 0.620374
446.465 0.593751
446.531 0.571124
446.598 0.551612
446.665 0.534605
446.731 0.519669
446.798 0.506483
446.864 0.494804
446.931 0.484456
446.997 0.475258
447.064 0.467101
447.197 0.453530
447.330 0.443099
447.463 0.435387
447.560 0.431298
447.657 0.428398
447.754 0.426620
447.851 0.425926
447.984 0.426694
448.117 0.429451
448.250 0.434241
448.384 0.441162
448.517 0.450402
448.650 0.462221
448.783 0.477003
448.916 0.495294
449.019 0.512366
449.122 0.532631
449.174 0.544243
449.225 0.557019
449.276 0.571229
449.328 0.587113
449.379 0.605140
449.431 0.625796
449.482 0.649929
449.534 0.678505
449.585 0.713090
449.611 0.733169
449.637 0.755518
449.662 0.780592
449.688 0.808601
449.714 0.840099
449.739 0.875614
449.768 0.920922
449.797 0.972975
449.826 1.03285
449.855 1.10151
449.883 1.18077
449.898 1.22477
449.912 1.27159
449.926 1.32210
449.941 1.37621
449.955 1.43414
449.970 1.49569
449.984 1.56194
449.998 1.63275
450.013 1.70835
450.027 1.78844
450.041 1.87439
450.056 1.96595
450.070 2.06337
450.085 2.16619
450.099 2.27612
450.113 2.39274
450.128 2.51631
450.142 2.64617
450.156 2.78439
450.171 2.93033
450.185 3.08424
450.200 3.24519
450.216 3.44366
450.233 3.65243
450.250 3.87429
450.266 4.10680
450.283 4.35295
450.299 4.60990
450.316 4.88082
450.333 5.16248
450.349 5.45822
450.366 5.76436
450.399 6.41421
450.433 7.10945
450.466 7.84390
450.502 8.69020
450.539 9.56830
450.611 11.3816
450.669 12.8126
450.726 14.1718
450.759 14.9004
450.793 15.5685
450.826 16.1682
450.859 16.6863
450.896 17.1471
450.902 17.2121
450.918 17.3756
450.935 17.5122
450.969 17.7090
451.000 17.7892
451.025 17.7835
451.045 17.7346
451.065 17.6473
451.085 17.5193
451.105 17.3544
451.126 17.1523
451.146 16.9168
451.172 16.5695
451.197 16.1761
451.238 15.4727
451.278 14.6871
451.341 13.3675
451.404 12.0030
451.455 10.9039
451.481 10.3794
451.507 9.88070
451.532 9.40893
451.558 8.97083
451.584 8.57085
451.610 8.21455
451.630 7.96551
451.650 7.74817
451.671 7.56229
451.691 7.41160
451.711 7.29654
451.731 7.22022
451.752 7.18396
451.772 7.19027
451.792 7.24149
451.812 7.33955
451.833 7.48802
451.853 7.68825
451.873 7.94520
451.893 8.25957
451.913 8.63589
451.934 9.07784
451.953 9.56765
451.972 10.1222
451.992 10.7475
452.011 11.4475
452.030 12.2306
452.050 13.0929
452.069 14.0424
452.088 15.0837
452.108 16.2270
452.127 17.4651
452.146 18.8079
452.166 20.2593
452.185 21.8318
452.204 23.5127
452.224 25.3133
452.243 27.2364
452.263 29.3940
452.283 31.6804
452.304 34.1195
452.324 36.6878
452.344 39.4103
452.364 42.2588
452.385 45.2437
452.405 48.3612
452.427 51.9179
452.449 55.6190
452.484 61.7503
452.519 68.1670
452.554 74.8065
452.589 81.5753
452.670 97.3774
452.710 105.037
452.751 112.322
452.795 119.660
452.836 125.658
452.876 130.809
452.916 135.025
452.938 136.845
452.959 138.354
452.980 139.506
453.000 140.370
453.008 140.638
453.035 141.188
453.061 141.253
453.082 140.967
453.103 140.395
453.124 139.549
453.144 138.437
453.173 136.513
453.201 134.158
453.242 129.981
453.283 125.066
453.325 119.551
453.366 113.573
453.381 111.298
453.421 105.184
453.460 98.9328
453.490 94.1300
453.531 87.5311
453.570 81.4430
453.600 76.7704
453.617 74.1996
453.658 68.1316
453.701 62.0320
453.744 56.2209
453.773 52.4458
453.802 48.8253
453.845 43.7975
453.867 41.4121
453.888 39.1233
453.920 35.9287
453.951 32.9246
453.982 30.0900
454.013 27.4407
454.035 25.7161
454.056 24.0726
454.078 22.5090
454.099 21.0308
454.121 19.6227
454.142 18.2901
454.164 17.0313
454.185 15.8500
454.205 14.8289
454.224 13.8692
454.244 12.9640
454.263 12.1115
454.283 11.3061
454.302 10.5541
454.322 9.84940
454.341 9.19015
454.361 8.57137
454.380 7.99741
454.400 7.46306
454.419 6.96635
454.439 6.50307
454.458 6.07600
454.478 5.68078
454.497 5.31553
454.519 4.94539
454.540 4.60708
454.562 4.29830
454.583 4.01808
454.605 3.76170
454.626 3.52852
454.648 3.31660
454.669 3.12502
454.691 2.95028
454.712 2.79175
454.734 2.64795
454.755 2.51809
454.777 2.39969
454.798 2.29223
454.820 2.19463
454.841 2.10633
454.863 2.02560
454.884 1.95208
454.906 1.88503
454.927 1.82379
454.949 1.76778
454.970 1.71647
454.992 1.66937
455.013 1.62626
455.056 1.54953
455.099 1.48412
455.142 1.42773
455.185 1.37908
455.228 1.33673
455.271 1.29995
455.314 1.26785
455.357 1.24003
455.400 1.21594
455.442 1.19536
455.485 1.17796
455.528 1.16364
455.591 1.14800
455.653 1.13839
455.716 1.13486
455.778 1.13765
455.817 1.14283
455.856 1.15087
455.895 1.16207
455.934 1.17674
455.974 1.19540
456.013 1.21859
456.052 1.24721
456.091 1.28217
456.130 1.32500
456.169 1.37724
456.188 1.40777
456.208 1.44142
456.227 1.47872
456.247 1.52010
456.266 1.56630
456.286 1.61739
456.305 1.67421
456.325 1.73744
456.345 1.80823
456.364 1.88671
456.384 1.97416
456.403 2.07163
456.425 2.19210
456.446 2.32786
456.468 2.48081
456.489 2.65304
456.500 2.74754
456.511 2.84683
456.521 2.95309
456.532 3.06469
456.543 3.18406
456.554 3.30934
456.564 3.44199
456.575 3.58238
456.586 3.73234
456.596 3.88951
456.607 4.05726
456.618 4.23293
456.629 4.42026
456.639 4.61626
456.650 4.82309
456.661 5.04124
456.672 5.27342
456.682 5.51584
456.693 5.77358
456.704 6.04240
456.715 6.32787
456.725 6.62527
456.736 6.93773
456.747 7.26581
456.762 7.77665
456.778 8.32053
456.794 8.90236
456.809 9.52390
456.825 10.1913
456.841 10.8977
456.856 11.6489
456.872 12.4465
456.887 13.2976
456.903 14.1928
456.919 15.1387
456.934 16.1364
456.950 17.1938
456.966 18.2985
456.981 19.4575
456.997 20.6714
457.018 22.4349
457.040 24.3030
457.061 26.2746
457.083 28.3380
457.104 30.5091
457.126 32.7742
457.147 35.1280
457.169 37.5519
457.206 41.9220
457.243 46.4610
457.280 51.1079
457.317 55.7918
457.356 60.6687
457.399 65.8721
457.442 70.7471
457.471 73.8231
457.500 76.6435
457.522 78.5266
457.543 80.2350
457.565 81.7548
457.586 83.0677
457.610 84.2624
457.631 85.1283
457.653 85.7622
457.688 86.2990
457.700 86.3322
457.706 86.3214
457.725 86.1600
457.745 85.8087
457.769 85.0917
457.799 83.8017
457.823 82.4837
457.846 80.9211
457.870 79.1164
457.894 77.1027
457.928 73.8205
457.962 70.1861
458.010 64.7423
458.057 58.9516
458.104 52.9979
458.152 47.0524
458.197 41.5181
458.242 36.2512
458.265 33.7358
458.287 31.3149
458.310 28.9955
458.332 26.7926
458.356 24.5914
458.380 22.5238
458.403 20.5740
458.427 18.7585
458.451 17.0609
458.474 15.4932
458.486 14.7482
458.498 14.0390
458.510 13.3587
458.521 12.7066
458.542 11.6393
458.562 10.6567
458.583 9.75011
458.603 8.91561
458.624 8.14582
458.634 7.78726
458.644 7.44431
458.654 7.11646
458.664 6.80323
458.675 6.50413
458.685 6.21866
458.695 5.94376
458.705 5.68427
458.716 5.43699
458.726 5.20146
458.736 4.97723
458.746 4.76386
458.756 4.56089
458.767 4.36791
458.777 4.18451
458.787 4.01026
458.797 3.84478
458.807 3.68768
458.818 3.53858
458.828 3.39712
458.838 3.26294
458.848 3.13572
458.860 2.99563
458.872 2.86511
458.884 2.74248
458.895 2.62729
458.907 2.51822
458.919 2.41669
458.931 2.32136
458.943 2.23186
458.955 2.14714
458.966 2.06830
458.978 1.99427
458.990 1.92475
459.002 1.85893
459.014 1.79764
459.037 1.68592
459.061 1.58678
459.085 1.49939
459.108 1.42156
459.132 1.35265
459.156 1.29095
459.179 1.23603
459.203 1.18655
459.227 1.14220
459.249 1.10375
459.272 1.06874
459.294 1.03676
459.317 1.00756
459.339 0.980577
459.362 0.955676
459.407 0.911305
459.452 0.872738
459.497 0.839016
459.543 0.809198
459.588 0.782638
459.633 0.758790
459.678 0.737372
459.723 0.717984
459.768 0.700467
459.813 0.684544
459.859 0.670124
459.949 0.645161
460.026 0.627366
460.104 0.612514
460.181 0.600339
460.258 0.590670
460.336 0.583433
460.413 0.578670
460.491 0.576581
460.568 0.577606
460.613 0.579949
460.658 0.583859
460.703 0.589691
460.749 0.597871
460.794 0.609036
460.839 0.623917
460.884 0.643595
460.929 0.669267
460.952 0.684888
460.974 0.702655
460.997 0.722829
461.019 0.745588
461.042 0.771444
461.065 0.800643
461.087 0.833551
461.110 0.870390
461.132 0.911908
461.155 0.958399
461.178 1.01033
461.200 1.06794
461.223 1.13223
461.245 1.20318
461.268 1.28193
461.290 1.36833
461.313 1.46370
461.335 1.56818
461.358 1.68229
461.381 1.80595
461.403 1.94069
461.426 2.08638
461.448 2.24337
461.471 2.41115
461.493 2.59138
461.516 2.78345
461.539 2.98733
461.561 3.20192
461.584 3.42885
461.606 3.66572
461.629 3.91412
461.651 4.17114
461.699 4.73925
461.746 5.33651
461.841 6.56497
461.896 7.26928
461.924 7.60404
461.952 7.92047
461.991 8.32401
462.030 8.67778
462.053 8.86609
462.077 9.03008
462.101 9.16963
462.124 9.28229
462.156 9.39140
462.191 9.45106
462.200 9.45682
462.231 9.44388
462.234 9.43990
462.242 9.42777
462.250 9.41283
462.265 9.37423
462.293 9.27501
462.315 9.17394
462.336 9.05335
462.364 8.86933
462.392 8.65726
462.438 8.25825
462.484 7.81318
462.550 7.12815
462.616 6.44871
462.644 6.17685
462.672 5.92184
462.700 5.68655
462.727 5.47452
462.755 5.28827
462.783 5.13186
462.811 5.00687
462.839 4.91511
462.859 4.87001
462.880 4.84356
462.908 4.83804
462.936 4.86832
462.964 4.93421
462.992 5.03431
463.020 5.16795
463.047 5.33226
463.075 5.52534
463.103 5.74439
463.125 5.92980
463.146 6.12724
463.190 6.55106
463.276 7.45809
463.332 8.03604
463.360 8.30835
463.388 8.56355
463.416 8.79821
463.444 9.00738
463.470 9.17982
463.497 9.32258
463.525 9.43868
463.553 9.51955
463.588 9.56405
463.600 9.56560
463.631 9.53480
463.634 9.52906
463.645 9.50675
463.655 9.47954
463.675 9.40960
463.698 9.30677
463.721 9.18004
463.744 9.02943
463.766 8.85759
463.804 8.53249
463.841 8.16040
463.868 7.86622
463.895 7.55641
463.949 6.90058
464.041 5.74495
464.087 5.17832
464.132 4.63556
464.156 4.36457
464.180 4.10392
464.204 3.85454
464.228 3.61717
464.252 3.39236
464.276 3.18048
464.300 2.98178
464.323 2.79631
464.347 2.62401
464.371 2.46470
464.395 2.31809
464.419 2.18380
464.443 2.06138
464.467 1.95032
464.491 1.85004
464.515 1.76033
464.537 1.68298
464.560 1.61389
464.583 1.55249
464.606 1.49847
464.629 1.45082
464.652 1.40944
464.675 1.37348
464.697 1.34277
464.720 1.31661
464.743 1.29472
464.766 1.27671
464.789 1.26226
464.812 1.25093
464.835 1.24251
464.880 1.23313
464.926 1.23225
464.972 1.23834
465.018 1.25020
465.063 1.26694
465.109 1.28786
465.155 1.31250
465.200 1.34052
465.246 1.37173
465.292 1.40609
465.338 1.44343
465.383 1.48385
465.429 1.52747
465.475 1.57452
465.520 1.62500
465.566 1.67923
465.612 1.73750
465.658 1.80027
465.703 1.86764
465.749 1.94020
465.795 2.01845
465.840 2.10297
465.886 2.19445
465.932 2.29371
465.978 2.40168
466.032 2.54234
466.086 2.69882
466.140 2.87460
466.167 2.97057
466.194 3.07275
466.221 3.18220
466.248 3.29883
466.275 3.42388
466.302 3.55831
466.329 3.70324
466.356 3.85995
466.383 4.02993
466.410 4.21488
466.433 4.38496
466.456 4.56862
466.479 4.76743
466.501 4.98215
466.524 5.21665
466.547 5.47109
466.570 5.75019
466.593 6.05431
466.616 6.38923
466.638 6.75549
466.661 7.16017
466.673 7.37671
466.684 7.60402
466.696 7.84486
466.707 8.09567
466.718 8.35915
466.730 8.63601
466.741 8.92958
466.753 9.23552
466.764 9.55711
466.776 9.89518
466.793 10.4548
466.811 11.0595
466.829 11.7131
466.846 12.4151
466.864 13.1774
466.882 14.0005
466.899 14.8888
466.917 15.8412
466.935 16.8733
466.952 17.9847
466.970 19.1807
466.988 20.4588
467.005 21.8388
467.023 23.3105
467.041 24.8959
467.058 26.5826
467.070 27.7466
467.081 28.9504
467.093 30.2054
467.104 31.5129
467.115 32.8865
467.127 34.3037
467.138 35.7773
467.150 37.3087
467.173 40.5639
467.195 44.0496
467.218 47.8037
467.241 51.7992
467.264 56.0754
467.287 60.6174
467.310 65.4253
467.333 70.4738
467.355 75.8018
467.378 81.3548
467.401 87.1703
467.424 93.1832
467.453 101.152
467.482 109.410
467.511 117.904
467.540 126.572
467.632 154.104
467.678 167.479
467.723 180.066
467.767 191.053
467.811 200.676
467.833 205.098
467.856 209.019
467.879 212.439
467.902 215.299
467.936 218.532
467.971 220.407
468.000 220.904
468.006 220.881
468.025 220.522
468.044 219.731
468.082 216.879
468.114 213.228
468.146 208.495
468.178 202.760
468.210 196.139
468.242 188.723
468.274 180.629
468.305 172.368
468.335 163.707
468.396 145.626
468.460 126.356
468.524 107.615
468.567 95.4516
468.589 89.6311
468.611 84.0328
468.633 78.6186
468.654 73.4257
468.676 68.4625
468.698 63.7561
468.714 60.4376
468.730 57.2487
468.746 54.1895
468.762 51.2774
468.778 48.4749
468.794 45.7992
468.810 43.2485
468.826 40.8355
468.842 38.5271
468.858 36.3360
468.874 34.2592
468.890 32.3052
468.906 30.4460
468.922 28.7010
468.938 27.0447
468.953 25.4938
468.969 24.0249
468.985 22.6441
469.001 21.3473
469.017 20.1380
469.033 18.9971
469.049 17.9349
469.065 16.9343
469.081 16.0042
469.097 15.1291
469.113 14.3118
469.129 13.5486
469.145 12.8407
469.161 12.1761
469.177 11.5599
469.193 10.9817
469.209 10.4459
469.223 9.98579
469.238 9.55708
469.252 9.15477
469.267 8.77720
469.281 8.42277
469.296 8.08999
469.310 7.77745
469.325 7.48380
469.340 7.20596
469.354 6.94654
469.369 6.70246
469.383 6.47269
469.412 6.05224
469.441 5.67817
469.470 5.34323
469.499 5.04440
469.528 4.77587
469.557 4.53367
469.586 4.31368
469.615 4.11449
469.644 3.93279
469.673 3.76645
469.705 3.59852
469.737 3.44542
469.769 3.30442
469.801 3.17493
469.833 3.05486
469.865 2.94388
469.897 2.84070
469.929 2.74452
469.961 2.65440
469.993 2.57031
470.057 2.41715
470.120 2.28163
470.184 2.16129
470.239 2.06758
470.295 1.98252
470.350 1.90485
470.405 1.83406
470.460 1.76922
470.515 1.70998
470.570 1.65563
470.625 1.60592
470.681 1.56030
470.736 1.51861
470.791 1.48041
470.846 1.44558
470.901 1.41379
470.956 1.38496
471.067 1.33536
471.136 1.30921
471.206 1.28685
471.276 1.26813
471.345 1.25298
471.415 1.24130
471.485 1.23309
471.554 1.22840
471.624 1.22731
471.729 1.23276
471.833 1.24740
471.885 1.25855
471.938 1.27247
471.990 1.28947
472.042 1.30980
472.094 1.33395
472.147 1.36230
472.199 1.39562
472.251 1.43462
472.303 1.48055
472.356 1.53471
472.408 1.59933
472.434 1.63628
472.460 1.67690
472.492 1.73247
472.524 1.79521
472.556 1.86687
472.588 1.94859
472.620 2.04282
472.652 2.15131
472.668 2.21203
472.684 2.27708
472.700 2.34768
472.716 2.42342
472.732 2.50577
472.748 2.59482
472.764 2.69116
472.780 2.79477
472.796 2.90764
472.811 3.02911
472.827 3.16151
472.843 3.30404
472.859 3.45940
472.875 3.62774
472.891 3.81010
472.907 4.00632
472.923 4.22005
472.939 4.44986
472.955 4.69995
472.971 4.96858
472.989 5.28911
473.006 5.63558
473.023 6.01180
473.041 6.41992
473.058 6.86215
473.076 7.34081
473.093 7.85825
473.110 8.41688
473.128 9.02277
473.145 9.67149
473.163 10.3689
473.180 11.1174
473.197 11.9196
473.215 12.7779
473.232 13.6945
473.250 14.6719
473.266 15.6261
473.282 16.6350
473.298 17.7000
473.314 18.8154
473.330 19.9961
473.346 21.2364
473.362 22.5370
473.377 23.8898
473.393 25.3120
473.409 26.7954
473.425 28.3397
473.441 29.9341
473.457 31.5979
473.473 33.3089
473.505 36.9088
473.537 40.7294
473.569 44.7239
473.601 48.8752
473.633 53.1483
473.674 58.7116
473.714 64.2950
473.761 70.5910
473.807 76.5994
473.839 80.4886
473.871 84.0905
473.896 86.6544
473.920 88.9853
473.952 91.6395
473.984 93.8361
474.016 95.5372
474.051 96.7898
474.072 97.2327
474.092 97.4368
474.100 97.4514
474.112 97.4131
474.136 97.0852
474.161 96.4255
474.189 95.2904
474.217 93.7567
474.245 91.8528
474.272 89.5989
474.300 87.0243
474.328 84.1620
474.371 79.2513
474.414 73.8777
474.470 66.4792
474.525 58.8566
474.586 50.6102
474.616 46.6062
474.647 42.7436
474.674 39.3235
474.702 36.0639
474.730 32.9660
474.758 30.0400
474.786 27.2835
474.814 24.7203
474.841 22.3414
474.855 21.2208
474.869 20.1455
474.883 19.1080
474.897 18.1223
474.911 17.1803
474.925 16.2810
474.939 15.4236
474.953 14.6071
474.967 13.8306
474.980 13.0928
474.994 12.3926
475.008 11.7290
475.022 11.1005
475.036 10.5061
475.050 9.94445
475.064 9.41429
475.078 8.91436
475.092 8.44339
475.106 7.99704
475.120 7.58044
475.133 7.18907
475.147 6.82173
475.161 6.47725
475.175 6.15446
475.189 5.85226
475.203 5.56955
475.217 5.30530
475.231 5.05847
475.245 4.82810
475.259 4.61326
475.272 4.41304
475.286 4.22659
475.300 4.05310
475.314 3.89179
475.328 3.74089
475.342 3.60186
475.356 3.47292
475.370 3.35347
475.384 3.24292
475.398 3.14073
475.412 3.04641
475.425 2.95948
475.439 2.87952
475.453 2.80611
475.467 2.73891
475.481 2.67756
475.495 2.62177
475.509 2.57125
475.537 2.48508
475.557 2.43389
475.577 2.39220
475.597 2.35931
475.618 2.33493
475.638 2.31876
475.658 2.31082
475.678 2.31096
475.698 2.31918
475.719 2.33567
475.739 2.36040
475.759 2.39363
475.779 2.43560
475.800 2.48689
475.820 2.54731
475.840 2.61746
475.860 2.69771
475.883 2.80094
475.906 2.91815
475.929 3.04994
475.951 3.19622
475.974 3.35882
475.997 3.53684
476.020 3.73229
476.042 3.94384
476.065 4.17361
476.088 4.42089
476.111 4.68571
476.133 4.96668
476.156 5.26601
476.179 5.58062
476.202 5.91265
476.224 6.25835
476.250 6.66016
476.275 7.07769
476.326 7.94954
476.376 8.85702
476.427 9.77161
476.482 10.7562
476.538 11.6734
476.573 12.2037
476.609 12.6797
476.637 13.0091
476.664 13.2946
476.686 13.4830
476.707 13.6413
476.725 13.7482
476.753 13.8739
476.788 13.9483
476.800 13.9542
476.831 13.9192
476.834 13.9119
476.843 13.8866
476.852 13.8555
476.870 13.7764
476.908 13.5403
476.945 13.2127
476.979 12.8424
477.013 12.4104
477.050 11.8738
477.087 11.2846
477.123 10.6847
477.158 10.0595
477.230 8.77651
477.291 7.69040
477.321 7.16782
477.352 6.66419
477.382 6.18308
477.413 5.72737
477.443 5.29925
477.474 4.90028
477.504 4.53019
477.535 4.19178
477.565 3.88364
477.596 3.60519
477.611 3.47641
477.626 3.35548
477.642 3.24066
477.657 3.13328
477.672 3.03171
477.687 2.93711
477.703 2.84800
477.718 2.76534
477.737 2.67135
477.755 2.58591
477.774 2.50769
477.792 2.43712
477.811 2.37302
477.830 2.31569
477.848 2.26411
477.867 2.21846
477.886 2.17788
477.904 2.14245
477.923 2.11145
477.942 2.08490
477.979 2.04331
478.016 2.01547
478.054 1.99946
478.091 1.99361
478.128 1.99655
478.165 2.00712
478.203 2.02441
478.240 2.04767
478.277 2.07637
478.315 2.11011
478.352 2.14864
478.389 2.19184
478.427 2.23970
478.464 2.29234
478.501 2.34995
478.538 2.41287
478.576 2.48156
478.613 2.55639
478.650 2.63854
478.688 2.72875
478.725 2.82821
478.762 2.93841
478.799 3.06117
478.837 3.19875
478.874 3.35392
478.911 3.52959
478.940 3.68310
478.969 3.85335
478.998 4.04351
479.027 4.25659
479.055 4.49697
479.070 4.62790
479.084 4.76697
479.099 4.91478
479.113 5.07192
479.127 5.23907
479.142 5.41693
479.156 5.60757
479.171 5.80917
479.185 6.02381
479.200 6.25236
479.214 6.49572
479.228 6.75485
479.243 7.03074
479.257 7.32443
479.272 7.63699
479.286 7.96956
479.300 8.32330
479.315 8.69940
479.329 9.09911
479.344 9.52370
479.358 9.97448
479.372 10.4528
479.385 10.9021
479.398 11.3715
479.411 11.8652
479.423 12.3843
479.436 12.9297
479.449 13.5024
479.461 14.1032
479.474 14.7333
479.487 15.3989
479.500 16.0904
479.512 16.8139
479.525 17.5703
479.538 18.3605
479.550 19.1851
479.563 20.0451
479.576 20.9412
479.596 22.4576
479.616 24.0632
479.635 25.6291
479.654 27.2706
479.672 29.0061
479.691 30.8172
479.710 32.7234
479.728 34.7035
479.747 36.7776
479.766 38.9216
479.791 41.9876
479.817 45.1795
479.842 48.4984
479.867 51.9314
479.905 57.1465
479.942 62.5157
479.979 67.9704
480.017 73.4331
480.054 78.8185
480.091 84.0362
480.128 88.9930
480.166 93.5960
480.196 97.0342
480.227 100.130
480.264 103.391
480.301 106.007
480.324 107.260
480.346 108.249
480.374 109.120
480.403 109.570
480.410 109.618
480.426 109.623
480.442 109.495
480.474 108.850
480.504 107.785
480.534 106.310
480.564 104.431
480.594 102.215
480.624 99.7072
480.654 96.9609
480.715 90.9825
480.775 84.7962
480.811 81.2534
480.847 77.9422
480.883 74.9583
480.918 72.4031
480.946 70.7876
480.973 69.5242
481.001 68.6512
481.028 68.2042
481.050 68.1724
481.072 68.4478
481.094 69.0435
481.116 69.9662
481.131 70.8052
481.146 71.8030
481.162 72.9668
481.177 74.2987
481.192 75.8000
481.207 77.4717
481.222 79.3144
481.237 81.3282
481.252 83.5276
481.267 85.8828
481.282 88.4063
481.298 91.0959
481.328 96.9630
481.358 103.457
481.391 111.225
481.424 119.636
481.457 128.613
481.490 138.068
481.520 147.081
481.550 156.290
481.611 174.990
481.669 192.548
481.726 209.004
481.757 216.935
481.787 224.206
481.817 230.742
481.847 236.447
481.881 241.714
481.914 245.736
481.936 247.635
481.957 248.975
481.979 249.759
482.000 249.973
482.007 249.917
482.031 249.295
482.054 248.011
482.077 246.065
482.100 243.488
482.136 238.331
482.172 231.818
482.206 224.287
482.241 215.750
482.285 203.601
482.330 190.356
482.365 179.408
482.399 168.159
482.469 145.420
482.538 123.209
482.573 112.606
482.608 102.462
482.638 94.1104
482.668 86.2140
482.698 78.7445
482.728 71.7675
482.758 65.2444
482.788 59.2189
482.803 56.3827
482.818 53.6626
482.833 51.0570
482.848 48.5640
482.866 45.8104
482.883 43.2017
482.901 40.7339
482.918 38.4026
482.935 36.2031
482.953 34.1306
482.970 32.1803
482.988 30.3469
483.005 28.6253
483.022 27.0104
483.040 25.4971
483.057 24.0801
483.075 22.7545
483.092 21.5152
483.109 20.3575
483.127 19.2766
483.149 18.0018
483.171 16.8405
483.193 15.7735
483.215 14.8024
483.238 13.9106
483.260 13.0990
483.282 12.3568
483.304 11.6777
483.326 11.0535
483.348 10.4843
483.370 9.96025
483.392 9.48151
483.415 9.03970
483.437 8.63511
483.459 8.26230
483.481 7.91826
483.516 7.42829
483.551 6.99354
483.585 6.60605
483.620 6.25911
483.655 5.94706
483.690 5.66513
483.725 5.40930
483.759 5.17622
483.794 4.96303
483.829 4.76735
483.864 4.58715
483.899 4.42070
483.933 4.26653
483.968 4.12340
484.003 3.99021
484.038 3.86638
484.082 3.72004
484.126 3.58556
484.171 3.46171
484.215 3.34744
484.259 3.24186
484.303 3.14418
484.348 3.05372
484.392 2.97006
484.481 2.82020
484.569 2.69140
484.658 2.58061
484.746 2.48589
484.835 2.40526
484.923 2.33743
485.012 2.28131
485.100 2.23608
485.189 2.20097
485.278 2.17561
485.366 2.15963
485.455 2.15292
485.575 2.15864
485.635 2.16803
485.695 2.18191
