Tb-159(n,g) ENDFB-8.0
Energy(eV) XS(b)
238.914 178.867
238.970 149.107
239.000 134.175
239.030 120.015
239.045 113.231
239.060 106.680
239.075 100.374
239.089 94.3617
239.110 86.5335
239.130 79.1985
239.150 72.3594
239.171 66.0427
239.191 60.1770
239.201 57.4080
239.211 54.7809
239.221 52.2414
239.231 49.8367
239.242 47.5388
239.252 45.3448
239.267 42.2919
239.281 39.4491
239.296 36.8065
239.311 34.3538
239.326 32.0806
239.341 29.9767
239.356 28.0317
239.371 26.2472
239.386 24.5893
239.401 23.0611
239.415 21.6533
239.430 20.3656
239.445 19.1722
239.460 18.0742
239.475 17.0642
239.490 16.1410
239.505 15.2856
239.520 14.4984
239.534 13.7735
239.549 13.1100
239.564 12.4941
239.579 11.9257
239.594 11.4009
239.609 10.9188
239.624 10.4695
239.639 10.0532
239.653 9.66694
239.668 9.31044
239.683 8.97649
239.698 8.66742
239.713 8.37709
239.728 8.10763
239.743 7.85382
239.757 7.61606
239.787 7.18361
239.817 6.80125
239.847 6.46271
239.877 6.15975
239.906 5.88959
239.936 5.64646
239.966 5.42879
239.996 5.23249
240.025 5.05676
240.055 4.89868
240.085 4.75796
240.115 4.63257
240.144 4.52258
240.174 4.42674
240.204 4.34549
240.231 4.28382
240.258 4.23452
240.285 4.19781
240.312 4.17483
240.339 4.16671
240.366 4.17527
240.393 4.20276
240.420 4.25222
240.442 4.31051
240.463 4.38757
240.485 4.48710
240.507 4.61174
240.528 4.76683
240.550 4.95588
240.561 5.06513
240.572 5.18524
240.582 5.31706
240.593 5.46152
240.604 5.62112
240.615 5.79400
240.626 5.98266
240.636 6.18830
240.647 6.41433
240.658 6.65796
240.669 6.92258
240.680 7.20967
240.691 7.52378
240.701 7.86081
240.712 8.22521
240.723 8.61877
240.734 9.04334
240.745 9.50083
240.755 9.99322
240.766 10.5225
240.781 11.2838
240.795 12.1123
240.809 13.0181
240.823 14.0063
240.837 15.0818
240.852 16.2498
240.866 17.5151
240.880 18.8826
240.894 20.3570
240.908 21.9426
240.923 23.6434
240.937 25.4631
240.951 27.4047
240.965 29.4709
240.979 31.6635
240.994 33.9837
241.008 36.5558
241.023 39.2680
241.038 42.1185
241.053 45.0836
241.068 48.1990
241.083 51.4170
241.098 54.7738
241.112 58.2155
241.141 65.1060
241.169 72.2408
241.198 79.5368
241.226 86.8699
241.256 94.4274
241.286 101.703
241.315 108.541
241.345 114.718
241.364 118.257
241.383 121.409
241.398 123.611
241.413 125.534
241.428 127.189
241.442 128.541
241.464 129.961
241.478 130.548
241.492 130.840
241.500 130.874
241.508 130.820
241.523 130.448
241.539 129.725
241.554 128.705
241.569 127.374
241.584 125.731
241.599 123.796
241.614 121.584
241.629 119.129
241.657 114.023
241.684 108.261
241.714 101.289
241.745 93.8471
241.786 83.2706
241.827 72.6356
241.857 64.9966
241.887 57.6538
241.902 54.1272
241.918 50.7121
241.933 47.4174
241.948 44.2714
241.966 40.6905
241.983 37.3236
242.001 34.1373
242.019 31.1692
242.037 28.3856
242.055 25.8153
242.073 23.4381
242.081 22.3201
242.090 21.2483
242.105 19.5324
242.121 17.9416
242.136 16.4707
242.151 15.1140
242.166 13.8657
242.181 12.7200
242.196 11.6707
242.211 10.7178
242.226 9.84265
242.234 9.43227
242.241 9.04605
242.249 8.67299
242.256 8.32221
242.264 7.98366
242.271 7.66558
242.279 7.35882
242.287 7.07081
242.302 6.53280
242.317 6.04672
242.332 5.61076
242.341 5.35173
242.351 5.11183
242.361 4.88730
242.370 4.67719
242.380 4.48059
242.389 4.29666
242.399 4.12456
242.409 3.96353
242.418 3.81285
242.428 3.67181
242.437 3.53978
242.447 3.41613
242.457 3.30030
242.466 3.19174
242.476 3.08995
242.485 2.99445
242.505 2.82059
242.524 2.66695
242.543 2.53075
242.562 2.40958
242.581 2.30136
242.601 2.20430
242.620 2.11689
242.639 2.03781
242.654 1.98074
242.669 1.92767
242.699 1.83192
242.730 1.74783
242.760 1.67352
242.790 1.60686
242.820 1.54684
242.850 1.49247
242.880 1.44313
242.911 1.39786
242.941 1.35636
242.971 1.31821
243.001 1.28321
243.031 1.25088
243.062 1.22114
243.122 1.16890
243.177 1.12916
243.232 1.09682
243.287 1.07241
243.314 1.06356
243.341 1.05727
243.369 1.05384
243.396 1.05375
243.424 1.05753
243.451 1.06583
243.479 1.07953
243.506 1.09951
243.533 1.12695
243.547 1.14389
243.561 1.16322
243.581 1.19722
243.602 1.23780
243.623 1.28578
243.643 1.34199
243.664 1.40736
243.684 1.48283
243.705 1.56941
243.726 1.66759
243.746 1.77935
243.767 1.90523
243.787 2.04618
243.808 2.20230
243.828 2.37590
243.849 2.56689
243.870 2.77579
243.890 3.00173
243.911 3.24699
243.931 3.51028
243.952 3.79112
243.972 4.08719
243.993 4.40022
244.014 4.72726
244.055 5.41374
244.165 7.31841
244.195 7.80969
244.225 8.26248
244.254 8.65128
244.283 8.98381
244.298 9.13319
244.313 9.26309
244.335 9.41764
244.352 9.50968
244.369 9.57242
244.385 9.60333
244.400 9.61125
244.420 9.58682
244.440 9.52326
244.443 9.51040
244.452 9.46666
244.461 9.41592
244.479 9.29264
244.497 9.13953
244.515 8.95941
244.534 8.73353
244.554 8.48164
244.572 8.22756
244.590 7.95698
244.626 7.37091
244.669 6.62928
244.711 5.86589
244.748 5.22523
244.784 4.60925
244.802 4.31239
244.820 4.02752
244.838 3.75404
244.856 3.49284
244.871 3.27690
244.887 3.07101
244.902 2.87536
244.918 2.69123
244.934 2.51625
244.949 2.35160
244.965 2.19714
244.980 2.05355
244.996 1.91874
245.011 1.79335
245.027 1.67703
245.043 1.57006
245.058 1.47067
245.074 1.37915
245.089 1.29505
245.105 1.21842
245.120 1.14781
245.136 1.08331
245.152 1.02449
245.167 0.971247
245.183 0.922501
245.198 0.878219
245.214 0.838030
245.229 0.801803
245.245 0.768743
245.261 0.738783
245.276 0.711634
245.292 0.687178
245.307 0.664852
245.323 0.644717
245.338 0.626306
245.354 0.609665
245.385 0.580490
245.416 0.556186
245.447 0.535688
245.478 0.518223
245.510 0.503131
245.541 0.490023
245.572 0.478468
245.603 0.468169
245.636 0.458417
245.669 0.449599
245.734 0.434177
245.800 0.420954
245.865 0.409411
245.931 0.399151
245.996 0.389956
246.127 0.374037
246.258 0.360691
246.390 0.349330
246.521 0.339571
246.652 0.331149
246.796 0.323203
246.940 0.316464
247.084 0.310807
247.229 0.306153
247.373 0.302460
247.517 0.299710
247.661 0.297910
247.805 0.297090
247.963 0.297385
248.120 0.299046
248.277 0.302260
248.435 0.307283
248.592 0.314469
248.671 0.319018
248.749 0.324295
248.828 0.330407
248.907 0.337450
248.985 0.345575
249.064 0.354927
249.149 0.366709
249.234 0.380490
249.320 0.396693
249.362 0.405863
249.405 0.415851
249.448 0.426775
249.490 0.438695
249.533 0.451762
249.575 0.466128
249.618 0.481973
249.661 0.499513
249.703 0.519017
249.746 0.540824
249.772 0.555622
249.798 0.571523
249.824 0.588732
249.851 0.607429
249.877 0.627916
249.903 0.650306
249.929 0.675007
249.956 0.702430
249.982 0.733214
250.008 0.767769
250.034 0.807008
250.060 0.851937
250.074 0.876915
250.087 0.903808
250.100 0.932819
250.113 0.964178
250.126 0.998137
250.139 1.03498
250.152 1.07501
250.165 1.11859
250.183 1.18533
250.201 1.26025
250.219 1.34495
250.228 1.39142
250.237 1.44089
250.246 1.49417
250.255 1.55032
250.264 1.61014
250.273 1.67388
250.282 1.74179
250.291 1.81417
250.300 1.89129
250.309 1.97347
250.319 2.06203
250.328 2.15538
250.337 2.25480
250.346 2.36067
250.355 2.47338
250.364 2.59334
250.373 2.72096
250.382 2.85668
250.391 3.00262
250.400 3.15604
250.409 3.31898
250.418 3.49195
250.427 3.67546
250.436 3.87004
250.445 4.07625
250.454 4.29464
250.465 4.59231
250.477 4.91202
250.488 5.25497
250.500 5.61913
250.511 6.01214
250.523 6.43216
250.534 6.88047
250.545 7.35402
250.557 7.86234
250.568 8.40261
250.580 8.97598
250.591 9.57812
250.603 10.2207
250.614 10.8933
250.626 11.6089
250.637 12.3555
250.655 13.6191
250.673 14.9723
250.691 16.4229
250.709 17.9710
250.727 19.6251
250.745 21.3644
250.763 23.1945
250.781 25.1102
250.808 28.0498
250.834 31.1207
250.860 34.3016
250.886 37.5541
250.922 42.0694
250.958 46.4915
250.994 50.7008
251.012 52.6691
251.030 54.5260
251.049 56.2628
251.067 57.8432
251.080 58.8922
251.098 60.1829
251.116 61.2869
251.134 62.1928
251.152 62.8906
251.168 63.3281
251.190 63.6555
251.200 63.6851
251.212 63.6317
251.227 63.4309
251.241 63.0854
251.257 62.5776
251.272 61.9205
251.287 61.1136
251.302 60.1733
251.317 59.1020
251.332 57.9159
251.360 55.4541
251.387 52.6704
251.417 49.3172
251.447 45.7383
251.486 40.9859
251.524 36.1919
251.555 32.4843
251.585 28.9019
251.615 25.4971
251.630 23.8745
251.645 22.3107
251.660 20.8089
251.675 19.3717
251.690 18.0011
251.706 16.6982
251.721 15.4637
251.736 14.2977
251.751 13.1997
251.766 12.1690
251.781 11.1981
251.796 10.2981
251.811 9.46040
251.826 8.68287
251.842 7.96308
251.857 7.29846
251.872 6.68629
251.887 6.12381
251.902 5.60817
251.917 5.13654
251.925 4.91492
251.932 4.70608
251.940 4.50412
251.947 4.31401
251.955 4.13033
251.962 3.95759
251.970 3.79084
251.977 3.63417
251.985 3.48307
251.993 3.34121
252.000 3.20450
252.008 3.07625
252.015 2.95275
252.023 2.83698
252.030 2.72556
252.038 2.62118
252.045 2.52079
252.053 2.42679
252.068 2.25185
252.083 2.09456
252.098 1.95323
252.113 1.82631
252.128 1.71236
252.144 1.61007
252.159 1.51824
252.174 1.43579
252.189 1.36171
252.204 1.29511
252.219 1.23518
252.234 1.18121
252.249 1.13254
252.264 1.08830
252.280 1.04857
252.295 1.01258
252.310 0.979921
252.325 0.950226
252.340 0.923180
252.355 0.898502
252.370 0.875942
252.400 0.836335
252.431 0.802914
252.461 0.774573
252.491 0.750464
252.521 0.729940
252.551 0.712512
252.582 0.697810
252.612 0.685560
252.642 0.675565
252.672 0.667689
252.702 0.661852
252.733 0.658022
252.777 0.656088
252.820 0.658716
252.847 0.662645
252.873 0.668541
252.899 0.676628
252.925 0.687197
252.951 0.700619
252.977 0.717359
253.003 0.737998
253.029 0.763256
253.055 0.794013
253.081 0.831347
253.095 0.852963
253.108 0.876558
253.121 0.902697
253.134 0.931203
253.147 0.962755
253.160 0.997134
253.173 1.03515
253.186 1.07653
253.199 1.12224
253.212 1.17192
253.225 1.22630
253.238 1.28576
253.253 1.36177
253.268 1.44592
253.283 1.53896
253.298 1.64169
253.313 1.75494
253.329 1.87960
253.344 2.01659
253.359 2.16685
253.374 2.33136
253.389 2.51112
253.404 2.70714
253.419 2.92045
253.434 3.15203
253.449 3.40290
253.464 3.67400
253.480 3.96625
253.490 4.17819
253.500 4.40061
253.510 4.63377
253.521 4.87787
253.531 5.13310
253.541 5.39963
253.552 5.67759
253.562 5.96708
253.583 6.58089
253.603 7.24116
253.624 7.94732
253.644 8.69805
253.659 9.27545
253.675 9.87456
253.705 11.1321
253.735 12.4565
253.765 13.8295
253.809 15.8652
253.853 17.8744
253.883 19.1935
253.913 20.4252
253.944 21.5383
253.974 22.5033
253.989 22.9217
254.004 23.2935
254.026 23.7460
254.041 23.9966
254.057 24.1905
254.074 24.3375
254.091 24.4111
254.100 24.4204
254.117 24.3810
254.134 24.2688
254.150 24.0952
254.167 23.8579
254.186 23.4971
254.205 23.0566
254.228 22.4164
254.251 21.6735
254.275 20.8363
254.298 19.9253
254.334 18.3944
254.370 16.7702
254.417 14.6031
254.464 12.4632
254.496 11.0622
254.511 10.3907
254.527 9.73999
254.543 9.11205
254.559 8.50837
254.575 7.93020
254.591 7.37845
254.603 6.98973
254.614 6.61585
254.626 6.25689
254.638 5.91577
254.649 5.58655
254.661 5.27476
254.673 4.97488
254.684 4.69180
254.696 4.42041
254.708 4.16291
254.719 3.91896
254.731 3.69011
254.743 3.47204
254.754 3.26805
254.766 3.07421
254.778 2.89338
254.787 2.75915
254.796 2.63276
254.805 2.51248
254.814 2.39809
254.823 2.28821
254.832 2.18504
254.841 2.08713
254.850 1.99425
254.859 1.90527
254.868 1.82191
254.877 1.74299
254.886 1.66830
254.895 1.59766
254.904 1.53086
254.913 1.46773
254.922 1.40810
254.931 1.35118
254.940 1.29805
254.949 1.24791
254.958 1.20060
254.976 1.11390
254.994 1.03680
255.012 0.967911
255.030 0.907045
255.048 0.852933
255.066 0.804797
255.080 0.771498
255.094 0.741012
255.107 0.713076
255.121 0.687449
255.135 0.663914
255.149 0.642271
255.176 0.604083
255.204 0.571359
255.232 0.543228
255.259 0.518860
255.287 0.497657
255.314 0.478929
255.342 0.462323
255.369 0.447492
255.397 0.434202
255.425 0.422132
255.452 0.411151
255.507 0.391924
255.558 0.376717
255.609 0.363518
255.660 0.351939
255.711 0.341712
255.762 0.332631
255.813 0.324533
255.864 0.317286
255.915 0.310782
256.016 0.299660
256.118 0.290608
256.220 0.283222
256.322 0.277200
256.407 0.273057
256.492 0.269603
256.576 0.266754
256.661 0.264448
256.831 0.261247
257.001 0.259674
257.187 0.259569
257.374 0.260988
257.561 0.263824
257.747 0.268032
257.934 0.273623
258.121 0.280646
258.307 0.289208
258.494 0.299451
258.672 0.310992
258.850 0.324491
259.029 0.340251
259.118 0.349096
259.207 0.358659
259.296 0.369006
259.385 0.380210
259.474 0.392358
259.563 0.405544
259.652 0.419882
259.741 0.435500
259.830 0.452549
259.920 0.471206
260.013 0.492711
260.106 0.516457
260.200 0.542790
260.293 0.572100
260.386 0.604889
260.480 0.641650
260.573 0.683109
260.620 0.705883
260.666 0.730117
260.747 0.776065
260.827 0.827746
260.868 0.856076
260.908 0.886268
260.948 0.918495
260.989 0.952955
261.029 0.989964
261.069 1.02959
261.110 1.07222
261.150 1.11817
261.190 1.16783
261.231 1.22165
261.271 1.28014
261.311 1.34392
261.358 1.42543
261.405 1.51645
261.451 1.61879
261.475 1.67478
261.498 1.73451
261.521 1.79868
261.545 1.86722
261.568 1.94096
261.591 2.02055
261.615 2.10716
261.638 2.20097
261.661 2.30342
261.684 2.41582
261.707 2.53411
261.729 2.66451
261.751 2.80890
261.774 2.96874
261.796 3.14806
261.818 3.34922
261.840 3.57580
261.852 3.69932
261.863 3.83072
261.874 3.97193
261.885 4.12107
261.896 4.28157
261.907 4.45132
261.918 4.63419
261.930 4.82781
261.941 5.03467
261.952 5.25576
261.963 5.49431
261.974 5.74719
261.985 6.01763
261.996 6.30686
262.007 6.61908
262.019 6.95010
262.030 7.30406
262.041 7.68246
262.052 8.10953
262.064 8.56746
262.076 9.05827
262.087 9.57940
262.099 10.1420
262.111 10.7440
262.123 11.3876
262.134 12.0692
262.146 12.8030
262.158 13.5856
262.169 14.4196
262.181 15.2998
262.193 16.2436
262.204 17.2376
262.216 18.3012
262.227 19.4188
262.238 20.4969
262.249 21.6311
262.259 22.8230
262.270 24.0743
262.280 25.3864
262.291 26.7608
262.302 28.1987
262.312 29.7012
262.332 32.7471
262.353 36.0365
262.373 39.5720
262.393 43.3342
262.413 47.3569
262.433 51.5931
262.453 56.0742
262.474 60.7407
262.497 66.3839
262.520 72.2425
262.543 78.2718
262.567 84.4197
262.613 96.8555
262.660 108.982
262.684 114.753
262.707 120.195
262.730 125.278
262.754 129.885
262.777 133.971
262.800 137.474
262.823 140.310
262.846 142.479
262.869 143.979
262.892 144.756
262.900 144.854
262.908 144.873
262.933 144.378
262.958 143.055
262.975 141.672
262.993 139.936
263.010 137.914
263.027 135.591
263.059 130.402
263.091 124.396
263.125 117.466
263.159 110.129
263.202 100.584
263.245 91.2838
263.279 84.4232
263.296 81.2125
263.313 78.1647
263.330 75.2773
263.347 72.5957
263.363 70.1109
263.380 67.8286
263.396 65.9276
263.411 64.1974
263.427 62.6365
263.442 61.2502
263.457 60.0683
263.471 59.0347
263.486 58.1343
263.500 57.3597
263.515 56.7027
263.530 56.1542
263.544 55.7045
263.559 55.3434
263.576 55.0202
263.593 54.7865
263.610 54.6227
263.626 54.5115
263.653 54.4032
263.679 54.3189
263.700 54.2269
263.734 53.9669
263.768 53.4754
263.800 52.7528
263.822 52.0668
263.841 51.3711
263.859 50.5624
263.890 48.9750
263.914 47.5171
263.939 45.8930
263.963 44.1051
263.987 42.1794
264.000 41.0874
264.044 37.2237
264.088 33.1859
264.136 28.7056
264.161 26.5112
264.185 24.3836
264.207 22.5065
264.229 20.7031
264.251 18.9829
264.273 17.3601
264.295 15.8253
264.316 14.3957
264.338 13.0602
264.349 12.4303
264.360 11.8309
264.375 11.0816
264.389 10.3739
264.403 9.70677
264.418 9.07938
264.432 8.49056
264.446 7.93906
264.460 7.42350
264.475 6.94570
264.489 6.49744
264.503 6.08063
264.518 5.69371
264.532 5.33750
264.546 5.00540
264.560 4.69844
264.575 4.41506
264.589 4.15551
264.601 3.95043
264.613 3.75923
264.625 3.58108
264.637 3.41517
264.649 3.26072
264.661 3.11699
264.674 2.98325
264.686 2.85983
264.698 2.74403
264.710 2.63631
264.722 2.53608
264.734 2.44355
264.746 2.35667
264.758 2.27575
264.770 2.20035
264.782 2.13061
264.794 2.06497
264.806 2.00368
264.831 1.89280
264.855 1.79555
264.879 1.71018
264.903 1.63426
264.927 1.56692
264.951 1.50638
264.975 1.45208
265.011 1.38179
265.046 1.32046
265.081 1.26610
265.116 1.21774
265.151 1.17414
265.186 1.13480
265.222 1.09889
265.257 1.06615
265.292 1.03604
265.327 1.00840
265.397 0.959277
265.468 0.917240
265.538 0.881159
265.582 0.861224
265.626 0.843163
265.714 0.811950
265.802 0.786635
265.889 0.766595
265.977 0.751336
266.065 0.740600
266.153 0.734211
266.241 0.732163
266.333 0.734810
266.425 0.742685
266.472 0.748749
266.518 0.756325
266.564 0.765538
266.610 0.776523
266.656 0.789475
266.702 0.804538
266.748 0.822025
266.794 0.842159
266.841 0.865406
266.887 0.892139
266.933 0.923019
266.979 0.958849
267.027 1.00299
267.052 1.02807
267.076 1.05540
267.100 1.08554
267.124 1.11863
267.148 1.15544
267.172 1.19625
267.196 1.24208
267.221 1.29341
267.245 1.35169
267.269 1.41767
267.293 1.49336
267.317 1.57989
267.329 1.62818
267.341 1.68010
267.353 1.73597
267.365 1.79563
267.383 1.89158
267.401 1.99875
267.418 2.11857
267.436 2.25187
267.453 2.40195
267.471 2.57005
267.480 2.66153
267.489 2.75835
267.497 2.86080
267.506 2.96795
267.515 3.08257
267.524 3.20381
267.532 3.33203
267.541 3.46760
267.550 3.61089
267.559 3.76230
267.568 3.92225
267.576 4.08917
267.585 4.26734
267.594 4.45533
267.603 4.65360
267.612 4.86260
267.620 5.08283
267.629 5.31475
267.638 5.55887
267.647 5.81269
267.659 6.18726
267.671 6.58810
267.683 7.01656
267.695 7.47398
267.707 7.96169
267.719 8.48102
267.731 9.03328
267.743 9.61473
267.755 10.2363
267.768 10.8944
267.780 11.5902
267.792 12.3246
267.804 13.0986
267.816 13.9130
267.828 14.7685
267.840 15.6580
267.859 17.1266
267.877 18.6961
267.896 20.3661
267.915 22.1253
267.933 23.9897
267.952 25.9459
267.971 27.9881
267.989 30.0975
268.014 32.9443
268.038 35.8732
268.062 38.8815
268.086 41.9136
268.121 46.3360
268.156 50.6337
268.185 53.9666
268.213 57.0637
268.238 59.4679
268.262 61.6237
268.282 63.1774
268.301 64.5166
268.325 65.8522
268.350 66.8328
268.367 67.3101
268.384 67.5888
268.400 67.6676
268.410 67.6347
268.429 67.3908
268.447 66.9118
268.474 65.8307
268.503 64.1950
268.529 62.2897
268.556 60.0451
268.582 57.4885
268.608 54.6883
268.639 51.1072
268.670 47.3429
268.723 40.7640
268.775 34.2674
268.801 31.1346
268.828 28.1310
268.854 25.2817
268.880 22.6162
268.893 21.3999
268.905 20.2369
268.918 19.1181
268.930 18.0440
268.943 17.0068
268.955 16.0230
268.968 15.0840
268.980 14.1895
268.993 13.3322
269.006 12.5250
269.018 11.7602
269.031 11.0366
269.043 10.3533
269.056 9.70907
269.068 9.10257
269.081 8.53250
269.094 7.96852
269.107 7.44578
269.120 6.95461
269.133 6.50074
269.146 6.07552
269.159 5.68370
269.173 5.32027
269.186 4.98358
269.199 4.66974
269.212 4.38195
269.225 4.11620
269.238 3.87105
269.251 3.64343
269.264 3.43545
269.278 3.24403
269.291 3.06795
269.304 2.90487
269.317 2.75619
269.330 2.61958
269.343 2.49409
269.356 2.37799
269.369 2.27217
269.383 2.17496
269.396 2.08562
269.409 2.00290
269.422 1.92741
269.435 1.85793
269.448 1.79395
269.461 1.73454
269.474 1.68017
269.488 1.62995
269.501 1.58353
269.514 1.54025
269.527 1.50045
269.553 1.42922
269.579 1.36734
269.606 1.31368
269.632 1.26653
269.658 1.22520
269.684 1.18861
269.711 1.15607
269.746 1.11712
269.782 1.08350
269.818 1.05433
269.854 1.02892
269.890 1.00674
269.925 0.987368
269.961 0.970465
269.997 0.955761
270.069 0.932096
270.140 0.915010
270.212 0.903545
270.283 0.897018
270.336 0.895067
270.388 0.895365
270.441 0.897801
270.493 0.902300
270.546 0.908811
270.598 0.917310
270.651 0.927793
270.703 0.940279
270.756 0.954805
270.808 0.971429
270.861 0.990232
270.913 1.01132
270.966 1.03480
271.018 1.06084
271.071 1.08961
271.123 1.12133
271.200 1.17325
271.276 1.23284
271.353 1.30124
271.391 1.33919
271.429 1.37980
271.467 1.42353
271.505 1.47054
271.543 1.52114
271.582 1.57554
271.620 1.63440
271.658 1.69807
271.696 1.76707
271.734 1.84180
271.787 1.95580
271.813 2.01833
271.839 2.08468
271.866 2.15573
271.892 2.23140
271.918 2.31278
271.944 2.39986
271.971 2.49399
271.997 2.59530
272.023 2.70554
272.049 2.82503
272.076 2.95611
272.102 3.09944
272.128 3.25753
272.154 3.43282
272.174 3.58233
272.195 3.74557
272.215 3.92441
272.235 4.12106
272.256 4.33804
272.276 4.57829
272.296 4.84518
272.316 5.14104
272.337 5.47323
272.357 5.84543
272.367 6.04934
272.377 6.26342
272.388 6.49275
272.398 6.73374
272.408 6.99209
272.418 7.26376
272.428 7.55518
272.438 7.86176
272.448 8.19077
272.459 8.53699
272.469 8.90485
272.479 9.29571
272.492 9.84359
272.505 10.4319
272.518 11.0681
272.531 11.7558
272.544 12.5047
272.558 13.3077
272.571 14.1744
272.584 15.1091
272.597 16.1243
272.610 17.2095
272.623 18.3769
272.636 19.6313
272.649 20.9885
272.663 22.4329
272.676 23.9797
272.689 25.6340
272.700 27.0822
272.710 28.5951
272.721 30.2038
272.732 31.8812
272.743 33.6610
272.753 35.5129
272.764 37.4551
272.775 39.4898
272.785 41.6393
272.796 43.8657
272.807 46.2121
272.818 48.6365
272.828 51.1853
272.839 53.8121
272.850 56.5405
272.861 59.3708
272.876 63.6793
272.892 68.1724
272.907 72.8733
272.923 77.7767
272.938 82.9088
272.954 88.1942
272.969 93.6538
272.985 99.2738
273.009 108.217
273.032 117.396
273.056 126.809
273.080 136.286
273.133 157.052
273.159 167.051
273.185 176.596
273.211 185.560
273.238 193.747
273.262 200.386
273.285 206.131
273.312 211.365
273.338 215.304
273.361 217.707
273.385 219.002
273.400 219.238
273.408 219.169
273.433 218.074
273.459 215.680
273.476 213.270
273.494 210.292
273.511 206.827
273.528 202.857
273.558 194.942
273.587 185.825
273.622 174.040
273.656 161.281
273.690 147.906
273.724 134.263
273.759 120.674
273.793 107.423
273.827 94.7500
273.845 88.6740
273.862 82.8441
273.879 77.2078
273.896 71.8124
273.913 66.6674
273.930 61.8072
273.948 57.1787
273.965 52.8372
273.982 48.7310
273.999 44.9049
274.012 42.1026
274.025 39.4686
274.039 36.9596
274.052 34.6094
274.065 32.3784
274.078 30.2956
274.092 28.3247
274.105 26.4904
274.118 24.7598
274.131 23.1538
274.145 21.6428
274.158 20.2442
274.171 18.9317
274.184 17.7197
274.198 16.5847
274.211 15.5389
274.220 14.8984
274.228 14.2886
274.237 13.7083
274.245 13.1561
274.254 12.6309
274.263 12.1316
274.280 11.2107
274.297 10.3740
274.314 9.62312
274.331 8.94149
274.348 8.33004
274.365 7.77506
274.383 7.27425
274.400 6.82207
274.417 6.41573
274.434 6.04591
274.451 5.71283
274.468 5.40886
274.486 5.13422
274.497 4.96060
274.509 4.79759
274.532 4.50025
274.556 4.23653
274.579 4.00158
274.603 3.79130
274.626 3.60223
274.649 3.43142
274.673 3.27704
274.696 3.13569
274.719 3.00629
274.743 2.88737
274.766 2.77766
274.790 2.67611
274.813 2.58180
274.836 2.49397
274.860 2.41229
274.894 2.30106
274.928 2.19994
274.963 2.10736
274.997 2.02229
275.031 1.94389
275.066 1.87144
275.100 1.80431
275.134 1.74200
275.169 1.68386
275.203 1.62984
275.237 1.57942
275.272 1.53229
275.340 1.44680
275.409 1.37153
275.462 1.31932
275.515 1.27183
275.568 1.22847
275.621 1.18882
275.674 1.15244
275.727 1.11915
275.780 1.08859
275.833 1.06052
275.886 1.03468
275.939 1.01097
276.045 0.969132
276.151 0.933800
276.257 0.904138
276.357 0.880692
276.457 0.861145
276.557 0.845074
276.656 0.832159
276.756 0.822139
276.856 0.814807
276.956 0.809999
277.056 0.807594
277.193 0.808056
277.330 0.812780
277.467 0.821769
277.605 0.835132
277.742 0.853150
277.879 0.876231
278.016 0.905048
278.154 0.940598
278.253 0.971570
278.353 1.00777
278.453 1.05059
278.503 1.07516
278.553 1.10239
278.603 1.13291
278.653 1.16761
278.703 1.20778
278.752 1.25531
278.777 1.28270
278.802 1.31291
278.827 1.34670
278.852 1.38443
278.877 1.42712
278.902 1.47527
278.927 1.53027
278.952 1.59280
278.975 1.65977
278.999 1.73591
279.022 1.82258
279.046 1.92126
279.069 2.03355
279.092 2.16122
279.104 2.23139
279.116 2.30612
279.128 2.38564
279.139 2.47021
279.151 2.56009
279.163 2.65554
279.174 2.75681
279.186 2.86417
279.198 2.97787
279.209 3.09817
279.221 3.22533
279.233 3.35958
279.245 3.50115
279.256 3.65029
279.268 3.80718
279.280 3.97205
279.291 4.14505
279.303 4.32635
279.326 4.71438
279.339 4.93577
279.351 5.16708
279.376 5.65748
279.401 6.18914
279.426 6.75664
279.451 7.36248
279.476 7.99877
279.501 8.66661
279.526 9.35562
279.588 11.1450
279.651 12.9232
279.685 13.8506
279.719 14.7054
279.741 15.2014
279.763 15.6536
279.780 15.9760
279.797 16.2639
279.815 16.5185
279.832 16.7364
279.849 16.9149
279.866 17.0545
279.883 17.1543
279.900 17.2137
279.902 17.2172
279.905 17.2237
279.909 17.2285
279.916 17.2332
279.935 17.2107
279.955 17.1370
279.983 16.9473
280.002 16.7645
280.021 16.5428
280.049 16.1506
280.076 15.6938
280.114 14.9894
280.152 14.2316
280.213 13.0129
280.243 12.4506
280.274 11.9541
280.289 11.7368
280.304 11.5448
280.319 11.3811
280.334 11.2490
280.348 11.1580
280.362 11.0991
280.376 11.0742
280.390 11.0858
280.404 11.1363
280.418 11.2283
280.432 11.3645
280.446 11.5476
280.460 11.7821
280.474 12.0675
280.488 12.4081
280.501 12.8067
280.515 13.2663
280.529 13.7897
280.543 14.3801
280.557 15.0402
280.571 15.7786
280.585 16.5878
280.599 17.4755
280.613 18.4447
280.627 19.5058
280.641 20.6465
280.655 21.8762
280.668 23.1973
280.682 24.6223
280.696 26.1325
280.710 27.7392
280.724 29.4434
280.738 31.2456
280.752 33.1463
280.766 35.1449
280.780 37.2408
280.795 39.6424
280.810 42.1559
280.825 44.7778
280.840 47.4855
280.856 50.3092
280.871 53.2249
280.886 56.2251
280.901 59.2806
280.924 64.0149
280.947 68.8613
280.970 73.7781
280.992 78.6974
281.033 87.3768
281.061 93.1305
281.088 98.6002
281.116 103.701
281.144 108.294
281.172 112.320
281.200 115.665
281.228 118.271
