Er-166(n,tot) ENDFB-8.0
7.27078 22.1002
7.28550 22.7566
7.30023 23.4620
7.31495 24.2213
7.32967 25.0404
7.34439 25.9256
7.35982 26.9321
7.37524 28.0291
7.39067 29.2277
7.40609 30.5409
7.42151 31.9836
7.43694 33.5733
7.45236 35.3308
7.46778 37.2803
7.48321 39.4510
7.49092 40.6300
7.49863 41.8778
7.50634 43.2000
7.51405 44.6027
7.52177 46.0924
7.52948 47.6765
7.53719 49.3634
7.54490 51.1623
7.55261 53.0832
7.56032 55.1373
7.56804 57.3378
7.57575 59.6991
7.58346 62.2372
7.59117 64.9703
7.60099 68.7648
7.61080 72.9599
7.62062 77.6152
7.63043 82.8021
7.63534 85.6214
7.64025 88.6066
7.64515 91.7725
7.65006 95.1329
7.65497 98.7060
7.65988 102.509
7.66478 106.563
7.66969 110.891
7.67740 118.307
7.68512 126.579
7.68897 131.077
7.69283 135.841
7.69668 140.894
7.70054 146.257
7.70440 151.957
7.70825 158.020
7.71211 164.477
7.71596 171.361
7.71982 178.708
7.72368 186.555
7.72753 194.945
7.73139 203.920
7.73507 213.084
7.73875 222.874
7.74243 233.337
7.74611 244.524
7.74979 256.494
7.75347 269.302
7.75715 283.008
7.76083 297.670
7.76451 313.361
7.76819 330.143
7.77188 348.082
7.77556 367.241
7.77924 387.697
7.78292 409.503
7.78660 432.734
7.79028 457.434
7.79413 484.956
7.79799 514.209
7.80185 545.234
7.80570 578.061
7.80956 612.703
7.81341 649.157
7.81727 687.400
7.82112 727.378
7.82410 759.435
7.82708 792.441
7.83006 826.365
7.83304 861.125
7.83602 896.671
7.83900 932.897
7.84198 969.736
7.84496 1007.06
7.84882 1055.92
7.85267 1105.15
7.85653 1154.46
7.86038 1203.50
7.86432 1253.01
7.86826 1301.53
7.87220 1348.65
7.87614 1393.97
7.88030 1439.46
7.88446 1482.02
7.88862 1521.20
7.89278 1556.58
7.89958 1605.23
7.90299 1624.85
7.90639 1641.11
7.90979 1653.89
7.91319 1663.09
7.91660 1668.62
7.92000 1670.46
7.92605 1664.56
7.93210 1647.11
7.93815 1618.58
7.94420 1579.73
7.94871 1544.60
7.95323 1504.76
7.95774 1460.73
7.96225 1413.08
7.96677 1362.40
7.97128 1309.30
7.97579 1254.36
7.98030 1198.19
7.98576 1129.40
7.99122 1060.53
7.99667 992.402
8.00213 925.745
8.00758 861.174
8.01304 799.191
8.01850 740.182
8.02395 684.429
8.02941 632.112
8.03486 583.322
8.04032 538.073
8.04578 496.314
8.05123 457.940
8.05669 422.806
8.06214 390.739
8.06760 361.543
8.07306 335.013
8.07851 310.939
8.08397 289.113
8.08942 269.332
8.09488 251.405
8.10034 235.150
8.10579 220.399
8.11125 207.000
8.11571 196.940
8.12018 187.619
8.12464 178.973
8.12910 170.942
8.13357 163.474
8.13803 156.518
8.14250 150.032
8.14696 143.974
8.15142 138.309
8.15589 133.004
8.16035 128.028
8.16482 123.356
8.16928 118.963
8.17374 114.827
8.17821 110.928
8.18267 107.248
8.18813 103.024
8.19358 99.0759
8.19904 95.3794
8.20450 91.9133
8.20995 88.6585
8.21541 85.5977
8.22086 82.7154
8.22632 79.9978
8.23178 77.4323
8.23723 75.0074
8.24814 70.5395
8.25906 66.5223
8.26997 62.8963
8.28187 59.3277
8.29377 56.1107
8.30568 53.2000
8.31758 50.5572
8.32949 48.1499
8.34139 45.9505
8.35329 43.9354
8.36520 42.0843
8.37611 40.5162
8.38702 39.0590
8.39793 37.7025
8.40885 36.4374
8.41976 35.2555
8.43067 34.1496
8.44158 33.1133
8.45249 32.1408
8.46341 31.2268
8.47432 30.3668
8.48523 29.5566
8.49614 28.7923
8.50705 28.0704
8.51797 27.3880
8.53979 26.1301
8.56161 24.9986
8.58344 23.9769
8.60526 23.0512
8.62708 22.2096
8.64891 21.4421
8.67073 20.7401
8.69256 20.0963
8.71438 19.5045
8.73124 19.0792
8.74811 18.6795
8.76497 18.3032
8.78184 17.9485
8.79870 17.6138
8.81556 17.2975
8.83243 16.9982
8.84929 16.7146
8.88302 16.1904
8.91675 15.7172
8.95047 15.2886
8.98420 14.8990
9.00602 14.6656
9.02785 14.4454
9.04967 14.2375
9.07150 14.0409
9.09332 13.8548
9.11514 13.6786
9.15879 13.3526
9.20244 13.0581
9.24609 12.7911
9.28974 12.5482
9.33338 12.3265
9.36314 12.1861
9.39290 12.0538
9.42266 11.9288
9.45242 11.8107
9.48218 11.6989
9.51194 11.5931
9.57146 11.3975
9.63098 11.2206
9.69050 11.0597
9.75002 10.9130
9.80954 10.7790
9.85715 10.6798
9.90477 10.5871
9.95239 10.5002
10.0000 10.4188
10.0537 10.3327
10.1074 10.2522
10.1611 10.1768
10.2149 10.1060
10.2686 10.0394
10.3223 9.97668
10.3760 9.91752
10.4297 9.86161
10.4834 9.80868
10.5371 9.75852
10.6445 9.66563
10.7520 9.58147
10.8594 9.50482
10.9326 9.45634
11.0059 9.41062
11.0791 9.36741
11.1524 9.32649
11.2988 9.25079
11.4453 9.18252
11.5918 9.12002
11.7383 9.06263
11.8848 9.00973
12.0313 8.96073
12.1484 8.92400
12.2656 8.88923
12.3828 8.85622
12.5000 8.82482
12.6563 8.78520
12.8125 8.74788
12.9688 8.71259
13.1250 8.67911
13.2813 8.64727
13.4375 8.61699
13.7500 8.56015
14.0625 8.50755
14.3750 8.45859
14.6875 8.41268
15.0000 8.36936
15.3125 8.32826
15.6250 8.28908
15.9375 8.25157
16.2500 8.21552
16.5625 8.18075
16.8750 8.14712
17.1875 8.11449
17.5000 8.08277
17.9688 8.03669
18.4375 7.99210
18.9063 7.94888
19.3750 7.90676
19.6875 7.87925
20.0000 7.85214
20.4508 7.81370
20.9015 7.77593
21.3522 7.73881
21.8030 7.70231
22.2537 7.66642
22.4791 7.64874
22.7045 7.63123
22.9298 7.61392
23.1552 7.59684
23.3806 7.58001
23.6059 7.56346
23.8518 7.54580
24.0977 7.52857
24.3435 7.51198
24.5894 7.49611
24.8352 7.48114
25.0811 7.46729
25.2040 7.46088
25.3270 7.45487
25.4499 7.44931
25.5728 7.44426
25.7470 7.43812
25.9211 7.43337
26.0953 7.43032
26.2694 7.42930
26.4436 7.43076
26.5307 7.43255
26.6177 7.43515
26.7048 7.43873
26.7919 7.44337
26.8790 7.44919
26.9660 7.45631
27.0787 7.46771
27.1914 7.48196
27.3041 7.49952
27.4168 7.52096
27.5295 7.54699
27.6421 7.57842
27.6985 7.59648
27.7548 7.61629
27.8112 7.63803
27.8675 7.66187
27.9546 7.70335
28.0417 7.75124
28.1287 7.80661
28.2158 7.87067
28.3029 7.94491
28.3464 7.98640
28.3900 8.03117
28.4335 8.07957
28.4770 8.13195
28.5206 8.18868
28.5641 8.25017
28.6205 8.33761
28.6768 8.43496
28.7331 8.54360
28.7895 8.66514
28.8458 8.80150
28.9022 8.95489
28.9585 9.12799
29.0149 9.32403
29.0686 9.53616
29.0955 9.65262
29.1224 9.77677
29.1493 9.90928
29.1762 10.0508
29.2031 10.2023
29.2300 10.3644
29.2569 10.5383
29.2838 10.7249
29.3107 10.9255
29.3376 11.1415
29.3644 11.3743
29.3913 11.6257
29.4182 11.8976
29.4451 12.1924
29.4733 12.5286
29.5015 12.8958
29.5296 13.2980
29.5578 13.7396
29.5860 14.2259
29.6141 14.7627
29.6423 15.3571
29.6705 16.0175
29.6987 16.7541
29.7268 17.5781
29.7409 18.0275
29.7550 18.5041
29.7691 19.0107
29.7832 19.5493
29.7973 20.1232
29.8113 20.7349
29.8254 21.3885
29.8395 22.0870
29.8536 22.8357
29.8677 23.6383
29.8818 24.5015
29.8959 25.4301
29.9151 26.8166
29.9343 28.3600
29.9535 30.0857
29.9631 31.0267
29.9727 32.0243
29.9823 33.0855
29.9919 34.2136
30.0015 35.4173
30.0111 36.7008
30.0207 38.0749
30.0303 39.5455
30.0399 41.1241
30.0495 42.8221
30.0636 45.5589
30.0707 47.0487
30.0777 48.6294
30.0847 50.3116
30.0918 52.0996
30.0988 54.0056
30.1059 56.0411
30.1129 58.2218
30.1200 60.5558
30.1270 63.0620
30.1340 65.7583
30.1411 68.6647
30.1481 71.8038
30.1552 75.2009
30.1622 78.8842
30.1683 82.3257
30.1744 86.0214
30.1805 90.0083
30.1865 94.3006
30.1926 98.9420
30.1987 103.950
30.2048 109.367
30.2078 112.240
30.2109 115.230
30.2139 118.353
30.2170 121.593
30.2200 124.966
30.2230 128.479
30.2261 132.136
30.2291 135.944
30.2322 139.910
30.2352 144.040
30.2382 148.356
30.2413 152.836
30.2443 157.502
30.2474 162.360
30.2504 167.418
30.2534 172.685
30.2565 178.168
30.2595 183.874
30.2619 188.562
30.2643 193.380
30.2667 198.351
30.2691 203.479
30.2715 208.768
30.2739 214.223
30.2763 219.847
30.2787 225.645
30.2811 231.646
30.2835 237.805
30.2883 250.687
30.2931 264.350
30.2979 278.825
30.3005 286.889
30.3031 295.198
30.3056 303.756
30.3082 312.569
30.3117 325.147
30.3152 338.189
30.3188 351.742
30.3223 365.814
30.3258 380.413
30.3293 395.549
30.3328 411.226
30.3364 427.451
30.3399 444.275
30.3434 461.607
30.3469 479.495
30.3504 497.939
30.3540 516.936
30.3575 536.484
30.3610 556.576
30.3645 577.207
30.3681 598.426
30.3716 620.104
30.3786 664.956
30.3857 711.687
30.3927 760.128
30.3997 810.144
30.4068 861.348
30.4138 913.527
30.4209 966.364
30.4279 1019.58
30.4350 1072.65
30.4490 1176.91
30.4631 1275.80
30.4702 1322.04
30.4772 1365.56
30.4835 1402.00
30.4899 1435.54
30.4962 1465.99
30.5025 1492.98
30.5111 1523.84
30.5197 1547.43
30.5283 1563.43
30.5369 1571.52
30.5400 1572.48
30.5463 1571.21
30.5525 1565.70
30.5619 1549.58
30.5713 1524.40
30.5807 1490.69
30.5901 1449.12
30.5965 1416.66
30.6029 1381.26
30.6093 1343.20
30.6157 1302.81
30.6233 1252.52
30.6308 1200.00
30.6460 1090.43
30.6588 995.564
30.6716 901.268
30.6844 809.579
30.6971 722.227
30.7035 680.530
30.7099 640.346
30.7163 601.771
30.7227 564.937
30.7291 529.779
30.7355 496.390
30.7419 464.780
30.7483 434.993
30.7565 399.541
30.7646 366.908
30.7687 351.565
30.7728 336.915
30.7768 322.904
30.7809 309.516
30.7850 296.702
30.7891 284.507
30.7931 272.880
30.7972 261.801
30.8013 251.251
30.8053 241.210
30.8094 231.659
30.8135 222.577
30.8199 209.198
30.8263 196.857
30.8327 185.480
30.8391 174.995
30.8455 165.337
30.8519 156.438
30.8583 148.240
30.8647 140.694
30.8711 133.725
30.8775 127.295
30.8839 121.356
30.8903 115.866
30.8967 110.785
30.9031 106.078
30.9095 101.711
30.9159 97.6605
30.9223 93.8858
30.9287 90.3686
30.9351 87.0864
30.9415 84.0188
30.9479 81.1470
30.9543 78.4545
30.9607 75.9261
30.9670 73.5518
30.9734 71.3117
30.9798 69.1987
30.9926 65.3172
31.0054 61.8320
31.0182 58.6917
31.0299 56.0914
31.0415 53.7081
31.0531 51.5129
31.0648 49.4882
31.0764 47.6125
31.0880 45.8734
31.0997 44.2557
31.1113 42.7476
31.1229 41.3377
31.1346 40.0193
31.1462 38.7832
31.1578 37.6223
31.1695 36.5294
31.1811 35.5008
31.1927 34.5304
31.2044 33.6138
31.2172 32.6623
31.2300 31.7660
31.2428 30.9207
31.2555 30.1229
31.2683 29.3680
31.2811 28.6538
31.3067 27.3340
31.3323 26.1428
31.3579 25.0644
31.3835 24.0840
31.4091 23.1899
31.4254 22.6609
31.4417 22.1604
31.4580 21.6863
31.4742 21.2370
31.5068 20.4048
31.5394 19.6521
31.5720 18.9683
31.6045 18.3454
31.6371 17.7758
31.6697 17.2535
31.6953 16.8726
31.7209 16.5154
31.7465 16.1800
31.7721 15.8644
31.7977 15.5671
31.8232 15.2867
31.8488 15.0219
31.8744 14.7715
31.9000 14.5343
31.9256 14.3096
31.9512 14.0964
31.9768 13.8939
32.0280 13.5180
32.0792 13.1769
32.1304 12.8662
32.1815 12.5822
32.2327 12.3219
32.2839 12.0826
32.3351 11.8620
32.3863 11.6580
32.4375 11.4692
32.4887 11.2938
32.5375 11.1378
32.5864 10.9918
32.6352 10.8549
32.6841 10.7263
32.7330 10.6052
32.7818 10.4912
32.8307 10.3836
32.8795 10.2819
32.9284 10.1858
32.9773 10.0947
33.0261 10.0083
33.0750 9.92621
33.1238 9.84820
33.1727 9.77395
33.2704 9.63573
33.3728 9.50398
33.4752 9.38391
33.5775 9.27404
33.6799 9.17314
33.7823 9.08015
33.8847 8.99419
33.9870 8.91447
34.0894 8.84034
34.1778 8.78039
34.2662 8.72393
34.3546 8.67063
34.4430 8.62012
34.5315 8.57213
34.6199 8.52653
34.7083 8.48315
34.7967 8.44183
34.9735 8.36475
35.1503 8.29424
35.3272 8.22940
35.5040 8.16952
35.7087 8.10555
35.9135 8.04659
36.1182 7.99196
36.3230 7.94111
36.5277 7.89357
36.7325 7.84895
36.9372 7.80690
37.1420 7.76724
37.3281 7.73297
37.5142 7.70006
37.7004 7.66852
37.8865 7.63824
38.0726 7.60905
38.2587 7.58090
38.6310 7.52728
39.0033 7.47677
39.3755 7.42884
39.7478 7.38306
40.1201 7.33909
40.5296 7.29247
40.9390 7.24735
41.3485 7.20346
41.7580 7.16060
41.9628 7.13950
42.1675 7.11859
42.3723 7.09787
42.5770 7.07732
42.7818 7.05693
42.9865 7.03671
43.1912 7.01665
43.3960 6.99678
43.6193 6.97531
43.8427 6.95410
44.0661 6.93322
44.2894 6.91273
44.5128 6.89274
44.7361 6.87337
44.9595 6.85480
45.0712 6.84590
45.1829 6.83730
45.3597 6.82440
45.5365 6.81260
45.7133 6.80215
45.8017 6.79755
45.8902 6.79344
45.9786 6.78986
46.0670 6.78691
46.1554 6.78464
46.2438 6.78315
46.3322 6.78253
46.4206 6.78291
46.5090 6.78447
46.5975 6.78737
46.6998 6.79267
46.8022 6.80037
46.9046 6.81092
47.0069 6.82484
47.1093 6.84277
47.2117 6.86553
47.2629 6.87901
47.3141 6.89408
47.3653 6.91092
47.4164 6.92969
47.4955 6.96300
47.5747 7.00234
47.6538 7.04877
47.7329 7.10358
47.7724 7.13463
47.8120 7.16839
47.8515 7.20515
47.8911 7.24522
47.9306 7.28894
47.9702 7.33669
48.0097 7.38891
48.0493 7.44606
48.1005 7.52829
48.1517 7.62106
48.2028 7.72607
48.2540 7.84521
48.3052 7.98089
48.3308 8.05578
48.3564 8.13592
48.3820 8.22179
48.4076 8.31384
48.4332 8.41267
48.4588 8.51888
48.5006 8.71054
48.5425 8.92748
48.5635 9.04675
48.5844 9.17403
48.6053 9.31003
48.6263 9.45551
48.6472 9.61133
48.6682 9.77846
48.6891 9.95797
48.7100 10.1511
48.7310 10.3592
48.7519 10.5837
48.7729 10.8265
48.7938 11.0895
48.8194 11.4418
48.8450 11.8323
48.8706 12.2671
48.8962 12.7525
48.9218 13.2973
48.9346 13.5948
48.9474 13.9109
48.9602 14.2475
48.9730 14.6059
48.9858 14.9887
48.9986 15.3977
49.0114 15.8359
49.0242 16.3061
49.0370 16.8115
49.0497 17.3556
49.0625 17.9435
49.0753 18.5794
49.0881 19.2702
49.1009 20.0218
49.1137 20.8434
49.1265 21.7441
49.1393 22.7355
49.1521 23.8301
49.1649 25.0461
49.1777 26.4011
49.1905 27.9207
49.2033 29.6307
49.2097 30.5686
49.2161 31.5677
49.2225 32.6331
49.2289 33.7707
49.2353 34.9867
49.2417 36.2880
49.2481 37.6821
49.2545 39.1746
49.2609 40.7789
49.2673 42.5022
49.2737 44.3549
49.2801 46.3479
49.2865 48.4931
49.2929 50.8033
49.2993 53.2920
49.3057 55.9693
49.3121 58.8592
49.3185 61.9737
49.3249 65.3302
49.3313 68.9469
49.3377 72.8425
49.3441 77.0371
49.3505 81.5510
49.3569 86.3976
49.3633 91.6139
49.3697 97.2149
49.3761 103.223
49.3825 109.651
49.3889 116.541
49.3953 123.906
49.4017 131.769
49.4080 140.137
49.4127 146.577
49.4174 153.296
49.4220 160.330
49.4267 167.655
49.4313 175.309
49.4360 183.264
49.4406 191.541
49.4453 200.145
49.4499 209.098
49.4546 218.364
49.4592 227.964
49.4639 237.898
49.4685 248.187
49.4732 258.786
49.4778 269.714
49.4825 280.965
49.4883 295.495
49.4941 310.510
49.5000 325.992
49.5058 341.891
49.5122 359.888
49.5186 378.353
49.5250 397.244
49.5314 416.508
49.5378 436.090
49.5442 455.898
49.5569 496.042
49.5697 536.380
49.5825 576.223
49.5953 614.859
49.6081 651.521
49.6209 685.519
49.6337 716.073
49.6450 739.621
49.6563 759.552
49.6633 770.023
49.6703 778.859
49.6774 786.012
49.6844 791.431
49.6922 795.371
49.7000 797.088
49.7125 795.186
49.7219 790.032
49.7313 781.770
49.7406 770.499
49.7500 756.395
49.7608 736.954
49.7715 714.372
49.7822 688.979
49.7930 661.229
49.8037 631.524
49.8145 600.302
49.8252 567.997
49.8359 535.033
49.8574 468.692
49.8789 404.212
49.8872 380.262
49.8955 357.063
49.9038 334.672
49.9121 313.163
49.9204 292.592
49.9287 273.000
49.9370 254.417
49.9453 236.858
49.9522 223.162
49.9590 210.180
49.9658 197.867
49.9727 186.248
49.9795 175.275
49.9863 164.962
49.9932 155.259
50.0000 146.172
50.0050 139.840
50.0101 133.812
50.0151 128.080
50.0202 122.642
50.0252 117.468
50.0302 112.557
50.0353 107.899
50.0403 103.492
50.0453 99.3072
50.0504 95.3439
50.0554 91.5916
50.0605 88.0473
50.0655 84.6869
50.0705 81.5081
50.0756 78.5017
50.0806 75.6641
50.0854 73.0947
50.0902 70.6590
50.0950 68.3497
50.0998 66.1647
50.1046 64.0883
50.1095 62.1190
50.1191 58.4817
50.1287 55.2013
50.1383 52.2445
50.1479 49.5692
50.1575 47.1489
50.1671 44.9498
50.1768 42.9511
50.1864 41.1260
50.1960 39.4586
50.2056 37.9280
50.2152 36.5219
50.2248 35.2240
50.2344 34.0253
50.2445 32.8618
50.2546 31.7853
50.2647 30.7845
50.2747 29.8536
50.2848 28.9839
50.2949 28.1711
50.3050 27.4091
50.3150 26.6933
50.3251 26.0190
50.3352 25.3839
50.3453 24.7835
50.3553 24.2162
50.3755 23.1688
50.3956 22.2245
50.4112 21.5559
50.4268 20.9348
50.4423 20.3565
50.4579 19.8171
50.4735 19.3124
50.4890 18.8396
50.5046 18.3959
50.5202 17.9791
50.5357 17.5863
50.5513 17.2161
50.5669 16.8664
50.5824 16.5361
50.6136 15.9266
50.6447 15.3781
50.6649 15.0515
50.6850 14.7450
50.7052 14.4570
50.7253 14.1860
50.7454 13.9305
50.7656 13.6894
50.7857 13.4615
50.8059 13.2460
50.8462 12.8480
50.8865 12.4895
50.9268 12.1652
50.9670 11.8708
