Kr-84(n,g) ENDFB-8.0
Energy(eV) XS(b)
10527.4 0.00947216
10528.9 0.00953696
10530.4 0.00960242
10532.0 0.00966857
10533.5 0.00973541
10535.1 0.00980295
10536.6 0.00987120
10538.1 0.00994019
10539.7 0.0100095
10542.7 0.0101512
10545.8 0.0102955
10548.9 0.0104433
10552.0 0.0105938
10556.8 0.0108378
10559.2 0.0109630
10561.6 0.0110899
10564.1 0.0112195
10566.5 0.0113514
10568.9 0.0114857
10571.3 0.0116218
10573.7 0.0117609
10576.1 0.0119025
10578.6 0.0120468
10581.0 0.0121930
10583.4 0.0123426
10585.8 0.0124943
10588.2 0.0126495
10590.6 0.0128069
10593.1 0.0129680
10595.5 0.0131321
10597.9 0.0132994
10600.3 0.0134691
10602.7 0.0136429
10605.1 0.0138201
10607.6 0.0140007
10610.0 0.0141841
10612.4 0.0143720
10614.8 0.0145635
10617.2 0.0147590
10619.6 0.0149576
10622.1 0.0151610
10624.5 0.0153686
10626.9 0.0155805
10629.3 0.0157959
10631.7 0.0160167
10634.2 0.0162422
10636.6 0.0164724
10639.0 0.0167066
10641.4 0.0169468
10643.8 0.0171911
10646.2 0.0174418
10648.6 0.0176970
10651.1 0.0179588
10653.5 0.0182265
10655.9 0.0185001
10658.3 0.0187788
10660.7 0.0190649
10663.1 0.0193564
10665.6 0.0196559
10668.0 0.0199610
10670.4 0.0202745
10672.8 0.0205954
10677.6 0.0212589
10682.5 0.0219561
10687.3 0.0226864
10692.2 0.0234549
10697.0 0.0242610
10701.8 0.0251106
10706.7 0.0260031
10711.5 0.0269454
10716.3 0.0279370
10721.2 0.0289856
10726.0 0.0300910
10730.8 0.0312621
10735.7 0.0324989
10740.5 0.0338090
10745.3 0.0351982
10750.2 0.0366757
10755.0 0.0382425
10759.8 0.0399127
10764.7 0.0416876
10769.5 0.0435839
10774.3 0.0456039
10779.2 0.0477626
10784.0 0.0500724
10788.8 0.0525523
10793.7 0.0552073
10798.5 0.0580653
10800.9 0.0595743
10803.3 0.0611334
10805.8 0.0627582
10808.2 0.0644453
10810.6 0.0661975
10813.0 0.0680104
10815.4 0.0699024
10817.8 0.0718614
10820.3 0.0739072
10822.7 0.0760269
10825.1 0.0782423
10827.5 0.0805489
10829.9 0.0829516
10832.3 0.0854446
10834.8 0.0880537
10837.2 0.0907741
10839.6 0.0936117
10842.0 0.0965598
10844.4 0.0996493
10846.8 0.102875
10849.3 0.106244
10851.7 0.109748
10854.1 0.113424
10856.5 0.117266
10858.9 0.121283
10861.3 0.125465
10863.8 0.129856
10866.2 0.134449
10868.6 0.139253
10871.0 0.144257
10873.4 0.149513
10875.8 0.154986
10878.3 0.160734
10880.7 0.166719
10883.1 0.173000
10885.5 0.179563
10887.9 0.186418
10890.3 0.193542
10892.8 0.201004
10895.2 0.208747
10897.6 0.216843
10900.0 0.225228
10903.0 0.235963
10905.9 0.247131
10908.9 0.258797
10911.8 0.270858
10914.8 0.283360
10917.7 0.296169
10920.7 0.309257
10923.6 0.322533
10929.5 0.349301
10935.4 0.375341
10941.4 0.399302
10944.3 0.409984
10947.3 0.419542
10951.2 0.430214
10955.1 0.438106
10959.1 0.442885
10963.0 0.444340
10966.9 0.442409
10970.9 0.437171
10974.1 0.430636
10977.3 0.422250
10980.5 0.412232
10983.7 0.400833
10986.9 0.388312
10990.1 0.374929
10993.3 0.360931
10996.5 0.346548
11002.9 0.317530
11009.3 0.289059
11015.7 0.261982
11018.9 0.249205
11022.1 0.237007
11026.4 0.221508
11030.7 0.206986
11034.9 0.193417
11039.2 0.180874
11043.5 0.169268
11047.8 0.158538
11052.1 0.148628
11056.4 0.139480
11059.7 0.132965
11063.0 0.126848
11069.5 0.115697
11076.1 0.105772
11082.6 0.0969604
11089.2 0.0891213
11095.8 0.0821312
11102.3 0.0758823
11108.9 0.0702908
11116.5 0.0645094
11124.1 0.0593913
11131.7 0.0548336
11139.2 0.0507731
11146.8 0.0471342
11154.4 0.0438728
11162.0 0.0409341
11169.6 0.0382860
11177.2 0.0358886
11184.8 0.0337164
11192.4 0.0317450
11200.0 0.0299558
11207.6 0.0283258
11215.2 0.0268444
11222.8 0.0254948
11230.4 0.0242699
11238.0 0.0231582
11245.6 0.0221561
11260.8 0.0204607
11276.0 0.0191825
11291.1 0.0183856
11302.2 0.0182107
11309.8 0.0183692
11317.4 0.0188755
11325.0 0.0199075
11332.6 0.0217902
11336.4 0.0232512
11340.2 0.0252422
11344.0 0.0279999
11347.8 0.0319154
11351.4 0.0373614
11353.2 0.0410142
11355.0 0.0455560
11356.8 0.0513288
11358.7 0.0587226
11360.5 0.0684652
11362.3 0.0817029
11363.0 0.0880432
11363.9 0.0978737
11364.8 0.109837
11365.7 0.124648
11366.6 0.143173
11367.5 0.167640
11368.0 0.182810
11368.4 0.200827
11368.9 0.223181
11369.3 0.250327
11369.8 0.284772
11370.2 0.329539
11370.5 0.359077
11370.7 0.393624
11370.9 0.434211
11371.2 0.479909
11371.4 0.536085
11371.6 0.602592
11371.9 0.681378
11372.1 0.770462
11372.4 0.880022
11372.6 1.00931
11372.8 1.16141
11373.1 1.33169
11373.3 1.53840
11373.5 1.76772
11373.7 1.90064
11373.8 2.04327
11374.0 2.34555
11374.1 2.51920
11374.2 2.70436
11374.4 2.90143
11374.5 3.11079
11374.6 3.33279
11374.7 3.56774
11374.8 3.81590
11375.0 4.05516
11375.1 4.32917
11375.2 4.61681
11375.3 4.91813
11375.4 5.23305
11375.6 5.56144
11375.7 5.90307
11375.9 6.59363
11376.1 7.10031
11376.2 7.59344
11376.5 8.62598
11376.8 9.70726
11377.1 10.8182
11377.5 12.4161
11378.0 13.9504
11378.2 14.7479
11378.5 15.4846
11378.7 16.1461
11378.9 16.6972
11379.1 17.0650
11379.3 17.3568
11379.5 17.6151
11379.6 17.7907
11379.8 17.8968
11380.0 17.9321
11380.2 17.8879
11380.4 17.7650
11380.5 17.6135
11380.7 17.4153
11380.8 17.1720
11381.0 16.8857
11381.2 16.4652
11381.4 15.9851
11381.7 15.1821
11381.9 14.2851
11382.2 13.2101
11382.5 12.1171
11383.1 9.99788
11383.4 8.97860
11383.7 7.99669
11383.9 7.26028
11384.1 6.56046
11384.3 5.90119
11384.5 5.31231
11384.7 5.02016
11384.8 4.73941
11384.9 4.47012
11385.0 4.21231
11385.1 3.96593
11385.2 3.73090
11385.4 3.31319
11385.6 3.02155
11385.7 2.76831
11385.9 2.51890
11386.0 2.30365
11386.2 2.09289
11386.3 1.91202
11386.5 1.73586
11386.7 1.58546
11386.8 1.43968
11387.0 1.31578
11387.1 1.19620
11387.3 1.09496
11387.4 0.997595
11387.6 0.915424
11387.9 0.774475
11388.2 0.656738
11388.5 0.562094
11388.8 0.486010
11389.1 0.426491
11389.4 0.376550
11389.7 0.335884
11390.0 0.302491
11390.3 0.275618
11391.0 0.232487
11391.6 0.201244
11392.2 0.176844
11392.8 0.157734
11393.4 0.143012
11393.9 0.130765
11395.1 0.110942
11396.2 0.0957782
11397.3 0.0838538
11398.5 0.0742786
11399.6 0.0664593
11400.7 0.0599825
11401.8 0.0545947
11404.1 0.0460297
11406.4 0.0396405
11408.6 0.0347352
11410.9 0.0308981
11413.1 0.0278103
11415.4 0.0252952
11419.9 0.0214806
11423.2 0.0194031
11426.5 0.0177411
11433.0 0.0152544
11439.6 0.0134822
11446.2 0.0121642
11457.7 0.0105162
11469.1 0.00936693
11480.6 0.00851164
11492.1 0.00783570
11504.4 0.00724786
11516.8 0.00675917
11541.4 0.00598136
11566.0 0.00537119
11590.6 0.00487427
11626.7 0.00428407
11662.9 0.00380872
11699.0 0.00341543
11735.1 0.00308451
11769.6 0.00281535
11804.0 0.00258014
11838.5 0.00237558
11873.0 0.00219417
11907.5 0.00203318
11941.9 0.00189094
12010.9 0.00164748
12083.1 0.00144157
12155.4 0.00127296
12227.6 0.00113301
12299.8 0.00101575
12362.2 0.000929412
12424.6 0.000854254
12549.4 0.000730264
12674.1 0.000633208
12798.9 0.000555725
12943.4 0.000485064
13087.8 0.000429239
13232.3 0.000384741
13376.8 0.000349180
13665.7 0.000298931
13954.6 0.000271298
14112.2 0.000266967
14197.6 0.000269690
14283.0 0.000277839
14368.3 0.000296649
14411.0 0.000313442
14453.7 0.000338575
14499.7 0.000383565
14522.6 0.000417924
14545.6 0.000465266
14568.6 0.000528783
14591.6 0.000627700
14603.1 0.000696394
14614.6 0.000784235
14626.1 0.000899198
14637.5 0.00105199
14645.3 0.00118801
14653.1 0.00136296
14660.9 0.00159060
14668.7 0.00189452
14676.5 0.00231327
14680.4 0.00258498
14684.3 0.00291298
14688.2 0.00331024
14692.1 0.00379785
14696.0 0.00442143
14699.9 0.00522746
14703.2 0.00610738
14706.5 0.00724032
14709.8 0.00873852
14713.1 0.0107719
14714.7 0.0120791
14716.4 0.0136368
14718.0 0.0155322
14719.6 0.0178768
14721.3 0.0208262
14722.9 0.0246089
14724.6 0.0295831
14726.2 0.0363503
14727.2 0.0416717
14728.1 0.0483397
14729.1 0.0571996
14730.1 0.0694348
14730.6 0.0777409
14731.1 0.0882445
14731.6 0.101884
14732.0 0.119611
14732.5 0.144116
14733.0 0.177886
14733.3 0.199882
14733.5 0.224786
14733.8 0.254056
14734.0 0.288429
14734.2 0.330551
14734.5 0.378008
14734.7 0.435863
14735.0 0.500632
14735.2 0.579010
14735.5 0.666028
14735.7 0.765904
14735.9 0.879972
14736.2 1.01532
14736.4 1.16245
14736.7 1.33497
14736.9 1.52018
14737.2 1.73452
14737.4 1.96154
14737.7 2.20978
14737.9 2.47928
14738.1 2.78226
14738.4 3.09365
14738.6 3.43802
14738.9 3.78599
14739.1 4.16400
14739.4 4.53888
14739.8 5.30978
14740.4 6.20723
14740.7 6.63747
14741.0 7.04466
14741.3 7.43345
14741.5 7.76896
14741.8 8.00026
14742.0 8.19962
14742.3 8.40277
14742.5 8.54497
14742.7 8.59751
14742.9 8.62862
14743.0 8.63810
14743.3 8.61144
14743.4 8.56673
14743.6 8.50084
14743.7 8.40817
14743.9 8.30036
14744.1 8.16484
14744.2 8.01859
14744.5 7.71091
14744.8 7.35470
14745.1 7.02905
14745.3 6.68074
14745.8 5.95258
14746.5 4.80833
14746.8 4.25557
14747.2 3.72593
14747.4 3.46553
14747.5 3.21460
14747.7 2.97393
14747.9 2.75664
14748.1 2.53762
14748.2 2.33031
14748.4 2.13490
14748.6 1.96135
14748.8 1.78919
14749.0 1.62881
14749.1 1.47998
14749.3 1.34972
14749.5 1.22234
14749.7 1.11161
14749.8 1.00402
14750.0 0.911074
14750.2 0.807180
14750.4 0.714529
14750.6 0.632225
14750.8 0.562649
14751.0 0.498009
14751.3 0.441167
14751.5 0.391328
14751.7 0.349686
14751.9 0.311405
14752.1 0.278062
14752.3 0.249065
14752.5 0.224995
14752.9 0.184711
14753.3 0.154123
14753.7 0.130301
14754.1 0.112476
14754.6 0.0985962
14755.0 0.0876206
14755.4 0.0785933
14755.8 0.0713836
14756.6 0.0602401
14757.6 0.0508333
14758.5 0.0438003
14759.5 0.0382039
14760.4 0.0337259
14761.3 0.0299967
14762.3 0.0269111
14764.2 0.0220595
14766.1 0.0184276
14767.9 0.0156432
14769.8 0.0134608
14771.7 0.0117289
14773.8 0.0101580
14776.0 0.00889825
14778.1 0.00786224
14780.2 0.00699895
14784.5 0.00565668
14788.7 0.00468128
14792.5 0.00401879
14796.2 0.00349598
14800.0 0.00307473
14803.8 0.00273534
14811.3 0.00221497
14818.9 0.00183785
14826.4 0.00155953
14834.0 0.00134829
14841.5 0.00118418
14849.1 0.00105564
14865.1 0.000856416
14881.2 0.000721848
14897.2 0.000627661
14913.3 0.000559259
14929.3 0.000509447
14945.4 0.000471606
14977.4 0.000415562
15009.5 0.000379995
15041.6 0.000356639
15105.8 0.000330776
15196.4 0.000318925
15279.4 0.000321594
15362.5 0.000332814
15445.5 0.000351426
15528.5 0.000377723
15611.6 0.000413158
15694.6 0.000459966
15777.7 0.000521799
15860.7 0.000604557
15958.8 0.000743043
16007.9 0.000836366
16057.0 0.000952603
16098.5 0.00107480
16140.0 0.00122602
16181.5 0.00141583
16223.1 0.00165863
16251.4 0.00186560
16279.7 0.00211718
16308.0 0.00242555
16336.3 0.00281234
16357.1 0.00316127
16377.8 0.00358219
16398.6 0.00409658
16419.3 0.00473433
16438.2 0.00545733
16457.1 0.00636343
16466.5 0.00690584
16476.0 0.00752130
16485.4 0.00822381
16494.8 0.00902796
16505.2 0.0100651
16515.6 0.0112929
16526.0 0.0127627
16536.4 0.0145424
16541.6 0.0155763
16546.7 0.0167253
16551.9 0.0180073
16557.1 0.0194433
16562.3 0.0210592
16567.5 0.0228861
16572.7 0.0249624
16577.9 0.0273306
16585.9 0.0317286
16593.9 0.0372734
16597.9 0.0406017
16601.9 0.0443876
16604.0 0.0464893
16606.0 0.0487350
16608.0 0.0511614
16610.0 0.0537601
16611.6 0.0559837
16613.2 0.0583319
16614.7 0.0608293
16616.3 0.0634887
16617.9 0.0663247
16619.5 0.0693540
16620.3 0.0709570
16621.1 0.0725950
16621.9 0.0743121
16622.7 0.0760681
16623.2 0.0773043
16623.8 0.0785472
16624.3 0.0798201
16624.8 0.0811241
16625.2 0.0821041
16625.6 0.0830761
16626.0 0.0840916
16626.4 0.0850990
16627.1 0.0871962
16627.9 0.0893426
16628.4 0.0909158
16629.0 0.0925003
16629.5 0.0941261
16630.0 0.0957948
16631.1 0.0992664
16632.1 0.102928
16633.2 0.106793
16634.3 0.110877
16635.3 0.115196
16636.4 0.119768
16637.5 0.124897
16638.6 0.130357
16639.2 0.133220
16639.7 0.136176
16640.3 0.139230
16640.9 0.142386
16641.4 0.145649
16642.0 0.149022
16642.5 0.152512
16643.1 0.156123
16643.7 0.159861
16644.2 0.163732
16644.8 0.167743
16645.3 0.171899
16646.0 0.176916
16646.6 0.182150
16647.3 0.187614
16647.9 0.193322
16648.6 0.199287
16649.2 0.205524
16649.9 0.212051
16650.5 0.218883
16651.2 0.226041
16651.8 0.233543
16652.5 0.241411
16653.1 0.249670
16653.8 0.258342
16654.4 0.267456
16655.1 0.277040
16655.7 0.286965
16656.4 0.297576
16657.0 0.308757
16657.7 0.320547
16658.3 0.332791
16659.0 0.345916
16659.6 0.359786
16660.3 0.374451
16660.9 0.389724
16661.6 0.406141
16662.2 0.423536
16662.9 0.441980
16663.5 0.461547
16664.2 0.482320
16664.8 0.504383
16665.5 0.527831
16666.1 0.552759
16666.8 0.579274
16667.4 0.607483
16668.1 0.637500
16668.7 0.668937
16669.4 0.702896
16670.0 0.739024
16670.7 0.777441
16671.3 0.817620
16672.0 0.863673
16672.7 0.911949
16673.3 0.963186
16674.0 1.01744
16674.7 1.07561
16675.4 1.13598
16676.1 1.19927
16676.8 1.26531
16677.3 1.31752
16677.8 1.37104
16678.3 1.42568
16678.8 1.48013
16679.9 1.59160
16680.9 1.70284
16681.9 1.81061
16682.9 1.91117
16684.0 2.00050
16684.5 2.04005
16685.0 2.07458
16685.8 2.11682
16686.5 2.14785
16687.3 2.16680
16688.0 2.17309
16688.6 2.16927
16689.1 2.15836
16689.7 2.14053
16690.3 2.11607
16690.8 2.08477
16691.4 2.04821
16691.9 2.00645
16692.5 1.96009
16693.1 1.90884
16693.6 1.85516
16694.8 1.74054
16695.9 1.61924
16697.0 1.49782
16698.1 1.37771
16699.3 1.26367
16700.0 1.19101
16700.8 1.11814
16701.6 1.04926
16702.4 0.984485
16703.2 0.924549
16703.9 0.867841
16704.7 0.815022
16705.5 0.765914
16706.3 0.720872
16707.1 0.678530
16707.9 0.639268
16708.7 0.602867
16709.5 0.569528
16710.2 0.538196
16711.0 0.509122
16711.8 0.482127
16712.6 0.457347
16714.2 0.412255
16715.8 0.373329
16717.3 0.339157
16718.9 0.309418
16720.5 0.283098
16722.1 0.260009
16723.6 0.239538
16725.2 0.221318
16726.8 0.204945
16728.3 0.190366
16729.9 0.177173
16731.5 0.165349
16733.1 0.154582
16734.6 0.144874
16736.2 0.136036
16737.8 0.127971
16739.6 0.119299
16741.5 0.111468
16743.4 0.104376
16745.2 0.0979348
16747.1 0.0920697
16748.9 0.0867132
16752.7 0.0772979
16755.8 0.0704594
16759.0 0.0644823
16762.1 0.0592305
16765.3 0.0546060
16768.4 0.0504883
16771.5 0.0468289
16774.7 0.0435425
16777.8 0.0405985
16781.0 0.0379348
16784.1 0.0355247
16790.4 0.0313514
16796.7 0.0278680
16803.0 0.0249397
16808.5 0.0227680
16813.9 0.0208755
16819.3 0.0192031
16824.8 0.0177266
16830.2 0.0164130
16835.6 0.0152434
16846.5 0.0132518
16859.1 0.0114020
16871.7 0.00991947
16884.3 0.00871363
16896.9 0.00772024
16911.7 0.00675722
16926.6 0.00597139
16941.5 0.00532433
16956.4 0.00478280
16981.5 0.00405461
17006.7 0.00350437
17031.9 0.00308664
17057.1 0.00277370
17093.7 0.00247756
17112.0 0.00239951
17130.3 0.00237609
17144.1 0.00240230
17157.8 0.00248085
17171.5 0.00263159
17185.2 0.00289091
17195.5 0.00319567
17205.8 0.00364978
17216.1 0.00434510
17221.3 0.00483318
17226.4 0.00545971
17230.2 0.00602751
17233.9 0.00672057
17237.6 0.00757912
17241.3 0.00866900
17245.0 0.0100775
17248.8 0.0119357
17252.5 0.0144550
17256.2 0.0179731
17257.9 0.0201019
17259.6 0.0226707
17261.4 0.0258152
17263.1 0.0297000
17264.8 0.0346443
17266.5 0.0410011
17268.2 0.0495058
17269.9 0.0611842
17270.7 0.0681901
17271.5 0.0766440
17272.3 0.0870451
17273.1 0.0999661
17273.9 0.116909
17274.3 0.127522
17274.7 0.139588
17275.1 0.154136
17275.4 0.170929
17275.8 0.190895
17276.2 0.214751
17276.7 0.246604
17276.9 0.265574
17277.1 0.285619
17277.3 0.308866
17277.5 0.333421
17277.7 0.361871
17277.9 0.391877
17278.2 0.426572
17278.4 0.463073
17278.6 0.505149
17278.8 0.549260
17279.0 0.599908
17279.2 0.652771
17279.5 0.713174
17279.7 0.775888
17279.9 0.864156
17280.2 0.961416
17280.5 1.06802
17280.7 1.18420
17281.0 1.31008
17281.3 1.44559
17281.6 1.59051
17281.8 1.73855
17282.2 1.98119
17282.6 2.23250
17283.0 2.49453
17283.4 2.76243
17283.9 3.08494
17284.3 3.38984
17284.7 3.63143
17285.1 3.84997
17285.5 4.03864
17285.7 4.12178
17285.9 4.19130
17286.1 4.25952
17286.3 4.31387
17286.5 4.35373
17286.7 4.37784
17287.0 4.38849
17287.3 4.37014
17287.7 4.31782
17287.9 4.26194
17288.1 4.19425
17288.4 4.10943
17288.6 4.01578
17288.8 3.90587
17289.0 3.78494
17289.3 3.65433
17289.5 3.52165
17289.9 3.23207
17290.4 2.92708
17291.1 2.46670
17291.4 2.24519
17291.7 2.03121
17291.9 1.88782
17292.2 1.74992
17292.4 1.61805
17292.6 1.49793
17292.9 1.37895
17293.1 1.26688
17293.3 1.16184
17293.5 1.06794
17293.8 0.980398
17294.0 0.899093
17294.2 0.823849
17294.4 0.757481
17294.6 0.693428
17294.8 0.634706
17295.1 0.581021
17295.3 0.534194
17295.5 0.489464
17295.7 0.448853
17295.9 0.412051
17296.1 0.380196
17296.4 0.349971
17296.6 0.322690
17296.8 0.298085
17297.0 0.276865
17297.4 0.245048
17297.7 0.218882
17298.1 0.196661
17298.4 0.177740
17298.8 0.161140
17299.1 0.147311
17299.8 0.124998
17300.5 0.107743
17301.2 0.0944343
17301.9 0.0837473
17302.6 0.0749803
17304.0 0.0620293
17305.3 0.0524484
17306.6 0.0449994
17307.9 0.0391477
17309.3 0.0343857
17310.6 0.0305054
17313.2 0.0245505
17316.1 0.0199971
17318.9 0.0166673
17321.7 0.0141379
17324.5 0.0121769
17327.3 0.0106126
17330.1 0.00935383
17332.9 0.00832288
17335.7 0.00746809
17339.1 0.00663571
17342.4 0.00595465
17349.0 0.00489780
17355.6 0.00412648
17362.2 0.00354838
17368.9 0.00310308
17375.5 0.00275205
17382.1 0.00246985
17388.7 0.00223920
17402.6 0.00187546
17416.5 0.00161249
17430.4 0.00141761
17444.3 0.00126739
17472.1 0.00105203
17499.9 0.000904854
17529.1 0.000793100
17558.2 0.000708401
17616.5 0.000587173
17672.1 0.000506801
17727.7 0.000446491
17783.3 0.000399281
17838.9 0.000361148
17934.3 0.000310687
18029.6 0.000272613
18125.0 0.000242956
18220.3 0.000219349
18347.4 0.000194719
18474.5 0.000175647
18728.8 0.000148565
18961.8 0.000132175
19194.9 0.000120886
19428.0 0.000113209
19661.0 0.000108312
20000.0 0.000105395
20400.5 0.000108559
20600.8 0.000113941
20801.0 0.000123619
20987.0 0.000139835
21079.9 0.000152687
21172.9 0.000171112
21273.0 0.000201648
21323.1 0.000223866
21373.1 0.000253459
21408.9 0.000281188
21444.7 0.000316660
21480.4 0.000363346
21516.2 0.000426049
21535.8 0.000470554
21555.5 0.000524675
21575.2 0.000591491
21594.8 0.000675246
21611.8 0.000766083
21628.8 0.000880211
21645.8 0.00102636
21662.8 0.00121701
21672.6 0.00135618
21682.5 0.00152294
21692.3 0.00172533
21702.1 0.00197430
21712.0 0.00228570
21721.8 0.00268148
21731.6 0.00319632
21736.5 0.00351370
21741.5 0.00388184
21747.7 0.00444427
21754.0 0.00513960
21760.2 0.00601992
21763.4 0.00655008
21766.5 0.00715300
21771.4 0.00829152
21773.9 0.00896744
21776.3 0.00973093
21778.8 0.0105978
21781.2 0.0115878
21783.7 0.0127253
21786.2 0.0140413
21788.6 0.0155754
21791.1 0.0173789
21793.5 0.0195191
21796.0 0.0220744
21798.4 0.0251869
21800.9 0.0290151
21803.4 0.0337957
21804.6 0.0366450
21805.8 0.0398459
21806.7 0.0425793
21807.7 0.0455735
21808.6 0.0489001
21809.5 0.0526112
21810.4 0.0568178
21811.4 0.0615064
21811.8 0.0640759
21812.3 0.0668131
21812.7 0.0697330
21813.2 0.0728527
21813.9 0.0777928
21814.5 0.0832637
21815.2 0.0893446
21815.9 0.0961301
21816.2 0.0997648
21816.5 0.103613
21816.8 0.107437
21817.2 0.111480
21817.5 0.115759
21817.8 0.120290
21818.1 0.125095
21818.4 0.130195
21818.7 0.135613
21819.0 0.141184
21819.3 0.147305
21819.6 0.153828
21819.9 0.160786
21820.2 0.167965
21820.5 0.175882
21820.9 0.184347
21821.2 0.193404
21821.5 0.202777
21821.8 0.214180
21822.1 0.226105
21822.3 0.232600
21822.5 0.239347
21822.6 0.246355
21822.8 0.253199
21823.0 0.260744
21823.1 0.268581
21823.3 0.276719
21823.5 0.284663
21823.6 0.293417
21823.8 0.301959
21824.0 0.311368
21824.1 0.320545
21824.3 0.330042
21824.4 0.339245
21824.6 0.349388
21824.8 0.359209
21824.9 0.370025
21825.1 0.380491
21825.2 0.392007
21825.4 0.403140
21825.5 0.415379
21825.7 0.427199
21826.0 0.452701
21826.3 0.479667
21826.6 0.507166
21826.9 0.537022
21827.2 0.568320
21827.5 0.601016
21827.8 0.633924
21828.1 0.669154
21828.4 0.704327
21828.8 0.741652
21829.1 0.778569
21829.3 0.814834
21829.6 0.851491
21830.2 0.925177
21831.4 1.06636
21832.1 1.14560
21832.8 1.21204
21833.2 1.24011
21833.5 1.26383
21833.9 1.28284
21834.2 1.29654
21834.6 1.30599
21835.0 1.30914
21835.4 1.30578
21835.8 1.29613
21836.2 1.28037
21836.6 1.25879
21837.0 1.23177
21837.4 1.19981
21837.7 1.16344
21838.1 1.12327
21838.5 1.07994
21838.9 1.03410
21839.3 0.983934
21839.7 0.932469
21840.5 0.829670
21841.4 0.729237
21842.2 0.634793
21843.0 0.546743
21843.8 0.469737
21844.2 0.435086
21844.6 0.402971
21845.0 0.373319
21845.5 0.346032
21845.9 0.320987
21846.3 0.298050
21846.7 0.277079
21847.1 0.257927
21847.5 0.240448
21847.9 0.224500
21848.3 0.209949
21848.7 0.196665
21849.4 0.177112
21850.1 0.160462
21850.8 0.146004
21851.4 0.133395
21852.1 0.122194
21852.8 0.112488
21853.4 0.103904
21854.1 0.0962776
21854.9 0.0880481
21855.8 0.0808443
21856.6 0.0745018
21857.4 0.0688876
21858.2 0.0638934
21859.0 0.0594305
21859.9 0.0554254
21860.7 0.0518171
21861.6 0.0482530
21862.5 0.0450826
21863.4 0.0421879
21864.3 0.0395943
21866.0 0.0350608
21867.8 0.0312711
21869.5 0.0283015
21871.1 0.0257533
21872.8 0.0235368
21874.4 0.0215966
21876.1 0.0198787
21877.7 0.0183684
21879.3 0.0170253
21881.0 0.0158256
21884.3 0.0137750
21887.5 0.0121066
21890.8 0.0107230
21894.1 0.00956953
21896.8 0.00875906
21899.5 0.00805152
21904.9 0.00687198
21910.2 0.00593628
21915.6 0.00518223
21922.2 0.00444345
21928.7 0.00385521
21935.3 0.00337922
21941.9 0.00298863
21949.6 0.00261130
21957.4 0.00230374
21965.2 0.00205027
21972.9 0.00183841
21986.0 0.00155074
21999.2 0.00132974
22012.3 0.00115609
22025.4 0.00101738
22038.6 0.000904714
22051.7 0.000812102
22078.0 0.000670302
22104.3 0.000568291
22130.5 0.000492506
22156.8 0.000434805
22183.0 0.000389995
22221.3 0.000340898
22259.5 0.000305108
22297.7 0.000278273
22335.9 0.000257890
22402.7 0.000232872
22469.6 0.000216813
22603.3 0.000200763
22718.0 0.000197290
22832.6 0.000200098
22947.2 0.000208277
23061.8 0.000220896
23176.4 0.000239261
23281.5 0.000262093
23386.6 0.000292456
23491.7 0.000333240
23596.7 0.000389371
23701.8 0.000469976
23754.3 0.000524098
23806.9 0.000591592
23852.2 0.000664668
23897.6 0.000756075
23943.0 0.000873174
23988.4 0.00102683
24014.6 0.00113971
24040.9 0.00127641
24067.2 0.00144480
24093.4 0.00165661
24112.5 0.00184839
24131.6 0.00208396
24150.7 0.00237955
24160.3 0.00255914
24169.8 0.00276643
24181.2 0.00305948
24192.5 0.00342130
24198.2 0.00363714
24203.9 0.00388313
24209.5 0.00416630
24215.2 0.00449828
24221.8 0.00496436
24225.1 0.00524034
24228.3 0.00555156
24231.6 0.00590795
24234.9 0.00631786
24238.2 0.00679660
24241.5 0.00736453
24246.6 0.00848690
24251.6 0.0100293
24254.2 0.0110426
24255.4 0.0116337
24256.7 0.0122937
24258.0 0.0130346
24259.2 0.0138709
24260.5 0.0148204
24261.8 0.0158964
24262.7 0.0168328
24263.7 0.0178805
24264.7 0.0190584
24265.2 0.0197102
24265.7 0.0203901
24266.1 0.0211304
24266.6 0.0219049
24267.1 0.0227508
24267.6 0.0236390
24268.1 0.0246125
24268.6 0.0256383
24269.1 0.0267669
24269.5 0.0279608
24270.1 0.0295910
24270.7 0.0313942
24271.0 0.0323683
24271.3 0.0333954
24271.6 0.0344792
24271.9 0.0355846
24272.2 0.0367922
24272.5 0.0380694
24272.8 0.0394215
24273.1 0.0408048
24273.4 0.0423203
24273.7 0.0439279
24274.0 0.0456343
24274.3 0.0473844
24274.5 0.0487173
24274.7 0.0500407
24274.9 0.0514897
24275.1 0.0529288
24275.3 0.0545047
24275.5 0.0560703
24275.7 0.0577850
24275.9 0.0594884
24276.2 0.0613540
24276.4 0.0632072
24276.6 0.0652365
24276.8 0.0672516
24277.0 0.0694575
24277.2 0.0716469
24277.4 0.0740422
24277.6 0.0764182
24277.8 0.0790155
24278.0 0.0817209
24278.2 0.0845374
24278.4 0.0873257
24278.6 0.0903669
24278.8 0.0933736
24279.0 0.0966485
24279.2 0.0998811
24279.4 0.103396
24279.6 0.106860
24279.9 0.110618
24280.1 0.114314
24280.3 0.118317
24280.5 0.122243
24280.9 0.130635
24281.1 0.135971
24281.4 0.141242
24281.6 0.146651
24281.8 0.152190
24282.3 0.163853
24282.8 0.175654
24283.3 0.187697
24283.8 0.199833
24284.7 0.223670
24285.5 0.241923
24286.3 0.257747
24286.7 0.264560
24287.1 0.270503
24287.5 0.275485
