Sr-84(n,g) ENDFB-8.0
Energy(eV) XS(b)
591.025 0.0770941
592.402 0.0812550
593.779 0.0858528
595.156 0.0909485
596.533 0.0966137
597.910 0.102934
599.173 0.109390
600.435 0.116576
601.697 0.124605
602.329 0.128976
602.960 0.133610
603.591 0.138528
604.222 0.143755
604.853 0.149316
605.484 0.155239
606.116 0.161557
606.747 0.168306
607.378 0.175526
608.009 0.183258
608.812 0.193926
609.616 0.205623
610.419 0.218461
611.222 0.232595
612.026 0.248277
612.829 0.265721
613.632 0.285176
614.034 0.295756
614.436 0.306961
615.067 0.325964
615.698 0.346867
616.329 0.369932
616.960 0.395464
617.591 0.423838
617.907 0.439223
618.223 0.455487
618.538 0.472700
618.854 0.490936
619.169 0.510279
619.485 0.530813
620.001 0.567283
620.518 0.607739
621.034 0.652792
621.292 0.677262
621.551 0.703159
621.809 0.730592
622.067 0.759681
622.325 0.790561
622.583 0.823387
622.842 0.858339
623.100 0.895616
623.358 0.935439
623.616 0.978047
623.932 1.03429
624.247 1.09563
624.563 1.16269
624.879 1.23621
625.194 1.31703
625.510 1.40617
625.825 1.50482
626.141 1.61435
626.356 1.69613
626.571 1.78436
626.787 1.87973
627.002 1.98302
627.109 2.03795
627.217 2.09522
627.325 2.15498
627.432 2.21737
627.540 2.28255
627.647 2.35069
627.755 2.42198
627.862 2.49653
627.956 2.56411
628.049 2.63443
628.142 2.70781
628.235 2.78426
628.329 2.86413
628.422 2.94745
628.515 3.03462
628.608 3.12567
628.673 3.19124
628.738 3.25883
628.802 3.32873
628.867 3.40082
628.960 3.50939
629.053 3.62321
629.146 3.74275
629.193 3.80479
629.240 3.86840
629.318 3.97988
629.397 4.09632
629.476 4.21804
629.555 4.34537
629.634 4.47866
629.674 4.54775
629.713 4.61830
629.752 4.69072
629.792 4.76469
629.831 4.84066
629.871 4.91830
629.910 4.99806
629.950 5.07961
629.989 5.16342
630.029 5.24915
630.068 5.33730
630.107 5.42751
630.147 5.52031
630.186 5.61532
630.226 5.71311
630.265 5.81328
630.305 5.91643
630.344 6.02214
630.384 6.13106
630.423 6.24274
630.462 6.35758
630.502 6.47570
630.541 6.59754
630.581 6.72261
630.620 6.85171
630.660 6.98432
630.699 7.12127
630.739 7.26205
630.778 7.40753
630.817 7.55718
630.857 7.71194
630.896 7.87125
630.936 8.03612
630.975 8.20596
631.015 8.38188
631.054 8.56324
631.094 8.75124
631.133 8.94523
631.173 9.14649
631.212 9.35435
631.251 9.57021
631.291 9.79336
631.330 10.0253
631.370 10.2654
631.409 10.5152
631.449 10.7740
631.488 11.0436
631.528 11.3232
631.567 11.6149
631.606 11.9178
631.646 12.2342
631.685 12.5632
631.725 12.9073
631.764 13.2657
631.804 13.6412
631.843 14.0328
631.883 14.4438
631.922 14.8733
631.962 15.3247
632.001 15.7974
632.040 16.2952
632.080 16.8175
632.119 17.3688
632.159 17.9484
632.198 18.5616
632.238 19.2077
632.277 19.8930
632.317 20.6169
632.356 21.3844
632.395 22.1994
632.433 23.0272
632.471 23.9060
632.508 24.8400
632.546 25.8310
632.584 26.8894
632.621 28.0151
632.659 29.2200
632.697 30.5042
632.734 31.8816
632.772 33.3524
632.810 34.9327
632.847 36.6229
632.885 38.4417
632.923 40.3893
632.960 42.4872
632.998 44.7357
633.037 47.2791
633.077 50.0158
633.116 52.9752
633.156 56.1587
633.195 59.5994
633.235 63.2972
633.274 67.2890
633.313 71.5724
633.353 76.1877
633.392 81.1293
633.432 86.4402
633.471 92.1106
633.511 98.1853
633.550 104.649
633.590 111.546
633.629 118.855
633.669 126.621
633.708 134.811
633.747 143.470
633.787 152.553
633.826 162.102
633.866 172.059
633.905 182.435
633.945 193.212
633.984 204.394
634.023 215.895
634.102 239.827
634.181 264.659
634.260 289.956
634.382 328.767
634.443 347.447
634.504 365.225
634.554 378.830
634.603 391.507
634.653 403.104
634.702 413.459
634.771 425.609
634.840 434.842
634.908 440.921
634.977 443.689
635.000 443.861
635.023 443.655
635.060 442.512
635.098 440.377
635.135 437.266
635.173 433.216
635.210 428.237
635.247 422.375
635.322 408.206
635.376 396.212
635.429 382.912
635.483 368.473
635.536 353.093
635.639 321.663
635.742 288.896
635.826 261.974
635.910 235.667
635.994 210.453
636.036 198.385
636.078 186.728
636.129 173.070
636.180 160.144
636.232 147.930
636.283 136.491
636.334 125.787
636.386 115.853
636.437 106.634
636.488 98.1449
636.540 90.3234
636.591 83.1667
636.643 76.6106
636.694 70.6419
636.745 65.1978
636.797 60.2593
636.848 55.7679
636.899 51.7025
636.948 48.1680
636.997 44.9575
637.046 42.0346
637.095 39.3726
637.144 36.9467
637.193 34.7339
637.242 32.7133
637.291 30.8657
637.340 29.1705
637.389 27.6190
637.438 26.1933
637.487 24.8809
637.536 23.6705
637.585 22.5518
637.634 21.5159
637.683 20.5548
637.735 19.6192
637.786 18.7522
637.838 17.9440
637.889 17.1922
637.940 16.4886
637.992 15.8314
638.043 15.2142
638.094 14.6358
638.146 14.0908
638.197 13.5784
638.248 13.0940
638.300 12.6374
638.402 11.7957
638.505 11.0397
638.570 10.5968
638.636 10.1816
638.701 9.79072
638.766 9.42328
638.832 9.07635
638.897 8.74934
639.028 8.14728
639.158 7.60696
639.289 7.11996
639.420 6.67932
639.551 6.27920
639.653 5.98998
639.756 5.72066
639.859 5.46942
639.961 5.23463
640.064 5.01488
640.167 4.80889
640.269 4.61552
640.372 4.43373
640.475 4.26262
640.578 4.10136
640.680 3.94919
640.783 3.80544
640.988 3.54079
641.194 3.30311
641.399 3.08883
641.605 2.89495
641.810 2.71895
642.015 2.55868
642.221 2.41231
642.426 2.27828
642.632 2.15524
642.837 2.04207
643.024 1.94675
643.210 1.85806
643.397 1.77535
643.584 1.69808
643.770 1.62578
643.957 1.55802
644.144 1.49443
644.331 1.43467
644.517 1.37842
644.704 1.32547
644.891 1.27553
645.077 1.22839
645.264 1.18383
645.451 1.14168
645.824 1.06392
646.030 1.02452
646.235 0.987293
646.646 0.918735
647.057 0.857150
647.467 0.801636
647.878 0.751397
648.289 0.705796
648.700 0.664278
649.110 0.626379
649.633 0.582722
650.156 0.543550
650.679 0.508283
651.202 0.476436
651.724 0.447578
652.247 0.421312
652.770 0.397321
653.293 0.375362
653.704 0.359396
654.114 0.344459
654.525 0.330466
654.936 0.317343
655.347 0.305014
655.758 0.293419
656.168 0.282502
656.579 0.272214
656.990 0.262503
657.401 0.253330
658.222 0.236450
659.044 0.221301
659.865 0.207661
660.687 0.195337
661.508 0.184173
662.330 0.174031
663.151 0.164796
663.973 0.156367
664.794 0.148659
665.616 0.141602
666.438 0.135148
667.259 0.129217
668.081 0.123739
668.902 0.118688
669.724 0.114034
670.545 0.109742
671.367 0.105785
672.188 0.102136
673.010 0.0987741
673.832 0.0956777
674.653 0.0928312
675.475 0.0902191
676.296 0.0878289
677.118 0.0856493
677.939 0.0836720
678.761 0.0818890
679.582 0.0802946
681.076 0.0778669
682.570 0.0760400
683.317 0.0753533
684.063 0.0748216
684.810 0.0744490
685.557 0.0742415
686.603 0.0742440
687.648 0.0746140
688.694 0.0753812
689.740 0.0765869
690.785 0.0783294
691.308 0.0794243
691.831 0.0806836
692.354 0.0821219
692.876 0.0837564
693.399 0.0856068
693.922 0.0876959
694.594 0.0907755
695.266 0.0943602
695.939 0.0985314
696.611 0.103388
696.947 0.106110
697.283 0.109050
697.619 0.112226
697.955 0.115662
698.291 0.119385
698.627 0.123426
698.963 0.127822
699.299 0.132607
699.710 0.139050
700.121 0.146229
700.532 0.154251
700.942 0.163243
701.353 0.173363
701.764 0.184796
701.969 0.191075
702.175 0.197771
702.380 0.204921
702.586 0.212562
702.903 0.225460
703.220 0.239840
703.538 0.255935
703.697 0.264711
703.855 0.274025
704.014 0.283928
704.173 0.294457
704.331 0.305674
704.490 0.317641
704.649 0.330427
704.808 0.344110
704.966 0.358774
705.125 0.374518
705.330 0.396674
705.536 0.421090
705.741 0.448087
705.946 0.478025
706.152 0.511387
706.255 0.529511
706.357 0.548700
706.460 0.569040
706.563 0.590624
706.665 0.613559
706.768 0.637937
706.945 0.683932
707.034 0.708959
707.123 0.735485
707.211 0.763637
707.300 0.793553
707.389 0.825388
707.478 0.859316
707.566 0.895532
707.655 0.934252
707.744 0.975723
707.832 1.02023
707.921 1.06807
708.010 1.11963
708.098 1.17532
708.187 1.23554
708.290 1.31184
708.392 1.39610
708.495 1.48960
708.598 1.59390
708.649 1.65075
708.701 1.71097
708.752 1.77512
708.803 1.84334
708.855 1.91633
708.906 1.99432
708.957 2.07804
709.009 2.16815
709.060 2.26567
709.111 2.37113
709.163 2.48607
709.214 2.61131
709.265 2.74888
709.317 2.90004
709.368 3.06748
709.419 3.25304
709.471 3.46039
709.522 3.69213
709.548 3.81877
709.573 3.95319
709.599 4.09599
709.625 4.24722
709.650 4.40876
709.676 4.58080
709.702 4.76415
709.727 4.95890
709.753 5.16749
709.779 5.39019
709.805 5.62807
709.830 5.88123
709.861 6.20452
709.891 6.55326
709.921 6.93202
709.952 7.34073
709.982 7.78469
710.012 8.26371
710.043 8.78387
710.073 9.34482
710.103 9.95348
710.134 10.6092
710.164 11.3199
710.194 12.0846
710.225 12.9120
710.255 13.8007
710.285 14.7573
710.316 15.7858
710.341 16.7176
710.367 17.7067
710.393 18.7557
710.418 19.8625
710.444 21.0384
710.470 22.2816
710.495 23.5946
710.521 24.9741
710.547 26.4332
710.572 27.9688
710.598 29.5829
710.624 31.2705
710.649 33.0465
710.675 34.8986
710.701 36.8424
710.726 38.8637
710.746 40.4942
710.766 42.1681
710.806 45.6796
710.845 49.3977
710.885 53.3194
710.925 57.4399
710.965 61.7514
711.004 66.2441
711.044 70.8931
711.072 74.2854
711.100 77.7356
711.156 84.8171
711.203 90.8557
711.254 97.6163
711.305 104.407
711.408 117.854
711.492 128.355
711.543 134.398
711.595 140.043
711.646 145.225
711.697 149.870
711.735 152.879
711.772 155.537
711.823 158.597
711.873 160.867
711.923 162.403
711.962 163.072
712.000 163.289
712.029 163.155
712.086 162.125
712.144 160.100
712.193 157.640
712.241 154.530
712.290 150.839
712.338 146.606
712.395 140.971
712.452 134.748
712.501 129.090
712.549 123.164
712.597 117.025
712.646 110.740
712.742 97.9699
712.839 85.3518
712.914 75.9451
712.988 67.0209
713.026 62.7606
713.063 58.6691
713.100 54.7438
713.138 50.9914
713.186 46.3881
713.234 42.0990
713.283 38.1157
713.307 36.2342
713.331 34.4356
713.355 32.7040
713.379 31.0527
713.403 29.4667
713.427 27.9577
713.452 26.5117
713.476 25.1390
713.500 23.8264
713.524 22.5830
713.548 21.3964
713.572 20.2700
713.597 19.2017
713.621 18.1935
713.645 17.2351
713.669 16.3320
713.693 15.4749
713.717 14.6687
713.742 13.9045
713.766 13.1867
713.790 12.5073
713.814 11.8700
713.838 11.2674
713.862 10.7026
713.886 10.1692
713.911 9.66976
713.935 9.19839
713.959 8.75556
713.983 8.33964
714.007 7.95065
714.031 7.58387
714.056 7.24093
714.080 6.91762
714.104 6.61533
714.128 6.33031
714.152 6.06378
714.176 5.81240
714.200 5.57722
714.225 5.35530
714.249 5.14754
714.273 4.95134
714.297 4.76750
714.321 4.59372
714.345 4.43006
714.370 4.27582
714.394 4.13096
714.442 3.86456
714.490 3.62654
714.539 3.41317
714.587 3.22123
714.635 3.04792
714.684 2.89084
714.732 2.74765
714.780 2.61716
714.829 2.49755
714.877 2.38751
714.925 2.28573
714.974 2.19167
715.022 2.10428
715.070 2.02286
715.119 1.94665
715.167 1.87542
715.215 1.80855
715.263 1.74565
715.360 1.63038
715.457 1.52726
715.531 1.45468
715.606 1.38758
715.681 1.32537
715.755 1.26761
715.830 1.21374
715.905 1.16351
715.979 1.11647
716.054 1.07244
716.129 1.03106
716.203 0.992157
716.278 0.955532
716.353 0.921047
716.427 0.888446
716.502 0.857672
716.651 0.800915
716.748 0.767247
716.845 0.735787
716.941 0.706282
717.038 0.678626
717.135 0.652610
717.231 0.628156
717.328 0.605113
717.424 0.583374
717.618 0.543404
717.811 0.507605
718.004 0.475375
718.197 0.446278
718.312 0.430381
718.426 0.415364
718.654 0.387713
718.883 0.362878
719.111 0.340485
719.339 0.320219
719.568 0.301816
719.796 0.285049
720.024 0.269732
720.218 0.257769
720.411 0.246636
720.604 0.236257
720.798 0.226570
720.991 0.217505
721.184 0.209019
721.377 0.201056
721.571 0.193579
721.764 0.186544
721.957 0.179922
722.344 0.167780
722.730 0.156936
723.117 0.147207
723.503 0.138443
723.890 0.130523
724.276 0.123337
724.663 0.116797
725.049 0.110827
725.436 0.105363
725.822 0.100350
726.209 0.0957384
726.595 0.0914822
726.982 0.0875442
727.368 0.0838909
727.755 0.0804958
728.141 0.0773355
728.528 0.0743890
729.301 0.0690625
730.074 0.0643851
730.847 0.0602536
731.620 0.0565830
732.393 0.0533050
733.377 0.0496131
734.361 0.0463739
735.344 0.0435129
736.328 0.0409742
737.312 0.0387128
738.296 0.0366759
739.280 0.0348336
740.264 0.0331643
741.810 0.0308375
743.356 0.0288137
744.902 0.0270383
746.448 0.0254696
747.994 0.0240737
749.540 0.0228241
751.086 0.0216990
752.632 0.0206809
754.038 0.0198363
755.443 0.0190657
758.254 0.0176822
761.065 0.0164852
763.876 0.0154413
766.687 0.0145235
769.498 0.0137090
772.309 0.0129801
775.120 0.0123244
777.369 0.0118456
779.618 0.0114020
784.115 0.0106061
788.613 0.00991298
793.110 0.00930265
797.608 0.00875969
802.106 0.00827435
806.603 0.00783781
811.101 0.00744300
817.285 0.00695947
823.469 0.00652994
829.653 0.00614743
835.838 0.00580625
842.022 0.00549717
848.206 0.00521842
854.390 0.00496491
860.574 0.00473266
872.381 0.00434445
884.187 0.00400942
895.993 0.00372203
907.799 0.00346962
919.605 0.00324775
931.412 0.00305366
943.218 0.00288025
955.024 0.00272493
966.268 0.00259326
977.512 0.00247408
988.756 0.00236570
1000.00 0.00226716
1018.74 0.00212281
1037.48 0.00199911
1056.22 0.00189293
1074.96 0.00180180
1093.70 0.00172372
1112.44 0.00165730
1131.18 0.00160140
1149.92 0.00155517
1173.34 0.00151075
1196.77 0.00147953
1220.19 0.00146127
1243.61 0.00145663
1274.07 0.00147576
1289.29 0.00149481
1304.52 0.00152406
1319.74 0.00156293
1334.97 0.00161415
1350.20 0.00167977
1365.42 0.00176222
1382.99 0.00188600
1400.56 0.00204952
1409.34 0.00214919
1418.13 0.00226569
1426.91 0.00240133
1435.69 0.00256026
1448.58 0.00284714
1455.02 0.00302037
1461.46 0.00321936
1467.90 0.00344716
1474.34 0.00371221
1480.79 0.00402146
1487.23 0.00438281
1493.67 0.00481297
1500.11 0.00532962
1506.55 0.00595636
1513.00 0.00672688
1516.22 0.00718033
1519.44 0.00768892
1522.66 0.00826216
1525.88 0.00891143
1529.10 0.00965083
1532.32 0.0104983
1535.54 0.0114755
1538.76 0.0126065
1541.98 0.0139309
1545.20 0.0154985
1548.42 0.0173682
1550.04 0.0184417
1551.65 0.0196233
1553.26 0.0209299
1554.87 0.0223778
1556.48 0.0239903
1558.09 0.0257910
1559.70 0.0278133
1561.31 0.0300920
1562.92 0.0326742
1564.53 0.0356164
1565.55 0.0377085
1566.58 0.0399953
1567.60 0.0424983
1568.63 0.0452478
1569.65 0.0482852
1570.68 0.0516515
1571.70 0.0553924
1572.73 0.0595603
1573.53 0.0631881
1574.34 0.0671596
1575.14 0.0715251
1575.95 0.0763386
1576.75 0.0816639
1577.56 0.0875764
1578.36 0.0941659
1579.17 0.101540
1579.86 0.108648
1580.56 0.116529
1581.26 0.125325
1581.95 0.135153
1582.65 0.146211
1583.34 0.158675
1583.69 0.165528
1584.04 0.172818
1584.38 0.180631
1584.73 0.188970
1585.13 0.199413
1585.54 0.210760
1585.94 0.223118
1586.34 0.236575
1586.75 0.251342
1587.15 0.267511
1587.55 0.285358
1587.95 0.305024
1588.36 0.326879
1588.76 0.351203
1589.16 0.378384
1589.36 0.393152
1589.56 0.408813
1589.77 0.425527
1589.97 0.443211
1590.17 0.462037
1590.37 0.482104
1590.57 0.503638
1590.77 0.526551
1590.97 0.551088
1591.17 0.577409
1591.43 0.613952
1591.69 0.653981
1591.94 0.698142
1592.20 0.747036
1592.46 0.801611
1592.58 0.831109
1592.71 0.862310
1592.84 0.895351
1592.97 0.930383
1593.10 0.967576
1593.22 1.00712
1593.43 1.07480
1593.63 1.14942
1593.83 1.23240
1593.93 1.27767
1594.03 1.32511
1594.13 1.37589
1594.23 1.42978
1594.33 1.48707
1594.43 1.54746
1594.53 1.61248
1594.63 1.68125
1594.73 1.75559
1594.83 1.83454
1594.96 1.94520
1595.09 2.06616
1595.22 2.20000
1595.28 2.27241
1595.35 2.34888
1595.41 2.42978
1595.47 2.51549
1595.54 2.60646
1595.60 2.70317
1595.67 2.80620
1595.73 2.91617
1595.79 3.03378
1595.86 3.15983
1595.91 3.27558
1595.97 3.39887
1596.02 3.53040
1596.08 3.67096
1596.13 3.82142
1596.19 3.98274
1596.24 4.15598
1596.30 4.33881
1596.35 4.53926
1596.38 4.65517
1596.41 4.77601
1596.44 4.90207
1596.47 5.02912
1596.50 5.16623
1596.53 5.30940
1596.56 5.45895
1596.59 5.60990
1596.62 5.78412
1596.65 5.96681
1596.69 6.15843
1596.72 6.35948
1596.75 6.57045
1596.78 6.79189
1596.81 7.02436
1596.85 7.26843
1596.88 7.52472
1596.91 7.79385
1596.94 8.07648
1596.97 8.37329
1597.01 8.68499
1597.04 9.01230
1597.07 9.35598
1597.10 9.71681
1597.13 10.0232
1597.15 10.3293
1597.18 10.6472
1597.20 10.9773
1597.23 11.3339
1597.25 11.6901
1597.28 12.0598
1597.30 12.4433
1597.33 12.8574
1597.36 13.2706
1597.38 13.6990
1597.41 14.1431
1597.43 14.6034
1597.46 15.0803
1597.48 15.5742
1597.51 16.0856
1597.53 16.6365
1597.56 17.1851
1597.61 18.3393
1597.66 19.5727
1597.71 20.8885
1597.76 22.3192
1597.81 23.8117
1597.86 25.3961
1597.91 27.0750
1597.96 28.8870
1598.01 30.7629
1598.06 32.7793
1598.11 34.8578
1598.16 37.0818
1598.21 39.3638
1598.26 41.7452
1598.31 44.2243
1598.36 46.8510
1598.41 49.5187
1598.46 52.2738
1598.51 55.1112
1598.56 58.0838
1598.61 61.0679
1598.71 67.2114
1598.81 73.5892
1598.91 80.0513
1599.12 92.7467
1599.22 98.8126
1599.32 104.506
1599.42 109.657
1599.52 114.209
1599.62 118.230
1599.73 121.371
1599.79 122.797
1599.85 123.862
1599.92 124.554
1599.98 124.868
1600.00 124.887
1600.04 124.795
1600.11 124.276
1600.18 123.323
1600.25 121.920
1600.32 120.122
1600.38 118.074
1600.44 115.739
1600.51 113.067
1600.57 110.165
1600.64 106.970
1600.70 103.610
1600.83 96.3047
1600.95 88.4937
1601.08 80.4180
1601.31 65.7096
1601.43 58.6712
1601.54 51.9950
1601.61 48.4972
1601.67 45.1452
1601.74 41.9469
1601.80 38.9543
1601.86 36.0760
1601.93 33.3626
1601.99 30.8140
1602.05 28.4648
1602.09 27.1232
1602.13 25.8374
1602.17 24.6065
1602.20 23.4596
1602.24 22.3336
1602.28 21.2866
1602.32 20.2607
1602.35 19.3085
1602.39 18.3772
1602.43 17.5143
1602.47 16.6716
1602.50 15.8921
1602.54 15.1320
1602.58 14.4298
1602.62 13.7460
1602.65 13.1151
1602.72 12.1007
1602.78 11.1775
1602.85 10.3383
1602.91 9.58758
1602.97 8.89492
1603.04 8.26664
1603.10 7.69688
1603.16 7.18787
1603.23 6.71845
1603.29 6.29241
1603.36 5.90545
1603.42 5.55889
1603.48 5.23819
1603.55 4.95023
1603.61 4.68297
1603.67 4.44221
1603.74 4.21796
1603.80 4.01207
1603.87 3.82265
1603.93 3.65063
1603.99 3.48905
1604.06 3.33940
1604.12 3.20050
1604.18 3.07324
1604.25 2.95265
1604.31 2.83999
1604.38 2.73452
1604.44 2.63709
1604.50 2.54402
1604.57 2.45772
1604.69 2.29803
1604.80 2.17325
1604.91 2.05931
1605.02 1.95486
1605.13 1.85878
1605.24 1.77012
1605.35 1.68806
1605.46 1.61192
1605.57 1.54109
1605.68 1.47507
1605.79 1.41341
1605.90 1.35569
1606.01 1.30159
1606.12 1.25078
1606.23 1.20300
1606.34 1.15800
1606.45 1.11556
1606.58 1.06913
1606.71 1.02596
1606.84 0.985103
1606.96 0.946997
1607.09 0.910839
1607.22 0.877021
1607.34 0.845093
1607.47 0.814915
1607.73 0.759100
1607.98 0.709119
1608.24 0.663832
1608.49 0.622972
1608.65 0.598739
1608.81 0.576052
1608.98 0.554649
1609.14 0.534436
1609.46 0.497235
1609.79 0.463838
1610.11 0.433648
1610.44 0.406424
1610.76 0.381708
1611.08 0.359198
1611.34 0.342863
1611.59 0.327625
1611.85 0.313388
1612.10 0.300116
1612.36 0.287628
1612.61 0.275909
1612.87 0.264897
1613.12 0.254577
1613.63 0.235609
1614.14 0.218730
1614.65 0.203616
1615.16 0.190026
1615.67 0.177740
1616.18 0.166637
1616.69 0.156531
1617.20 0.147341
1617.71 0.138928
1618.22 0.131236
1618.73 0.124158
1619.23 0.117656
1620.11 0.107578
1620.99 0.0987552
1621.87 0.0909790
1622.75 0.0840888
1623.63 0.0779584
1624.51 0.0724815
1625.39 0.0675686
1626.27 0.0631496
1627.29 0.0585555
1628.31 0.0544520
1629.33 0.0507715
1630.35 0.0474579
1631.37 0.0444640
1632.39 0.0417499
1633.41 0.0392819
1634.42 0.0370332
1635.72 0.0344436
1637.02 0.0321229
1638.32 0.0300354
1639.61 0.0281545
1640.91 0.0264529
1642.21 0.0249034
1644.80 0.0221959
1646.84 0.0203777
1648.87 0.0187836
1650.91 0.0173785
1652.95 0.0161342
1654.99 0.0150262
1657.02 0.0140363
1659.06 0.0131475
1661.10 0.0123474
1665.18 0.0109681
1669.25 0.00982804
1673.33 0.00887529
1677.40 0.00807311
1681.48 0.00739063
1685.55 0.00680358
1689.63 0.00629680
1693.70 0.00585738
1697.78 0.00547335
1701.85 0.00513694
1710.00 0.00457877
1719.64 0.00407099
1729.27 0.00368407
1738.90 0.00338916
1748.53 0.00315994
1761.87 0.00293285
1775.21 0.00278625
1788.55 0.00270511
1801.88 0.00268284
1816.70 0.00272660
1831.52 0.00284656
1838.93 0.00294140
1846.34 0.00306335
1853.75 0.00321624
1861.16 0.00340654
1869.31 0.00367313
1877.46 0.00401481
1885.62 0.00445661
1893.77 0.00503631
1899.69 0.00557704
1905.62 0.00625466
1911.55 0.00711418
1914.51 0.00763621
1917.48 0.00823449
1921.55 0.00921082
1925.63 0.0104147
1929.70 0.0119229
1931.74 0.0128245
1933.78 0.0138474
1936.74 0.0156018
1939.71 0.0177568
1941.19 0.0190203
1942.67 0.0204373
1944.15 0.0220373
1945.63 0.0238497
1947.67 0.0267618
1949.71 0.0302830
1950.73 0.0323268
1951.75 0.0345967
1952.77 0.0371274
1953.79 0.0399576
1954.67 0.0426859
1955.55 0.0457160
1956.43 0.0490943
1957.31 0.0528762
1958.19 0.0571274
1959.07 0.0619270
1959.95 0.0673753
1960.82 0.0735938
1961.84 0.0819849
1962.35 0.0867506
1962.86 0.0919447
1963.37 0.0976432
1963.88 0.103888
1964.39 0.110767
1964.90 0.118367
1965.41 0.126813
1965.92 0.136197
1966.43 0.146707
1966.94 0.158484
1967.45 0.171796
1967.96 0.186862
1968.47 0.204077
1968.98 0.223791
1969.30 0.237941
1969.62 0.253454
1969.95 0.270569
1970.27 0.289520
1970.60 0.310584
1970.92 0.334098
1971.24 0.360463
1971.57 0.390172
1971.82 0.416295
1972.08 0.445219
1972.33 0.477369
1972.59 0.513112
1972.84 0.553353
1973.10 0.598729
1973.23 0.623734
1973.35 0.650198
1973.48 0.678467
1973.61 0.708722
1973.83 0.766444
1973.94 0.798161
1974.05 0.832030
1974.16 0.868271
1974.27 0.907136
1974.38 0.948917
1974.49 0.993954
1974.60 1.04265
1974.71 1.09547
1974.82 1.15298
1974.93 1.21585
1975.04 1.28490
1975.15 1.36112
1975.26 1.44570
1975.37 1.54012
1975.43 1.60029
1975.49 1.66481
1975.56 1.73414
1975.62 1.80762
1975.69 1.88815
1975.75 1.97528
1975.81 2.06976
1975.88 2.17076
1975.94 2.28241
1976.00 2.40422
1976.07 2.53736
1976.13 2.68075
1976.20 2.84036
1976.26 3.01275
1976.32 3.20511
1976.39 3.41329
1976.44 3.60437
1976.49 3.80734
1976.54 4.02697
1976.59 4.26465
1976.65 4.52187
1976.70 4.80021
1976.75 5.10135
1976.80 5.42703
1976.83 5.60643
1976.86 5.78615
1976.88 5.97297
1976.91 6.16712
1976.93 6.36886
1976.96 6.57846
1976.99 6.79617
1977.01 7.02226
1977.04 7.25701
1977.06 7.50068
1977.09 7.75356
1977.12 8.01592
1977.14 8.28806
1977.17 8.57025
1977.19 8.86278
1977.22 9.16595
1977.26 9.61629
1977.29 10.0765
1977.33 10.5592
1977.36 11.0651
1977.40 11.5951
1977.44 12.1498
1977.47 12.7300
1977.51 13.3365
1977.56 14.2234
1977.61 15.1447
1977.66 16.1393
1977.71 17.1691
1977.76 18.3912
1977.82 19.6850
1977.87 21.0513
1977.93 22.4912
1977.98 24.0047
1978.04 25.5919
1978.09 27.2522
1978.15 28.9521
1978.22 31.4587
1978.30 34.0574
1978.37 36.8088
1978.45 39.6297
1978.51 42.1102
1978.57 44.6082
1978.70 49.7712
1978.83 55.0225
1978.96 60.2501
1979.08 65.3686
1979.21 70.1650
1979.30 73.4213
1979.40 76.3727
1979.46 78.2422
1979.52 79.9185
1979.59 81.4411
1979.65 82.7504
1979.73 84.1100
1979.81 85.1395
1979.90 85.9326
1980.00 86.1924
1980.04 86.1537
1980.09 85.9356
1980.15 85.5351
1980.21 84.9412
1980.27 84.1785
1980.37 82.3065
1980.48 79.9081
1980.58 76.9923
1980.69 73.6440
1980.80 69.9350
1980.90 65.9802
1981.00 62.1443
1981.09 58.2354
1981.29 50.3022
1981.39 45.9742
1981.50 41.7583
1981.60 37.7037
1981.71 33.8505
1981.77 31.6687
1981.83 29.6067
1981.90 27.6016
1981.96 25.7198
1982.02 23.9025
1982.08 22.2083
1982.15 20.5825
1982.21 19.0762
1982.26 17.8613
1982.32 16.7122
1982.37 15.6274
1982.42 14.6054
1982.47 13.6443
1982.53 12.7420
1982.58 11.8965
1982.63 11.1054
1982.69 10.3664
1982.74 9.67707
1982.79 9.03501
1982.85 8.43775
1982.90 7.88285
1982.95 7.36790
1983.00 6.89052
1983.06 6.44840
1983.11 6.03928
1983.16 5.66098
1983.22 5.31141
1983.27 4.98855
1983.32 4.69050
1983.38 4.41542
1983.43 4.16159
1983.48 3.92738
1983.53 3.71127
1983.59 3.51182
1983.64 3.32768
1983.69 3.15761
1983.75 3.00045
1983.80 2.85512
1983.85 2.72062
1983.90 2.59830
1983.95 2.49740
1984.00 2.40284
1984.04 2.31413
1984.09 2.23259
1984.13 2.15419
1984.18 2.08044
1984.27 1.94687
1984.36 1.82649
1984.45 1.71986
1984.55 1.62287
1984.64 1.53618
1984.73 1.45661
1984.82 1.38485
1984.91 1.31843
1985.00 1.25805
1985.09 1.20174
1985.19 1.15018
1985.28 1.10179
1985.37 1.05722
1985.47 1.00900
1985.58 0.964318
1985.69 0.922808
1985.79 0.884139
1985.90 0.848032
1986.00 0.814244
1986.11 0.782562
1986.22 0.753076
1986.43 0.698658
1986.64 0.650197
1986.85 0.606813
1987.06 0.567965
1987.33 0.523644
1987.60 0.484608
1987.87 0.449780
1988.14 0.418783
1988.41 0.390863
1988.68 0.365796
1988.95 0.343035
1989.22 0.322450
1989.43 0.307529
1989.64 0.293639
1990.07 0.268586
1990.49 0.246656
1990.91 0.227389
1991.34 0.210291
1991.76 0.195113
1992.18 0.181516
1992.61 0.169342
1993.03 0.158346
1993.46 0.148404
