Cu-63(n,tot) ENDFB-8.0
10548.2 4.08904
10548.8 4.07891
10549.3 4.07048
10549.8 4.06306
10550.3 4.05660
10551.3 4.04513
10552.4 4.03486
10556.0 4.00085
10559.6 3.96788
10566.8 3.90375
10581.2 3.78325
10595.6 3.67601
10602.8 3.62881
10610.0 3.58695
10613.8 3.56761
10617.5 3.55071
10618.5 3.54717
10619.4 3.54444
10620.4 3.54326
10620.8 3.54368
10621.3 3.54511
10621.8 3.54795
10622.3 3.55248
10622.7 3.55915
10623.2 3.56838
10623.7 3.58055
10624.1 3.59594
10624.6 3.61463
10625.1 3.63647
10625.9 3.68065
10626.7 3.72766
10627.5 3.77150
10627.9 3.78944
10628.3 3.80314
10629.0 3.81546
10629.3 3.81672
10629.3 3.81662
10629.6 3.81484
10629.8 3.81263
10630.1 3.80494
10630.5 3.79356
10630.9 3.77515
10631.3 3.75280
10632.2 3.70161
10633.0 3.64807
10633.9 3.60081
10634.3 3.58050
10634.7 3.56295
10635.2 3.54816
10635.6 3.53626
10636.0 3.52644
10636.4 3.51872
10636.9 3.51278
10637.3 3.50838
10638.0 3.50342
10638.7 3.50054
10640.1 3.49812
10642.8 3.49848
10648.4 3.50781
10653.9 3.52797
10659.5 3.55993
10665.0 3.60599
10670.5 3.66869
10676.1 3.75103
10681.6 3.85646
10685.8 3.95569
10690.1 4.07302
10694.3 4.21086
10698.6 4.37352
10702.8 4.56527
10707.0 4.78937
10709.1 4.91564
10711.3 5.05222
10713.4 5.19996
10715.5 5.35897
10719.1 5.65983
10722.7 6.00270
10724.5 6.19325
10726.3 6.39597
10728.0 6.61287
10729.8 6.84502
10731.6 7.09504
10733.4 7.36141
10735.2 7.64687
10737.0 7.95292
10738.8 8.28311
10740.6 8.63558
10742.4 9.01409
10744.2 9.42078
10746.5 9.98586
10748.7 10.6032
10751.0 11.2809
10753.3 12.0263
10755.6 12.8480
10757.9 13.7552
10760.1 14.7578
10762.4 15.8668
10764.2 16.8259
10766.0 17.8604
10767.8 18.9832
10769.6 20.2029
10771.4 21.5366
10773.2 22.9800
10775.0 24.5515
10776.8 26.2638
10778.6 28.1415
10780.4 30.1789
10782.1 32.4021
10783.9 34.8288
10785.7 37.4778
10787.5 40.3690
10789.3 43.5231
10791.1 46.9616
10792.2 49.2673
10793.3 51.6757
10794.4 54.2115
10795.5 56.8790
10796.7 59.6818
10797.8 62.6228
10798.9 65.7041
10800.0 68.9269
10802.2 75.7960
10804.4 83.2118
10806.6 91.1226
10808.9 99.4340
10812.9 115.076
10814.9 122.805
10816.9 130.159
10819.0 136.975
10821.0 142.975
10822.0 145.598
10823.0 147.936
10824.0 149.967
10825.0 151.660
10826.4 153.417
10827.7 154.551
10829.1 155.057
10830.4 154.944
10831.9 154.146
10833.3 152.701
10834.8 150.664
10836.3 148.103
10837.7 145.072
10839.2 141.690
10842.1 134.134
10845.0 125.953
10848.0 117.631
10850.9 109.431
10852.3 105.476
10853.8 101.634
10855.3 97.7674
10856.8 94.0475
10858.4 90.4797
10859.9 87.0669
10861.4 83.8094
10862.9 80.7057
10864.4 77.7525
10866.0 74.9453
10867.5 72.2791
10869.0 69.7480
10870.5 67.3461
10872.0 65.0672
10873.6 62.9051
10875.1 60.8537
10876.6 58.9069
10878.1 57.0590
10879.6 55.3044
10881.2 53.6377
10884.2 50.5481
10887.2 47.7526
10890.3 45.2178
10893.3 42.9142
10896.4 40.8159
10899.4 38.8999
10902.4 37.1519
10905.5 35.5428
10908.5 34.0633
10911.6 32.6999
10914.6 31.4408
10917.6 30.2755
10920.7 29.1949
10923.7 28.1908
10926.8 27.2560
10931.5 25.9326
10936.2 24.7409
10940.9 23.6639
10945.5 22.6850
10950.2 21.7898
10954.9 20.9727
10959.6 20.2213
10964.3 19.5313
10970.4 18.7151
10976.5 17.9763
10982.6 17.3048
10988.6 16.6922
10994.7 16.1314
11000.8 15.6162
11006.9 15.1414
11013.0 14.7033
11019.6 14.2613
11026.2 13.8532
11039.5 13.1245
11052.7 12.4933
11066.0 11.9427
11078.2 11.4940
11090.3 11.0912
11102.5 10.7278
11114.6 10.3986
11126.8 10.0981
11138.9 9.82326
11151.1 9.57036
11163.2 9.33699
11187.6 8.91985
11211.9 8.55724
11236.2 8.23838
11260.5 7.95548
11284.8 7.70251
11309.1 7.47305
11333.4 7.26430
11357.7 7.07378
11406.4 6.73482
11455.0 6.44147
11516.9 6.11770
11578.8 5.83492
11640.6 5.58365
11702.5 5.35473
11755.6 5.17357
11808.6 5.00195
11861.7 4.83906
11914.7 4.68193
11946.8 4.58950
11962.8 4.54387
11970.8 4.52118
11972.8 4.51555
11973.8 4.51280
11974.8 4.51014
11975.3 4.50888
11975.8 4.50769
11976.3 4.50661
11976.8 4.50569
11977.3 4.50497
11977.8 4.50453
11978.3 4.50444
11978.8 4.50477
11979.1 4.50525
11979.4 4.50595
11980.1 4.50808
11980.7 4.51120
11981.4 4.51525
11982.6 4.52502
11983.9 4.53378
11984.4 4.53596
11984.9 4.53692
11985.3 4.53674
11985.6 4.53625
11985.8 4.53530
11986.4 4.53229
11987.0 4.52719
11987.6 4.52076
11989.8 4.49151
11990.4 4.48480
11990.9 4.47877
11991.5 4.47350
11992.0 4.46898
11992.5 4.46597
11992.9 4.46333
11993.3 4.46099
11993.8 4.45892
11994.2 4.45706
11994.6 4.45536
11995.0 4.45380
11995.5 4.45234
11996.3 4.44961
11997.2 4.44704
11998.9 4.44212
12005.8 4.42283
12019.5 4.38446
12055.4 4.28486
12091.3 4.18589
12163.1 3.98869
12199.0 3.89002
12234.9 3.79126
12270.8 3.69251
12306.7 3.59457
12327.9 3.53801
12349.0 3.48312
12370.1 3.43129
12391.2 3.38505
12406.0 3.35868
12420.8 3.34094
12428.7 3.33696
12436.6 3.33866
12444.6 3.34833
12452.5 3.36967
12458.3 3.39590
12464.1 3.43486
12469.9 3.49184
12472.8 3.52941
12475.7 3.57484
12478.9 3.63569
12482.0 3.71151
12485.2 3.80680
12488.4 3.92740
12489.8 3.99409
12491.3 4.06869
12492.7 4.15299
12494.2 4.24862
12495.6 4.35841
12497.1 4.48332
12498.5 4.62714
12500.0 4.79373
12500.9 4.90526
12501.7 5.02777
12502.6 5.16272
12503.4 5.31185
12504.3 5.47718
12505.2 5.66113
12506.0 5.86658
12506.9 6.09413
12507.6 6.31206
12508.3 6.55400
12509.1 6.82358
12509.8 7.12084
12510.5 7.45924
12511.2 7.83577
12512.0 8.26865
12512.7 8.75546
12513.3 9.23928
12513.9 9.78704
12514.3 10.0934
12514.6 10.4104
12514.9 10.7492
12515.2 11.1116
12515.5 11.5129
12515.8 11.9304
12516.1 12.3790
12516.4 12.8616
12516.8 13.3988
12517.1 13.9607
12517.4 14.5674
12517.7 15.2232
12518.1 16.0764
12518.4 16.9880
12518.8 17.9885
12519.1 19.0870
12519.5 20.3283
12519.9 21.6555
12520.2 23.1110
12520.6 24.7052
12521.0 26.4986
12521.3 28.4040
12521.7 30.5360
12522.0 32.7861
12522.4 35.2841
12522.8 37.8967
12523.1 40.6870
12523.5 43.6492
12523.9 46.8619
12524.2 50.1353
12524.9 57.0282
12526.4 71.2506
12526.8 74.7334
12527.1 77.9507
12527.5 81.0241
12527.8 83.7336
12528.2 86.1766
12528.6 88.1743
12528.9 89.7957
12529.3 90.9205
12529.6 91.5391
12530.0 91.7517
12530.3 91.5424
12530.6 90.9023
12531.0 89.8434
12531.3 88.4336
12531.7 86.6134
12532.0 84.5200
12532.3 82.0632
12532.7 79.4258
12533.0 76.4908
12533.3 73.3793
12534.0 66.9052
12535.3 53.6947
12535.7 50.2975
12536.1 47.1124
12536.4 44.0634
12536.8 41.1650
12537.1 38.3517
12537.5 35.7857
12537.8 33.3889
12538.2 31.1601
12538.5 29.0395
12538.9 27.1389
12539.2 25.3900
12539.6 23.7845
12539.9 22.2732
12540.3 20.9305
12540.6 19.7031
12541.0 18.5816
12541.2 17.8692
12541.5 17.1995
12541.7 16.5698
12541.9 15.9777
12542.2 15.4207
12542.4 14.8963
12542.9 13.9373
12543.4 13.0848
12543.9 12.3246
12544.3 11.6449
12544.8 11.0350
12545.2 10.6181
12545.5 10.2424
12545.9 9.89318
12546.2 9.56810
12546.6 9.25660
12546.9 8.97401
12547.6 8.46194
12548.4 8.00509
12549.1 7.60673
12549.8 7.24749
12550.5 6.93111
12551.2 6.64317
12551.9 6.38741
12552.6 6.15279
12553.3 5.94285
12554.0 5.74895
12554.7 5.57432
12555.4 5.41423
12556.1 5.26708
12557.4 5.02698
12558.7 4.81855
12559.9 4.63626
12561.2 4.47579
12562.5 4.33366
12563.8 4.20708
12565.1 4.09377
12566.3 3.99188
12567.7 3.89099
12569.2 3.80033
12570.6 3.71849
12572.0 3.64428
12574.8 3.51495
12577.6 3.40615
12579.9 3.32913
12582.2 3.26122
12586.8 3.14578
12589.1 3.09632
12591.4 3.05219
12592.6 3.03214
12593.8 3.01394
12594.9 2.99744
12596.1 2.98231
12597.1 2.96944
12598.1 2.95637
12599.0 2.94458
12599.3 2.94047
12599.6 2.93598
12600.2 2.92605
12601.1 2.91156
12602.1 2.89667
12603.9 2.86752
12604.8 2.85396
12605.7 2.84125
12606.7 2.82933
12607.6 2.81818
12609.4 2.79709
12611.2 2.77735
12614.9 2.74025
12625.5 2.64683
12636.0 2.56661
12646.5 2.49483
12657.0 2.42862
12672.6 2.33746
12688.1 2.25102
12702.5 2.17299
12716.9 2.09621
12731.3 2.02015
12745.7 1.94441
12760.1 1.86895
12774.5 1.79393
12788.9 1.71978
12803.4 1.64731
12813.9 1.59639
12824.4 1.54872
12834.9 1.50706
12840.2 1.49020
12845.5 1.47814
12849.9 1.47394
12853.8 1.47755
12855.7 1.48321
12857.7 1.49256
12859.6 1.50694
12861.5 1.52833
12863.5 1.55982
12864.5 1.58083
12865.4 1.60653
12866.4 1.63860
12867.4 1.67822
12868.3 1.72841
12868.8 1.75903
12869.3 1.79334
12869.8 1.83375
12870.3 1.87978
12870.8 1.93497
12871.3 1.99912
12871.7 2.07766
12872.2 2.17091
12872.5 2.22734
12872.7 2.28748
12873.0 2.35425
12873.2 2.42851
12873.4 2.51488
12873.7 2.60755
12873.9 2.71101
12874.2 2.82658
12874.4 2.96140
12874.7 3.10631
12874.9 3.26813
12875.1 3.44866
12875.4 3.65870
12875.6 3.88353
12875.9 4.13320
12876.1 4.40986
12876.4 4.72906
12876.6 5.06747
12876.8 5.43928
12877.1 5.84641
12877.2 6.11960
12877.4 6.40765
12877.5 6.71091
12877.7 7.00792
12877.8 7.34133
12878.0 7.69062
12878.3 8.41126
12878.6 9.21940
12878.8 10.0598
12879.1 10.9555
12879.4 11.9024
12879.8 13.2103
12880.2 14.5779
12880.9 17.3982
12881.4 19.0813
12881.9 20.6416
12882.2 21.8496
12882.6 22.8946
12882.8 23.3947
12883.0 23.8228
12883.2 24.2199
12883.4 24.5433
12883.6 24.8727
12883.9 25.1019
12884.1 25.2476
12884.3 25.2960
12884.5 25.2682
12884.7 25.1855
12884.9 25.0393
12885.1 24.8463
12885.3 24.5712
12885.5 24.2348
12885.7 23.8402
12885.9 23.4145
12886.2 22.5679
12886.5 21.6330
12887.0 20.1667
12887.4 18.6118
12888.7 13.7880
12889.0 12.7649
12889.3 11.8137
12889.6 10.9050
12889.8 10.0441
12890.1 9.20668
12890.4 8.45309
12890.7 7.75469
12891.0 7.11160
12891.2 6.62420
12891.4 6.19165
12891.6 5.79102
12891.9 5.42111
12892.1 5.06577
12892.3 4.75434
12892.5 4.46916
12892.7 4.20860
12893.0 3.96074
12893.2 3.74543
12893.4 3.54977
12893.6 3.37219
12893.9 3.20423
12894.1 3.05900
12894.3 2.92747
12894.5 2.80837
12894.7 2.70988
12894.9 2.62415
12895.3 2.47299
12895.7 2.34193
12896.1 2.23360
12896.5 2.13876
12896.8 2.05944
12897.2 1.98908
12897.6 1.92940
12898.0 1.87567
12898.4 1.82944
12898.8 1.78723
12899.1 1.75040
12899.9 1.68632
12900.7 1.63324
12901.5 1.58478
12902.4 1.54435
12903.2 1.50971
12904.0 1.47971
12905.7 1.43036
12907.3 1.39154
12909.0 1.36008
12910.7 1.33440
12912.3 1.31295
12914.0 1.29482
12916.4 1.27333
12918.7 1.25607
12923.5 1.23060
12927.8 1.21534
12929.9 1.21000
12932.0 1.20633
12933.1 1.20552
12934.2 1.20638
12934.7 1.20805
12935.2 1.21110
12935.8 1.21626
12936.3 1.22456
12936.8 1.23769
12937.4 1.25706
12937.9 1.28585
12938.4 1.32589
12939.0 1.38205
12939.5 1.45571
12940.0 1.55099
12940.6 1.67052
12941.0 1.80095
12941.5 1.94903
12942.0 2.11951
12942.5 2.30215
12943.4 2.69776
12943.9 2.89647
12944.4 3.07900
12944.7 3.19528
12945.0 3.29840
12945.4 3.38567
12945.7 3.45296
12945.9 3.49115
12946.1 3.51730
12946.4 3.53549
12946.5 3.53631
12946.5 3.53674
12946.6 3.53764
12946.6 3.53753
12946.8 3.53432
12947.0 3.51958
12947.2 3.49473
12947.6 3.44348
12947.9 3.37658
12948.2 3.29157
12948.5 3.19587
12949.0 3.02721
12949.5 2.84171
12950.4 2.45988
12950.9 2.27503
12951.4 2.10362
12951.9 1.94957
12952.3 1.81771
12952.6 1.74138
12952.9 1.67550
12953.2 1.61721
12953.5 1.56615
12953.8 1.52184
12954.1 1.48374
12954.4 1.45128
12954.7 1.42388
12955.0 1.40025
12955.3 1.38136
12955.6 1.36584
12955.9 1.35320
12956.6 1.33465
12957.2 1.32337
12957.8 1.31671
12958.4 1.31333
12959.6 1.31208
12962.0 1.31951
12964.4 1.33253
12968.2 1.36029
12972.0 1.39523
12975.9 1.43717
12979.7 1.48617
12983.5 1.54300
12987.3 1.60801
12991.2 1.68213
12995.0 1.76625
12997.2 1.82013
12999.4 1.87770
13001.6 1.93943
13003.8 2.00558
13006.1 2.07674
13008.3 2.15260
13010.5 2.23377
13012.7 2.32060
13014.9 2.41391
13017.1 2.51325
13019.3 2.61948
13021.5 2.73307
13023.8 2.85510
13026.0 2.98504
13028.2 3.12400
13030.4 3.27261
13032.2 3.40203
13034.0 3.53901
13035.8 3.68445
13037.6 3.84045
13038.5 3.92460
13039.4 4.01382
13040.3 4.11345
13041.2 4.22658
13041.7 4.29234
13042.2 4.36333
13042.6 4.44210
13043.1 4.52981
13043.5 4.62981
13044.0 4.73859
13044.4 4.85864
13044.9 4.98990
13045.3 5.14143
13045.8 5.30308
13046.8 5.64085
13047.3 5.81221
13047.7 5.97733
13048.2 6.13085
13048.7 6.26499
13049.1 6.37010
13049.5 6.45405
13050.0 6.52057
13050.4 6.56075
13050.8 6.58538
13051.2 6.58977
13051.8 6.57047
13052.4 6.52151
13053.1 6.45757
13053.7 6.39061
13054.4 6.33159
13055.0 6.28829
13055.7 6.26719
13056.3 6.26951
13056.9 6.29480
13057.5 6.33409
13058.0 6.38622
13058.7 6.46480
13059.4 6.55508
13060.0 6.65517
13060.7 6.76274
13062.0 6.99412
13063.3 7.24145
13066.0 7.77467
13068.6 8.35847
13071.3 8.99687
13073.9 9.69526
13076.5 10.4598
13079.2 11.2975
13080.7 11.8194
13082.2 12.3702
13083.8 12.9515
13085.3 13.5653
13086.8 14.2136
13088.4 14.8985
13089.9 15.6222
13091.4 16.3822
13092.9 17.1908
13094.5 18.0461
13096.0 18.9508
13097.5 19.9017
13099.0 20.9145
13100.6 21.9865
13102.1 23.1214
13103.6 24.3148
13105.2 25.6207
13106.8 27.0054
13108.3 28.4735
13109.9 30.0198
13111.5 31.6688
13113.0 33.4162
13114.6 35.2669
13116.2 37.2132
13117.7 39.2853
13119.3 41.4756
13120.9 43.7888
13122.4 46.2127
13124.0 48.7815
13125.6 51.4825
13127.1 54.3173
13128.7 57.2668
13130.4 60.5896
13132.1 64.0392
13135.4 71.3460
13138.7 79.1088
13142.1 87.1647
13145.4 95.3014
13148.8 103.163
13150.4 106.890
13152.1 110.416
13153.8 113.697
13155.4 116.685
13157.9 120.426
13160.3 123.354
13162.1 124.974
13164.0 126.067
13165.8 126.638
13167.6 126.690
13169.4 126.241
13171.3 125.328
13173.1 123.978
13174.9 122.251
13176.7 120.177
13178.6 117.828
13182.2 112.475
13185.8 106.540
13189.5 100.378
13193.1 94.1991
13196.8 88.2054
13200.0 83.1055
13203.3 78.2786
13206.5 73.7496
13209.7 69.5267
13213.0 65.6065
13216.2 61.9784
13219.5 58.6271
13222.7 55.5441
13225.9 52.6999
13229.1 50.0760
13232.4 47.6541
13235.6 45.4238
13238.8 43.3552
13242.1 41.4406
13245.3 39.6663
13248.5 38.0249
13252.3 36.2271
13256.1 34.5797
13260.0 33.0593
13263.8 31.6609
13267.6 30.3666
13271.4 29.1730
13275.2 28.0639
13279.0 27.0311
13285.5 25.4381
13291.9 24.0213
13298.4 22.7513
13304.8 21.6112
13311.3 20.5801
13317.7 19.6467
13324.2 18.7972
13330.6 18.0212
13337.1 17.3088
13343.6 16.6549
13350.0 16.0507
13356.5 15.4928
13362.9 14.9744
13369.4 14.4930
13375.8 14.0435
13382.3 13.6241
13393.4 12.9604
13404.6 12.3656
13415.7 11.8254
13426.9 11.3349
13438.0 10.8863
13449.2 10.4745
13460.3 10.0950
13471.5 9.74448
13480.9 9.46910
13490.0 9.21789
13494.5 9.09790
13499.0 8.98259
13499.8 8.96480
13500.6 8.94380
13502.7 8.89138
13506.4 8.80130
13510.1 8.71415
13517.5 8.54651
13532.3 8.23902
13539.6 8.09975
13547.0 7.97120
13554.4 7.85463
13561.8 7.75195
13568.1 7.67654
13574.5 7.61484
13580.8 7.57022
13587.1 7.54651
13594.9 7.55320
13602.6 7.61159
13606.5 7.66584
13610.4 7.74082
13614.2 7.84042
13618.1 7.96943
13621.3 8.10114
13624.4 8.26054
13627.6 8.45244
13630.8 8.68181
13633.9 8.95689
13637.1 9.28410
13640.3 9.67640
13641.8 9.90009
13643.4 10.1450
13645.4 10.4779
13647.3 10.8482
13649.2 11.2648
13651.2 11.7290
13653.1 12.2524
13655.0 12.8370
13657.0 13.4976
13658.9 14.2375
13660.8 15.0757
13662.8 16.0167
13664.7 17.0854
13665.7 17.6711
13666.6 18.2876
13667.6 18.9502
13668.6 19.6553
13669.6 20.4056
13670.5 21.1956
13671.5 22.0446
13672.5 22.9480
13673.4 23.9090
13674.4 24.9199
13675.3 25.9936
13676.3 27.1334
13677.3 28.3423
13678.2 29.6235
13679.2 30.9796
13680.1 32.4131
13681.1 33.9261
13682.1 35.5029
13683.0 37.1773
13684.0 38.9330
13685.9 42.6812
13687.8 46.7193
13689.7 50.9681
13691.5 54.9660
13693.2 58.9673
13694.9 62.9034
13696.7 66.5971
13697.5 68.3275
13698.4 69.9489
13699.3 71.4442
13700.1 72.7825
13701.0 73.9804
13701.9 75.0089
13702.7 75.8577
13703.6 76.5127
13705.0 77.1765
13706.4 77.3404
13707.4 77.1456
13708.5 76.6958
13709.5 76.0000
13710.6 75.0923
13711.6 73.9794
13712.7 72.7079
13714.8 69.7486
13716.8 66.4194
13718.9 62.9029
13721.0 59.3464
13723.1 55.8591
13724.9 53.0008
13726.7 50.2923
13728.4 47.7346
13730.2 45.3360
13732.0 43.0857
13733.8 41.0058
13735.5 39.0767
13737.3 37.2905
13739.1 35.6469
13740.8 34.1260
13742.6 32.7186
13744.3 31.4227
13746.1 30.2149
13747.8 29.1010
13749.6 28.0609
13751.3 27.0996
13753.4 26.0429
13755.5 25.0708
13757.6 24.1750
13759.7 23.3518
13761.7 22.5868
13763.8 21.8812
13765.9 21.2225
13768.0 20.6121
13771.5 19.6664
13775.0 18.8250
13778.5 18.0709
13782.0 17.3920
13785.5 16.7766
13789.0 16.2197
13792.5 15.7124
13796.1 15.2485
13799.6 14.8219
13803.1 14.4304
13810.1 13.7338
13817.1 13.1340
13824.2 12.6131
13830.2 12.2150
13836.3 11.8577
13842.4 11.5339
13848.4 11.2402
13854.5 10.9717
13860.6 10.7256
13872.7 10.2902
13886.8 9.86141
13900.8 9.49592
13914.9 9.17969
13928.9 8.90266
13943.0 8.65720
13957.0 8.43801
13971.1 8.24056
13985.1 8.06156
13995.3 7.94154
14004.9 7.83616
14014.5 7.73793
14019.3 7.69180
14024.1 7.64845
14026.5 7.62815
14028.9 7.60928
14031.3 7.59227
14033.7 7.57841
14035.0 7.57305
14036.2 7.57010
14037.5 7.57131
14038.2 7.57462
14038.8 7.58090
14039.4 7.59165
14040.1 7.60889
14040.7 7.63663
14041.0 7.65588
14041.3 7.67978
14041.7 7.70929
14042.0 7.74554
14042.3 7.78980
14042.6 7.84352
14042.9 7.90830
14043.3 7.98589
14043.6 8.07815
14043.9 8.18702
14044.2 8.31449
14044.5 8.46251
14044.9 8.63290
14045.2 8.82087
14045.7 9.15915
14046.1 9.55705
14046.6 10.0144
14047.1 10.5275
14047.6 11.0880
14048.1 11.6835
14049.0 12.8939
14049.4 13.3352
14049.7 13.7506
14050.1 14.1294
14050.4 14.4613
14050.8 14.7367
14051.2 14.9475
14051.4 15.0380
14051.6 15.1033
14052.0 15.1555
14052.0 15.1560
14052.1 15.1517
14052.2 15.1415
14052.4 15.1032
14052.7 15.0143
14053.0 14.8897
14053.3 14.6427
14053.7 14.3354
14054.1 13.9399
14054.5 13.5036
14054.9 13.0183
14055.3 12.5224
14056.3 11.2625
14056.8 10.6668
14057.2 10.1160
14057.7 9.62046
14058.2 9.18582
14058.7 8.81348
14059.2 8.50721
14059.6 8.29315
14060.0 8.11307
14060.4 7.96328
14060.8 7.84274
14061.2 7.74155
14061.6 7.66137
14062.0 7.59487
14062.4 7.54261
14062.8 7.49943
14063.2 7.46544
14063.6 7.43716
14063.9 7.41460
14064.3 7.39548
14064.7 7.37986
14065.5 7.35475
14066.3 7.33518
14067.1 7.31938
14067.9 7.30581
14068.7 7.29373
14070.3 7.27250
14071.9 7.25381
14073.3 7.23814
14074.7 7.22356
14077.6 7.19636
14080.5 7.17101
14083.4 7.14702
14089.2 7.10149
14095.0 7.05832
14100.7 7.01669
14106.5 6.97648
14118.0 6.89931
14143.4 6.74204
14168.7 6.59837
14194.0 6.46548
14219.4 6.34181
14252.2 6.19327
14284.9 6.05565
14317.7 5.92708
14350.5 5.80616
14386.3 5.68171
14404.1 5.62216
14413.1 5.59303
14417.6 5.57873
14419.8 5.57176
14420.9 5.56846
14421.5 5.56693
14422.0 5.56557
14422.6 5.56441
14423.1 5.56357
14423.7 5.56323
14424.0 5.56330
14424.3 5.56358
14424.5 5.56411
14424.8 5.56491
14425.1 5.56604
14425.4 5.56754
14425.7 5.56947
14425.9 5.57186
14426.5 5.57816
14427.1 5.58707
14427.6 5.59887
14428.2 5.61379
14428.7 5.63189
14429.3 5.65296
14429.9 5.67649
14431.0 5.72672
14431.9 5.76666
14432.4 5.78329
14432.8 5.79629
14433.5 5.80830
14433.9 5.81037
14434.1 5.81024
14434.1 5.81019
14434.2 5.81000
14434.2 5.80980
14434.3 5.80931
14434.4 5.80777
14434.5 5.80694
14434.5 5.80656
14434.6 5.80572
14434.8 5.80236
14435.0 5.79837
14435.4 5.78788
14435.9 5.77074
14436.4 5.75003
14437.3 5.70241
14438.6 5.63646
14439.3 5.60686
14439.9 5.58142
14440.6 5.55978
14440.9 5.55040
14441.2 5.54230
14441.6 5.53492
14441.9 5.52862
14442.2 5.52310
14442.5 5.51828
14443.0 5.51172
14443.3 5.50896
14443.6 5.50649
14444.1 5.50227
14444.6 5.49881
14445.1 5.49593
14445.6 5.49345
14446.2 5.49125
14446.7 5.48929
14447.7 5.48563
14448.7 5.48222
14450.8 5.47573
14455.0 5.46307
14459.1 5.45066
14472.6 5.41178
14486.1 5.37543
14492.8 5.35867
14499.6 5.34333
14506.3 5.33000
14513.0 5.31970
14519.8 5.31416
14523.2 5.31411
14526.5 5.31677
14529.9 5.32317
14533.3 5.33487
14536.6 5.35430
14540.0 5.38559
14542.9 5.42675
14544.3 5.45498
14545.7 5.48998
14547.1 5.53448
14548.6 5.59109
14550.0 5.66557
14551.4 5.76480
14552.8 5.90395
14553.6 5.99624
14554.3 6.10805
14555.0 6.24971
14555.7 6.42721
14556.1 6.53575
14556.4 6.65595
14556.8 6.79722
14557.1 6.95452
14557.6 7.19657
14558.0 7.47942
14558.5 7.82484
14558.7 8.02210
14558.9 8.22779
14559.2 8.46202
14559.4 8.71730
14559.6 8.99515
14559.8 9.28341
14560.1 9.60971
14560.3 9.94698
14560.5 10.3272
14560.7 10.7185
14561.1 11.3174
14561.4 11.9742
14561.7 12.6903
14562.0 13.4404
14562.3 14.2743
14562.6 15.1663
14562.9 16.1135
14563.2 17.0786
14563.6 18.2919
14563.9 19.5539
14564.6 22.1251
14565.3 24.6809
14565.7 25.9160
14566.1 27.0472
14566.4 28.0306
14566.7 28.8896
14567.0 29.6615
14567.4 30.2852
14567.7 30.7477
14568.0 31.0838
14568.3 31.2877
14568.5 31.3558
14568.9 31.2777
14569.2 31.0455
14569.5 30.6495
14569.8 30.1215
14570.1 29.6169
14570.3 29.0624
14570.6 28.4181
14570.8 27.7421
14571.2 26.7014
14571.5 25.5816
14572.2 23.1863
14572.9 20.4621
14573.3 19.1420
14573.7 17.8631
14574.0 16.9319
14574.2 16.0695
14574.5 15.2457
14574.8 14.4634
14575.0 13.6982
14575.3 13.0059
14575.6 12.3589
14575.9 11.7571
14576.2 10.9851
14576.6 10.3145
14577.0 9.71938
14577.3 9.19442
14577.7 8.72205
14578.1 8.32083
14578.5 7.97135
14578.8 7.66764
14579.2 7.39747
14579.6 7.16973
14580.0 6.96713
14580.3 6.79601
14580.7 6.64322
14581.1 6.51348
14581.5 6.39684
14581.8 6.29702
14582.6 6.12826
14583.3 5.99409
14584.1 5.88531
14584.8 5.79658
14586.1 5.67291
14587.4 5.57866
14588.7 5.50391
14590.0 5.44319
14591.3 5.39288
14592.6 5.35052
14595.2 5.28306
14597.7 5.23143
14600.3 5.19068
14602.9 5.15729
14605.5 5.12918
14608.1 5.10490
14610.7 5.08369
14615.8 5.04766
14619.5 5.02572
14623.2 5.00586
14630.5 4.97047
14637.8 4.93896
14645.2 4.90989
14659.9 4.85598
14674.5 4.80496
14696.3 4.73140
14718.0 4.65816
14741.9 4.57621
14765.9 4.49154
14789.8 4.40297
14813.7 4.30924
14828.4 4.24857
14832.1 4.23307
14833.9 4.22529
14834.8 4.22145
14835.7 4.21776
14836.6 4.21426
14837.1 4.21267
14837.6 4.21125
14838.0 4.21006
14838.5 4.20918
14838.9 4.20871
14839.4 4.20876
14839.9 4.20947
14840.3 4.21099
14840.8 4.21348
14841.2 4.21711
14841.7 4.22203
14842.2 4.22836
14842.6 4.23619
14843.1 4.24530
14844.0 4.26892
14845.0 4.29673
14845.9 4.32507
14846.9 4.34897
14847.4 4.35861
14847.9 4.36437
14848.4 4.36581
14848.6 4.36530
14848.6 4.36522
14848.7 4.36482
14848.8 4.36431
14849.0 4.36299
14849.2 4.36089
14849.6 4.35427
14850.0 4.34510
14850.6 4.32849
14851.2 4.30885
14852.3 4.26411
14853.2 4.22979
14853.9 4.20812
14854.5 4.18912
14855.1 4.17244
14855.7 4.15866
14856.3 4.14711
14856.6 4.14217
14856.9 4.13786
14857.2 4.13384
14857.5 4.13023
14857.9 4.12696
14858.2 4.12408
14858.8 4.11887
14859.4 4.11449
14860.0 4.11055
14860.6 4.10702
14861.2 4.10366
14861.8 4.10049
14863.1 4.09436
14868.0 4.07025
14872.9 4.04596
14882.7 3.99613
14902.4 3.89040
14922.1 3.77544
14931.9 3.71428
14941.8 3.65078
14956.1 3.55472
14963.2 3.50562
14970.4 3.45660
14977.6 3.40831
14984.7 3.36230
14991.9 3.32064
14999.0 3.28672
15003.5 3.27154
15008.0 3.26324
15012.9 3.26514
15017.8 3.28316
15022.7 3.32405
15025.2 3.35598
15027.6 3.39766
