Mg-25(n,g) ENDFB-8.0
0.378125 0.0492454
0.387500 0.0486464
0.396875 0.0480688
0.406250 0.0475114
0.425000 0.0464523
0.443750 0.0454608
0.462500 0.0445303
0.500000 0.0428297
0.531250 0.0415522
0.562500 0.0403814
0.593750 0.0393038
0.625000 0.0383079
0.687500 0.0365242
0.750000 0.0349685
0.812500 0.0335966
0.875000 0.0323773
0.937500 0.0312817
1.00000 0.0302878
1.06250 0.0293827
1.12500 0.0285542
1.18750 0.0277921
1.25000 0.0270879
1.37500 0.0258266
1.50000 0.0247266
1.62500 0.0237563
1.75000 0.0228943
1.87500 0.0221198
2.00000 0.0214158
2.18750 0.0204758
2.37500 0.0196506
2.56250 0.0189178
2.75000 0.0182631
2.93750 0.0176720
3.12500 0.0171332
3.31250 0.0166409
3.50000 0.0161887
3.87500 0.0153850
4.25000 0.0146902
4.62500 0.0140819
5.00000 0.0135442
5.31250 0.0131405
5.62500 0.0127701
5.93750 0.0124293
6.25000 0.0121144
6.87500 0.0115504
7.50000 0.0110585
8.12500 0.0106245
8.75000 0.0102387
9.37500 0.00989220
10.0000 0.00957790
10.6250 0.00929179
11.2500 0.00902989
11.8750 0.00878896
12.5000 0.00856635
13.7500 0.00816760
15.0000 0.00781982
16.2500 0.00751301
17.5000 0.00724009
18.7500 0.00699495
20.0000 0.00677262
21.8750 0.00647568
23.7500 0.00621481
25.6250 0.00598314
27.5000 0.00577583
29.3750 0.00558871
31.2500 0.00541846
33.1250 0.00526288
35.0000 0.00511998
38.7500 0.00486599
42.5000 0.00464641
46.2500 0.00445413
50.0000 0.00428402
53.1250 0.00415627
56.2500 0.00403922
59.3750 0.00393154
62.5000 0.00383205
68.7500 0.00365383
75.0000 0.00349840
81.2500 0.00336128
87.5000 0.00323921
93.7500 0.00312957
100.000 0.00303030
106.250 0.00293993
112.500 0.00285721
118.750 0.00278111
125.000 0.00271080
137.500 0.00258486
150.000 0.00247503
162.500 0.00237814
175.000 0.00229187
187.500 0.00221439
200.000 0.00214425
218.750 0.00205056
237.500 0.00196823
256.250 0.00189513
275.000 0.00182968
293.750 0.00177060
312.500 0.00171692
331.250 0.00166787
350.000 0.00162284
387.500 0.00154280
425.000 0.00147364
462.500 0.00141311
500.000 0.00135956
531.250 0.00131937
562.500 0.00128258
593.750 0.00124875
625.000 0.00121751
687.500 0.00116159
750.000 0.00111287
812.500 0.00106995
875.000 0.00103177
937.500 0.000997527
1000.00 0.000966585
1062.50 0.000938461
1125.00 0.000912759
1250.00 0.000867388
1375.00 0.000828510
1500.00 0.000794748
1625.00 0.000765102
1750.00 0.000738834
1875.00 0.000715372
2000.00 0.000694271
2187.50 0.000666313
2375.00 0.000642012
2562.50 0.000620697
2750.00 0.000601870
2937.50 0.000585138
3125.00 0.000570194
3500.00 0.000544755
3875.00 0.000524116
4250.00 0.000507303
4625.00 0.000493638
5000.00 0.000482639
5625.00 0.000469333
6250.00 0.000461447
6875.00 0.000458418
7500.00 0.000460023
8125.00 0.000466321
8750.00 0.000477632
9375.00 0.000494561
10000.0 0.000518049
10721.8 0.000555328
11082.7 0.000578757
11443.6 0.000606376
11804.5 0.000638276
12165.4 0.000675944
12526.3 0.000720067
12887.2 0.000771393
13313.7 0.000845627
13526.9 0.000887820
13740.2 0.000935594
13953.5 0.000988543
14166.7 0.00104800
14380.0 0.00111467
14593.2 0.00118928
14773.7 0.00126065
14954.1 0.00133950
15134.6 0.00142741
15315.0 0.00152648
15495.5 0.00163687
15675.9 0.00176233
15766.1 0.00183037
15856.4 0.00190438
16036.8 0.00206468
16159.8 0.00218794
16282.9 0.00232358
16405.9 0.00247302
16528.9 0.00263811
16652.0 0.00281925
16775.0 0.00302175
16898.0 0.00324735
17021.1 0.00349971
17111.3 0.00370507
17201.5 0.00392790
17291.7 0.00417123
17382.0 0.00443887
17472.2 0.00473060
17562.4 0.00505296
17652.6 0.00540789
17742.8 0.00579766
17830.7 0.00622082
17874.7 0.00644595
17918.6 0.00668679
18006.5 0.00720118
18094.4 0.00777724
18138.3 0.00808484
18182.3 0.00841488
18270.2 0.00912269
18314.1 0.00951108
18358.0 0.00991916
18402.0 0.0103449
18445.9 0.0107991
18510.4 0.0115156
18574.9 0.0122894
18639.4 0.0131278
18703.9 0.0140383
18768.4 0.0150178
18832.9 0.0160773
18897.4 0.0172158
18961.9 0.0184302
19005.9 0.0193055
19049.8 0.0202160
19137.8 0.0221364
19225.7 0.0241524
19313.7 0.0262144
19401.6 0.0282477
19489.6 0.0301782
19533.6 0.0310583
19577.5 0.0318636
19621.5 0.0325785
19665.5 0.0331873
19712.4 0.0337050
19759.3 0.0340741
19806.2 0.0342851
19853.1 0.0343323
19900.0 0.0342148
19950.0 0.0339129
20000.0 0.0334397
20052.0 0.0327789
20104.0 0.0319689
20156.0 0.0310378
20208.0 0.0299916
20260.0 0.0289048
20312.0 0.0277445
20415.9 0.0253929
20519.9 0.0230319
20623.9 0.0208006
20675.9 0.0197513
20727.9 0.0187444
20779.9 0.0177757
20831.9 0.0168609
20892.1 0.0158701
20952.3 0.0149413
21012.5 0.0140748
21072.7 0.0132702
21132.9 0.0125187
21193.1 0.0118222
21253.3 0.0111749
21313.4 0.0105717
21387.2 0.00989264
21461.0 0.00927020
21534.8 0.00870261
21608.6 0.00818042
21682.4 0.00770056
21756.2 0.00726243
21829.9 0.00685802
21903.7 0.00648469
22008.5 0.00600556
22113.2 0.00557735
22217.9 0.00519322
22322.7 0.00484992
22427.4 0.00453723
22532.1 0.00425449
22636.9 0.00399820
22741.6 0.00376555
22895.2 0.00346303
22972.0 0.00332361
23048.8 0.00319544
23202.4 0.00295930
23356.0 0.00275167
23509.6 0.00256538
23663.2 0.00240008
23816.9 0.00225177
23970.5 0.00211749
24152.0 0.00197681
24333.5 0.00185090
24515.1 0.00173835
24696.6 0.00163779
24878.1 0.00154673
25059.7 0.00146589
25241.2 0.00139096
25422.7 0.00132274
25730.0 0.00122233
26037.2 0.00113492
26344.4 0.00105903
26651.6 0.000993349
26958.8 0.000935159
27266.0 0.000884219
27573.3 0.000839053
27880.5 0.000798573
28355.3 0.000744778
28830.1 0.000699259
29304.8 0.000660865
29779.6 0.000627492
30254.4 0.000598776
30729.2 0.000573974
31204.0 0.000552492
31678.8 0.000533867
32516.6 0.000506933
33354.5 0.000485944
34192.4 0.000469734
35030.2 0.000457685
35868.1 0.000448642
36705.9 0.000442468
38381.7 0.000437414
39610.5 0.000439400
40839.4 0.000445173
42068.3 0.000454844
43297.1 0.000468675
44526.0 0.000486287
45754.9 0.000508544
46983.7 0.000535622
48212.6 0.000567773
50000.0 0.000626646
51608.3 0.000694235
53216.6 0.000779805
54020.7 0.000831063
54824.8 0.000889215
55629.0 0.000955484
56433.1 0.00103138
57388.0 0.00113718
58342.9 0.00126357
59297.9 0.00141812
60252.8 0.00161482
60667.4 0.00172206
61082.0 0.00185317
61496.7 0.00202993
61704.0 0.00215477
61911.3 0.00232940
62112.3 0.00260566
62206.6 0.00280957
62300.8 0.00310717
62395.0 0.00357269
62442.2 0.00392076
62489.3 0.00439708
62519.1 0.00479752
62549.0 0.00530897
62578.8 0.00597794
62608.6 0.00687815
62638.5 0.00813263
62653.4 0.00895537
62668.3 0.00995756
62683.2 0.0111830
62698.2 0.0127038
62713.1 0.0146783
62728.0 0.0172814
62740.6 0.0201559
62753.1 0.0239166
62760.2 0.0265806
62767.3 0.0297787
62774.3 0.0336625
62781.4 0.0384286
62788.5 0.0443795
62795.5 0.0519371
62799.1 0.0565171
62802.6 0.0617535
62806.1 0.0677976
62809.7 0.0748258
62813.0 0.0825862
62816.4 0.0916790
62819.7 0.102428
62821.4 0.108551
62823.0 0.115217
62824.7 0.122579
62826.4 0.130686
62828.0 0.139640
62829.7 0.149554
62831.4 0.160563
62833.0 0.172819
62834.7 0.186496
62836.4 0.201693
62838.4 0.223212
62839.5 0.235114
62840.5 0.247894
62841.5 0.261615
62842.6 0.276345
62843.6 0.292154
62844.6 0.309111
62845.7 0.327285
62846.7 0.346744
62847.7 0.367553
62848.7 0.389772
62849.8 0.413452
62850.8 0.438640
62851.8 0.465366
62852.9 0.493649
62853.9 0.524981
62855.0 0.558008
62856.1 0.592683
62857.2 0.628930
62858.3 0.666640
62859.3 0.705671
62860.4 0.745842
62861.5 0.786552
62863.8 0.874352
62866.0 0.962203
62868.3 1.04668
62870.5 1.12367
62871.7 1.16020
62872.9 1.19286
62874.1 1.22168
62875.3 1.24574
62876.5 1.26504
62877.6 1.27893
62878.8 1.28743
62880.0 1.29022
62880.9 1.28867
62881.7 1.28413
62883.1 1.27035
62884.5 1.24917
62885.9 1.22102
62887.3 1.18654
62888.7 1.14650
62890.1 1.10175
62891.5 1.05319
62892.9 1.00177
62895.2 0.915815
62897.4 0.828785
62899.6 0.743316
62901.9 0.661799
62904.3 0.579793
62906.7 0.505783
62907.9 0.471973
62909.1 0.440313
62910.3 0.410778
62911.5 0.383533
62912.7 0.360082
62913.8 0.338243
62914.9 0.317939
62916.0 0.299086
62917.1 0.281600
62918.2 0.265391
62920.4 0.236587
62922.6 0.211750
62924.8 0.190498
62927.1 0.172102
62929.3 0.156265
62930.9 0.145995
62932.5 0.136763
62934.1 0.128389
62935.7 0.120774
62939.0 0.107445
62942.2 0.0962919
62945.4 0.0868121
62948.6 0.0787339
62951.8 0.0717714
62955.1 0.0657270
62959.5 0.0586165
62963.9 0.0526593
62968.4 0.0476070
62972.8 0.0432848
62977.2 0.0395505
62981.7 0.0363160
62986.1 0.0334896
62990.5 0.0310048
62999.4 0.0268513
63008.3 0.0235443
63017.1 0.0208618
63026.0 0.0186616
63034.9 0.0168314
63043.7 0.0152959
63061.4 0.0128800
63077.6 0.0112343
63093.7 0.00994839
63109.8 0.00892240
63125.9 0.00809335
63158.2 0.00685182
63190.4 0.00598209
63217.8 0.00543311
63245.2 0.00500650
63300.0 0.00439796
63354.8 0.00399278
63409.6 0.00371381
63461.2 0.00352592
63603.0 0.00322509
63744.9 0.00308769
63886.7 0.00303283
64028.6 0.00301864
64273.6 0.00305635
64518.6 0.00313694
64763.6 0.00324330
65008.6 0.00337066
65253.6 0.00351417
65498.6 0.00367257
65743.6 0.00384551
65988.6 0.00403346
66272.3 0.00427261
66414.1 0.00439899
66556.0 0.00453296
66839.7 0.00481746
66981.5 0.00496999
67123.3 0.00512991
67265.2 0.00529554
67407.0 0.00546903
67548.9 0.00565191
67690.7 0.00584131
67832.6 0.00603857
67974.4 0.00624742
68116.3 0.00646376
68258.1 0.00668805
68394.9 0.00691736
68531.7 0.00715434
68668.5 0.00739915
68805.3 0.00765810
68942.1 0.00792522
69078.9 0.00820094
69215.8 0.00849161
69352.6 0.00879064
69489.4 0.00909873
69626.2 0.00941948
69763.0 0.00975232
69899.8 0.0100959
70036.6 0.0104474
70173.4 0.0108079
70447.0 0.0115548
70610.5 0.0120166
70773.9 0.0124833
70937.4 0.0129541
71100.8 0.0134263
71427.7 0.0143558
71754.6 0.0152294
72081.5 0.0160117
72408.4 0.0166381
72571.9 0.0168906
72735.4 0.0170728
72898.8 0.0172086
73062.3 0.0172950
73300.0 0.0172942
73537.8 0.0171634
73775.5 0.0169093
74013.3 0.0165436
74251.0 0.0160826
74414.5 0.0157144
74577.9 0.0153235
74741.4 0.0149126
74904.8 0.0144792
75231.7 0.0135923
75558.6 0.0127073
75885.5 0.0118584
76212.4 0.0110832
76539.4 0.0104049
76866.3 0.00984449
77034.8 0.00962255
77203.4 0.00945248
77372.0 0.00934198
77540.6 0.00930833
77731.6 0.00939534
77922.6 0.00966024
78113.6 0.0101871
78209.1 0.0105934
78304.6 0.0111233
78386.5 0.0117145
78468.3 0.0124653
78550.2 0.0134242
78632.0 0.0146603
78700.2 0.0159741
78768.5 0.0176317
78836.7 0.0197463
78904.9 0.0225053
78954.9 0.0250821
79004.9 0.0282899
79055.0 0.0323394
79080.0 0.0347693
79105.0 0.0375323
79143.6 0.0426016
79182.3 0.0489005
79201.6 0.0526248
79221.0 0.0568023
79240.3 0.0615255
79259.6 0.0668779
79284.6 0.0749035
79309.6 0.0844133
79322.1 0.0898250
79334.6 0.0957282
79347.1 0.102182
79359.6 0.109227
79372.7 0.117266
79385.7 0.126070
79398.7 0.135714
79411.7 0.146240
79424.8 0.157712
79437.8 0.170137
79450.8 0.183517
79463.8 0.197815
79480.9 0.217711
79497.9 0.238454
79514.9 0.259368
79531.9 0.279432
79548.9 0.297282
79557.5 0.304914
79566.0 0.311438
79574.5 0.316689
79583.0 0.320523
79591.5 0.322833
79600.0 0.323552
79608.5 0.322657
79617.0 0.320171
79625.6 0.316168
79634.1 0.310767
79642.6 0.304101
79651.1 0.296354
79668.1 0.278326
79685.2 0.258149
79702.2 0.237199
79719.2 0.216465
79736.3 0.196620
79752.5 0.179025
79768.7 0.162882
79784.9 0.148225
79801.1 0.135023
79817.3 0.123181
79833.5 0.112599
79849.7 0.103156
79865.9 0.0947377
79882.8 0.0869231
79899.7 0.0799776
79916.6 0.0737900
79933.5 0.0682663
79950.3 0.0633213
79967.2 0.0588888
80001.0 0.0513108
80034.7 0.0451229
80068.5 0.0400197
80102.3 0.0357708
80136.0 0.0322018
80166.7 0.0294423
80197.4 0.0270487
80258.8 0.0231306
80320.2 0.0200963
80381.6 0.0177019
80449.1 0.0156099
80516.6 0.0139411
80584.1 0.0125917
80651.7 0.0114896
80737.6 0.0103681
80823.5 0.00950684
80909.5 0.00886391
80995.4 0.00848815
81044.5 0.00843760
81096.7 0.00860219
81148.9 0.00923456
81175.0 0.00991340
81201.1 0.0110725
81214.1 0.0119381
81227.2 0.0131246
81240.2 0.0148190
81253.3 0.0173109
81259.4 0.0189105
81265.5 0.0209100
81271.7 0.0234554
81277.8 0.0267676
81284.0 0.0311990
81290.1 0.0373394
81293.2 0.0413467
81296.2 0.0462195
81299.3 0.0522160
81302.4 0.0596508
81304.9 0.0671088
81307.4 0.0760868
81309.9 0.0870034
81312.3 0.100160
81314.8 0.116078
81317.3 0.135039
81319.8 0.157458
81322.3 0.183574
81323.8 0.200395
81325.2 0.218445
81328.1 0.257939
81331.0 0.301058
81333.8 0.345954
81337.9 0.407816
81339.9 0.435953
81341.9 0.460701
81343.9 0.481391
81346.0 0.496864
81348.0 0.506422
81350.0 0.509625
81351.4 0.508150
81353.6 0.499673
81355.8 0.484101
81358.0 0.462263
81360.2 0.435272
81362.6 0.401181
81365.0 0.364252
81369.8 0.288736
81372.9 0.243382
81376.0 0.202836
81379.1 0.167763
81382.2 0.138563
81385.2 0.115659
81388.1 0.0971854
81391.1 0.0823777
81394.0 0.0705603
81397.0 0.0610935
81399.9 0.0535236
81402.9 0.0473982
81405.8 0.0423914
81410.9 0.0357091
81416.0 0.0307472
81421.0 0.0269387
81426.1 0.0239538
81431.2 0.0215559
81436.2 0.0196038
81446.4 0.0166334
81455.9 0.0146047
81465.5 0.0130768
81475.1 0.0118915
81484.6 0.0109515
81503.7 0.00956312
81522.9 0.00860022
81543.1 0.00786427
81563.4 0.00731788
81603.9 0.00655514
81644.4 0.00604725
81684.9 0.00568134
81801.9 0.00500852
81918.9 0.00458764
82152.9 0.00403014
82323.9 0.00373467
82494.9 0.00349199
82837.0 0.00310445
83179.0 0.00280248
83521.0 0.00255592
83863.0 0.00235047
84205.1 0.00217480
84889.1 0.00188747
85573.2 0.00166107
86257.2 0.00147663
87049.3 0.00130298
87841.3 0.00116012
88633.4 0.00104077
89425.5 0.000939972
90217.5 0.000854886
91009.6 0.000781007
91801.7 0.000717142
92593.7 0.000662263
94177.8 0.000572727
95762.0 0.000506384
96914.0 0.000472229
98066.1 0.000455272
98408.2 0.000457920
98750.2 0.000473027
98921.2 0.000486464
99092.2 0.000516973
99263.2 0.000581195
99348.7 0.000645314
99434.2 0.000759242
99463.5 0.000819158
99492.7 0.000898713
99522.0 0.00100498
99551.2 0.00114752
99580.5 0.00135514
99595.1 0.00149525
99609.8 0.00166973
99624.4 0.00189089
99639.0 0.00217533
99653.6 0.00255063
99668.3 0.00306514
99677.8 0.00351434
99687.4 0.00409145
99696.9 0.00485085
99706.5 0.00587967
99711.3 0.00653993
99716.1 0.00733134
99720.9 0.00829630
99725.6 0.00949489
99730.4 0.0110186
99735.2 0.0130146
99740.0 0.0157321
99742.4 0.0174880
99744.8 0.0196115
99746.9 0.0218789
99749.0 0.0246163
99751.1 0.0279479
99753.2 0.0320284
99755.3 0.0370475
99757.4 0.0432318
99759.5 0.0508450
99761.6 0.0601844
99763.7 0.0715709
99765.9 0.0853345
99768.0 0.101790
99770.1 0.121209
99772.2 0.143781
99774.3 0.169572
99776.4 0.198486
99778.5 0.230070
99781.3 0.275949
99784.1 0.323838
99786.9 0.371323
99789.8 0.415341
99791.4 0.438527
99793.1 0.458575
99794.8 0.475131
99796.4 0.487496
99798.2 0.495849
99800.0 0.498644
99800.4 0.498529
99801.2 0.497316
99802.1 0.494825
99803.8 0.486022
99805.6 0.472420
99807.3 0.454594
99809.6 0.425349
99811.8 0.391168
99814.1 0.353776
99816.4 0.314888
99819.2 0.266568
99822.1 0.221076
99824.9 0.179900
99827.8 0.144354
99829.2 0.128658
99830.6 0.114524
99832.0 0.101796
99833.5 0.0904119
99836.3 0.0712820
99839.2 0.0565171
99842.4 0.0439256
99845.6 0.0347816
99848.8 0.0281081
99852.1 0.0232301
99855.3 0.0195861
99858.5 0.0168239
99861.7 0.0146673
99865.0 0.0129547
99868.2 0.0115571
99871.4 0.0104026
99877.9 0.00860024
99884.3 0.00726572
99890.7 0.00624566
99897.6 0.00540200
99904.4 0.00473436
99911.2 0.00419550
99918.1 0.00375306
99931.7 0.00307427
99945.4 0.00258494
99959.0 0.00222108
99972.7 0.00194458
99986.4 0.00172885
100000 0.00155477
100020 0.00135172
100041 0.00120028
100061 0.00108371
100081 0.000993105
100127 0.000846659
100173 0.000749910
100218 0.000683629
100264 0.000638201
100356 0.000576258
100447 0.000539276
100630 0.000500539
100813 0.000483643
101056 0.000476128
101584 0.000487298
102113 0.000523717
102397 0.000555567
102681 0.000598254
102966 0.000656676
103250 0.000736630
103463 0.000817072
103677 0.000921857
103783 0.000986564
103890 0.00106103
103997 0.00114827
104103 0.00124971
104215 0.00137621
104327 0.00152775
104383 0.00161489
104438 0.00171072
104494 0.00181663
104550 0.00193349
104606 0.00206330
104662 0.00220737
104718 0.00236766
104774 0.00254607
104829 0.00274543
104885 0.00296796
104941 0.00321726
104997 0.00349549
105051 0.00379372
105104 0.00412421
105158 0.00448994
105211 0.00489281
105265 0.00533346
105318 0.00581032
105372 0.00631901
105425 0.00685063
105613 0.00864422
105659 0.00898597
105706 0.00924454
105730 0.00933756
105753 0.00940309
105777 0.00944069
105800 0.00945016
105838 0.00940503
105875 0.00928839
105906 0.00914428
105936 0.00896054
105967 0.00874242
105997 0.00849630
106027 0.00822619
106058 0.00793863
106119 0.00733391
106241 0.00612065
106302 0.00555516
106363 0.00503556
106431 0.00451401
106498 0.00405078
106566 0.00364428
106634 0.00328830
106702 0.00297629
106770 0.00270460
106838 0.00246671
106906 0.00225786
106976 0.00207036
107045 0.00190531
107115 0.00175974
107184 0.00163128
107254 0.00151683
107323 0.00141510
107393 0.00132403
107462 0.00124234
107602 0.00110252
107741 0.000987909
107880 0.000892868
108019 0.000813416
108158 0.000746439
108297 0.000688883
108436 0.000639370
108575 0.000596740
108854 0.000526510
109132 0.000471802
109347 0.000437375
109562 0.000408174
109992 0.000361628
110422 0.000325955
110852 0.000298036
111256 0.000276811
111661 0.000259180
112470 0.000231528
113280 0.000210678
114089 0.000194271
115809 0.000168478
117529 0.000150004
119249 0.000135682
120968 0.000124154
124206 0.000107377
127443 9.47548E-05
130681 8.48808E-05
133918 7.69741E-05
138369 6.84751E-05
142821 6.19722E-05
147272 5.69818E-05
151724 5.31853E-05
161436 4.81393E-05
171148 4.66216E-05
181670 4.86554E-05
186930 5.12590E-05
192191 5.51623E-05
200000 6.41841E-05
204061 7.11885E-05
206092 7.59328E-05
207107 7.94767E-05
208122 8.49905E-05
208493 8.93648E-05
208864 9.72628E-05
209050 0.000104771
209235 0.000118031
209328 0.000129122
209421 0.000145869
209467 0.000157751
209514 0.000172831
209560 0.000192596
209606 0.000220482
209638 0.000246267
209670 0.000279900
209702 0.000324971
209733 0.000386233
209749 0.000426542
