Sm-144(n,g) ENDFB-8.0
Energy(eV) XS(b)
2497.00 0.0148417
2497.81 0.0150869
2498.63 0.0153393
2499.44 0.0155985
2500.25 0.0158652
2501.06 0.0161395
2501.87 0.0164223
2502.68 0.0167131
2503.49 0.0170129
2504.30 0.0173213
2505.12 0.0176396
2505.93 0.0179672
2506.74 0.0183055
2507.55 0.0186539
2508.36 0.0190139
2509.17 0.0193850
2509.99 0.0197686
2510.80 0.0201643
2511.61 0.0205737
2512.42 0.0209963
2513.23 0.0214338
2514.04 0.0218858
2514.85 0.0223541
2515.67 0.0228383
2516.48 0.0233404
2517.29 0.0238599
2518.10 0.0243990
2518.91 0.0249574
2519.72 0.0255375
2520.53 0.0261387
2521.35 0.0267639
2522.16 0.0274125
2522.97 0.0280876
2523.78 0.0287888
2524.59 0.0295193
2525.40 0.0302789
2526.22 0.0310711
2527.03 0.0318957
2527.80 0.0327167
2528.58 0.0335717
2529.35 0.0344627
2530.13 0.0353905
2530.90 0.0363596
2531.67 0.0373699
2532.45 0.0384266
2533.22 0.0395297
2534.00 0.0406849
2534.77 0.0418940
2535.55 0.0431604
2536.32 0.0444860
2537.10 0.0458779
2537.87 0.0473361
2538.65 0.0488682
2539.42 0.0504765
2540.23 0.0522558
2541.04 0.0541339
2541.86 0.0561221
2542.67 0.0582233
2543.48 0.0604518
2544.29 0.0628121
2545.10 0.0653179
2545.91 0.0679814
2546.72 0.0708198
2547.53 0.0738411
2548.35 0.0770695
2549.16 0.0805155
2549.97 0.0842085
2550.78 0.0881628
2551.59 0.0924141
2552.40 0.0969815
2553.22 0.101909
2554.03 0.107223
2554.84 0.112979
2555.65 0.119211
2556.46 0.125990
2557.27 0.133364
2558.08 0.141424
2558.90 0.150235
2559.30 0.154962
2559.71 0.159918
2560.11 0.165119
2560.52 0.170565
2560.92 0.176302
2561.33 0.182337
2561.74 0.188688
2562.14 0.195363
2562.55 0.202418
2562.95 0.209865
2563.36 0.217733
2563.76 0.226032
2564.17 0.234839
2564.58 0.244172
2564.98 0.254074
2565.39 0.264563
2565.90 0.278921
2566.42 0.294440
2566.94 0.311318
2567.45 0.329648
2567.97 0.349687
2568.49 0.371569
2569.00 0.395568
2569.52 0.421959
2569.92 0.444612
2570.33 0.469123
2570.74 0.495697
2571.14 0.524493
2571.55 0.555920
2571.95 0.590214
2572.36 0.627729
2572.76 0.668763
2573.17 0.713986
2573.58 0.763847
2573.78 0.790711
2573.98 0.818980
2574.19 0.848750
2574.39 0.879967
2574.59 0.913052
2574.79 0.947978
2575.00 0.984875
2575.20 1.02369
2575.40 1.06497
2575.60 1.10869
2575.81 1.15503
2576.01 1.20396
2576.34 1.29103
2576.51 1.33795
2576.67 1.38732
2576.84 1.43930
2577.01 1.49407
2577.17 1.55180
2577.34 1.61269
2577.50 1.67695
2577.67 1.74480
2577.84 1.81649
2578.00 1.89228
2578.17 1.97243
2578.33 2.05723
2578.50 2.14700
2578.67 2.24205
2578.87 2.36595
2579.07 2.49889
2579.27 2.64154
2579.48 2.79458
2579.68 2.95868
2579.88 3.13451
2580.09 3.32270
2580.29 3.52278
2580.52 3.76891
2580.75 4.03171
2580.98 4.31351
2581.21 4.61145
2581.45 4.92702
2581.68 5.25572
2582.14 5.94625
2582.76 6.87502
2583.06 7.31149
2583.37 7.70341
2583.52 7.87781
2583.68 8.03426
2583.83 8.17060
2583.99 8.28421
2584.14 8.37487
2584.29 8.44041
2584.45 8.47980
2584.60 8.49243
2584.81 8.46766
2584.97 8.41263
2585.14 8.32737
2585.31 8.21341
2585.47 8.07367
2585.64 7.90886
2585.81 7.72362
2585.97 7.51863
2586.14 7.29935
2586.47 6.82501
2586.80 6.32402
2587.47 5.32080
2587.78 4.87648
2588.09 4.46029
2588.41 4.07338
2588.56 3.89198
2588.72 3.71978
2588.87 3.55450
2589.03 3.39713
2589.18 3.24750
2589.34 3.10627
2589.50 2.97134
2589.65 2.84337
2589.81 2.72206
2589.96 2.60782
2590.12 2.49684
2590.28 2.39181
2590.44 2.29241
2590.60 2.19835
2590.76 2.10930
2590.92 2.02499
2591.08 1.94514
2591.23 1.86949
2591.39 1.79779
2591.55 1.72979
2591.87 1.60406
2592.19 1.49069
2592.51 1.38854
2592.82 1.29572
2593.14 1.21147
2593.46 1.13483
2593.78 1.06495
2594.10 1.00111
2594.41 0.942665
2594.73 0.889041
2595.05 0.839748
2595.30 0.804308
2595.54 0.771016
2595.79 0.739707
2596.03 0.710347
2596.28 0.682558
2596.52 0.656338
2596.77 0.631572
2597.02 0.608247
2597.51 0.565078
2598.00 0.526346
2598.49 0.491408
2598.98 0.459795
2599.30 0.440905
2599.62 0.423145
2599.93 0.406428
2600.25 0.390676
2600.57 0.375815
2600.89 0.361782
2601.52 0.335965
2602.16 0.312805
2602.80 0.291954
2603.43 0.273117
2604.07 0.256045
2604.70 0.240527
2605.34 0.226379
2605.98 0.213448
2606.61 0.201597
2607.25 0.190712
2607.88 0.180694
2608.52 0.171458
2609.16 0.162938
2609.79 0.155031
2610.43 0.147686
2611.06 0.140850
2611.70 0.134479
2612.34 0.128535
2612.97 0.122982
2613.61 0.117785
2614.24 0.112924
2615.51 0.104064
2616.79 0.0962255
2618.06 0.0892574
2619.33 0.0830408
2620.60 0.0774633
2621.87 0.0724444
2623.15 0.0679123
2624.42 0.0638062
2625.69 0.0600745
2626.96 0.0566734
2628.23 0.0535651
2629.50 0.0507192
2631.47 0.0467649
2633.44 0.0432832
2635.40 0.0402080
2637.37 0.0374602
2639.33 0.0350018
2641.30 0.0327973
2643.26 0.0308113
2645.23 0.0290180
2647.77 0.0269427
2650.32 0.0251067
2652.86 0.0234750
2655.40 0.0220195
2657.95 0.0207151
2660.49 0.0195431
2663.04 0.0184857
2665.58 0.0175296
2669.28 0.0162945
2672.98 0.0152172
2676.68 0.0142758
2680.38 0.0134474
2684.08 0.0127128
2687.78 0.0120618
2691.48 0.0114833
2695.18 0.0109681
2700.26 0.0103493
2705.35 0.00981750
2710.44 0.00936046
2715.53 0.00896852
2720.61 0.00863065
2725.70 0.00834184
2730.79 0.00809545
2735.87 0.00788605
2740.50 0.00772549
2745.12 0.00759375
2749.75 0.00747985
2754.37 0.00739169
2759.00 0.00731765
2763.62 0.00726671
2772.87 0.00721264
2779.28 0.00721569
2785.68 0.00724932
2792.08 0.00731200
2798.48 0.00740335
2804.89 0.00752381
2811.29 0.00767512
2817.69 0.00786347
2820.89 0.00801866
2821.69 0.00828300
2822.09 0.00874346
2822.49 0.00975773
2822.69 0.0105835
2822.89 0.0116743
2823.09 0.0130490
2823.29 0.0146958
2824.09 0.0223339
2824.21 0.0232219
2824.57 0.0249497
2824.66 0.0250786
2824.70 0.0250912
2824.77 0.0250544
2824.89 0.0248180
2825.15 0.0235670
2825.51 0.0205582
2825.87 0.0169759
2826.24 0.0137025
2826.60 0.0112661
2826.78 0.0103922
2826.96 0.00972765
2827.33 0.00889968
2827.69 0.00851294
2828.05 0.00835670
2828.83 0.00829168
2829.61 0.00830618
2831.17 0.00835872
2834.28 0.00849205
2840.51 0.00879051
2846.74 0.00913366
2852.97 0.00952274
2859.20 0.00995935
2862.32 0.0102002
2865.43 0.0104563
2868.55 0.0107284
2871.66 0.0110177
2874.78 0.0113253
2877.89 0.0116525
2880.38 0.0119292
2882.87 0.0122189
2885.37 0.0125250
2887.86 0.0128471
2890.35 0.0131862
2892.84 0.0135434
2895.33 0.0139199
2897.83 0.0143168
2899.69 0.0146289
2901.56 0.0149540
2903.43 0.0152929
2905.30 0.0156461
2907.17 0.0160145
2908.11 0.0162047
2909.04 0.0163986
2909.97 0.0165969
2910.91 0.0167994
2911.84 0.0170068
2912.78 0.0172185
2913.40 0.0173624
2914.02 0.0175084
2914.65 0.0176565
2915.27 0.0178069
2915.79 0.0179342
2916.31 0.0180628
2916.83 0.0181931
2917.35 0.0183250
2917.87 0.0184586
2918.38 0.0185938
2919.42 0.0188696
2920.46 0.0191528
2921.50 0.0194431
2922.54 0.0197412
2923.58 0.0200473
2925.03 0.0204904
2926.48 0.0209500
2927.94 0.0214269
2929.39 0.0219215
2930.84 0.0224359
2932.30 0.0229711
2933.75 0.0235285
2935.20 0.0241083
2936.35 0.0245809
2937.49 0.0250689
2938.63 0.0255731
2939.77 0.0260942
2940.91 0.0266330
2942.06 0.0271901
2943.20 0.0277666
2944.34 0.0283632
2945.48 0.0289815
2946.63 0.0296213
2947.77 0.0302843
2948.91 0.0309716
2950.05 0.0316849
2951.19 0.0324244
2952.34 0.0331919
2953.48 0.0339889
2954.62 0.0348169
2955.76 0.0356776
2956.90 0.0365726
2958.05 0.0375038
2959.19 0.0384731
2960.33 0.0394828
2961.47 0.0405349
2962.61 0.0416319
2963.76 0.0427774
2964.90 0.0439722
2966.04 0.0452202
2967.18 0.0465247
2968.33 0.0478890
2969.47 0.0493168
2970.61 0.0508122
2971.75 0.0523795
2972.89 0.0540248
2974.04 0.0557502
2975.18 0.0575627
2976.32 0.0594681
2977.46 0.0614730
2978.60 0.0635843
2979.75 0.0658096
2980.89 0.0681574
2982.03 0.0706389
2983.17 0.0732598
2984.32 0.0760332
2985.46 0.0789709
2986.60 0.0820864
2987.74 0.0853941
2988.88 0.0889101
2990.03 0.0926522
2991.17 0.0966438
2992.31 0.100900
2993.45 0.105448
2994.59 0.110316
2995.74 0.115533
2996.88 0.121135
2998.02 0.127160
2999.16 0.133650
3000.31 0.140662
3001.45 0.148239
3002.59 0.156450
3003.73 0.165368
3004.87 0.175075
3005.44 0.180254
3006.02 0.185667
3006.59 0.191328
3007.16 0.197253
3007.73 0.203458
3008.30 0.209962
3008.87 0.216782
3009.44 0.223941
3010.01 0.231460
3010.58 0.239364
3011.15 0.247679
3011.73 0.256435
3012.30 0.265661
3012.87 0.275394
3013.44 0.285669
3014.01 0.296527
3014.58 0.308012
3015.15 0.320174
3015.72 0.333065
3016.29 0.346741
3016.86 0.361265
3017.44 0.376701
3018.06 0.394677
3018.68 0.413953
3019.30 0.434666
3019.93 0.456966
3020.55 0.481009
3021.17 0.506972
3021.80 0.535057
3022.42 0.565492
3022.99 0.595729
3023.56 0.628339
3024.13 0.663630
3024.70 0.701893
3025.28 0.743459
3025.85 0.788703
3026.42 0.838052
3026.99 0.891995
3027.56 0.951088
3028.13 1.01597
3028.70 1.08737
3028.99 1.12585
3029.27 1.16614
3029.56 1.20865
3029.84 1.25323
3030.13 1.30033
3030.41 1.34977
3030.70 1.40206
3030.99 1.45702
3031.27 1.51522
3031.56 1.57646
3031.84 1.64139
3032.13 1.71001
3032.41 1.78260
3032.70 1.85913
3032.99 1.94041
3033.27 2.02617
3033.56 2.11733
3033.84 2.21357
3034.13 2.31589
3034.41 2.42394
3034.70 2.53883
3034.98 2.66011
3035.27 2.78900
3035.55 2.92494
3035.84 3.06921
3036.13 3.22112
3036.41 3.37853
3036.68 3.54362
3036.96 3.71768
3037.24 3.89950
3037.52 4.09029
3037.80 4.28844
3038.36 4.70701
3038.92 5.15076
3039.48 5.60801
3040.04 6.06545
3040.59 6.50171
3040.91 6.72951
3041.22 6.93826
3041.53 7.12424
3041.85 7.28313
3042.16 7.41138
3042.47 7.50486
3042.79 7.56155
3043.10 7.57988
3043.46 7.55307
3043.75 7.49445
3044.04 7.40425
3044.33 7.28455
3044.62 7.13800
3044.91 6.96773
3045.21 6.77719
3045.50 6.56997
3045.79 6.34970
3046.37 5.88383
3046.95 5.40480
3047.53 4.93268
3048.11 4.48263
3048.67 4.08231
3048.94 3.89416
3049.22 3.71415
3049.50 3.54174
3049.77 3.37815
3050.05 3.22264
3050.32 3.07501
3050.60 2.93454
3050.88 2.80196
3051.15 2.67647
3051.43 2.55773
3051.71 2.44504
3051.98 2.33888
3052.26 2.23850
3052.53 2.14360
3052.82 2.05164
3053.10 1.96479
3053.38 1.88274
3053.67 1.80519
3053.95 1.73188
3054.23 1.66253
3054.52 1.59692
3054.80 1.53500
3055.08 1.47614
3055.36 1.42035
3055.93 1.31725
3056.50 1.22432
3057.06 1.14050
3057.63 1.06445
3058.19 0.995413
3058.76 0.932604
3059.32 0.875425
3059.89 0.823072
3060.46 0.775124
3061.02 0.731119
3061.59 0.690722
3062.02 0.661609
3062.46 0.634320
3062.90 0.608655
3063.34 0.584492
3063.77 0.561665
3064.21 0.540168
3064.65 0.519849
3065.08 0.500624
3065.96 0.465124
3066.83 0.433232
3067.71 0.404462
3068.58 0.378429
3069.15 0.362872
3069.71 0.348244
3070.28 0.334473
3070.84 0.321518
3071.41 0.309272
3071.98 0.297708
3072.54 0.286774
3073.11 0.276445
3074.24 0.257352
3075.37 0.240173
3076.50 0.224638
3077.63 0.210569
3078.77 0.197768
3079.90 0.186096
3081.03 0.175427
3082.16 0.165658
3083.29 0.156676
3084.42 0.148413
3085.56 0.140789
3086.69 0.133762
3087.82 0.127246
3088.95 0.121186
3090.08 0.115541
3091.21 0.110287
3092.34 0.105382
3093.48 0.100803
3095.74 0.0925016
3098.00 0.0851950
3100.26 0.0787312
3102.53 0.0729863
3104.79 0.0678581
3107.05 0.0632604
3109.32 0.0591267
3111.58 0.0553959
3113.84 0.0520183
3116.11 0.0489519
3118.37 0.0461610
3120.63 0.0436153
3122.90 0.0412893
3125.16 0.0391613
3127.42 0.0372136
3129.68 0.0354322
3131.95 0.0338071
3134.21 0.0323338
3136.47 0.0310152
3138.74 0.0298679
3141.00 0.0289349
3142.65 0.0284410
3144.29 0.0282012
3146.14 0.0285026
3147.07 0.0290879
3147.99 0.0302429
3148.92 0.0325495
3149.38 0.0347483
3149.62 0.0365283
3149.85 0.0392497
3150.08 0.0437728
3150.19 0.0471591
3150.31 0.0516263
3150.43 0.0576498
3150.54 0.0657212
3150.66 0.0765200
3150.77 0.0907692
3150.89 0.109792
3151.00 0.134814
3151.12 0.167445
3151.24 0.209185
3151.35 0.262957
3151.47 0.330293
3151.58 0.415113
3151.70 0.518863
3151.76 0.579566
3151.81 0.646398
3151.87 0.719738
3151.93 0.799952
3151.99 0.887392
3152.05 0.982384
3152.10 1.08522
3152.16 1.19418
3152.22 1.31330
3152.28 1.44089
3152.33 1.57705
3152.39 1.72183
3152.45 1.87516
3152.51 2.03694
3152.57 2.20695
3152.62 2.38174
3152.68 2.56707
3152.74 2.75942
3152.86 3.16270
3152.97 3.58550
3153.09 4.01637
3153.32 4.88377
3153.43 5.29523
3153.55 5.67360
3153.64 5.94206
3153.73 6.18073
3153.82 6.38504
3153.91 6.55096
3153.97 6.64499
3154.04 6.71531
3154.11 6.76606
3154.14 6.78130
3154.17 6.78801
3154.20 6.79021
3154.23 6.78819
3154.25 6.78344
3154.28 6.77063
3154.33 6.74205
3154.42 6.64771
3154.48 6.56866
3154.53 6.47515
3154.59 6.36661
3154.64 6.24385
3154.71 6.07644
3154.78 5.89109
3154.85 5.68978
3154.91 5.47787
3155.05 5.01472
3155.18 4.52586
3155.41 3.66824
3155.52 3.24979
3155.63 2.84875
3155.69 2.65673
3155.75 2.47123
3155.81 2.29277
3155.86 2.12177
3155.92 1.95859
3155.98 1.80345
3156.03 1.65652
3156.09 1.51788
3156.15 1.38754
3156.20 1.26545
3156.26 1.15148
3156.32 1.04546
3156.38 0.947177
3156.43 0.856368
3156.49 0.772745
3156.55 0.695989
3156.60 0.625764
3156.66 0.561716
3156.77 0.450705
3156.89 0.360039
3157.00 0.287428
3157.13 0.221726
3157.26 0.171618
3157.39 0.133898
3157.52 0.106022
3157.65 0.0853130
3157.78 0.0701935
3157.91 0.0592211
3158.04 0.0513332
3158.17 0.0455681
3158.30 0.0413690
3158.43 0.0382772
3158.56 0.0359786
3158.82 0.0328249
3159.08 0.0307808
3159.60 0.0281629
3160.11 0.0264233
3161.15 0.0241066
3162.19 0.0225891
3163.23 0.0215002
3165.30 0.0199838
3168.44 0.0184612
3171.59 0.0173412
3174.73 0.0164209
3177.88 0.0156269
3184.16 0.0142806
3190.45 0.0131455
3195.98 0.0122822
3201.52 0.0115162
3207.05 0.0108325
3212.58 0.0102200
3218.11 0.00966631
3223.65 0.00916584
3229.18 0.00871129
3234.71 0.00829663
3244.77 0.00763648
3254.83 0.00706976
3264.89 0.00657935
3274.95 0.00615486
3285.01 0.00578876
3295.07 0.00546923
3305.13 0.00518863
3315.19 0.00494321
3329.27 0.00465372
3343.35 0.00441949
3357.44 0.00424187
3371.52 0.00414291
3379.32 0.00415702
3387.11 0.00429421
3391.01 0.00447183
3394.91 0.00481797
3396.86 0.00510112
3398.81 0.00554786
3400.75 0.00626375
3401.73 0.00680657
3402.70 0.00754979
3403.33 0.00818338
3403.96 0.00898913
3404.59 0.0100395
3405.22 0.0114514
3405.85 0.0134402
3406.16 0.0147746
3406.48 0.0164667
3406.79 0.0187687
3407.11 0.0222170
3407.26 0.0247298
3407.42 0.0281194
3407.58 0.0328207
3407.73 0.0394783
3407.88 0.0485251
3407.96 0.0543829
3408.03 0.0612622
3408.11 0.0695578
3408.18 0.0794290
3408.26 0.0911569
3408.33 0.104861
3408.41 0.121273
3408.48 0.140632
3408.56 0.163396
3408.63 0.189692
3408.71 0.220785
3408.78 0.256439
3408.85 0.298272
3408.93 0.345857
3409.00 0.401222
3409.08 0.464556
3409.15 0.536675
3409.23 0.617255
3409.30 0.709301
3409.38 0.812617
3409.45 0.928002
3409.53 1.05441
3409.60 1.19592
3409.68 1.35152
3409.75 1.52167
3409.83 1.70412
3409.90 1.90399
3409.97 2.11590
3410.05 2.34534
3410.12 2.58574
3410.19 2.80086
3410.25 3.02499
3410.31 3.25742
3410.38 3.49729
3410.50 3.99529
3410.63 4.50535
3410.88 5.53477
3411.00 6.02275
3411.13 6.47006
3411.21 6.73983
3411.29 6.98046
3411.38 7.19420
3411.46 7.37269
3411.53 7.50516
3411.61 7.60530
3411.69 7.67725
3411.73 7.70209
3411.77 7.71336
3411.80 7.71550
3411.84 7.71151
3411.87 7.70220
3411.91 7.67810
3411.98 7.61993
3412.05 7.53567
3412.11 7.42800
3412.19 7.26850
3412.27 7.08041
3412.35 6.86448
3412.42 6.62363
3412.52 6.30119
3412.61 5.95254
3412.71 5.58394
3412.80 5.20581
3412.99 4.42913
3413.09 4.04171
3413.18 3.66689
3413.25 3.39579
3413.32 3.13318
3413.39 2.88035
3413.46 2.64171
3413.53 2.41118
3413.60 2.19295
3413.67 1.98747
3413.74 1.79764
3413.81 1.61808
3413.88 1.45156
3413.95 1.29789
3414.02 1.15869
3414.09 1.02952
3414.16 0.913575
3414.23 0.806950
3414.30 0.712094
3414.37 0.625615
3414.44 0.548292
3414.51 0.479445
3414.58 0.419217
3414.65 0.365202
3414.71 0.318318
3414.78 0.276590
3414.85 0.240636
3414.92 0.208865
3414.99 0.181312
3415.06 0.157495
3415.13 0.137242
3415.20 0.119567
3415.27 0.104620
3415.34 0.0916391
3415.41 0.0807099
3415.53 0.0650483
3415.66 0.0532788
3415.78 0.0444469
3415.90 0.0378562
3416.02 0.0328326
3416.15 0.0290340
3416.27 0.0260785
3416.39 0.0237807
3416.64 0.0204364
3416.88 0.0181283
3417.13 0.0164090
3417.37 0.0150496
3417.86 0.0129802
3418.35 0.0114592
3418.84 0.0102901
3419.33 0.00936800
3420.31 0.00802126
3421.29 0.00709852
3422.27 0.00642872
3423.25 0.00592605
3425.04 0.00528872
3426.82 0.00487656
3430.39 0.00436266
3433.95 0.00406874
3437.52 0.00388348
3444.65 0.00366528
3451.78 0.00354065
3470.32 0.00337273
3488.86 0.00329029
3507.41 0.00324662
3525.95 0.00322830
3541.64 0.00323035
3557.32 0.00324515
3573.01 0.00327270
3588.70 0.00331353
3604.39 0.00336624
3620.08 0.00343289
3635.77 0.00351350
3651.46 0.00360848
3661.44 0.00367811
3671.43 0.00375523
3681.41 0.00384029
3686.40 0.00388486
3691.39 0.00393268
3696.38 0.00398307
3701.38 0.00403612
3706.37 0.00409201
3711.36 0.00415094
3716.35 0.00421321
3721.34 0.00427922
3726.34 0.00434954
3731.33 0.00442485
3735.25 0.00448844
3739.17 0.00455699
3743.09 0.00463184
3747.02 0.00471541
3750.94 0.00481197
3754.86 0.00493004
3758.78 0.00508829
3762.71 0.00533629
3765.56 0.00565808
3768.41 0.00628652
3769.84 0.00691126
3770.55 0.00741767
3771.26 0.00818889
3771.62 0.00877880
3771.98 0.00968788
3772.16 0.0103832
3772.33 0.0113567
3772.51 0.0127743
3772.69 0.0148890
3772.78 0.0163391
3772.87 0.0181066
3772.96 0.0202835
3773.05 0.0229625
3773.14 0.0262540
3773.22 0.0302883
3773.31 0.0352185
3773.40 0.0412218
3773.49 0.0485926
3773.58 0.0574025
3773.67 0.0679890
3773.76 0.0806468
3773.85 0.0957010
3773.94 0.113507
3774.03 0.134449
3774.12 0.158934
3774.25 0.203429
3774.38 0.258435
3774.52 0.325454
3774.65 0.405243
3774.74 0.467348
3774.83 0.535544
3774.92 0.610683
3775.01 0.692873
3775.10 0.782104
3775.19 0.878239
3775.27 0.980998
3775.36 1.08995
3775.45 1.20580
3775.54 1.32522
3775.72 1.57461
3775.90 1.83007
3776.08 2.08015
3776.22 2.26476
3776.36 2.43063
3776.43 2.50566
3776.50 2.57402
3776.57 2.63505
3776.63 2.68743
3776.73 2.74860
3776.83 2.79120
3776.92 2.81195
3776.96 2.81699
3776.99 2.81861
3777.00 2.81865
3777.02 2.81834
3777.03 2.81753
3777.07 2.81382
3777.14 2.79864
3777.23 2.76491
3777.32 2.71613
3777.43 2.63776
3777.54 2.54105
3777.65 2.42768
3777.76 2.30024
3777.91 2.10386
3778.06 1.89352
3778.36 1.46337
3778.51 1.25575
3778.66 1.06210
3778.81 0.883595
3778.96 0.725015
3779.09 0.600982
3779.23 0.493395
3779.36 0.400158
3779.49 0.321793
3779.62 0.255924
3779.76 0.202179
3779.89 0.158284
3780.02 0.123453
3780.15 0.0957624
3780.29 0.0743529
3780.42 0.0577484
3780.55 0.0452073
3780.68 0.0356895
3780.82 0.0286405
3780.95 0.0234145
3781.08 0.0195626
3781.21 0.0167149
3781.34 0.0146426
3781.48 0.0131069
3781.61 0.0119778
3781.87 0.0104808
3782.14 0.00958087
3782.67 0.00854977
3783.20 0.00793934
3783.97 0.00735497
3784.74 0.00696359
3786.28 0.00649173
3789.36 0.00608048
3792.45 0.00592980
3793.99 0.00590034
3795.53 0.00589086
3797.07 0.00589390
3798.51 0.00590486
3799.96 0.00592186
3801.40 0.00594366
3802.85 0.00596937
3804.29 0.00599834
3805.74 0.00603010
3808.63 0.00610092
3811.52 0.00617916
3814.41 0.00626387
3817.30 0.00635448
3820.19 0.00645055
3823.46 0.00656588
3826.74 0.00668800
3830.01 0.00681705
3831.65 0.00688429
3833.29 0.00695334
3834.92 0.00702434
3836.56 0.00709732
3838.20 0.00717225
3839.84 0.00724922
3841.47 0.00732876
3843.11 0.00741077
3844.75 0.00749549
3846.39 0.00758305
3848.51 0.00770119
3850.63 0.00782541
3852.74 0.00795694
3854.86 0.00809752
3856.98 0.00824989
3859.10 0.00841860
3861.22 0.00861180
3863.34 0.00884554
3865.84 0.00922585
3868.35 0.00989639
3869.60 0.0105385
3870.23 0.0110949
3870.54 0.0115413
3870.85 0.0122643
3871.17 0.0135945
3871.32 0.0146937
3871.48 0.0162556
3871.64 0.0185119
3871.79 0.0217229
3871.95 0.0263227
3872.11 0.0327638
3872.26 0.0417886
3872.42 0.0540950
3872.58 0.0708289
3872.73 0.0929177
3872.89 0.121932
3873.04 0.158866
3873.20 0.205578
3873.36 0.262754
3873.45 0.304192
3873.55 0.349876
3873.65 0.400872
3873.74 0.456158
3873.84 0.516819
3873.94 0.581431
3874.13 0.723024
3874.32 0.878535
3874.51 1.04047
3874.71 1.20277
3874.90 1.35477
3875.01 1.43735
3875.13 1.51054
3875.24 1.57378
3875.36 1.62437
3875.46 1.65832
3875.56 1.68082
3875.64 1.69041
3875.68 1.69209
3875.70 1.69223
3875.73 1.69162
3875.78 1.68836
3875.88 1.67244
3876.03 1.63133
3876.17 1.57000
3876.27 1.51023
3876.38 1.44110
3876.54 1.32709
3876.70 1.20165
3877.01 0.936950
3877.17 0.807080
3877.32 0.684018
3877.48 0.570574
3877.64 0.469256
3877.80 0.376626
3877.96 0.298225
3878.12 0.232999
3878.29 0.179977
3878.45 0.137619
3878.61 0.104956
3878.77 0.0801780
3878.85 0.0702893
3878.93 0.0618391
3879.02 0.0545878
3879.10 0.0485629
3879.26 0.0393728
3879.42 0.0332251
3879.58 0.0293499
3879.75 0.0271359
3879.91 0.0261055
3880.07 0.0258887
3880.23 0.0261991
3880.69 0.0281606
3881.14 0.0294823
3881.25 0.0295159
3881.30 0.0294862
3881.36 0.0294155
3881.50 0.0290903
3881.93 0.0268231
3882.36 0.0232432
3882.79 0.0193502
3883.21 0.0160189
3883.64 0.0136387
3884.07 0.0121951
3884.50 0.0114303
3884.93 0.0110726
3886.13 0.0108371
3889.12 0.0109073
3892.12 0.0111167
3895.12 0.0113901
3898.12 0.0117063
3901.11 0.0120566
3904.11 0.0124377
3907.11 0.0128491
3910.10 0.0132915
3911.75 0.0135488
3913.40 0.0138161
3915.05 0.0140942
3916.70 0.0143833
3918.35 0.0146842
3919.99 0.0149971
3921.64 0.0153228
3923.29 0.0156620
3924.94 0.0160156
3926.59 0.0163839
3928.24 0.0167682
3929.88 0.0171690
3931.53 0.0175877
3933.18 0.0180249
3934.83 0.0184819
3936.48 0.0189599
3938.13 0.0194606
3939.77 0.0199849
3941.42 0.0205348
3943.07 0.0211114
3944.72 0.0217172
3946.37 0.0223534
3948.02 0.0230227
3949.66 0.0237272
3951.31 0.0244700
3952.96 0.0252530
3954.61 0.0260802
3956.26 0.0269539
3957.91 0.0278789
3959.56 0.0288581
3961.20 0.0298965
3962.85 0.0309989
3964.80 0.0323928
3966.75 0.0338908
3968.70 0.0355017
3970.64 0.0372489
3972.59 0.0391438
3974.54 0.0412015
3976.49 0.0434411
3978.44 0.0458849
3980.09 0.0481320
3981.73 0.0505601
3983.38 0.0531924
3985.03 0.0560488
3986.68 0.0591595
3988.33 0.0625514
3989.98 0.0662615
3991.62 0.0703310
3993.27 0.0748105
3994.92 0.0797504
3995.75 0.0824176
3996.57 0.0852229
3997.39 0.0881798
3998.22 0.0912992
3999.04 0.0945974
3999.87 0.0980795
4000.69 0.101764
4001.51 0.105666
4002.34 0.109810
4003.16 0.114203
4003.99 0.118871
4004.81 0.123840
4005.94 0.131146
4007.06 0.139131
4008.18 0.147875
4009.31 0.157468
4010.43 0.168033
4011.56 0.179722
4012.12 0.186037
4012.68 0.192694
4013.24 0.199716
4013.80 0.207116
4014.63 0.218768
4015.45 0.231412
4016.28 0.245177
4017.10 0.260197
4017.92 0.276624
4018.75 0.294632
4019.57 0.314424
4020.40 0.336233
4021.22 0.360361
4022.04 0.387065
4022.46 0.401507
4022.87 0.416741
4023.28 0.432825
4023.69 0.449819
4024.11 0.467832
4024.52 0.486849
4024.93 0.506989
4025.34 0.528335
4025.75 0.550976
4026.17 0.575010
4026.58 0.600544
4026.99 0.627691
4027.40 0.656647
4027.81 0.687406
4028.23 0.720180
4028.64 0.755123
4029.05 0.792403
4029.46 0.832197
4029.87 0.874693
4030.29 0.920094
4030.70 0.968610
4031.11 1.02046
4031.52 1.07587
4031.93 1.13507
4032.35 1.19829
4032.76 1.26575
4033.17 1.33765
4033.58 1.41417
4033.97 1.49019
4034.35 1.57025
4034.74 1.65457
4035.12 1.74311
4035.51 1.83571
4035.89 1.93212
4036.66 2.13463
4038.20 2.55702
4038.97 2.75759
4039.36 2.84974
4039.74 2.93405
4040.31 3.03967
4040.59 3.08304
4040.87 3.11933
4041.15 3.14804
4041.44 3.16875
4041.72 3.18118
4042.00 3.18513
4042.37 3.17750
4042.73 3.15563
4043.10 3.12004
4043.47 3.07174
4043.83 3.01159
4044.20 2.94104
