Te-122(n,g) ENDFB-8.0
67.3462 13.2178
67.4053 13.5405
67.4644 13.8753
67.5235 14.2229
67.5826 14.5839
67.6417 14.9590
67.7008 15.3490
67.7600 15.7546
67.8191 16.1768
67.8782 16.6164
67.9373 17.0743
67.9964 17.5518
68.0555 18.0498
68.1146 18.5695
68.1737 19.1123
68.2328 19.6796
68.2919 20.2729
68.3511 20.8937
68.4102 21.5438
68.4693 22.2251
68.5284 22.9396
68.5875 23.6895
68.6466 24.4771
68.7057 25.3051
68.7648 26.1761
68.8239 27.0933
68.8830 28.0598
68.9422 29.0793
69.0013 30.1560
69.0604 31.2943
69.1195 32.4991
69.1786 33.7759
69.2377 35.1305
69.2968 36.5694
69.3559 38.0996
69.4150 39.7290
69.4741 41.4663
69.5333 43.3214
69.5924 45.3051
69.6515 47.4297
69.7106 49.7088
69.7697 52.1580
69.8288 54.7946
69.8879 57.6383
69.9470 60.7117
70.0061 64.0408
70.0653 67.6537
70.1244 71.5844
70.1835 75.8718
70.2426 80.5604
70.2721 83.0715
70.3017 85.7023
70.3313 88.4624
70.3608 91.3585
70.3904 94.4017
70.4199 97.6002
70.4495 100.967
70.4790 104.512
70.5086 108.250
70.5381 112.193
70.5677 116.360
70.5972 120.765
70.6268 125.428
70.6564 130.369
70.6859 135.613
70.7155 141.182
70.7450 147.107
70.7746 153.416
70.8041 160.147
70.8337 167.335
70.8632 175.028
70.8928 183.270
70.9250 192.958
70.9573 203.445
70.9895 214.826
71.0218 227.209
71.0540 240.720
71.0863 255.493
71.1185 271.699
71.1507 289.532
71.1803 307.508
71.2098 327.244
71.2394 348.996
71.2690 373.035
71.2837 386.023
71.2985 399.717
71.3133 414.168
71.3281 429.424
71.3428 445.567
71.3576 462.654
71.3724 480.762
71.3872 499.956
71.4020 520.354
71.4167 542.038
71.4315 565.116
71.4463 589.687
71.4611 615.909
71.4758 643.906
71.4906 673.827
71.5054 705.812
71.5202 740.082
71.5350 776.804
71.5497 816.185
71.5645 858.412
71.5793 903.776
71.5941 952.497
71.6088 1004.84
71.6236 1061.02
71.6411 1132.88
71.6585 1211.00
71.6760 1295.95
71.6935 1388.12
71.7109 1488.08
71.7284 1596.16
71.7459 1712.81
71.7633 1838.36
71.7781 1951.78
71.7929 2071.85
71.8077 2198.59
71.8224 2331.87
71.8372 2471.73
71.8520 2617.85
71.8668 2769.91
71.8815 2927.36
71.9111 3256.60
71.9407 3599.41
71.9998 4292.95
72.0189 4508.76
72.0380 4715.17
72.0571 4908.93
72.0762 5086.80
72.0953 5245.67
72.1144 5382.62
72.1335 5495.10
72.1526 5580.87
72.1763 5647.78
72.1882 5664.21
72.2000 5669.11
72.2193 5652.40
72.2385 5605.49
72.2578 5529.34
72.2770 5425.54
72.2962 5296.06
72.3155 5143.45
72.3347 4970.55
72.3540 4780.59
72.3719 4591.00
72.3898 4392.17
72.4257 3976.99
72.4615 3554.73
72.4974 3142.64
72.5159 2937.90
72.5344 2740.82
72.5530 2552.49
72.5715 2373.79
72.5901 2205.06
72.6086 2046.70
72.6271 1898.81
72.6457 1761.35
72.6642 1633.94
72.6827 1516.29
72.7013 1407.97
72.7198 1308.52
72.7384 1217.27
72.7569 1133.72
72.7754 1057.29
72.7940 987.444
72.8075 940.396
72.8209 896.352
72.8344 855.080
72.8479 816.396
72.8614 780.096
72.8749 746.067
72.8883 714.124
72.9018 684.120
72.9153 655.897
72.9288 629.368
72.9423 604.393
72.9558 580.862
72.9692 558.671
72.9827 537.726
72.9962 517.939
73.0097 499.230
73.0282 475.122
73.0468 452.735
73.0653 431.911
73.0838 412.520
73.1024 394.415
73.1209 377.494
73.1394 361.654
73.1580 346.814
73.1765 332.875
73.1951 319.772
73.2136 307.440
73.2321 295.823
73.2507 284.857
73.2692 274.503
73.3063 255.436
73.3433 238.308
73.3804 222.866
73.4175 208.894
73.4546 196.212
73.4917 184.660
73.5287 174.110
73.5658 164.445
73.6029 155.571
73.6383 147.758
73.6737 140.523
73.7090 133.810
73.7444 127.568
73.7798 121.755
73.8152 116.331
73.8506 111.263
73.8860 106.521
73.9214 102.075
73.9568 97.9020
73.9922 93.9801
74.0275 90.2894
74.0629 86.8122
74.0983 83.5322
74.1337 80.4349
74.1691 77.5076
74.2062 74.6080
74.2432 71.8689
74.3174 66.8241
74.3915 62.2923
74.4657 58.2062
74.5398 54.5089
74.6140 51.1527
74.6881 48.0967
74.7623 45.3061
74.8095 43.6546
74.8567 42.0916
74.9510 39.2074
75.0454 36.6100
75.1398 34.2627
75.2342 32.1337
75.3285 30.1965
75.4229 28.4279
75.5173 26.8088
75.5914 25.6308
75.6656 24.5283
75.7397 23.4950
75.8139 22.5252
75.8880 21.6140
75.9622 20.7566
76.0363 19.9490
76.1105 19.1874
76.1846 18.4683
76.2588 17.7886
76.4071 16.5364
76.5554 15.4111
76.7037 14.3962
76.8520 13.4776
77.0003 12.6435
77.1486 11.8840
77.2969 11.1903
77.4452 10.5552
77.5935 9.97220
77.7418 9.43579
77.8901 8.94124
78.0181 8.54474
78.1462 8.17425
78.2743 7.82739
78.4024 7.50178
78.5304 7.19544
78.6585 6.90704
78.7866 6.63534
78.9147 6.37920
79.0427 6.13742
79.1708 5.90900
79.2989 5.69294
79.4270 5.48839
79.6831 5.11065
79.9393 4.77016
80.0876 4.58818
80.2359 4.41628
80.3842 4.25374
80.5325 4.09989
80.8291 3.81591
81.1257 3.56008
81.4223 3.32880
81.7188 3.11904
82.0154 2.92823
82.3120 2.75416
82.6356 2.58113
82.9592 2.42368
83.2827 2.27999
83.6063 2.14851
83.9298 2.02790
84.2534 1.91709
84.5770 1.81545
84.9005 1.72122
85.1971 1.64088
85.4937 1.56592
85.7903 1.49588
86.0869 1.43037
86.3835 1.36899
86.6801 1.31139
86.9767 1.25730
87.2733 1.20643
87.5699 1.15851
87.8665 1.11335
88.1631 1.07073
88.4597 1.03045
88.7563 0.992361
89.0529 0.956313
89.6461 0.889741
90.2393 0.829764
90.8325 0.775533
91.4257 0.726345
92.0189 0.681606
92.6121 0.640790
93.2052 0.603464
93.7984 0.569241
94.3916 0.537788
95.0927 0.503802
95.7937 0.472873
96.4948 0.444705
97.1958 0.419041
97.8969 0.395383
98.5979 0.373582
99.2990 0.353471
100.000 0.334923
100.537 0.321702
101.074 0.309221
101.611 0.297407
102.149 0.286288
103.223 0.265770
104.297 0.247376
105.371 0.230761
106.445 0.215763
107.520 0.202162
108.594 0.189775
109.668 0.178498
110.742 0.168177
111.817 0.158717
112.891 0.150038
113.965 0.142036
115.039 0.134662
116.113 0.127848
117.188 0.121545
118.164 0.116272
119.141 0.111252
120.117 0.106555
121.094 0.102205
122.070 0.0980488
123.047 0.0941963
125.000 0.0871044
126.074 0.0835818
127.149 0.0802554
128.223 0.0771064
129.297 0.0741794
131.445 0.0687920
132.520 0.0663351
133.594 0.0640216
134.668 0.0618138
135.742 0.0597343
137.891 0.0559096
140.039 0.0524717
142.188 0.0493604
144.141 0.0468062
146.094 0.0444716
148.047 0.0423285
150.000 0.0403637
151.563 0.0389119
153.125 0.0375554
154.688 0.0362873
156.250 0.0351011
157.813 0.0339911
159.375 0.0329542
162.500 0.0310732
165.625 0.0294241
168.750 0.0279834
171.875 0.0267306
175.000 0.0256499
177.344 0.0249546
179.688 0.0243416
182.031 0.0238048
184.375 0.0233492
186.719 0.0229980
189.063 0.0227344
191.406 0.0225453
193.750 0.0224761
195.313 0.0224976
196.875 0.0225786
198.438 0.0227265
200.000 0.0229518
201.492 0.0232552
202.985 0.0236353
204.477 0.0241389
205.970 0.0247753
207.462 0.0255797
208.208 0.0260547
208.954 0.0265869
209.701 0.0271861
210.447 0.0278596
211.193 0.0286149
211.939 0.0294658
212.685 0.0304289
213.432 0.0315085
214.178 0.0327494
214.924 0.0341675
215.670 0.0357951
216.416 0.0376730
216.789 0.0387214
217.163 0.0398526
217.536 0.0410753
217.909 0.0423990
218.406 0.0443417
218.904 0.0465157
219.401 0.0489585
219.899 0.0517135
220.396 0.0548262
220.645 0.0565385
220.893 0.0583733
221.142 0.0603417
221.391 0.0624527
221.640 0.0647201
221.888 0.0671598
222.230 0.0708302
222.572 0.0749130
222.914 0.0794736
223.256 0.0845895
223.427 0.0873843
223.598 0.0903545
223.769 0.0935153
223.940 0.0968832
224.111 0.100477
224.282 0.104317
224.453 0.108426
224.624 0.112830
224.858 0.119365
225.091 0.126586
225.324 0.134587
225.557 0.143485
225.790 0.153427
225.907 0.158845
226.024 0.164595
226.140 0.170704
226.257 0.177201
226.373 0.184120
226.490 0.191491
226.661 0.203225
226.832 0.216185
227.003 0.230547
227.174 0.246523
227.345 0.264366
227.430 0.274079
227.516 0.284378
227.601 0.295311
227.687 0.306931
227.772 0.319297
227.858 0.332458
227.990 0.354601
228.122 0.379150
228.254 0.406509
228.320 0.421372
228.386 0.437082
228.453 0.453757
228.519 0.471453
228.585 0.490257
228.651 0.510234
228.717 0.531551
228.783 0.554264
228.849 0.578573
228.915 0.604555
229.000 0.641026
229.086 0.681058
229.171 0.725138
229.257 0.773838
229.342 0.827841
229.428 0.887960
229.471 0.920651
229.513 0.955177
229.556 0.991854
229.599 1.03068
229.640 1.07015
229.681 1.11192
229.721 1.15630
229.762 1.20352
229.803 1.25383
229.844 1.30751
229.885 1.36489
229.925 1.42633
229.966 1.49242
230.007 1.56329
230.048 1.63965
230.089 1.72211
230.130 1.81140
230.170 1.90834
230.211 2.01394
230.252 2.12937
230.295 2.26259
230.337 2.40986
230.380 2.57443
230.402 2.66405
230.423 2.75875
230.444 2.85995
230.466 2.96788
230.487 3.08327
230.508 3.20637
230.530 3.33933
230.551 3.48201
230.573 3.63709
230.594 3.80463
230.615 3.98799
230.637 4.18849
230.658 4.40854
230.679 4.64977
230.701 4.91766
230.722 5.21490
230.744 5.54582
230.765 5.91361
230.786 6.32741
230.797 6.55296
230.808 6.79214
230.818 7.04590
230.829 7.31527
230.840 7.60133
230.850 7.90232
230.861 8.22513
230.872 8.56832
230.882 8.93325
230.893 9.32138
230.904 9.73425
230.915 10.1735
230.925 10.6408
230.936 11.1331
230.949 11.7899
230.962 12.4931
230.975 13.2513
230.988 14.0686
231.002 14.9560
231.015 15.9047
231.028 16.9256
231.041 18.0236
231.054 19.2130
231.067 20.4808
231.080 21.8410
231.093 23.2990
231.107 24.8726
231.120 26.5435
231.133 28.3289
231.146 30.2342
231.157 31.8835
231.167 33.6195
231.178 35.4454
231.189 37.3640
231.199 39.3781
231.210 41.4906
231.221 43.7040
231.231 45.9988
231.241 48.2128
231.251 50.4932
231.261 52.8637
231.270 55.3258
231.281 58.1493
231.292 61.0870
231.302 64.1401
231.313 67.2792
231.324 70.5640
231.334 73.9657
231.345 77.4841
231.356 81.0840
231.369 85.8682
231.383 90.8354
231.396 95.9816
231.410 101.301
231.431 110.008
231.453 119.095
231.474 128.523
231.496 138.198
231.517 148.155
231.538 158.283
231.581 178.715
231.624 198.895
231.667 218.148
231.688 227.171
231.709 235.666
231.731 243.540
231.752 250.674
231.773 257.052
231.795 262.566
231.816 267.129
231.837 270.717
231.861 273.490
231.884 274.981
231.900 275.252
231.908 275.169
231.933 273.901
231.959 271.130
231.976 268.388
231.993 265.006
232.010 261.096
232.027 256.646
232.059 246.667
232.092 235.008
232.125 221.329
232.159 206.541
232.196 189.464
232.232 171.928
232.300 140.052
232.334 124.816
232.367 110.351
232.384 103.441
232.401 96.8233
232.418 90.4309
232.435 84.3500
232.452 78.5155
232.468 73.0009
232.485 67.7428
232.502 62.8034
232.514 59.3676
232.527 56.0829
232.539 52.9472
232.551 49.9819
232.563 47.1356
232.576 44.4513
232.588 41.8817
232.600 39.4649
232.612 37.1573
232.625 34.9923
232.637 32.9301
232.649 30.9999
232.661 29.1656
232.674 27.4524
232.686 25.8278
232.698 24.3136
232.715 22.3677
232.732 20.5871
232.749 18.9605
232.766 17.4850
232.783 16.1323
232.799 14.9082
232.816 13.7884
232.833 12.7770
232.850 11.8530
232.867 11.0146
232.884 10.2540
232.901 9.56800
232.917 8.94181
232.934 8.37679
232.951 7.86060
232.968 7.39427
232.985 6.96756
233.002 6.58130
233.019 6.22702
233.035 5.90544
233.052 5.60957
233.069 5.34010
233.086 5.09128
233.103 4.86376
233.120 4.65280
233.136 4.45908
233.153 4.27867
233.170 4.11225
233.187 3.95655
233.204 3.81227
233.221 3.67668
233.238 3.55047
233.254 3.43134
233.271 3.31935
233.305 3.11485
233.339 2.93196
233.372 2.76729
233.406 2.61811
233.440 2.48224
233.474 2.35792
233.507 2.24367
233.541 2.13801
233.575 2.04055
233.608 1.95011
233.642 1.86597
233.676 1.78752
233.710 1.71420
233.743 1.64557
233.777 1.58119
233.811 1.52071
233.844 1.46380
233.878 1.41017
233.912 1.35957
233.979 1.26654
234.047 1.18310
234.114 1.10794
234.181 1.03998
234.249 0.978305
234.316 0.922146
234.365 0.884331
234.414 0.848946
234.463 0.815652
234.512 0.784409
234.561 0.754930
234.610 0.727195
234.659 0.701013
234.708 0.676268
234.807 0.630635
234.905 0.589655
235.003 0.552635
235.101 0.519141
235.168 0.497873
235.236 0.477961
235.303 0.459264
235.370 0.441685
235.438 0.425113
235.505 0.409517
235.573 0.394800
235.640 0.380897
235.775 0.355281
235.910 0.332296
236.045 0.311561
236.179 0.292817
236.339 0.272870
236.498 0.255019
236.658 0.238960
236.817 0.224482
236.976 0.211368
237.136 0.199463
237.295 0.188612
237.454 0.178691
237.589 0.170939
237.724 0.163730
237.859 0.157005
237.994 0.150731
238.128 0.144862
238.263 0.139372
238.398 0.134224
238.533 0.129391
238.668 0.124845
238.803 0.120569
239.072 0.112735
239.342 0.105748
239.612 0.0994915
239.771 0.0960949
239.930 0.0929031
240.249 0.0870637
240.568 0.0818645
240.886 0.0772171
241.205 0.0730511
241.524 0.0693030
241.842 0.0659096
242.161 0.0628257
242.431 0.0604337
242.701 0.0582216
242.970 0.0561721
243.240 0.0542708
243.510 0.0525024
243.779 0.0508558
244.049 0.0493203
244.319 0.0478867
244.858 0.0452894
245.397 0.0430068
245.937 0.0409907
246.476 0.0392031
246.942 0.0378183
247.408 0.0365655
247.873 0.0354346
248.339 0.0343970
248.805 0.0334473
249.271 0.0325777
249.737 0.0317827
250.202 0.0310529
251.134 0.0297678
252.066 0.0286801
252.997 0.0277570
253.929 0.0269728
254.615 0.0264716
255.302 0.0260275
256.674 0.0252886
258.047 0.0247310
259.420 0.0242983
260.793 0.0239832
262.166 0.0237706
263.539 0.0236492
264.912 0.0236103
267.069 0.0237016
269.226 0.0239549
271.384 0.0243653
273.541 0.0249339
275.698 0.0256545
277.856 0.0265453
280.013 0.0276161
282.170 0.0288817
284.034 0.0301607
285.897 0.0316321
286.828 0.0324409
287.760 0.0333197
288.692 0.0342508
289.623 0.0352560
291.486 0.0374871
292.418 0.0387410
293.350 0.0400726
294.281 0.0415195
295.213 0.0430564
296.144 0.0447369
297.076 0.0465562
298.155 0.0488553
299.233 0.0513856
300.312 0.0541784
301.391 0.0572701
302.469 0.0607029
303.548 0.0645290
304.627 0.0688088
305.705 0.0736151
306.637 0.0782596
307.569 0.0834333
308.500 0.0892188
308.966 0.0923710
309.432 0.0957159
309.898 0.0992690
310.363 0.103047
310.829 0.107071
311.295 0.111358
311.761 0.115925
312.227 0.120789
312.692 0.126017
313.158 0.131635
313.697 0.138668
314.237 0.146328
314.776 0.154693
315.315 0.163851
315.855 0.173909
316.394 0.184984
316.933 0.197221
317.203 0.203827
317.473 0.210781
317.767 0.218798
318.061 0.227303
318.355 0.236346
318.649 0.245971
318.797 0.251018
318.944 0.256230
319.091 0.261614
319.238 0.267175
319.385 0.272923
319.532 0.278866
319.679 0.285012
319.826 0.291366
320.053 0.301609
320.166 0.306941
320.280 0.312422
320.393 0.318056
320.507 0.323851
320.563 0.326810
320.620 0.329811
320.677 0.332856
320.733 0.335944
320.785 0.338821
320.838 0.341737
320.890 0.344692
320.942 0.347687
320.994 0.350722
321.046 0.353799
321.098 0.356917
321.150 0.360073
321.196 0.362900
321.242 0.365762
321.334 0.371586
321.426 0.377560
321.518 0.383678
321.610 0.389956
321.702 0.396388
321.794 0.402984
321.886 0.409751
322.020 0.420006
322.155 0.430654
