Sc-45(n,tot) ENDFB-8.0
18777.0 0.250638
18780.6 0.236554
18787.6 0.210043
18794.7 0.185577
18801.8 0.162985
18808.9 0.142251
18816.0 0.123312
18823.1 0.106195
18830.1 0.0909596
18837.2 0.0777842
18840.8 0.0720042
18844.3 0.0668299
18847.9 0.0622799
18851.4 0.0583945
18854.9 0.0552115
18858.5 0.0528007
18862.0 0.0512098
18865.6 0.0505035
18869.1 0.0507541
18872.6 0.0520422
18876.2 0.0544573
18879.7 0.0580994
18883.3 0.0630957
18886.8 0.0695418
18890.4 0.0775875
18893.9 0.0873860
18897.4 0.0991079
18901.0 0.112944
18904.5 0.129105
18908.1 0.147830
18911.6 0.169448
18915.1 0.194136
18918.7 0.222283
18922.2 0.254263
18924.0 0.271820
18925.8 0.290498
18927.5 0.310356
18929.3 0.331461
18931.1 0.353880
18932.8 0.377687
18934.6 0.402960
18936.4 0.429782
18938.2 0.458407
18939.9 0.488608
18941.7 0.520641
18943.5 0.554614
18945.2 0.590640
18947.0 0.628842
18948.8 0.669351
18950.6 0.712305
18952.3 0.757855
18954.1 0.806159
18955.9 0.857390
18957.6 0.911730
18959.4 0.969377
18961.2 1.03054
18962.9 1.09545
18964.7 1.16435
18966.5 1.23793
18968.3 1.31564
18970.0 1.39819
18971.8 1.48591
18973.6 1.57915
18975.3 1.67830
18977.1 1.78377
18978.9 1.89600
18980.7 2.01548
18982.4 2.14274
18984.2 2.27834
18986.0 2.42290
18987.7 2.57709
18989.5 2.74164
18991.3 2.91734
18993.0 3.10505
18994.8 3.30688
18996.6 3.52160
18998.4 3.75142
19000.1 3.99757
19001.9 4.26137
19003.7 4.54430
19005.4 4.84794
19007.2 5.17407
19009.0 5.52459
19010.8 5.90161
19012.5 6.30746
19014.3 6.74466
19016.1 7.21601
19017.8 7.72457
19019.6 8.27371
19021.4 8.86712
19023.2 9.51262
19024.9 10.2074
19026.7 10.9599
19028.5 11.7754
19030.2 12.6596
19032.0 13.6190
19033.8 14.6604
19035.5 15.7912
19037.3 17.0193
19039.1 18.3532
19040.9 19.8019
19042.6 21.3746
19044.4 23.0809
19046.2 24.9302
19047.9 26.9318
19049.7 29.0943
19051.6 31.6029
19053.5 34.2968
19055.4 37.2070
19057.3 40.3003
19059.2 43.5994
19061.1 47.0508
19064.9 54.3299
19066.8 58.0793
19068.6 61.7801
19070.5 65.3882
19072.4 68.7730
19074.3 71.8726
19076.2 74.5593
19078.1 76.7650
19080.0 78.4219
19081.9 79.4894
19083.8 79.9388
19085.7 79.7858
19087.6 79.0687
19089.5 77.8378
19091.4 76.1781
19093.3 74.1638
19095.2 71.8754
19098.9 66.7632
19102.7 61.3735
19104.6 58.6883
19106.5 56.0733
19108.4 53.5371
19110.3 51.0961
19112.1 48.8695
19113.9 46.7440
19115.7 44.7221
19117.5 42.8039
19119.3 40.9879
19121.1 39.2715
19122.9 37.6510
19124.7 36.1306
19126.5 34.6889
19128.3 33.3300
19130.1 32.0492
19131.9 30.8485
19133.7 29.7101
19135.5 28.6364
19137.3 27.6234
19139.1 26.6723
19140.9 25.7689
19142.7 24.9151
19144.5 24.1078
19146.3 23.3438
19148.1 22.6203
19149.9 21.9347
19151.7 21.2845
19153.5 20.6709
19155.3 20.0847
19157.1 19.5277
19158.9 18.9979
19160.7 18.4964
19162.5 18.0160
19164.3 17.5581
19167.8 16.7068
19171.4 15.9280
19175.0 15.2157
19178.6 14.5626
19182.2 13.9638
19185.8 13.4105
19189.4 12.9009
19193.0 12.4279
19196.6 11.9905
19200.2 11.5829
19203.8 11.2034
19207.4 10.8494
19211.0 10.5197
19214.6 10.2102
19218.2 9.92084
19221.8 9.64849
19225.4 9.39315
19229.0 9.15210
19232.6 8.92489
19236.2 8.71045
19239.8 8.50836
19243.4 8.31663
19247.0 8.13554
19250.6 7.96335
19254.2 7.80037
19257.8 7.64511
19261.4 7.49746
19268.5 7.22345
19275.7 6.97437
19282.9 6.74726
19290.1 6.53931
19297.3 6.34895
19300.9 6.25954
19304.5 6.17404
19308.1 6.09177
19311.7 6.01303
19315.3 5.93724
19318.9 5.86451
19322.5 5.79480
19326.1 5.72837
19329.7 5.66536
19331.5 5.63574
19332.4 5.62164
19333.3 5.60838
19334.2 5.59594
19335.1 5.58503
19335.5 5.58044
19336.0 5.57669
19336.4 5.57410
19336.9 5.57317
19337.3 5.57473
19337.8 5.58016
19338.0 5.58518
19338.2 5.59199
19338.5 5.60196
19338.7 5.61520
19338.9 5.63452
19339.1 5.66057
19339.4 5.69965
19339.5 5.72445
19339.6 5.75459
19339.7 5.79528
19339.8 5.84181
19339.9 5.89986
19340.0 5.97294
19340.1 6.06567
19340.2 6.18401
19340.4 6.33509
19340.5 6.53579
19340.6 6.83141
19340.7 7.15653
19340.8 7.32423
19340.9 7.46326
19340.9 7.55252
19341.0 7.57683
19341.1 7.53913
19341.1 7.43738
19341.3 7.14115
19341.4 6.81061
19341.5 6.51038
19341.6 6.35496
19341.7 6.23156
19341.8 6.12771
19341.9 6.04049
19341.9 5.96711
19342.0 5.90516
19342.2 5.80776
19342.3 5.73606
19342.5 5.68198
19342.7 5.64025
19342.8 5.60732
19343.0 5.57934
19343.2 5.55787
19343.3 5.53996
19343.5 5.52478
19343.8 5.50040
19344.1 5.48150
19344.4 5.46581
19344.8 5.45311
19345.1 5.44217
19345.4 5.43249
19346.0 5.41578
19346.7 5.40137
19347.3 5.38822
19348.0 5.37624
19349.3 5.35411
19350.5 5.33335
19351.8 5.31371
19354.4 5.27593
19357.0 5.23996
19359.5 5.20523
19362.1 5.17154
19364.7 5.13866
19367.3 5.10677
19372.4 5.04542
19377.6 4.98697
19382.7 4.93144
19387.8 4.87844
19393.0 4.82802
19403.3 4.73403
19413.6 4.64852
19423.8 4.57075
19434.1 4.49987
19444.4 4.43537
19454.7 4.37670
19465.0 4.32341
19475.3 4.27508
19485.6 4.23137
19495.9 4.19194
19506.2 4.15655
19526.7 4.09675
19547.3 4.05033
19567.9 4.01595
19588.5 3.99257
19609.0 3.97933
19629.6 3.97560
19650.2 3.98088
19670.8 3.99478
19691.4 4.01706
19711.9 4.04752
19732.5 4.08610
19753.1 4.13274
19773.7 4.18754
19794.2 4.25061
19814.8 4.32211
19835.4 4.40224
19856.0 4.49138
19876.6 4.58984
19897.1 4.69803
19917.7 4.81638
19938.3 4.94552
19958.9 5.08595
19979.4 5.23847
20000.0 5.40369
20017.8 5.55779
20035.6 5.72260
20053.4 5.89884
20071.3 6.08722
20089.1 6.28863
20106.9 6.50368
20124.7 6.73338
20142.5 6.97871
20160.3 7.24091
20178.1 7.52084
20195.9 7.81992
20213.8 8.13954
20231.6 8.48142
20249.4 8.84685
20267.2 9.23784
20285.0 9.65644
20302.8 10.1052
20311.7 10.3416
20320.6 10.5861
20329.5 10.8398
20338.4 11.1024
20347.4 11.3751
20356.3 11.6576
20365.2 11.9511
20374.1 12.2559
20383.0 12.5727
20391.9 12.9018
20400.8 13.2448
20409.7 13.6019
20418.6 13.9750
20427.5 14.3646
20436.4 14.7732
20445.3 15.2023
20454.2 15.6541
20463.1 16.1311
20467.6 16.3809
20472.0 16.6379
20476.5 16.9035
20480.9 17.1782
20485.4 17.4636
20489.9 17.7593
20494.3 18.0669
20498.8 18.3877
20503.2 18.7238
20507.7 19.0755
20512.1 19.4463
20516.6 19.8367
20521.0 20.2513
20525.5 20.6912
20529.9 21.1612
20534.4 21.6659
20538.8 22.2117
20543.3 22.8029
20547.7 23.4485
20550.0 23.7953
20552.2 24.1579
20554.4 24.5411
20556.7 24.9449
20558.9 25.3712
20561.1 25.8201
20563.3 26.2980
20565.6 26.8030
20567.8 27.3427
20570.0 27.9154
20572.5 28.6128
20575.0 29.3660
20577.6 30.1818
20580.1 31.0674
20582.6 32.0312
20585.1 33.0828
20587.6 34.2328
20590.2 35.4879
20592.7 36.8713
20595.2 38.3932
20597.7 40.0699
20600.2 41.9191
20602.8 43.9599
20605.3 46.2121
20607.8 48.6957
20610.3 51.4188
20612.4 53.9127
20614.5 56.6021
20616.6 59.4911
20618.7 62.5643
20620.8 65.8441
20622.9 69.2843
20627.2 76.5976
20629.3 80.3843
20631.4 84.1711
20633.5 87.8811
20635.6 91.4108
20637.7 94.7018
20639.8 97.6315
20641.9 100.144
20644.0 102.147
20646.1 103.612
20648.2 104.505
20650.3 104.831
20652.4 104.620
20654.5 103.920
20656.6 102.801
20658.8 101.325
20660.9 99.5798
20665.1 95.5224
20669.3 91.1414
20671.4 88.9373
20673.5 86.7823
20675.6 84.6794
20677.7 82.6657
20680.6 80.0354
20683.5 77.5950
20685.0 76.4484
20686.4 75.3512
20687.9 74.3030
20689.3 73.3102
20690.7 72.3581
20692.2 71.4530
20693.6 70.5940
20695.1 69.7802
20696.5 69.0108
20698.0 68.2849
20699.4 67.6023
20700.9 66.9667
20702.3 66.3697
20703.8 65.8166
20705.2 65.3090
20706.7 64.8495
20707.4 64.6378
20708.1 64.4429
20708.9 64.2603
20709.6 64.0962
20710.3 63.9477
20711.0 63.8208
20711.8 63.7158
20712.5 63.6358
20713.2 63.5844
20713.9 63.5683
20714.3 63.5756
20714.7 63.5942
20715.0 63.6254
20715.4 63.6707
20715.7 63.7337
20716.1 63.8130
20716.5 63.9124
20716.8 64.0346
20717.2 64.1875
20717.6 64.3667
20717.9 64.5809
20718.3 64.8356
20718.5 64.9888
20718.6 65.1472
20718.8 65.3196
20719.0 65.5074
20719.2 65.7118
20719.4 65.9346
20719.5 66.1774
20719.7 66.4421
20719.9 66.7478
20720.1 67.0649
20720.3 67.4115
20720.5 67.7907
20720.6 68.2062
20720.8 68.6619
20721.0 69.1624
20721.2 69.7128
20721.4 70.3545
20721.5 71.0269
20721.7 71.7700
20721.9 72.5924
20722.1 73.5041
20722.3 74.5163
20722.4 75.6421
20722.6 76.8957
20722.8 78.2935
20722.9 79.0520
20723.0 79.8534
20723.1 80.7003
20723.2 81.5953
20723.3 82.5410
20723.3 83.5401
20723.4 84.5955
20723.5 85.7099
20723.6 86.8859
20723.7 88.1261
20723.8 89.4327
20723.9 90.8079
20724.0 92.2530
20724.1 93.7692
20724.2 96.0848
20724.3 98.3514
20724.4 100.735
20724.6 103.224
20724.8 108.435
20725.0 113.735
20725.2 116.510
20725.3 118.923
20725.4 121.122
20725.5 123.034
20725.6 124.587
20725.8 125.716
20725.9 126.373
20726.0 126.524
20726.1 126.374
20726.1 126.107
20726.3 125.202
20726.4 123.834
20726.5 122.059
20726.6 119.944
20726.7 117.562
20726.9 114.988
20727.0 112.291
20727.2 106.541
20727.5 101.174
20727.6 98.6256
20727.7 96.1923
20727.8 93.8842
20727.9 91.7065
20728.0 89.9925
20728.1 88.3691
20728.2 86.8343
20728.3 85.3855
20728.4 84.0193
20728.5 82.7321
20728.6 81.5200
20728.7 80.4900
20728.8 79.4096
20728.9 78.3928
20729.0 77.4358
20729.1 76.5348
20729.2 75.6863
20729.3 74.8869
20729.4 74.1335
20729.5 73.4922
20729.6 72.8179
20729.7 72.1814
20729.8 71.5801
20729.9 71.0117
20730.1 69.9652
20730.3 69.0710
20730.5 68.2218
20730.7 67.4558
20730.9 66.7627
20731.1 66.1639
20731.3 65.5892
20731.5 65.0649
20731.7 64.5855
20731.9 64.1669
20732.1 63.7612
20732.3 63.3874
20732.5 63.0421
20732.7 62.7380
20732.9 62.4406
20733.1 62.1641
20733.3 61.9065
20733.5 61.6779
20733.7 61.4524
20733.9 61.2413
20734.3 60.8660
20734.7 60.5243
20735.1 60.2269
20735.5 59.9528
20735.8 59.7116
20736.2 59.4870
20736.6 59.2873
20737.0 59.0998
20737.4 58.9316
20737.8 58.7724
20738.2 58.6286
20738.6 58.4916
20739.0 58.3670
20739.4 58.2475
20739.8 58.1382
20740.6 57.9386
20741.4 57.7582
20742.2 57.5961
20742.9 57.4495
20743.7 57.3161
20744.5 57.1940
20745.3 57.0819
20746.1 56.9785
20746.9 56.8828
20747.7 56.7941
20748.5 56.7115
20750.1 56.5629
20751.6 56.4333
20753.2 56.3207
20754.8 56.2214
20756.4 56.1346
20757.9 56.0589
20759.5 55.9934
20761.1 55.9371
20762.7 55.8893
20765.8 55.8167
20769.0 55.7710
20772.2 55.7490
20775.3 55.7481
20778.5 55.7658
20781.6 55.8003
20784.8 55.8498
20787.9 55.9129
20791.1 55.9879
20797.4 56.1698
20803.7 56.3864
20810.0 56.6309
20816.4 56.8963
20822.7 57.1773
20829.0 57.4688
20835.3 57.7670
20841.6 58.0668
20854.2 58.6590
20866.9 59.2195
20879.5 59.7268
20892.1 60.1628
20904.8 60.5125
20930.0 60.9083
20952.4 60.8825
20974.9 60.4864
20986.1 60.1520
20997.3 59.7319
21008.5 59.2316
21019.7 58.6586
21025.3 58.3477
21030.9 58.0229
21036.5 57.6862
21042.1 57.3409
21047.7 56.9891
21053.3 56.6368
21056.2 56.4616
21059.0 56.2895
21061.8 56.1212
21064.6 55.9585
21067.4 55.8032
21070.2 55.6593
21071.6 55.5922
21073.0 55.5298
21074.4 55.4725
21075.8 55.4211
21077.2 55.3762
21078.6 55.3398
21080.0 55.3130
21081.4 55.2975
21082.8 55.2955
21084.2 55.3096
21085.6 55.3431
21086.3 55.3683
21087.0 55.4000
21087.7 55.4395
21088.4 55.4863
21089.1 55.5420
21089.8 55.6074
21090.5 55.6838
21091.2 55.7725
21091.9 55.8748
21092.6 55.9926
21093.3 56.1279
21094.0 56.2829
21094.7 56.4604
21095.4 56.6634
21096.1 56.8958
21096.8 57.1619
21097.5 57.4668
21098.2 57.8169
21098.6 58.0169
21098.9 58.2257
21099.3 58.4499
21099.6 58.6908
21100.0 58.9498
21100.3 59.2285
21100.7 59.5285
21101.0 59.8519
21101.4 60.2008
21101.7 60.5774
21102.1 60.9845
21102.4 61.4249
21102.8 61.9019
21103.1 62.4191
21103.5 62.9804
21103.8 63.5904
21104.2 64.2541
21104.5 64.9770
21104.9 65.7652
21105.2 66.6257
21105.6 67.5661
21105.9 68.5949
21106.3 69.7213
21106.6 70.9555
21107.0 72.3087
21107.3 73.7928
21107.7 75.4203
21108.0 77.2042
21108.4 79.1578
21108.7 81.2935
21109.1 83.6223
21109.4 86.1521
21109.7 88.4033
21110.0 90.7934
21110.3 93.3164
21110.6 95.8674
21111.1 101.428
21111.7 107.032
21112.0 109.811
21112.3 112.453
21112.6 114.880
21112.9 116.944
21113.1 118.715
21113.4 120.040
21113.7 120.862
21114.0 121.142
21114.3 120.886
21114.6 120.088
21114.9 118.784
21115.2 117.097
21115.4 114.978
21115.7 112.558
21116.0 109.918
21116.3 107.233
21116.9 101.505
21117.5 95.9871
21117.7 93.3098
21118.0 90.7489
21118.3 88.3166
21118.6 86.0964
21118.9 83.5725
21119.3 81.3012
21119.6 79.1384
21119.9 77.2027
21120.3 75.3663
21120.6 73.7264
21121.0 72.1723
21121.3 70.7847
21121.6 69.4688
21122.0 68.2924
21122.3 67.1750
21122.6 66.1740
21123.0 65.2209
21123.3 64.3650
21123.6 63.5479
21124.0 62.8120
21124.3 62.1075
21124.6 61.4711
21125.0 60.8600
21125.3 60.3063
21125.6 59.7731
21126.0 59.2886
21126.3 58.8205
21126.6 58.3940
21127.0 57.9808
21127.3 57.6032
21127.7 57.2363
21128.0 56.9001
21128.3 56.5727
21128.7 56.2718
21129.0 55.9779
21129.3 55.7073
21130.0 55.1975
21130.7 54.7350
21131.3 54.3135
21132.0 53.9276
21132.7 53.5729
21133.3 53.2454
21134.0 52.9420
21134.7 52.6599
21135.4 52.3965
21136.0 52.1499
21136.7 51.9182
21137.4 51.6999
21138.0 51.4936
21138.7 51.2981
21139.4 51.1122
21140.0 50.9378
21140.7 50.7686
21141.4 50.6067
21142.7 50.3020
21144.1 50.0194
21145.4 49.7553
21146.7 49.5069
21148.1 49.2718
21149.4 49.0481
21150.7 48.8359
21152.1 48.6305
21153.4 48.4326
21154.8 48.2412
21156.1 48.0555
21157.4 47.8749
21158.8 47.6988
21161.5 47.3593
21164.1 47.0313
21166.8 46.7138
21169.5 46.4049
21172.2 46.1031
21174.9 45.8074
21177.5 45.5168
21180.2 45.2307
21182.9 44.9496
21188.2 44.3952
21193.6 43.8530
21199.0 43.3191
21204.3 42.7944
21209.7 42.2760
21215.0 41.7644
21220.4 41.2590
21225.7 40.7607
21236.4 39.7806
21247.2 38.8233
21257.9 37.8876
21268.6 36.9752
21279.3 36.0853
21290.0 35.2180
21308.0 33.8104
21326.0 32.4670
21344.0 31.1864
21362.0 29.9673
21380.0 28.8081
21398.0 27.7069
21416.0 26.6618
21434.0 25.6707
21443.0 25.1948
21452.0 24.7316
21461.0 24.2811
21470.0 23.8432
21479.0 23.4177
21483.5 23.2096
21488.0 23.0048
21492.5 22.8032
21497.0 22.6049
21501.5 22.4100
21506.0 22.2187
21510.5 22.0313
21515.0 21.8480
21517.3 21.7580
21519.5 21.6693
21521.8 21.5819
21524.0 21.4959
21526.3 21.4115
21528.5 21.3288
21530.8 21.2480
21533.0 21.1695
21535.3 21.0935
21537.5 21.0204
21539.8 20.9507
21542.0 20.8853
21544.3 20.8249
21546.5 20.7709
21547.6 20.7467
21548.8 20.7250
21549.9 20.7057
21551.0 20.6895
21552.1 20.6767
21553.3 20.6680
21554.4 20.6639
21555.5 20.6654
21556.6 20.6735
21557.8 20.6895
21558.9 20.7153
21560.0 20.7526
21561.1 20.8049
21561.7 20.8374
21562.3 20.8750
21562.8 20.9192
21563.4 20.9691
21564.0 21.0265
21564.5 21.0924
21565.1 21.1694
21565.6 21.2565
21566.2 21.3566
21566.8 21.4720
21567.3 21.6078
21567.9 21.7626
21568.5 21.9425
21569.0 22.1526
21569.3 22.2753
21569.6 22.4040
21569.9 22.5438
21570.1 22.6959
21570.4 22.8617
21570.7 23.0426
21571.0 23.2406
21571.3 23.4577
21571.6 23.7050
21571.8 23.9684
21572.1 24.2591
21572.4 24.5808
21572.7 24.9379
21573.0 25.3352
21573.2 25.7789
21573.5 26.2758
21573.7 26.5668
21573.8 26.8556
21573.9 27.1624
21574.1 27.4885
21574.2 27.8356
21574.4 28.2055
21574.5 28.5999
21574.6 29.0209
21574.8 29.4709
21574.9 29.9524
21575.1 30.4681
21575.2 31.0212
21575.3 31.6150
21575.5 32.2532
21575.6 32.9401
21575.8 33.6801
21575.9 34.5377
21576.1 35.4044
21576.2 36.3416
21576.3 37.3559
21576.5 38.4549
21576.6 39.6467
21576.8 40.9401
21576.9 42.3448
21577.0 43.8711
21577.2 45.5297
21577.3 47.3321
21577.5 49.2898
21577.6 51.4141
21577.7 53.7156
21577.9 56.2033
21578.0 58.8838
21578.1 61.5475
21578.3 64.1535
21578.4 67.1285
21578.5 70.0016
21578.8 76.2837
21579.0 82.7024
21579.1 85.9412
21579.3 88.7748
21579.4 91.5844
21579.5 93.8522
21579.6 95.8631
21579.8 97.2330
21579.9 98.0788
21580.0 98.3650
21580.1 98.2676
21580.1 98.0299
21580.3 97.1390
21580.4 95.5883
21580.5 93.6776
21580.6 91.1730
21580.8 88.5441
21580.9 85.4475
21581.0 82.4408
21581.3 76.0110
21581.5 69.7305
21581.6 66.6267
21581.8 63.8899
21581.9 61.2882
21582.0 58.8276
21582.1 57.0762
21582.2 55.4048
21582.3 52.4617
21582.4 51.0131
21582.5 49.6370
21582.6 48.3307
21582.7 47.2257
21582.8 46.0430
21582.9 44.9214
21583.0 42.9585
21583.1 41.9963
21583.2 41.0836
21583.4 39.4853
21583.5 38.7009
21583.6 37.9561
21583.7 36.6493
21583.9 35.3953
21584.1 34.3203
21584.3 33.2850
21584.4 32.3941
21584.6 31.5329
21584.8 30.7890
21585.0 30.0672
21585.1 29.4412
21585.3 28.8314
21585.5 28.3007
21585.7 27.7818
21585.8 27.3285
21586.0 26.8838
21586.2 26.4941
21586.4 26.1104
21586.5 25.7731
21586.7 25.4399
21586.9 25.1461
21587.1 24.8551
21587.2 24.5977
21587.4 24.3421
21587.6 24.1153
21587.9 23.6888
21588.3 23.3099
21588.6 22.9716
21589.0 22.6682
21589.3 22.3950
21589.7 22.1481
21590.0 21.9241
21590.4 21.7201
21590.7 21.5337
21591.1 21.3629
21591.4 21.2059
21591.8 21.0611
21592.1 20.9272
21592.5 20.8031
21592.8 20.6878
21593.2 20.5803
21593.9 20.3860
21594.6 20.2151
21595.3 20.0635
21596.0 19.9280
21596.7 19.8061
21597.4 19.6956
21598.1 19.5949
21598.8 19.5025
21599.5 19.4174
21600.2 19.3385
21600.9 19.2651
21601.6 19.1965
21602.3 19.1321
21603.0 19.0713
21604.4 18.9602
21605.8 18.8586
21607.2 18.7655
21608.6 18.6794
21610.0 18.5988
21611.4 18.5230
21612.8 18.4512
21614.2 18.3828
21615.6 18.3176
21617.0 18.2545
21618.4 18.1935
21621.2 18.0770
21624.0 17.9663
21626.8 17.8606
21629.6 17.7584
21632.4 17.6593
21635.2 17.5628
21638.0 17.4689
21640.8 17.3766
21643.6 17.2861
21646.4 17.1971
21649.1 17.1098
21651.9 17.0235
21654.7 16.9384
21657.5 16.8543
21660.3 16.7716
21665.9 16.6083
21671.5 16.4488
21677.1 16.2922
21682.7 16.1387
21688.3 15.9878
21693.9 15.8397
21699.5 15.6938
21705.1 15.5506
21716.3 15.2708
21727.5 14.9995
21738.7 14.7364
21749.9 14.4811
21761.0 14.2331
21772.2 13.9920
21783.4 13.7578
21805.8 13.3087
21828.2 12.8836
21850.6 12.4808
21873.0 12.0986
21895.3 11.7357
21917.7 11.3908
21940.1 11.0626
21962.5 10.7498
21984.9 10.4518
22007.2 10.1675
22029.6 9.89595
22074.4 9.38812
22119.1 8.92257
22163.9 8.49427
22208.7 8.09914
22253.4 7.73339
22298.2 7.39378
22343.0 7.07742
22387.7 6.78199
22432.5 6.50523
22477.2 6.24521
22522.0 6.00016
22566.8 5.76867
22611.5 5.54931
22656.3 5.34083
22701.1 5.14208
22745.8 4.95211
22790.6 4.76995
22813.0 4.68152
22835.3 4.59472
22857.7 4.50942
22880.1 4.42560
22891.3 4.38420
22902.5 4.34313
22913.7 4.30239
22924.9 4.26197
22936.1 4.22186
22947.3 4.18208
22958.4 4.14268
22969.6 4.10373
22975.2 4.08449
22980.8 4.06555
22983.6 4.05621
22986.4 4.04701
22989.2 4.03802
22992.0 4.02935
22994.8 4.02112
22996.2 4.01726
22997.6 4.01366
22999.0 4.01039
23000.4 4.00761
23001.8 4.00550
23003.2 4.00442
23003.9 4.00443
23004.6 4.00493
23005.3 4.00608
23006.0 4.00809
23006.7 4.01125
23007.4 4.01601
23008.1 4.02303
23008.8 4.03336
23009.2 4.04028
23009.5 4.04877
23009.9 4.05927
23010.2 4.07235
23010.6 4.08885
23010.9 4.10994
23011.3 4.13733
23011.6 4.17363
23012.0 4.22289
23012.3 4.29174
23012.5 4.33819
23012.7 4.39152
23012.8 4.46102
23013.0 4.54283
23013.2 4.65247
23013.4 4.78561
23013.5 4.97032
23013.7 5.20322
23013.9 5.53953
23014.0 5.75496
23014.1 5.98036
23014.1 6.27971
23014.2 6.59378
23014.3 7.00989
23014.4 7.48283
23014.5 7.93587
23014.6 8.48752
23014.7 9.61206
23014.8 10.1832
23014.9 10.6006
23014.9 10.9171
23015.0 11.0096
23015.1 10.8856
23015.2 10.5945
23015.2 10.1071
23015.3 9.60135
23015.5 8.47404
23015.5 7.92149
23015.6 7.46786
23015.7 6.94460
23015.8 6.49474
23015.9 6.12396
23016.0 5.84690
23016.1 5.59066
23016.2 5.39806
23016.3 5.21830
23016.4 5.08169
23016.6 4.85338
23016.8 4.68460
23016.9 4.55696
23017.1 4.45841
23017.3 4.37729
23017.5 4.31601
23017.7 4.26623
23017.9 4.22527
23018.1 4.19116
23018.3 4.16244
23018.7 4.11710
23019.1 4.08248
23019.4 4.05663
23019.8 4.03626
23020.2 4.01985
23020.6 4.00639
23021.0 3.99515
23021.3 3.98564
23021.7 3.97746
23022.5 3.96396
23023.2 3.95346
23024.0 3.94477
23024.8 3.93755
23025.5 3.93121
23026.3 3.92567
23027.8 3.91609
23029.4 3.90778
23030.9 3.90033
23032.4 3.89345
23033.9 3.88701
23035.5 3.88080
23037.0 3.87480
23040.0 3.86327
23043.1 3.85208
23046.2 3.84118
23049.2 3.83041
23052.3 3.81981
23055.3 3.80930
23058.4 3.79904
23059.9 3.79408
23060.7 3.79175
23061.4 3.78960
23061.8 3.78862
23062.2 3.78782
23062.6 3.78726
23063.0 3.78710
23063.1 3.78728
23063.3 3.78772
23063.5 3.78854
23063.7 3.78994
23063.9 3.79222
23064.0 3.79394
23064.1 3.79590
23064.2 3.79868
23064.3 3.80184
23064.4 3.80627
23064.5 3.81179
23064.6 3.82090
23064.7 3.83129
23064.9 3.84037
23064.9 3.84321
23065.0 3.84387
23065.1 3.84242
23065.1 3.83942
23065.3 3.82941
23065.4 3.81811
23065.5 3.80810
23065.6 3.80192
23065.7 3.79727
23065.8 3.79304
23065.9 3.78991
23066.0 3.78702
23066.1 3.78485
23066.3 3.78123
23066.5 3.77851
23066.7 3.77638
23066.9 3.77464
23067.0 3.77323
23067.4 3.77078
23067.8 3.76875
23068.2 3.76696
23068.5 3.76536
23069.3 3.76233
23070.1 3.75953
23071.6 3.75413
23074.6 3.74371
23077.6 3.73348
23089.7 3.69290
23113.8 3.61249
23137.9 3.53266
23162.0 3.45320
23210.3 3.29485
23234.4 3.21571
23258.5 3.13642
23282.6 3.05678
23306.8 2.97672
23330.9 2.89604
23355.0 2.81458
23379.1 2.73210
23403.2 2.64849
23427.4 2.56350
23451.5 2.47689
23475.6 2.38838
23487.7 2.34335
23499.7 2.29775
23511.8 2.25154
23523.9 2.20468
23535.9 2.15713
23548.0 2.10885
23560.0 2.05974
23572.1 2.00985
23584.2 1.95909
23596.2 1.90741
23608.3 1.85476
23620.3 1.80110
23632.4 1.74638
23644.5 1.69056
23656.5 1.63354
23668.6 1.57540
23680.7 1.51605
23692.7 1.45551
23704.8 1.39378
23716.8 1.33090
23728.9 1.26696
23741.0 1.20211
23753.0 1.13659
23765.1 1.07073
23777.1 1.00506
23789.2 0.940370
23795.2 0.908737
23801.3 0.877842
23807.3 0.847964
23813.3 0.819518
23819.3 0.793268
23822.4 0.781475
23825.4 0.771353
23826.9 0.767324
23828.4 0.764512
23829.9 0.763783
23830.7 0.764716
23831.4 0.767034
23832.2 0.771533
23832.9 0.779390
23833.3 0.785373
23833.7 0.793335
23834.1 0.804045
23834.4 0.818232
23834.8 0.838488
23835.2 0.867585
23835.4 0.887012
23835.6 0.910988
23835.8 0.940966
23835.9 0.976760
23836.1 1.02518
23836.3 1.08884
23836.5 1.17439
23836.7 1.28500
23836.8 1.36379
23836.9 1.44862
23837.0 1.56221
23837.1 1.68608
23837.2 1.85375
23837.3 2.03787
23837.3 2.25987
23837.4 2.55123
23837.6 3.06922
23837.7 3.65249
23837.8 3.93155
23837.9 4.16562
23837.9 4.32286
23838.0 4.37784
23838.1 4.32080
23838.1 4.16165
23838.2 3.92591
23838.3 3.64547
23838.4 3.06027
23838.6 2.54112
23838.7 2.14532
23838.8 1.84240
23839.0 1.61637
23839.1 1.44669
23839.3 1.31771
23839.4 1.21820
23839.5 1.14023
23839.7 1.08222
23839.8 1.03149
23840.0 0.990111
23840.2 0.929323
23840.5 0.884360
23840.8 0.852396
23841.1 0.827229
23841.3 0.808355
23841.6 0.792798
23841.9 0.780655
23842.4 0.761944
23843.0 0.748576
23843.5 0.738582
23844.1 0.730826
23845.2 0.719516
23846.3 0.711562
23847.4 0.705566
23849.6 0.696911
23851.8 0.690951
23856.2 0.683804
23860.6 0.681550
23865.0 0.684007
23867.2 0.687137
23869.4 0.691615
23871.6 0.697549
23873.8 0.705049
23876.0 0.714282
23878.2 0.725300
23880.4 0.738289
23882.6 0.753411
23884.8 0.770931
23887.0 0.790887
23889.2 0.813567
23891.4 0.839207
