Gd-155(n,tot) ENDFB-8.0
0.0500000 65.0237
0.0515625 64.0380
0.0531250 63.0951
0.0546875 62.1920
0.0562500 61.3257
0.0578125 60.4940
0.0593750 59.6944
0.0609375 58.9250
0.0625000 58.1838
0.0640625 57.4692
0.0656250 56.7797
0.0671875 56.1138
0.0687500 55.4701
0.0703125 54.8475
0.0718750 54.2446
0.0750000 53.0941
0.0781250 52.0108
0.0812500 50.9881
0.0843750 50.0207
0.0875000 49.1038
0.0906250 48.2330
0.0937500 47.4046
0.0968750 46.6151
0.100000 45.8616
0.103125 45.1413
0.106250 44.4517
0.109375 43.7908
0.112500 43.1565
0.115625 42.5470
0.118750 41.9608
0.121875 41.3964
0.125000 40.8523
0.128125 40.3274
0.131250 39.8206
0.134375 39.3308
0.137500 38.8571
0.140625 38.3987
0.143750 37.9547
0.146875 37.5245
0.150000 37.1073
0.156250 36.3089
0.162500 35.5543
0.168750 34.8398
0.175000 34.1621
0.181250 33.5180
0.187500 32.9049
0.193750 32.3201
0.200000 31.7616
0.207031 31.1624
0.214063 30.5917
0.221094 30.0476
0.228125 29.5280
0.233984 29.1121
0.239844 28.7106
0.245703 28.3226
0.251563 27.9475
0.257422 27.5847
0.263281 27.2335
0.269141 26.8933
0.275000 26.5636
0.284375 26.0564
0.293750 25.5727
0.303125 25.1106
0.312500 24.6686
0.321875 24.2453
0.331250 23.8394
0.340625 23.4497
0.350000 23.0752
0.359375 22.7149
0.368750 22.3681
0.378125 22.0337
0.387500 21.7112
0.396875 21.3999
0.406250 21.0991
0.415625 20.8083
0.425000 20.5269
0.434375 20.2545
0.443750 19.9906
0.453125 19.7347
0.462500 19.4867
0.471875 19.2461
0.481250 19.0128
0.500000 18.5669
0.531250 17.8745
0.562500 17.2390
0.593750 16.6546
0.625000 16.1153
0.656250 15.6158
0.687500 15.1517
0.718750 14.7193
0.750000 14.3154
0.781250 13.9373
0.812500 13.5824
0.843750 13.2487
0.875000 12.9344
0.906250 12.6378
0.937500 12.3589
1.00000 11.8431
1.06250 11.3770
1.12500 10.9550
1.18750 10.5713
1.25000 10.2210
1.31250 9.90008
1.37500 9.60509
1.43750 9.33312
1.50000 9.08169
1.56250 8.84865
1.62500 8.63214
1.68750 8.43054
1.75000 8.24243
1.81250 8.06657
1.87500 7.90186
1.93750 7.74733
2.00000 7.60243
2.09375 7.40067
2.18750 7.21550
2.28125 7.04536
2.37500 6.88856
2.46875 6.74369
2.56250 6.60950
2.65625 6.48491
2.75000 6.36898
2.84375 6.26088
2.93750 6.15988
3.03125 6.06534
3.12500 5.97668
3.21875 5.89341
3.31250 5.81505
3.40625 5.74122
3.50000 5.67154
3.59375 5.60569
3.68750 5.54337
3.78125 5.48432
3.87500 5.42850
4.06250 5.32485
4.25000 5.23070
4.43750 5.14502
4.62500 5.06675
4.81250 4.99498
5.00000 4.92893
5.15625 4.87782
5.31250 4.82998
5.46875 4.78508
5.62500 4.74289
5.78125 4.70318
5.93750 4.66578
6.09375 4.63050
6.25000 4.59721
6.40625 4.56579
6.56250 4.53613
6.71875 4.50814
6.87500 4.48175
7.03125 4.45690
7.18750 4.43357
7.34375 4.41173
7.50000 4.39138
7.65625 4.37255
7.79297 4.35736
7.92969 4.34343
8.06641 4.33083
8.20313 4.31965
8.33984 4.31003
8.47656 4.30213
8.61328 4.29619
8.75000 4.29250
8.87695 4.29143
9.00391 4.29299
9.13086 4.29741
9.25781 4.30585
9.38477 4.31895
9.44824 4.32758
9.51172 4.33783
9.57520 4.34990
9.63867 4.36403
9.70215 4.38050
9.76563 4.39966
9.82422 4.42007
9.88281 4.44346
9.94141 4.47025
10.0000 4.50090
10.0633 4.53917
10.1266 4.58388
10.1899 4.63617
10.2215 4.66561
10.2532 4.69752
10.2848 4.73219
10.3164 4.76985
10.3481 4.81087
10.3797 4.85557
10.4114 4.90437
10.4430 4.95769
10.4747 5.01611
10.5063 5.08028
10.5395 5.15455
10.5726 5.23701
10.6058 5.32882
10.6389 5.43135
10.6721 5.54622
10.7052 5.67540
10.7384 5.82128
10.7549 5.90139
10.7715 5.98677
10.8001 6.14825
10.8288 6.32973
10.8574 6.53465
10.8717 6.64719
10.8860 6.76710
10.9004 6.89523
10.9147 7.03214
10.9290 7.17885
10.9433 7.33609
10.9576 7.50513
10.9719 7.68695
10.9862 7.88313
11.0006 8.09493
11.0171 8.36233
11.0337 8.65614
11.0503 8.98037
11.0669 9.33890
11.0834 9.73727
11.1000 10.1811
11.1166 10.6782
11.1249 10.9493
11.1332 11.2368
11.1414 11.5428
11.1497 11.8686
11.1580 12.2158
11.1663 12.5861
11.1746 12.9825
11.1829 13.4071
11.1912 13.8627
11.1995 14.3518
11.2077 14.8793
11.2160 15.4488
11.2243 16.0650
11.2326 16.7326
11.2409 17.4595
11.2492 18.2524
11.2575 19.1200
11.2658 20.0714
11.2740 21.1212
11.2823 22.2829
11.2906 23.5739
11.2989 25.0139
11.3031 25.8000
11.3072 26.6319
11.3113 27.5177
11.3155 28.4577
11.3196 29.4614
11.3238 30.5295
11.3279 31.6706
11.3321 32.8911
11.3362 34.2019
11.3403 35.6048
11.3445 37.1156
11.3486 38.7368
11.3528 40.4870
11.3569 42.3697
11.3611 44.4018
11.3652 46.5971
11.3694 48.9767
11.3735 51.5454
11.3776 54.3331
11.3818 57.3453
11.3859 60.6164
11.3901 64.1516
11.3942 67.9807
11.3984 72.1268
11.4014 75.3649
11.4044 78.7823
11.4074 82.4112
11.4104 86.2374
11.4134 90.2960
11.4164 94.5699
11.4195 99.0819
11.4225 103.841
11.4255 108.874
11.4285 114.156
11.4315 119.731
11.4345 125.570
11.4375 131.718
11.4406 138.142
11.4436 144.866
11.4466 151.895
11.4507 162.094
11.4549 172.856
11.4590 184.234
11.4632 196.167
11.4673 208.699
11.4714 221.750
11.4756 235.357
11.4797 249.419
11.4839 263.960
11.4880 278.861
11.4922 294.132
11.4963 309.634
11.5005 325.365
11.5046 341.166
11.5087 356.985
11.5129 372.726
11.5174 389.703
11.5219 406.329
11.5264 422.460
11.5310 437.921
11.5387 462.650
11.5465 484.332
11.5528 499.396
11.5592 511.664
11.5644 519.473
11.5696 525.118
11.5748 528.532
11.5800 529.666
11.5852 528.501
11.5904 525.061
11.5956 519.388
11.6008 511.588
11.6069 499.878
11.6130 485.653
11.6191 469.175
11.6252 450.754
11.6308 432.286
11.6365 412.716
11.6421 392.321
11.6477 371.373
11.6533 350.133
11.6590 328.847
11.6702 287.016
11.6754 268.650
11.6805 250.860
11.6856 233.740
11.6907 217.398
11.6958 201.827
11.7009 187.129
11.7061 173.270
11.7112 160.317
11.7168 147.057
11.7224 134.841
11.7252 129.105
11.7281 123.636
11.7309 118.410
11.7337 113.418
11.7365 108.640
11.7393 104.101
11.7421 99.7621
11.7449 95.6470
11.7478 91.7187
11.7506 87.9974
11.7534 84.4613
11.7562 81.1026
11.7593 77.6272
11.7623 74.3448
11.7654 71.2456
11.7685 68.3204
11.7715 65.5598
11.7746 62.9550
11.7777 60.4971
11.7807 58.1780
11.7838 55.9895
11.7869 53.9240
11.7900 51.9741
11.7930 50.1328
11.7961 48.3936
11.7992 46.7500
11.8022 45.1962
11.8053 43.7265
11.8109 41.2323
11.8166 38.9734
11.8222 36.9231
11.8278 35.0576
11.8335 33.3561
11.8391 31.8003
11.8447 30.3741
11.8503 29.0654
11.8560 27.8573
11.8616 26.7414
11.8672 25.7081
11.8728 24.7508
11.8785 23.8586
11.8841 23.0270
11.8897 22.2503
11.8954 21.5247
11.9010 20.8432
11.9066 20.2032
11.9122 19.6012
11.9179 19.0341
11.9235 18.4990
11.9291 17.9936
11.9404 17.0634
11.9516 16.2264
11.9629 15.4707
11.9742 14.7856
11.9854 14.1628
11.9951 13.6681
12.0049 13.2103
12.0146 12.7853
12.0243 12.3898
12.0340 12.0212
12.0437 11.6769
12.0535 11.3548
12.0632 11.0531
12.0729 10.7699
12.0826 10.5037
12.0923 10.2532
12.1021 10.0171
12.1118 9.79435
12.1215 9.58389
12.1409 9.19635
12.1522 8.99024
12.1635 8.79625
12.1747 8.61343
12.1860 8.44109
12.2085 8.12399
12.2310 7.83985
12.2535 7.58395
12.2760 7.35279
12.2985 7.14315
12.3211 6.95238
12.3385 6.81643
12.3559 6.68951
12.3733 6.57083
12.3906 6.45973
12.4080 6.35544
12.4254 6.25750
12.4428 6.16528
12.4602 6.07842
12.4950 5.91892
12.5298 5.77624
12.5646 5.64804
12.5994 5.53237
12.6219 5.46341
12.6444 5.39866
12.6895 5.28036
12.7345 5.17510
12.7795 5.08099
12.8245 4.99642
12.8696 4.92013
12.9146 4.85102
12.9596 4.78823
13.0026 4.73345
13.0456 4.68306
13.0885 4.63654
13.1315 4.59348
13.1745 4.55354
13.2175 4.51643
13.3034 4.44961
13.3894 4.39117
13.4754 4.33967
13.5613 4.29397
13.6473 4.25323
13.7537 4.20866
13.8601 4.16916
13.9665 4.13394
14.0730 4.10247
14.1794 4.07418
14.2858 4.04865
14.3922 4.02550
14.4987 4.00447
14.6788 3.97301
14.8589 3.94601
15.0390 3.92284
15.2191 3.90303
15.3992 3.88629
15.5793 3.87240
15.7594 3.86127
15.9395 3.85285
16.1196 3.84721
16.2997 3.84446
16.4798 3.84480
16.6599 3.84847
16.8400 3.85585
17.0201 3.86738
17.2002 3.88362
17.3803 3.90528
17.5604 3.93322
17.7405 3.96852
17.8306 3.98934
17.9206 4.01252
18.0107 4.03829
18.1007 4.06688
18.1908 4.09858
18.2809 4.13369
18.3709 4.17256
18.4610 4.21559
18.5510 4.26320
18.6411 4.31592
18.7311 4.37430
18.8212 4.43895
18.9194 4.51728
19.0176 4.60486
19.1159 4.70353
19.2141 4.81467
19.3124 4.93992
19.4106 5.08137
19.5088 5.24150
19.6071 5.42329
19.7053 5.63035
19.7544 5.74467
19.8035 5.86697
19.8527 5.99799
19.9018 6.13848
19.9509 6.28931
20.0000 6.45137
20.0759 6.72657
20.1519 7.03559
20.2278 7.38374
20.3038 7.77720
20.3417 7.99316
20.3797 8.22331
20.4177 8.46888
20.4556 8.73125
20.4936 9.01221
20.5316 9.31343
20.5695 9.63679
20.6075 9.98421
20.6566 10.4736
20.7058 11.0128
20.7549 11.6087
20.8040 12.2688
20.8532 13.0027
20.9023 13.8206
20.9514 14.7358
20.9760 15.2344
21.0006 15.7631
21.0196 16.1943
21.0385 16.6459
21.0575 17.1200
21.0765 17.6173
21.0955 18.1400
21.1050 18.4112
21.1145 18.6892
21.1240 18.9744
21.1335 19.2670
21.1430 19.5672
21.1524 19.8753
21.1681 20.4010
21.1837 20.9498
21.1915 21.2336
21.1993 21.5234
21.2072 21.8201
21.2150 22.1232
21.2273 22.6144
21.2396 23.1236
21.2518 23.6517
21.2641 24.1993
21.2753 24.7149
21.2864 25.2485
21.2987 25.8579
21.3110 26.4912
21.3172 26.8175
21.3233 27.1497
21.3295 27.4886
21.3356 27.8343
21.3417 28.1875
21.3479 28.5473
21.3540 28.9145
21.3602 29.2892
21.3663 29.6717
21.3724 30.0621
21.3786 30.4608
21.3847 30.8679
21.3909 31.2843
21.3970 31.7089
21.4032 32.1427
21.4093 32.5859
21.4154 33.0388
21.4216 33.5016
21.4277 33.9747
21.4339 34.4584
21.4400 34.9537
21.4461 35.4595
21.4523 35.9767
21.4584 36.5059
21.4646 37.0482
21.4707 37.6022
21.4769 38.1692
21.4830 38.7497
21.4886 39.2901
21.4942 39.8414
21.4998 40.4058
21.5053 40.9817
21.5109 41.5714
21.5165 42.1733
21.5221 42.7888
21.5277 43.4183
21.5333 44.0634
21.5388 44.7223
21.5444 45.3965
21.5500 46.0864
21.5556 46.7940
21.5612 47.5172
21.5667 48.2577
21.5723 49.0161
21.5785 49.8735
21.5846 50.7526
21.5908 51.6559
21.5969 52.5841
21.6030 53.5397
21.6092 54.5206
21.6153 55.5294
21.6215 56.5671
21.6276 57.6366
21.6338 58.7356
21.6399 59.8671
21.6460 61.0322
21.6522 62.2325
21.6583 63.4693
21.6645 64.7442
21.6706 66.0586
21.6767 67.4166
21.6829 68.8154
21.6890 70.2592
21.6952 71.7498
21.7013 73.2919
21.7075 74.8827
21.7136 76.5269
21.7197 78.2269
21.7259 79.9884
21.7320 81.8083
21.7382 83.6924
21.7443 85.6437
21.7504 87.6656
21.7566 89.7615
21.7627 91.9352
21.7689 94.1907
21.7750 96.5361
21.7812 98.9684
21.7873 101.496
21.7934 104.124
21.7996 106.863
21.8057 109.710
21.8119 112.675
21.8180 115.766
21.8242 118.995
21.8303 122.360
21.8364 125.875
21.8426 129.549
21.8487 133.392
21.8549 137.416
21.8610 141.632
21.8671 146.053
21.8733 150.703
21.8794 155.581
21.8856 160.713
21.8917 166.117
21.8979 171.823
21.9040 177.838
21.9101 184.195
21.9163 190.923
21.9224 198.066
21.9286 205.635
21.9347 213.683
21.9408 222.253
21.9470 231.393
21.9531 241.161
21.9593 251.617
21.9654 262.832
21.9704 272.639
21.9755 283.056
21.9805 294.133
21.9855 305.906
21.9905 318.483
21.9956 331.884
22.0006 346.238
22.0056 361.572
22.0106 378.035
22.0157 395.663
22.0207 414.632
22.0257 434.985
22.0307 456.928
22.0358 480.512
22.0408 505.979
22.0458 533.385
22.0489 551.257
22.0520 569.920
22.0550 589.473
22.0581 609.961
22.0612 631.429
22.0642 653.924
22.0673 677.495
22.0704 702.193
22.0735 728.069
22.0765 755.176
22.0796 783.569
22.0827 813.303
22.0857 844.435
22.0888 877.022
22.0919 911.124
22.0949 946.798
22.0980 984.230
22.1011 1023.24
22.1042 1064.00
22.1072 1106.57
22.1103 1151.01
22.1134 1197.39
22.1164 1245.76
22.1195 1296.17
22.1257 1403.35
22.1318 1519.36
22.1379 1644.57
22.1441 1779.31
22.1502 1924.06
22.1564 2078.54
22.1625 2243.32
22.1687 2417.85
22.1748 2602.54
22.1809 2796.50
22.1871 2999.60
22.1932 3211.25
22.2022 3533.13
22.2111 3868.21
22.2200 4213.17
22.2290 4563.63
22.2412 5045.21
22.2535 5512.91
22.2658 5950.79
22.2719 6153.46
22.2781 6342.60
22.2857 6555.41
22.2933 6741.11
22.3009 6896.66
22.3085 7019.34
22.3139 7085.28
22.3193 7133.18
22.3246 7162.81
22.3300 7173.80
22.3327 7172.30
22.3414 7135.26
22.3502 7050.01
22.3589 6918.39
22.3676 6743.74
22.3758 6546.00
22.3839 6318.36
22.3920 6064.44
22.4001 5789.34
22.4084 5491.11
22.4166 5180.64
22.4332 4540.67
22.4498 3904.43
22.4580 3597.20
22.4663 3301.57
22.4727 3081.99
22.4791 2871.70
22.4855 2670.72
22.4919 2480.15
22.4983 2299.73
22.5047 2130.18
22.5111 1971.25
22.5175 1822.84
22.5216 1732.21
22.5257 1645.84
22.5299 1563.64
22.5340 1485.70
22.5381 1411.52
22.5423 1341.18
22.5464 1274.55
22.5506 1211.65
22.5547 1152.03
22.5588 1095.72
22.5630 1042.57
22.5671 992.551
22.5712 945.288
22.5754 900.761
22.5795 858.832
22.5837 819.457
22.5878 782.312
22.5919 747.367
22.5961 714.495
22.6002 683.577
22.6044 654.497
22.6085 627.142
22.6126 601.407
22.6168 577.247
22.6209 554.449
22.6250 532.982
22.6292 512.760
22.6333 493.746
22.6375 475.772
22.6416 458.813
22.6457 442.802
22.6499 427.710
22.6581 399.873
22.6664 374.941
22.6747 352.486
22.6830 332.239
22.6912 313.878
22.6995 297.207
22.7078 281.984
22.7161 268.070
22.7243 255.280
22.7326 243.515
22.7409 232.637
22.7492 222.575
22.7574 213.220
22.7657 204.525
22.7740 196.403
22.7823 188.820
22.7905 181.709
22.7988 175.036
22.8071 168.764
22.8154 162.867
22.8237 157.299
22.8319 152.048
22.8402 147.077
22.8485 142.377
22.8650 133.688
22.8816 125.848
22.8981 118.745
22.9147 112.285
22.9260 108.206
22.9372 104.373
22.9485 100.758
22.9598 97.3500
22.9711 94.1281
22.9824 91.0836
23.0050 85.4653
23.0275 80.4061
23.0501 75.8320
23.0727 71.6809
23.0952 67.9024
23.1118 65.3389
23.1283 62.9376
23.1449 60.6832
23.1614 58.5639
23.1780 56.5688
23.1945 54.6881
23.2111 52.9130
23.2276 51.2357
23.2442 49.6489
23.2607 48.1460
23.2938 45.3689
23.3269 42.8627
23.3600 40.5924
23.3931 38.5281
23.4262 36.6462
23.4593 34.9247
23.4924 33.3456
23.5255 31.8933
23.5586 30.5544
23.5917 29.3171
23.6248 28.1711
23.6549 27.2008
23.6850 26.2927
23.7151 25.4412
23.7452 24.6415
23.7753 23.8889
23.8054 23.1802
23.8355 22.5117
23.8656 21.8804
23.8957 21.2835
23.9258 20.7186
23.9559 20.1835
23.9860 19.6759
24.0461 18.7360
24.1063 17.8854
24.1394 17.4514
24.1725 17.0395
24.2387 16.2755
24.3049 15.5827
24.3711 14.9525
24.4373 14.3770
24.5035 13.8502
24.5697 13.3663
24.6359 12.9207
24.6811 12.6367
24.7262 12.3674
24.7714 12.1119
24.8165 11.8691
24.9068 11.4187
24.9970 11.0102
25.0873 10.6377
25.1776 10.2966
25.2679 9.98356
25.3581 9.69559
25.4244 9.49872
25.4906 9.31295
25.5568 9.13738
25.6230 8.97124
25.6892 8.81380
25.7554 8.66448
25.8216 8.52267
25.8878 8.38786
25.9540 8.25953
26.0202 8.13729
26.1526 7.90945
26.2850 7.70148
26.4174 7.51099
26.5498 7.33594
26.6822 7.17460
26.8146 7.02545
26.9470 6.88722
27.0794 6.75875
27.2118 6.63910
27.3442 6.52740
27.4766 6.42298
27.6030 6.32969
27.7294 6.24167
27.8558 6.15839
27.9822 6.07966
28.1086 6.00514
28.2349 5.93451
28.3613 5.86744
28.4877 5.80370
28.6141 5.74303
28.7405 5.68520
28.8669 5.63002
28.9933 5.57731
29.2460 5.47863
29.4988 5.38797
29.7636 5.30054
30.0284 5.21989
30.2932 5.14519
30.5580 5.07576
30.8229 5.01101
31.0877 4.95042
31.3525 4.89356
31.6173 4.84004
31.8580 4.79402
32.0988 4.75052
32.3395 4.70879
32.5802 4.66903
32.8210 4.63084
33.0617 4.59436
33.3024 4.55933
33.5432 4.52556
34.0247 4.46182
34.5061 4.40232
34.9876 4.34642
35.4691 4.29368
35.9505 4.24369
36.4320 4.19606
36.9135 4.15047
37.3950 4.10669
37.8283 4.06867
38.2616 4.03183
38.6949 3.99606
39.1283 3.96131
39.3449 3.94428
39.5616 3.92753
39.7783 3.91102
39.9949 3.89476
40.2116 3.87874
40.4282 3.86304
40.6449 3.84767
40.8616 3.83264
41.1264 3.81480
41.3912 3.79765
41.6560 3.78133
41.9208 3.76603
42.0532 3.75884
42.1856 3.75200
42.3180 3.74558
42.4504 3.73961
42.5828 3.73417
42.7152 3.72934
42.8476 3.72518
42.9800 3.72178
43.1125 3.71931
43.2449 3.71794
43.3773 3.71784
43.5097 3.71923
43.6421 3.72237
43.7745 3.72759
43.9069 3.73531
44.0393 3.74602
44.1476 3.75745
44.2560 3.77174
44.3643 3.78940
44.4726 3.81107
44.5268 3.82365
44.5809 3.83752
44.6351 3.85283
44.6893 3.86971
44.7434 3.88833
44.7976 3.90890
44.8518 3.93163
44.9059 3.95676
44.9721 3.99115
45.0383 4.03008
45.1045 4.07425
45.1707 4.12447
45.2370 4.18170
45.3032 4.24709
45.3694 4.32206
45.4025 4.36366
45.4356 4.40834
45.4927 4.49357
45.5499 4.59044
45.5785 4.64387
45.6071 4.70100
45.6357 4.76216
45.6643 4.82767
45.6928 4.89797
45.7214 4.97350
45.7500 5.05475
45.7786 5.14224
45.8072 5.23669
45.8358 5.33876
45.8644 5.44928
45.8930 5.56911
45.9261 5.72102
45.9592 5.88871
45.9923 6.07442
46.0254 6.28073
46.0585 6.51071
46.0916 6.76803
46.1247 7.05710
46.1412 7.21518
46.1578 7.38328
46.1743 7.56238
46.1909 7.75323
46.2074 7.95699
46.2240 8.17485
46.2405 8.40814
46.2571 8.65837
46.2736 8.92723
46.2902 9.21665
46.3067 9.52882
46.3233 9.86625
46.3398 10.2318
46.3564 10.6289
46.3729 11.0613
46.3895 11.5336
46.4060 12.0513
46.4226 12.6207
46.4391 13.2499
46.4557 13.9476
46.4722 14.7256
46.4888 15.5983
46.4971 16.0758
46.5053 16.5834
46.5136 17.1253
46.5219 17.7034
46.5302 18.3231
46.5384 18.9869
46.5467 19.7013
46.5550 20.4701
46.5633 21.3010
46.5715 22.1991
46.5798 23.1744
46.5881 24.2331
46.5964 25.3878
46.6046 26.6467
46.6129 28.0253
46.6212 29.5343
46.6295 31.1927
46.6377 33.0138
46.6460 35.0210
46.6543 37.2307
46.6626 39.6713
46.6708 42.3623
46.6791 45.3378
46.6833 46.9404
46.6874 48.6205
46.6934 51.2237
46.6994 54.0216
46.7054 57.0280
46.7115 60.2572
46.7175 63.7241
46.7235 67.4442
46.7295 71.4333
46.7355 75.7003
46.7416 80.2761
46.7476 85.1704
46.7536 90.4002
46.7596 95.9825
46.7656 101.934
46.7717 108.271
46.7777 115.009
46.7837 122.153
46.7897 129.739
46.7957 137.770
46.8017 146.259
46.8078 155.200
46.8138 164.634
46.8198 174.552
46.8258 184.960
46.8318 195.843
46.8363 204.352
46.8409 213.118
46.8454 222.178
46.8499 231.491
46.8582 249.280
46.8664 267.937
46.8747 287.392
46.8830 307.606
46.8913 328.533
46.8995 350.060
46.9078 372.058
46.9161 394.438
46.9244 417.098
46.9326 439.844
46.9492 485.082
46.9657 528.859
46.9823 569.690
46.9906 588.598
46.9988 606.231
47.0071 622.465
47.0154 637.105
47.0256 652.797
47.0358 665.635
47.0436 673.429
47.0515 679.352
47.0593 683.349
47.0672 685.383
47.0700 685.633
47.0786 684.813
47.0871 681.648
47.0957 676.178
47.1042 668.465
47.1128 658.598
47.1256 639.967
47.1385 617.189
47.1510 591.418
47.1636 562.770
47.1744 536.194
47.1853 508.325
47.1961 479.561
47.2070 450.286
47.2321 382.465
47.2447 349.509
47.2573 317.763
47.2698 287.499
47.2824 259.012
47.2887 245.463
47.2950 232.434
