Mo-97(n,tot) ENDFB-8.0
0.00331250 12.9970
0.00340625 12.9054
0.00350000 12.8176
0.00359375 12.7333
0.00368750 12.6524
0.00378125 12.5745
0.00387500 12.4996
0.00396875 12.4274
0.00406250 12.3578
0.00425000 12.2257
0.00443750 12.1023
0.00462500 11.9866
0.00481250 11.8780
0.00500000 11.7756
0.00515625 11.6947
0.00531250 11.6174
0.00546875 11.5436
0.00562500 11.4729
0.00578125 11.4052
0.00593750 11.3402
0.00609375 11.2778
0.00625000 11.2178
0.00640625 11.1600
0.00656250 11.1044
0.00671875 11.0507
0.00687500 10.9989
0.00718750 10.9006
0.00750000 10.8086
0.00781250 10.7222
0.00812500 10.6410
0.00843750 10.5644
0.00875000 10.4920
0.00906250 10.4234
0.00937500 10.3584
0.00968750 10.2966
0.0100000 10.2378
0.0103125 10.1816
0.0106250 10.1281
0.0109375 10.0769
0.0112500 10.0278
0.0115625 9.98080
0.0118750 9.93568
0.0121875 9.89234
0.0125000 9.85066
0.0128125 9.81053
0.0131250 9.77187
0.0134375 9.73458
0.0137500 9.69859
0.0143750 9.63020
0.0150000 9.56619
0.0156250 9.50611
0.0162500 9.44956
0.0168750 9.39623
0.0175000 9.34581
0.0181250 9.29805
0.0187500 9.25272
0.0193750 9.20963
0.0200000 9.16860
0.0206625 9.12717
0.0213250 9.08772
0.0219875 9.05008
0.0226500 9.01412
0.0233125 8.97972
0.0239750 8.94677
0.0246375 8.91517
0.0253000 8.88484
0.0264578 8.83462
0.0276156 8.78762
0.0287734 8.74351
0.0299313 8.70202
0.0310891 8.66288
0.0322469 8.62589
0.0334047 8.59086
0.0345625 8.55762
0.0355274 8.53117
0.0364922 8.50579
0.0374570 8.48139
0.0384219 8.45793
0.0393867 8.43534
0.0403516 8.41357
0.0413164 8.39257
0.0422813 8.37229
0.0442109 8.33377
0.0461406 8.29770
0.0480703 8.26384
0.0500000 8.23197
0.0515625 8.20750
0.0531250 8.18412
0.0546875 8.16175
0.0562500 8.14033
0.0578125 8.11978
0.0593750 8.10006
0.0609375 8.08111
0.0625000 8.06288
0.0640625 8.04532
0.0656250 8.02840
0.0671875 8.01208
0.0687500 7.99632
0.0718750 7.96635
0.0750000 7.93828
0.0781250 7.91190
0.0812500 7.88707
0.0843750 7.86362
0.0875000 7.84145
0.0906250 7.82043
0.0937500 7.80048
0.0968750 7.78150
0.100000 7.76341
0.103125 7.74616
0.106250 7.72968
0.109375 7.71390
0.112500 7.69879
0.115625 7.68429
0.118750 7.67037
0.121875 7.65699
0.125000 7.64412
0.128125 7.63172
0.131250 7.61977
0.134375 7.60824
0.137500 7.59711
0.143750 7.57593
0.150000 7.55608
0.156250 7.53742
0.162500 7.51983
0.168750 7.50323
0.175000 7.48752
0.181250 7.47263
0.187500 7.45849
0.193750 7.44504
0.200000 7.43222
0.209375 7.41407
0.218750 7.39707
0.228125 7.38112
0.237500 7.36611
0.246875 7.35196
0.256250 7.33858
0.265625 7.32590
0.275000 7.31387
0.284375 7.30243
0.293750 7.29154
0.303125 7.28114
0.312500 7.27121
0.321875 7.26171
0.331250 7.25260
0.340625 7.24387
0.350000 7.23548
0.359375 7.22742
0.368750 7.21965
0.378125 7.21217
0.387500 7.20496
0.396875 7.19801
0.406250 7.19129
0.425000 7.17851
0.443750 7.16651
0.462500 7.15521
0.500000 7.13453
0.531250 7.11893
0.562500 7.10456
0.593750 7.09129
0.625000 7.07898
0.687500 7.05680
0.750000 7.03729
0.812500 7.01992
0.875000 7.00436
0.937500 6.99024
1.00000 6.97732
1.06250 6.96544
1.12500 6.95446
1.18750 6.94426
1.25000 6.93474
1.37500 6.91744
1.50000 6.90204
1.62500 6.88818
1.75000 6.87559
1.87500 6.86405
2.00000 6.85335
2.18750 6.83868
2.37500 6.82539
2.56250 6.81320
2.75000 6.80196
2.93750 6.79148
3.12500 6.78166
3.31250 6.77240
3.50000 6.76364
3.68750 6.75531
3.87500 6.74737
4.25000 6.73247
4.62500 6.71867
5.00000 6.70578
5.31250 6.69562
5.62500 6.68591
5.93750 6.67660
6.25000 6.66765
6.56250 6.65902
6.87500 6.65067
7.50000 6.63473
8.12500 6.61965
8.75000 6.60530
9.37500 6.59159
10.0000 6.57841
10.6250 6.56572
11.2500 6.55346
11.8750 6.54159
12.5000 6.53007
13.1250 6.51886
13.7500 6.50795
14.3750 6.49731
15.0000 6.48691
16.2500 6.46681
17.5000 6.44751
18.7500 6.42892
20.0000 6.41095
20.9375 6.39784
21.8750 6.38502
22.8125 6.37247
23.7500 6.36016
24.6875 6.34808
25.6250 6.33620
26.5625 6.32451
27.5000 6.31300
29.3750 6.29044
31.2500 6.26837
33.1250 6.24671
35.0000 6.22533
36.8750 6.20411
37.8125 6.19353
38.7500 6.18294
39.6875 6.17233
40.6250 6.16167
41.5625 6.15096
42.5000 6.14017
43.4375 6.12927
44.3750 6.11824
45.3125 6.10706
46.2500 6.09570
47.1875 6.08411
48.1250 6.07228
49.0625 6.06015
50.0000 6.04769
50.8143 6.03656
51.6285 6.02509
52.4428 6.01326
53.2570 6.00101
53.6642 5.99471
54.0713 5.98829
54.4784 5.98175
54.8855 5.97505
55.2927 5.96823
55.6998 5.96124
56.1069 5.95412
56.5140 5.94681
56.9619 5.93856
57.4097 5.93008
57.8576 5.92135
58.3054 5.91238
58.7532 5.90315
59.2011 5.89365
59.6489 5.88386
59.8728 5.87887
60.0968 5.87380
60.4835 5.86489
60.8703 5.85578
61.2571 5.84648
61.4505 5.84177
61.6438 5.83702
61.8372 5.83224
62.0306 5.82743
62.2240 5.82260
62.4174 5.81777
62.6108 5.81293
62.8042 5.80810
62.9976 5.80330
63.1909 5.79855
63.4149 5.79312
63.6388 5.78784
63.8627 5.78273
64.0866 5.77786
64.3105 5.77332
64.5345 5.76919
64.7584 5.76560
64.9823 5.76270
65.1960 5.76074
65.3029 5.76012
65.4098 5.75977
65.5166 5.75974
65.6235 5.76006
65.7304 5.76078
65.8373 5.76193
65.9441 5.76358
66.0510 5.76579
66.1579 5.76862
66.2647 5.77216
66.3716 5.77648
66.4785 5.78169
66.5854 5.78790
66.6922 5.79525
66.8042 5.80436
66.9161 5.81512
67.0281 5.82777
67.1401 5.84259
67.2520 5.85990
67.3640 5.88010
67.4759 5.90364
67.5879 5.93109
67.6999 5.96311
67.8118 6.00050
67.8678 6.02150
67.9238 6.04421
67.9798 6.06881
68.0357 6.09545
68.0917 6.12432
68.1477 6.15565
68.2037 6.18965
68.2597 6.22661
68.3156 6.26680
68.3716 6.31055
68.4276 6.35825
68.4836 6.41029
68.5548 6.48357
68.6261 6.56579
68.6973 6.65829
68.7686 6.76266
68.8398 6.88083
68.9111 7.01505
68.9467 7.08905
68.9823 7.16812
69.0179 7.25273
69.0536 7.34335
69.1095 7.49923
69.1655 7.67372
69.2215 7.86965
69.2775 8.09046
69.3335 8.34025
69.3614 8.47753
69.3894 8.62401
69.4174 8.78049
69.4454 8.94786
69.4734 9.12712
69.5014 9.31936
69.5256 9.49683
69.5497 9.68574
69.5739 9.88721
69.5981 10.1022
69.6223 10.3320
69.6464 10.5780
69.6706 10.8416
69.6948 11.1247
69.7190 11.4292
69.7431 11.7572
69.7673 12.1113
69.7915 12.4943
69.8157 12.9096
69.8398 13.3609
69.8640 13.8526
69.8882 14.3899
69.9162 15.0773
69.9441 15.8455
69.9721 16.7086
69.9861 17.1813
70.0001 17.6844
70.0141 18.2215
70.0281 18.7951
70.0421 19.4099
70.0561 20.0692
70.0701 20.7789
70.0841 21.5433
70.0981 22.3699
70.1121 23.2647
70.1324 24.7067
70.1426 25.4978
70.1528 26.3404
70.1668 27.5943
70.1808 28.9684
70.1948 30.4802
70.2088 32.1449
70.2228 33.9844
70.2368 36.0182
70.2508 38.2740
70.2648 40.7762
70.2788 43.5592
70.2927 46.6530
70.2997 48.3299
70.3067 50.0995
70.3137 51.9668
70.3207 53.9346
70.3277 56.0141
70.3347 58.2085
70.3417 60.5238
70.3487 62.9629
70.3557 65.5392
70.3627 68.2561
70.3697 71.1206
70.3767 74.1352
70.3837 77.3159
70.3907 80.6660
70.3977 84.1929
70.4047 87.8989
70.4117 91.8024
70.4187 95.9059
70.4257 100.217
70.4327 104.738
70.4397 109.488
70.4467 114.470
70.4537 119.691
70.4607 125.150
70.4677 130.870
70.4747 136.851
70.4817 143.100
70.4887 149.613
70.4957 156.415
70.5027 163.502
70.5097 170.880
70.5167 178.542
70.5237 186.513
70.5307 194.787
70.5447 212.237
70.5587 230.926
70.5726 250.822
70.5866 271.933
70.6006 294.187
70.6159 319.731
70.6312 346.480
70.6464 374.298
70.6617 402.998
70.6757 429.954
70.6897 457.308
70.7177 512.495
70.7457 566.811
70.7737 618.307
70.7877 642.371
70.8017 664.952
70.8157 685.837
70.8296 704.765
70.8440 721.970
70.8584 736.686
70.8728 748.730
70.8872 757.946
70.9036 764.883
70.9200 767.876
70.9294 767.797
70.9447 764.896
70.9599 758.614
70.9752 749.042
70.9904 736.341
71.0020 724.749
71.0135 711.575
71.0251 696.905
71.0366 680.883
71.0594 645.681
71.0822 606.699
71.0978 578.485
71.1133 549.372
71.1444 489.710
71.1673 445.915
71.1901 403.085
71.2129 361.920
71.2357 322.996
71.2471 304.504
71.2585 286.721
71.2699 269.676
71.2813 253.407
71.2927 237.898
71.3041 223.185
71.3155 209.241
71.3269 196.086
71.3363 185.878
71.3456 176.186
71.3549 166.987
71.3643 158.270
71.3736 150.014
71.3829 142.220
71.3923 134.865
71.4016 127.932
71.4109 121.398
71.4203 115.259
71.4296 109.491
71.4389 104.076
71.4483 98.9915
71.4576 94.2309
71.4669 89.7714
71.4763 85.5961
71.4877 80.8525
71.4991 76.4806
71.5105 72.4525
71.5219 68.7450
71.5333 65.3264
71.5447 62.1793
71.5561 59.2761
71.5675 56.6010
71.5789 54.1303
71.5903 51.8486
71.6017 49.7394
71.6131 47.7891
71.6246 45.9806
71.6360 44.3042
71.6474 42.7454
71.6588 41.2965
71.6712 39.8265
71.6837 38.4642
71.6961 37.1970
71.7085 36.0181
71.7210 34.9173
71.7334 33.8892
71.7459 32.9262
71.7583 32.0226
71.7708 31.1725
71.7832 30.3726
71.7957 29.6175
71.8081 28.9046
71.8330 27.5899
71.8579 26.4062
71.8807 25.4192
71.9035 24.5147
71.9263 23.6822
71.9491 22.9139
71.9719 22.2023
71.9948 21.5419
72.0176 20.9271
72.0404 20.3536
72.0632 19.8172
72.0860 19.3149
72.1088 18.8433
72.1316 18.4001
72.1545 17.9826
72.1773 17.5890
72.2001 17.2174
72.2229 16.8659
72.2457 16.5329
72.2685 16.2174
72.3141 15.6333
72.3598 15.1048
72.4054 14.6248
72.4510 14.1871
72.4966 13.7868
72.5423 13.4194
72.5879 13.0814
72.6252 12.8244
72.6626 12.5833
72.6999 12.3568
72.7372 12.1437
72.7745 11.9428
72.8119 11.7533
72.8492 11.5741
72.8865 11.4047
72.9239 11.2441
72.9612 11.0917
72.9985 10.9471
73.0359 10.8096
73.1105 10.5542
73.1852 10.3220
73.2308 10.1903
73.2764 10.0656
73.3221 9.94749
73.3677 9.83544
73.4133 9.72899
73.4589 9.62779
73.5502 9.43969
73.6414 9.26860
73.7327 9.11247
73.8239 8.96950
73.9152 8.83816
74.0147 8.70663
74.1143 8.58597
74.2138 8.47495
74.3134 8.37253
74.4129 8.27780
74.5125 8.18997
74.6120 8.10833
74.7116 8.03226
74.8028 7.96694
74.8941 7.90548
74.9853 7.84757
75.0766 7.79291
75.1679 7.74127
75.2591 7.69242
75.3504 7.64615
75.4416 7.60226
75.5329 7.56059
75.6241 7.52099
75.7154 7.48331
75.8066 7.44742
75.8979 7.41320
75.9891 7.38055
76.1716 7.31957
76.3541 7.26378
76.5366 7.21262
76.7192 7.16561
76.9017 7.12234
77.0842 7.08251
77.2667 7.04586
77.4492 7.01223
77.6317 6.98157
77.7644 6.96117
77.8971 6.94247
78.0299 6.92567
78.0962 6.91809
78.1626 6.91113
78.2290 6.90489
78.2995 6.89919
78.3700 6.89465
78.4405 6.89157
78.4758 6.89072
78.5110 6.89042
78.5463 6.89079
78.5815 6.89196
78.6168 6.89411
78.6521 6.89750
78.6873 6.90247
78.7049 6.90569
78.7226 6.90951
78.7402 6.91401
78.7578 6.91931
78.7755 6.92553
78.7931 6.93282
78.8086 6.94029
78.8242 6.94886
78.8397 6.95872
78.8553 6.97003
78.8709 6.98301
78.8864 6.99788
78.9020 7.01491
78.9175 7.03437
78.9331 7.05660
78.9486 7.08191
78.9642 7.11073
78.9797 7.14340
78.9875 7.16134
78.9953 7.18040
79.0031 7.20066
79.0108 7.22213
79.0186 7.24494
79.0264 7.26907
79.0342 7.29467
79.0419 7.32170
79.0518 7.35823
79.0617 7.39732
79.0715 7.43911
79.0814 7.48372
79.0912 7.53126
79.1011 7.58183
79.1109 7.63552
79.1208 7.69242
79.1306 7.75266
79.1405 7.81618
79.1503 7.88308
79.1602 7.95340
79.1700 8.02715
79.1799 8.10432
79.1897 8.18489
79.1996 8.26879
79.2110 8.37006
79.2224 8.47556
79.2452 8.69826
79.2680 8.93474
79.2908 9.18195
79.3696 10.0587
79.3924 10.2978
79.4153 10.5194
79.4381 10.7178
79.4609 10.8874
79.4829 11.0193
79.4939 11.0722
79.5049 11.1159
79.5162 11.1508
79.5275 11.1754
79.5387 11.1896
79.5500 11.1933
79.5622 11.1854
79.5744 11.1651
79.5866 11.1326
79.5988 11.0883
79.6116 11.0296
79.6244 10.9589
79.6372 10.8768
79.6499 10.7841
79.6636 10.6738
79.6773 10.5535
79.7047 10.2873
79.7321 9.99566
79.7595 9.68882
79.7993 9.23551
79.8192 9.01323
79.8391 8.79763
79.8528 8.65450
79.8665 8.51627
79.8802 8.38346
79.8939 8.25649
79.9076 8.13568
79.9212 8.02125
79.9349 7.91333
79.9486 7.81199
79.9598 7.73388
79.9710 7.66019
79.9822 7.59076
79.9934 7.52552
80.0046 7.46433
80.0158 7.40708
80.0270 7.35362
80.0382 7.30379
80.0494 7.25743
80.0606 7.21438
80.0718 7.17445
80.0830 7.13747
80.0942 7.10328
80.1054 7.07169
80.1166 7.04253
80.1278 7.01564
80.1366 6.99617
80.1453 6.97793
80.1540 6.96082
80.1627 6.94478
80.1714 6.92973
80.1801 6.91562
80.1975 6.88997
80.2150 6.86738
80.2324 6.84746
80.2498 6.82985
80.2672 6.81424
80.2846 6.80035
80.3021 6.78794
80.3195 6.77681
80.3369 6.76678
80.3543 6.75768
80.3718 6.74940
80.3892 6.74183
80.4066 6.73486
80.4414 6.72243
80.4763 6.71162
80.5111 6.70206
80.5460 6.69349
80.5808 6.68572
80.6157 6.67860
80.6505 6.67203
80.6854 6.66591
80.7202 6.66018
80.7551 6.65479
80.8247 6.64486
80.8944 6.63584
80.9641 6.62754
81.0637 6.61669
81.1633 6.60677
81.2628 6.59758
81.3624 6.58898
81.4619 6.58086
81.5615 6.57315
81.6611 6.56579
81.7606 6.55873
81.9597 6.54539
82.1588 6.53291
82.3181 6.52346
82.4774 6.51442
82.6367 6.50574
82.7960 6.49741
83.0151 6.48643
83.2341 6.47594
83.4531 6.46589
83.6722 6.45627
83.8912 6.44702
84.1102 6.43814
84.5483 6.42133
84.9864 6.40567
85.4244 6.39103
85.8625 6.37730
86.3006 6.36437
86.6789 6.35379
87.0572 6.34372
87.4355 6.33416
87.8139 6.32497
88.1922 6.31617
88.5705 6.30771
88.9489 6.29961
89.3272 6.29182
89.7055 6.28432
90.0838 6.27710
90.8405 6.26341
91.5971 6.25062
92.3538 6.23864
92.9910 6.22911
93.6282 6.22005
94.2654 6.21141
94.9025 6.20316
95.5397 6.19527
96.1769 6.18771
96.8141 6.18045
97.4513 6.17349
98.0885 6.16680
98.7256 6.16037
99.3628 6.15419
100.000 6.14824
100.444 6.14423
100.888 6.14033
101.333 6.13655
101.777 6.13289
102.258 6.12907
102.739 6.12540
103.220 6.12189
103.701 6.11859
103.942 6.11703
104.182 6.11554
104.423 6.11412
104.664 6.11280
104.904 6.11158
105.145 6.11048
105.385 6.10952
105.626 6.10874
105.829 6.10825
106.033 6.10796
106.237 6.10791
106.440 6.10817
106.542 6.10844
106.644 6.10883
106.746 6.10934
106.847 6.11000
106.949 6.11082
107.051 6.11185
107.153 6.11312
107.254 6.11466
107.356 6.11653
107.458 6.11882
107.560 6.12160
107.662 6.12499
107.713 6.12696
107.763 6.12915
107.814 6.13157
107.865 6.13428
107.916 6.13729
107.967 6.14066
108.018 6.14444
108.069 6.14869
108.124 6.15399
108.180 6.16006
108.235 6.16710
108.291 6.17530
108.319 6.17993
108.346 6.18495
108.374 6.19045
108.402 6.19645
108.430 6.20305
108.457 6.21030
108.485 6.21836
108.513 6.22728
108.534 6.23470
108.555 6.24274
108.575 6.25154
108.596 6.26118
108.617 6.27184
108.638 6.28354
108.659 6.29650
108.679 6.31089
108.700 6.32700
108.721 6.34490
108.742 6.36493
108.763 6.38740
108.784 6.41265
108.804 6.44105
108.825 6.47304
108.836 6.49052
108.846 6.50907
108.859 6.53347
108.871 6.55951
108.884 6.58750
108.897 6.61757
108.910 6.65012
108.922 6.68479
108.935 6.72196
108.948 6.76179
108.961 6.80476
108.973 6.85035
108.986 6.89904
108.999 6.95096
109.011 7.00670
109.024 7.06552
109.037 7.12797
109.050 7.19415
109.066 7.28415
109.082 7.38054
109.098 7.48346
109.114 7.59297
109.131 7.70906
109.147 7.83166
109.163 7.96062
109.179 8.09485
109.205 8.31900
109.230 8.55475
109.255 8.80159
109.281 9.05462
109.332 9.56843
109.357 9.81965
109.383 10.0612
109.413 10.3280
109.443 10.5660
109.461 10.6914
109.479 10.8017
109.497 10.8963
109.514 10.9740
109.531 11.0295
109.547 11.0693
109.564 11.0932
109.580 11.1008
109.601 11.0860
109.623 11.0440
109.644 10.9751
109.665 10.8811
109.687 10.7617
109.709 10.6201
109.730 10.4589
109.752 10.2808
109.775 10.0758
109.798 9.85853
109.844 9.40293
109.890 8.94058
109.913 8.71393
109.936 8.49495
109.965 8.22768
109.979 8.10087
109.994 7.97872
110.009 7.86148
110.023 7.74933
110.038 7.64241
110.052 7.54078
110.064 7.46448
110.075 7.39148
110.087 7.32174
110.098 7.25525
110.110 7.19194
110.121 7.13176
110.133 7.07463
110.144 7.02093
110.156 6.96963
110.167 6.92113
110.179 6.87531
110.190 6.83246
110.202 6.79170
110.213 6.75333
110.225 6.71722
110.236 6.68357
110.252 6.64051
110.268 6.60101
110.283 6.56482
110.299 6.53188
110.315 6.50152
110.330 6.47391
110.346 6.44848
110.361 6.42535
110.377 6.40403
110.393 6.38462
110.408 6.36670
110.424 6.35036
110.440 6.33524
110.455 6.32142
110.471 6.30861
110.487 6.29686
110.510 6.28112
110.533 6.26705
110.556 6.25442
110.579 6.24309
110.602 6.23278
110.624 6.22346
110.647 6.21492
110.670 6.20714
110.693 6.19995
110.716 6.19333
110.762 6.18156
110.808 6.17138
110.854 6.16250
110.898 6.15500
110.942 6.14832
110.986 6.14232
111.029 6.13692
111.073 6.13202
111.117 6.12756
111.161 6.12349
111.205 6.11976
111.249 6.11631
111.292 6.11314
111.380 6.10746
111.468 6.10254
111.555 6.09823
111.639 6.09460
111.722 6.09134
111.806 6.08841
111.889 6.08574
111.973 6.08331
112.056 6.08108
112.140 6.07902
112.223 6.07712
112.390 6.07369
112.557 6.07067
112.724 6.06799
112.891 6.06557
113.058 6.06336
113.225 6.06133
113.392 6.05945
113.559 6.05768
113.726 6.05602
113.893 6.05444
114.227 6.05151
114.561 6.04880
114.895 6.04628
115.229 6.04390
115.563 6.04164
115.964 6.03905
116.365 6.03658
116.766 6.03420
117.166 6.03191
117.567 6.02970
117.968 6.02756
118.369 6.02548
118.769 6.02348
119.270 6.02106
119.771 6.01876
120.272 6.01658
120.773 6.01455
121.274 6.01268
121.525 6.01183
121.775 6.01104
122.026 6.01033
122.276 6.00971
122.527 6.00920
122.777 6.00882
123.011 6.00861
123.245 6.00858
123.479 6.00878
123.712 6.00927
123.829 6.00966
123.946 6.01016
124.063 6.01080
124.180 6.01159
124.297 6.01257
124.414 6.01378
124.531 6.01526
124.648 6.01708
124.756 6.01913
124.865 6.02162
124.973 6.02468
125.082 6.02843
125.136 6.03065
125.190 6.03312
125.245 6.03590
125.299 6.03902
125.353 6.04257
125.407 6.04660
125.462 6.05122
125.516 6.05653
125.574 6.06324
125.633 6.07119
125.662 6.07576
125.691 6.08079
125.721 6.08634
125.750 6.09253
125.779 6.09946
125.808 6.10722
125.837 6.11599
125.867 6.12595
125.896 6.13738
125.925 6.15047
125.954 6.16559
125.984 6.18315
126.002 6.19596
126.021 6.21013
126.040 6.22580
126.059 6.24315
126.078 6.26238
126.096 6.28371
126.115 6.30734
126.134 6.33338
126.153 6.36237
126.171 6.39444
126.190 6.42987
126.209 6.46896
126.228 6.51200
126.247 6.55929
126.265 6.61112
126.284 6.66746
126.296 6.70458
126.307 6.74367
126.319 6.78478
126.330 6.82794
126.342 6.87320
126.353 6.92060
126.365 6.97016
126.376 7.02145
126.399 7.13150
126.422 7.24978
126.445 7.37710
126.468 7.51197
126.495 7.68182
126.522 7.86012
126.549 8.04630
126.576 8.23667
126.622 8.56231
126.668 8.87826
126.691 9.02750
126.714 9.16764
126.737 9.29648
126.760 9.41139
126.783 9.51022
126.805 9.59201
126.828 9.65606
126.851 9.70068
126.870 9.72335
126.890 9.73058
126.911 9.72092
126.933 9.69326
126.954 9.64779
126.975 9.58566
126.992 9.52774
127.008 9.46116
127.024 9.38651
127.040 9.30497
127.065 9.16662
127.090 9.01581
127.114 8.85411
127.139 8.68563
127.238 7.98859
127.272 7.76116
127.289 7.65202
127.306 7.54650
127.323 7.44495
127.340 7.34762
127.357 7.25474
127.373 7.16695
127.386 7.10512
127.398 7.04583
127.411 6.98908
127.423 6.93529
127.435 6.88356
127.448 6.83431
127.460 6.78750
127.472 6.74342
127.485 6.70130
127.497 6.66144
127.510 6.62377
127.522 6.58850
127.534 6.55497
127.547 6.52340
127.559 6.49370
127.571 6.46601
127.583 6.44206
127.594 6.41945
127.605 6.39814
127.616 6.37823
127.639 6.34163
127.661 6.30919
127.684 6.28047
127.706 6.25504
127.729 6.23254
127.751 6.21260
127.774 6.19485
127.797 6.17916
127.819 6.16520
127.842 6.15274
127.864 6.14160
127.887 6.13160
127.909 6.12260
127.932 6.11447
127.968 6.10297
128.004 6.09309
128.040 6.08449
128.076 6.07696
128.112 6.07028
128.148 6.06435
128.184 6.05905
128.220 6.05427
128.256 6.04994
128.292 6.04601
128.364 6.03914
128.436 6.03333
128.508 6.02838
128.575 6.02435
128.643 6.02082
128.710 6.01770
128.778 6.01494
128.846 6.01247
128.913 6.01026
128.981 6.00828
129.048 6.00648
129.183 6.00338
129.318 6.00081
129.453 5.99865
129.588 5.99685
129.768 5.99487
129.948 5.99331
130.129 5.99209
130.309 5.99117
130.507 5.99045
130.705 5.99003
130.903 5.98990
131.101 5.99004
131.299 5.99047
131.497 5.99121
131.695 5.99228
131.893 5.99374
132.073 5.99544
132.253 5.99756
132.434 6.00017
132.524 6.00168
132.614 6.00335
132.704 6.00520
132.794 6.00723
132.884 6.00947
132.974 6.01194
133.064 6.01467
133.154 6.01769
133.244 6.02103
133.334 6.02473
133.433 6.02929
133.532 6.03442
133.631 6.04021
133.730 6.04678
133.829 6.05426
133.879 6.05838
133.928 6.06280
133.978 6.06753
134.027 6.07261
134.077 6.07806
134.126 6.08393
134.194 6.09269
134.261 6.10242
134.329 6.11327
134.396 6.12543
134.430 6.13208
134.464 6.13914
134.498 6.14664
134.531 6.15461
134.565 6.16314
134.599 6.17221
134.633 6.18195
