Dy-162(n,g) ENDFB-8.0
3.03125 9.73233
3.07813 9.37021
3.12500 9.05196
3.17188 8.77131
3.21875 8.52311
3.26563 8.30307
3.31250 8.10761
3.35938 7.93388
3.40625 7.78053
3.50000 7.52073
3.59375 7.31274
3.68750 7.14840
3.78125 7.01994
3.87500 6.92146
3.96875 6.84841
4.06250 6.79726
4.15625 6.76526
4.25000 6.75024
4.34375 6.75053
4.43750 6.76576
4.62500 6.83322
4.81250 6.94613
5.00000 7.10247
5.15625 7.26553
5.31250 7.45920
5.46875 7.68442
5.62500 7.94314
5.78125 8.23804
5.93750 8.57261
6.09375 8.95123
6.25000 9.37931
6.38672 9.79976
6.52344 10.2689
6.66016 10.7925
6.79688 11.3727
6.93359 12.0295
7.07031 12.7693
7.20703 13.6056
7.27539 14.0650
7.34375 14.5552
7.42188 15.1565
7.50000 15.8060
7.59766 16.6937
7.69531 17.6768
7.79297 18.7693
7.89063 19.9878
7.98828 21.3526
8.03711 22.0972
8.08594 22.8878
8.13477 23.7277
8.18359 24.6198
8.23242 25.5695
8.28125 26.5849
8.31543 27.3379
8.34961 28.1275
8.38379 28.9559
8.41797 29.8258
8.45215 30.7403
8.46924 31.2153
8.48633 31.7027
8.50342 32.2029
8.52051 32.7163
8.53760 33.2434
8.55469 33.7845
8.56934 34.2600
8.58399 34.7466
8.59863 35.2447
8.61328 35.7546
8.62061 36.0142
8.62793 36.2768
8.63526 36.5426
8.64258 36.8115
8.64990 37.0838
8.65723 37.3593
8.66455 37.6382
8.67188 37.9206
8.67859 38.1824
8.68530 38.4473
8.69202 38.7151
8.69873 38.9860
8.70545 39.2600
8.71216 39.5372
8.71887 39.8175
8.72559 40.1011
8.73169 40.3618
8.73779 40.6252
8.74390 40.8915
8.75000 41.1605
8.75672 41.4599
8.76343 41.7628
8.77014 42.0693
8.77686 42.3795
8.78540 42.7796
8.79395 43.1859
8.80066 43.5095
8.80737 43.8371
8.81409 44.1686
8.82080 44.5043
8.82752 44.8441
8.83423 45.1881
8.84094 45.5363
8.84766 45.8889
8.85742 46.4097
8.86719 46.9401
8.87695 47.4803
8.88672 48.0306
8.89343 48.4148
8.90015 48.8041
8.90686 49.1984
8.91358 49.5979
8.92029 50.0026
8.92700 50.4126
8.93372 50.8280
8.94043 51.2489
8.94837 51.7537
8.95630 52.2663
8.96424 52.7872
8.97217 53.3164
8.98010 53.8542
8.98804 54.4007
8.99597 54.9561
9.00391 55.5205
9.01062 56.0054
9.01734 56.4971
9.02405 56.9957
9.03076 57.5013
9.03748 58.0141
9.04419 58.5343
9.05091 59.0619
9.05762 59.5969
9.06433 60.1399
9.07105 60.6907
9.07776 61.2496
9.08447 61.8166
9.09790 62.9761
9.11133 64.1703
9.12476 65.4009
9.13819 66.6692
9.15161 67.9769
9.16504 69.3255
9.17847 70.7170
9.19190 72.1529
9.20532 73.6354
9.21875 75.1664
9.23218 76.7482
9.24561 78.3831
9.25903 80.0733
9.27246 81.8215
9.28589 83.6304
9.29932 85.5028
9.31275 87.4418
9.32617 89.4504
9.33960 91.5323
9.35303 93.6910
9.36646 95.9304
9.37988 98.2543
9.39331 100.668
9.40674 103.174
9.42017 105.780
9.43359 108.489
9.44702 111.309
9.46045 114.244
9.47388 117.301
9.48731 120.486
9.50073 123.809
9.51416 127.276
9.52759 130.896
9.54102 134.678
9.55444 138.632
9.56787 142.769
9.58130 147.100
9.59473 151.637
9.60816 156.395
9.62158 161.388
9.63501 166.631
9.64844 172.142
9.66187 177.939
9.67529 184.044
9.68872 190.477
9.70215 197.262
9.71558 204.428
9.72901 212.003
9.74243 220.019
9.75586 228.510
9.76929 237.516
9.78272 247.080
9.79614 257.249
9.80957 268.075
9.82300 279.617
9.83643 291.940
9.84986 305.118
9.86328 319.230
9.87671 334.371
9.89014 350.642
9.90357 368.161
9.91699 387.058
9.93042 407.486
9.94385 429.616
9.95728 453.645
9.97070 479.795
9.97803 495.047
9.98535 511.054
9.99268 527.869
10.0000 545.548
10.0123 577.216
10.0245 611.797
10.0306 630.309
10.0368 649.663
10.0429 669.980
10.0490 691.255
10.0551 713.624
10.0613 737.088
10.0674 761.802
10.0735 787.772
10.0796 815.178
10.0858 844.033
10.0919 874.546
10.0980 906.742
10.1064 954.177
10.1149 1005.50
10.1233 1061.21
10.1317 1121.85
10.1401 1188.10
10.1485 1260.52
10.1570 1340.02
10.1612 1382.71
10.1654 1427.54
10.1696 1474.78
10.1738 1524.35
10.1780 1576.54
10.1822 1631.54
10.1864 1689.54
10.1907 1750.77
10.1949 1815.46
10.1991 1883.87
10.2033 1956.29
10.2075 2033.00
10.2117 2114.35
10.2159 2200.67
10.2201 2292.35
10.2243 2389.79
10.2285 2493.44
10.2328 2603.76
10.2368 2715.78
10.2408 2834.81
10.2448 2961.33
10.2488 3095.85
10.2529 3238.92
10.2569 3391.10
10.2609 3552.97
10.2649 3725.15
10.2689 3908.25
10.2730 4102.90
10.2770 4309.74
10.2810 4529.41
10.2850 4762.53
10.2890 5009.72
10.2931 5271.56
10.2971 5548.61
10.3013 5855.60
10.3055 6180.31
10.3097 6523.17
10.3139 6884.47
10.3181 7264.39
10.3223 7662.98
10.3265 8080.08
10.3308 8515.39
10.3350 8969.48
10.3392 9439.46
10.3476 10426.1
10.3560 11465.7
10.3644 12543.1
10.3819 14804.9
10.3906 15898.5
10.3993 16926.7
10.4052 17570.5
10.4110 18158.5
10.4169 18682.6
10.4228 19134.1
10.4287 19505.4
10.4346 19790.0
10.4405 19982.8
10.4464 20080.6
10.4500 20092.6
10.4536 20067.8
10.4595 19949.7
10.4654 19737.1
10.4713 19433.9
10.4772 19045.6
10.4831 18578.8
10.4890 18041.6
10.4949 17442.6
10.5008 16791.4
10.5069 16068.7
10.5130 15312.6
10.5252 13740.1
10.5375 12153.8
10.5497 10621.6
10.5561 9861.89
10.5625 9137.16
10.5688 8450.03
10.5752 7803.14
10.5816 7197.07
10.5880 6634.28
10.5943 6113.47
10.6007 5633.68
10.6071 5192.73
10.6135 4790.06
10.6198 4422.19
10.6262 4087.89
10.6326 3783.63
10.6390 3507.87
10.6453 3257.69
10.6517 3030.75
10.6560 2887.98
10.6604 2754.64
10.6647 2629.50
10.6691 2512.52
10.6734 2402.61
10.6778 2299.75
10.6821 2202.98
10.6865 2112.28
10.6908 2026.81
10.6951 1946.57
10.6995 1870.82
10.7038 1799.58
10.7082 1732.21
10.7125 1668.74
10.7169 1608.59
10.7212 1551.81
10.7276 1473.73
10.7340 1401.62
10.7403 1334.76
10.7467 1272.67
10.7531 1214.81
10.7595 1160.96
10.7658 1110.69
10.7722 1063.68
10.7786 1019.58
10.7849 978.278
10.7913 939.481
10.7977 902.987
10.8041 868.561
10.8104 836.148
10.8168 805.545
10.8232 776.616
10.8359 723.269
10.8487 675.304
10.8614 632.015
10.8742 592.834
10.8869 557.200
10.8997 524.742
10.9124 495.045
10.9251 467.843
10.9362 446.118
10.9472 425.885
10.9582 407.008
10.9692 389.383
10.9802 372.872
10.9912 357.396
11.0022 342.868
11.0132 329.225
11.0242 316.373
11.0352 304.261
11.0462 292.835
11.0572 282.052
11.0682 271.848
11.0792 262.198
11.1013 244.377
11.1140 234.876
11.1268 225.922
11.1395 217.472
11.1522 209.497
11.1777 194.808
11.2032 181.621
11.2287 169.731
11.2542 158.983
11.2797 149.230
11.3052 140.355
11.3353 130.856
11.3654 122.301
11.3956 114.566
11.4257 107.553
11.4558 101.173
11.4859 95.3546
11.5161 90.0283
11.5462 85.1421
11.5717 81.3129
11.5972 77.7410
11.6227 74.4029
11.6482 71.2792
11.6737 68.3512
11.6992 65.6050
11.7246 63.0252
11.7501 60.5985
11.7756 58.3124
11.8011 56.1579
11.8266 54.1244
11.8521 52.2031
11.9031 48.6657
11.9541 45.4895
12.0051 42.6269
12.0560 40.0394
12.1070 37.6928
12.1580 35.5585
12.2090 33.6122
12.2600 31.8327
12.3109 30.2021
12.3619 28.7053
12.4083 27.4498
12.4546 26.2845
12.5010 25.1996
12.5473 24.1872
12.5937 23.2416
12.6400 22.3578
12.6864 21.5312
12.7327 20.7572
12.7791 20.0314
12.8254 19.3503
12.8718 18.7104
12.9181 18.1088
13.0108 17.0091
13.1035 16.0321
13.2055 15.0795
13.3074 14.2381
13.4094 13.4929
13.5113 12.8317
13.6133 12.2443
13.7153 11.7220
13.8172 11.2575
13.9192 10.8447
14.0026 10.5423
14.0861 10.2701
14.1695 10.0234
14.2529 9.79950
14.3363 9.59817
14.4198 9.41816
14.5032 9.25801
14.5866 9.11685
14.7535 8.88697
14.9203 8.72209
15.0872 8.61754
15.2540 8.57017
15.3560 8.56859
15.4579 8.58748
15.5599 8.62681
15.6619 8.68686
15.7638 8.76792
15.8658 8.87045
15.9678 8.99527
16.0697 9.14327
16.1717 9.31551
16.2737 9.51340
16.3756 9.73865
16.4776 9.99301
16.5796 10.2788
16.6815 10.5988
16.7835 10.9554
16.8854 11.3503
16.9874 11.7900
17.0894 12.2811
17.1913 12.8279
17.2933 13.4364
17.3953 14.1145
17.4972 14.8713
17.5992 15.7176
17.7012 16.6664
17.7846 17.5295
17.8680 18.4816
17.9515 19.5343
18.0349 20.7011
18.1183 21.9980
18.2017 23.4424
18.2434 24.2274
18.2852 25.0588
18.3269 25.9406
18.3686 26.8768
18.3964 27.5333
18.4242 28.2170
18.4520 28.9297
18.4798 29.6729
18.4937 30.0566
18.5076 30.4483
18.5215 30.8489
18.5354 31.2580
18.5493 31.6764
18.5632 32.1038
18.5771 32.5408
18.5910 32.9877
18.6032 33.3872
18.6154 33.7948
18.6276 34.2106
18.6397 34.6344
18.6519 35.0672
18.6640 35.5085
18.6762 35.9593
18.6884 36.4191
18.7011 36.9115
18.7139 37.4144
18.7266 37.9289
18.7394 38.4545
18.7457 38.7221
18.7521 38.9923
18.7585 39.2660
18.7649 39.5424
18.7712 39.8224
18.7776 40.1051
18.7840 40.3910
18.7903 40.6803
18.7950 40.8926
18.8014 41.1881
18.8077 41.4866
18.8141 41.7886
18.8205 42.0941
18.8268 42.4037
18.8332 42.7164
18.8396 43.0329
18.8460 43.3531
18.8523 43.6777
18.8587 44.0056
18.8651 44.3375
18.8714 44.6734
18.8778 45.0139
18.8842 45.3580
18.8906 45.7063
18.8969 46.0589
18.9033 46.4164
18.9097 46.7778
18.9161 47.1443
18.9224 47.5147
18.9288 47.8904
18.9352 48.2702
18.9416 48.6548
18.9479 49.0443
18.9534 49.3852
18.9589 49.7293
18.9644 50.0778
18.9699 50.4295
18.9755 50.7858
18.9810 51.1455
18.9920 51.8769
19.0030 52.6258
19.0140 53.3918
19.0250 54.1755
19.0360 54.9768
19.0487 55.9292
19.0615 56.9070
19.0742 57.9127
19.0870 58.9459
19.0997 60.0090
19.1125 61.1017
19.1252 62.2268
19.1379 63.3838
19.1507 64.5757
19.1634 65.8031
19.1762 67.0673
19.1889 68.3688
19.2017 69.7113
19.2144 71.0943
19.2272 72.5216
19.2399 73.9930
19.2527 75.5125
19.2654 77.0800
19.2782 78.7000
19.2909 80.3722
19.3036 82.1017
19.3164 83.8882
19.3291 85.7372
19.3419 87.6486
19.3540 89.5369
19.3662 91.4889
19.3784 93.5075
19.3905 95.5941
19.4027 97.7553
19.4149 99.9910
19.4270 102.309
19.4392 104.708
19.4514 107.198
19.4635 109.780
19.4757 112.459
19.4879 115.238
19.5000 118.126
19.5122 121.125
19.5244 124.246
19.5365 127.489
19.5481 130.703
19.5597 134.043
19.5713 137.516
19.5829 141.127
19.5945 144.888
19.6061 148.805
19.6177 152.888
19.6292 157.141
19.6408 161.583
19.6524 166.220
19.6640 171.064
19.6756 176.125
19.6872 181.424
19.6988 186.966
19.7103 192.778
19.7219 198.867
19.7347 205.919
19.7474 213.363
19.7602 221.229
19.7729 229.542
19.7857 238.353
19.7984 247.687
19.8112 257.602
19.8239 268.133
19.8366 279.349
19.8494 291.294
19.8621 304.054
19.8749 317.684
19.8876 332.289
19.9004 347.942
19.9131 364.776
19.9259 382.884
19.9351 396.948
19.9444 411.826
19.9537 427.583
19.9629 444.293
19.9722 462.037
19.9815 480.902
19.9907 500.990
20.0000 522.388
20.0063 537.745
20.0126 553.790
20.0189 570.593
20.0251 588.204
20.0314 606.678
20.0377 626.075
20.0440 646.459
20.0503 667.901
20.0565 690.514
20.0628 714.312
20.0691 739.421
20.0754 765.942
20.0817 793.988
20.0879 823.679
20.0942 855.150
20.1005 888.548
20.1091 937.947
20.1178 991.776
20.1264 1050.58
20.1351 1114.88
20.1437 1185.54
20.1480 1223.48
20.1523 1263.28
20.1567 1305.09
20.1610 1349.00
20.1653 1395.16
20.1696 1443.59
20.1739 1494.66
20.1782 1548.41
20.1826 1605.00
20.1869 1664.61
20.1912 1727.40
20.1955 1793.57
20.1998 1863.31
20.2042 1936.65
20.2085 2014.14
20.2128 2095.82
20.2171 2181.92
20.2214 2272.45
20.2257 2368.07
20.2301 2468.79
20.2344 2574.87
20.2387 2686.27
20.2430 2803.75
20.2473 2927.30
20.2517 3057.13
20.2560 3193.48
20.2603 3336.57
20.2646 3486.58
20.2689 3643.71
20.2732 3807.73
20.2776 3979.57
20.2819 4158.96
20.2862 4346.00
20.2905 4540.76
20.2992 4953.52
20.3078 5396.46
20.3129 5672.82
20.3180 5958.71
20.3282 6558.77
20.3384 7192.98
20.3486 7853.32
20.3832 10158.3
20.3932 10799.5
20.4032 11402.9
20.4132 11955.1
20.4233 12442.3
20.4291 12691.6
20.4349 12911.8
20.4408 13101.5
20.4466 13258.2
20.4525 13381.2
20.4583 13468.6
20.4642 13519.9
20.4700 13534.6
20.4743 13522.2
20.4812 13460.8
20.4881 13348.9
20.4950 13188.3
20.5019 12981.3
20.5088 12730.3
20.5157 12439.1
20.5226 12110.8
20.5295 11750.3
20.5395 11179.6
20.5495 10563.5
20.5595 9916.09
20.5695 9251.50
20.5887 7967.25
20.5983 7342.39
20.6079 6740.14
20.6157 6267.64
20.6236 5816.42
20.6315 5388.39
20.6393 4984.83
20.6472 4606.47
20.6550 4253.55
20.6629 3925.89
20.6708 3622.95
20.6756 3449.41
20.6804 3284.93
20.6852 3128.55
20.6900 2980.64
20.6948 2840.31
20.6996 2707.81
20.7044 2582.55
20.7092 2464.18
20.7140 2352.18
20.7188 2246.67
20.7236 2147.11
20.7284 2053.17
20.7332 1964.38
20.7380 1880.81
20.7428 1801.97
20.7476 1727.60
20.7524 1657.28
20.7572 1591.05
20.7620 1528.40
20.7668 1469.35
20.7716 1413.44
20.7764 1360.70
20.7812 1310.81
20.7860 1263.60
20.7957 1176.43
20.8053 1098.06
20.8149 1027.40
20.8245 963.573
20.8328 913.197
20.8411 866.795
20.8494 823.960
20.8577 784.380
20.8660 747.642
20.8743 713.557
20.8826 681.794
20.8908 652.213
20.8991 624.547
20.9074 598.661
20.9157 574.402
20.9240 551.658
20.9323 530.252
20.9406 510.126
20.9489 491.132
20.9572 473.226
20.9668 453.698
20.9764 435.380
20.9860 418.174
20.9956 402.004
21.0053 386.758
21.0149 372.378
21.0245 358.800
21.0341 345.977
21.0533 322.318
21.0725 301.050
21.0917 281.848
21.1109 264.448
21.1223 254.916
21.1336 245.904
21.1563 229.266
21.1791 214.279
21.2018 200.735
21.2245 188.442
21.2472 177.259
21.2699 167.046
21.2926 157.700
21.3118 150.390
21.3310 143.583
21.3502 137.229
21.3694 131.290
21.3886 125.726
21.4079 120.513
21.4271 115.619
21.4463 111.018
21.4655 106.686
21.4847 102.605
21.5039 98.7550
21.5231 95.1188
21.5423 91.6789
21.5616 88.4247
21.6000 82.4176
21.6384 77.0036
21.6768 72.1083
21.7153 67.6672
21.7537 63.6269
21.7921 59.9386
21.8305 56.5644
21.8690 53.4685
21.9074 50.6227
21.9406 48.3452
21.9738 46.2195
22.0070 44.2322
22.0401 42.3714
22.0733 40.6253
22.1065 38.9854
22.1397 37.4423
22.1729 35.9896
22.2061 34.6197
22.2393 33.3269
22.2724 32.1057
22.3056 30.9512
22.3720 28.8226
22.4384 26.9079
22.4768 25.8860
22.5152 24.9218
