Hf-177(n,g) ENDFB-8.0
Energy(eV) XS(b)
53.0941 140.988
53.1028 152.379
53.1115 164.197
53.1203 176.365
53.1290 188.837
53.1377 201.514
53.1465 214.304
53.1552 227.090
53.1727 252.275
53.1902 276.101
53.2037 292.983
53.2172 308.022
53.2299 320.135
53.2370 325.957
53.2442 331.003
53.2529 336.053
53.2626 340.138
53.2749 342.994
53.2820 343.393
53.2900 342.762
53.2979 340.996
53.3075 337.392
53.3171 332.225
53.3264 325.781
53.3357 318.027
53.3450 309.070
53.3543 299.033
53.3696 280.619
53.3848 260.306
53.4034 233.820
53.4220 206.599
53.4440 174.898
53.4550 159.676
53.4660 145.064
53.4754 133.248
53.4847 122.019
53.4940 111.406
53.5033 101.437
53.5126 92.1286
53.5219 83.4866
53.5266 79.4103
53.5312 75.5071
53.5359 71.7584
53.5405 68.1781
53.5456 64.4466
53.5507 60.8991
53.5558 57.5314
53.5609 54.3387
53.5659 51.3158
53.5710 48.4573
53.5761 45.7577
53.5812 43.2161
53.5862 40.8164
53.5913 38.5578
53.5964 36.4343
53.6015 34.4435
53.6066 32.5717
53.6116 30.8167
53.6167 29.1727
53.6218 27.6368
53.6264 26.3127
53.6311 25.0705
53.6358 23.9009
53.6404 22.8048
53.6451 21.7735
53.6497 20.8078
53.6544 19.8998
53.6590 19.0500
53.6637 18.2513
53.6683 17.5039
53.6730 16.8017
53.6776 16.1446
53.6823 15.5272
53.6870 14.9494
53.6916 14.4062
53.6963 13.8977
53.7009 13.4194
53.7056 12.9713
53.7102 12.5495
53.7149 12.1540
53.7242 11.4314
53.7335 10.7910
53.7428 10.2216
53.7521 9.71378
53.7614 9.25924
53.7707 8.85082
53.7775 8.57887
53.7843 8.32637
53.7978 7.87135
53.8114 7.47281
53.8249 7.12079
53.8385 6.80717
53.8520 6.52609
53.8655 6.27228
53.8791 6.04169
53.8926 5.83092
53.9062 5.63761
53.9197 5.45943
53.9333 5.29455
53.9468 5.14136
53.9603 4.99881
53.9874 4.74108
54.0094 4.55460
54.0314 4.38555
54.0535 4.23158
54.0755 4.09079
54.0975 3.96142
54.1195 3.84222
54.1415 3.73194
54.1635 3.62968
54.2075 3.44572
54.2515 3.28482
54.2955 3.14274
54.3395 3.01621
54.3835 2.90265
54.4275 2.80010
54.4716 2.70690
54.5156 2.62174
54.5596 2.54353
54.6036 2.47142
54.6916 2.34257
54.7796 2.23048
54.8677 2.13173
54.9557 2.04365
55.0437 1.96432
55.1250 1.89762
55.2062 1.83632
55.2875 1.77970
55.3687 1.72717
55.5312 1.63252
55.6937 1.54933
55.8562 1.47545
56.0187 1.40936
56.1813 1.34996
56.3438 1.29599
56.4927 1.25063
56.6417 1.20888
56.7907 1.17037
56.9396 1.13480
57.0886 1.10188
57.2375 1.07141
57.5355 1.01702
57.8334 0.970390
58.1313 0.930575
58.4293 0.896877
58.7272 0.868780
58.9168 0.853643
59.1064 0.840555
59.2960 0.829472
59.4855 0.820364
59.6751 0.813222
59.8647 0.808059
60.0543 0.804902
60.2439 0.803802
60.5283 0.806177
60.8127 0.813704
61.0971 0.826886
61.2393 0.835804
61.3815 0.846410
61.5237 0.858827
61.6658 0.873196
61.8080 0.889680
61.9502 0.908468
62.0924 0.929774
62.2346 0.953811
62.3768 0.980781
62.5190 1.01108
62.6680 1.04701
62.8169 1.08769
62.9659 1.13369
63.1149 1.18574
63.2638 1.24475
63.4128 1.31177
63.5617 1.38812
63.6362 1.43027
63.7107 1.47537
63.8326 1.55623
63.9545 1.64698
64.0763 1.74919
64.1982 1.86471
64.2592 1.92814
64.3201 1.99575
64.3810 2.06790
64.4420 2.14500
64.5029 2.22753
64.5639 2.31604
64.6248 2.41113
64.6857 2.51345
64.7602 2.64939
64.8347 2.79868
64.9092 2.96310
64.9837 3.14473
65.0582 3.34604
65.1326 3.56989
65.2071 3.81980
65.2444 3.95580
65.2816 4.09995
65.3493 4.38515
65.4170 4.70406
65.4509 4.87788
65.4847 5.06223
65.5186 5.25811
65.5525 5.46637
65.5863 5.68819
65.6202 5.92464
65.6540 6.17719
65.6879 6.44720
65.7217 6.73651
65.7556 7.04685
65.7894 7.38056
65.8233 7.73985
65.8605 8.16821
65.8978 8.63508
65.9350 9.14540
65.9723 9.70479
66.0095 10.3198
66.0467 10.9983
66.0840 11.7492
66.1212 12.5837
66.1458 13.1857
66.1703 13.8338
66.1949 14.5335
66.2071 14.9042
66.2194 15.2900
66.2317 15.6920
66.2440 16.1104
66.2562 16.5467
66.2685 17.0018
66.2808 17.4773
66.2930 17.9736
66.3053 18.4925
66.3176 19.0354
66.3265 19.4446
66.3354 19.8679
66.3443 20.3059
66.3531 20.7589
66.3620 21.2285
66.3709 21.7153
66.3798 22.2200
66.3887 22.7430
66.3980 23.3127
66.4073 23.9054
66.4166 24.5225
66.4259 25.1655
66.4310 25.5279
66.4361 25.8986
66.4412 26.2782
66.4462 26.6659
66.4509 27.0305
66.4556 27.4032
66.4602 27.7843
66.4649 28.1732
66.4695 28.5718
66.4742 28.9788
66.4788 29.3962
66.4835 29.8226
66.4881 30.2601
66.4928 30.7073
66.4975 31.1664
66.5021 31.6358
66.5068 32.1181
66.5114 32.6116
66.5161 33.1177
66.5207 33.6370
66.5254 34.1712
66.5300 34.7197
66.5347 35.2831
66.5393 35.8607
66.5440 36.4558
66.5487 37.0664
66.5533 37.6959
66.5580 38.3424
66.5626 39.0094
66.5673 39.6951
66.5719 40.4033
66.5766 41.1319
66.5812 41.8852
66.5859 42.6610
66.5906 43.4639
66.5952 44.2917
66.5994 45.0708
66.6037 45.8724
66.6079 46.6993
66.6121 47.5528
66.6164 48.4364
66.6206 49.3472
66.6248 50.2888
66.6291 51.2627
66.6333 52.2729
66.6375 53.3165
66.6418 54.3977
66.6460 55.5184
66.6502 56.6808
66.6545 57.8870
66.6587 59.1394
66.6629 60.4405
66.6676 61.9334
66.6722 63.4890
66.6769 65.1180
66.6815 66.8176
66.6862 68.5998
66.6908 70.4617
66.6955 72.4164
66.7002 74.4611
66.7048 76.6104
66.7095 78.8613
66.7141 81.2299
66.7188 83.7131
66.7234 86.3290
66.7281 89.0741
66.7327 91.9621
66.7374 95.0017
66.7420 98.2092
66.7467 101.588
66.7514 105.148
66.7560 108.893
66.7607 112.848
66.7653 117.011
66.7700 121.410
66.7746 126.039
66.7793 130.934
66.7839 136.086
66.7886 141.532
66.7933 147.265
66.7979 153.326
66.8026 159.705
66.8072 166.446
66.8119 173.539
66.8165 181.033
66.8212 188.913
66.8258 197.235
66.8305 205.981
66.8352 215.210
66.8398 224.903
66.8445 235.123
66.8491 245.847
66.8538 257.145
66.8584 268.988
66.8631 281.451
66.8677 294.502
66.8724 308.219
66.8770 322.566
66.8817 337.626
66.8864 353.357
66.8910 369.847
66.8957 387.046
66.9003 405.049
66.9050 423.798
66.9096 443.392
66.9143 463.765
66.9189 485.020
66.9236 507.082
66.9283 530.059
66.9329 553.864
66.9376 578.612
66.9422 604.203
66.9515 658.159
66.9608 715.757
66.9672 757.128
66.9735 800.172
66.9799 844.865
66.9862 891.169
66.9926 939.037
66.9989 988.410
67.0116 1091.29
67.0209 1169.99
67.0302 1251.04
67.0489 1418.46
67.0861 1759.92
67.1047 1923.82
67.1233 2075.70
67.1377 2181.37
67.1521 2274.04
67.1614 2325.99
67.1707 2370.94
67.1842 2422.92
67.1978 2458.08
67.2079 2472.91
67.2180 2477.62
67.2205 2477.20
67.2288 2471.47
67.2370 2459.10
67.2452 2440.16
67.2534 2414.86
67.2650 2369.06
67.2765 2311.98
67.2875 2247.76
67.2985 2175.09
67.3085 2102.52
67.3185 2024.59
67.3285 1942.18
67.3384 1856.16
67.3604 1658.42
67.3824 1456.55
67.4044 1258.42
67.4154 1162.96
67.4264 1070.80
67.4374 982.502
67.4484 898.502
67.4594 819.138
67.4703 744.641
67.4813 675.146
67.4923 610.701
67.4978 580.339
67.5033 551.276
67.5088 523.392
67.5143 496.772
67.5198 471.297
67.5253 446.992
67.5308 423.832
67.5363 401.827
67.5418 380.866
67.5473 360.994
67.5528 342.103
67.5583 324.230
67.5638 307.273
67.5693 291.230
67.5748 276.064
67.5803 261.766
67.5858 248.245
67.5913 235.516
67.5968 223.496
67.6022 212.194
67.6097 197.817
67.6172 184.605
67.6247 172.442
67.6322 161.282
67.6397 151.019
67.6472 141.610
67.6547 132.973
67.6622 125.046
67.6697 117.760
67.6772 111.079
67.6847 104.935
67.6922 99.2944
67.6997 94.0999
67.7072 89.3246
67.7147 84.9240
67.7221 80.8641
67.7331 75.4549
67.7441 70.6305
67.7551 66.3095
67.7661 62.4260
67.7771 58.9230
67.7881 55.7515
67.7991 52.8693
67.8101 50.2404
67.8211 47.8338
67.8321 45.6228
67.8430 43.5847
67.8540 41.7000
67.8650 39.9518
67.8760 38.3257
67.8870 36.8092
67.8980 35.3913
67.9090 34.0615
67.9200 32.8140
67.9310 31.6403
67.9420 30.5340
67.9640 28.5012
67.9859 26.6795
68.0079 25.0370
68.0299 23.5507
68.0519 22.1996
68.0739 20.9670
68.0949 19.8875
68.1158 18.8932
68.1368 17.9746
68.1578 17.1238
68.1788 16.3338
68.1998 15.5994
68.2207 14.9151
68.2417 14.2762
68.2627 13.6785
68.2837 13.1190
68.3047 12.5940
68.3257 12.1009
68.3466 11.6367
68.3676 11.1997
68.3886 10.7875
68.4096 10.3983
68.4316 10.0132
68.4536 9.64977
68.4975 8.98138
68.5415 8.38173
68.5854 7.84183
68.6294 7.35371
68.6734 6.91109
68.7173 6.50827
68.7613 6.14074
68.7953 5.87822
68.8293 5.63277
68.8632 5.40287
68.8972 5.18721
68.9312 4.98457
68.9651 4.79400
68.9991 4.61449
69.0331 4.44519
69.0671 4.28528
69.1010 4.13415
69.1690 3.85565
69.2369 3.60524
69.3049 3.37929
69.3488 3.24462
69.3928 3.11819
69.4368 2.99929
69.4807 2.88738
69.5247 2.78186
69.5686 2.68231
69.6566 2.49927
69.7445 2.33520
69.8324 2.18755
69.9204 2.05418
70.0083 1.93330
70.1122 1.80447
70.2161 1.68886
70.3200 1.58470
70.4240 1.49057
70.5279 1.40523
70.6318 1.32759
70.7357 1.25667
70.8396 1.19167
70.9275 1.14082
71.0155 1.09342
71.1034 1.04918
71.1913 1.00781
71.2793 0.969084
71.3672 0.932765
71.4551 0.898657
71.5431 0.866582
71.6310 0.836379
71.7189 0.807903
71.8948 0.755616
72.0706 0.708809
72.2465 0.666732
72.3504 0.643828
72.4543 0.622241
72.6622 0.582623
72.8700 0.547175
73.0778 0.515319
73.2856 0.486612
73.4935 0.460684
73.7013 0.437037
73.9091 0.415419
74.0850 0.398569
74.2609 0.382904
74.4367 0.368314
74.6126 0.354698
74.7884 0.341969
74.9643 0.330046
75.1402 0.318862
75.3160 0.308353
75.6677 0.289144
76.0194 0.272039
76.3712 0.256727
76.7229 0.242955
76.9627 0.234339
77.2025 0.226284
77.4423 0.218739
77.6821 0.211661
78.1617 0.198748
78.6413 0.187347
79.1209 0.177094
79.6005 0.167879
80.0801 0.159570
80.5597 0.152045
80.9115 0.146976
81.2632 0.142231
81.6149 0.137781
81.9666 0.133622
82.6700 0.126033
83.3735 0.119312
84.0769 0.113315
84.7803 0.107953
85.4838 0.103139
86.1872 0.0987961
86.8587 0.0950791
87.5301 0.0916756
88.2016 0.0885896
88.8730 0.0857235
89.5445 0.0831504
90.2159 0.0808064
90.8874 0.0786322
91.5588 0.0766883
92.9018 0.0732857
94.2447 0.0705419
94.9161 0.0693609
95.5876 0.0683464
96.9305 0.0666707
97.6979 0.0659600
98.4653 0.0654136
99.2326 0.0650190
100.000 0.0647898
101.033 0.0647814
102.066 0.0651105
103.098 0.0658151
104.131 0.0669503
105.164 0.0685544
105.680 0.0695763
106.197 0.0707401
106.713 0.0720713
107.230 0.0736088
107.746 0.0753437
108.262 0.0772998
108.826 0.0797535
109.389 0.0825187
109.953 0.0857296
110.516 0.0894154
111.079 0.0936583
111.643 0.0985545
111.924 0.101286
112.206 0.104230
112.488 0.107406
112.769 0.110836
113.168 0.116186
113.567 0.122186
113.966 0.128942
114.365 0.136576
114.765 0.145238
114.964 0.149990
115.164 0.155061
115.363 0.160512
115.563 0.166368
115.762 0.172658
115.962 0.179426
116.220 0.188971
116.478 0.199517
116.736 0.211207
116.994 0.224210
117.253 0.238729
117.511 0.255006
117.640 0.263894
117.769 0.273336
117.898 0.283380
118.027 0.294069
118.227 0.312030
118.426 0.331927
118.626 0.354060
118.825 0.378769
118.925 0.392215
119.025 0.406455
119.125 0.421555
119.224 0.437581
119.324 0.454656
119.424 0.472844
119.524 0.492278
119.623 0.513026
119.752 0.542070
119.881 0.573856
120.011 0.608738
120.140 0.647134
120.269 0.689533
120.398 0.736514
120.527 0.788763
120.592 0.817136
120.656 0.847102
120.773 0.906269
120.891 0.972180
120.950 1.00799
121.008 1.04590
121.067 1.08609
121.126 1.12865
121.184 1.17393
121.243 1.22210
121.302 1.27339
121.360 1.32799
121.419 1.38640
121.478 1.44888
121.536 1.51582
121.595 1.58756
121.660 1.67292
121.724 1.76561
121.789 1.86649
121.853 1.97638
121.918 2.09678
121.982 2.22866
122.047 2.37399
122.111 2.53418
122.176 2.71192
122.241 2.90928
122.273 3.01653
122.305 3.12999
122.337 3.25014
122.370 3.37715
122.402 3.51238
122.434 3.65612
122.467 3.80913
122.499 3.97170
122.531 4.14577
122.563 4.33127
122.596 4.53053
122.628 4.74360
122.672 5.06151
122.716 5.41279
122.760 5.80333
122.782 6.01526
122.804 6.23947
122.826 6.47808
122.848 6.73007
122.870 6.99771
122.892 7.28241
122.914 7.58572
122.936 7.90938
122.958 8.25537
122.980 8.62595
122.995 8.90134
123.011 9.19101
123.026 9.49603
123.042 9.81763
123.057 10.1571
123.072 10.5161
123.088 10.8961
123.103 11.2991
123.111 11.5211
123.119 11.7503
123.127 11.9873
123.135 12.2292
123.144 12.4826
123.152 12.7450
123.160 13.0168
123.168 13.2951
123.177 13.6132
123.185 13.9446
123.194 14.2902
123.203 14.6509
123.210 14.9321
123.216 15.2229
123.223 15.5238
123.229 15.8355
123.236 16.1584
123.243 16.4933
123.249 16.8409
123.256 17.2019
123.264 17.6645
123.272 18.1501
123.280 18.6605
123.288 19.1908
123.292 19.4734
123.296 19.7565
123.300 20.0472
123.304 20.3458
123.308 20.6603
123.312 20.9759
123.316 21.3003
123.320 21.6340
123.324 21.9860
123.328 22.3396
123.332 22.7128
123.336 23.0879
123.341 23.4841
123.345 23.8826
123.349 24.2934
123.353 24.7169
123.357 25.1649
123.361 25.6159
123.365 26.0815
123.369 26.5620
123.373 27.0709
123.377 27.5839
123.381 28.1140
123.385 28.6618
123.389 29.2424
123.393 29.8285
123.397 30.4500
123.401 31.0775
123.405 31.7434
123.409 32.4160
123.413 33.1123
123.417 33.8332
123.421 34.5988
123.425 35.3728
123.429 36.1950
123.433 37.0265
123.437 37.9100
123.441 38.8038
123.445 39.7303
123.449 40.6907
123.453 41.7117
123.457 42.7451
123.462 43.8439
123.466 44.9561
123.470 46.1389
123.474 47.3362
123.478 48.5780
123.482 49.8660
123.486 51.2360
123.490 52.6229
123.494 54.0981
123.498 55.5914
123.502 57.1796
123.506 58.7874
123.514 62.1836
123.522 65.8825
123.530 69.8615
123.538 74.1401
123.546 78.6795
123.554 83.6138
123.562 88.8423
123.570 94.5177
123.578 100.522
123.587 107.029
123.595 113.989
123.603 121.427
123.611 129.265
123.619 137.723
123.627 146.732
123.635 156.314
123.643 166.363
123.651 177.153
123.659 188.584
123.667 200.677
123.675 213.288
123.683 226.751
123.691 240.747
123.700 255.642
123.708 271.077
123.716 287.447
123.724 304.569
123.732 322.447
123.740 340.843
123.748 360.213
123.756 380.323
123.764 401.160
123.772 422.437
123.788 467.551
123.804 514.879
123.821 564.384
123.837 615.681
123.853 668.636
123.869 722.057
123.901 829.116
123.917 881.366
123.934 931.358
123.950 978.669
123.966 1022.56
123.982 1062.53
123.998 1097.42
124.014 1126.89
124.030 1150.39
124.047 1167.78
124.063 1178.16
124.079 1181.49
124.082 1181.36
124.091 1179.51
124.100 1175.56
124.118 1161.40
124.135 1139.79
124.152 1111.15
124.170 1074.86
124.188 1032.44
124.206 984.760
124.223 933.091
124.248 857.047
124.272 777.751
124.307 659.673
124.325 601.855
124.343 546.129
124.361 492.449
124.379 441.611
124.387 417.372
124.396 393.969
124.405 371.427
124.414 349.768
124.423 329.919
124.431 310.895
124.440 292.699
124.448 275.329
124.457 258.781
124.465 243.044
124.474 228.106
124.482 214.115
124.491 200.718
124.499 188.068
124.508 176.142
124.516 165.045
124.524 154.487
124.533 144.578
124.541 135.292
124.550 126.700
124.559 118.201
124.568 110.293
124.577 102.943
124.585 96.1212
124.594 89.7953
124.603 83.9356
124.612 78.5127
124.621 73.5523
124.630 68.9144
124.639 64.6315
124.648 60.6782
124.657 57.0309
124.665 53.6666
124.674 50.5641
124.683 47.7031
124.692 45.0932
124.703 42.0077
124.715 39.2473
124.726 36.7528
124.737 34.4965
124.749 32.4529
124.760 30.5994
124.771 28.9155
124.783 27.3828
124.794 25.9730
124.805 24.6962
124.817 23.5264
124.828 22.4521
124.839 21.4631
124.850 20.5501
124.862 19.7054
124.873 18.9217
124.891 17.7964
124.909 16.7867
124.926 15.8754
124.944 15.0531
124.962 14.2988
124.980 13.6079
124.998 12.9724
125.015 12.3889
125.033 11.8453
125.051 11.3402
125.069 10.8696
125.086 10.4326
125.104 10.0211
125.122 9.63517
125.140 9.27253
125.157 8.93307
125.175 8.61119
125.193 8.30731
125.229 7.74808
125.264 7.24581
125.300 6.79391
125.335 6.38338
125.371 6.01019
125.407 5.66980
125.442 5.35921
125.476 5.08573
125.510 4.83392
125.544 4.60017
125.578 4.38399
125.612 4.18247
125.646 3.99537
125.680 3.82081
125.714 3.65767
125.748 3.50453
125.781 3.36140
125.815 3.22703
125.849 3.10071
125.883 2.98146
125.917 2.86941
125.951 2.76368
125.985 2.66379
126.021 2.56472
126.056 2.47118
126.127 2.29933
126.198 2.14511
126.269 2.00618
126.341 1.88057
126.412 1.76662
126.483 1.66293
126.554 1.56828
126.602 1.50839
126.651 1.45194
126.699 1.39868
126.748 1.34837
126.845 1.25578
126.942 1.17272
127.039 1.09777
127.136 1.03001
127.233 0.968408
127.330 0.912366
127.401 0.874317
127.472 0.838722
127.543 0.805328
127.614 0.773958
127.685 0.744452
127.756 0.716664
127.827 0.690465
127.898 0.665734
128.041 0.620227
128.183 0.579455
128.325 0.542757
128.467 0.509608
128.623 0.476959
128.778 0.447543
128.933 0.420914
129.088 0.396763
129.243 0.374772
129.398 0.354730
129.553 0.336389
129.709 0.319558
129.851 0.305285
129.993 0.292036
130.135 0.279715
130.277 0.268240
130.420 0.257536
130.562 0.247537
130.704 0.238182
130.846 0.229417
130.989 0.221187
131.131 0.213463
131.273 0.206197
131.415 0.199355
131.700 0.186816
131.984 0.175625
132.294 0.164735
132.605 0.155031
132.915 0.146349
133.225 0.138553
133.535 0.131528
133.846 0.125185
134.156 0.119462
134.466 0.114240
134.751 0.109848
135.035 0.105806
135.320 0.102079
135.604 0.0986396
135.889 0.0954573
136.173 0.0925105
136.457 0.0897779
136.742 0.0872406
137.311 0.0826854
137.880 0.0787346
138.448 0.0752961
139.017 0.0722973
139.483 0.0701281
139.948 0.0681860
140.414 0.0664481
140.879 0.0649196
141.345 0.0635281
141.810 0.0622925
142.275 0.0611796
142.741 0.0602144
143.206 0.0593454
143.672 0.0586048
144.603 0.0574029
145.534 0.0565643
146.464 0.0560566
147.292 0.0558635
148.430 0.0559789
148.998 0.0561879
149.567 0.0565105
150.705 0.0574690
151.274 0.0581151
151.843 0.0588797
152.412 0.0597543
152.981 0.0607570
153.550 0.0619001
154.118 0.0631740
154.687 0.0645971
155.256 0.0661948
155.825 0.0679600
156.394 0.0699084
157.066 0.0724958
157.738 0.0754151
158.411 0.0786566
159.083 0.0823555
159.755 0.0865367
160.428 0.0912737
161.100 0.0966562
161.436 0.0996236
161.772 0.102795
162.341 0.108680
162.910 0.115305
163.479 0.122792
163.763 0.126904
164.048 0.131290
164.332 0.135976
164.617 0.140986
164.901 0.146354
165.186 0.152109
165.470 0.158294
165.754 0.164948
166.039 0.172121
166.323 0.179865
166.634 0.189015
166.944 0.198986
167.254 0.209948
167.564 0.222004
167.875 0.235290
168.185 0.249977
168.495 0.266269
168.806 0.284403
169.090 0.302907
169.374 0.323468
169.659 0.346421
169.801 0.358905
169.943 0.372135
170.086 0.386181
170.228 0.401093
170.370 0.416952
170.512 0.433843
170.655 0.451868
170.797 0.471107
170.939 0.491683
171.081 0.513725
171.262 0.544123
171.443 0.577441
171.624 0.614047
171.805 0.654420
171.986 0.699160
172.167 0.748935
172.258 0.775939
172.348 0.804497
172.439 0.834727
172.529 0.866763
172.671 0.921147
172.814 0.980974
172.956 1.04704
173.098 1.12026
173.240 1.20171
173.311 1.24591
173.382 1.29266
173.454 1.34218
173.525 1.39468
173.596 1.45041
173.667 1.50963
173.783 1.61496
173.900 1.73199
173.958 1.79546
174.016 1.86255
174.074 1.93355
174.132 2.00863
174.191 2.08840
174.249 2.17311
174.307 2.26318
174.365 2.35892
174.423 2.46118
174.481 2.57039
174.540 2.68722
174.569 2.74871
174.598 2.81217
174.633 2.89319
174.669 2.97786
174.705 3.06638
174.740 3.15874
174.776 3.25572
174.811 3.35705
174.847 3.46360
174.882 3.57510
174.918 3.69254
174.953 3.81564
174.989 3.94552
175.024 4.08192
175.042 4.15304
175.060 4.22609
175.084 4.32903
175.109 4.43543
175.126 4.51258
175.143 4.59182
175.160 4.67321
175.176 4.75634
175.193 4.84227
175.210 4.93008
175.227 5.02091
175.244 5.11377
175.262 5.21446
175.280 5.31823
175.298 5.42521
175.315 5.53491
175.333 5.64870
175.351 5.76613
175.369 5.88737
175.386 6.01185
175.404 6.14118
175.422 6.27485
175.440 6.41306
175.458 6.55520
175.475 6.70311
175.493 6.85623
175.511 7.01483
175.529 7.17823
175.546 7.34857
175.564 7.52525
175.582 7.70859
175.600 7.89896
175.618 8.09672
175.635 8.30228
175.653 8.51606
175.671 8.73726
175.689 8.96886
175.707 9.21019
175.724 9.46180
175.742 9.72282
175.760 9.99687
175.778 10.2832
175.795 10.5827
175.813 10.8943
175.831 11.2225
175.849 11.5667
175.867 11.9278
175.884 12.3072
175.902 12.7063
175.920 13.1264
175.938 13.5692
175.955 14.0340
175.973 14.5279
175.991 15.0508
176.009 15.6052
176.027 16.1906
176.044 16.8169
176.062 17.4807
176.080 18.1939
176.098 18.9533
176.115 19.7731
176.133 20.6555
176.151 21.6082
176.160 22.1136
176.169 22.6339
176.178 23.1821
176.186 23.7540
176.195 24.3511
176.204 24.9750
176.213 25.6274
176.222 26.3103
176.231 27.0257
176.240 27.7672
176.249 28.5541
176.258 29.3806
176.266 30.2496
176.275 31.1640
176.284 32.1270
176.293 33.1421
176.302 34.2130
176.311 35.3436
176.320 36.5382
176.329 37.8014
176.338 39.1381
176.347 40.5534
176.355 42.0531
176.364 43.6429
176.373 45.3293
176.382 47.0983
176.391 48.9972
176.400 51.0141
176.409 53.1569
176.418 55.4343
176.427 57.8552
176.435 60.4290
176.444 63.1656
176.453 66.0419
176.462 69.1338
176.471 72.4212
176.480 75.9160
176.489 79.6303
176.498 83.5772
176.507 87.7697
176.515 92.2215
176.524 96.8921
176.533 101.902
176.542 107.214
176.551 112.843
176.560 118.805
176.569 125.114
176.578 131.787
176.587 138.839
176.595 146.198
176.604 154.048
176.613 162.322
176.622 171.034
176.631 180.094
176.640 189.720
176.649 199.826
176.658 210.422
176.666 221.394
176.681 240.705
176.696 261.432
176.710 283.600
176.725 307.057
176.739 332.127
176.754 358.452
176.768 386.364
176.783 415.430
176.801 452.842
176.818 492.002
176.836 532.697
176.854 574.424
176.889 660.641
176.925 747.697
176.961 832.301
176.978 872.379
176.996 910.310
177.016 948.625
177.035 983.021
177.053 1010.96
177.070 1034.87
177.084 1049.98
177.097 1062.40
177.111 1072.20
177.124 1079.15
177.137 1083.23
177.150 1084.54
177.155 1084.35
177.169 1081.50
177.183 1075.33
177.198 1065.89
177.212 1053.27
177.227 1037.13
177.242 1018.07
177.256 996.183
177.271 971.693
177.286 943.691
177.302 913.409
177.317 881.150
177.332 847.225
177.363 775.647
177.394 701.179
177.435 599.261
177.456 549.453
177.477 501.458
177.492 467.417
177.508 434.611
177.523 403.158
177.538 373.153
177.553 344.665
177.569 317.741
177.584 292.406
177.599 268.667
177.615 246.513
177.630 225.918
177.645 206.841
177.661 189.233
177.676 173.033
177.691 158.176
177.699 151.184
177.706 144.589
177.714 138.208
177.722 132.198
177.735 122.408
177.748 113.401
177.761 105.125
177.775 97.5330
177.788 90.5760
177.801 84.2076
177.814 78.3829
177.827 73.0593
177.841 68.1960
177.854 63.7545
177.867 59.6987
177.880 55.9949
177.893 52.6116
177.907 49.5196
177.920 46.6921
177.933 44.1042
177.948 41.3748
177.964 38.9049
177.979 36.6659
177.994 34.6321
178.009 32.7806
178.025 31.0912
178.040 29.5458
178.055 28.1286
178.071 26.8255
178.086 25.6243
178.101 24.5142
178.117 23.4854
178.132 22.5298
178.147 21.6399
178.162 20.8092
178.178 20.0321
178.196 19.1751
178.214 18.3788
178.232 17.6368
178.250 16.9476
178.268 16.2988
178.286 15.6901
178.304 15.1180
178.322 14.5821
178.359 13.5935
178.395 12.7109
178.431 11.9165
178.467 11.1981
178.497 10.6412
178.528 10.1267
178.559 9.65011
178.589 9.20766
178.620 8.79603
178.650 8.41231
178.681 8.05395
178.712 7.71976
178.742 7.40554
178.773 7.11064
178.803 6.83347
178.834 6.57261
178.865 6.32677
178.895 6.09479
178.926 5.87564
178.956 5.66902
179.017 5.28668
179.079 4.94252
179.140 4.63155
179.201 4.35004
179.262 4.09351
179.323 3.85946
179.385 3.64530
179.446 3.44913
179.501 3.28404
179.557 3.13100
179.613 2.98861
179.668 2.85587
179.724 2.73193
179.779 2.61602
179.835 2.50744
179.891 2.40559
179.946 2.30976
180.002 2.21980
180.057 2.13508
180.113 2.05521
180.169 1.97983
180.224 1.90861
180.335 1.77745
180.397 1.71109
180.458 1.64845
180.519 1.58928
180.580 1.53340
180.703 1.43019
180.825 1.33739
180.947 1.25352
181.070 1.17759
181.192 1.10852
181.314 1.04560
181.392 1.00838
181.470 0.973196
181.626 0.908394
181.781 0.850152
181.937 0.797632
182.093 0.750103
182.249 0.706920
182.404 0.667554
182.560 0.631577
182.682 0.605436
182.805 0.581029
182.927 0.558171
183.049 0.536772
183.172 0.516681
183.294 0.497824
183.416 0.480077
183.539 0.463384
183.783 0.432797
184.028 0.405527
184.273 0.381127
184.518 0.359223
184.662 0.347325
184.807 0.336131
185.096 0.315661
185.385 0.297459
185.674 0.281232
185.964 0.266755
186.253 0.253829
186.542 0.242212
186.831 0.231768
187.076 0.223769
187.320 0.216473
187.565 0.209826
187.810 0.203775
188.055 0.198279
188.299 0.193299
188.544 0.188803
188.789 0.184763
189.033 0.181154
189.278 0.177956
189.523 0.175152
189.767 0.172728
190.012 0.170673
190.257 0.168980
190.502 0.167644
190.746 0.166662
191.102 0.165868
191.525 0.165921
191.947 0.167104
192.370 0.169496
192.581 0.171182
192.793 0.173218
193.004 0.175629
193.215 0.178437
193.427 0.181674
193.638 0.185369
193.849 0.189552
194.061 0.194272
194.272 0.199609
194.483 0.205631
194.728 0.213547
194.973 0.222599
195.217 0.232952
195.462 0.244804
195.707 0.258398
195.829 0.265942
195.952 0.274032
196.074 0.282730
196.196 0.292076
196.319 0.302145
196.441 0.312988
196.608 0.329187
196.775 0.347192
196.942 0.367279
197.108 0.389734
197.275 0.414974
197.359 0.428774
197.442 0.443452
197.526 0.459103
197.609 0.475769
197.692 0.493556
197.776 0.512565
197.898 0.542910
198.020 0.576504
198.143 0.613884
